,game,opponent name,boxscore_visitor_name,boxscore_home_name,final score,centreFinalScore,opponentFinalScore,centreScoreByPeriod,opponentScoreByPeriod,centreScorePeriod1,centreScorePeriod2,centreScorePeriod3,centreScorePeriod4,centreScorePeriod5,opponentScorePeriod1,opponentScorePeriod2,opponentScorePeriod3,opponentScorePeriod4,opponentScorePeriod5,centreRecord,opponentRecord,gameDate,outcome,attendance,gameLocation,gameTime,homeGame,,Time Remaining,CENTRE-W,Away Team Score,Play Team Indicator,Home Team Score,BCW,Game Score,Team Indicator,Play,period number,Play Type,Shot Outcome,Team,Player,Points Earned,Time(seconds)
63,25,-4-berry,Centre,Berry,41-61,41,61,"9, 5, 9, 18, 41","7, 12, 26, 16, 61",9,5,9,18,41,7,12,26,16,61,15-10,13-13,02/23/18,Lose,225,No Location Recorded,6:00p.m.,A,63,01:57,,,,,"FOUL  by KIERNAN,ALEX",,,"FOUL  by KIERNAN,ALEX",1,foul,,berry,alex kiernan,,117
64,25,-4-berry,Centre,Berry,41-61,41,61,"9, 5, 9, 18, 41","7, 12, 26, 16, 61",9,5,9,18,41,7,12,26,16,61,15-10,13-13,02/23/18,Lose,225,No Location Recorded,6:00p.m.,A,64,01:56,"GOOD 3PTR by RICE,MADISON",9 (+2),,7,,CENTRE-W 9-7 (+2),,"GOOD 3PTR by RICE,MADISON",1,three pointer,good,Centre,madison rice,3,116
65,25,-4-berry,Centre,Berry,41-61,41,61,"9, 5, 9, 18, 41","7, 12, 26, 16, 61",9,5,9,18,41,7,12,26,16,61,15-10,13-13,02/23/18,Lose,225,No Location Recorded,6:00p.m.,A,65,--,"ASSIST  by KELLAM,PAIGE",,,,,,,"ASSIST  by KELLAM,PAIGE",1,assist,,Centre,paige kellam,,
66,25,-4-berry,Centre,Berry,41-61,41,61,"9, 5, 9, 18, 41","7, 12, 26, 16, 61",9,5,9,18,41,7,12,26,16,61,15-10,13-13,02/23/18,Lose,225,No Location Recorded,6:00p.m.,A,66,01:37,,,,,"MISS LAYUP by MORNING,JANA",,,"MISS LAYUP by MORNING,JANA",1,layup,missed,berry,jana morning,,97
67,25,-4-berry,Centre,Berry,41-61,41,61,"9, 5, 9, 18, 41","7, 12, 26, 16, 61",9,5,9,18,41,7,12,26,16,61,15-10,13-13,02/23/18,Lose,225,No Location Recorded,6:00p.m.,A,67,--,"REBOUND DEF by KELLAM,PAIGE",,,,,,,"REBOUND DEF by KELLAM,PAIGE",1,defensive rebound,,Centre,paige kellam,,
68,25,-4-berry,Centre,Berry,41-61,41,61,"9, 5, 9, 18, 41","7, 12, 26, 16, 61",9,5,9,18,41,7,12,26,16,61,15-10,13-13,02/23/18,Lose,225,No Location Recorded,6:00p.m.,A,68,01:16,"TURNOVER  by KELLAM,PAIGE",,,,,,,"TURNOVER  by KELLAM,PAIGE",1,turnover,,Centre,paige kellam,,76
69,25,-4-berry,Centre,Berry,41-61,41,61,"9, 5, 9, 18, 41","7, 12, 26, 16, 61",9,5,9,18,41,7,12,26,16,61,15-10,13-13,02/23/18,Lose,225,No Location Recorded,6:00p.m.,A,69,01:08,,,,,"MISS 3PTR by MCKEE,ASHLEY",,,"MISS 3PTR by MCKEE,ASHLEY",1,three pointer,missed,berry,ashley mckee,,68
70,25,-4-berry,Centre,Berry,41-61,41,61,"9, 5, 9, 18, 41","7, 12, 26, 16, 61",9,5,9,18,41,7,12,26,16,61,15-10,13-13,02/23/18,Lose,225,No Location Recorded,6:00p.m.,A,70,--,"REBOUND DEF by FEE,MIKAYLA",,,,,,,"REBOUND DEF by FEE,MIKAYLA",1,defensive rebound,,Centre,mikayla fee,,
71,25,-4-berry,Centre,Berry,41-61,41,61,"9, 5, 9, 18, 41","7, 12, 26, 16, 61",9,5,9,18,41,7,12,26,16,61,15-10,13-13,02/23/18,Lose,225,No Location Recorded,6:00p.m.,A,71,00:30,"MISS JUMPER by MILLER,LAKKEN",,,,,,,"MISS JUMPER by MILLER,LAKKEN",1,jumper,missed,Centre,lakken miller,,30
72,25,-4-berry,Centre,Berry,41-61,41,61,"9, 5, 9, 18, 41","7, 12, 26, 16, 61",9,5,9,18,41,7,12,26,16,61,15-10,13-13,02/23/18,Lose,225,No Location Recorded,6:00p.m.,A,72,--,,,,,"REBOUND DEF by MORNING,JANA",,,"REBOUND DEF by MORNING,JANA",1,defensive rebound,,berry,jana morning,,
73,25,-4-berry,Centre,Berry,41-61,41,61,"9, 5, 9, 18, 41","7, 12, 26, 16, 61",9,5,9,18,41,7,12,26,16,61,15-10,13-13,02/23/18,Lose,225,No Location Recorded,6:00p.m.,A,73,00:03,,,,,"TURNOVER  by WEEMS,ALEX",,,"TURNOVER  by WEEMS,ALEX",1,turnover,,berry,alex weems,,3
74,25,-4-berry,Centre,Berry,41-61,41,61,"9, 5, 9, 18, 41","7, 12, 26, 16, 61",9,5,9,18,41,7,12,26,16,61,15-10,13-13,02/23/18,Lose,225,No Location Recorded,6:00p.m.,A,74,Start Period 2,,,,,,,,,2,,,,,,
75,25,-4-berry,Centre,Berry,41-61,41,61,"9, 5, 9, 18, 41","7, 12, 26, 16, 61",9,5,9,18,41,7,12,26,16,61,15-10,13-13,02/23/18,Lose,225,No Location Recorded,6:00p.m.,A,75,09:52,,,,,"MISS JUMPER by MORNING,JANA",,,"MISS JUMPER by MORNING,JANA",2,jumper,missed,berry,jana morning,,592
76,25,-4-berry,Centre,Berry,41-61,41,61,"9, 5, 9, 18, 41","7, 12, 26, 16, 61",9,5,9,18,41,7,12,26,16,61,15-10,13-13,02/23/18,Lose,225,No Location Recorded,6:00p.m.,A,76,--,"REBOUND DEF by BALLARD,AMI",,,,,,,"REBOUND DEF by BALLARD,AMI",2,defensive rebound,,Centre,ami ballard,,
77,25,-4-berry,Centre,Berry,41-61,41,61,"9, 5, 9, 18, 41","7, 12, 26, 16, 61",9,5,9,18,41,7,12,26,16,61,15-10,13-13,02/23/18,Lose,225,No Location Recorded,6:00p.m.,A,77,09:42,,,,,"FOUL  by KIERNAN,ALEX",,,"FOUL  by KIERNAN,ALEX",2,foul,,berry,alex kiernan,,582
78,25,-4-berry,Centre,Berry,41-61,41,61,"9, 5, 9, 18, 41","7, 12, 26, 16, 61",9,5,9,18,41,7,12,26,16,61,15-10,13-13,02/23/18,Lose,225,No Location Recorded,6:00p.m.,A,78,09:37,"GOOD 3PTR by WILSON,KATHLEEN",12 (+5),,7,,CENTRE-W 12-7 (+5),,"GOOD 3PTR by WILSON,KATHLEEN",2,three pointer,good,Centre,kathleen wilson,3,577
79,25,-4-berry,Centre,Berry,41-61,41,61,"9, 5, 9, 18, 41","7, 12, 26, 16, 61",9,5,9,18,41,7,12,26,16,61,15-10,13-13,02/23/18,Lose,225,No Location Recorded,6:00p.m.,A,79,--,"ASSIST  by RICE,MADISON",,,,,,,"ASSIST  by RICE,MADISON",2,assist,,Centre,madison rice,,
80,25,-4-berry,Centre,Berry,41-61,41,61,"9, 5, 9, 18, 41","7, 12, 26, 16, 61",9,5,9,18,41,7,12,26,16,61,15-10,13-13,02/23/18,Lose,225,No Location Recorded,6:00p.m.,A,80,09:17,,,,,"MISS LAYUP by SMITH,NIA",,,"MISS LAYUP by SMITH,NIA",2,layup,missed,berry,nia smith,,557
81,25,-4-berry,Centre,Berry,41-61,41,61,"9, 5, 9, 18, 41","7, 12, 26, 16, 61",9,5,9,18,41,7,12,26,16,61,15-10,13-13,02/23/18,Lose,225,No Location Recorded,6:00p.m.,A,81,--,,,,,"REBOUND OFF by SMITH,MCKENZIE",,,"REBOUND OFF by SMITH,MCKENZIE",2,offensive rebound,,berry,mckenzie smith,,
82,25,-4-berry,Centre,Berry,41-61,41,61,"9, 5, 9, 18, 41","7, 12, 26, 16, 61",9,5,9,18,41,7,12,26,16,61,15-10,13-13,02/23/18,Lose,225,No Location Recorded,6:00p.m.,A,82,09:08,,,,,"MISS LAYUP by MCKEE,ASHLEY",,,"MISS LAYUP by MCKEE,ASHLEY",2,layup,missed,berry,ashley mckee,,548
83,25,-4-berry,Centre,Berry,41-61,41,61,"9, 5, 9, 18, 41","7, 12, 26, 16, 61",9,5,9,18,41,7,12,26,16,61,15-10,13-13,02/23/18,Lose,225,No Location Recorded,6:00p.m.,A,83,--,"REBOUND DEF by RICE,MADISON",,,,,,,"REBOUND DEF by RICE,MADISON",2,defensive rebound,,Centre,madison rice,,
84,25,-4-berry,Centre,Berry,41-61,41,61,"9, 5, 9, 18, 41","7, 12, 26, 16, 61",9,5,9,18,41,7,12,26,16,61,15-10,13-13,02/23/18,Lose,225,No Location Recorded,6:00p.m.,A,84,08:52,"MISS 3PTR by BALLARD,AMI",,,,,,,"MISS 3PTR by BALLARD,AMI",2,three pointer,missed,Centre,ami ballard,,532
85,25,-4-berry,Centre,Berry,41-61,41,61,"9, 5, 9, 18, 41","7, 12, 26, 16, 61",9,5,9,18,41,7,12,26,16,61,15-10,13-13,02/23/18,Lose,225,No Location Recorded,6:00p.m.,A,85,--,"REBOUND OFF by RICE,MADISON",,,,,,,"REBOUND OFF by RICE,MADISON",2,offensive rebound,,Centre,madison rice,,
86,25,-4-berry,Centre,Berry,41-61,41,61,"9, 5, 9, 18, 41","7, 12, 26, 16, 61",9,5,9,18,41,7,12,26,16,61,15-10,13-13,02/23/18,Lose,225,No Location Recorded,6:00p.m.,A,86,08:48,"MISS LAYUP by BUNNER,CHEYENNE",,,,,,,"MISS LAYUP by BUNNER,CHEYENNE",2,layup,missed,Centre,cheyenne bunner,,528
87,25,-4-berry,Centre,Berry,41-61,41,61,"9, 5, 9, 18, 41","7, 12, 26, 16, 61",9,5,9,18,41,7,12,26,16,61,15-10,13-13,02/23/18,Lose,225,No Location Recorded,6:00p.m.,A,87,08:48,,,,,"BLOCK  by SMITH,MCKENZIE",,,"BLOCK  by SMITH,MCKENZIE",2,block,,berry,mckenzie smith,,528
88,25,-4-berry,Centre,Berry,41-61,41,61,"9, 5, 9, 18, 41","7, 12, 26, 16, 61",9,5,9,18,41,7,12,26,16,61,15-10,13-13,02/23/18,Lose,225,No Location Recorded,6:00p.m.,A,88,--,,,,,"REBOUND DEF by SMITH,MCKENZIE",,,"REBOUND DEF by SMITH,MCKENZIE",2,defensive rebound,,berry,mckenzie smith,,
89,25,-4-berry,Centre,Berry,41-61,41,61,"9, 5, 9, 18, 41","7, 12, 26, 16, 61",9,5,9,18,41,7,12,26,16,61,15-10,13-13,02/23/18,Lose,225,No Location Recorded,6:00p.m.,A,89,08:28,,,,,"TURNOVER  by SMITH,NIA",,,"TURNOVER  by SMITH,NIA",2,turnover,,berry,nia smith,,508
90,25,-4-berry,Centre,Berry,41-61,41,61,"9, 5, 9, 18, 41","7, 12, 26, 16, 61",9,5,9,18,41,7,12,26,16,61,15-10,13-13,02/23/18,Lose,225,No Location Recorded,6:00p.m.,A,90,08:18,,,,,"FOUL  by DALE,KIANA",,,"FOUL  by DALE,KIANA",2,foul,,berry,kiana dale,,498
91,25,-4-berry,Centre,Berry,41-61,41,61,"9, 5, 9, 18, 41","7, 12, 26, 16, 61",9,5,9,18,41,7,12,26,16,61,15-10,13-13,02/23/18,Lose,225,No Location Recorded,6:00p.m.,A,91,08:10,"MISS 3PTR by SCHAD,OLIVIA",,,,,,,"MISS 3PTR by SCHAD,OLIVIA",2,three pointer,missed,Centre,olivia schad,,490
92,25,-4-berry,Centre,Berry,41-61,41,61,"9, 5, 9, 18, 41","7, 12, 26, 16, 61",9,5,9,18,41,7,12,26,16,61,15-10,13-13,02/23/18,Lose,225,No Location Recorded,6:00p.m.,A,92,--,"REBOUND OFF by FEE,MIKAYLA",,,,,,,"REBOUND OFF by FEE,MIKAYLA",2,offensive rebound,,Centre,mikayla fee,,
93,25,-4-berry,Centre,Berry,41-61,41,61,"9, 5, 9, 18, 41","7, 12, 26, 16, 61",9,5,9,18,41,7,12,26,16,61,15-10,13-13,02/23/18,Lose,225,No Location Recorded,6:00p.m.,A,93,08:03,,,,,"FOUL  by PARSONS,EVELINE",,,"FOUL  by PARSONS,EVELINE",2,foul,,berry,eveline parsons,,483
94,25,-4-berry,Centre,Berry,41-61,41,61,"9, 5, 9, 18, 41","7, 12, 26, 16, 61",9,5,9,18,41,7,12,26,16,61,15-10,13-13,02/23/18,Lose,225,No Location Recorded,6:00p.m.,A,94,08:03,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2,timeout,,Centre,,,483
95,25,-4-berry,Centre,Berry,41-61,41,61,"9, 5, 9, 18, 41","7, 12, 26, 16, 61",9,5,9,18,41,7,12,26,16,61,15-10,13-13,02/23/18,Lose,225,No Location Recorded,6:00p.m.,A,95,08:03,TIMEOUT 20SEC by TEAM,,,,,,,TIMEOUT 20SEC by TEAM,2,timeout,,Centre,,,483
96,25,-4-berry,Centre,Berry,41-61,41,61,"9, 5, 9, 18, 41","7, 12, 26, 16, 61",9,5,9,18,41,7,12,26,16,61,15-10,13-13,02/23/18,Lose,225,No Location Recorded,6:00p.m.,A,96,07:39,"TURNOVER  by BUNNER,CHEYENNE",,,,,,,"TURNOVER  by BUNNER,CHEYENNE",2,turnover,,Centre,cheyenne bunner,,459
97,25,-4-berry,Centre,Berry,41-61,41,61,"9, 5, 9, 18, 41","7, 12, 26, 16, 61",9,5,9,18,41,7,12,26,16,61,15-10,13-13,02/23/18,Lose,225,No Location Recorded,6:00p.m.,A,97,07:38,,,,,"STEAL  by MORNING,JANA",,,"STEAL  by MORNING,JANA",2,steal,,berry,,,458
98,25,-4-berry,Centre,Berry,41-61,41,61,"9, 5, 9, 18, 41","7, 12, 26, 16, 61",9,5,9,18,41,7,12,26,16,61,15-10,13-13,02/23/18,Lose,225,No Location Recorded,6:00p.m.,A,98,07:36,,12 (+3),,9,"GOOD LAYUP by MORNING,JANA(in the paint)",BCW 12-9 (+3),,"GOOD LAYUP by MORNING,JANA(in the paint)",2,layup,good,berry,jana morning,2,456
99,25,-4-berry,Centre,Berry,41-61,41,61,"9, 5, 9, 18, 41","7, 12, 26, 16, 61",9,5,9,18,41,7,12,26,16,61,15-10,13-13,02/23/18,Lose,225,No Location Recorded,6:00p.m.,A,99,07:35,"FOUL  by WILSON,KATHLEEN",,,,,,,"FOUL  by WILSON,KATHLEEN",2,foul,,Centre,kathleen wilson,,455
100,25,-4-berry,Centre,Berry,41-61,41,61,"9, 5, 9, 18, 41","7, 12, 26, 16, 61",9,5,9,18,41,7,12,26,16,61,15-10,13-13,02/23/18,Lose,225,No Location Recorded,6:00p.m.,A,100,07:35,,12 (+2),,10,"GOOD FT by MORNING,JANA",BCW 12-10 (+2),,"GOOD FT by MORNING,JANA",2,free throw,good,berry,jana morning,1,455
101,25,-4-berry,Centre,Berry,41-61,41,61,"9, 5, 9, 18, 41","7, 12, 26, 16, 61",9,5,9,18,41,7,12,26,16,61,15-10,13-13,02/23/18,Lose,225,No Location Recorded,6:00p.m.,A,101,07:08,"MISS JUMPER by WEHBY,ABIGAIL",,,,,,,"MISS JUMPER by WEHBY,ABIGAIL",2,jumper,missed,Centre,abigail wehby,,428
102,25,-4-berry,Centre,Berry,41-61,41,61,"9, 5, 9, 18, 41","7, 12, 26, 16, 61",9,5,9,18,41,7,12,26,16,61,15-10,13-13,02/23/18,Lose,225,No Location Recorded,6:00p.m.,A,102,--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2,deadball rebound,,Centre,,,
103,25,-4-berry,Centre,Berry,41-61,41,61,"9, 5, 9, 18, 41","7, 12, 26, 16, 61",9,5,9,18,41,7,12,26,16,61,15-10,13-13,02/23/18,Lose,225,No Location Recorded,6:00p.m.,A,103,06:47,,,,,"MISS LAYUP by WEEMS,ALEX",,,"MISS LAYUP by WEEMS,ALEX",2,layup,missed,berry,alex weems,,407
104,25,-4-berry,Centre,Berry,41-61,41,61,"9, 5, 9, 18, 41","7, 12, 26, 16, 61",9,5,9,18,41,7,12,26,16,61,15-10,13-13,02/23/18,Lose,225,No Location Recorded,6:00p.m.,A,104,--,"REBOUND DEF by WEHBY,ABIGAIL",,,,,,,"REBOUND DEF by WEHBY,ABIGAIL",2,defensive rebound,,Centre,abigail wehby,,
105,25,-4-berry,Centre,Berry,41-61,41,61,"9, 5, 9, 18, 41","7, 12, 26, 16, 61",9,5,9,18,41,7,12,26,16,61,15-10,13-13,02/23/18,Lose,225,No Location Recorded,6:00p.m.,A,105,06:22,"TURNOVER  by FEE,MIKAYLA",,,,,,,"TURNOVER  by FEE,MIKAYLA",2,turnover,,Centre,mikayla fee,,382
106,25,-4-berry,Centre,Berry,41-61,41,61,"9, 5, 9, 18, 41","7, 12, 26, 16, 61",9,5,9,18,41,7,12,26,16,61,15-10,13-13,02/23/18,Lose,225,No Location Recorded,6:00p.m.,A,106,06:21,,,,,"STEAL  by WEEMS,ALEX",,,"STEAL  by WEEMS,ALEX",2,steal,,berry,,,381
107,25,-4-berry,Centre,Berry,41-61,41,61,"9, 5, 9, 18, 41","7, 12, 26, 16, 61",9,5,9,18,41,7,12,26,16,61,15-10,13-13,02/23/18,Lose,225,No Location Recorded,6:00p.m.,A,107,06:20,,,,,"MISS LAYUP by WEEMS,ALEX",,,"MISS LAYUP by WEEMS,ALEX",2,layup,missed,berry,alex weems,,380
108,25,-4-berry,Centre,Berry,41-61,41,61,"9, 5, 9, 18, 41","7, 12, 26, 16, 61",9,5,9,18,41,7,12,26,16,61,15-10,13-13,02/23/18,Lose,225,No Location Recorded,6:00p.m.,A,108,--,,,,,"REBOUND OFF by SMITH,MCKENZIE",,,"REBOUND OFF by SMITH,MCKENZIE",2,offensive rebound,,berry,mckenzie smith,,
109,25,-4-berry,Centre,Berry,41-61,41,61,"9, 5, 9, 18, 41","7, 12, 26, 16, 61",9,5,9,18,41,7,12,26,16,61,15-10,13-13,02/23/18,Lose,225,No Location Recorded,6:00p.m.,A,109,06:11,"FOUL  by FEE,MIKAYLA",,,,,,,"FOUL  by FEE,MIKAYLA",2,foul,,Centre,mikayla fee,,371
110,25,-4-berry,Centre,Berry,41-61,41,61,"9, 5, 9, 18, 41","7, 12, 26, 16, 61",9,5,9,18,41,7,12,26,16,61,15-10,13-13,02/23/18,Lose,225,No Location Recorded,6:00p.m.,A,110,06:05,,12,,12,"GOOD JUMPER by WEEMS,ALEX",BCW 12-12 (0),,"GOOD JUMPER by WEEMS,ALEX",2,jumper,good,berry,alex weems,2,365
111,25,-4-berry,Centre,Berry,41-61,41,61,"9, 5, 9, 18, 41","7, 12, 26, 16, 61",9,5,9,18,41,7,12,26,16,61,15-10,13-13,02/23/18,Lose,225,No Location Recorded,6:00p.m.,A,111,--,,,,,"ASSIST  by MORNING,JANA",,,"ASSIST  by MORNING,JANA",2,assist,,berry,jana morning,,
112,25,-4-berry,Centre,Berry,41-61,41,61,"9, 5, 9, 18, 41","7, 12, 26, 16, 61",9,5,9,18,41,7,12,26,16,61,15-10,13-13,02/23/18,Lose,225,No Location Recorded,6:00p.m.,A,112,05:39,"MISS JUMPER by RICE,MADISON",,,,,,,"MISS JUMPER by RICE,MADISON",2,jumper,missed,Centre,madison rice,,339
113,25,-4-berry,Centre,Berry,41-61,41,61,"9, 5, 9, 18, 41","7, 12, 26, 16, 61",9,5,9,18,41,7,12,26,16,61,15-10,13-13,02/23/18,Lose,225,No Location Recorded,6:00p.m.,A,113,--,,,,,"REBOUND DEF by SMITH,MCKENZIE",,,"REBOUND DEF by SMITH,MCKENZIE",2,defensive rebound,,berry,mckenzie smith,,
114,25,-4-berry,Centre,Berry,41-61,41,61,"9, 5, 9, 18, 41","7, 12, 26, 16, 61",9,5,9,18,41,7,12,26,16,61,15-10,13-13,02/23/18,Lose,225,No Location Recorded,6:00p.m.,A,114,05:37,"FOUL  by RICE,MADISON",,,,,,,"FOUL  by RICE,MADISON",2,foul,,Centre,madison rice,,337
115,25,-4-berry,Centre,Berry,41-61,41,61,"9, 5, 9, 18, 41","7, 12, 26, 16, 61",9,5,9,18,41,7,12,26,16,61,15-10,13-13,02/23/18,Lose,225,No Location Recorded,6:00p.m.,A,115,05:23,,,,,"TURNOVER  by SMITH,NIA",,,"TURNOVER  by SMITH,NIA",2,turnover,,berry,nia smith,,323
116,25,-4-berry,Centre,Berry,41-61,41,61,"9, 5, 9, 18, 41","7, 12, 26, 16, 61",9,5,9,18,41,7,12,26,16,61,15-10,13-13,02/23/18,Lose,225,No Location Recorded,6:00p.m.,A,116,04:58,,,,,"FOUL  by MORNING,JANA",,,"FOUL  by MORNING,JANA",2,foul,,berry,jana morning,,298
117,25,-4-berry,Centre,Berry,41-61,41,61,"9, 5, 9, 18, 41","7, 12, 26, 16, 61",9,5,9,18,41,7,12,26,16,61,15-10,13-13,02/23/18,Lose,225,No Location Recorded,6:00p.m.,A,117,04:49,,,,,"FOUL  by MCKEE,ASHLEY",,,"FOUL  by MCKEE,ASHLEY",2,foul,,berry,ashley mckee,,289
118,25,-4-berry,Centre,Berry,41-61,41,61,"9, 5, 9, 18, 41","7, 12, 26, 16, 61",9,5,9,18,41,7,12,26,16,61,15-10,13-13,02/23/18,Lose,225,No Location Recorded,6:00p.m.,A,118,04:49,"MISS FT by BUNNER,CHEYENNE",,,,,,,"MISS FT by BUNNER,CHEYENNE",2,free throw,missed,Centre,cheyenne bunner,,289
119,25,-4-berry,Centre,Berry,41-61,41,61,"9, 5, 9, 18, 41","7, 12, 26, 16, 61",9,5,9,18,41,7,12,26,16,61,15-10,13-13,02/23/18,Lose,225,No Location Recorded,6:00p.m.,A,119,--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2,deadball rebound,,Centre,,,
120,25,-4-berry,Centre,Berry,41-61,41,61,"9, 5, 9, 18, 41","7, 12, 26, 16, 61",9,5,9,18,41,7,12,26,16,61,15-10,13-13,02/23/18,Lose,225,No Location Recorded,6:00p.m.,A,120,04:49,"MISS FT by BUNNER,CHEYENNE",,,,,,,"MISS FT by BUNNER,CHEYENNE",2,free throw,missed,Centre,cheyenne bunner,,289
121,25,-4-berry,Centre,Berry,41-61,41,61,"9, 5, 9, 18, 41","7, 12, 26, 16, 61",9,5,9,18,41,7,12,26,16,61,15-10,13-13,02/23/18,Lose,225,No Location Recorded,6:00p.m.,A,121,--,,,,,"REBOUND DEF by WEEMS,ALEX",,,"REBOUND DEF by WEEMS,ALEX",2,defensive rebound,,berry,alex weems,,
122,25,-4-berry,Centre,Berry,41-61,41,61,"9, 5, 9, 18, 41","7, 12, 26, 16, 61",9,5,9,18,41,7,12,26,16,61,15-10,13-13,02/23/18,Lose,225,No Location Recorded,6:00p.m.,A,122,04:32,,,,,"MISS LAYUP by SMITH,NIA",,,"MISS LAYUP by SMITH,NIA",2,layup,missed,berry,nia smith,,272
123,25,-4-berry,Centre,Berry,41-61,41,61,"9, 5, 9, 18, 41","7, 12, 26, 16, 61",9,5,9,18,41,7,12,26,16,61,15-10,13-13,02/23/18,Lose,225,No Location Recorded,6:00p.m.,A,123,--,"REBOUND DEF by SCHAD,OLIVIA",,,,,,,"REBOUND DEF by SCHAD,OLIVIA",2,defensive rebound,,Centre,olivia schad,,
124,25,-4-berry,Centre,Berry,41-61,41,61,"9, 5, 9, 18, 41","7, 12, 26, 16, 61",9,5,9,18,41,7,12,26,16,61,15-10,13-13,02/23/18,Lose,225,No Location Recorded,6:00p.m.,A,124,04:10,"TURNOVER  by STEWART,ABIGAIL",,,,,,,"TURNOVER  by STEWART,ABIGAIL",2,turnover,,Centre,abigail stewart,,250
125,25,-4-berry,Centre,Berry,41-61,41,61,"9, 5, 9, 18, 41","7, 12, 26, 16, 61",9,5,9,18,41,7,12,26,16,61,15-10,13-13,02/23/18,Lose,225,No Location Recorded,6:00p.m.,A,125,04:10,,,,,"STEAL  by SMITH,NIA",,,"STEAL  by SMITH,NIA",2,steal,,berry,,,250
126,25,-4-berry,Centre,Berry,41-61,41,61,"9, 5, 9, 18, 41","7, 12, 26, 16, 61",9,5,9,18,41,7,12,26,16,61,15-10,13-13,02/23/18,Lose,225,No Location Recorded,6:00p.m.,A,126,04:07,,,,,"TURNOVER  by WEEMS,ALEX",,,"TURNOVER  by WEEMS,ALEX",2,turnover,,berry,alex weems,,247
127,25,-4-berry,Centre,Berry,41-61,41,61,"9, 5, 9, 18, 41","7, 12, 26, 16, 61",9,5,9,18,41,7,12,26,16,61,15-10,13-13,02/23/18,Lose,225,No Location Recorded,6:00p.m.,A,127,04:06,"STEAL  by KELLAM,PAIGE",,,,,,,"STEAL  by KELLAM,PAIGE",2,steal,,Centre,,,246
128,25,-4-berry,Centre,Berry,41-61,41,61,"9, 5, 9, 18, 41","7, 12, 26, 16, 61",9,5,9,18,41,7,12,26,16,61,15-10,13-13,02/23/18,Lose,225,No Location Recorded,6:00p.m.,A,128,04:01,"TURNOVER  by WILSON,KATHLEEN",,,,,,,"TURNOVER  by WILSON,KATHLEEN",2,turnover,,Centre,kathleen wilson,,241
129,25,-4-berry,Centre,Berry,41-61,41,61,"9, 5, 9, 18, 41","7, 12, 26, 16, 61",9,5,9,18,41,7,12,26,16,61,15-10,13-13,02/23/18,Lose,225,No Location Recorded,6:00p.m.,A,129,03:51,,,,,"MISS JUMPER by SMITH,NIA",,,"MISS JUMPER by SMITH,NIA",2,jumper,missed,berry,nia smith,,231
130,25,-4-berry,Centre,Berry,41-61,41,61,"9, 5, 9, 18, 41","7, 12, 26, 16, 61",9,5,9,18,41,7,12,26,16,61,15-10,13-13,02/23/18,Lose,225,No Location Recorded,6:00p.m.,A,130,03:51,"BLOCK  by WILSON,KATHLEEN",,,,,,,"BLOCK  by WILSON,KATHLEEN",2,block,,Centre,kathleen wilson,,231
131,25,-4-berry,Centre,Berry,41-61,41,61,"9, 5, 9, 18, 41","7, 12, 26, 16, 61",9,5,9,18,41,7,12,26,16,61,15-10,13-13,02/23/18,Lose,225,No Location Recorded,6:00p.m.,A,131,--,"REBOUND DEF by WEHBY,ABIGAIL",,,,,,,"REBOUND DEF by WEHBY,ABIGAIL",2,defensive rebound,,Centre,abigail wehby,,
132,25,-4-berry,Centre,Berry,41-61,41,61,"9, 5, 9, 18, 41","7, 12, 26, 16, 61",9,5,9,18,41,7,12,26,16,61,15-10,13-13,02/23/18,Lose,225,No Location Recorded,6:00p.m.,A,132,03:43,"MISS LAYUP by WILSON,KATHLEEN",,,,,,,"MISS LAYUP by WILSON,KATHLEEN",2,layup,missed,Centre,kathleen wilson,,223
133,25,-4-berry,Centre,Berry,41-61,41,61,"9, 5, 9, 18, 41","7, 12, 26, 16, 61",9,5,9,18,41,7,12,26,16,61,15-10,13-13,02/23/18,Lose,225,No Location Recorded,6:00p.m.,A,133,--,,,,,"REBOUND DEF by SMITH,NIA",,,"REBOUND DEF by SMITH,NIA",2,defensive rebound,,berry,nia smith,,
134,25,-4-berry,Centre,Berry,41-61,41,61,"9, 5, 9, 18, 41","7, 12, 26, 16, 61",9,5,9,18,41,7,12,26,16,61,15-10,13-13,02/23/18,Lose,225,No Location Recorded,6:00p.m.,A,134,03:35,,12,,14 (+2),"GOOD JUMPER by MORNING,JANA(fastbreak)",BCW 12-14 (-2),,"GOOD JUMPER by MORNING,JANA(fastbreak)",2,jumper,good,berry,jana(fastbreak) morning,2,215
135,25,-4-berry,Centre,Berry,41-61,41,61,"9, 5, 9, 18, 41","7, 12, 26, 16, 61",9,5,9,18,41,7,12,26,16,61,15-10,13-13,02/23/18,Lose,225,No Location Recorded,6:00p.m.,A,135,--,,,,,"ASSIST  by SMITH,NIA",,,"ASSIST  by SMITH,NIA",2,assist,,berry,nia smith,,
