,game,opponent name,boxscore_visitor_name,boxscore_home_name,final score,centreFinalScore,opponentFinalScore,centreScoreByPeriod,opponentScoreByPeriod,centreScorePeriod1,centreScorePeriod2,centreScorePeriod3,centreScorePeriod4,centreScorePeriod5,opponentScorePeriod1,opponentScorePeriod2,opponentScorePeriod3,opponentScorePeriod4,opponentScorePeriod5,centreRecord,opponentRecord,gameDate,outcome,attendance,gameLocation,gameTime,homeGame,,Time Remaining,LC,Away Team Score,Play Team Indicator,Home Team Score,CENTRE-W,Game Score,Team Indicator,Play,period number,Play Type,Shot Outcome,Team,Player,Points Earned,Time(seconds)
345,9,lasell,Lasell,Centre,53-29,53,29,"13, 9, 20, 11, 53","4, 11, 6, 8, 29",13,9,20,11,53,4,11,6,8,29,8-1,2-7,12/21/17,Win,No Attendence Recorded,No Location Recorded,2:00 PM,H,345,02:51,"SUB IN by FENTON,BECCA",,,,,,,"SUB IN by FENTON,BECCA",3,subbing in,,lasell,becca fenton,,171
346,9,lasell,Lasell,Centre,53-29,53,29,"13, 9, 20, 11, 53","4, 11, 6, 8, 29",13,9,20,11,53,4,11,6,8,29,8-1,2-7,12/21/17,Win,No Attendence Recorded,No Location Recorded,2:00 PM,H,346,02:51,"SUB OUT by HOFFMAN,BRIANNA",,,,,,,"SUB OUT by HOFFMAN,BRIANNA",3,subbing out,,lasell,brianna hoffman,,171
347,9,lasell,Lasell,Centre,53-29,53,29,"13, 9, 20, 11, 53","4, 11, 6, 8, 29",13,9,20,11,53,4,11,6,8,29,8-1,2-7,12/21/17,Win,No Attendence Recorded,No Location Recorded,2:00 PM,H,347,02:44,,,,,"FOUL  by WEHBY,ABIGAIL",,,"FOUL  by WEHBY,ABIGAIL",3,foul,,Centre,abigail wehby,,164
348,9,lasell,Lasell,Centre,53-29,53,29,"13, 9, 20, 11, 53","4, 11, 6, 8, 29",13,9,20,11,53,4,11,6,8,29,8-1,2-7,12/21/17,Win,No Attendence Recorded,No Location Recorded,2:00 PM,H,348,02:44,,,,,"SUB IN by RICE,MADISON",,,"SUB IN by RICE,MADISON",3,subbing in,,Centre,madison rice,,164
349,9,lasell,Lasell,Centre,53-29,53,29,"13, 9, 20, 11, 53","4, 11, 6, 8, 29",13,9,20,11,53,4,11,6,8,29,8-1,2-7,12/21/17,Win,No Attendence Recorded,No Location Recorded,2:00 PM,H,349,02:44,,,,,"SUB IN by STEWART,ABIGAIL",,,"SUB IN by STEWART,ABIGAIL",3,subbing in,,Centre,abigail stewart,,164
350,9,lasell,Lasell,Centre,53-29,53,29,"13, 9, 20, 11, 53","4, 11, 6, 8, 29",13,9,20,11,53,4,11,6,8,29,8-1,2-7,12/21/17,Win,No Attendence Recorded,No Location Recorded,2:00 PM,H,350,02:44,,,,,"SUB IN by WILSON,KATHLEEN",,,"SUB IN by WILSON,KATHLEEN",3,subbing in,,Centre,kathleen wilson,,164
351,9,lasell,Lasell,Centre,53-29,53,29,"13, 9, 20, 11, 53","4, 11, 6, 8, 29",13,9,20,11,53,4,11,6,8,29,8-1,2-7,12/21/17,Win,No Attendence Recorded,No Location Recorded,2:00 PM,H,351,02:44,,,,,"SUB IN by SCHAD,OLIVIA",,,"SUB IN by SCHAD,OLIVIA",3,subbing in,,Centre,olivia schad,,164
352,9,lasell,Lasell,Centre,53-29,53,29,"13, 9, 20, 11, 53","4, 11, 6, 8, 29",13,9,20,11,53,4,11,6,8,29,8-1,2-7,12/21/17,Win,No Attendence Recorded,No Location Recorded,2:00 PM,H,352,02:44,,,,,"SUB IN by KELLAM,PAIGE",,,"SUB IN by KELLAM,PAIGE",3,subbing in,,Centre,paige kellam,,164
353,9,lasell,Lasell,Centre,53-29,53,29,"13, 9, 20, 11, 53","4, 11, 6, 8, 29",13,9,20,11,53,4,11,6,8,29,8-1,2-7,12/21/17,Win,No Attendence Recorded,No Location Recorded,2:00 PM,H,353,02:44,,,,,"SUB OUT by WEHBY,ABIGAIL",,,"SUB OUT by WEHBY,ABIGAIL",3,subbing out,,Centre,abigail wehby,,164
354,9,lasell,Lasell,Centre,53-29,53,29,"13, 9, 20, 11, 53","4, 11, 6, 8, 29",13,9,20,11,53,4,11,6,8,29,8-1,2-7,12/21/17,Win,No Attendence Recorded,No Location Recorded,2:00 PM,H,354,02:44,,,,,"SUB OUT by MARCUM,MADISON",,,"SUB OUT by MARCUM,MADISON",3,subbing out,,Centre,madison marcum,,164
355,9,lasell,Lasell,Centre,53-29,53,29,"13, 9, 20, 11, 53","4, 11, 6, 8, 29",13,9,20,11,53,4,11,6,8,29,8-1,2-7,12/21/17,Win,No Attendence Recorded,No Location Recorded,2:00 PM,H,355,02:44,,,,,"SUB OUT by FEE,MIKAYLA",,,"SUB OUT by FEE,MIKAYLA",3,subbing out,,Centre,mikayla fee,,164
356,9,lasell,Lasell,Centre,53-29,53,29,"13, 9, 20, 11, 53","4, 11, 6, 8, 29",13,9,20,11,53,4,11,6,8,29,8-1,2-7,12/21/17,Win,No Attendence Recorded,No Location Recorded,2:00 PM,H,356,02:44,,,,,"SUB OUT by MURRAY,KYLEE",,,"SUB OUT by MURRAY,KYLEE",3,subbing out,,Centre,kylee murray,,164
357,9,lasell,Lasell,Centre,53-29,53,29,"13, 9, 20, 11, 53","4, 11, 6, 8, 29",13,9,20,11,53,4,11,6,8,29,8-1,2-7,12/21/17,Win,No Attendence Recorded,No Location Recorded,2:00 PM,H,357,02:44,,,,,"SUB OUT by HICKS,ELLEN",,,"SUB OUT by HICKS,ELLEN",3,subbing out,,Centre,ellen hicks,,164
358,9,lasell,Lasell,Centre,53-29,53,29,"13, 9, 20, 11, 53","4, 11, 6, 8, 29",13,9,20,11,53,4,11,6,8,29,8-1,2-7,12/21/17,Win,No Attendence Recorded,No Location Recorded,2:00 PM,H,358,02:23,"TURNOVER  by BOUGIE,LIZ",,,,,,,"TURNOVER  by BOUGIE,LIZ",3,turnover,,lasell,liz bougie,,143
359,9,lasell,Lasell,Centre,53-29,53,29,"13, 9, 20, 11, 53","4, 11, 6, 8, 29",13,9,20,11,53,4,11,6,8,29,8-1,2-7,12/21/17,Win,No Attendence Recorded,No Location Recorded,2:00 PM,H,359,02:07,,21,,36 (+15),"GOOD 3PTR by WILSON,KATHLEEN",CENTRE-W 21-36 (+15),,"GOOD 3PTR by WILSON,KATHLEEN",3,three pointer,good,Centre,kathleen wilson,3,127
360,9,lasell,Lasell,Centre,53-29,53,29,"13, 9, 20, 11, 53","4, 11, 6, 8, 29",13,9,20,11,53,4,11,6,8,29,8-1,2-7,12/21/17,Win,No Attendence Recorded,No Location Recorded,2:00 PM,H,360,--,,,,,"ASSIST  by SCHAD,OLIVIA",,,"ASSIST  by SCHAD,OLIVIA",3,assist,,Centre,olivia schad,,
361,9,lasell,Lasell,Centre,53-29,53,29,"13, 9, 20, 11, 53","4, 11, 6, 8, 29",13,9,20,11,53,4,11,6,8,29,8-1,2-7,12/21/17,Win,No Attendence Recorded,No Location Recorded,2:00 PM,H,361,01:51,"MISS JUMPER by CHURCH,MORGAN",,,,,,,"MISS JUMPER by CHURCH,MORGAN",3,jumper,missed,lasell,morgan church,,111
362,9,lasell,Lasell,Centre,53-29,53,29,"13, 9, 20, 11, 53","4, 11, 6, 8, 29",13,9,20,11,53,4,11,6,8,29,8-1,2-7,12/21/17,Win,No Attendence Recorded,No Location Recorded,2:00 PM,H,362,--,,,,,"REBOUND DEF by WILSON,KATHLEEN",,,"REBOUND DEF by WILSON,KATHLEEN",3,defensive rebound,,Centre,kathleen wilson,,
363,9,lasell,Lasell,Centre,53-29,53,29,"13, 9, 20, 11, 53","4, 11, 6, 8, 29",13,9,20,11,53,4,11,6,8,29,8-1,2-7,12/21/17,Win,No Attendence Recorded,No Location Recorded,2:00 PM,H,363,01:41,"FOUL  by CARON,JAIME",,,,,,,"FOUL  by CARON,JAIME",3,foul,,lasell,jaime caron,,101
364,9,lasell,Lasell,Centre,53-29,53,29,"13, 9, 20, 11, 53","4, 11, 6, 8, 29",13,9,20,11,53,4,11,6,8,29,8-1,2-7,12/21/17,Win,No Attendence Recorded,No Location Recorded,2:00 PM,H,364,01:41,,21,,37 (+16),"GOOD FT by SCHAD,OLIVIA",CENTRE-W 21-37 (+16),,"GOOD FT by SCHAD,OLIVIA",3,free throw,good,Centre,olivia schad,1,101
365,9,lasell,Lasell,Centre,53-29,53,29,"13, 9, 20, 11, 53","4, 11, 6, 8, 29",13,9,20,11,53,4,11,6,8,29,8-1,2-7,12/21/17,Win,No Attendence Recorded,No Location Recorded,2:00 PM,H,365,01:41,,21,,38 (+17),"GOOD FT by SCHAD,OLIVIA",CENTRE-W 21-38 (+17),,"GOOD FT by SCHAD,OLIVIA",3,free throw,good,Centre,olivia schad,1,101
366,9,lasell,Lasell,Centre,53-29,53,29,"13, 9, 20, 11, 53","4, 11, 6, 8, 29",13,9,20,11,53,4,11,6,8,29,8-1,2-7,12/21/17,Win,No Attendence Recorded,No Location Recorded,2:00 PM,H,366,01:27,"TURNOVER  by FENTON,BECCA",,,,,,,"TURNOVER  by FENTON,BECCA",3,turnover,,lasell,becca fenton,,87
367,9,lasell,Lasell,Centre,53-29,53,29,"13, 9, 20, 11, 53","4, 11, 6, 8, 29",13,9,20,11,53,4,11,6,8,29,8-1,2-7,12/21/17,Win,No Attendence Recorded,No Location Recorded,2:00 PM,H,367,01:27,,,,,"STEAL  by KELLAM,PAIGE",,,"STEAL  by KELLAM,PAIGE",3,steal,,Centre,,,87
368,9,lasell,Lasell,Centre,53-29,53,29,"13, 9, 20, 11, 53","4, 11, 6, 8, 29",13,9,20,11,53,4,11,6,8,29,8-1,2-7,12/21/17,Win,No Attendence Recorded,No Location Recorded,2:00 PM,H,368,01:24,,21,,40 (+19),"GOOD LAYUP by STEWART,ABIGAIL(fastbreak)(in the paint)",CENTRE-W 21-40 (+19),,"GOOD LAYUP by STEWART,ABIGAIL(fastbreak)(in the paint)",3,layup,good,Centre,abigail(fastbreak) stewart,2,84
369,9,lasell,Lasell,Centre,53-29,53,29,"13, 9, 20, 11, 53","4, 11, 6, 8, 29",13,9,20,11,53,4,11,6,8,29,8-1,2-7,12/21/17,Win,No Attendence Recorded,No Location Recorded,2:00 PM,H,369,--,,,,,"ASSIST  by KELLAM,PAIGE",,,"ASSIST  by KELLAM,PAIGE",3,assist,,Centre,paige kellam,,
370,9,lasell,Lasell,Centre,53-29,53,29,"13, 9, 20, 11, 53","4, 11, 6, 8, 29",13,9,20,11,53,4,11,6,8,29,8-1,2-7,12/21/17,Win,No Attendence Recorded,No Location Recorded,2:00 PM,H,370,01:22,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,3,timeout,,lasell,,,82
371,9,lasell,Lasell,Centre,53-29,53,29,"13, 9, 20, 11, 53","4, 11, 6, 8, 29",13,9,20,11,53,4,11,6,8,29,8-1,2-7,12/21/17,Win,No Attendence Recorded,No Location Recorded,2:00 PM,H,371,01:10,"FOUL  by CARON,JAIME",,,,,,,"FOUL  by CARON,JAIME",3,foul,,lasell,jaime caron,,70
372,9,lasell,Lasell,Centre,53-29,53,29,"13, 9, 20, 11, 53","4, 11, 6, 8, 29",13,9,20,11,53,4,11,6,8,29,8-1,2-7,12/21/17,Win,No Attendence Recorded,No Location Recorded,2:00 PM,H,372,01:10,"TURNOVER  by CARON,JAIME",,,,,,,"TURNOVER  by CARON,JAIME",3,turnover,,lasell,jaime caron,,70
373,9,lasell,Lasell,Centre,53-29,53,29,"13, 9, 20, 11, 53","4, 11, 6, 8, 29",13,9,20,11,53,4,11,6,8,29,8-1,2-7,12/21/17,Win,No Attendence Recorded,No Location Recorded,2:00 PM,H,373,00:57,,21,,42 (+21),"GOOD LAYUP by RICE,MADISON(in the paint)",CENTRE-W 21-42 (+21),,"GOOD LAYUP by RICE,MADISON(in the paint)",3,layup,good,Centre,madison rice,2,57
374,9,lasell,Lasell,Centre,53-29,53,29,"13, 9, 20, 11, 53","4, 11, 6, 8, 29",13,9,20,11,53,4,11,6,8,29,8-1,2-7,12/21/17,Win,No Attendence Recorded,No Location Recorded,2:00 PM,H,374,--,,,,,"ASSIST  by SCHAD,OLIVIA",,,"ASSIST  by SCHAD,OLIVIA",3,assist,,Centre,olivia schad,,
375,9,lasell,Lasell,Centre,53-29,53,29,"13, 9, 20, 11, 53","4, 11, 6, 8, 29",13,9,20,11,53,4,11,6,8,29,8-1,2-7,12/21/17,Win,No Attendence Recorded,No Location Recorded,2:00 PM,H,375,00:41,"MISS 3PTR by BOUGIE,LIZ",,,,,,,"MISS 3PTR by BOUGIE,LIZ",3,three pointer,missed,lasell,liz bougie,,41
376,9,lasell,Lasell,Centre,53-29,53,29,"13, 9, 20, 11, 53","4, 11, 6, 8, 29",13,9,20,11,53,4,11,6,8,29,8-1,2-7,12/21/17,Win,No Attendence Recorded,No Location Recorded,2:00 PM,H,376,--,,,,,"REBOUND DEF by KELLAM,PAIGE",,,"REBOUND DEF by KELLAM,PAIGE",3,defensive rebound,,Centre,paige kellam,,
377,9,lasell,Lasell,Centre,53-29,53,29,"13, 9, 20, 11, 53","4, 11, 6, 8, 29",13,9,20,11,53,4,11,6,8,29,8-1,2-7,12/21/17,Win,No Attendence Recorded,No Location Recorded,2:00 PM,H,377,00:32,,,,,"TURNOVER  by STEWART,ABIGAIL",,,"TURNOVER  by STEWART,ABIGAIL",3,turnover,,Centre,abigail stewart,,32
378,9,lasell,Lasell,Centre,53-29,53,29,"13, 9, 20, 11, 53","4, 11, 6, 8, 29",13,9,20,11,53,4,11,6,8,29,8-1,2-7,12/21/17,Win,No Attendence Recorded,No Location Recorded,2:00 PM,H,378,00:15,"MISS JUMPER by CHURCH,MORGAN",,,,,,,"MISS JUMPER by CHURCH,MORGAN",3,jumper,missed,lasell,morgan church,,15
379,9,lasell,Lasell,Centre,53-29,53,29,"13, 9, 20, 11, 53","4, 11, 6, 8, 29",13,9,20,11,53,4,11,6,8,29,8-1,2-7,12/21/17,Win,No Attendence Recorded,No Location Recorded,2:00 PM,H,379,--,,,,,"REBOUND DEF by WILSON,KATHLEEN",,,"REBOUND DEF by WILSON,KATHLEEN",3,defensive rebound,,Centre,kathleen wilson,,
380,9,lasell,Lasell,Centre,53-29,53,29,"13, 9, 20, 11, 53","4, 11, 6, 8, 29",13,9,20,11,53,4,11,6,8,29,8-1,2-7,12/21/17,Win,No Attendence Recorded,No Location Recorded,2:00 PM,H,380,00:04,,,,,"MISS JUMPER by STEWART,ABIGAIL",,,"MISS JUMPER by STEWART,ABIGAIL",3,jumper,missed,Centre,abigail stewart,,4
381,9,lasell,Lasell,Centre,53-29,53,29,"13, 9, 20, 11, 53","4, 11, 6, 8, 29",13,9,20,11,53,4,11,6,8,29,8-1,2-7,12/21/17,Win,No Attendence Recorded,No Location Recorded,2:00 PM,H,381,--,"REBOUND DEF by CARON,JAIME",,,,,,,"REBOUND DEF by CARON,JAIME",3,defensive rebound,,lasell,jaime caron,,
382,9,lasell,Lasell,Centre,53-29,53,29,"13, 9, 20, 11, 53","4, 11, 6, 8, 29",13,9,20,11,53,4,11,6,8,29,8-1,2-7,12/21/17,Win,No Attendence Recorded,No Location Recorded,2:00 PM,H,382,Start Period 4,,,,,,,,,4,,,,,,
383,9,lasell,Lasell,Centre,53-29,53,29,"13, 9, 20, 11, 53","4, 11, 6, 8, 29",13,9,20,11,53,4,11,6,8,29,8-1,2-7,12/21/17,Win,No Attendence Recorded,No Location Recorded,2:00 PM,H,383,10:00,"SUB IN by HUGHEY,TAYLOR",,,,,,,"SUB IN by HUGHEY,TAYLOR",4,subbing in,,lasell,taylor hughey,,600
384,9,lasell,Lasell,Centre,53-29,53,29,"13, 9, 20, 11, 53","4, 11, 6, 8, 29",13,9,20,11,53,4,11,6,8,29,8-1,2-7,12/21/17,Win,No Attendence Recorded,No Location Recorded,2:00 PM,H,384,10:00,"SUB IN by BOUGIE,LIZ",,,,,,,"SUB IN by BOUGIE,LIZ",4,subbing in,,lasell,liz bougie,,600
385,9,lasell,Lasell,Centre,53-29,53,29,"13, 9, 20, 11, 53","4, 11, 6, 8, 29",13,9,20,11,53,4,11,6,8,29,8-1,2-7,12/21/17,Win,No Attendence Recorded,No Location Recorded,2:00 PM,H,385,10:00,"SUB OUT by HOFFMAN,BRIANNA",,,,,,,"SUB OUT by HOFFMAN,BRIANNA",4,subbing out,,lasell,brianna hoffman,,600
386,9,lasell,Lasell,Centre,53-29,53,29,"13, 9, 20, 11, 53","4, 11, 6, 8, 29",13,9,20,11,53,4,11,6,8,29,8-1,2-7,12/21/17,Win,No Attendence Recorded,No Location Recorded,2:00 PM,H,386,10:00,"SUB OUT by ROSS,DANA",,,,,,,"SUB OUT by ROSS,DANA",4,subbing out,,lasell,dana ross,,600
387,9,lasell,Lasell,Centre,53-29,53,29,"13, 9, 20, 11, 53","4, 11, 6, 8, 29",13,9,20,11,53,4,11,6,8,29,8-1,2-7,12/21/17,Win,No Attendence Recorded,No Location Recorded,2:00 PM,H,387,10:00,,,,,"SUB IN by MILLER,LAKKEN",,,"SUB IN by MILLER,LAKKEN",4,subbing in,,Centre,lakken miller,,600
388,9,lasell,Lasell,Centre,53-29,53,29,"13, 9, 20, 11, 53","4, 11, 6, 8, 29",13,9,20,11,53,4,11,6,8,29,8-1,2-7,12/21/17,Win,No Attendence Recorded,No Location Recorded,2:00 PM,H,388,10:00,,,,,"SUB IN by BALLARD,AMI",,,"SUB IN by BALLARD,AMI",4,subbing in,,Centre,ami ballard,,600
389,9,lasell,Lasell,Centre,53-29,53,29,"13, 9, 20, 11, 53","4, 11, 6, 8, 29",13,9,20,11,53,4,11,6,8,29,8-1,2-7,12/21/17,Win,No Attendence Recorded,No Location Recorded,2:00 PM,H,389,10:00,,,,,"SUB OUT by SCHAD,OLIVIA",,,"SUB OUT by SCHAD,OLIVIA",4,subbing out,,Centre,olivia schad,,600
390,9,lasell,Lasell,Centre,53-29,53,29,"13, 9, 20, 11, 53","4, 11, 6, 8, 29",13,9,20,11,53,4,11,6,8,29,8-1,2-7,12/21/17,Win,No Attendence Recorded,No Location Recorded,2:00 PM,H,390,10:00,,,,,"SUB OUT by KELLAM,PAIGE",,,"SUB OUT by KELLAM,PAIGE",4,subbing out,,Centre,paige kellam,,600
391,9,lasell,Lasell,Centre,53-29,53,29,"13, 9, 20, 11, 53","4, 11, 6, 8, 29",13,9,20,11,53,4,11,6,8,29,8-1,2-7,12/21/17,Win,No Attendence Recorded,No Location Recorded,2:00 PM,H,391,09:58,,,,,"MISS 3PTR by RICE,MADISON",,,"MISS 3PTR by RICE,MADISON",4,three pointer,missed,Centre,madison rice,,598
392,9,lasell,Lasell,Centre,53-29,53,29,"13, 9, 20, 11, 53","4, 11, 6, 8, 29",13,9,20,11,53,4,11,6,8,29,8-1,2-7,12/21/17,Win,No Attendence Recorded,No Location Recorded,2:00 PM,H,392,--,,,,,"REBOUND OFF by STEWART,ABIGAIL",,,"REBOUND OFF by STEWART,ABIGAIL",4,offensive rebound,,Centre,abigail stewart,,
393,9,lasell,Lasell,Centre,53-29,53,29,"13, 9, 20, 11, 53","4, 11, 6, 8, 29",13,9,20,11,53,4,11,6,8,29,8-1,2-7,12/21/17,Win,No Attendence Recorded,No Location Recorded,2:00 PM,H,393,09:50,,21,,44 (+23),"GOOD LAYUP by STEWART,ABIGAIL(in the paint)",CENTRE-W 21-44 (+23),,"GOOD LAYUP by STEWART,ABIGAIL(in the paint)",4,layup,good,Centre,abigail stewart,2,590
394,9,lasell,Lasell,Centre,53-29,53,29,"13, 9, 20, 11, 53","4, 11, 6, 8, 29",13,9,20,11,53,4,11,6,8,29,8-1,2-7,12/21/17,Win,No Attendence Recorded,No Location Recorded,2:00 PM,H,394,09:18,"MISS LAYUP by CARON,JAIME",,,,,,,"MISS LAYUP by CARON,JAIME",4,layup,missed,lasell,jaime caron,,558
395,9,lasell,Lasell,Centre,53-29,53,29,"13, 9, 20, 11, 53","4, 11, 6, 8, 29",13,9,20,11,53,4,11,6,8,29,8-1,2-7,12/21/17,Win,No Attendence Recorded,No Location Recorded,2:00 PM,H,395,--,,,,,"REBOUND DEF by RICE,MADISON",,,"REBOUND DEF by RICE,MADISON",4,defensive rebound,,Centre,madison rice,,
396,9,lasell,Lasell,Centre,53-29,53,29,"13, 9, 20, 11, 53","4, 11, 6, 8, 29",13,9,20,11,53,4,11,6,8,29,8-1,2-7,12/21/17,Win,No Attendence Recorded,No Location Recorded,2:00 PM,H,396,09:09,,,,,"FOUL  by BUNNER,CHEYENNE",,,"FOUL  by BUNNER,CHEYENNE",4,foul,,Centre,cheyenne bunner,,549
397,9,lasell,Lasell,Centre,53-29,53,29,"13, 9, 20, 11, 53","4, 11, 6, 8, 29",13,9,20,11,53,4,11,6,8,29,8-1,2-7,12/21/17,Win,No Attendence Recorded,No Location Recorded,2:00 PM,H,397,09:09,,,,,"TURNOVER  by BUNNER,CHEYENNE",,,"TURNOVER  by BUNNER,CHEYENNE",4,turnover,,Centre,cheyenne bunner,,549
398,9,lasell,Lasell,Centre,53-29,53,29,"13, 9, 20, 11, 53","4, 11, 6, 8, 29",13,9,20,11,53,4,11,6,8,29,8-1,2-7,12/21/17,Win,No Attendence Recorded,No Location Recorded,2:00 PM,H,398,09:09,"SUB IN by SANTANA,KIESHA",,,,,,,"SUB IN by SANTANA,KIESHA",4,subbing in,,lasell,kiesha santana,,549
399,9,lasell,Lasell,Centre,53-29,53,29,"13, 9, 20, 11, 53","4, 11, 6, 8, 29",13,9,20,11,53,4,11,6,8,29,8-1,2-7,12/21/17,Win,No Attendence Recorded,No Location Recorded,2:00 PM,H,399,09:09,"SUB IN by SEARS,MEGAN",,,,,,,"SUB IN by SEARS,MEGAN",4,subbing in,,lasell,megan sears,,549
400,9,lasell,Lasell,Centre,53-29,53,29,"13, 9, 20, 11, 53","4, 11, 6, 8, 29",13,9,20,11,53,4,11,6,8,29,8-1,2-7,12/21/17,Win,No Attendence Recorded,No Location Recorded,2:00 PM,H,400,09:09,"SUB IN by ROSS,DANA",,,,,,,"SUB IN by ROSS,DANA",4,subbing in,,lasell,dana ross,,549
401,9,lasell,Lasell,Centre,53-29,53,29,"13, 9, 20, 11, 53","4, 11, 6, 8, 29",13,9,20,11,53,4,11,6,8,29,8-1,2-7,12/21/17,Win,No Attendence Recorded,No Location Recorded,2:00 PM,H,401,09:09,"SUB OUT by CARON,JAIME",,,,,,,"SUB OUT by CARON,JAIME",4,subbing out,,lasell,jaime caron,,549
402,9,lasell,Lasell,Centre,53-29,53,29,"13, 9, 20, 11, 53","4, 11, 6, 8, 29",13,9,20,11,53,4,11,6,8,29,8-1,2-7,12/21/17,Win,No Attendence Recorded,No Location Recorded,2:00 PM,H,402,09:09,"SUB OUT by HUGHEY,TAYLOR",,,,,,,"SUB OUT by HUGHEY,TAYLOR",4,subbing out,,lasell,taylor hughey,,549
403,9,lasell,Lasell,Centre,53-29,53,29,"13, 9, 20, 11, 53","4, 11, 6, 8, 29",13,9,20,11,53,4,11,6,8,29,8-1,2-7,12/21/17,Win,No Attendence Recorded,No Location Recorded,2:00 PM,H,403,09:09,"SUB OUT by BOUGIE,LIZ",,,,,,,"SUB OUT by BOUGIE,LIZ",4,subbing out,,lasell,liz bougie,,549
404,9,lasell,Lasell,Centre,53-29,53,29,"13, 9, 20, 11, 53","4, 11, 6, 8, 29",13,9,20,11,53,4,11,6,8,29,8-1,2-7,12/21/17,Win,No Attendence Recorded,No Location Recorded,2:00 PM,H,404,09:09,,,,,"SUB IN by FEE,MIKAYLA",,,"SUB IN by FEE,MIKAYLA",4,subbing in,,Centre,mikayla fee,,549
405,9,lasell,Lasell,Centre,53-29,53,29,"13, 9, 20, 11, 53","4, 11, 6, 8, 29",13,9,20,11,53,4,11,6,8,29,8-1,2-7,12/21/17,Win,No Attendence Recorded,No Location Recorded,2:00 PM,H,405,09:09,,,,,"SUB OUT by STEWART,ABIGAIL",,,"SUB OUT by STEWART,ABIGAIL",4,subbing out,,Centre,abigail stewart,,549
406,9,lasell,Lasell,Centre,53-29,53,29,"13, 9, 20, 11, 53","4, 11, 6, 8, 29",13,9,20,11,53,4,11,6,8,29,8-1,2-7,12/21/17,Win,No Attendence Recorded,No Location Recorded,2:00 PM,H,406,08:53,"MISS LAYUP by ROSS,DANA",,,,,,,"MISS LAYUP by ROSS,DANA",4,layup,missed,lasell,dana ross,,533
407,9,lasell,Lasell,Centre,53-29,53,29,"13, 9, 20, 11, 53","4, 11, 6, 8, 29",13,9,20,11,53,4,11,6,8,29,8-1,2-7,12/21/17,Win,No Attendence Recorded,No Location Recorded,2:00 PM,H,407,--,,,,,"REBOUND DEF by FEE,MIKAYLA",,,"REBOUND DEF by FEE,MIKAYLA",4,defensive rebound,,Centre,mikayla fee,,
408,9,lasell,Lasell,Centre,53-29,53,29,"13, 9, 20, 11, 53","4, 11, 6, 8, 29",13,9,20,11,53,4,11,6,8,29,8-1,2-7,12/21/17,Win,No Attendence Recorded,No Location Recorded,2:00 PM,H,408,08:37,,,,,"TURNOVER  by WILSON,KATHLEEN",,,"TURNOVER  by WILSON,KATHLEEN",4,turnover,,Centre,kathleen wilson,,517
409,9,lasell,Lasell,Centre,53-29,53,29,"13, 9, 20, 11, 53","4, 11, 6, 8, 29",13,9,20,11,53,4,11,6,8,29,8-1,2-7,12/21/17,Win,No Attendence Recorded,No Location Recorded,2:00 PM,H,409,08:19,"MISS JUMPER by CHURCH,MORGAN",,,,,,,"MISS JUMPER by CHURCH,MORGAN",4,jumper,missed,lasell,morgan church,,499
410,9,lasell,Lasell,Centre,53-29,53,29,"13, 9, 20, 11, 53","4, 11, 6, 8, 29",13,9,20,11,53,4,11,6,8,29,8-1,2-7,12/21/17,Win,No Attendence Recorded,No Location Recorded,2:00 PM,H,410,--,,,,,"REBOUND DEF by WILSON,KATHLEEN",,,"REBOUND DEF by WILSON,KATHLEEN",4,defensive rebound,,Centre,kathleen wilson,,
411,9,lasell,Lasell,Centre,53-29,53,29,"13, 9, 20, 11, 53","4, 11, 6, 8, 29",13,9,20,11,53,4,11,6,8,29,8-1,2-7,12/21/17,Win,No Attendence Recorded,No Location Recorded,2:00 PM,H,411,08:11,"FOUL  by SEARS,MEGAN",,,,,,,"FOUL  by SEARS,MEGAN",4,foul,,lasell,megan sears,,491
412,9,lasell,Lasell,Centre,53-29,53,29,"13, 9, 20, 11, 53","4, 11, 6, 8, 29",13,9,20,11,53,4,11,6,8,29,8-1,2-7,12/21/17,Win,No Attendence Recorded,No Location Recorded,2:00 PM,H,412,08:11,,,,,"SUB IN by MARCUM,MADISON",,,"SUB IN by MARCUM,MADISON",4,subbing in,,Centre,madison marcum,,491
413,9,lasell,Lasell,Centre,53-29,53,29,"13, 9, 20, 11, 53","4, 11, 6, 8, 29",13,9,20,11,53,4,11,6,8,29,8-1,2-7,12/21/17,Win,No Attendence Recorded,No Location Recorded,2:00 PM,H,413,08:11,,,,,"SUB OUT by WILSON,KATHLEEN",,,"SUB OUT by WILSON,KATHLEEN",4,subbing out,,Centre,kathleen wilson,,491
414,9,lasell,Lasell,Centre,53-29,53,29,"13, 9, 20, 11, 53","4, 11, 6, 8, 29",13,9,20,11,53,4,11,6,8,29,8-1,2-7,12/21/17,Win,No Attendence Recorded,No Location Recorded,2:00 PM,H,414,08:02,,,,,"MISS 3PTR by MILLER,LAKKEN",,,"MISS 3PTR by MILLER,LAKKEN",4,three pointer,missed,Centre,lakken miller,,482
