,game,opponent name,boxscore_visitor_name,boxscore_home_name,final score,centreFinalScore,opponentFinalScore,centreScoreByPeriod,opponentScoreByPeriod,centreScorePeriod1,centreScorePeriod2,centreScorePeriod3,centreScorePeriod4,centreScorePeriod5,opponentScorePeriod1,opponentScorePeriod2,opponentScorePeriod3,opponentScorePeriod4,opponentScorePeriod5,centreRecord,opponentRecord,gameDate,outcome,attendance,gameLocation,gameTime,homeGame,,Time Remaining,CENTRE-W,Away Team Score,Play Team Indicator,Home Team Score,BSC,Game Score,Team Indicator,Play,period number,Play Type,Shot Outcome,Team,Player,Points Earned,Time(seconds)
10,20,birmingham-southern,Centre College,Birmingham-Southern,48-64,48,64,"15, 12, 10, 11, 48","20, 15, 12, 17, 64",15,12,10,11,48,20,15,12,17,64,"13-7, 4-5 SAA","10-11, 4-6 SAA",02/02/18,Lose,298,No Location Recorded,6 p.m.,A,10,08:44,,,,,"MISS JUMPER by HOGAN,KAITLIN",,,"MISS JUMPER by HOGAN,KAITLIN",1,jumper,missed,birmingham-southern,kaitlin hogan,,524
11,20,birmingham-southern,Centre College,Birmingham-Southern,48-64,48,64,"15, 12, 10, 11, 48","20, 15, 12, 17, 64",15,12,10,11,48,20,15,12,17,64,"13-7, 4-5 SAA","10-11, 4-6 SAA",02/02/18,Lose,298,No Location Recorded,6 p.m.,A,11,--,"REBOUND DEF by SCHAD,OLIVIA",,,,,,,"REBOUND DEF by SCHAD,OLIVIA",1,defensive rebound,,Centre,olivia schad,,
12,20,birmingham-southern,Centre College,Birmingham-Southern,48-64,48,64,"15, 12, 10, 11, 48","20, 15, 12, 17, 64",15,12,10,11,48,20,15,12,17,64,"13-7, 4-5 SAA","10-11, 4-6 SAA",02/02/18,Lose,298,No Location Recorded,6 p.m.,A,12,08:22,"TURNOVER  by STEWART,ABIGAIL",,,,,,,"TURNOVER  by STEWART,ABIGAIL",1,turnover,,Centre,abigail stewart,,502
13,20,birmingham-southern,Centre College,Birmingham-Southern,48-64,48,64,"15, 12, 10, 11, 48","20, 15, 12, 17, 64",15,12,10,11,48,20,15,12,17,64,"13-7, 4-5 SAA","10-11, 4-6 SAA",02/02/18,Lose,298,No Location Recorded,6 p.m.,A,13,08:20,,,,,"STEAL  by FUJII,MISA",,,"STEAL  by FUJII,MISA",1,steal,,birmingham-southern,,,500
14,20,birmingham-southern,Centre College,Birmingham-Southern,48-64,48,64,"15, 12, 10, 11, 48","20, 15, 12, 17, 64",15,12,10,11,48,20,15,12,17,64,"13-7, 4-5 SAA","10-11, 4-6 SAA",02/02/18,Lose,298,No Location Recorded,6 p.m.,A,14,08:10,,4,,4,"GOOD LAYUP by OLSEN,EMILEE(in the paint)",BSC 4-4 (0),,"GOOD LAYUP by OLSEN,EMILEE(in the paint)",1,layup,good,birmingham-southern,emilee olsen,2,490
15,20,birmingham-southern,Centre College,Birmingham-Southern,48-64,48,64,"15, 12, 10, 11, 48","20, 15, 12, 17, 64",15,12,10,11,48,20,15,12,17,64,"13-7, 4-5 SAA","10-11, 4-6 SAA",02/02/18,Lose,298,No Location Recorded,6 p.m.,A,15,07:48,"TURNOVER  by BUNNER,CHEYENNE",,,,,,,"TURNOVER  by BUNNER,CHEYENNE",1,turnover,,Centre,cheyenne bunner,,468
16,20,birmingham-southern,Centre College,Birmingham-Southern,48-64,48,64,"15, 12, 10, 11, 48","20, 15, 12, 17, 64",15,12,10,11,48,20,15,12,17,64,"13-7, 4-5 SAA","10-11, 4-6 SAA",02/02/18,Lose,298,No Location Recorded,6 p.m.,A,16,07:34,,,,,"TURNOVER  by PHILPOT,ELIZABETH",,,"TURNOVER  by PHILPOT,ELIZABETH",1,turnover,,birmingham-southern,elizabeth philpot,,454
17,20,birmingham-southern,Centre College,Birmingham-Southern,48-64,48,64,"15, 12, 10, 11, 48","20, 15, 12, 17, 64",15,12,10,11,48,20,15,12,17,64,"13-7, 4-5 SAA","10-11, 4-6 SAA",02/02/18,Lose,298,No Location Recorded,6 p.m.,A,17,07:34,"SUB IN by FEE,MIKAYLA",,,,,,,"SUB IN by FEE,MIKAYLA",1,subbing in,,Centre,mikayla fee,,454
18,20,birmingham-southern,Centre College,Birmingham-Southern,48-64,48,64,"15, 12, 10, 11, 48","20, 15, 12, 17, 64",15,12,10,11,48,20,15,12,17,64,"13-7, 4-5 SAA","10-11, 4-6 SAA",02/02/18,Lose,298,No Location Recorded,6 p.m.,A,18,07:34,"SUB IN by BALLARD,AMI",,,,,,,"SUB IN by BALLARD,AMI",1,subbing in,,Centre,ami ballard,,454
19,20,birmingham-southern,Centre College,Birmingham-Southern,48-64,48,64,"15, 12, 10, 11, 48","20, 15, 12, 17, 64",15,12,10,11,48,20,15,12,17,64,"13-7, 4-5 SAA","10-11, 4-6 SAA",02/02/18,Lose,298,No Location Recorded,6 p.m.,A,19,07:34,"SUB OUT by STEWART,ABIGAIL",,,,,,,"SUB OUT by STEWART,ABIGAIL",1,subbing out,,Centre,abigail stewart,,454
20,20,birmingham-southern,Centre College,Birmingham-Southern,48-64,48,64,"15, 12, 10, 11, 48","20, 15, 12, 17, 64",15,12,10,11,48,20,15,12,17,64,"13-7, 4-5 SAA","10-11, 4-6 SAA",02/02/18,Lose,298,No Location Recorded,6 p.m.,A,20,07:34,"SUB OUT by KELLAM,PAIGE",,,,,,,"SUB OUT by KELLAM,PAIGE",1,subbing out,,Centre,paige kellam,,454
21,20,birmingham-southern,Centre College,Birmingham-Southern,48-64,48,64,"15, 12, 10, 11, 48","20, 15, 12, 17, 64",15,12,10,11,48,20,15,12,17,64,"13-7, 4-5 SAA","10-11, 4-6 SAA",02/02/18,Lose,298,No Location Recorded,6 p.m.,A,21,07:09,"GOOD 3PTR by WILSON,KATHLEEN",7 (+3),,4,,CENTRE-W 7-4 (+3),,"GOOD 3PTR by WILSON,KATHLEEN",1,three pointer,good,Centre,kathleen wilson,3,429
22,20,birmingham-southern,Centre College,Birmingham-Southern,48-64,48,64,"15, 12, 10, 11, 48","20, 15, 12, 17, 64",15,12,10,11,48,20,15,12,17,64,"13-7, 4-5 SAA","10-11, 4-6 SAA",02/02/18,Lose,298,No Location Recorded,6 p.m.,A,22,--,"ASSIST  by SCHAD,OLIVIA",,,,,,,"ASSIST  by SCHAD,OLIVIA",1,assist,,Centre,olivia schad,,
23,20,birmingham-southern,Centre College,Birmingham-Southern,48-64,48,64,"15, 12, 10, 11, 48","20, 15, 12, 17, 64",15,12,10,11,48,20,15,12,17,64,"13-7, 4-5 SAA","10-11, 4-6 SAA",02/02/18,Lose,298,No Location Recorded,6 p.m.,A,23,06:51,,7 (+1),,6,"GOOD LAYUP by FUJII,MISA(in the paint)",BSC 7-6 (+1),,"GOOD LAYUP by FUJII,MISA(in the paint)",1,layup,good,birmingham-southern,misa fujii,2,411
24,20,birmingham-southern,Centre College,Birmingham-Southern,48-64,48,64,"15, 12, 10, 11, 48","20, 15, 12, 17, 64",15,12,10,11,48,20,15,12,17,64,"13-7, 4-5 SAA","10-11, 4-6 SAA",02/02/18,Lose,298,No Location Recorded,6 p.m.,A,24,06:36,"MISS JUMPER by FEE,MIKAYLA",,,,,,,"MISS JUMPER by FEE,MIKAYLA",1,jumper,missed,Centre,mikayla fee,,396
25,20,birmingham-southern,Centre College,Birmingham-Southern,48-64,48,64,"15, 12, 10, 11, 48","20, 15, 12, 17, 64",15,12,10,11,48,20,15,12,17,64,"13-7, 4-5 SAA","10-11, 4-6 SAA",02/02/18,Lose,298,No Location Recorded,6 p.m.,A,25,--,,,,,"REBOUND DEF by PHILPOT,ELIZABETH",,,"REBOUND DEF by PHILPOT,ELIZABETH",1,defensive rebound,,birmingham-southern,elizabeth philpot,,
26,20,birmingham-southern,Centre College,Birmingham-Southern,48-64,48,64,"15, 12, 10, 11, 48","20, 15, 12, 17, 64",15,12,10,11,48,20,15,12,17,64,"13-7, 4-5 SAA","10-11, 4-6 SAA",02/02/18,Lose,298,No Location Recorded,6 p.m.,A,26,06:28,,7,,8 (+1),"GOOD LAYUP by OLSEN,EMILEE(in the paint)",BSC 7-8 (-1),,"GOOD LAYUP by OLSEN,EMILEE(in the paint)",1,layup,good,birmingham-southern,emilee olsen,2,388
27,20,birmingham-southern,Centre College,Birmingham-Southern,48-64,48,64,"15, 12, 10, 11, 48","20, 15, 12, 17, 64",15,12,10,11,48,20,15,12,17,64,"13-7, 4-5 SAA","10-11, 4-6 SAA",02/02/18,Lose,298,No Location Recorded,6 p.m.,A,27,--,,,,,"ASSIST  by HOGAN,KAITLIN",,,"ASSIST  by HOGAN,KAITLIN",1,assist,,birmingham-southern,kaitlin hogan,,
28,20,birmingham-southern,Centre College,Birmingham-Southern,48-64,48,64,"15, 12, 10, 11, 48","20, 15, 12, 17, 64",15,12,10,11,48,20,15,12,17,64,"13-7, 4-5 SAA","10-11, 4-6 SAA",02/02/18,Lose,298,No Location Recorded,6 p.m.,A,28,06:00,"MISS JUMPER by BUNNER,CHEYENNE",,,,,,,"MISS JUMPER by BUNNER,CHEYENNE",1,jumper,missed,Centre,cheyenne bunner,,360
29,20,birmingham-southern,Centre College,Birmingham-Southern,48-64,48,64,"15, 12, 10, 11, 48","20, 15, 12, 17, 64",15,12,10,11,48,20,15,12,17,64,"13-7, 4-5 SAA","10-11, 4-6 SAA",02/02/18,Lose,298,No Location Recorded,6 p.m.,A,29,--,,,,,"REBOUND DEF by HOGAN,KAITLIN",,,"REBOUND DEF by HOGAN,KAITLIN",1,defensive rebound,,birmingham-southern,kaitlin hogan,,
30,20,birmingham-southern,Centre College,Birmingham-Southern,48-64,48,64,"15, 12, 10, 11, 48","20, 15, 12, 17, 64",15,12,10,11,48,20,15,12,17,64,"13-7, 4-5 SAA","10-11, 4-6 SAA",02/02/18,Lose,298,No Location Recorded,6 p.m.,A,30,05:51,,,,,"MISS 3PTR by PHILPOT,ELIZABETH",,,"MISS 3PTR by PHILPOT,ELIZABETH",1,three pointer,missed,birmingham-southern,elizabeth philpot,,351
31,20,birmingham-southern,Centre College,Birmingham-Southern,48-64,48,64,"15, 12, 10, 11, 48","20, 15, 12, 17, 64",15,12,10,11,48,20,15,12,17,64,"13-7, 4-5 SAA","10-11, 4-6 SAA",02/02/18,Lose,298,No Location Recorded,6 p.m.,A,31,--,"REBOUND DEF by BALLARD,AMI",,,,,,,"REBOUND DEF by BALLARD,AMI",1,defensive rebound,,Centre,ami ballard,,
32,20,birmingham-southern,Centre College,Birmingham-Southern,48-64,48,64,"15, 12, 10, 11, 48","20, 15, 12, 17, 64",15,12,10,11,48,20,15,12,17,64,"13-7, 4-5 SAA","10-11, 4-6 SAA",02/02/18,Lose,298,No Location Recorded,6 p.m.,A,32,05:31,"MISS 3PTR by WILSON,KATHLEEN",,,,,,,"MISS 3PTR by WILSON,KATHLEEN",1,three pointer,missed,Centre,kathleen wilson,,331
33,20,birmingham-southern,Centre College,Birmingham-Southern,48-64,48,64,"15, 12, 10, 11, 48","20, 15, 12, 17, 64",15,12,10,11,48,20,15,12,17,64,"13-7, 4-5 SAA","10-11, 4-6 SAA",02/02/18,Lose,298,No Location Recorded,6 p.m.,A,33,--,"REBOUND OFF by BUNNER,CHEYENNE",,,,,,,"REBOUND OFF by BUNNER,CHEYENNE",1,offensive rebound,,Centre,cheyenne bunner,,
34,20,birmingham-southern,Centre College,Birmingham-Southern,48-64,48,64,"15, 12, 10, 11, 48","20, 15, 12, 17, 64",15,12,10,11,48,20,15,12,17,64,"13-7, 4-5 SAA","10-11, 4-6 SAA",02/02/18,Lose,298,No Location Recorded,6 p.m.,A,34,05:16,"MISS JUMPER by BUNNER,CHEYENNE",,,,,,,"MISS JUMPER by BUNNER,CHEYENNE",1,jumper,missed,Centre,cheyenne bunner,,316
35,20,birmingham-southern,Centre College,Birmingham-Southern,48-64,48,64,"15, 12, 10, 11, 48","20, 15, 12, 17, 64",15,12,10,11,48,20,15,12,17,64,"13-7, 4-5 SAA","10-11, 4-6 SAA",02/02/18,Lose,298,No Location Recorded,6 p.m.,A,35,--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,1,defensive rebound,,birmingham-southern,,,
36,20,birmingham-southern,Centre College,Birmingham-Southern,48-64,48,64,"15, 12, 10, 11, 48","20, 15, 12, 17, 64",15,12,10,11,48,20,15,12,17,64,"13-7, 4-5 SAA","10-11, 4-6 SAA",02/02/18,Lose,298,No Location Recorded,6 p.m.,A,36,05:15,"SUB IN by MARCUM,MADISON",,,,,,,"SUB IN by MARCUM,MADISON",1,subbing in,,Centre,madison marcum,,315
37,20,birmingham-southern,Centre College,Birmingham-Southern,48-64,48,64,"15, 12, 10, 11, 48","20, 15, 12, 17, 64",15,12,10,11,48,20,15,12,17,64,"13-7, 4-5 SAA","10-11, 4-6 SAA",02/02/18,Lose,298,No Location Recorded,6 p.m.,A,37,05:15,"SUB IN by MILLER,LAKKEN",,,,,,,"SUB IN by MILLER,LAKKEN",1,subbing in,,Centre,lakken miller,,315
38,20,birmingham-southern,Centre College,Birmingham-Southern,48-64,48,64,"15, 12, 10, 11, 48","20, 15, 12, 17, 64",15,12,10,11,48,20,15,12,17,64,"13-7, 4-5 SAA","10-11, 4-6 SAA",02/02/18,Lose,298,No Location Recorded,6 p.m.,A,38,05:15,"SUB IN by STEWART,ABIGAIL",,,,,,,"SUB IN by STEWART,ABIGAIL",1,subbing in,,Centre,abigail stewart,,315
39,20,birmingham-southern,Centre College,Birmingham-Southern,48-64,48,64,"15, 12, 10, 11, 48","20, 15, 12, 17, 64",15,12,10,11,48,20,15,12,17,64,"13-7, 4-5 SAA","10-11, 4-6 SAA",02/02/18,Lose,298,No Location Recorded,6 p.m.,A,39,05:15,"SUB IN by HICKS,ELLEN",,,,,,,"SUB IN by HICKS,ELLEN",1,subbing in,,Centre,ellen hicks,,315
40,20,birmingham-southern,Centre College,Birmingham-Southern,48-64,48,64,"15, 12, 10, 11, 48","20, 15, 12, 17, 64",15,12,10,11,48,20,15,12,17,64,"13-7, 4-5 SAA","10-11, 4-6 SAA",02/02/18,Lose,298,No Location Recorded,6 p.m.,A,40,05:15,"SUB OUT by FEE,MIKAYLA",,,,,,,"SUB OUT by FEE,MIKAYLA",1,subbing out,,Centre,mikayla fee,,315
41,20,birmingham-southern,Centre College,Birmingham-Southern,48-64,48,64,"15, 12, 10, 11, 48","20, 15, 12, 17, 64",15,12,10,11,48,20,15,12,17,64,"13-7, 4-5 SAA","10-11, 4-6 SAA",02/02/18,Lose,298,No Location Recorded,6 p.m.,A,41,05:15,"SUB OUT by BUNNER,CHEYENNE",,,,,,,"SUB OUT by BUNNER,CHEYENNE",1,subbing out,,Centre,cheyenne bunner,,315
42,20,birmingham-southern,Centre College,Birmingham-Southern,48-64,48,64,"15, 12, 10, 11, 48","20, 15, 12, 17, 64",15,12,10,11,48,20,15,12,17,64,"13-7, 4-5 SAA","10-11, 4-6 SAA",02/02/18,Lose,298,No Location Recorded,6 p.m.,A,42,05:15,"SUB OUT by WILSON,KATHLEEN",,,,,,,"SUB OUT by WILSON,KATHLEEN",1,subbing out,,Centre,kathleen wilson,,315
43,20,birmingham-southern,Centre College,Birmingham-Southern,48-64,48,64,"15, 12, 10, 11, 48","20, 15, 12, 17, 64",15,12,10,11,48,20,15,12,17,64,"13-7, 4-5 SAA","10-11, 4-6 SAA",02/02/18,Lose,298,No Location Recorded,6 p.m.,A,43,05:15,"SUB OUT by SCHAD,OLIVIA",,,,,,,"SUB OUT by SCHAD,OLIVIA",1,subbing out,,Centre,olivia schad,,315
44,20,birmingham-southern,Centre College,Birmingham-Southern,48-64,48,64,"15, 12, 10, 11, 48","20, 15, 12, 17, 64",15,12,10,11,48,20,15,12,17,64,"13-7, 4-5 SAA","10-11, 4-6 SAA",02/02/18,Lose,298,No Location Recorded,6 p.m.,A,44,05:02,,,,,"MISS LAYUP by MIDDLETON,LEAH",,,"MISS LAYUP by MIDDLETON,LEAH",1,layup,missed,birmingham-southern,leah middleton,,302
45,20,birmingham-southern,Centre College,Birmingham-Southern,48-64,48,64,"15, 12, 10, 11, 48","20, 15, 12, 17, 64",15,12,10,11,48,20,15,12,17,64,"13-7, 4-5 SAA","10-11, 4-6 SAA",02/02/18,Lose,298,No Location Recorded,6 p.m.,A,45,--,,,,,"REBOUND OFF by PHILPOT,ELIZABETH",,,"REBOUND OFF by PHILPOT,ELIZABETH",1,offensive rebound,,birmingham-southern,elizabeth philpot,,
46,20,birmingham-southern,Centre College,Birmingham-Southern,48-64,48,64,"15, 12, 10, 11, 48","20, 15, 12, 17, 64",15,12,10,11,48,20,15,12,17,64,"13-7, 4-5 SAA","10-11, 4-6 SAA",02/02/18,Lose,298,No Location Recorded,6 p.m.,A,46,04:59,,7,,10 (+3),"GOOD JUMPER by PHILPOT,ELIZABETH(in the paint)",BSC 7-10 (-3),,"GOOD JUMPER by PHILPOT,ELIZABETH(in the paint)",1,jumper,good,birmingham-southern,elizabeth philpot,2,299
47,20,birmingham-southern,Centre College,Birmingham-Southern,48-64,48,64,"15, 12, 10, 11, 48","20, 15, 12, 17, 64",15,12,10,11,48,20,15,12,17,64,"13-7, 4-5 SAA","10-11, 4-6 SAA",02/02/18,Lose,298,No Location Recorded,6 p.m.,A,47,04:31,"MISS JUMPER by BALLARD,AMI",,,,,,,"MISS JUMPER by BALLARD,AMI",1,jumper,missed,Centre,ami ballard,,271
48,20,birmingham-southern,Centre College,Birmingham-Southern,48-64,48,64,"15, 12, 10, 11, 48","20, 15, 12, 17, 64",15,12,10,11,48,20,15,12,17,64,"13-7, 4-5 SAA","10-11, 4-6 SAA",02/02/18,Lose,298,No Location Recorded,6 p.m.,A,48,--,"REBOUND OFF by HICKS,ELLEN",,,,,,,"REBOUND OFF by HICKS,ELLEN",1,offensive rebound,,Centre,ellen hicks,,
49,20,birmingham-southern,Centre College,Birmingham-Southern,48-64,48,64,"15, 12, 10, 11, 48","20, 15, 12, 17, 64",15,12,10,11,48,20,15,12,17,64,"13-7, 4-5 SAA","10-11, 4-6 SAA",02/02/18,Lose,298,No Location Recorded,6 p.m.,A,49,04:24,"GOOD 3PTR by MARCUM,MADISON",10,,10,,CENTRE-W 10-10 (0),,"GOOD 3PTR by MARCUM,MADISON",1,three pointer,good,Centre,madison marcum,3,264
50,20,birmingham-southern,Centre College,Birmingham-Southern,48-64,48,64,"15, 12, 10, 11, 48","20, 15, 12, 17, 64",15,12,10,11,48,20,15,12,17,64,"13-7, 4-5 SAA","10-11, 4-6 SAA",02/02/18,Lose,298,No Location Recorded,6 p.m.,A,50,--,"ASSIST  by BALLARD,AMI",,,,,,,"ASSIST  by BALLARD,AMI",1,assist,,Centre,ami ballard,,
51,20,birmingham-southern,Centre College,Birmingham-Southern,48-64,48,64,"15, 12, 10, 11, 48","20, 15, 12, 17, 64",15,12,10,11,48,20,15,12,17,64,"13-7, 4-5 SAA","10-11, 4-6 SAA",02/02/18,Lose,298,No Location Recorded,6 p.m.,A,51,04:09,,,,,"MISS 3PTR by HOGAN,KAITLIN",,,"MISS 3PTR by HOGAN,KAITLIN",1,three pointer,missed,birmingham-southern,kaitlin hogan,,249
52,20,birmingham-southern,Centre College,Birmingham-Southern,48-64,48,64,"15, 12, 10, 11, 48","20, 15, 12, 17, 64",15,12,10,11,48,20,15,12,17,64,"13-7, 4-5 SAA","10-11, 4-6 SAA",02/02/18,Lose,298,No Location Recorded,6 p.m.,A,52,--,"REBOUND DEF by HICKS,ELLEN",,,,,,,"REBOUND DEF by HICKS,ELLEN",1,defensive rebound,,Centre,ellen hicks,,
53,20,birmingham-southern,Centre College,Birmingham-Southern,48-64,48,64,"15, 12, 10, 11, 48","20, 15, 12, 17, 64",15,12,10,11,48,20,15,12,17,64,"13-7, 4-5 SAA","10-11, 4-6 SAA",02/02/18,Lose,298,No Location Recorded,6 p.m.,A,53,03:53,"MISS 3PTR by HICKS,ELLEN",,,,,,,"MISS 3PTR by HICKS,ELLEN",1,three pointer,missed,Centre,ellen hicks,,233
54,20,birmingham-southern,Centre College,Birmingham-Southern,48-64,48,64,"15, 12, 10, 11, 48","20, 15, 12, 17, 64",15,12,10,11,48,20,15,12,17,64,"13-7, 4-5 SAA","10-11, 4-6 SAA",02/02/18,Lose,298,No Location Recorded,6 p.m.,A,54,--,,,,,"REBOUND DEF by FUJII,MISA",,,"REBOUND DEF by FUJII,MISA",1,defensive rebound,,birmingham-southern,misa fujii,,
55,20,birmingham-southern,Centre College,Birmingham-Southern,48-64,48,64,"15, 12, 10, 11, 48","20, 15, 12, 17, 64",15,12,10,11,48,20,15,12,17,64,"13-7, 4-5 SAA","10-11, 4-6 SAA",02/02/18,Lose,298,No Location Recorded,6 p.m.,A,55,03:37,,10,,12 (+2),"GOOD LAYUP by OLSEN,EMILEE(in the paint)",BSC 10-12 (-2),,"GOOD LAYUP by OLSEN,EMILEE(in the paint)",1,layup,good,birmingham-southern,emilee olsen,2,217
56,20,birmingham-southern,Centre College,Birmingham-Southern,48-64,48,64,"15, 12, 10, 11, 48","20, 15, 12, 17, 64",15,12,10,11,48,20,15,12,17,64,"13-7, 4-5 SAA","10-11, 4-6 SAA",02/02/18,Lose,298,No Location Recorded,6 p.m.,A,56,03:13,"MISS JUMPER by HICKS,ELLEN",,,,,,,"MISS JUMPER by HICKS,ELLEN",1,jumper,missed,Centre,ellen hicks,,193
57,20,birmingham-southern,Centre College,Birmingham-Southern,48-64,48,64,"15, 12, 10, 11, 48","20, 15, 12, 17, 64",15,12,10,11,48,20,15,12,17,64,"13-7, 4-5 SAA","10-11, 4-6 SAA",02/02/18,Lose,298,No Location Recorded,6 p.m.,A,57,03:13,,,,,"BLOCK  by OLSEN,EMILEE",,,"BLOCK  by OLSEN,EMILEE",1,block,,birmingham-southern,emilee olsen,,193
58,20,birmingham-southern,Centre College,Birmingham-Southern,48-64,48,64,"15, 12, 10, 11, 48","20, 15, 12, 17, 64",15,12,10,11,48,20,15,12,17,64,"13-7, 4-5 SAA","10-11, 4-6 SAA",02/02/18,Lose,298,No Location Recorded,6 p.m.,A,58,--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,1,offensive rebound,,Centre,,,
59,20,birmingham-southern,Centre College,Birmingham-Southern,48-64,48,64,"15, 12, 10, 11, 48","20, 15, 12, 17, 64",15,12,10,11,48,20,15,12,17,64,"13-7, 4-5 SAA","10-11, 4-6 SAA",02/02/18,Lose,298,No Location Recorded,6 p.m.,A,59,03:12,TIMEOUT 20SEC by TEAM,,,,,,,TIMEOUT 20SEC by TEAM,1,timeout,,Centre,,,192
