,game,opponent name,boxscore_visitor_name,boxscore_home_name,final score,centreFinalScore,opponentFinalScore,centreScoreByPeriod,opponentScoreByPeriod,centreScorePeriod1,centreScorePeriod2,centreScorePeriod3,centreScorePeriod4,centreScorePeriod5,opponentScorePeriod1,opponentScorePeriod2,opponentScorePeriod3,opponentScorePeriod4,opponentScorePeriod5,centreRecord,opponentRecord,gameDate,outcome,attendance,gameLocation,gameTime,homeGame,,Time Remaining,MILWB,Away Team Score,Play Team Indicator,Home Team Score,CENTRE-W,Game Score,Team Indicator,Play,period number,Play Type,Shot Outcome,Team,Player,Points Earned,Time(seconds)
149,13,millsaps,Millsaps,Centre,89-72,89,72,"21, 22, 17, 29, 89","18, 13, 16, 25, 72",21,22,17,29,89,18,13,16,25,72,12-1 (3-0 SAA),4-10 (1-2 SAA),01/07/18,Win,174,No Location Recorded,1:00 PM,H,149,08:53,,22,,23 (+1),"GOOD JUMPER by STEWART,ABIGAIL(in the paint)",CENTRE-W 22-23 (+1),,"GOOD JUMPER by STEWART,ABIGAIL(in the paint)",2,jumper,good,Centre,abigail stewart,2,533
150,13,millsaps,Millsaps,Centre,89-72,89,72,"21, 22, 17, 29, 89","18, 13, 16, 25, 72",21,22,17,29,89,18,13,16,25,72,12-1 (3-0 SAA),4-10 (1-2 SAA),01/07/18,Win,174,No Location Recorded,1:00 PM,H,150,--,,,,,"ASSIST  by KELLAM,PAIGE",,,"ASSIST  by KELLAM,PAIGE",2,assist,,Centre,paige kellam,,
151,13,millsaps,Millsaps,Centre,89-72,89,72,"21, 22, 17, 29, 89","18, 13, 16, 25, 72",21,22,17,29,89,18,13,16,25,72,12-1 (3-0 SAA),4-10 (1-2 SAA),01/07/18,Win,174,No Location Recorded,1:00 PM,H,151,08:26,"MISS LAYUP by FORTENBERRY,DIA",,,,,,,"MISS LAYUP by FORTENBERRY,DIA",2,layup,missed,millsaps,dia fortenberry,,506
152,13,millsaps,Millsaps,Centre,89-72,89,72,"21, 22, 17, 29, 89","18, 13, 16, 25, 72",21,22,17,29,89,18,13,16,25,72,12-1 (3-0 SAA),4-10 (1-2 SAA),01/07/18,Win,174,No Location Recorded,1:00 PM,H,152,--,,,,,"REBOUND DEF by SCHAD,OLIVIA",,,"REBOUND DEF by SCHAD,OLIVIA",2,defensive rebound,,Centre,olivia schad,,
153,13,millsaps,Millsaps,Centre,89-72,89,72,"21, 22, 17, 29, 89","18, 13, 16, 25, 72",21,22,17,29,89,18,13,16,25,72,12-1 (3-0 SAA),4-10 (1-2 SAA),01/07/18,Win,174,No Location Recorded,1:00 PM,H,153,08:11,,,,,"TURNOVER  by SCHAD,OLIVIA",,,"TURNOVER  by SCHAD,OLIVIA",2,turnover,,Centre,olivia schad,,491
154,13,millsaps,Millsaps,Centre,89-72,89,72,"21, 22, 17, 29, 89","18, 13, 16, 25, 72",21,22,17,29,89,18,13,16,25,72,12-1 (3-0 SAA),4-10 (1-2 SAA),01/07/18,Win,174,No Location Recorded,1:00 PM,H,154,08:07,"STEAL  by THOMAS,BRAXTON",,,,,,,"STEAL  by THOMAS,BRAXTON",2,steal,,millsaps,,,487
155,13,millsaps,Millsaps,Centre,89-72,89,72,"21, 22, 17, 29, 89","18, 13, 16, 25, 72",21,22,17,29,89,18,13,16,25,72,12-1 (3-0 SAA),4-10 (1-2 SAA),01/07/18,Win,174,No Location Recorded,1:00 PM,H,155,07:57,"MISS JUMPER by THOMAS,BRAXTON",,,,,,,"MISS JUMPER by THOMAS,BRAXTON",2,jumper,missed,millsaps,braxton thomas,,477
156,13,millsaps,Millsaps,Centre,89-72,89,72,"21, 22, 17, 29, 89","18, 13, 16, 25, 72",21,22,17,29,89,18,13,16,25,72,12-1 (3-0 SAA),4-10 (1-2 SAA),01/07/18,Win,174,No Location Recorded,1:00 PM,H,156,--,,,,,"REBOUND DEF by SCHAD,OLIVIA",,,"REBOUND DEF by SCHAD,OLIVIA",2,defensive rebound,,Centre,olivia schad,,
157,13,millsaps,Millsaps,Centre,89-72,89,72,"21, 22, 17, 29, 89","18, 13, 16, 25, 72",21,22,17,29,89,18,13,16,25,72,12-1 (3-0 SAA),4-10 (1-2 SAA),01/07/18,Win,174,No Location Recorded,1:00 PM,H,157,07:49,,22,,25 (+3),"GOOD JUMPER by WILSON,KATHLEEN",CENTRE-W 22-25 (+3),,"GOOD JUMPER by WILSON,KATHLEEN",2,jumper,good,Centre,kathleen wilson,2,469
158,13,millsaps,Millsaps,Centre,89-72,89,72,"21, 22, 17, 29, 89","18, 13, 16, 25, 72",21,22,17,29,89,18,13,16,25,72,12-1 (3-0 SAA),4-10 (1-2 SAA),01/07/18,Win,174,No Location Recorded,1:00 PM,H,158,07:27,"MISS JUMPER by WILSON,ANNA",,,,,,,"MISS JUMPER by WILSON,ANNA",2,jumper,missed,millsaps,anna wilson,,447
159,13,millsaps,Millsaps,Centre,89-72,89,72,"21, 22, 17, 29, 89","18, 13, 16, 25, 72",21,22,17,29,89,18,13,16,25,72,12-1 (3-0 SAA),4-10 (1-2 SAA),01/07/18,Win,174,No Location Recorded,1:00 PM,H,159,07:27,,,,,"BLOCK  by STEWART,ABIGAIL",,,"BLOCK  by STEWART,ABIGAIL",2,block,,Centre,abigail stewart,,447
160,13,millsaps,Millsaps,Centre,89-72,89,72,"21, 22, 17, 29, 89","18, 13, 16, 25, 72",21,22,17,29,89,18,13,16,25,72,12-1 (3-0 SAA),4-10 (1-2 SAA),01/07/18,Win,174,No Location Recorded,1:00 PM,H,160,--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,2,offensive rebound,,millsaps,,,
161,13,millsaps,Millsaps,Centre,89-72,89,72,"21, 22, 17, 29, 89","18, 13, 16, 25, 72",21,22,17,29,89,18,13,16,25,72,12-1 (3-0 SAA),4-10 (1-2 SAA),01/07/18,Win,174,No Location Recorded,1:00 PM,H,161,07:16,"SUB IN by NEWELL,AMBER",,,,,,,"SUB IN by NEWELL,AMBER",2,subbing in,,millsaps,amber newell,,436
162,13,millsaps,Millsaps,Centre,89-72,89,72,"21, 22, 17, 29, 89","18, 13, 16, 25, 72",21,22,17,29,89,18,13,16,25,72,12-1 (3-0 SAA),4-10 (1-2 SAA),01/07/18,Win,174,No Location Recorded,1:00 PM,H,162,07:16,"SUB IN by JONES,BRAZIA",,,,,,,"SUB IN by JONES,BRAZIA",2,subbing in,,millsaps,brazia jones,,436
163,13,millsaps,Millsaps,Centre,89-72,89,72,"21, 22, 17, 29, 89","18, 13, 16, 25, 72",21,22,17,29,89,18,13,16,25,72,12-1 (3-0 SAA),4-10 (1-2 SAA),01/07/18,Win,174,No Location Recorded,1:00 PM,H,163,07:16,"SUB IN by MATTHEWS,KASI",,,,,,,"SUB IN by MATTHEWS,KASI",2,subbing in,,millsaps,kasi matthews,,436
164,13,millsaps,Millsaps,Centre,89-72,89,72,"21, 22, 17, 29, 89","18, 13, 16, 25, 72",21,22,17,29,89,18,13,16,25,72,12-1 (3-0 SAA),4-10 (1-2 SAA),01/07/18,Win,174,No Location Recorded,1:00 PM,H,164,07:16,"SUB OUT by WILSON,ANNA",,,,,,,"SUB OUT by WILSON,ANNA",2,subbing out,,millsaps,anna wilson,,436
165,13,millsaps,Millsaps,Centre,89-72,89,72,"21, 22, 17, 29, 89","18, 13, 16, 25, 72",21,22,17,29,89,18,13,16,25,72,12-1 (3-0 SAA),4-10 (1-2 SAA),01/07/18,Win,174,No Location Recorded,1:00 PM,H,165,07:16,"SUB OUT by FORTENBERRY,DIA",,,,,,,"SUB OUT by FORTENBERRY,DIA",2,subbing out,,millsaps,dia fortenberry,,436
166,13,millsaps,Millsaps,Centre,89-72,89,72,"21, 22, 17, 29, 89","18, 13, 16, 25, 72",21,22,17,29,89,18,13,16,25,72,12-1 (3-0 SAA),4-10 (1-2 SAA),01/07/18,Win,174,No Location Recorded,1:00 PM,H,166,07:16,"SUB OUT by MANNING,TAELOR",,,,,,,"SUB OUT by MANNING,TAELOR",2,subbing out,,millsaps,taelor manning,,436
167,13,millsaps,Millsaps,Centre,89-72,89,72,"21, 22, 17, 29, 89","18, 13, 16, 25, 72",21,22,17,29,89,18,13,16,25,72,12-1 (3-0 SAA),4-10 (1-2 SAA),01/07/18,Win,174,No Location Recorded,1:00 PM,H,167,07:16,,,,,"SUB IN by MILLER,LAKKEN",,,"SUB IN by MILLER,LAKKEN",2,subbing in,,Centre,lakken miller,,436
168,13,millsaps,Millsaps,Centre,89-72,89,72,"21, 22, 17, 29, 89","18, 13, 16, 25, 72",21,22,17,29,89,18,13,16,25,72,12-1 (3-0 SAA),4-10 (1-2 SAA),01/07/18,Win,174,No Location Recorded,1:00 PM,H,168,07:16,,,,,"SUB IN by BUNNER,CHEYENNE",,,"SUB IN by BUNNER,CHEYENNE",2,subbing in,,Centre,cheyenne bunner,,436
169,13,millsaps,Millsaps,Centre,89-72,89,72,"21, 22, 17, 29, 89","18, 13, 16, 25, 72",21,22,17,29,89,18,13,16,25,72,12-1 (3-0 SAA),4-10 (1-2 SAA),01/07/18,Win,174,No Location Recorded,1:00 PM,H,169,07:16,,,,,"SUB OUT by RICE,MADISON",,,"SUB OUT by RICE,MADISON",2,subbing out,,Centre,madison rice,,436
170,13,millsaps,Millsaps,Centre,89-72,89,72,"21, 22, 17, 29, 89","18, 13, 16, 25, 72",21,22,17,29,89,18,13,16,25,72,12-1 (3-0 SAA),4-10 (1-2 SAA),01/07/18,Win,174,No Location Recorded,1:00 PM,H,170,07:16,,,,,"SUB OUT by SCHAD,OLIVIA",,,"SUB OUT by SCHAD,OLIVIA",2,subbing out,,Centre,olivia schad,,436
171,13,millsaps,Millsaps,Centre,89-72,89,72,"21, 22, 17, 29, 89","18, 13, 16, 25, 72",21,22,17,29,89,18,13,16,25,72,12-1 (3-0 SAA),4-10 (1-2 SAA),01/07/18,Win,174,No Location Recorded,1:00 PM,H,171,07:15,,,,,"FOUL  by SCHAD,OLIVIA",,,"FOUL  by SCHAD,OLIVIA",2,foul,,Centre,olivia schad,,435
172,13,millsaps,Millsaps,Centre,89-72,89,72,"21, 22, 17, 29, 89","18, 13, 16, 25, 72",21,22,17,29,89,18,13,16,25,72,12-1 (3-0 SAA),4-10 (1-2 SAA),01/07/18,Win,174,No Location Recorded,1:00 PM,H,172,07:15,,,,,"FOUL  by MILLER,LAKKEN",,,"FOUL  by MILLER,LAKKEN",2,foul,,Centre,lakken miller,,435
173,13,millsaps,Millsaps,Centre,89-72,89,72,"21, 22, 17, 29, 89","18, 13, 16, 25, 72",21,22,17,29,89,18,13,16,25,72,12-1 (3-0 SAA),4-10 (1-2 SAA),01/07/18,Win,174,No Location Recorded,1:00 PM,H,173,07:08,"TURNOVER  by NEWELL,AMBER",,,,,,,"TURNOVER  by NEWELL,AMBER",2,turnover,,millsaps,amber newell,,428
174,13,millsaps,Millsaps,Centre,89-72,89,72,"21, 22, 17, 29, 89","18, 13, 16, 25, 72",21,22,17,29,89,18,13,16,25,72,12-1 (3-0 SAA),4-10 (1-2 SAA),01/07/18,Win,174,No Location Recorded,1:00 PM,H,174,06:59,,22,,27 (+5),"GOOD JUMPER by KELLAM,PAIGE",CENTRE-W 22-27 (+5),,"GOOD JUMPER by KELLAM,PAIGE",2,jumper,good,Centre,paige kellam,2,419
175,13,millsaps,Millsaps,Centre,89-72,89,72,"21, 22, 17, 29, 89","18, 13, 16, 25, 72",21,22,17,29,89,18,13,16,25,72,12-1 (3-0 SAA),4-10 (1-2 SAA),01/07/18,Win,174,No Location Recorded,1:00 PM,H,175,--,,,,,"ASSIST  by BUNNER,CHEYENNE",,,"ASSIST  by BUNNER,CHEYENNE",2,assist,,Centre,cheyenne bunner,,
176,13,millsaps,Millsaps,Centre,89-72,89,72,"21, 22, 17, 29, 89","18, 13, 16, 25, 72",21,22,17,29,89,18,13,16,25,72,12-1 (3-0 SAA),4-10 (1-2 SAA),01/07/18,Win,174,No Location Recorded,1:00 PM,H,176,06:32,"MISS JUMPER by THOMAS,BRAXTON",,,,,,,"MISS JUMPER by THOMAS,BRAXTON",2,jumper,missed,millsaps,braxton thomas,,392
177,13,millsaps,Millsaps,Centre,89-72,89,72,"21, 22, 17, 29, 89","18, 13, 16, 25, 72",21,22,17,29,89,18,13,16,25,72,12-1 (3-0 SAA),4-10 (1-2 SAA),01/07/18,Win,174,No Location Recorded,1:00 PM,H,177,--,"REBOUND OFF by NEWELL,AMBER",,,,,,,"REBOUND OFF by NEWELL,AMBER",2,offensive rebound,,millsaps,amber newell,,
178,13,millsaps,Millsaps,Centre,89-72,89,72,"21, 22, 17, 29, 89","18, 13, 16, 25, 72",21,22,17,29,89,18,13,16,25,72,12-1 (3-0 SAA),4-10 (1-2 SAA),01/07/18,Win,174,No Location Recorded,1:00 PM,H,178,06:27,"GOOD LAYUP by NEWELL,AMBER(in the paint)",24,,27 (+3),,MILWB 24-27 (+3),,"GOOD LAYUP by NEWELL,AMBER(in the paint)",2,layup,good,millsaps,amber newell,2,387
179,13,millsaps,Millsaps,Centre,89-72,89,72,"21, 22, 17, 29, 89","18, 13, 16, 25, 72",21,22,17,29,89,18,13,16,25,72,12-1 (3-0 SAA),4-10 (1-2 SAA),01/07/18,Win,174,No Location Recorded,1:00 PM,H,179,06:11,,,,,"MISS JUMPER by WILSON,KATHLEEN",,,"MISS JUMPER by WILSON,KATHLEEN",2,jumper,missed,Centre,kathleen wilson,,371
180,13,millsaps,Millsaps,Centre,89-72,89,72,"21, 22, 17, 29, 89","18, 13, 16, 25, 72",21,22,17,29,89,18,13,16,25,72,12-1 (3-0 SAA),4-10 (1-2 SAA),01/07/18,Win,174,No Location Recorded,1:00 PM,H,180,--,"REBOUND DEF by JONES,BRAZIA",,,,,,,"REBOUND DEF by JONES,BRAZIA",2,defensive rebound,,millsaps,brazia jones,,
181,13,millsaps,Millsaps,Centre,89-72,89,72,"21, 22, 17, 29, 89","18, 13, 16, 25, 72",21,22,17,29,89,18,13,16,25,72,12-1 (3-0 SAA),4-10 (1-2 SAA),01/07/18,Win,174,No Location Recorded,1:00 PM,H,181,05:54,"TURNOVER  by NEWELL,AMBER",,,,,,,"TURNOVER  by NEWELL,AMBER",2,turnover,,millsaps,amber newell,,354
182,13,millsaps,Millsaps,Centre,89-72,89,72,"21, 22, 17, 29, 89","18, 13, 16, 25, 72",21,22,17,29,89,18,13,16,25,72,12-1 (3-0 SAA),4-10 (1-2 SAA),01/07/18,Win,174,No Location Recorded,1:00 PM,H,182,05:54,"SUB IN by MANNING,TAELOR",,,,,,,"SUB IN by MANNING,TAELOR",2,subbing in,,millsaps,taelor manning,,354
183,13,millsaps,Millsaps,Centre,89-72,89,72,"21, 22, 17, 29, 89","18, 13, 16, 25, 72",21,22,17,29,89,18,13,16,25,72,12-1 (3-0 SAA),4-10 (1-2 SAA),01/07/18,Win,174,No Location Recorded,1:00 PM,H,183,05:54,"SUB OUT by THOMAS,BRAXTON",,,,,,,"SUB OUT by THOMAS,BRAXTON",2,subbing out,,millsaps,braxton thomas,,354
184,13,millsaps,Millsaps,Centre,89-72,89,72,"21, 22, 17, 29, 89","18, 13, 16, 25, 72",21,22,17,29,89,18,13,16,25,72,12-1 (3-0 SAA),4-10 (1-2 SAA),01/07/18,Win,174,No Location Recorded,1:00 PM,H,184,05:54,,,,,"SUB IN by WEHBY,ABIGAIL",,,"SUB IN by WEHBY,ABIGAIL",2,subbing in,,Centre,abigail wehby,,354
185,13,millsaps,Millsaps,Centre,89-72,89,72,"21, 22, 17, 29, 89","18, 13, 16, 25, 72",21,22,17,29,89,18,13,16,25,72,12-1 (3-0 SAA),4-10 (1-2 SAA),01/07/18,Win,174,No Location Recorded,1:00 PM,H,185,05:54,,,,,"SUB IN by FEE,MIKAYLA",,,"SUB IN by FEE,MIKAYLA",2,subbing in,,Centre,mikayla fee,,354
186,13,millsaps,Millsaps,Centre,89-72,89,72,"21, 22, 17, 29, 89","18, 13, 16, 25, 72",21,22,17,29,89,18,13,16,25,72,12-1 (3-0 SAA),4-10 (1-2 SAA),01/07/18,Win,174,No Location Recorded,1:00 PM,H,186,05:54,,,,,"SUB IN by MURRAY,KYLEE",,,"SUB IN by MURRAY,KYLEE",2,subbing in,,Centre,kylee murray,,354
187,13,millsaps,Millsaps,Centre,89-72,89,72,"21, 22, 17, 29, 89","18, 13, 16, 25, 72",21,22,17,29,89,18,13,16,25,72,12-1 (3-0 SAA),4-10 (1-2 SAA),01/07/18,Win,174,No Location Recorded,1:00 PM,H,187,05:54,,,,,"SUB OUT by STEWART,ABIGAIL",,,"SUB OUT by STEWART,ABIGAIL",2,subbing out,,Centre,abigail stewart,,354
188,13,millsaps,Millsaps,Centre,89-72,89,72,"21, 22, 17, 29, 89","18, 13, 16, 25, 72",21,22,17,29,89,18,13,16,25,72,12-1 (3-0 SAA),4-10 (1-2 SAA),01/07/18,Win,174,No Location Recorded,1:00 PM,H,188,05:54,,,,,"SUB OUT by WILSON,KATHLEEN",,,"SUB OUT by WILSON,KATHLEEN",2,subbing out,,Centre,kathleen wilson,,354
189,13,millsaps,Millsaps,Centre,89-72,89,72,"21, 22, 17, 29, 89","18, 13, 16, 25, 72",21,22,17,29,89,18,13,16,25,72,12-1 (3-0 SAA),4-10 (1-2 SAA),01/07/18,Win,174,No Location Recorded,1:00 PM,H,189,05:54,,,,,"SUB OUT by KELLAM,PAIGE",,,"SUB OUT by KELLAM,PAIGE",2,subbing out,,Centre,paige kellam,,354
190,13,millsaps,Millsaps,Centre,89-72,89,72,"21, 22, 17, 29, 89","18, 13, 16, 25, 72",21,22,17,29,89,18,13,16,25,72,12-1 (3-0 SAA),4-10 (1-2 SAA),01/07/18,Win,174,No Location Recorded,1:00 PM,H,190,05:30,,24,,29 (+5),"GOOD LAYUP by BUNNER,CHEYENNE(in the paint)",CENTRE-W 24-29 (+5),,"GOOD LAYUP by BUNNER,CHEYENNE(in the paint)",2,layup,good,Centre,cheyenne bunner,2,330
191,13,millsaps,Millsaps,Centre,89-72,89,72,"21, 22, 17, 29, 89","18, 13, 16, 25, 72",21,22,17,29,89,18,13,16,25,72,12-1 (3-0 SAA),4-10 (1-2 SAA),01/07/18,Win,174,No Location Recorded,1:00 PM,H,191,--,,,,,"ASSIST  by WEHBY,ABIGAIL",,,"ASSIST  by WEHBY,ABIGAIL",2,assist,,Centre,abigail wehby,,
192,13,millsaps,Millsaps,Centre,89-72,89,72,"21, 22, 17, 29, 89","18, 13, 16, 25, 72",21,22,17,29,89,18,13,16,25,72,12-1 (3-0 SAA),4-10 (1-2 SAA),01/07/18,Win,174,No Location Recorded,1:00 PM,H,192,05:08,,,,,"FOUL  by FEE,MIKAYLA",,,"FOUL  by FEE,MIKAYLA",2,foul,,Centre,mikayla fee,,308
193,13,millsaps,Millsaps,Centre,89-72,89,72,"21, 22, 17, 29, 89","18, 13, 16, 25, 72",21,22,17,29,89,18,13,16,25,72,12-1 (3-0 SAA),4-10 (1-2 SAA),01/07/18,Win,174,No Location Recorded,1:00 PM,H,193,05:08,"SUB IN by FORTENBERRY,DIA",,,,,,,"SUB IN by FORTENBERRY,DIA",2,subbing in,,millsaps,dia fortenberry,,308
194,13,millsaps,Millsaps,Centre,89-72,89,72,"21, 22, 17, 29, 89","18, 13, 16, 25, 72",21,22,17,29,89,18,13,16,25,72,12-1 (3-0 SAA),4-10 (1-2 SAA),01/07/18,Win,174,No Location Recorded,1:00 PM,H,194,05:08,"SUB OUT by MATTHEWS,KASI",,,,,,,"SUB OUT by MATTHEWS,KASI",2,subbing out,,millsaps,kasi matthews,,308
195,13,millsaps,Millsaps,Centre,89-72,89,72,"21, 22, 17, 29, 89","18, 13, 16, 25, 72",21,22,17,29,89,18,13,16,25,72,12-1 (3-0 SAA),4-10 (1-2 SAA),01/07/18,Win,174,No Location Recorded,1:00 PM,H,195,05:08,,,,,"SUB IN by STEWART,ABIGAIL",,,"SUB IN by STEWART,ABIGAIL",2,subbing in,,Centre,abigail stewart,,308
196,13,millsaps,Millsaps,Centre,89-72,89,72,"21, 22, 17, 29, 89","18, 13, 16, 25, 72",21,22,17,29,89,18,13,16,25,72,12-1 (3-0 SAA),4-10 (1-2 SAA),01/07/18,Win,174,No Location Recorded,1:00 PM,H,196,05:08,,,,,"SUB OUT by FEE,MIKAYLA",,,"SUB OUT by FEE,MIKAYLA",2,subbing out,,Centre,mikayla fee,,308
197,13,millsaps,Millsaps,Centre,89-72,89,72,"21, 22, 17, 29, 89","18, 13, 16, 25, 72",21,22,17,29,89,18,13,16,25,72,12-1 (3-0 SAA),4-10 (1-2 SAA),01/07/18,Win,174,No Location Recorded,1:00 PM,H,197,05:01,"TURNOVER  by MANNING,TAELOR",,,,,,,"TURNOVER  by MANNING,TAELOR",2,turnover,,millsaps,taelor manning,,301
198,13,millsaps,Millsaps,Centre,89-72,89,72,"21, 22, 17, 29, 89","18, 13, 16, 25, 72",21,22,17,29,89,18,13,16,25,72,12-1 (3-0 SAA),4-10 (1-2 SAA),01/07/18,Win,174,No Location Recorded,1:00 PM,H,198,05:00,,,,,"FOUL  by FEE,MIKAYLA",,,"FOUL  by FEE,MIKAYLA",2,foul,,Centre,mikayla fee,,300
199,13,millsaps,Millsaps,Centre,89-72,89,72,"21, 22, 17, 29, 89","18, 13, 16, 25, 72",21,22,17,29,89,18,13,16,25,72,12-1 (3-0 SAA),4-10 (1-2 SAA),01/07/18,Win,174,No Location Recorded,1:00 PM,H,199,04:39,,,,,"MISS 3PTR by MURRAY,KYLEE",,,"MISS 3PTR by MURRAY,KYLEE",2,three pointer,missed,Centre,kylee murray,,279
200,13,millsaps,Millsaps,Centre,89-72,89,72,"21, 22, 17, 29, 89","18, 13, 16, 25, 72",21,22,17,29,89,18,13,16,25,72,12-1 (3-0 SAA),4-10 (1-2 SAA),01/07/18,Win,174,No Location Recorded,1:00 PM,H,200,--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,2,defensive rebound,,Centre,,,
201,13,millsaps,Millsaps,Centre,89-72,89,72,"21, 22, 17, 29, 89","18, 13, 16, 25, 72",21,22,17,29,89,18,13,16,25,72,12-1 (3-0 SAA),4-10 (1-2 SAA),01/07/18,Win,174,No Location Recorded,1:00 PM,H,201,04:34,"SUB IN by WILSON,ANNA",,,,,,,"SUB IN by WILSON,ANNA",2,subbing in,,millsaps,anna wilson,,274
202,13,millsaps,Millsaps,Centre,89-72,89,72,"21, 22, 17, 29, 89","18, 13, 16, 25, 72",21,22,17,29,89,18,13,16,25,72,12-1 (3-0 SAA),4-10 (1-2 SAA),01/07/18,Win,174,No Location Recorded,1:00 PM,H,202,04:34,"SUB IN by DONALDSON,MEGAN",,,,,,,"SUB IN by DONALDSON,MEGAN",2,subbing in,,millsaps,megan donaldson,,274
203,13,millsaps,Millsaps,Centre,89-72,89,72,"21, 22, 17, 29, 89","18, 13, 16, 25, 72",21,22,17,29,89,18,13,16,25,72,12-1 (3-0 SAA),4-10 (1-2 SAA),01/07/18,Win,174,No Location Recorded,1:00 PM,H,203,04:34,"SUB IN by GUILBEAU,CAROLINE",,,,,,,"SUB IN by GUILBEAU,CAROLINE",2,subbing in,,millsaps,caroline guilbeau,,274
204,13,millsaps,Millsaps,Centre,89-72,89,72,"21, 22, 17, 29, 89","18, 13, 16, 25, 72",21,22,17,29,89,18,13,16,25,72,12-1 (3-0 SAA),4-10 (1-2 SAA),01/07/18,Win,174,No Location Recorded,1:00 PM,H,204,04:34,"SUB OUT by NEWELL,AMBER",,,,,,,"SUB OUT by NEWELL,AMBER",2,subbing out,,millsaps,amber newell,,274
205,13,millsaps,Millsaps,Centre,89-72,89,72,"21, 22, 17, 29, 89","18, 13, 16, 25, 72",21,22,17,29,89,18,13,16,25,72,12-1 (3-0 SAA),4-10 (1-2 SAA),01/07/18,Win,174,No Location Recorded,1:00 PM,H,205,04:34,"SUB OUT by BUTLER,MILLICENT",,,,,,,"SUB OUT by BUTLER,MILLICENT",2,subbing out,,millsaps,millicent butler,,274
206,13,millsaps,Millsaps,Centre,89-72,89,72,"21, 22, 17, 29, 89","18, 13, 16, 25, 72",21,22,17,29,89,18,13,16,25,72,12-1 (3-0 SAA),4-10 (1-2 SAA),01/07/18,Win,174,No Location Recorded,1:00 PM,H,206,04:34,"SUB OUT by MANNING,TAELOR",,,,,,,"SUB OUT by MANNING,TAELOR",2,subbing out,,millsaps,taelor manning,,274
207,13,millsaps,Millsaps,Centre,89-72,89,72,"21, 22, 17, 29, 89","18, 13, 16, 25, 72",21,22,17,29,89,18,13,16,25,72,12-1 (3-0 SAA),4-10 (1-2 SAA),01/07/18,Win,174,No Location Recorded,1:00 PM,H,207,04:33,"MISS LAYUP by FORTENBERRY,DIA",,,,,,,"MISS LAYUP by FORTENBERRY,DIA",2,layup,missed,millsaps,dia fortenberry,,273
208,13,millsaps,Millsaps,Centre,89-72,89,72,"21, 22, 17, 29, 89","18, 13, 16, 25, 72",21,22,17,29,89,18,13,16,25,72,12-1 (3-0 SAA),4-10 (1-2 SAA),01/07/18,Win,174,No Location Recorded,1:00 PM,H,208,04:33,,,,,"BLOCK  by STEWART,ABIGAIL",,,"BLOCK  by STEWART,ABIGAIL",2,block,,Centre,abigail stewart,,273
209,13,millsaps,Millsaps,Centre,89-72,89,72,"21, 22, 17, 29, 89","18, 13, 16, 25, 72",21,22,17,29,89,18,13,16,25,72,12-1 (3-0 SAA),4-10 (1-2 SAA),01/07/18,Win,174,No Location Recorded,1:00 PM,H,209,--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,2,defensive rebound,,Centre,,,
210,13,millsaps,Millsaps,Centre,89-72,89,72,"21, 22, 17, 29, 89","18, 13, 16, 25, 72",21,22,17,29,89,18,13,16,25,72,12-1 (3-0 SAA),4-10 (1-2 SAA),01/07/18,Win,174,No Location Recorded,1:00 PM,H,210,04:20,,24,,31 (+7),"GOOD JUMPER by STEWART,ABIGAIL(in the paint)",CENTRE-W 24-31 (+7),,"GOOD JUMPER by STEWART,ABIGAIL(in the paint)",2,jumper,good,Centre,abigail stewart,2,260
211,13,millsaps,Millsaps,Centre,89-72,89,72,"21, 22, 17, 29, 89","18, 13, 16, 25, 72",21,22,17,29,89,18,13,16,25,72,12-1 (3-0 SAA),4-10 (1-2 SAA),01/07/18,Win,174,No Location Recorded,1:00 PM,H,211,--,,,,,"ASSIST  by MILLER,LAKKEN",,,"ASSIST  by MILLER,LAKKEN",2,assist,,Centre,lakken miller,,
212,13,millsaps,Millsaps,Centre,89-72,89,72,"21, 22, 17, 29, 89","18, 13, 16, 25, 72",21,22,17,29,89,18,13,16,25,72,12-1 (3-0 SAA),4-10 (1-2 SAA),01/07/18,Win,174,No Location Recorded,1:00 PM,H,212,04:05,,,,,"FOUL  by BUNNER,CHEYENNE",,,"FOUL  by BUNNER,CHEYENNE",2,foul,,Centre,cheyenne bunner,,245
213,13,millsaps,Millsaps,Centre,89-72,89,72,"21, 22, 17, 29, 89","18, 13, 16, 25, 72",21,22,17,29,89,18,13,16,25,72,12-1 (3-0 SAA),4-10 (1-2 SAA),01/07/18,Win,174,No Location Recorded,1:00 PM,H,213,03:59,"GOOD FT by FORTENBERRY,DIA",25,,31 (+6),,MILWB 25-31 (+6),,"GOOD FT by FORTENBERRY,DIA",2,free throw,good,millsaps,dia fortenberry,1,239
214,13,millsaps,Millsaps,Centre,89-72,89,72,"21, 22, 17, 29, 89","18, 13, 16, 25, 72",21,22,17,29,89,18,13,16,25,72,12-1 (3-0 SAA),4-10 (1-2 SAA),01/07/18,Win,174,No Location Recorded,1:00 PM,H,214,03:59,"MISS FT by FORTENBERRY,DIA",,,,,,,"MISS FT by FORTENBERRY,DIA",2,free throw,missed,millsaps,dia fortenberry,,239
