,game,opponent name,boxscore_visitor_name,boxscore_home_name,final score,centreFinalScore,opponentFinalScore,centreScoreByPeriod,opponentScoreByPeriod,centreScorePeriod1,centreScorePeriod2,centreScorePeriod3,centreScorePeriod4,centreScorePeriod5,opponentScorePeriod1,opponentScorePeriod2,opponentScorePeriod3,opponentScorePeriod4,opponentScorePeriod5,centreRecord,opponentRecord,gameDate,outcome,attendance,gameLocation,gameTime,homeGame,,Time Remaining,CENTRE-W,Away Team Score,Play Team Indicator,Home Team Score,CCW,Game Score,Team Indicator,Play,period number,Play Type,Shot Outcome,Team,Player,Points Earned,Time(seconds)
139,10,covenant,Centre,Covenant,59-41,59,41,"8, 15, 23, 13, 59","16, 11, 5, 9, 41",8,15,23,13,59,16,11,5,9,41,9-1,4-5,12/29/17,Win,86,No Location Recorded,7 p.m.,A,139,--,,,,,"REBOUND DEF by WALTER,BEKAH",,,"REBOUND DEF by WALTER,BEKAH",2,defensive rebound,,covenant,bekah walter,,
140,10,covenant,Centre,Covenant,59-41,59,41,"8, 15, 23, 13, 59","16, 11, 5, 9, 41",8,15,23,13,59,16,11,5,9,41,9-1,4-5,12/29/17,Win,86,No Location Recorded,7 p.m.,A,140,06:25,,,,,"SUB IN by THOMAS,RACHEL",,,"SUB IN by THOMAS,RACHEL",2,subbing in,,covenant,rachel thomas,,385
141,10,covenant,Centre,Covenant,59-41,59,41,"8, 15, 23, 13, 59","16, 11, 5, 9, 41",8,15,23,13,59,16,11,5,9,41,9-1,4-5,12/29/17,Win,86,No Location Recorded,7 p.m.,A,141,06:25,,,,,"SUB OUT by WOLFE,CLARA DIRKSE",,,"SUB OUT by WOLFE,CLARA DIRKSE",2,subbing out,,covenant,clara dirkse wolfe,,385
142,10,covenant,Centre,Covenant,59-41,59,41,"8, 15, 23, 13, 59","16, 11, 5, 9, 41",8,15,23,13,59,16,11,5,9,41,9-1,4-5,12/29/17,Win,86,No Location Recorded,7 p.m.,A,142,06:21,,,,,"TURNOVER  by THOMAS,RACHEL",,,"TURNOVER  by THOMAS,RACHEL",2,turnover,,covenant,rachel thomas,,381
143,10,covenant,Centre,Covenant,59-41,59,41,"8, 15, 23, 13, 59","16, 11, 5, 9, 41",8,15,23,13,59,16,11,5,9,41,9-1,4-5,12/29/17,Win,86,No Location Recorded,7 p.m.,A,143,06:21,"STEAL  by RICE,MADISON",,,,,,,"STEAL  by RICE,MADISON",2,steal,,Centre,,,381
144,10,covenant,Centre,Covenant,59-41,59,41,"8, 15, 23, 13, 59","16, 11, 5, 9, 41",8,15,23,13,59,16,11,5,9,41,9-1,4-5,12/29/17,Win,86,No Location Recorded,7 p.m.,A,144,06:19,"GOOD 3PTR by MILLER,LAKKEN",11,,20 (+9),,CENTRE-W 11-20 (-9),,"GOOD 3PTR by MILLER,LAKKEN",2,three pointer,good,Centre,lakken miller,3,379
145,10,covenant,Centre,Covenant,59-41,59,41,"8, 15, 23, 13, 59","16, 11, 5, 9, 41",8,15,23,13,59,16,11,5,9,41,9-1,4-5,12/29/17,Win,86,No Location Recorded,7 p.m.,A,145,--,"ASSIST  by WEHBY,ABIGAIL",,,,,,,"ASSIST  by WEHBY,ABIGAIL",2,assist,,Centre,abigail wehby,,
146,10,covenant,Centre,Covenant,59-41,59,41,"8, 15, 23, 13, 59","16, 11, 5, 9, 41",8,15,23,13,59,16,11,5,9,41,9-1,4-5,12/29/17,Win,86,No Location Recorded,7 p.m.,A,146,06:18,,,,,"FOUL  by SMITH,JOANNA",,,"FOUL  by SMITH,JOANNA",2,foul,,covenant,joanna smith,,378
147,10,covenant,Centre,Covenant,59-41,59,41,"8, 15, 23, 13, 59","16, 11, 5, 9, 41",8,15,23,13,59,16,11,5,9,41,9-1,4-5,12/29/17,Win,86,No Location Recorded,7 p.m.,A,147,05:56,,11,,22 (+11),"GOOD JUMPER by SMITH,JOANNA",CCW 11-22 (-11),,"GOOD JUMPER by SMITH,JOANNA",2,jumper,good,covenant,joanna smith,2,356
148,10,covenant,Centre,Covenant,59-41,59,41,"8, 15, 23, 13, 59","16, 11, 5, 9, 41",8,15,23,13,59,16,11,5,9,41,9-1,4-5,12/29/17,Win,86,No Location Recorded,7 p.m.,A,148,--,,,,,"ASSIST  by WALTER,BEKAH",,,"ASSIST  by WALTER,BEKAH",2,assist,,covenant,bekah walter,,
149,10,covenant,Centre,Covenant,59-41,59,41,"8, 15, 23, 13, 59","16, 11, 5, 9, 41",8,15,23,13,59,16,11,5,9,41,9-1,4-5,12/29/17,Win,86,No Location Recorded,7 p.m.,A,149,05:49,,,,,"SUB IN by WOLFE,CLARA DIRKSE",,,"SUB IN by WOLFE,CLARA DIRKSE",2,subbing in,,covenant,clara dirkse wolfe,,349
150,10,covenant,Centre,Covenant,59-41,59,41,"8, 15, 23, 13, 59","16, 11, 5, 9, 41",8,15,23,13,59,16,11,5,9,41,9-1,4-5,12/29/17,Win,86,No Location Recorded,7 p.m.,A,150,05:49,,,,,"SUB IN by POTTER,GRACE",,,"SUB IN by POTTER,GRACE",2,subbing in,,covenant,grace potter,,349
151,10,covenant,Centre,Covenant,59-41,59,41,"8, 15, 23, 13, 59","16, 11, 5, 9, 41",8,15,23,13,59,16,11,5,9,41,9-1,4-5,12/29/17,Win,86,No Location Recorded,7 p.m.,A,151,05:49,,,,,"SUB OUT by SMITH,JOANNA",,,"SUB OUT by SMITH,JOANNA",2,subbing out,,covenant,joanna smith,,349
152,10,covenant,Centre,Covenant,59-41,59,41,"8, 15, 23, 13, 59","16, 11, 5, 9, 41",8,15,23,13,59,16,11,5,9,41,9-1,4-5,12/29/17,Win,86,No Location Recorded,7 p.m.,A,152,05:49,,,,,"SUB OUT by HALLMARK,KALEY",,,"SUB OUT by HALLMARK,KALEY",2,subbing out,,covenant,kaley hallmark,,349
153,10,covenant,Centre,Covenant,59-41,59,41,"8, 15, 23, 13, 59","16, 11, 5, 9, 41",8,15,23,13,59,16,11,5,9,41,9-1,4-5,12/29/17,Win,86,No Location Recorded,7 p.m.,A,153,05:29,"GOOD 3PTR by MILLER,LAKKEN",14,,22 (+8),,CENTRE-W 14-22 (-8),,"GOOD 3PTR by MILLER,LAKKEN",2,three pointer,good,Centre,lakken miller,3,329
154,10,covenant,Centre,Covenant,59-41,59,41,"8, 15, 23, 13, 59","16, 11, 5, 9, 41",8,15,23,13,59,16,11,5,9,41,9-1,4-5,12/29/17,Win,86,No Location Recorded,7 p.m.,A,154,--,"ASSIST  by WEHBY,ABIGAIL",,,,,,,"ASSIST  by WEHBY,ABIGAIL",2,assist,,Centre,abigail wehby,,
155,10,covenant,Centre,Covenant,59-41,59,41,"8, 15, 23, 13, 59","16, 11, 5, 9, 41",8,15,23,13,59,16,11,5,9,41,9-1,4-5,12/29/17,Win,86,No Location Recorded,7 p.m.,A,155,05:19,,,,,"MISS JUMPER by WALTER,BEKAH",,,"MISS JUMPER by WALTER,BEKAH",2,jumper,missed,covenant,bekah walter,,319
156,10,covenant,Centre,Covenant,59-41,59,41,"8, 15, 23, 13, 59","16, 11, 5, 9, 41",8,15,23,13,59,16,11,5,9,41,9-1,4-5,12/29/17,Win,86,No Location Recorded,7 p.m.,A,156,--,"REBOUND DEF by RICE,MADISON",,,,,,,"REBOUND DEF by RICE,MADISON",2,defensive rebound,,Centre,madison rice,,
157,10,covenant,Centre,Covenant,59-41,59,41,"8, 15, 23, 13, 59","16, 11, 5, 9, 41",8,15,23,13,59,16,11,5,9,41,9-1,4-5,12/29/17,Win,86,No Location Recorded,7 p.m.,A,157,05:06,,,,,"FOUL  by WOLFE,CLARA DIRKSE",,,"FOUL  by WOLFE,CLARA DIRKSE",2,foul,,covenant,clara dirkse wolfe,,306
158,10,covenant,Centre,Covenant,59-41,59,41,"8, 15, 23, 13, 59","16, 11, 5, 9, 41",8,15,23,13,59,16,11,5,9,41,9-1,4-5,12/29/17,Win,86,No Location Recorded,7 p.m.,A,158,05:06,"SUB IN by WILSON,KATHLEEN",,,,,,,"SUB IN by WILSON,KATHLEEN",2,subbing in,,Centre,kathleen wilson,,306
159,10,covenant,Centre,Covenant,59-41,59,41,"8, 15, 23, 13, 59","16, 11, 5, 9, 41",8,15,23,13,59,16,11,5,9,41,9-1,4-5,12/29/17,Win,86,No Location Recorded,7 p.m.,A,159,05:06,"SUB OUT by MARCUM,MADISON",,,,,,,"SUB OUT by MARCUM,MADISON",2,subbing out,,Centre,madison marcum,,306
160,10,covenant,Centre,Covenant,59-41,59,41,"8, 15, 23, 13, 59","16, 11, 5, 9, 41",8,15,23,13,59,16,11,5,9,41,9-1,4-5,12/29/17,Win,86,No Location Recorded,7 p.m.,A,160,04:56,"GOOD 3PTR by WILSON,KATHLEEN",17,,22 (+5),,CENTRE-W 17-22 (-5),,"GOOD 3PTR by WILSON,KATHLEEN",2,three pointer,good,Centre,kathleen wilson,3,296
161,10,covenant,Centre,Covenant,59-41,59,41,"8, 15, 23, 13, 59","16, 11, 5, 9, 41",8,15,23,13,59,16,11,5,9,41,9-1,4-5,12/29/17,Win,86,No Location Recorded,7 p.m.,A,161,--,"ASSIST  by WEHBY,ABIGAIL",,,,,,,"ASSIST  by WEHBY,ABIGAIL",2,assist,,Centre,abigail wehby,,
162,10,covenant,Centre,Covenant,59-41,59,41,"8, 15, 23, 13, 59","16, 11, 5, 9, 41",8,15,23,13,59,16,11,5,9,41,9-1,4-5,12/29/17,Win,86,No Location Recorded,7 p.m.,A,162,04:41,,,,,"MISS JUMPER by WOLFE,CLARA DIRKSE",,,"MISS JUMPER by WOLFE,CLARA DIRKSE",2,jumper,missed,covenant,clara dirkse wolfe,,281
163,10,covenant,Centre,Covenant,59-41,59,41,"8, 15, 23, 13, 59","16, 11, 5, 9, 41",8,15,23,13,59,16,11,5,9,41,9-1,4-5,12/29/17,Win,86,No Location Recorded,7 p.m.,A,163,--,"REBOUND DEF by RICE,MADISON",,,,,,,"REBOUND DEF by RICE,MADISON",2,defensive rebound,,Centre,madison rice,,
164,10,covenant,Centre,Covenant,59-41,59,41,"8, 15, 23, 13, 59","16, 11, 5, 9, 41",8,15,23,13,59,16,11,5,9,41,9-1,4-5,12/29/17,Win,86,No Location Recorded,7 p.m.,A,164,04:39,,,,,"FOUL  by THOMAS,RACHEL",,,"FOUL  by THOMAS,RACHEL",2,foul,,covenant,rachel thomas,,279
165,10,covenant,Centre,Covenant,59-41,59,41,"8, 15, 23, 13, 59","16, 11, 5, 9, 41",8,15,23,13,59,16,11,5,9,41,9-1,4-5,12/29/17,Win,86,No Location Recorded,7 p.m.,A,165,04:39,TIMEOUT 20SEC by TEAM,,,,,,,TIMEOUT 20SEC by TEAM,2,timeout,,Centre,,,279
166,10,covenant,Centre,Covenant,59-41,59,41,"8, 15, 23, 13, 59","16, 11, 5, 9, 41",8,15,23,13,59,16,11,5,9,41,9-1,4-5,12/29/17,Win,86,No Location Recorded,7 p.m.,A,166,04:39,,,,,"SUB IN by HALLMARK,KALEY",,,"SUB IN by HALLMARK,KALEY",2,subbing in,,covenant,kaley hallmark,,279
167,10,covenant,Centre,Covenant,59-41,59,41,"8, 15, 23, 13, 59","16, 11, 5, 9, 41",8,15,23,13,59,16,11,5,9,41,9-1,4-5,12/29/17,Win,86,No Location Recorded,7 p.m.,A,167,04:39,,,,,"SUB IN by GRIMES,EMMA",,,"SUB IN by GRIMES,EMMA",2,subbing in,,covenant,emma grimes,,279
168,10,covenant,Centre,Covenant,59-41,59,41,"8, 15, 23, 13, 59","16, 11, 5, 9, 41",8,15,23,13,59,16,11,5,9,41,9-1,4-5,12/29/17,Win,86,No Location Recorded,7 p.m.,A,168,04:39,,,,,"SUB OUT by THOMAS,RACHEL",,,"SUB OUT by THOMAS,RACHEL",2,subbing out,,covenant,rachel thomas,,279
169,10,covenant,Centre,Covenant,59-41,59,41,"8, 15, 23, 13, 59","16, 11, 5, 9, 41",8,15,23,13,59,16,11,5,9,41,9-1,4-5,12/29/17,Win,86,No Location Recorded,7 p.m.,A,169,04:39,,,,,"SUB OUT by BELL,JESSICA",,,"SUB OUT by BELL,JESSICA",2,subbing out,,covenant,jessica bell,,279
170,10,covenant,Centre,Covenant,59-41,59,41,"8, 15, 23, 13, 59","16, 11, 5, 9, 41",8,15,23,13,59,16,11,5,9,41,9-1,4-5,12/29/17,Win,86,No Location Recorded,7 p.m.,A,170,04:26,"TURNOVER  by WILSON,KATHLEEN",,,,,,,"TURNOVER  by WILSON,KATHLEEN",2,turnover,,Centre,kathleen wilson,,266
171,10,covenant,Centre,Covenant,59-41,59,41,"8, 15, 23, 13, 59","16, 11, 5, 9, 41",8,15,23,13,59,16,11,5,9,41,9-1,4-5,12/29/17,Win,86,No Location Recorded,7 p.m.,A,171,03:58,,17,,24 (+7),"GOOD LAYUP by WOLFE,CLARA DIRKSE(in the paint)",CCW 17-24 (-7),,"GOOD LAYUP by WOLFE,CLARA DIRKSE(in the paint)",2,layup,good,covenant,clara dirkse wolfe,2,238
172,10,covenant,Centre,Covenant,59-41,59,41,"8, 15, 23, 13, 59","16, 11, 5, 9, 41",8,15,23,13,59,16,11,5,9,41,9-1,4-5,12/29/17,Win,86,No Location Recorded,7 p.m.,A,172,--,,,,,"ASSIST  by WALTER,BEKAH",,,"ASSIST  by WALTER,BEKAH",2,assist,,covenant,bekah walter,,
173,10,covenant,Centre,Covenant,59-41,59,41,"8, 15, 23, 13, 59","16, 11, 5, 9, 41",8,15,23,13,59,16,11,5,9,41,9-1,4-5,12/29/17,Win,86,No Location Recorded,7 p.m.,A,173,03:35,"MISS JUMPER by HICKS,ELLEN",,,,,,,"MISS JUMPER by HICKS,ELLEN",2,jumper,missed,Centre,ellen hicks,,215
174,10,covenant,Centre,Covenant,59-41,59,41,"8, 15, 23, 13, 59","16, 11, 5, 9, 41",8,15,23,13,59,16,11,5,9,41,9-1,4-5,12/29/17,Win,86,No Location Recorded,7 p.m.,A,174,--,"REBOUND OFF by HICKS,ELLEN",,,,,,,"REBOUND OFF by HICKS,ELLEN",2,offensive rebound,,Centre,ellen hicks,,
175,10,covenant,Centre,Covenant,59-41,59,41,"8, 15, 23, 13, 59","16, 11, 5, 9, 41",8,15,23,13,59,16,11,5,9,41,9-1,4-5,12/29/17,Win,86,No Location Recorded,7 p.m.,A,175,03:33,"MISS JUMPER by HICKS,ELLEN",,,,,,,"MISS JUMPER by HICKS,ELLEN",2,jumper,missed,Centre,ellen hicks,,213
176,10,covenant,Centre,Covenant,59-41,59,41,"8, 15, 23, 13, 59","16, 11, 5, 9, 41",8,15,23,13,59,16,11,5,9,41,9-1,4-5,12/29/17,Win,86,No Location Recorded,7 p.m.,A,176,--,"REBOUND OFF by RICE,MADISON",,,,,,,"REBOUND OFF by RICE,MADISON",2,offensive rebound,,Centre,madison rice,,
177,10,covenant,Centre,Covenant,59-41,59,41,"8, 15, 23, 13, 59","16, 11, 5, 9, 41",8,15,23,13,59,16,11,5,9,41,9-1,4-5,12/29/17,Win,86,No Location Recorded,7 p.m.,A,177,03:28,"GOOD JUMPER by RICE,MADISON(in the paint)",19,,24 (+5),,CENTRE-W 19-24 (-5),,"GOOD JUMPER by RICE,MADISON(in the paint)",2,jumper,good,Centre,madison rice,2,208
178,10,covenant,Centre,Covenant,59-41,59,41,"8, 15, 23, 13, 59","16, 11, 5, 9, 41",8,15,23,13,59,16,11,5,9,41,9-1,4-5,12/29/17,Win,86,No Location Recorded,7 p.m.,A,178,03:03,"SUB IN by SCHAD,OLIVIA",,,,,,,"SUB IN by SCHAD,OLIVIA",2,subbing in,,Centre,olivia schad,,183
179,10,covenant,Centre,Covenant,59-41,59,41,"8, 15, 23, 13, 59","16, 11, 5, 9, 41",8,15,23,13,59,16,11,5,9,41,9-1,4-5,12/29/17,Win,86,No Location Recorded,7 p.m.,A,179,03:03,"SUB IN by KELLAM,PAIGE",,,,,,,"SUB IN by KELLAM,PAIGE",2,subbing in,,Centre,paige kellam,,183
180,10,covenant,Centre,Covenant,59-41,59,41,"8, 15, 23, 13, 59","16, 11, 5, 9, 41",8,15,23,13,59,16,11,5,9,41,9-1,4-5,12/29/17,Win,86,No Location Recorded,7 p.m.,A,180,03:03,"SUB OUT by WEHBY,ABIGAIL",,,,,,,"SUB OUT by WEHBY,ABIGAIL",2,subbing out,,Centre,abigail wehby,,183
181,10,covenant,Centre,Covenant,59-41,59,41,"8, 15, 23, 13, 59","16, 11, 5, 9, 41",8,15,23,13,59,16,11,5,9,41,9-1,4-5,12/29/17,Win,86,No Location Recorded,7 p.m.,A,181,03:03,"SUB OUT by MILLER,LAKKEN",,,,,,,"SUB OUT by MILLER,LAKKEN",2,subbing out,,Centre,lakken miller,,183
182,10,covenant,Centre,Covenant,59-41,59,41,"8, 15, 23, 13, 59","16, 11, 5, 9, 41",8,15,23,13,59,16,11,5,9,41,9-1,4-5,12/29/17,Win,86,No Location Recorded,7 p.m.,A,182,03:03,,,,,"SUB IN by SMITH,JOANNA",,,"SUB IN by SMITH,JOANNA",2,subbing in,,covenant,joanna smith,,183
183,10,covenant,Centre,Covenant,59-41,59,41,"8, 15, 23, 13, 59","16, 11, 5, 9, 41",8,15,23,13,59,16,11,5,9,41,9-1,4-5,12/29/17,Win,86,No Location Recorded,7 p.m.,A,183,03:03,,,,,"SUB IN by BELL,JESSICA",,,"SUB IN by BELL,JESSICA",2,subbing in,,covenant,jessica bell,,183
184,10,covenant,Centre,Covenant,59-41,59,41,"8, 15, 23, 13, 59","16, 11, 5, 9, 41",8,15,23,13,59,16,11,5,9,41,9-1,4-5,12/29/17,Win,86,No Location Recorded,7 p.m.,A,184,03:03,,,,,"SUB OUT by WOLFE,CLARA DIRKSE",,,"SUB OUT by WOLFE,CLARA DIRKSE",2,subbing out,,covenant,clara dirkse wolfe,,183
185,10,covenant,Centre,Covenant,59-41,59,41,"8, 15, 23, 13, 59","16, 11, 5, 9, 41",8,15,23,13,59,16,11,5,9,41,9-1,4-5,12/29/17,Win,86,No Location Recorded,7 p.m.,A,185,03:03,,,,,"SUB OUT by POTTER,GRACE",,,"SUB OUT by POTTER,GRACE",2,subbing out,,covenant,grace potter,,183
186,10,covenant,Centre,Covenant,59-41,59,41,"8, 15, 23, 13, 59","16, 11, 5, 9, 41",8,15,23,13,59,16,11,5,9,41,9-1,4-5,12/29/17,Win,86,No Location Recorded,7 p.m.,A,186,03:02,,,,,"MISS 3PTR by HALLMARK,KALEY",,,"MISS 3PTR by HALLMARK,KALEY",2,three pointer,missed,covenant,kaley hallmark,,182
187,10,covenant,Centre,Covenant,59-41,59,41,"8, 15, 23, 13, 59","16, 11, 5, 9, 41",8,15,23,13,59,16,11,5,9,41,9-1,4-5,12/29/17,Win,86,No Location Recorded,7 p.m.,A,187,--,"REBOUND DEF by RICE,MADISON",,,,,,,"REBOUND DEF by RICE,MADISON",2,defensive rebound,,Centre,madison rice,,
188,10,covenant,Centre,Covenant,59-41,59,41,"8, 15, 23, 13, 59","16, 11, 5, 9, 41",8,15,23,13,59,16,11,5,9,41,9-1,4-5,12/29/17,Win,86,No Location Recorded,7 p.m.,A,188,02:44,"MISS 3PTR by SCHAD,OLIVIA",,,,,,,"MISS 3PTR by SCHAD,OLIVIA",2,three pointer,missed,Centre,olivia schad,,164
189,10,covenant,Centre,Covenant,59-41,59,41,"8, 15, 23, 13, 59","16, 11, 5, 9, 41",8,15,23,13,59,16,11,5,9,41,9-1,4-5,12/29/17,Win,86,No Location Recorded,7 p.m.,A,189,--,,,,,"REBOUND DEF by BELL,JESSICA",,,"REBOUND DEF by BELL,JESSICA",2,defensive rebound,,covenant,jessica bell,,
190,10,covenant,Centre,Covenant,59-41,59,41,"8, 15, 23, 13, 59","16, 11, 5, 9, 41",8,15,23,13,59,16,11,5,9,41,9-1,4-5,12/29/17,Win,86,No Location Recorded,7 p.m.,A,190,02:37,,,,,"TURNOVER  by BELL,JESSICA",,,"TURNOVER  by BELL,JESSICA",2,turnover,,covenant,jessica bell,,157
191,10,covenant,Centre,Covenant,59-41,59,41,"8, 15, 23, 13, 59","16, 11, 5, 9, 41",8,15,23,13,59,16,11,5,9,41,9-1,4-5,12/29/17,Win,86,No Location Recorded,7 p.m.,A,191,02:37,"SUB IN by BUNNER,CHEYENNE",,,,,,,"SUB IN by BUNNER,CHEYENNE",2,subbing in,,Centre,cheyenne bunner,,157
192,10,covenant,Centre,Covenant,59-41,59,41,"8, 15, 23, 13, 59","16, 11, 5, 9, 41",8,15,23,13,59,16,11,5,9,41,9-1,4-5,12/29/17,Win,86,No Location Recorded,7 p.m.,A,192,02:37,"SUB IN by STEWART,ABIGAIL",,,,,,,"SUB IN by STEWART,ABIGAIL",2,subbing in,,Centre,abigail stewart,,157
193,10,covenant,Centre,Covenant,59-41,59,41,"8, 15, 23, 13, 59","16, 11, 5, 9, 41",8,15,23,13,59,16,11,5,9,41,9-1,4-5,12/29/17,Win,86,No Location Recorded,7 p.m.,A,193,02:37,"SUB OUT by RICE,MADISON",,,,,,,"SUB OUT by RICE,MADISON",2,subbing out,,Centre,madison rice,,157
194,10,covenant,Centre,Covenant,59-41,59,41,"8, 15, 23, 13, 59","16, 11, 5, 9, 41",8,15,23,13,59,16,11,5,9,41,9-1,4-5,12/29/17,Win,86,No Location Recorded,7 p.m.,A,194,02:37,"SUB OUT by HICKS,ELLEN",,,,,,,"SUB OUT by HICKS,ELLEN",2,subbing out,,Centre,ellen hicks,,157
195,10,covenant,Centre,Covenant,59-41,59,41,"8, 15, 23, 13, 59","16, 11, 5, 9, 41",8,15,23,13,59,16,11,5,9,41,9-1,4-5,12/29/17,Win,86,No Location Recorded,7 p.m.,A,195,02:15,"MISS 3PTR by KELLAM,PAIGE",,,,,,,"MISS 3PTR by KELLAM,PAIGE",2,three pointer,missed,Centre,paige kellam,,135
196,10,covenant,Centre,Covenant,59-41,59,41,"8, 15, 23, 13, 59","16, 11, 5, 9, 41",8,15,23,13,59,16,11,5,9,41,9-1,4-5,12/29/17,Win,86,No Location Recorded,7 p.m.,A,196,--,,,,,"REBOUND DEF by BELL,JESSICA",,,"REBOUND DEF by BELL,JESSICA",2,defensive rebound,,covenant,jessica bell,,
197,10,covenant,Centre,Covenant,59-41,59,41,"8, 15, 23, 13, 59","16, 11, 5, 9, 41",8,15,23,13,59,16,11,5,9,41,9-1,4-5,12/29/17,Win,86,No Location Recorded,7 p.m.,A,197,02:07,,,,,"TURNOVER  by BELL,JESSICA",,,"TURNOVER  by BELL,JESSICA",2,turnover,,covenant,jessica bell,,127
198,10,covenant,Centre,Covenant,59-41,59,41,"8, 15, 23, 13, 59","16, 11, 5, 9, 41",8,15,23,13,59,16,11,5,9,41,9-1,4-5,12/29/17,Win,86,No Location Recorded,7 p.m.,A,198,01:53,"MISS 3PTR by WILSON,KATHLEEN",,,,,,,"MISS 3PTR by WILSON,KATHLEEN",2,three pointer,missed,Centre,kathleen wilson,,113
199,10,covenant,Centre,Covenant,59-41,59,41,"8, 15, 23, 13, 59","16, 11, 5, 9, 41",8,15,23,13,59,16,11,5,9,41,9-1,4-5,12/29/17,Win,86,No Location Recorded,7 p.m.,A,199,--,,,,,"REBOUND DEF by GRIMES,EMMA",,,"REBOUND DEF by GRIMES,EMMA",2,defensive rebound,,covenant,emma grimes,,
200,10,covenant,Centre,Covenant,59-41,59,41,"8, 15, 23, 13, 59","16, 11, 5, 9, 41",8,15,23,13,59,16,11,5,9,41,9-1,4-5,12/29/17,Win,86,No Location Recorded,7 p.m.,A,200,01:45,,19,,27 (+8),"GOOD 3PTR by WALTER,BEKAH",CCW 19-27 (-8),,"GOOD 3PTR by WALTER,BEKAH",2,three pointer,good,covenant,bekah walter,3,105
201,10,covenant,Centre,Covenant,59-41,59,41,"8, 15, 23, 13, 59","16, 11, 5, 9, 41",8,15,23,13,59,16,11,5,9,41,9-1,4-5,12/29/17,Win,86,No Location Recorded,7 p.m.,A,201,--,,,,,"ASSIST  by GRIMES,EMMA",,,"ASSIST  by GRIMES,EMMA",2,assist,,covenant,emma grimes,,
202,10,covenant,Centre,Covenant,59-41,59,41,"8, 15, 23, 13, 59","16, 11, 5, 9, 41",8,15,23,13,59,16,11,5,9,41,9-1,4-5,12/29/17,Win,86,No Location Recorded,7 p.m.,A,202,01:11,"MISS 3PTR by WILSON,KATHLEEN",,,,,,,"MISS 3PTR by WILSON,KATHLEEN",2,three pointer,missed,Centre,kathleen wilson,,71
203,10,covenant,Centre,Covenant,59-41,59,41,"8, 15, 23, 13, 59","16, 11, 5, 9, 41",8,15,23,13,59,16,11,5,9,41,9-1,4-5,12/29/17,Win,86,No Location Recorded,7 p.m.,A,203,--,,,,,"REBOUND DEF by HALLMARK,KALEY",,,"REBOUND DEF by HALLMARK,KALEY",2,defensive rebound,,covenant,kaley hallmark,,
204,10,covenant,Centre,Covenant,59-41,59,41,"8, 15, 23, 13, 59","16, 11, 5, 9, 41",8,15,23,13,59,16,11,5,9,41,9-1,4-5,12/29/17,Win,86,No Location Recorded,7 p.m.,A,204,00:58,,,,,"MISS LAYUP by WALTER,BEKAH",,,"MISS LAYUP by WALTER,BEKAH",2,layup,missed,covenant,bekah walter,,58
205,10,covenant,Centre,Covenant,59-41,59,41,"8, 15, 23, 13, 59","16, 11, 5, 9, 41",8,15,23,13,59,16,11,5,9,41,9-1,4-5,12/29/17,Win,86,No Location Recorded,7 p.m.,A,205,--,"REBOUND DEF by SCHAD,OLIVIA",,,,,,,"REBOUND DEF by SCHAD,OLIVIA",2,defensive rebound,,Centre,olivia schad,,
206,10,covenant,Centre,Covenant,59-41,59,41,"8, 15, 23, 13, 59","16, 11, 5, 9, 41",8,15,23,13,59,16,11,5,9,41,9-1,4-5,12/29/17,Win,86,No Location Recorded,7 p.m.,A,206,00:48,"GOOD JUMPER by WILSON,KATHLEEN",21,,27 (+6),,CENTRE-W 21-27 (-6),,"GOOD JUMPER by WILSON,KATHLEEN",2,jumper,good,Centre,kathleen wilson,2,48
207,10,covenant,Centre,Covenant,59-41,59,41,"8, 15, 23, 13, 59","16, 11, 5, 9, 41",8,15,23,13,59,16,11,5,9,41,9-1,4-5,12/29/17,Win,86,No Location Recorded,7 p.m.,A,207,--,"ASSIST  by SCHAD,OLIVIA",,,,,,,"ASSIST  by SCHAD,OLIVIA",2,assist,,Centre,olivia schad,,
208,10,covenant,Centre,Covenant,59-41,59,41,"8, 15, 23, 13, 59","16, 11, 5, 9, 41",8,15,23,13,59,16,11,5,9,41,9-1,4-5,12/29/17,Win,86,No Location Recorded,7 p.m.,A,208,00:30,,,,,"MISS 3PTR by HALLMARK,KALEY",,,"MISS 3PTR by HALLMARK,KALEY",2,three pointer,missed,covenant,kaley hallmark,,30
209,10,covenant,Centre,Covenant,59-41,59,41,"8, 15, 23, 13, 59","16, 11, 5, 9, 41",8,15,23,13,59,16,11,5,9,41,9-1,4-5,12/29/17,Win,86,No Location Recorded,7 p.m.,A,209,--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,2,defensive rebound,,Centre,,,
210,10,covenant,Centre,Covenant,59-41,59,41,"8, 15, 23, 13, 59","16, 11, 5, 9, 41",8,15,23,13,59,16,11,5,9,41,9-1,4-5,12/29/17,Win,86,No Location Recorded,7 p.m.,A,210,00:28,"SUB IN by HICKS,ELLEN",,,,,,,"SUB IN by HICKS,ELLEN",2,subbing in,,Centre,ellen hicks,,28
211,10,covenant,Centre,Covenant,59-41,59,41,"8, 15, 23, 13, 59","16, 11, 5, 9, 41",8,15,23,13,59,16,11,5,9,41,9-1,4-5,12/29/17,Win,86,No Location Recorded,7 p.m.,A,211,00:28,"SUB OUT by BUNNER,CHEYENNE",,,,,,,"SUB OUT by BUNNER,CHEYENNE",2,subbing out,,Centre,cheyenne bunner,,28
