,game,opponent name,boxscore_visitor_name,boxscore_home_name,final score,centreFinalScore,opponentFinalScore,centreScoreByPeriod,opponentScoreByPeriod,centreScorePeriod1,centreScorePeriod2,centreScorePeriod3,centreScorePeriod4,centreScorePeriod5,opponentScorePeriod1,opponentScorePeriod2,opponentScorePeriod3,opponentScorePeriod4,opponentScorePeriod5,centreRecord,opponentRecord,gameDate,outcome,attendance,gameLocation,gameTime,homeGame,,Time Remaining,CENTRE-W,Away Team Score,Play Team Indicator,Home Team Score,ROCKFORD,Game Score,Team Indicator,Play,period number,Play Type,Shot Outcome,Team,Player,Points Earned,Time(seconds)
211,8,rockford,Centre College,Rockford University,62-48,62,48,"9, 28, 14, 11, 62","12, 10, 12, 14, 48",9,28,14,11,62,12,10,12,14,48,7-1,1-8,12/19/17,Win,91,No Location Recorded,4:00 AM,A,211,02:21,"SUB OUT by WEHBY,ABIGAIL",,,,,,,"SUB OUT by WEHBY,ABIGAIL",2,subbing out,,Centre,abigail wehby,,141
212,8,rockford,Centre College,Rockford University,62-48,62,48,"9, 28, 14, 11, 62","12, 10, 12, 14, 48",9,28,14,11,62,12,10,12,14,48,7-1,1-8,12/19/17,Win,91,No Location Recorded,4:00 AM,A,212,02:19,,,,,"MISS LAYUP by HART,KATIE",,,"MISS LAYUP by HART,KATIE",2,layup,missed,rockford university,katie hart,,139
213,8,rockford,Centre College,Rockford University,62-48,62,48,"9, 28, 14, 11, 62","12, 10, 12, 14, 48",9,28,14,11,62,12,10,12,14,48,7-1,1-8,12/19/17,Win,91,No Location Recorded,4:00 AM,A,213,--,"REBOUND DEF by SCHAD,OLIVIA",,,,,,,"REBOUND DEF by SCHAD,OLIVIA",2,defensive rebound,,Centre,olivia schad,,
214,8,rockford,Centre College,Rockford University,62-48,62,48,"9, 28, 14, 11, 62","12, 10, 12, 14, 48",9,28,14,11,62,12,10,12,14,48,7-1,1-8,12/19/17,Win,91,No Location Recorded,4:00 AM,A,214,02:10,"MISS LAYUP by KELLAM,PAIGE",,,,,,,"MISS LAYUP by KELLAM,PAIGE",2,layup,missed,Centre,paige kellam,,130
215,8,rockford,Centre College,Rockford University,62-48,62,48,"9, 28, 14, 11, 62","12, 10, 12, 14, 48",9,28,14,11,62,12,10,12,14,48,7-1,1-8,12/19/17,Win,91,No Location Recorded,4:00 AM,A,215,--,,,,,"REBOUND DEF by RUSSELL,SAMMI",,,"REBOUND DEF by RUSSELL,SAMMI",2,defensive rebound,,rockford university,sammi russell,,
216,8,rockford,Centre College,Rockford University,62-48,62,48,"9, 28, 14, 11, 62","12, 10, 12, 14, 48",9,28,14,11,62,12,10,12,14,48,7-1,1-8,12/19/17,Win,91,No Location Recorded,4:00 AM,A,216,02:06,"FOUL  by FEE,MIKAYLA",,,,,,,"FOUL  by FEE,MIKAYLA",2,foul,,Centre,mikayla fee,,126
217,8,rockford,Centre College,Rockford University,62-48,62,48,"9, 28, 14, 11, 62","12, 10, 12, 14, 48",9,28,14,11,62,12,10,12,14,48,7-1,1-8,12/19/17,Win,91,No Location Recorded,4:00 AM,A,217,02:06,"SUB IN by MILLER,LAKKEN",,,,,,,"SUB IN by MILLER,LAKKEN",2,subbing in,,Centre,lakken miller,,126
218,8,rockford,Centre College,Rockford University,62-48,62,48,"9, 28, 14, 11, 62","12, 10, 12, 14, 48",9,28,14,11,62,12,10,12,14,48,7-1,1-8,12/19/17,Win,91,No Location Recorded,4:00 AM,A,218,02:06,"SUB IN by STEWART,ABIGAIL",,,,,,,"SUB IN by STEWART,ABIGAIL",2,subbing in,,Centre,abigail stewart,,126
219,8,rockford,Centre College,Rockford University,62-48,62,48,"9, 28, 14, 11, 62","12, 10, 12, 14, 48",9,28,14,11,62,12,10,12,14,48,7-1,1-8,12/19/17,Win,91,No Location Recorded,4:00 AM,A,219,02:06,"SUB OUT by FEE,MIKAYLA",,,,,,,"SUB OUT by FEE,MIKAYLA",2,subbing out,,Centre,mikayla fee,,126
220,8,rockford,Centre College,Rockford University,62-48,62,48,"9, 28, 14, 11, 62","12, 10, 12, 14, 48",9,28,14,11,62,12,10,12,14,48,7-1,1-8,12/19/17,Win,91,No Location Recorded,4:00 AM,A,220,02:06,"SUB OUT by SCHAD,OLIVIA",,,,,,,"SUB OUT by SCHAD,OLIVIA",2,subbing out,,Centre,olivia schad,,126
221,8,rockford,Centre College,Rockford University,62-48,62,48,"9, 28, 14, 11, 62","12, 10, 12, 14, 48",9,28,14,11,62,12,10,12,14,48,7-1,1-8,12/19/17,Win,91,No Location Recorded,4:00 AM,A,221,01:49,,32 (+10),,22,"GOOD LAYUP by RUSSELL,SAMMI(in the paint)",ROCKFORD 32-22 (+10),,"GOOD LAYUP by RUSSELL,SAMMI(in the paint)",2,layup,good,rockford university,sammi russell,2,109
222,8,rockford,Centre College,Rockford University,62-48,62,48,"9, 28, 14, 11, 62","12, 10, 12, 14, 48",9,28,14,11,62,12,10,12,14,48,7-1,1-8,12/19/17,Win,91,No Location Recorded,4:00 AM,A,222,--,,,,,"ASSIST  by KEY,TAJANAE",,,"ASSIST  by KEY,TAJANAE",2,assist,,rockford university,tajanae key,,
223,8,rockford,Centre College,Rockford University,62-48,62,48,"9, 28, 14, 11, 62","12, 10, 12, 14, 48",9,28,14,11,62,12,10,12,14,48,7-1,1-8,12/19/17,Win,91,No Location Recorded,4:00 AM,A,223,01:33,"GOOD 3PTR by WILSON,KATHLEEN",35 (+13),,22,,CENTRE-W 35-22 (+13),,"GOOD 3PTR by WILSON,KATHLEEN",2,three pointer,good,Centre,kathleen wilson,3,93
224,8,rockford,Centre College,Rockford University,62-48,62,48,"9, 28, 14, 11, 62","12, 10, 12, 14, 48",9,28,14,11,62,12,10,12,14,48,7-1,1-8,12/19/17,Win,91,No Location Recorded,4:00 AM,A,224,--,"ASSIST  by MILLER,LAKKEN",,,,,,,"ASSIST  by MILLER,LAKKEN",2,assist,,Centre,lakken miller,,
225,8,rockford,Centre College,Rockford University,62-48,62,48,"9, 28, 14, 11, 62","12, 10, 12, 14, 48",9,28,14,11,62,12,10,12,14,48,7-1,1-8,12/19/17,Win,91,No Location Recorded,4:00 AM,A,225,01:19,,,,,"MISS LAYUP by KEY,TAJANAE",,,"MISS LAYUP by KEY,TAJANAE",2,layup,missed,rockford university,tajanae key,,79
226,8,rockford,Centre College,Rockford University,62-48,62,48,"9, 28, 14, 11, 62","12, 10, 12, 14, 48",9,28,14,11,62,12,10,12,14,48,7-1,1-8,12/19/17,Win,91,No Location Recorded,4:00 AM,A,226,--,"REBOUND DEF by BUNNER,CHEYENNE",,,,,,,"REBOUND DEF by BUNNER,CHEYENNE",2,defensive rebound,,Centre,cheyenne bunner,,
227,8,rockford,Centre College,Rockford University,62-48,62,48,"9, 28, 14, 11, 62","12, 10, 12, 14, 48",9,28,14,11,62,12,10,12,14,48,7-1,1-8,12/19/17,Win,91,No Location Recorded,4:00 AM,A,227,01:11,"MISS JUMPER by KELLAM,PAIGE",,,,,,,"MISS JUMPER by KELLAM,PAIGE",2,jumper,missed,Centre,paige kellam,,71
228,8,rockford,Centre College,Rockford University,62-48,62,48,"9, 28, 14, 11, 62","12, 10, 12, 14, 48",9,28,14,11,62,12,10,12,14,48,7-1,1-8,12/19/17,Win,91,No Location Recorded,4:00 AM,A,228,--,,,,,"REBOUND DEF by HART,KATIE",,,"REBOUND DEF by HART,KATIE",2,defensive rebound,,rockford university,katie hart,,
229,8,rockford,Centre College,Rockford University,62-48,62,48,"9, 28, 14, 11, 62","12, 10, 12, 14, 48",9,28,14,11,62,12,10,12,14,48,7-1,1-8,12/19/17,Win,91,No Location Recorded,4:00 AM,A,229,00:58,,,,,"FOUL  by KELLER,LINZY",,,"FOUL  by KELLER,LINZY",2,foul,,rockford university,linzy keller,,58
230,8,rockford,Centre College,Rockford University,62-48,62,48,"9, 28, 14, 11, 62","12, 10, 12, 14, 48",9,28,14,11,62,12,10,12,14,48,7-1,1-8,12/19/17,Win,91,No Location Recorded,4:00 AM,A,230,00:58,,,,,"TURNOVER  by KELLER,LINZY",,,"TURNOVER  by KELLER,LINZY",2,turnover,,rockford university,linzy keller,,58
231,8,rockford,Centre College,Rockford University,62-48,62,48,"9, 28, 14, 11, 62","12, 10, 12, 14, 48",9,28,14,11,62,12,10,12,14,48,7-1,1-8,12/19/17,Win,91,No Location Recorded,4:00 AM,A,231,00:58,"SUB IN by WEHBY,ABIGAIL",,,,,,,"SUB IN by WEHBY,ABIGAIL",2,subbing in,,Centre,abigail wehby,,58
232,8,rockford,Centre College,Rockford University,62-48,62,48,"9, 28, 14, 11, 62","12, 10, 12, 14, 48",9,28,14,11,62,12,10,12,14,48,7-1,1-8,12/19/17,Win,91,No Location Recorded,4:00 AM,A,232,00:58,"SUB IN by HICKS,ELLEN",,,,,,,"SUB IN by HICKS,ELLEN",2,subbing in,,Centre,ellen hicks,,58
233,8,rockford,Centre College,Rockford University,62-48,62,48,"9, 28, 14, 11, 62","12, 10, 12, 14, 48",9,28,14,11,62,12,10,12,14,48,7-1,1-8,12/19/17,Win,91,No Location Recorded,4:00 AM,A,233,00:58,"SUB OUT by STEWART,ABIGAIL",,,,,,,"SUB OUT by STEWART,ABIGAIL",2,subbing out,,Centre,abigail stewart,,58
234,8,rockford,Centre College,Rockford University,62-48,62,48,"9, 28, 14, 11, 62","12, 10, 12, 14, 48",9,28,14,11,62,12,10,12,14,48,7-1,1-8,12/19/17,Win,91,No Location Recorded,4:00 AM,A,234,00:58,"SUB OUT by KELLAM,PAIGE",,,,,,,"SUB OUT by KELLAM,PAIGE",2,subbing out,,Centre,paige kellam,,58
235,8,rockford,Centre College,Rockford University,62-48,62,48,"9, 28, 14, 11, 62","12, 10, 12, 14, 48",9,28,14,11,62,12,10,12,14,48,7-1,1-8,12/19/17,Win,91,No Location Recorded,4:00 AM,A,235,00:58,,,,,"SUB IN by YERK,NEVE",,,"SUB IN by YERK,NEVE",2,subbing in,,rockford university,neve yerk,,58
236,8,rockford,Centre College,Rockford University,62-48,62,48,"9, 28, 14, 11, 62","12, 10, 12, 14, 48",9,28,14,11,62,12,10,12,14,48,7-1,1-8,12/19/17,Win,91,No Location Recorded,4:00 AM,A,236,00:58,,,,,"SUB IN by TERRY,KAYLYNNE",,,"SUB IN by TERRY,KAYLYNNE",2,subbing in,,rockford university,kaylynne terry,,58
237,8,rockford,Centre College,Rockford University,62-48,62,48,"9, 28, 14, 11, 62","12, 10, 12, 14, 48",9,28,14,11,62,12,10,12,14,48,7-1,1-8,12/19/17,Win,91,No Location Recorded,4:00 AM,A,237,00:58,,,,,"SUB OUT by RUSSELL,SAMMI",,,"SUB OUT by RUSSELL,SAMMI",2,subbing out,,rockford university,sammi russell,,58
238,8,rockford,Centre College,Rockford University,62-48,62,48,"9, 28, 14, 11, 62","12, 10, 12, 14, 48",9,28,14,11,62,12,10,12,14,48,7-1,1-8,12/19/17,Win,91,No Location Recorded,4:00 AM,A,238,00:58,,,,,"SUB OUT by KEY,TAJANAE",,,"SUB OUT by KEY,TAJANAE",2,subbing out,,rockford university,tajanae key,,58
239,8,rockford,Centre College,Rockford University,62-48,62,48,"9, 28, 14, 11, 62","12, 10, 12, 14, 48",9,28,14,11,62,12,10,12,14,48,7-1,1-8,12/19/17,Win,91,No Location Recorded,4:00 AM,A,239,00:37,"MISS JUMPER by WILSON,KATHLEEN",,,,,,,"MISS JUMPER by WILSON,KATHLEEN",2,jumper,missed,Centre,kathleen wilson,,37
240,8,rockford,Centre College,Rockford University,62-48,62,48,"9, 28, 14, 11, 62","12, 10, 12, 14, 48",9,28,14,11,62,12,10,12,14,48,7-1,1-8,12/19/17,Win,91,No Location Recorded,4:00 AM,A,240,--,,,,,"REBOUND DEF by HART,KATIE",,,"REBOUND DEF by HART,KATIE",2,defensive rebound,,rockford university,katie hart,,
241,8,rockford,Centre College,Rockford University,62-48,62,48,"9, 28, 14, 11, 62","12, 10, 12, 14, 48",9,28,14,11,62,12,10,12,14,48,7-1,1-8,12/19/17,Win,91,No Location Recorded,4:00 AM,A,241,00:25,,,,,"MISS JUMPER by SILVERS,NICOLE",,,"MISS JUMPER by SILVERS,NICOLE",2,jumper,missed,rockford university,nicole silvers,,25
242,8,rockford,Centre College,Rockford University,62-48,62,48,"9, 28, 14, 11, 62","12, 10, 12, 14, 48",9,28,14,11,62,12,10,12,14,48,7-1,1-8,12/19/17,Win,91,No Location Recorded,4:00 AM,A,242,--,"REBOUND DEF by BUNNER,CHEYENNE",,,,,,,"REBOUND DEF by BUNNER,CHEYENNE",2,defensive rebound,,Centre,cheyenne bunner,,
243,8,rockford,Centre College,Rockford University,62-48,62,48,"9, 28, 14, 11, 62","12, 10, 12, 14, 48",9,28,14,11,62,12,10,12,14,48,7-1,1-8,12/19/17,Win,91,No Location Recorded,4:00 AM,A,243,00:15,"GOOD LAYUP by HICKS,ELLEN(fastbreak)(in the paint)",37 (+15),,22,,CENTRE-W 37-22 (+15),,"GOOD LAYUP by HICKS,ELLEN(fastbreak)(in the paint)",2,layup,good,Centre,ellen(fastbreak) hicks,2,15
244,8,rockford,Centre College,Rockford University,62-48,62,48,"9, 28, 14, 11, 62","12, 10, 12, 14, 48",9,28,14,11,62,12,10,12,14,48,7-1,1-8,12/19/17,Win,91,No Location Recorded,4:00 AM,A,244,--,"ASSIST  by MILLER,LAKKEN",,,,,,,"ASSIST  by MILLER,LAKKEN",2,assist,,Centre,lakken miller,,
245,8,rockford,Centre College,Rockford University,62-48,62,48,"9, 28, 14, 11, 62","12, 10, 12, 14, 48",9,28,14,11,62,12,10,12,14,48,7-1,1-8,12/19/17,Win,91,No Location Recorded,4:00 AM,A,245,00:01,,,,,"TURNOVER  by HART,KATIE",,,"TURNOVER  by HART,KATIE",2,turnover,,rockford university,katie hart,,1
246,8,rockford,Centre College,Rockford University,62-48,62,48,"9, 28, 14, 11, 62","12, 10, 12, 14, 48",9,28,14,11,62,12,10,12,14,48,7-1,1-8,12/19/17,Win,91,No Location Recorded,4:00 AM,A,246,00:01,"STEAL  by WEHBY,ABIGAIL",,,,,,,"STEAL  by WEHBY,ABIGAIL",2,steal,,Centre,,,1
247,8,rockford,Centre College,Rockford University,62-48,62,48,"9, 28, 14, 11, 62","12, 10, 12, 14, 48",9,28,14,11,62,12,10,12,14,48,7-1,1-8,12/19/17,Win,91,No Location Recorded,4:00 AM,A,247,00:01,"SUB IN by MARCUM,MADISON",,,,,,,"SUB IN by MARCUM,MADISON",2,subbing in,,Centre,madison marcum,,1
248,8,rockford,Centre College,Rockford University,62-48,62,48,"9, 28, 14, 11, 62","12, 10, 12, 14, 48",9,28,14,11,62,12,10,12,14,48,7-1,1-8,12/19/17,Win,91,No Location Recorded,4:00 AM,A,248,00:01,"SUB OUT by WILSON,KATHLEEN",,,,,,,"SUB OUT by WILSON,KATHLEEN",2,subbing out,,Centre,kathleen wilson,,1
249,8,rockford,Centre College,Rockford University,62-48,62,48,"9, 28, 14, 11, 62","12, 10, 12, 14, 48",9,28,14,11,62,12,10,12,14,48,7-1,1-8,12/19/17,Win,91,No Location Recorded,4:00 AM,A,249,Start Period 3,,,,,,,,,3,,,,,,
250,8,rockford,Centre College,Rockford University,62-48,62,48,"9, 28, 14, 11, 62","12, 10, 12, 14, 48",9,28,14,11,62,12,10,12,14,48,7-1,1-8,12/19/17,Win,91,No Location Recorded,4:00 AM,A,250,09:45,,37 (+13),,24,"GOOD LAYUP by SILVERS,NICOLE(in the paint)",ROCKFORD 37-24 (+13),,"GOOD LAYUP by SILVERS,NICOLE(in the paint)",3,layup,good,rockford university,nicole silvers,2,585
251,8,rockford,Centre College,Rockford University,62-48,62,48,"9, 28, 14, 11, 62","12, 10, 12, 14, 48",9,28,14,11,62,12,10,12,14,48,7-1,1-8,12/19/17,Win,91,No Location Recorded,4:00 AM,A,251,09:29,"GOOD LAYUP by STEWART,ABIGAIL(in the paint)",39 (+15),,24,,CENTRE-W 39-24 (+15),,"GOOD LAYUP by STEWART,ABIGAIL(in the paint)",3,layup,good,Centre,abigail stewart,2,569
252,8,rockford,Centre College,Rockford University,62-48,62,48,"9, 28, 14, 11, 62","12, 10, 12, 14, 48",9,28,14,11,62,12,10,12,14,48,7-1,1-8,12/19/17,Win,91,No Location Recorded,4:00 AM,A,252,--,"ASSIST  by KELLAM,PAIGE",,,,,,,"ASSIST  by KELLAM,PAIGE",3,assist,,Centre,paige kellam,,
253,8,rockford,Centre College,Rockford University,62-48,62,48,"9, 28, 14, 11, 62","12, 10, 12, 14, 48",9,28,14,11,62,12,10,12,14,48,7-1,1-8,12/19/17,Win,91,No Location Recorded,4:00 AM,A,253,08:57,,,,,"MISS JUMPER by SILVERS,NICOLE",,,"MISS JUMPER by SILVERS,NICOLE",3,jumper,missed,rockford university,nicole silvers,,537
254,8,rockford,Centre College,Rockford University,62-48,62,48,"9, 28, 14, 11, 62","12, 10, 12, 14, 48",9,28,14,11,62,12,10,12,14,48,7-1,1-8,12/19/17,Win,91,No Location Recorded,4:00 AM,A,254,--,"REBOUND DEF by WILSON,KATHLEEN",,,,,,,"REBOUND DEF by WILSON,KATHLEEN",3,defensive rebound,,Centre,kathleen wilson,,
255,8,rockford,Centre College,Rockford University,62-48,62,48,"9, 28, 14, 11, 62","12, 10, 12, 14, 48",9,28,14,11,62,12,10,12,14,48,7-1,1-8,12/19/17,Win,91,No Location Recorded,4:00 AM,A,255,08:51,"GOOD JUMPER by RICE,MADISON",41 (+17),,24,,CENTRE-W 41-24 (+17),,"GOOD JUMPER by RICE,MADISON",3,jumper,good,Centre,madison rice,2,531
256,8,rockford,Centre College,Rockford University,62-48,62,48,"9, 28, 14, 11, 62","12, 10, 12, 14, 48",9,28,14,11,62,12,10,12,14,48,7-1,1-8,12/19/17,Win,91,No Location Recorded,4:00 AM,A,256,--,"ASSIST  by WILSON,KATHLEEN",,,,,,,"ASSIST  by WILSON,KATHLEEN",3,assist,,Centre,kathleen wilson,,
257,8,rockford,Centre College,Rockford University,62-48,62,48,"9, 28, 14, 11, 62","12, 10, 12, 14, 48",9,28,14,11,62,12,10,12,14,48,7-1,1-8,12/19/17,Win,91,No Location Recorded,4:00 AM,A,257,08:26,,,,,"MISS JUMPER by SILVERS,NICOLE",,,"MISS JUMPER by SILVERS,NICOLE",3,jumper,missed,rockford university,nicole silvers,,506
258,8,rockford,Centre College,Rockford University,62-48,62,48,"9, 28, 14, 11, 62","12, 10, 12, 14, 48",9,28,14,11,62,12,10,12,14,48,7-1,1-8,12/19/17,Win,91,No Location Recorded,4:00 AM,A,258,--,"REBOUND DEF by RICE,MADISON",,,,,,,"REBOUND DEF by RICE,MADISON",3,defensive rebound,,Centre,madison rice,,
259,8,rockford,Centre College,Rockford University,62-48,62,48,"9, 28, 14, 11, 62","12, 10, 12, 14, 48",9,28,14,11,62,12,10,12,14,48,7-1,1-8,12/19/17,Win,91,No Location Recorded,4:00 AM,A,259,08:18,"GOOD JUMPER by WILSON,KATHLEEN(fastbreak)",43 (+19),,24,,CENTRE-W 43-24 (+19),,"GOOD JUMPER by WILSON,KATHLEEN(fastbreak)",3,jumper,good,Centre,kathleen(fastbreak) wilson,2,498
260,8,rockford,Centre College,Rockford University,62-48,62,48,"9, 28, 14, 11, 62","12, 10, 12, 14, 48",9,28,14,11,62,12,10,12,14,48,7-1,1-8,12/19/17,Win,91,No Location Recorded,4:00 AM,A,260,--,"ASSIST  by KELLAM,PAIGE",,,,,,,"ASSIST  by KELLAM,PAIGE",3,assist,,Centre,paige kellam,,
261,8,rockford,Centre College,Rockford University,62-48,62,48,"9, 28, 14, 11, 62","12, 10, 12, 14, 48",9,28,14,11,62,12,10,12,14,48,7-1,1-8,12/19/17,Win,91,No Location Recorded,4:00 AM,A,261,08:07,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,3,timeout,,Centre,,,487
262,8,rockford,Centre College,Rockford University,62-48,62,48,"9, 28, 14, 11, 62","12, 10, 12, 14, 48",9,28,14,11,62,12,10,12,14,48,7-1,1-8,12/19/17,Win,91,No Location Recorded,4:00 AM,A,262,07:52,"FOUL  by STEWART,ABIGAIL",,,,,,,"FOUL  by STEWART,ABIGAIL",3,foul,,Centre,abigail stewart,,472
263,8,rockford,Centre College,Rockford University,62-48,62,48,"9, 28, 14, 11, 62","12, 10, 12, 14, 48",9,28,14,11,62,12,10,12,14,48,7-1,1-8,12/19/17,Win,91,No Location Recorded,4:00 AM,A,263,07:52,,43 (+18),,25,"GOOD FT by RUSSELL,SAMMI",ROCKFORD 43-25 (+18),,"GOOD FT by RUSSELL,SAMMI",3,free throw,good,rockford university,sammi russell,1,472
264,8,rockford,Centre College,Rockford University,62-48,62,48,"9, 28, 14, 11, 62","12, 10, 12, 14, 48",9,28,14,11,62,12,10,12,14,48,7-1,1-8,12/19/17,Win,91,No Location Recorded,4:00 AM,A,264,07:52,,43 (+17),,26,"GOOD FT by RUSSELL,SAMMI",ROCKFORD 43-26 (+17),,"GOOD FT by RUSSELL,SAMMI",3,free throw,good,rockford university,sammi russell,1,472
265,8,rockford,Centre College,Rockford University,62-48,62,48,"9, 28, 14, 11, 62","12, 10, 12, 14, 48",9,28,14,11,62,12,10,12,14,48,7-1,1-8,12/19/17,Win,91,No Location Recorded,4:00 AM,A,265,07:52,,,,,"SUB IN by PEARSON,MADDY",,,"SUB IN by PEARSON,MADDY",3,subbing in,,rockford university,maddy pearson,,472
266,8,rockford,Centre College,Rockford University,62-48,62,48,"9, 28, 14, 11, 62","12, 10, 12, 14, 48",9,28,14,11,62,12,10,12,14,48,7-1,1-8,12/19/17,Win,91,No Location Recorded,4:00 AM,A,266,07:52,,,,,"SUB OUT by KEY,TAJANAE",,,"SUB OUT by KEY,TAJANAE",3,subbing out,,rockford university,tajanae key,,472
267,8,rockford,Centre College,Rockford University,62-48,62,48,"9, 28, 14, 11, 62","12, 10, 12, 14, 48",9,28,14,11,62,12,10,12,14,48,7-1,1-8,12/19/17,Win,91,No Location Recorded,4:00 AM,A,267,07:37,"GOOD JUMPER by SCHAD,OLIVIA",45 (+19),,26,,CENTRE-W 45-26 (+19),,"GOOD JUMPER by SCHAD,OLIVIA",3,jumper,good,Centre,olivia schad,2,457
268,8,rockford,Centre College,Rockford University,62-48,62,48,"9, 28, 14, 11, 62","12, 10, 12, 14, 48",9,28,14,11,62,12,10,12,14,48,7-1,1-8,12/19/17,Win,91,No Location Recorded,4:00 AM,A,268,07:26,"FOUL  by KELLAM,PAIGE",,,,,,,"FOUL  by KELLAM,PAIGE",3,foul,,Centre,paige kellam,,446
269,8,rockford,Centre College,Rockford University,62-48,62,48,"9, 28, 14, 11, 62","12, 10, 12, 14, 48",9,28,14,11,62,12,10,12,14,48,7-1,1-8,12/19/17,Win,91,No Location Recorded,4:00 AM,A,269,07:26,,,,,"MISS FT by KELLER,LINZY",,,"MISS FT by KELLER,LINZY",3,free throw,missed,rockford university,linzy keller,,446
270,8,rockford,Centre College,Rockford University,62-48,62,48,"9, 28, 14, 11, 62","12, 10, 12, 14, 48",9,28,14,11,62,12,10,12,14,48,7-1,1-8,12/19/17,Win,91,No Location Recorded,4:00 AM,A,270,--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,3,deadball rebound,,Centre,,,
271,8,rockford,Centre College,Rockford University,62-48,62,48,"9, 28, 14, 11, 62","12, 10, 12, 14, 48",9,28,14,11,62,12,10,12,14,48,7-1,1-8,12/19/17,Win,91,No Location Recorded,4:00 AM,A,271,07:26,,45 (+18),,27,"GOOD FT by KELLER,LINZY",ROCKFORD 45-27 (+18),,"GOOD FT by KELLER,LINZY",3,free throw,good,rockford university,linzy keller,1,446
272,8,rockford,Centre College,Rockford University,62-48,62,48,"9, 28, 14, 11, 62","12, 10, 12, 14, 48",9,28,14,11,62,12,10,12,14,48,7-1,1-8,12/19/17,Win,91,No Location Recorded,4:00 AM,A,272,07:26,"SUB IN by FEE,MIKAYLA",,,,,,,"SUB IN by FEE,MIKAYLA",3,subbing in,,Centre,mikayla fee,,446
273,8,rockford,Centre College,Rockford University,62-48,62,48,"9, 28, 14, 11, 62","12, 10, 12, 14, 48",9,28,14,11,62,12,10,12,14,48,7-1,1-8,12/19/17,Win,91,No Location Recorded,4:00 AM,A,273,07:26,"SUB IN by BUNNER,CHEYENNE",,,,,,,"SUB IN by BUNNER,CHEYENNE",3,subbing in,,Centre,cheyenne bunner,,446
274,8,rockford,Centre College,Rockford University,62-48,62,48,"9, 28, 14, 11, 62","12, 10, 12, 14, 48",9,28,14,11,62,12,10,12,14,48,7-1,1-8,12/19/17,Win,91,No Location Recorded,4:00 AM,A,274,07:26,"SUB IN by BALLARD,AMI",,,,,,,"SUB IN by BALLARD,AMI",3,subbing in,,Centre,ami ballard,,446
275,8,rockford,Centre College,Rockford University,62-48,62,48,"9, 28, 14, 11, 62","12, 10, 12, 14, 48",9,28,14,11,62,12,10,12,14,48,7-1,1-8,12/19/17,Win,91,No Location Recorded,4:00 AM,A,275,07:26,"SUB OUT by RICE,MADISON",,,,,,,"SUB OUT by RICE,MADISON",3,subbing out,,Centre,madison rice,,446
276,8,rockford,Centre College,Rockford University,62-48,62,48,"9, 28, 14, 11, 62","12, 10, 12, 14, 48",9,28,14,11,62,12,10,12,14,48,7-1,1-8,12/19/17,Win,91,No Location Recorded,4:00 AM,A,276,07:26,"SUB OUT by STEWART,ABIGAIL",,,,,,,"SUB OUT by STEWART,ABIGAIL",3,subbing out,,Centre,abigail stewart,,446
277,8,rockford,Centre College,Rockford University,62-48,62,48,"9, 28, 14, 11, 62","12, 10, 12, 14, 48",9,28,14,11,62,12,10,12,14,48,7-1,1-8,12/19/17,Win,91,No Location Recorded,4:00 AM,A,277,07:26,"SUB OUT by KELLAM,PAIGE",,,,,,,"SUB OUT by KELLAM,PAIGE",3,subbing out,,Centre,paige kellam,,446
278,8,rockford,Centre College,Rockford University,62-48,62,48,"9, 28, 14, 11, 62","12, 10, 12, 14, 48",9,28,14,11,62,12,10,12,14,48,7-1,1-8,12/19/17,Win,91,No Location Recorded,4:00 AM,A,278,07:12,"MISS 3PTR by WILSON,KATHLEEN",,,,,,,"MISS 3PTR by WILSON,KATHLEEN",3,three pointer,missed,Centre,kathleen wilson,,432
279,8,rockford,Centre College,Rockford University,62-48,62,48,"9, 28, 14, 11, 62","12, 10, 12, 14, 48",9,28,14,11,62,12,10,12,14,48,7-1,1-8,12/19/17,Win,91,No Location Recorded,4:00 AM,A,279,--,,,,,"REBOUND DEF by HART,KATIE",,,"REBOUND DEF by HART,KATIE",3,defensive rebound,,rockford university,katie hart,,
280,8,rockford,Centre College,Rockford University,62-48,62,48,"9, 28, 14, 11, 62","12, 10, 12, 14, 48",9,28,14,11,62,12,10,12,14,48,7-1,1-8,12/19/17,Win,91,No Location Recorded,4:00 AM,A,280,06:57,,,,,"TURNOVER  by SILVERS,NICOLE",,,"TURNOVER  by SILVERS,NICOLE",3,turnover,,rockford university,nicole silvers,,417
281,8,rockford,Centre College,Rockford University,62-48,62,48,"9, 28, 14, 11, 62","12, 10, 12, 14, 48",9,28,14,11,62,12,10,12,14,48,7-1,1-8,12/19/17,Win,91,No Location Recorded,4:00 AM,A,281,06:55,"STEAL  by BUNNER,CHEYENNE",,,,,,,"STEAL  by BUNNER,CHEYENNE",3,steal,,Centre,,,415
282,8,rockford,Centre College,Rockford University,62-48,62,48,"9, 28, 14, 11, 62","12, 10, 12, 14, 48",9,28,14,11,62,12,10,12,14,48,7-1,1-8,12/19/17,Win,91,No Location Recorded,4:00 AM,A,282,06:36,"GOOD JUMPER by BUNNER,CHEYENNE",47 (+20),,27,,CENTRE-W 47-27 (+20),,"GOOD JUMPER by BUNNER,CHEYENNE",3,jumper,good,Centre,cheyenne bunner,2,396
