,game,opponent name,boxscore_visitor_name,boxscore_home_name,final score,centreFinalScore,opponentFinalScore,centreScoreByPeriod,opponentScoreByPeriod,centreScorePeriod1,centreScorePeriod2,centreScorePeriod3,centreScorePeriod4,centreScorePeriod5,opponentScorePeriod1,opponentScorePeriod2,opponentScorePeriod3,opponentScorePeriod4,opponentScorePeriod5,centreRecord,opponentRecord,gameDate,outcome,attendance,gameLocation,gameTime,homeGame,,Time Remaining,SUWB,Away Team Score,Play Team Indicator,Home Team Score,CENTRE-W,Game Score,Team Indicator,Play,period number,Play Type,Shot Outcome,Team,Player,Points Earned,Time(seconds)
132,3,spalding,Spalding,Centre,55-53,55,53,"16, 11, 7, 21, 55","14, 6, 19, 14, 53",16,11,7,21,55,14,6,19,14,53,3-0,1-3,11/21/17,Win,71,No Location Recorded,7:00 PM,H,132,--,,,,,"ASSIST  by WILSON,KATHLEEN",,,"ASSIST  by WILSON,KATHLEEN",2,assist,,Centre,kathleen wilson,,
133,3,spalding,Spalding,Centre,55-53,55,53,"16, 11, 7, 21, 55","14, 6, 19, 14, 53",16,11,7,21,55,14,6,19,14,53,3-0,1-3,11/21/17,Win,71,No Location Recorded,7:00 PM,H,133,09:41,"FOUL  by JUST,ALLISON",,,,,,,"FOUL  by JUST,ALLISON",2,foul,,spalding,allison just,,581
134,3,spalding,Spalding,Centre,55-53,55,53,"16, 11, 7, 21, 55","14, 6, 19, 14, 53",16,11,7,21,55,14,6,19,14,53,3-0,1-3,11/21/17,Win,71,No Location Recorded,7:00 PM,H,134,09:41,,14,,19 (+5),"GOOD FT by STEWART,ABIGAIL",CENTRE-W 14-19 (+5),,"GOOD FT by STEWART,ABIGAIL",2,free throw,good,Centre,abigail stewart,1,581
135,3,spalding,Spalding,Centre,55-53,55,53,"16, 11, 7, 21, 55","14, 6, 19, 14, 53",16,11,7,21,55,14,6,19,14,53,3-0,1-3,11/21/17,Win,71,No Location Recorded,7:00 PM,H,135,09:41,"SUB IN by RENFRO,HANNAH",,,,,,,"SUB IN by RENFRO,HANNAH",2,subbing in,,spalding,hannah renfro,,581
136,3,spalding,Spalding,Centre,55-53,55,53,"16, 11, 7, 21, 55","14, 6, 19, 14, 53",16,11,7,21,55,14,6,19,14,53,3-0,1-3,11/21/17,Win,71,No Location Recorded,7:00 PM,H,136,09:41,"SUB OUT by JUST,ALLISON",,,,,,,"SUB OUT by JUST,ALLISON",2,subbing out,,spalding,allison just,,581
137,3,spalding,Spalding,Centre,55-53,55,53,"16, 11, 7, 21, 55","14, 6, 19, 14, 53",16,11,7,21,55,14,6,19,14,53,3-0,1-3,11/21/17,Win,71,No Location Recorded,7:00 PM,H,137,09:37,"SUB IN by MATTHEWS,LELANDA",,,,,,,"SUB IN by MATTHEWS,LELANDA",2,subbing in,,spalding,lelanda matthews,,577
138,3,spalding,Spalding,Centre,55-53,55,53,"16, 11, 7, 21, 55","14, 6, 19, 14, 53",16,11,7,21,55,14,6,19,14,53,3-0,1-3,11/21/17,Win,71,No Location Recorded,7:00 PM,H,138,09:37,"SUB OUT by THORNHILL,JENNA",,,,,,,"SUB OUT by THORNHILL,JENNA",2,subbing out,,spalding,jenna thornhill,,577
139,3,spalding,Spalding,Centre,55-53,55,53,"16, 11, 7, 21, 55","14, 6, 19, 14, 53",16,11,7,21,55,14,6,19,14,53,3-0,1-3,11/21/17,Win,71,No Location Recorded,7:00 PM,H,139,09:10,"MISS JUMPER by MATTHEWS,LELANDA",,,,,,,"MISS JUMPER by MATTHEWS,LELANDA",2,jumper,missed,spalding,lelanda matthews,,550
140,3,spalding,Spalding,Centre,55-53,55,53,"16, 11, 7, 21, 55","14, 6, 19, 14, 53",16,11,7,21,55,14,6,19,14,53,3-0,1-3,11/21/17,Win,71,No Location Recorded,7:00 PM,H,140,09:10,,,,,"BLOCK  by STEWART,ABIGAIL",,,"BLOCK  by STEWART,ABIGAIL",2,block,,Centre,abigail stewart,,550
141,3,spalding,Spalding,Centre,55-53,55,53,"16, 11, 7, 21, 55","14, 6, 19, 14, 53",16,11,7,21,55,14,6,19,14,53,3-0,1-3,11/21/17,Win,71,No Location Recorded,7:00 PM,H,141,--,,,,,"REBOUND DEF by BUNNER,CHEYENNE",,,"REBOUND DEF by BUNNER,CHEYENNE",2,defensive rebound,,Centre,cheyenne bunner,,
142,3,spalding,Spalding,Centre,55-53,55,53,"16, 11, 7, 21, 55","14, 6, 19, 14, 53",16,11,7,21,55,14,6,19,14,53,3-0,1-3,11/21/17,Win,71,No Location Recorded,7:00 PM,H,142,08:58,,,,,"MISS JUMPER by STEWART,ABIGAIL",,,"MISS JUMPER by STEWART,ABIGAIL",2,jumper,missed,Centre,abigail stewart,,538
143,3,spalding,Spalding,Centre,55-53,55,53,"16, 11, 7, 21, 55","14, 6, 19, 14, 53",16,11,7,21,55,14,6,19,14,53,3-0,1-3,11/21/17,Win,71,No Location Recorded,7:00 PM,H,143,--,"REBOUND DEF by MATTHEWS,LELANDA",,,,,,,"REBOUND DEF by MATTHEWS,LELANDA",2,defensive rebound,,spalding,lelanda matthews,,
144,3,spalding,Spalding,Centre,55-53,55,53,"16, 11, 7, 21, 55","14, 6, 19, 14, 53",16,11,7,21,55,14,6,19,14,53,3-0,1-3,11/21/17,Win,71,No Location Recorded,7:00 PM,H,144,08:35,"MISS LAYUP by MYERS,MACKENZIE",,,,,,,"MISS LAYUP by MYERS,MACKENZIE",2,layup,missed,spalding,mackenzie myers,,515
145,3,spalding,Spalding,Centre,55-53,55,53,"16, 11, 7, 21, 55","14, 6, 19, 14, 53",16,11,7,21,55,14,6,19,14,53,3-0,1-3,11/21/17,Win,71,No Location Recorded,7:00 PM,H,145,08:35,,,,,"BLOCK  by BUNNER,CHEYENNE",,,"BLOCK  by BUNNER,CHEYENNE",2,block,,Centre,cheyenne bunner,,515
146,3,spalding,Spalding,Centre,55-53,55,53,"16, 11, 7, 21, 55","14, 6, 19, 14, 53",16,11,7,21,55,14,6,19,14,53,3-0,1-3,11/21/17,Win,71,No Location Recorded,7:00 PM,H,146,--,,,,,"REBOUND DEF by STEWART,ABIGAIL",,,"REBOUND DEF by STEWART,ABIGAIL",2,defensive rebound,,Centre,abigail stewart,,
147,3,spalding,Spalding,Centre,55-53,55,53,"16, 11, 7, 21, 55","14, 6, 19, 14, 53",16,11,7,21,55,14,6,19,14,53,3-0,1-3,11/21/17,Win,71,No Location Recorded,7:00 PM,H,147,08:25,,14,,22 (+8),"GOOD 3PTR by WILSON,KATHLEEN",CENTRE-W 14-22 (+8),,"GOOD 3PTR by WILSON,KATHLEEN",2,three pointer,good,Centre,kathleen wilson,3,505
148,3,spalding,Spalding,Centre,55-53,55,53,"16, 11, 7, 21, 55","14, 6, 19, 14, 53",16,11,7,21,55,14,6,19,14,53,3-0,1-3,11/21/17,Win,71,No Location Recorded,7:00 PM,H,148,08:21,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2,timeout,,Centre,,,501
149,3,spalding,Spalding,Centre,55-53,55,53,"16, 11, 7, 21, 55","14, 6, 19, 14, 53",16,11,7,21,55,14,6,19,14,53,3-0,1-3,11/21/17,Win,71,No Location Recorded,7:00 PM,H,149,07:59,"MISS 3PTR by MARTIN,ALEX",,,,,,,"MISS 3PTR by MARTIN,ALEX",2,three pointer,missed,spalding,alex martin,,479
150,3,spalding,Spalding,Centre,55-53,55,53,"16, 11, 7, 21, 55","14, 6, 19, 14, 53",16,11,7,21,55,14,6,19,14,53,3-0,1-3,11/21/17,Win,71,No Location Recorded,7:00 PM,H,150,--,"REBOUND OFF by MARTIN,ALEX",,,,,,,"REBOUND OFF by MARTIN,ALEX",2,offensive rebound,,spalding,alex martin,,
151,3,spalding,Spalding,Centre,55-53,55,53,"16, 11, 7, 21, 55","14, 6, 19, 14, 53",16,11,7,21,55,14,6,19,14,53,3-0,1-3,11/21/17,Win,71,No Location Recorded,7:00 PM,H,151,07:53,"MISS JUMPER by MARTIN,ALEX",,,,,,,"MISS JUMPER by MARTIN,ALEX",2,jumper,missed,spalding,alex martin,,473
152,3,spalding,Spalding,Centre,55-53,55,53,"16, 11, 7, 21, 55","14, 6, 19, 14, 53",16,11,7,21,55,14,6,19,14,53,3-0,1-3,11/21/17,Win,71,No Location Recorded,7:00 PM,H,152,--,"REBOUND OFF by MYERS,MACKENZIE",,,,,,,"REBOUND OFF by MYERS,MACKENZIE",2,offensive rebound,,spalding,mackenzie myers,,
153,3,spalding,Spalding,Centre,55-53,55,53,"16, 11, 7, 21, 55","14, 6, 19, 14, 53",16,11,7,21,55,14,6,19,14,53,3-0,1-3,11/21/17,Win,71,No Location Recorded,7:00 PM,H,153,07:49,"GOOD LAYUP by MYERS,MACKENZIE(in the paint)",16,,22 (+6),,SUWB 16-22 (+6),,"GOOD LAYUP by MYERS,MACKENZIE(in the paint)",2,layup,good,spalding,mackenzie myers,2,469
154,3,spalding,Spalding,Centre,55-53,55,53,"16, 11, 7, 21, 55","14, 6, 19, 14, 53",16,11,7,21,55,14,6,19,14,53,3-0,1-3,11/21/17,Win,71,No Location Recorded,7:00 PM,H,154,07:21,"FOUL  by MYERS,MACKENZIE",,,,,,,"FOUL  by MYERS,MACKENZIE",2,foul,,spalding,mackenzie myers,,441
155,3,spalding,Spalding,Centre,55-53,55,53,"16, 11, 7, 21, 55","14, 6, 19, 14, 53",16,11,7,21,55,14,6,19,14,53,3-0,1-3,11/21/17,Win,71,No Location Recorded,7:00 PM,H,155,07:21,"SUB IN by POWELL,KENDYL",,,,,,,"SUB IN by POWELL,KENDYL",2,subbing in,,spalding,kendyl powell,,441
156,3,spalding,Spalding,Centre,55-53,55,53,"16, 11, 7, 21, 55","14, 6, 19, 14, 53",16,11,7,21,55,14,6,19,14,53,3-0,1-3,11/21/17,Win,71,No Location Recorded,7:00 PM,H,156,07:21,"SUB OUT by MYERS,MACKENZIE",,,,,,,"SUB OUT by MYERS,MACKENZIE",2,subbing out,,spalding,mackenzie myers,,441
157,3,spalding,Spalding,Centre,55-53,55,53,"16, 11, 7, 21, 55","14, 6, 19, 14, 53",16,11,7,21,55,14,6,19,14,53,3-0,1-3,11/21/17,Win,71,No Location Recorded,7:00 PM,H,157,07:21,,,,,"SUB IN by RICE,MADISON",,,"SUB IN by RICE,MADISON",2,subbing in,,Centre,madison rice,,441
158,3,spalding,Spalding,Centre,55-53,55,53,"16, 11, 7, 21, 55","14, 6, 19, 14, 53",16,11,7,21,55,14,6,19,14,53,3-0,1-3,11/21/17,Win,71,No Location Recorded,7:00 PM,H,158,07:21,,,,,"SUB IN by FEE,MIKAYLA",,,"SUB IN by FEE,MIKAYLA",2,subbing in,,Centre,mikayla fee,,441
159,3,spalding,Spalding,Centre,55-53,55,53,"16, 11, 7, 21, 55","14, 6, 19, 14, 53",16,11,7,21,55,14,6,19,14,53,3-0,1-3,11/21/17,Win,71,No Location Recorded,7:00 PM,H,159,07:21,,,,,"SUB OUT by BUNNER,CHEYENNE",,,"SUB OUT by BUNNER,CHEYENNE",2,subbing out,,Centre,cheyenne bunner,,441
160,3,spalding,Spalding,Centre,55-53,55,53,"16, 11, 7, 21, 55","14, 6, 19, 14, 53",16,11,7,21,55,14,6,19,14,53,3-0,1-3,11/21/17,Win,71,No Location Recorded,7:00 PM,H,160,07:21,,,,,"SUB OUT by STEWART,ABIGAIL",,,"SUB OUT by STEWART,ABIGAIL",2,subbing out,,Centre,abigail stewart,,441
161,3,spalding,Spalding,Centre,55-53,55,53,"16, 11, 7, 21, 55","14, 6, 19, 14, 53",16,11,7,21,55,14,6,19,14,53,3-0,1-3,11/21/17,Win,71,No Location Recorded,7:00 PM,H,161,07:18,,,,,"TURNOVER  by BALLARD,AMI",,,"TURNOVER  by BALLARD,AMI",2,turnover,,Centre,ami ballard,,438
162,3,spalding,Spalding,Centre,55-53,55,53,"16, 11, 7, 21, 55","14, 6, 19, 14, 53",16,11,7,21,55,14,6,19,14,53,3-0,1-3,11/21/17,Win,71,No Location Recorded,7:00 PM,H,162,07:12,"STEAL  by RENFRO,HANNAH",,,,,,,"STEAL  by RENFRO,HANNAH",2,steal,,spalding,,,432
163,3,spalding,Spalding,Centre,55-53,55,53,"16, 11, 7, 21, 55","14, 6, 19, 14, 53",16,11,7,21,55,14,6,19,14,53,3-0,1-3,11/21/17,Win,71,No Location Recorded,7:00 PM,H,163,06:49,"MISS JUMPER by MATTHEWS,LELANDA",,,,,,,"MISS JUMPER by MATTHEWS,LELANDA",2,jumper,missed,spalding,lelanda matthews,,409
164,3,spalding,Spalding,Centre,55-53,55,53,"16, 11, 7, 21, 55","14, 6, 19, 14, 53",16,11,7,21,55,14,6,19,14,53,3-0,1-3,11/21/17,Win,71,No Location Recorded,7:00 PM,H,164,06:49,,,,,"BLOCK  by FEE,MIKAYLA",,,"BLOCK  by FEE,MIKAYLA",2,block,,Centre,mikayla fee,,409
165,3,spalding,Spalding,Centre,55-53,55,53,"16, 11, 7, 21, 55","14, 6, 19, 14, 53",16,11,7,21,55,14,6,19,14,53,3-0,1-3,11/21/17,Win,71,No Location Recorded,7:00 PM,H,165,--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,2,offensive rebound,,Centre,,,
166,3,spalding,Spalding,Centre,55-53,55,53,"16, 11, 7, 21, 55","14, 6, 19, 14, 53",16,11,7,21,55,14,6,19,14,53,3-0,1-3,11/21/17,Win,71,No Location Recorded,7:00 PM,H,166,06:41,,,,,"SUB IN by WEHBY,ABIGAIL",,,"SUB IN by WEHBY,ABIGAIL",2,subbing in,,Centre,abigail wehby,,401
167,3,spalding,Spalding,Centre,55-53,55,53,"16, 11, 7, 21, 55","14, 6, 19, 14, 53",16,11,7,21,55,14,6,19,14,53,3-0,1-3,11/21/17,Win,71,No Location Recorded,7:00 PM,H,167,06:41,,,,,"SUB IN by MARCUM,MADISON",,,"SUB IN by MARCUM,MADISON",2,subbing in,,Centre,madison marcum,,401
168,3,spalding,Spalding,Centre,55-53,55,53,"16, 11, 7, 21, 55","14, 6, 19, 14, 53",16,11,7,21,55,14,6,19,14,53,3-0,1-3,11/21/17,Win,71,No Location Recorded,7:00 PM,H,168,06:41,,,,,"SUB IN by MILLER,LAKKEN",,,"SUB IN by MILLER,LAKKEN",2,subbing in,,Centre,lakken miller,,401
169,3,spalding,Spalding,Centre,55-53,55,53,"16, 11, 7, 21, 55","14, 6, 19, 14, 53",16,11,7,21,55,14,6,19,14,53,3-0,1-3,11/21/17,Win,71,No Location Recorded,7:00 PM,H,169,06:41,,,,,"SUB OUT by WILSON,KATHLEEN",,,"SUB OUT by WILSON,KATHLEEN",2,subbing out,,Centre,kathleen wilson,,401
170,3,spalding,Spalding,Centre,55-53,55,53,"16, 11, 7, 21, 55","14, 6, 19, 14, 53",16,11,7,21,55,14,6,19,14,53,3-0,1-3,11/21/17,Win,71,No Location Recorded,7:00 PM,H,170,06:41,,,,,"SUB OUT by BALLARD,AMI",,,"SUB OUT by BALLARD,AMI",2,subbing out,,Centre,ami ballard,,401
171,3,spalding,Spalding,Centre,55-53,55,53,"16, 11, 7, 21, 55","14, 6, 19, 14, 53",16,11,7,21,55,14,6,19,14,53,3-0,1-3,11/21/17,Win,71,No Location Recorded,7:00 PM,H,171,06:41,,,,,"SUB OUT by SCHAD,OLIVIA",,,"SUB OUT by SCHAD,OLIVIA",2,subbing out,,Centre,olivia schad,,401
172,3,spalding,Spalding,Centre,55-53,55,53,"16, 11, 7, 21, 55","14, 6, 19, 14, 53",16,11,7,21,55,14,6,19,14,53,3-0,1-3,11/21/17,Win,71,No Location Recorded,7:00 PM,H,172,06:32,"TURNOVER  by RENFRO,HANNAH",,,,,,,"TURNOVER  by RENFRO,HANNAH",2,turnover,,spalding,hannah renfro,,392
173,3,spalding,Spalding,Centre,55-53,55,53,"16, 11, 7, 21, 55","14, 6, 19, 14, 53",16,11,7,21,55,14,6,19,14,53,3-0,1-3,11/21/17,Win,71,No Location Recorded,7:00 PM,H,173,06:29,,,,,"STEAL  by FEE,MIKAYLA",,,"STEAL  by FEE,MIKAYLA",2,steal,,Centre,,,389
174,3,spalding,Spalding,Centre,55-53,55,53,"16, 11, 7, 21, 55","14, 6, 19, 14, 53",16,11,7,21,55,14,6,19,14,53,3-0,1-3,11/21/17,Win,71,No Location Recorded,7:00 PM,H,174,06:25,,16,,25 (+9),"GOOD 3PTR by MARCUM,MADISON",CENTRE-W 16-25 (+9),,"GOOD 3PTR by MARCUM,MADISON",2,three pointer,good,Centre,madison marcum,3,385
175,3,spalding,Spalding,Centre,55-53,55,53,"16, 11, 7, 21, 55","14, 6, 19, 14, 53",16,11,7,21,55,14,6,19,14,53,3-0,1-3,11/21/17,Win,71,No Location Recorded,7:00 PM,H,175,--,,,,,"ASSIST  by WEHBY,ABIGAIL",,,"ASSIST  by WEHBY,ABIGAIL",2,assist,,Centre,abigail wehby,,
176,3,spalding,Spalding,Centre,55-53,55,53,"16, 11, 7, 21, 55","14, 6, 19, 14, 53",16,11,7,21,55,14,6,19,14,53,3-0,1-3,11/21/17,Win,71,No Location Recorded,7:00 PM,H,176,06:00,"TURNOVER  by MARTIN,ALEX",,,,,,,"TURNOVER  by MARTIN,ALEX",2,turnover,,spalding,alex martin,,360
177,3,spalding,Spalding,Centre,55-53,55,53,"16, 11, 7, 21, 55","14, 6, 19, 14, 53",16,11,7,21,55,14,6,19,14,53,3-0,1-3,11/21/17,Win,71,No Location Recorded,7:00 PM,H,177,06:00,,,,,"STEAL  by WEHBY,ABIGAIL",,,"STEAL  by WEHBY,ABIGAIL",2,steal,,Centre,,,360
178,3,spalding,Spalding,Centre,55-53,55,53,"16, 11, 7, 21, 55","14, 6, 19, 14, 53",16,11,7,21,55,14,6,19,14,53,3-0,1-3,11/21/17,Win,71,No Location Recorded,7:00 PM,H,178,05:50,,,,,"MISS 3PTR by MARCUM,MADISON",,,"MISS 3PTR by MARCUM,MADISON",2,three pointer,missed,Centre,madison marcum,,350
179,3,spalding,Spalding,Centre,55-53,55,53,"16, 11, 7, 21, 55","14, 6, 19, 14, 53",16,11,7,21,55,14,6,19,14,53,3-0,1-3,11/21/17,Win,71,No Location Recorded,7:00 PM,H,179,--,"REBOUND DEF by GAHAGAN,TSELEM",,,,,,,"REBOUND DEF by GAHAGAN,TSELEM",2,defensive rebound,,spalding,tselem gahagan,,
180,3,spalding,Spalding,Centre,55-53,55,53,"16, 11, 7, 21, 55","14, 6, 19, 14, 53",16,11,7,21,55,14,6,19,14,53,3-0,1-3,11/21/17,Win,71,No Location Recorded,7:00 PM,H,180,05:26,"MISS LAYUP by MARTIN,ALEX",,,,,,,"MISS LAYUP by MARTIN,ALEX",2,layup,missed,spalding,alex martin,,326
181,3,spalding,Spalding,Centre,55-53,55,53,"16, 11, 7, 21, 55","14, 6, 19, 14, 53",16,11,7,21,55,14,6,19,14,53,3-0,1-3,11/21/17,Win,71,No Location Recorded,7:00 PM,H,181,--,,,,,"REBOUND DEF by WEHBY,ABIGAIL",,,"REBOUND DEF by WEHBY,ABIGAIL",2,defensive rebound,,Centre,abigail wehby,,
182,3,spalding,Spalding,Centre,55-53,55,53,"16, 11, 7, 21, 55","14, 6, 19, 14, 53",16,11,7,21,55,14,6,19,14,53,3-0,1-3,11/21/17,Win,71,No Location Recorded,7:00 PM,H,182,05:17,,,,,"MISS 3PTR by FEE,MIKAYLA",,,"MISS 3PTR by FEE,MIKAYLA",2,three pointer,missed,Centre,mikayla fee,,317
183,3,spalding,Spalding,Centre,55-53,55,53,"16, 11, 7, 21, 55","14, 6, 19, 14, 53",16,11,7,21,55,14,6,19,14,53,3-0,1-3,11/21/17,Win,71,No Location Recorded,7:00 PM,H,183,--,"REBOUND DEF by MARTIN,ALEX",,,,,,,"REBOUND DEF by MARTIN,ALEX",2,defensive rebound,,spalding,alex martin,,
184,3,spalding,Spalding,Centre,55-53,55,53,"16, 11, 7, 21, 55","14, 6, 19, 14, 53",16,11,7,21,55,14,6,19,14,53,3-0,1-3,11/21/17,Win,71,No Location Recorded,7:00 PM,H,184,05:03,"TURNOVER  by POWELL,KENDYL",,,,,,,"TURNOVER  by POWELL,KENDYL",2,turnover,,spalding,kendyl powell,,303
185,3,spalding,Spalding,Centre,55-53,55,53,"16, 11, 7, 21, 55","14, 6, 19, 14, 53",16,11,7,21,55,14,6,19,14,53,3-0,1-3,11/21/17,Win,71,No Location Recorded,7:00 PM,H,185,05:03,"SUB IN by GOEING,MEGAN",,,,,,,"SUB IN by GOEING,MEGAN",2,subbing in,,spalding,megan goeing,,303
186,3,spalding,Spalding,Centre,55-53,55,53,"16, 11, 7, 21, 55","14, 6, 19, 14, 53",16,11,7,21,55,14,6,19,14,53,3-0,1-3,11/21/17,Win,71,No Location Recorded,7:00 PM,H,186,05:03,"SUB OUT by POWELL,KENDYL",,,,,,,"SUB OUT by POWELL,KENDYL",2,subbing out,,spalding,kendyl powell,,303
187,3,spalding,Spalding,Centre,55-53,55,53,"16, 11, 7, 21, 55","14, 6, 19, 14, 53",16,11,7,21,55,14,6,19,14,53,3-0,1-3,11/21/17,Win,71,No Location Recorded,7:00 PM,H,187,04:49,,,,,"MISS JUMPER by RICE,MADISON",,,"MISS JUMPER by RICE,MADISON",2,jumper,missed,Centre,madison rice,,289
188,3,spalding,Spalding,Centre,55-53,55,53,"16, 11, 7, 21, 55","14, 6, 19, 14, 53",16,11,7,21,55,14,6,19,14,53,3-0,1-3,11/21/17,Win,71,No Location Recorded,7:00 PM,H,188,--,"REBOUND DEF by MATTHEWS,LELANDA",,,,,,,"REBOUND DEF by MATTHEWS,LELANDA",2,defensive rebound,,spalding,lelanda matthews,,
189,3,spalding,Spalding,Centre,55-53,55,53,"16, 11, 7, 21, 55","14, 6, 19, 14, 53",16,11,7,21,55,14,6,19,14,53,3-0,1-3,11/21/17,Win,71,No Location Recorded,7:00 PM,H,189,04:26,"MISS JUMPER by RENFRO,HANNAH",,,,,,,"MISS JUMPER by RENFRO,HANNAH",2,jumper,missed,spalding,hannah renfro,,266
190,3,spalding,Spalding,Centre,55-53,55,53,"16, 11, 7, 21, 55","14, 6, 19, 14, 53",16,11,7,21,55,14,6,19,14,53,3-0,1-3,11/21/17,Win,71,No Location Recorded,7:00 PM,H,190,--,"REBOUND OFF by POWELL,KENDYL",,,,,,,"REBOUND OFF by POWELL,KENDYL",2,offensive rebound,,spalding,kendyl powell,,
191,3,spalding,Spalding,Centre,55-53,55,53,"16, 11, 7, 21, 55","14, 6, 19, 14, 53",16,11,7,21,55,14,6,19,14,53,3-0,1-3,11/21/17,Win,71,No Location Recorded,7:00 PM,H,191,04:18,"MISS LAYUP by MATTHEWS,LELANDA",,,,,,,"MISS LAYUP by MATTHEWS,LELANDA",2,layup,missed,spalding,lelanda matthews,,258
192,3,spalding,Spalding,Centre,55-53,55,53,"16, 11, 7, 21, 55","14, 6, 19, 14, 53",16,11,7,21,55,14,6,19,14,53,3-0,1-3,11/21/17,Win,71,No Location Recorded,7:00 PM,H,192,04:18,,,,,"BLOCK  by FEE,MIKAYLA",,,"BLOCK  by FEE,MIKAYLA",2,block,,Centre,mikayla fee,,258
193,3,spalding,Spalding,Centre,55-53,55,53,"16, 11, 7, 21, 55","14, 6, 19, 14, 53",16,11,7,21,55,14,6,19,14,53,3-0,1-3,11/21/17,Win,71,No Location Recorded,7:00 PM,H,193,--,,,,,"REBOUND DEF by WEHBY,ABIGAIL",,,"REBOUND DEF by WEHBY,ABIGAIL",2,defensive rebound,,Centre,abigail wehby,,
194,3,spalding,Spalding,Centre,55-53,55,53,"16, 11, 7, 21, 55","14, 6, 19, 14, 53",16,11,7,21,55,14,6,19,14,53,3-0,1-3,11/21/17,Win,71,No Location Recorded,7:00 PM,H,194,04:01,,16,,27 (+11),"GOOD LAYUP by FEE,MIKAYLA(fastbreak)(in the paint)",CENTRE-W 16-27 (+11),,"GOOD LAYUP by FEE,MIKAYLA(fastbreak)(in the paint)",2,layup,good,Centre,mikayla(fastbreak) fee,2,241
195,3,spalding,Spalding,Centre,55-53,55,53,"16, 11, 7, 21, 55","14, 6, 19, 14, 53",16,11,7,21,55,14,6,19,14,53,3-0,1-3,11/21/17,Win,71,No Location Recorded,7:00 PM,H,195,--,,,,,"ASSIST  by WEHBY,ABIGAIL",,,"ASSIST  by WEHBY,ABIGAIL",2,assist,,Centre,abigail wehby,,
196,3,spalding,Spalding,Centre,55-53,55,53,"16, 11, 7, 21, 55","14, 6, 19, 14, 53",16,11,7,21,55,14,6,19,14,53,3-0,1-3,11/21/17,Win,71,No Location Recorded,7:00 PM,H,196,03:54,"GOOD LAYUP by GOEING,MEGAN(in the paint)",18,,27 (+9),,SUWB 18-27 (+9),,"GOOD LAYUP by GOEING,MEGAN(in the paint)",2,layup,good,spalding,megan goeing,2,234
197,3,spalding,Spalding,Centre,55-53,55,53,"16, 11, 7, 21, 55","14, 6, 19, 14, 53",16,11,7,21,55,14,6,19,14,53,3-0,1-3,11/21/17,Win,71,No Location Recorded,7:00 PM,H,197,--,"ASSIST  by MARTIN,ALEX",,,,,,,"ASSIST  by MARTIN,ALEX",2,assist,,spalding,alex martin,,
198,3,spalding,Spalding,Centre,55-53,55,53,"16, 11, 7, 21, 55","14, 6, 19, 14, 53",16,11,7,21,55,14,6,19,14,53,3-0,1-3,11/21/17,Win,71,No Location Recorded,7:00 PM,H,198,03:38,,,,,"TURNOVER  by RICE,MADISON",,,"TURNOVER  by RICE,MADISON",2,turnover,,Centre,madison rice,,218
199,3,spalding,Spalding,Centre,55-53,55,53,"16, 11, 7, 21, 55","14, 6, 19, 14, 53",16,11,7,21,55,14,6,19,14,53,3-0,1-3,11/21/17,Win,71,No Location Recorded,7:00 PM,H,199,03:38,TIMEOUT 20SEC by TEAM,,,,,,,TIMEOUT 20SEC by TEAM,2,timeout,,spalding,,,218
200,3,spalding,Spalding,Centre,55-53,55,53,"16, 11, 7, 21, 55","14, 6, 19, 14, 53",16,11,7,21,55,14,6,19,14,53,3-0,1-3,11/21/17,Win,71,No Location Recorded,7:00 PM,H,200,03:38,,,,,"SUB IN by BUNNER,CHEYENNE",,,"SUB IN by BUNNER,CHEYENNE",2,subbing in,,Centre,cheyenne bunner,,218
201,3,spalding,Spalding,Centre,55-53,55,53,"16, 11, 7, 21, 55","14, 6, 19, 14, 53",16,11,7,21,55,14,6,19,14,53,3-0,1-3,11/21/17,Win,71,No Location Recorded,7:00 PM,H,201,03:38,,,,,"SUB IN by STEWART,ABIGAIL",,,"SUB IN by STEWART,ABIGAIL",2,subbing in,,Centre,abigail stewart,,218
202,3,spalding,Spalding,Centre,55-53,55,53,"16, 11, 7, 21, 55","14, 6, 19, 14, 53",16,11,7,21,55,14,6,19,14,53,3-0,1-3,11/21/17,Win,71,No Location Recorded,7:00 PM,H,202,03:38,,,,,"SUB OUT by RICE,MADISON",,,"SUB OUT by RICE,MADISON",2,subbing out,,Centre,madison rice,,218
203,3,spalding,Spalding,Centre,55-53,55,53,"16, 11, 7, 21, 55","14, 6, 19, 14, 53",16,11,7,21,55,14,6,19,14,53,3-0,1-3,11/21/17,Win,71,No Location Recorded,7:00 PM,H,203,03:38,,,,,"SUB OUT by FEE,MIKAYLA",,,"SUB OUT by FEE,MIKAYLA",2,subbing out,,Centre,mikayla fee,,218
204,3,spalding,Spalding,Centre,55-53,55,53,"16, 11, 7, 21, 55","14, 6, 19, 14, 53",16,11,7,21,55,14,6,19,14,53,3-0,1-3,11/21/17,Win,71,No Location Recorded,7:00 PM,H,204,03:35,"TURNOVER  by GAHAGAN,TSELEM",,,,,,,"TURNOVER  by GAHAGAN,TSELEM",2,turnover,,spalding,tselem gahagan,,215
