,game,opponent name,boxscore_visitor_name,boxscore_home_name,final score,centreFinalScore,opponentFinalScore,centreScoreByPeriod,opponentScoreByPeriod,centreScorePeriod1,centreScorePeriod2,centreScorePeriod3,centreScorePeriod4,centreScorePeriod5,opponentScorePeriod1,opponentScorePeriod2,opponentScorePeriod3,opponentScorePeriod4,opponentScorePeriod5,centreRecord,opponentRecord,gameDate,outcome,attendance,gameLocation,gameTime,homeGame,,Time Remaining,SUWB,Away Team Score,Play Team Indicator,Home Team Score,CENTRE-W,Game Score,Team Indicator,Play,period number,Play Type,Shot Outcome,Team,Player,Points Earned,Time(seconds)
59,3,spalding,Spalding,Centre,55-53,55,53,"16, 11, 7, 21, 55","14, 6, 19, 14, 53",16,11,7,21,55,14,6,19,14,53,3-0,1-3,11/21/17,Win,71,No Location Recorded,7:00 PM,H,59,04:54,,,,,"TURNOVER  by FEE,MIKAYLA",,,"TURNOVER  by FEE,MIKAYLA",1,turnover,,Centre,mikayla fee,,294
60,3,spalding,Spalding,Centre,55-53,55,53,"16, 11, 7, 21, 55","14, 6, 19, 14, 53",16,11,7,21,55,14,6,19,14,53,3-0,1-3,11/21/17,Win,71,No Location Recorded,7:00 PM,H,60,04:50,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,1,timeout,,Centre,,,290
61,3,spalding,Spalding,Centre,55-53,55,53,"16, 11, 7, 21, 55","14, 6, 19, 14, 53",16,11,7,21,55,14,6,19,14,53,3-0,1-3,11/21/17,Win,71,No Location Recorded,7:00 PM,H,61,04:36,"MISS JUMPER by POWELL,KENDYL",,,,,,,"MISS JUMPER by POWELL,KENDYL",1,jumper,missed,spalding,kendyl powell,,276
62,3,spalding,Spalding,Centre,55-53,55,53,"16, 11, 7, 21, 55","14, 6, 19, 14, 53",16,11,7,21,55,14,6,19,14,53,3-0,1-3,11/21/17,Win,71,No Location Recorded,7:00 PM,H,62,--,"REBOUND OFF by MATTHEWS,LELANDA",,,,,,,"REBOUND OFF by MATTHEWS,LELANDA",1,offensive rebound,,spalding,lelanda matthews,,
63,3,spalding,Spalding,Centre,55-53,55,53,"16, 11, 7, 21, 55","14, 6, 19, 14, 53",16,11,7,21,55,14,6,19,14,53,3-0,1-3,11/21/17,Win,71,No Location Recorded,7:00 PM,H,63,04:31,"GOOD LAYUP by MATTHEWS,LELANDA(in the paint)",8,,8,,SUWB 8-8 (0),,"GOOD LAYUP by MATTHEWS,LELANDA(in the paint)",1,layup,good,spalding,lelanda matthews,2,271
64,3,spalding,Spalding,Centre,55-53,55,53,"16, 11, 7, 21, 55","14, 6, 19, 14, 53",16,11,7,21,55,14,6,19,14,53,3-0,1-3,11/21/17,Win,71,No Location Recorded,7:00 PM,H,64,04:15,,8,,10 (+2),"GOOD LAYUP by BUNNER,CHEYENNE(in the paint)",CENTRE-W 8-10 (+2),,"GOOD LAYUP by BUNNER,CHEYENNE(in the paint)",1,layup,good,Centre,cheyenne bunner,2,255
65,3,spalding,Spalding,Centre,55-53,55,53,"16, 11, 7, 21, 55","14, 6, 19, 14, 53",16,11,7,21,55,14,6,19,14,53,3-0,1-3,11/21/17,Win,71,No Location Recorded,7:00 PM,H,65,--,,,,,"ASSIST  by FEE,MIKAYLA",,,"ASSIST  by FEE,MIKAYLA",1,assist,,Centre,mikayla fee,,
66,3,spalding,Spalding,Centre,55-53,55,53,"16, 11, 7, 21, 55","14, 6, 19, 14, 53",16,11,7,21,55,14,6,19,14,53,3-0,1-3,11/21/17,Win,71,No Location Recorded,7:00 PM,H,66,03:53,"GOOD LAYUP by MARTIN,ALEX(in the paint)",10,,10,,SUWB 10-10 (0),,"GOOD LAYUP by MARTIN,ALEX(in the paint)",1,layup,good,spalding,alex martin,2,233
67,3,spalding,Spalding,Centre,55-53,55,53,"16, 11, 7, 21, 55","14, 6, 19, 14, 53",16,11,7,21,55,14,6,19,14,53,3-0,1-3,11/21/17,Win,71,No Location Recorded,7:00 PM,H,67,03:32,,,,,"TURNOVER  by BUNNER,CHEYENNE",,,"TURNOVER  by BUNNER,CHEYENNE",1,turnover,,Centre,cheyenne bunner,,212
68,3,spalding,Spalding,Centre,55-53,55,53,"16, 11, 7, 21, 55","14, 6, 19, 14, 53",16,11,7,21,55,14,6,19,14,53,3-0,1-3,11/21/17,Win,71,No Location Recorded,7:00 PM,H,68,03:31,"STEAL  by GOEING,MEGAN",,,,,,,"STEAL  by GOEING,MEGAN",1,steal,,spalding,,,211
69,3,spalding,Spalding,Centre,55-53,55,53,"16, 11, 7, 21, 55","14, 6, 19, 14, 53",16,11,7,21,55,14,6,19,14,53,3-0,1-3,11/21/17,Win,71,No Location Recorded,7:00 PM,H,69,03:14,"MISS LAYUP by MATTHEWS,LELANDA",,,,,,,"MISS LAYUP by MATTHEWS,LELANDA",1,layup,missed,spalding,lelanda matthews,,194
70,3,spalding,Spalding,Centre,55-53,55,53,"16, 11, 7, 21, 55","14, 6, 19, 14, 53",16,11,7,21,55,14,6,19,14,53,3-0,1-3,11/21/17,Win,71,No Location Recorded,7:00 PM,H,70,--,,,,,"REBOUND DEF by BUNNER,CHEYENNE",,,"REBOUND DEF by BUNNER,CHEYENNE",1,defensive rebound,,Centre,cheyenne bunner,,
71,3,spalding,Spalding,Centre,55-53,55,53,"16, 11, 7, 21, 55","14, 6, 19, 14, 53",16,11,7,21,55,14,6,19,14,53,3-0,1-3,11/21/17,Win,71,No Location Recorded,7:00 PM,H,71,03:02,,10,,12 (+2),"GOOD LAYUP by FEE,MIKAYLA(in the paint)",CENTRE-W 10-12 (+2),,"GOOD LAYUP by FEE,MIKAYLA(in the paint)",1,layup,good,Centre,mikayla fee,2,182
72,3,spalding,Spalding,Centre,55-53,55,53,"16, 11, 7, 21, 55","14, 6, 19, 14, 53",16,11,7,21,55,14,6,19,14,53,3-0,1-3,11/21/17,Win,71,No Location Recorded,7:00 PM,H,72,--,,,,,"ASSIST  by MILLER,LAKKEN",,,"ASSIST  by MILLER,LAKKEN",1,assist,,Centre,lakken miller,,
73,3,spalding,Spalding,Centre,55-53,55,53,"16, 11, 7, 21, 55","14, 6, 19, 14, 53",16,11,7,21,55,14,6,19,14,53,3-0,1-3,11/21/17,Win,71,No Location Recorded,7:00 PM,H,73,02:36,,,,,"FOUL  by MILLER,LAKKEN",,,"FOUL  by MILLER,LAKKEN",1,foul,,Centre,lakken miller,,156
74,3,spalding,Spalding,Centre,55-53,55,53,"16, 11, 7, 21, 55","14, 6, 19, 14, 53",16,11,7,21,55,14,6,19,14,53,3-0,1-3,11/21/17,Win,71,No Location Recorded,7:00 PM,H,74,02:36,"SUB IN by JUST,ALLISON",,,,,,,"SUB IN by JUST,ALLISON",1,subbing in,,spalding,allison just,,156
75,3,spalding,Spalding,Centre,55-53,55,53,"16, 11, 7, 21, 55","14, 6, 19, 14, 53",16,11,7,21,55,14,6,19,14,53,3-0,1-3,11/21/17,Win,71,No Location Recorded,7:00 PM,H,75,02:36,"SUB IN by MYERS,MACKENZIE",,,,,,,"SUB IN by MYERS,MACKENZIE",1,subbing in,,spalding,mackenzie myers,,156
76,3,spalding,Spalding,Centre,55-53,55,53,"16, 11, 7, 21, 55","14, 6, 19, 14, 53",16,11,7,21,55,14,6,19,14,53,3-0,1-3,11/21/17,Win,71,No Location Recorded,7:00 PM,H,76,02:36,"SUB OUT by RENFRO,HANNAH",,,,,,,"SUB OUT by RENFRO,HANNAH",1,subbing out,,spalding,hannah renfro,,156
77,3,spalding,Spalding,Centre,55-53,55,53,"16, 11, 7, 21, 55","14, 6, 19, 14, 53",16,11,7,21,55,14,6,19,14,53,3-0,1-3,11/21/17,Win,71,No Location Recorded,7:00 PM,H,77,02:36,"SUB OUT by POWELL,KENDYL",,,,,,,"SUB OUT by POWELL,KENDYL",1,subbing out,,spalding,kendyl powell,,156
78,3,spalding,Spalding,Centre,55-53,55,53,"16, 11, 7, 21, 55","14, 6, 19, 14, 53",16,11,7,21,55,14,6,19,14,53,3-0,1-3,11/21/17,Win,71,No Location Recorded,7:00 PM,H,78,02:31,"MISS 3PTR by MYERS,MACKENZIE",,,,,,,"MISS 3PTR by MYERS,MACKENZIE",1,three pointer,missed,spalding,mackenzie myers,,151
79,3,spalding,Spalding,Centre,55-53,55,53,"16, 11, 7, 21, 55","14, 6, 19, 14, 53",16,11,7,21,55,14,6,19,14,53,3-0,1-3,11/21/17,Win,71,No Location Recorded,7:00 PM,H,79,--,"REBOUND OFF by JUST,ALLISON",,,,,,,"REBOUND OFF by JUST,ALLISON",1,offensive rebound,,spalding,allison just,,
80,3,spalding,Spalding,Centre,55-53,55,53,"16, 11, 7, 21, 55","14, 6, 19, 14, 53",16,11,7,21,55,14,6,19,14,53,3-0,1-3,11/21/17,Win,71,No Location Recorded,7:00 PM,H,80,02:15,,,,,"FOUL  by WEHBY,ABIGAIL",,,"FOUL  by WEHBY,ABIGAIL",1,foul,,Centre,abigail wehby,,135
81,3,spalding,Spalding,Centre,55-53,55,53,"16, 11, 7, 21, 55","14, 6, 19, 14, 53",16,11,7,21,55,14,6,19,14,53,3-0,1-3,11/21/17,Win,71,No Location Recorded,7:00 PM,H,81,02:15,"MISS FT by MYERS,MACKENZIE",,,,,,,"MISS FT by MYERS,MACKENZIE",1,free throw,missed,spalding,mackenzie myers,,135
82,3,spalding,Spalding,Centre,55-53,55,53,"16, 11, 7, 21, 55","14, 6, 19, 14, 53",16,11,7,21,55,14,6,19,14,53,3-0,1-3,11/21/17,Win,71,No Location Recorded,7:00 PM,H,82,--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,1,deadball rebound,,Centre,,,
83,3,spalding,Spalding,Centre,55-53,55,53,"16, 11, 7, 21, 55","14, 6, 19, 14, 53",16,11,7,21,55,14,6,19,14,53,3-0,1-3,11/21/17,Win,71,No Location Recorded,7:00 PM,H,83,02:15,"GOOD FT by MYERS,MACKENZIE",11,,12 (+1),,SUWB 11-12 (+1),,"GOOD FT by MYERS,MACKENZIE",1,free throw,good,spalding,mackenzie myers,1,135
84,3,spalding,Spalding,Centre,55-53,55,53,"16, 11, 7, 21, 55","14, 6, 19, 14, 53",16,11,7,21,55,14,6,19,14,53,3-0,1-3,11/21/17,Win,71,No Location Recorded,7:00 PM,H,84,02:15,"SUB IN by GAHAGAN,TSELEM",,,,,,,"SUB IN by GAHAGAN,TSELEM",1,subbing in,,spalding,tselem gahagan,,135
85,3,spalding,Spalding,Centre,55-53,55,53,"16, 11, 7, 21, 55","14, 6, 19, 14, 53",16,11,7,21,55,14,6,19,14,53,3-0,1-3,11/21/17,Win,71,No Location Recorded,7:00 PM,H,85,02:15,"SUB OUT by MARTIN,ALEX",,,,,,,"SUB OUT by MARTIN,ALEX",1,subbing out,,spalding,alex martin,,135
86,3,spalding,Spalding,Centre,55-53,55,53,"16, 11, 7, 21, 55","14, 6, 19, 14, 53",16,11,7,21,55,14,6,19,14,53,3-0,1-3,11/21/17,Win,71,No Location Recorded,7:00 PM,H,86,02:15,,,,,"SUB IN by RICE,MADISON",,,"SUB IN by RICE,MADISON",1,subbing in,,Centre,madison rice,,135
87,3,spalding,Spalding,Centre,55-53,55,53,"16, 11, 7, 21, 55","14, 6, 19, 14, 53",16,11,7,21,55,14,6,19,14,53,3-0,1-3,11/21/17,Win,71,No Location Recorded,7:00 PM,H,87,02:15,,,,,"SUB IN by STEWART,ABIGAIL",,,"SUB IN by STEWART,ABIGAIL",1,subbing in,,Centre,abigail stewart,,135
88,3,spalding,Spalding,Centre,55-53,55,53,"16, 11, 7, 21, 55","14, 6, 19, 14, 53",16,11,7,21,55,14,6,19,14,53,3-0,1-3,11/21/17,Win,71,No Location Recorded,7:00 PM,H,88,02:15,,,,,"SUB IN by WILSON,KATHLEEN",,,"SUB IN by WILSON,KATHLEEN",1,subbing in,,Centre,kathleen wilson,,135
89,3,spalding,Spalding,Centre,55-53,55,53,"16, 11, 7, 21, 55","14, 6, 19, 14, 53",16,11,7,21,55,14,6,19,14,53,3-0,1-3,11/21/17,Win,71,No Location Recorded,7:00 PM,H,89,02:15,,,,,"SUB IN by SCHAD,OLIVIA",,,"SUB IN by SCHAD,OLIVIA",1,subbing in,,Centre,olivia schad,,135
90,3,spalding,Spalding,Centre,55-53,55,53,"16, 11, 7, 21, 55","14, 6, 19, 14, 53",16,11,7,21,55,14,6,19,14,53,3-0,1-3,11/21/17,Win,71,No Location Recorded,7:00 PM,H,90,02:15,,,,,"SUB IN by KELLAM,PAIGE",,,"SUB IN by KELLAM,PAIGE",1,subbing in,,Centre,paige kellam,,135
91,3,spalding,Spalding,Centre,55-53,55,53,"16, 11, 7, 21, 55","14, 6, 19, 14, 53",16,11,7,21,55,14,6,19,14,53,3-0,1-3,11/21/17,Win,71,No Location Recorded,7:00 PM,H,91,02:15,,,,,"SUB OUT by WEHBY,ABIGAIL",,,"SUB OUT by WEHBY,ABIGAIL",1,subbing out,,Centre,abigail wehby,,135
92,3,spalding,Spalding,Centre,55-53,55,53,"16, 11, 7, 21, 55","14, 6, 19, 14, 53",16,11,7,21,55,14,6,19,14,53,3-0,1-3,11/21/17,Win,71,No Location Recorded,7:00 PM,H,92,02:15,,,,,"SUB OUT by MARCUM,MADISON",,,"SUB OUT by MARCUM,MADISON",1,subbing out,,Centre,madison marcum,,135
93,3,spalding,Spalding,Centre,55-53,55,53,"16, 11, 7, 21, 55","14, 6, 19, 14, 53",16,11,7,21,55,14,6,19,14,53,3-0,1-3,11/21/17,Win,71,No Location Recorded,7:00 PM,H,93,02:15,,,,,"SUB OUT by MILLER,LAKKEN",,,"SUB OUT by MILLER,LAKKEN",1,subbing out,,Centre,lakken miller,,135
94,3,spalding,Spalding,Centre,55-53,55,53,"16, 11, 7, 21, 55","14, 6, 19, 14, 53",16,11,7,21,55,14,6,19,14,53,3-0,1-3,11/21/17,Win,71,No Location Recorded,7:00 PM,H,94,02:15,,,,,"SUB OUT by FEE,MIKAYLA",,,"SUB OUT by FEE,MIKAYLA",1,subbing out,,Centre,mikayla fee,,135
95,3,spalding,Spalding,Centre,55-53,55,53,"16, 11, 7, 21, 55","14, 6, 19, 14, 53",16,11,7,21,55,14,6,19,14,53,3-0,1-3,11/21/17,Win,71,No Location Recorded,7:00 PM,H,95,02:15,,,,,"SUB OUT by BUNNER,CHEYENNE",,,"SUB OUT by BUNNER,CHEYENNE",1,subbing out,,Centre,cheyenne bunner,,135
96,3,spalding,Spalding,Centre,55-53,55,53,"16, 11, 7, 21, 55","14, 6, 19, 14, 53",16,11,7,21,55,14,6,19,14,53,3-0,1-3,11/21/17,Win,71,No Location Recorded,7:00 PM,H,96,02:12,,11,,14 (+3),"GOOD LAYUP by STEWART,ABIGAIL(fastbreak)(in the paint)",CENTRE-W 11-14 (+3),,"GOOD LAYUP by STEWART,ABIGAIL(fastbreak)(in the paint)",1,layup,good,Centre,abigail(fastbreak) stewart,2,132
97,3,spalding,Spalding,Centre,55-53,55,53,"16, 11, 7, 21, 55","14, 6, 19, 14, 53",16,11,7,21,55,14,6,19,14,53,3-0,1-3,11/21/17,Win,71,No Location Recorded,7:00 PM,H,97,--,,,,,"ASSIST  by KELLAM,PAIGE",,,"ASSIST  by KELLAM,PAIGE",1,assist,,Centre,paige kellam,,
98,3,spalding,Spalding,Centre,55-53,55,53,"16, 11, 7, 21, 55","14, 6, 19, 14, 53",16,11,7,21,55,14,6,19,14,53,3-0,1-3,11/21/17,Win,71,No Location Recorded,7:00 PM,H,98,01:46,,,,,"MISS JUMPER by MARCUM,MADISON",,,"MISS JUMPER by MARCUM,MADISON",1,jumper,missed,Centre,madison marcum,,106
99,3,spalding,Spalding,Centre,55-53,55,53,"16, 11, 7, 21, 55","14, 6, 19, 14, 53",16,11,7,21,55,14,6,19,14,53,3-0,1-3,11/21/17,Win,71,No Location Recorded,7:00 PM,H,99,--,"REBOUND DEF by POWELL,KENDYL",,,,,,,"REBOUND DEF by POWELL,KENDYL",1,defensive rebound,,spalding,kendyl powell,,
100,3,spalding,Spalding,Centre,55-53,55,53,"16, 11, 7, 21, 55","14, 6, 19, 14, 53",16,11,7,21,55,14,6,19,14,53,3-0,1-3,11/21/17,Win,71,No Location Recorded,7:00 PM,H,100,01:39,"FOUL  by MATTHEWS,LELANDA",,,,,,,"FOUL  by MATTHEWS,LELANDA",1,foul,,spalding,lelanda matthews,,99
101,3,spalding,Spalding,Centre,55-53,55,53,"16, 11, 7, 21, 55","14, 6, 19, 14, 53",16,11,7,21,55,14,6,19,14,53,3-0,1-3,11/21/17,Win,71,No Location Recorded,7:00 PM,H,101,01:27,"SUB IN by THORNHILL,JENNA",,,,,,,"SUB IN by THORNHILL,JENNA",1,subbing in,,spalding,jenna thornhill,,87
102,3,spalding,Spalding,Centre,55-53,55,53,"16, 11, 7, 21, 55","14, 6, 19, 14, 53",16,11,7,21,55,14,6,19,14,53,3-0,1-3,11/21/17,Win,71,No Location Recorded,7:00 PM,H,102,01:27,"SUB OUT by MATTHEWS,LELANDA",,,,,,,"SUB OUT by MATTHEWS,LELANDA",1,subbing out,,spalding,lelanda matthews,,87
103,3,spalding,Spalding,Centre,55-53,55,53,"16, 11, 7, 21, 55","14, 6, 19, 14, 53",16,11,7,21,55,14,6,19,14,53,3-0,1-3,11/21/17,Win,71,No Location Recorded,7:00 PM,H,103,01:21,,,,,"MISS JUMPER by WILSON,KATHLEEN",,,"MISS JUMPER by WILSON,KATHLEEN",1,jumper,missed,Centre,kathleen wilson,,81
104,3,spalding,Spalding,Centre,55-53,55,53,"16, 11, 7, 21, 55","14, 6, 19, 14, 53",16,11,7,21,55,14,6,19,14,53,3-0,1-3,11/21/17,Win,71,No Location Recorded,7:00 PM,H,104,01:21,"BLOCK  by JUST,ALLISON",,,,,,,"BLOCK  by JUST,ALLISON",1,block,,spalding,allison just,,81
105,3,spalding,Spalding,Centre,55-53,55,53,"16, 11, 7, 21, 55","14, 6, 19, 14, 53",16,11,7,21,55,14,6,19,14,53,3-0,1-3,11/21/17,Win,71,No Location Recorded,7:00 PM,H,105,--,"REBOUND DEF by THORNHILL,JENNA",,,,,,,"REBOUND DEF by THORNHILL,JENNA",1,defensive rebound,,spalding,jenna thornhill,,
106,3,spalding,Spalding,Centre,55-53,55,53,"16, 11, 7, 21, 55","14, 6, 19, 14, 53",16,11,7,21,55,14,6,19,14,53,3-0,1-3,11/21/17,Win,71,No Location Recorded,7:00 PM,H,106,01:11,"MISS JUMPER by GAHAGAN,TSELEM",,,,,,,"MISS JUMPER by GAHAGAN,TSELEM",1,jumper,missed,spalding,tselem gahagan,,71
107,3,spalding,Spalding,Centre,55-53,55,53,"16, 11, 7, 21, 55","14, 6, 19, 14, 53",16,11,7,21,55,14,6,19,14,53,3-0,1-3,11/21/17,Win,71,No Location Recorded,7:00 PM,H,107,01:10,,,,,"BLOCK  by STEWART,ABIGAIL",,,"BLOCK  by STEWART,ABIGAIL",1,block,,Centre,abigail stewart,,70
108,3,spalding,Spalding,Centre,55-53,55,53,"16, 11, 7, 21, 55","14, 6, 19, 14, 53",16,11,7,21,55,14,6,19,14,53,3-0,1-3,11/21/17,Win,71,No Location Recorded,7:00 PM,H,108,--,,,,,"REBOUND DEF by SCHAD,OLIVIA",,,"REBOUND DEF by SCHAD,OLIVIA",1,defensive rebound,,Centre,olivia schad,,
109,3,spalding,Spalding,Centre,55-53,55,53,"16, 11, 7, 21, 55","14, 6, 19, 14, 53",16,11,7,21,55,14,6,19,14,53,3-0,1-3,11/21/17,Win,71,No Location Recorded,7:00 PM,H,109,01:04,,,,,"TURNOVER  by SCHAD,OLIVIA",,,"TURNOVER  by SCHAD,OLIVIA",1,turnover,,Centre,olivia schad,,64
110,3,spalding,Spalding,Centre,55-53,55,53,"16, 11, 7, 21, 55","14, 6, 19, 14, 53",16,11,7,21,55,14,6,19,14,53,3-0,1-3,11/21/17,Win,71,No Location Recorded,7:00 PM,H,110,01:01,"STEAL  by MYERS,MACKENZIE",,,,,,,"STEAL  by MYERS,MACKENZIE",1,steal,,spalding,,,61
111,3,spalding,Spalding,Centre,55-53,55,53,"16, 11, 7, 21, 55","14, 6, 19, 14, 53",16,11,7,21,55,14,6,19,14,53,3-0,1-3,11/21/17,Win,71,No Location Recorded,7:00 PM,H,111,00:48,"GOOD LAYUP by THORNHILL,JENNA(in the paint)",13,,14 (+1),,SUWB 13-14 (+1),,"GOOD LAYUP by THORNHILL,JENNA(in the paint)",1,layup,good,spalding,jenna thornhill,2,48
112,3,spalding,Spalding,Centre,55-53,55,53,"16, 11, 7, 21, 55","14, 6, 19, 14, 53",16,11,7,21,55,14,6,19,14,53,3-0,1-3,11/21/17,Win,71,No Location Recorded,7:00 PM,H,112,--,"ASSIST  by GOEING,MEGAN",,,,,,,"ASSIST  by GOEING,MEGAN",1,assist,,spalding,megan goeing,,
113,3,spalding,Spalding,Centre,55-53,55,53,"16, 11, 7, 21, 55","14, 6, 19, 14, 53",16,11,7,21,55,14,6,19,14,53,3-0,1-3,11/21/17,Win,71,No Location Recorded,7:00 PM,H,113,00:40,,,,,"TURNOVER  by KELLAM,PAIGE",,,"TURNOVER  by KELLAM,PAIGE",1,turnover,,Centre,paige kellam,,40
114,3,spalding,Spalding,Centre,55-53,55,53,"16, 11, 7, 21, 55","14, 6, 19, 14, 53",16,11,7,21,55,14,6,19,14,53,3-0,1-3,11/21/17,Win,71,No Location Recorded,7:00 PM,H,114,00:40,"STEAL  by MYERS,MACKENZIE",,,,,,,"STEAL  by MYERS,MACKENZIE",1,steal,,spalding,,,40
115,3,spalding,Spalding,Centre,55-53,55,53,"16, 11, 7, 21, 55","14, 6, 19, 14, 53",16,11,7,21,55,14,6,19,14,53,3-0,1-3,11/21/17,Win,71,No Location Recorded,7:00 PM,H,115,00:16,"GOOD FT by MYERS,MACKENZIE",14,,14,,SUWB 14-14 (0),,"GOOD FT by MYERS,MACKENZIE",1,free throw,good,spalding,mackenzie myers,1,16
116,3,spalding,Spalding,Centre,55-53,55,53,"16, 11, 7, 21, 55","14, 6, 19, 14, 53",16,11,7,21,55,14,6,19,14,53,3-0,1-3,11/21/17,Win,71,No Location Recorded,7:00 PM,H,116,00:16,"MISS FT by MYERS,MACKENZIE",,,,,,,"MISS FT by MYERS,MACKENZIE",1,free throw,missed,spalding,mackenzie myers,,16
117,3,spalding,Spalding,Centre,55-53,55,53,"16, 11, 7, 21, 55","14, 6, 19, 14, 53",16,11,7,21,55,14,6,19,14,53,3-0,1-3,11/21/17,Win,71,No Location Recorded,7:00 PM,H,117,--,,,,,"REBOUND DEF by STEWART,ABIGAIL",,,"REBOUND DEF by STEWART,ABIGAIL",1,defensive rebound,,Centre,abigail stewart,,
118,3,spalding,Spalding,Centre,55-53,55,53,"16, 11, 7, 21, 55","14, 6, 19, 14, 53",16,11,7,21,55,14,6,19,14,53,3-0,1-3,11/21/17,Win,71,No Location Recorded,7:00 PM,H,118,00:16,,,,,"SUB IN by BUNNER,CHEYENNE",,,"SUB IN by BUNNER,CHEYENNE",1,subbing in,,Centre,cheyenne bunner,,16
119,3,spalding,Spalding,Centre,55-53,55,53,"16, 11, 7, 21, 55","14, 6, 19, 14, 53",16,11,7,21,55,14,6,19,14,53,3-0,1-3,11/21/17,Win,71,No Location Recorded,7:00 PM,H,119,00:16,,,,,"SUB IN by BALLARD,AMI",,,"SUB IN by BALLARD,AMI",1,subbing in,,Centre,ami ballard,,16
120,3,spalding,Spalding,Centre,55-53,55,53,"16, 11, 7, 21, 55","14, 6, 19, 14, 53",16,11,7,21,55,14,6,19,14,53,3-0,1-3,11/21/17,Win,71,No Location Recorded,7:00 PM,H,120,00:16,,,,,"SUB OUT by RICE,MADISON",,,"SUB OUT by RICE,MADISON",1,subbing out,,Centre,madison rice,,16
121,3,spalding,Spalding,Centre,55-53,55,53,"16, 11, 7, 21, 55","14, 6, 19, 14, 53",16,11,7,21,55,14,6,19,14,53,3-0,1-3,11/21/17,Win,71,No Location Recorded,7:00 PM,H,121,00:16,,,,,"SUB OUT by KELLAM,PAIGE",,,"SUB OUT by KELLAM,PAIGE",1,subbing out,,Centre,paige kellam,,16
122,3,spalding,Spalding,Centre,55-53,55,53,"16, 11, 7, 21, 55","14, 6, 19, 14, 53",16,11,7,21,55,14,6,19,14,53,3-0,1-3,11/21/17,Win,71,No Location Recorded,7:00 PM,H,122,00:11,,14,,16 (+2),"GOOD LAYUP by BUNNER,CHEYENNE(in the paint)",CENTRE-W 14-16 (+2),,"GOOD LAYUP by BUNNER,CHEYENNE(in the paint)",1,layup,good,Centre,cheyenne bunner,2,11
123,3,spalding,Spalding,Centre,55-53,55,53,"16, 11, 7, 21, 55","14, 6, 19, 14, 53",16,11,7,21,55,14,6,19,14,53,3-0,1-3,11/21/17,Win,71,No Location Recorded,7:00 PM,H,123,--,,,,,"ASSIST  by SCHAD,OLIVIA",,,"ASSIST  by SCHAD,OLIVIA",1,assist,,Centre,olivia schad,,
124,3,spalding,Spalding,Centre,55-53,55,53,"16, 11, 7, 21, 55","14, 6, 19, 14, 53",16,11,7,21,55,14,6,19,14,53,3-0,1-3,11/21/17,Win,71,No Location Recorded,7:00 PM,H,124,Start Period 2,,,,,,,,,2,,,,,,
125,3,spalding,Spalding,Centre,55-53,55,53,"16, 11, 7, 21, 55","14, 6, 19, 14, 53",16,11,7,21,55,14,6,19,14,53,3-0,1-3,11/21/17,Win,71,No Location Recorded,7:00 PM,H,125,10:00,,,,,"SUB IN by BUNNER,CHEYENNE",,,"SUB IN by BUNNER,CHEYENNE",2,subbing in,,Centre,cheyenne bunner,,600
126,3,spalding,Spalding,Centre,55-53,55,53,"16, 11, 7, 21, 55","14, 6, 19, 14, 53",16,11,7,21,55,14,6,19,14,53,3-0,1-3,11/21/17,Win,71,No Location Recorded,7:00 PM,H,126,10:00,,,,,"SUB IN by BALLARD,AMI",,,"SUB IN by BALLARD,AMI",2,subbing in,,Centre,ami ballard,,600
127,3,spalding,Spalding,Centre,55-53,55,53,"16, 11, 7, 21, 55","14, 6, 19, 14, 53",16,11,7,21,55,14,6,19,14,53,3-0,1-3,11/21/17,Win,71,No Location Recorded,7:00 PM,H,127,10:00,,,,,"SUB OUT by RICE,MADISON",,,"SUB OUT by RICE,MADISON",2,subbing out,,Centre,madison rice,,600
128,3,spalding,Spalding,Centre,55-53,55,53,"16, 11, 7, 21, 55","14, 6, 19, 14, 53",16,11,7,21,55,14,6,19,14,53,3-0,1-3,11/21/17,Win,71,No Location Recorded,7:00 PM,H,128,10:00,,,,,"SUB OUT by KELLAM,PAIGE",,,"SUB OUT by KELLAM,PAIGE",2,subbing out,,Centre,paige kellam,,600
129,3,spalding,Spalding,Centre,55-53,55,53,"16, 11, 7, 21, 55","14, 6, 19, 14, 53",16,11,7,21,55,14,6,19,14,53,3-0,1-3,11/21/17,Win,71,No Location Recorded,7:00 PM,H,129,09:58,"TURNOVER  by JUST,ALLISON",,,,,,,"TURNOVER  by JUST,ALLISON",2,turnover,,spalding,allison just,,598
130,3,spalding,Spalding,Centre,55-53,55,53,"16, 11, 7, 21, 55","14, 6, 19, 14, 53",16,11,7,21,55,14,6,19,14,53,3-0,1-3,11/21/17,Win,71,No Location Recorded,7:00 PM,H,130,09:56,,,,,"STEAL  by WILSON,KATHLEEN",,,"STEAL  by WILSON,KATHLEEN",2,steal,,Centre,,,596
131,3,spalding,Spalding,Centre,55-53,55,53,"16, 11, 7, 21, 55","14, 6, 19, 14, 53",16,11,7,21,55,14,6,19,14,53,3-0,1-3,11/21/17,Win,71,No Location Recorded,7:00 PM,H,131,09:46,,14,,18 (+4),"GOOD LAYUP by STEWART,ABIGAIL(in the paint)",CENTRE-W 14-18 (+4),,"GOOD LAYUP by STEWART,ABIGAIL(in the paint)",2,layup,good,Centre,abigail stewart,2,586
