,game,opponent name,boxscore_visitor_name,boxscore_home_name,final score,centreFinalScore,opponentFinalScore,centreScoreByPeriod,opponentScoreByPeriod,centreScorePeriod1,centreScorePeriod2,centreScorePeriod3,centreScorePeriod4,centreScorePeriod5,opponentScorePeriod1,opponentScorePeriod2,opponentScorePeriod3,opponentScorePeriod4,opponentScorePeriod5,centreRecord,opponentRecord,gameDate,outcome,attendance,gameLocation,gameTime,homeGame,,Time Remaining,AU-W,Away Team Score,Play Team Indicator,Home Team Score,CENTRE-W,Game Score,Team Indicator,Play,period number,Play Type,Shot Outcome,Team,Player,Points Earned,Time(seconds)
66,1,anderson-ind-,Anderson,Centre,63-36,63,36,"13, 20, 15, 15, 63","7, 6, 11, 12, 36",13,20,15,15,63,7,6,11,12,36,1-0,0-2,11/17/17,Win,89,No Location Recorded,7:00 PM,H,66,04:29,"FOUL  by HAWKINS,HANNAH",,,,,,,"FOUL  by HAWKINS,HANNAH",1,foul,,anderson,hannah hawkins,,269
67,1,anderson-ind-,Anderson,Centre,63-36,63,36,"13, 20, 15, 15, 63","7, 6, 11, 12, 36",13,20,15,15,63,7,6,11,12,36,1-0,0-2,11/17/17,Win,89,No Location Recorded,7:00 PM,H,67,04:22,"SUB IN by LOVE,OLIVIA",,,,,,,"SUB IN by LOVE,OLIVIA",1,subbing in,,anderson,olivia love,,262
68,1,anderson-ind-,Anderson,Centre,63-36,63,36,"13, 20, 15, 15, 63","7, 6, 11, 12, 36",13,20,15,15,63,7,6,11,12,36,1-0,0-2,11/17/17,Win,89,No Location Recorded,7:00 PM,H,68,04:22,"SUB OUT by HAWKINS,HANNAH",,,,,,,"SUB OUT by HAWKINS,HANNAH",1,subbing out,,anderson,hannah hawkins,,262
69,1,anderson-ind-,Anderson,Centre,63-36,63,36,"13, 20, 15, 15, 63","7, 6, 11, 12, 36",13,20,15,15,63,7,6,11,12,36,1-0,0-2,11/17/17,Win,89,No Location Recorded,7:00 PM,H,69,04:22,,,,,"SUB IN by WILSON,KATHLEEN",,,"SUB IN by WILSON,KATHLEEN",1,subbing in,,Centre,kathleen wilson,,262
70,1,anderson-ind-,Anderson,Centre,63-36,63,36,"13, 20, 15, 15, 63","7, 6, 11, 12, 36",13,20,15,15,63,7,6,11,12,36,1-0,0-2,11/17/17,Win,89,No Location Recorded,7:00 PM,H,70,04:22,,,,,"SUB IN by SCHAD,OLIVIA",,,"SUB IN by SCHAD,OLIVIA",1,subbing in,,Centre,olivia schad,,262
71,1,anderson-ind-,Anderson,Centre,63-36,63,36,"13, 20, 15, 15, 63","7, 6, 11, 12, 36",13,20,15,15,63,7,6,11,12,36,1-0,0-2,11/17/17,Win,89,No Location Recorded,7:00 PM,H,71,04:22,,,,,"SUB IN by KELLAM,PAIGE",,,"SUB IN by KELLAM,PAIGE",1,subbing in,,Centre,paige kellam,,262
72,1,anderson-ind-,Anderson,Centre,63-36,63,36,"13, 20, 15, 15, 63","7, 6, 11, 12, 36",13,20,15,15,63,7,6,11,12,36,1-0,0-2,11/17/17,Win,89,No Location Recorded,7:00 PM,H,72,04:22,,,,,"SUB OUT by WEHBY,ABIGAIL",,,"SUB OUT by WEHBY,ABIGAIL",1,subbing out,,Centre,abigail wehby,,262
73,1,anderson-ind-,Anderson,Centre,63-36,63,36,"13, 20, 15, 15, 63","7, 6, 11, 12, 36",13,20,15,15,63,7,6,11,12,36,1-0,0-2,11/17/17,Win,89,No Location Recorded,7:00 PM,H,73,04:22,,,,,"SUB OUT by MARCUM,MADISON",,,"SUB OUT by MARCUM,MADISON",1,subbing out,,Centre,madison marcum,,262
74,1,anderson-ind-,Anderson,Centre,63-36,63,36,"13, 20, 15, 15, 63","7, 6, 11, 12, 36",13,20,15,15,63,7,6,11,12,36,1-0,0-2,11/17/17,Win,89,No Location Recorded,7:00 PM,H,74,04:22,,,,,"SUB OUT by MILLER,LAKKEN",,,"SUB OUT by MILLER,LAKKEN",1,subbing out,,Centre,lakken miller,,262
75,1,anderson-ind-,Anderson,Centre,63-36,63,36,"13, 20, 15, 15, 63","7, 6, 11, 12, 36",13,20,15,15,63,7,6,11,12,36,1-0,0-2,11/17/17,Win,89,No Location Recorded,7:00 PM,H,75,04:18,,5,,7 (+2),"GOOD LAYUP by WILSON,KATHLEEN(in the paint)",CENTRE-W 5-7 (+2),,"GOOD LAYUP by WILSON,KATHLEEN(in the paint)",1,layup,good,Centre,kathleen wilson,2,258
76,1,anderson-ind-,Anderson,Centre,63-36,63,36,"13, 20, 15, 15, 63","7, 6, 11, 12, 36",13,20,15,15,63,7,6,11,12,36,1-0,0-2,11/17/17,Win,89,No Location Recorded,7:00 PM,H,76,04:09,"FOUL  by NEWBY,MEGAN",,,,,,,"FOUL  by NEWBY,MEGAN",1,foul,,anderson,megan newby,,249
77,1,anderson-ind-,Anderson,Centre,63-36,63,36,"13, 20, 15, 15, 63","7, 6, 11, 12, 36",13,20,15,15,63,7,6,11,12,36,1-0,0-2,11/17/17,Win,89,No Location Recorded,7:00 PM,H,77,04:05,,,,,"MISS FT by WILSON,KATHLEEN",,,"MISS FT by WILSON,KATHLEEN",1,free throw,missed,Centre,kathleen wilson,,245
78,1,anderson-ind-,Anderson,Centre,63-36,63,36,"13, 20, 15, 15, 63","7, 6, 11, 12, 36",13,20,15,15,63,7,6,11,12,36,1-0,0-2,11/17/17,Win,89,No Location Recorded,7:00 PM,H,78,--,"REBOUND DEF by LOVE,OLIVIA",,,,,,,"REBOUND DEF by LOVE,OLIVIA",1,defensive rebound,,anderson,olivia love,,
79,1,anderson-ind-,Anderson,Centre,63-36,63,36,"13, 20, 15, 15, 63","7, 6, 11, 12, 36",13,20,15,15,63,7,6,11,12,36,1-0,0-2,11/17/17,Win,89,No Location Recorded,7:00 PM,H,79,04:05,"SUB IN by HACKLER,CARLY",,,,,,,"SUB IN by HACKLER,CARLY",1,subbing in,,anderson,carly hackler,,245
80,1,anderson-ind-,Anderson,Centre,63-36,63,36,"13, 20, 15, 15, 63","7, 6, 11, 12, 36",13,20,15,15,63,7,6,11,12,36,1-0,0-2,11/17/17,Win,89,No Location Recorded,7:00 PM,H,80,04:05,"SUB OUT by MCGUIRE,LAUREN",,,,,,,"SUB OUT by MCGUIRE,LAUREN",1,subbing out,,anderson,lauren mcguire,,245
81,1,anderson-ind-,Anderson,Centre,63-36,63,36,"13, 20, 15, 15, 63","7, 6, 11, 12, 36",13,20,15,15,63,7,6,11,12,36,1-0,0-2,11/17/17,Win,89,No Location Recorded,7:00 PM,H,81,03:57,,,,,"FOUL  by KELLAM,PAIGE",,,"FOUL  by KELLAM,PAIGE",1,foul,,Centre,paige kellam,,237
82,1,anderson-ind-,Anderson,Centre,63-36,63,36,"13, 20, 15, 15, 63","7, 6, 11, 12, 36",13,20,15,15,63,7,6,11,12,36,1-0,0-2,11/17/17,Win,89,No Location Recorded,7:00 PM,H,82,03:52,"GOOD FT by NEWBY,MEGAN",6,,7 (+1),,AU-W 6-7 (+1),,"GOOD FT by NEWBY,MEGAN",1,free throw,good,anderson,megan newby,1,232
83,1,anderson-ind-,Anderson,Centre,63-36,63,36,"13, 20, 15, 15, 63","7, 6, 11, 12, 36",13,20,15,15,63,7,6,11,12,36,1-0,0-2,11/17/17,Win,89,No Location Recorded,7:00 PM,H,83,03:52,"GOOD FT by NEWBY,MEGAN",7,,7,,AU-W 7-7 (0),,"GOOD FT by NEWBY,MEGAN",1,free throw,good,anderson,megan newby,1,232
84,1,anderson-ind-,Anderson,Centre,63-36,63,36,"13, 20, 15, 15, 63","7, 6, 11, 12, 36",13,20,15,15,63,7,6,11,12,36,1-0,0-2,11/17/17,Win,89,No Location Recorded,7:00 PM,H,84,03:42,,7,,9 (+2),"GOOD LAYUP by RICE,MADISON(in the paint)",CENTRE-W 7-9 (+2),,"GOOD LAYUP by RICE,MADISON(in the paint)",1,layup,good,Centre,madison rice,2,222
85,1,anderson-ind-,Anderson,Centre,63-36,63,36,"13, 20, 15, 15, 63","7, 6, 11, 12, 36",13,20,15,15,63,7,6,11,12,36,1-0,0-2,11/17/17,Win,89,No Location Recorded,7:00 PM,H,85,--,,,,,"ASSIST  by KELLAM,PAIGE",,,"ASSIST  by KELLAM,PAIGE",1,assist,,Centre,paige kellam,,
86,1,anderson-ind-,Anderson,Centre,63-36,63,36,"13, 20, 15, 15, 63","7, 6, 11, 12, 36",13,20,15,15,63,7,6,11,12,36,1-0,0-2,11/17/17,Win,89,No Location Recorded,7:00 PM,H,86,03:22,"MISS LAYUP by NEWBY,MEGAN",,,,,,,"MISS LAYUP by NEWBY,MEGAN",1,layup,missed,anderson,megan newby,,202
87,1,anderson-ind-,Anderson,Centre,63-36,63,36,"13, 20, 15, 15, 63","7, 6, 11, 12, 36",13,20,15,15,63,7,6,11,12,36,1-0,0-2,11/17/17,Win,89,No Location Recorded,7:00 PM,H,87,03:22,,,,,"BLOCK  by STEWART,ABIGAIL",,,"BLOCK  by STEWART,ABIGAIL",1,block,,Centre,abigail stewart,,202
88,1,anderson-ind-,Anderson,Centre,63-36,63,36,"13, 20, 15, 15, 63","7, 6, 11, 12, 36",13,20,15,15,63,7,6,11,12,36,1-0,0-2,11/17/17,Win,89,No Location Recorded,7:00 PM,H,88,--,,,,,"REBOUND DEF by STEWART,ABIGAIL",,,"REBOUND DEF by STEWART,ABIGAIL",1,defensive rebound,,Centre,abigail stewart,,
89,1,anderson-ind-,Anderson,Centre,63-36,63,36,"13, 20, 15, 15, 63","7, 6, 11, 12, 36",13,20,15,15,63,7,6,11,12,36,1-0,0-2,11/17/17,Win,89,No Location Recorded,7:00 PM,H,89,03:20,"FOUL  by NEWBY,MEGAN",,,,,,,"FOUL  by NEWBY,MEGAN",1,foul,,anderson,megan newby,,200
90,1,anderson-ind-,Anderson,Centre,63-36,63,36,"13, 20, 15, 15, 63","7, 6, 11, 12, 36",13,20,15,15,63,7,6,11,12,36,1-0,0-2,11/17/17,Win,89,No Location Recorded,7:00 PM,H,90,03:19,"SUB IN by WARE,JORDAN",,,,,,,"SUB IN by WARE,JORDAN",1,subbing in,,anderson,jordan ware,,199
91,1,anderson-ind-,Anderson,Centre,63-36,63,36,"13, 20, 15, 15, 63","7, 6, 11, 12, 36",13,20,15,15,63,7,6,11,12,36,1-0,0-2,11/17/17,Win,89,No Location Recorded,7:00 PM,H,91,03:19,"SUB OUT by NEWBY,MEGAN",,,,,,,"SUB OUT by NEWBY,MEGAN",1,subbing out,,anderson,megan newby,,199
92,1,anderson-ind-,Anderson,Centre,63-36,63,36,"13, 20, 15, 15, 63","7, 6, 11, 12, 36",13,20,15,15,63,7,6,11,12,36,1-0,0-2,11/17/17,Win,89,No Location Recorded,7:00 PM,H,92,03:04,,,,,"MISS JUMPER by WILSON,KATHLEEN",,,"MISS JUMPER by WILSON,KATHLEEN",1,jumper,missed,Centre,kathleen wilson,,184
93,1,anderson-ind-,Anderson,Centre,63-36,63,36,"13, 20, 15, 15, 63","7, 6, 11, 12, 36",13,20,15,15,63,7,6,11,12,36,1-0,0-2,11/17/17,Win,89,No Location Recorded,7:00 PM,H,93,--,"REBOUND DEF by WARE,JORDAN",,,,,,,"REBOUND DEF by WARE,JORDAN",1,defensive rebound,,anderson,jordan ware,,
94,1,anderson-ind-,Anderson,Centre,63-36,63,36,"13, 20, 15, 15, 63","7, 6, 11, 12, 36",13,20,15,15,63,7,6,11,12,36,1-0,0-2,11/17/17,Win,89,No Location Recorded,7:00 PM,H,94,02:49,"SUB IN by MINIER,TATUM",,,,,,,"SUB IN by MINIER,TATUM",1,subbing in,,anderson,tatum minier,,169
95,1,anderson-ind-,Anderson,Centre,63-36,63,36,"13, 20, 15, 15, 63","7, 6, 11, 12, 36",13,20,15,15,63,7,6,11,12,36,1-0,0-2,11/17/17,Win,89,No Location Recorded,7:00 PM,H,95,02:49,"SUB OUT by DUNN,HANNAH",,,,,,,"SUB OUT by DUNN,HANNAH",1,subbing out,,anderson,hannah dunn,,169
96,1,anderson-ind-,Anderson,Centre,63-36,63,36,"13, 20, 15, 15, 63","7, 6, 11, 12, 36",13,20,15,15,63,7,6,11,12,36,1-0,0-2,11/17/17,Win,89,No Location Recorded,7:00 PM,H,96,02:34,"MISS JUMPER by WARE,JORDAN",,,,,,,"MISS JUMPER by WARE,JORDAN",1,jumper,missed,anderson,jordan ware,,154
97,1,anderson-ind-,Anderson,Centre,63-36,63,36,"13, 20, 15, 15, 63","7, 6, 11, 12, 36",13,20,15,15,63,7,6,11,12,36,1-0,0-2,11/17/17,Win,89,No Location Recorded,7:00 PM,H,97,--,,,,,"REBOUND DEF by SCHAD,OLIVIA",,,"REBOUND DEF by SCHAD,OLIVIA",1,defensive rebound,,Centre,olivia schad,,
98,1,anderson-ind-,Anderson,Centre,63-36,63,36,"13, 20, 15, 15, 63","7, 6, 11, 12, 36",13,20,15,15,63,7,6,11,12,36,1-0,0-2,11/17/17,Win,89,No Location Recorded,7:00 PM,H,98,02:27,,,,,"TURNOVER  by SCHAD,OLIVIA",,,"TURNOVER  by SCHAD,OLIVIA",1,turnover,,Centre,olivia schad,,147
99,1,anderson-ind-,Anderson,Centre,63-36,63,36,"13, 20, 15, 15, 63","7, 6, 11, 12, 36",13,20,15,15,63,7,6,11,12,36,1-0,0-2,11/17/17,Win,89,No Location Recorded,7:00 PM,H,99,02:25,"TURNOVER  by NEEDLER,JAZLYN",,,,,,,"TURNOVER  by NEEDLER,JAZLYN",1,turnover,,anderson,jazlyn needler,,145
100,1,anderson-ind-,Anderson,Centre,63-36,63,36,"13, 20, 15, 15, 63","7, 6, 11, 12, 36",13,20,15,15,63,7,6,11,12,36,1-0,0-2,11/17/17,Win,89,No Location Recorded,7:00 PM,H,100,02:06,,,,,"TURNOVER  by SCHAD,OLIVIA",,,"TURNOVER  by SCHAD,OLIVIA",1,turnover,,Centre,olivia schad,,126
101,1,anderson-ind-,Anderson,Centre,63-36,63,36,"13, 20, 15, 15, 63","7, 6, 11, 12, 36",13,20,15,15,63,7,6,11,12,36,1-0,0-2,11/17/17,Win,89,No Location Recorded,7:00 PM,H,101,02:03,"STEAL  by NEEDLER,JAZLYN",,,,,,,"STEAL  by NEEDLER,JAZLYN",1,steal,,anderson,,,123
102,1,anderson-ind-,Anderson,Centre,63-36,63,36,"13, 20, 15, 15, 63","7, 6, 11, 12, 36",13,20,15,15,63,7,6,11,12,36,1-0,0-2,11/17/17,Win,89,No Location Recorded,7:00 PM,H,102,01:59,"TURNOVER  by NEEDLER,JAZLYN",,,,,,,"TURNOVER  by NEEDLER,JAZLYN",1,turnover,,anderson,jazlyn needler,,119
103,1,anderson-ind-,Anderson,Centre,63-36,63,36,"13, 20, 15, 15, 63","7, 6, 11, 12, 36",13,20,15,15,63,7,6,11,12,36,1-0,0-2,11/17/17,Win,89,No Location Recorded,7:00 PM,H,103,01:57,,,,,"STEAL  by KELLAM,PAIGE",,,"STEAL  by KELLAM,PAIGE",1,steal,,Centre,,,117
104,1,anderson-ind-,Anderson,Centre,63-36,63,36,"13, 20, 15, 15, 63","7, 6, 11, 12, 36",13,20,15,15,63,7,6,11,12,36,1-0,0-2,11/17/17,Win,89,No Location Recorded,7:00 PM,H,104,01:53,,7,,11 (+4),"GOOD LAYUP by KELLAM,PAIGE(fastbreak)(in the paint)",CENTRE-W 7-11 (+4),,"GOOD LAYUP by KELLAM,PAIGE(fastbreak)(in the paint)",1,layup,good,Centre,paige(fastbreak) kellam,2,113
105,1,anderson-ind-,Anderson,Centre,63-36,63,36,"13, 20, 15, 15, 63","7, 6, 11, 12, 36",13,20,15,15,63,7,6,11,12,36,1-0,0-2,11/17/17,Win,89,No Location Recorded,7:00 PM,H,105,01:27,"SUB IN by DUNN,HANNAH",,,,,,,"SUB IN by DUNN,HANNAH",1,subbing in,,anderson,hannah dunn,,87
106,1,anderson-ind-,Anderson,Centre,63-36,63,36,"13, 20, 15, 15, 63","7, 6, 11, 12, 36",13,20,15,15,63,7,6,11,12,36,1-0,0-2,11/17/17,Win,89,No Location Recorded,7:00 PM,H,106,01:27,"SUB IN by MAY,AUDREY",,,,,,,"SUB IN by MAY,AUDREY",1,subbing in,,anderson,audrey may,,87
107,1,anderson-ind-,Anderson,Centre,63-36,63,36,"13, 20, 15, 15, 63","7, 6, 11, 12, 36",13,20,15,15,63,7,6,11,12,36,1-0,0-2,11/17/17,Win,89,No Location Recorded,7:00 PM,H,107,01:27,"SUB OUT by NEEDLER,JAZLYN",,,,,,,"SUB OUT by NEEDLER,JAZLYN",1,subbing out,,anderson,jazlyn needler,,87
108,1,anderson-ind-,Anderson,Centre,63-36,63,36,"13, 20, 15, 15, 63","7, 6, 11, 12, 36",13,20,15,15,63,7,6,11,12,36,1-0,0-2,11/17/17,Win,89,No Location Recorded,7:00 PM,H,108,01:27,"SUB OUT by LOVE,OLIVIA",,,,,,,"SUB OUT by LOVE,OLIVIA",1,subbing out,,anderson,olivia love,,87
109,1,anderson-ind-,Anderson,Centre,63-36,63,36,"13, 20, 15, 15, 63","7, 6, 11, 12, 36",13,20,15,15,63,7,6,11,12,36,1-0,0-2,11/17/17,Win,89,No Location Recorded,7:00 PM,H,109,01:27,,,,,"SUB IN by BALLARD,AMI",,,"SUB IN by BALLARD,AMI",1,subbing in,,Centre,ami ballard,,87
110,1,anderson-ind-,Anderson,Centre,63-36,63,36,"13, 20, 15, 15, 63","7, 6, 11, 12, 36",13,20,15,15,63,7,6,11,12,36,1-0,0-2,11/17/17,Win,89,No Location Recorded,7:00 PM,H,110,01:27,,,,,"SUB OUT by KELLAM,PAIGE",,,"SUB OUT by KELLAM,PAIGE",1,subbing out,,Centre,paige kellam,,87
111,1,anderson-ind-,Anderson,Centre,63-36,63,36,"13, 20, 15, 15, 63","7, 6, 11, 12, 36",13,20,15,15,63,7,6,11,12,36,1-0,0-2,11/17/17,Win,89,No Location Recorded,7:00 PM,H,111,01:26,"MISS JUMPER by MINIER,TATUM",,,,,,,"MISS JUMPER by MINIER,TATUM",1,jumper,missed,anderson,tatum minier,,86
112,1,anderson-ind-,Anderson,Centre,63-36,63,36,"13, 20, 15, 15, 63","7, 6, 11, 12, 36",13,20,15,15,63,7,6,11,12,36,1-0,0-2,11/17/17,Win,89,No Location Recorded,7:00 PM,H,112,--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,1,offensive rebound,,anderson,,,
113,1,anderson-ind-,Anderson,Centre,63-36,63,36,"13, 20, 15, 15, 63","7, 6, 11, 12, 36",13,20,15,15,63,7,6,11,12,36,1-0,0-2,11/17/17,Win,89,No Location Recorded,7:00 PM,H,113,01:15,,,,,"SUB IN by MURRAY,KYLEE",,,"SUB IN by MURRAY,KYLEE",1,subbing in,,Centre,kylee murray,,75
114,1,anderson-ind-,Anderson,Centre,63-36,63,36,"13, 20, 15, 15, 63","7, 6, 11, 12, 36",13,20,15,15,63,7,6,11,12,36,1-0,0-2,11/17/17,Win,89,No Location Recorded,7:00 PM,H,114,01:15,,,,,"SUB OUT by SCHAD,OLIVIA",,,"SUB OUT by SCHAD,OLIVIA",1,subbing out,,Centre,olivia schad,,75
115,1,anderson-ind-,Anderson,Centre,63-36,63,36,"13, 20, 15, 15, 63","7, 6, 11, 12, 36",13,20,15,15,63,7,6,11,12,36,1-0,0-2,11/17/17,Win,89,No Location Recorded,7:00 PM,H,115,01:14,"TURNOVER  by MINIER,TATUM",,,,,,,"TURNOVER  by MINIER,TATUM",1,turnover,,anderson,tatum minier,,74
116,1,anderson-ind-,Anderson,Centre,63-36,63,36,"13, 20, 15, 15, 63","7, 6, 11, 12, 36",13,20,15,15,63,7,6,11,12,36,1-0,0-2,11/17/17,Win,89,No Location Recorded,7:00 PM,H,116,00:58,,,,,"MISS 3PTR by RICE,MADISON",,,"MISS 3PTR by RICE,MADISON",1,three pointer,missed,Centre,madison rice,,58
117,1,anderson-ind-,Anderson,Centre,63-36,63,36,"13, 20, 15, 15, 63","7, 6, 11, 12, 36",13,20,15,15,63,7,6,11,12,36,1-0,0-2,11/17/17,Win,89,No Location Recorded,7:00 PM,H,117,--,"REBOUND DEF by DUNN,HANNAH",,,,,,,"REBOUND DEF by DUNN,HANNAH",1,defensive rebound,,anderson,hannah dunn,,
118,1,anderson-ind-,Anderson,Centre,63-36,63,36,"13, 20, 15, 15, 63","7, 6, 11, 12, 36",13,20,15,15,63,7,6,11,12,36,1-0,0-2,11/17/17,Win,89,No Location Recorded,7:00 PM,H,118,00:37,"MISS JUMPER by WARE,JORDAN",,,,,,,"MISS JUMPER by WARE,JORDAN",1,jumper,missed,anderson,jordan ware,,37
119,1,anderson-ind-,Anderson,Centre,63-36,63,36,"13, 20, 15, 15, 63","7, 6, 11, 12, 36",13,20,15,15,63,7,6,11,12,36,1-0,0-2,11/17/17,Win,89,No Location Recorded,7:00 PM,H,119,--,,,,,"REBOUND DEF by STEWART,ABIGAIL",,,"REBOUND DEF by STEWART,ABIGAIL",1,defensive rebound,,Centre,abigail stewart,,
120,1,anderson-ind-,Anderson,Centre,63-36,63,36,"13, 20, 15, 15, 63","7, 6, 11, 12, 36",13,20,15,15,63,7,6,11,12,36,1-0,0-2,11/17/17,Win,89,No Location Recorded,7:00 PM,H,120,00:20,,7,,13 (+6),"GOOD JUMPER by WILSON,KATHLEEN",CENTRE-W 7-13 (+6),,"GOOD JUMPER by WILSON,KATHLEEN",1,jumper,good,Centre,kathleen wilson,2,20
121,1,anderson-ind-,Anderson,Centre,63-36,63,36,"13, 20, 15, 15, 63","7, 6, 11, 12, 36",13,20,15,15,63,7,6,11,12,36,1-0,0-2,11/17/17,Win,89,No Location Recorded,7:00 PM,H,121,Start Period 2,,,,,,,,,2,,,,,,
122,1,anderson-ind-,Anderson,Centre,63-36,63,36,"13, 20, 15, 15, 63","7, 6, 11, 12, 36",13,20,15,15,63,7,6,11,12,36,1-0,0-2,11/17/17,Win,89,No Location Recorded,7:00 PM,H,122,10:00,"SUB IN by DUNN,HANNAH",,,,,,,"SUB IN by DUNN,HANNAH",2,subbing in,,anderson,hannah dunn,,600
123,1,anderson-ind-,Anderson,Centre,63-36,63,36,"13, 20, 15, 15, 63","7, 6, 11, 12, 36",13,20,15,15,63,7,6,11,12,36,1-0,0-2,11/17/17,Win,89,No Location Recorded,7:00 PM,H,123,10:00,"SUB IN by WARE,JORDAN",,,,,,,"SUB IN by WARE,JORDAN",2,subbing in,,anderson,jordan ware,,600
124,1,anderson-ind-,Anderson,Centre,63-36,63,36,"13, 20, 15, 15, 63","7, 6, 11, 12, 36",13,20,15,15,63,7,6,11,12,36,1-0,0-2,11/17/17,Win,89,No Location Recorded,7:00 PM,H,124,10:00,"SUB OUT by HAWKINS,HANNAH",,,,,,,"SUB OUT by HAWKINS,HANNAH",2,subbing out,,anderson,hannah hawkins,,600
125,1,anderson-ind-,Anderson,Centre,63-36,63,36,"13, 20, 15, 15, 63","7, 6, 11, 12, 36",13,20,15,15,63,7,6,11,12,36,1-0,0-2,11/17/17,Win,89,No Location Recorded,7:00 PM,H,125,10:00,"SUB OUT by NEEDLER,JAZLYN",,,,,,,"SUB OUT by NEEDLER,JAZLYN",2,subbing out,,anderson,jazlyn needler,,600
126,1,anderson-ind-,Anderson,Centre,63-36,63,36,"13, 20, 15, 15, 63","7, 6, 11, 12, 36",13,20,15,15,63,7,6,11,12,36,1-0,0-2,11/17/17,Win,89,No Location Recorded,7:00 PM,H,126,10:00,,,,,"SUB IN by FEE,MIKAYLA",,,"SUB IN by FEE,MIKAYLA",2,subbing in,,Centre,mikayla fee,,600
127,1,anderson-ind-,Anderson,Centre,63-36,63,36,"13, 20, 15, 15, 63","7, 6, 11, 12, 36",13,20,15,15,63,7,6,11,12,36,1-0,0-2,11/17/17,Win,89,No Location Recorded,7:00 PM,H,127,10:00,,,,,"SUB IN by BUNNER,CHEYENNE",,,"SUB IN by BUNNER,CHEYENNE",2,subbing in,,Centre,cheyenne bunner,,600
128,1,anderson-ind-,Anderson,Centre,63-36,63,36,"13, 20, 15, 15, 63","7, 6, 11, 12, 36",13,20,15,15,63,7,6,11,12,36,1-0,0-2,11/17/17,Win,89,No Location Recorded,7:00 PM,H,128,10:00,,,,,"SUB IN by BALLARD,AMI",,,"SUB IN by BALLARD,AMI",2,subbing in,,Centre,ami ballard,,600
129,1,anderson-ind-,Anderson,Centre,63-36,63,36,"13, 20, 15, 15, 63","7, 6, 11, 12, 36",13,20,15,15,63,7,6,11,12,36,1-0,0-2,11/17/17,Win,89,No Location Recorded,7:00 PM,H,129,10:00,,,,,"SUB OUT by RICE,MADISON",,,"SUB OUT by RICE,MADISON",2,subbing out,,Centre,madison rice,,600
130,1,anderson-ind-,Anderson,Centre,63-36,63,36,"13, 20, 15, 15, 63","7, 6, 11, 12, 36",13,20,15,15,63,7,6,11,12,36,1-0,0-2,11/17/17,Win,89,No Location Recorded,7:00 PM,H,130,10:00,,,,,"SUB OUT by STEWART,ABIGAIL",,,"SUB OUT by STEWART,ABIGAIL",2,subbing out,,Centre,abigail stewart,,600
131,1,anderson-ind-,Anderson,Centre,63-36,63,36,"13, 20, 15, 15, 63","7, 6, 11, 12, 36",13,20,15,15,63,7,6,11,12,36,1-0,0-2,11/17/17,Win,89,No Location Recorded,7:00 PM,H,131,10:00,,,,,"SUB OUT by KELLAM,PAIGE",,,"SUB OUT by KELLAM,PAIGE",2,subbing out,,Centre,paige kellam,,600
132,1,anderson-ind-,Anderson,Centre,63-36,63,36,"13, 20, 15, 15, 63","7, 6, 11, 12, 36",13,20,15,15,63,7,6,11,12,36,1-0,0-2,11/17/17,Win,89,No Location Recorded,7:00 PM,H,132,09:45,,,,,"FOUL  by BALLARD,AMI",,,"FOUL  by BALLARD,AMI",2,foul,,Centre,ami ballard,,585
133,1,anderson-ind-,Anderson,Centre,63-36,63,36,"13, 20, 15, 15, 63","7, 6, 11, 12, 36",13,20,15,15,63,7,6,11,12,36,1-0,0-2,11/17/17,Win,89,No Location Recorded,7:00 PM,H,133,09:45,,,,,"SUB IN by WEHBY,ABIGAIL",,,"SUB IN by WEHBY,ABIGAIL",2,subbing in,,Centre,abigail wehby,,585
134,1,anderson-ind-,Anderson,Centre,63-36,63,36,"13, 20, 15, 15, 63","7, 6, 11, 12, 36",13,20,15,15,63,7,6,11,12,36,1-0,0-2,11/17/17,Win,89,No Location Recorded,7:00 PM,H,134,09:45,,,,,"SUB OUT by BALLARD,AMI",,,"SUB OUT by BALLARD,AMI",2,subbing out,,Centre,ami ballard,,585
135,1,anderson-ind-,Anderson,Centre,63-36,63,36,"13, 20, 15, 15, 63","7, 6, 11, 12, 36",13,20,15,15,63,7,6,11,12,36,1-0,0-2,11/17/17,Win,89,No Location Recorded,7:00 PM,H,135,09:30,"MISS 3PTR by DUNN,HANNAH",,,,,,,"MISS 3PTR by DUNN,HANNAH",2,three pointer,missed,anderson,hannah dunn,,570
136,1,anderson-ind-,Anderson,Centre,63-36,63,36,"13, 20, 15, 15, 63","7, 6, 11, 12, 36",13,20,15,15,63,7,6,11,12,36,1-0,0-2,11/17/17,Win,89,No Location Recorded,7:00 PM,H,136,--,,,,,"REBOUND DEF by FEE,MIKAYLA",,,"REBOUND DEF by FEE,MIKAYLA",2,defensive rebound,,Centre,mikayla fee,,
137,1,anderson-ind-,Anderson,Centre,63-36,63,36,"13, 20, 15, 15, 63","7, 6, 11, 12, 36",13,20,15,15,63,7,6,11,12,36,1-0,0-2,11/17/17,Win,89,No Location Recorded,7:00 PM,H,137,09:17,"FOUL  by WARE,JORDAN",,,,,,,"FOUL  by WARE,JORDAN",2,foul,,anderson,jordan ware,,557
