,game,opponent name,boxscore_visitor_name,boxscore_home_name,final score,centreFinalScore,opponentFinalScore,centreScoreByPeriod,opponentScoreByPeriod,centreScorePeriod1,centreScorePeriod2,centreScorePeriod3,centreScorePeriod4,centreScorePeriod5,opponentScorePeriod1,opponentScorePeriod2,opponentScorePeriod3,opponentScorePeriod4,opponentScorePeriod5,centreRecord,opponentRecord,gameDate,outcome,attendance,gameLocation,gameTime,homeGame,,Time Remaining,HXW,Away Team Score,Play Team Indicator,Home Team Score,CENTRE-W,Game Score,Team Indicator,Play,period number,Play Type,Shot Outcome,Team,Player,Points Earned,Time(seconds)
53,18,hendrix,Hendrix,Centre,45-62,45,62,"16, 9, 9, 11, 45","11, 14, 20, 17, 62",16,9,9,11,45,11,14,20,17,62,12-6 (3-5 SAA),14-5 (6-2 SAA),01/26/18,Lose,92,No Location Recorded,6:00 PM,H,53,05:28,"SUB OUT by PROWSE,HEATHER",,,,,,,"SUB OUT by PROWSE,HEATHER",1,subbing out,,hendrix,heather prowse,,328
54,18,hendrix,Hendrix,Centre,45-62,45,62,"16, 9, 9, 11, 45","11, 14, 20, 17, 62",16,9,9,11,45,11,14,20,17,62,12-6 (3-5 SAA),14-5 (6-2 SAA),01/26/18,Lose,92,No Location Recorded,6:00 PM,H,54,05:17,"MISS 3PTR by TURNER,AMBER",,,,,,,"MISS 3PTR by TURNER,AMBER",1,three pointer,missed,hendrix,amber turner,,317
55,18,hendrix,Hendrix,Centre,45-62,45,62,"16, 9, 9, 11, 45","11, 14, 20, 17, 62",16,9,9,11,45,11,14,20,17,62,12-6 (3-5 SAA),14-5 (6-2 SAA),01/26/18,Lose,92,No Location Recorded,6:00 PM,H,55,--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,1,deadball rebound,,Centre,,,
56,18,hendrix,Hendrix,Centre,45-62,45,62,"16, 9, 9, 11, 45","11, 14, 20, 17, 62",16,9,9,11,45,11,14,20,17,62,12-6 (3-5 SAA),14-5 (6-2 SAA),01/26/18,Lose,92,No Location Recorded,6:00 PM,H,56,05:14,,,,,"FOUL  by MILLER,LAKKEN",,,"FOUL  by MILLER,LAKKEN",1,foul,,Centre,lakken miller,,314
57,18,hendrix,Hendrix,Centre,45-62,45,62,"16, 9, 9, 11, 45","11, 14, 20, 17, 62",16,9,9,11,45,11,14,20,17,62,12-6 (3-5 SAA),14-5 (6-2 SAA),01/26/18,Lose,92,No Location Recorded,6:00 PM,H,57,05:14,"SUB IN by MARTIN,MADISON",,,,,,,"SUB IN by MARTIN,MADISON",1,subbing in,,hendrix,madison martin,,314
58,18,hendrix,Hendrix,Centre,45-62,45,62,"16, 9, 9, 11, 45","11, 14, 20, 17, 62",16,9,9,11,45,11,14,20,17,62,12-6 (3-5 SAA),14-5 (6-2 SAA),01/26/18,Lose,92,No Location Recorded,6:00 PM,H,58,05:14,"SUB OUT by ANDERSON,MADDIE",,,,,,,"SUB OUT by ANDERSON,MADDIE",1,subbing out,,hendrix,maddie anderson,,314
59,18,hendrix,Hendrix,Centre,45-62,45,62,"16, 9, 9, 11, 45","11, 14, 20, 17, 62",16,9,9,11,45,11,14,20,17,62,12-6 (3-5 SAA),14-5 (6-2 SAA),01/26/18,Lose,92,No Location Recorded,6:00 PM,H,59,05:14,,,,,"SUB IN by SCHAD,OLIVIA",,,"SUB IN by SCHAD,OLIVIA",1,subbing in,,Centre,olivia schad,,314
60,18,hendrix,Hendrix,Centre,45-62,45,62,"16, 9, 9, 11, 45","11, 14, 20, 17, 62",16,9,9,11,45,11,14,20,17,62,12-6 (3-5 SAA),14-5 (6-2 SAA),01/26/18,Lose,92,No Location Recorded,6:00 PM,H,60,05:14,,,,,"SUB OUT by MILLER,LAKKEN",,,"SUB OUT by MILLER,LAKKEN",1,subbing out,,Centre,lakken miller,,314
61,18,hendrix,Hendrix,Centre,45-62,45,62,"16, 9, 9, 11, 45","11, 14, 20, 17, 62",16,9,9,11,45,11,14,20,17,62,12-6 (3-5 SAA),14-5 (6-2 SAA),01/26/18,Lose,92,No Location Recorded,6:00 PM,H,61,05:11,"TURNOVER  by SMITH,LEAH",,,,,,,"TURNOVER  by SMITH,LEAH",1,turnover,,hendrix,leah smith,,311
62,18,hendrix,Hendrix,Centre,45-62,45,62,"16, 9, 9, 11, 45","11, 14, 20, 17, 62",16,9,9,11,45,11,14,20,17,62,12-6 (3-5 SAA),14-5 (6-2 SAA),01/26/18,Lose,92,No Location Recorded,6:00 PM,H,62,05:09,,,,,"STEAL  by BALLARD,AMI",,,"STEAL  by BALLARD,AMI",1,steal,,Centre,,,309
63,18,hendrix,Hendrix,Centre,45-62,45,62,"16, 9, 9, 11, 45","11, 14, 20, 17, 62",16,9,9,11,45,11,14,20,17,62,12-6 (3-5 SAA),14-5 (6-2 SAA),01/26/18,Lose,92,No Location Recorded,6:00 PM,H,63,05:00,,7 (+3),,4,"GOOD LAYUP by BUNNER,CHEYENNE(in the paint)",CENTRE-W 7-4 (-3),,"GOOD LAYUP by BUNNER,CHEYENNE(in the paint)",1,layup,good,Centre,cheyenne bunner,2,300
64,18,hendrix,Hendrix,Centre,45-62,45,62,"16, 9, 9, 11, 45","11, 14, 20, 17, 62",16,9,9,11,45,11,14,20,17,62,12-6 (3-5 SAA),14-5 (6-2 SAA),01/26/18,Lose,92,No Location Recorded,6:00 PM,H,64,--,,,,,"ASSIST  by MARCUM,MADISON",,,"ASSIST  by MARCUM,MADISON",1,assist,,Centre,madison marcum,,
65,18,hendrix,Hendrix,Centre,45-62,45,62,"16, 9, 9, 11, 45","11, 14, 20, 17, 62",16,9,9,11,45,11,14,20,17,62,12-6 (3-5 SAA),14-5 (6-2 SAA),01/26/18,Lose,92,No Location Recorded,6:00 PM,H,65,04:33,"GOOD LAYUP by MARTIN,MADISON(in the paint)",9 (+5),,4,,HXW 9-4 (-5),,"GOOD LAYUP by MARTIN,MADISON(in the paint)",1,layup,good,hendrix,madison martin,2,273
66,18,hendrix,Hendrix,Centre,45-62,45,62,"16, 9, 9, 11, 45","11, 14, 20, 17, 62",16,9,9,11,45,11,14,20,17,62,12-6 (3-5 SAA),14-5 (6-2 SAA),01/26/18,Lose,92,No Location Recorded,6:00 PM,H,66,--,"ASSIST  by BOEHL,LEAH",,,,,,,"ASSIST  by BOEHL,LEAH",1,assist,,hendrix,leah boehl,,
67,18,hendrix,Hendrix,Centre,45-62,45,62,"16, 9, 9, 11, 45","11, 14, 20, 17, 62",16,9,9,11,45,11,14,20,17,62,12-6 (3-5 SAA),14-5 (6-2 SAA),01/26/18,Lose,92,No Location Recorded,6:00 PM,H,67,04:10,,9 (+2),,7,"GOOD 3PTR by FEE,MIKAYLA",CENTRE-W 9-7 (-2),,"GOOD 3PTR by FEE,MIKAYLA",1,three pointer,good,Centre,mikayla fee,3,250
68,18,hendrix,Hendrix,Centre,45-62,45,62,"16, 9, 9, 11, 45","11, 14, 20, 17, 62",16,9,9,11,45,11,14,20,17,62,12-6 (3-5 SAA),14-5 (6-2 SAA),01/26/18,Lose,92,No Location Recorded,6:00 PM,H,68,--,,,,,"ASSIST  by BALLARD,AMI",,,"ASSIST  by BALLARD,AMI",1,assist,,Centre,ami ballard,,
69,18,hendrix,Hendrix,Centre,45-62,45,62,"16, 9, 9, 11, 45","11, 14, 20, 17, 62",16,9,9,11,45,11,14,20,17,62,12-6 (3-5 SAA),14-5 (6-2 SAA),01/26/18,Lose,92,No Location Recorded,6:00 PM,H,69,03:47,"MISS 3PTR by BOEHL,LEAH",,,,,,,"MISS 3PTR by BOEHL,LEAH",1,three pointer,missed,hendrix,leah boehl,,227
70,18,hendrix,Hendrix,Centre,45-62,45,62,"16, 9, 9, 11, 45","11, 14, 20, 17, 62",16,9,9,11,45,11,14,20,17,62,12-6 (3-5 SAA),14-5 (6-2 SAA),01/26/18,Lose,92,No Location Recorded,6:00 PM,H,70,--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,1,defensive rebound,,Centre,,,
71,18,hendrix,Hendrix,Centre,45-62,45,62,"16, 9, 9, 11, 45","11, 14, 20, 17, 62",16,9,9,11,45,11,14,20,17,62,12-6 (3-5 SAA),14-5 (6-2 SAA),01/26/18,Lose,92,No Location Recorded,6:00 PM,H,71,03:42,"SUB IN by PROWSE,HEATHER",,,,,,,"SUB IN by PROWSE,HEATHER",1,subbing in,,hendrix,heather prowse,,222
72,18,hendrix,Hendrix,Centre,45-62,45,62,"16, 9, 9, 11, 45","11, 14, 20, 17, 62",16,9,9,11,45,11,14,20,17,62,12-6 (3-5 SAA),14-5 (6-2 SAA),01/26/18,Lose,92,No Location Recorded,6:00 PM,H,72,03:42,"SUB IN by DANIEL,VINESSA",,,,,,,"SUB IN by DANIEL,VINESSA",1,subbing in,,hendrix,vinessa daniel,,222
73,18,hendrix,Hendrix,Centre,45-62,45,62,"16, 9, 9, 11, 45","11, 14, 20, 17, 62",16,9,9,11,45,11,14,20,17,62,12-6 (3-5 SAA),14-5 (6-2 SAA),01/26/18,Lose,92,No Location Recorded,6:00 PM,H,73,03:42,"SUB OUT by TURNER,AMBER",,,,,,,"SUB OUT by TURNER,AMBER",1,subbing out,,hendrix,amber turner,,222
74,18,hendrix,Hendrix,Centre,45-62,45,62,"16, 9, 9, 11, 45","11, 14, 20, 17, 62",16,9,9,11,45,11,14,20,17,62,12-6 (3-5 SAA),14-5 (6-2 SAA),01/26/18,Lose,92,No Location Recorded,6:00 PM,H,74,03:42,"SUB OUT by SMITH,LEAH",,,,,,,"SUB OUT by SMITH,LEAH",1,subbing out,,hendrix,leah smith,,222
75,18,hendrix,Hendrix,Centre,45-62,45,62,"16, 9, 9, 11, 45","11, 14, 20, 17, 62",16,9,9,11,45,11,14,20,17,62,12-6 (3-5 SAA),14-5 (6-2 SAA),01/26/18,Lose,92,No Location Recorded,6:00 PM,H,75,03:42,,,,,"SUB IN by RICE,MADISON",,,"SUB IN by RICE,MADISON",1,subbing in,,Centre,madison rice,,222
76,18,hendrix,Hendrix,Centre,45-62,45,62,"16, 9, 9, 11, 45","11, 14, 20, 17, 62",16,9,9,11,45,11,14,20,17,62,12-6 (3-5 SAA),14-5 (6-2 SAA),01/26/18,Lose,92,No Location Recorded,6:00 PM,H,76,03:42,,,,,"SUB IN by HICKS,ELLEN",,,"SUB IN by HICKS,ELLEN",1,subbing in,,Centre,ellen hicks,,222
77,18,hendrix,Hendrix,Centre,45-62,45,62,"16, 9, 9, 11, 45","11, 14, 20, 17, 62",16,9,9,11,45,11,14,20,17,62,12-6 (3-5 SAA),14-5 (6-2 SAA),01/26/18,Lose,92,No Location Recorded,6:00 PM,H,77,03:42,,,,,"SUB IN by KELLAM,PAIGE",,,"SUB IN by KELLAM,PAIGE",1,subbing in,,Centre,paige kellam,,222
78,18,hendrix,Hendrix,Centre,45-62,45,62,"16, 9, 9, 11, 45","11, 14, 20, 17, 62",16,9,9,11,45,11,14,20,17,62,12-6 (3-5 SAA),14-5 (6-2 SAA),01/26/18,Lose,92,No Location Recorded,6:00 PM,H,78,03:42,,,,,"SUB OUT by FEE,MIKAYLA",,,"SUB OUT by FEE,MIKAYLA",1,subbing out,,Centre,mikayla fee,,222
79,18,hendrix,Hendrix,Centre,45-62,45,62,"16, 9, 9, 11, 45","11, 14, 20, 17, 62",16,9,9,11,45,11,14,20,17,62,12-6 (3-5 SAA),14-5 (6-2 SAA),01/26/18,Lose,92,No Location Recorded,6:00 PM,H,79,03:42,,,,,"SUB OUT by BUNNER,CHEYENNE",,,"SUB OUT by BUNNER,CHEYENNE",1,subbing out,,Centre,cheyenne bunner,,222
80,18,hendrix,Hendrix,Centre,45-62,45,62,"16, 9, 9, 11, 45","11, 14, 20, 17, 62",16,9,9,11,45,11,14,20,17,62,12-6 (3-5 SAA),14-5 (6-2 SAA),01/26/18,Lose,92,No Location Recorded,6:00 PM,H,80,03:42,,,,,"SUB OUT by BALLARD,AMI",,,"SUB OUT by BALLARD,AMI",1,subbing out,,Centre,ami ballard,,222
81,18,hendrix,Hendrix,Centre,45-62,45,62,"16, 9, 9, 11, 45","11, 14, 20, 17, 62",16,9,9,11,45,11,14,20,17,62,12-6 (3-5 SAA),14-5 (6-2 SAA),01/26/18,Lose,92,No Location Recorded,6:00 PM,H,81,03:22,,,,,"MISS JUMPER by HICKS,ELLEN",,,"MISS JUMPER by HICKS,ELLEN",1,jumper,missed,Centre,ellen hicks,,202
82,18,hendrix,Hendrix,Centre,45-62,45,62,"16, 9, 9, 11, 45","11, 14, 20, 17, 62",16,9,9,11,45,11,14,20,17,62,12-6 (3-5 SAA),14-5 (6-2 SAA),01/26/18,Lose,92,No Location Recorded,6:00 PM,H,82,--,,,,,"REBOUND OFF by HICKS,ELLEN",,,"REBOUND OFF by HICKS,ELLEN",1,offensive rebound,,Centre,ellen hicks,,
83,18,hendrix,Hendrix,Centre,45-62,45,62,"16, 9, 9, 11, 45","11, 14, 20, 17, 62",16,9,9,11,45,11,14,20,17,62,12-6 (3-5 SAA),14-5 (6-2 SAA),01/26/18,Lose,92,No Location Recorded,6:00 PM,H,83,03:11,,9,,9,"GOOD JUMPER by HICKS,ELLEN(in the paint)",CENTRE-W 9-9 (0),,"GOOD JUMPER by HICKS,ELLEN(in the paint)",1,jumper,good,Centre,ellen hicks,2,191
84,18,hendrix,Hendrix,Centre,45-62,45,62,"16, 9, 9, 11, 45","11, 14, 20, 17, 62",16,9,9,11,45,11,14,20,17,62,12-6 (3-5 SAA),14-5 (6-2 SAA),01/26/18,Lose,92,No Location Recorded,6:00 PM,H,84,02:44,"MISS JUMPER by MARTIN,MADISON",,,,,,,"MISS JUMPER by MARTIN,MADISON",1,jumper,missed,hendrix,madison martin,,164
85,18,hendrix,Hendrix,Centre,45-62,45,62,"16, 9, 9, 11, 45","11, 14, 20, 17, 62",16,9,9,11,45,11,14,20,17,62,12-6 (3-5 SAA),14-5 (6-2 SAA),01/26/18,Lose,92,No Location Recorded,6:00 PM,H,85,--,"REBOUND OFF by MARTIN,MADISON",,,,,,,"REBOUND OFF by MARTIN,MADISON",1,offensive rebound,,hendrix,madison martin,,
86,18,hendrix,Hendrix,Centre,45-62,45,62,"16, 9, 9, 11, 45","11, 14, 20, 17, 62",16,9,9,11,45,11,14,20,17,62,12-6 (3-5 SAA),14-5 (6-2 SAA),01/26/18,Lose,92,No Location Recorded,6:00 PM,H,86,02:39,"GOOD LAYUP by MARTIN,MADISON(in the paint)",11 (+2),,9,,HXW 11-9 (-2),,"GOOD LAYUP by MARTIN,MADISON(in the paint)",1,layup,good,hendrix,madison martin,2,159
87,18,hendrix,Hendrix,Centre,45-62,45,62,"16, 9, 9, 11, 45","11, 14, 20, 17, 62",16,9,9,11,45,11,14,20,17,62,12-6 (3-5 SAA),14-5 (6-2 SAA),01/26/18,Lose,92,No Location Recorded,6:00 PM,H,87,02:12,"FOUL  by RHINEHART,MARY",,,,,,,"FOUL  by RHINEHART,MARY",1,foul,,hendrix,mary rhinehart,,132
88,18,hendrix,Hendrix,Centre,45-62,45,62,"16, 9, 9, 11, 45","11, 14, 20, 17, 62",16,9,9,11,45,11,14,20,17,62,12-6 (3-5 SAA),14-5 (6-2 SAA),01/26/18,Lose,92,No Location Recorded,6:00 PM,H,88,02:12,,,,,"MISS FT by RICE,MADISON",,,"MISS FT by RICE,MADISON",1,free throw,missed,Centre,madison rice,,132
89,18,hendrix,Hendrix,Centre,45-62,45,62,"16, 9, 9, 11, 45","11, 14, 20, 17, 62",16,9,9,11,45,11,14,20,17,62,12-6 (3-5 SAA),14-5 (6-2 SAA),01/26/18,Lose,92,No Location Recorded,6:00 PM,H,89,--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,1,deadball rebound,,Centre,,,
90,18,hendrix,Hendrix,Centre,45-62,45,62,"16, 9, 9, 11, 45","11, 14, 20, 17, 62",16,9,9,11,45,11,14,20,17,62,12-6 (3-5 SAA),14-5 (6-2 SAA),01/26/18,Lose,92,No Location Recorded,6:00 PM,H,90,02:12,,11 (+1),,10,"GOOD FT by RICE,MADISON",CENTRE-W 11-10 (-1),,"GOOD FT by RICE,MADISON",1,free throw,good,Centre,madison rice,1,132
91,18,hendrix,Hendrix,Centre,45-62,45,62,"16, 9, 9, 11, 45","11, 14, 20, 17, 62",16,9,9,11,45,11,14,20,17,62,12-6 (3-5 SAA),14-5 (6-2 SAA),01/26/18,Lose,92,No Location Recorded,6:00 PM,H,91,02:12,,,,,"SUB IN by BUNNER,CHEYENNE",,,"SUB IN by BUNNER,CHEYENNE",1,subbing in,,Centre,cheyenne bunner,,132
92,18,hendrix,Hendrix,Centre,45-62,45,62,"16, 9, 9, 11, 45","11, 14, 20, 17, 62",16,9,9,11,45,11,14,20,17,62,12-6 (3-5 SAA),14-5 (6-2 SAA),01/26/18,Lose,92,No Location Recorded,6:00 PM,H,92,02:12,,,,,"SUB IN by WEHBY,ABIGAIL",,,"SUB IN by WEHBY,ABIGAIL",1,subbing in,,Centre,abigail wehby,,132
93,18,hendrix,Hendrix,Centre,45-62,45,62,"16, 9, 9, 11, 45","11, 14, 20, 17, 62",16,9,9,11,45,11,14,20,17,62,12-6 (3-5 SAA),14-5 (6-2 SAA),01/26/18,Lose,92,No Location Recorded,6:00 PM,H,93,02:12,,,,,"SUB IN by WILSON,KATHLEEN",,,"SUB IN by WILSON,KATHLEEN",1,subbing in,,Centre,kathleen wilson,,132
94,18,hendrix,Hendrix,Centre,45-62,45,62,"16, 9, 9, 11, 45","11, 14, 20, 17, 62",16,9,9,11,45,11,14,20,17,62,12-6 (3-5 SAA),14-5 (6-2 SAA),01/26/18,Lose,92,No Location Recorded,6:00 PM,H,94,02:12,,,,,"SUB OUT by RICE,MADISON",,,"SUB OUT by RICE,MADISON",1,subbing out,,Centre,madison rice,,132
95,18,hendrix,Hendrix,Centre,45-62,45,62,"16, 9, 9, 11, 45","11, 14, 20, 17, 62",16,9,9,11,45,11,14,20,17,62,12-6 (3-5 SAA),14-5 (6-2 SAA),01/26/18,Lose,92,No Location Recorded,6:00 PM,H,95,02:12,,,,,"SUB OUT by MARCUM,MADISON",,,"SUB OUT by MARCUM,MADISON",1,subbing out,,Centre,madison marcum,,132
96,18,hendrix,Hendrix,Centre,45-62,45,62,"16, 9, 9, 11, 45","11, 14, 20, 17, 62",16,9,9,11,45,11,14,20,17,62,12-6 (3-5 SAA),14-5 (6-2 SAA),01/26/18,Lose,92,No Location Recorded,6:00 PM,H,96,02:12,,,,,"SUB OUT by KELLAM,PAIGE",,,"SUB OUT by KELLAM,PAIGE",1,subbing out,,Centre,paige kellam,,132
97,18,hendrix,Hendrix,Centre,45-62,45,62,"16, 9, 9, 11, 45","11, 14, 20, 17, 62",16,9,9,11,45,11,14,20,17,62,12-6 (3-5 SAA),14-5 (6-2 SAA),01/26/18,Lose,92,No Location Recorded,6:00 PM,H,97,02:02,"TURNOVER  by DANIEL,VINESSA",,,,,,,"TURNOVER  by DANIEL,VINESSA",1,turnover,,hendrix,vinessa daniel,,122
98,18,hendrix,Hendrix,Centre,45-62,45,62,"16, 9, 9, 11, 45","11, 14, 20, 17, 62",16,9,9,11,45,11,14,20,17,62,12-6 (3-5 SAA),14-5 (6-2 SAA),01/26/18,Lose,92,No Location Recorded,6:00 PM,H,98,02:00,"SUB IN by SMITH,LEAH",,,,,,,"SUB IN by SMITH,LEAH",1,subbing in,,hendrix,leah smith,,120
99,18,hendrix,Hendrix,Centre,45-62,45,62,"16, 9, 9, 11, 45","11, 14, 20, 17, 62",16,9,9,11,45,11,14,20,17,62,12-6 (3-5 SAA),14-5 (6-2 SAA),01/26/18,Lose,92,No Location Recorded,6:00 PM,H,99,02:00,"SUB OUT by RHINEHART,MARY",,,,,,,"SUB OUT by RHINEHART,MARY",1,subbing out,,hendrix,mary rhinehart,,120
100,18,hendrix,Hendrix,Centre,45-62,45,62,"16, 9, 9, 11, 45","11, 14, 20, 17, 62",16,9,9,11,45,11,14,20,17,62,12-6 (3-5 SAA),14-5 (6-2 SAA),01/26/18,Lose,92,No Location Recorded,6:00 PM,H,100,01:35,,,,,"MISS JUMPER by HICKS,ELLEN",,,"MISS JUMPER by HICKS,ELLEN",1,jumper,missed,Centre,ellen hicks,,95
101,18,hendrix,Hendrix,Centre,45-62,45,62,"16, 9, 9, 11, 45","11, 14, 20, 17, 62",16,9,9,11,45,11,14,20,17,62,12-6 (3-5 SAA),14-5 (6-2 SAA),01/26/18,Lose,92,No Location Recorded,6:00 PM,H,101,--,"REBOUND DEF by DANIEL,VINESSA",,,,,,,"REBOUND DEF by DANIEL,VINESSA",1,defensive rebound,,hendrix,vinessa daniel,,
102,18,hendrix,Hendrix,Centre,45-62,45,62,"16, 9, 9, 11, 45","11, 14, 20, 17, 62",16,9,9,11,45,11,14,20,17,62,12-6 (3-5 SAA),14-5 (6-2 SAA),01/26/18,Lose,92,No Location Recorded,6:00 PM,H,102,01:25,"MISS LAYUP by MARTIN,MADISON",,,,,,,"MISS LAYUP by MARTIN,MADISON",1,layup,missed,hendrix,madison martin,,85
103,18,hendrix,Hendrix,Centre,45-62,45,62,"16, 9, 9, 11, 45","11, 14, 20, 17, 62",16,9,9,11,45,11,14,20,17,62,12-6 (3-5 SAA),14-5 (6-2 SAA),01/26/18,Lose,92,No Location Recorded,6:00 PM,H,103,--,,,,,"REBOUND DEF by HICKS,ELLEN",,,"REBOUND DEF by HICKS,ELLEN",1,defensive rebound,,Centre,ellen hicks,,
104,18,hendrix,Hendrix,Centre,45-62,45,62,"16, 9, 9, 11, 45","11, 14, 20, 17, 62",16,9,9,11,45,11,14,20,17,62,12-6 (3-5 SAA),14-5 (6-2 SAA),01/26/18,Lose,92,No Location Recorded,6:00 PM,H,104,01:20,"FOUL  by MARTIN,MADISON",,,,,,,"FOUL  by MARTIN,MADISON",1,foul,,hendrix,madison martin,,80
105,18,hendrix,Hendrix,Centre,45-62,45,62,"16, 9, 9, 11, 45","11, 14, 20, 17, 62",16,9,9,11,45,11,14,20,17,62,12-6 (3-5 SAA),14-5 (6-2 SAA),01/26/18,Lose,92,No Location Recorded,6:00 PM,H,105,00:59,"FOUL  by SMITH,LEAH",,,,,,,"FOUL  by SMITH,LEAH",1,foul,,hendrix,leah smith,,59
106,18,hendrix,Hendrix,Centre,45-62,45,62,"16, 9, 9, 11, 45","11, 14, 20, 17, 62",16,9,9,11,45,11,14,20,17,62,12-6 (3-5 SAA),14-5 (6-2 SAA),01/26/18,Lose,92,No Location Recorded,6:00 PM,H,106,00:59,,11,,11,"GOOD FT by BUNNER,CHEYENNE",CENTRE-W 11-11 (0),,"GOOD FT by BUNNER,CHEYENNE",1,free throw,good,Centre,cheyenne bunner,1,59
107,18,hendrix,Hendrix,Centre,45-62,45,62,"16, 9, 9, 11, 45","11, 14, 20, 17, 62",16,9,9,11,45,11,14,20,17,62,12-6 (3-5 SAA),14-5 (6-2 SAA),01/26/18,Lose,92,No Location Recorded,6:00 PM,H,107,00:59,,11,,12 (+1),"GOOD FT by BUNNER,CHEYENNE",CENTRE-W 11-12 (+1),,"GOOD FT by BUNNER,CHEYENNE",1,free throw,good,Centre,cheyenne bunner,1,59
108,18,hendrix,Hendrix,Centre,45-62,45,62,"16, 9, 9, 11, 45","11, 14, 20, 17, 62",16,9,9,11,45,11,14,20,17,62,12-6 (3-5 SAA),14-5 (6-2 SAA),01/26/18,Lose,92,No Location Recorded,6:00 PM,H,108,00:59,"SUB IN by TURNER,AMBER",,,,,,,"SUB IN by TURNER,AMBER",1,subbing in,,hendrix,amber turner,,59
109,18,hendrix,Hendrix,Centre,45-62,45,62,"16, 9, 9, 11, 45","11, 14, 20, 17, 62",16,9,9,11,45,11,14,20,17,62,12-6 (3-5 SAA),14-5 (6-2 SAA),01/26/18,Lose,92,No Location Recorded,6:00 PM,H,109,00:59,"SUB OUT by PROWSE,HEATHER",,,,,,,"SUB OUT by PROWSE,HEATHER",1,subbing out,,hendrix,heather prowse,,59
110,18,hendrix,Hendrix,Centre,45-62,45,62,"16, 9, 9, 11, 45","11, 14, 20, 17, 62",16,9,9,11,45,11,14,20,17,62,12-6 (3-5 SAA),14-5 (6-2 SAA),01/26/18,Lose,92,No Location Recorded,6:00 PM,H,110,00:59,,,,,"SUB IN by MARCUM,MADISON",,,"SUB IN by MARCUM,MADISON",1,subbing in,,Centre,madison marcum,,59
111,18,hendrix,Hendrix,Centre,45-62,45,62,"16, 9, 9, 11, 45","11, 14, 20, 17, 62",16,9,9,11,45,11,14,20,17,62,12-6 (3-5 SAA),14-5 (6-2 SAA),01/26/18,Lose,92,No Location Recorded,6:00 PM,H,111,00:59,,,,,"SUB OUT by WILSON,KATHLEEN",,,"SUB OUT by WILSON,KATHLEEN",1,subbing out,,Centre,kathleen wilson,,59
112,18,hendrix,Hendrix,Centre,45-62,45,62,"16, 9, 9, 11, 45","11, 14, 20, 17, 62",16,9,9,11,45,11,14,20,17,62,12-6 (3-5 SAA),14-5 (6-2 SAA),01/26/18,Lose,92,No Location Recorded,6:00 PM,H,112,00:53,"TURNOVER  by SMITH,LEAH",,,,,,,"TURNOVER  by SMITH,LEAH",1,turnover,,hendrix,leah smith,,53
113,18,hendrix,Hendrix,Centre,45-62,45,62,"16, 9, 9, 11, 45","11, 14, 20, 17, 62",16,9,9,11,45,11,14,20,17,62,12-6 (3-5 SAA),14-5 (6-2 SAA),01/26/18,Lose,92,No Location Recorded,6:00 PM,H,113,00:38,,11,,14 (+3),"GOOD JUMPER by MARCUM,MADISON",CENTRE-W 11-14 (+3),,"GOOD JUMPER by MARCUM,MADISON",1,jumper,good,Centre,madison marcum,2,38
114,18,hendrix,Hendrix,Centre,45-62,45,62,"16, 9, 9, 11, 45","11, 14, 20, 17, 62",16,9,9,11,45,11,14,20,17,62,12-6 (3-5 SAA),14-5 (6-2 SAA),01/26/18,Lose,92,No Location Recorded,6:00 PM,H,114,00:21,"MISS LAYUP by DANIEL,VINESSA",,,,,,,"MISS LAYUP by DANIEL,VINESSA",1,layup,missed,hendrix,vinessa daniel,,21
115,18,hendrix,Hendrix,Centre,45-62,45,62,"16, 9, 9, 11, 45","11, 14, 20, 17, 62",16,9,9,11,45,11,14,20,17,62,12-6 (3-5 SAA),14-5 (6-2 SAA),01/26/18,Lose,92,No Location Recorded,6:00 PM,H,115,--,,,,,"REBOUND DEF by HICKS,ELLEN",,,"REBOUND DEF by HICKS,ELLEN",1,defensive rebound,,Centre,ellen hicks,,
116,18,hendrix,Hendrix,Centre,45-62,45,62,"16, 9, 9, 11, 45","11, 14, 20, 17, 62",16,9,9,11,45,11,14,20,17,62,12-6 (3-5 SAA),14-5 (6-2 SAA),01/26/18,Lose,92,No Location Recorded,6:00 PM,H,116,00:03,,11,,16 (+5),"GOOD LAYUP by BUNNER,CHEYENNE(in the paint)",CENTRE-W 11-16 (+5),,"GOOD LAYUP by BUNNER,CHEYENNE(in the paint)",1,layup,good,Centre,cheyenne bunner,2,3
117,18,hendrix,Hendrix,Centre,45-62,45,62,"16, 9, 9, 11, 45","11, 14, 20, 17, 62",16,9,9,11,45,11,14,20,17,62,12-6 (3-5 SAA),14-5 (6-2 SAA),01/26/18,Lose,92,No Location Recorded,6:00 PM,H,117,--,,,,,"ASSIST  by HICKS,ELLEN",,,"ASSIST  by HICKS,ELLEN",1,assist,,Centre,ellen hicks,,
118,18,hendrix,Hendrix,Centre,45-62,45,62,"16, 9, 9, 11, 45","11, 14, 20, 17, 62",16,9,9,11,45,11,14,20,17,62,12-6 (3-5 SAA),14-5 (6-2 SAA),01/26/18,Lose,92,No Location Recorded,6:00 PM,H,118,Start Period 2,,,,,,,,,2,,,,,,
