,game,opponent name,boxscore_visitor_name,boxscore_home_name,final score,centreFinalScore,opponentFinalScore,centreScoreByPeriod,opponentScoreByPeriod,centreScorePeriod1,centreScorePeriod2,centreScorePeriod3,centreScorePeriod4,centreScorePeriod5,opponentScorePeriod1,opponentScorePeriod2,opponentScorePeriod3,opponentScorePeriod4,opponentScorePeriod5,centreRecord,opponentRecord,gameDate,outcome,attendance,gameLocation,gameTime,homeGame,,Time Remaining,RHODES,Away Team Score,Play Team Indicator,Home Team Score,CENTRE-W,Game Score,Team Indicator,Play,period number,Play Type,Shot Outcome,Team,Player,Points Earned,Time(seconds)
61,19,rhodes,Rhodes,Centre,74-51,74,51,"9, 19, 20, 26, 74","16, 13, 5, 17, 51",9,19,20,26,74,16,13,5,17,51,13-6 (4-5 SAA),12-7 (5-4 SAA),01/28/18,Win,133,No Location Recorded,1:00 PM,H,61,03:28,,,,,"SUB IN by MURRAY,KYLEE",,,"SUB IN by MURRAY,KYLEE",1,subbing in,,Centre,kylee murray,,208
62,19,rhodes,Rhodes,Centre,74-51,74,51,"9, 19, 20, 26, 74","16, 13, 5, 17, 51",9,19,20,26,74,16,13,5,17,51,13-6 (4-5 SAA),12-7 (5-4 SAA),01/28/18,Win,133,No Location Recorded,1:00 PM,H,62,03:28,,,,,"SUB IN by WILSON,KATHLEEN",,,"SUB IN by WILSON,KATHLEEN",1,subbing in,,Centre,kathleen wilson,,208
63,19,rhodes,Rhodes,Centre,74-51,74,51,"9, 19, 20, 26, 74","16, 13, 5, 17, 51",9,19,20,26,74,16,13,5,17,51,13-6 (4-5 SAA),12-7 (5-4 SAA),01/28/18,Win,133,No Location Recorded,1:00 PM,H,63,03:28,,,,,"SUB OUT by MARCUM,MADISON",,,"SUB OUT by MARCUM,MADISON",1,subbing out,,Centre,madison marcum,,208
64,19,rhodes,Rhodes,Centre,74-51,74,51,"9, 19, 20, 26, 74","16, 13, 5, 17, 51",9,19,20,26,74,16,13,5,17,51,13-6 (4-5 SAA),12-7 (5-4 SAA),01/28/18,Win,133,No Location Recorded,1:00 PM,H,64,03:28,,,,,"SUB OUT by MILLER,LAKKEN",,,"SUB OUT by MILLER,LAKKEN",1,subbing out,,Centre,lakken miller,,208
65,19,rhodes,Rhodes,Centre,74-51,74,51,"9, 19, 20, 26, 74","16, 13, 5, 17, 51",9,19,20,26,74,16,13,5,17,51,13-6 (4-5 SAA),12-7 (5-4 SAA),01/28/18,Win,133,No Location Recorded,1:00 PM,H,65,03:27,"GOOD JUMPER by USTICK,JESSIE",13 (+8),,5,,RHODES 13-5 (-8),,"GOOD JUMPER by USTICK,JESSIE",1,jumper,good,rhodes,jessie ustick,2,207
66,19,rhodes,Rhodes,Centre,74-51,74,51,"9, 19, 20, 26, 74","16, 13, 5, 17, 51",9,19,20,26,74,16,13,5,17,51,13-6 (4-5 SAA),12-7 (5-4 SAA),01/28/18,Win,133,No Location Recorded,1:00 PM,H,66,--,"ASSIST  by OWENS,ALYSSA",,,,,,,"ASSIST  by OWENS,ALYSSA",1,assist,,rhodes,alyssa owens,,
67,19,rhodes,Rhodes,Centre,74-51,74,51,"9, 19, 20, 26, 74","16, 13, 5, 17, 51",9,19,20,26,74,16,13,5,17,51,13-6 (4-5 SAA),12-7 (5-4 SAA),01/28/18,Win,133,No Location Recorded,1:00 PM,H,67,03:05,,,,,"MISS JUMPER by MURRAY,KYLEE",,,"MISS JUMPER by MURRAY,KYLEE",1,jumper,missed,Centre,kylee murray,,185
68,19,rhodes,Rhodes,Centre,74-51,74,51,"9, 19, 20, 26, 74","16, 13, 5, 17, 51",9,19,20,26,74,16,13,5,17,51,13-6 (4-5 SAA),12-7 (5-4 SAA),01/28/18,Win,133,No Location Recorded,1:00 PM,H,68,--,"REBOUND DEF by USTICK,JESSIE",,,,,,,"REBOUND DEF by USTICK,JESSIE",1,defensive rebound,,rhodes,jessie ustick,,
69,19,rhodes,Rhodes,Centre,74-51,74,51,"9, 19, 20, 26, 74","16, 13, 5, 17, 51",9,19,20,26,74,16,13,5,17,51,13-6 (4-5 SAA),12-7 (5-4 SAA),01/28/18,Win,133,No Location Recorded,1:00 PM,H,69,02:54,"TURNOVER  by WHITESIDE,LINDSEY",,,,,,,"TURNOVER  by WHITESIDE,LINDSEY",1,turnover,,rhodes,lindsey whiteside,,174
70,19,rhodes,Rhodes,Centre,74-51,74,51,"9, 19, 20, 26, 74","16, 13, 5, 17, 51",9,19,20,26,74,16,13,5,17,51,13-6 (4-5 SAA),12-7 (5-4 SAA),01/28/18,Win,133,No Location Recorded,1:00 PM,H,70,02:25,,13 (+6),,7,"GOOD LAYUP by STEWART,ABIGAIL(in the paint)",CENTRE-W 13-7 (-6),,"GOOD LAYUP by STEWART,ABIGAIL(in the paint)",1,layup,good,Centre,abigail stewart,2,145
71,19,rhodes,Rhodes,Centre,74-51,74,51,"9, 19, 20, 26, 74","16, 13, 5, 17, 51",9,19,20,26,74,16,13,5,17,51,13-6 (4-5 SAA),12-7 (5-4 SAA),01/28/18,Win,133,No Location Recorded,1:00 PM,H,71,--,,,,,"ASSIST  by WILSON,KATHLEEN",,,"ASSIST  by WILSON,KATHLEEN",1,assist,,Centre,kathleen wilson,,
72,19,rhodes,Rhodes,Centre,74-51,74,51,"9, 19, 20, 26, 74","16, 13, 5, 17, 51",9,19,20,26,74,16,13,5,17,51,13-6 (4-5 SAA),12-7 (5-4 SAA),01/28/18,Win,133,No Location Recorded,1:00 PM,H,72,02:12,"MISS JUMPER by WHITESIDE,LINDSEY",,,,,,,"MISS JUMPER by WHITESIDE,LINDSEY",1,jumper,missed,rhodes,lindsey whiteside,,132
73,19,rhodes,Rhodes,Centre,74-51,74,51,"9, 19, 20, 26, 74","16, 13, 5, 17, 51",9,19,20,26,74,16,13,5,17,51,13-6 (4-5 SAA),12-7 (5-4 SAA),01/28/18,Win,133,No Location Recorded,1:00 PM,H,73,02:12,,,,,"BLOCK  by MURRAY,KYLEE",,,"BLOCK  by MURRAY,KYLEE",1,block,,Centre,kylee murray,,132
74,19,rhodes,Rhodes,Centre,74-51,74,51,"9, 19, 20, 26, 74","16, 13, 5, 17, 51",9,19,20,26,74,16,13,5,17,51,13-6 (4-5 SAA),12-7 (5-4 SAA),01/28/18,Win,133,No Location Recorded,1:00 PM,H,74,--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,1,offensive rebound,,Centre,,,
75,19,rhodes,Rhodes,Centre,74-51,74,51,"9, 19, 20, 26, 74","16, 13, 5, 17, 51",9,19,20,26,74,16,13,5,17,51,13-6 (4-5 SAA),12-7 (5-4 SAA),01/28/18,Win,133,No Location Recorded,1:00 PM,H,75,02:02,"MISS JUMPER by LONGACRE,MAYA",,,,,,,"MISS JUMPER by LONGACRE,MAYA",1,jumper,missed,rhodes,maya longacre,,122
76,19,rhodes,Rhodes,Centre,74-51,74,51,"9, 19, 20, 26, 74","16, 13, 5, 17, 51",9,19,20,26,74,16,13,5,17,51,13-6 (4-5 SAA),12-7 (5-4 SAA),01/28/18,Win,133,No Location Recorded,1:00 PM,H,76,--,,,,,"REBOUND DEF by BUNNER,CHEYENNE",,,"REBOUND DEF by BUNNER,CHEYENNE",1,defensive rebound,,Centre,cheyenne bunner,,
77,19,rhodes,Rhodes,Centre,74-51,74,51,"9, 19, 20, 26, 74","16, 13, 5, 17, 51",9,19,20,26,74,16,13,5,17,51,13-6 (4-5 SAA),12-7 (5-4 SAA),01/28/18,Win,133,No Location Recorded,1:00 PM,H,77,01:50,,,,,"MISS 3PTR by WILSON,KATHLEEN",,,"MISS 3PTR by WILSON,KATHLEEN",1,three pointer,missed,Centre,kathleen wilson,,110
78,19,rhodes,Rhodes,Centre,74-51,74,51,"9, 19, 20, 26, 74","16, 13, 5, 17, 51",9,19,20,26,74,16,13,5,17,51,13-6 (4-5 SAA),12-7 (5-4 SAA),01/28/18,Win,133,No Location Recorded,1:00 PM,H,78,--,,,,,"REBOUND OFF by STEWART,ABIGAIL",,,"REBOUND OFF by STEWART,ABIGAIL",1,offensive rebound,,Centre,abigail stewart,,
79,19,rhodes,Rhodes,Centre,74-51,74,51,"9, 19, 20, 26, 74","16, 13, 5, 17, 51",9,19,20,26,74,16,13,5,17,51,13-6 (4-5 SAA),12-7 (5-4 SAA),01/28/18,Win,133,No Location Recorded,1:00 PM,H,79,01:26,"FOUL  by DEERY,ERIN",,,,,,,"FOUL  by DEERY,ERIN",1,foul,,rhodes,erin deery,,86
80,19,rhodes,Rhodes,Centre,74-51,74,51,"9, 19, 20, 26, 74","16, 13, 5, 17, 51",9,19,20,26,74,16,13,5,17,51,13-6 (4-5 SAA),12-7 (5-4 SAA),01/28/18,Win,133,No Location Recorded,1:00 PM,H,80,01:26,,13 (+5),,8,"GOOD FT by STEWART,ABIGAIL",CENTRE-W 13-8 (-5),,"GOOD FT by STEWART,ABIGAIL",1,free throw,good,Centre,abigail stewart,1,86
81,19,rhodes,Rhodes,Centre,74-51,74,51,"9, 19, 20, 26, 74","16, 13, 5, 17, 51",9,19,20,26,74,16,13,5,17,51,13-6 (4-5 SAA),12-7 (5-4 SAA),01/28/18,Win,133,No Location Recorded,1:00 PM,H,81,01:26,,13 (+4),,9,"GOOD FT by STEWART,ABIGAIL",CENTRE-W 13-9 (-4),,"GOOD FT by STEWART,ABIGAIL",1,free throw,good,Centre,abigail stewart,1,86
82,19,rhodes,Rhodes,Centre,74-51,74,51,"9, 19, 20, 26, 74","16, 13, 5, 17, 51",9,19,20,26,74,16,13,5,17,51,13-6 (4-5 SAA),12-7 (5-4 SAA),01/28/18,Win,133,No Location Recorded,1:00 PM,H,82,01:26,,,,,"SUB IN by SCHAD,OLIVIA",,,"SUB IN by SCHAD,OLIVIA",1,subbing in,,Centre,olivia schad,,86
83,19,rhodes,Rhodes,Centre,74-51,74,51,"9, 19, 20, 26, 74","16, 13, 5, 17, 51",9,19,20,26,74,16,13,5,17,51,13-6 (4-5 SAA),12-7 (5-4 SAA),01/28/18,Win,133,No Location Recorded,1:00 PM,H,83,01:26,,,,,"SUB IN by RICE,MADISON",,,"SUB IN by RICE,MADISON",1,subbing in,,Centre,madison rice,,86
84,19,rhodes,Rhodes,Centre,74-51,74,51,"9, 19, 20, 26, 74","16, 13, 5, 17, 51",9,19,20,26,74,16,13,5,17,51,13-6 (4-5 SAA),12-7 (5-4 SAA),01/28/18,Win,133,No Location Recorded,1:00 PM,H,84,01:26,,,,,"SUB OUT by MURRAY,KYLEE",,,"SUB OUT by MURRAY,KYLEE",1,subbing out,,Centre,kylee murray,,86
85,19,rhodes,Rhodes,Centre,74-51,74,51,"9, 19, 20, 26, 74","16, 13, 5, 17, 51",9,19,20,26,74,16,13,5,17,51,13-6 (4-5 SAA),12-7 (5-4 SAA),01/28/18,Win,133,No Location Recorded,1:00 PM,H,85,01:26,,,,,"SUB OUT by BUNNER,CHEYENNE",,,"SUB OUT by BUNNER,CHEYENNE",1,subbing out,,Centre,cheyenne bunner,,86
86,19,rhodes,Rhodes,Centre,74-51,74,51,"9, 19, 20, 26, 74","16, 13, 5, 17, 51",9,19,20,26,74,16,13,5,17,51,13-6 (4-5 SAA),12-7 (5-4 SAA),01/28/18,Win,133,No Location Recorded,1:00 PM,H,86,01:13,"GOOD LAYUP by OWENS,ALYSSA(in the paint)",15 (+6),,9,,RHODES 15-9 (-6),,"GOOD LAYUP by OWENS,ALYSSA(in the paint)",1,layup,good,rhodes,alyssa owens,2,73
87,19,rhodes,Rhodes,Centre,74-51,74,51,"9, 19, 20, 26, 74","16, 13, 5, 17, 51",9,19,20,26,74,16,13,5,17,51,13-6 (4-5 SAA),12-7 (5-4 SAA),01/28/18,Win,133,No Location Recorded,1:00 PM,H,87,01:03,,,,,"MISS JUMPER by STEWART,ABIGAIL",,,"MISS JUMPER by STEWART,ABIGAIL",1,jumper,missed,Centre,abigail stewart,,63
88,19,rhodes,Rhodes,Centre,74-51,74,51,"9, 19, 20, 26, 74","16, 13, 5, 17, 51",9,19,20,26,74,16,13,5,17,51,13-6 (4-5 SAA),12-7 (5-4 SAA),01/28/18,Win,133,No Location Recorded,1:00 PM,H,88,--,"REBOUND DEF by WHITESIDE,LINDSEY",,,,,,,"REBOUND DEF by WHITESIDE,LINDSEY",1,defensive rebound,,rhodes,lindsey whiteside,,
89,19,rhodes,Rhodes,Centre,74-51,74,51,"9, 19, 20, 26, 74","16, 13, 5, 17, 51",9,19,20,26,74,16,13,5,17,51,13-6 (4-5 SAA),12-7 (5-4 SAA),01/28/18,Win,133,No Location Recorded,1:00 PM,H,89,00:52,,,,,"FOUL  by WILSON,KATHLEEN",,,"FOUL  by WILSON,KATHLEEN",1,foul,,Centre,kathleen wilson,,52
90,19,rhodes,Rhodes,Centre,74-51,74,51,"9, 19, 20, 26, 74","16, 13, 5, 17, 51",9,19,20,26,74,16,13,5,17,51,13-6 (4-5 SAA),12-7 (5-4 SAA),01/28/18,Win,133,No Location Recorded,1:00 PM,H,90,00:52,"MISS FT by WHITESIDE,LINDSEY",,,,,,,"MISS FT by WHITESIDE,LINDSEY",1,free throw,missed,rhodes,lindsey whiteside,,52
91,19,rhodes,Rhodes,Centre,74-51,74,51,"9, 19, 20, 26, 74","16, 13, 5, 17, 51",9,19,20,26,74,16,13,5,17,51,13-6 (4-5 SAA),12-7 (5-4 SAA),01/28/18,Win,133,No Location Recorded,1:00 PM,H,91,--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,1,deadball rebound,,Centre,,,
92,19,rhodes,Rhodes,Centre,74-51,74,51,"9, 19, 20, 26, 74","16, 13, 5, 17, 51",9,19,20,26,74,16,13,5,17,51,13-6 (4-5 SAA),12-7 (5-4 SAA),01/28/18,Win,133,No Location Recorded,1:00 PM,H,92,00:52,"GOOD FT by WHITESIDE,LINDSEY",16 (+7),,9,,RHODES 16-9 (-7),,"GOOD FT by WHITESIDE,LINDSEY",1,free throw,good,rhodes,lindsey whiteside,1,52
93,19,rhodes,Rhodes,Centre,74-51,74,51,"9, 19, 20, 26, 74","16, 13, 5, 17, 51",9,19,20,26,74,16,13,5,17,51,13-6 (4-5 SAA),12-7 (5-4 SAA),01/28/18,Win,133,No Location Recorded,1:00 PM,H,93,00:52,,,,,"SUB IN by MARCUM,MADISON",,,"SUB IN by MARCUM,MADISON",1,subbing in,,Centre,madison marcum,,52
94,19,rhodes,Rhodes,Centre,74-51,74,51,"9, 19, 20, 26, 74","16, 13, 5, 17, 51",9,19,20,26,74,16,13,5,17,51,13-6 (4-5 SAA),12-7 (5-4 SAA),01/28/18,Win,133,No Location Recorded,1:00 PM,H,94,00:52,,,,,"SUB IN by HICKS,ELLEN",,,"SUB IN by HICKS,ELLEN",1,subbing in,,Centre,ellen hicks,,52
95,19,rhodes,Rhodes,Centre,74-51,74,51,"9, 19, 20, 26, 74","16, 13, 5, 17, 51",9,19,20,26,74,16,13,5,17,51,13-6 (4-5 SAA),12-7 (5-4 SAA),01/28/18,Win,133,No Location Recorded,1:00 PM,H,95,00:52,,,,,"SUB OUT by STEWART,ABIGAIL",,,"SUB OUT by STEWART,ABIGAIL",1,subbing out,,Centre,abigail stewart,,52
96,19,rhodes,Rhodes,Centre,74-51,74,51,"9, 19, 20, 26, 74","16, 13, 5, 17, 51",9,19,20,26,74,16,13,5,17,51,13-6 (4-5 SAA),12-7 (5-4 SAA),01/28/18,Win,133,No Location Recorded,1:00 PM,H,96,00:52,,,,,"SUB OUT by WILSON,KATHLEEN",,,"SUB OUT by WILSON,KATHLEEN",1,subbing out,,Centre,kathleen wilson,,52
97,19,rhodes,Rhodes,Centre,74-51,74,51,"9, 19, 20, 26, 74","16, 13, 5, 17, 51",9,19,20,26,74,16,13,5,17,51,13-6 (4-5 SAA),12-7 (5-4 SAA),01/28/18,Win,133,No Location Recorded,1:00 PM,H,97,00:37,,,,,"MISS JUMPER by MARCUM,MADISON",,,"MISS JUMPER by MARCUM,MADISON",1,jumper,missed,Centre,madison marcum,,37
98,19,rhodes,Rhodes,Centre,74-51,74,51,"9, 19, 20, 26, 74","16, 13, 5, 17, 51",9,19,20,26,74,16,13,5,17,51,13-6 (4-5 SAA),12-7 (5-4 SAA),01/28/18,Win,133,No Location Recorded,1:00 PM,H,98,--,"REBOUND DEF by USTICK,JESSIE",,,,,,,"REBOUND DEF by USTICK,JESSIE",1,defensive rebound,,rhodes,jessie ustick,,
99,19,rhodes,Rhodes,Centre,74-51,74,51,"9, 19, 20, 26, 74","16, 13, 5, 17, 51",9,19,20,26,74,16,13,5,17,51,13-6 (4-5 SAA),12-7 (5-4 SAA),01/28/18,Win,133,No Location Recorded,1:00 PM,H,99,00:12,"MISS JUMPER by OWENS,ALYSSA",,,,,,,"MISS JUMPER by OWENS,ALYSSA",1,jumper,missed,rhodes,alyssa owens,,12
100,19,rhodes,Rhodes,Centre,74-51,74,51,"9, 19, 20, 26, 74","16, 13, 5, 17, 51",9,19,20,26,74,16,13,5,17,51,13-6 (4-5 SAA),12-7 (5-4 SAA),01/28/18,Win,133,No Location Recorded,1:00 PM,H,100,--,,,,,"REBOUND DEF by RICE,MADISON",,,"REBOUND DEF by RICE,MADISON",1,defensive rebound,,Centre,madison rice,,
101,19,rhodes,Rhodes,Centre,74-51,74,51,"9, 19, 20, 26, 74","16, 13, 5, 17, 51",9,19,20,26,74,16,13,5,17,51,13-6 (4-5 SAA),12-7 (5-4 SAA),01/28/18,Win,133,No Location Recorded,1:00 PM,H,101,00:02,,,,,"TURNOVER  by HICKS,ELLEN",,,"TURNOVER  by HICKS,ELLEN",1,turnover,,Centre,ellen hicks,,2
102,19,rhodes,Rhodes,Centre,74-51,74,51,"9, 19, 20, 26, 74","16, 13, 5, 17, 51",9,19,20,26,74,16,13,5,17,51,13-6 (4-5 SAA),12-7 (5-4 SAA),01/28/18,Win,133,No Location Recorded,1:00 PM,H,102,Start Period 2,,,,,,,,,2,,,,,,
103,19,rhodes,Rhodes,Centre,74-51,74,51,"9, 19, 20, 26, 74","16, 13, 5, 17, 51",9,19,20,26,74,16,13,5,17,51,13-6 (4-5 SAA),12-7 (5-4 SAA),01/28/18,Win,133,No Location Recorded,1:00 PM,H,103,10:00,"SUB IN by LONGACRE,MAYA",,,,,,,"SUB IN by LONGACRE,MAYA",2,subbing in,,rhodes,maya longacre,,600
104,19,rhodes,Rhodes,Centre,74-51,74,51,"9, 19, 20, 26, 74","16, 13, 5, 17, 51",9,19,20,26,74,16,13,5,17,51,13-6 (4-5 SAA),12-7 (5-4 SAA),01/28/18,Win,133,No Location Recorded,1:00 PM,H,104,10:00,"SUB OUT by YOUNG,ALLIE",,,,,,,"SUB OUT by YOUNG,ALLIE",2,subbing out,,rhodes,allie young,,600
105,19,rhodes,Rhodes,Centre,74-51,74,51,"9, 19, 20, 26, 74","16, 13, 5, 17, 51",9,19,20,26,74,16,13,5,17,51,13-6 (4-5 SAA),12-7 (5-4 SAA),01/28/18,Win,133,No Location Recorded,1:00 PM,H,105,10:00,,,,,"SUB IN by MARCUM,MADISON",,,"SUB IN by MARCUM,MADISON",2,subbing in,,Centre,madison marcum,,600
106,19,rhodes,Rhodes,Centre,74-51,74,51,"9, 19, 20, 26, 74","16, 13, 5, 17, 51",9,19,20,26,74,16,13,5,17,51,13-6 (4-5 SAA),12-7 (5-4 SAA),01/28/18,Win,133,No Location Recorded,1:00 PM,H,106,10:00,,,,,"SUB OUT by WILSON,KATHLEEN",,,"SUB OUT by WILSON,KATHLEEN",2,subbing out,,Centre,kathleen wilson,,600
107,19,rhodes,Rhodes,Centre,74-51,74,51,"9, 19, 20, 26, 74","16, 13, 5, 17, 51",9,19,20,26,74,16,13,5,17,51,13-6 (4-5 SAA),12-7 (5-4 SAA),01/28/18,Win,133,No Location Recorded,1:00 PM,H,107,09:47,,,,,"MISS LAYUP by KELLAM,PAIGE",,,"MISS LAYUP by KELLAM,PAIGE",2,layup,missed,Centre,paige kellam,,587
108,19,rhodes,Rhodes,Centre,74-51,74,51,"9, 19, 20, 26, 74","16, 13, 5, 17, 51",9,19,20,26,74,16,13,5,17,51,13-6 (4-5 SAA),12-7 (5-4 SAA),01/28/18,Win,133,No Location Recorded,1:00 PM,H,108,--,"REBOUND DEF by WHITESIDE,LINDSEY",,,,,,,"REBOUND DEF by WHITESIDE,LINDSEY",2,defensive rebound,,rhodes,lindsey whiteside,,
109,19,rhodes,Rhodes,Centre,74-51,74,51,"9, 19, 20, 26, 74","16, 13, 5, 17, 51",9,19,20,26,74,16,13,5,17,51,13-6 (4-5 SAA),12-7 (5-4 SAA),01/28/18,Win,133,No Location Recorded,1:00 PM,H,109,09:38,"MISS LAYUP by LONGACRE,MAYA",,,,,,,"MISS LAYUP by LONGACRE,MAYA",2,layup,missed,rhodes,maya longacre,,578
110,19,rhodes,Rhodes,Centre,74-51,74,51,"9, 19, 20, 26, 74","16, 13, 5, 17, 51",9,19,20,26,74,16,13,5,17,51,13-6 (4-5 SAA),12-7 (5-4 SAA),01/28/18,Win,133,No Location Recorded,1:00 PM,H,110,--,,,,,"REBOUND DEF by KELLAM,PAIGE",,,"REBOUND DEF by KELLAM,PAIGE",2,defensive rebound,,Centre,paige kellam,,
111,19,rhodes,Rhodes,Centre,74-51,74,51,"9, 19, 20, 26, 74","16, 13, 5, 17, 51",9,19,20,26,74,16,13,5,17,51,13-6 (4-5 SAA),12-7 (5-4 SAA),01/28/18,Win,133,No Location Recorded,1:00 PM,H,111,09:34,"FOUL  by WHITESIDE,LINDSEY",,,,,,,"FOUL  by WHITESIDE,LINDSEY",2,foul,,rhodes,lindsey whiteside,,574
112,19,rhodes,Rhodes,Centre,74-51,74,51,"9, 19, 20, 26, 74","16, 13, 5, 17, 51",9,19,20,26,74,16,13,5,17,51,13-6 (4-5 SAA),12-7 (5-4 SAA),01/28/18,Win,133,No Location Recorded,1:00 PM,H,112,09:34,"SUB IN by YOUNG,ALLIE",,,,,,,"SUB IN by YOUNG,ALLIE",2,subbing in,,rhodes,allie young,,574
113,19,rhodes,Rhodes,Centre,74-51,74,51,"9, 19, 20, 26, 74","16, 13, 5, 17, 51",9,19,20,26,74,16,13,5,17,51,13-6 (4-5 SAA),12-7 (5-4 SAA),01/28/18,Win,133,No Location Recorded,1:00 PM,H,113,09:34,"SUB OUT by LONGACRE,MAYA",,,,,,,"SUB OUT by LONGACRE,MAYA",2,subbing out,,rhodes,maya longacre,,574
114,19,rhodes,Rhodes,Centre,74-51,74,51,"9, 19, 20, 26, 74","16, 13, 5, 17, 51",9,19,20,26,74,16,13,5,17,51,13-6 (4-5 SAA),12-7 (5-4 SAA),01/28/18,Win,133,No Location Recorded,1:00 PM,H,114,09:20,,16 (+5),,11,"GOOD JUMPER by STEWART,ABIGAIL(in the paint)",CENTRE-W 16-11 (-5),,"GOOD JUMPER by STEWART,ABIGAIL(in the paint)",2,jumper,good,Centre,abigail stewart,2,560
115,19,rhodes,Rhodes,Centre,74-51,74,51,"9, 19, 20, 26, 74","16, 13, 5, 17, 51",9,19,20,26,74,16,13,5,17,51,13-6 (4-5 SAA),12-7 (5-4 SAA),01/28/18,Win,133,No Location Recorded,1:00 PM,H,115,--,,,,,"ASSIST  by KELLAM,PAIGE",,,"ASSIST  by KELLAM,PAIGE",2,assist,,Centre,paige kellam,,
116,19,rhodes,Rhodes,Centre,74-51,74,51,"9, 19, 20, 26, 74","16, 13, 5, 17, 51",9,19,20,26,74,16,13,5,17,51,13-6 (4-5 SAA),12-7 (5-4 SAA),01/28/18,Win,133,No Location Recorded,1:00 PM,H,116,09:05,"MISS 3PTR by USTICK,JESSIE",,,,,,,"MISS 3PTR by USTICK,JESSIE",2,three pointer,missed,rhodes,jessie ustick,,545
117,19,rhodes,Rhodes,Centre,74-51,74,51,"9, 19, 20, 26, 74","16, 13, 5, 17, 51",9,19,20,26,74,16,13,5,17,51,13-6 (4-5 SAA),12-7 (5-4 SAA),01/28/18,Win,133,No Location Recorded,1:00 PM,H,117,--,,,,,"REBOUND DEF by KELLAM,PAIGE",,,"REBOUND DEF by KELLAM,PAIGE",2,defensive rebound,,Centre,paige kellam,,
118,19,rhodes,Rhodes,Centre,74-51,74,51,"9, 19, 20, 26, 74","16, 13, 5, 17, 51",9,19,20,26,74,16,13,5,17,51,13-6 (4-5 SAA),12-7 (5-4 SAA),01/28/18,Win,133,No Location Recorded,1:00 PM,H,118,08:48,,16 (+3),,13,"GOOD LAYUP by RICE,MADISON(in the paint)",CENTRE-W 16-13 (-3),,"GOOD LAYUP by RICE,MADISON(in the paint)",2,layup,good,Centre,madison rice,2,528
119,19,rhodes,Rhodes,Centre,74-51,74,51,"9, 19, 20, 26, 74","16, 13, 5, 17, 51",9,19,20,26,74,16,13,5,17,51,13-6 (4-5 SAA),12-7 (5-4 SAA),01/28/18,Win,133,No Location Recorded,1:00 PM,H,119,08:16,,,,,"FOUL  by SCHAD,OLIVIA",,,"FOUL  by SCHAD,OLIVIA",2,foul,,Centre,olivia schad,,496
120,19,rhodes,Rhodes,Centre,74-51,74,51,"9, 19, 20, 26, 74","16, 13, 5, 17, 51",9,19,20,26,74,16,13,5,17,51,13-6 (4-5 SAA),12-7 (5-4 SAA),01/28/18,Win,133,No Location Recorded,1:00 PM,H,120,08:16,"SUB IN by TAYLOR,CAROLINE",,,,,,,"SUB IN by TAYLOR,CAROLINE",2,subbing in,,rhodes,caroline taylor,,496
121,19,rhodes,Rhodes,Centre,74-51,74,51,"9, 19, 20, 26, 74","16, 13, 5, 17, 51",9,19,20,26,74,16,13,5,17,51,13-6 (4-5 SAA),12-7 (5-4 SAA),01/28/18,Win,133,No Location Recorded,1:00 PM,H,121,08:16,"SUB OUT by WHITESIDE,LINDSEY",,,,,,,"SUB OUT by WHITESIDE,LINDSEY",2,subbing out,,rhodes,lindsey whiteside,,496
122,19,rhodes,Rhodes,Centre,74-51,74,51,"9, 19, 20, 26, 74","16, 13, 5, 17, 51",9,19,20,26,74,16,13,5,17,51,13-6 (4-5 SAA),12-7 (5-4 SAA),01/28/18,Win,133,No Location Recorded,1:00 PM,H,122,08:16,,,,,"SUB IN by MILLER,LAKKEN",,,"SUB IN by MILLER,LAKKEN",2,subbing in,,Centre,lakken miller,,496
123,19,rhodes,Rhodes,Centre,74-51,74,51,"9, 19, 20, 26, 74","16, 13, 5, 17, 51",9,19,20,26,74,16,13,5,17,51,13-6 (4-5 SAA),12-7 (5-4 SAA),01/28/18,Win,133,No Location Recorded,1:00 PM,H,123,08:16,,,,,"SUB OUT by SCHAD,OLIVIA",,,"SUB OUT by SCHAD,OLIVIA",2,subbing out,,Centre,olivia schad,,496
124,19,rhodes,Rhodes,Centre,74-51,74,51,"9, 19, 20, 26, 74","16, 13, 5, 17, 51",9,19,20,26,74,16,13,5,17,51,13-6 (4-5 SAA),12-7 (5-4 SAA),01/28/18,Win,133,No Location Recorded,1:00 PM,H,124,08:13,"MISS JUMPER by USTICK,JESSIE",,,,,,,"MISS JUMPER by USTICK,JESSIE",2,jumper,missed,rhodes,jessie ustick,,493
125,19,rhodes,Rhodes,Centre,74-51,74,51,"9, 19, 20, 26, 74","16, 13, 5, 17, 51",9,19,20,26,74,16,13,5,17,51,13-6 (4-5 SAA),12-7 (5-4 SAA),01/28/18,Win,133,No Location Recorded,1:00 PM,H,125,--,,,,,"REBOUND DEF by RICE,MADISON",,,"REBOUND DEF by RICE,MADISON",2,defensive rebound,,Centre,madison rice,,
