,game,opponent name,boxscore_visitor_name,boxscore_home_name,final score,centreFinalScore,opponentFinalScore,centreScoreByPeriod,opponentScoreByPeriod,centreScorePeriod1,centreScorePeriod2,centreScorePeriod3,centreScorePeriod4,centreScorePeriod5,opponentScorePeriod1,opponentScorePeriod2,opponentScorePeriod3,opponentScorePeriod4,opponentScorePeriod5,centreRecord,opponentRecord,gameDate,outcome,attendance,gameLocation,gameTime,homeGame,,Time Remaining,CENTRE-W,Away Team Score,Play Team Indicator,Home Team Score,MILWB,Game Score,Team Indicator,Play,period number,Play Type,Shot Outcome,Team,Player,Points Earned,Time(seconds)
137,21,millsaps,Centre,Millsaps,53-59,53,59,"15, 3, 11, 24, 53","10, 16, 11, 22, 59",15,3,11,24,53,10,16,11,22,59,13-8,8-14,02/04/18,Lose,175,No Location Recorded,12:00 p.m.,A,137,00:16,,,,,"MISS JUMPER by THOMAS,BRAXTON",,,"MISS JUMPER by THOMAS,BRAXTON",1,jumper,missed,millsaps,braxton thomas,,16
138,21,millsaps,Centre,Millsaps,53-59,53,59,"15, 3, 11, 24, 53","10, 16, 11, 22, 59",15,3,11,24,53,10,16,11,22,59,13-8,8-14,02/04/18,Lose,175,No Location Recorded,12:00 p.m.,A,138,--,"REBOUND DEF by FEE,MIKAYLA",,,,,,,"REBOUND DEF by FEE,MIKAYLA",1,defensive rebound,,Centre,mikayla fee,,
139,21,millsaps,Centre,Millsaps,53-59,53,59,"15, 3, 11, 24, 53","10, 16, 11, 22, 59",15,3,11,24,53,10,16,11,22,59,13-8,8-14,02/04/18,Lose,175,No Location Recorded,12:00 p.m.,A,139,00:13,,,,,"SUB IN by MATTHEWS,KASI",,,"SUB IN by MATTHEWS,KASI",1,subbing in,,millsaps,kasi matthews,,13
140,21,millsaps,Centre,Millsaps,53-59,53,59,"15, 3, 11, 24, 53","10, 16, 11, 22, 59",15,3,11,24,53,10,16,11,22,59,13-8,8-14,02/04/18,Lose,175,No Location Recorded,12:00 p.m.,A,140,00:13,,,,,"SUB OUT by THOMAS,BRAXTON",,,"SUB OUT by THOMAS,BRAXTON",1,subbing out,,millsaps,braxton thomas,,13
141,21,millsaps,Centre,Millsaps,53-59,53,59,"15, 3, 11, 24, 53","10, 16, 11, 22, 59",15,3,11,24,53,10,16,11,22,59,13-8,8-14,02/04/18,Lose,175,No Location Recorded,12:00 p.m.,A,141,00:07,"TURNOVER  by FEE,MIKAYLA",,,,,,,"TURNOVER  by FEE,MIKAYLA",1,turnover,,Centre,mikayla fee,,7
142,21,millsaps,Centre,Millsaps,53-59,53,59,"15, 3, 11, 24, 53","10, 16, 11, 22, 59",15,3,11,24,53,10,16,11,22,59,13-8,8-14,02/04/18,Lose,175,No Location Recorded,12:00 p.m.,A,142,00:07,"FOUL  by FEE,MIKAYLA",,,,,,,"FOUL  by FEE,MIKAYLA",1,foul,,Centre,mikayla fee,,7
143,21,millsaps,Centre,Millsaps,53-59,53,59,"15, 3, 11, 24, 53","10, 16, 11, 22, 59",15,3,11,24,53,10,16,11,22,59,13-8,8-14,02/04/18,Lose,175,No Location Recorded,12:00 p.m.,A,143,00:07,,,,,"SUB IN by FORTENBERRY,DIA",,,"SUB IN by FORTENBERRY,DIA",1,subbing in,,millsaps,dia fortenberry,,7
144,21,millsaps,Centre,Millsaps,53-59,53,59,"15, 3, 11, 24, 53","10, 16, 11, 22, 59",15,3,11,24,53,10,16,11,22,59,13-8,8-14,02/04/18,Lose,175,No Location Recorded,12:00 p.m.,A,144,00:07,,,,,"SUB IN by DONALDSON,MEGAN",,,"SUB IN by DONALDSON,MEGAN",1,subbing in,,millsaps,megan donaldson,,7
145,21,millsaps,Centre,Millsaps,53-59,53,59,"15, 3, 11, 24, 53","10, 16, 11, 22, 59",15,3,11,24,53,10,16,11,22,59,13-8,8-14,02/04/18,Lose,175,No Location Recorded,12:00 p.m.,A,145,00:07,,,,,"SUB OUT by WILSON,ANNA",,,"SUB OUT by WILSON,ANNA",1,subbing out,,millsaps,anna wilson,,7
146,21,millsaps,Centre,Millsaps,53-59,53,59,"15, 3, 11, 24, 53","10, 16, 11, 22, 59",15,3,11,24,53,10,16,11,22,59,13-8,8-14,02/04/18,Lose,175,No Location Recorded,12:00 p.m.,A,146,00:07,,,,,"SUB OUT by MATTHEWS,KASI",,,"SUB OUT by MATTHEWS,KASI",1,subbing out,,millsaps,kasi matthews,,7
147,21,millsaps,Centre,Millsaps,53-59,53,59,"15, 3, 11, 24, 53","10, 16, 11, 22, 59",15,3,11,24,53,10,16,11,22,59,13-8,8-14,02/04/18,Lose,175,No Location Recorded,12:00 p.m.,A,147,00:00,,15 (+5),,10,"GOOD JUMPER by FORTENBERRY,DIA",MILWB 15-10 (+5),,"GOOD JUMPER by FORTENBERRY,DIA",1,jumper,good,millsaps,dia fortenberry,2,0
148,21,millsaps,Centre,Millsaps,53-59,53,59,"15, 3, 11, 24, 53","10, 16, 11, 22, 59",15,3,11,24,53,10,16,11,22,59,13-8,8-14,02/04/18,Lose,175,No Location Recorded,12:00 p.m.,A,148,--,,,,,"ASSIST  by BUTLER,MILLICENT",,,"ASSIST  by BUTLER,MILLICENT",1,assist,,millsaps,millicent butler,,
149,21,millsaps,Centre,Millsaps,53-59,53,59,"15, 3, 11, 24, 53","10, 16, 11, 22, 59",15,3,11,24,53,10,16,11,22,59,13-8,8-14,02/04/18,Lose,175,No Location Recorded,12:00 p.m.,A,149,Start Period 2,,,,,,,,,2,,,,,,
150,21,millsaps,Centre,Millsaps,53-59,53,59,"15, 3, 11, 24, 53","10, 16, 11, 22, 59",15,3,11,24,53,10,16,11,22,59,13-8,8-14,02/04/18,Lose,175,No Location Recorded,12:00 p.m.,A,150,10:00,,,,,"SUB IN by FORTENBERRY,DIA",,,"SUB IN by FORTENBERRY,DIA",2,subbing in,,millsaps,dia fortenberry,,600
151,21,millsaps,Centre,Millsaps,53-59,53,59,"15, 3, 11, 24, 53","10, 16, 11, 22, 59",15,3,11,24,53,10,16,11,22,59,13-8,8-14,02/04/18,Lose,175,No Location Recorded,12:00 p.m.,A,151,10:00,,,,,"SUB IN by DONALDSON,MEGAN",,,"SUB IN by DONALDSON,MEGAN",2,subbing in,,millsaps,megan donaldson,,600
152,21,millsaps,Centre,Millsaps,53-59,53,59,"15, 3, 11, 24, 53","10, 16, 11, 22, 59",15,3,11,24,53,10,16,11,22,59,13-8,8-14,02/04/18,Lose,175,No Location Recorded,12:00 p.m.,A,152,10:00,,,,,"SUB OUT by THOMAS,BRAXTON",,,"SUB OUT by THOMAS,BRAXTON",2,subbing out,,millsaps,braxton thomas,,600
153,21,millsaps,Centre,Millsaps,53-59,53,59,"15, 3, 11, 24, 53","10, 16, 11, 22, 59",15,3,11,24,53,10,16,11,22,59,13-8,8-14,02/04/18,Lose,175,No Location Recorded,12:00 p.m.,A,153,10:00,,,,,"SUB OUT by MANNING,TAELOR",,,"SUB OUT by MANNING,TAELOR",2,subbing out,,millsaps,taelor manning,,600
154,21,millsaps,Centre,Millsaps,53-59,53,59,"15, 3, 11, 24, 53","10, 16, 11, 22, 59",15,3,11,24,53,10,16,11,22,59,13-8,8-14,02/04/18,Lose,175,No Location Recorded,12:00 p.m.,A,154,09:48,"TURNOVER  by MARCUM,MADISON",,,,,,,"TURNOVER  by MARCUM,MADISON",2,turnover,,Centre,madison marcum,,588
155,21,millsaps,Centre,Millsaps,53-59,53,59,"15, 3, 11, 24, 53","10, 16, 11, 22, 59",15,3,11,24,53,10,16,11,22,59,13-8,8-14,02/04/18,Lose,175,No Location Recorded,12:00 p.m.,A,155,09:46,,,,,"STEAL  by HARRIS,REBECCA",,,"STEAL  by HARRIS,REBECCA",2,steal,,millsaps,,,586
156,21,millsaps,Centre,Millsaps,53-59,53,59,"15, 3, 11, 24, 53","10, 16, 11, 22, 59",15,3,11,24,53,10,16,11,22,59,13-8,8-14,02/04/18,Lose,175,No Location Recorded,12:00 p.m.,A,156,09:36,"SUB IN by MARCUM,MADISON",,,,,,,"SUB IN by MARCUM,MADISON",2,subbing in,,Centre,madison marcum,,576
157,21,millsaps,Centre,Millsaps,53-59,53,59,"15, 3, 11, 24, 53","10, 16, 11, 22, 59",15,3,11,24,53,10,16,11,22,59,13-8,8-14,02/04/18,Lose,175,No Location Recorded,12:00 p.m.,A,157,09:36,"SUB OUT by WILSON,KATHLEEN",,,,,,,"SUB OUT by WILSON,KATHLEEN",2,subbing out,,Centre,kathleen wilson,,576
158,21,millsaps,Centre,Millsaps,53-59,53,59,"15, 3, 11, 24, 53","10, 16, 11, 22, 59",15,3,11,24,53,10,16,11,22,59,13-8,8-14,02/04/18,Lose,175,No Location Recorded,12:00 p.m.,A,158,09:28,,,,,"MISS 3PTR by DONALDSON,MEGAN",,,"MISS 3PTR by DONALDSON,MEGAN",2,three pointer,missed,millsaps,megan donaldson,,568
159,21,millsaps,Centre,Millsaps,53-59,53,59,"15, 3, 11, 24, 53","10, 16, 11, 22, 59",15,3,11,24,53,10,16,11,22,59,13-8,8-14,02/04/18,Lose,175,No Location Recorded,12:00 p.m.,A,159,--,,,,,"REBOUND OFF by FORTENBERRY,DIA",,,"REBOUND OFF by FORTENBERRY,DIA",2,offensive rebound,,millsaps,dia fortenberry,,
160,21,millsaps,Centre,Millsaps,53-59,53,59,"15, 3, 11, 24, 53","10, 16, 11, 22, 59",15,3,11,24,53,10,16,11,22,59,13-8,8-14,02/04/18,Lose,175,No Location Recorded,12:00 p.m.,A,160,09:11,,,,,"MISS LAYUP by WILSON,ANNA",,,"MISS LAYUP by WILSON,ANNA",2,layup,missed,millsaps,anna wilson,,551
161,21,millsaps,Centre,Millsaps,53-59,53,59,"15, 3, 11, 24, 53","10, 16, 11, 22, 59",15,3,11,24,53,10,16,11,22,59,13-8,8-14,02/04/18,Lose,175,No Location Recorded,12:00 p.m.,A,161,--,,,,,"REBOUND OFF by HARRIS,REBECCA",,,"REBOUND OFF by HARRIS,REBECCA",2,offensive rebound,,millsaps,rebecca harris,,
162,21,millsaps,Centre,Millsaps,53-59,53,59,"15, 3, 11, 24, 53","10, 16, 11, 22, 59",15,3,11,24,53,10,16,11,22,59,13-8,8-14,02/04/18,Lose,175,No Location Recorded,12:00 p.m.,A,162,08:53,,15 (+3),,12,"GOOD LAYUP by FORTENBERRY,DIA(in the paint)",MILWB 15-12 (+3),,"GOOD LAYUP by FORTENBERRY,DIA(in the paint)",2,layup,good,millsaps,dia fortenberry,2,533
163,21,millsaps,Centre,Millsaps,53-59,53,59,"15, 3, 11, 24, 53","10, 16, 11, 22, 59",15,3,11,24,53,10,16,11,22,59,13-8,8-14,02/04/18,Lose,175,No Location Recorded,12:00 p.m.,A,163,08:33,"MISS 3PTR by RICE,MADISON",,,,,,,"MISS 3PTR by RICE,MADISON",2,three pointer,missed,Centre,madison rice,,513
164,21,millsaps,Centre,Millsaps,53-59,53,59,"15, 3, 11, 24, 53","10, 16, 11, 22, 59",15,3,11,24,53,10,16,11,22,59,13-8,8-14,02/04/18,Lose,175,No Location Recorded,12:00 p.m.,A,164,--,"REBOUND OFF by STEWART,ABIGAIL",,,,,,,"REBOUND OFF by STEWART,ABIGAIL",2,offensive rebound,,Centre,abigail stewart,,
165,21,millsaps,Centre,Millsaps,53-59,53,59,"15, 3, 11, 24, 53","10, 16, 11, 22, 59",15,3,11,24,53,10,16,11,22,59,13-8,8-14,02/04/18,Lose,175,No Location Recorded,12:00 p.m.,A,165,08:27,"MISS 3PTR by MARCUM,MADISON",,,,,,,"MISS 3PTR by MARCUM,MADISON",2,three pointer,missed,Centre,madison marcum,,507
166,21,millsaps,Centre,Millsaps,53-59,53,59,"15, 3, 11, 24, 53","10, 16, 11, 22, 59",15,3,11,24,53,10,16,11,22,59,13-8,8-14,02/04/18,Lose,175,No Location Recorded,12:00 p.m.,A,166,--,,,,,"REBOUND DEF by FORTENBERRY,DIA",,,"REBOUND DEF by FORTENBERRY,DIA",2,defensive rebound,,millsaps,dia fortenberry,,
167,21,millsaps,Centre,Millsaps,53-59,53,59,"15, 3, 11, 24, 53","10, 16, 11, 22, 59",15,3,11,24,53,10,16,11,22,59,13-8,8-14,02/04/18,Lose,175,No Location Recorded,12:00 p.m.,A,167,08:04,,15 (+1),,14,"GOOD LAYUP by DONALDSON,MEGAN(in the paint)",MILWB 15-14 (+1),,"GOOD LAYUP by DONALDSON,MEGAN(in the paint)",2,layup,good,millsaps,megan donaldson,2,484
168,21,millsaps,Centre,Millsaps,53-59,53,59,"15, 3, 11, 24, 53","10, 16, 11, 22, 59",15,3,11,24,53,10,16,11,22,59,13-8,8-14,02/04/18,Lose,175,No Location Recorded,12:00 p.m.,A,168,07:46,"MISS 3PTR by SCHAD,OLIVIA",,,,,,,"MISS 3PTR by SCHAD,OLIVIA",2,three pointer,missed,Centre,olivia schad,,466
169,21,millsaps,Centre,Millsaps,53-59,53,59,"15, 3, 11, 24, 53","10, 16, 11, 22, 59",15,3,11,24,53,10,16,11,22,59,13-8,8-14,02/04/18,Lose,175,No Location Recorded,12:00 p.m.,A,169,--,,,,,"REBOUND DEF by BUTLER,MILLICENT",,,"REBOUND DEF by BUTLER,MILLICENT",2,defensive rebound,,millsaps,millicent butler,,
170,21,millsaps,Centre,Millsaps,53-59,53,59,"15, 3, 11, 24, 53","10, 16, 11, 22, 59",15,3,11,24,53,10,16,11,22,59,13-8,8-14,02/04/18,Lose,175,No Location Recorded,12:00 p.m.,A,170,07:38,,15,,17 (+2),"GOOD 3PTR by DONALDSON,MEGAN",MILWB 15-17 (-2),,"GOOD 3PTR by DONALDSON,MEGAN",2,three pointer,good,millsaps,megan donaldson,3,458
171,21,millsaps,Centre,Millsaps,53-59,53,59,"15, 3, 11, 24, 53","10, 16, 11, 22, 59",15,3,11,24,53,10,16,11,22,59,13-8,8-14,02/04/18,Lose,175,No Location Recorded,12:00 p.m.,A,171,--,,,,,"ASSIST  by HARRIS,REBECCA",,,"ASSIST  by HARRIS,REBECCA",2,assist,,millsaps,rebecca harris,,
172,21,millsaps,Centre,Millsaps,53-59,53,59,"15, 3, 11, 24, 53","10, 16, 11, 22, 59",15,3,11,24,53,10,16,11,22,59,13-8,8-14,02/04/18,Lose,175,No Location Recorded,12:00 p.m.,A,172,07:33,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2,timeout,,Centre,,,453
173,21,millsaps,Centre,Millsaps,53-59,53,59,"15, 3, 11, 24, 53","10, 16, 11, 22, 59",15,3,11,24,53,10,16,11,22,59,13-8,8-14,02/04/18,Lose,175,No Location Recorded,12:00 p.m.,A,173,07:33,"SUB IN by WEHBY,ABIGAIL",,,,,,,"SUB IN by WEHBY,ABIGAIL",2,subbing in,,Centre,abigail wehby,,453
174,21,millsaps,Centre,Millsaps,53-59,53,59,"15, 3, 11, 24, 53","10, 16, 11, 22, 59",15,3,11,24,53,10,16,11,22,59,13-8,8-14,02/04/18,Lose,175,No Location Recorded,12:00 p.m.,A,174,07:33,"SUB IN by WILSON,KATHLEEN",,,,,,,"SUB IN by WILSON,KATHLEEN",2,subbing in,,Centre,kathleen wilson,,453
175,21,millsaps,Centre,Millsaps,53-59,53,59,"15, 3, 11, 24, 53","10, 16, 11, 22, 59",15,3,11,24,53,10,16,11,22,59,13-8,8-14,02/04/18,Lose,175,No Location Recorded,12:00 p.m.,A,175,07:33,"SUB OUT by MARCUM,MADISON",,,,,,,"SUB OUT by MARCUM,MADISON",2,subbing out,,Centre,madison marcum,,453
176,21,millsaps,Centre,Millsaps,53-59,53,59,"15, 3, 11, 24, 53","10, 16, 11, 22, 59",15,3,11,24,53,10,16,11,22,59,13-8,8-14,02/04/18,Lose,175,No Location Recorded,12:00 p.m.,A,176,07:33,"SUB OUT by KELLAM,PAIGE",,,,,,,"SUB OUT by KELLAM,PAIGE",2,subbing out,,Centre,paige kellam,,453
177,21,millsaps,Centre,Millsaps,53-59,53,59,"15, 3, 11, 24, 53","10, 16, 11, 22, 59",15,3,11,24,53,10,16,11,22,59,13-8,8-14,02/04/18,Lose,175,No Location Recorded,12:00 p.m.,A,177,07:33,,,,,"SUB IN by THOMAS,BRAXTON",,,"SUB IN by THOMAS,BRAXTON",2,subbing in,,millsaps,braxton thomas,,453
178,21,millsaps,Centre,Millsaps,53-59,53,59,"15, 3, 11, 24, 53","10, 16, 11, 22, 59",15,3,11,24,53,10,16,11,22,59,13-8,8-14,02/04/18,Lose,175,No Location Recorded,12:00 p.m.,A,178,07:33,,,,,"SUB OUT by FORTENBERRY,DIA",,,"SUB OUT by FORTENBERRY,DIA",2,subbing out,,millsaps,dia fortenberry,,453
179,21,millsaps,Centre,Millsaps,53-59,53,59,"15, 3, 11, 24, 53","10, 16, 11, 22, 59",15,3,11,24,53,10,16,11,22,59,13-8,8-14,02/04/18,Lose,175,No Location Recorded,12:00 p.m.,A,179,07:20,,,,,"FOUL  by BUTLER,MILLICENT",,,"FOUL  by BUTLER,MILLICENT",2,foul,,millsaps,millicent butler,,440
180,21,millsaps,Centre,Millsaps,53-59,53,59,"15, 3, 11, 24, 53","10, 16, 11, 22, 59",15,3,11,24,53,10,16,11,22,59,13-8,8-14,02/04/18,Lose,175,No Location Recorded,12:00 p.m.,A,180,07:20,,,,,"SUB IN by GUILBEAU,CAROLINE",,,"SUB IN by GUILBEAU,CAROLINE",2,subbing in,,millsaps,caroline guilbeau,,440
181,21,millsaps,Centre,Millsaps,53-59,53,59,"15, 3, 11, 24, 53","10, 16, 11, 22, 59",15,3,11,24,53,10,16,11,22,59,13-8,8-14,02/04/18,Lose,175,No Location Recorded,12:00 p.m.,A,181,07:20,,,,,"SUB OUT by BUTLER,MILLICENT",,,"SUB OUT by BUTLER,MILLICENT",2,subbing out,,millsaps,millicent butler,,440
182,21,millsaps,Centre,Millsaps,53-59,53,59,"15, 3, 11, 24, 53","10, 16, 11, 22, 59",15,3,11,24,53,10,16,11,22,59,13-8,8-14,02/04/18,Lose,175,No Location Recorded,12:00 p.m.,A,182,07:12,"TURNOVER  by WILSON,KATHLEEN",,,,,,,"TURNOVER  by WILSON,KATHLEEN",2,turnover,,Centre,kathleen wilson,,432
183,21,millsaps,Centre,Millsaps,53-59,53,59,"15, 3, 11, 24, 53","10, 16, 11, 22, 59",15,3,11,24,53,10,16,11,22,59,13-8,8-14,02/04/18,Lose,175,No Location Recorded,12:00 p.m.,A,183,06:53,,15,,19 (+4),"GOOD LAYUP by GUILBEAU,CAROLINE(in the paint)",MILWB 15-19 (-4),,"GOOD LAYUP by GUILBEAU,CAROLINE(in the paint)",2,layup,good,millsaps,caroline guilbeau,2,413
184,21,millsaps,Centre,Millsaps,53-59,53,59,"15, 3, 11, 24, 53","10, 16, 11, 22, 59",15,3,11,24,53,10,16,11,22,59,13-8,8-14,02/04/18,Lose,175,No Location Recorded,12:00 p.m.,A,184,06:53,"FOUL  by WEHBY,ABIGAIL",,,,,,,"FOUL  by WEHBY,ABIGAIL",2,foul,,Centre,abigail wehby,,413
185,21,millsaps,Centre,Millsaps,53-59,53,59,"15, 3, 11, 24, 53","10, 16, 11, 22, 59",15,3,11,24,53,10,16,11,22,59,13-8,8-14,02/04/18,Lose,175,No Location Recorded,12:00 p.m.,A,185,06:53,,15,,20 (+5),"GOOD FT by GUILBEAU,CAROLINE",MILWB 15-20 (-5),,"GOOD FT by GUILBEAU,CAROLINE",2,free throw,good,millsaps,caroline guilbeau,1,413
186,21,millsaps,Centre,Millsaps,53-59,53,59,"15, 3, 11, 24, 53","10, 16, 11, 22, 59",15,3,11,24,53,10,16,11,22,59,13-8,8-14,02/04/18,Lose,175,No Location Recorded,12:00 p.m.,A,186,06:53,"SUB IN by KELLAM,PAIGE",,,,,,,"SUB IN by KELLAM,PAIGE",2,subbing in,,Centre,paige kellam,,413
187,21,millsaps,Centre,Millsaps,53-59,53,59,"15, 3, 11, 24, 53","10, 16, 11, 22, 59",15,3,11,24,53,10,16,11,22,59,13-8,8-14,02/04/18,Lose,175,No Location Recorded,12:00 p.m.,A,187,06:53,"SUB OUT by WEHBY,ABIGAIL",,,,,,,"SUB OUT by WEHBY,ABIGAIL",2,subbing out,,Centre,abigail wehby,,413
188,21,millsaps,Centre,Millsaps,53-59,53,59,"15, 3, 11, 24, 53","10, 16, 11, 22, 59",15,3,11,24,53,10,16,11,22,59,13-8,8-14,02/04/18,Lose,175,No Location Recorded,12:00 p.m.,A,188,06:34,"MISS JUMPER by WILSON,KATHLEEN",,,,,,,"MISS JUMPER by WILSON,KATHLEEN",2,jumper,missed,Centre,kathleen wilson,,394
189,21,millsaps,Centre,Millsaps,53-59,53,59,"15, 3, 11, 24, 53","10, 16, 11, 22, 59",15,3,11,24,53,10,16,11,22,59,13-8,8-14,02/04/18,Lose,175,No Location Recorded,12:00 p.m.,A,189,--,,,,,"REBOUND DEF by WILSON,ANNA",,,"REBOUND DEF by WILSON,ANNA",2,defensive rebound,,millsaps,anna wilson,,
190,21,millsaps,Centre,Millsaps,53-59,53,59,"15, 3, 11, 24, 53","10, 16, 11, 22, 59",15,3,11,24,53,10,16,11,22,59,13-8,8-14,02/04/18,Lose,175,No Location Recorded,12:00 p.m.,A,190,06:21,,,,,"MISS 3PTR by DONALDSON,MEGAN",,,"MISS 3PTR by DONALDSON,MEGAN",2,three pointer,missed,millsaps,megan donaldson,,381
191,21,millsaps,Centre,Millsaps,53-59,53,59,"15, 3, 11, 24, 53","10, 16, 11, 22, 59",15,3,11,24,53,10,16,11,22,59,13-8,8-14,02/04/18,Lose,175,No Location Recorded,12:00 p.m.,A,191,--,"REBOUND DEF by RICE,MADISON",,,,,,,"REBOUND DEF by RICE,MADISON",2,defensive rebound,,Centre,madison rice,,
192,21,millsaps,Centre,Millsaps,53-59,53,59,"15, 3, 11, 24, 53","10, 16, 11, 22, 59",15,3,11,24,53,10,16,11,22,59,13-8,8-14,02/04/18,Lose,175,No Location Recorded,12:00 p.m.,A,192,06:08,"MISS JUMPER by STEWART,ABIGAIL",,,,,,,"MISS JUMPER by STEWART,ABIGAIL",2,jumper,missed,Centre,abigail stewart,,368
193,21,millsaps,Centre,Millsaps,53-59,53,59,"15, 3, 11, 24, 53","10, 16, 11, 22, 59",15,3,11,24,53,10,16,11,22,59,13-8,8-14,02/04/18,Lose,175,No Location Recorded,12:00 p.m.,A,193,--,,,,,"REBOUND DEF by THOMAS,BRAXTON",,,"REBOUND DEF by THOMAS,BRAXTON",2,defensive rebound,,millsaps,braxton thomas,,
194,21,millsaps,Centre,Millsaps,53-59,53,59,"15, 3, 11, 24, 53","10, 16, 11, 22, 59",15,3,11,24,53,10,16,11,22,59,13-8,8-14,02/04/18,Lose,175,No Location Recorded,12:00 p.m.,A,194,05:57,,,,,"TURNOVER  by HARRIS,REBECCA",,,"TURNOVER  by HARRIS,REBECCA",2,turnover,,millsaps,rebecca harris,,357
195,21,millsaps,Centre,Millsaps,53-59,53,59,"15, 3, 11, 24, 53","10, 16, 11, 22, 59",15,3,11,24,53,10,16,11,22,59,13-8,8-14,02/04/18,Lose,175,No Location Recorded,12:00 p.m.,A,195,05:57,,,,,"FOUL  by HARRIS,REBECCA",,,"FOUL  by HARRIS,REBECCA",2,foul,,millsaps,rebecca harris,,357
196,21,millsaps,Centre,Millsaps,53-59,53,59,"15, 3, 11, 24, 53","10, 16, 11, 22, 59",15,3,11,24,53,10,16,11,22,59,13-8,8-14,02/04/18,Lose,175,No Location Recorded,12:00 p.m.,A,196,05:57,"SUB IN by FEE,MIKAYLA",,,,,,,"SUB IN by FEE,MIKAYLA",2,subbing in,,Centre,mikayla fee,,357
197,21,millsaps,Centre,Millsaps,53-59,53,59,"15, 3, 11, 24, 53","10, 16, 11, 22, 59",15,3,11,24,53,10,16,11,22,59,13-8,8-14,02/04/18,Lose,175,No Location Recorded,12:00 p.m.,A,197,05:57,"SUB IN by BUNNER,CHEYENNE",,,,,,,"SUB IN by BUNNER,CHEYENNE",2,subbing in,,Centre,cheyenne bunner,,357
198,21,millsaps,Centre,Millsaps,53-59,53,59,"15, 3, 11, 24, 53","10, 16, 11, 22, 59",15,3,11,24,53,10,16,11,22,59,13-8,8-14,02/04/18,Lose,175,No Location Recorded,12:00 p.m.,A,198,05:57,"SUB OUT by RICE,MADISON",,,,,,,"SUB OUT by RICE,MADISON",2,subbing out,,Centre,madison rice,,357
199,21,millsaps,Centre,Millsaps,53-59,53,59,"15, 3, 11, 24, 53","10, 16, 11, 22, 59",15,3,11,24,53,10,16,11,22,59,13-8,8-14,02/04/18,Lose,175,No Location Recorded,12:00 p.m.,A,199,05:57,"SUB OUT by STEWART,ABIGAIL",,,,,,,"SUB OUT by STEWART,ABIGAIL",2,subbing out,,Centre,abigail stewart,,357
200,21,millsaps,Centre,Millsaps,53-59,53,59,"15, 3, 11, 24, 53","10, 16, 11, 22, 59",15,3,11,24,53,10,16,11,22,59,13-8,8-14,02/04/18,Lose,175,No Location Recorded,12:00 p.m.,A,200,05:57,,,,,"SUB IN by FORTENBERRY,DIA",,,"SUB IN by FORTENBERRY,DIA",2,subbing in,,millsaps,dia fortenberry,,357
201,21,millsaps,Centre,Millsaps,53-59,53,59,"15, 3, 11, 24, 53","10, 16, 11, 22, 59",15,3,11,24,53,10,16,11,22,59,13-8,8-14,02/04/18,Lose,175,No Location Recorded,12:00 p.m.,A,201,05:57,,,,,"SUB OUT by WILSON,ANNA",,,"SUB OUT by WILSON,ANNA",2,subbing out,,millsaps,anna wilson,,357
202,21,millsaps,Centre,Millsaps,53-59,53,59,"15, 3, 11, 24, 53","10, 16, 11, 22, 59",15,3,11,24,53,10,16,11,22,59,13-8,8-14,02/04/18,Lose,175,No Location Recorded,12:00 p.m.,A,202,05:55,"MISS JUMPER by WILSON,KATHLEEN",,,,,,,"MISS JUMPER by WILSON,KATHLEEN",2,jumper,missed,Centre,kathleen wilson,,355
203,21,millsaps,Centre,Millsaps,53-59,53,59,"15, 3, 11, 24, 53","10, 16, 11, 22, 59",15,3,11,24,53,10,16,11,22,59,13-8,8-14,02/04/18,Lose,175,No Location Recorded,12:00 p.m.,A,203,--,,,,,"REBOUND DEF by GUILBEAU,CAROLINE",,,"REBOUND DEF by GUILBEAU,CAROLINE",2,defensive rebound,,millsaps,caroline guilbeau,,
204,21,millsaps,Centre,Millsaps,53-59,53,59,"15, 3, 11, 24, 53","10, 16, 11, 22, 59",15,3,11,24,53,10,16,11,22,59,13-8,8-14,02/04/18,Lose,175,No Location Recorded,12:00 p.m.,A,204,05:47,,,,,"TURNOVER  by GUILBEAU,CAROLINE",,,"TURNOVER  by GUILBEAU,CAROLINE",2,turnover,,millsaps,caroline guilbeau,,347
205,21,millsaps,Centre,Millsaps,53-59,53,59,"15, 3, 11, 24, 53","10, 16, 11, 22, 59",15,3,11,24,53,10,16,11,22,59,13-8,8-14,02/04/18,Lose,175,No Location Recorded,12:00 p.m.,A,205,05:47,,,,,"SUB IN by WILSON,ANNA",,,"SUB IN by WILSON,ANNA",2,subbing in,,millsaps,anna wilson,,347
206,21,millsaps,Centre,Millsaps,53-59,53,59,"15, 3, 11, 24, 53","10, 16, 11, 22, 59",15,3,11,24,53,10,16,11,22,59,13-8,8-14,02/04/18,Lose,175,No Location Recorded,12:00 p.m.,A,206,05:47,,,,,"SUB OUT by HARRIS,REBECCA",,,"SUB OUT by HARRIS,REBECCA",2,subbing out,,millsaps,rebecca harris,,347
207,21,millsaps,Centre,Millsaps,53-59,53,59,"15, 3, 11, 24, 53","10, 16, 11, 22, 59",15,3,11,24,53,10,16,11,22,59,13-8,8-14,02/04/18,Lose,175,No Location Recorded,12:00 p.m.,A,207,05:30,"MISS JUMPER by SCHAD,OLIVIA",,,,,,,"MISS JUMPER by SCHAD,OLIVIA",2,jumper,missed,Centre,olivia schad,,330
