,game,opponent name,boxscore_visitor_name,boxscore_home_name,final score,centreFinalScore,opponentFinalScore,centreScoreByPeriod,opponentScoreByPeriod,centreScorePeriod1,centreScorePeriod2,centreScorePeriod3,centreScorePeriod4,centreScorePeriod5,opponentScorePeriod1,opponentScorePeriod2,opponentScorePeriod3,opponentScorePeriod4,opponentScorePeriod5,centreRecord,opponentRecord,gameDate,outcome,attendance,gameLocation,gameTime,homeGame,,Time Remaining,CENTRE-W,Away Team Score,Play Team Indicator,Home Team Score,MILWB,Game Score,Team Indicator,Play,period number,Play Type,Shot Outcome,Team,Player,Points Earned,Time(seconds)
66,21,millsaps,Centre,Millsaps,53-59,53,59,"15, 3, 11, 24, 53","10, 16, 11, 22, 59",15,3,11,24,53,10,16,11,22,59,13-8,8-14,02/04/18,Lose,175,No Location Recorded,12:00 p.m.,A,66,04:53,,7 (+1),,6,"GOOD FT by DONALDSON,MEGAN",MILWB 7-6 (+1),,"GOOD FT by DONALDSON,MEGAN",1,free throw,good,millsaps,megan donaldson,1,293
67,21,millsaps,Centre,Millsaps,53-59,53,59,"15, 3, 11, 24, 53","10, 16, 11, 22, 59",15,3,11,24,53,10,16,11,22,59,13-8,8-14,02/04/18,Lose,175,No Location Recorded,12:00 p.m.,A,67,04:53,"SUB IN by MURRAY,KYLEE",,,,,,,"SUB IN by MURRAY,KYLEE",1,subbing in,,Centre,kylee murray,,293
68,21,millsaps,Centre,Millsaps,53-59,53,59,"15, 3, 11, 24, 53","10, 16, 11, 22, 59",15,3,11,24,53,10,16,11,22,59,13-8,8-14,02/04/18,Lose,175,No Location Recorded,12:00 p.m.,A,68,04:53,"SUB OUT by MILLER,LAKKEN",,,,,,,"SUB OUT by MILLER,LAKKEN",1,subbing out,,Centre,lakken miller,,293
69,21,millsaps,Centre,Millsaps,53-59,53,59,"15, 3, 11, 24, 53","10, 16, 11, 22, 59",15,3,11,24,53,10,16,11,22,59,13-8,8-14,02/04/18,Lose,175,No Location Recorded,12:00 p.m.,A,69,04:40,"TURNOVER  by FEE,MIKAYLA",,,,,,,"TURNOVER  by FEE,MIKAYLA",1,turnover,,Centre,mikayla fee,,280
70,21,millsaps,Centre,Millsaps,53-59,53,59,"15, 3, 11, 24, 53","10, 16, 11, 22, 59",15,3,11,24,53,10,16,11,22,59,13-8,8-14,02/04/18,Lose,175,No Location Recorded,12:00 p.m.,A,70,04:19,,,,,"MISS LAYUP by FORTENBERRY,DIA",,,"MISS LAYUP by FORTENBERRY,DIA",1,layup,missed,millsaps,dia fortenberry,,259
71,21,millsaps,Centre,Millsaps,53-59,53,59,"15, 3, 11, 24, 53","10, 16, 11, 22, 59",15,3,11,24,53,10,16,11,22,59,13-8,8-14,02/04/18,Lose,175,No Location Recorded,12:00 p.m.,A,71,--,,,,,"REBOUND OFF by FORTENBERRY,DIA",,,"REBOUND OFF by FORTENBERRY,DIA",1,offensive rebound,,millsaps,dia fortenberry,,
72,21,millsaps,Centre,Millsaps,53-59,53,59,"15, 3, 11, 24, 53","10, 16, 11, 22, 59",15,3,11,24,53,10,16,11,22,59,13-8,8-14,02/04/18,Lose,175,No Location Recorded,12:00 p.m.,A,72,04:15,,,,,"MISS LAYUP by FORTENBERRY,DIA",,,"MISS LAYUP by FORTENBERRY,DIA",1,layup,missed,millsaps,dia fortenberry,,255
73,21,millsaps,Centre,Millsaps,53-59,53,59,"15, 3, 11, 24, 53","10, 16, 11, 22, 59",15,3,11,24,53,10,16,11,22,59,13-8,8-14,02/04/18,Lose,175,No Location Recorded,12:00 p.m.,A,73,--,"REBOUND DEF by BALLARD,AMI",,,,,,,"REBOUND DEF by BALLARD,AMI",1,defensive rebound,,Centre,ami ballard,,
74,21,millsaps,Centre,Millsaps,53-59,53,59,"15, 3, 11, 24, 53","10, 16, 11, 22, 59",15,3,11,24,53,10,16,11,22,59,13-8,8-14,02/04/18,Lose,175,No Location Recorded,12:00 p.m.,A,74,04:04,,,,,"FOUL  by GUILBEAU,CAROLINE",,,"FOUL  by GUILBEAU,CAROLINE",1,foul,,millsaps,caroline guilbeau,,244
75,21,millsaps,Centre,Millsaps,53-59,53,59,"15, 3, 11, 24, 53","10, 16, 11, 22, 59",15,3,11,24,53,10,16,11,22,59,13-8,8-14,02/04/18,Lose,175,No Location Recorded,12:00 p.m.,A,75,04:04,"SUB IN by WEHBY,ABIGAIL",,,,,,,"SUB IN by WEHBY,ABIGAIL",1,subbing in,,Centre,abigail wehby,,244
76,21,millsaps,Centre,Millsaps,53-59,53,59,"15, 3, 11, 24, 53","10, 16, 11, 22, 59",15,3,11,24,53,10,16,11,22,59,13-8,8-14,02/04/18,Lose,175,No Location Recorded,12:00 p.m.,A,76,04:04,"SUB IN by STEWART,ABIGAIL",,,,,,,"SUB IN by STEWART,ABIGAIL",1,subbing in,,Centre,abigail stewart,,244
77,21,millsaps,Centre,Millsaps,53-59,53,59,"15, 3, 11, 24, 53","10, 16, 11, 22, 59",15,3,11,24,53,10,16,11,22,59,13-8,8-14,02/04/18,Lose,175,No Location Recorded,12:00 p.m.,A,77,04:04,"SUB OUT by FEE,MIKAYLA",,,,,,,"SUB OUT by FEE,MIKAYLA",1,subbing out,,Centre,mikayla fee,,244
78,21,millsaps,Centre,Millsaps,53-59,53,59,"15, 3, 11, 24, 53","10, 16, 11, 22, 59",15,3,11,24,53,10,16,11,22,59,13-8,8-14,02/04/18,Lose,175,No Location Recorded,12:00 p.m.,A,78,04:04,"SUB OUT by BALLARD,AMI",,,,,,,"SUB OUT by BALLARD,AMI",1,subbing out,,Centre,ami ballard,,244
79,21,millsaps,Centre,Millsaps,53-59,53,59,"15, 3, 11, 24, 53","10, 16, 11, 22, 59",15,3,11,24,53,10,16,11,22,59,13-8,8-14,02/04/18,Lose,175,No Location Recorded,12:00 p.m.,A,79,03:58,"MISS LAYUP by HICKS,ELLEN",,,,,,,"MISS LAYUP by HICKS,ELLEN",1,layup,missed,Centre,ellen hicks,,238
80,21,millsaps,Centre,Millsaps,53-59,53,59,"15, 3, 11, 24, 53","10, 16, 11, 22, 59",15,3,11,24,53,10,16,11,22,59,13-8,8-14,02/04/18,Lose,175,No Location Recorded,12:00 p.m.,A,80,03:58,,,,,"BLOCK  by WILSON,ANNA",,,"BLOCK  by WILSON,ANNA",1,block,,millsaps,anna wilson,,238
81,21,millsaps,Centre,Millsaps,53-59,53,59,"15, 3, 11, 24, 53","10, 16, 11, 22, 59",15,3,11,24,53,10,16,11,22,59,13-8,8-14,02/04/18,Lose,175,No Location Recorded,12:00 p.m.,A,81,--,,,,,"REBOUND DEF by WILSON,ANNA",,,"REBOUND DEF by WILSON,ANNA",1,defensive rebound,,millsaps,anna wilson,,
82,21,millsaps,Centre,Millsaps,53-59,53,59,"15, 3, 11, 24, 53","10, 16, 11, 22, 59",15,3,11,24,53,10,16,11,22,59,13-8,8-14,02/04/18,Lose,175,No Location Recorded,12:00 p.m.,A,82,03:45,"FOUL  by WEHBY,ABIGAIL",,,,,,,"FOUL  by WEHBY,ABIGAIL",1,foul,,Centre,abigail wehby,,225
83,21,millsaps,Centre,Millsaps,53-59,53,59,"15, 3, 11, 24, 53","10, 16, 11, 22, 59",15,3,11,24,53,10,16,11,22,59,13-8,8-14,02/04/18,Lose,175,No Location Recorded,12:00 p.m.,A,83,03:45,,,,,"MISS FT by MATTHEWS,KASI",,,"MISS FT by MATTHEWS,KASI",1,free throw,missed,millsaps,kasi matthews,,225
84,21,millsaps,Centre,Millsaps,53-59,53,59,"15, 3, 11, 24, 53","10, 16, 11, 22, 59",15,3,11,24,53,10,16,11,22,59,13-8,8-14,02/04/18,Lose,175,No Location Recorded,12:00 p.m.,A,84,--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,1,deadball rebound,,Centre,,,
85,21,millsaps,Centre,Millsaps,53-59,53,59,"15, 3, 11, 24, 53","10, 16, 11, 22, 59",15,3,11,24,53,10,16,11,22,59,13-8,8-14,02/04/18,Lose,175,No Location Recorded,12:00 p.m.,A,85,03:45,,7,,7,"GOOD FT by MATTHEWS,KASI",MILWB 7-7 (0),,"GOOD FT by MATTHEWS,KASI",1,free throw,good,millsaps,kasi matthews,1,225
86,21,millsaps,Centre,Millsaps,53-59,53,59,"15, 3, 11, 24, 53","10, 16, 11, 22, 59",15,3,11,24,53,10,16,11,22,59,13-8,8-14,02/04/18,Lose,175,No Location Recorded,12:00 p.m.,A,86,03:45,,,,,"SUB IN by MANNING,TAELOR",,,"SUB IN by MANNING,TAELOR",1,subbing in,,millsaps,taelor manning,,225
87,21,millsaps,Centre,Millsaps,53-59,53,59,"15, 3, 11, 24, 53","10, 16, 11, 22, 59",15,3,11,24,53,10,16,11,22,59,13-8,8-14,02/04/18,Lose,175,No Location Recorded,12:00 p.m.,A,87,03:45,,,,,"SUB OUT by MATTHEWS,KASI",,,"SUB OUT by MATTHEWS,KASI",1,subbing out,,millsaps,kasi matthews,,225
88,21,millsaps,Centre,Millsaps,53-59,53,59,"15, 3, 11, 24, 53","10, 16, 11, 22, 59",15,3,11,24,53,10,16,11,22,59,13-8,8-14,02/04/18,Lose,175,No Location Recorded,12:00 p.m.,A,88,03:33,,,,,"FOUL  by MANNING,TAELOR",,,"FOUL  by MANNING,TAELOR",1,foul,,millsaps,taelor manning,,213
89,21,millsaps,Centre,Millsaps,53-59,53,59,"15, 3, 11, 24, 53","10, 16, 11, 22, 59",15,3,11,24,53,10,16,11,22,59,13-8,8-14,02/04/18,Lose,175,No Location Recorded,12:00 p.m.,A,89,03:33,"GOOD FT by MARCUM,MADISON",8 (+1),,7,,CENTRE-W 8-7 (+1),,"GOOD FT by MARCUM,MADISON",1,free throw,good,Centre,madison marcum,1,213
90,21,millsaps,Centre,Millsaps,53-59,53,59,"15, 3, 11, 24, 53","10, 16, 11, 22, 59",15,3,11,24,53,10,16,11,22,59,13-8,8-14,02/04/18,Lose,175,No Location Recorded,12:00 p.m.,A,90,03:33,"GOOD FT by MARCUM,MADISON",9 (+2),,7,,CENTRE-W 9-7 (+2),,"GOOD FT by MARCUM,MADISON",1,free throw,good,Centre,madison marcum,1,213
91,21,millsaps,Centre,Millsaps,53-59,53,59,"15, 3, 11, 24, 53","10, 16, 11, 22, 59",15,3,11,24,53,10,16,11,22,59,13-8,8-14,02/04/18,Lose,175,No Location Recorded,12:00 p.m.,A,91,03:33,"SUB IN by WILSON,KATHLEEN",,,,,,,"SUB IN by WILSON,KATHLEEN",1,subbing in,,Centre,kathleen wilson,,213
92,21,millsaps,Centre,Millsaps,53-59,53,59,"15, 3, 11, 24, 53","10, 16, 11, 22, 59",15,3,11,24,53,10,16,11,22,59,13-8,8-14,02/04/18,Lose,175,No Location Recorded,12:00 p.m.,A,92,03:33,"SUB IN by KELLAM,PAIGE",,,,,,,"SUB IN by KELLAM,PAIGE",1,subbing in,,Centre,paige kellam,,213
93,21,millsaps,Centre,Millsaps,53-59,53,59,"15, 3, 11, 24, 53","10, 16, 11, 22, 59",15,3,11,24,53,10,16,11,22,59,13-8,8-14,02/04/18,Lose,175,No Location Recorded,12:00 p.m.,A,93,03:33,"SUB OUT by MARCUM,MADISON",,,,,,,"SUB OUT by MARCUM,MADISON",1,subbing out,,Centre,madison marcum,,213
94,21,millsaps,Centre,Millsaps,53-59,53,59,"15, 3, 11, 24, 53","10, 16, 11, 22, 59",15,3,11,24,53,10,16,11,22,59,13-8,8-14,02/04/18,Lose,175,No Location Recorded,12:00 p.m.,A,94,03:33,"SUB OUT by WEHBY,ABIGAIL",,,,,,,"SUB OUT by WEHBY,ABIGAIL",1,subbing out,,Centre,abigail wehby,,213
95,21,millsaps,Centre,Millsaps,53-59,53,59,"15, 3, 11, 24, 53","10, 16, 11, 22, 59",15,3,11,24,53,10,16,11,22,59,13-8,8-14,02/04/18,Lose,175,No Location Recorded,12:00 p.m.,A,95,03:29,,,,,"TURNOVER  by FORTENBERRY,DIA",,,"TURNOVER  by FORTENBERRY,DIA",1,turnover,,millsaps,dia fortenberry,,209
96,21,millsaps,Centre,Millsaps,53-59,53,59,"15, 3, 11, 24, 53","10, 16, 11, 22, 59",15,3,11,24,53,10,16,11,22,59,13-8,8-14,02/04/18,Lose,175,No Location Recorded,12:00 p.m.,A,96,03:05,"MISS JUMPER by STEWART,ABIGAIL",,,,,,,"MISS JUMPER by STEWART,ABIGAIL",1,jumper,missed,Centre,abigail stewart,,185
97,21,millsaps,Centre,Millsaps,53-59,53,59,"15, 3, 11, 24, 53","10, 16, 11, 22, 59",15,3,11,24,53,10,16,11,22,59,13-8,8-14,02/04/18,Lose,175,No Location Recorded,12:00 p.m.,A,97,--,,,,,"REBOUND DEF by MANNING,TAELOR",,,"REBOUND DEF by MANNING,TAELOR",1,defensive rebound,,millsaps,taelor manning,,
98,21,millsaps,Centre,Millsaps,53-59,53,59,"15, 3, 11, 24, 53","10, 16, 11, 22, 59",15,3,11,24,53,10,16,11,22,59,13-8,8-14,02/04/18,Lose,175,No Location Recorded,12:00 p.m.,A,98,03:01,"FOUL  by HICKS,ELLEN",,,,,,,"FOUL  by HICKS,ELLEN",1,foul,,Centre,ellen hicks,,181
99,21,millsaps,Centre,Millsaps,53-59,53,59,"15, 3, 11, 24, 53","10, 16, 11, 22, 59",15,3,11,24,53,10,16,11,22,59,13-8,8-14,02/04/18,Lose,175,No Location Recorded,12:00 p.m.,A,99,03:01,,,,,"MISS FT by WILSON,ANNA",,,"MISS FT by WILSON,ANNA",1,free throw,missed,millsaps,anna wilson,,181
100,21,millsaps,Centre,Millsaps,53-59,53,59,"15, 3, 11, 24, 53","10, 16, 11, 22, 59",15,3,11,24,53,10,16,11,22,59,13-8,8-14,02/04/18,Lose,175,No Location Recorded,12:00 p.m.,A,100,--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,1,deadball rebound,,Centre,,,
101,21,millsaps,Centre,Millsaps,53-59,53,59,"15, 3, 11, 24, 53","10, 16, 11, 22, 59",15,3,11,24,53,10,16,11,22,59,13-8,8-14,02/04/18,Lose,175,No Location Recorded,12:00 p.m.,A,101,03:01,,9 (+1),,8,"GOOD FT by WILSON,ANNA",MILWB 9-8 (+1),,"GOOD FT by WILSON,ANNA",1,free throw,good,millsaps,anna wilson,1,181
102,21,millsaps,Centre,Millsaps,53-59,53,59,"15, 3, 11, 24, 53","10, 16, 11, 22, 59",15,3,11,24,53,10,16,11,22,59,13-8,8-14,02/04/18,Lose,175,No Location Recorded,12:00 p.m.,A,102,03:01,"SUB IN by RICE,MADISON",,,,,,,"SUB IN by RICE,MADISON",1,subbing in,,Centre,madison rice,,181
103,21,millsaps,Centre,Millsaps,53-59,53,59,"15, 3, 11, 24, 53","10, 16, 11, 22, 59",15,3,11,24,53,10,16,11,22,59,13-8,8-14,02/04/18,Lose,175,No Location Recorded,12:00 p.m.,A,103,03:01,"SUB OUT by HICKS,ELLEN",,,,,,,"SUB OUT by HICKS,ELLEN",1,subbing out,,Centre,ellen hicks,,181
104,21,millsaps,Centre,Millsaps,53-59,53,59,"15, 3, 11, 24, 53","10, 16, 11, 22, 59",15,3,11,24,53,10,16,11,22,59,13-8,8-14,02/04/18,Lose,175,No Location Recorded,12:00 p.m.,A,104,03:01,,,,,"SUB IN by BUTLER,MILLICENT",,,"SUB IN by BUTLER,MILLICENT",1,subbing in,,millsaps,millicent butler,,181
105,21,millsaps,Centre,Millsaps,53-59,53,59,"15, 3, 11, 24, 53","10, 16, 11, 22, 59",15,3,11,24,53,10,16,11,22,59,13-8,8-14,02/04/18,Lose,175,No Location Recorded,12:00 p.m.,A,105,03:01,,,,,"SUB IN by THOMAS,BRAXTON",,,"SUB IN by THOMAS,BRAXTON",1,subbing in,,millsaps,braxton thomas,,181
106,21,millsaps,Centre,Millsaps,53-59,53,59,"15, 3, 11, 24, 53","10, 16, 11, 22, 59",15,3,11,24,53,10,16,11,22,59,13-8,8-14,02/04/18,Lose,175,No Location Recorded,12:00 p.m.,A,106,03:01,,,,,"SUB OUT by DONALDSON,MEGAN",,,"SUB OUT by DONALDSON,MEGAN",1,subbing out,,millsaps,megan donaldson,,181
107,21,millsaps,Centre,Millsaps,53-59,53,59,"15, 3, 11, 24, 53","10, 16, 11, 22, 59",15,3,11,24,53,10,16,11,22,59,13-8,8-14,02/04/18,Lose,175,No Location Recorded,12:00 p.m.,A,107,03:01,,,,,"SUB OUT by GUILBEAU,CAROLINE",,,"SUB OUT by GUILBEAU,CAROLINE",1,subbing out,,millsaps,caroline guilbeau,,181
108,21,millsaps,Centre,Millsaps,53-59,53,59,"15, 3, 11, 24, 53","10, 16, 11, 22, 59",15,3,11,24,53,10,16,11,22,59,13-8,8-14,02/04/18,Lose,175,No Location Recorded,12:00 p.m.,A,108,02:56,"MISS JUMPER by KELLAM,PAIGE",,,,,,,"MISS JUMPER by KELLAM,PAIGE",1,jumper,missed,Centre,paige kellam,,176
109,21,millsaps,Centre,Millsaps,53-59,53,59,"15, 3, 11, 24, 53","10, 16, 11, 22, 59",15,3,11,24,53,10,16,11,22,59,13-8,8-14,02/04/18,Lose,175,No Location Recorded,12:00 p.m.,A,109,--,,,,,"REBOUND DEF by FORTENBERRY,DIA",,,"REBOUND DEF by FORTENBERRY,DIA",1,defensive rebound,,millsaps,dia fortenberry,,
110,21,millsaps,Centre,Millsaps,53-59,53,59,"15, 3, 11, 24, 53","10, 16, 11, 22, 59",15,3,11,24,53,10,16,11,22,59,13-8,8-14,02/04/18,Lose,175,No Location Recorded,12:00 p.m.,A,110,02:30,,,,,"MISS LAYUP by WILSON,ANNA",,,"MISS LAYUP by WILSON,ANNA",1,layup,missed,millsaps,anna wilson,,150
111,21,millsaps,Centre,Millsaps,53-59,53,59,"15, 3, 11, 24, 53","10, 16, 11, 22, 59",15,3,11,24,53,10,16,11,22,59,13-8,8-14,02/04/18,Lose,175,No Location Recorded,12:00 p.m.,A,111,--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,1,defensive rebound,,Centre,,,
112,21,millsaps,Centre,Millsaps,53-59,53,59,"15, 3, 11, 24, 53","10, 16, 11, 22, 59",15,3,11,24,53,10,16,11,22,59,13-8,8-14,02/04/18,Lose,175,No Location Recorded,12:00 p.m.,A,112,02:23,,,,,"SUB IN by HARRIS,REBECCA",,,"SUB IN by HARRIS,REBECCA",1,subbing in,,millsaps,rebecca harris,,143
113,21,millsaps,Centre,Millsaps,53-59,53,59,"15, 3, 11, 24, 53","10, 16, 11, 22, 59",15,3,11,24,53,10,16,11,22,59,13-8,8-14,02/04/18,Lose,175,No Location Recorded,12:00 p.m.,A,113,02:23,,,,,"SUB OUT by FORTENBERRY,DIA",,,"SUB OUT by FORTENBERRY,DIA",1,subbing out,,millsaps,dia fortenberry,,143
114,21,millsaps,Centre,Millsaps,53-59,53,59,"15, 3, 11, 24, 53","10, 16, 11, 22, 59",15,3,11,24,53,10,16,11,22,59,13-8,8-14,02/04/18,Lose,175,No Location Recorded,12:00 p.m.,A,114,02:12,"GOOD 3PTR by WILSON,KATHLEEN",12 (+4),,8,,CENTRE-W 12-8 (+4),,"GOOD 3PTR by WILSON,KATHLEEN",1,three pointer,good,Centre,kathleen wilson,3,132
115,21,millsaps,Centre,Millsaps,53-59,53,59,"15, 3, 11, 24, 53","10, 16, 11, 22, 59",15,3,11,24,53,10,16,11,22,59,13-8,8-14,02/04/18,Lose,175,No Location Recorded,12:00 p.m.,A,115,--,"ASSIST  by KELLAM,PAIGE",,,,,,,"ASSIST  by KELLAM,PAIGE",1,assist,,Centre,paige kellam,,
116,21,millsaps,Centre,Millsaps,53-59,53,59,"15, 3, 11, 24, 53","10, 16, 11, 22, 59",15,3,11,24,53,10,16,11,22,59,13-8,8-14,02/04/18,Lose,175,No Location Recorded,12:00 p.m.,A,116,01:57,,,,,"TURNOVER  by BUTLER,MILLICENT",,,"TURNOVER  by BUTLER,MILLICENT",1,turnover,,millsaps,millicent butler,,117
117,21,millsaps,Centre,Millsaps,53-59,53,59,"15, 3, 11, 24, 53","10, 16, 11, 22, 59",15,3,11,24,53,10,16,11,22,59,13-8,8-14,02/04/18,Lose,175,No Location Recorded,12:00 p.m.,A,117,01:57,,,,,"FOUL  by BUTLER,MILLICENT",,,"FOUL  by BUTLER,MILLICENT",1,foul,,millsaps,millicent butler,,117
118,21,millsaps,Centre,Millsaps,53-59,53,59,"15, 3, 11, 24, 53","10, 16, 11, 22, 59",15,3,11,24,53,10,16,11,22,59,13-8,8-14,02/04/18,Lose,175,No Location Recorded,12:00 p.m.,A,118,01:57,"SUB IN by MILLER,LAKKEN",,,,,,,"SUB IN by MILLER,LAKKEN",1,subbing in,,Centre,lakken miller,,117
119,21,millsaps,Centre,Millsaps,53-59,53,59,"15, 3, 11, 24, 53","10, 16, 11, 22, 59",15,3,11,24,53,10,16,11,22,59,13-8,8-14,02/04/18,Lose,175,No Location Recorded,12:00 p.m.,A,119,01:57,"SUB IN by HICKS,ELLEN",,,,,,,"SUB IN by HICKS,ELLEN",1,subbing in,,Centre,ellen hicks,,117
120,21,millsaps,Centre,Millsaps,53-59,53,59,"15, 3, 11, 24, 53","10, 16, 11, 22, 59",15,3,11,24,53,10,16,11,22,59,13-8,8-14,02/04/18,Lose,175,No Location Recorded,12:00 p.m.,A,120,01:57,"SUB OUT by RICE,MADISON",,,,,,,"SUB OUT by RICE,MADISON",1,subbing out,,Centre,madison rice,,117
121,21,millsaps,Centre,Millsaps,53-59,53,59,"15, 3, 11, 24, 53","10, 16, 11, 22, 59",15,3,11,24,53,10,16,11,22,59,13-8,8-14,02/04/18,Lose,175,No Location Recorded,12:00 p.m.,A,121,01:57,"SUB OUT by MURRAY,KYLEE",,,,,,,"SUB OUT by MURRAY,KYLEE",1,subbing out,,Centre,kylee murray,,117
122,21,millsaps,Centre,Millsaps,53-59,53,59,"15, 3, 11, 24, 53","10, 16, 11, 22, 59",15,3,11,24,53,10,16,11,22,59,13-8,8-14,02/04/18,Lose,175,No Location Recorded,12:00 p.m.,A,122,01:38,"MISS JUMPER by KELLAM,PAIGE",,,,,,,"MISS JUMPER by KELLAM,PAIGE",1,jumper,missed,Centre,paige kellam,,98
123,21,millsaps,Centre,Millsaps,53-59,53,59,"15, 3, 11, 24, 53","10, 16, 11, 22, 59",15,3,11,24,53,10,16,11,22,59,13-8,8-14,02/04/18,Lose,175,No Location Recorded,12:00 p.m.,A,123,--,,,,,"REBOUND DEF by MANNING,TAELOR",,,"REBOUND DEF by MANNING,TAELOR",1,defensive rebound,,millsaps,taelor manning,,
124,21,millsaps,Centre,Millsaps,53-59,53,59,"15, 3, 11, 24, 53","10, 16, 11, 22, 59",15,3,11,24,53,10,16,11,22,59,13-8,8-14,02/04/18,Lose,175,No Location Recorded,12:00 p.m.,A,124,01:21,,,,,"MISS JUMPER by THOMAS,BRAXTON",,,"MISS JUMPER by THOMAS,BRAXTON",1,jumper,missed,millsaps,braxton thomas,,81
125,21,millsaps,Centre,Millsaps,53-59,53,59,"15, 3, 11, 24, 53","10, 16, 11, 22, 59",15,3,11,24,53,10,16,11,22,59,13-8,8-14,02/04/18,Lose,175,No Location Recorded,12:00 p.m.,A,125,01:21,"BLOCK  by STEWART,ABIGAIL",,,,,,,"BLOCK  by STEWART,ABIGAIL",1,block,,Centre,abigail stewart,,81
126,21,millsaps,Centre,Millsaps,53-59,53,59,"15, 3, 11, 24, 53","10, 16, 11, 22, 59",15,3,11,24,53,10,16,11,22,59,13-8,8-14,02/04/18,Lose,175,No Location Recorded,12:00 p.m.,A,126,--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,1,defensive rebound,,Centre,,,
127,21,millsaps,Centre,Millsaps,53-59,53,59,"15, 3, 11, 24, 53","10, 16, 11, 22, 59",15,3,11,24,53,10,16,11,22,59,13-8,8-14,02/04/18,Lose,175,No Location Recorded,12:00 p.m.,A,127,01:17,"SUB IN by WEHBY,ABIGAIL",,,,,,,"SUB IN by WEHBY,ABIGAIL",1,subbing in,,Centre,abigail wehby,,77
128,21,millsaps,Centre,Millsaps,53-59,53,59,"15, 3, 11, 24, 53","10, 16, 11, 22, 59",15,3,11,24,53,10,16,11,22,59,13-8,8-14,02/04/18,Lose,175,No Location Recorded,12:00 p.m.,A,128,01:17,"SUB IN by FEE,MIKAYLA",,,,,,,"SUB IN by FEE,MIKAYLA",1,subbing in,,Centre,mikayla fee,,77
129,21,millsaps,Centre,Millsaps,53-59,53,59,"15, 3, 11, 24, 53","10, 16, 11, 22, 59",15,3,11,24,53,10,16,11,22,59,13-8,8-14,02/04/18,Lose,175,No Location Recorded,12:00 p.m.,A,129,01:17,"SUB OUT by STEWART,ABIGAIL",,,,,,,"SUB OUT by STEWART,ABIGAIL",1,subbing out,,Centre,abigail stewart,,77
130,21,millsaps,Centre,Millsaps,53-59,53,59,"15, 3, 11, 24, 53","10, 16, 11, 22, 59",15,3,11,24,53,10,16,11,22,59,13-8,8-14,02/04/18,Lose,175,No Location Recorded,12:00 p.m.,A,130,01:17,"SUB OUT by KELLAM,PAIGE",,,,,,,"SUB OUT by KELLAM,PAIGE",1,subbing out,,Centre,paige kellam,,77
131,21,millsaps,Centre,Millsaps,53-59,53,59,"15, 3, 11, 24, 53","10, 16, 11, 22, 59",15,3,11,24,53,10,16,11,22,59,13-8,8-14,02/04/18,Lose,175,No Location Recorded,12:00 p.m.,A,131,01:03,"GOOD 3PTR by WILSON,KATHLEEN",15 (+7),,8,,CENTRE-W 15-8 (+7),,"GOOD 3PTR by WILSON,KATHLEEN",1,three pointer,good,Centre,kathleen wilson,3,63
132,21,millsaps,Centre,Millsaps,53-59,53,59,"15, 3, 11, 24, 53","10, 16, 11, 22, 59",15,3,11,24,53,10,16,11,22,59,13-8,8-14,02/04/18,Lose,175,No Location Recorded,12:00 p.m.,A,132,--,"ASSIST  by HICKS,ELLEN",,,,,,,"ASSIST  by HICKS,ELLEN",1,assist,,Centre,ellen hicks,,
133,21,millsaps,Centre,Millsaps,53-59,53,59,"15, 3, 11, 24, 53","10, 16, 11, 22, 59",15,3,11,24,53,10,16,11,22,59,13-8,8-14,02/04/18,Lose,175,No Location Recorded,12:00 p.m.,A,133,00:37,,,,,"TURNOVER  by MANNING,TAELOR",,,"TURNOVER  by MANNING,TAELOR",1,turnover,,millsaps,taelor manning,,37
134,21,millsaps,Centre,Millsaps,53-59,53,59,"15, 3, 11, 24, 53","10, 16, 11, 22, 59",15,3,11,24,53,10,16,11,22,59,13-8,8-14,02/04/18,Lose,175,No Location Recorded,12:00 p.m.,A,134,00:37,,,,,"SUB IN by GUILBEAU,CAROLINE",,,"SUB IN by GUILBEAU,CAROLINE",1,subbing in,,millsaps,caroline guilbeau,,37
135,21,millsaps,Centre,Millsaps,53-59,53,59,"15, 3, 11, 24, 53","10, 16, 11, 22, 59",15,3,11,24,53,10,16,11,22,59,13-8,8-14,02/04/18,Lose,175,No Location Recorded,12:00 p.m.,A,135,00:37,,,,,"SUB OUT by MANNING,TAELOR",,,"SUB OUT by MANNING,TAELOR",1,subbing out,,millsaps,taelor manning,,37
136,21,millsaps,Centre,Millsaps,53-59,53,59,"15, 3, 11, 24, 53","10, 16, 11, 22, 59",15,3,11,24,53,10,16,11,22,59,13-8,8-14,02/04/18,Lose,175,No Location Recorded,12:00 p.m.,A,136,00:32,"TURNOVER  by FEE,MIKAYLA",,,,,,,"TURNOVER  by FEE,MIKAYLA",1,turnover,,Centre,mikayla fee,,32
