,game,opponent name,boxscore_visitor_name,boxscore_home_name,final score,centreFinalScore,opponentFinalScore,centreScoreByPeriod,opponentScoreByPeriod,centreScorePeriod1,centreScorePeriod2,centreScorePeriod3,centreScorePeriod4,centreScorePeriod5,opponentScorePeriod1,opponentScorePeriod2,opponentScorePeriod3,opponentScorePeriod4,opponentScorePeriod5,centreRecord,opponentRecord,gameDate,outcome,attendance,gameLocation,gameTime,homeGame,,Time Remaining,CENTRE-W,Away Team Score,Play Team Indicator,Home Team Score,SEWANEE,Game Score,Team Indicator,Play,period number,Play Type,Shot Outcome,Team,Player,Points Earned,Time(seconds)
14,7,sewanee,Centre,Sewanee,70-63,70,63,"23, 23, 9, 15, 70","10, 21, 13, 19, 63",23,23,9,15,70,10,21,13,19,63,"6-1, 1-0 SAA","2-4, 0-1 SAA",12/02/17,Win,139,No Location Recorded,1 p.m.,A,14,07:27,"GOOD 3PTR by RICE,MADISON",9 (+7),,2,,CENTRE-W 9-2 (+7),,"GOOD 3PTR by RICE,MADISON",1,three pointer,good,Centre,madison rice,3,447
15,7,sewanee,Centre,Sewanee,70-63,70,63,"23, 23, 9, 15, 70","10, 21, 13, 19, 63",23,23,9,15,70,10,21,13,19,63,"6-1, 1-0 SAA","2-4, 0-1 SAA",12/02/17,Win,139,No Location Recorded,1 p.m.,A,15,--,"ASSIST  by WILSON,KATHLEEN",,,,,,,"ASSIST  by WILSON,KATHLEEN",1,assist,,Centre,kathleen wilson,,
16,7,sewanee,Centre,Sewanee,70-63,70,63,"23, 23, 9, 15, 70","10, 21, 13, 19, 63",23,23,9,15,70,10,21,13,19,63,"6-1, 1-0 SAA","2-4, 0-1 SAA",12/02/17,Win,139,No Location Recorded,1 p.m.,A,16,07:06,,,,,"MISS 3PTR by MCCORMACK,HANNAH",,,"MISS 3PTR by MCCORMACK,HANNAH",1,three pointer,missed,sewanee,hannah mccormack,,426
17,7,sewanee,Centre,Sewanee,70-63,70,63,"23, 23, 9, 15, 70","10, 21, 13, 19, 63",23,23,9,15,70,10,21,13,19,63,"6-1, 1-0 SAA","2-4, 0-1 SAA",12/02/17,Win,139,No Location Recorded,1 p.m.,A,17,--,"REBOUND DEF by RICE,MADISON",,,,,,,"REBOUND DEF by RICE,MADISON",1,defensive rebound,,Centre,madison rice,,
18,7,sewanee,Centre,Sewanee,70-63,70,63,"23, 23, 9, 15, 70","10, 21, 13, 19, 63",23,23,9,15,70,10,21,13,19,63,"6-1, 1-0 SAA","2-4, 0-1 SAA",12/02/17,Win,139,No Location Recorded,1 p.m.,A,18,06:55,"GOOD 3PTR by RICE,MADISON",12 (+10),,2,,CENTRE-W 12-2 (+10),,"GOOD 3PTR by RICE,MADISON",1,three pointer,good,Centre,madison rice,3,415
19,7,sewanee,Centre,Sewanee,70-63,70,63,"23, 23, 9, 15, 70","10, 21, 13, 19, 63",23,23,9,15,70,10,21,13,19,63,"6-1, 1-0 SAA","2-4, 0-1 SAA",12/02/17,Win,139,No Location Recorded,1 p.m.,A,19,--,"ASSIST  by KELLAM,PAIGE",,,,,,,"ASSIST  by KELLAM,PAIGE",1,assist,,Centre,paige kellam,,
20,7,sewanee,Centre,Sewanee,70-63,70,63,"23, 23, 9, 15, 70","10, 21, 13, 19, 63",23,23,9,15,70,10,21,13,19,63,"6-1, 1-0 SAA","2-4, 0-1 SAA",12/02/17,Win,139,No Location Recorded,1 p.m.,A,20,06:50,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,1,timeout,,Centre,,,410
21,7,sewanee,Centre,Sewanee,70-63,70,63,"23, 23, 9, 15, 70","10, 21, 13, 19, 63",23,23,9,15,70,10,21,13,19,63,"6-1, 1-0 SAA","2-4, 0-1 SAA",12/02/17,Win,139,No Location Recorded,1 p.m.,A,21,06:50,"SUB IN by BALLARD,AMI",,,,,,,"SUB IN by BALLARD,AMI",1,subbing in,,Centre,ami ballard,,410
22,7,sewanee,Centre,Sewanee,70-63,70,63,"23, 23, 9, 15, 70","10, 21, 13, 19, 63",23,23,9,15,70,10,21,13,19,63,"6-1, 1-0 SAA","2-4, 0-1 SAA",12/02/17,Win,139,No Location Recorded,1 p.m.,A,22,06:50,"SUB OUT by KELLAM,PAIGE",,,,,,,"SUB OUT by KELLAM,PAIGE",1,subbing out,,Centre,paige kellam,,410
23,7,sewanee,Centre,Sewanee,70-63,70,63,"23, 23, 9, 15, 70","10, 21, 13, 19, 63",23,23,9,15,70,10,21,13,19,63,"6-1, 1-0 SAA","2-4, 0-1 SAA",12/02/17,Win,139,No Location Recorded,1 p.m.,A,23,06:50,,,,,"SUB IN by BOMBASSI,BELLA",,,"SUB IN by BOMBASSI,BELLA",1,subbing in,,sewanee,bella bombassi,,410
24,7,sewanee,Centre,Sewanee,70-63,70,63,"23, 23, 9, 15, 70","10, 21, 13, 19, 63",23,23,9,15,70,10,21,13,19,63,"6-1, 1-0 SAA","2-4, 0-1 SAA",12/02/17,Win,139,No Location Recorded,1 p.m.,A,24,06:50,,,,,"SUB OUT by SMITH,MARLEE",,,"SUB OUT by SMITH,MARLEE",1,subbing out,,sewanee,marlee smith,,410
25,7,sewanee,Centre,Sewanee,70-63,70,63,"23, 23, 9, 15, 70","10, 21, 13, 19, 63",23,23,9,15,70,10,21,13,19,63,"6-1, 1-0 SAA","2-4, 0-1 SAA",12/02/17,Win,139,No Location Recorded,1 p.m.,A,25,06:35,,,,,"TURNOVER  by MCCORMACK,HANNAH",,,"TURNOVER  by MCCORMACK,HANNAH",1,turnover,,sewanee,hannah mccormack,,395
26,7,sewanee,Centre,Sewanee,70-63,70,63,"23, 23, 9, 15, 70","10, 21, 13, 19, 63",23,23,9,15,70,10,21,13,19,63,"6-1, 1-0 SAA","2-4, 0-1 SAA",12/02/17,Win,139,No Location Recorded,1 p.m.,A,26,06:26,"TURNOVER  by BALLARD,AMI",,,,,,,"TURNOVER  by BALLARD,AMI",1,turnover,,Centre,ami ballard,,386
27,7,sewanee,Centre,Sewanee,70-63,70,63,"23, 23, 9, 15, 70","10, 21, 13, 19, 63",23,23,9,15,70,10,21,13,19,63,"6-1, 1-0 SAA","2-4, 0-1 SAA",12/02/17,Win,139,No Location Recorded,1 p.m.,A,27,06:14,,,,,"MISS JUMPER by TAYLOR,BELLA",,,"MISS JUMPER by TAYLOR,BELLA",1,jumper,missed,sewanee,bella taylor,,374
28,7,sewanee,Centre,Sewanee,70-63,70,63,"23, 23, 9, 15, 70","10, 21, 13, 19, 63",23,23,9,15,70,10,21,13,19,63,"6-1, 1-0 SAA","2-4, 0-1 SAA",12/02/17,Win,139,No Location Recorded,1 p.m.,A,28,--,"REBOUND DEF by STEWART,ABIGAIL",,,,,,,"REBOUND DEF by STEWART,ABIGAIL",1,defensive rebound,,Centre,abigail stewart,,
29,7,sewanee,Centre,Sewanee,70-63,70,63,"23, 23, 9, 15, 70","10, 21, 13, 19, 63",23,23,9,15,70,10,21,13,19,63,"6-1, 1-0 SAA","2-4, 0-1 SAA",12/02/17,Win,139,No Location Recorded,1 p.m.,A,29,06:05,,,,,"FOUL  by HITCHCOCK,ALLISON",,,"FOUL  by HITCHCOCK,ALLISON",1,foul,,sewanee,allison hitchcock,,365
30,7,sewanee,Centre,Sewanee,70-63,70,63,"23, 23, 9, 15, 70","10, 21, 13, 19, 63",23,23,9,15,70,10,21,13,19,63,"6-1, 1-0 SAA","2-4, 0-1 SAA",12/02/17,Win,139,No Location Recorded,1 p.m.,A,30,06:05,"SUB IN by FEE,MIKAYLA",,,,,,,"SUB IN by FEE,MIKAYLA",1,subbing in,,Centre,mikayla fee,,365
31,7,sewanee,Centre,Sewanee,70-63,70,63,"23, 23, 9, 15, 70","10, 21, 13, 19, 63",23,23,9,15,70,10,21,13,19,63,"6-1, 1-0 SAA","2-4, 0-1 SAA",12/02/17,Win,139,No Location Recorded,1 p.m.,A,31,06:05,"SUB IN by BUNNER,CHEYENNE",,,,,,,"SUB IN by BUNNER,CHEYENNE",1,subbing in,,Centre,cheyenne bunner,,365
32,7,sewanee,Centre,Sewanee,70-63,70,63,"23, 23, 9, 15, 70","10, 21, 13, 19, 63",23,23,9,15,70,10,21,13,19,63,"6-1, 1-0 SAA","2-4, 0-1 SAA",12/02/17,Win,139,No Location Recorded,1 p.m.,A,32,06:05,"SUB OUT by RICE,MADISON",,,,,,,"SUB OUT by RICE,MADISON",1,subbing out,,Centre,madison rice,,365
33,7,sewanee,Centre,Sewanee,70-63,70,63,"23, 23, 9, 15, 70","10, 21, 13, 19, 63",23,23,9,15,70,10,21,13,19,63,"6-1, 1-0 SAA","2-4, 0-1 SAA",12/02/17,Win,139,No Location Recorded,1 p.m.,A,33,06:05,"SUB OUT by STEWART,ABIGAIL",,,,,,,"SUB OUT by STEWART,ABIGAIL",1,subbing out,,Centre,abigail stewart,,365
34,7,sewanee,Centre,Sewanee,70-63,70,63,"23, 23, 9, 15, 70","10, 21, 13, 19, 63",23,23,9,15,70,10,21,13,19,63,"6-1, 1-0 SAA","2-4, 0-1 SAA",12/02/17,Win,139,No Location Recorded,1 p.m.,A,34,06:03,"GOOD 3PTR by WILSON,KATHLEEN",15 (+13),,2,,CENTRE-W 15-2 (+13),,"GOOD 3PTR by WILSON,KATHLEEN",1,three pointer,good,Centre,kathleen wilson,3,363
35,7,sewanee,Centre,Sewanee,70-63,70,63,"23, 23, 9, 15, 70","10, 21, 13, 19, 63",23,23,9,15,70,10,21,13,19,63,"6-1, 1-0 SAA","2-4, 0-1 SAA",12/02/17,Win,139,No Location Recorded,1 p.m.,A,35,--,"ASSIST  by BALLARD,AMI",,,,,,,"ASSIST  by BALLARD,AMI",1,assist,,Centre,ami ballard,,
36,7,sewanee,Centre,Sewanee,70-63,70,63,"23, 23, 9, 15, 70","10, 21, 13, 19, 63",23,23,9,15,70,10,21,13,19,63,"6-1, 1-0 SAA","2-4, 0-1 SAA",12/02/17,Win,139,No Location Recorded,1 p.m.,A,36,05:35,,,,,"TURNOVER  by MCCORMACK,HANNAH",,,"TURNOVER  by MCCORMACK,HANNAH",1,turnover,,sewanee,hannah mccormack,,335
37,7,sewanee,Centre,Sewanee,70-63,70,63,"23, 23, 9, 15, 70","10, 21, 13, 19, 63",23,23,9,15,70,10,21,13,19,63,"6-1, 1-0 SAA","2-4, 0-1 SAA",12/02/17,Win,139,No Location Recorded,1 p.m.,A,37,05:35,"STEAL  by FEE,MIKAYLA",,,,,,,"STEAL  by FEE,MIKAYLA",1,steal,,Centre,,,335
38,7,sewanee,Centre,Sewanee,70-63,70,63,"23, 23, 9, 15, 70","10, 21, 13, 19, 63",23,23,9,15,70,10,21,13,19,63,"6-1, 1-0 SAA","2-4, 0-1 SAA",12/02/17,Win,139,No Location Recorded,1 p.m.,A,38,05:35,"TURNOVER  by FEE,MIKAYLA",,,,,,,"TURNOVER  by FEE,MIKAYLA",1,turnover,,Centre,mikayla fee,,335
39,7,sewanee,Centre,Sewanee,70-63,70,63,"23, 23, 9, 15, 70","10, 21, 13, 19, 63",23,23,9,15,70,10,21,13,19,63,"6-1, 1-0 SAA","2-4, 0-1 SAA",12/02/17,Win,139,No Location Recorded,1 p.m.,A,39,05:22,,,,,"TURNOVER  by BOMBASSI,BELLA",,,"TURNOVER  by BOMBASSI,BELLA",1,turnover,,sewanee,bella bombassi,,322
40,7,sewanee,Centre,Sewanee,70-63,70,63,"23, 23, 9, 15, 70","10, 21, 13, 19, 63",23,23,9,15,70,10,21,13,19,63,"6-1, 1-0 SAA","2-4, 0-1 SAA",12/02/17,Win,139,No Location Recorded,1 p.m.,A,40,05:21,"STEAL  by MILLER,LAKKEN",,,,,,,"STEAL  by MILLER,LAKKEN",1,steal,,Centre,,,321
41,7,sewanee,Centre,Sewanee,70-63,70,63,"23, 23, 9, 15, 70","10, 21, 13, 19, 63",23,23,9,15,70,10,21,13,19,63,"6-1, 1-0 SAA","2-4, 0-1 SAA",12/02/17,Win,139,No Location Recorded,1 p.m.,A,41,05:21,"SUB IN by MILLER,LAKKEN",,,,,,,"SUB IN by MILLER,LAKKEN",1,subbing in,,Centre,lakken miller,,321
42,7,sewanee,Centre,Sewanee,70-63,70,63,"23, 23, 9, 15, 70","10, 21, 13, 19, 63",23,23,9,15,70,10,21,13,19,63,"6-1, 1-0 SAA","2-4, 0-1 SAA",12/02/17,Win,139,No Location Recorded,1 p.m.,A,42,05:21,"SUB OUT by SCHAD,OLIVIA",,,,,,,"SUB OUT by SCHAD,OLIVIA",1,subbing out,,Centre,olivia schad,,321
43,7,sewanee,Centre,Sewanee,70-63,70,63,"23, 23, 9, 15, 70","10, 21, 13, 19, 63",23,23,9,15,70,10,21,13,19,63,"6-1, 1-0 SAA","2-4, 0-1 SAA",12/02/17,Win,139,No Location Recorded,1 p.m.,A,43,05:06,"MISS JUMPER by BALLARD,AMI",,,,,,,"MISS JUMPER by BALLARD,AMI",1,jumper,missed,Centre,ami ballard,,306
44,7,sewanee,Centre,Sewanee,70-63,70,63,"23, 23, 9, 15, 70","10, 21, 13, 19, 63",23,23,9,15,70,10,21,13,19,63,"6-1, 1-0 SAA","2-4, 0-1 SAA",12/02/17,Win,139,No Location Recorded,1 p.m.,A,44,--,"REBOUND OFF by FEE,MIKAYLA",,,,,,,"REBOUND OFF by FEE,MIKAYLA",1,offensive rebound,,Centre,mikayla fee,,
45,7,sewanee,Centre,Sewanee,70-63,70,63,"23, 23, 9, 15, 70","10, 21, 13, 19, 63",23,23,9,15,70,10,21,13,19,63,"6-1, 1-0 SAA","2-4, 0-1 SAA",12/02/17,Win,139,No Location Recorded,1 p.m.,A,45,05:02,"MISS JUMPER by FEE,MIKAYLA",,,,,,,"MISS JUMPER by FEE,MIKAYLA",1,jumper,missed,Centre,mikayla fee,,302
46,7,sewanee,Centre,Sewanee,70-63,70,63,"23, 23, 9, 15, 70","10, 21, 13, 19, 63",23,23,9,15,70,10,21,13,19,63,"6-1, 1-0 SAA","2-4, 0-1 SAA",12/02/17,Win,139,No Location Recorded,1 p.m.,A,46,--,"REBOUND OFF by BUNNER,CHEYENNE",,,,,,,"REBOUND OFF by BUNNER,CHEYENNE",1,offensive rebound,,Centre,cheyenne bunner,,
47,7,sewanee,Centre,Sewanee,70-63,70,63,"23, 23, 9, 15, 70","10, 21, 13, 19, 63",23,23,9,15,70,10,21,13,19,63,"6-1, 1-0 SAA","2-4, 0-1 SAA",12/02/17,Win,139,No Location Recorded,1 p.m.,A,47,04:59,"MISS 3PTR by WILSON,KATHLEEN",,,,,,,"MISS 3PTR by WILSON,KATHLEEN",1,three pointer,missed,Centre,kathleen wilson,,299
48,7,sewanee,Centre,Sewanee,70-63,70,63,"23, 23, 9, 15, 70","10, 21, 13, 19, 63",23,23,9,15,70,10,21,13,19,63,"6-1, 1-0 SAA","2-4, 0-1 SAA",12/02/17,Win,139,No Location Recorded,1 p.m.,A,48,--,,,,,"REBOUND DEF by KIM,SUE",,,"REBOUND DEF by KIM,SUE",1,defensive rebound,,sewanee,sue kim,,
49,7,sewanee,Centre,Sewanee,70-63,70,63,"23, 23, 9, 15, 70","10, 21, 13, 19, 63",23,23,9,15,70,10,21,13,19,63,"6-1, 1-0 SAA","2-4, 0-1 SAA",12/02/17,Win,139,No Location Recorded,1 p.m.,A,49,04:42,,,,,"MISS JUMPER by MCCORMACK,HANNAH",,,"MISS JUMPER by MCCORMACK,HANNAH",1,jumper,missed,sewanee,hannah mccormack,,282
50,7,sewanee,Centre,Sewanee,70-63,70,63,"23, 23, 9, 15, 70","10, 21, 13, 19, 63",23,23,9,15,70,10,21,13,19,63,"6-1, 1-0 SAA","2-4, 0-1 SAA",12/02/17,Win,139,No Location Recorded,1 p.m.,A,50,--,"REBOUND DEF by MILLER,LAKKEN",,,,,,,"REBOUND DEF by MILLER,LAKKEN",1,defensive rebound,,Centre,lakken miller,,
51,7,sewanee,Centre,Sewanee,70-63,70,63,"23, 23, 9, 15, 70","10, 21, 13, 19, 63",23,23,9,15,70,10,21,13,19,63,"6-1, 1-0 SAA","2-4, 0-1 SAA",12/02/17,Win,139,No Location Recorded,1 p.m.,A,51,04:26,"MISS 3PTR by FEE,MIKAYLA",,,,,,,"MISS 3PTR by FEE,MIKAYLA",1,three pointer,missed,Centre,mikayla fee,,266
52,7,sewanee,Centre,Sewanee,70-63,70,63,"23, 23, 9, 15, 70","10, 21, 13, 19, 63",23,23,9,15,70,10,21,13,19,63,"6-1, 1-0 SAA","2-4, 0-1 SAA",12/02/17,Win,139,No Location Recorded,1 p.m.,A,52,--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,1,defensive rebound,,Centre,,,
53,7,sewanee,Centre,Sewanee,70-63,70,63,"23, 23, 9, 15, 70","10, 21, 13, 19, 63",23,23,9,15,70,10,21,13,19,63,"6-1, 1-0 SAA","2-4, 0-1 SAA",12/02/17,Win,139,No Location Recorded,1 p.m.,A,53,04:24,"SUB IN by MARCUM,MADISON",,,,,,,"SUB IN by MARCUM,MADISON",1,subbing in,,Centre,madison marcum,,264
54,7,sewanee,Centre,Sewanee,70-63,70,63,"23, 23, 9, 15, 70","10, 21, 13, 19, 63",23,23,9,15,70,10,21,13,19,63,"6-1, 1-0 SAA","2-4, 0-1 SAA",12/02/17,Win,139,No Location Recorded,1 p.m.,A,54,04:24,"SUB OUT by WILSON,KATHLEEN",,,,,,,"SUB OUT by WILSON,KATHLEEN",1,subbing out,,Centre,kathleen wilson,,264
55,7,sewanee,Centre,Sewanee,70-63,70,63,"23, 23, 9, 15, 70","10, 21, 13, 19, 63",23,23,9,15,70,10,21,13,19,63,"6-1, 1-0 SAA","2-4, 0-1 SAA",12/02/17,Win,139,No Location Recorded,1 p.m.,A,55,04:24,,,,,"SUB IN by MYERS,KELLEY",,,"SUB IN by MYERS,KELLEY",1,subbing in,,sewanee,kelley myers,,264
56,7,sewanee,Centre,Sewanee,70-63,70,63,"23, 23, 9, 15, 70","10, 21, 13, 19, 63",23,23,9,15,70,10,21,13,19,63,"6-1, 1-0 SAA","2-4, 0-1 SAA",12/02/17,Win,139,No Location Recorded,1 p.m.,A,56,04:24,,,,,"SUB OUT by TAYLOR,BELLA",,,"SUB OUT by TAYLOR,BELLA",1,subbing out,,sewanee,bella taylor,,264
57,7,sewanee,Centre,Sewanee,70-63,70,63,"23, 23, 9, 15, 70","10, 21, 13, 19, 63",23,23,9,15,70,10,21,13,19,63,"6-1, 1-0 SAA","2-4, 0-1 SAA",12/02/17,Win,139,No Location Recorded,1 p.m.,A,57,04:14,,15 (+10),,5,"GOOD 3PTR by KIM,SUE",SEWANEE 15-5 (+10),,"GOOD 3PTR by KIM,SUE",1,three pointer,good,sewanee,sue kim,3,254
58,7,sewanee,Centre,Sewanee,70-63,70,63,"23, 23, 9, 15, 70","10, 21, 13, 19, 63",23,23,9,15,70,10,21,13,19,63,"6-1, 1-0 SAA","2-4, 0-1 SAA",12/02/17,Win,139,No Location Recorded,1 p.m.,A,58,--,,,,,"ASSIST  by MCCORMACK,HANNAH",,,"ASSIST  by MCCORMACK,HANNAH",1,assist,,sewanee,hannah mccormack,,
59,7,sewanee,Centre,Sewanee,70-63,70,63,"23, 23, 9, 15, 70","10, 21, 13, 19, 63",23,23,9,15,70,10,21,13,19,63,"6-1, 1-0 SAA","2-4, 0-1 SAA",12/02/17,Win,139,No Location Recorded,1 p.m.,A,59,03:56,,,,,"FOUL  by KIM,SUE",,,"FOUL  by KIM,SUE",1,foul,,sewanee,sue kim,,236
60,7,sewanee,Centre,Sewanee,70-63,70,63,"23, 23, 9, 15, 70","10, 21, 13, 19, 63",23,23,9,15,70,10,21,13,19,63,"6-1, 1-0 SAA","2-4, 0-1 SAA",12/02/17,Win,139,No Location Recorded,1 p.m.,A,60,03:56,"SUB IN by WEHBY,ABIGAIL",,,,,,,"SUB IN by WEHBY,ABIGAIL",1,subbing in,,Centre,abigail wehby,,236
61,7,sewanee,Centre,Sewanee,70-63,70,63,"23, 23, 9, 15, 70","10, 21, 13, 19, 63",23,23,9,15,70,10,21,13,19,63,"6-1, 1-0 SAA","2-4, 0-1 SAA",12/02/17,Win,139,No Location Recorded,1 p.m.,A,61,03:56,"SUB OUT by BALLARD,AMI",,,,,,,"SUB OUT by BALLARD,AMI",1,subbing out,,Centre,ami ballard,,236
62,7,sewanee,Centre,Sewanee,70-63,70,63,"23, 23, 9, 15, 70","10, 21, 13, 19, 63",23,23,9,15,70,10,21,13,19,63,"6-1, 1-0 SAA","2-4, 0-1 SAA",12/02/17,Win,139,No Location Recorded,1 p.m.,A,62,03:56,,,,,"SUB IN by TAYLOR,BELLA",,,"SUB IN by TAYLOR,BELLA",1,subbing in,,sewanee,bella taylor,,236
63,7,sewanee,Centre,Sewanee,70-63,70,63,"23, 23, 9, 15, 70","10, 21, 13, 19, 63",23,23,9,15,70,10,21,13,19,63,"6-1, 1-0 SAA","2-4, 0-1 SAA",12/02/17,Win,139,No Location Recorded,1 p.m.,A,63,03:56,,,,,"SUB OUT by KIM,SUE",,,"SUB OUT by KIM,SUE",1,subbing out,,sewanee,sue kim,,236
