,game,opponent name,boxscore_visitor_name,boxscore_home_name,final score,centreFinalScore,opponentFinalScore,centreScoreByPeriod,opponentScoreByPeriod,centreScorePeriod1,centreScorePeriod2,centreScorePeriod3,centreScorePeriod4,centreScorePeriod5,opponentScorePeriod1,opponentScorePeriod2,opponentScorePeriod3,opponentScorePeriod4,opponentScorePeriod5,centreRecord,opponentRecord,gameDate,outcome,attendance,gameLocation,gameTime,homeGame,,Time Remaining,MSJ-WBK,Away Team Score,Play Team Indicator,Home Team Score,CENTRE-W,Game Score,Team Indicator,Play,period number,Play Type,Shot Outcome,Team,Player,Points Earned,Time(seconds)
58,6,mt-st-joseph,Mount St. Joseph,Centre,59-58,59,58,"9, 13, 16, 21, 59","8, 14, 16, 20, 58",9,13,16,21,59,8,14,16,20,58,5-1,3-2,11/28/17,Win,59,No Location Recorded,7:00 PM,H,58,04:02,"GOOD FT by TUCKER,ALEHIA",8 (+3),,5,,MSJ-WBK 8-5 (-3),,"GOOD FT by TUCKER,ALEHIA",1,free throw,good,mount st. joseph,alehia tucker,1,242
59,6,mt-st-joseph,Mount St. Joseph,Centre,59-58,59,58,"9, 13, 16, 21, 59","8, 14, 16, 20, 58",9,13,16,21,59,8,14,16,20,58,5-1,3-2,11/28/17,Win,59,No Location Recorded,7:00 PM,H,59,04:02,"SUB IN by HUFF,ALIYAH",,,,,,,"SUB IN by HUFF,ALIYAH",1,subbing in,,mount st. joseph,aliyah huff,,242
60,6,mt-st-joseph,Mount St. Joseph,Centre,59-58,59,58,"9, 13, 16, 21, 59","8, 14, 16, 20, 58",9,13,16,21,59,8,14,16,20,58,5-1,3-2,11/28/17,Win,59,No Location Recorded,7:00 PM,H,60,04:02,"SUB OUT by SANDERS,REBA",,,,,,,"SUB OUT by SANDERS,REBA",1,subbing out,,mount st. joseph,reba sanders,,242
61,6,mt-st-joseph,Mount St. Joseph,Centre,59-58,59,58,"9, 13, 16, 21, 59","8, 14, 16, 20, 58",9,13,16,21,59,8,14,16,20,58,5-1,3-2,11/28/17,Win,59,No Location Recorded,7:00 PM,H,61,04:02,,,,,"SUB IN by STEWART,ABIGAIL",,,"SUB IN by STEWART,ABIGAIL",1,subbing in,,Centre,abigail stewart,,242
62,6,mt-st-joseph,Mount St. Joseph,Centre,59-58,59,58,"9, 13, 16, 21, 59","8, 14, 16, 20, 58",9,13,16,21,59,8,14,16,20,58,5-1,3-2,11/28/17,Win,59,No Location Recorded,7:00 PM,H,62,04:02,,,,,"SUB OUT by FEE,MIKAYLA",,,"SUB OUT by FEE,MIKAYLA",1,subbing out,,Centre,mikayla fee,,242
63,6,mt-st-joseph,Mount St. Joseph,Centre,59-58,59,58,"9, 13, 16, 21, 59","8, 14, 16, 20, 58",9,13,16,21,59,8,14,16,20,58,5-1,3-2,11/28/17,Win,59,No Location Recorded,7:00 PM,H,63,03:47,,,,,"TURNOVER  by BUNNER,CHEYENNE",,,"TURNOVER  by BUNNER,CHEYENNE",1,turnover,,Centre,cheyenne bunner,,227
64,6,mt-st-joseph,Mount St. Joseph,Centre,59-58,59,58,"9, 13, 16, 21, 59","8, 14, 16, 20, 58",9,13,16,21,59,8,14,16,20,58,5-1,3-2,11/28/17,Win,59,No Location Recorded,7:00 PM,H,64,03:47,"SUB IN by MERRITT,COURTNEY",,,,,,,"SUB IN by MERRITT,COURTNEY",1,subbing in,,mount st. joseph,courtney merritt,,227
65,6,mt-st-joseph,Mount St. Joseph,Centre,59-58,59,58,"9, 13, 16, 21, 59","8, 14, 16, 20, 58",9,13,16,21,59,8,14,16,20,58,5-1,3-2,11/28/17,Win,59,No Location Recorded,7:00 PM,H,65,03:47,"SUB OUT by TUCKER,ALEHIA",,,,,,,"SUB OUT by TUCKER,ALEHIA",1,subbing out,,mount st. joseph,alehia tucker,,227
66,6,mt-st-joseph,Mount St. Joseph,Centre,59-58,59,58,"9, 13, 16, 21, 59","8, 14, 16, 20, 58",9,13,16,21,59,8,14,16,20,58,5-1,3-2,11/28/17,Win,59,No Location Recorded,7:00 PM,H,66,03:31,"TURNOVER  by MARCUM,MACKENZIE",,,,,,,"TURNOVER  by MARCUM,MACKENZIE",1,turnover,,mount st. joseph,mackenzie marcum,,211
67,6,mt-st-joseph,Mount St. Joseph,Centre,59-58,59,58,"9, 13, 16, 21, 59","8, 14, 16, 20, 58",9,13,16,21,59,8,14,16,20,58,5-1,3-2,11/28/17,Win,59,No Location Recorded,7:00 PM,H,67,03:26,,,,,"STEAL  by BALLARD,AMI",,,"STEAL  by BALLARD,AMI",1,steal,,Centre,,,206
68,6,mt-st-joseph,Mount St. Joseph,Centre,59-58,59,58,"9, 13, 16, 21, 59","8, 14, 16, 20, 58",9,13,16,21,59,8,14,16,20,58,5-1,3-2,11/28/17,Win,59,No Location Recorded,7:00 PM,H,68,03:16,,8 (+1),,7,"GOOD JUMPER by STEWART,ABIGAIL",CENTRE-W 8-7 (-1),,"GOOD JUMPER by STEWART,ABIGAIL",1,jumper,good,Centre,abigail stewart,2,196
69,6,mt-st-joseph,Mount St. Joseph,Centre,59-58,59,58,"9, 13, 16, 21, 59","8, 14, 16, 20, 58",9,13,16,21,59,8,14,16,20,58,5-1,3-2,11/28/17,Win,59,No Location Recorded,7:00 PM,H,69,--,,,,,"ASSIST  by MILLER,LAKKEN",,,"ASSIST  by MILLER,LAKKEN",1,assist,,Centre,lakken miller,,
70,6,mt-st-joseph,Mount St. Joseph,Centre,59-58,59,58,"9, 13, 16, 21, 59","8, 14, 16, 20, 58",9,13,16,21,59,8,14,16,20,58,5-1,3-2,11/28/17,Win,59,No Location Recorded,7:00 PM,H,70,02:30,"MISS 3PTR by STUDER,LAINEE",,,,,,,"MISS 3PTR by STUDER,LAINEE",1,three pointer,missed,mount st. joseph,lainee studer,,150
71,6,mt-st-joseph,Mount St. Joseph,Centre,59-58,59,58,"9, 13, 16, 21, 59","8, 14, 16, 20, 58",9,13,16,21,59,8,14,16,20,58,5-1,3-2,11/28/17,Win,59,No Location Recorded,7:00 PM,H,71,--,,,,,"REBOUND DEF by BALLARD,AMI",,,"REBOUND DEF by BALLARD,AMI",1,defensive rebound,,Centre,ami ballard,,
72,6,mt-st-joseph,Mount St. Joseph,Centre,59-58,59,58,"9, 13, 16, 21, 59","8, 14, 16, 20, 58",9,13,16,21,59,8,14,16,20,58,5-1,3-2,11/28/17,Win,59,No Location Recorded,7:00 PM,H,72,02:24,,,,,"TURNOVER  by BALLARD,AMI",,,"TURNOVER  by BALLARD,AMI",1,turnover,,Centre,ami ballard,,144
73,6,mt-st-joseph,Mount St. Joseph,Centre,59-58,59,58,"9, 13, 16, 21, 59","8, 14, 16, 20, 58",9,13,16,21,59,8,14,16,20,58,5-1,3-2,11/28/17,Win,59,No Location Recorded,7:00 PM,H,73,02:21,"TURNOVER  by STUDER,LAINEE",,,,,,,"TURNOVER  by STUDER,LAINEE",1,turnover,,mount st. joseph,lainee studer,,141
74,6,mt-st-joseph,Mount St. Joseph,Centre,59-58,59,58,"9, 13, 16, 21, 59","8, 14, 16, 20, 58",9,13,16,21,59,8,14,16,20,58,5-1,3-2,11/28/17,Win,59,No Location Recorded,7:00 PM,H,74,02:14,,,,,"STEAL  by MILLER,LAKKEN",,,"STEAL  by MILLER,LAKKEN",1,steal,,Centre,,,134
75,6,mt-st-joseph,Mount St. Joseph,Centre,59-58,59,58,"9, 13, 16, 21, 59","8, 14, 16, 20, 58",9,13,16,21,59,8,14,16,20,58,5-1,3-2,11/28/17,Win,59,No Location Recorded,7:00 PM,H,75,02:09,,,,,"MISS JUMPER by STEWART,ABIGAIL",,,"MISS JUMPER by STEWART,ABIGAIL",1,jumper,missed,Centre,abigail stewart,,129
76,6,mt-st-joseph,Mount St. Joseph,Centre,59-58,59,58,"9, 13, 16, 21, 59","8, 14, 16, 20, 58",9,13,16,21,59,8,14,16,20,58,5-1,3-2,11/28/17,Win,59,No Location Recorded,7:00 PM,H,76,--,,,,,"REBOUND DEF by STEWART,ABIGAIL",,,"REBOUND DEF by STEWART,ABIGAIL",1,defensive rebound,,Centre,abigail stewart,,
77,6,mt-st-joseph,Mount St. Joseph,Centre,59-58,59,58,"9, 13, 16, 21, 59","8, 14, 16, 20, 58",9,13,16,21,59,8,14,16,20,58,5-1,3-2,11/28/17,Win,59,No Location Recorded,7:00 PM,H,77,01:33,"MISS JUMPER by HUFF,ALIYAH",,,,,,,"MISS JUMPER by HUFF,ALIYAH",1,jumper,missed,mount st. joseph,aliyah huff,,93
78,6,mt-st-joseph,Mount St. Joseph,Centre,59-58,59,58,"9, 13, 16, 21, 59","8, 14, 16, 20, 58",9,13,16,21,59,8,14,16,20,58,5-1,3-2,11/28/17,Win,59,No Location Recorded,7:00 PM,H,78,--,"REBOUND OFF by HUFF,ALIYAH",,,,,,,"REBOUND OFF by HUFF,ALIYAH",1,offensive rebound,,mount st. joseph,aliyah huff,,
79,6,mt-st-joseph,Mount St. Joseph,Centre,59-58,59,58,"9, 13, 16, 21, 59","8, 14, 16, 20, 58",9,13,16,21,59,8,14,16,20,58,5-1,3-2,11/28/17,Win,59,No Location Recorded,7:00 PM,H,79,01:33,,,,,"FOUL  by STEWART,ABIGAIL",,,"FOUL  by STEWART,ABIGAIL",1,foul,,Centre,abigail stewart,,93
80,6,mt-st-joseph,Mount St. Joseph,Centre,59-58,59,58,"9, 13, 16, 21, 59","8, 14, 16, 20, 58",9,13,16,21,59,8,14,16,20,58,5-1,3-2,11/28/17,Win,59,No Location Recorded,7:00 PM,H,80,01:33,"TURNOVER  by KEENE,OLIVIA",,,,,,,"TURNOVER  by KEENE,OLIVIA",1,turnover,,mount st. joseph,olivia keene,,93
81,6,mt-st-joseph,Mount St. Joseph,Centre,59-58,59,58,"9, 13, 16, 21, 59","8, 14, 16, 20, 58",9,13,16,21,59,8,14,16,20,58,5-1,3-2,11/28/17,Win,59,No Location Recorded,7:00 PM,H,81,01:33,,,,,"SUB IN by WEHBY,ABIGAIL",,,"SUB IN by WEHBY,ABIGAIL",1,subbing in,,Centre,abigail wehby,,93
82,6,mt-st-joseph,Mount St. Joseph,Centre,59-58,59,58,"9, 13, 16, 21, 59","8, 14, 16, 20, 58",9,13,16,21,59,8,14,16,20,58,5-1,3-2,11/28/17,Win,59,No Location Recorded,7:00 PM,H,82,01:33,,,,,"SUB IN by RICE,MADISON",,,"SUB IN by RICE,MADISON",1,subbing in,,Centre,madison rice,,93
83,6,mt-st-joseph,Mount St. Joseph,Centre,59-58,59,58,"9, 13, 16, 21, 59","8, 14, 16, 20, 58",9,13,16,21,59,8,14,16,20,58,5-1,3-2,11/28/17,Win,59,No Location Recorded,7:00 PM,H,83,01:33,,,,,"SUB IN by WILSON,KATHLEEN",,,"SUB IN by WILSON,KATHLEEN",1,subbing in,,Centre,kathleen wilson,,93
84,6,mt-st-joseph,Mount St. Joseph,Centre,59-58,59,58,"9, 13, 16, 21, 59","8, 14, 16, 20, 58",9,13,16,21,59,8,14,16,20,58,5-1,3-2,11/28/17,Win,59,No Location Recorded,7:00 PM,H,84,01:33,,,,,"SUB IN by SCHAD,OLIVIA",,,"SUB IN by SCHAD,OLIVIA",1,subbing in,,Centre,olivia schad,,93
85,6,mt-st-joseph,Mount St. Joseph,Centre,59-58,59,58,"9, 13, 16, 21, 59","8, 14, 16, 20, 58",9,13,16,21,59,8,14,16,20,58,5-1,3-2,11/28/17,Win,59,No Location Recorded,7:00 PM,H,85,01:33,,,,,"SUB OUT by MARCUM,MADISON",,,"SUB OUT by MARCUM,MADISON",1,subbing out,,Centre,madison marcum,,93
86,6,mt-st-joseph,Mount St. Joseph,Centre,59-58,59,58,"9, 13, 16, 21, 59","8, 14, 16, 20, 58",9,13,16,21,59,8,14,16,20,58,5-1,3-2,11/28/17,Win,59,No Location Recorded,7:00 PM,H,86,01:33,,,,,"SUB OUT by MILLER,LAKKEN",,,"SUB OUT by MILLER,LAKKEN",1,subbing out,,Centre,lakken miller,,93
87,6,mt-st-joseph,Mount St. Joseph,Centre,59-58,59,58,"9, 13, 16, 21, 59","8, 14, 16, 20, 58",9,13,16,21,59,8,14,16,20,58,5-1,3-2,11/28/17,Win,59,No Location Recorded,7:00 PM,H,87,01:33,,,,,"SUB OUT by BUNNER,CHEYENNE",,,"SUB OUT by BUNNER,CHEYENNE",1,subbing out,,Centre,cheyenne bunner,,93
88,6,mt-st-joseph,Mount St. Joseph,Centre,59-58,59,58,"9, 13, 16, 21, 59","8, 14, 16, 20, 58",9,13,16,21,59,8,14,16,20,58,5-1,3-2,11/28/17,Win,59,No Location Recorded,7:00 PM,H,88,01:33,,,,,"SUB OUT by BALLARD,AMI",,,"SUB OUT by BALLARD,AMI",1,subbing out,,Centre,ami ballard,,93
89,6,mt-st-joseph,Mount St. Joseph,Centre,59-58,59,58,"9, 13, 16, 21, 59","8, 14, 16, 20, 58",9,13,16,21,59,8,14,16,20,58,5-1,3-2,11/28/17,Win,59,No Location Recorded,7:00 PM,H,89,01:27,,8,,9 (+1),"GOOD JUMPER by WILSON,KATHLEEN",CENTRE-W 8-9 (+1),,"GOOD JUMPER by WILSON,KATHLEEN",1,jumper,good,Centre,kathleen wilson,2,87
90,6,mt-st-joseph,Mount St. Joseph,Centre,59-58,59,58,"9, 13, 16, 21, 59","8, 14, 16, 20, 58",9,13,16,21,59,8,14,16,20,58,5-1,3-2,11/28/17,Win,59,No Location Recorded,7:00 PM,H,90,--,,,,,"ASSIST  by WEHBY,ABIGAIL",,,"ASSIST  by WEHBY,ABIGAIL",1,assist,,Centre,abigail wehby,,
91,6,mt-st-joseph,Mount St. Joseph,Centre,59-58,59,58,"9, 13, 16, 21, 59","8, 14, 16, 20, 58",9,13,16,21,59,8,14,16,20,58,5-1,3-2,11/28/17,Win,59,No Location Recorded,7:00 PM,H,91,01:02,"MISS JUMPER by MARCUM,MACKENZIE",,,,,,,"MISS JUMPER by MARCUM,MACKENZIE",1,jumper,missed,mount st. joseph,mackenzie marcum,,62
92,6,mt-st-joseph,Mount St. Joseph,Centre,59-58,59,58,"9, 13, 16, 21, 59","8, 14, 16, 20, 58",9,13,16,21,59,8,14,16,20,58,5-1,3-2,11/28/17,Win,59,No Location Recorded,7:00 PM,H,92,--,,,,,"REBOUND DEF by WEHBY,ABIGAIL",,,"REBOUND DEF by WEHBY,ABIGAIL",1,defensive rebound,,Centre,abigail wehby,,
93,6,mt-st-joseph,Mount St. Joseph,Centre,59-58,59,58,"9, 13, 16, 21, 59","8, 14, 16, 20, 58",9,13,16,21,59,8,14,16,20,58,5-1,3-2,11/28/17,Win,59,No Location Recorded,7:00 PM,H,93,00:54,,,,,"MISS JUMPER by STEWART,ABIGAIL",,,"MISS JUMPER by STEWART,ABIGAIL",1,jumper,missed,Centre,abigail stewart,,54
94,6,mt-st-joseph,Mount St. Joseph,Centre,59-58,59,58,"9, 13, 16, 21, 59","8, 14, 16, 20, 58",9,13,16,21,59,8,14,16,20,58,5-1,3-2,11/28/17,Win,59,No Location Recorded,7:00 PM,H,94,--,,,,,"REBOUND OFF by STEWART,ABIGAIL",,,"REBOUND OFF by STEWART,ABIGAIL",1,offensive rebound,,Centre,abigail stewart,,
95,6,mt-st-joseph,Mount St. Joseph,Centre,59-58,59,58,"9, 13, 16, 21, 59","8, 14, 16, 20, 58",9,13,16,21,59,8,14,16,20,58,5-1,3-2,11/28/17,Win,59,No Location Recorded,7:00 PM,H,95,00:33,,,,,"MISS 3PTR by SCHAD,OLIVIA",,,"MISS 3PTR by SCHAD,OLIVIA",1,three pointer,missed,Centre,olivia schad,,33
96,6,mt-st-joseph,Mount St. Joseph,Centre,59-58,59,58,"9, 13, 16, 21, 59","8, 14, 16, 20, 58",9,13,16,21,59,8,14,16,20,58,5-1,3-2,11/28/17,Win,59,No Location Recorded,7:00 PM,H,96,--,,,,,"REBOUND OFF by RICE,MADISON",,,"REBOUND OFF by RICE,MADISON",1,offensive rebound,,Centre,madison rice,,
97,6,mt-st-joseph,Mount St. Joseph,Centre,59-58,59,58,"9, 13, 16, 21, 59","8, 14, 16, 20, 58",9,13,16,21,59,8,14,16,20,58,5-1,3-2,11/28/17,Win,59,No Location Recorded,7:00 PM,H,97,00:23,,,,,"MISS JUMPER by RICE,MADISON",,,"MISS JUMPER by RICE,MADISON",1,jumper,missed,Centre,madison rice,,23
98,6,mt-st-joseph,Mount St. Joseph,Centre,59-58,59,58,"9, 13, 16, 21, 59","8, 14, 16, 20, 58",9,13,16,21,59,8,14,16,20,58,5-1,3-2,11/28/17,Win,59,No Location Recorded,7:00 PM,H,98,--,"REBOUND DEF by MARCUM,MACKENZIE",,,,,,,"REBOUND DEF by MARCUM,MACKENZIE",1,defensive rebound,,mount st. joseph,mackenzie marcum,,
99,6,mt-st-joseph,Mount St. Joseph,Centre,59-58,59,58,"9, 13, 16, 21, 59","8, 14, 16, 20, 58",9,13,16,21,59,8,14,16,20,58,5-1,3-2,11/28/17,Win,59,No Location Recorded,7:00 PM,H,99,Start Period 2,,,,,,,,,2,,,,,,
100,6,mt-st-joseph,Mount St. Joseph,Centre,59-58,59,58,"9, 13, 16, 21, 59","8, 14, 16, 20, 58",9,13,16,21,59,8,14,16,20,58,5-1,3-2,11/28/17,Win,59,No Location Recorded,7:00 PM,H,100,09:58,"GOOD JUMPER by MERRITT,COURTNEY",10 (+1),,9,,MSJ-WBK 10-9 (-1),,"GOOD JUMPER by MERRITT,COURTNEY",2,jumper,good,mount st. joseph,courtney merritt,2,598
101,6,mt-st-joseph,Mount St. Joseph,Centre,59-58,59,58,"9, 13, 16, 21, 59","8, 14, 16, 20, 58",9,13,16,21,59,8,14,16,20,58,5-1,3-2,11/28/17,Win,59,No Location Recorded,7:00 PM,H,101,09:38,,,,,"SUB IN by WEHBY,ABIGAIL",,,"SUB IN by WEHBY,ABIGAIL",2,subbing in,,Centre,abigail wehby,,578
102,6,mt-st-joseph,Mount St. Joseph,Centre,59-58,59,58,"9, 13, 16, 21, 59","8, 14, 16, 20, 58",9,13,16,21,59,8,14,16,20,58,5-1,3-2,11/28/17,Win,59,No Location Recorded,7:00 PM,H,102,09:38,,,,,"SUB OUT by KELLAM,PAIGE",,,"SUB OUT by KELLAM,PAIGE",2,subbing out,,Centre,paige kellam,,578
103,6,mt-st-joseph,Mount St. Joseph,Centre,59-58,59,58,"9, 13, 16, 21, 59","8, 14, 16, 20, 58",9,13,16,21,59,8,14,16,20,58,5-1,3-2,11/28/17,Win,59,No Location Recorded,7:00 PM,H,103,09:34,"MISS JUMPER by TUCKER,ALEHIA",,,,,,,"MISS JUMPER by TUCKER,ALEHIA",2,jumper,missed,mount st. joseph,alehia tucker,,574
104,6,mt-st-joseph,Mount St. Joseph,Centre,59-58,59,58,"9, 13, 16, 21, 59","8, 14, 16, 20, 58",9,13,16,21,59,8,14,16,20,58,5-1,3-2,11/28/17,Win,59,No Location Recorded,7:00 PM,H,104,--,,,,,"REBOUND DEF by STEWART,ABIGAIL",,,"REBOUND DEF by STEWART,ABIGAIL",2,defensive rebound,,Centre,abigail stewart,,
105,6,mt-st-joseph,Mount St. Joseph,Centre,59-58,59,58,"9, 13, 16, 21, 59","8, 14, 16, 20, 58",9,13,16,21,59,8,14,16,20,58,5-1,3-2,11/28/17,Win,59,No Location Recorded,7:00 PM,H,105,09:19,,,,,"TURNOVER  by RICE,MADISON",,,"TURNOVER  by RICE,MADISON",2,turnover,,Centre,madison rice,,559
106,6,mt-st-joseph,Mount St. Joseph,Centre,59-58,59,58,"9, 13, 16, 21, 59","8, 14, 16, 20, 58",9,13,16,21,59,8,14,16,20,58,5-1,3-2,11/28/17,Win,59,No Location Recorded,7:00 PM,H,106,09:15,"STEAL  by TUCKER,ALEHIA",,,,,,,"STEAL  by TUCKER,ALEHIA",2,steal,,mount st. joseph,,,555
107,6,mt-st-joseph,Mount St. Joseph,Centre,59-58,59,58,"9, 13, 16, 21, 59","8, 14, 16, 20, 58",9,13,16,21,59,8,14,16,20,58,5-1,3-2,11/28/17,Win,59,No Location Recorded,7:00 PM,H,107,09:12,"MISS JUMPER by STUDER,LAINEE",,,,,,,"MISS JUMPER by STUDER,LAINEE",2,jumper,missed,mount st. joseph,lainee studer,,552
108,6,mt-st-joseph,Mount St. Joseph,Centre,59-58,59,58,"9, 13, 16, 21, 59","8, 14, 16, 20, 58",9,13,16,21,59,8,14,16,20,58,5-1,3-2,11/28/17,Win,59,No Location Recorded,7:00 PM,H,108,--,,,,,"REBOUND DEF by WILSON,KATHLEEN",,,"REBOUND DEF by WILSON,KATHLEEN",2,defensive rebound,,Centre,kathleen wilson,,
109,6,mt-st-joseph,Mount St. Joseph,Centre,59-58,59,58,"9, 13, 16, 21, 59","8, 14, 16, 20, 58",9,13,16,21,59,8,14,16,20,58,5-1,3-2,11/28/17,Win,59,No Location Recorded,7:00 PM,H,109,09:00,,,,,"MISS JUMPER by WEHBY,ABIGAIL",,,"MISS JUMPER by WEHBY,ABIGAIL",2,jumper,missed,Centre,abigail wehby,,540
110,6,mt-st-joseph,Mount St. Joseph,Centre,59-58,59,58,"9, 13, 16, 21, 59","8, 14, 16, 20, 58",9,13,16,21,59,8,14,16,20,58,5-1,3-2,11/28/17,Win,59,No Location Recorded,7:00 PM,H,110,--,"REBOUND DEF by HABERTHY,MADDIE",,,,,,,"REBOUND DEF by HABERTHY,MADDIE",2,defensive rebound,,mount st. joseph,maddie haberthy,,
111,6,mt-st-joseph,Mount St. Joseph,Centre,59-58,59,58,"9, 13, 16, 21, 59","8, 14, 16, 20, 58",9,13,16,21,59,8,14,16,20,58,5-1,3-2,11/28/17,Win,59,No Location Recorded,7:00 PM,H,111,08:46,"GOOD JUMPER by MERRITT,COURTNEY",12 (+3),,9,,MSJ-WBK 12-9 (-3),,"GOOD JUMPER by MERRITT,COURTNEY",2,jumper,good,mount st. joseph,courtney merritt,2,526
112,6,mt-st-joseph,Mount St. Joseph,Centre,59-58,59,58,"9, 13, 16, 21, 59","8, 14, 16, 20, 58",9,13,16,21,59,8,14,16,20,58,5-1,3-2,11/28/17,Win,59,No Location Recorded,7:00 PM,H,112,08:39,"SUB IN by MARCUM,MACKENZIE",,,,,,,"SUB IN by MARCUM,MACKENZIE",2,subbing in,,mount st. joseph,mackenzie marcum,,519
113,6,mt-st-joseph,Mount St. Joseph,Centre,59-58,59,58,"9, 13, 16, 21, 59","8, 14, 16, 20, 58",9,13,16,21,59,8,14,16,20,58,5-1,3-2,11/28/17,Win,59,No Location Recorded,7:00 PM,H,113,08:39,"SUB OUT by STUDER,LAINEE",,,,,,,"SUB OUT by STUDER,LAINEE",2,subbing out,,mount st. joseph,lainee studer,,519
114,6,mt-st-joseph,Mount St. Joseph,Centre,59-58,59,58,"9, 13, 16, 21, 59","8, 14, 16, 20, 58",9,13,16,21,59,8,14,16,20,58,5-1,3-2,11/28/17,Win,59,No Location Recorded,7:00 PM,H,114,08:39,,,,,"SUB IN by FEE,MIKAYLA",,,"SUB IN by FEE,MIKAYLA",2,subbing in,,Centre,mikayla fee,,519
115,6,mt-st-joseph,Mount St. Joseph,Centre,59-58,59,58,"9, 13, 16, 21, 59","8, 14, 16, 20, 58",9,13,16,21,59,8,14,16,20,58,5-1,3-2,11/28/17,Win,59,No Location Recorded,7:00 PM,H,115,08:39,,,,,"SUB IN by BUNNER,CHEYENNE",,,"SUB IN by BUNNER,CHEYENNE",2,subbing in,,Centre,cheyenne bunner,,519
116,6,mt-st-joseph,Mount St. Joseph,Centre,59-58,59,58,"9, 13, 16, 21, 59","8, 14, 16, 20, 58",9,13,16,21,59,8,14,16,20,58,5-1,3-2,11/28/17,Win,59,No Location Recorded,7:00 PM,H,116,08:39,,,,,"SUB IN by KELLAM,PAIGE",,,"SUB IN by KELLAM,PAIGE",2,subbing in,,Centre,paige kellam,,519
117,6,mt-st-joseph,Mount St. Joseph,Centre,59-58,59,58,"9, 13, 16, 21, 59","8, 14, 16, 20, 58",9,13,16,21,59,8,14,16,20,58,5-1,3-2,11/28/17,Win,59,No Location Recorded,7:00 PM,H,117,08:39,,,,,"SUB OUT by WEHBY,ABIGAIL",,,"SUB OUT by WEHBY,ABIGAIL",2,subbing out,,Centre,abigail wehby,,519
118,6,mt-st-joseph,Mount St. Joseph,Centre,59-58,59,58,"9, 13, 16, 21, 59","8, 14, 16, 20, 58",9,13,16,21,59,8,14,16,20,58,5-1,3-2,11/28/17,Win,59,No Location Recorded,7:00 PM,H,118,08:39,,,,,"SUB OUT by RICE,MADISON",,,"SUB OUT by RICE,MADISON",2,subbing out,,Centre,madison rice,,519
119,6,mt-st-joseph,Mount St. Joseph,Centre,59-58,59,58,"9, 13, 16, 21, 59","8, 14, 16, 20, 58",9,13,16,21,59,8,14,16,20,58,5-1,3-2,11/28/17,Win,59,No Location Recorded,7:00 PM,H,119,08:39,,,,,"SUB OUT by STEWART,ABIGAIL",,,"SUB OUT by STEWART,ABIGAIL",2,subbing out,,Centre,abigail stewart,,519
120,6,mt-st-joseph,Mount St. Joseph,Centre,59-58,59,58,"9, 13, 16, 21, 59","8, 14, 16, 20, 58",9,13,16,21,59,8,14,16,20,58,5-1,3-2,11/28/17,Win,59,No Location Recorded,7:00 PM,H,120,08:25,"FOUL  by TUCKER,ALEHIA",,,,,,,"FOUL  by TUCKER,ALEHIA",2,foul,,mount st. joseph,alehia tucker,,505
121,6,mt-st-joseph,Mount St. Joseph,Centre,59-58,59,58,"9, 13, 16, 21, 59","8, 14, 16, 20, 58",9,13,16,21,59,8,14,16,20,58,5-1,3-2,11/28/17,Win,59,No Location Recorded,7:00 PM,H,121,08:19,"SUB IN by SANDERS,REBA",,,,,,,"SUB IN by SANDERS,REBA",2,subbing in,,mount st. joseph,reba sanders,,499
122,6,mt-st-joseph,Mount St. Joseph,Centre,59-58,59,58,"9, 13, 16, 21, 59","8, 14, 16, 20, 58",9,13,16,21,59,8,14,16,20,58,5-1,3-2,11/28/17,Win,59,No Location Recorded,7:00 PM,H,122,08:19,"SUB OUT by HUFF,ALIYAH",,,,,,,"SUB OUT by HUFF,ALIYAH",2,subbing out,,mount st. joseph,aliyah huff,,499
123,6,mt-st-joseph,Mount St. Joseph,Centre,59-58,59,58,"9, 13, 16, 21, 59","8, 14, 16, 20, 58",9,13,16,21,59,8,14,16,20,58,5-1,3-2,11/28/17,Win,59,No Location Recorded,7:00 PM,H,123,08:07,,,,,"TURNOVER  by FEE,MIKAYLA",,,"TURNOVER  by FEE,MIKAYLA",2,turnover,,Centre,mikayla fee,,487
124,6,mt-st-joseph,Mount St. Joseph,Centre,59-58,59,58,"9, 13, 16, 21, 59","8, 14, 16, 20, 58",9,13,16,21,59,8,14,16,20,58,5-1,3-2,11/28/17,Win,59,No Location Recorded,7:00 PM,H,124,07:49,"GOOD JUMPER by TUCKER,ALEHIA",14 (+5),,9,,MSJ-WBK 14-9 (-5),,"GOOD JUMPER by TUCKER,ALEHIA",2,jumper,good,mount st. joseph,alehia tucker,2,469
125,6,mt-st-joseph,Mount St. Joseph,Centre,59-58,59,58,"9, 13, 16, 21, 59","8, 14, 16, 20, 58",9,13,16,21,59,8,14,16,20,58,5-1,3-2,11/28/17,Win,59,No Location Recorded,7:00 PM,H,125,07:44,"SUB IN by STUDER,LAINEE",,,,,,,"SUB IN by STUDER,LAINEE",2,subbing in,,mount st. joseph,lainee studer,,464
126,6,mt-st-joseph,Mount St. Joseph,Centre,59-58,59,58,"9, 13, 16, 21, 59","8, 14, 16, 20, 58",9,13,16,21,59,8,14,16,20,58,5-1,3-2,11/28/17,Win,59,No Location Recorded,7:00 PM,H,126,07:44,"SUB OUT by TUCKER,ALEHIA",,,,,,,"SUB OUT by TUCKER,ALEHIA",2,subbing out,,mount st. joseph,alehia tucker,,464
