,game,opponent name,boxscore_visitor_name,boxscore_home_name,final score,centreFinalScore,opponentFinalScore,centreScoreByPeriod,opponentScoreByPeriod,centreScorePeriod1,centreScorePeriod2,centreScorePeriod3,centreScorePeriod4,centreScorePeriod5,opponentScorePeriod1,opponentScorePeriod2,opponentScorePeriod3,opponentScorePeriod4,opponentScorePeriod5,centreRecord,opponentRecord,gameDate,outcome,attendance,gameLocation,gameTime,homeGame,,Time Remaining,BSC-W,Away Team Score,Play Team Indicator,Home Team Score,CENTRE-W,Game Score,Team Indicator,Play,period number,Play Type,Shot Outcome,Team,Player,Points Earned,Time(seconds)
53,20,birmingham-southern,Birmingham-Southern,Centre,65-54,65,54,"10, 13, 23, 19, 65","7, 18, 16, 13, 54",10,13,23,19,65,7,18,16,13,54,10-10 (3-6 SAA),8-12 (5-4 SAA),01/27/19,Win,580,No Location Recorded,1:00 PM,H,53,--,,,,,"ASSIST  by JENNINGS,RACHEL",,,"ASSIST  by JENNINGS,RACHEL",1,assist,,Centre,rachel jennings,,
54,20,birmingham-southern,Birmingham-Southern,Centre,65-54,65,54,"10, 13, 23, 19, 65","7, 18, 16, 13, 54",10,13,23,19,65,7,18,16,13,54,10-10 (3-6 SAA),8-12 (5-4 SAA),01/27/19,Win,580,No Location Recorded,1:00 PM,H,54,02:35,"MISS JUMPER by DAVIS,AISYA",,,,,,,"MISS JUMPER by DAVIS,AISYA",1,jumper,missed,birmingham-southern,aisya davis,,155
55,20,birmingham-southern,Birmingham-Southern,Centre,65-54,65,54,"10, 13, 23, 19, 65","7, 18, 16, 13, 54",10,13,23,19,65,7,18,16,13,54,10-10 (3-6 SAA),8-12 (5-4 SAA),01/27/19,Win,580,No Location Recorded,1:00 PM,H,55,02:35,,,,,"BLOCK  by FEE,MIKAYLA",,,"BLOCK  by FEE,MIKAYLA",1,block,,Centre,mikayla fee,,155
56,20,birmingham-southern,Birmingham-Southern,Centre,65-54,65,54,"10, 13, 23, 19, 65","7, 18, 16, 13, 54",10,13,23,19,65,7,18,16,13,54,10-10 (3-6 SAA),8-12 (5-4 SAA),01/27/19,Win,580,No Location Recorded,1:00 PM,H,56,--,,,,,"REBOUND DEF by MILLER,LAKKEN",,,"REBOUND DEF by MILLER,LAKKEN",1,defensive rebound,,Centre,lakken miller,,
57,20,birmingham-southern,Birmingham-Southern,Centre,65-54,65,54,"10, 13, 23, 19, 65","7, 18, 16, 13, 54",10,13,23,19,65,7,18,16,13,54,10-10 (3-6 SAA),8-12 (5-4 SAA),01/27/19,Win,580,No Location Recorded,1:00 PM,H,57,02:10,,,,,"MISS LAYUP by BUNNER,CHEYENNE",,,"MISS LAYUP by BUNNER,CHEYENNE",1,layup,missed,Centre,cheyenne bunner,,130
58,20,birmingham-southern,Birmingham-Southern,Centre,65-54,65,54,"10, 13, 23, 19, 65","7, 18, 16, 13, 54",10,13,23,19,65,7,18,16,13,54,10-10 (3-6 SAA),8-12 (5-4 SAA),01/27/19,Win,580,No Location Recorded,1:00 PM,H,58,--,,,,,"REBOUND OFF by FEE,MIKAYLA",,,"REBOUND OFF by FEE,MIKAYLA",1,offensive rebound,,Centre,mikayla fee,,
59,20,birmingham-southern,Birmingham-Southern,Centre,65-54,65,54,"10, 13, 23, 19, 65","7, 18, 16, 13, 54",10,13,23,19,65,7,18,16,13,54,10-10 (3-6 SAA),8-12 (5-4 SAA),01/27/19,Win,580,No Location Recorded,1:00 PM,H,59,02:05,,,,,"MISS LAYUP by FEE,MIKAYLA",,,"MISS LAYUP by FEE,MIKAYLA",1,layup,missed,Centre,mikayla fee,,125
60,20,birmingham-southern,Birmingham-Southern,Centre,65-54,65,54,"10, 13, 23, 19, 65","7, 18, 16, 13, 54",10,13,23,19,65,7,18,16,13,54,10-10 (3-6 SAA),8-12 (5-4 SAA),01/27/19,Win,580,No Location Recorded,1:00 PM,H,60,--,,,,,"REBOUND OFF by FEE,MIKAYLA",,,"REBOUND OFF by FEE,MIKAYLA",1,offensive rebound,,Centre,mikayla fee,,
61,20,birmingham-southern,Birmingham-Southern,Centre,65-54,65,54,"10, 13, 23, 19, 65","7, 18, 16, 13, 54",10,13,23,19,65,7,18,16,13,54,10-10 (3-6 SAA),8-12 (5-4 SAA),01/27/19,Win,580,No Location Recorded,1:00 PM,H,61,02:00,,,,,"MISS LAYUP by FEE,MIKAYLA",,,"MISS LAYUP by FEE,MIKAYLA",1,layup,missed,Centre,mikayla fee,,120
62,20,birmingham-southern,Birmingham-Southern,Centre,65-54,65,54,"10, 13, 23, 19, 65","7, 18, 16, 13, 54",10,13,23,19,65,7,18,16,13,54,10-10 (3-6 SAA),8-12 (5-4 SAA),01/27/19,Win,580,No Location Recorded,1:00 PM,H,62,--,"REBOUND DEF by HOGAN,KAITLIN",,,,,,,"REBOUND DEF by HOGAN,KAITLIN",1,defensive rebound,,birmingham-southern,kaitlin hogan,,
63,20,birmingham-southern,Birmingham-Southern,Centre,65-54,65,54,"10, 13, 23, 19, 65","7, 18, 16, 13, 54",10,13,23,19,65,7,18,16,13,54,10-10 (3-6 SAA),8-12 (5-4 SAA),01/27/19,Win,580,No Location Recorded,1:00 PM,H,63,01:54,"MISS JUMPER by DAVIS,AISYA",,,,,,,"MISS JUMPER by DAVIS,AISYA",1,jumper,missed,birmingham-southern,aisya davis,,114
64,20,birmingham-southern,Birmingham-Southern,Centre,65-54,65,54,"10, 13, 23, 19, 65","7, 18, 16, 13, 54",10,13,23,19,65,7,18,16,13,54,10-10 (3-6 SAA),8-12 (5-4 SAA),01/27/19,Win,580,No Location Recorded,1:00 PM,H,64,--,,,,,"REBOUND DEF by FEE,MIKAYLA",,,"REBOUND DEF by FEE,MIKAYLA",1,defensive rebound,,Centre,mikayla fee,,
65,20,birmingham-southern,Birmingham-Southern,Centre,65-54,65,54,"10, 13, 23, 19, 65","7, 18, 16, 13, 54",10,13,23,19,65,7,18,16,13,54,10-10 (3-6 SAA),8-12 (5-4 SAA),01/27/19,Win,580,No Location Recorded,1:00 PM,H,65,01:27,"FOUL  by MCGOWAN,CHRISTIAN",,,,,,,"FOUL  by MCGOWAN,CHRISTIAN",1,foul,,birmingham-southern,christian mcgowan,,87
66,20,birmingham-southern,Birmingham-Southern,Centre,65-54,65,54,"10, 13, 23, 19, 65","7, 18, 16, 13, 54",10,13,23,19,65,7,18,16,13,54,10-10 (3-6 SAA),8-12 (5-4 SAA),01/27/19,Win,580,No Location Recorded,1:00 PM,H,66,01:27,,,,,"MISS FT by FEE,MIKAYLA",,,"MISS FT by FEE,MIKAYLA",1,free throw,missed,Centre,mikayla fee,,87
67,20,birmingham-southern,Birmingham-Southern,Centre,65-54,65,54,"10, 13, 23, 19, 65","7, 18, 16, 13, 54",10,13,23,19,65,7,18,16,13,54,10-10 (3-6 SAA),8-12 (5-4 SAA),01/27/19,Win,580,No Location Recorded,1:00 PM,H,67,--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,1,deadball rebound,,Centre,,,
68,20,birmingham-southern,Birmingham-Southern,Centre,65-54,65,54,"10, 13, 23, 19, 65","7, 18, 16, 13, 54",10,13,23,19,65,7,18,16,13,54,10-10 (3-6 SAA),8-12 (5-4 SAA),01/27/19,Win,580,No Location Recorded,1:00 PM,H,68,01:27,,5,,10 (+5),"GOOD FT by FEE,MIKAYLA",CENTRE-W 5-10 (+5),,"GOOD FT by FEE,MIKAYLA",1,free throw,good,Centre,mikayla fee,1,87
69,20,birmingham-southern,Birmingham-Southern,Centre,65-54,65,54,"10, 13, 23, 19, 65","7, 18, 16, 13, 54",10,13,23,19,65,7,18,16,13,54,10-10 (3-6 SAA),8-12 (5-4 SAA),01/27/19,Win,580,No Location Recorded,1:00 PM,H,69,01:27,"SUB IN by LEE,SAMANTHA",,,,,,,"SUB IN by LEE,SAMANTHA",1,subbing in,,birmingham-southern,samantha lee,,87
70,20,birmingham-southern,Birmingham-Southern,Centre,65-54,65,54,"10, 13, 23, 19, 65","7, 18, 16, 13, 54",10,13,23,19,65,7,18,16,13,54,10-10 (3-6 SAA),8-12 (5-4 SAA),01/27/19,Win,580,No Location Recorded,1:00 PM,H,70,01:27,"SUB OUT by OLSEN,EMILEE",,,,,,,"SUB OUT by OLSEN,EMILEE",1,subbing out,,birmingham-southern,emilee olsen,,87
71,20,birmingham-southern,Birmingham-Southern,Centre,65-54,65,54,"10, 13, 23, 19, 65","7, 18, 16, 13, 54",10,13,23,19,65,7,18,16,13,54,10-10 (3-6 SAA),8-12 (5-4 SAA),01/27/19,Win,580,No Location Recorded,1:00 PM,H,71,01:27,,,,,"SUB IN by WEHBY,ABIGAIL",,,"SUB IN by WEHBY,ABIGAIL",1,subbing in,,Centre,abigail wehby,,87
72,20,birmingham-southern,Birmingham-Southern,Centre,65-54,65,54,"10, 13, 23, 19, 65","7, 18, 16, 13, 54",10,13,23,19,65,7,18,16,13,54,10-10 (3-6 SAA),8-12 (5-4 SAA),01/27/19,Win,580,No Location Recorded,1:00 PM,H,72,01:27,,,,,"SUB IN by RICE,MADISON",,,"SUB IN by RICE,MADISON",1,subbing in,,Centre,madison rice,,87
73,20,birmingham-southern,Birmingham-Southern,Centre,65-54,65,54,"10, 13, 23, 19, 65","7, 18, 16, 13, 54",10,13,23,19,65,7,18,16,13,54,10-10 (3-6 SAA),8-12 (5-4 SAA),01/27/19,Win,580,No Location Recorded,1:00 PM,H,73,01:27,,,,,"SUB IN by MARCUM,MADISON",,,"SUB IN by MARCUM,MADISON",1,subbing in,,Centre,madison marcum,,87
74,20,birmingham-southern,Birmingham-Southern,Centre,65-54,65,54,"10, 13, 23, 19, 65","7, 18, 16, 13, 54",10,13,23,19,65,7,18,16,13,54,10-10 (3-6 SAA),8-12 (5-4 SAA),01/27/19,Win,580,No Location Recorded,1:00 PM,H,74,01:27,,,,,"SUB IN by WILSON,KATHLEEN",,,"SUB IN by WILSON,KATHLEEN",1,subbing in,,Centre,kathleen wilson,,87
75,20,birmingham-southern,Birmingham-Southern,Centre,65-54,65,54,"10, 13, 23, 19, 65","7, 18, 16, 13, 54",10,13,23,19,65,7,18,16,13,54,10-10 (3-6 SAA),8-12 (5-4 SAA),01/27/19,Win,580,No Location Recorded,1:00 PM,H,75,01:27,,,,,"SUB IN by STEWART,ABIGAIL",,,"SUB IN by STEWART,ABIGAIL",1,subbing in,,Centre,abigail stewart,,87
76,20,birmingham-southern,Birmingham-Southern,Centre,65-54,65,54,"10, 13, 23, 19, 65","7, 18, 16, 13, 54",10,13,23,19,65,7,18,16,13,54,10-10 (3-6 SAA),8-12 (5-4 SAA),01/27/19,Win,580,No Location Recorded,1:00 PM,H,76,01:27,,,,,"SUB OUT by CHIRICO,PRESLEY",,,"SUB OUT by CHIRICO,PRESLEY",1,subbing out,,Centre,presley chirico,,87
77,20,birmingham-southern,Birmingham-Southern,Centre,65-54,65,54,"10, 13, 23, 19, 65","7, 18, 16, 13, 54",10,13,23,19,65,7,18,16,13,54,10-10 (3-6 SAA),8-12 (5-4 SAA),01/27/19,Win,580,No Location Recorded,1:00 PM,H,77,01:27,,,,,"SUB OUT by MILLER,LAKKEN",,,"SUB OUT by MILLER,LAKKEN",1,subbing out,,Centre,lakken miller,,87
78,20,birmingham-southern,Birmingham-Southern,Centre,65-54,65,54,"10, 13, 23, 19, 65","7, 18, 16, 13, 54",10,13,23,19,65,7,18,16,13,54,10-10 (3-6 SAA),8-12 (5-4 SAA),01/27/19,Win,580,No Location Recorded,1:00 PM,H,78,01:27,,,,,"SUB OUT by FEE,MIKAYLA",,,"SUB OUT by FEE,MIKAYLA",1,subbing out,,Centre,mikayla fee,,87
79,20,birmingham-southern,Birmingham-Southern,Centre,65-54,65,54,"10, 13, 23, 19, 65","7, 18, 16, 13, 54",10,13,23,19,65,7,18,16,13,54,10-10 (3-6 SAA),8-12 (5-4 SAA),01/27/19,Win,580,No Location Recorded,1:00 PM,H,79,01:27,,,,,"SUB OUT by BUNNER,CHEYENNE",,,"SUB OUT by BUNNER,CHEYENNE",1,subbing out,,Centre,cheyenne bunner,,87
80,20,birmingham-southern,Birmingham-Southern,Centre,65-54,65,54,"10, 13, 23, 19, 65","7, 18, 16, 13, 54",10,13,23,19,65,7,18,16,13,54,10-10 (3-6 SAA),8-12 (5-4 SAA),01/27/19,Win,580,No Location Recorded,1:00 PM,H,80,01:27,,,,,"SUB OUT by JENNINGS,RACHEL",,,"SUB OUT by JENNINGS,RACHEL",1,subbing out,,Centre,rachel jennings,,87
81,20,birmingham-southern,Birmingham-Southern,Centre,65-54,65,54,"10, 13, 23, 19, 65","7, 18, 16, 13, 54",10,13,23,19,65,7,18,16,13,54,10-10 (3-6 SAA),8-12 (5-4 SAA),01/27/19,Win,580,No Location Recorded,1:00 PM,H,81,01:07,"GOOD JUMPER by BLACK,DERIENNE(in the paint)",7,,10 (+3),,BSC-W 7-10 (+3),,"GOOD JUMPER by BLACK,DERIENNE(in the paint)",1,jumper,good,birmingham-southern,derienne black,2,67
82,20,birmingham-southern,Birmingham-Southern,Centre,65-54,65,54,"10, 13, 23, 19, 65","7, 18, 16, 13, 54",10,13,23,19,65,7,18,16,13,54,10-10 (3-6 SAA),8-12 (5-4 SAA),01/27/19,Win,580,No Location Recorded,1:00 PM,H,82,00:48,,,,,"MISS LAYUP by WEHBY,ABIGAIL",,,"MISS LAYUP by WEHBY,ABIGAIL",1,layup,missed,Centre,abigail wehby,,48
83,20,birmingham-southern,Birmingham-Southern,Centre,65-54,65,54,"10, 13, 23, 19, 65","7, 18, 16, 13, 54",10,13,23,19,65,7,18,16,13,54,10-10 (3-6 SAA),8-12 (5-4 SAA),01/27/19,Win,580,No Location Recorded,1:00 PM,H,83,--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,1,defensive rebound,,Centre,,,
84,20,birmingham-southern,Birmingham-Southern,Centre,65-54,65,54,"10, 13, 23, 19, 65","7, 18, 16, 13, 54",10,13,23,19,65,7,18,16,13,54,10-10 (3-6 SAA),8-12 (5-4 SAA),01/27/19,Win,580,No Location Recorded,1:00 PM,H,84,00:31,"MISS LAYUP by BLACK,DERIENNE",,,,,,,"MISS LAYUP by BLACK,DERIENNE",1,layup,missed,birmingham-southern,derienne black,,31
85,20,birmingham-southern,Birmingham-Southern,Centre,65-54,65,54,"10, 13, 23, 19, 65","7, 18, 16, 13, 54",10,13,23,19,65,7,18,16,13,54,10-10 (3-6 SAA),8-12 (5-4 SAA),01/27/19,Win,580,No Location Recorded,1:00 PM,H,85,--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,1,defensive rebound,,Centre,,,
86,20,birmingham-southern,Birmingham-Southern,Centre,65-54,65,54,"10, 13, 23, 19, 65","7, 18, 16, 13, 54",10,13,23,19,65,7,18,16,13,54,10-10 (3-6 SAA),8-12 (5-4 SAA),01/27/19,Win,580,No Location Recorded,1:00 PM,H,86,00:28,"FOUL  by LEE,SAMANTHA",,,,,,,"FOUL  by LEE,SAMANTHA",1,foul,,birmingham-southern,samantha lee,,28
87,20,birmingham-southern,Birmingham-Southern,Centre,65-54,65,54,"10, 13, 23, 19, 65","7, 18, 16, 13, 54",10,13,23,19,65,7,18,16,13,54,10-10 (3-6 SAA),8-12 (5-4 SAA),01/27/19,Win,580,No Location Recorded,1:00 PM,H,87,00:12,,,,,"MISS 3PTR by MARCUM,MADISON",,,"MISS 3PTR by MARCUM,MADISON",1,three pointer,missed,Centre,madison marcum,,12
88,20,birmingham-southern,Birmingham-Southern,Centre,65-54,65,54,"10, 13, 23, 19, 65","7, 18, 16, 13, 54",10,13,23,19,65,7,18,16,13,54,10-10 (3-6 SAA),8-12 (5-4 SAA),01/27/19,Win,580,No Location Recorded,1:00 PM,H,88,--,"REBOUND DEF by BLACK,DERIENNE",,,,,,,"REBOUND DEF by BLACK,DERIENNE",1,defensive rebound,,birmingham-southern,derienne black,,
89,20,birmingham-southern,Birmingham-Southern,Centre,65-54,65,54,"10, 13, 23, 19, 65","7, 18, 16, 13, 54",10,13,23,19,65,7,18,16,13,54,10-10 (3-6 SAA),8-12 (5-4 SAA),01/27/19,Win,580,No Location Recorded,1:00 PM,H,89,00:04,"MISS 3PTR by DAVIS,AISYA",,,,,,,"MISS 3PTR by DAVIS,AISYA",1,three pointer,missed,birmingham-southern,aisya davis,,4
90,20,birmingham-southern,Birmingham-Southern,Centre,65-54,65,54,"10, 13, 23, 19, 65","7, 18, 16, 13, 54",10,13,23,19,65,7,18,16,13,54,10-10 (3-6 SAA),8-12 (5-4 SAA),01/27/19,Win,580,No Location Recorded,1:00 PM,H,90,--,,,,,"REBOUND DEF by STEWART,ABIGAIL",,,"REBOUND DEF by STEWART,ABIGAIL",1,defensive rebound,,Centre,abigail stewart,,
91,20,birmingham-southern,Birmingham-Southern,Centre,65-54,65,54,"10, 13, 23, 19, 65","7, 18, 16, 13, 54",10,13,23,19,65,7,18,16,13,54,10-10 (3-6 SAA),8-12 (5-4 SAA),01/27/19,Win,580,No Location Recorded,1:00 PM,H,91,Start Period 2,,,,,,,,,2,,,,,,
92,20,birmingham-southern,Birmingham-Southern,Centre,65-54,65,54,"10, 13, 23, 19, 65","7, 18, 16, 13, 54",10,13,23,19,65,7,18,16,13,54,10-10 (3-6 SAA),8-12 (5-4 SAA),01/27/19,Win,580,No Location Recorded,1:00 PM,H,92,10:00,"SUB IN by LEE,SAMANTHA",,,,,,,"SUB IN by LEE,SAMANTHA",2,subbing in,,birmingham-southern,samantha lee,,600
93,20,birmingham-southern,Birmingham-Southern,Centre,65-54,65,54,"10, 13, 23, 19, 65","7, 18, 16, 13, 54",10,13,23,19,65,7,18,16,13,54,10-10 (3-6 SAA),8-12 (5-4 SAA),01/27/19,Win,580,No Location Recorded,1:00 PM,H,93,10:00,"SUB OUT by OLSEN,EMILEE",,,,,,,"SUB OUT by OLSEN,EMILEE",2,subbing out,,birmingham-southern,emilee olsen,,600
94,20,birmingham-southern,Birmingham-Southern,Centre,65-54,65,54,"10, 13, 23, 19, 65","7, 18, 16, 13, 54",10,13,23,19,65,7,18,16,13,54,10-10 (3-6 SAA),8-12 (5-4 SAA),01/27/19,Win,580,No Location Recorded,1:00 PM,H,94,09:52,"SUB IN by BLACK,DERIENNE",,,,,,,"SUB IN by BLACK,DERIENNE",2,subbing in,,birmingham-southern,derienne black,,592
95,20,birmingham-southern,Birmingham-Southern,Centre,65-54,65,54,"10, 13, 23, 19, 65","7, 18, 16, 13, 54",10,13,23,19,65,7,18,16,13,54,10-10 (3-6 SAA),8-12 (5-4 SAA),01/27/19,Win,580,No Location Recorded,1:00 PM,H,95,09:52,"SUB IN by DAVIS,AISYA",,,,,,,"SUB IN by DAVIS,AISYA",2,subbing in,,birmingham-southern,aisya davis,,592
96,20,birmingham-southern,Birmingham-Southern,Centre,65-54,65,54,"10, 13, 23, 19, 65","7, 18, 16, 13, 54",10,13,23,19,65,7,18,16,13,54,10-10 (3-6 SAA),8-12 (5-4 SAA),01/27/19,Win,580,No Location Recorded,1:00 PM,H,96,09:52,"SUB OUT by MIDDLETON,LEAH",,,,,,,"SUB OUT by MIDDLETON,LEAH",2,subbing out,,birmingham-southern,leah middleton,,592
97,20,birmingham-southern,Birmingham-Southern,Centre,65-54,65,54,"10, 13, 23, 19, 65","7, 18, 16, 13, 54",10,13,23,19,65,7,18,16,13,54,10-10 (3-6 SAA),8-12 (5-4 SAA),01/27/19,Win,580,No Location Recorded,1:00 PM,H,97,09:52,"SUB OUT by FUJII,MISA",,,,,,,"SUB OUT by FUJII,MISA",2,subbing out,,birmingham-southern,misa fujii,,592
98,20,birmingham-southern,Birmingham-Southern,Centre,65-54,65,54,"10, 13, 23, 19, 65","7, 18, 16, 13, 54",10,13,23,19,65,7,18,16,13,54,10-10 (3-6 SAA),8-12 (5-4 SAA),01/27/19,Win,580,No Location Recorded,1:00 PM,H,98,09:45,"GOOD JUMPER by BLACK,DERIENNE",9,,10 (+1),,BSC-W 9-10 (+1),,"GOOD JUMPER by BLACK,DERIENNE",2,jumper,good,birmingham-southern,derienne black,2,585
99,20,birmingham-southern,Birmingham-Southern,Centre,65-54,65,54,"10, 13, 23, 19, 65","7, 18, 16, 13, 54",10,13,23,19,65,7,18,16,13,54,10-10 (3-6 SAA),8-12 (5-4 SAA),01/27/19,Win,580,No Location Recorded,1:00 PM,H,99,09:45,,,,,"FOUL  by WILSON,KATHLEEN",,,"FOUL  by WILSON,KATHLEEN",2,foul,,Centre,kathleen wilson,,585
100,20,birmingham-southern,Birmingham-Southern,Centre,65-54,65,54,"10, 13, 23, 19, 65","7, 18, 16, 13, 54",10,13,23,19,65,7,18,16,13,54,10-10 (3-6 SAA),8-12 (5-4 SAA),01/27/19,Win,580,No Location Recorded,1:00 PM,H,100,09:45,"MISS FT by BLACK,DERIENNE",,,,,,,"MISS FT by BLACK,DERIENNE",2,free throw,missed,birmingham-southern,derienne black,,585
101,20,birmingham-southern,Birmingham-Southern,Centre,65-54,65,54,"10, 13, 23, 19, 65","7, 18, 16, 13, 54",10,13,23,19,65,7,18,16,13,54,10-10 (3-6 SAA),8-12 (5-4 SAA),01/27/19,Win,580,No Location Recorded,1:00 PM,H,101,--,,,,,"REBOUND DEF by RICE,MADISON",,,"REBOUND DEF by RICE,MADISON",2,defensive rebound,,Centre,madison rice,,
102,20,birmingham-southern,Birmingham-Southern,Centre,65-54,65,54,"10, 13, 23, 19, 65","7, 18, 16, 13, 54",10,13,23,19,65,7,18,16,13,54,10-10 (3-6 SAA),8-12 (5-4 SAA),01/27/19,Win,580,No Location Recorded,1:00 PM,H,102,09:23,,,,,"TURNOVER  by RICE,MADISON",,,"TURNOVER  by RICE,MADISON",2,turnover,,Centre,madison rice,,563
103,20,birmingham-southern,Birmingham-Southern,Centre,65-54,65,54,"10, 13, 23, 19, 65","7, 18, 16, 13, 54",10,13,23,19,65,7,18,16,13,54,10-10 (3-6 SAA),8-12 (5-4 SAA),01/27/19,Win,580,No Location Recorded,1:00 PM,H,103,09:21,"STEAL  by MCGOWAN,CHRISTIAN",,,,,,,"STEAL  by MCGOWAN,CHRISTIAN",2,steal,,birmingham-southern,,,561
104,20,birmingham-southern,Birmingham-Southern,Centre,65-54,65,54,"10, 13, 23, 19, 65","7, 18, 16, 13, 54",10,13,23,19,65,7,18,16,13,54,10-10 (3-6 SAA),8-12 (5-4 SAA),01/27/19,Win,580,No Location Recorded,1:00 PM,H,104,09:18,"GOOD LAYUP by MCGOWAN,CHRISTIAN(fastbreak)(in the paint)",11 (+1),,10,,BSC-W 11-10 (-1),,"GOOD LAYUP by MCGOWAN,CHRISTIAN(fastbreak)(in the paint)",2,layup,good,birmingham-southern,christian(fastbreak) mcgowan,2,558
105,20,birmingham-southern,Birmingham-Southern,Centre,65-54,65,54,"10, 13, 23, 19, 65","7, 18, 16, 13, 54",10,13,23,19,65,7,18,16,13,54,10-10 (3-6 SAA),8-12 (5-4 SAA),01/27/19,Win,580,No Location Recorded,1:00 PM,H,105,08:53,"FOUL  by BLACK,DERIENNE",,,,,,,"FOUL  by BLACK,DERIENNE",2,foul,,birmingham-southern,derienne black,,533
106,20,birmingham-southern,Birmingham-Southern,Centre,65-54,65,54,"10, 13, 23, 19, 65","7, 18, 16, 13, 54",10,13,23,19,65,7,18,16,13,54,10-10 (3-6 SAA),8-12 (5-4 SAA),01/27/19,Win,580,No Location Recorded,1:00 PM,H,106,08:53,,11,,11,"GOOD FT by RICE,MADISON",CENTRE-W 11-11 (0),,"GOOD FT by RICE,MADISON",2,free throw,good,Centre,madison rice,1,533
107,20,birmingham-southern,Birmingham-Southern,Centre,65-54,65,54,"10, 13, 23, 19, 65","7, 18, 16, 13, 54",10,13,23,19,65,7,18,16,13,54,10-10 (3-6 SAA),8-12 (5-4 SAA),01/27/19,Win,580,No Location Recorded,1:00 PM,H,107,08:45,,,,,"MISS FT by RICE,MADISON",,,"MISS FT by RICE,MADISON",2,free throw,missed,Centre,madison rice,,525
108,20,birmingham-southern,Birmingham-Southern,Centre,65-54,65,54,"10, 13, 23, 19, 65","7, 18, 16, 13, 54",10,13,23,19,65,7,18,16,13,54,10-10 (3-6 SAA),8-12 (5-4 SAA),01/27/19,Win,580,No Location Recorded,1:00 PM,H,108,--,"REBOUND DEF by HOGAN,KAITLIN",,,,,,,"REBOUND DEF by HOGAN,KAITLIN",2,defensive rebound,,birmingham-southern,kaitlin hogan,,
109,20,birmingham-southern,Birmingham-Southern,Centre,65-54,65,54,"10, 13, 23, 19, 65","7, 18, 16, 13, 54",10,13,23,19,65,7,18,16,13,54,10-10 (3-6 SAA),8-12 (5-4 SAA),01/27/19,Win,580,No Location Recorded,1:00 PM,H,109,08:45,"SUB IN by MIDDLETON,LEAH",,,,,,,"SUB IN by MIDDLETON,LEAH",2,subbing in,,birmingham-southern,leah middleton,,525
110,20,birmingham-southern,Birmingham-Southern,Centre,65-54,65,54,"10, 13, 23, 19, 65","7, 18, 16, 13, 54",10,13,23,19,65,7,18,16,13,54,10-10 (3-6 SAA),8-12 (5-4 SAA),01/27/19,Win,580,No Location Recorded,1:00 PM,H,110,08:45,"SUB OUT by BLACK,DERIENNE",,,,,,,"SUB OUT by BLACK,DERIENNE",2,subbing out,,birmingham-southern,derienne black,,525
111,20,birmingham-southern,Birmingham-Southern,Centre,65-54,65,54,"10, 13, 23, 19, 65","7, 18, 16, 13, 54",10,13,23,19,65,7,18,16,13,54,10-10 (3-6 SAA),8-12 (5-4 SAA),01/27/19,Win,580,No Location Recorded,1:00 PM,H,111,08:26,"MISS LAYUP by MIDDLETON,LEAH",,,,,,,"MISS LAYUP by MIDDLETON,LEAH",2,layup,missed,birmingham-southern,leah middleton,,506
112,20,birmingham-southern,Birmingham-Southern,Centre,65-54,65,54,"10, 13, 23, 19, 65","7, 18, 16, 13, 54",10,13,23,19,65,7,18,16,13,54,10-10 (3-6 SAA),8-12 (5-4 SAA),01/27/19,Win,580,No Location Recorded,1:00 PM,H,112,--,,,,,"REBOUND DEF by WEHBY,ABIGAIL",,,"REBOUND DEF by WEHBY,ABIGAIL",2,defensive rebound,,Centre,abigail wehby,,
113,20,birmingham-southern,Birmingham-Southern,Centre,65-54,65,54,"10, 13, 23, 19, 65","7, 18, 16, 13, 54",10,13,23,19,65,7,18,16,13,54,10-10 (3-6 SAA),8-12 (5-4 SAA),01/27/19,Win,580,No Location Recorded,1:00 PM,H,113,08:10,,11,,13 (+2),"GOOD LAYUP by RICE,MADISON(in the paint)",CENTRE-W 11-13 (+2),,"GOOD LAYUP by RICE,MADISON(in the paint)",2,layup,good,Centre,madison rice,2,490
114,20,birmingham-southern,Birmingham-Southern,Centre,65-54,65,54,"10, 13, 23, 19, 65","7, 18, 16, 13, 54",10,13,23,19,65,7,18,16,13,54,10-10 (3-6 SAA),8-12 (5-4 SAA),01/27/19,Win,580,No Location Recorded,1:00 PM,H,114,--,,,,,"ASSIST  by STEWART,ABIGAIL",,,"ASSIST  by STEWART,ABIGAIL",2,assist,,Centre,abigail stewart,,
115,20,birmingham-southern,Birmingham-Southern,Centre,65-54,65,54,"10, 13, 23, 19, 65","7, 18, 16, 13, 54",10,13,23,19,65,7,18,16,13,54,10-10 (3-6 SAA),8-12 (5-4 SAA),01/27/19,Win,580,No Location Recorded,1:00 PM,H,115,07:54,"MISS 3PTR by MCGOWAN,CHRISTIAN",,,,,,,"MISS 3PTR by MCGOWAN,CHRISTIAN",2,three pointer,missed,birmingham-southern,christian mcgowan,,474
