,game,opponent name,boxscore_visitor_name,boxscore_home_name,final score,centreFinalScore,opponentFinalScore,centreScoreByPeriod,opponentScoreByPeriod,centreScorePeriod1,centreScorePeriod2,centreScorePeriod3,centreScorePeriod4,centreScorePeriod5,opponentScorePeriod1,opponentScorePeriod2,opponentScorePeriod3,opponentScorePeriod4,opponentScorePeriod5,centreRecord,opponentRecord,gameDate,outcome,attendance,gameLocation,gameTime,homeGame,,Time Remaining,BSC-W,Away Team Score,Play Team Indicator,Home Team Score,CENTRE-W,Game Score,Team Indicator,Play,period number,Play Type,Shot Outcome,Team,Player,Points Earned,Time(seconds)
116,20,birmingham-southern,Birmingham-Southern,Centre,65-54,65,54,"10, 13, 23, 19, 65","7, 18, 16, 13, 54",10,13,23,19,65,7,18,16,13,54,10-10 (3-6 SAA),8-12 (5-4 SAA),01/27/19,Win,580,No Location Recorded,1:00 PM,H,116,--,"REBOUND OFF by HOGAN,KAITLIN",,,,,,,"REBOUND OFF by HOGAN,KAITLIN",2,offensive rebound,,birmingham-southern,kaitlin hogan,,
117,20,birmingham-southern,Birmingham-Southern,Centre,65-54,65,54,"10, 13, 23, 19, 65","7, 18, 16, 13, 54",10,13,23,19,65,7,18,16,13,54,10-10 (3-6 SAA),8-12 (5-4 SAA),01/27/19,Win,580,No Location Recorded,1:00 PM,H,117,07:36,"TURNOVER  by LEE,SAMANTHA",,,,,,,"TURNOVER  by LEE,SAMANTHA",2,turnover,,birmingham-southern,samantha lee,,456
118,20,birmingham-southern,Birmingham-Southern,Centre,65-54,65,54,"10, 13, 23, 19, 65","7, 18, 16, 13, 54",10,13,23,19,65,7,18,16,13,54,10-10 (3-6 SAA),8-12 (5-4 SAA),01/27/19,Win,580,No Location Recorded,1:00 PM,H,118,07:34,,,,,"STEAL  by WEHBY,ABIGAIL",,,"STEAL  by WEHBY,ABIGAIL",2,steal,,Centre,,,454
119,20,birmingham-southern,Birmingham-Southern,Centre,65-54,65,54,"10, 13, 23, 19, 65","7, 18, 16, 13, 54",10,13,23,19,65,7,18,16,13,54,10-10 (3-6 SAA),8-12 (5-4 SAA),01/27/19,Win,580,No Location Recorded,1:00 PM,H,119,07:26,,,,,"MISS 3PTR by MARCUM,MADISON",,,"MISS 3PTR by MARCUM,MADISON",2,three pointer,missed,Centre,madison marcum,,446
120,20,birmingham-southern,Birmingham-Southern,Centre,65-54,65,54,"10, 13, 23, 19, 65","7, 18, 16, 13, 54",10,13,23,19,65,7,18,16,13,54,10-10 (3-6 SAA),8-12 (5-4 SAA),01/27/19,Win,580,No Location Recorded,1:00 PM,H,120,--,,,,,"REBOUND OFF by RICE,MADISON",,,"REBOUND OFF by RICE,MADISON",2,offensive rebound,,Centre,madison rice,,
121,20,birmingham-southern,Birmingham-Southern,Centre,65-54,65,54,"10, 13, 23, 19, 65","7, 18, 16, 13, 54",10,13,23,19,65,7,18,16,13,54,10-10 (3-6 SAA),8-12 (5-4 SAA),01/27/19,Win,580,No Location Recorded,1:00 PM,H,121,07:22,,,,,"MISS LAYUP by RICE,MADISON",,,"MISS LAYUP by RICE,MADISON",2,layup,missed,Centre,madison rice,,442
122,20,birmingham-southern,Birmingham-Southern,Centre,65-54,65,54,"10, 13, 23, 19, 65","7, 18, 16, 13, 54",10,13,23,19,65,7,18,16,13,54,10-10 (3-6 SAA),8-12 (5-4 SAA),01/27/19,Win,580,No Location Recorded,1:00 PM,H,122,07:22,"BLOCK  by LEE,SAMANTHA",,,,,,,"BLOCK  by LEE,SAMANTHA",2,block,,birmingham-southern,samantha lee,,442
123,20,birmingham-southern,Birmingham-Southern,Centre,65-54,65,54,"10, 13, 23, 19, 65","7, 18, 16, 13, 54",10,13,23,19,65,7,18,16,13,54,10-10 (3-6 SAA),8-12 (5-4 SAA),01/27/19,Win,580,No Location Recorded,1:00 PM,H,123,--,"REBOUND DEF by DAVIS,AISYA",,,,,,,"REBOUND DEF by DAVIS,AISYA",2,defensive rebound,,birmingham-southern,aisya davis,,
124,20,birmingham-southern,Birmingham-Southern,Centre,65-54,65,54,"10, 13, 23, 19, 65","7, 18, 16, 13, 54",10,13,23,19,65,7,18,16,13,54,10-10 (3-6 SAA),8-12 (5-4 SAA),01/27/19,Win,580,No Location Recorded,1:00 PM,H,124,07:15,"MISS JUMPER by DAVIS,AISYA",,,,,,,"MISS JUMPER by DAVIS,AISYA",2,jumper,missed,birmingham-southern,aisya davis,,435
125,20,birmingham-southern,Birmingham-Southern,Centre,65-54,65,54,"10, 13, 23, 19, 65","7, 18, 16, 13, 54",10,13,23,19,65,7,18,16,13,54,10-10 (3-6 SAA),8-12 (5-4 SAA),01/27/19,Win,580,No Location Recorded,1:00 PM,H,125,--,,,,,"REBOUND DEF by WEHBY,ABIGAIL",,,"REBOUND DEF by WEHBY,ABIGAIL",2,defensive rebound,,Centre,abigail wehby,,
126,20,birmingham-southern,Birmingham-Southern,Centre,65-54,65,54,"10, 13, 23, 19, 65","7, 18, 16, 13, 54",10,13,23,19,65,7,18,16,13,54,10-10 (3-6 SAA),8-12 (5-4 SAA),01/27/19,Win,580,No Location Recorded,1:00 PM,H,126,07:04,"FOUL  by HOGAN,KAITLIN",,,,,,,"FOUL  by HOGAN,KAITLIN",2,foul,,birmingham-southern,kaitlin hogan,,424
127,20,birmingham-southern,Birmingham-Southern,Centre,65-54,65,54,"10, 13, 23, 19, 65","7, 18, 16, 13, 54",10,13,23,19,65,7,18,16,13,54,10-10 (3-6 SAA),8-12 (5-4 SAA),01/27/19,Win,580,No Location Recorded,1:00 PM,H,127,07:04,,11,,14 (+3),"GOOD FT by RICE,MADISON",CENTRE-W 11-14 (+3),,"GOOD FT by RICE,MADISON",2,free throw,good,Centre,madison rice,1,424
128,20,birmingham-southern,Birmingham-Southern,Centre,65-54,65,54,"10, 13, 23, 19, 65","7, 18, 16, 13, 54",10,13,23,19,65,7,18,16,13,54,10-10 (3-6 SAA),8-12 (5-4 SAA),01/27/19,Win,580,No Location Recorded,1:00 PM,H,128,06:57,"SUB IN by QUINTANA,CASSADY",,,,,,,"SUB IN by QUINTANA,CASSADY",2,subbing in,,birmingham-southern,cassady quintana,,417
129,20,birmingham-southern,Birmingham-Southern,Centre,65-54,65,54,"10, 13, 23, 19, 65","7, 18, 16, 13, 54",10,13,23,19,65,7,18,16,13,54,10-10 (3-6 SAA),8-12 (5-4 SAA),01/27/19,Win,580,No Location Recorded,1:00 PM,H,129,06:57,"SUB IN by FUJII,MISA",,,,,,,"SUB IN by FUJII,MISA",2,subbing in,,birmingham-southern,misa fujii,,417
130,20,birmingham-southern,Birmingham-Southern,Centre,65-54,65,54,"10, 13, 23, 19, 65","7, 18, 16, 13, 54",10,13,23,19,65,7,18,16,13,54,10-10 (3-6 SAA),8-12 (5-4 SAA),01/27/19,Win,580,No Location Recorded,1:00 PM,H,130,06:57,"SUB IN by WANNEMUEHLER,JOSIE",,,,,,,"SUB IN by WANNEMUEHLER,JOSIE",2,subbing in,,birmingham-southern,josie wannemuehler,,417
131,20,birmingham-southern,Birmingham-Southern,Centre,65-54,65,54,"10, 13, 23, 19, 65","7, 18, 16, 13, 54",10,13,23,19,65,7,18,16,13,54,10-10 (3-6 SAA),8-12 (5-4 SAA),01/27/19,Win,580,No Location Recorded,1:00 PM,H,131,06:57,"SUB IN by OLSEN,EMILEE",,,,,,,"SUB IN by OLSEN,EMILEE",2,subbing in,,birmingham-southern,emilee olsen,,417
132,20,birmingham-southern,Birmingham-Southern,Centre,65-54,65,54,"10, 13, 23, 19, 65","7, 18, 16, 13, 54",10,13,23,19,65,7,18,16,13,54,10-10 (3-6 SAA),8-12 (5-4 SAA),01/27/19,Win,580,No Location Recorded,1:00 PM,H,132,06:57,"SUB OUT by MCGOWAN,CHRISTIAN",,,,,,,"SUB OUT by MCGOWAN,CHRISTIAN",2,subbing out,,birmingham-southern,christian mcgowan,,417
133,20,birmingham-southern,Birmingham-Southern,Centre,65-54,65,54,"10, 13, 23, 19, 65","7, 18, 16, 13, 54",10,13,23,19,65,7,18,16,13,54,10-10 (3-6 SAA),8-12 (5-4 SAA),01/27/19,Win,580,No Location Recorded,1:00 PM,H,133,06:57,"SUB OUT by LEE,SAMANTHA",,,,,,,"SUB OUT by LEE,SAMANTHA",2,subbing out,,birmingham-southern,samantha lee,,417
134,20,birmingham-southern,Birmingham-Southern,Centre,65-54,65,54,"10, 13, 23, 19, 65","7, 18, 16, 13, 54",10,13,23,19,65,7,18,16,13,54,10-10 (3-6 SAA),8-12 (5-4 SAA),01/27/19,Win,580,No Location Recorded,1:00 PM,H,134,06:57,"SUB OUT by DAVIS,AISYA",,,,,,,"SUB OUT by DAVIS,AISYA",2,subbing out,,birmingham-southern,aisya davis,,417
135,20,birmingham-southern,Birmingham-Southern,Centre,65-54,65,54,"10, 13, 23, 19, 65","7, 18, 16, 13, 54",10,13,23,19,65,7,18,16,13,54,10-10 (3-6 SAA),8-12 (5-4 SAA),01/27/19,Win,580,No Location Recorded,1:00 PM,H,135,06:57,"SUB OUT by HOGAN,KAITLIN",,,,,,,"SUB OUT by HOGAN,KAITLIN",2,subbing out,,birmingham-southern,kaitlin hogan,,417
136,20,birmingham-southern,Birmingham-Southern,Centre,65-54,65,54,"10, 13, 23, 19, 65","7, 18, 16, 13, 54",10,13,23,19,65,7,18,16,13,54,10-10 (3-6 SAA),8-12 (5-4 SAA),01/27/19,Win,580,No Location Recorded,1:00 PM,H,136,06:57,,,,,"SUB IN by MILLER,LAKKEN",,,"SUB IN by MILLER,LAKKEN",2,subbing in,,Centre,lakken miller,,417
137,20,birmingham-southern,Birmingham-Southern,Centre,65-54,65,54,"10, 13, 23, 19, 65","7, 18, 16, 13, 54",10,13,23,19,65,7,18,16,13,54,10-10 (3-6 SAA),8-12 (5-4 SAA),01/27/19,Win,580,No Location Recorded,1:00 PM,H,137,06:57,,,,,"SUB IN by FEE,MIKAYLA",,,"SUB IN by FEE,MIKAYLA",2,subbing in,,Centre,mikayla fee,,417
138,20,birmingham-southern,Birmingham-Southern,Centre,65-54,65,54,"10, 13, 23, 19, 65","7, 18, 16, 13, 54",10,13,23,19,65,7,18,16,13,54,10-10 (3-6 SAA),8-12 (5-4 SAA),01/27/19,Win,580,No Location Recorded,1:00 PM,H,138,06:57,,,,,"SUB IN by MURRAY,KYLEE",,,"SUB IN by MURRAY,KYLEE",2,subbing in,,Centre,kylee murray,,417
139,20,birmingham-southern,Birmingham-Southern,Centre,65-54,65,54,"10, 13, 23, 19, 65","7, 18, 16, 13, 54",10,13,23,19,65,7,18,16,13,54,10-10 (3-6 SAA),8-12 (5-4 SAA),01/27/19,Win,580,No Location Recorded,1:00 PM,H,139,06:57,,,,,"SUB IN by JENNINGS,RACHEL",,,"SUB IN by JENNINGS,RACHEL",2,subbing in,,Centre,rachel jennings,,417
140,20,birmingham-southern,Birmingham-Southern,Centre,65-54,65,54,"10, 13, 23, 19, 65","7, 18, 16, 13, 54",10,13,23,19,65,7,18,16,13,54,10-10 (3-6 SAA),8-12 (5-4 SAA),01/27/19,Win,580,No Location Recorded,1:00 PM,H,140,06:57,,,,,"SUB OUT by WILSON,KATHLEEN",,,"SUB OUT by WILSON,KATHLEEN",2,subbing out,,Centre,kathleen wilson,,417
141,20,birmingham-southern,Birmingham-Southern,Centre,65-54,65,54,"10, 13, 23, 19, 65","7, 18, 16, 13, 54",10,13,23,19,65,7,18,16,13,54,10-10 (3-6 SAA),8-12 (5-4 SAA),01/27/19,Win,580,No Location Recorded,1:00 PM,H,141,06:57,,,,,"SUB OUT by STEWART,ABIGAIL",,,"SUB OUT by STEWART,ABIGAIL",2,subbing out,,Centre,abigail stewart,,417
142,20,birmingham-southern,Birmingham-Southern,Centre,65-54,65,54,"10, 13, 23, 19, 65","7, 18, 16, 13, 54",10,13,23,19,65,7,18,16,13,54,10-10 (3-6 SAA),8-12 (5-4 SAA),01/27/19,Win,580,No Location Recorded,1:00 PM,H,142,06:57,,,,,"SUB OUT by MARCUM,MADISON",,,"SUB OUT by MARCUM,MADISON",2,subbing out,,Centre,madison marcum,,417
143,20,birmingham-southern,Birmingham-Southern,Centre,65-54,65,54,"10, 13, 23, 19, 65","7, 18, 16, 13, 54",10,13,23,19,65,7,18,16,13,54,10-10 (3-6 SAA),8-12 (5-4 SAA),01/27/19,Win,580,No Location Recorded,1:00 PM,H,143,06:57,,,,,"SUB OUT by WEHBY,ABIGAIL",,,"SUB OUT by WEHBY,ABIGAIL",2,subbing out,,Centre,abigail wehby,,417
144,20,birmingham-southern,Birmingham-Southern,Centre,65-54,65,54,"10, 13, 23, 19, 65","7, 18, 16, 13, 54",10,13,23,19,65,7,18,16,13,54,10-10 (3-6 SAA),8-12 (5-4 SAA),01/27/19,Win,580,No Location Recorded,1:00 PM,H,144,06:56,,,,,"MISS FT by RICE,MADISON",,,"MISS FT by RICE,MADISON",2,free throw,missed,Centre,madison rice,,416
145,20,birmingham-southern,Birmingham-Southern,Centre,65-54,65,54,"10, 13, 23, 19, 65","7, 18, 16, 13, 54",10,13,23,19,65,7,18,16,13,54,10-10 (3-6 SAA),8-12 (5-4 SAA),01/27/19,Win,580,No Location Recorded,1:00 PM,H,145,--,"REBOUND DEF by QUINTANA,CASSADY",,,,,,,"REBOUND DEF by QUINTANA,CASSADY",2,defensive rebound,,birmingham-southern,cassady quintana,,
146,20,birmingham-southern,Birmingham-Southern,Centre,65-54,65,54,"10, 13, 23, 19, 65","7, 18, 16, 13, 54",10,13,23,19,65,7,18,16,13,54,10-10 (3-6 SAA),8-12 (5-4 SAA),01/27/19,Win,580,No Location Recorded,1:00 PM,H,146,06:39,"GOOD 3PTR by MIDDLETON,LEAH",14,,14,,BSC-W 14-14 (0),,"GOOD 3PTR by MIDDLETON,LEAH",2,three pointer,good,birmingham-southern,leah middleton,3,399
147,20,birmingham-southern,Birmingham-Southern,Centre,65-54,65,54,"10, 13, 23, 19, 65","7, 18, 16, 13, 54",10,13,23,19,65,7,18,16,13,54,10-10 (3-6 SAA),8-12 (5-4 SAA),01/27/19,Win,580,No Location Recorded,1:00 PM,H,147,--,"ASSIST  by QUINTANA,CASSADY",,,,,,,"ASSIST  by QUINTANA,CASSADY",2,assist,,birmingham-southern,cassady quintana,,
148,20,birmingham-southern,Birmingham-Southern,Centre,65-54,65,54,"10, 13, 23, 19, 65","7, 18, 16, 13, 54",10,13,23,19,65,7,18,16,13,54,10-10 (3-6 SAA),8-12 (5-4 SAA),01/27/19,Win,580,No Location Recorded,1:00 PM,H,148,06:14,,14,,17 (+3),"GOOD 3PTR by MILLER,LAKKEN",CENTRE-W 14-17 (+3),,"GOOD 3PTR by MILLER,LAKKEN",2,three pointer,good,Centre,lakken miller,3,374
149,20,birmingham-southern,Birmingham-Southern,Centre,65-54,65,54,"10, 13, 23, 19, 65","7, 18, 16, 13, 54",10,13,23,19,65,7,18,16,13,54,10-10 (3-6 SAA),8-12 (5-4 SAA),01/27/19,Win,580,No Location Recorded,1:00 PM,H,149,--,,,,,"ASSIST  by JENNINGS,RACHEL",,,"ASSIST  by JENNINGS,RACHEL",2,assist,,Centre,rachel jennings,,
150,20,birmingham-southern,Birmingham-Southern,Centre,65-54,65,54,"10, 13, 23, 19, 65","7, 18, 16, 13, 54",10,13,23,19,65,7,18,16,13,54,10-10 (3-6 SAA),8-12 (5-4 SAA),01/27/19,Win,580,No Location Recorded,1:00 PM,H,150,05:55,"GOOD 3PTR by WANNEMUEHLER,JOSIE",17,,17,,BSC-W 17-17 (0),,"GOOD 3PTR by WANNEMUEHLER,JOSIE",2,three pointer,good,birmingham-southern,josie wannemuehler,3,355
151,20,birmingham-southern,Birmingham-Southern,Centre,65-54,65,54,"10, 13, 23, 19, 65","7, 18, 16, 13, 54",10,13,23,19,65,7,18,16,13,54,10-10 (3-6 SAA),8-12 (5-4 SAA),01/27/19,Win,580,No Location Recorded,1:00 PM,H,151,--,"ASSIST  by FUJII,MISA",,,,,,,"ASSIST  by FUJII,MISA",2,assist,,birmingham-southern,misa fujii,,
152,20,birmingham-southern,Birmingham-Southern,Centre,65-54,65,54,"10, 13, 23, 19, 65","7, 18, 16, 13, 54",10,13,23,19,65,7,18,16,13,54,10-10 (3-6 SAA),8-12 (5-4 SAA),01/27/19,Win,580,No Location Recorded,1:00 PM,H,152,05:45,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2,timeout,,Centre,,,345
153,20,birmingham-southern,Birmingham-Southern,Centre,65-54,65,54,"10, 13, 23, 19, 65","7, 18, 16, 13, 54",10,13,23,19,65,7,18,16,13,54,10-10 (3-6 SAA),8-12 (5-4 SAA),01/27/19,Win,580,No Location Recorded,1:00 PM,H,153,05:41,,,,,"SUB IN by BUNNER,CHEYENNE",,,"SUB IN by BUNNER,CHEYENNE",2,subbing in,,Centre,cheyenne bunner,,341
154,20,birmingham-southern,Birmingham-Southern,Centre,65-54,65,54,"10, 13, 23, 19, 65","7, 18, 16, 13, 54",10,13,23,19,65,7,18,16,13,54,10-10 (3-6 SAA),8-12 (5-4 SAA),01/27/19,Win,580,No Location Recorded,1:00 PM,H,154,05:41,,,,,"SUB OUT by RICE,MADISON",,,"SUB OUT by RICE,MADISON",2,subbing out,,Centre,madison rice,,341
155,20,birmingham-southern,Birmingham-Southern,Centre,65-54,65,54,"10, 13, 23, 19, 65","7, 18, 16, 13, 54",10,13,23,19,65,7,18,16,13,54,10-10 (3-6 SAA),8-12 (5-4 SAA),01/27/19,Win,580,No Location Recorded,1:00 PM,H,155,05:27,,,,,"MISS LAYUP by FEE,MIKAYLA",,,"MISS LAYUP by FEE,MIKAYLA",2,layup,missed,Centre,mikayla fee,,327
156,20,birmingham-southern,Birmingham-Southern,Centre,65-54,65,54,"10, 13, 23, 19, 65","7, 18, 16, 13, 54",10,13,23,19,65,7,18,16,13,54,10-10 (3-6 SAA),8-12 (5-4 SAA),01/27/19,Win,580,No Location Recorded,1:00 PM,H,156,--,"REBOUND DEF by OLSEN,EMILEE",,,,,,,"REBOUND DEF by OLSEN,EMILEE",2,defensive rebound,,birmingham-southern,emilee olsen,,
157,20,birmingham-southern,Birmingham-Southern,Centre,65-54,65,54,"10, 13, 23, 19, 65","7, 18, 16, 13, 54",10,13,23,19,65,7,18,16,13,54,10-10 (3-6 SAA),8-12 (5-4 SAA),01/27/19,Win,580,No Location Recorded,1:00 PM,H,157,05:01,"GOOD JUMPER by QUINTANA,CASSADY",19 (+2),,17,,BSC-W 19-17 (-2),,"GOOD JUMPER by QUINTANA,CASSADY",2,jumper,good,birmingham-southern,cassady quintana,2,301
158,20,birmingham-southern,Birmingham-Southern,Centre,65-54,65,54,"10, 13, 23, 19, 65","7, 18, 16, 13, 54",10,13,23,19,65,7,18,16,13,54,10-10 (3-6 SAA),8-12 (5-4 SAA),01/27/19,Win,580,No Location Recorded,1:00 PM,H,158,04:37,,,,,"MISS JUMPER by FEE,MIKAYLA",,,"MISS JUMPER by FEE,MIKAYLA",2,jumper,missed,Centre,mikayla fee,,277
159,20,birmingham-southern,Birmingham-Southern,Centre,65-54,65,54,"10, 13, 23, 19, 65","7, 18, 16, 13, 54",10,13,23,19,65,7,18,16,13,54,10-10 (3-6 SAA),8-12 (5-4 SAA),01/27/19,Win,580,No Location Recorded,1:00 PM,H,159,--,,,,,"REBOUND OFF by FEE,MIKAYLA",,,"REBOUND OFF by FEE,MIKAYLA",2,offensive rebound,,Centre,mikayla fee,,
160,20,birmingham-southern,Birmingham-Southern,Centre,65-54,65,54,"10, 13, 23, 19, 65","7, 18, 16, 13, 54",10,13,23,19,65,7,18,16,13,54,10-10 (3-6 SAA),8-12 (5-4 SAA),01/27/19,Win,580,No Location Recorded,1:00 PM,H,160,04:20,,,,,"MISS LAYUP by BUNNER,CHEYENNE",,,"MISS LAYUP by BUNNER,CHEYENNE",2,layup,missed,Centre,cheyenne bunner,,260
161,20,birmingham-southern,Birmingham-Southern,Centre,65-54,65,54,"10, 13, 23, 19, 65","7, 18, 16, 13, 54",10,13,23,19,65,7,18,16,13,54,10-10 (3-6 SAA),8-12 (5-4 SAA),01/27/19,Win,580,No Location Recorded,1:00 PM,H,161,04:20,"BLOCK  by OLSEN,EMILEE",,,,,,,"BLOCK  by OLSEN,EMILEE",2,block,,birmingham-southern,emilee olsen,,260
162,20,birmingham-southern,Birmingham-Southern,Centre,65-54,65,54,"10, 13, 23, 19, 65","7, 18, 16, 13, 54",10,13,23,19,65,7,18,16,13,54,10-10 (3-6 SAA),8-12 (5-4 SAA),01/27/19,Win,580,No Location Recorded,1:00 PM,H,162,--,"REBOUND DEF by OLSEN,EMILEE",,,,,,,"REBOUND DEF by OLSEN,EMILEE",2,defensive rebound,,birmingham-southern,emilee olsen,,
163,20,birmingham-southern,Birmingham-Southern,Centre,65-54,65,54,"10, 13, 23, 19, 65","7, 18, 16, 13, 54",10,13,23,19,65,7,18,16,13,54,10-10 (3-6 SAA),8-12 (5-4 SAA),01/27/19,Win,580,No Location Recorded,1:00 PM,H,163,04:11,"GOOD 3PTR by MIDDLETON,LEAH",22 (+5),,17,,BSC-W 22-17 (-5),,"GOOD 3PTR by MIDDLETON,LEAH",2,three pointer,good,birmingham-southern,leah middleton,3,251
164,20,birmingham-southern,Birmingham-Southern,Centre,65-54,65,54,"10, 13, 23, 19, 65","7, 18, 16, 13, 54",10,13,23,19,65,7,18,16,13,54,10-10 (3-6 SAA),8-12 (5-4 SAA),01/27/19,Win,580,No Location Recorded,1:00 PM,H,164,--,"ASSIST  by WANNEMUEHLER,JOSIE",,,,,,,"ASSIST  by WANNEMUEHLER,JOSIE",2,assist,,birmingham-southern,josie wannemuehler,,
165,20,birmingham-southern,Birmingham-Southern,Centre,65-54,65,54,"10, 13, 23, 19, 65","7, 18, 16, 13, 54",10,13,23,19,65,7,18,16,13,54,10-10 (3-6 SAA),8-12 (5-4 SAA),01/27/19,Win,580,No Location Recorded,1:00 PM,H,165,03:39,,,,,"MISS LAYUP by JENNINGS,RACHEL",,,"MISS LAYUP by JENNINGS,RACHEL",2,layup,missed,Centre,rachel jennings,,219
166,20,birmingham-southern,Birmingham-Southern,Centre,65-54,65,54,"10, 13, 23, 19, 65","7, 18, 16, 13, 54",10,13,23,19,65,7,18,16,13,54,10-10 (3-6 SAA),8-12 (5-4 SAA),01/27/19,Win,580,No Location Recorded,1:00 PM,H,166,--,"REBOUND DEF by MIDDLETON,LEAH",,,,,,,"REBOUND DEF by MIDDLETON,LEAH",2,defensive rebound,,birmingham-southern,leah middleton,,
167,20,birmingham-southern,Birmingham-Southern,Centre,65-54,65,54,"10, 13, 23, 19, 65","7, 18, 16, 13, 54",10,13,23,19,65,7,18,16,13,54,10-10 (3-6 SAA),8-12 (5-4 SAA),01/27/19,Win,580,No Location Recorded,1:00 PM,H,167,03:19,"MISS LAYUP by OLSEN,EMILEE",,,,,,,"MISS LAYUP by OLSEN,EMILEE",2,layup,missed,birmingham-southern,emilee olsen,,199
168,20,birmingham-southern,Birmingham-Southern,Centre,65-54,65,54,"10, 13, 23, 19, 65","7, 18, 16, 13, 54",10,13,23,19,65,7,18,16,13,54,10-10 (3-6 SAA),8-12 (5-4 SAA),01/27/19,Win,580,No Location Recorded,1:00 PM,H,168,--,,,,,"REBOUND DEF by FEE,MIKAYLA",,,"REBOUND DEF by FEE,MIKAYLA",2,defensive rebound,,Centre,mikayla fee,,
169,20,birmingham-southern,Birmingham-Southern,Centre,65-54,65,54,"10, 13, 23, 19, 65","7, 18, 16, 13, 54",10,13,23,19,65,7,18,16,13,54,10-10 (3-6 SAA),8-12 (5-4 SAA),01/27/19,Win,580,No Location Recorded,1:00 PM,H,169,02:49,,,,,"MISS JUMPER by FEE,MIKAYLA",,,"MISS JUMPER by FEE,MIKAYLA",2,jumper,missed,Centre,mikayla fee,,169
170,20,birmingham-southern,Birmingham-Southern,Centre,65-54,65,54,"10, 13, 23, 19, 65","7, 18, 16, 13, 54",10,13,23,19,65,7,18,16,13,54,10-10 (3-6 SAA),8-12 (5-4 SAA),01/27/19,Win,580,No Location Recorded,1:00 PM,H,170,02:49,"BLOCK  by OLSEN,EMILEE",,,,,,,"BLOCK  by OLSEN,EMILEE",2,block,,birmingham-southern,emilee olsen,,169
171,20,birmingham-southern,Birmingham-Southern,Centre,65-54,65,54,"10, 13, 23, 19, 65","7, 18, 16, 13, 54",10,13,23,19,65,7,18,16,13,54,10-10 (3-6 SAA),8-12 (5-4 SAA),01/27/19,Win,580,No Location Recorded,1:00 PM,H,171,--,"REBOUND DEF by OLSEN,EMILEE",,,,,,,"REBOUND DEF by OLSEN,EMILEE",2,defensive rebound,,birmingham-southern,emilee olsen,,
172,20,birmingham-southern,Birmingham-Southern,Centre,65-54,65,54,"10, 13, 23, 19, 65","7, 18, 16, 13, 54",10,13,23,19,65,7,18,16,13,54,10-10 (3-6 SAA),8-12 (5-4 SAA),01/27/19,Win,580,No Location Recorded,1:00 PM,H,172,02:32,"MISS JUMPER by QUINTANA,CASSADY",,,,,,,"MISS JUMPER by QUINTANA,CASSADY",2,jumper,missed,birmingham-southern,cassady quintana,,152
173,20,birmingham-southern,Birmingham-Southern,Centre,65-54,65,54,"10, 13, 23, 19, 65","7, 18, 16, 13, 54",10,13,23,19,65,7,18,16,13,54,10-10 (3-6 SAA),8-12 (5-4 SAA),01/27/19,Win,580,No Location Recorded,1:00 PM,H,173,--,,,,,"REBOUND DEF by MURRAY,KYLEE",,,"REBOUND DEF by MURRAY,KYLEE",2,defensive rebound,,Centre,kylee murray,,
174,20,birmingham-southern,Birmingham-Southern,Centre,65-54,65,54,"10, 13, 23, 19, 65","7, 18, 16, 13, 54",10,13,23,19,65,7,18,16,13,54,10-10 (3-6 SAA),8-12 (5-4 SAA),01/27/19,Win,580,No Location Recorded,1:00 PM,H,174,02:04,,22 (+3),,19,"GOOD JUMPER by MILLER,LAKKEN",CENTRE-W 22-19 (-3),,"GOOD JUMPER by MILLER,LAKKEN",2,jumper,good,Centre,lakken miller,2,124
175,20,birmingham-southern,Birmingham-Southern,Centre,65-54,65,54,"10, 13, 23, 19, 65","7, 18, 16, 13, 54",10,13,23,19,65,7,18,16,13,54,10-10 (3-6 SAA),8-12 (5-4 SAA),01/27/19,Win,580,No Location Recorded,1:00 PM,H,175,01:43,"MISS JUMPER by OLSEN,EMILEE",,,,,,,"MISS JUMPER by OLSEN,EMILEE",2,jumper,missed,birmingham-southern,emilee olsen,,103
176,20,birmingham-southern,Birmingham-Southern,Centre,65-54,65,54,"10, 13, 23, 19, 65","7, 18, 16, 13, 54",10,13,23,19,65,7,18,16,13,54,10-10 (3-6 SAA),8-12 (5-4 SAA),01/27/19,Win,580,No Location Recorded,1:00 PM,H,176,--,"REBOUND OFF by MIDDLETON,LEAH",,,,,,,"REBOUND OFF by MIDDLETON,LEAH",2,offensive rebound,,birmingham-southern,leah middleton,,
177,20,birmingham-southern,Birmingham-Southern,Centre,65-54,65,54,"10, 13, 23, 19, 65","7, 18, 16, 13, 54",10,13,23,19,65,7,18,16,13,54,10-10 (3-6 SAA),8-12 (5-4 SAA),01/27/19,Win,580,No Location Recorded,1:00 PM,H,177,01:39,"TURNOVER  by MIDDLETON,LEAH",,,,,,,"TURNOVER  by MIDDLETON,LEAH",2,turnover,,birmingham-southern,leah middleton,,99
178,20,birmingham-southern,Birmingham-Southern,Centre,65-54,65,54,"10, 13, 23, 19, 65","7, 18, 16, 13, 54",10,13,23,19,65,7,18,16,13,54,10-10 (3-6 SAA),8-12 (5-4 SAA),01/27/19,Win,580,No Location Recorded,1:00 PM,H,178,01:38,,,,,"STEAL  by MURRAY,KYLEE",,,"STEAL  by MURRAY,KYLEE",2,steal,,Centre,,,98
