,game,opponent name,boxscore_visitor_name,boxscore_home_name,final score,centreFinalScore,opponentFinalScore,centreScoreByPeriod,opponentScoreByPeriod,centreScorePeriod1,centreScorePeriod2,centreScorePeriod3,centreScorePeriod4,centreScorePeriod5,opponentScorePeriod1,opponentScorePeriod2,opponentScorePeriod3,opponentScorePeriod4,opponentScorePeriod5,centreRecord,opponentRecord,gameDate,outcome,attendance,gameLocation,gameTime,homeGame,,Time Remaining,NCC,Away Team Score,Play Team Indicator,Home Team Score,CEN,Game Score,Team Indicator,Play,period number,Play Type,Shot Outcome,Team,Player,Points Earned,Time(seconds)
133,5,north-central,North Central (Ill.),Centre,57-40,57,40,"11, 15, 15, 16, 57","8, 11, 8, 13, 40",11,15,15,16,57,8,11,8,13,40,4-1,1-3,11/25/18,Win,100,No Location Recorded,1:00 PM,N,133,07:56,,,,,"MISS JUMPER by WILSON,KATHLEEN",,,"MISS JUMPER by WILSON,KATHLEEN",2,jumper,missed,Centre,kathleen wilson,,476
134,5,north-central,North Central (Ill.),Centre,57-40,57,40,"11, 15, 15, 16, 57","8, 11, 8, 13, 40",11,15,15,16,57,8,11,8,13,40,4-1,1-3,11/25/18,Win,100,No Location Recorded,1:00 PM,N,134,--,"REBOUND DEF by WALLS,MAYA",,,,,,,"REBOUND DEF by WALLS,MAYA",2,defensive rebound,,north central (ill.),maya walls,,
135,5,north-central,North Central (Ill.),Centre,57-40,57,40,"11, 15, 15, 16, 57","8, 11, 8, 13, 40",11,15,15,16,57,8,11,8,13,40,4-1,1-3,11/25/18,Win,100,No Location Recorded,1:00 PM,N,135,07:42,"MISS JUMPER by HOWARD,TYONNE",,,,,,,"MISS JUMPER by HOWARD,TYONNE",2,jumper,missed,north central (ill.),tyonne howard,,462
136,5,north-central,North Central (Ill.),Centre,57-40,57,40,"11, 15, 15, 16, 57","8, 11, 8, 13, 40",11,15,15,16,57,8,11,8,13,40,4-1,1-3,11/25/18,Win,100,No Location Recorded,1:00 PM,N,136,--,,,,,"REBOUND DEF by RICE,MADISON",,,"REBOUND DEF by RICE,MADISON",2,defensive rebound,,Centre,madison rice,,
137,5,north-central,North Central (Ill.),Centre,57-40,57,40,"11, 15, 15, 16, 57","8, 11, 8, 13, 40",11,15,15,16,57,8,11,8,13,40,4-1,1-3,11/25/18,Win,100,No Location Recorded,1:00 PM,N,137,07:30,,10,,16 (+6),"GOOD 3PTR by RICE,MADISON",CEN 10-16 (+6),,"GOOD 3PTR by RICE,MADISON",2,three pointer,good,Centre,madison rice,3,450
138,5,north-central,North Central (Ill.),Centre,57-40,57,40,"11, 15, 15, 16, 57","8, 11, 8, 13, 40",11,15,15,16,57,8,11,8,13,40,4-1,1-3,11/25/18,Win,100,No Location Recorded,1:00 PM,N,138,--,,,,,"ASSIST  by STEWART,ABIGAIL",,,"ASSIST  by STEWART,ABIGAIL",2,assist,,Centre,abigail stewart,,
139,5,north-central,North Central (Ill.),Centre,57-40,57,40,"11, 15, 15, 16, 57","8, 11, 8, 13, 40",11,15,15,16,57,8,11,8,13,40,4-1,1-3,11/25/18,Win,100,No Location Recorded,1:00 PM,N,139,07:23,,,,,"FOUL  by WEHBY,ABIGAIL",,,"FOUL  by WEHBY,ABIGAIL",2,foul,,Centre,abigail wehby,,443
140,5,north-central,North Central (Ill.),Centre,57-40,57,40,"11, 15, 15, 16, 57","8, 11, 8, 13, 40",11,15,15,16,57,8,11,8,13,40,4-1,1-3,11/25/18,Win,100,No Location Recorded,1:00 PM,N,140,07:22,"SUB IN by DIMITROVA,NATALI",,,,,,,"SUB IN by DIMITROVA,NATALI",2,subbing in,,north central (ill.),natali dimitrova,,442
141,5,north-central,North Central (Ill.),Centre,57-40,57,40,"11, 15, 15, 16, 57","8, 11, 8, 13, 40",11,15,15,16,57,8,11,8,13,40,4-1,1-3,11/25/18,Win,100,No Location Recorded,1:00 PM,N,141,07:22,"SUB OUT by VITKUS,HANNAH",,,,,,,"SUB OUT by VITKUS,HANNAH",2,subbing out,,north central (ill.),hannah vitkus,,442
142,5,north-central,North Central (Ill.),Centre,57-40,57,40,"11, 15, 15, 16, 57","8, 11, 8, 13, 40",11,15,15,16,57,8,11,8,13,40,4-1,1-3,11/25/18,Win,100,No Location Recorded,1:00 PM,N,142,07:22,,,,,"SUB IN by MORRIS,TAYLOR",,,"SUB IN by MORRIS,TAYLOR",2,subbing in,,Centre,taylor morris,,442
143,5,north-central,North Central (Ill.),Centre,57-40,57,40,"11, 15, 15, 16, 57","8, 11, 8, 13, 40",11,15,15,16,57,8,11,8,13,40,4-1,1-3,11/25/18,Win,100,No Location Recorded,1:00 PM,N,143,07:22,,,,,"SUB OUT by WEHBY,ABIGAIL",,,"SUB OUT by WEHBY,ABIGAIL",2,subbing out,,Centre,abigail wehby,,442
144,5,north-central,North Central (Ill.),Centre,57-40,57,40,"11, 15, 15, 16, 57","8, 11, 8, 13, 40",11,15,15,16,57,8,11,8,13,40,4-1,1-3,11/25/18,Win,100,No Location Recorded,1:00 PM,N,144,07:09,"MISS 3PTR by PEARSON,ALLISON",,,,,,,"MISS 3PTR by PEARSON,ALLISON",2,three pointer,missed,north central (ill.),allison pearson,,429
145,5,north-central,North Central (Ill.),Centre,57-40,57,40,"11, 15, 15, 16, 57","8, 11, 8, 13, 40",11,15,15,16,57,8,11,8,13,40,4-1,1-3,11/25/18,Win,100,No Location Recorded,1:00 PM,N,145,--,,,,,"REBOUND DEF by STEWART,ABIGAIL",,,"REBOUND DEF by STEWART,ABIGAIL",2,defensive rebound,,Centre,abigail stewart,,
146,5,north-central,North Central (Ill.),Centre,57-40,57,40,"11, 15, 15, 16, 57","8, 11, 8, 13, 40",11,15,15,16,57,8,11,8,13,40,4-1,1-3,11/25/18,Win,100,No Location Recorded,1:00 PM,N,146,06:42,,,,,"MISS JUMPER by STEWART,ABIGAIL",,,"MISS JUMPER by STEWART,ABIGAIL",2,jumper,missed,Centre,abigail stewart,,402
147,5,north-central,North Central (Ill.),Centre,57-40,57,40,"11, 15, 15, 16, 57","8, 11, 8, 13, 40",11,15,15,16,57,8,11,8,13,40,4-1,1-3,11/25/18,Win,100,No Location Recorded,1:00 PM,N,147,--,"REBOUND DEF by WALLS,MAYA",,,,,,,"REBOUND DEF by WALLS,MAYA",2,defensive rebound,,north central (ill.),maya walls,,
148,5,north-central,North Central (Ill.),Centre,57-40,57,40,"11, 15, 15, 16, 57","8, 11, 8, 13, 40",11,15,15,16,57,8,11,8,13,40,4-1,1-3,11/25/18,Win,100,No Location Recorded,1:00 PM,N,148,06:22,,,,,"FOUL  by MARCUM,MADISON",,,"FOUL  by MARCUM,MADISON",2,foul,,Centre,madison marcum,,382
149,5,north-central,North Central (Ill.),Centre,57-40,57,40,"11, 15, 15, 16, 57","8, 11, 8, 13, 40",11,15,15,16,57,8,11,8,13,40,4-1,1-3,11/25/18,Win,100,No Location Recorded,1:00 PM,N,149,06:22,"GOOD FT by HOWARD,TYONNE",11,,16 (+5),,NCC 11-16 (+5),,"GOOD FT by HOWARD,TYONNE",2,free throw,good,north central (ill.),tyonne howard,1,382
150,5,north-central,North Central (Ill.),Centre,57-40,57,40,"11, 15, 15, 16, 57","8, 11, 8, 13, 40",11,15,15,16,57,8,11,8,13,40,4-1,1-3,11/25/18,Win,100,No Location Recorded,1:00 PM,N,150,06:22,"GOOD FT by HOWARD,TYONNE",12,,16 (+4),,NCC 12-16 (+4),,"GOOD FT by HOWARD,TYONNE",2,free throw,good,north central (ill.),tyonne howard,1,382
151,5,north-central,North Central (Ill.),Centre,57-40,57,40,"11, 15, 15, 16, 57","8, 11, 8, 13, 40",11,15,15,16,57,8,11,8,13,40,4-1,1-3,11/25/18,Win,100,No Location Recorded,1:00 PM,N,151,06:22,"SUB IN by BRENNAN,LYNDSAY",,,,,,,"SUB IN by BRENNAN,LYNDSAY",2,subbing in,,north central (ill.),lyndsay brennan,,382
152,5,north-central,North Central (Ill.),Centre,57-40,57,40,"11, 15, 15, 16, 57","8, 11, 8, 13, 40",11,15,15,16,57,8,11,8,13,40,4-1,1-3,11/25/18,Win,100,No Location Recorded,1:00 PM,N,152,06:22,"SUB OUT by HOWARD,TYONNE",,,,,,,"SUB OUT by HOWARD,TYONNE",2,subbing out,,north central (ill.),tyonne howard,,382
153,5,north-central,North Central (Ill.),Centre,57-40,57,40,"11, 15, 15, 16, 57","8, 11, 8, 13, 40",11,15,15,16,57,8,11,8,13,40,4-1,1-3,11/25/18,Win,100,No Location Recorded,1:00 PM,N,153,06:22,,,,,"SUB IN by MILLER,LAKKEN",,,"SUB IN by MILLER,LAKKEN",2,subbing in,,Centre,lakken miller,,382
154,5,north-central,North Central (Ill.),Centre,57-40,57,40,"11, 15, 15, 16, 57","8, 11, 8, 13, 40",11,15,15,16,57,8,11,8,13,40,4-1,1-3,11/25/18,Win,100,No Location Recorded,1:00 PM,N,154,06:22,,,,,"SUB IN by MURRAY,KYLEE",,,"SUB IN by MURRAY,KYLEE",2,subbing in,,Centre,kylee murray,,382
155,5,north-central,North Central (Ill.),Centre,57-40,57,40,"11, 15, 15, 16, 57","8, 11, 8, 13, 40",11,15,15,16,57,8,11,8,13,40,4-1,1-3,11/25/18,Win,100,No Location Recorded,1:00 PM,N,155,06:22,,,,,"SUB IN by BUNNER,CHEYENNE",,,"SUB IN by BUNNER,CHEYENNE",2,subbing in,,Centre,cheyenne bunner,,382
156,5,north-central,North Central (Ill.),Centre,57-40,57,40,"11, 15, 15, 16, 57","8, 11, 8, 13, 40",11,15,15,16,57,8,11,8,13,40,4-1,1-3,11/25/18,Win,100,No Location Recorded,1:00 PM,N,156,06:22,,,,,"SUB IN by HICKS,ELLEN",,,"SUB IN by HICKS,ELLEN",2,subbing in,,Centre,ellen hicks,,382
157,5,north-central,North Central (Ill.),Centre,57-40,57,40,"11, 15, 15, 16, 57","8, 11, 8, 13, 40",11,15,15,16,57,8,11,8,13,40,4-1,1-3,11/25/18,Win,100,No Location Recorded,1:00 PM,N,157,06:22,,,,,"SUB OUT by RICE,MADISON",,,"SUB OUT by RICE,MADISON",2,subbing out,,Centre,madison rice,,382
158,5,north-central,North Central (Ill.),Centre,57-40,57,40,"11, 15, 15, 16, 57","8, 11, 8, 13, 40",11,15,15,16,57,8,11,8,13,40,4-1,1-3,11/25/18,Win,100,No Location Recorded,1:00 PM,N,158,06:22,,,,,"SUB OUT by MARCUM,MADISON",,,"SUB OUT by MARCUM,MADISON",2,subbing out,,Centre,madison marcum,,382
159,5,north-central,North Central (Ill.),Centre,57-40,57,40,"11, 15, 15, 16, 57","8, 11, 8, 13, 40",11,15,15,16,57,8,11,8,13,40,4-1,1-3,11/25/18,Win,100,No Location Recorded,1:00 PM,N,159,06:22,,,,,"SUB OUT by STEWART,ABIGAIL",,,"SUB OUT by STEWART,ABIGAIL",2,subbing out,,Centre,abigail stewart,,382
160,5,north-central,North Central (Ill.),Centre,57-40,57,40,"11, 15, 15, 16, 57","8, 11, 8, 13, 40",11,15,15,16,57,8,11,8,13,40,4-1,1-3,11/25/18,Win,100,No Location Recorded,1:00 PM,N,160,06:22,,,,,"SUB OUT by WILSON,KATHLEEN",,,"SUB OUT by WILSON,KATHLEEN",2,subbing out,,Centre,kathleen wilson,,382
161,5,north-central,North Central (Ill.),Centre,57-40,57,40,"11, 15, 15, 16, 57","8, 11, 8, 13, 40",11,15,15,16,57,8,11,8,13,40,4-1,1-3,11/25/18,Win,100,No Location Recorded,1:00 PM,N,161,06:12,,,,,"TURNOVER  by MORRIS,TAYLOR",,,"TURNOVER  by MORRIS,TAYLOR",2,turnover,,Centre,taylor morris,,372
162,5,north-central,North Central (Ill.),Centre,57-40,57,40,"11, 15, 15, 16, 57","8, 11, 8, 13, 40",11,15,15,16,57,8,11,8,13,40,4-1,1-3,11/25/18,Win,100,No Location Recorded,1:00 PM,N,162,06:11,"STEAL  by NEWSOME,ALANNA",,,,,,,"STEAL  by NEWSOME,ALANNA",2,steal,,north central (ill.),,,371
163,5,north-central,North Central (Ill.),Centre,57-40,57,40,"11, 15, 15, 16, 57","8, 11, 8, 13, 40",11,15,15,16,57,8,11,8,13,40,4-1,1-3,11/25/18,Win,100,No Location Recorded,1:00 PM,N,163,06:09,,,,,"FOUL  by MORRIS,TAYLOR",,,"FOUL  by MORRIS,TAYLOR",2,foul,,Centre,taylor morris,,369
164,5,north-central,North Central (Ill.),Centre,57-40,57,40,"11, 15, 15, 16, 57","8, 11, 8, 13, 40",11,15,15,16,57,8,11,8,13,40,4-1,1-3,11/25/18,Win,100,No Location Recorded,1:00 PM,N,164,06:08,"MISS FT by NEWSOME,ALANNA",,,,,,,"MISS FT by NEWSOME,ALANNA",2,free throw,missed,north central (ill.),alanna newsome,,368
165,5,north-central,North Central (Ill.),Centre,57-40,57,40,"11, 15, 15, 16, 57","8, 11, 8, 13, 40",11,15,15,16,57,8,11,8,13,40,4-1,1-3,11/25/18,Win,100,No Location Recorded,1:00 PM,N,165,--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2,deadball rebound,,Centre,,,
166,5,north-central,North Central (Ill.),Centre,57-40,57,40,"11, 15, 15, 16, 57","8, 11, 8, 13, 40",11,15,15,16,57,8,11,8,13,40,4-1,1-3,11/25/18,Win,100,No Location Recorded,1:00 PM,N,166,06:08,"GOOD FT by NEWSOME,ALANNA",13,,16 (+3),,NCC 13-16 (+3),,"GOOD FT by NEWSOME,ALANNA",2,free throw,good,north central (ill.),alanna newsome,1,368
167,5,north-central,North Central (Ill.),Centre,57-40,57,40,"11, 15, 15, 16, 57","8, 11, 8, 13, 40",11,15,15,16,57,8,11,8,13,40,4-1,1-3,11/25/18,Win,100,No Location Recorded,1:00 PM,N,167,06:08,"SUB IN by GEIS,SYDNEY",,,,,,,"SUB IN by GEIS,SYDNEY",2,subbing in,,north central (ill.),sydney geis,,368
168,5,north-central,North Central (Ill.),Centre,57-40,57,40,"11, 15, 15, 16, 57","8, 11, 8, 13, 40",11,15,15,16,57,8,11,8,13,40,4-1,1-3,11/25/18,Win,100,No Location Recorded,1:00 PM,N,168,06:08,"SUB OUT by PEARSON,ALLISON",,,,,,,"SUB OUT by PEARSON,ALLISON",2,subbing out,,north central (ill.),allison pearson,,368
169,5,north-central,North Central (Ill.),Centre,57-40,57,40,"11, 15, 15, 16, 57","8, 11, 8, 13, 40",11,15,15,16,57,8,11,8,13,40,4-1,1-3,11/25/18,Win,100,No Location Recorded,1:00 PM,N,169,06:08,,,,,"SUB IN by CHIRICO,PRESLEY",,,"SUB IN by CHIRICO,PRESLEY",2,subbing in,,Centre,presley chirico,,368
170,5,north-central,North Central (Ill.),Centre,57-40,57,40,"11, 15, 15, 16, 57","8, 11, 8, 13, 40",11,15,15,16,57,8,11,8,13,40,4-1,1-3,11/25/18,Win,100,No Location Recorded,1:00 PM,N,170,06:08,,,,,"SUB OUT by MORRIS,TAYLOR",,,"SUB OUT by MORRIS,TAYLOR",2,subbing out,,Centre,taylor morris,,368
171,5,north-central,North Central (Ill.),Centre,57-40,57,40,"11, 15, 15, 16, 57","8, 11, 8, 13, 40",11,15,15,16,57,8,11,8,13,40,4-1,1-3,11/25/18,Win,100,No Location Recorded,1:00 PM,N,171,05:42,,,,,"MISS JUMPER by CHIRICO,PRESLEY",,,"MISS JUMPER by CHIRICO,PRESLEY",2,jumper,missed,Centre,presley chirico,,342
172,5,north-central,North Central (Ill.),Centre,57-40,57,40,"11, 15, 15, 16, 57","8, 11, 8, 13, 40",11,15,15,16,57,8,11,8,13,40,4-1,1-3,11/25/18,Win,100,No Location Recorded,1:00 PM,N,172,--,"REBOUND DEF by DIMITROVA,NATALI",,,,,,,"REBOUND DEF by DIMITROVA,NATALI",2,defensive rebound,,north central (ill.),natali dimitrova,,
173,5,north-central,North Central (Ill.),Centre,57-40,57,40,"11, 15, 15, 16, 57","8, 11, 8, 13, 40",11,15,15,16,57,8,11,8,13,40,4-1,1-3,11/25/18,Win,100,No Location Recorded,1:00 PM,N,173,05:36,"TURNOVER  by NEWSOME,ALANNA",,,,,,,"TURNOVER  by NEWSOME,ALANNA",2,turnover,,north central (ill.),alanna newsome,,336
174,5,north-central,North Central (Ill.),Centre,57-40,57,40,"11, 15, 15, 16, 57","8, 11, 8, 13, 40",11,15,15,16,57,8,11,8,13,40,4-1,1-3,11/25/18,Win,100,No Location Recorded,1:00 PM,N,174,05:35,,,,,"STEAL  by BUNNER,CHEYENNE",,,"STEAL  by BUNNER,CHEYENNE",2,steal,,Centre,,,335
175,5,north-central,North Central (Ill.),Centre,57-40,57,40,"11, 15, 15, 16, 57","8, 11, 8, 13, 40",11,15,15,16,57,8,11,8,13,40,4-1,1-3,11/25/18,Win,100,No Location Recorded,1:00 PM,N,175,05:33,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2,timeout,,Centre,,,333
176,5,north-central,North Central (Ill.),Centre,57-40,57,40,"11, 15, 15, 16, 57","8, 11, 8, 13, 40",11,15,15,16,57,8,11,8,13,40,4-1,1-3,11/25/18,Win,100,No Location Recorded,1:00 PM,N,176,05:25,"FOUL  by BRENNAN,LYNDSAY",,,,,,,"FOUL  by BRENNAN,LYNDSAY",2,foul,,north central (ill.),lyndsay brennan,,325
177,5,north-central,North Central (Ill.),Centre,57-40,57,40,"11, 15, 15, 16, 57","8, 11, 8, 13, 40",11,15,15,16,57,8,11,8,13,40,4-1,1-3,11/25/18,Win,100,No Location Recorded,1:00 PM,N,177,05:25,,13,,17 (+4),"GOOD FT by CHIRICO,PRESLEY",CEN 13-17 (+4),,"GOOD FT by CHIRICO,PRESLEY",2,free throw,good,Centre,presley chirico,1,325
178,5,north-central,North Central (Ill.),Centre,57-40,57,40,"11, 15, 15, 16, 57","8, 11, 8, 13, 40",11,15,15,16,57,8,11,8,13,40,4-1,1-3,11/25/18,Win,100,No Location Recorded,1:00 PM,N,178,05:25,,,,,"MISS FT by CHIRICO,PRESLEY",,,"MISS FT by CHIRICO,PRESLEY",2,free throw,missed,Centre,presley chirico,,325
179,5,north-central,North Central (Ill.),Centre,57-40,57,40,"11, 15, 15, 16, 57","8, 11, 8, 13, 40",11,15,15,16,57,8,11,8,13,40,4-1,1-3,11/25/18,Win,100,No Location Recorded,1:00 PM,N,179,--,"REBOUND DEF by WALLS,MAYA",,,,,,,"REBOUND DEF by WALLS,MAYA",2,defensive rebound,,north central (ill.),maya walls,,
180,5,north-central,North Central (Ill.),Centre,57-40,57,40,"11, 15, 15, 16, 57","8, 11, 8, 13, 40",11,15,15,16,57,8,11,8,13,40,4-1,1-3,11/25/18,Win,100,No Location Recorded,1:00 PM,N,180,05:25,,,,,"SUB IN by STEWART,ABIGAIL",,,"SUB IN by STEWART,ABIGAIL",2,subbing in,,Centre,abigail stewart,,325
181,5,north-central,North Central (Ill.),Centre,57-40,57,40,"11, 15, 15, 16, 57","8, 11, 8, 13, 40",11,15,15,16,57,8,11,8,13,40,4-1,1-3,11/25/18,Win,100,No Location Recorded,1:00 PM,N,181,05:25,,,,,"SUB IN by RICE,MADISON",,,"SUB IN by RICE,MADISON",2,subbing in,,Centre,madison rice,,325
182,5,north-central,North Central (Ill.),Centre,57-40,57,40,"11, 15, 15, 16, 57","8, 11, 8, 13, 40",11,15,15,16,57,8,11,8,13,40,4-1,1-3,11/25/18,Win,100,No Location Recorded,1:00 PM,N,182,05:25,,,,,"SUB IN by WEHBY,ABIGAIL",,,"SUB IN by WEHBY,ABIGAIL",2,subbing in,,Centre,abigail wehby,,325
183,5,north-central,North Central (Ill.),Centre,57-40,57,40,"11, 15, 15, 16, 57","8, 11, 8, 13, 40",11,15,15,16,57,8,11,8,13,40,4-1,1-3,11/25/18,Win,100,No Location Recorded,1:00 PM,N,183,05:25,,,,,"SUB IN by MARCUM,MADISON",,,"SUB IN by MARCUM,MADISON",2,subbing in,,Centre,madison marcum,,325
184,5,north-central,North Central (Ill.),Centre,57-40,57,40,"11, 15, 15, 16, 57","8, 11, 8, 13, 40",11,15,15,16,57,8,11,8,13,40,4-1,1-3,11/25/18,Win,100,No Location Recorded,1:00 PM,N,184,05:25,,,,,"SUB OUT by MILLER,LAKKEN",,,"SUB OUT by MILLER,LAKKEN",2,subbing out,,Centre,lakken miller,,325
185,5,north-central,North Central (Ill.),Centre,57-40,57,40,"11, 15, 15, 16, 57","8, 11, 8, 13, 40",11,15,15,16,57,8,11,8,13,40,4-1,1-3,11/25/18,Win,100,No Location Recorded,1:00 PM,N,185,05:25,,,,,"SUB OUT by BUNNER,CHEYENNE",,,"SUB OUT by BUNNER,CHEYENNE",2,subbing out,,Centre,cheyenne bunner,,325
186,5,north-central,North Central (Ill.),Centre,57-40,57,40,"11, 15, 15, 16, 57","8, 11, 8, 13, 40",11,15,15,16,57,8,11,8,13,40,4-1,1-3,11/25/18,Win,100,No Location Recorded,1:00 PM,N,186,05:25,,,,,"SUB OUT by HICKS,ELLEN",,,"SUB OUT by HICKS,ELLEN",2,subbing out,,Centre,ellen hicks,,325
187,5,north-central,North Central (Ill.),Centre,57-40,57,40,"11, 15, 15, 16, 57","8, 11, 8, 13, 40",11,15,15,16,57,8,11,8,13,40,4-1,1-3,11/25/18,Win,100,No Location Recorded,1:00 PM,N,187,05:25,,,,,"SUB OUT by MURRAY,KYLEE",,,"SUB OUT by MURRAY,KYLEE",2,subbing out,,Centre,kylee murray,,325
188,5,north-central,North Central (Ill.),Centre,57-40,57,40,"11, 15, 15, 16, 57","8, 11, 8, 13, 40",11,15,15,16,57,8,11,8,13,40,4-1,1-3,11/25/18,Win,100,No Location Recorded,1:00 PM,N,188,05:02,,,,,"FOUL  by WEHBY,ABIGAIL",,,"FOUL  by WEHBY,ABIGAIL",2,foul,,Centre,abigail wehby,,302
189,5,north-central,North Central (Ill.),Centre,57-40,57,40,"11, 15, 15, 16, 57","8, 11, 8, 13, 40",11,15,15,16,57,8,11,8,13,40,4-1,1-3,11/25/18,Win,100,No Location Recorded,1:00 PM,N,189,05:02,"GOOD FT by NEWSOME,ALANNA",14,,17 (+3),,NCC 14-17 (+3),,"GOOD FT by NEWSOME,ALANNA",2,free throw,good,north central (ill.),alanna newsome,1,302
190,5,north-central,North Central (Ill.),Centre,57-40,57,40,"11, 15, 15, 16, 57","8, 11, 8, 13, 40",11,15,15,16,57,8,11,8,13,40,4-1,1-3,11/25/18,Win,100,No Location Recorded,1:00 PM,N,190,05:02,"MISS FT by NEWSOME,ALANNA",,,,,,,"MISS FT by NEWSOME,ALANNA",2,free throw,missed,north central (ill.),alanna newsome,,302
191,5,north-central,North Central (Ill.),Centre,57-40,57,40,"11, 15, 15, 16, 57","8, 11, 8, 13, 40",11,15,15,16,57,8,11,8,13,40,4-1,1-3,11/25/18,Win,100,No Location Recorded,1:00 PM,N,191,--,,,,,"REBOUND DEF by STEWART,ABIGAIL",,,"REBOUND DEF by STEWART,ABIGAIL",2,defensive rebound,,Centre,abigail stewart,,
192,5,north-central,North Central (Ill.),Centre,57-40,57,40,"11, 15, 15, 16, 57","8, 11, 8, 13, 40",11,15,15,16,57,8,11,8,13,40,4-1,1-3,11/25/18,Win,100,No Location Recorded,1:00 PM,N,192,05:02,,,,,"SUB IN by MILLER,LAKKEN",,,"SUB IN by MILLER,LAKKEN",2,subbing in,,Centre,lakken miller,,302
193,5,north-central,North Central (Ill.),Centre,57-40,57,40,"11, 15, 15, 16, 57","8, 11, 8, 13, 40",11,15,15,16,57,8,11,8,13,40,4-1,1-3,11/25/18,Win,100,No Location Recorded,1:00 PM,N,193,05:02,,,,,"SUB IN by WILSON,KATHLEEN",,,"SUB IN by WILSON,KATHLEEN",2,subbing in,,Centre,kathleen wilson,,302
194,5,north-central,North Central (Ill.),Centre,57-40,57,40,"11, 15, 15, 16, 57","8, 11, 8, 13, 40",11,15,15,16,57,8,11,8,13,40,4-1,1-3,11/25/18,Win,100,No Location Recorded,1:00 PM,N,194,05:02,,,,,"SUB OUT by WEHBY,ABIGAIL",,,"SUB OUT by WEHBY,ABIGAIL",2,subbing out,,Centre,abigail wehby,,302
195,5,north-central,North Central (Ill.),Centre,57-40,57,40,"11, 15, 15, 16, 57","8, 11, 8, 13, 40",11,15,15,16,57,8,11,8,13,40,4-1,1-3,11/25/18,Win,100,No Location Recorded,1:00 PM,N,195,05:02,,,,,"SUB OUT by CHIRICO,PRESLEY",,,"SUB OUT by CHIRICO,PRESLEY",2,subbing out,,Centre,presley chirico,,302
196,5,north-central,North Central (Ill.),Centre,57-40,57,40,"11, 15, 15, 16, 57","8, 11, 8, 13, 40",11,15,15,16,57,8,11,8,13,40,4-1,1-3,11/25/18,Win,100,No Location Recorded,1:00 PM,N,196,04:48,,,,,"TURNOVER  by MILLER,LAKKEN",,,"TURNOVER  by MILLER,LAKKEN",2,turnover,,Centre,lakken miller,,288
197,5,north-central,North Central (Ill.),Centre,57-40,57,40,"11, 15, 15, 16, 57","8, 11, 8, 13, 40",11,15,15,16,57,8,11,8,13,40,4-1,1-3,11/25/18,Win,100,No Location Recorded,1:00 PM,N,197,04:46,"STEAL  by GEIS,SYDNEY",,,,,,,"STEAL  by GEIS,SYDNEY",2,steal,,north central (ill.),,,286
198,5,north-central,North Central (Ill.),Centre,57-40,57,40,"11, 15, 15, 16, 57","8, 11, 8, 13, 40",11,15,15,16,57,8,11,8,13,40,4-1,1-3,11/25/18,Win,100,No Location Recorded,1:00 PM,N,198,04:30,"TURNOVER  by GEIS,SYDNEY",,,,,,,"TURNOVER  by GEIS,SYDNEY",2,turnover,,north central (ill.),sydney geis,,270
199,5,north-central,North Central (Ill.),Centre,57-40,57,40,"11, 15, 15, 16, 57","8, 11, 8, 13, 40",11,15,15,16,57,8,11,8,13,40,4-1,1-3,11/25/18,Win,100,No Location Recorded,1:00 PM,N,199,04:05,,14,,19 (+5),"GOOD JUMPER by WILSON,KATHLEEN",CEN 14-19 (+5),,"GOOD JUMPER by WILSON,KATHLEEN",2,jumper,good,Centre,kathleen wilson,2,245
200,5,north-central,North Central (Ill.),Centre,57-40,57,40,"11, 15, 15, 16, 57","8, 11, 8, 13, 40",11,15,15,16,57,8,11,8,13,40,4-1,1-3,11/25/18,Win,100,No Location Recorded,1:00 PM,N,200,03:49,"MISS 3PTR by NEWSOME,ALANNA",,,,,,,"MISS 3PTR by NEWSOME,ALANNA",2,three pointer,missed,north central (ill.),alanna newsome,,229
201,5,north-central,North Central (Ill.),Centre,57-40,57,40,"11, 15, 15, 16, 57","8, 11, 8, 13, 40",11,15,15,16,57,8,11,8,13,40,4-1,1-3,11/25/18,Win,100,No Location Recorded,1:00 PM,N,201,--,,,,,"REBOUND DEF by RICE,MADISON",,,"REBOUND DEF by RICE,MADISON",2,defensive rebound,,Centre,madison rice,,
202,5,north-central,North Central (Ill.),Centre,57-40,57,40,"11, 15, 15, 16, 57","8, 11, 8, 13, 40",11,15,15,16,57,8,11,8,13,40,4-1,1-3,11/25/18,Win,100,No Location Recorded,1:00 PM,N,202,03:37,,,,,"TURNOVER  by MARCUM,MADISON",,,"TURNOVER  by MARCUM,MADISON",2,turnover,,Centre,madison marcum,,217
203,5,north-central,North Central (Ill.),Centre,57-40,57,40,"11, 15, 15, 16, 57","8, 11, 8, 13, 40",11,15,15,16,57,8,11,8,13,40,4-1,1-3,11/25/18,Win,100,No Location Recorded,1:00 PM,N,203,03:36,"STEAL  by WALLS,MAYA",,,,,,,"STEAL  by WALLS,MAYA",2,steal,,north central (ill.),,,216
