,game,opponent name,boxscore_visitor_name,boxscore_home_name,final score,centreFinalScore,opponentFinalScore,centreScoreByPeriod,opponentScoreByPeriod,centreScorePeriod1,centreScorePeriod2,centreScorePeriod3,centreScorePeriod4,centreScorePeriod5,opponentScorePeriod1,opponentScorePeriod2,opponentScorePeriod3,opponentScorePeriod4,opponentScorePeriod5,centreRecord,opponentRecord,gameDate,outcome,attendance,gameLocation,gameTime,homeGame,,Time Remaining,NCC,Away Team Score,Play Team Indicator,Home Team Score,CEN,Game Score,Team Indicator,Play,period number,Play Type,Shot Outcome,Team,Player,Points Earned,Time(seconds)
62,5,north-central,North Central (Ill.),Centre,57-40,57,40,"11, 15, 15, 16, 57","8, 11, 8, 13, 40",11,15,15,16,57,8,11,8,13,40,4-1,1-3,11/25/18,Win,100,No Location Recorded,1:00 PM,N,62,04:04,,,,,"SUB OUT by MILLER,LAKKEN",,,"SUB OUT by MILLER,LAKKEN",1,subbing out,,Centre,lakken miller,,244
63,5,north-central,North Central (Ill.),Centre,57-40,57,40,"11, 15, 15, 16, 57","8, 11, 8, 13, 40",11,15,15,16,57,8,11,8,13,40,4-1,1-3,11/25/18,Win,100,No Location Recorded,1:00 PM,N,63,04:04,,,,,"SUB OUT by BUNNER,CHEYENNE",,,"SUB OUT by BUNNER,CHEYENNE",1,subbing out,,Centre,cheyenne bunner,,244
64,5,north-central,North Central (Ill.),Centre,57-40,57,40,"11, 15, 15, 16, 57","8, 11, 8, 13, 40",11,15,15,16,57,8,11,8,13,40,4-1,1-3,11/25/18,Win,100,No Location Recorded,1:00 PM,N,64,04:04,,,,,"SUB OUT by MORRIS,TAYLOR",,,"SUB OUT by MORRIS,TAYLOR",1,subbing out,,Centre,taylor morris,,244
65,5,north-central,North Central (Ill.),Centre,57-40,57,40,"11, 15, 15, 16, 57","8, 11, 8, 13, 40",11,15,15,16,57,8,11,8,13,40,4-1,1-3,11/25/18,Win,100,No Location Recorded,1:00 PM,N,65,04:04,,,,,"SUB OUT by HICKS,ELLEN",,,"SUB OUT by HICKS,ELLEN",1,subbing out,,Centre,ellen hicks,,244
66,5,north-central,North Central (Ill.),Centre,57-40,57,40,"11, 15, 15, 16, 57","8, 11, 8, 13, 40",11,15,15,16,57,8,11,8,13,40,4-1,1-3,11/25/18,Win,100,No Location Recorded,1:00 PM,N,66,04:04,,,,,"SUB OUT by CHIRICO,PRESLEY",,,"SUB OUT by CHIRICO,PRESLEY",1,subbing out,,Centre,presley chirico,,244
67,5,north-central,North Central (Ill.),Centre,57-40,57,40,"11, 15, 15, 16, 57","8, 11, 8, 13, 40",11,15,15,16,57,8,11,8,13,40,4-1,1-3,11/25/18,Win,100,No Location Recorded,1:00 PM,N,67,03:58,"TURNOVER  by NEWSOME,ALANNA",,,,,,,"TURNOVER  by NEWSOME,ALANNA",1,turnover,,north central (ill.),alanna newsome,,238
68,5,north-central,North Central (Ill.),Centre,57-40,57,40,"11, 15, 15, 16, 57","8, 11, 8, 13, 40",11,15,15,16,57,8,11,8,13,40,4-1,1-3,11/25/18,Win,100,No Location Recorded,1:00 PM,N,68,03:58,"SUB IN by DESENBERG,PAGE",,,,,,,"SUB IN by DESENBERG,PAGE",1,subbing in,,north central (ill.),page desenberg,,238
69,5,north-central,North Central (Ill.),Centre,57-40,57,40,"11, 15, 15, 16, 57","8, 11, 8, 13, 40",11,15,15,16,57,8,11,8,13,40,4-1,1-3,11/25/18,Win,100,No Location Recorded,1:00 PM,N,69,03:58,"SUB OUT by HOWARD,TYONNE",,,,,,,"SUB OUT by HOWARD,TYONNE",1,subbing out,,north central (ill.),tyonne howard,,238
70,5,north-central,North Central (Ill.),Centre,57-40,57,40,"11, 15, 15, 16, 57","8, 11, 8, 13, 40",11,15,15,16,57,8,11,8,13,40,4-1,1-3,11/25/18,Win,100,No Location Recorded,1:00 PM,N,70,03:41,,,,,"MISS 3PTR by RICE,MADISON",,,"MISS 3PTR by RICE,MADISON",1,three pointer,missed,Centre,madison rice,,221
71,5,north-central,North Central (Ill.),Centre,57-40,57,40,"11, 15, 15, 16, 57","8, 11, 8, 13, 40",11,15,15,16,57,8,11,8,13,40,4-1,1-3,11/25/18,Win,100,No Location Recorded,1:00 PM,N,71,--,"REBOUND DEF by WALLS,MAYA",,,,,,,"REBOUND DEF by WALLS,MAYA",1,defensive rebound,,north central (ill.),maya walls,,
72,5,north-central,North Central (Ill.),Centre,57-40,57,40,"11, 15, 15, 16, 57","8, 11, 8, 13, 40",11,15,15,16,57,8,11,8,13,40,4-1,1-3,11/25/18,Win,100,No Location Recorded,1:00 PM,N,72,03:10,,,,,"FOUL  by RICE,MADISON",,,"FOUL  by RICE,MADISON",1,foul,,Centre,madison rice,,190
73,5,north-central,North Central (Ill.),Centre,57-40,57,40,"11, 15, 15, 16, 57","8, 11, 8, 13, 40",11,15,15,16,57,8,11,8,13,40,4-1,1-3,11/25/18,Win,100,No Location Recorded,1:00 PM,N,73,03:10,"GOOD FT by DIMITROVA,NATALI",5,,5,,NCC 5-5 (0),,"GOOD FT by DIMITROVA,NATALI",1,free throw,good,north central (ill.),natali dimitrova,1,190
74,5,north-central,North Central (Ill.),Centre,57-40,57,40,"11, 15, 15, 16, 57","8, 11, 8, 13, 40",11,15,15,16,57,8,11,8,13,40,4-1,1-3,11/25/18,Win,100,No Location Recorded,1:00 PM,N,74,03:10,"GOOD FT by DIMITROVA,NATALI",6 (+1),,5,,NCC 6-5 (-1),,"GOOD FT by DIMITROVA,NATALI",1,free throw,good,north central (ill.),natali dimitrova,1,190
75,5,north-central,North Central (Ill.),Centre,57-40,57,40,"11, 15, 15, 16, 57","8, 11, 8, 13, 40",11,15,15,16,57,8,11,8,13,40,4-1,1-3,11/25/18,Win,100,No Location Recorded,1:00 PM,N,75,03:10,"SUB IN by BRAUN,HAYDN",,,,,,,"SUB IN by BRAUN,HAYDN",1,subbing in,,north central (ill.),haydn braun,,190
76,5,north-central,North Central (Ill.),Centre,57-40,57,40,"11, 15, 15, 16, 57","8, 11, 8, 13, 40",11,15,15,16,57,8,11,8,13,40,4-1,1-3,11/25/18,Win,100,No Location Recorded,1:00 PM,N,76,03:10,"SUB IN by VITKUS,HANNAH",,,,,,,"SUB IN by VITKUS,HANNAH",1,subbing in,,north central (ill.),hannah vitkus,,190
77,5,north-central,North Central (Ill.),Centre,57-40,57,40,"11, 15, 15, 16, 57","8, 11, 8, 13, 40",11,15,15,16,57,8,11,8,13,40,4-1,1-3,11/25/18,Win,100,No Location Recorded,1:00 PM,N,77,03:10,"SUB OUT by WALLS,MAYA",,,,,,,"SUB OUT by WALLS,MAYA",1,subbing out,,north central (ill.),maya walls,,190
78,5,north-central,North Central (Ill.),Centre,57-40,57,40,"11, 15, 15, 16, 57","8, 11, 8, 13, 40",11,15,15,16,57,8,11,8,13,40,4-1,1-3,11/25/18,Win,100,No Location Recorded,1:00 PM,N,78,03:10,"SUB OUT by NEWSOME,ALANNA",,,,,,,"SUB OUT by NEWSOME,ALANNA",1,subbing out,,north central (ill.),alanna newsome,,190
79,5,north-central,North Central (Ill.),Centre,57-40,57,40,"11, 15, 15, 16, 57","8, 11, 8, 13, 40",11,15,15,16,57,8,11,8,13,40,4-1,1-3,11/25/18,Win,100,No Location Recorded,1:00 PM,N,79,02:59,,6,,8 (+2),"GOOD 3PTR by WILSON,KATHLEEN",CEN 6-8 (+2),,"GOOD 3PTR by WILSON,KATHLEEN",1,three pointer,good,Centre,kathleen wilson,3,179
80,5,north-central,North Central (Ill.),Centre,57-40,57,40,"11, 15, 15, 16, 57","8, 11, 8, 13, 40",11,15,15,16,57,8,11,8,13,40,4-1,1-3,11/25/18,Win,100,No Location Recorded,1:00 PM,N,80,--,,,,,"ASSIST  by WEHBY,ABIGAIL",,,"ASSIST  by WEHBY,ABIGAIL",1,assist,,Centre,abigail wehby,,
81,5,north-central,North Central (Ill.),Centre,57-40,57,40,"11, 15, 15, 16, 57","8, 11, 8, 13, 40",11,15,15,16,57,8,11,8,13,40,4-1,1-3,11/25/18,Win,100,No Location Recorded,1:00 PM,N,81,02:35,"FOUL  by DIMITROVA,NATALI",,,,,,,"FOUL  by DIMITROVA,NATALI",1,foul,,north central (ill.),natali dimitrova,,155
82,5,north-central,North Central (Ill.),Centre,57-40,57,40,"11, 15, 15, 16, 57","8, 11, 8, 13, 40",11,15,15,16,57,8,11,8,13,40,4-1,1-3,11/25/18,Win,100,No Location Recorded,1:00 PM,N,82,02:35,"TURNOVER  by DIMITROVA,NATALI",,,,,,,"TURNOVER  by DIMITROVA,NATALI",1,turnover,,north central (ill.),natali dimitrova,,155
83,5,north-central,North Central (Ill.),Centre,57-40,57,40,"11, 15, 15, 16, 57","8, 11, 8, 13, 40",11,15,15,16,57,8,11,8,13,40,4-1,1-3,11/25/18,Win,100,No Location Recorded,1:00 PM,N,83,02:22,,,,,"MISS JUMPER by WILSON,KATHLEEN",,,"MISS JUMPER by WILSON,KATHLEEN",1,jumper,missed,Centre,kathleen wilson,,142
84,5,north-central,North Central (Ill.),Centre,57-40,57,40,"11, 15, 15, 16, 57","8, 11, 8, 13, 40",11,15,15,16,57,8,11,8,13,40,4-1,1-3,11/25/18,Win,100,No Location Recorded,1:00 PM,N,84,--,,,,,"REBOUND OFF by WILSON,KATHLEEN",,,"REBOUND OFF by WILSON,KATHLEEN",1,offensive rebound,,Centre,kathleen wilson,,
85,5,north-central,North Central (Ill.),Centre,57-40,57,40,"11, 15, 15, 16, 57","8, 11, 8, 13, 40",11,15,15,16,57,8,11,8,13,40,4-1,1-3,11/25/18,Win,100,No Location Recorded,1:00 PM,N,85,02:19,,,,,"MISS 3PTR by WEHBY,ABIGAIL",,,"MISS 3PTR by WEHBY,ABIGAIL",1,three pointer,missed,Centre,abigail wehby,,139
86,5,north-central,North Central (Ill.),Centre,57-40,57,40,"11, 15, 15, 16, 57","8, 11, 8, 13, 40",11,15,15,16,57,8,11,8,13,40,4-1,1-3,11/25/18,Win,100,No Location Recorded,1:00 PM,N,86,--,"REBOUND DEF by DESENBERG,PAGE",,,,,,,"REBOUND DEF by DESENBERG,PAGE",1,defensive rebound,,north central (ill.),page desenberg,,
87,5,north-central,North Central (Ill.),Centre,57-40,57,40,"11, 15, 15, 16, 57","8, 11, 8, 13, 40",11,15,15,16,57,8,11,8,13,40,4-1,1-3,11/25/18,Win,100,No Location Recorded,1:00 PM,N,87,02:00,"MISS JUMPER by BRAUN,HAYDN",,,,,,,"MISS JUMPER by BRAUN,HAYDN",1,jumper,missed,north central (ill.),haydn braun,,120
88,5,north-central,North Central (Ill.),Centre,57-40,57,40,"11, 15, 15, 16, 57","8, 11, 8, 13, 40",11,15,15,16,57,8,11,8,13,40,4-1,1-3,11/25/18,Win,100,No Location Recorded,1:00 PM,N,88,--,,,,,"REBOUND DEF by STEWART,ABIGAIL",,,"REBOUND DEF by STEWART,ABIGAIL",1,defensive rebound,,Centre,abigail stewart,,
89,5,north-central,North Central (Ill.),Centre,57-40,57,40,"11, 15, 15, 16, 57","8, 11, 8, 13, 40",11,15,15,16,57,8,11,8,13,40,4-1,1-3,11/25/18,Win,100,No Location Recorded,1:00 PM,N,89,01:31,,6,,11 (+5),"GOOD 3PTR by RICE,MADISON",CEN 6-11 (+5),,"GOOD 3PTR by RICE,MADISON",1,three pointer,good,Centre,madison rice,3,91
90,5,north-central,North Central (Ill.),Centre,57-40,57,40,"11, 15, 15, 16, 57","8, 11, 8, 13, 40",11,15,15,16,57,8,11,8,13,40,4-1,1-3,11/25/18,Win,100,No Location Recorded,1:00 PM,N,90,--,,,,,"ASSIST  by WEHBY,ABIGAIL",,,"ASSIST  by WEHBY,ABIGAIL",1,assist,,Centre,abigail wehby,,
91,5,north-central,North Central (Ill.),Centre,57-40,57,40,"11, 15, 15, 16, 57","8, 11, 8, 13, 40",11,15,15,16,57,8,11,8,13,40,4-1,1-3,11/25/18,Win,100,No Location Recorded,1:00 PM,N,91,01:11,"MISS 3PTR by BRAUN,HAYDN",,,,,,,"MISS 3PTR by BRAUN,HAYDN",1,three pointer,missed,north central (ill.),haydn braun,,71
92,5,north-central,North Central (Ill.),Centre,57-40,57,40,"11, 15, 15, 16, 57","8, 11, 8, 13, 40",11,15,15,16,57,8,11,8,13,40,4-1,1-3,11/25/18,Win,100,No Location Recorded,1:00 PM,N,92,--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,1,defensive rebound,,Centre,,,
93,5,north-central,North Central (Ill.),Centre,57-40,57,40,"11, 15, 15, 16, 57","8, 11, 8, 13, 40",11,15,15,16,57,8,11,8,13,40,4-1,1-3,11/25/18,Win,100,No Location Recorded,1:00 PM,N,93,01:09,"SUB IN by WALLS,MAYA",,,,,,,"SUB IN by WALLS,MAYA",1,subbing in,,north central (ill.),maya walls,,69
94,5,north-central,North Central (Ill.),Centre,57-40,57,40,"11, 15, 15, 16, 57","8, 11, 8, 13, 40",11,15,15,16,57,8,11,8,13,40,4-1,1-3,11/25/18,Win,100,No Location Recorded,1:00 PM,N,94,01:09,"SUB IN by PEARSON,ALLISON",,,,,,,"SUB IN by PEARSON,ALLISON",1,subbing in,,north central (ill.),allison pearson,,69
95,5,north-central,North Central (Ill.),Centre,57-40,57,40,"11, 15, 15, 16, 57","8, 11, 8, 13, 40",11,15,15,16,57,8,11,8,13,40,4-1,1-3,11/25/18,Win,100,No Location Recorded,1:00 PM,N,95,01:09,"SUB OUT by DIMITROVA,NATALI",,,,,,,"SUB OUT by DIMITROVA,NATALI",1,subbing out,,north central (ill.),natali dimitrova,,69
96,5,north-central,North Central (Ill.),Centre,57-40,57,40,"11, 15, 15, 16, 57","8, 11, 8, 13, 40",11,15,15,16,57,8,11,8,13,40,4-1,1-3,11/25/18,Win,100,No Location Recorded,1:00 PM,N,96,01:09,"SUB OUT by DESENBERG,PAGE",,,,,,,"SUB OUT by DESENBERG,PAGE",1,subbing out,,north central (ill.),page desenberg,,69
97,5,north-central,North Central (Ill.),Centre,57-40,57,40,"11, 15, 15, 16, 57","8, 11, 8, 13, 40",11,15,15,16,57,8,11,8,13,40,4-1,1-3,11/25/18,Win,100,No Location Recorded,1:00 PM,N,97,01:09,,,,,"SUB IN by CHIRICO,PRESLEY",,,"SUB IN by CHIRICO,PRESLEY",1,subbing in,,Centre,presley chirico,,69
98,5,north-central,North Central (Ill.),Centre,57-40,57,40,"11, 15, 15, 16, 57","8, 11, 8, 13, 40",11,15,15,16,57,8,11,8,13,40,4-1,1-3,11/25/18,Win,100,No Location Recorded,1:00 PM,N,98,01:09,,,,,"SUB IN by MILLER,LAKKEN",,,"SUB IN by MILLER,LAKKEN",1,subbing in,,Centre,lakken miller,,69
99,5,north-central,North Central (Ill.),Centre,57-40,57,40,"11, 15, 15, 16, 57","8, 11, 8, 13, 40",11,15,15,16,57,8,11,8,13,40,4-1,1-3,11/25/18,Win,100,No Location Recorded,1:00 PM,N,99,01:09,,,,,"SUB IN by BUNNER,CHEYENNE",,,"SUB IN by BUNNER,CHEYENNE",1,subbing in,,Centre,cheyenne bunner,,69
100,5,north-central,North Central (Ill.),Centre,57-40,57,40,"11, 15, 15, 16, 57","8, 11, 8, 13, 40",11,15,15,16,57,8,11,8,13,40,4-1,1-3,11/25/18,Win,100,No Location Recorded,1:00 PM,N,100,01:09,,,,,"SUB IN by HICKS,ELLEN",,,"SUB IN by HICKS,ELLEN",1,subbing in,,Centre,ellen hicks,,69
101,5,north-central,North Central (Ill.),Centre,57-40,57,40,"11, 15, 15, 16, 57","8, 11, 8, 13, 40",11,15,15,16,57,8,11,8,13,40,4-1,1-3,11/25/18,Win,100,No Location Recorded,1:00 PM,N,101,01:09,,,,,"SUB OUT by WEHBY,ABIGAIL",,,"SUB OUT by WEHBY,ABIGAIL",1,subbing out,,Centre,abigail wehby,,69
102,5,north-central,North Central (Ill.),Centre,57-40,57,40,"11, 15, 15, 16, 57","8, 11, 8, 13, 40",11,15,15,16,57,8,11,8,13,40,4-1,1-3,11/25/18,Win,100,No Location Recorded,1:00 PM,N,102,01:09,,,,,"SUB OUT by RICE,MADISON",,,"SUB OUT by RICE,MADISON",1,subbing out,,Centre,madison rice,,69
103,5,north-central,North Central (Ill.),Centre,57-40,57,40,"11, 15, 15, 16, 57","8, 11, 8, 13, 40",11,15,15,16,57,8,11,8,13,40,4-1,1-3,11/25/18,Win,100,No Location Recorded,1:00 PM,N,103,01:09,,,,,"SUB OUT by STEWART,ABIGAIL",,,"SUB OUT by STEWART,ABIGAIL",1,subbing out,,Centre,abigail stewart,,69
104,5,north-central,North Central (Ill.),Centre,57-40,57,40,"11, 15, 15, 16, 57","8, 11, 8, 13, 40",11,15,15,16,57,8,11,8,13,40,4-1,1-3,11/25/18,Win,100,No Location Recorded,1:00 PM,N,104,01:09,,,,,"SUB OUT by WILSON,KATHLEEN",,,"SUB OUT by WILSON,KATHLEEN",1,subbing out,,Centre,kathleen wilson,,69
105,5,north-central,North Central (Ill.),Centre,57-40,57,40,"11, 15, 15, 16, 57","8, 11, 8, 13, 40",11,15,15,16,57,8,11,8,13,40,4-1,1-3,11/25/18,Win,100,No Location Recorded,1:00 PM,N,105,00:55,,,,,"MISS JUMPER by HICKS,ELLEN",,,"MISS JUMPER by HICKS,ELLEN",1,jumper,missed,Centre,ellen hicks,,55
106,5,north-central,North Central (Ill.),Centre,57-40,57,40,"11, 15, 15, 16, 57","8, 11, 8, 13, 40",11,15,15,16,57,8,11,8,13,40,4-1,1-3,11/25/18,Win,100,No Location Recorded,1:00 PM,N,106,--,"REBOUND DEF by NEWSOME,ALANNA",,,,,,,"REBOUND DEF by NEWSOME,ALANNA",1,defensive rebound,,north central (ill.),alanna newsome,,
107,5,north-central,North Central (Ill.),Centre,57-40,57,40,"11, 15, 15, 16, 57","8, 11, 8, 13, 40",11,15,15,16,57,8,11,8,13,40,4-1,1-3,11/25/18,Win,100,No Location Recorded,1:00 PM,N,107,00:35,"MISS JUMPER by NEWSOME,ALANNA",,,,,,,"MISS JUMPER by NEWSOME,ALANNA",1,jumper,missed,north central (ill.),alanna newsome,,35
108,5,north-central,North Central (Ill.),Centre,57-40,57,40,"11, 15, 15, 16, 57","8, 11, 8, 13, 40",11,15,15,16,57,8,11,8,13,40,4-1,1-3,11/25/18,Win,100,No Location Recorded,1:00 PM,N,108,00:35,,,,,"BLOCK  by MILLER,LAKKEN",,,"BLOCK  by MILLER,LAKKEN",1,block,,Centre,lakken miller,,35
109,5,north-central,North Central (Ill.),Centre,57-40,57,40,"11, 15, 15, 16, 57","8, 11, 8, 13, 40",11,15,15,16,57,8,11,8,13,40,4-1,1-3,11/25/18,Win,100,No Location Recorded,1:00 PM,N,109,--,,,,,"REBOUND DEF by MILLER,LAKKEN",,,"REBOUND DEF by MILLER,LAKKEN",1,defensive rebound,,Centre,lakken miller,,
110,5,north-central,North Central (Ill.),Centre,57-40,57,40,"11, 15, 15, 16, 57","8, 11, 8, 13, 40",11,15,15,16,57,8,11,8,13,40,4-1,1-3,11/25/18,Win,100,No Location Recorded,1:00 PM,N,110,00:17,,,,,"TURNOVER  by CHIRICO,PRESLEY",,,"TURNOVER  by CHIRICO,PRESLEY",1,turnover,,Centre,presley chirico,,17
111,5,north-central,North Central (Ill.),Centre,57-40,57,40,"11, 15, 15, 16, 57","8, 11, 8, 13, 40",11,15,15,16,57,8,11,8,13,40,4-1,1-3,11/25/18,Win,100,No Location Recorded,1:00 PM,N,111,00:17,"SUB IN by HOWARD,TYONNE",,,,,,,"SUB IN by HOWARD,TYONNE",1,subbing in,,north central (ill.),tyonne howard,,17
112,5,north-central,North Central (Ill.),Centre,57-40,57,40,"11, 15, 15, 16, 57","8, 11, 8, 13, 40",11,15,15,16,57,8,11,8,13,40,4-1,1-3,11/25/18,Win,100,No Location Recorded,1:00 PM,N,112,00:17,"SUB OUT by BRAUN,HAYDN",,,,,,,"SUB OUT by BRAUN,HAYDN",1,subbing out,,north central (ill.),haydn braun,,17
113,5,north-central,North Central (Ill.),Centre,57-40,57,40,"11, 15, 15, 16, 57","8, 11, 8, 13, 40",11,15,15,16,57,8,11,8,13,40,4-1,1-3,11/25/18,Win,100,No Location Recorded,1:00 PM,N,113,00:02,"GOOD LAYUP by HOWARD,TYONNE(in the paint)",8,,11 (+3),,NCC 8-11 (+3),,"GOOD LAYUP by HOWARD,TYONNE(in the paint)",1,layup,good,north central (ill.),tyonne howard,2,2
114,5,north-central,North Central (Ill.),Centre,57-40,57,40,"11, 15, 15, 16, 57","8, 11, 8, 13, 40",11,15,15,16,57,8,11,8,13,40,4-1,1-3,11/25/18,Win,100,No Location Recorded,1:00 PM,N,114,Start Period 2,,,,,,,,,2,,,,,,
115,5,north-central,North Central (Ill.),Centre,57-40,57,40,"11, 15, 15, 16, 57","8, 11, 8, 13, 40",11,15,15,16,57,8,11,8,13,40,4-1,1-3,11/25/18,Win,100,No Location Recorded,1:00 PM,N,115,10:00,"SUB IN by NEWSOME,ALANNA",,,,,,,"SUB IN by NEWSOME,ALANNA",2,subbing in,,north central (ill.),alanna newsome,,600
116,5,north-central,North Central (Ill.),Centre,57-40,57,40,"11, 15, 15, 16, 57","8, 11, 8, 13, 40",11,15,15,16,57,8,11,8,13,40,4-1,1-3,11/25/18,Win,100,No Location Recorded,1:00 PM,N,116,10:00,"SUB IN by VITKUS,HANNAH",,,,,,,"SUB IN by VITKUS,HANNAH",2,subbing in,,north central (ill.),hannah vitkus,,600
117,5,north-central,North Central (Ill.),Centre,57-40,57,40,"11, 15, 15, 16, 57","8, 11, 8, 13, 40",11,15,15,16,57,8,11,8,13,40,4-1,1-3,11/25/18,Win,100,No Location Recorded,1:00 PM,N,117,10:00,"SUB OUT by DIMITROVA,NATALI",,,,,,,"SUB OUT by DIMITROVA,NATALI",2,subbing out,,north central (ill.),natali dimitrova,,600
118,5,north-central,North Central (Ill.),Centre,57-40,57,40,"11, 15, 15, 16, 57","8, 11, 8, 13, 40",11,15,15,16,57,8,11,8,13,40,4-1,1-3,11/25/18,Win,100,No Location Recorded,1:00 PM,N,118,10:00,"SUB OUT by BRENNAN,LYNDSAY",,,,,,,"SUB OUT by BRENNAN,LYNDSAY",2,subbing out,,north central (ill.),lyndsay brennan,,600
119,5,north-central,North Central (Ill.),Centre,57-40,57,40,"11, 15, 15, 16, 57","8, 11, 8, 13, 40",11,15,15,16,57,8,11,8,13,40,4-1,1-3,11/25/18,Win,100,No Location Recorded,1:00 PM,N,119,09:49,,,,,"MISS JUMPER by STEWART,ABIGAIL",,,"MISS JUMPER by STEWART,ABIGAIL",2,jumper,missed,Centre,abigail stewart,,589
120,5,north-central,North Central (Ill.),Centre,57-40,57,40,"11, 15, 15, 16, 57","8, 11, 8, 13, 40",11,15,15,16,57,8,11,8,13,40,4-1,1-3,11/25/18,Win,100,No Location Recorded,1:00 PM,N,120,--,"REBOUND DEF by VITKUS,HANNAH",,,,,,,"REBOUND DEF by VITKUS,HANNAH",2,defensive rebound,,north central (ill.),hannah vitkus,,
121,5,north-central,North Central (Ill.),Centre,57-40,57,40,"11, 15, 15, 16, 57","8, 11, 8, 13, 40",11,15,15,16,57,8,11,8,13,40,4-1,1-3,11/25/18,Win,100,No Location Recorded,1:00 PM,N,121,09:31,"MISS 3PTR by HOWARD,TYONNE",,,,,,,"MISS 3PTR by HOWARD,TYONNE",2,three pointer,missed,north central (ill.),tyonne howard,,571
122,5,north-central,North Central (Ill.),Centre,57-40,57,40,"11, 15, 15, 16, 57","8, 11, 8, 13, 40",11,15,15,16,57,8,11,8,13,40,4-1,1-3,11/25/18,Win,100,No Location Recorded,1:00 PM,N,122,--,,,,,"REBOUND DEF by WEHBY,ABIGAIL",,,"REBOUND DEF by WEHBY,ABIGAIL",2,defensive rebound,,Centre,abigail wehby,,
123,5,north-central,North Central (Ill.),Centre,57-40,57,40,"11, 15, 15, 16, 57","8, 11, 8, 13, 40",11,15,15,16,57,8,11,8,13,40,4-1,1-3,11/25/18,Win,100,No Location Recorded,1:00 PM,N,123,09:11,,8,,13 (+5),"GOOD LAYUP by WEHBY,ABIGAIL(in the paint)",CEN 8-13 (+5),,"GOOD LAYUP by WEHBY,ABIGAIL(in the paint)",2,layup,good,Centre,abigail wehby,2,551
124,5,north-central,North Central (Ill.),Centre,57-40,57,40,"11, 15, 15, 16, 57","8, 11, 8, 13, 40",11,15,15,16,57,8,11,8,13,40,4-1,1-3,11/25/18,Win,100,No Location Recorded,1:00 PM,N,124,08:45,"MISS JUMPER by PEARSON,ALLISON",,,,,,,"MISS JUMPER by PEARSON,ALLISON",2,jumper,missed,north central (ill.),allison pearson,,525
125,5,north-central,North Central (Ill.),Centre,57-40,57,40,"11, 15, 15, 16, 57","8, 11, 8, 13, 40",11,15,15,16,57,8,11,8,13,40,4-1,1-3,11/25/18,Win,100,No Location Recorded,1:00 PM,N,125,--,,,,,"REBOUND DEF by WILSON,KATHLEEN",,,"REBOUND DEF by WILSON,KATHLEEN",2,defensive rebound,,Centre,kathleen wilson,,
126,5,north-central,North Central (Ill.),Centre,57-40,57,40,"11, 15, 15, 16, 57","8, 11, 8, 13, 40",11,15,15,16,57,8,11,8,13,40,4-1,1-3,11/25/18,Win,100,No Location Recorded,1:00 PM,N,126,08:31,,,,,"MISS JUMPER by WEHBY,ABIGAIL",,,"MISS JUMPER by WEHBY,ABIGAIL",2,jumper,missed,Centre,abigail wehby,,511
127,5,north-central,North Central (Ill.),Centre,57-40,57,40,"11, 15, 15, 16, 57","8, 11, 8, 13, 40",11,15,15,16,57,8,11,8,13,40,4-1,1-3,11/25/18,Win,100,No Location Recorded,1:00 PM,N,127,--,"REBOUND DEF by PEARSON,ALLISON",,,,,,,"REBOUND DEF by PEARSON,ALLISON",2,defensive rebound,,north central (ill.),allison pearson,,
128,5,north-central,North Central (Ill.),Centre,57-40,57,40,"11, 15, 15, 16, 57","8, 11, 8, 13, 40",11,15,15,16,57,8,11,8,13,40,4-1,1-3,11/25/18,Win,100,No Location Recorded,1:00 PM,N,128,08:14,"MISS LAYUP by WALLS,MAYA",,,,,,,"MISS LAYUP by WALLS,MAYA",2,layup,missed,north central (ill.),maya walls,,494
129,5,north-central,North Central (Ill.),Centre,57-40,57,40,"11, 15, 15, 16, 57","8, 11, 8, 13, 40",11,15,15,16,57,8,11,8,13,40,4-1,1-3,11/25/18,Win,100,No Location Recorded,1:00 PM,N,129,--,"REBOUND OFF by VITKUS,HANNAH",,,,,,,"REBOUND OFF by VITKUS,HANNAH",2,offensive rebound,,north central (ill.),hannah vitkus,,
130,5,north-central,North Central (Ill.),Centre,57-40,57,40,"11, 15, 15, 16, 57","8, 11, 8, 13, 40",11,15,15,16,57,8,11,8,13,40,4-1,1-3,11/25/18,Win,100,No Location Recorded,1:00 PM,N,130,08:09,,,,,"FOUL  by STEWART,ABIGAIL",,,"FOUL  by STEWART,ABIGAIL",2,foul,,Centre,abigail stewart,,489
131,5,north-central,North Central (Ill.),Centre,57-40,57,40,"11, 15, 15, 16, 57","8, 11, 8, 13, 40",11,15,15,16,57,8,11,8,13,40,4-1,1-3,11/25/18,Win,100,No Location Recorded,1:00 PM,N,131,08:09,"GOOD FT by VITKUS,HANNAH",9,,13 (+4),,NCC 9-13 (+4),,"GOOD FT by VITKUS,HANNAH",2,free throw,good,north central (ill.),hannah vitkus,1,489
132,5,north-central,North Central (Ill.),Centre,57-40,57,40,"11, 15, 15, 16, 57","8, 11, 8, 13, 40",11,15,15,16,57,8,11,8,13,40,4-1,1-3,11/25/18,Win,100,No Location Recorded,1:00 PM,N,132,08:09,"GOOD FT by VITKUS,HANNAH",10,,13 (+3),,NCC 10-13 (+3),,"GOOD FT by VITKUS,HANNAH",2,free throw,good,north central (ill.),hannah vitkus,1,489
