,game,opponent name,boxscore_visitor_name,boxscore_home_name,final score,centreFinalScore,opponentFinalScore,centreScoreByPeriod,opponentScoreByPeriod,centreScorePeriod1,centreScorePeriod2,centreScorePeriod3,centreScorePeriod4,centreScorePeriod5,centreScorePeriod6,opponentScorePeriod1,opponentScorePeriod2,opponentScorePeriod3,opponentScorePeriod4,opponentScorePeriod5,opponentScorePeriod6,centreRecord,opponentRecord,gameDate,outcome,attendance,gameLocation,gameTime,homeGame,,Time Remaining,HENDRIXW,Away Team Score,Play Team Indicator,Home Team Score,CENTRE-W,Game Score,Team Indicator,Play,period number,Play Type,Shot Outcome,Team,Player,Points Earned,Time(seconds)
48,14,hendrix,Hendrix,Centre,58-60,58,60,"11, 11, 9, 17, 10, 58","13, 10, 14, 11, 12, 60",11,11,9,17,10,58,13,10,14,11,12,60,9-5 (2-1 SAA),9-5 (2-1 SAA),01/06/19,Lose,637,No Location Recorded,12:00 PM,H,48,03:41,"TURNOVER  by TURNER,AMBER",,,,,,,"TURNOVER  by TURNER,AMBER",1,turnover,,hendrix,amber turner,,221
49,14,hendrix,Hendrix,Centre,58-60,58,60,"11, 11, 9, 17, 10, 58","13, 10, 14, 11, 12, 60",11,11,9,17,10,58,13,10,14,11,12,60,9-5 (2-1 SAA),9-5 (2-1 SAA),01/06/19,Lose,637,No Location Recorded,12:00 PM,H,49,03:38,,,,,TIMEOUT media by TEAM,,,TIMEOUT media by TEAM,1,timeout,,Centre,,,218
50,14,hendrix,Hendrix,Centre,58-60,58,60,"11, 11, 9, 17, 10, 58","13, 10, 14, 11, 12, 60",11,11,9,17,10,58,13,10,14,11,12,60,9-5 (2-1 SAA),9-5 (2-1 SAA),01/06/19,Lose,637,No Location Recorded,12:00 PM,H,50,03:38,"SUB IN by DANIEL,VINESSA",,,,,,,"SUB IN by DANIEL,VINESSA",1,subbing in,,hendrix,vinessa daniel,,218
51,14,hendrix,Hendrix,Centre,58-60,58,60,"11, 11, 9, 17, 10, 58","13, 10, 14, 11, 12, 60",11,11,9,17,10,58,13,10,14,11,12,60,9-5 (2-1 SAA),9-5 (2-1 SAA),01/06/19,Lose,637,No Location Recorded,12:00 PM,H,51,03:38,"SUB OUT by JENKINS,KESSIE",,,,,,,"SUB OUT by JENKINS,KESSIE",1,subbing out,,hendrix,kessie jenkins,,218
52,14,hendrix,Hendrix,Centre,58-60,58,60,"11, 11, 9, 17, 10, 58","13, 10, 14, 11, 12, 60",11,11,9,17,10,58,13,10,14,11,12,60,9-5 (2-1 SAA),9-5 (2-1 SAA),01/06/19,Lose,637,No Location Recorded,12:00 PM,H,52,03:38,,,,,"SUB IN by MURRAY,KYLEE",,,"SUB IN by MURRAY,KYLEE",1,subbing in,,Centre,kylee murray,,218
53,14,hendrix,Hendrix,Centre,58-60,58,60,"11, 11, 9, 17, 10, 58","13, 10, 14, 11, 12, 60",11,11,9,17,10,58,13,10,14,11,12,60,9-5 (2-1 SAA),9-5 (2-1 SAA),01/06/19,Lose,637,No Location Recorded,12:00 PM,H,53,03:38,,,,,"SUB IN by MARCUM,MADISON",,,"SUB IN by MARCUM,MADISON",1,subbing in,,Centre,madison marcum,,218
54,14,hendrix,Hendrix,Centre,58-60,58,60,"11, 11, 9, 17, 10, 58","13, 10, 14, 11, 12, 60",11,11,9,17,10,58,13,10,14,11,12,60,9-5 (2-1 SAA),9-5 (2-1 SAA),01/06/19,Lose,637,No Location Recorded,12:00 PM,H,54,03:38,,,,,"SUB OUT by WILSON,KATHLEEN",,,"SUB OUT by WILSON,KATHLEEN",1,subbing out,,Centre,kathleen wilson,,218
55,14,hendrix,Hendrix,Centre,58-60,58,60,"11, 11, 9, 17, 10, 58","13, 10, 14, 11, 12, 60",11,11,9,17,10,58,13,10,14,11,12,60,9-5 (2-1 SAA),9-5 (2-1 SAA),01/06/19,Lose,637,No Location Recorded,12:00 PM,H,55,03:38,,,,,"SUB OUT by MILLER,LAKKEN",,,"SUB OUT by MILLER,LAKKEN",1,subbing out,,Centre,lakken miller,,218
56,14,hendrix,Hendrix,Centre,58-60,58,60,"11, 11, 9, 17, 10, 58","13, 10, 14, 11, 12, 60",11,11,9,17,10,58,13,10,14,11,12,60,9-5 (2-1 SAA),9-5 (2-1 SAA),01/06/19,Lose,637,No Location Recorded,12:00 PM,H,56,03:25,,,,,"MISS LAYUP by WEHBY,ABIGAIL",,,"MISS LAYUP by WEHBY,ABIGAIL",1,layup,missed,Centre,abigail wehby,,205
57,14,hendrix,Hendrix,Centre,58-60,58,60,"11, 11, 9, 17, 10, 58","13, 10, 14, 11, 12, 60",11,11,9,17,10,58,13,10,14,11,12,60,9-5 (2-1 SAA),9-5 (2-1 SAA),01/06/19,Lose,637,No Location Recorded,12:00 PM,H,57,--,,,,,"REBOUND OFF by FEE,MIKAYLA",,,"REBOUND OFF by FEE,MIKAYLA",1,offensive rebound,,Centre,mikayla fee,,
58,14,hendrix,Hendrix,Centre,58-60,58,60,"11, 11, 9, 17, 10, 58","13, 10, 14, 11, 12, 60",11,11,9,17,10,58,13,10,14,11,12,60,9-5 (2-1 SAA),9-5 (2-1 SAA),01/06/19,Lose,637,No Location Recorded,12:00 PM,H,58,02:57,,,,,"MISS LAYUP by BUNNER,CHEYENNE",,,"MISS LAYUP by BUNNER,CHEYENNE",1,layup,missed,Centre,cheyenne bunner,,177
59,14,hendrix,Hendrix,Centre,58-60,58,60,"11, 11, 9, 17, 10, 58","13, 10, 14, 11, 12, 60",11,11,9,17,10,58,13,10,14,11,12,60,9-5 (2-1 SAA),9-5 (2-1 SAA),01/06/19,Lose,637,No Location Recorded,12:00 PM,H,59,--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,1,defensive rebound,,Centre,,,
60,14,hendrix,Hendrix,Centre,58-60,58,60,"11, 11, 9, 17, 10, 58","13, 10, 14, 11, 12, 60",11,11,9,17,10,58,13,10,14,11,12,60,9-5 (2-1 SAA),9-5 (2-1 SAA),01/06/19,Lose,637,No Location Recorded,12:00 PM,H,60,02:55,,,,,"FOUL  by MURRAY,KYLEE",,,"FOUL  by MURRAY,KYLEE",1,foul,,Centre,kylee murray,,175
61,14,hendrix,Hendrix,Centre,58-60,58,60,"11, 11, 9, 17, 10, 58","13, 10, 14, 11, 12, 60",11,11,9,17,10,58,13,10,14,11,12,60,9-5 (2-1 SAA),9-5 (2-1 SAA),01/06/19,Lose,637,No Location Recorded,12:00 PM,H,61,02:55,"GOOD FT by DANIEL,VINESSA",10 (+2),,8,,HENDRIXW 10-8 (-2),,"GOOD FT by DANIEL,VINESSA",1,free throw,good,hendrix,vinessa daniel,1,175
62,14,hendrix,Hendrix,Centre,58-60,58,60,"11, 11, 9, 17, 10, 58","13, 10, 14, 11, 12, 60",11,11,9,17,10,58,13,10,14,11,12,60,9-5 (2-1 SAA),9-5 (2-1 SAA),01/06/19,Lose,637,No Location Recorded,12:00 PM,H,62,02:55,"GOOD FT by DANIEL,VINESSA",11 (+3),,8,,HENDRIXW 11-8 (-3),,"GOOD FT by DANIEL,VINESSA",1,free throw,good,hendrix,vinessa daniel,1,175
63,14,hendrix,Hendrix,Centre,58-60,58,60,"11, 11, 9, 17, 10, 58","13, 10, 14, 11, 12, 60",11,11,9,17,10,58,13,10,14,11,12,60,9-5 (2-1 SAA),9-5 (2-1 SAA),01/06/19,Lose,637,No Location Recorded,12:00 PM,H,63,02:55,"SUB IN by WOPPMAN,RACHEL",,,,,,,"SUB IN by WOPPMAN,RACHEL",1,subbing in,,hendrix,rachel woppman,,175
64,14,hendrix,Hendrix,Centre,58-60,58,60,"11, 11, 9, 17, 10, 58","13, 10, 14, 11, 12, 60",11,11,9,17,10,58,13,10,14,11,12,60,9-5 (2-1 SAA),9-5 (2-1 SAA),01/06/19,Lose,637,No Location Recorded,12:00 PM,H,64,02:55,"SUB OUT by TURNER,AMBER",,,,,,,"SUB OUT by TURNER,AMBER",1,subbing out,,hendrix,amber turner,,175
65,14,hendrix,Hendrix,Centre,58-60,58,60,"11, 11, 9, 17, 10, 58","13, 10, 14, 11, 12, 60",11,11,9,17,10,58,13,10,14,11,12,60,9-5 (2-1 SAA),9-5 (2-1 SAA),01/06/19,Lose,637,No Location Recorded,12:00 PM,H,65,02:55,,,,,"SUB IN by STEWART,ABIGAIL",,,"SUB IN by STEWART,ABIGAIL",1,subbing in,,Centre,abigail stewart,,175
66,14,hendrix,Hendrix,Centre,58-60,58,60,"11, 11, 9, 17, 10, 58","13, 10, 14, 11, 12, 60",11,11,9,17,10,58,13,10,14,11,12,60,9-5 (2-1 SAA),9-5 (2-1 SAA),01/06/19,Lose,637,No Location Recorded,12:00 PM,H,66,02:55,,,,,"SUB IN by RICE,MADISON",,,"SUB IN by RICE,MADISON",1,subbing in,,Centre,madison rice,,175
67,14,hendrix,Hendrix,Centre,58-60,58,60,"11, 11, 9, 17, 10, 58","13, 10, 14, 11, 12, 60",11,11,9,17,10,58,13,10,14,11,12,60,9-5 (2-1 SAA),9-5 (2-1 SAA),01/06/19,Lose,637,No Location Recorded,12:00 PM,H,67,02:55,,,,,"SUB OUT by BUNNER,CHEYENNE",,,"SUB OUT by BUNNER,CHEYENNE",1,subbing out,,Centre,cheyenne bunner,,175
68,14,hendrix,Hendrix,Centre,58-60,58,60,"11, 11, 9, 17, 10, 58","13, 10, 14, 11, 12, 60",11,11,9,17,10,58,13,10,14,11,12,60,9-5 (2-1 SAA),9-5 (2-1 SAA),01/06/19,Lose,637,No Location Recorded,12:00 PM,H,68,02:55,,,,,"SUB OUT by FEE,MIKAYLA",,,"SUB OUT by FEE,MIKAYLA",1,subbing out,,Centre,mikayla fee,,175
69,14,hendrix,Hendrix,Centre,58-60,58,60,"11, 11, 9, 17, 10, 58","13, 10, 14, 11, 12, 60",11,11,9,17,10,58,13,10,14,11,12,60,9-5 (2-1 SAA),9-5 (2-1 SAA),01/06/19,Lose,637,No Location Recorded,12:00 PM,H,69,02:44,"SUB IN by TURNER,AMBER",,,,,,,"SUB IN by TURNER,AMBER",1,subbing in,,hendrix,amber turner,,164
70,14,hendrix,Hendrix,Centre,58-60,58,60,"11, 11, 9, 17, 10, 58","13, 10, 14, 11, 12, 60",11,11,9,17,10,58,13,10,14,11,12,60,9-5 (2-1 SAA),9-5 (2-1 SAA),01/06/19,Lose,637,No Location Recorded,12:00 PM,H,70,02:44,"SUB OUT by MOODY,MACY",,,,,,,"SUB OUT by MOODY,MACY",1,subbing out,,hendrix,macy moody,,164
71,14,hendrix,Hendrix,Centre,58-60,58,60,"11, 11, 9, 17, 10, 58","13, 10, 14, 11, 12, 60",11,11,9,17,10,58,13,10,14,11,12,60,9-5 (2-1 SAA),9-5 (2-1 SAA),01/06/19,Lose,637,No Location Recorded,12:00 PM,H,71,02:44,,,,,"SUB IN by WILSON,KATHLEEN",,,"SUB IN by WILSON,KATHLEEN",1,subbing in,,Centre,kathleen wilson,,164
72,14,hendrix,Hendrix,Centre,58-60,58,60,"11, 11, 9, 17, 10, 58","13, 10, 14, 11, 12, 60",11,11,9,17,10,58,13,10,14,11,12,60,9-5 (2-1 SAA),9-5 (2-1 SAA),01/06/19,Lose,637,No Location Recorded,12:00 PM,H,72,02:44,,,,,"SUB IN by MILLER,LAKKEN",,,"SUB IN by MILLER,LAKKEN",1,subbing in,,Centre,lakken miller,,164
73,14,hendrix,Hendrix,Centre,58-60,58,60,"11, 11, 9, 17, 10, 58","13, 10, 14, 11, 12, 60",11,11,9,17,10,58,13,10,14,11,12,60,9-5 (2-1 SAA),9-5 (2-1 SAA),01/06/19,Lose,637,No Location Recorded,12:00 PM,H,73,02:44,,,,,"SUB OUT by MURRAY,KYLEE",,,"SUB OUT by MURRAY,KYLEE",1,subbing out,,Centre,kylee murray,,164
74,14,hendrix,Hendrix,Centre,58-60,58,60,"11, 11, 9, 17, 10, 58","13, 10, 14, 11, 12, 60",11,11,9,17,10,58,13,10,14,11,12,60,9-5 (2-1 SAA),9-5 (2-1 SAA),01/06/19,Lose,637,No Location Recorded,12:00 PM,H,74,02:44,,,,,"SUB OUT by MARCUM,MADISON",,,"SUB OUT by MARCUM,MADISON",1,subbing out,,Centre,madison marcum,,164
75,14,hendrix,Hendrix,Centre,58-60,58,60,"11, 11, 9, 17, 10, 58","13, 10, 14, 11, 12, 60",11,11,9,17,10,58,13,10,14,11,12,60,9-5 (2-1 SAA),9-5 (2-1 SAA),01/06/19,Lose,637,No Location Recorded,12:00 PM,H,75,02:39,"FOUL  by KING,JAYLA",,,,,,,"FOUL  by KING,JAYLA",1,foul,,hendrix,jayla king,,159
76,14,hendrix,Hendrix,Centre,58-60,58,60,"11, 11, 9, 17, 10, 58","13, 10, 14, 11, 12, 60",11,11,9,17,10,58,13,10,14,11,12,60,9-5 (2-1 SAA),9-5 (2-1 SAA),01/06/19,Lose,637,No Location Recorded,12:00 PM,H,76,02:39,,,,,"SUB IN by CHIRICO,PRESLEY",,,"SUB IN by CHIRICO,PRESLEY",1,subbing in,,Centre,presley chirico,,159
77,14,hendrix,Hendrix,Centre,58-60,58,60,"11, 11, 9, 17, 10, 58","13, 10, 14, 11, 12, 60",11,11,9,17,10,58,13,10,14,11,12,60,9-5 (2-1 SAA),9-5 (2-1 SAA),01/06/19,Lose,637,No Location Recorded,12:00 PM,H,77,02:39,,,,,"SUB OUT by WEHBY,ABIGAIL",,,"SUB OUT by WEHBY,ABIGAIL",1,subbing out,,Centre,abigail wehby,,159
78,14,hendrix,Hendrix,Centre,58-60,58,60,"11, 11, 9, 17, 10, 58","13, 10, 14, 11, 12, 60",11,11,9,17,10,58,13,10,14,11,12,60,9-5 (2-1 SAA),9-5 (2-1 SAA),01/06/19,Lose,637,No Location Recorded,12:00 PM,H,78,02:17,,,,,"FOUL  by STEWART,ABIGAIL",,,"FOUL  by STEWART,ABIGAIL",1,foul,,Centre,abigail stewart,,137
79,14,hendrix,Hendrix,Centre,58-60,58,60,"11, 11, 9, 17, 10, 58","13, 10, 14, 11, 12, 60",11,11,9,17,10,58,13,10,14,11,12,60,9-5 (2-1 SAA),9-5 (2-1 SAA),01/06/19,Lose,637,No Location Recorded,12:00 PM,H,79,02:17,,,,,"TURNOVER  by STEWART,ABIGAIL",,,"TURNOVER  by STEWART,ABIGAIL",1,turnover,,Centre,abigail stewart,,137
80,14,hendrix,Hendrix,Centre,58-60,58,60,"11, 11, 9, 17, 10, 58","13, 10, 14, 11, 12, 60",11,11,9,17,10,58,13,10,14,11,12,60,9-5 (2-1 SAA),9-5 (2-1 SAA),01/06/19,Lose,637,No Location Recorded,12:00 PM,H,80,01:58,"MISS LAYUP by DANIEL,VINESSA",,,,,,,"MISS LAYUP by DANIEL,VINESSA",1,layup,missed,hendrix,vinessa daniel,,118
81,14,hendrix,Hendrix,Centre,58-60,58,60,"11, 11, 9, 17, 10, 58","13, 10, 14, 11, 12, 60",11,11,9,17,10,58,13,10,14,11,12,60,9-5 (2-1 SAA),9-5 (2-1 SAA),01/06/19,Lose,637,No Location Recorded,12:00 PM,H,81,01:58,,,,,"BLOCK  by STEWART,ABIGAIL",,,"BLOCK  by STEWART,ABIGAIL",1,block,,Centre,abigail stewart,,118
82,14,hendrix,Hendrix,Centre,58-60,58,60,"11, 11, 9, 17, 10, 58","13, 10, 14, 11, 12, 60",11,11,9,17,10,58,13,10,14,11,12,60,9-5 (2-1 SAA),9-5 (2-1 SAA),01/06/19,Lose,637,No Location Recorded,12:00 PM,H,82,--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,1,offensive rebound,,Centre,,,
83,14,hendrix,Hendrix,Centre,58-60,58,60,"11, 11, 9, 17, 10, 58","13, 10, 14, 11, 12, 60",11,11,9,17,10,58,13,10,14,11,12,60,9-5 (2-1 SAA),9-5 (2-1 SAA),01/06/19,Lose,637,No Location Recorded,12:00 PM,H,83,01:51,"SUB IN by JENKINS,KESSIE",,,,,,,"SUB IN by JENKINS,KESSIE",1,subbing in,,hendrix,kessie jenkins,,111
84,14,hendrix,Hendrix,Centre,58-60,58,60,"11, 11, 9, 17, 10, 58","13, 10, 14, 11, 12, 60",11,11,9,17,10,58,13,10,14,11,12,60,9-5 (2-1 SAA),9-5 (2-1 SAA),01/06/19,Lose,637,No Location Recorded,12:00 PM,H,84,01:51,"SUB OUT by ANDERSON,MADDIE",,,,,,,"SUB OUT by ANDERSON,MADDIE",1,subbing out,,hendrix,maddie anderson,,111
85,14,hendrix,Hendrix,Centre,58-60,58,60,"11, 11, 9, 17, 10, 58","13, 10, 14, 11, 12, 60",11,11,9,17,10,58,13,10,14,11,12,60,9-5 (2-1 SAA),9-5 (2-1 SAA),01/06/19,Lose,637,No Location Recorded,12:00 PM,H,85,01:45,"TURNOVER  by DANIEL,VINESSA",,,,,,,"TURNOVER  by DANIEL,VINESSA",1,turnover,,hendrix,vinessa daniel,,105
86,14,hendrix,Hendrix,Centre,58-60,58,60,"11, 11, 9, 17, 10, 58","13, 10, 14, 11, 12, 60",11,11,9,17,10,58,13,10,14,11,12,60,9-5 (2-1 SAA),9-5 (2-1 SAA),01/06/19,Lose,637,No Location Recorded,12:00 PM,H,86,01:41,"SUB IN by PRUITT,SERENA",,,,,,,"SUB IN by PRUITT,SERENA",1,subbing in,,hendrix,serena pruitt,,101
87,14,hendrix,Hendrix,Centre,58-60,58,60,"11, 11, 9, 17, 10, 58","13, 10, 14, 11, 12, 60",11,11,9,17,10,58,13,10,14,11,12,60,9-5 (2-1 SAA),9-5 (2-1 SAA),01/06/19,Lose,637,No Location Recorded,12:00 PM,H,87,01:41,"SUB OUT by WOPPMAN,RACHEL",,,,,,,"SUB OUT by WOPPMAN,RACHEL",1,subbing out,,hendrix,rachel woppman,,101
88,14,hendrix,Hendrix,Centre,58-60,58,60,"11, 11, 9, 17, 10, 58","13, 10, 14, 11, 12, 60",11,11,9,17,10,58,13,10,14,11,12,60,9-5 (2-1 SAA),9-5 (2-1 SAA),01/06/19,Lose,637,No Location Recorded,12:00 PM,H,88,01:24,,11,,11,"GOOD 3PTR by RICE,MADISON",CENTRE-W 11-11 (0),,"GOOD 3PTR by RICE,MADISON",1,three pointer,good,Centre,madison rice,3,84
89,14,hendrix,Hendrix,Centre,58-60,58,60,"11, 11, 9, 17, 10, 58","13, 10, 14, 11, 12, 60",11,11,9,17,10,58,13,10,14,11,12,60,9-5 (2-1 SAA),9-5 (2-1 SAA),01/06/19,Lose,637,No Location Recorded,12:00 PM,H,89,--,,,,,"ASSIST  by WILSON,KATHLEEN",,,"ASSIST  by WILSON,KATHLEEN",1,assist,,Centre,kathleen wilson,,
90,14,hendrix,Hendrix,Centre,58-60,58,60,"11, 11, 9, 17, 10, 58","13, 10, 14, 11, 12, 60",11,11,9,17,10,58,13,10,14,11,12,60,9-5 (2-1 SAA),9-5 (2-1 SAA),01/06/19,Lose,637,No Location Recorded,12:00 PM,H,90,00:58,"MISS JUMPER by KING,JAYLA",,,,,,,"MISS JUMPER by KING,JAYLA",1,jumper,missed,hendrix,jayla king,,58
91,14,hendrix,Hendrix,Centre,58-60,58,60,"11, 11, 9, 17, 10, 58","13, 10, 14, 11, 12, 60",11,11,9,17,10,58,13,10,14,11,12,60,9-5 (2-1 SAA),9-5 (2-1 SAA),01/06/19,Lose,637,No Location Recorded,12:00 PM,H,91,--,"REBOUND OFF by TURNER,AMBER",,,,,,,"REBOUND OFF by TURNER,AMBER",1,offensive rebound,,hendrix,amber turner,,
92,14,hendrix,Hendrix,Centre,58-60,58,60,"11, 11, 9, 17, 10, 58","13, 10, 14, 11, 12, 60",11,11,9,17,10,58,13,10,14,11,12,60,9-5 (2-1 SAA),9-5 (2-1 SAA),01/06/19,Lose,637,No Location Recorded,12:00 PM,H,92,00:53,"SUB IN by MOODY,MACY",,,,,,,"SUB IN by MOODY,MACY",1,subbing in,,hendrix,macy moody,,53
93,14,hendrix,Hendrix,Centre,58-60,58,60,"11, 11, 9, 17, 10, 58","13, 10, 14, 11, 12, 60",11,11,9,17,10,58,13,10,14,11,12,60,9-5 (2-1 SAA),9-5 (2-1 SAA),01/06/19,Lose,637,No Location Recorded,12:00 PM,H,93,00:53,"SUB OUT by DANIEL,VINESSA",,,,,,,"SUB OUT by DANIEL,VINESSA",1,subbing out,,hendrix,vinessa daniel,,53
94,14,hendrix,Hendrix,Centre,58-60,58,60,"11, 11, 9, 17, 10, 58","13, 10, 14, 11, 12, 60",11,11,9,17,10,58,13,10,14,11,12,60,9-5 (2-1 SAA),9-5 (2-1 SAA),01/06/19,Lose,637,No Location Recorded,12:00 PM,H,94,00:53,,,,,"SUB IN by WEHBY,ABIGAIL",,,"SUB IN by WEHBY,ABIGAIL",1,subbing in,,Centre,abigail wehby,,53
95,14,hendrix,Hendrix,Centre,58-60,58,60,"11, 11, 9, 17, 10, 58","13, 10, 14, 11, 12, 60",11,11,9,17,10,58,13,10,14,11,12,60,9-5 (2-1 SAA),9-5 (2-1 SAA),01/06/19,Lose,637,No Location Recorded,12:00 PM,H,95,00:53,,,,,"SUB OUT by MILLER,LAKKEN",,,"SUB OUT by MILLER,LAKKEN",1,subbing out,,Centre,lakken miller,,53
96,14,hendrix,Hendrix,Centre,58-60,58,60,"11, 11, 9, 17, 10, 58","13, 10, 14, 11, 12, 60",11,11,9,17,10,58,13,10,14,11,12,60,9-5 (2-1 SAA),9-5 (2-1 SAA),01/06/19,Lose,637,No Location Recorded,12:00 PM,H,96,00:35,,,,,"FOUL  by WEHBY,ABIGAIL",,,"FOUL  by WEHBY,ABIGAIL",1,foul,,Centre,abigail wehby,,35
97,14,hendrix,Hendrix,Centre,58-60,58,60,"11, 11, 9, 17, 10, 58","13, 10, 14, 11, 12, 60",11,11,9,17,10,58,13,10,14,11,12,60,9-5 (2-1 SAA),9-5 (2-1 SAA),01/06/19,Lose,637,No Location Recorded,12:00 PM,H,97,00:35,"GOOD FT by MOODY,MACY",12 (+1),,11,,HENDRIXW 12-11 (-1),,"GOOD FT by MOODY,MACY",1,free throw,good,hendrix,macy moody,1,35
98,14,hendrix,Hendrix,Centre,58-60,58,60,"11, 11, 9, 17, 10, 58","13, 10, 14, 11, 12, 60",11,11,9,17,10,58,13,10,14,11,12,60,9-5 (2-1 SAA),9-5 (2-1 SAA),01/06/19,Lose,637,No Location Recorded,12:00 PM,H,98,00:35,"GOOD FT by MOODY,MACY",13 (+2),,11,,HENDRIXW 13-11 (-2),,"GOOD FT by MOODY,MACY",1,free throw,good,hendrix,macy moody,1,35
99,14,hendrix,Hendrix,Centre,58-60,58,60,"11, 11, 9, 17, 10, 58","13, 10, 14, 11, 12, 60",11,11,9,17,10,58,13,10,14,11,12,60,9-5 (2-1 SAA),9-5 (2-1 SAA),01/06/19,Lose,637,No Location Recorded,12:00 PM,H,99,00:35,"SUB IN by WOPPMAN,RACHEL",,,,,,,"SUB IN by WOPPMAN,RACHEL",1,subbing in,,hendrix,rachel woppman,,35
100,14,hendrix,Hendrix,Centre,58-60,58,60,"11, 11, 9, 17, 10, 58","13, 10, 14, 11, 12, 60",11,11,9,17,10,58,13,10,14,11,12,60,9-5 (2-1 SAA),9-5 (2-1 SAA),01/06/19,Lose,637,No Location Recorded,12:00 PM,H,100,00:35,"SUB IN by ANDERSON,MADDIE",,,,,,,"SUB IN by ANDERSON,MADDIE",1,subbing in,,hendrix,maddie anderson,,35
101,14,hendrix,Hendrix,Centre,58-60,58,60,"11, 11, 9, 17, 10, 58","13, 10, 14, 11, 12, 60",11,11,9,17,10,58,13,10,14,11,12,60,9-5 (2-1 SAA),9-5 (2-1 SAA),01/06/19,Lose,637,No Location Recorded,12:00 PM,H,101,00:35,"SUB OUT by PRUITT,SERENA",,,,,,,"SUB OUT by PRUITT,SERENA",1,subbing out,,hendrix,serena pruitt,,35
102,14,hendrix,Hendrix,Centre,58-60,58,60,"11, 11, 9, 17, 10, 58","13, 10, 14, 11, 12, 60",11,11,9,17,10,58,13,10,14,11,12,60,9-5 (2-1 SAA),9-5 (2-1 SAA),01/06/19,Lose,637,No Location Recorded,12:00 PM,H,102,00:35,"SUB OUT by KING,JAYLA",,,,,,,"SUB OUT by KING,JAYLA",1,subbing out,,hendrix,jayla king,,35
103,14,hendrix,Hendrix,Centre,58-60,58,60,"11, 11, 9, 17, 10, 58","13, 10, 14, 11, 12, 60",11,11,9,17,10,58,13,10,14,11,12,60,9-5 (2-1 SAA),9-5 (2-1 SAA),01/06/19,Lose,637,No Location Recorded,12:00 PM,H,103,00:35,,,,,"SUB IN by MARCUM,MADISON",,,"SUB IN by MARCUM,MADISON",1,subbing in,,Centre,madison marcum,,35
104,14,hendrix,Hendrix,Centre,58-60,58,60,"11, 11, 9, 17, 10, 58","13, 10, 14, 11, 12, 60",11,11,9,17,10,58,13,10,14,11,12,60,9-5 (2-1 SAA),9-5 (2-1 SAA),01/06/19,Lose,637,No Location Recorded,12:00 PM,H,104,00:35,,,,,"SUB OUT by CHIRICO,PRESLEY",,,"SUB OUT by CHIRICO,PRESLEY",1,subbing out,,Centre,presley chirico,,35
105,14,hendrix,Hendrix,Centre,58-60,58,60,"11, 11, 9, 17, 10, 58","13, 10, 14, 11, 12, 60",11,11,9,17,10,58,13,10,14,11,12,60,9-5 (2-1 SAA),9-5 (2-1 SAA),01/06/19,Lose,637,No Location Recorded,12:00 PM,H,105,00:17,,,,,"MISS LAYUP by WEHBY,ABIGAIL",,,"MISS LAYUP by WEHBY,ABIGAIL",1,layup,missed,Centre,abigail wehby,,17
106,14,hendrix,Hendrix,Centre,58-60,58,60,"11, 11, 9, 17, 10, 58","13, 10, 14, 11, 12, 60",11,11,9,17,10,58,13,10,14,11,12,60,9-5 (2-1 SAA),9-5 (2-1 SAA),01/06/19,Lose,637,No Location Recorded,12:00 PM,H,106,--,"REBOUND DEF by JENKINS,KESSIE",,,,,,,"REBOUND DEF by JENKINS,KESSIE",1,defensive rebound,,hendrix,kessie jenkins,,
107,14,hendrix,Hendrix,Centre,58-60,58,60,"11, 11, 9, 17, 10, 58","13, 10, 14, 11, 12, 60",11,11,9,17,10,58,13,10,14,11,12,60,9-5 (2-1 SAA),9-5 (2-1 SAA),01/06/19,Lose,637,No Location Recorded,12:00 PM,H,107,00:05,"MISS 3PTR by TURNER,AMBER",,,,,,,"MISS 3PTR by TURNER,AMBER",1,three pointer,missed,hendrix,amber turner,,5
108,14,hendrix,Hendrix,Centre,58-60,58,60,"11, 11, 9, 17, 10, 58","13, 10, 14, 11, 12, 60",11,11,9,17,10,58,13,10,14,11,12,60,9-5 (2-1 SAA),9-5 (2-1 SAA),01/06/19,Lose,637,No Location Recorded,12:00 PM,H,108,--,,,,,"REBOUND DEF by MARCUM,MADISON",,,"REBOUND DEF by MARCUM,MADISON",1,defensive rebound,,Centre,madison marcum,,
109,14,hendrix,Hendrix,Centre,58-60,58,60,"11, 11, 9, 17, 10, 58","13, 10, 14, 11, 12, 60",11,11,9,17,10,58,13,10,14,11,12,60,9-5 (2-1 SAA),9-5 (2-1 SAA),01/06/19,Lose,637,No Location Recorded,12:00 PM,H,109,Start Period 2,,,,,,,,,2,,,,,,
110,14,hendrix,Hendrix,Centre,58-60,58,60,"11, 11, 9, 17, 10, 58","13, 10, 14, 11, 12, 60",11,11,9,17,10,58,13,10,14,11,12,60,9-5 (2-1 SAA),9-5 (2-1 SAA),01/06/19,Lose,637,No Location Recorded,12:00 PM,H,110,09:56,"FOUL  by TURNER,AMBER",,,,,,,"FOUL  by TURNER,AMBER",2,foul,,hendrix,amber turner,,596
