,game,opponent name,boxscore_visitor_name,boxscore_home_name,final score,centreFinalScore,opponentFinalScore,centreScoreByPeriod,opponentScoreByPeriod,centreScorePeriod1,centreScorePeriod2,centreScorePeriod3,centreScorePeriod4,centreScorePeriod5,opponentScorePeriod1,opponentScorePeriod2,opponentScorePeriod3,opponentScorePeriod4,opponentScorePeriod5,centreRecord,opponentRecord,gameDate,outcome,attendance,gameLocation,gameTime,homeGame,,Time Remaining,OU-W,Away Team Score,Play Team Indicator,Home Team Score,CENTRE-W,Game Score,Team Indicator,Play,period number,Play Type,Shot Outcome,Team,Player,Points Earned,Time(seconds)
60,23,oglethorpe,Oglethorpe,Centre,43-53,43,53,"7, 10, 14, 12, 43","12, 11, 14, 16, 53",7,10,14,12,43,12,11,14,16,53,12-11 (5-7 SAA),18-5 (9-3 SAA),02/08/19,Lose,679,No Location Recorded,6:00 PM,H,60,04:24,,,,,"SUB OUT by MURRAY,KYLEE",,,"SUB OUT by MURRAY,KYLEE",1,subbing out,,Centre,kylee murray,,264
61,23,oglethorpe,Oglethorpe,Centre,43-53,43,53,"7, 10, 14, 12, 43","12, 11, 14, 16, 53",7,10,14,12,43,12,11,14,16,53,12-11 (5-7 SAA),18-5 (9-3 SAA),02/08/19,Lose,679,No Location Recorded,6:00 PM,H,61,04:24,,,,,"SUB OUT by FEE,MIKAYLA",,,"SUB OUT by FEE,MIKAYLA",1,subbing out,,Centre,mikayla fee,,264
62,23,oglethorpe,Oglethorpe,Centre,43-53,43,53,"7, 10, 14, 12, 43","12, 11, 14, 16, 53",7,10,14,12,43,12,11,14,16,53,12-11 (5-7 SAA),18-5 (9-3 SAA),02/08/19,Lose,679,No Location Recorded,6:00 PM,H,62,04:24,,,,,"SUB OUT by JENNINGS,RACHEL",,,"SUB OUT by JENNINGS,RACHEL",1,subbing out,,Centre,rachel jennings,,264
63,23,oglethorpe,Oglethorpe,Centre,43-53,43,53,"7, 10, 14, 12, 43","12, 11, 14, 16, 53",7,10,14,12,43,12,11,14,16,53,12-11 (5-7 SAA),18-5 (9-3 SAA),02/08/19,Lose,679,No Location Recorded,6:00 PM,H,63,03:57,,,,,"MISS 3PTR by WEHBY,ABIGAIL",,,"MISS 3PTR by WEHBY,ABIGAIL",1,three pointer,missed,Centre,abigail wehby,,237
64,23,oglethorpe,Oglethorpe,Centre,43-53,43,53,"7, 10, 14, 12, 43","12, 11, 14, 16, 53",7,10,14,12,43,12,11,14,16,53,12-11 (5-7 SAA),18-5 (9-3 SAA),02/08/19,Lose,679,No Location Recorded,6:00 PM,H,64,--,"REBOUND DEF by REED,NIKKI",,,,,,,"REBOUND DEF by REED,NIKKI",1,defensive rebound,,oglethorpe,nikki reed,,
65,23,oglethorpe,Oglethorpe,Centre,43-53,43,53,"7, 10, 14, 12, 43","12, 11, 14, 16, 53",7,10,14,12,43,12,11,14,16,53,12-11 (5-7 SAA),18-5 (9-3 SAA),02/08/19,Lose,679,No Location Recorded,6:00 PM,H,65,03:47,,,,,"FOUL  by MILLER,LAKKEN",,,"FOUL  by MILLER,LAKKEN",1,foul,,Centre,lakken miller,,227
66,23,oglethorpe,Oglethorpe,Centre,43-53,43,53,"7, 10, 14, 12, 43","12, 11, 14, 16, 53",7,10,14,12,43,12,11,14,16,53,12-11 (5-7 SAA),18-5 (9-3 SAA),02/08/19,Lose,679,No Location Recorded,6:00 PM,H,66,03:47,"MISS FT by REED,NIKKI",,,,,,,"MISS FT by REED,NIKKI",1,free throw,missed,oglethorpe,nikki reed,,227
67,23,oglethorpe,Oglethorpe,Centre,43-53,43,53,"7, 10, 14, 12, 43","12, 11, 14, 16, 53",7,10,14,12,43,12,11,14,16,53,12-11 (5-7 SAA),18-5 (9-3 SAA),02/08/19,Lose,679,No Location Recorded,6:00 PM,H,67,--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,1,deadball rebound,,Centre,,,
68,23,oglethorpe,Oglethorpe,Centre,43-53,43,53,"7, 10, 14, 12, 43","12, 11, 14, 16, 53",7,10,14,12,43,12,11,14,16,53,12-11 (5-7 SAA),18-5 (9-3 SAA),02/08/19,Lose,679,No Location Recorded,6:00 PM,H,68,03:47,"GOOD FT by REED,NIKKI",8 (+6),,2,,OU-W 8-2 (-6),,"GOOD FT by REED,NIKKI",1,free throw,good,oglethorpe,nikki reed,1,227
69,23,oglethorpe,Oglethorpe,Centre,43-53,43,53,"7, 10, 14, 12, 43","12, 11, 14, 16, 53",7,10,14,12,43,12,11,14,16,53,12-11 (5-7 SAA),18-5 (9-3 SAA),02/08/19,Lose,679,No Location Recorded,6:00 PM,H,69,03:47,"SUB IN by CHARLES,BAILEY",,,,,,,"SUB IN by CHARLES,BAILEY",1,subbing in,,oglethorpe,bailey charles,,227
70,23,oglethorpe,Oglethorpe,Centre,43-53,43,53,"7, 10, 14, 12, 43","12, 11, 14, 16, 53",7,10,14,12,43,12,11,14,16,53,12-11 (5-7 SAA),18-5 (9-3 SAA),02/08/19,Lose,679,No Location Recorded,6:00 PM,H,70,03:47,"SUB IN by NEAL,HAYDEN",,,,,,,"SUB IN by NEAL,HAYDEN",1,subbing in,,oglethorpe,hayden neal,,227
71,23,oglethorpe,Oglethorpe,Centre,43-53,43,53,"7, 10, 14, 12, 43","12, 11, 14, 16, 53",7,10,14,12,43,12,11,14,16,53,12-11 (5-7 SAA),18-5 (9-3 SAA),02/08/19,Lose,679,No Location Recorded,6:00 PM,H,71,03:47,"SUB IN by TRIPLETT,JADA",,,,,,,"SUB IN by TRIPLETT,JADA",1,subbing in,,oglethorpe,jada triplett,,227
72,23,oglethorpe,Oglethorpe,Centre,43-53,43,53,"7, 10, 14, 12, 43","12, 11, 14, 16, 53",7,10,14,12,43,12,11,14,16,53,12-11 (5-7 SAA),18-5 (9-3 SAA),02/08/19,Lose,679,No Location Recorded,6:00 PM,H,72,03:47,"SUB IN by SIMPSON,BROOKE",,,,,,,"SUB IN by SIMPSON,BROOKE",1,subbing in,,oglethorpe,brooke simpson,,227
73,23,oglethorpe,Oglethorpe,Centre,43-53,43,53,"7, 10, 14, 12, 43","12, 11, 14, 16, 53",7,10,14,12,43,12,11,14,16,53,12-11 (5-7 SAA),18-5 (9-3 SAA),02/08/19,Lose,679,No Location Recorded,6:00 PM,H,73,03:47,"SUB OUT by HIGASHI,HAILEY",,,,,,,"SUB OUT by HIGASHI,HAILEY",1,subbing out,,oglethorpe,hailey higashi,,227
74,23,oglethorpe,Oglethorpe,Centre,43-53,43,53,"7, 10, 14, 12, 43","12, 11, 14, 16, 53",7,10,14,12,43,12,11,14,16,53,12-11 (5-7 SAA),18-5 (9-3 SAA),02/08/19,Lose,679,No Location Recorded,6:00 PM,H,74,03:47,"SUB OUT by RANSOM,LAUREN",,,,,,,"SUB OUT by RANSOM,LAUREN",1,subbing out,,oglethorpe,lauren ransom,,227
75,23,oglethorpe,Oglethorpe,Centre,43-53,43,53,"7, 10, 14, 12, 43","12, 11, 14, 16, 53",7,10,14,12,43,12,11,14,16,53,12-11 (5-7 SAA),18-5 (9-3 SAA),02/08/19,Lose,679,No Location Recorded,6:00 PM,H,75,03:47,"SUB OUT by REED,NIKKI",,,,,,,"SUB OUT by REED,NIKKI",1,subbing out,,oglethorpe,nikki reed,,227
76,23,oglethorpe,Oglethorpe,Centre,43-53,43,53,"7, 10, 14, 12, 43","12, 11, 14, 16, 53",7,10,14,12,43,12,11,14,16,53,12-11 (5-7 SAA),18-5 (9-3 SAA),02/08/19,Lose,679,No Location Recorded,6:00 PM,H,76,03:47,"SUB OUT by GRINDLE,MORGAN",,,,,,,"SUB OUT by GRINDLE,MORGAN",1,subbing out,,oglethorpe,morgan grindle,,227
77,23,oglethorpe,Oglethorpe,Centre,43-53,43,53,"7, 10, 14, 12, 43","12, 11, 14, 16, 53",7,10,14,12,43,12,11,14,16,53,12-11 (5-7 SAA),18-5 (9-3 SAA),02/08/19,Lose,679,No Location Recorded,6:00 PM,H,77,03:25,,,,,"MISS 3PTR by WEHBY,ABIGAIL",,,"MISS 3PTR by WEHBY,ABIGAIL",1,three pointer,missed,Centre,abigail wehby,,205
78,23,oglethorpe,Oglethorpe,Centre,43-53,43,53,"7, 10, 14, 12, 43","12, 11, 14, 16, 53",7,10,14,12,43,12,11,14,16,53,12-11 (5-7 SAA),18-5 (9-3 SAA),02/08/19,Lose,679,No Location Recorded,6:00 PM,H,78,--,"REBOUND DEF by NEAL,HAYDEN",,,,,,,"REBOUND DEF by NEAL,HAYDEN",1,defensive rebound,,oglethorpe,hayden neal,,
79,23,oglethorpe,Oglethorpe,Centre,43-53,43,53,"7, 10, 14, 12, 43","12, 11, 14, 16, 53",7,10,14,12,43,12,11,14,16,53,12-11 (5-7 SAA),18-5 (9-3 SAA),02/08/19,Lose,679,No Location Recorded,6:00 PM,H,79,03:04,"TURNOVER  by LONG,SYDNEY",,,,,,,"TURNOVER  by LONG,SYDNEY",1,turnover,,oglethorpe,sydney long,,184
80,23,oglethorpe,Oglethorpe,Centre,43-53,43,53,"7, 10, 14, 12, 43","12, 11, 14, 16, 53",7,10,14,12,43,12,11,14,16,53,12-11 (5-7 SAA),18-5 (9-3 SAA),02/08/19,Lose,679,No Location Recorded,6:00 PM,H,80,03:03,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,1,timeout,,Centre,,,183
81,23,oglethorpe,Oglethorpe,Centre,43-53,43,53,"7, 10, 14, 12, 43","12, 11, 14, 16, 53",7,10,14,12,43,12,11,14,16,53,12-11 (5-7 SAA),18-5 (9-3 SAA),02/08/19,Lose,679,No Location Recorded,6:00 PM,H,81,03:03,,,,,"SUB IN by RICE,MADISON",,,"SUB IN by RICE,MADISON",1,subbing in,,Centre,madison rice,,183
82,23,oglethorpe,Oglethorpe,Centre,43-53,43,53,"7, 10, 14, 12, 43","12, 11, 14, 16, 53",7,10,14,12,43,12,11,14,16,53,12-11 (5-7 SAA),18-5 (9-3 SAA),02/08/19,Lose,679,No Location Recorded,6:00 PM,H,82,03:03,,,,,"SUB OUT by MILLER,LAKKEN",,,"SUB OUT by MILLER,LAKKEN",1,subbing out,,Centre,lakken miller,,183
83,23,oglethorpe,Oglethorpe,Centre,43-53,43,53,"7, 10, 14, 12, 43","12, 11, 14, 16, 53",7,10,14,12,43,12,11,14,16,53,12-11 (5-7 SAA),18-5 (9-3 SAA),02/08/19,Lose,679,No Location Recorded,6:00 PM,H,83,02:34,,8 (+4),,4,"GOOD LAYUP by WEHBY,ABIGAIL(in the paint)",CENTRE-W 8-4 (-4),,"GOOD LAYUP by WEHBY,ABIGAIL(in the paint)",1,layup,good,Centre,abigail wehby,2,154
84,23,oglethorpe,Oglethorpe,Centre,43-53,43,53,"7, 10, 14, 12, 43","12, 11, 14, 16, 53",7,10,14,12,43,12,11,14,16,53,12-11 (5-7 SAA),18-5 (9-3 SAA),02/08/19,Lose,679,No Location Recorded,6:00 PM,H,84,02:20,,,,,"FOUL  by CHIRICO,PRESLEY",,,"FOUL  by CHIRICO,PRESLEY",1,foul,,Centre,presley chirico,,140
85,23,oglethorpe,Oglethorpe,Centre,43-53,43,53,"7, 10, 14, 12, 43","12, 11, 14, 16, 53",7,10,14,12,43,12,11,14,16,53,12-11 (5-7 SAA),18-5 (9-3 SAA),02/08/19,Lose,679,No Location Recorded,6:00 PM,H,85,02:20,"GOOD FT by LONG,SYDNEY",9 (+5),,4,,OU-W 9-4 (-5),,"GOOD FT by LONG,SYDNEY",1,free throw,good,oglethorpe,sydney long,1,140
86,23,oglethorpe,Oglethorpe,Centre,43-53,43,53,"7, 10, 14, 12, 43","12, 11, 14, 16, 53",7,10,14,12,43,12,11,14,16,53,12-11 (5-7 SAA),18-5 (9-3 SAA),02/08/19,Lose,679,No Location Recorded,6:00 PM,H,86,02:20,"GOOD FT by LONG,SYDNEY",10 (+6),,4,,OU-W 10-4 (-6),,"GOOD FT by LONG,SYDNEY",1,free throw,good,oglethorpe,sydney long,1,140
87,23,oglethorpe,Oglethorpe,Centre,43-53,43,53,"7, 10, 14, 12, 43","12, 11, 14, 16, 53",7,10,14,12,43,12,11,14,16,53,12-11 (5-7 SAA),18-5 (9-3 SAA),02/08/19,Lose,679,No Location Recorded,6:00 PM,H,87,02:20,"SUB IN by REED,NIKKI",,,,,,,"SUB IN by REED,NIKKI",1,subbing in,,oglethorpe,nikki reed,,140
88,23,oglethorpe,Oglethorpe,Centre,43-53,43,53,"7, 10, 14, 12, 43","12, 11, 14, 16, 53",7,10,14,12,43,12,11,14,16,53,12-11 (5-7 SAA),18-5 (9-3 SAA),02/08/19,Lose,679,No Location Recorded,6:00 PM,H,88,02:20,"SUB IN by DYER,KARLYMARIE",,,,,,,"SUB IN by DYER,KARLYMARIE",1,subbing in,,oglethorpe,karlymarie dyer,,140
89,23,oglethorpe,Oglethorpe,Centre,43-53,43,53,"7, 10, 14, 12, 43","12, 11, 14, 16, 53",7,10,14,12,43,12,11,14,16,53,12-11 (5-7 SAA),18-5 (9-3 SAA),02/08/19,Lose,679,No Location Recorded,6:00 PM,H,89,02:20,"SUB OUT by NEAL,HAYDEN",,,,,,,"SUB OUT by NEAL,HAYDEN",1,subbing out,,oglethorpe,hayden neal,,140
90,23,oglethorpe,Oglethorpe,Centre,43-53,43,53,"7, 10, 14, 12, 43","12, 11, 14, 16, 53",7,10,14,12,43,12,11,14,16,53,12-11 (5-7 SAA),18-5 (9-3 SAA),02/08/19,Lose,679,No Location Recorded,6:00 PM,H,90,02:20,"SUB OUT by LONG,SYDNEY",,,,,,,"SUB OUT by LONG,SYDNEY",1,subbing out,,oglethorpe,sydney long,,140
91,23,oglethorpe,Oglethorpe,Centre,43-53,43,53,"7, 10, 14, 12, 43","12, 11, 14, 16, 53",7,10,14,12,43,12,11,14,16,53,12-11 (5-7 SAA),18-5 (9-3 SAA),02/08/19,Lose,679,No Location Recorded,6:00 PM,H,91,02:20,,,,,"SUB IN by WILSON,KATHLEEN",,,"SUB IN by WILSON,KATHLEEN",1,subbing in,,Centre,kathleen wilson,,140
92,23,oglethorpe,Oglethorpe,Centre,43-53,43,53,"7, 10, 14, 12, 43","12, 11, 14, 16, 53",7,10,14,12,43,12,11,14,16,53,12-11 (5-7 SAA),18-5 (9-3 SAA),02/08/19,Lose,679,No Location Recorded,6:00 PM,H,92,02:20,,,,,"SUB IN by MURRAY,KYLEE",,,"SUB IN by MURRAY,KYLEE",1,subbing in,,Centre,kylee murray,,140
93,23,oglethorpe,Oglethorpe,Centre,43-53,43,53,"7, 10, 14, 12, 43","12, 11, 14, 16, 53",7,10,14,12,43,12,11,14,16,53,12-11 (5-7 SAA),18-5 (9-3 SAA),02/08/19,Lose,679,No Location Recorded,6:00 PM,H,93,02:20,,,,,"SUB OUT by MARCUM,MADISON",,,"SUB OUT by MARCUM,MADISON",1,subbing out,,Centre,madison marcum,,140
94,23,oglethorpe,Oglethorpe,Centre,43-53,43,53,"7, 10, 14, 12, 43","12, 11, 14, 16, 53",7,10,14,12,43,12,11,14,16,53,12-11 (5-7 SAA),18-5 (9-3 SAA),02/08/19,Lose,679,No Location Recorded,6:00 PM,H,94,02:20,,,,,"SUB OUT by CHIRICO,PRESLEY",,,"SUB OUT by CHIRICO,PRESLEY",1,subbing out,,Centre,presley chirico,,140
95,23,oglethorpe,Oglethorpe,Centre,43-53,43,53,"7, 10, 14, 12, 43","12, 11, 14, 16, 53",7,10,14,12,43,12,11,14,16,53,12-11 (5-7 SAA),18-5 (9-3 SAA),02/08/19,Lose,679,No Location Recorded,6:00 PM,H,95,02:10,,,,,"TURNOVER  by MURRAY,KYLEE",,,"TURNOVER  by MURRAY,KYLEE",1,turnover,,Centre,kylee murray,,130
96,23,oglethorpe,Oglethorpe,Centre,43-53,43,53,"7, 10, 14, 12, 43","12, 11, 14, 16, 53",7,10,14,12,43,12,11,14,16,53,12-11 (5-7 SAA),18-5 (9-3 SAA),02/08/19,Lose,679,No Location Recorded,6:00 PM,H,96,02:10,"STEAL  by TRIPLETT,JADA",,,,,,,"STEAL  by TRIPLETT,JADA",1,steal,,oglethorpe,,,130
97,23,oglethorpe,Oglethorpe,Centre,43-53,43,53,"7, 10, 14, 12, 43","12, 11, 14, 16, 53",7,10,14,12,43,12,11,14,16,53,12-11 (5-7 SAA),18-5 (9-3 SAA),02/08/19,Lose,679,No Location Recorded,6:00 PM,H,97,02:10,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,1,timeout,,Centre,,,130
98,23,oglethorpe,Oglethorpe,Centre,43-53,43,53,"7, 10, 14, 12, 43","12, 11, 14, 16, 53",7,10,14,12,43,12,11,14,16,53,12-11 (5-7 SAA),18-5 (9-3 SAA),02/08/19,Lose,679,No Location Recorded,6:00 PM,H,98,02:10,,,,,"SUB IN by MARCUM,MADISON",,,"SUB IN by MARCUM,MADISON",1,subbing in,,Centre,madison marcum,,130
99,23,oglethorpe,Oglethorpe,Centre,43-53,43,53,"7, 10, 14, 12, 43","12, 11, 14, 16, 53",7,10,14,12,43,12,11,14,16,53,12-11 (5-7 SAA),18-5 (9-3 SAA),02/08/19,Lose,679,No Location Recorded,6:00 PM,H,99,02:10,,,,,"SUB OUT by RICE,MADISON",,,"SUB OUT by RICE,MADISON",1,subbing out,,Centre,madison rice,,130
100,23,oglethorpe,Oglethorpe,Centre,43-53,43,53,"7, 10, 14, 12, 43","12, 11, 14, 16, 53",7,10,14,12,43,12,11,14,16,53,12-11 (5-7 SAA),18-5 (9-3 SAA),02/08/19,Lose,679,No Location Recorded,6:00 PM,H,100,01:50,"MISS LAYUP by CHARLES,BAILEY",,,,,,,"MISS LAYUP by CHARLES,BAILEY",1,layup,missed,oglethorpe,bailey charles,,110
101,23,oglethorpe,Oglethorpe,Centre,43-53,43,53,"7, 10, 14, 12, 43","12, 11, 14, 16, 53",7,10,14,12,43,12,11,14,16,53,12-11 (5-7 SAA),18-5 (9-3 SAA),02/08/19,Lose,679,No Location Recorded,6:00 PM,H,101,--,,,,,"REBOUND DEF by WEHBY,ABIGAIL",,,"REBOUND DEF by WEHBY,ABIGAIL",1,defensive rebound,,Centre,abigail wehby,,
102,23,oglethorpe,Oglethorpe,Centre,43-53,43,53,"7, 10, 14, 12, 43","12, 11, 14, 16, 53",7,10,14,12,43,12,11,14,16,53,12-11 (5-7 SAA),18-5 (9-3 SAA),02/08/19,Lose,679,No Location Recorded,6:00 PM,H,102,01:22,"FOUL  by TRIPLETT,JADA",,,,,,,"FOUL  by TRIPLETT,JADA",1,foul,,oglethorpe,jada triplett,,82
103,23,oglethorpe,Oglethorpe,Centre,43-53,43,53,"7, 10, 14, 12, 43","12, 11, 14, 16, 53",7,10,14,12,43,12,11,14,16,53,12-11 (5-7 SAA),18-5 (9-3 SAA),02/08/19,Lose,679,No Location Recorded,6:00 PM,H,103,01:10,,10 (+3),,7,"GOOD 3PTR by WILSON,KATHLEEN",CENTRE-W 10-7 (-3),,"GOOD 3PTR by WILSON,KATHLEEN",1,three pointer,good,Centre,kathleen wilson,3,70
104,23,oglethorpe,Oglethorpe,Centre,43-53,43,53,"7, 10, 14, 12, 43","12, 11, 14, 16, 53",7,10,14,12,43,12,11,14,16,53,12-11 (5-7 SAA),18-5 (9-3 SAA),02/08/19,Lose,679,No Location Recorded,6:00 PM,H,104,--,,,,,"ASSIST  by WEHBY,ABIGAIL",,,"ASSIST  by WEHBY,ABIGAIL",1,assist,,Centre,abigail wehby,,
105,23,oglethorpe,Oglethorpe,Centre,43-53,43,53,"7, 10, 14, 12, 43","12, 11, 14, 16, 53",7,10,14,12,43,12,11,14,16,53,12-11 (5-7 SAA),18-5 (9-3 SAA),02/08/19,Lose,679,No Location Recorded,6:00 PM,H,105,00:50,"MISS 3PTR by CHARLES,BAILEY",,,,,,,"MISS 3PTR by CHARLES,BAILEY",1,three pointer,missed,oglethorpe,bailey charles,,50
106,23,oglethorpe,Oglethorpe,Centre,43-53,43,53,"7, 10, 14, 12, 43","12, 11, 14, 16, 53",7,10,14,12,43,12,11,14,16,53,12-11 (5-7 SAA),18-5 (9-3 SAA),02/08/19,Lose,679,No Location Recorded,6:00 PM,H,106,--,,,,,"REBOUND DEF by MURRAY,KYLEE",,,"REBOUND DEF by MURRAY,KYLEE",1,defensive rebound,,Centre,kylee murray,,
107,23,oglethorpe,Oglethorpe,Centre,43-53,43,53,"7, 10, 14, 12, 43","12, 11, 14, 16, 53",7,10,14,12,43,12,11,14,16,53,12-11 (5-7 SAA),18-5 (9-3 SAA),02/08/19,Lose,679,No Location Recorded,6:00 PM,H,107,00:44,,,,,"SUB IN by MILLER,LAKKEN",,,"SUB IN by MILLER,LAKKEN",1,subbing in,,Centre,lakken miller,,44
108,23,oglethorpe,Oglethorpe,Centre,43-53,43,53,"7, 10, 14, 12, 43","12, 11, 14, 16, 53",7,10,14,12,43,12,11,14,16,53,12-11 (5-7 SAA),18-5 (9-3 SAA),02/08/19,Lose,679,No Location Recorded,6:00 PM,H,108,00:44,,,,,"SUB OUT by MURRAY,KYLEE",,,"SUB OUT by MURRAY,KYLEE",1,subbing out,,Centre,kylee murray,,44
109,23,oglethorpe,Oglethorpe,Centre,43-53,43,53,"7, 10, 14, 12, 43","12, 11, 14, 16, 53",7,10,14,12,43,12,11,14,16,53,12-11 (5-7 SAA),18-5 (9-3 SAA),02/08/19,Lose,679,No Location Recorded,6:00 PM,H,109,00:17,,,,,TURNOVER  by TEAM,,,TURNOVER  by TEAM,1,turnover,,Centre,,,17
110,23,oglethorpe,Oglethorpe,Centre,43-53,43,53,"7, 10, 14, 12, 43","12, 11, 14, 16, 53",7,10,14,12,43,12,11,14,16,53,12-11 (5-7 SAA),18-5 (9-3 SAA),02/08/19,Lose,679,No Location Recorded,6:00 PM,H,110,00:17,"SUB IN by RANSOM,LAUREN",,,,,,,"SUB IN by RANSOM,LAUREN",1,subbing in,,oglethorpe,lauren ransom,,17
111,23,oglethorpe,Oglethorpe,Centre,43-53,43,53,"7, 10, 14, 12, 43","12, 11, 14, 16, 53",7,10,14,12,43,12,11,14,16,53,12-11 (5-7 SAA),18-5 (9-3 SAA),02/08/19,Lose,679,No Location Recorded,6:00 PM,H,111,00:17,"SUB OUT by CHARLES,BAILEY",,,,,,,"SUB OUT by CHARLES,BAILEY",1,subbing out,,oglethorpe,bailey charles,,17
112,23,oglethorpe,Oglethorpe,Centre,43-53,43,53,"7, 10, 14, 12, 43","12, 11, 14, 16, 53",7,10,14,12,43,12,11,14,16,53,12-11 (5-7 SAA),18-5 (9-3 SAA),02/08/19,Lose,679,No Location Recorded,6:00 PM,H,112,00:08,"GOOD LAYUP by RANSOM,LAUREN(in the paint)",12 (+5),,7,,OU-W 12-7 (-5),,"GOOD LAYUP by RANSOM,LAUREN(in the paint)",1,layup,good,oglethorpe,lauren ransom,2,8
113,23,oglethorpe,Oglethorpe,Centre,43-53,43,53,"7, 10, 14, 12, 43","12, 11, 14, 16, 53",7,10,14,12,43,12,11,14,16,53,12-11 (5-7 SAA),18-5 (9-3 SAA),02/08/19,Lose,679,No Location Recorded,6:00 PM,H,113,--,"ASSIST  by DYER,KARLYMARIE",,,,,,,"ASSIST  by DYER,KARLYMARIE",1,assist,,oglethorpe,karlymarie dyer,,
114,23,oglethorpe,Oglethorpe,Centre,43-53,43,53,"7, 10, 14, 12, 43","12, 11, 14, 16, 53",7,10,14,12,43,12,11,14,16,53,12-11 (5-7 SAA),18-5 (9-3 SAA),02/08/19,Lose,679,No Location Recorded,6:00 PM,H,114,Start Period 2,,,,,,,,,2,,,,,,
115,23,oglethorpe,Oglethorpe,Centre,43-53,43,53,"7, 10, 14, 12, 43","12, 11, 14, 16, 53",7,10,14,12,43,12,11,14,16,53,12-11 (5-7 SAA),18-5 (9-3 SAA),02/08/19,Lose,679,No Location Recorded,6:00 PM,H,115,10:00,"SUB IN by GRINDLE,MORGAN",,,,,,,"SUB IN by GRINDLE,MORGAN",2,subbing in,,oglethorpe,morgan grindle,,600
116,23,oglethorpe,Oglethorpe,Centre,43-53,43,53,"7, 10, 14, 12, 43","12, 11, 14, 16, 53",7,10,14,12,43,12,11,14,16,53,12-11 (5-7 SAA),18-5 (9-3 SAA),02/08/19,Lose,679,No Location Recorded,6:00 PM,H,116,10:00,"SUB OUT by TRIPLETT,JADA",,,,,,,"SUB OUT by TRIPLETT,JADA",2,subbing out,,oglethorpe,jada triplett,,600
117,23,oglethorpe,Oglethorpe,Centre,43-53,43,53,"7, 10, 14, 12, 43","12, 11, 14, 16, 53",7,10,14,12,43,12,11,14,16,53,12-11 (5-7 SAA),18-5 (9-3 SAA),02/08/19,Lose,679,No Location Recorded,6:00 PM,H,117,09:39,"MISS LAYUP by RANSOM,LAUREN",,,,,,,"MISS LAYUP by RANSOM,LAUREN",2,layup,missed,oglethorpe,lauren ransom,,579
118,23,oglethorpe,Oglethorpe,Centre,43-53,43,53,"7, 10, 14, 12, 43","12, 11, 14, 16, 53",7,10,14,12,43,12,11,14,16,53,12-11 (5-7 SAA),18-5 (9-3 SAA),02/08/19,Lose,679,No Location Recorded,6:00 PM,H,118,--,,,,,"REBOUND DEF by BUNNER,CHEYENNE",,,"REBOUND DEF by BUNNER,CHEYENNE",2,defensive rebound,,Centre,cheyenne bunner,,
119,23,oglethorpe,Oglethorpe,Centre,43-53,43,53,"7, 10, 14, 12, 43","12, 11, 14, 16, 53",7,10,14,12,43,12,11,14,16,53,12-11 (5-7 SAA),18-5 (9-3 SAA),02/08/19,Lose,679,No Location Recorded,6:00 PM,H,119,09:12,"FOUL  by DYER,KARLYMARIE",,,,,,,"FOUL  by DYER,KARLYMARIE",2,foul,,oglethorpe,karlymarie dyer,,552
120,23,oglethorpe,Oglethorpe,Centre,43-53,43,53,"7, 10, 14, 12, 43","12, 11, 14, 16, 53",7,10,14,12,43,12,11,14,16,53,12-11 (5-7 SAA),18-5 (9-3 SAA),02/08/19,Lose,679,No Location Recorded,6:00 PM,H,120,09:09,,12 (+3),,9,"GOOD LAYUP by BUNNER,CHEYENNE(in the paint)",CENTRE-W 12-9 (-3),,"GOOD LAYUP by BUNNER,CHEYENNE(in the paint)",2,layup,good,Centre,cheyenne bunner,2,549
121,23,oglethorpe,Oglethorpe,Centre,43-53,43,53,"7, 10, 14, 12, 43","12, 11, 14, 16, 53",7,10,14,12,43,12,11,14,16,53,12-11 (5-7 SAA),18-5 (9-3 SAA),02/08/19,Lose,679,No Location Recorded,6:00 PM,H,121,--,,,,,"ASSIST  by WEHBY,ABIGAIL",,,"ASSIST  by WEHBY,ABIGAIL",2,assist,,Centre,abigail wehby,,
122,23,oglethorpe,Oglethorpe,Centre,43-53,43,53,"7, 10, 14, 12, 43","12, 11, 14, 16, 53",7,10,14,12,43,12,11,14,16,53,12-11 (5-7 SAA),18-5 (9-3 SAA),02/08/19,Lose,679,No Location Recorded,6:00 PM,H,122,08:40,"GOOD LAYUP by RANSOM,LAUREN(in the paint)",14 (+5),,9,,OU-W 14-9 (-5),,"GOOD LAYUP by RANSOM,LAUREN(in the paint)",2,layup,good,oglethorpe,lauren ransom,2,520
123,23,oglethorpe,Oglethorpe,Centre,43-53,43,53,"7, 10, 14, 12, 43","12, 11, 14, 16, 53",7,10,14,12,43,12,11,14,16,53,12-11 (5-7 SAA),18-5 (9-3 SAA),02/08/19,Lose,679,No Location Recorded,6:00 PM,H,123,08:17,,,,,"TURNOVER  by FEE,MIKAYLA",,,"TURNOVER  by FEE,MIKAYLA",2,turnover,,Centre,mikayla fee,,497
