,game,opponent name,boxscore_visitor_name,boxscore_home_name,final score,centreFinalScore,opponentFinalScore,centreScoreByPeriod,opponentScoreByPeriod,centreScorePeriod1,centreScorePeriod2,centreScorePeriod3,centreScorePeriod4,centreScorePeriod5,opponentScorePeriod1,opponentScorePeriod2,opponentScorePeriod3,opponentScorePeriod4,opponentScorePeriod5,centreRecord,opponentRecord,gameDate,outcome,attendance,gameLocation,gameTime,homeGame,,Time Remaining,CENTRE-W,Away Team Score,Play Team Indicator,Home Team Score,TMU,Game Score,Team Indicator,Play,period number,Play Type,Shot Outcome,Team,Player,Points Earned,Time(seconds)
276,12,thomas-more,Centre,Thomas More,51-81,51,81,"13, 9, 21, 8, 51","17, 23, 20, 21, 81",13,9,21,8,51,17,23,20,21,81,8-4,18-0,12/30/18,Lose,1026,No Location Recorded,2 p.m.,A,276,05:08,,,,,"SUB IN by CLAPPER,KELLY",,,"SUB IN by CLAPPER,KELLY",3,subbing in,,thomas more,kelly clapper,,308
277,12,thomas-more,Centre,Thomas More,51-81,51,81,"13, 9, 21, 8, 51","17, 23, 20, 21, 81",13,9,21,8,51,17,23,20,21,81,8-4,18-0,12/30/18,Lose,1026,No Location Recorded,2 p.m.,A,277,05:08,,,,,"SUB OUT by SANER,KAELA",,,"SUB OUT by SANER,KAELA",3,subbing out,,thomas more,kaela saner,,308
278,12,thomas-more,Centre,Thomas More,51-81,51,81,"13, 9, 21, 8, 51","17, 23, 20, 21, 81",13,9,21,8,51,17,23,20,21,81,8-4,18-0,12/30/18,Lose,1026,No Location Recorded,2 p.m.,A,278,05:06,"GOOD 3PTR by RICE,MADISON",30,,49 (+19),,CENTRE-W 30-49 (-19),,"GOOD 3PTR by RICE,MADISON",3,three pointer,good,Centre,madison rice,3,306
279,12,thomas-more,Centre,Thomas More,51-81,51,81,"13, 9, 21, 8, 51","17, 23, 20, 21, 81",13,9,21,8,51,17,23,20,21,81,8-4,18-0,12/30/18,Lose,1026,No Location Recorded,2 p.m.,A,279,04:49,,,,,"TURNOVER  by RUPP,SHELBY",,,"TURNOVER  by RUPP,SHELBY",3,turnover,,thomas more,shelby rupp,,289
280,12,thomas-more,Centre,Thomas More,51-81,51,81,"13, 9, 21, 8, 51","17, 23, 20, 21, 81",13,9,21,8,51,17,23,20,21,81,8-4,18-0,12/30/18,Lose,1026,No Location Recorded,2 p.m.,A,280,04:49,,,,,TIMEOUT 20SEC by TEAM,,,TIMEOUT 20SEC by TEAM,3,timeout,,Centre,,,289
281,12,thomas-more,Centre,Thomas More,51-81,51,81,"13, 9, 21, 8, 51","17, 23, 20, 21, 81",13,9,21,8,51,17,23,20,21,81,8-4,18-0,12/30/18,Lose,1026,No Location Recorded,2 p.m.,A,281,04:32,"GOOD JUMPER by STEWART,ABIGAIL",32,,49 (+17),,CENTRE-W 32-49 (-17),,"GOOD JUMPER by STEWART,ABIGAIL",3,jumper,good,Centre,abigail stewart,2,272
282,12,thomas-more,Centre,Thomas More,51-81,51,81,"13, 9, 21, 8, 51","17, 23, 20, 21, 81",13,9,21,8,51,17,23,20,21,81,8-4,18-0,12/30/18,Lose,1026,No Location Recorded,2 p.m.,A,282,--,"ASSIST  by WILSON,KATHLEEN",,,,,,,"ASSIST  by WILSON,KATHLEEN",3,assist,,Centre,kathleen wilson,,
283,12,thomas-more,Centre,Thomas More,51-81,51,81,"13, 9, 21, 8, 51","17, 23, 20, 21, 81",13,9,21,8,51,17,23,20,21,81,8-4,18-0,12/30/18,Lose,1026,No Location Recorded,2 p.m.,A,283,04:05,,,,,"MISS LAYUP by TEMPLE,MADISON",,,"MISS LAYUP by TEMPLE,MADISON",3,layup,missed,thomas more,madison temple,,245
284,12,thomas-more,Centre,Thomas More,51-81,51,81,"13, 9, 21, 8, 51","17, 23, 20, 21, 81",13,9,21,8,51,17,23,20,21,81,8-4,18-0,12/30/18,Lose,1026,No Location Recorded,2 p.m.,A,284,04:05,"BLOCK  by WILSON,KATHLEEN",,,,,,,"BLOCK  by WILSON,KATHLEEN",3,block,,Centre,kathleen wilson,,245
285,12,thomas-more,Centre,Thomas More,51-81,51,81,"13, 9, 21, 8, 51","17, 23, 20, 21, 81",13,9,21,8,51,17,23,20,21,81,8-4,18-0,12/30/18,Lose,1026,No Location Recorded,2 p.m.,A,285,--,,,,,"REBOUND OFF by TEMPLE,MADISON",,,"REBOUND OFF by TEMPLE,MADISON",3,offensive rebound,,thomas more,madison temple,,
286,12,thomas-more,Centre,Thomas More,51-81,51,81,"13, 9, 21, 8, 51","17, 23, 20, 21, 81",13,9,21,8,51,17,23,20,21,81,8-4,18-0,12/30/18,Lose,1026,No Location Recorded,2 p.m.,A,286,04:02,"FOUL  by WILSON,KATHLEEN",,,,,,,"FOUL  by WILSON,KATHLEEN",3,foul,,Centre,kathleen wilson,,242
287,12,thomas-more,Centre,Thomas More,51-81,51,81,"13, 9, 21, 8, 51","17, 23, 20, 21, 81",13,9,21,8,51,17,23,20,21,81,8-4,18-0,12/30/18,Lose,1026,No Location Recorded,2 p.m.,A,287,04:02,,32,,50 (+18),"GOOD FT by TEMPLE,MADISON",TMU 32-50 (-18),,"GOOD FT by TEMPLE,MADISON",3,free throw,good,thomas more,madison temple,1,242
288,12,thomas-more,Centre,Thomas More,51-81,51,81,"13, 9, 21, 8, 51","17, 23, 20, 21, 81",13,9,21,8,51,17,23,20,21,81,8-4,18-0,12/30/18,Lose,1026,No Location Recorded,2 p.m.,A,288,04:02,,,,,"MISS FT by TEMPLE,MADISON",,,"MISS FT by TEMPLE,MADISON",3,free throw,missed,thomas more,madison temple,,242
289,12,thomas-more,Centre,Thomas More,51-81,51,81,"13, 9, 21, 8, 51","17, 23, 20, 21, 81",13,9,21,8,51,17,23,20,21,81,8-4,18-0,12/30/18,Lose,1026,No Location Recorded,2 p.m.,A,289,--,"REBOUND DEF by RICE,MADISON",,,,,,,"REBOUND DEF by RICE,MADISON",3,defensive rebound,,Centre,madison rice,,
290,12,thomas-more,Centre,Thomas More,51-81,51,81,"13, 9, 21, 8, 51","17, 23, 20, 21, 81",13,9,21,8,51,17,23,20,21,81,8-4,18-0,12/30/18,Lose,1026,No Location Recorded,2 p.m.,A,290,04:02,,,,,"SUB IN by MITCHELL,ASYAH",,,"SUB IN by MITCHELL,ASYAH",3,subbing in,,thomas more,asyah mitchell,,242
291,12,thomas-more,Centre,Thomas More,51-81,51,81,"13, 9, 21, 8, 51","17, 23, 20, 21, 81",13,9,21,8,51,17,23,20,21,81,8-4,18-0,12/30/18,Lose,1026,No Location Recorded,2 p.m.,A,291,04:02,,,,,"SUB OUT by RUPP,SHELBY",,,"SUB OUT by RUPP,SHELBY",3,subbing out,,thomas more,shelby rupp,,242
292,12,thomas-more,Centre,Thomas More,51-81,51,81,"13, 9, 21, 8, 51","17, 23, 20, 21, 81",13,9,21,8,51,17,23,20,21,81,8-4,18-0,12/30/18,Lose,1026,No Location Recorded,2 p.m.,A,292,03:40,"GOOD 3PTR by RICE,MADISON",35,,50 (+15),,CENTRE-W 35-50 (-15),,"GOOD 3PTR by RICE,MADISON",3,three pointer,good,Centre,madison rice,3,220
293,12,thomas-more,Centre,Thomas More,51-81,51,81,"13, 9, 21, 8, 51","17, 23, 20, 21, 81",13,9,21,8,51,17,23,20,21,81,8-4,18-0,12/30/18,Lose,1026,No Location Recorded,2 p.m.,A,293,--,"ASSIST  by MARCUM,MADISON",,,,,,,"ASSIST  by MARCUM,MADISON",3,assist,,Centre,madison marcum,,
294,12,thomas-more,Centre,Thomas More,51-81,51,81,"13, 9, 21, 8, 51","17, 23, 20, 21, 81",13,9,21,8,51,17,23,20,21,81,8-4,18-0,12/30/18,Lose,1026,No Location Recorded,2 p.m.,A,294,03:15,,35,,52 (+17),"GOOD LAYUP by TEMPLE,MADISON(in the paint)",TMU 35-52 (-17),,"GOOD LAYUP by TEMPLE,MADISON(in the paint)",3,layup,good,thomas more,madison temple,2,195
295,12,thomas-more,Centre,Thomas More,51-81,51,81,"13, 9, 21, 8, 51","17, 23, 20, 21, 81",13,9,21,8,51,17,23,20,21,81,8-4,18-0,12/30/18,Lose,1026,No Location Recorded,2 p.m.,A,295,03:15,"FOUL  by WILSON,KATHLEEN",,,,,,,"FOUL  by WILSON,KATHLEEN",3,foul,,Centre,kathleen wilson,,195
296,12,thomas-more,Centre,Thomas More,51-81,51,81,"13, 9, 21, 8, 51","17, 23, 20, 21, 81",13,9,21,8,51,17,23,20,21,81,8-4,18-0,12/30/18,Lose,1026,No Location Recorded,2 p.m.,A,296,03:15,,35,,53 (+18),"GOOD FT by TEMPLE,MADISON",TMU 35-53 (-18),,"GOOD FT by TEMPLE,MADISON",3,free throw,good,thomas more,madison temple,1,195
297,12,thomas-more,Centre,Thomas More,51-81,51,81,"13, 9, 21, 8, 51","17, 23, 20, 21, 81",13,9,21,8,51,17,23,20,21,81,8-4,18-0,12/30/18,Lose,1026,No Location Recorded,2 p.m.,A,297,03:15,,,,,"SUB IN by WARE,MICHAELA",,,"SUB IN by WARE,MICHAELA",3,subbing in,,thomas more,michaela ware,,195
298,12,thomas-more,Centre,Thomas More,51-81,51,81,"13, 9, 21, 8, 51","17, 23, 20, 21, 81",13,9,21,8,51,17,23,20,21,81,8-4,18-0,12/30/18,Lose,1026,No Location Recorded,2 p.m.,A,298,03:15,,,,,"SUB OUT by MCNUTT,BRIANA",,,"SUB OUT by MCNUTT,BRIANA",3,subbing out,,thomas more,briana mcnutt,,195
299,12,thomas-more,Centre,Thomas More,51-81,51,81,"13, 9, 21, 8, 51","17, 23, 20, 21, 81",13,9,21,8,51,17,23,20,21,81,8-4,18-0,12/30/18,Lose,1026,No Location Recorded,2 p.m.,A,299,02:58,,,,,"FOUL  by SCHULTZ,EMILY",,,"FOUL  by SCHULTZ,EMILY",3,foul,,thomas more,emily schultz,,178
300,12,thomas-more,Centre,Thomas More,51-81,51,81,"13, 9, 21, 8, 51","17, 23, 20, 21, 81",13,9,21,8,51,17,23,20,21,81,8-4,18-0,12/30/18,Lose,1026,No Location Recorded,2 p.m.,A,300,02:58,"SUB IN by MILLER,LAKKEN",,,,,,,"SUB IN by MILLER,LAKKEN",3,subbing in,,Centre,lakken miller,,178
301,12,thomas-more,Centre,Thomas More,51-81,51,81,"13, 9, 21, 8, 51","17, 23, 20, 21, 81",13,9,21,8,51,17,23,20,21,81,8-4,18-0,12/30/18,Lose,1026,No Location Recorded,2 p.m.,A,301,02:58,"SUB IN by FEE,MIKAYLA",,,,,,,"SUB IN by FEE,MIKAYLA",3,subbing in,,Centre,mikayla fee,,178
302,12,thomas-more,Centre,Thomas More,51-81,51,81,"13, 9, 21, 8, 51","17, 23, 20, 21, 81",13,9,21,8,51,17,23,20,21,81,8-4,18-0,12/30/18,Lose,1026,No Location Recorded,2 p.m.,A,302,02:58,"SUB IN by HICKS,ELLEN",,,,,,,"SUB IN by HICKS,ELLEN",3,subbing in,,Centre,ellen hicks,,178
303,12,thomas-more,Centre,Thomas More,51-81,51,81,"13, 9, 21, 8, 51","17, 23, 20, 21, 81",13,9,21,8,51,17,23,20,21,81,8-4,18-0,12/30/18,Lose,1026,No Location Recorded,2 p.m.,A,303,02:58,"SUB IN by MURRAY,KYLEE",,,,,,,"SUB IN by MURRAY,KYLEE",3,subbing in,,Centre,kylee murray,,178
304,12,thomas-more,Centre,Thomas More,51-81,51,81,"13, 9, 21, 8, 51","17, 23, 20, 21, 81",13,9,21,8,51,17,23,20,21,81,8-4,18-0,12/30/18,Lose,1026,No Location Recorded,2 p.m.,A,304,02:58,"SUB IN by CHIRICO,PRESLEY",,,,,,,"SUB IN by CHIRICO,PRESLEY",3,subbing in,,Centre,presley chirico,,178
305,12,thomas-more,Centre,Thomas More,51-81,51,81,"13, 9, 21, 8, 51","17, 23, 20, 21, 81",13,9,21,8,51,17,23,20,21,81,8-4,18-0,12/30/18,Lose,1026,No Location Recorded,2 p.m.,A,305,02:58,"SUB OUT by WEHBY,ABIGAIL",,,,,,,"SUB OUT by WEHBY,ABIGAIL",3,subbing out,,Centre,abigail wehby,,178
306,12,thomas-more,Centre,Thomas More,51-81,51,81,"13, 9, 21, 8, 51","17, 23, 20, 21, 81",13,9,21,8,51,17,23,20,21,81,8-4,18-0,12/30/18,Lose,1026,No Location Recorded,2 p.m.,A,306,02:58,"SUB OUT by RICE,MADISON",,,,,,,"SUB OUT by RICE,MADISON",3,subbing out,,Centre,madison rice,,178
307,12,thomas-more,Centre,Thomas More,51-81,51,81,"13, 9, 21, 8, 51","17, 23, 20, 21, 81",13,9,21,8,51,17,23,20,21,81,8-4,18-0,12/30/18,Lose,1026,No Location Recorded,2 p.m.,A,307,02:58,"SUB OUT by MARCUM,MADISON",,,,,,,"SUB OUT by MARCUM,MADISON",3,subbing out,,Centre,madison marcum,,178
308,12,thomas-more,Centre,Thomas More,51-81,51,81,"13, 9, 21, 8, 51","17, 23, 20, 21, 81",13,9,21,8,51,17,23,20,21,81,8-4,18-0,12/30/18,Lose,1026,No Location Recorded,2 p.m.,A,308,02:58,"SUB OUT by STEWART,ABIGAIL",,,,,,,"SUB OUT by STEWART,ABIGAIL",3,subbing out,,Centre,abigail stewart,,178
309,12,thomas-more,Centre,Thomas More,51-81,51,81,"13, 9, 21, 8, 51","17, 23, 20, 21, 81",13,9,21,8,51,17,23,20,21,81,8-4,18-0,12/30/18,Lose,1026,No Location Recorded,2 p.m.,A,309,02:58,"SUB OUT by WILSON,KATHLEEN",,,,,,,"SUB OUT by WILSON,KATHLEEN",3,subbing out,,Centre,kathleen wilson,,178
310,12,thomas-more,Centre,Thomas More,51-81,51,81,"13, 9, 21, 8, 51","17, 23, 20, 21, 81",13,9,21,8,51,17,23,20,21,81,8-4,18-0,12/30/18,Lose,1026,No Location Recorded,2 p.m.,A,310,02:54,"MISS LAYUP by FEE,MIKAYLA",,,,,,,"MISS LAYUP by FEE,MIKAYLA",3,layup,missed,Centre,mikayla fee,,174
311,12,thomas-more,Centre,Thomas More,51-81,51,81,"13, 9, 21, 8, 51","17, 23, 20, 21, 81",13,9,21,8,51,17,23,20,21,81,8-4,18-0,12/30/18,Lose,1026,No Location Recorded,2 p.m.,A,311,02:54,,,,,"BLOCK  by SCHULTZ,EMILY",,,"BLOCK  by SCHULTZ,EMILY",3,block,,thomas more,emily schultz,,174
312,12,thomas-more,Centre,Thomas More,51-81,51,81,"13, 9, 21, 8, 51","17, 23, 20, 21, 81",13,9,21,8,51,17,23,20,21,81,8-4,18-0,12/30/18,Lose,1026,No Location Recorded,2 p.m.,A,312,--,,,,,"REBOUND DEF by SCHULTZ,EMILY",,,"REBOUND DEF by SCHULTZ,EMILY",3,defensive rebound,,thomas more,emily schultz,,
313,12,thomas-more,Centre,Thomas More,51-81,51,81,"13, 9, 21, 8, 51","17, 23, 20, 21, 81",13,9,21,8,51,17,23,20,21,81,8-4,18-0,12/30/18,Lose,1026,No Location Recorded,2 p.m.,A,313,02:39,,,,,"MISS LAYUP by SCHULTZ,EMILY",,,"MISS LAYUP by SCHULTZ,EMILY",3,layup,missed,thomas more,emily schultz,,159
314,12,thomas-more,Centre,Thomas More,51-81,51,81,"13, 9, 21, 8, 51","17, 23, 20, 21, 81",13,9,21,8,51,17,23,20,21,81,8-4,18-0,12/30/18,Lose,1026,No Location Recorded,2 p.m.,A,314,--,"REBOUND DEF by FEE,MIKAYLA",,,,,,,"REBOUND DEF by FEE,MIKAYLA",3,defensive rebound,,Centre,mikayla fee,,
315,12,thomas-more,Centre,Thomas More,51-81,51,81,"13, 9, 21, 8, 51","17, 23, 20, 21, 81",13,9,21,8,51,17,23,20,21,81,8-4,18-0,12/30/18,Lose,1026,No Location Recorded,2 p.m.,A,315,02:26,"GOOD JUMPER by FEE,MIKAYLA",37,,53 (+16),,CENTRE-W 37-53 (-16),,"GOOD JUMPER by FEE,MIKAYLA",3,jumper,good,Centre,mikayla fee,2,146
316,12,thomas-more,Centre,Thomas More,51-81,51,81,"13, 9, 21, 8, 51","17, 23, 20, 21, 81",13,9,21,8,51,17,23,20,21,81,8-4,18-0,12/30/18,Lose,1026,No Location Recorded,2 p.m.,A,316,02:14,,37,,56 (+19),"GOOD 3PTR by TEMPLE,MADISON",TMU 37-56 (-19),,"GOOD 3PTR by TEMPLE,MADISON",3,three pointer,good,thomas more,madison temple,3,134
317,12,thomas-more,Centre,Thomas More,51-81,51,81,"13, 9, 21, 8, 51","17, 23, 20, 21, 81",13,9,21,8,51,17,23,20,21,81,8-4,18-0,12/30/18,Lose,1026,No Location Recorded,2 p.m.,A,317,01:58,,,,,"FOUL  by MITCHELL,ASYAH",,,"FOUL  by MITCHELL,ASYAH",3,foul,,thomas more,asyah mitchell,,118
318,12,thomas-more,Centre,Thomas More,51-81,51,81,"13, 9, 21, 8, 51","17, 23, 20, 21, 81",13,9,21,8,51,17,23,20,21,81,8-4,18-0,12/30/18,Lose,1026,No Location Recorded,2 p.m.,A,318,01:58,,,,,"SUB IN by WHITE,HAYDEN",,,"SUB IN by WHITE,HAYDEN",3,subbing in,,thomas more,hayden white,,118
319,12,thomas-more,Centre,Thomas More,51-81,51,81,"13, 9, 21, 8, 51","17, 23, 20, 21, 81",13,9,21,8,51,17,23,20,21,81,8-4,18-0,12/30/18,Lose,1026,No Location Recorded,2 p.m.,A,319,01:58,,,,,"SUB OUT by SCHULTZ,EMILY",,,"SUB OUT by SCHULTZ,EMILY",3,subbing out,,thomas more,emily schultz,,118
320,12,thomas-more,Centre,Thomas More,51-81,51,81,"13, 9, 21, 8, 51","17, 23, 20, 21, 81",13,9,21,8,51,17,23,20,21,81,8-4,18-0,12/30/18,Lose,1026,No Location Recorded,2 p.m.,A,320,01:48,"GOOD JUMPER by CHIRICO,PRESLEY",39,,56 (+17),,CENTRE-W 39-56 (-17),,"GOOD JUMPER by CHIRICO,PRESLEY",3,jumper,good,Centre,presley chirico,2,108
321,12,thomas-more,Centre,Thomas More,51-81,51,81,"13, 9, 21, 8, 51","17, 23, 20, 21, 81",13,9,21,8,51,17,23,20,21,81,8-4,18-0,12/30/18,Lose,1026,No Location Recorded,2 p.m.,A,321,01:29,,,,,"MISS JUMPER by WHITE,HAYDEN",,,"MISS JUMPER by WHITE,HAYDEN",3,jumper,missed,thomas more,hayden white,,89
322,12,thomas-more,Centre,Thomas More,51-81,51,81,"13, 9, 21, 8, 51","17, 23, 20, 21, 81",13,9,21,8,51,17,23,20,21,81,8-4,18-0,12/30/18,Lose,1026,No Location Recorded,2 p.m.,A,322,--,"REBOUND DEF by HICKS,ELLEN",,,,,,,"REBOUND DEF by HICKS,ELLEN",3,defensive rebound,,Centre,ellen hicks,,
323,12,thomas-more,Centre,Thomas More,51-81,51,81,"13, 9, 21, 8, 51","17, 23, 20, 21, 81",13,9,21,8,51,17,23,20,21,81,8-4,18-0,12/30/18,Lose,1026,No Location Recorded,2 p.m.,A,323,01:26,"TURNOVER  by HICKS,ELLEN",,,,,,,"TURNOVER  by HICKS,ELLEN",3,turnover,,Centre,ellen hicks,,86
324,12,thomas-more,Centre,Thomas More,51-81,51,81,"13, 9, 21, 8, 51","17, 23, 20, 21, 81",13,9,21,8,51,17,23,20,21,81,8-4,18-0,12/30/18,Lose,1026,No Location Recorded,2 p.m.,A,324,01:25,,39,,58 (+19),"GOOD JUMPER by TEMPLE,MADISON",TMU 39-58 (-19),,"GOOD JUMPER by TEMPLE,MADISON",3,jumper,good,thomas more,madison temple,2,85
325,12,thomas-more,Centre,Thomas More,51-81,51,81,"13, 9, 21, 8, 51","17, 23, 20, 21, 81",13,9,21,8,51,17,23,20,21,81,8-4,18-0,12/30/18,Lose,1026,No Location Recorded,2 p.m.,A,325,--,,,,,"ASSIST  by WARE,MICHAELA",,,"ASSIST  by WARE,MICHAELA",3,assist,,thomas more,michaela ware,,
326,12,thomas-more,Centre,Thomas More,51-81,51,81,"13, 9, 21, 8, 51","17, 23, 20, 21, 81",13,9,21,8,51,17,23,20,21,81,8-4,18-0,12/30/18,Lose,1026,No Location Recorded,2 p.m.,A,326,01:03,"GOOD LAYUP by FEE,MIKAYLA(in the paint)",41,,58 (+17),,CENTRE-W 41-58 (-17),,"GOOD LAYUP by FEE,MIKAYLA(in the paint)",3,layup,good,Centre,mikayla fee,2,63
327,12,thomas-more,Centre,Thomas More,51-81,51,81,"13, 9, 21, 8, 51","17, 23, 20, 21, 81",13,9,21,8,51,17,23,20,21,81,8-4,18-0,12/30/18,Lose,1026,No Location Recorded,2 p.m.,A,327,--,"ASSIST  by MURRAY,KYLEE",,,,,,,"ASSIST  by MURRAY,KYLEE",3,assist,,Centre,kylee murray,,
328,12,thomas-more,Centre,Thomas More,51-81,51,81,"13, 9, 21, 8, 51","17, 23, 20, 21, 81",13,9,21,8,51,17,23,20,21,81,8-4,18-0,12/30/18,Lose,1026,No Location Recorded,2 p.m.,A,328,00:42,,,,,"MISS JUMPER by WARE,MICHAELA",,,"MISS JUMPER by WARE,MICHAELA",3,jumper,missed,thomas more,michaela ware,,42
329,12,thomas-more,Centre,Thomas More,51-81,51,81,"13, 9, 21, 8, 51","17, 23, 20, 21, 81",13,9,21,8,51,17,23,20,21,81,8-4,18-0,12/30/18,Lose,1026,No Location Recorded,2 p.m.,A,329,--,,,,,"REBOUND OFF by WHITE,HAYDEN",,,"REBOUND OFF by WHITE,HAYDEN",3,offensive rebound,,thomas more,hayden white,,
330,12,thomas-more,Centre,Thomas More,51-81,51,81,"13, 9, 21, 8, 51","17, 23, 20, 21, 81",13,9,21,8,51,17,23,20,21,81,8-4,18-0,12/30/18,Lose,1026,No Location Recorded,2 p.m.,A,330,00:36,,41,,60 (+19),"GOOD LAYUP by MITCHELL,ASYAH(in the paint)",TMU 41-60 (-19),,"GOOD LAYUP by MITCHELL,ASYAH(in the paint)",3,layup,good,thomas more,asyah mitchell,2,36
331,12,thomas-more,Centre,Thomas More,51-81,51,81,"13, 9, 21, 8, 51","17, 23, 20, 21, 81",13,9,21,8,51,17,23,20,21,81,8-4,18-0,12/30/18,Lose,1026,No Location Recorded,2 p.m.,A,331,--,,,,,"ASSIST  by CLAPPER,KELLY",,,"ASSIST  by CLAPPER,KELLY",3,assist,,thomas more,kelly clapper,,
332,12,thomas-more,Centre,Thomas More,51-81,51,81,"13, 9, 21, 8, 51","17, 23, 20, 21, 81",13,9,21,8,51,17,23,20,21,81,8-4,18-0,12/30/18,Lose,1026,No Location Recorded,2 p.m.,A,332,00:10,,,,,"SUB IN by SANER,KAELA",,,"SUB IN by SANER,KAELA",3,subbing in,,thomas more,kaela saner,,10
333,12,thomas-more,Centre,Thomas More,51-81,51,81,"13, 9, 21, 8, 51","17, 23, 20, 21, 81",13,9,21,8,51,17,23,20,21,81,8-4,18-0,12/30/18,Lose,1026,No Location Recorded,2 p.m.,A,333,00:10,,,,,"SUB IN by CARRIGAN,LUCY",,,"SUB IN by CARRIGAN,LUCY",3,subbing in,,thomas more,lucy carrigan,,10
334,12,thomas-more,Centre,Thomas More,51-81,51,81,"13, 9, 21, 8, 51","17, 23, 20, 21, 81",13,9,21,8,51,17,23,20,21,81,8-4,18-0,12/30/18,Lose,1026,No Location Recorded,2 p.m.,A,334,00:10,,,,,"SUB IN by HOWARD,JULES",,,"SUB IN by HOWARD,JULES",3,subbing in,,thomas more,jules howard,,10
335,12,thomas-more,Centre,Thomas More,51-81,51,81,"13, 9, 21, 8, 51","17, 23, 20, 21, 81",13,9,21,8,51,17,23,20,21,81,8-4,18-0,12/30/18,Lose,1026,No Location Recorded,2 p.m.,A,335,00:10,,,,,"SUB OUT by TEMPLE,MADISON",,,"SUB OUT by TEMPLE,MADISON",3,subbing out,,thomas more,madison temple,,10
336,12,thomas-more,Centre,Thomas More,51-81,51,81,"13, 9, 21, 8, 51","17, 23, 20, 21, 81",13,9,21,8,51,17,23,20,21,81,8-4,18-0,12/30/18,Lose,1026,No Location Recorded,2 p.m.,A,336,00:10,,,,,"SUB OUT by CLAPPER,KELLY",,,"SUB OUT by CLAPPER,KELLY",3,subbing out,,thomas more,kelly clapper,,10
337,12,thomas-more,Centre,Thomas More,51-81,51,81,"13, 9, 21, 8, 51","17, 23, 20, 21, 81",13,9,21,8,51,17,23,20,21,81,8-4,18-0,12/30/18,Lose,1026,No Location Recorded,2 p.m.,A,337,00:10,,,,,"SUB OUT by WARE,MICHAELA",,,"SUB OUT by WARE,MICHAELA",3,subbing out,,thomas more,michaela ware,,10
338,12,thomas-more,Centre,Thomas More,51-81,51,81,"13, 9, 21, 8, 51","17, 23, 20, 21, 81",13,9,21,8,51,17,23,20,21,81,8-4,18-0,12/30/18,Lose,1026,No Location Recorded,2 p.m.,A,338,00:01,"GOOD LAYUP by FEE,MIKAYLA(in the paint)",43,,60 (+17),,CENTRE-W 43-60 (-17),,"GOOD LAYUP by FEE,MIKAYLA(in the paint)",3,layup,good,Centre,mikayla fee,2,1
339,12,thomas-more,Centre,Thomas More,51-81,51,81,"13, 9, 21, 8, 51","17, 23, 20, 21, 81",13,9,21,8,51,17,23,20,21,81,8-4,18-0,12/30/18,Lose,1026,No Location Recorded,2 p.m.,A,339,--,"ASSIST  by MILLER,LAKKEN",,,,,,,"ASSIST  by MILLER,LAKKEN",3,assist,,Centre,lakken miller,,
340,12,thomas-more,Centre,Thomas More,51-81,51,81,"13, 9, 21, 8, 51","17, 23, 20, 21, 81",13,9,21,8,51,17,23,20,21,81,8-4,18-0,12/30/18,Lose,1026,No Location Recorded,2 p.m.,A,340,Start Period 4,,,,,,,,,4,,,,,,
341,12,thomas-more,Centre,Thomas More,51-81,51,81,"13, 9, 21, 8, 51","17, 23, 20, 21, 81",13,9,21,8,51,17,23,20,21,81,8-4,18-0,12/30/18,Lose,1026,No Location Recorded,2 p.m.,A,341,09:39,,,,,"TURNOVER  by WHITE,HAYDEN",,,"TURNOVER  by WHITE,HAYDEN",4,turnover,,thomas more,hayden white,,579
342,12,thomas-more,Centre,Thomas More,51-81,51,81,"13, 9, 21, 8, 51","17, 23, 20, 21, 81",13,9,21,8,51,17,23,20,21,81,8-4,18-0,12/30/18,Lose,1026,No Location Recorded,2 p.m.,A,342,09:38,"STEAL  by RICE,MADISON",,,,,,,"STEAL  by RICE,MADISON",4,steal,,Centre,,,578
343,12,thomas-more,Centre,Thomas More,51-81,51,81,"13, 9, 21, 8, 51","17, 23, 20, 21, 81",13,9,21,8,51,17,23,20,21,81,8-4,18-0,12/30/18,Lose,1026,No Location Recorded,2 p.m.,A,343,09:26,,,,,"SUB IN by CARRIGAN,LUCY",,,"SUB IN by CARRIGAN,LUCY",4,subbing in,,thomas more,lucy carrigan,,566
344,12,thomas-more,Centre,Thomas More,51-81,51,81,"13, 9, 21, 8, 51","17, 23, 20, 21, 81",13,9,21,8,51,17,23,20,21,81,8-4,18-0,12/30/18,Lose,1026,No Location Recorded,2 p.m.,A,344,09:26,,,,,"SUB IN by HOWARD,JULES",,,"SUB IN by HOWARD,JULES",4,subbing in,,thomas more,jules howard,,566
345,12,thomas-more,Centre,Thomas More,51-81,51,81,"13, 9, 21, 8, 51","17, 23, 20, 21, 81",13,9,21,8,51,17,23,20,21,81,8-4,18-0,12/30/18,Lose,1026,No Location Recorded,2 p.m.,A,345,09:26,,,,,"SUB IN by WHITE,HAYDEN",,,"SUB IN by WHITE,HAYDEN",4,subbing in,,thomas more,hayden white,,566
346,12,thomas-more,Centre,Thomas More,51-81,51,81,"13, 9, 21, 8, 51","17, 23, 20, 21, 81",13,9,21,8,51,17,23,20,21,81,8-4,18-0,12/30/18,Lose,1026,No Location Recorded,2 p.m.,A,346,09:26,,,,,"SUB OUT by SCHULTZ,EMILY",,,"SUB OUT by SCHULTZ,EMILY",4,subbing out,,thomas more,emily schultz,,566
