,game,opponent name,boxscore_visitor_name,boxscore_home_name,final score,centreFinalScore,opponentFinalScore,centreScoreByPeriod,opponentScoreByPeriod,centreScorePeriod1,centreScorePeriod2,centreScorePeriod3,centreScorePeriod4,centreScorePeriod5,opponentScorePeriod1,opponentScorePeriod2,opponentScorePeriod3,opponentScorePeriod4,opponentScorePeriod5,centreRecord,opponentRecord,gameDate,outcome,attendance,gameLocation,gameTime,homeGame,,Time Remaining,CENTRE-W,Away Team Score,Play Team Indicator,Home Team Score,TMU,Game Score,Team Indicator,Play,period number,Play Type,Shot Outcome,Team,Player,Points Earned,Time(seconds)
65,12,thomas-more,Centre,Thomas More,51-81,51,81,"13, 9, 21, 8, 51","17, 23, 20, 21, 81",13,9,21,8,51,17,23,20,21,81,8-4,18-0,12/30/18,Lose,1026,No Location Recorded,2 p.m.,A,65,03:17,"SUB OUT by MURRAY,KYLEE",,,,,,,"SUB OUT by MURRAY,KYLEE",1,subbing out,,Centre,kylee murray,,197
66,12,thomas-more,Centre,Thomas More,51-81,51,81,"13, 9, 21, 8, 51","17, 23, 20, 21, 81",13,9,21,8,51,17,23,20,21,81,8-4,18-0,12/30/18,Lose,1026,No Location Recorded,2 p.m.,A,66,03:17,"SUB OUT by CHIRICO,PRESLEY",,,,,,,"SUB OUT by CHIRICO,PRESLEY",1,subbing out,,Centre,presley chirico,,197
67,12,thomas-more,Centre,Thomas More,51-81,51,81,"13, 9, 21, 8, 51","17, 23, 20, 21, 81",13,9,21,8,51,17,23,20,21,81,8-4,18-0,12/30/18,Lose,1026,No Location Recorded,2 p.m.,A,67,02:58,,5,,13 (+8),"GOOD 3PTR by TEMPLE,MADISON",TMU 5-13 (-8),,"GOOD 3PTR by TEMPLE,MADISON",1,three pointer,good,thomas more,madison temple,3,178
68,12,thomas-more,Centre,Thomas More,51-81,51,81,"13, 9, 21, 8, 51","17, 23, 20, 21, 81",13,9,21,8,51,17,23,20,21,81,8-4,18-0,12/30/18,Lose,1026,No Location Recorded,2 p.m.,A,68,02:45,,,,,"FOUL  by WARE,MICHAELA",,,"FOUL  by WARE,MICHAELA",1,foul,,thomas more,michaela ware,,165
69,12,thomas-more,Centre,Thomas More,51-81,51,81,"13, 9, 21, 8, 51","17, 23, 20, 21, 81",13,9,21,8,51,17,23,20,21,81,8-4,18-0,12/30/18,Lose,1026,No Location Recorded,2 p.m.,A,69,02:45,"GOOD FT by WEHBY,ABIGAIL",6,,13 (+7),,CENTRE-W 6-13 (-7),,"GOOD FT by WEHBY,ABIGAIL",1,free throw,good,Centre,abigail wehby,1,165
70,12,thomas-more,Centre,Thomas More,51-81,51,81,"13, 9, 21, 8, 51","17, 23, 20, 21, 81",13,9,21,8,51,17,23,20,21,81,8-4,18-0,12/30/18,Lose,1026,No Location Recorded,2 p.m.,A,70,02:45,"MISS FT by WEHBY,ABIGAIL",,,,,,,"MISS FT by WEHBY,ABIGAIL",1,free throw,missed,Centre,abigail wehby,,165
71,12,thomas-more,Centre,Thomas More,51-81,51,81,"13, 9, 21, 8, 51","17, 23, 20, 21, 81",13,9,21,8,51,17,23,20,21,81,8-4,18-0,12/30/18,Lose,1026,No Location Recorded,2 p.m.,A,71,--,,,,,"REBOUND DEF by SCHULTZ,EMILY",,,"REBOUND DEF by SCHULTZ,EMILY",1,defensive rebound,,thomas more,emily schultz,,
72,12,thomas-more,Centre,Thomas More,51-81,51,81,"13, 9, 21, 8, 51","17, 23, 20, 21, 81",13,9,21,8,51,17,23,20,21,81,8-4,18-0,12/30/18,Lose,1026,No Location Recorded,2 p.m.,A,72,02:45,,,,,"SUB IN by SCHULTZ,EMILY",,,"SUB IN by SCHULTZ,EMILY",1,subbing in,,thomas more,emily schultz,,165
73,12,thomas-more,Centre,Thomas More,51-81,51,81,"13, 9, 21, 8, 51","17, 23, 20, 21, 81",13,9,21,8,51,17,23,20,21,81,8-4,18-0,12/30/18,Lose,1026,No Location Recorded,2 p.m.,A,73,02:45,,,,,"SUB OUT by RUPP,SHELBY",,,"SUB OUT by RUPP,SHELBY",1,subbing out,,thomas more,shelby rupp,,165
74,12,thomas-more,Centre,Thomas More,51-81,51,81,"13, 9, 21, 8, 51","17, 23, 20, 21, 81",13,9,21,8,51,17,23,20,21,81,8-4,18-0,12/30/18,Lose,1026,No Location Recorded,2 p.m.,A,74,02:36,,,,,"MISS 3PTR by TEMPLE,MADISON",,,"MISS 3PTR by TEMPLE,MADISON",1,three pointer,missed,thomas more,madison temple,,156
75,12,thomas-more,Centre,Thomas More,51-81,51,81,"13, 9, 21, 8, 51","17, 23, 20, 21, 81",13,9,21,8,51,17,23,20,21,81,8-4,18-0,12/30/18,Lose,1026,No Location Recorded,2 p.m.,A,75,--,"REBOUND DEF by WEHBY,ABIGAIL",,,,,,,"REBOUND DEF by WEHBY,ABIGAIL",1,defensive rebound,,Centre,abigail wehby,,
76,12,thomas-more,Centre,Thomas More,51-81,51,81,"13, 9, 21, 8, 51","17, 23, 20, 21, 81",13,9,21,8,51,17,23,20,21,81,8-4,18-0,12/30/18,Lose,1026,No Location Recorded,2 p.m.,A,76,02:28,"TURNOVER  by WEHBY,ABIGAIL",,,,,,,"TURNOVER  by WEHBY,ABIGAIL",1,turnover,,Centre,abigail wehby,,148
77,12,thomas-more,Centre,Thomas More,51-81,51,81,"13, 9, 21, 8, 51","17, 23, 20, 21, 81",13,9,21,8,51,17,23,20,21,81,8-4,18-0,12/30/18,Lose,1026,No Location Recorded,2 p.m.,A,77,02:10,,,,,"MISS 3PTR by MITCHELL,ASYAH",,,"MISS 3PTR by MITCHELL,ASYAH",1,three pointer,missed,thomas more,asyah mitchell,,130
78,12,thomas-more,Centre,Thomas More,51-81,51,81,"13, 9, 21, 8, 51","17, 23, 20, 21, 81",13,9,21,8,51,17,23,20,21,81,8-4,18-0,12/30/18,Lose,1026,No Location Recorded,2 p.m.,A,78,--,"REBOUND DEF by STEWART,ABIGAIL",,,,,,,"REBOUND DEF by STEWART,ABIGAIL",1,defensive rebound,,Centre,abigail stewart,,
79,12,thomas-more,Centre,Thomas More,51-81,51,81,"13, 9, 21, 8, 51","17, 23, 20, 21, 81",13,9,21,8,51,17,23,20,21,81,8-4,18-0,12/30/18,Lose,1026,No Location Recorded,2 p.m.,A,79,01:42,"GOOD 3PTR by RICE,MADISON",9,,13 (+4),,CENTRE-W 9-13 (-4),,"GOOD 3PTR by RICE,MADISON",1,three pointer,good,Centre,madison rice,3,102
80,12,thomas-more,Centre,Thomas More,51-81,51,81,"13, 9, 21, 8, 51","17, 23, 20, 21, 81",13,9,21,8,51,17,23,20,21,81,8-4,18-0,12/30/18,Lose,1026,No Location Recorded,2 p.m.,A,80,--,"ASSIST  by WEHBY,ABIGAIL",,,,,,,"ASSIST  by WEHBY,ABIGAIL",1,assist,,Centre,abigail wehby,,
81,12,thomas-more,Centre,Thomas More,51-81,51,81,"13, 9, 21, 8, 51","17, 23, 20, 21, 81",13,9,21,8,51,17,23,20,21,81,8-4,18-0,12/30/18,Lose,1026,No Location Recorded,2 p.m.,A,81,01:22,,,,,"MISS 3PTR by MITCHELL,ASYAH",,,"MISS 3PTR by MITCHELL,ASYAH",1,three pointer,missed,thomas more,asyah mitchell,,82
82,12,thomas-more,Centre,Thomas More,51-81,51,81,"13, 9, 21, 8, 51","17, 23, 20, 21, 81",13,9,21,8,51,17,23,20,21,81,8-4,18-0,12/30/18,Lose,1026,No Location Recorded,2 p.m.,A,82,--,"REBOUND DEF by RICE,MADISON",,,,,,,"REBOUND DEF by RICE,MADISON",1,defensive rebound,,Centre,madison rice,,
83,12,thomas-more,Centre,Thomas More,51-81,51,81,"13, 9, 21, 8, 51","17, 23, 20, 21, 81",13,9,21,8,51,17,23,20,21,81,8-4,18-0,12/30/18,Lose,1026,No Location Recorded,2 p.m.,A,83,01:03,"TURNOVER  by WEHBY,ABIGAIL",,,,,,,"TURNOVER  by WEHBY,ABIGAIL",1,turnover,,Centre,abigail wehby,,63
84,12,thomas-more,Centre,Thomas More,51-81,51,81,"13, 9, 21, 8, 51","17, 23, 20, 21, 81",13,9,21,8,51,17,23,20,21,81,8-4,18-0,12/30/18,Lose,1026,No Location Recorded,2 p.m.,A,84,01:02,,,,,"STEAL  by CLAPPER,KELLY",,,"STEAL  by CLAPPER,KELLY",1,steal,,thomas more,,,62
85,12,thomas-more,Centre,Thomas More,51-81,51,81,"13, 9, 21, 8, 51","17, 23, 20, 21, 81",13,9,21,8,51,17,23,20,21,81,8-4,18-0,12/30/18,Lose,1026,No Location Recorded,2 p.m.,A,85,01:00,"FOUL  by RICE,MADISON",,,,,,,"FOUL  by RICE,MADISON",1,foul,,Centre,madison rice,,60
86,12,thomas-more,Centre,Thomas More,51-81,51,81,"13, 9, 21, 8, 51","17, 23, 20, 21, 81",13,9,21,8,51,17,23,20,21,81,8-4,18-0,12/30/18,Lose,1026,No Location Recorded,2 p.m.,A,86,01:00,,9,,14 (+5),"GOOD FT by CLAPPER,KELLY",TMU 9-14 (-5),,"GOOD FT by CLAPPER,KELLY",1,free throw,good,thomas more,kelly clapper,1,60
87,12,thomas-more,Centre,Thomas More,51-81,51,81,"13, 9, 21, 8, 51","17, 23, 20, 21, 81",13,9,21,8,51,17,23,20,21,81,8-4,18-0,12/30/18,Lose,1026,No Location Recorded,2 p.m.,A,87,01:00,,9,,15 (+6),"GOOD FT by CLAPPER,KELLY",TMU 9-15 (-6),,"GOOD FT by CLAPPER,KELLY",1,free throw,good,thomas more,kelly clapper,1,60
88,12,thomas-more,Centre,Thomas More,51-81,51,81,"13, 9, 21, 8, 51","17, 23, 20, 21, 81",13,9,21,8,51,17,23,20,21,81,8-4,18-0,12/30/18,Lose,1026,No Location Recorded,2 p.m.,A,88,01:00,,,,,"SUB IN by MCNUTT,BRIANA",,,"SUB IN by MCNUTT,BRIANA",1,subbing in,,thomas more,briana mcnutt,,60
89,12,thomas-more,Centre,Thomas More,51-81,51,81,"13, 9, 21, 8, 51","17, 23, 20, 21, 81",13,9,21,8,51,17,23,20,21,81,8-4,18-0,12/30/18,Lose,1026,No Location Recorded,2 p.m.,A,89,01:00,,,,,"SUB IN by SANER,KAELA",,,"SUB IN by SANER,KAELA",1,subbing in,,thomas more,kaela saner,,60
90,12,thomas-more,Centre,Thomas More,51-81,51,81,"13, 9, 21, 8, 51","17, 23, 20, 21, 81",13,9,21,8,51,17,23,20,21,81,8-4,18-0,12/30/18,Lose,1026,No Location Recorded,2 p.m.,A,90,01:00,,,,,"SUB IN by CARRIGAN,LUCY",,,"SUB IN by CARRIGAN,LUCY",1,subbing in,,thomas more,lucy carrigan,,60
91,12,thomas-more,Centre,Thomas More,51-81,51,81,"13, 9, 21, 8, 51","17, 23, 20, 21, 81",13,9,21,8,51,17,23,20,21,81,8-4,18-0,12/30/18,Lose,1026,No Location Recorded,2 p.m.,A,91,01:00,,,,,"SUB OUT by CLAPPER,KELLY",,,"SUB OUT by CLAPPER,KELLY",1,subbing out,,thomas more,kelly clapper,,60
92,12,thomas-more,Centre,Thomas More,51-81,51,81,"13, 9, 21, 8, 51","17, 23, 20, 21, 81",13,9,21,8,51,17,23,20,21,81,8-4,18-0,12/30/18,Lose,1026,No Location Recorded,2 p.m.,A,92,01:00,,,,,"SUB OUT by MITCHELL,ASYAH",,,"SUB OUT by MITCHELL,ASYAH",1,subbing out,,thomas more,asyah mitchell,,60
93,12,thomas-more,Centre,Thomas More,51-81,51,81,"13, 9, 21, 8, 51","17, 23, 20, 21, 81",13,9,21,8,51,17,23,20,21,81,8-4,18-0,12/30/18,Lose,1026,No Location Recorded,2 p.m.,A,93,01:00,,,,,"SUB OUT by WARE,MICHAELA",,,"SUB OUT by WARE,MICHAELA",1,subbing out,,thomas more,michaela ware,,60
94,12,thomas-more,Centre,Thomas More,51-81,51,81,"13, 9, 21, 8, 51","17, 23, 20, 21, 81",13,9,21,8,51,17,23,20,21,81,8-4,18-0,12/30/18,Lose,1026,No Location Recorded,2 p.m.,A,94,00:36,"GOOD LAYUP by WEHBY,ABIGAIL(in the paint)",11,,15 (+4),,CENTRE-W 11-15 (-4),,"GOOD LAYUP by WEHBY,ABIGAIL(in the paint)",1,layup,good,Centre,abigail wehby,2,36
95,12,thomas-more,Centre,Thomas More,51-81,51,81,"13, 9, 21, 8, 51","17, 23, 20, 21, 81",13,9,21,8,51,17,23,20,21,81,8-4,18-0,12/30/18,Lose,1026,No Location Recorded,2 p.m.,A,95,00:21,,,,,"TURNOVER  by TEMPLE,MADISON",,,"TURNOVER  by TEMPLE,MADISON",1,turnover,,thomas more,madison temple,,21
96,12,thomas-more,Centre,Thomas More,51-81,51,81,"13, 9, 21, 8, 51","17, 23, 20, 21, 81",13,9,21,8,51,17,23,20,21,81,8-4,18-0,12/30/18,Lose,1026,No Location Recorded,2 p.m.,A,96,00:20,"STEAL  by RICE,MADISON",,,,,,,"STEAL  by RICE,MADISON",1,steal,,Centre,,,20
97,12,thomas-more,Centre,Thomas More,51-81,51,81,"13, 9, 21, 8, 51","17, 23, 20, 21, 81",13,9,21,8,51,17,23,20,21,81,8-4,18-0,12/30/18,Lose,1026,No Location Recorded,2 p.m.,A,97,00:12,"GOOD JUMPER by STEWART,ABIGAIL(in the paint)",13,,15 (+2),,CENTRE-W 13-15 (-2),,"GOOD JUMPER by STEWART,ABIGAIL(in the paint)",1,jumper,good,Centre,abigail stewart,2,12
98,12,thomas-more,Centre,Thomas More,51-81,51,81,"13, 9, 21, 8, 51","17, 23, 20, 21, 81",13,9,21,8,51,17,23,20,21,81,8-4,18-0,12/30/18,Lose,1026,No Location Recorded,2 p.m.,A,98,--,"ASSIST  by WILSON,KATHLEEN",,,,,,,"ASSIST  by WILSON,KATHLEEN",1,assist,,Centre,kathleen wilson,,
99,12,thomas-more,Centre,Thomas More,51-81,51,81,"13, 9, 21, 8, 51","17, 23, 20, 21, 81",13,9,21,8,51,17,23,20,21,81,8-4,18-0,12/30/18,Lose,1026,No Location Recorded,2 p.m.,A,99,00:01,,13,,17 (+4),"GOOD LAYUP by MCNUTT,BRIANA(in the paint)",TMU 13-17 (-4),,"GOOD LAYUP by MCNUTT,BRIANA(in the paint)",1,layup,good,thomas more,briana mcnutt,2,1
100,12,thomas-more,Centre,Thomas More,51-81,51,81,"13, 9, 21, 8, 51","17, 23, 20, 21, 81",13,9,21,8,51,17,23,20,21,81,8-4,18-0,12/30/18,Lose,1026,No Location Recorded,2 p.m.,A,100,Start Period 2,,,,,,,,,2,,,,,,
101,12,thomas-more,Centre,Thomas More,51-81,51,81,"13, 9, 21, 8, 51","17, 23, 20, 21, 81",13,9,21,8,51,17,23,20,21,81,8-4,18-0,12/30/18,Lose,1026,No Location Recorded,2 p.m.,A,101,10:00,"SUB IN by MILLER,LAKKEN",,,,,,,"SUB IN by MILLER,LAKKEN",2,subbing in,,Centre,lakken miller,,600
102,12,thomas-more,Centre,Thomas More,51-81,51,81,"13, 9, 21, 8, 51","17, 23, 20, 21, 81",13,9,21,8,51,17,23,20,21,81,8-4,18-0,12/30/18,Lose,1026,No Location Recorded,2 p.m.,A,102,10:00,"SUB IN by FEE,MIKAYLA",,,,,,,"SUB IN by FEE,MIKAYLA",2,subbing in,,Centre,mikayla fee,,600
103,12,thomas-more,Centre,Thomas More,51-81,51,81,"13, 9, 21, 8, 51","17, 23, 20, 21, 81",13,9,21,8,51,17,23,20,21,81,8-4,18-0,12/30/18,Lose,1026,No Location Recorded,2 p.m.,A,103,10:00,"SUB IN by BUNNER,CHEYENNE",,,,,,,"SUB IN by BUNNER,CHEYENNE",2,subbing in,,Centre,cheyenne bunner,,600
104,12,thomas-more,Centre,Thomas More,51-81,51,81,"13, 9, 21, 8, 51","17, 23, 20, 21, 81",13,9,21,8,51,17,23,20,21,81,8-4,18-0,12/30/18,Lose,1026,No Location Recorded,2 p.m.,A,104,10:00,"SUB IN by MURRAY,KYLEE",,,,,,,"SUB IN by MURRAY,KYLEE",2,subbing in,,Centre,kylee murray,,600
105,12,thomas-more,Centre,Thomas More,51-81,51,81,"13, 9, 21, 8, 51","17, 23, 20, 21, 81",13,9,21,8,51,17,23,20,21,81,8-4,18-0,12/30/18,Lose,1026,No Location Recorded,2 p.m.,A,105,10:00,"SUB IN by CHIRICO,PRESLEY",,,,,,,"SUB IN by CHIRICO,PRESLEY",2,subbing in,,Centre,presley chirico,,600
106,12,thomas-more,Centre,Thomas More,51-81,51,81,"13, 9, 21, 8, 51","17, 23, 20, 21, 81",13,9,21,8,51,17,23,20,21,81,8-4,18-0,12/30/18,Lose,1026,No Location Recorded,2 p.m.,A,106,10:00,"SUB OUT by WEHBY,ABIGAIL",,,,,,,"SUB OUT by WEHBY,ABIGAIL",2,subbing out,,Centre,abigail wehby,,600
107,12,thomas-more,Centre,Thomas More,51-81,51,81,"13, 9, 21, 8, 51","17, 23, 20, 21, 81",13,9,21,8,51,17,23,20,21,81,8-4,18-0,12/30/18,Lose,1026,No Location Recorded,2 p.m.,A,107,10:00,"SUB OUT by RICE,MADISON",,,,,,,"SUB OUT by RICE,MADISON",2,subbing out,,Centre,madison rice,,600
108,12,thomas-more,Centre,Thomas More,51-81,51,81,"13, 9, 21, 8, 51","17, 23, 20, 21, 81",13,9,21,8,51,17,23,20,21,81,8-4,18-0,12/30/18,Lose,1026,No Location Recorded,2 p.m.,A,108,10:00,"SUB OUT by MARCUM,MADISON",,,,,,,"SUB OUT by MARCUM,MADISON",2,subbing out,,Centre,madison marcum,,600
109,12,thomas-more,Centre,Thomas More,51-81,51,81,"13, 9, 21, 8, 51","17, 23, 20, 21, 81",13,9,21,8,51,17,23,20,21,81,8-4,18-0,12/30/18,Lose,1026,No Location Recorded,2 p.m.,A,109,10:00,"SUB OUT by STEWART,ABIGAIL",,,,,,,"SUB OUT by STEWART,ABIGAIL",2,subbing out,,Centre,abigail stewart,,600
110,12,thomas-more,Centre,Thomas More,51-81,51,81,"13, 9, 21, 8, 51","17, 23, 20, 21, 81",13,9,21,8,51,17,23,20,21,81,8-4,18-0,12/30/18,Lose,1026,No Location Recorded,2 p.m.,A,110,10:00,"SUB OUT by WILSON,KATHLEEN",,,,,,,"SUB OUT by WILSON,KATHLEEN",2,subbing out,,Centre,kathleen wilson,,600
111,12,thomas-more,Centre,Thomas More,51-81,51,81,"13, 9, 21, 8, 51","17, 23, 20, 21, 81",13,9,21,8,51,17,23,20,21,81,8-4,18-0,12/30/18,Lose,1026,No Location Recorded,2 p.m.,A,111,10:00,,,,,"SUB IN by CARRIGAN,LUCY",,,"SUB IN by CARRIGAN,LUCY",2,subbing in,,thomas more,lucy carrigan,,600
112,12,thomas-more,Centre,Thomas More,51-81,51,81,"13, 9, 21, 8, 51","17, 23, 20, 21, 81",13,9,21,8,51,17,23,20,21,81,8-4,18-0,12/30/18,Lose,1026,No Location Recorded,2 p.m.,A,112,10:00,,,,,"SUB OUT by RUPP,SHELBY",,,"SUB OUT by RUPP,SHELBY",2,subbing out,,thomas more,shelby rupp,,600
113,12,thomas-more,Centre,Thomas More,51-81,51,81,"13, 9, 21, 8, 51","17, 23, 20, 21, 81",13,9,21,8,51,17,23,20,21,81,8-4,18-0,12/30/18,Lose,1026,No Location Recorded,2 p.m.,A,113,09:52,,13,,19 (+6),"GOOD JUMPER by TEMPLE,MADISON(in the paint)",TMU 13-19 (-6),,"GOOD JUMPER by TEMPLE,MADISON(in the paint)",2,jumper,good,thomas more,madison temple,2,592
114,12,thomas-more,Centre,Thomas More,51-81,51,81,"13, 9, 21, 8, 51","17, 23, 20, 21, 81",13,9,21,8,51,17,23,20,21,81,8-4,18-0,12/30/18,Lose,1026,No Location Recorded,2 p.m.,A,114,09:39,"MISS LAYUP by MURRAY,KYLEE",,,,,,,"MISS LAYUP by MURRAY,KYLEE",2,layup,missed,Centre,kylee murray,,579
115,12,thomas-more,Centre,Thomas More,51-81,51,81,"13, 9, 21, 8, 51","17, 23, 20, 21, 81",13,9,21,8,51,17,23,20,21,81,8-4,18-0,12/30/18,Lose,1026,No Location Recorded,2 p.m.,A,115,--,"REBOUND OFF by BUNNER,CHEYENNE",,,,,,,"REBOUND OFF by BUNNER,CHEYENNE",2,offensive rebound,,Centre,cheyenne bunner,,
116,12,thomas-more,Centre,Thomas More,51-81,51,81,"13, 9, 21, 8, 51","17, 23, 20, 21, 81",13,9,21,8,51,17,23,20,21,81,8-4,18-0,12/30/18,Lose,1026,No Location Recorded,2 p.m.,A,116,09:37,"MISS LAYUP by BUNNER,CHEYENNE",,,,,,,"MISS LAYUP by BUNNER,CHEYENNE",2,layup,missed,Centre,cheyenne bunner,,577
117,12,thomas-more,Centre,Thomas More,51-81,51,81,"13, 9, 21, 8, 51","17, 23, 20, 21, 81",13,9,21,8,51,17,23,20,21,81,8-4,18-0,12/30/18,Lose,1026,No Location Recorded,2 p.m.,A,117,--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2,deadball rebound,,Centre,,,
118,12,thomas-more,Centre,Thomas More,51-81,51,81,"13, 9, 21, 8, 51","17, 23, 20, 21, 81",13,9,21,8,51,17,23,20,21,81,8-4,18-0,12/30/18,Lose,1026,No Location Recorded,2 p.m.,A,118,09:20,,,,,"MISS JUMPER by SANER,KAELA",,,"MISS JUMPER by SANER,KAELA",2,jumper,missed,thomas more,kaela saner,,560
119,12,thomas-more,Centre,Thomas More,51-81,51,81,"13, 9, 21, 8, 51","17, 23, 20, 21, 81",13,9,21,8,51,17,23,20,21,81,8-4,18-0,12/30/18,Lose,1026,No Location Recorded,2 p.m.,A,119,--,,,,,"REBOUND OFF by SCHULTZ,EMILY",,,"REBOUND OFF by SCHULTZ,EMILY",2,offensive rebound,,thomas more,emily schultz,,
120,12,thomas-more,Centre,Thomas More,51-81,51,81,"13, 9, 21, 8, 51","17, 23, 20, 21, 81",13,9,21,8,51,17,23,20,21,81,8-4,18-0,12/30/18,Lose,1026,No Location Recorded,2 p.m.,A,120,09:18,,,,,"MISS 3PTR by CARRIGAN,LUCY",,,"MISS 3PTR by CARRIGAN,LUCY",2,three pointer,missed,thomas more,lucy carrigan,,558
121,12,thomas-more,Centre,Thomas More,51-81,51,81,"13, 9, 21, 8, 51","17, 23, 20, 21, 81",13,9,21,8,51,17,23,20,21,81,8-4,18-0,12/30/18,Lose,1026,No Location Recorded,2 p.m.,A,121,--,,,,,"REBOUND OFF by SCHULTZ,EMILY",,,"REBOUND OFF by SCHULTZ,EMILY",2,offensive rebound,,thomas more,emily schultz,,
122,12,thomas-more,Centre,Thomas More,51-81,51,81,"13, 9, 21, 8, 51","17, 23, 20, 21, 81",13,9,21,8,51,17,23,20,21,81,8-4,18-0,12/30/18,Lose,1026,No Location Recorded,2 p.m.,A,122,09:06,,13,,21 (+8),"GOOD LAYUP by MCNUTT,BRIANA(in the paint)",TMU 13-21 (-8),,"GOOD LAYUP by MCNUTT,BRIANA(in the paint)",2,layup,good,thomas more,briana mcnutt,2,546
123,12,thomas-more,Centre,Thomas More,51-81,51,81,"13, 9, 21, 8, 51","17, 23, 20, 21, 81",13,9,21,8,51,17,23,20,21,81,8-4,18-0,12/30/18,Lose,1026,No Location Recorded,2 p.m.,A,123,--,,,,,"ASSIST  by TEMPLE,MADISON",,,"ASSIST  by TEMPLE,MADISON",2,assist,,thomas more,madison temple,,
124,12,thomas-more,Centre,Thomas More,51-81,51,81,"13, 9, 21, 8, 51","17, 23, 20, 21, 81",13,9,21,8,51,17,23,20,21,81,8-4,18-0,12/30/18,Lose,1026,No Location Recorded,2 p.m.,A,124,08:42,"TURNOVER  by CHIRICO,PRESLEY",,,,,,,"TURNOVER  by CHIRICO,PRESLEY",2,turnover,,Centre,presley chirico,,522
125,12,thomas-more,Centre,Thomas More,51-81,51,81,"13, 9, 21, 8, 51","17, 23, 20, 21, 81",13,9,21,8,51,17,23,20,21,81,8-4,18-0,12/30/18,Lose,1026,No Location Recorded,2 p.m.,A,125,08:41,,,,,"STEAL  by TEMPLE,MADISON",,,"STEAL  by TEMPLE,MADISON",2,steal,,thomas more,,,521
126,12,thomas-more,Centre,Thomas More,51-81,51,81,"13, 9, 21, 8, 51","17, 23, 20, 21, 81",13,9,21,8,51,17,23,20,21,81,8-4,18-0,12/30/18,Lose,1026,No Location Recorded,2 p.m.,A,126,08:36,,,,,"MISS LAYUP by SANER,KAELA",,,"MISS LAYUP by SANER,KAELA",2,layup,missed,thomas more,kaela saner,,516
127,12,thomas-more,Centre,Thomas More,51-81,51,81,"13, 9, 21, 8, 51","17, 23, 20, 21, 81",13,9,21,8,51,17,23,20,21,81,8-4,18-0,12/30/18,Lose,1026,No Location Recorded,2 p.m.,A,127,--,"REBOUND DEF by CHIRICO,PRESLEY",,,,,,,"REBOUND DEF by CHIRICO,PRESLEY",2,defensive rebound,,Centre,presley chirico,,
128,12,thomas-more,Centre,Thomas More,51-81,51,81,"13, 9, 21, 8, 51","17, 23, 20, 21, 81",13,9,21,8,51,17,23,20,21,81,8-4,18-0,12/30/18,Lose,1026,No Location Recorded,2 p.m.,A,128,08:05,"MISS JUMPER by MURRAY,KYLEE",,,,,,,"MISS JUMPER by MURRAY,KYLEE",2,jumper,missed,Centre,kylee murray,,485
129,12,thomas-more,Centre,Thomas More,51-81,51,81,"13, 9, 21, 8, 51","17, 23, 20, 21, 81",13,9,21,8,51,17,23,20,21,81,8-4,18-0,12/30/18,Lose,1026,No Location Recorded,2 p.m.,A,129,--,,,,,"REBOUND DEF by CARRIGAN,LUCY",,,"REBOUND DEF by CARRIGAN,LUCY",2,defensive rebound,,thomas more,lucy carrigan,,
130,12,thomas-more,Centre,Thomas More,51-81,51,81,"13, 9, 21, 8, 51","17, 23, 20, 21, 81",13,9,21,8,51,17,23,20,21,81,8-4,18-0,12/30/18,Lose,1026,No Location Recorded,2 p.m.,A,130,07:52,,13,,23 (+10),"GOOD JUMPER by MCNUTT,BRIANA",TMU 13-23 (-10),,"GOOD JUMPER by MCNUTT,BRIANA",2,jumper,good,thomas more,briana mcnutt,2,472
131,12,thomas-more,Centre,Thomas More,51-81,51,81,"13, 9, 21, 8, 51","17, 23, 20, 21, 81",13,9,21,8,51,17,23,20,21,81,8-4,18-0,12/30/18,Lose,1026,No Location Recorded,2 p.m.,A,131,07:51,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2,timeout,,Centre,,,471
132,12,thomas-more,Centre,Thomas More,51-81,51,81,"13, 9, 21, 8, 51","17, 23, 20, 21, 81",13,9,21,8,51,17,23,20,21,81,8-4,18-0,12/30/18,Lose,1026,No Location Recorded,2 p.m.,A,132,07:51,"SUB IN by WEHBY,ABIGAIL",,,,,,,"SUB IN by WEHBY,ABIGAIL",2,subbing in,,Centre,abigail wehby,,471
133,12,thomas-more,Centre,Thomas More,51-81,51,81,"13, 9, 21, 8, 51","17, 23, 20, 21, 81",13,9,21,8,51,17,23,20,21,81,8-4,18-0,12/30/18,Lose,1026,No Location Recorded,2 p.m.,A,133,07:51,"SUB IN by RICE,MADISON",,,,,,,"SUB IN by RICE,MADISON",2,subbing in,,Centre,madison rice,,471
134,12,thomas-more,Centre,Thomas More,51-81,51,81,"13, 9, 21, 8, 51","17, 23, 20, 21, 81",13,9,21,8,51,17,23,20,21,81,8-4,18-0,12/30/18,Lose,1026,No Location Recorded,2 p.m.,A,134,07:51,"SUB IN by MARCUM,MADISON",,,,,,,"SUB IN by MARCUM,MADISON",2,subbing in,,Centre,madison marcum,,471
