,game,opponent name,boxscore_visitor_name,boxscore_home_name,final score,centreFinalScore,opponentFinalScore,centreScoreByPeriod,opponentScoreByPeriod,centreScorePeriod1,centreScorePeriod2,centreScorePeriod3,centreScorePeriod4,centreScorePeriod5,opponentScorePeriod1,opponentScorePeriod2,opponentScorePeriod3,opponentScorePeriod4,opponentScorePeriod5,centreRecord,opponentRecord,gameDate,outcome,attendance,gameLocation,gameTime,homeGame,,Time Remaining,CENTRE-W,Away Team Score,Play Team Indicator,Home Team Score,FCW,Game Score,Team Indicator,Play,period number,Play Type,Shot Outcome,Team,Player,Points Earned,Time(seconds)
65,10,ferrum,Centre,Ferrum,57-39,57,39,"18, 14, 13, 12, 57","11, 6, 10, 12, 39",18,14,13,12,57,11,6,10,12,39,(8-2),(3-8),12/18/18,Win,115,No Location Recorded,3:00 PM,A,65,03:57,,,,,"SUB IN by MOSLEY,KELSEY",,,"SUB IN by MOSLEY,KELSEY",1,subbing in,,ferrum,kelsey mosley,,237
66,10,ferrum,Centre,Ferrum,57-39,57,39,"18, 14, 13, 12, 57","11, 6, 10, 12, 39",18,14,13,12,57,11,6,10,12,39,(8-2),(3-8),12/18/18,Win,115,No Location Recorded,3:00 PM,A,66,03:57,,,,,"SUB OUT by SELF,MAGGIE",,,"SUB OUT by SELF,MAGGIE",1,subbing out,,ferrum,maggie self,,237
67,10,ferrum,Centre,Ferrum,57-39,57,39,"18, 14, 13, 12, 57","11, 6, 10, 12, 39",18,14,13,12,57,11,6,10,12,39,(8-2),(3-8),12/18/18,Win,115,No Location Recorded,3:00 PM,A,67,03:57,,,,,"SUB OUT by BARR,JASMINE",,,"SUB OUT by BARR,JASMINE",1,subbing out,,ferrum,jasmine barr,,237
68,10,ferrum,Centre,Ferrum,57-39,57,39,"18, 14, 13, 12, 57","11, 6, 10, 12, 39",18,14,13,12,57,11,6,10,12,39,(8-2),(3-8),12/18/18,Win,115,No Location Recorded,3:00 PM,A,68,03:53,"FOUL  by CHIRICO,PRESLEY",,,,,,,"FOUL  by CHIRICO,PRESLEY",1,foul,,Centre,presley chirico,,233
69,10,ferrum,Centre,Ferrum,57-39,57,39,"18, 14, 13, 12, 57","11, 6, 10, 12, 39",18,14,13,12,57,11,6,10,12,39,(8-2),(3-8),12/18/18,Win,115,No Location Recorded,3:00 PM,A,69,03:25,,,,,"TURNOVER  by MOSLEY,KELSEY",,,"TURNOVER  by MOSLEY,KELSEY",1,turnover,,ferrum,kelsey mosley,,205
70,10,ferrum,Centre,Ferrum,57-39,57,39,"18, 14, 13, 12, 57","11, 6, 10, 12, 39",18,14,13,12,57,11,6,10,12,39,(8-2),(3-8),12/18/18,Win,115,No Location Recorded,3:00 PM,A,70,03:25,"SUB IN by WEHBY,ABIGAIL",,,,,,,"SUB IN by WEHBY,ABIGAIL",1,subbing in,,Centre,abigail wehby,,205
71,10,ferrum,Centre,Ferrum,57-39,57,39,"18, 14, 13, 12, 57","11, 6, 10, 12, 39",18,14,13,12,57,11,6,10,12,39,(8-2),(3-8),12/18/18,Win,115,No Location Recorded,3:00 PM,A,71,03:25,"SUB IN by RICE,MADISON",,,,,,,"SUB IN by RICE,MADISON",1,subbing in,,Centre,madison rice,,205
72,10,ferrum,Centre,Ferrum,57-39,57,39,"18, 14, 13, 12, 57","11, 6, 10, 12, 39",18,14,13,12,57,11,6,10,12,39,(8-2),(3-8),12/18/18,Win,115,No Location Recorded,3:00 PM,A,72,03:25,"SUB IN by FEE,MIKAYLA",,,,,,,"SUB IN by FEE,MIKAYLA",1,subbing in,,Centre,mikayla fee,,205
73,10,ferrum,Centre,Ferrum,57-39,57,39,"18, 14, 13, 12, 57","11, 6, 10, 12, 39",18,14,13,12,57,11,6,10,12,39,(8-2),(3-8),12/18/18,Win,115,No Location Recorded,3:00 PM,A,73,03:25,"SUB IN by WILSON,KATHLEEN",,,,,,,"SUB IN by WILSON,KATHLEEN",1,subbing in,,Centre,kathleen wilson,,205
74,10,ferrum,Centre,Ferrum,57-39,57,39,"18, 14, 13, 12, 57","11, 6, 10, 12, 39",18,14,13,12,57,11,6,10,12,39,(8-2),(3-8),12/18/18,Win,115,No Location Recorded,3:00 PM,A,74,03:25,"SUB OUT by MILLER,LAKKEN",,,,,,,"SUB OUT by MILLER,LAKKEN",1,subbing out,,Centre,lakken miller,,205
75,10,ferrum,Centre,Ferrum,57-39,57,39,"18, 14, 13, 12, 57","11, 6, 10, 12, 39",18,14,13,12,57,11,6,10,12,39,(8-2),(3-8),12/18/18,Win,115,No Location Recorded,3:00 PM,A,75,03:25,"SUB OUT by BUNNER,CHEYENNE",,,,,,,"SUB OUT by BUNNER,CHEYENNE",1,subbing out,,Centre,cheyenne bunner,,205
76,10,ferrum,Centre,Ferrum,57-39,57,39,"18, 14, 13, 12, 57","11, 6, 10, 12, 39",18,14,13,12,57,11,6,10,12,39,(8-2),(3-8),12/18/18,Win,115,No Location Recorded,3:00 PM,A,76,03:25,"SUB OUT by STEWART,ABIGAIL",,,,,,,"SUB OUT by STEWART,ABIGAIL",1,subbing out,,Centre,abigail stewart,,205
77,10,ferrum,Centre,Ferrum,57-39,57,39,"18, 14, 13, 12, 57","11, 6, 10, 12, 39",18,14,13,12,57,11,6,10,12,39,(8-2),(3-8),12/18/18,Win,115,No Location Recorded,3:00 PM,A,77,03:25,"SUB OUT by CHIRICO,PRESLEY",,,,,,,"SUB OUT by CHIRICO,PRESLEY",1,subbing out,,Centre,presley chirico,,205
78,10,ferrum,Centre,Ferrum,57-39,57,39,"18, 14, 13, 12, 57","11, 6, 10, 12, 39",18,14,13,12,57,11,6,10,12,39,(8-2),(3-8),12/18/18,Win,115,No Location Recorded,3:00 PM,A,78,03:17,"MISS 3PTR by MARCUM,MADISON",,,,,,,"MISS 3PTR by MARCUM,MADISON",1,three pointer,missed,Centre,madison marcum,,197
79,10,ferrum,Centre,Ferrum,57-39,57,39,"18, 14, 13, 12, 57","11, 6, 10, 12, 39",18,14,13,12,57,11,6,10,12,39,(8-2),(3-8),12/18/18,Win,115,No Location Recorded,3:00 PM,A,79,--,"REBOUND OFF by WILSON,KATHLEEN",,,,,,,"REBOUND OFF by WILSON,KATHLEEN",1,offensive rebound,,Centre,kathleen wilson,,
80,10,ferrum,Centre,Ferrum,57-39,57,39,"18, 14, 13, 12, 57","11, 6, 10, 12, 39",18,14,13,12,57,11,6,10,12,39,(8-2),(3-8),12/18/18,Win,115,No Location Recorded,3:00 PM,A,80,03:10,"MISS JUMPER by MARCUM,MADISON",,,,,,,"MISS JUMPER by MARCUM,MADISON",1,jumper,missed,Centre,madison marcum,,190
81,10,ferrum,Centre,Ferrum,57-39,57,39,"18, 14, 13, 12, 57","11, 6, 10, 12, 39",18,14,13,12,57,11,6,10,12,39,(8-2),(3-8),12/18/18,Win,115,No Location Recorded,3:00 PM,A,81,--,,,,,"REBOUND DEF by MOSLEY,KELSEY",,,"REBOUND DEF by MOSLEY,KELSEY",1,defensive rebound,,ferrum,kelsey mosley,,
82,10,ferrum,Centre,Ferrum,57-39,57,39,"18, 14, 13, 12, 57","11, 6, 10, 12, 39",18,14,13,12,57,11,6,10,12,39,(8-2),(3-8),12/18/18,Win,115,No Location Recorded,3:00 PM,A,82,02:46,,13 (+5),,8,"GOOD LAYUP by WILSON,JASMINE(in the paint)",FCW 13-8 (+5),,"GOOD LAYUP by WILSON,JASMINE(in the paint)",1,layup,good,ferrum,jasmine wilson,2,166
83,10,ferrum,Centre,Ferrum,57-39,57,39,"18, 14, 13, 12, 57","11, 6, 10, 12, 39",18,14,13,12,57,11,6,10,12,39,(8-2),(3-8),12/18/18,Win,115,No Location Recorded,3:00 PM,A,83,02:26,"TURNOVER  by FEE,MIKAYLA",,,,,,,"TURNOVER  by FEE,MIKAYLA",1,turnover,,Centre,mikayla fee,,146
84,10,ferrum,Centre,Ferrum,57-39,57,39,"18, 14, 13, 12, 57","11, 6, 10, 12, 39",18,14,13,12,57,11,6,10,12,39,(8-2),(3-8),12/18/18,Win,115,No Location Recorded,3:00 PM,A,84,02:26,"SUB IN by HICKS,ELLEN",,,,,,,"SUB IN by HICKS,ELLEN",1,subbing in,,Centre,ellen hicks,,146
85,10,ferrum,Centre,Ferrum,57-39,57,39,"18, 14, 13, 12, 57","11, 6, 10, 12, 39",18,14,13,12,57,11,6,10,12,39,(8-2),(3-8),12/18/18,Win,115,No Location Recorded,3:00 PM,A,85,02:26,"SUB OUT by RICE,MADISON",,,,,,,"SUB OUT by RICE,MADISON",1,subbing out,,Centre,madison rice,,146
86,10,ferrum,Centre,Ferrum,57-39,57,39,"18, 14, 13, 12, 57","11, 6, 10, 12, 39",18,14,13,12,57,11,6,10,12,39,(8-2),(3-8),12/18/18,Win,115,No Location Recorded,3:00 PM,A,86,02:26,,,,,"SUB IN by BUNKER,ARIN",,,"SUB IN by BUNKER,ARIN",1,subbing in,,ferrum,arin bunker,,146
87,10,ferrum,Centre,Ferrum,57-39,57,39,"18, 14, 13, 12, 57","11, 6, 10, 12, 39",18,14,13,12,57,11,6,10,12,39,(8-2),(3-8),12/18/18,Win,115,No Location Recorded,3:00 PM,A,87,02:26,,,,,"SUB OUT by MARTIN,COURTNEY",,,"SUB OUT by MARTIN,COURTNEY",1,subbing out,,ferrum,courtney martin,,146
88,10,ferrum,Centre,Ferrum,57-39,57,39,"18, 14, 13, 12, 57","11, 6, 10, 12, 39",18,14,13,12,57,11,6,10,12,39,(8-2),(3-8),12/18/18,Win,115,No Location Recorded,3:00 PM,A,88,02:16,,,,,"MISS JUMPER by MOSLEY,KELSEY",,,"MISS JUMPER by MOSLEY,KELSEY",1,jumper,missed,ferrum,kelsey mosley,,136
89,10,ferrum,Centre,Ferrum,57-39,57,39,"18, 14, 13, 12, 57","11, 6, 10, 12, 39",18,14,13,12,57,11,6,10,12,39,(8-2),(3-8),12/18/18,Win,115,No Location Recorded,3:00 PM,A,89,--,"REBOUND DEF by MARCUM,MADISON",,,,,,,"REBOUND DEF by MARCUM,MADISON",1,defensive rebound,,Centre,madison marcum,,
90,10,ferrum,Centre,Ferrum,57-39,57,39,"18, 14, 13, 12, 57","11, 6, 10, 12, 39",18,14,13,12,57,11,6,10,12,39,(8-2),(3-8),12/18/18,Win,115,No Location Recorded,3:00 PM,A,90,01:46,"GOOD JUMPER by HICKS,ELLEN",15 (+7),,8,,CENTRE-W 15-8 (+7),,"GOOD JUMPER by HICKS,ELLEN",1,jumper,good,Centre,ellen hicks,2,106
91,10,ferrum,Centre,Ferrum,57-39,57,39,"18, 14, 13, 12, 57","11, 6, 10, 12, 39",18,14,13,12,57,11,6,10,12,39,(8-2),(3-8),12/18/18,Win,115,No Location Recorded,3:00 PM,A,91,--,"ASSIST  by WEHBY,ABIGAIL",,,,,,,"ASSIST  by WEHBY,ABIGAIL",1,assist,,Centre,abigail wehby,,
92,10,ferrum,Centre,Ferrum,57-39,57,39,"18, 14, 13, 12, 57","11, 6, 10, 12, 39",18,14,13,12,57,11,6,10,12,39,(8-2),(3-8),12/18/18,Win,115,No Location Recorded,3:00 PM,A,92,01:19,,15 (+4),,11,"GOOD 3PTR by MARVIN,JACY",FCW 15-11 (+4),,"GOOD 3PTR by MARVIN,JACY",1,three pointer,good,ferrum,jacy marvin,3,79
93,10,ferrum,Centre,Ferrum,57-39,57,39,"18, 14, 13, 12, 57","11, 6, 10, 12, 39",18,14,13,12,57,11,6,10,12,39,(8-2),(3-8),12/18/18,Win,115,No Location Recorded,3:00 PM,A,93,--,,,,,"ASSIST  by MOSLEY,KELSEY",,,"ASSIST  by MOSLEY,KELSEY",1,assist,,ferrum,kelsey mosley,,
94,10,ferrum,Centre,Ferrum,57-39,57,39,"18, 14, 13, 12, 57","11, 6, 10, 12, 39",18,14,13,12,57,11,6,10,12,39,(8-2),(3-8),12/18/18,Win,115,No Location Recorded,3:00 PM,A,94,00:58,,,,,"FOUL  by MOSLEY,KELSEY",,,"FOUL  by MOSLEY,KELSEY",1,foul,,ferrum,kelsey mosley,,58
95,10,ferrum,Centre,Ferrum,57-39,57,39,"18, 14, 13, 12, 57","11, 6, 10, 12, 39",18,14,13,12,57,11,6,10,12,39,(8-2),(3-8),12/18/18,Win,115,No Location Recorded,3:00 PM,A,95,00:58,,,,,"SUB IN by SELF,MAGGIE",,,"SUB IN by SELF,MAGGIE",1,subbing in,,ferrum,maggie self,,58
96,10,ferrum,Centre,Ferrum,57-39,57,39,"18, 14, 13, 12, 57","11, 6, 10, 12, 39",18,14,13,12,57,11,6,10,12,39,(8-2),(3-8),12/18/18,Win,115,No Location Recorded,3:00 PM,A,96,00:58,,,,,"SUB OUT by MARVIN,JACY",,,"SUB OUT by MARVIN,JACY",1,subbing out,,ferrum,jacy marvin,,58
97,10,ferrum,Centre,Ferrum,57-39,57,39,"18, 14, 13, 12, 57","11, 6, 10, 12, 39",18,14,13,12,57,11,6,10,12,39,(8-2),(3-8),12/18/18,Win,115,No Location Recorded,3:00 PM,A,97,00:53,"GOOD 3PTR by MARCUM,MADISON",18 (+7),,11,,CENTRE-W 18-11 (+7),,"GOOD 3PTR by MARCUM,MADISON",1,three pointer,good,Centre,madison marcum,3,53
98,10,ferrum,Centre,Ferrum,57-39,57,39,"18, 14, 13, 12, 57","11, 6, 10, 12, 39",18,14,13,12,57,11,6,10,12,39,(8-2),(3-8),12/18/18,Win,115,No Location Recorded,3:00 PM,A,98,00:46,,,,,"TURNOVER  by MARVIN,JACY",,,"TURNOVER  by MARVIN,JACY",1,turnover,,ferrum,jacy marvin,,46
99,10,ferrum,Centre,Ferrum,57-39,57,39,"18, 14, 13, 12, 57","11, 6, 10, 12, 39",18,14,13,12,57,11,6,10,12,39,(8-2),(3-8),12/18/18,Win,115,No Location Recorded,3:00 PM,A,99,00:46,,,,,"SUB IN by MARVIN,JACY",,,"SUB IN by MARVIN,JACY",1,subbing in,,ferrum,jacy marvin,,46
100,10,ferrum,Centre,Ferrum,57-39,57,39,"18, 14, 13, 12, 57","11, 6, 10, 12, 39",18,14,13,12,57,11,6,10,12,39,(8-2),(3-8),12/18/18,Win,115,No Location Recorded,3:00 PM,A,100,00:46,,,,,"SUB OUT by NICHOLS,JESSY",,,"SUB OUT by NICHOLS,JESSY",1,subbing out,,ferrum,jessy nichols,,46
101,10,ferrum,Centre,Ferrum,57-39,57,39,"18, 14, 13, 12, 57","11, 6, 10, 12, 39",18,14,13,12,57,11,6,10,12,39,(8-2),(3-8),12/18/18,Win,115,No Location Recorded,3:00 PM,A,101,00:27,"MISS JUMPER by HICKS,ELLEN",,,,,,,"MISS JUMPER by HICKS,ELLEN",1,jumper,missed,Centre,ellen hicks,,27
102,10,ferrum,Centre,Ferrum,57-39,57,39,"18, 14, 13, 12, 57","11, 6, 10, 12, 39",18,14,13,12,57,11,6,10,12,39,(8-2),(3-8),12/18/18,Win,115,No Location Recorded,3:00 PM,A,102,--,,,,,"REBOUND DEF by SELF,MAGGIE",,,"REBOUND DEF by SELF,MAGGIE",1,defensive rebound,,ferrum,maggie self,,
103,10,ferrum,Centre,Ferrum,57-39,57,39,"18, 14, 13, 12, 57","11, 6, 10, 12, 39",18,14,13,12,57,11,6,10,12,39,(8-2),(3-8),12/18/18,Win,115,No Location Recorded,3:00 PM,A,103,00:06,,,,,"TURNOVER  by BUNKER,ARIN",,,"TURNOVER  by BUNKER,ARIN",1,turnover,,ferrum,arin bunker,,6
104,10,ferrum,Centre,Ferrum,57-39,57,39,"18, 14, 13, 12, 57","11, 6, 10, 12, 39",18,14,13,12,57,11,6,10,12,39,(8-2),(3-8),12/18/18,Win,115,No Location Recorded,3:00 PM,A,104,Start Period 2,,,,,,,,,2,,,,,,
105,10,ferrum,Centre,Ferrum,57-39,57,39,"18, 14, 13, 12, 57","11, 6, 10, 12, 39",18,14,13,12,57,11,6,10,12,39,(8-2),(3-8),12/18/18,Win,115,No Location Recorded,3:00 PM,A,105,10:00,"SUB IN by HICKS,ELLEN",,,,,,,"SUB IN by HICKS,ELLEN",2,subbing in,,Centre,ellen hicks,,600
106,10,ferrum,Centre,Ferrum,57-39,57,39,"18, 14, 13, 12, 57","11, 6, 10, 12, 39",18,14,13,12,57,11,6,10,12,39,(8-2),(3-8),12/18/18,Win,115,No Location Recorded,3:00 PM,A,106,10:00,"SUB OUT by STEWART,ABIGAIL",,,,,,,"SUB OUT by STEWART,ABIGAIL",2,subbing out,,Centre,abigail stewart,,600
107,10,ferrum,Centre,Ferrum,57-39,57,39,"18, 14, 13, 12, 57","11, 6, 10, 12, 39",18,14,13,12,57,11,6,10,12,39,(8-2),(3-8),12/18/18,Win,115,No Location Recorded,3:00 PM,A,107,09:48,"GOOD LAYUP by FEE,MIKAYLA(in the paint)",20 (+9),,11,,CENTRE-W 20-11 (+9),,"GOOD LAYUP by FEE,MIKAYLA(in the paint)",2,layup,good,Centre,mikayla fee,2,588
108,10,ferrum,Centre,Ferrum,57-39,57,39,"18, 14, 13, 12, 57","11, 6, 10, 12, 39",18,14,13,12,57,11,6,10,12,39,(8-2),(3-8),12/18/18,Win,115,No Location Recorded,3:00 PM,A,108,--,"ASSIST  by MARCUM,MADISON",,,,,,,"ASSIST  by MARCUM,MADISON",2,assist,,Centre,madison marcum,,
109,10,ferrum,Centre,Ferrum,57-39,57,39,"18, 14, 13, 12, 57","11, 6, 10, 12, 39",18,14,13,12,57,11,6,10,12,39,(8-2),(3-8),12/18/18,Win,115,No Location Recorded,3:00 PM,A,109,09:22,,,,,"MISS 3PTR by BUNKER,ARIN",,,"MISS 3PTR by BUNKER,ARIN",2,three pointer,missed,ferrum,arin bunker,,562
110,10,ferrum,Centre,Ferrum,57-39,57,39,"18, 14, 13, 12, 57","11, 6, 10, 12, 39",18,14,13,12,57,11,6,10,12,39,(8-2),(3-8),12/18/18,Win,115,No Location Recorded,3:00 PM,A,110,--,"REBOUND DEF by HICKS,ELLEN",,,,,,,"REBOUND DEF by HICKS,ELLEN",2,defensive rebound,,Centre,ellen hicks,,
111,10,ferrum,Centre,Ferrum,57-39,57,39,"18, 14, 13, 12, 57","11, 6, 10, 12, 39",18,14,13,12,57,11,6,10,12,39,(8-2),(3-8),12/18/18,Win,115,No Location Recorded,3:00 PM,A,111,09:19,,,,,"FOUL  by BUNKER,ARIN",,,"FOUL  by BUNKER,ARIN",2,foul,,ferrum,arin bunker,,559
112,10,ferrum,Centre,Ferrum,57-39,57,39,"18, 14, 13, 12, 57","11, 6, 10, 12, 39",18,14,13,12,57,11,6,10,12,39,(8-2),(3-8),12/18/18,Win,115,No Location Recorded,3:00 PM,A,112,09:19,"SUB IN by MILLER,LAKKEN",,,,,,,"SUB IN by MILLER,LAKKEN",2,subbing in,,Centre,lakken miller,,559
113,10,ferrum,Centre,Ferrum,57-39,57,39,"18, 14, 13, 12, 57","11, 6, 10, 12, 39",18,14,13,12,57,11,6,10,12,39,(8-2),(3-8),12/18/18,Win,115,No Location Recorded,3:00 PM,A,113,09:19,"SUB IN by MORRIS,TAYLOR",,,,,,,"SUB IN by MORRIS,TAYLOR",2,subbing in,,Centre,taylor morris,,559
114,10,ferrum,Centre,Ferrum,57-39,57,39,"18, 14, 13, 12, 57","11, 6, 10, 12, 39",18,14,13,12,57,11,6,10,12,39,(8-2),(3-8),12/18/18,Win,115,No Location Recorded,3:00 PM,A,114,09:19,"SUB IN by STEWART,ABIGAIL",,,,,,,"SUB IN by STEWART,ABIGAIL",2,subbing in,,Centre,abigail stewart,,559
115,10,ferrum,Centre,Ferrum,57-39,57,39,"18, 14, 13, 12, 57","11, 6, 10, 12, 39",18,14,13,12,57,11,6,10,12,39,(8-2),(3-8),12/18/18,Win,115,No Location Recorded,3:00 PM,A,115,09:19,"SUB IN by MURRAY,KYLEE",,,,,,,"SUB IN by MURRAY,KYLEE",2,subbing in,,Centre,kylee murray,,559
116,10,ferrum,Centre,Ferrum,57-39,57,39,"18, 14, 13, 12, 57","11, 6, 10, 12, 39",18,14,13,12,57,11,6,10,12,39,(8-2),(3-8),12/18/18,Win,115,No Location Recorded,3:00 PM,A,116,09:19,"SUB OUT by WEHBY,ABIGAIL",,,,,,,"SUB OUT by WEHBY,ABIGAIL",2,subbing out,,Centre,abigail wehby,,559
117,10,ferrum,Centre,Ferrum,57-39,57,39,"18, 14, 13, 12, 57","11, 6, 10, 12, 39",18,14,13,12,57,11,6,10,12,39,(8-2),(3-8),12/18/18,Win,115,No Location Recorded,3:00 PM,A,117,09:19,"SUB OUT by MARCUM,MADISON",,,,,,,"SUB OUT by MARCUM,MADISON",2,subbing out,,Centre,madison marcum,,559
118,10,ferrum,Centre,Ferrum,57-39,57,39,"18, 14, 13, 12, 57","11, 6, 10, 12, 39",18,14,13,12,57,11,6,10,12,39,(8-2),(3-8),12/18/18,Win,115,No Location Recorded,3:00 PM,A,118,09:19,"SUB OUT by HICKS,ELLEN",,,,,,,"SUB OUT by HICKS,ELLEN",2,subbing out,,Centre,ellen hicks,,559
119,10,ferrum,Centre,Ferrum,57-39,57,39,"18, 14, 13, 12, 57","11, 6, 10, 12, 39",18,14,13,12,57,11,6,10,12,39,(8-2),(3-8),12/18/18,Win,115,No Location Recorded,3:00 PM,A,119,09:19,"SUB OUT by WILSON,KATHLEEN",,,,,,,"SUB OUT by WILSON,KATHLEEN",2,subbing out,,Centre,kathleen wilson,,559
120,10,ferrum,Centre,Ferrum,57-39,57,39,"18, 14, 13, 12, 57","11, 6, 10, 12, 39",18,14,13,12,57,11,6,10,12,39,(8-2),(3-8),12/18/18,Win,115,No Location Recorded,3:00 PM,A,120,09:05,,,,,"SUB IN by HURT,BRIONA",,,"SUB IN by HURT,BRIONA",2,subbing in,,ferrum,briona hurt,,545
121,10,ferrum,Centre,Ferrum,57-39,57,39,"18, 14, 13, 12, 57","11, 6, 10, 12, 39",18,14,13,12,57,11,6,10,12,39,(8-2),(3-8),12/18/18,Win,115,No Location Recorded,3:00 PM,A,121,09:05,,,,,"SUB OUT by BUNKER,ARIN",,,"SUB OUT by BUNKER,ARIN",2,subbing out,,ferrum,arin bunker,,545
122,10,ferrum,Centre,Ferrum,57-39,57,39,"18, 14, 13, 12, 57","11, 6, 10, 12, 39",18,14,13,12,57,11,6,10,12,39,(8-2),(3-8),12/18/18,Win,115,No Location Recorded,3:00 PM,A,122,09:02,"GOOD JUMPER by STEWART,ABIGAIL",22 (+11),,11,,CENTRE-W 22-11 (+11),,"GOOD JUMPER by STEWART,ABIGAIL",2,jumper,good,Centre,abigail stewart,2,542
123,10,ferrum,Centre,Ferrum,57-39,57,39,"18, 14, 13, 12, 57","11, 6, 10, 12, 39",18,14,13,12,57,11,6,10,12,39,(8-2),(3-8),12/18/18,Win,115,No Location Recorded,3:00 PM,A,123,--,"ASSIST  by MILLER,LAKKEN",,,,,,,"ASSIST  by MILLER,LAKKEN",2,assist,,Centre,lakken miller,,
124,10,ferrum,Centre,Ferrum,57-39,57,39,"18, 14, 13, 12, 57","11, 6, 10, 12, 39",18,14,13,12,57,11,6,10,12,39,(8-2),(3-8),12/18/18,Win,115,No Location Recorded,3:00 PM,A,124,08:43,"FOUL  by MORRIS,TAYLOR",,,,,,,"FOUL  by MORRIS,TAYLOR",2,foul,,Centre,taylor morris,,523
125,10,ferrum,Centre,Ferrum,57-39,57,39,"18, 14, 13, 12, 57","11, 6, 10, 12, 39",18,14,13,12,57,11,6,10,12,39,(8-2),(3-8),12/18/18,Win,115,No Location Recorded,3:00 PM,A,125,08:39,"FOUL  by MILLER,LAKKEN",,,,,,,"FOUL  by MILLER,LAKKEN",2,foul,,Centre,lakken miller,,519
126,10,ferrum,Centre,Ferrum,57-39,57,39,"18, 14, 13, 12, 57","11, 6, 10, 12, 39",18,14,13,12,57,11,6,10,12,39,(8-2),(3-8),12/18/18,Win,115,No Location Recorded,3:00 PM,A,126,08:39,"SUB IN by CHIRICO,PRESLEY",,,,,,,"SUB IN by CHIRICO,PRESLEY",2,subbing in,,Centre,presley chirico,,519
127,10,ferrum,Centre,Ferrum,57-39,57,39,"18, 14, 13, 12, 57","11, 6, 10, 12, 39",18,14,13,12,57,11,6,10,12,39,(8-2),(3-8),12/18/18,Win,115,No Location Recorded,3:00 PM,A,127,08:39,"SUB OUT by MILLER,LAKKEN",,,,,,,"SUB OUT by MILLER,LAKKEN",2,subbing out,,Centre,lakken miller,,519
128,10,ferrum,Centre,Ferrum,57-39,57,39,"18, 14, 13, 12, 57","11, 6, 10, 12, 39",18,14,13,12,57,11,6,10,12,39,(8-2),(3-8),12/18/18,Win,115,No Location Recorded,3:00 PM,A,128,08:28,,22 (+9),,13,"GOOD LAYUP by SELF,MAGGIE(in the paint)",FCW 22-13 (+9),,"GOOD LAYUP by SELF,MAGGIE(in the paint)",2,layup,good,ferrum,maggie self,2,508
129,10,ferrum,Centre,Ferrum,57-39,57,39,"18, 14, 13, 12, 57","11, 6, 10, 12, 39",18,14,13,12,57,11,6,10,12,39,(8-2),(3-8),12/18/18,Win,115,No Location Recorded,3:00 PM,A,129,08:07,"TURNOVER  by MORRIS,TAYLOR",,,,,,,"TURNOVER  by MORRIS,TAYLOR",2,turnover,,Centre,taylor morris,,487
130,10,ferrum,Centre,Ferrum,57-39,57,39,"18, 14, 13, 12, 57","11, 6, 10, 12, 39",18,14,13,12,57,11,6,10,12,39,(8-2),(3-8),12/18/18,Win,115,No Location Recorded,3:00 PM,A,130,08:07,"SUB IN by WEHBY,ABIGAIL",,,,,,,"SUB IN by WEHBY,ABIGAIL",2,subbing in,,Centre,abigail wehby,,487
131,10,ferrum,Centre,Ferrum,57-39,57,39,"18, 14, 13, 12, 57","11, 6, 10, 12, 39",18,14,13,12,57,11,6,10,12,39,(8-2),(3-8),12/18/18,Win,115,No Location Recorded,3:00 PM,A,131,08:07,"SUB OUT by MORRIS,TAYLOR",,,,,,,"SUB OUT by MORRIS,TAYLOR",2,subbing out,,Centre,taylor morris,,487
132,10,ferrum,Centre,Ferrum,57-39,57,39,"18, 14, 13, 12, 57","11, 6, 10, 12, 39",18,14,13,12,57,11,6,10,12,39,(8-2),(3-8),12/18/18,Win,115,No Location Recorded,3:00 PM,A,132,07:49,,,,,"MISS LAYUP by BARR,JASMINE",,,"MISS LAYUP by BARR,JASMINE",2,layup,missed,ferrum,jasmine barr,,469
133,10,ferrum,Centre,Ferrum,57-39,57,39,"18, 14, 13, 12, 57","11, 6, 10, 12, 39",18,14,13,12,57,11,6,10,12,39,(8-2),(3-8),12/18/18,Win,115,No Location Recorded,3:00 PM,A,133,--,"REBOUND DEF by CHIRICO,PRESLEY",,,,,,,"REBOUND DEF by CHIRICO,PRESLEY",2,defensive rebound,,Centre,presley chirico,,
134,10,ferrum,Centre,Ferrum,57-39,57,39,"18, 14, 13, 12, 57","11, 6, 10, 12, 39",18,14,13,12,57,11,6,10,12,39,(8-2),(3-8),12/18/18,Win,115,No Location Recorded,3:00 PM,A,134,07:22,"MISS JUMPER by CHIRICO,PRESLEY",,,,,,,"MISS JUMPER by CHIRICO,PRESLEY",2,jumper,missed,Centre,presley chirico,,442
135,10,ferrum,Centre,Ferrum,57-39,57,39,"18, 14, 13, 12, 57","11, 6, 10, 12, 39",18,14,13,12,57,11,6,10,12,39,(8-2),(3-8),12/18/18,Win,115,No Location Recorded,3:00 PM,A,135,07:22,,,,,"BLOCK  by HURT,BRIONA",,,"BLOCK  by HURT,BRIONA",2,block,,ferrum,briona hurt,,442
136,10,ferrum,Centre,Ferrum,57-39,57,39,"18, 14, 13, 12, 57","11, 6, 10, 12, 39",18,14,13,12,57,11,6,10,12,39,(8-2),(3-8),12/18/18,Win,115,No Location Recorded,3:00 PM,A,136,--,"REBOUND OFF by RICE,MADISON",,,,,,,"REBOUND OFF by RICE,MADISON",2,offensive rebound,,Centre,madison rice,,
