,game,opponent name,boxscore_visitor_name,boxscore_home_name,final score,centreFinalScore,opponentFinalScore,centreScoreByPeriod,opponentScoreByPeriod,centreScorePeriod1,centreScorePeriod2,centreScorePeriod3,centreScorePeriod4,centreScorePeriod5,opponentScorePeriod1,opponentScorePeriod2,opponentScorePeriod3,opponentScorePeriod4,opponentScorePeriod5,centreRecord,opponentRecord,gameDate,outcome,attendance,gameLocation,gameTime,homeGame,,Time Remaining,CC,Away Team Score,Play Team Indicator,Home Team Score,LETU,Game Score,Team Indicator,Play,period number,Play Type,Shot Outcome,Team,Player,Points Earned,Time(seconds)
206,9,letourneau,Centre,LeTourneau,59-65,59,65,"7, 20, 22, 10, 59","8, 14, 26, 17, 65",7,20,22,10,59,8,14,26,17,65,3-6,3-4,12/17/19,Lose,63,No Location Recorded,2:00 PM,N,206,--,,,,,"ASSIST  by WHITFIELD,KEAUNA",,,"ASSIST  by WHITFIELD,KEAUNA",2,assist,,letourneau,keauna whitfield,,
207,9,letourneau,Centre,LeTourneau,59-65,59,65,"7, 20, 22, 10, 59","8, 14, 26, 17, 65",7,20,22,10,59,8,14,26,17,65,3-6,3-4,12/17/19,Lose,63,No Location Recorded,2:00 PM,N,207,--,,,,,"ASSIST  by WHITFIELD,KEAUNA",,,"ASSIST  by WHITFIELD,KEAUNA",2,assist,,letourneau,keauna whitfield,,
208,9,letourneau,Centre,LeTourneau,59-65,59,65,"7, 20, 22, 10, 59","8, 14, 26, 17, 65",7,20,22,10,59,8,14,26,17,65,3-6,3-4,12/17/19,Lose,63,No Location Recorded,2:00 PM,N,208,00:33,,,,,"TURNOVER  by GUY,MALACIA",,,"TURNOVER  by GUY,MALACIA",2,turnover,,letourneau,malacia guy,,33
209,9,letourneau,Centre,LeTourneau,59-65,59,65,"7, 20, 22, 10, 59","8, 14, 26, 17, 65",7,20,22,10,59,8,14,26,17,65,3-6,3-4,12/17/19,Lose,63,No Location Recorded,2:00 PM,N,209,00:33,"STEAL  by WEHBY,ABIGAIL",,,,,,,"STEAL  by WEHBY,ABIGAIL",2,steal,,Centre,,,33
210,9,letourneau,Centre,LeTourneau,59-65,59,65,"7, 20, 22, 10, 59","8, 14, 26, 17, 65",7,20,22,10,59,8,14,26,17,65,3-6,3-4,12/17/19,Lose,63,No Location Recorded,2:00 PM,N,210,00:33,"TURNOVER  by HEROLD,PAYTON",,,,,,,"TURNOVER  by HEROLD,PAYTON",2,turnover,,Centre,payton herold,,33
211,9,letourneau,Centre,LeTourneau,59-65,59,65,"7, 20, 22, 10, 59","8, 14, 26, 17, 65",7,20,22,10,59,8,14,26,17,65,3-6,3-4,12/17/19,Lose,63,No Location Recorded,2:00 PM,N,211,00:33,,,,,"STEAL  by WHITFIELD,KEAUNA",,,"STEAL  by WHITFIELD,KEAUNA",2,steal,,letourneau,,,33
212,9,letourneau,Centre,LeTourneau,59-65,59,65,"7, 20, 22, 10, 59","8, 14, 26, 17, 65",7,20,22,10,59,8,14,26,17,65,3-6,3-4,12/17/19,Lose,63,No Location Recorded,2:00 PM,N,212,00:33,,26 (+4),,22,"GOOD LAYUP by MOON,TY(fastbreak)(in the paint)",LETU 26-22 (+4),,"GOOD LAYUP by MOON,TY(fastbreak)(in the paint)",2,layup,good,letourneau,ty(fastbreak) moon,2,33
213,9,letourneau,Centre,LeTourneau,59-65,59,65,"7, 20, 22, 10, 59","8, 14, 26, 17, 65",7,20,22,10,59,8,14,26,17,65,3-6,3-4,12/17/19,Lose,63,No Location Recorded,2:00 PM,N,213,00:33,"SUB IN by JENNINGS,RACHEL",,,,,,,"SUB IN by JENNINGS,RACHEL",2,subbing in,,Centre,rachel jennings,,33
214,9,letourneau,Centre,LeTourneau,59-65,59,65,"7, 20, 22, 10, 59","8, 14, 26, 17, 65",7,20,22,10,59,8,14,26,17,65,3-6,3-4,12/17/19,Lose,63,No Location Recorded,2:00 PM,N,214,00:33,"SUB OUT by WEHBY,ABIGAIL",,,,,,,"SUB OUT by WEHBY,ABIGAIL",2,subbing out,,Centre,abigail wehby,,33
215,9,letourneau,Centre,LeTourneau,59-65,59,65,"7, 20, 22, 10, 59","8, 14, 26, 17, 65",7,20,22,10,59,8,14,26,17,65,3-6,3-4,12/17/19,Lose,63,No Location Recorded,2:00 PM,N,215,00:33,,,,,"SUB IN by MIKULSKI,MICAYLA",,,"SUB IN by MIKULSKI,MICAYLA",2,subbing in,,letourneau,micayla mikulski,,33
216,9,letourneau,Centre,LeTourneau,59-65,59,65,"7, 20, 22, 10, 59","8, 14, 26, 17, 65",7,20,22,10,59,8,14,26,17,65,3-6,3-4,12/17/19,Lose,63,No Location Recorded,2:00 PM,N,216,00:33,,,,,"SUB OUT by LIGHTFOOT,BAILEY",,,"SUB OUT by LIGHTFOOT,BAILEY",2,subbing out,,letourneau,bailey lightfoot,,33
217,9,letourneau,Centre,LeTourneau,59-65,59,65,"7, 20, 22, 10, 59","8, 14, 26, 17, 65",7,20,22,10,59,8,14,26,17,65,3-6,3-4,12/17/19,Lose,63,No Location Recorded,2:00 PM,N,217,00:28,,,,,"FOUL  by WHITFIELD,KEAUNA",,,"FOUL  by WHITFIELD,KEAUNA",2,foul,,letourneau,keauna whitfield,,28
218,9,letourneau,Centre,LeTourneau,59-65,59,65,"7, 20, 22, 10, 59","8, 14, 26, 17, 65",7,20,22,10,59,8,14,26,17,65,3-6,3-4,12/17/19,Lose,63,No Location Recorded,2:00 PM,N,218,00:28,"MISS FT by JENNINGS,RACHEL",,,,,,,"MISS FT by JENNINGS,RACHEL",2,free throw,missed,Centre,rachel jennings,,28
219,9,letourneau,Centre,LeTourneau,59-65,59,65,"7, 20, 22, 10, 59","8, 14, 26, 17, 65",7,20,22,10,59,8,14,26,17,65,3-6,3-4,12/17/19,Lose,63,No Location Recorded,2:00 PM,N,219,--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2,deadball rebound,,Centre,,,
220,9,letourneau,Centre,LeTourneau,59-65,59,65,"7, 20, 22, 10, 59","8, 14, 26, 17, 65",7,20,22,10,59,8,14,26,17,65,3-6,3-4,12/17/19,Lose,63,No Location Recorded,2:00 PM,N,220,00:28,"GOOD FT by JENNINGS,RACHEL",27 (+5),,22,,CC 27-22 (+5),,"GOOD FT by JENNINGS,RACHEL",2,free throw,good,Centre,rachel jennings,1,28
221,9,letourneau,Centre,LeTourneau,59-65,59,65,"7, 20, 22, 10, 59","8, 14, 26, 17, 65",7,20,22,10,59,8,14,26,17,65,3-6,3-4,12/17/19,Lose,63,No Location Recorded,2:00 PM,N,221,00:28,"SUB IN by MURRAY,KYLEE",,,,,,,"SUB IN by MURRAY,KYLEE",2,subbing in,,Centre,kylee murray,,28
222,9,letourneau,Centre,LeTourneau,59-65,59,65,"7, 20, 22, 10, 59","8, 14, 26, 17, 65",7,20,22,10,59,8,14,26,17,65,3-6,3-4,12/17/19,Lose,63,No Location Recorded,2:00 PM,N,222,00:28,"SUB OUT by HEROLD,PAYTON",,,,,,,"SUB OUT by HEROLD,PAYTON",2,subbing out,,Centre,payton herold,,28
223,9,letourneau,Centre,LeTourneau,59-65,59,65,"7, 20, 22, 10, 59","8, 14, 26, 17, 65",7,20,22,10,59,8,14,26,17,65,3-6,3-4,12/17/19,Lose,63,No Location Recorded,2:00 PM,N,223,00:28,,,,,"SUB IN by CRUZ,VANESSA",,,"SUB IN by CRUZ,VANESSA",2,subbing in,,letourneau,vanessa cruz,,28
224,9,letourneau,Centre,LeTourneau,59-65,59,65,"7, 20, 22, 10, 59","8, 14, 26, 17, 65",7,20,22,10,59,8,14,26,17,65,3-6,3-4,12/17/19,Lose,63,No Location Recorded,2:00 PM,N,224,00:28,,,,,"SUB IN by HOPKINS,SCRUFFY",,,"SUB IN by HOPKINS,SCRUFFY",2,subbing in,,letourneau,scruffy hopkins,,28
225,9,letourneau,Centre,LeTourneau,59-65,59,65,"7, 20, 22, 10, 59","8, 14, 26, 17, 65",7,20,22,10,59,8,14,26,17,65,3-6,3-4,12/17/19,Lose,63,No Location Recorded,2:00 PM,N,225,00:28,,,,,"SUB OUT by MOON,TY",,,"SUB OUT by MOON,TY",2,subbing out,,letourneau,ty moon,,28
226,9,letourneau,Centre,LeTourneau,59-65,59,65,"7, 20, 22, 10, 59","8, 14, 26, 17, 65",7,20,22,10,59,8,14,26,17,65,3-6,3-4,12/17/19,Lose,63,No Location Recorded,2:00 PM,N,226,00:28,,,,,"SUB OUT by WHITFIELD,KEAUNA",,,"SUB OUT by WHITFIELD,KEAUNA",2,subbing out,,letourneau,keauna whitfield,,28
227,9,letourneau,Centre,LeTourneau,59-65,59,65,"7, 20, 22, 10, 59","8, 14, 26, 17, 65",7,20,22,10,59,8,14,26,17,65,3-6,3-4,12/17/19,Lose,63,No Location Recorded,2:00 PM,N,227,00:15,,,,,"MISS 3PTR by GUY,MALACIA",,,"MISS 3PTR by GUY,MALACIA",2,three pointer,missed,letourneau,malacia guy,,15
228,9,letourneau,Centre,LeTourneau,59-65,59,65,"7, 20, 22, 10, 59","8, 14, 26, 17, 65",7,20,22,10,59,8,14,26,17,65,3-6,3-4,12/17/19,Lose,63,No Location Recorded,2:00 PM,N,228,--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,2,defensive rebound,,Centre,,,
229,9,letourneau,Centre,LeTourneau,59-65,59,65,"7, 20, 22, 10, 59","8, 14, 26, 17, 65",7,20,22,10,59,8,14,26,17,65,3-6,3-4,12/17/19,Lose,63,No Location Recorded,2:00 PM,N,229,Start Period 3,,,,,,,,,3,,,,,,
230,9,letourneau,Centre,LeTourneau,59-65,59,65,"7, 20, 22, 10, 59","8, 14, 26, 17, 65",7,20,22,10,59,8,14,26,17,65,3-6,3-4,12/17/19,Lose,63,No Location Recorded,2:00 PM,N,230,10:00,,,,,"SUB IN by HOPKINS,SCRUFFY",,,"SUB IN by HOPKINS,SCRUFFY",3,subbing in,,letourneau,scruffy hopkins,,600
231,9,letourneau,Centre,LeTourneau,59-65,59,65,"7, 20, 22, 10, 59","8, 14, 26, 17, 65",7,20,22,10,59,8,14,26,17,65,3-6,3-4,12/17/19,Lose,63,No Location Recorded,2:00 PM,N,231,10:00,,,,,"SUB OUT by WHITFIELD,KEAUNA",,,"SUB OUT by WHITFIELD,KEAUNA",3,subbing out,,letourneau,keauna whitfield,,600
232,9,letourneau,Centre,LeTourneau,59-65,59,65,"7, 20, 22, 10, 59","8, 14, 26, 17, 65",7,20,22,10,59,8,14,26,17,65,3-6,3-4,12/17/19,Lose,63,No Location Recorded,2:00 PM,N,232,09:46,,27 (+2),,25,"GOOD 3PTR by MIKULSKI,MICAYLA",LETU 27-25 (+2),,"GOOD 3PTR by MIKULSKI,MICAYLA",3,three pointer,good,letourneau,micayla mikulski,3,586
233,9,letourneau,Centre,LeTourneau,59-65,59,65,"7, 20, 22, 10, 59","8, 14, 26, 17, 65",7,20,22,10,59,8,14,26,17,65,3-6,3-4,12/17/19,Lose,63,No Location Recorded,2:00 PM,N,233,09:31,"GOOD 3PTR by WILSON,KAT",30 (+5),,25,,CC 30-25 (+5),,"GOOD 3PTR by WILSON,KAT",3,three pointer,good,Centre,kat wilson,3,571
234,9,letourneau,Centre,LeTourneau,59-65,59,65,"7, 20, 22, 10, 59","8, 14, 26, 17, 65",7,20,22,10,59,8,14,26,17,65,3-6,3-4,12/17/19,Lose,63,No Location Recorded,2:00 PM,N,234,--,"ASSIST  by MARCUM,MADISON",,,,,,,"ASSIST  by MARCUM,MADISON",3,assist,,Centre,madison marcum,,
235,9,letourneau,Centre,LeTourneau,59-65,59,65,"7, 20, 22, 10, 59","8, 14, 26, 17, 65",7,20,22,10,59,8,14,26,17,65,3-6,3-4,12/17/19,Lose,63,No Location Recorded,2:00 PM,N,235,09:14,,,,,"TURNOVER  by HARDEMAN,KYNDALL",,,"TURNOVER  by HARDEMAN,KYNDALL",3,turnover,,letourneau,kyndall hardeman,,554
236,9,letourneau,Centre,LeTourneau,59-65,59,65,"7, 20, 22, 10, 59","8, 14, 26, 17, 65",7,20,22,10,59,8,14,26,17,65,3-6,3-4,12/17/19,Lose,63,No Location Recorded,2:00 PM,N,236,08:56,"TURNOVER  by WILSON,KAT",,,,,,,"TURNOVER  by WILSON,KAT",3,turnover,,Centre,kat wilson,,536
237,9,letourneau,Centre,LeTourneau,59-65,59,65,"7, 20, 22, 10, 59","8, 14, 26, 17, 65",7,20,22,10,59,8,14,26,17,65,3-6,3-4,12/17/19,Lose,63,No Location Recorded,2:00 PM,N,237,08:55,,,,,"STEAL  by MIKULSKI,MICAYLA",,,"STEAL  by MIKULSKI,MICAYLA",3,steal,,letourneau,,,535
238,9,letourneau,Centre,LeTourneau,59-65,59,65,"7, 20, 22, 10, 59","8, 14, 26, 17, 65",7,20,22,10,59,8,14,26,17,65,3-6,3-4,12/17/19,Lose,63,No Location Recorded,2:00 PM,N,238,08:55,"FOUL  by FEE,MIKAYLA",,,,,,,"FOUL  by FEE,MIKAYLA",3,foul,,Centre,mikayla fee,,535
239,9,letourneau,Centre,LeTourneau,59-65,59,65,"7, 20, 22, 10, 59","8, 14, 26, 17, 65",7,20,22,10,59,8,14,26,17,65,3-6,3-4,12/17/19,Lose,63,No Location Recorded,2:00 PM,N,239,08:43,,30 (+3),,27,"GOOD LAYUP by HARDEMAN,KYNDALL(in the paint)",LETU 30-27 (+3),,"GOOD LAYUP by HARDEMAN,KYNDALL(in the paint)",3,layup,good,letourneau,kyndall hardeman,2,523
240,9,letourneau,Centre,LeTourneau,59-65,59,65,"7, 20, 22, 10, 59","8, 14, 26, 17, 65",7,20,22,10,59,8,14,26,17,65,3-6,3-4,12/17/19,Lose,63,No Location Recorded,2:00 PM,N,240,--,,,,,"ASSIST  by CRUZ,VANESSA",,,"ASSIST  by CRUZ,VANESSA",3,assist,,letourneau,vanessa cruz,,
241,9,letourneau,Centre,LeTourneau,59-65,59,65,"7, 20, 22, 10, 59","8, 14, 26, 17, 65",7,20,22,10,59,8,14,26,17,65,3-6,3-4,12/17/19,Lose,63,No Location Recorded,2:00 PM,N,241,08:33,"MISS LAYUP by MARCUM,MADISON",,,,,,,"MISS LAYUP by MARCUM,MADISON",3,layup,missed,Centre,madison marcum,,513
242,9,letourneau,Centre,LeTourneau,59-65,59,65,"7, 20, 22, 10, 59","8, 14, 26, 17, 65",7,20,22,10,59,8,14,26,17,65,3-6,3-4,12/17/19,Lose,63,No Location Recorded,2:00 PM,N,242,--,,,,,"REBOUND DEF by HOPKINS,SCRUFFY",,,"REBOUND DEF by HOPKINS,SCRUFFY",3,defensive rebound,,letourneau,scruffy hopkins,,
243,9,letourneau,Centre,LeTourneau,59-65,59,65,"7, 20, 22, 10, 59","8, 14, 26, 17, 65",7,20,22,10,59,8,14,26,17,65,3-6,3-4,12/17/19,Lose,63,No Location Recorded,2:00 PM,N,243,08:24,,30 (+1),,29,"GOOD JUMPER by AKINGBADE,FLORA(in the paint)",LETU 30-29 (+1),,"GOOD JUMPER by AKINGBADE,FLORA(in the paint)",3,jumper,good,letourneau,flora akingbade,2,504
244,9,letourneau,Centre,LeTourneau,59-65,59,65,"7, 20, 22, 10, 59","8, 14, 26, 17, 65",7,20,22,10,59,8,14,26,17,65,3-6,3-4,12/17/19,Lose,63,No Location Recorded,2:00 PM,N,244,--,,,,,"ASSIST  by CRUZ,VANESSA",,,"ASSIST  by CRUZ,VANESSA",3,assist,,letourneau,vanessa cruz,,
245,9,letourneau,Centre,LeTourneau,59-65,59,65,"7, 20, 22, 10, 59","8, 14, 26, 17, 65",7,20,22,10,59,8,14,26,17,65,3-6,3-4,12/17/19,Lose,63,No Location Recorded,2:00 PM,N,245,07:53,"MISS 3PTR by MARCUM,MADISON",,,,,,,"MISS 3PTR by MARCUM,MADISON",3,three pointer,missed,Centre,madison marcum,,473
246,9,letourneau,Centre,LeTourneau,59-65,59,65,"7, 20, 22, 10, 59","8, 14, 26, 17, 65",7,20,22,10,59,8,14,26,17,65,3-6,3-4,12/17/19,Lose,63,No Location Recorded,2:00 PM,N,246,--,,,,,"REBOUND DEF by AKINGBADE,FLORA",,,"REBOUND DEF by AKINGBADE,FLORA",3,defensive rebound,,letourneau,flora akingbade,,
247,9,letourneau,Centre,LeTourneau,59-65,59,65,"7, 20, 22, 10, 59","8, 14, 26, 17, 65",7,20,22,10,59,8,14,26,17,65,3-6,3-4,12/17/19,Lose,63,No Location Recorded,2:00 PM,N,247,07:47,"FOUL  by FEE,MIKAYLA",,,,,,,"FOUL  by FEE,MIKAYLA",3,foul,,Centre,mikayla fee,,467
248,9,letourneau,Centre,LeTourneau,59-65,59,65,"7, 20, 22, 10, 59","8, 14, 26, 17, 65",7,20,22,10,59,8,14,26,17,65,3-6,3-4,12/17/19,Lose,63,No Location Recorded,2:00 PM,N,248,07:38,,,,,"FOUL  by HARDEMAN,KYNDALL",,,"FOUL  by HARDEMAN,KYNDALL",3,foul,,letourneau,kyndall hardeman,,458
249,9,letourneau,Centre,LeTourneau,59-65,59,65,"7, 20, 22, 10, 59","8, 14, 26, 17, 65",7,20,22,10,59,8,14,26,17,65,3-6,3-4,12/17/19,Lose,63,No Location Recorded,2:00 PM,N,249,07:30,,,,,"SUB IN by MAYFIELD,MADISON",,,"SUB IN by MAYFIELD,MADISON",3,subbing in,,letourneau,madison mayfield,,450
250,9,letourneau,Centre,LeTourneau,59-65,59,65,"7, 20, 22, 10, 59","8, 14, 26, 17, 65",7,20,22,10,59,8,14,26,17,65,3-6,3-4,12/17/19,Lose,63,No Location Recorded,2:00 PM,N,250,07:30,,,,,"SUB OUT by AKINGBADE,FLORA",,,"SUB OUT by AKINGBADE,FLORA",3,subbing out,,letourneau,flora akingbade,,450
251,9,letourneau,Centre,LeTourneau,59-65,59,65,"7, 20, 22, 10, 59","8, 14, 26, 17, 65",7,20,22,10,59,8,14,26,17,65,3-6,3-4,12/17/19,Lose,63,No Location Recorded,2:00 PM,N,251,07:21,"MISS JUMPER by WILSON,KAT",,,,,,,"MISS JUMPER by WILSON,KAT",3,jumper,missed,Centre,kat wilson,,441
252,9,letourneau,Centre,LeTourneau,59-65,59,65,"7, 20, 22, 10, 59","8, 14, 26, 17, 65",7,20,22,10,59,8,14,26,17,65,3-6,3-4,12/17/19,Lose,63,No Location Recorded,2:00 PM,N,252,--,"REBOUND OFF by HICKS,ELLEN",,,,,,,"REBOUND OFF by HICKS,ELLEN",3,offensive rebound,,Centre,ellen hicks,,
253,9,letourneau,Centre,LeTourneau,59-65,59,65,"7, 20, 22, 10, 59","8, 14, 26, 17, 65",7,20,22,10,59,8,14,26,17,65,3-6,3-4,12/17/19,Lose,63,No Location Recorded,2:00 PM,N,253,07:19,"GOOD LAYUP by HICKS,ELLEN(in the paint)",32 (+3),,29,,CC 32-29 (+3),,"GOOD LAYUP by HICKS,ELLEN(in the paint)",3,layup,good,Centre,ellen hicks,2,439
254,9,letourneau,Centre,LeTourneau,59-65,59,65,"7, 20, 22, 10, 59","8, 14, 26, 17, 65",7,20,22,10,59,8,14,26,17,65,3-6,3-4,12/17/19,Lose,63,No Location Recorded,2:00 PM,N,254,07:04,,32 (+1),,31,"GOOD JUMPER by MIKULSKI,MICAYLA",LETU 32-31 (+1),,"GOOD JUMPER by MIKULSKI,MICAYLA",3,jumper,good,letourneau,micayla mikulski,2,424
255,9,letourneau,Centre,LeTourneau,59-65,59,65,"7, 20, 22, 10, 59","8, 14, 26, 17, 65",7,20,22,10,59,8,14,26,17,65,3-6,3-4,12/17/19,Lose,63,No Location Recorded,2:00 PM,N,255,06:25,"MISS 3PTR by WEHBY,ABIGAIL",,,,,,,"MISS 3PTR by WEHBY,ABIGAIL",3,three pointer,missed,Centre,abigail wehby,,385
256,9,letourneau,Centre,LeTourneau,59-65,59,65,"7, 20, 22, 10, 59","8, 14, 26, 17, 65",7,20,22,10,59,8,14,26,17,65,3-6,3-4,12/17/19,Lose,63,No Location Recorded,2:00 PM,N,256,--,,,,,"REBOUND DEF by MIKULSKI,MICAYLA",,,"REBOUND DEF by MIKULSKI,MICAYLA",3,defensive rebound,,letourneau,micayla mikulski,,
257,9,letourneau,Centre,LeTourneau,59-65,59,65,"7, 20, 22, 10, 59","8, 14, 26, 17, 65",7,20,22,10,59,8,14,26,17,65,3-6,3-4,12/17/19,Lose,63,No Location Recorded,2:00 PM,N,257,06:25,"SUB IN by HEROLD,PAYTON",,,,,,,"SUB IN by HEROLD,PAYTON",3,subbing in,,Centre,payton herold,,385
258,9,letourneau,Centre,LeTourneau,59-65,59,65,"7, 20, 22, 10, 59","8, 14, 26, 17, 65",7,20,22,10,59,8,14,26,17,65,3-6,3-4,12/17/19,Lose,63,No Location Recorded,2:00 PM,N,258,06:25,"SUB OUT by MARCUM,MADISON",,,,,,,"SUB OUT by MARCUM,MADISON",3,subbing out,,Centre,madison marcum,,385
259,9,letourneau,Centre,LeTourneau,59-65,59,65,"7, 20, 22, 10, 59","8, 14, 26, 17, 65",7,20,22,10,59,8,14,26,17,65,3-6,3-4,12/17/19,Lose,63,No Location Recorded,2:00 PM,N,259,06:18,,32,,33 (+1),"GOOD LAYUP by HARDEMAN,KYNDALL(in the paint)",LETU 32-33 (-1),,"GOOD LAYUP by HARDEMAN,KYNDALL(in the paint)",3,layup,good,letourneau,kyndall hardeman,2,378
260,9,letourneau,Centre,LeTourneau,59-65,59,65,"7, 20, 22, 10, 59","8, 14, 26, 17, 65",7,20,22,10,59,8,14,26,17,65,3-6,3-4,12/17/19,Lose,63,No Location Recorded,2:00 PM,N,260,--,,,,,"ASSIST  by HOPKINS,SCRUFFY",,,"ASSIST  by HOPKINS,SCRUFFY",3,assist,,letourneau,scruffy hopkins,,
261,9,letourneau,Centre,LeTourneau,59-65,59,65,"7, 20, 22, 10, 59","8, 14, 26, 17, 65",7,20,22,10,59,8,14,26,17,65,3-6,3-4,12/17/19,Lose,63,No Location Recorded,2:00 PM,N,261,06:07,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,3,timeout,,Centre,,,367
262,9,letourneau,Centre,LeTourneau,59-65,59,65,"7, 20, 22, 10, 59","8, 14, 26, 17, 65",7,20,22,10,59,8,14,26,17,65,3-6,3-4,12/17/19,Lose,63,No Location Recorded,2:00 PM,N,262,06:05,"MISS JUMPER by HICKS,ELLEN",,,,,,,"MISS JUMPER by HICKS,ELLEN",3,jumper,missed,Centre,ellen hicks,,365
263,9,letourneau,Centre,LeTourneau,59-65,59,65,"7, 20, 22, 10, 59","8, 14, 26, 17, 65",7,20,22,10,59,8,14,26,17,65,3-6,3-4,12/17/19,Lose,63,No Location Recorded,2:00 PM,N,263,--,"REBOUND OFF by HICKS,ELLEN",,,,,,,"REBOUND OFF by HICKS,ELLEN",3,offensive rebound,,Centre,ellen hicks,,
264,9,letourneau,Centre,LeTourneau,59-65,59,65,"7, 20, 22, 10, 59","8, 14, 26, 17, 65",7,20,22,10,59,8,14,26,17,65,3-6,3-4,12/17/19,Lose,63,No Location Recorded,2:00 PM,N,264,05:49,,,,,"FOUL  by MIKULSKI,MICAYLA",,,"FOUL  by MIKULSKI,MICAYLA",3,foul,,letourneau,micayla mikulski,,349
265,9,letourneau,Centre,LeTourneau,59-65,59,65,"7, 20, 22, 10, 59","8, 14, 26, 17, 65",7,20,22,10,59,8,14,26,17,65,3-6,3-4,12/17/19,Lose,63,No Location Recorded,2:00 PM,N,265,05:49,"GOOD FT by HICKS,ELLEN",33,,33,,CC 33-33 (0),,"GOOD FT by HICKS,ELLEN",3,free throw,good,Centre,ellen hicks,1,349
266,9,letourneau,Centre,LeTourneau,59-65,59,65,"7, 20, 22, 10, 59","8, 14, 26, 17, 65",7,20,22,10,59,8,14,26,17,65,3-6,3-4,12/17/19,Lose,63,No Location Recorded,2:00 PM,N,266,05:49,"GOOD FT by HICKS,ELLEN",34 (+1),,33,,CC 34-33 (+1),,"GOOD FT by HICKS,ELLEN",3,free throw,good,Centre,ellen hicks,1,349
267,9,letourneau,Centre,LeTourneau,59-65,59,65,"7, 20, 22, 10, 59","8, 14, 26, 17, 65",7,20,22,10,59,8,14,26,17,65,3-6,3-4,12/17/19,Lose,63,No Location Recorded,2:00 PM,N,267,05:39,,,,,"TURNOVER  by HARDEMAN,KYNDALL",,,"TURNOVER  by HARDEMAN,KYNDALL",3,turnover,,letourneau,kyndall hardeman,,339
268,9,letourneau,Centre,LeTourneau,59-65,59,65,"7, 20, 22, 10, 59","8, 14, 26, 17, 65",7,20,22,10,59,8,14,26,17,65,3-6,3-4,12/17/19,Lose,63,No Location Recorded,2:00 PM,N,268,05:39,"TURNOVER  by HEROLD,PAYTON",,,,,,,"TURNOVER  by HEROLD,PAYTON",3,turnover,,Centre,payton herold,,339
269,9,letourneau,Centre,LeTourneau,59-65,59,65,"7, 20, 22, 10, 59","8, 14, 26, 17, 65",7,20,22,10,59,8,14,26,17,65,3-6,3-4,12/17/19,Lose,63,No Location Recorded,2:00 PM,N,269,05:39,,,,,"STEAL  by MIKULSKI,MICAYLA",,,"STEAL  by MIKULSKI,MICAYLA",3,steal,,letourneau,,,339
270,9,letourneau,Centre,LeTourneau,59-65,59,65,"7, 20, 22, 10, 59","8, 14, 26, 17, 65",7,20,22,10,59,8,14,26,17,65,3-6,3-4,12/17/19,Lose,63,No Location Recorded,2:00 PM,N,270,05:35,,34,,36 (+2),"GOOD 3PTR by HOPKINS,SCRUFFY",LETU 34-36 (-2),,"GOOD 3PTR by HOPKINS,SCRUFFY",3,three pointer,good,letourneau,scruffy hopkins,3,335
271,9,letourneau,Centre,LeTourneau,59-65,59,65,"7, 20, 22, 10, 59","8, 14, 26, 17, 65",7,20,22,10,59,8,14,26,17,65,3-6,3-4,12/17/19,Lose,63,No Location Recorded,2:00 PM,N,271,--,,,,,"ASSIST  by CRUZ,VANESSA",,,"ASSIST  by CRUZ,VANESSA",3,assist,,letourneau,vanessa cruz,,
272,9,letourneau,Centre,LeTourneau,59-65,59,65,"7, 20, 22, 10, 59","8, 14, 26, 17, 65",7,20,22,10,59,8,14,26,17,65,3-6,3-4,12/17/19,Lose,63,No Location Recorded,2:00 PM,N,272,05:16,"MISS JUMPER by WEHBY,ABIGAIL",,,,,,,"MISS JUMPER by WEHBY,ABIGAIL",3,jumper,missed,Centre,abigail wehby,,316
273,9,letourneau,Centre,LeTourneau,59-65,59,65,"7, 20, 22, 10, 59","8, 14, 26, 17, 65",7,20,22,10,59,8,14,26,17,65,3-6,3-4,12/17/19,Lose,63,No Location Recorded,2:00 PM,N,273,--,"REBOUND OFF by FEE,MIKAYLA",,,,,,,"REBOUND OFF by FEE,MIKAYLA",3,offensive rebound,,Centre,mikayla fee,,
274,9,letourneau,Centre,LeTourneau,59-65,59,65,"7, 20, 22, 10, 59","8, 14, 26, 17, 65",7,20,22,10,59,8,14,26,17,65,3-6,3-4,12/17/19,Lose,63,No Location Recorded,2:00 PM,N,274,05:10,"GOOD 3PTR by HEROLD,PAYTON",37 (+1),,36,,CC 37-36 (+1),,"GOOD 3PTR by HEROLD,PAYTON",3,three pointer,good,Centre,payton herold,3,310
275,9,letourneau,Centre,LeTourneau,59-65,59,65,"7, 20, 22, 10, 59","8, 14, 26, 17, 65",7,20,22,10,59,8,14,26,17,65,3-6,3-4,12/17/19,Lose,63,No Location Recorded,2:00 PM,N,275,--,"ASSIST  by FEE,MIKAYLA",,,,,,,"ASSIST  by FEE,MIKAYLA",3,assist,,Centre,mikayla fee,,
