,game,opponent name,boxscore_visitor_name,boxscore_home_name,final score,centreFinalScore,opponentFinalScore,centreScoreByPeriod,opponentScoreByPeriod,centreScorePeriod1,centreScorePeriod2,centreScorePeriod3,centreScorePeriod4,centreScorePeriod5,opponentScorePeriod1,opponentScorePeriod2,opponentScorePeriod3,opponentScorePeriod4,opponentScorePeriod5,centreRecord,opponentRecord,gameDate,outcome,attendance,gameLocation,gameTime,homeGame,,Time Remaining,Sewan,Away Team Score,Play Team Indicator,Home Team Score,Centre,Game Score,Team Indicator,Play,period number,Play Type,Shot Outcome,Team,Player,Points Earned,Time(seconds)
61,25,sewanee,Sewanee,Centre,70-52,70,52,"14, 21, 21, 14, 70","13, 14, 14, 11, 52",14,21,21,14,70,13,14,14,11,52,"15-10,9-5 SAA","10-15,5-9 SAA",02/15/20,Win,250,No Location Recorded,1:00 PM,H,61,04:31,"SUB IN by HITCHCOCK,ALLISON",,,,,,,"SUB IN by HITCHCOCK,ALLISON",1,subbing in,,sewanee,allison hitchcock,,271
62,25,sewanee,Sewanee,Centre,70-52,70,52,"14, 21, 21, 14, 70","13, 14, 14, 11, 52",14,21,21,14,70,13,14,14,11,52,"15-10,9-5 SAA","10-15,5-9 SAA",02/15/20,Win,250,No Location Recorded,1:00 PM,H,62,04:28,,,,,"TURNOVER  by HICKS,ELLEN",,,"TURNOVER  by HICKS,ELLEN",1,turnover,,Centre,ellen hicks,,268
63,25,sewanee,Sewanee,Centre,70-52,70,52,"14, 21, 21, 14, 70","13, 14, 14, 11, 52",14,21,21,14,70,13,14,14,11,52,"15-10,9-5 SAA","10-15,5-9 SAA",02/15/20,Win,250,No Location Recorded,1:00 PM,H,63,04:02,"GOOD JUMPER by TREANTON,ELLIE",8,,8,,Sewan 8-8 (0),,"GOOD JUMPER by TREANTON,ELLIE",1,jumper,good,sewanee,ellie treanton,2,242
64,25,sewanee,Sewanee,Centre,70-52,70,52,"14, 21, 21, 14, 70","13, 14, 14, 11, 52",14,21,21,14,70,13,14,14,11,52,"15-10,9-5 SAA","10-15,5-9 SAA",02/15/20,Win,250,No Location Recorded,1:00 PM,H,64,03:42,,,,,"MISS 3PTR by HEROLD,PAYTON",,,"MISS 3PTR by HEROLD,PAYTON",1,three pointer,missed,Centre,payton herold,,222
65,25,sewanee,Sewanee,Centre,70-52,70,52,"14, 21, 21, 14, 70","13, 14, 14, 11, 52",14,21,21,14,70,13,14,14,11,52,"15-10,9-5 SAA","10-15,5-9 SAA",02/15/20,Win,250,No Location Recorded,1:00 PM,H,65,--,,,,,"REBOUND OFF by HICKS,ELLEN",,,"REBOUND OFF by HICKS,ELLEN",1,offensive rebound,,Centre,ellen hicks,,
66,25,sewanee,Sewanee,Centre,70-52,70,52,"14, 21, 21, 14, 70","13, 14, 14, 11, 52",14,21,21,14,70,13,14,14,11,52,"15-10,9-5 SAA","10-15,5-9 SAA",02/15/20,Win,250,No Location Recorded,1:00 PM,H,66,03:37,,,,,"MISS LAYUP by HICKS,ELLEN(in the paint)",,,"MISS LAYUP by HICKS,ELLEN(in the paint)",1,layup,missed,Centre,ellen hicks,,217
67,25,sewanee,Sewanee,Centre,70-52,70,52,"14, 21, 21, 14, 70","13, 14, 14, 11, 52",14,21,21,14,70,13,14,14,11,52,"15-10,9-5 SAA","10-15,5-9 SAA",02/15/20,Win,250,No Location Recorded,1:00 PM,H,67,03:37,"BLOCK  by PHILLIPS,LAKEISHA",,,,,,,"BLOCK  by PHILLIPS,LAKEISHA",1,block,,sewanee,lakeisha phillips,,217
68,25,sewanee,Sewanee,Centre,70-52,70,52,"14, 21, 21, 14, 70","13, 14, 14, 11, 52",14,21,21,14,70,13,14,14,11,52,"15-10,9-5 SAA","10-15,5-9 SAA",02/15/20,Win,250,No Location Recorded,1:00 PM,H,68,--,,,,,"REBOUND OFF by JENNINGS,RACHEL",,,"REBOUND OFF by JENNINGS,RACHEL",1,offensive rebound,,Centre,rachel jennings,,
69,25,sewanee,Sewanee,Centre,70-52,70,52,"14, 21, 21, 14, 70","13, 14, 14, 11, 52",14,21,21,14,70,13,14,14,11,52,"15-10,9-5 SAA","10-15,5-9 SAA",02/15/20,Win,250,No Location Recorded,1:00 PM,H,69,03:28,,8,,11 (+3),"GOOD 3PTR by MURRAY,KYLEE",Centre 8-11 (+3),,"GOOD 3PTR by MURRAY,KYLEE",1,three pointer,good,Centre,kylee murray,3,208
70,25,sewanee,Sewanee,Centre,70-52,70,52,"14, 21, 21, 14, 70","13, 14, 14, 11, 52",14,21,21,14,70,13,14,14,11,52,"15-10,9-5 SAA","10-15,5-9 SAA",02/15/20,Win,250,No Location Recorded,1:00 PM,H,70,--,,,,,"ASSIST  by HEROLD,PAYTON",,,"ASSIST  by HEROLD,PAYTON",1,assist,,Centre,payton herold,,
71,25,sewanee,Sewanee,Centre,70-52,70,52,"14, 21, 21, 14, 70","13, 14, 14, 11, 52",14,21,21,14,70,13,14,14,11,52,"15-10,9-5 SAA","10-15,5-9 SAA",02/15/20,Win,250,No Location Recorded,1:00 PM,H,71,03:09,,,,,"FOUL  by HEROLD,PAYTON",,,"FOUL  by HEROLD,PAYTON",1,foul,,Centre,payton herold,,189
72,25,sewanee,Sewanee,Centre,70-52,70,52,"14, 21, 21, 14, 70","13, 14, 14, 11, 52",14,21,21,14,70,13,14,14,11,52,"15-10,9-5 SAA","10-15,5-9 SAA",02/15/20,Win,250,No Location Recorded,1:00 PM,H,72,02:59,,,,,"SUB OUT by JENNINGS,RACHEL",,,"SUB OUT by JENNINGS,RACHEL",1,subbing out,,Centre,rachel jennings,,179
73,25,sewanee,Sewanee,Centre,70-52,70,52,"14, 21, 21, 14, 70","13, 14, 14, 11, 52",14,21,21,14,70,13,14,14,11,52,"15-10,9-5 SAA","10-15,5-9 SAA",02/15/20,Win,250,No Location Recorded,1:00 PM,H,73,02:59,,,,,"SUB OUT by WILSON,KAT",,,"SUB OUT by WILSON,KAT",1,subbing out,,Centre,kat wilson,,179
74,25,sewanee,Sewanee,Centre,70-52,70,52,"14, 21, 21, 14, 70","13, 14, 14, 11, 52",14,21,21,14,70,13,14,14,11,52,"15-10,9-5 SAA","10-15,5-9 SAA",02/15/20,Win,250,No Location Recorded,1:00 PM,H,74,02:59,,,,,"SUB OUT by HEROLD,PAYTON",,,"SUB OUT by HEROLD,PAYTON",1,subbing out,,Centre,payton herold,,179
75,25,sewanee,Sewanee,Centre,70-52,70,52,"14, 21, 21, 14, 70","13, 14, 14, 11, 52",14,21,21,14,70,13,14,14,11,52,"15-10,9-5 SAA","10-15,5-9 SAA",02/15/20,Win,250,No Location Recorded,1:00 PM,H,75,02:59,,,,,"SUB IN by WEHBY,ABIGAIL",,,"SUB IN by WEHBY,ABIGAIL",1,subbing in,,Centre,abigail wehby,,179
76,25,sewanee,Sewanee,Centre,70-52,70,52,"14, 21, 21, 14, 70","13, 14, 14, 11, 52",14,21,21,14,70,13,14,14,11,52,"15-10,9-5 SAA","10-15,5-9 SAA",02/15/20,Win,250,No Location Recorded,1:00 PM,H,76,02:59,,,,,"SUB IN by MARCUM,MADISON",,,"SUB IN by MARCUM,MADISON",1,subbing in,,Centre,madison marcum,,179
77,25,sewanee,Sewanee,Centre,70-52,70,52,"14, 21, 21, 14, 70","13, 14, 14, 11, 52",14,21,21,14,70,13,14,14,11,52,"15-10,9-5 SAA","10-15,5-9 SAA",02/15/20,Win,250,No Location Recorded,1:00 PM,H,77,02:59,,,,,"SUB IN by THACKER,JOSIE",,,"SUB IN by THACKER,JOSIE",1,subbing in,,Centre,josie thacker,,179
78,25,sewanee,Sewanee,Centre,70-52,70,52,"14, 21, 21, 14, 70","13, 14, 14, 11, 52",14,21,21,14,70,13,14,14,11,52,"15-10,9-5 SAA","10-15,5-9 SAA",02/15/20,Win,250,No Location Recorded,1:00 PM,H,78,02:55,"MISS JUMPER by BROUSSARD,CAMRYN",,,,,,,"MISS JUMPER by BROUSSARD,CAMRYN",1,jumper,missed,sewanee,camryn broussard,,175
79,25,sewanee,Sewanee,Centre,70-52,70,52,"14, 21, 21, 14, 70","13, 14, 14, 11, 52",14,21,21,14,70,13,14,14,11,52,"15-10,9-5 SAA","10-15,5-9 SAA",02/15/20,Win,250,No Location Recorded,1:00 PM,H,79,--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,1,defensive rebound,,Centre,,,
80,25,sewanee,Sewanee,Centre,70-52,70,52,"14, 21, 21, 14, 70","13, 14, 14, 11, 52",14,21,21,14,70,13,14,14,11,52,"15-10,9-5 SAA","10-15,5-9 SAA",02/15/20,Win,250,No Location Recorded,1:00 PM,H,80,02:38,,,,,"MISS 3PTR by MARCUM,MADISON",,,"MISS 3PTR by MARCUM,MADISON",1,three pointer,missed,Centre,madison marcum,,158
81,25,sewanee,Sewanee,Centre,70-52,70,52,"14, 21, 21, 14, 70","13, 14, 14, 11, 52",14,21,21,14,70,13,14,14,11,52,"15-10,9-5 SAA","10-15,5-9 SAA",02/15/20,Win,250,No Location Recorded,1:00 PM,H,81,--,"REBOUND DEF by LOGAN,KINSLEY",,,,,,,"REBOUND DEF by LOGAN,KINSLEY",1,defensive rebound,,sewanee,kinsley logan,,
82,25,sewanee,Sewanee,Centre,70-52,70,52,"14, 21, 21, 14, 70","13, 14, 14, 11, 52",14,21,21,14,70,13,14,14,11,52,"15-10,9-5 SAA","10-15,5-9 SAA",02/15/20,Win,250,No Location Recorded,1:00 PM,H,82,02:22,"TURNOVER  by PHILLIPS,LAKEISHA",,,,,,,"TURNOVER  by PHILLIPS,LAKEISHA",1,turnover,,sewanee,lakeisha phillips,,142
83,25,sewanee,Sewanee,Centre,70-52,70,52,"14, 21, 21, 14, 70","13, 14, 14, 11, 52",14,21,21,14,70,13,14,14,11,52,"15-10,9-5 SAA","10-15,5-9 SAA",02/15/20,Win,250,No Location Recorded,1:00 PM,H,83,02:22,,,,,"SUB OUT by MURRAY,KYLEE",,,"SUB OUT by MURRAY,KYLEE",1,subbing out,,Centre,kylee murray,,142
84,25,sewanee,Sewanee,Centre,70-52,70,52,"14, 21, 21, 14, 70","13, 14, 14, 11, 52",14,21,21,14,70,13,14,14,11,52,"15-10,9-5 SAA","10-15,5-9 SAA",02/15/20,Win,250,No Location Recorded,1:00 PM,H,84,02:22,,,,,"SUB IN by WILSON,KAT",,,"SUB IN by WILSON,KAT",1,subbing in,,Centre,kat wilson,,142
85,25,sewanee,Sewanee,Centre,70-52,70,52,"14, 21, 21, 14, 70","13, 14, 14, 11, 52",14,21,21,14,70,13,14,14,11,52,"15-10,9-5 SAA","10-15,5-9 SAA",02/15/20,Win,250,No Location Recorded,1:00 PM,H,85,02:03,,,,,"MISS JUMPER by WILSON,KAT",,,"MISS JUMPER by WILSON,KAT",1,jumper,missed,Centre,kat wilson,,123
86,25,sewanee,Sewanee,Centre,70-52,70,52,"14, 21, 21, 14, 70","13, 14, 14, 11, 52",14,21,21,14,70,13,14,14,11,52,"15-10,9-5 SAA","10-15,5-9 SAA",02/15/20,Win,250,No Location Recorded,1:00 PM,H,86,--,"REBOUND DEF by BROUSSARD,CAMRYN",,,,,,,"REBOUND DEF by BROUSSARD,CAMRYN",1,defensive rebound,,sewanee,camryn broussard,,
87,25,sewanee,Sewanee,Centre,70-52,70,52,"14, 21, 21, 14, 70","13, 14, 14, 11, 52",14,21,21,14,70,13,14,14,11,52,"15-10,9-5 SAA","10-15,5-9 SAA",02/15/20,Win,250,No Location Recorded,1:00 PM,H,87,01:48,"MISS JUMPER by LOGAN,KINSLEY(in the paint)",,,,,,,"MISS JUMPER by LOGAN,KINSLEY(in the paint)",1,jumper,missed,sewanee,kinsley logan,,108
88,25,sewanee,Sewanee,Centre,70-52,70,52,"14, 21, 21, 14, 70","13, 14, 14, 11, 52",14,21,21,14,70,13,14,14,11,52,"15-10,9-5 SAA","10-15,5-9 SAA",02/15/20,Win,250,No Location Recorded,1:00 PM,H,88,--,,,,,"REBOUND DEF by WEHBY,ABIGAIL",,,"REBOUND DEF by WEHBY,ABIGAIL",1,defensive rebound,,Centre,abigail wehby,,
89,25,sewanee,Sewanee,Centre,70-52,70,52,"14, 21, 21, 14, 70","13, 14, 14, 11, 52",14,21,21,14,70,13,14,14,11,52,"15-10,9-5 SAA","10-15,5-9 SAA",02/15/20,Win,250,No Location Recorded,1:00 PM,H,89,01:39,,8,,14 (+6),"GOOD 3PTR by MARCUM,MADISON",Centre 8-14 (+6),,"GOOD 3PTR by MARCUM,MADISON",1,three pointer,good,Centre,madison marcum,3,99
90,25,sewanee,Sewanee,Centre,70-52,70,52,"14, 21, 21, 14, 70","13, 14, 14, 11, 52",14,21,21,14,70,13,14,14,11,52,"15-10,9-5 SAA","10-15,5-9 SAA",02/15/20,Win,250,No Location Recorded,1:00 PM,H,90,--,,,,,"ASSIST  by WEHBY,ABIGAIL",,,"ASSIST  by WEHBY,ABIGAIL",1,assist,,Centre,abigail wehby,,
91,25,sewanee,Sewanee,Centre,70-52,70,52,"14, 21, 21, 14, 70","13, 14, 14, 11, 52",14,21,21,14,70,13,14,14,11,52,"15-10,9-5 SAA","10-15,5-9 SAA",02/15/20,Win,250,No Location Recorded,1:00 PM,H,91,01:15,"SUB OUT by LOGAN,KINSLEY",,,,,,,"SUB OUT by LOGAN,KINSLEY",1,subbing out,,sewanee,kinsley logan,,75
92,25,sewanee,Sewanee,Centre,70-52,70,52,"14, 21, 21, 14, 70","13, 14, 14, 11, 52",14,21,21,14,70,13,14,14,11,52,"15-10,9-5 SAA","10-15,5-9 SAA",02/15/20,Win,250,No Location Recorded,1:00 PM,H,92,01:15,"SUB IN by BOMBASSI,BELLA",,,,,,,"SUB IN by BOMBASSI,BELLA",1,subbing in,,sewanee,bella bombassi,,75
93,25,sewanee,Sewanee,Centre,70-52,70,52,"14, 21, 21, 14, 70","13, 14, 14, 11, 52",14,21,21,14,70,13,14,14,11,52,"15-10,9-5 SAA","10-15,5-9 SAA",02/15/20,Win,250,No Location Recorded,1:00 PM,H,93,01:06,TURNOVER  by TEAM,,,,,,,TURNOVER  by TEAM,1,turnover,,sewanee,,,66
94,25,sewanee,Sewanee,Centre,70-52,70,52,"14, 21, 21, 14, 70","13, 14, 14, 11, 52",14,21,21,14,70,13,14,14,11,52,"15-10,9-5 SAA","10-15,5-9 SAA",02/15/20,Win,250,No Location Recorded,1:00 PM,H,94,00:51,,,,,"MISS 3PTR by MARCUM,MADISON",,,"MISS 3PTR by MARCUM,MADISON",1,three pointer,missed,Centre,madison marcum,,51
95,25,sewanee,Sewanee,Centre,70-52,70,52,"14, 21, 21, 14, 70","13, 14, 14, 11, 52",14,21,21,14,70,13,14,14,11,52,"15-10,9-5 SAA","10-15,5-9 SAA",02/15/20,Win,250,No Location Recorded,1:00 PM,H,95,--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,1,defensive rebound,,Centre,,,
96,25,sewanee,Sewanee,Centre,70-52,70,52,"14, 21, 21, 14, 70","13, 14, 14, 11, 52",14,21,21,14,70,13,14,14,11,52,"15-10,9-5 SAA","10-15,5-9 SAA",02/15/20,Win,250,No Location Recorded,1:00 PM,H,96,00:30,"GOOD LAYUP by PHILLIPS,LAKEISHA(in the paint)",10,,14 (+4),,Sewan 10-14 (+4),,"GOOD LAYUP by PHILLIPS,LAKEISHA(in the paint)",1,layup,good,sewanee,lakeisha phillips,2,30
97,25,sewanee,Sewanee,Centre,70-52,70,52,"14, 21, 21, 14, 70","13, 14, 14, 11, 52",14,21,21,14,70,13,14,14,11,52,"15-10,9-5 SAA","10-15,5-9 SAA",02/15/20,Win,250,No Location Recorded,1:00 PM,H,97,00:18,,,,,"MISS JUMPER by THACKER,JOSIE",,,"MISS JUMPER by THACKER,JOSIE",1,jumper,missed,Centre,josie thacker,,18
98,25,sewanee,Sewanee,Centre,70-52,70,52,"14, 21, 21, 14, 70","13, 14, 14, 11, 52",14,21,21,14,70,13,14,14,11,52,"15-10,9-5 SAA","10-15,5-9 SAA",02/15/20,Win,250,No Location Recorded,1:00 PM,H,98,--,"REBOUND DEF by HITCHCOCK,ALLISON",,,,,,,"REBOUND DEF by HITCHCOCK,ALLISON",1,defensive rebound,,sewanee,allison hitchcock,,
99,25,sewanee,Sewanee,Centre,70-52,70,52,"14, 21, 21, 14, 70","13, 14, 14, 11, 52",14,21,21,14,70,13,14,14,11,52,"15-10,9-5 SAA","10-15,5-9 SAA",02/15/20,Win,250,No Location Recorded,1:00 PM,H,99,00:01,"GOOD 3PTR by BOMBASSI,BELLA",13,,14 (+1),,Sewan 13-14 (+1),,"GOOD 3PTR by BOMBASSI,BELLA",1,three pointer,good,sewanee,bella bombassi,3,1
100,25,sewanee,Sewanee,Centre,70-52,70,52,"14, 21, 21, 14, 70","13, 14, 14, 11, 52",14,21,21,14,70,13,14,14,11,52,"15-10,9-5 SAA","10-15,5-9 SAA",02/15/20,Win,250,No Location Recorded,1:00 PM,H,100,--,"ASSIST  by TREANTON,ELLIE",,,,,,,"ASSIST  by TREANTON,ELLIE",1,assist,,sewanee,ellie treanton,,
101,25,sewanee,Sewanee,Centre,70-52,70,52,"14, 21, 21, 14, 70","13, 14, 14, 11, 52",14,21,21,14,70,13,14,14,11,52,"15-10,9-5 SAA","10-15,5-9 SAA",02/15/20,Win,250,No Location Recorded,1:00 PM,H,101,Start Period 2,,,,,,,,,2,,,,,,
102,25,sewanee,Sewanee,Centre,70-52,70,52,"14, 21, 21, 14, 70","13, 14, 14, 11, 52",14,21,21,14,70,13,14,14,11,52,"15-10,9-5 SAA","10-15,5-9 SAA",02/15/20,Win,250,No Location Recorded,1:00 PM,H,102,10:00,,,,,"SUB OUT by HICKS,ELLEN",,,"SUB OUT by HICKS,ELLEN",2,subbing out,,Centre,ellen hicks,,600
103,25,sewanee,Sewanee,Centre,70-52,70,52,"14, 21, 21, 14, 70","13, 14, 14, 11, 52",14,21,21,14,70,13,14,14,11,52,"15-10,9-5 SAA","10-15,5-9 SAA",02/15/20,Win,250,No Location Recorded,1:00 PM,H,103,10:00,,,,,"SUB OUT by WEHBY,ABIGAIL",,,"SUB OUT by WEHBY,ABIGAIL",2,subbing out,,Centre,abigail wehby,,600
104,25,sewanee,Sewanee,Centre,70-52,70,52,"14, 21, 21, 14, 70","13, 14, 14, 11, 52",14,21,21,14,70,13,14,14,11,52,"15-10,9-5 SAA","10-15,5-9 SAA",02/15/20,Win,250,No Location Recorded,1:00 PM,H,104,10:00,,,,,"SUB OUT by THACKER,JOSIE",,,"SUB OUT by THACKER,JOSIE",2,subbing out,,Centre,josie thacker,,600
105,25,sewanee,Sewanee,Centre,70-52,70,52,"14, 21, 21, 14, 70","13, 14, 14, 11, 52",14,21,21,14,70,13,14,14,11,52,"15-10,9-5 SAA","10-15,5-9 SAA",02/15/20,Win,250,No Location Recorded,1:00 PM,H,105,10:00,,,,,"SUB IN by MURRAY,KYLEE",,,"SUB IN by MURRAY,KYLEE",2,subbing in,,Centre,kylee murray,,600
106,25,sewanee,Sewanee,Centre,70-52,70,52,"14, 21, 21, 14, 70","13, 14, 14, 11, 52",14,21,21,14,70,13,14,14,11,52,"15-10,9-5 SAA","10-15,5-9 SAA",02/15/20,Win,250,No Location Recorded,1:00 PM,H,106,10:00,,,,,"SUB IN by JENNINGS,RACHEL",,,"SUB IN by JENNINGS,RACHEL",2,subbing in,,Centre,rachel jennings,,600
107,25,sewanee,Sewanee,Centre,70-52,70,52,"14, 21, 21, 14, 70","13, 14, 14, 11, 52",14,21,21,14,70,13,14,14,11,52,"15-10,9-5 SAA","10-15,5-9 SAA",02/15/20,Win,250,No Location Recorded,1:00 PM,H,107,10:00,,,,,"SUB IN by FEE,MIKAYLA",,,"SUB IN by FEE,MIKAYLA",2,subbing in,,Centre,mikayla fee,,600
108,25,sewanee,Sewanee,Centre,70-52,70,52,"14, 21, 21, 14, 70","13, 14, 14, 11, 52",14,21,21,14,70,13,14,14,11,52,"15-10,9-5 SAA","10-15,5-9 SAA",02/15/20,Win,250,No Location Recorded,1:00 PM,H,108,10:00,"SUB OUT by TREANTON,ELLIE",,,,,,,"SUB OUT by TREANTON,ELLIE",2,subbing out,,sewanee,ellie treanton,,600
109,25,sewanee,Sewanee,Centre,70-52,70,52,"14, 21, 21, 14, 70","13, 14, 14, 11, 52",14,21,21,14,70,13,14,14,11,52,"15-10,9-5 SAA","10-15,5-9 SAA",02/15/20,Win,250,No Location Recorded,1:00 PM,H,109,10:00,"SUB IN by LOGAN,KINSLEY",,,,,,,"SUB IN by LOGAN,KINSLEY",2,subbing in,,sewanee,kinsley logan,,600
110,25,sewanee,Sewanee,Centre,70-52,70,52,"14, 21, 21, 14, 70","13, 14, 14, 11, 52",14,21,21,14,70,13,14,14,11,52,"15-10,9-5 SAA","10-15,5-9 SAA",02/15/20,Win,250,No Location Recorded,1:00 PM,H,110,09:49,"FOUL  by BROUSSARD,CAMRYN",,,,,,,"FOUL  by BROUSSARD,CAMRYN",2,foul,,sewanee,camryn broussard,,589
111,25,sewanee,Sewanee,Centre,70-52,70,52,"14, 21, 21, 14, 70","13, 14, 14, 11, 52",14,21,21,14,70,13,14,14,11,52,"15-10,9-5 SAA","10-15,5-9 SAA",02/15/20,Win,250,No Location Recorded,1:00 PM,H,111,09:39,,,,,"MISS JUMPER by MURRAY,KYLEE",,,"MISS JUMPER by MURRAY,KYLEE",2,jumper,missed,Centre,kylee murray,,579
112,25,sewanee,Sewanee,Centre,70-52,70,52,"14, 21, 21, 14, 70","13, 14, 14, 11, 52",14,21,21,14,70,13,14,14,11,52,"15-10,9-5 SAA","10-15,5-9 SAA",02/15/20,Win,250,No Location Recorded,1:00 PM,H,112,--,,,,,"REBOUND OFF by MURRAY,KYLEE",,,"REBOUND OFF by MURRAY,KYLEE",2,offensive rebound,,Centre,kylee murray,,
113,25,sewanee,Sewanee,Centre,70-52,70,52,"14, 21, 21, 14, 70","13, 14, 14, 11, 52",14,21,21,14,70,13,14,14,11,52,"15-10,9-5 SAA","10-15,5-9 SAA",02/15/20,Win,250,No Location Recorded,1:00 PM,H,113,09:34,,13,,16 (+3),"GOOD LAYUP by MURRAY,KYLEE(in the paint)",Centre 13-16 (+3),,"GOOD LAYUP by MURRAY,KYLEE(in the paint)",2,layup,good,Centre,kylee murray,2,574
114,25,sewanee,Sewanee,Centre,70-52,70,52,"14, 21, 21, 14, 70","13, 14, 14, 11, 52",14,21,21,14,70,13,14,14,11,52,"15-10,9-5 SAA","10-15,5-9 SAA",02/15/20,Win,250,No Location Recorded,1:00 PM,H,114,09:07,"MISS JUMPER by LOGAN,KINSLEY(in the paint)",,,,,,,"MISS JUMPER by LOGAN,KINSLEY(in the paint)",2,jumper,missed,sewanee,kinsley logan,,547
115,25,sewanee,Sewanee,Centre,70-52,70,52,"14, 21, 21, 14, 70","13, 14, 14, 11, 52",14,21,21,14,70,13,14,14,11,52,"15-10,9-5 SAA","10-15,5-9 SAA",02/15/20,Win,250,No Location Recorded,1:00 PM,H,115,--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,2,defensive rebound,,Centre,,,
116,25,sewanee,Sewanee,Centre,70-52,70,52,"14, 21, 21, 14, 70","13, 14, 14, 11, 52",14,21,21,14,70,13,14,14,11,52,"15-10,9-5 SAA","10-15,5-9 SAA",02/15/20,Win,250,No Location Recorded,1:00 PM,H,116,08:48,,13,,19 (+6),"GOOD 3PTR by MURRAY,KYLEE",Centre 13-19 (+6),,"GOOD 3PTR by MURRAY,KYLEE",2,three pointer,good,Centre,kylee murray,3,528
117,25,sewanee,Sewanee,Centre,70-52,70,52,"14, 21, 21, 14, 70","13, 14, 14, 11, 52",14,21,21,14,70,13,14,14,11,52,"15-10,9-5 SAA","10-15,5-9 SAA",02/15/20,Win,250,No Location Recorded,1:00 PM,H,117,--,,,,,"ASSIST  by WILSON,KAT",,,"ASSIST  by WILSON,KAT",2,assist,,Centre,kat wilson,,
118,25,sewanee,Sewanee,Centre,70-52,70,52,"14, 21, 21, 14, 70","13, 14, 14, 11, 52",14,21,21,14,70,13,14,14,11,52,"15-10,9-5 SAA","10-15,5-9 SAA",02/15/20,Win,250,No Location Recorded,1:00 PM,H,118,08:38,,,,,"SUB OUT by MARCUM,MADISON",,,"SUB OUT by MARCUM,MADISON",2,subbing out,,Centre,madison marcum,,518
119,25,sewanee,Sewanee,Centre,70-52,70,52,"14, 21, 21, 14, 70","13, 14, 14, 11, 52",14,21,21,14,70,13,14,14,11,52,"15-10,9-5 SAA","10-15,5-9 SAA",02/15/20,Win,250,No Location Recorded,1:00 PM,H,119,08:38,,,,,"SUB IN by WEHBY,ABIGAIL",,,"SUB IN by WEHBY,ABIGAIL",2,subbing in,,Centre,abigail wehby,,518
120,25,sewanee,Sewanee,Centre,70-52,70,52,"14, 21, 21, 14, 70","13, 14, 14, 11, 52",14,21,21,14,70,13,14,14,11,52,"15-10,9-5 SAA","10-15,5-9 SAA",02/15/20,Win,250,No Location Recorded,1:00 PM,H,120,08:38,"SUB OUT by BROUSSARD,CAMRYN",,,,,,,"SUB OUT by BROUSSARD,CAMRYN",2,subbing out,,sewanee,camryn broussard,,518
121,25,sewanee,Sewanee,Centre,70-52,70,52,"14, 21, 21, 14, 70","13, 14, 14, 11, 52",14,21,21,14,70,13,14,14,11,52,"15-10,9-5 SAA","10-15,5-9 SAA",02/15/20,Win,250,No Location Recorded,1:00 PM,H,121,08:38,"SUB IN by TREANTON,ELLIE",,,,,,,"SUB IN by TREANTON,ELLIE",2,subbing in,,sewanee,ellie treanton,,518
122,25,sewanee,Sewanee,Centre,70-52,70,52,"14, 21, 21, 14, 70","13, 14, 14, 11, 52",14,21,21,14,70,13,14,14,11,52,"15-10,9-5 SAA","10-15,5-9 SAA",02/15/20,Win,250,No Location Recorded,1:00 PM,H,122,08:33,"FOUL  by PHILLIPS,LAKEISHA",,,,,,,"FOUL  by PHILLIPS,LAKEISHA",2,foul,,sewanee,lakeisha phillips,,513
123,25,sewanee,Sewanee,Centre,70-52,70,52,"14, 21, 21, 14, 70","13, 14, 14, 11, 52",14,21,21,14,70,13,14,14,11,52,"15-10,9-5 SAA","10-15,5-9 SAA",02/15/20,Win,250,No Location Recorded,1:00 PM,H,123,08:33,"TURNOVER  by PHILLIPS,LAKEISHA",,,,,,,"TURNOVER  by PHILLIPS,LAKEISHA",2,turnover,,sewanee,lakeisha phillips,,513
124,25,sewanee,Sewanee,Centre,70-52,70,52,"14, 21, 21, 14, 70","13, 14, 14, 11, 52",14,21,21,14,70,13,14,14,11,52,"15-10,9-5 SAA","10-15,5-9 SAA",02/15/20,Win,250,No Location Recorded,1:00 PM,H,124,08:09,,13,,21 (+8),"GOOD LAYUP by JENNINGS,RACHEL(in the paint)",Centre 13-21 (+8),,"GOOD LAYUP by JENNINGS,RACHEL(in the paint)",2,layup,good,Centre,rachel jennings,2,489
125,25,sewanee,Sewanee,Centre,70-52,70,52,"14, 21, 21, 14, 70","13, 14, 14, 11, 52",14,21,21,14,70,13,14,14,11,52,"15-10,9-5 SAA","10-15,5-9 SAA",02/15/20,Win,250,No Location Recorded,1:00 PM,H,125,07:40,,,,,"FOUL  by FEE,MIKAYLA",,,"FOUL  by FEE,MIKAYLA",2,foul,,Centre,mikayla fee,,460
126,25,sewanee,Sewanee,Centre,70-52,70,52,"14, 21, 21, 14, 70","13, 14, 14, 11, 52",14,21,21,14,70,13,14,14,11,52,"15-10,9-5 SAA","10-15,5-9 SAA",02/15/20,Win,250,No Location Recorded,1:00 PM,H,126,07:40,,,,,"SUB OUT by FEE,MIKAYLA",,,"SUB OUT by FEE,MIKAYLA",2,subbing out,,Centre,mikayla fee,,460
