,game,opponent name,boxscore_visitor_name,boxscore_home_name,final score,centreFinalScore,opponentFinalScore,centreScoreByPeriod,opponentScoreByPeriod,centreScorePeriod1,centreScorePeriod2,centreScorePeriod3,centreScorePeriod4,centreScorePeriod5,opponentScorePeriod1,opponentScorePeriod2,opponentScorePeriod3,opponentScorePeriod4,opponentScorePeriod5,centreRecord,opponentRecord,gameDate,outcome,attendance,gameLocation,gameTime,homeGame,,Time Remaining,NCW,Away Team Score,Play Team Indicator,Home Team Score,CEN,Game Score,Team Indicator,Play,period number,Play Type,Shot Outcome,Team,Player,Points Earned,Time(seconds)
134,1,n-c-wesleyan,N.C. Wesleyan,Centre,60-81,60,81,"14, 8, 19, 19, 60","23, 23, 22, 13, 81",14,8,19,19,60,23,23,22,13,81,0,0,11/17/19,Lose,210,No Location Recorded,0,N,134,06:52,,30 (+13),,17,"GOOD 3PTR by MARCUM,MADISON",CEN 30-17 (-13),,"GOOD 3PTR by MARCUM,MADISON",2,three pointer,good,Centre,madison marcum,3,412
135,1,n-c-wesleyan,N.C. Wesleyan,Centre,60-81,60,81,"14, 8, 19, 19, 60","23, 23, 22, 13, 81",14,8,19,19,60,23,23,22,13,81,0,0,11/17/19,Lose,210,No Location Recorded,0,N,135,--,,,,,"ASSIST  by FEE,MIKAYLA",,,"ASSIST  by FEE,MIKAYLA",2,assist,,Centre,mikayla fee,,
136,1,n-c-wesleyan,N.C. Wesleyan,Centre,60-81,60,81,"14, 8, 19, 19, 60","23, 23, 22, 13, 81",14,8,19,19,60,23,23,22,13,81,0,0,11/17/19,Lose,210,No Location Recorded,0,N,136,06:38,"MISS 3PTR by JOHNSON,KAYLA",,,,,,,"MISS 3PTR by JOHNSON,KAYLA",2,three pointer,missed,n.c. wesleyan,kayla johnson,,398
137,1,n-c-wesleyan,N.C. Wesleyan,Centre,60-81,60,81,"14, 8, 19, 19, 60","23, 23, 22, 13, 81",14,8,19,19,60,23,23,22,13,81,0,0,11/17/19,Lose,210,No Location Recorded,0,N,137,--,,,,,"REBOUND DEF by FEE,MIKAYLA",,,"REBOUND DEF by FEE,MIKAYLA",2,defensive rebound,,Centre,mikayla fee,,
138,1,n-c-wesleyan,N.C. Wesleyan,Centre,60-81,60,81,"14, 8, 19, 19, 60","23, 23, 22, 13, 81",14,8,19,19,60,23,23,22,13,81,0,0,11/17/19,Lose,210,No Location Recorded,0,N,138,06:21,"FOUL  by TAYLOR,KEORRA",,,,,,,"FOUL  by TAYLOR,KEORRA",2,foul,,n.c. wesleyan,keorra taylor,,381
139,1,n-c-wesleyan,N.C. Wesleyan,Centre,60-81,60,81,"14, 8, 19, 19, 60","23, 23, 22, 13, 81",14,8,19,19,60,23,23,22,13,81,0,0,11/17/19,Lose,210,No Location Recorded,0,N,139,06:21,,,,,"SUB OUT by JENNINGS,RACHEL",,,"SUB OUT by JENNINGS,RACHEL",2,subbing out,,Centre,rachel jennings,,381
140,1,n-c-wesleyan,N.C. Wesleyan,Centre,60-81,60,81,"14, 8, 19, 19, 60","23, 23, 22, 13, 81",14,8,19,19,60,23,23,22,13,81,0,0,11/17/19,Lose,210,No Location Recorded,0,N,140,06:21,,,,,"SUB OUT by WILSON,KAT",,,"SUB OUT by WILSON,KAT",2,subbing out,,Centre,kat wilson,,381
141,1,n-c-wesleyan,N.C. Wesleyan,Centre,60-81,60,81,"14, 8, 19, 19, 60","23, 23, 22, 13, 81",14,8,19,19,60,23,23,22,13,81,0,0,11/17/19,Lose,210,No Location Recorded,0,N,141,06:21,,,,,"SUB IN by JACKSON,HANNAH",,,"SUB IN by JACKSON,HANNAH",2,subbing in,,Centre,hannah jackson,,381
142,1,n-c-wesleyan,N.C. Wesleyan,Centre,60-81,60,81,"14, 8, 19, 19, 60","23, 23, 22, 13, 81",14,8,19,19,60,23,23,22,13,81,0,0,11/17/19,Lose,210,No Location Recorded,0,N,142,06:21,,,,,"SUB IN by WEHBY,ABIGAIL",,,"SUB IN by WEHBY,ABIGAIL",2,subbing in,,Centre,abigail wehby,,381
143,1,n-c-wesleyan,N.C. Wesleyan,Centre,60-81,60,81,"14, 8, 19, 19, 60","23, 23, 22, 13, 81",14,8,19,19,60,23,23,22,13,81,0,0,11/17/19,Lose,210,No Location Recorded,0,N,143,06:21,"SUB OUT by JOHNSON,KAYLA",,,,,,,"SUB OUT by JOHNSON,KAYLA",2,subbing out,,n.c. wesleyan,kayla johnson,,381
144,1,n-c-wesleyan,N.C. Wesleyan,Centre,60-81,60,81,"14, 8, 19, 19, 60","23, 23, 22, 13, 81",14,8,19,19,60,23,23,22,13,81,0,0,11/17/19,Lose,210,No Location Recorded,0,N,144,06:21,"SUB OUT by TAYLOR,KEORRA",,,,,,,"SUB OUT by TAYLOR,KEORRA",2,subbing out,,n.c. wesleyan,keorra taylor,,381
145,1,n-c-wesleyan,N.C. Wesleyan,Centre,60-81,60,81,"14, 8, 19, 19, 60","23, 23, 22, 13, 81",14,8,19,19,60,23,23,22,13,81,0,0,11/17/19,Lose,210,No Location Recorded,0,N,145,06:21,"SUB OUT by TRIPP,KNECIYA",,,,,,,"SUB OUT by TRIPP,KNECIYA",2,subbing out,,n.c. wesleyan,kneciya tripp,,381
146,1,n-c-wesleyan,N.C. Wesleyan,Centre,60-81,60,81,"14, 8, 19, 19, 60","23, 23, 22, 13, 81",14,8,19,19,60,23,23,22,13,81,0,0,11/17/19,Lose,210,No Location Recorded,0,N,146,06:21,"SUB IN by BEST,MYESHA",,,,,,,"SUB IN by BEST,MYESHA",2,subbing in,,n.c. wesleyan,myesha best,,381
147,1,n-c-wesleyan,N.C. Wesleyan,Centre,60-81,60,81,"14, 8, 19, 19, 60","23, 23, 22, 13, 81",14,8,19,19,60,23,23,22,13,81,0,0,11/17/19,Lose,210,No Location Recorded,0,N,147,06:21,"SUB IN by WATKINS,MYRA",,,,,,,"SUB IN by WATKINS,MYRA",2,subbing in,,n.c. wesleyan,myra watkins,,381
148,1,n-c-wesleyan,N.C. Wesleyan,Centre,60-81,60,81,"14, 8, 19, 19, 60","23, 23, 22, 13, 81",14,8,19,19,60,23,23,22,13,81,0,0,11/17/19,Lose,210,No Location Recorded,0,N,148,06:21,"SUB IN by NICHOLS,CYDNEY",,,,,,,"SUB IN by NICHOLS,CYDNEY",2,subbing in,,n.c. wesleyan,cydney nichols,,381
149,1,n-c-wesleyan,N.C. Wesleyan,Centre,60-81,60,81,"14, 8, 19, 19, 60","23, 23, 22, 13, 81",14,8,19,19,60,23,23,22,13,81,0,0,11/17/19,Lose,210,No Location Recorded,0,N,149,06:21,,,,,"MISS JUMPER by FEE,MIKAYLA",,,"MISS JUMPER by FEE,MIKAYLA",2,jumper,missed,Centre,mikayla fee,,381
150,1,n-c-wesleyan,N.C. Wesleyan,Centre,60-81,60,81,"14, 8, 19, 19, 60","23, 23, 22, 13, 81",14,8,19,19,60,23,23,22,13,81,0,0,11/17/19,Lose,210,No Location Recorded,0,N,150,--,"REBOUND DEF by HARRISON,KAYRISMA",,,,,,,"REBOUND DEF by HARRISON,KAYRISMA",2,defensive rebound,,n.c. wesleyan,kayrisma harrison,,
151,1,n-c-wesleyan,N.C. Wesleyan,Centre,60-81,60,81,"14, 8, 19, 19, 60","23, 23, 22, 13, 81",14,8,19,19,60,23,23,22,13,81,0,0,11/17/19,Lose,210,No Location Recorded,0,N,151,06:21,"MISS LAYUP by WATKINS,MYRA(in the paint)",,,,,,,"MISS LAYUP by WATKINS,MYRA(in the paint)",2,layup,missed,n.c. wesleyan,myra watkins,,381
152,1,n-c-wesleyan,N.C. Wesleyan,Centre,60-81,60,81,"14, 8, 19, 19, 60","23, 23, 22, 13, 81",14,8,19,19,60,23,23,22,13,81,0,0,11/17/19,Lose,210,No Location Recorded,0,N,152,--,,,,,"REBOUND DEF by FEE,MIKAYLA",,,"REBOUND DEF by FEE,MIKAYLA",2,defensive rebound,,Centre,mikayla fee,,
153,1,n-c-wesleyan,N.C. Wesleyan,Centre,60-81,60,81,"14, 8, 19, 19, 60","23, 23, 22, 13, 81",14,8,19,19,60,23,23,22,13,81,0,0,11/17/19,Lose,210,No Location Recorded,0,N,153,06:21,,30 (+11),,19,"GOOD LAYUP by FEE,MIKAYLA",CEN 30-19 (-11),,"GOOD LAYUP by FEE,MIKAYLA",2,layup,good,Centre,mikayla fee,2,381
154,1,n-c-wesleyan,N.C. Wesleyan,Centre,60-81,60,81,"14, 8, 19, 19, 60","23, 23, 22, 13, 81",14,8,19,19,60,23,23,22,13,81,0,0,11/17/19,Lose,210,No Location Recorded,0,N,154,--,,,,,"ASSIST  by MARCUM,MADISON",,,"ASSIST  by MARCUM,MADISON",2,assist,,Centre,madison marcum,,
155,1,n-c-wesleyan,N.C. Wesleyan,Centre,60-81,60,81,"14, 8, 19, 19, 60","23, 23, 22, 13, 81",14,8,19,19,60,23,23,22,13,81,0,0,11/17/19,Lose,210,No Location Recorded,0,N,155,05:17,"GOOD JUMPER by NICHOLS,CYDNEY",32 (+13),,19,,NCW 32-19 (-13),,"GOOD JUMPER by NICHOLS,CYDNEY",2,jumper,good,n.c. wesleyan,cydney nichols,2,317
156,1,n-c-wesleyan,N.C. Wesleyan,Centre,60-81,60,81,"14, 8, 19, 19, 60","23, 23, 22, 13, 81",14,8,19,19,60,23,23,22,13,81,0,0,11/17/19,Lose,210,No Location Recorded,0,N,156,--,"ASSIST  by BEST,NYESHA",,,,,,,"ASSIST  by BEST,NYESHA",2,assist,,n.c. wesleyan,nyesha best,,
157,1,n-c-wesleyan,N.C. Wesleyan,Centre,60-81,60,81,"14, 8, 19, 19, 60","23, 23, 22, 13, 81",14,8,19,19,60,23,23,22,13,81,0,0,11/17/19,Lose,210,No Location Recorded,0,N,157,05:12,,,,,"MISS 3PTR by MARCUM,MADISON",,,"MISS 3PTR by MARCUM,MADISON",2,three pointer,missed,Centre,madison marcum,,312
158,1,n-c-wesleyan,N.C. Wesleyan,Centre,60-81,60,81,"14, 8, 19, 19, 60","23, 23, 22, 13, 81",14,8,19,19,60,23,23,22,13,81,0,0,11/17/19,Lose,210,No Location Recorded,0,N,158,--,"REBOUND DEF by HARRISON,KAYRISMA",,,,,,,"REBOUND DEF by HARRISON,KAYRISMA",2,defensive rebound,,n.c. wesleyan,kayrisma harrison,,
159,1,n-c-wesleyan,N.C. Wesleyan,Centre,60-81,60,81,"14, 8, 19, 19, 60","23, 23, 22, 13, 81",14,8,19,19,60,23,23,22,13,81,0,0,11/17/19,Lose,210,No Location Recorded,0,N,159,05:04,,,,,"FOUL  by FEE,MIKAYLA(in the paint)",,,"FOUL  by FEE,MIKAYLA(in the paint)",2,foul,,Centre,mikayla fee,,304
160,1,n-c-wesleyan,N.C. Wesleyan,Centre,60-81,60,81,"14, 8, 19, 19, 60","23, 23, 22, 13, 81",14,8,19,19,60,23,23,22,13,81,0,0,11/17/19,Lose,210,No Location Recorded,0,N,160,05:04,,,,,"SUB OUT by JACKSON,HANNAH",,,"SUB OUT by JACKSON,HANNAH",2,subbing out,,Centre,hannah jackson,,304
161,1,n-c-wesleyan,N.C. Wesleyan,Centre,60-81,60,81,"14, 8, 19, 19, 60","23, 23, 22, 13, 81",14,8,19,19,60,23,23,22,13,81,0,0,11/17/19,Lose,210,No Location Recorded,0,N,161,05:04,,,,,"SUB OUT by THACKER,JOSIE",,,"SUB OUT by THACKER,JOSIE",2,subbing out,,Centre,josie thacker,,304
162,1,n-c-wesleyan,N.C. Wesleyan,Centre,60-81,60,81,"14, 8, 19, 19, 60","23, 23, 22, 13, 81",14,8,19,19,60,23,23,22,13,81,0,0,11/17/19,Lose,210,No Location Recorded,0,N,162,05:04,,,,,"SUB IN by HICKS,ELLEN",,,"SUB IN by HICKS,ELLEN",2,subbing in,,Centre,ellen hicks,,304
163,1,n-c-wesleyan,N.C. Wesleyan,Centre,60-81,60,81,"14, 8, 19, 19, 60","23, 23, 22, 13, 81",14,8,19,19,60,23,23,22,13,81,0,0,11/17/19,Lose,210,No Location Recorded,0,N,163,05:04,,,,,"SUB IN by HEROLD,PAYTON",,,"SUB IN by HEROLD,PAYTON",2,subbing in,,Centre,payton herold,,304
164,1,n-c-wesleyan,N.C. Wesleyan,Centre,60-81,60,81,"14, 8, 19, 19, 60","23, 23, 22, 13, 81",14,8,19,19,60,23,23,22,13,81,0,0,11/17/19,Lose,210,No Location Recorded,0,N,164,05:04,"GOOD JUMPER by NICHOLS,CYDNEY",34 (+15),,19,,NCW 34-19 (-15),,"GOOD JUMPER by NICHOLS,CYDNEY",2,jumper,good,n.c. wesleyan,cydney nichols,2,304
165,1,n-c-wesleyan,N.C. Wesleyan,Centre,60-81,60,81,"14, 8, 19, 19, 60","23, 23, 22, 13, 81",14,8,19,19,60,23,23,22,13,81,0,0,11/17/19,Lose,210,No Location Recorded,0,N,165,05:04,"FOUL  by WATKINS,MYRA(in the paint)",,,,,,,"FOUL  by WATKINS,MYRA(in the paint)",2,foul,,n.c. wesleyan,myra watkins,,304
166,1,n-c-wesleyan,N.C. Wesleyan,Centre,60-81,60,81,"14, 8, 19, 19, 60","23, 23, 22, 13, 81",14,8,19,19,60,23,23,22,13,81,0,0,11/17/19,Lose,210,No Location Recorded,0,N,166,04:55,,,,,"SUB OUT by FEE,MIKAYLA",,,"SUB OUT by FEE,MIKAYLA",2,subbing out,,Centre,mikayla fee,,295
167,1,n-c-wesleyan,N.C. Wesleyan,Centre,60-81,60,81,"14, 8, 19, 19, 60","23, 23, 22, 13, 81",14,8,19,19,60,23,23,22,13,81,0,0,11/17/19,Lose,210,No Location Recorded,0,N,167,04:55,,,,,"SUB IN by MURRAY,KYLEE",,,"SUB IN by MURRAY,KYLEE",2,subbing in,,Centre,kylee murray,,295
168,1,n-c-wesleyan,N.C. Wesleyan,Centre,60-81,60,81,"14, 8, 19, 19, 60","23, 23, 22, 13, 81",14,8,19,19,60,23,23,22,13,81,0,0,11/17/19,Lose,210,No Location Recorded,0,N,168,04:55,"SUB OUT by NICHOLS,CYDNEY",,,,,,,"SUB OUT by NICHOLS,CYDNEY",2,subbing out,,n.c. wesleyan,cydney nichols,,295
169,1,n-c-wesleyan,N.C. Wesleyan,Centre,60-81,60,81,"14, 8, 19, 19, 60","23, 23, 22, 13, 81",14,8,19,19,60,23,23,22,13,81,0,0,11/17/19,Lose,210,No Location Recorded,0,N,169,04:55,"SUB OUT by HARRISON,KAYRISMA",,,,,,,"SUB OUT by HARRISON,KAYRISMA",2,subbing out,,n.c. wesleyan,kayrisma harrison,,295
170,1,n-c-wesleyan,N.C. Wesleyan,Centre,60-81,60,81,"14, 8, 19, 19, 60","23, 23, 22, 13, 81",14,8,19,19,60,23,23,22,13,81,0,0,11/17/19,Lose,210,No Location Recorded,0,N,170,04:55,"SUB IN by JOHNSON,KAYLA",,,,,,,"SUB IN by JOHNSON,KAYLA",2,subbing in,,n.c. wesleyan,kayla johnson,,295
171,1,n-c-wesleyan,N.C. Wesleyan,Centre,60-81,60,81,"14, 8, 19, 19, 60","23, 23, 22, 13, 81",14,8,19,19,60,23,23,22,13,81,0,0,11/17/19,Lose,210,No Location Recorded,0,N,171,04:55,"SUB IN by TRIPP,KNECIYA",,,,,,,"SUB IN by TRIPP,KNECIYA",2,subbing in,,n.c. wesleyan,kneciya tripp,,295
172,1,n-c-wesleyan,N.C. Wesleyan,Centre,60-81,60,81,"14, 8, 19, 19, 60","23, 23, 22, 13, 81",14,8,19,19,60,23,23,22,13,81,0,0,11/17/19,Lose,210,No Location Recorded,0,N,172,04:55,,,,,"MISS 3PTR by MARCUM,MADISON",,,"MISS 3PTR by MARCUM,MADISON",2,three pointer,missed,Centre,madison marcum,,295
173,1,n-c-wesleyan,N.C. Wesleyan,Centre,60-81,60,81,"14, 8, 19, 19, 60","23, 23, 22, 13, 81",14,8,19,19,60,23,23,22,13,81,0,0,11/17/19,Lose,210,No Location Recorded,0,N,173,--,,,,,"REBOUND OFF by MARCUM,MADISON",,,"REBOUND OFF by MARCUM,MADISON",2,offensive rebound,,Centre,madison marcum,,
174,1,n-c-wesleyan,N.C. Wesleyan,Centre,60-81,60,81,"14, 8, 19, 19, 60","23, 23, 22, 13, 81",14,8,19,19,60,23,23,22,13,81,0,0,11/17/19,Lose,210,No Location Recorded,0,N,174,04:55,,,,,"MISS 3PTR by MARCUM,MADISON",,,"MISS 3PTR by MARCUM,MADISON",2,three pointer,missed,Centre,madison marcum,,295
175,1,n-c-wesleyan,N.C. Wesleyan,Centre,60-81,60,81,"14, 8, 19, 19, 60","23, 23, 22, 13, 81",14,8,19,19,60,23,23,22,13,81,0,0,11/17/19,Lose,210,No Location Recorded,0,N,175,--,,,,,REBOUND OFF by TEAM,,,REBOUND OFF by TEAM,2,offensive rebound,,Centre,,,
176,1,n-c-wesleyan,N.C. Wesleyan,Centre,60-81,60,81,"14, 8, 19, 19, 60","23, 23, 22, 13, 81",14,8,19,19,60,23,23,22,13,81,0,0,11/17/19,Lose,210,No Location Recorded,0,N,176,04:54,"FOUL  by NICHOLS,CYDNEY",,,,,,,"FOUL  by NICHOLS,CYDNEY",2,foul,,n.c. wesleyan,cydney nichols,,294
177,1,n-c-wesleyan,N.C. Wesleyan,Centre,60-81,60,81,"14, 8, 19, 19, 60","23, 23, 22, 13, 81",14,8,19,19,60,23,23,22,13,81,0,0,11/17/19,Lose,210,No Location Recorded,0,N,177,04:54,,,,,"MISS JUMPER by HICKS,ELLEN",,,"MISS JUMPER by HICKS,ELLEN",2,jumper,missed,Centre,ellen hicks,,294
178,1,n-c-wesleyan,N.C. Wesleyan,Centre,60-81,60,81,"14, 8, 19, 19, 60","23, 23, 22, 13, 81",14,8,19,19,60,23,23,22,13,81,0,0,11/17/19,Lose,210,No Location Recorded,0,N,178,--,"REBOUND DEF by WATKINS,MYRA",,,,,,,"REBOUND DEF by WATKINS,MYRA",2,defensive rebound,,n.c. wesleyan,myra watkins,,
179,1,n-c-wesleyan,N.C. Wesleyan,Centre,60-81,60,81,"14, 8, 19, 19, 60","23, 23, 22, 13, 81",14,8,19,19,60,23,23,22,13,81,0,0,11/17/19,Lose,210,No Location Recorded,0,N,179,04:52,"GOOD 3PTR by WATKINS,MYRA",37 (+18),,19,,NCW 37-19 (-18),,"GOOD 3PTR by WATKINS,MYRA",2,three pointer,good,n.c. wesleyan,myra watkins,3,292
180,1,n-c-wesleyan,N.C. Wesleyan,Centre,60-81,60,81,"14, 8, 19, 19, 60","23, 23, 22, 13, 81",14,8,19,19,60,23,23,22,13,81,0,0,11/17/19,Lose,210,No Location Recorded,0,N,180,--,"ASSIST  by NICHOLS,CYDNEY",,,,,,,"ASSIST  by NICHOLS,CYDNEY",2,assist,,n.c. wesleyan,cydney nichols,,
181,1,n-c-wesleyan,N.C. Wesleyan,Centre,60-81,60,81,"14, 8, 19, 19, 60","23, 23, 22, 13, 81",14,8,19,19,60,23,23,22,13,81,0,0,11/17/19,Lose,210,No Location Recorded,0,N,181,04:48,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2,timeout,,n.c. wesleyan,,,288
182,1,n-c-wesleyan,N.C. Wesleyan,Centre,60-81,60,81,"14, 8, 19, 19, 60","23, 23, 22, 13, 81",14,8,19,19,60,23,23,22,13,81,0,0,11/17/19,Lose,210,No Location Recorded,0,N,182,04:36,"SUB OUT by BEST,NYESHA",,,,,,,"SUB OUT by BEST,NYESHA",2,subbing out,,n.c. wesleyan,nyesha best,,276
183,1,n-c-wesleyan,N.C. Wesleyan,Centre,60-81,60,81,"14, 8, 19, 19, 60","23, 23, 22, 13, 81",14,8,19,19,60,23,23,22,13,81,0,0,11/17/19,Lose,210,No Location Recorded,0,N,183,04:36,"SUB IN by NICHOLS,CYDNEY",,,,,,,"SUB IN by NICHOLS,CYDNEY",2,subbing in,,n.c. wesleyan,cydney nichols,,276
184,1,n-c-wesleyan,N.C. Wesleyan,Centre,60-81,60,81,"14, 8, 19, 19, 60","23, 23, 22, 13, 81",14,8,19,19,60,23,23,22,13,81,0,0,11/17/19,Lose,210,No Location Recorded,0,N,184,04:35,,,,,"TURNOVER  by MURRAY,KYLEE(in the paint)",,,"TURNOVER  by MURRAY,KYLEE(in the paint)",2,turnover,,Centre,kylee murray,,275
185,1,n-c-wesleyan,N.C. Wesleyan,Centre,60-81,60,81,"14, 8, 19, 19, 60","23, 23, 22, 13, 81",14,8,19,19,60,23,23,22,13,81,0,0,11/17/19,Lose,210,No Location Recorded,0,N,185,04:35,"STEAL  by NICHOLS,CYDNEY",,,,,,,"STEAL  by NICHOLS,CYDNEY",2,steal,,n.c. wesleyan,,,275
186,1,n-c-wesleyan,N.C. Wesleyan,Centre,60-81,60,81,"14, 8, 19, 19, 60","23, 23, 22, 13, 81",14,8,19,19,60,23,23,22,13,81,0,0,11/17/19,Lose,210,No Location Recorded,0,N,186,04:29,"GOOD JUMPER by NICHOLS,CYDNEY(fastbreak)",39 (+20),,19,,NCW 39-19 (-20),,"GOOD JUMPER by NICHOLS,CYDNEY(fastbreak)",2,jumper,good,n.c. wesleyan,cydney(fastbreak) nichols,2,269
187,1,n-c-wesleyan,N.C. Wesleyan,Centre,60-81,60,81,"14, 8, 19, 19, 60","23, 23, 22, 13, 81",14,8,19,19,60,23,23,22,13,81,0,0,11/17/19,Lose,210,No Location Recorded,0,N,187,03:18,,,,,"MISS LAYUP by MURRAY,KYLEE",,,"MISS LAYUP by MURRAY,KYLEE",2,layup,missed,Centre,kylee murray,,198
188,1,n-c-wesleyan,N.C. Wesleyan,Centre,60-81,60,81,"14, 8, 19, 19, 60","23, 23, 22, 13, 81",14,8,19,19,60,23,23,22,13,81,0,0,11/17/19,Lose,210,No Location Recorded,0,N,188,--,"REBOUND DEF by TRIPP,KNECIYA",,,,,,,"REBOUND DEF by TRIPP,KNECIYA",2,defensive rebound,,n.c. wesleyan,kneciya tripp,,
189,1,n-c-wesleyan,N.C. Wesleyan,Centre,60-81,60,81,"14, 8, 19, 19, 60","23, 23, 22, 13, 81",14,8,19,19,60,23,23,22,13,81,0,0,11/17/19,Lose,210,No Location Recorded,0,N,189,03:15,,,,,"FOUL  by WEHBY,ABIGAIL",,,"FOUL  by WEHBY,ABIGAIL",2,foul,,Centre,abigail wehby,,195
190,1,n-c-wesleyan,N.C. Wesleyan,Centre,60-81,60,81,"14, 8, 19, 19, 60","23, 23, 22, 13, 81",14,8,19,19,60,23,23,22,13,81,0,0,11/17/19,Lose,210,No Location Recorded,0,N,190,03:15,,,,,"SUB OUT by MURRAY,KYLEE",,,"SUB OUT by MURRAY,KYLEE",2,subbing out,,Centre,kylee murray,,195
191,1,n-c-wesleyan,N.C. Wesleyan,Centre,60-81,60,81,"14, 8, 19, 19, 60","23, 23, 22, 13, 81",14,8,19,19,60,23,23,22,13,81,0,0,11/17/19,Lose,210,No Location Recorded,0,N,191,03:15,,,,,"SUB OUT by WEHBY,ABIGAIL",,,"SUB OUT by WEHBY,ABIGAIL",2,subbing out,,Centre,abigail wehby,,195
192,1,n-c-wesleyan,N.C. Wesleyan,Centre,60-81,60,81,"14, 8, 19, 19, 60","23, 23, 22, 13, 81",14,8,19,19,60,23,23,22,13,81,0,0,11/17/19,Lose,210,No Location Recorded,0,N,192,03:15,,,,,"SUB OUT by MARCUM,MADISON",,,"SUB OUT by MARCUM,MADISON",2,subbing out,,Centre,madison marcum,,195
193,1,n-c-wesleyan,N.C. Wesleyan,Centre,60-81,60,81,"14, 8, 19, 19, 60","23, 23, 22, 13, 81",14,8,19,19,60,23,23,22,13,81,0,0,11/17/19,Lose,210,No Location Recorded,0,N,193,03:15,,,,,"SUB IN by JENNINGS,RACHEL",,,"SUB IN by JENNINGS,RACHEL",2,subbing in,,Centre,rachel jennings,,195
194,1,n-c-wesleyan,N.C. Wesleyan,Centre,60-81,60,81,"14, 8, 19, 19, 60","23, 23, 22, 13, 81",14,8,19,19,60,23,23,22,13,81,0,0,11/17/19,Lose,210,No Location Recorded,0,N,194,03:15,,,,,"SUB IN by WILSON,KAT",,,"SUB IN by WILSON,KAT",2,subbing in,,Centre,kat wilson,,195
195,1,n-c-wesleyan,N.C. Wesleyan,Centre,60-81,60,81,"14, 8, 19, 19, 60","23, 23, 22, 13, 81",14,8,19,19,60,23,23,22,13,81,0,0,11/17/19,Lose,210,No Location Recorded,0,N,195,03:15,,,,,"SUB IN by FEE,MIKAYLA",,,"SUB IN by FEE,MIKAYLA",2,subbing in,,Centre,mikayla fee,,195
196,1,n-c-wesleyan,N.C. Wesleyan,Centre,60-81,60,81,"14, 8, 19, 19, 60","23, 23, 22, 13, 81",14,8,19,19,60,23,23,22,13,81,0,0,11/17/19,Lose,210,No Location Recorded,0,N,196,03:01,"SUB OUT by BEST,MYESHA",,,,,,,"SUB OUT by BEST,MYESHA",2,subbing out,,n.c. wesleyan,myesha best,,181
197,1,n-c-wesleyan,N.C. Wesleyan,Centre,60-81,60,81,"14, 8, 19, 19, 60","23, 23, 22, 13, 81",14,8,19,19,60,23,23,22,13,81,0,0,11/17/19,Lose,210,No Location Recorded,0,N,197,03:01,"SUB IN by TAYLOR,KEORRA",,,,,,,"SUB IN by TAYLOR,KEORRA",2,subbing in,,n.c. wesleyan,keorra taylor,,181
198,1,n-c-wesleyan,N.C. Wesleyan,Centre,60-81,60,81,"14, 8, 19, 19, 60","23, 23, 22, 13, 81",14,8,19,19,60,23,23,22,13,81,0,0,11/17/19,Lose,210,No Location Recorded,0,N,198,03:00,"GOOD 3PTR by NICHOLS,CYDNEY",42 (+23),,19,,NCW 42-19 (-23),,"GOOD 3PTR by NICHOLS,CYDNEY",2,three pointer,good,n.c. wesleyan,cydney nichols,3,180
199,1,n-c-wesleyan,N.C. Wesleyan,Centre,60-81,60,81,"14, 8, 19, 19, 60","23, 23, 22, 13, 81",14,8,19,19,60,23,23,22,13,81,0,0,11/17/19,Lose,210,No Location Recorded,0,N,199,--,"ASSIST  by TAYLOR,KEORRA",,,,,,,"ASSIST  by TAYLOR,KEORRA",2,assist,,n.c. wesleyan,keorra taylor,,
200,1,n-c-wesleyan,N.C. Wesleyan,Centre,60-81,60,81,"14, 8, 19, 19, 60","23, 23, 22, 13, 81",14,8,19,19,60,23,23,22,13,81,0,0,11/17/19,Lose,210,No Location Recorded,0,N,200,02:43,,,,,"MISS JUMPER by WILSON,KAT(in the paint)",,,"MISS JUMPER by WILSON,KAT(in the paint)",2,jumper,missed,Centre,kat wilson,,163
201,1,n-c-wesleyan,N.C. Wesleyan,Centre,60-81,60,81,"14, 8, 19, 19, 60","23, 23, 22, 13, 81",14,8,19,19,60,23,23,22,13,81,0,0,11/17/19,Lose,210,No Location Recorded,0,N,201,--,"REBOUND DEF by WATKINS,MYRA",,,,,,,"REBOUND DEF by WATKINS,MYRA",2,defensive rebound,,n.c. wesleyan,myra watkins,,
202,1,n-c-wesleyan,N.C. Wesleyan,Centre,60-81,60,81,"14, 8, 19, 19, 60","23, 23, 22, 13, 81",14,8,19,19,60,23,23,22,13,81,0,0,11/17/19,Lose,210,No Location Recorded,0,N,202,02:33,"SUB OUT by WATKINS,MYRA",,,,,,,"SUB OUT by WATKINS,MYRA",2,subbing out,,n.c. wesleyan,myra watkins,,153
203,1,n-c-wesleyan,N.C. Wesleyan,Centre,60-81,60,81,"14, 8, 19, 19, 60","23, 23, 22, 13, 81",14,8,19,19,60,23,23,22,13,81,0,0,11/17/19,Lose,210,No Location Recorded,0,N,203,02:33,"SUB IN by HARRISON,KAYRISMA",,,,,,,"SUB IN by HARRISON,KAYRISMA",2,subbing in,,n.c. wesleyan,kayrisma harrison,,153
