,game,opponent name,boxscore_visitor_name,boxscore_home_name,final score,centreFinalScore,opponentFinalScore,centreScoreByPeriod,opponentScoreByPeriod,centreScorePeriod1,centreScorePeriod2,centreScorePeriod3,centreScorePeriod4,centreScorePeriod5,opponentScorePeriod1,opponentScorePeriod2,opponentScorePeriod3,opponentScorePeriod4,opponentScorePeriod5,centreRecord,opponentRecord,gameDate,outcome,attendance,gameLocation,gameTime,homeGame,,Time Remaining,Han,Away Team Score,Play Team Indicator,Home Team Score,Centre,Game Score,Team Indicator,Play,period number,Play Type,Shot Outcome,Team,Player,Points Earned,Time(seconds)
56,6,hanover,Hanover,Centre,74-61,74,61,"15, 13, 22, 24, 74","16, 14, 13, 18, 61",15,13,22,24,74,16,14,13,18,61,"3-3,0-0 SAA","1-3,0-0 HCAC",11/30/19,Win,92,No Location Recorded,4:00 PM,H,56,03:40,,,,,"MISS JUMPER by FEE,MIKAYLA(in the paint)",,,"MISS JUMPER by FEE,MIKAYLA(in the paint)",1,jumper,missed,Centre,mikayla fee,,220
57,6,hanover,Hanover,Centre,74-61,74,61,"15, 13, 22, 24, 74","16, 14, 13, 18, 61",15,13,22,24,74,16,14,13,18,61,"3-3,0-0 SAA","1-3,0-0 HCAC",11/30/19,Win,92,No Location Recorded,4:00 PM,H,57,--,"REBOUND DEF by BAUER,ANNA",,,,,,,"REBOUND DEF by BAUER,ANNA",1,defensive rebound,,hanover,anna bauer,,
58,6,hanover,Hanover,Centre,74-61,74,61,"15, 13, 22, 24, 74","16, 14, 13, 18, 61",15,13,22,24,74,16,14,13,18,61,"3-3,0-0 SAA","1-3,0-0 HCAC",11/30/19,Win,92,No Location Recorded,4:00 PM,H,58,03:39,"TURNOVER  by HARTMAN,KATIE",,,,,,,"TURNOVER  by HARTMAN,KATIE",1,turnover,,hanover,katie hartman,,219
59,6,hanover,Hanover,Centre,74-61,74,61,"15, 13, 22, 24, 74","16, 14, 13, 18, 61",15,13,22,24,74,16,14,13,18,61,"3-3,0-0 SAA","1-3,0-0 HCAC",11/30/19,Win,92,No Location Recorded,4:00 PM,H,59,03:39,,,,,"SUB OUT by WILSON,KAT",,,"SUB OUT by WILSON,KAT",1,subbing out,,Centre,kat wilson,,219
60,6,hanover,Hanover,Centre,74-61,74,61,"15, 13, 22, 24, 74","16, 14, 13, 18, 61",15,13,22,24,74,16,14,13,18,61,"3-3,0-0 SAA","1-3,0-0 HCAC",11/30/19,Win,92,No Location Recorded,4:00 PM,H,60,03:39,,,,,"SUB OUT by WEHBY,ABIGAIL",,,"SUB OUT by WEHBY,ABIGAIL",1,subbing out,,Centre,abigail wehby,,219
61,6,hanover,Hanover,Centre,74-61,74,61,"15, 13, 22, 24, 74","16, 14, 13, 18, 61",15,13,22,24,74,16,14,13,18,61,"3-3,0-0 SAA","1-3,0-0 HCAC",11/30/19,Win,92,No Location Recorded,4:00 PM,H,61,03:39,,,,,"SUB OUT by FEE,MIKAYLA",,,"SUB OUT by FEE,MIKAYLA",1,subbing out,,Centre,mikayla fee,,219
62,6,hanover,Hanover,Centre,74-61,74,61,"15, 13, 22, 24, 74","16, 14, 13, 18, 61",15,13,22,24,74,16,14,13,18,61,"3-3,0-0 SAA","1-3,0-0 HCAC",11/30/19,Win,92,No Location Recorded,4:00 PM,H,62,03:39,,,,,"SUB IN by MURRAY,KYLEE",,,"SUB IN by MURRAY,KYLEE",1,subbing in,,Centre,kylee murray,,219
63,6,hanover,Hanover,Centre,74-61,74,61,"15, 13, 22, 24, 74","16, 14, 13, 18, 61",15,13,22,24,74,16,14,13,18,61,"3-3,0-0 SAA","1-3,0-0 HCAC",11/30/19,Win,92,No Location Recorded,4:00 PM,H,63,03:39,,,,,"SUB IN by JENNINGS,RACHEL",,,"SUB IN by JENNINGS,RACHEL",1,subbing in,,Centre,rachel jennings,,219
64,6,hanover,Hanover,Centre,74-61,74,61,"15, 13, 22, 24, 74","16, 14, 13, 18, 61",15,13,22,24,74,16,14,13,18,61,"3-3,0-0 SAA","1-3,0-0 HCAC",11/30/19,Win,92,No Location Recorded,4:00 PM,H,64,03:39,,,,,"SUB IN by HICKS,ELLEN",,,"SUB IN by HICKS,ELLEN",1,subbing in,,Centre,ellen hicks,,219
65,6,hanover,Hanover,Centre,74-61,74,61,"15, 13, 22, 24, 74","16, 14, 13, 18, 61",15,13,22,24,74,16,14,13,18,61,"3-3,0-0 SAA","1-3,0-0 HCAC",11/30/19,Win,92,No Location Recorded,4:00 PM,H,65,03:39,"SUB OUT by MILLS,KRISTIN",,,,,,,"SUB OUT by MILLS,KRISTIN",1,subbing out,,hanover,kristin mills,,219
66,6,hanover,Hanover,Centre,74-61,74,61,"15, 13, 22, 24, 74","16, 14, 13, 18, 61",15,13,22,24,74,16,14,13,18,61,"3-3,0-0 SAA","1-3,0-0 HCAC",11/30/19,Win,92,No Location Recorded,4:00 PM,H,66,03:39,"SUB OUT by TODD,BROOKE",,,,,,,"SUB OUT by TODD,BROOKE",1,subbing out,,hanover,brooke todd,,219
67,6,hanover,Hanover,Centre,74-61,74,61,"15, 13, 22, 24, 74","16, 14, 13, 18, 61",15,13,22,24,74,16,14,13,18,61,"3-3,0-0 SAA","1-3,0-0 HCAC",11/30/19,Win,92,No Location Recorded,4:00 PM,H,67,03:39,"SUB OUT by BAUER,ANNA",,,,,,,"SUB OUT by BAUER,ANNA",1,subbing out,,hanover,anna bauer,,219
68,6,hanover,Hanover,Centre,74-61,74,61,"15, 13, 22, 24, 74","16, 14, 13, 18, 61",15,13,22,24,74,16,14,13,18,61,"3-3,0-0 SAA","1-3,0-0 HCAC",11/30/19,Win,92,No Location Recorded,4:00 PM,H,68,03:39,"SUB IN by RIGGLES,LEXI",,,,,,,"SUB IN by RIGGLES,LEXI",1,subbing in,,hanover,lexi riggles,,219
69,6,hanover,Hanover,Centre,74-61,74,61,"15, 13, 22, 24, 74","16, 14, 13, 18, 61",15,13,22,24,74,16,14,13,18,61,"3-3,0-0 SAA","1-3,0-0 HCAC",11/30/19,Win,92,No Location Recorded,4:00 PM,H,69,03:39,"SUB IN by BLUME,LANETTE",,,,,,,"SUB IN by BLUME,LANETTE",1,subbing in,,hanover,lanette blume,,219
70,6,hanover,Hanover,Centre,74-61,74,61,"15, 13, 22, 24, 74","16, 14, 13, 18, 61",15,13,22,24,74,16,14,13,18,61,"3-3,0-0 SAA","1-3,0-0 HCAC",11/30/19,Win,92,No Location Recorded,4:00 PM,H,70,03:39,"SUB IN by WILDER,CALLIE",,,,,,,"SUB IN by WILDER,CALLIE",1,subbing in,,hanover,callie wilder,,219
71,6,hanover,Hanover,Centre,74-61,74,61,"15, 13, 22, 24, 74","16, 14, 13, 18, 61",15,13,22,24,74,16,14,13,18,61,"3-3,0-0 SAA","1-3,0-0 HCAC",11/30/19,Win,92,No Location Recorded,4:00 PM,H,71,03:19,,,,,"TURNOVER  by HEROLD,PAYTON",,,"TURNOVER  by HEROLD,PAYTON",1,turnover,,Centre,payton herold,,199
72,6,hanover,Hanover,Centre,74-61,74,61,"15, 13, 22, 24, 74","16, 14, 13, 18, 61",15,13,22,24,74,16,14,13,18,61,"3-3,0-0 SAA","1-3,0-0 HCAC",11/30/19,Win,92,No Location Recorded,4:00 PM,H,72,03:06,"MISS JUMPER by HARTMAN,KATIE",,,,,,,"MISS JUMPER by HARTMAN,KATIE",1,jumper,missed,hanover,katie hartman,,186
73,6,hanover,Hanover,Centre,74-61,74,61,"15, 13, 22, 24, 74","16, 14, 13, 18, 61",15,13,22,24,74,16,14,13,18,61,"3-3,0-0 SAA","1-3,0-0 HCAC",11/30/19,Win,92,No Location Recorded,4:00 PM,H,73,--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,1,defensive rebound,,Centre,,,
74,6,hanover,Hanover,Centre,74-61,74,61,"15, 13, 22, 24, 74","16, 14, 13, 18, 61",15,13,22,24,74,16,14,13,18,61,"3-3,0-0 SAA","1-3,0-0 HCAC",11/30/19,Win,92,No Location Recorded,4:00 PM,H,74,03:00,"SUB OUT by BLUME,LANETTE",,,,,,,"SUB OUT by BLUME,LANETTE",1,subbing out,,hanover,lanette blume,,180
75,6,hanover,Hanover,Centre,74-61,74,61,"15, 13, 22, 24, 74","16, 14, 13, 18, 61",15,13,22,24,74,16,14,13,18,61,"3-3,0-0 SAA","1-3,0-0 HCAC",11/30/19,Win,92,No Location Recorded,4:00 PM,H,75,03:00,"SUB IN by TODD,BROOKE",,,,,,,"SUB IN by TODD,BROOKE",1,subbing in,,hanover,brooke todd,,180
76,6,hanover,Hanover,Centre,74-61,74,61,"15, 13, 22, 24, 74","16, 14, 13, 18, 61",15,13,22,24,74,16,14,13,18,61,"3-3,0-0 SAA","1-3,0-0 HCAC",11/30/19,Win,92,No Location Recorded,4:00 PM,H,76,02:34,,,,,"MISS JUMPER by HICKS,ELLEN",,,"MISS JUMPER by HICKS,ELLEN",1,jumper,missed,Centre,ellen hicks,,154
77,6,hanover,Hanover,Centre,74-61,74,61,"15, 13, 22, 24, 74","16, 14, 13, 18, 61",15,13,22,24,74,16,14,13,18,61,"3-3,0-0 SAA","1-3,0-0 HCAC",11/30/19,Win,92,No Location Recorded,4:00 PM,H,77,--,,,,,"REBOUND OFF by THACKER,JOSIE",,,"REBOUND OFF by THACKER,JOSIE",1,offensive rebound,,Centre,josie thacker,,
78,6,hanover,Hanover,Centre,74-61,74,61,"15, 13, 22, 24, 74","16, 14, 13, 18, 61",15,13,22,24,74,16,14,13,18,61,"3-3,0-0 SAA","1-3,0-0 HCAC",11/30/19,Win,92,No Location Recorded,4:00 PM,H,78,02:32,"FOUL  by WILDER,CALLIE",,,,,,,"FOUL  by WILDER,CALLIE",1,foul,,hanover,callie wilder,,152
79,6,hanover,Hanover,Centre,74-61,74,61,"15, 13, 22, 24, 74","16, 14, 13, 18, 61",15,13,22,24,74,16,14,13,18,61,"3-3,0-0 SAA","1-3,0-0 HCAC",11/30/19,Win,92,No Location Recorded,4:00 PM,H,79,02:32,"SUB OUT by WILDER,CALLIE",,,,,,,"SUB OUT by WILDER,CALLIE",1,subbing out,,hanover,callie wilder,,152
80,6,hanover,Hanover,Centre,74-61,74,61,"15, 13, 22, 24, 74","16, 14, 13, 18, 61",15,13,22,24,74,16,14,13,18,61,"3-3,0-0 SAA","1-3,0-0 HCAC",11/30/19,Win,92,No Location Recorded,4:00 PM,H,80,02:32,"SUB IN by TYNAN,LIZ",,,,,,,"SUB IN by TYNAN,LIZ",1,subbing in,,hanover,liz tynan,,152
81,6,hanover,Hanover,Centre,74-61,74,61,"15, 13, 22, 24, 74","16, 14, 13, 18, 61",15,13,22,24,74,16,14,13,18,61,"3-3,0-0 SAA","1-3,0-0 HCAC",11/30/19,Win,92,No Location Recorded,4:00 PM,H,81,02:32,,,,,"MISS FT by THACKER,JOSIE",,,"MISS FT by THACKER,JOSIE",1,free throw,missed,Centre,josie thacker,,152
82,6,hanover,Hanover,Centre,74-61,74,61,"15, 13, 22, 24, 74","16, 14, 13, 18, 61",15,13,22,24,74,16,14,13,18,61,"3-3,0-0 SAA","1-3,0-0 HCAC",11/30/19,Win,92,No Location Recorded,4:00 PM,H,82,--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,1,deadball rebound,,Centre,,,
83,6,hanover,Hanover,Centre,74-61,74,61,"15, 13, 22, 24, 74","16, 14, 13, 18, 61",15,13,22,24,74,16,14,13,18,61,"3-3,0-0 SAA","1-3,0-0 HCAC",11/30/19,Win,92,No Location Recorded,4:00 PM,H,83,02:32,,,,,"MISS FT by THACKER,JOSIE",,,"MISS FT by THACKER,JOSIE",1,free throw,missed,Centre,josie thacker,,152
84,6,hanover,Hanover,Centre,74-61,74,61,"15, 13, 22, 24, 74","16, 14, 13, 18, 61",15,13,22,24,74,16,14,13,18,61,"3-3,0-0 SAA","1-3,0-0 HCAC",11/30/19,Win,92,No Location Recorded,4:00 PM,H,84,--,"REBOUND DEF by NALL,ALEXIS",,,,,,,"REBOUND DEF by NALL,ALEXIS",1,defensive rebound,,hanover,alexis nall,,
85,6,hanover,Hanover,Centre,74-61,74,61,"15, 13, 22, 24, 74","16, 14, 13, 18, 61",15,13,22,24,74,16,14,13,18,61,"3-3,0-0 SAA","1-3,0-0 HCAC",11/30/19,Win,92,No Location Recorded,4:00 PM,H,85,02:26,"GOOD 3PTR by HARTMAN,KATIE",11,,13 (+2),,Han 11-13 (+2),,"GOOD 3PTR by HARTMAN,KATIE",1,three pointer,good,hanover,katie hartman,3,146
86,6,hanover,Hanover,Centre,74-61,74,61,"15, 13, 22, 24, 74","16, 14, 13, 18, 61",15,13,22,24,74,16,14,13,18,61,"3-3,0-0 SAA","1-3,0-0 HCAC",11/30/19,Win,92,No Location Recorded,4:00 PM,H,86,--,"ASSIST  by TODD,BROOKE",,,,,,,"ASSIST  by TODD,BROOKE",1,assist,,hanover,brooke todd,,
87,6,hanover,Hanover,Centre,74-61,74,61,"15, 13, 22, 24, 74","16, 14, 13, 18, 61",15,13,22,24,74,16,14,13,18,61,"3-3,0-0 SAA","1-3,0-0 HCAC",11/30/19,Win,92,No Location Recorded,4:00 PM,H,87,02:08,,,,,"TURNOVER  by HICKS,ELLEN",,,"TURNOVER  by HICKS,ELLEN",1,turnover,,Centre,ellen hicks,,128
88,6,hanover,Hanover,Centre,74-61,74,61,"15, 13, 22, 24, 74","16, 14, 13, 18, 61",15,13,22,24,74,16,14,13,18,61,"3-3,0-0 SAA","1-3,0-0 HCAC",11/30/19,Win,92,No Location Recorded,4:00 PM,H,88,02:08,"STEAL  by TYNAN,LIZ",,,,,,,"STEAL  by TYNAN,LIZ",1,steal,,hanover,,,128
89,6,hanover,Hanover,Centre,74-61,74,61,"15, 13, 22, 24, 74","16, 14, 13, 18, 61",15,13,22,24,74,16,14,13,18,61,"3-3,0-0 SAA","1-3,0-0 HCAC",11/30/19,Win,92,No Location Recorded,4:00 PM,H,89,02:08,,,,,"FOUL  by JENNINGS,RACHEL",,,"FOUL  by JENNINGS,RACHEL",1,foul,,Centre,rachel jennings,,128
90,6,hanover,Hanover,Centre,74-61,74,61,"15, 13, 22, 24, 74","16, 14, 13, 18, 61",15,13,22,24,74,16,14,13,18,61,"3-3,0-0 SAA","1-3,0-0 HCAC",11/30/19,Win,92,No Location Recorded,4:00 PM,H,90,02:08,,,,,"SUB OUT by HEROLD,PAYTON",,,"SUB OUT by HEROLD,PAYTON",1,subbing out,,Centre,payton herold,,128
91,6,hanover,Hanover,Centre,74-61,74,61,"15, 13, 22, 24, 74","16, 14, 13, 18, 61",15,13,22,24,74,16,14,13,18,61,"3-3,0-0 SAA","1-3,0-0 HCAC",11/30/19,Win,92,No Location Recorded,4:00 PM,H,91,02:08,,,,,"SUB OUT by THACKER,JOSIE",,,"SUB OUT by THACKER,JOSIE",1,subbing out,,Centre,josie thacker,,128
92,6,hanover,Hanover,Centre,74-61,74,61,"15, 13, 22, 24, 74","16, 14, 13, 18, 61",15,13,22,24,74,16,14,13,18,61,"3-3,0-0 SAA","1-3,0-0 HCAC",11/30/19,Win,92,No Location Recorded,4:00 PM,H,92,02:08,,,,,"SUB IN by FEE,MIKAYLA",,,"SUB IN by FEE,MIKAYLA",1,subbing in,,Centre,mikayla fee,,128
93,6,hanover,Hanover,Centre,74-61,74,61,"15, 13, 22, 24, 74","16, 14, 13, 18, 61",15,13,22,24,74,16,14,13,18,61,"3-3,0-0 SAA","1-3,0-0 HCAC",11/30/19,Win,92,No Location Recorded,4:00 PM,H,93,02:08,,,,,"SUB IN by MARCUM,MADISON",,,"SUB IN by MARCUM,MADISON",1,subbing in,,Centre,madison marcum,,128
94,6,hanover,Hanover,Centre,74-61,74,61,"15, 13, 22, 24, 74","16, 14, 13, 18, 61",15,13,22,24,74,16,14,13,18,61,"3-3,0-0 SAA","1-3,0-0 HCAC",11/30/19,Win,92,No Location Recorded,4:00 PM,H,94,01:55,,,,,"FOUL  by FEE,MIKAYLA",,,"FOUL  by FEE,MIKAYLA",1,foul,,Centre,mikayla fee,,115
95,6,hanover,Hanover,Centre,74-61,74,61,"15, 13, 22, 24, 74","16, 14, 13, 18, 61",15,13,22,24,74,16,14,13,18,61,"3-3,0-0 SAA","1-3,0-0 HCAC",11/30/19,Win,92,No Location Recorded,4:00 PM,H,95,01:55,"MISS FT by NALL,ALEXIS",,,,,,,"MISS FT by NALL,ALEXIS",1,free throw,missed,hanover,alexis nall,,115
96,6,hanover,Hanover,Centre,74-61,74,61,"15, 13, 22, 24, 74","16, 14, 13, 18, 61",15,13,22,24,74,16,14,13,18,61,"3-3,0-0 SAA","1-3,0-0 HCAC",11/30/19,Win,92,No Location Recorded,4:00 PM,H,96,--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,1,deadball rebound,,Centre,,,
97,6,hanover,Hanover,Centre,74-61,74,61,"15, 13, 22, 24, 74","16, 14, 13, 18, 61",15,13,22,24,74,16,14,13,18,61,"3-3,0-0 SAA","1-3,0-0 HCAC",11/30/19,Win,92,No Location Recorded,4:00 PM,H,97,01:55,"GOOD FT by NALL,ALEXIS",12,,13 (+1),,Han 12-13 (+1),,"GOOD FT by NALL,ALEXIS",1,free throw,good,hanover,alexis nall,1,115
98,6,hanover,Hanover,Centre,74-61,74,61,"15, 13, 22, 24, 74","16, 14, 13, 18, 61",15,13,22,24,74,16,14,13,18,61,"3-3,0-0 SAA","1-3,0-0 HCAC",11/30/19,Win,92,No Location Recorded,4:00 PM,H,98,01:55,"SUB OUT by NALL,ALEXIS",,,,,,,"SUB OUT by NALL,ALEXIS",1,subbing out,,hanover,alexis nall,,115
99,6,hanover,Hanover,Centre,74-61,74,61,"15, 13, 22, 24, 74","16, 14, 13, 18, 61",15,13,22,24,74,16,14,13,18,61,"3-3,0-0 SAA","1-3,0-0 HCAC",11/30/19,Win,92,No Location Recorded,4:00 PM,H,99,01:55,"SUB IN by BAUER,ANNA",,,,,,,"SUB IN by BAUER,ANNA",1,subbing in,,hanover,anna bauer,,115
100,6,hanover,Hanover,Centre,74-61,74,61,"15, 13, 22, 24, 74","16, 14, 13, 18, 61",15,13,22,24,74,16,14,13,18,61,"3-3,0-0 SAA","1-3,0-0 HCAC",11/30/19,Win,92,No Location Recorded,4:00 PM,H,100,01:51,,,,,"TURNOVER  by FEE,MIKAYLA",,,"TURNOVER  by FEE,MIKAYLA",1,turnover,,Centre,mikayla fee,,111
101,6,hanover,Hanover,Centre,74-61,74,61,"15, 13, 22, 24, 74","16, 14, 13, 18, 61",15,13,22,24,74,16,14,13,18,61,"3-3,0-0 SAA","1-3,0-0 HCAC",11/30/19,Win,92,No Location Recorded,4:00 PM,H,101,01:51,"STEAL  by BAUER,ANNA",,,,,,,"STEAL  by BAUER,ANNA",1,steal,,hanover,,,111
102,6,hanover,Hanover,Centre,74-61,74,61,"15, 13, 22, 24, 74","16, 14, 13, 18, 61",15,13,22,24,74,16,14,13,18,61,"3-3,0-0 SAA","1-3,0-0 HCAC",11/30/19,Win,92,No Location Recorded,4:00 PM,H,102,01:49,,,,,"FOUL  by MARCUM,MADISON",,,"FOUL  by MARCUM,MADISON",1,foul,,Centre,madison marcum,,109
103,6,hanover,Hanover,Centre,74-61,74,61,"15, 13, 22, 24, 74","16, 14, 13, 18, 61",15,13,22,24,74,16,14,13,18,61,"3-3,0-0 SAA","1-3,0-0 HCAC",11/30/19,Win,92,No Location Recorded,4:00 PM,H,103,01:49,,,,,"SUB OUT by MURRAY,KYLEE",,,"SUB OUT by MURRAY,KYLEE",1,subbing out,,Centre,kylee murray,,109
104,6,hanover,Hanover,Centre,74-61,74,61,"15, 13, 22, 24, 74","16, 14, 13, 18, 61",15,13,22,24,74,16,14,13,18,61,"3-3,0-0 SAA","1-3,0-0 HCAC",11/30/19,Win,92,No Location Recorded,4:00 PM,H,104,01:49,,,,,"SUB OUT by FEE,MIKAYLA",,,"SUB OUT by FEE,MIKAYLA",1,subbing out,,Centre,mikayla fee,,109
105,6,hanover,Hanover,Centre,74-61,74,61,"15, 13, 22, 24, 74","16, 14, 13, 18, 61",15,13,22,24,74,16,14,13,18,61,"3-3,0-0 SAA","1-3,0-0 HCAC",11/30/19,Win,92,No Location Recorded,4:00 PM,H,105,01:49,,,,,"SUB IN by WEHBY,ABIGAIL",,,"SUB IN by WEHBY,ABIGAIL",1,subbing in,,Centre,abigail wehby,,109
106,6,hanover,Hanover,Centre,74-61,74,61,"15, 13, 22, 24, 74","16, 14, 13, 18, 61",15,13,22,24,74,16,14,13,18,61,"3-3,0-0 SAA","1-3,0-0 HCAC",11/30/19,Win,92,No Location Recorded,4:00 PM,H,106,01:49,,,,,"SUB IN by THACKER,JOSIE",,,"SUB IN by THACKER,JOSIE",1,subbing in,,Centre,josie thacker,,109
107,6,hanover,Hanover,Centre,74-61,74,61,"15, 13, 22, 24, 74","16, 14, 13, 18, 61",15,13,22,24,74,16,14,13,18,61,"3-3,0-0 SAA","1-3,0-0 HCAC",11/30/19,Win,92,No Location Recorded,4:00 PM,H,107,01:40,"GOOD JUMPER by HARTMAN,KATIE",14 (+1),,13,,Han 14-13 (-1),,"GOOD JUMPER by HARTMAN,KATIE",1,jumper,good,hanover,katie hartman,2,100
108,6,hanover,Hanover,Centre,74-61,74,61,"15, 13, 22, 24, 74","16, 14, 13, 18, 61",15,13,22,24,74,16,14,13,18,61,"3-3,0-0 SAA","1-3,0-0 HCAC",11/30/19,Win,92,No Location Recorded,4:00 PM,H,108,01:25,,,,,"TURNOVER  by WEHBY,ABIGAIL",,,"TURNOVER  by WEHBY,ABIGAIL",1,turnover,,Centre,abigail wehby,,85
109,6,hanover,Hanover,Centre,74-61,74,61,"15, 13, 22, 24, 74","16, 14, 13, 18, 61",15,13,22,24,74,16,14,13,18,61,"3-3,0-0 SAA","1-3,0-0 HCAC",11/30/19,Win,92,No Location Recorded,4:00 PM,H,109,01:24,,,,,"SUB OUT by JENNINGS,RACHEL",,,"SUB OUT by JENNINGS,RACHEL",1,subbing out,,Centre,rachel jennings,,84
110,6,hanover,Hanover,Centre,74-61,74,61,"15, 13, 22, 24, 74","16, 14, 13, 18, 61",15,13,22,24,74,16,14,13,18,61,"3-3,0-0 SAA","1-3,0-0 HCAC",11/30/19,Win,92,No Location Recorded,4:00 PM,H,110,01:24,,,,,"SUB IN by WILSON,KAT",,,"SUB IN by WILSON,KAT",1,subbing in,,Centre,kat wilson,,84
111,6,hanover,Hanover,Centre,74-61,74,61,"15, 13, 22, 24, 74","16, 14, 13, 18, 61",15,13,22,24,74,16,14,13,18,61,"3-3,0-0 SAA","1-3,0-0 HCAC",11/30/19,Win,92,No Location Recorded,4:00 PM,H,111,01:03,,,,,"FOUL  by THACKER,JOSIE",,,"FOUL  by THACKER,JOSIE",1,foul,,Centre,josie thacker,,63
112,6,hanover,Hanover,Centre,74-61,74,61,"15, 13, 22, 24, 74","16, 14, 13, 18, 61",15,13,22,24,74,16,14,13,18,61,"3-3,0-0 SAA","1-3,0-0 HCAC",11/30/19,Win,92,No Location Recorded,4:00 PM,H,112,01:03,"MISS FT by BAUER,ANNA",,,,,,,"MISS FT by BAUER,ANNA",1,free throw,missed,hanover,anna bauer,,63
113,6,hanover,Hanover,Centre,74-61,74,61,"15, 13, 22, 24, 74","16, 14, 13, 18, 61",15,13,22,24,74,16,14,13,18,61,"3-3,0-0 SAA","1-3,0-0 HCAC",11/30/19,Win,92,No Location Recorded,4:00 PM,H,113,--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,1,deadball rebound,,Centre,,,
114,6,hanover,Hanover,Centre,74-61,74,61,"15, 13, 22, 24, 74","16, 14, 13, 18, 61",15,13,22,24,74,16,14,13,18,61,"3-3,0-0 SAA","1-3,0-0 HCAC",11/30/19,Win,92,No Location Recorded,4:00 PM,H,114,01:03,"MISS FT by BAUER,ANNA",,,,,,,"MISS FT by BAUER,ANNA",1,free throw,missed,hanover,anna bauer,,63
115,6,hanover,Hanover,Centre,74-61,74,61,"15, 13, 22, 24, 74","16, 14, 13, 18, 61",15,13,22,24,74,16,14,13,18,61,"3-3,0-0 SAA","1-3,0-0 HCAC",11/30/19,Win,92,No Location Recorded,4:00 PM,H,115,--,,,,,"REBOUND DEF by MARCUM,MADISON",,,"REBOUND DEF by MARCUM,MADISON",1,defensive rebound,,Centre,madison marcum,,
116,6,hanover,Hanover,Centre,74-61,74,61,"15, 13, 22, 24, 74","16, 14, 13, 18, 61",15,13,22,24,74,16,14,13,18,61,"3-3,0-0 SAA","1-3,0-0 HCAC",11/30/19,Win,92,No Location Recorded,4:00 PM,H,116,00:44,,,,,"TURNOVER  by MARCUM,MADISON",,,"TURNOVER  by MARCUM,MADISON",1,turnover,,Centre,madison marcum,,44
117,6,hanover,Hanover,Centre,74-61,74,61,"15, 13, 22, 24, 74","16, 14, 13, 18, 61",15,13,22,24,74,16,14,13,18,61,"3-3,0-0 SAA","1-3,0-0 HCAC",11/30/19,Win,92,No Location Recorded,4:00 PM,H,117,00:44,"STEAL  by BAUER,ANNA",,,,,,,"STEAL  by BAUER,ANNA",1,steal,,hanover,,,44
118,6,hanover,Hanover,Centre,74-61,74,61,"15, 13, 22, 24, 74","16, 14, 13, 18, 61",15,13,22,24,74,16,14,13,18,61,"3-3,0-0 SAA","1-3,0-0 HCAC",11/30/19,Win,92,No Location Recorded,4:00 PM,H,118,00:37,"TURNOVER  by BAUER,ANNA",,,,,,,"TURNOVER  by BAUER,ANNA",1,turnover,,hanover,anna bauer,,37
119,6,hanover,Hanover,Centre,74-61,74,61,"15, 13, 22, 24, 74","16, 14, 13, 18, 61",15,13,22,24,74,16,14,13,18,61,"3-3,0-0 SAA","1-3,0-0 HCAC",11/30/19,Win,92,No Location Recorded,4:00 PM,H,119,00:37,,,,,"STEAL  by WILSON,KAT",,,"STEAL  by WILSON,KAT",1,steal,,Centre,,,37
120,6,hanover,Hanover,Centre,74-61,74,61,"15, 13, 22, 24, 74","16, 14, 13, 18, 61",15,13,22,24,74,16,14,13,18,61,"3-3,0-0 SAA","1-3,0-0 HCAC",11/30/19,Win,92,No Location Recorded,4:00 PM,H,120,00:37,"SUB OUT by RIGGLES,LEXI",,,,,,,"SUB OUT by RIGGLES,LEXI",1,subbing out,,hanover,lexi riggles,,37
121,6,hanover,Hanover,Centre,74-61,74,61,"15, 13, 22, 24, 74","16, 14, 13, 18, 61",15,13,22,24,74,16,14,13,18,61,"3-3,0-0 SAA","1-3,0-0 HCAC",11/30/19,Win,92,No Location Recorded,4:00 PM,H,121,00:37,"SUB OUT by BAUER,ANNA",,,,,,,"SUB OUT by BAUER,ANNA",1,subbing out,,hanover,anna bauer,,37
122,6,hanover,Hanover,Centre,74-61,74,61,"15, 13, 22, 24, 74","16, 14, 13, 18, 61",15,13,22,24,74,16,14,13,18,61,"3-3,0-0 SAA","1-3,0-0 HCAC",11/30/19,Win,92,No Location Recorded,4:00 PM,H,122,00:37,"SUB IN by MILLS,KRISTIN",,,,,,,"SUB IN by MILLS,KRISTIN",1,subbing in,,hanover,kristin mills,,37
123,6,hanover,Hanover,Centre,74-61,74,61,"15, 13, 22, 24, 74","16, 14, 13, 18, 61",15,13,22,24,74,16,14,13,18,61,"3-3,0-0 SAA","1-3,0-0 HCAC",11/30/19,Win,92,No Location Recorded,4:00 PM,H,123,00:37,"SUB IN by NALL,ALEXIS",,,,,,,"SUB IN by NALL,ALEXIS",1,subbing in,,hanover,alexis nall,,37
