,game,opponent name,boxscore_visitor_name,boxscore_home_name,final score,centreFinalScore,opponentFinalScore,centreScoreByPeriod,opponentScoreByPeriod,centreScorePeriod1,centreScorePeriod2,centreScorePeriod3,centreScorePeriod4,centreScorePeriod5,opponentScorePeriod1,opponentScorePeriod2,opponentScorePeriod3,opponentScorePeriod4,opponentScorePeriod5,centreRecord,opponentRecord,gameDate,outcome,attendance,gameLocation,gameTime,homeGame,,Time Remaining,CENTRE,Away Team Score,Play Team Indicator,Home Team Score,HENDRIXW,Game Score,Team Indicator,Play,period number,Play Type,Shot Outcome,Team,Player,Points Earned,Time(seconds)
117,19,hendrix,Centre,Hendrix,73-59,73,59,"15, 25, 16, 17, 73","10, 16, 12, 21, 59",15,25,16,17,73,10,16,12,21,59,"11-8, 5-3 SAA","2-17, 0-8 SAA",01/24/20,Win,451,No Location Recorded,6:00 PM,A,117,09:26,"SUB OUT by WILSON,KAT",,,,,,,"SUB OUT by WILSON,KAT",2,subbing out,,Centre,kat wilson,,566
118,19,hendrix,Centre,Hendrix,73-59,73,59,"15, 25, 16, 17, 73","10, 16, 12, 21, 59",15,25,16,17,73,10,16,12,21,59,"11-8, 5-3 SAA","2-17, 0-8 SAA",01/24/20,Win,451,No Location Recorded,6:00 PM,A,118,09:26,"SUB OUT by JENNINGS,RACHEL",,,,,,,"SUB OUT by JENNINGS,RACHEL",2,subbing out,,Centre,rachel jennings,,566
119,19,hendrix,Centre,Hendrix,73-59,73,59,"15, 25, 16, 17, 73","10, 16, 12, 21, 59",15,25,16,17,73,10,16,12,21,59,"11-8, 5-3 SAA","2-17, 0-8 SAA",01/24/20,Win,451,No Location Recorded,6:00 PM,A,119,09:06,"MISS LAYUP by WEHBY,ABIGAIL",,,,,,,"MISS LAYUP by WEHBY,ABIGAIL",2,layup,missed,Centre,abigail wehby,,546
120,19,hendrix,Centre,Hendrix,73-59,73,59,"15, 25, 16, 17, 73","10, 16, 12, 21, 59",15,25,16,17,73,10,16,12,21,59,"11-8, 5-3 SAA","2-17, 0-8 SAA",01/24/20,Win,451,No Location Recorded,6:00 PM,A,120,--,"REBOUND OFF by FEE,MIKAYLA",,,,,,,"REBOUND OFF by FEE,MIKAYLA",2,offensive rebound,,Centre,mikayla fee,,
121,19,hendrix,Centre,Hendrix,73-59,73,59,"15, 25, 16, 17, 73","10, 16, 12, 21, 59",15,25,16,17,73,10,16,12,21,59,"11-8, 5-3 SAA","2-17, 0-8 SAA",01/24/20,Win,451,No Location Recorded,6:00 PM,A,121,08:53,"TURNOVER  by WEHBY,ABIGAIL",,,,,,,"TURNOVER  by WEHBY,ABIGAIL",2,turnover,,Centre,abigail wehby,,533
122,19,hendrix,Centre,Hendrix,73-59,73,59,"15, 25, 16, 17, 73","10, 16, 12, 21, 59",15,25,16,17,73,10,16,12,21,59,"11-8, 5-3 SAA","2-17, 0-8 SAA",01/24/20,Win,451,No Location Recorded,6:00 PM,A,122,08:32,,15,,15,"GOOD JUMPER by JENKINS,KESSIE",HENDRIXW 15-15 (0),,"GOOD JUMPER by JENKINS,KESSIE",2,jumper,good,hendrix,kessie jenkins,2,512
123,19,hendrix,Centre,Hendrix,73-59,73,59,"15, 25, 16, 17, 73","10, 16, 12, 21, 59",15,25,16,17,73,10,16,12,21,59,"11-8, 5-3 SAA","2-17, 0-8 SAA",01/24/20,Win,451,No Location Recorded,6:00 PM,A,123,08:08,"MISS LAYUP by JENNINGS,RACHEL",,,,,,,"MISS LAYUP by JENNINGS,RACHEL",2,layup,missed,Centre,rachel jennings,,488
124,19,hendrix,Centre,Hendrix,73-59,73,59,"15, 25, 16, 17, 73","10, 16, 12, 21, 59",15,25,16,17,73,10,16,12,21,59,"11-8, 5-3 SAA","2-17, 0-8 SAA",01/24/20,Win,451,No Location Recorded,6:00 PM,A,124,--,,,,,"REBOUND DEF by GUTIERREZ,ANISSA",,,"REBOUND DEF by GUTIERREZ,ANISSA",2,defensive rebound,,hendrix,anissa gutierrez,,
125,19,hendrix,Centre,Hendrix,73-59,73,59,"15, 25, 16, 17, 73","10, 16, 12, 21, 59",15,25,16,17,73,10,16,12,21,59,"11-8, 5-3 SAA","2-17, 0-8 SAA",01/24/20,Win,451,No Location Recorded,6:00 PM,A,125,07:45,"FOUL  by WEHBY,ABIGAIL",,,,,,,"FOUL  by WEHBY,ABIGAIL",2,foul,,Centre,abigail wehby,,465
126,19,hendrix,Centre,Hendrix,73-59,73,59,"15, 25, 16, 17, 73","10, 16, 12, 21, 59",15,25,16,17,73,10,16,12,21,59,"11-8, 5-3 SAA","2-17, 0-8 SAA",01/24/20,Win,451,No Location Recorded,6:00 PM,A,126,07:44,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2,timeout,,Centre,,,464
127,19,hendrix,Centre,Hendrix,73-59,73,59,"15, 25, 16, 17, 73","10, 16, 12, 21, 59",15,25,16,17,73,10,16,12,21,59,"11-8, 5-3 SAA","2-17, 0-8 SAA",01/24/20,Win,451,No Location Recorded,6:00 PM,A,127,07:41,"SUB IN by HEROLD,PAYTON",,,,,,,"SUB IN by HEROLD,PAYTON",2,subbing in,,Centre,payton herold,,461
128,19,hendrix,Centre,Hendrix,73-59,73,59,"15, 25, 16, 17, 73","10, 16, 12, 21, 59",15,25,16,17,73,10,16,12,21,59,"11-8, 5-3 SAA","2-17, 0-8 SAA",01/24/20,Win,451,No Location Recorded,6:00 PM,A,128,07:41,"SUB IN by JENNINGS,RACHEL",,,,,,,"SUB IN by JENNINGS,RACHEL",2,subbing in,,Centre,rachel jennings,,461
129,19,hendrix,Centre,Hendrix,73-59,73,59,"15, 25, 16, 17, 73","10, 16, 12, 21, 59",15,25,16,17,73,10,16,12,21,59,"11-8, 5-3 SAA","2-17, 0-8 SAA",01/24/20,Win,451,No Location Recorded,6:00 PM,A,129,07:41,"SUB OUT by FEE,MIKAYLA",,,,,,,"SUB OUT by FEE,MIKAYLA",2,subbing out,,Centre,mikayla fee,,461
130,19,hendrix,Centre,Hendrix,73-59,73,59,"15, 25, 16, 17, 73","10, 16, 12, 21, 59",15,25,16,17,73,10,16,12,21,59,"11-8, 5-3 SAA","2-17, 0-8 SAA",01/24/20,Win,451,No Location Recorded,6:00 PM,A,130,07:41,"SUB OUT by WEHBY,ABIGAIL",,,,,,,"SUB OUT by WEHBY,ABIGAIL",2,subbing out,,Centre,abigail wehby,,461
131,19,hendrix,Centre,Hendrix,73-59,73,59,"15, 25, 16, 17, 73","10, 16, 12, 21, 59",15,25,16,17,73,10,16,12,21,59,"11-8, 5-3 SAA","2-17, 0-8 SAA",01/24/20,Win,451,No Location Recorded,6:00 PM,A,131,07:41,,,,,"SUB IN by SALYER,CASSIDY",,,"SUB IN by SALYER,CASSIDY",2,subbing in,,hendrix,cassidy salyer,,461
132,19,hendrix,Centre,Hendrix,73-59,73,59,"15, 25, 16, 17, 73","10, 16, 12, 21, 59",15,25,16,17,73,10,16,12,21,59,"11-8, 5-3 SAA","2-17, 0-8 SAA",01/24/20,Win,451,No Location Recorded,6:00 PM,A,132,07:41,,,,,"SUB OUT by WENDT,CAROLINE",,,"SUB OUT by WENDT,CAROLINE",2,subbing out,,hendrix,caroline wendt,,461
133,19,hendrix,Centre,Hendrix,73-59,73,59,"15, 25, 16, 17, 73","10, 16, 12, 21, 59",15,25,16,17,73,10,16,12,21,59,"11-8, 5-3 SAA","2-17, 0-8 SAA",01/24/20,Win,451,No Location Recorded,6:00 PM,A,133,07:16,,15,,17 (+2),"GOOD LAYUP by JENKINS,KESSIE(in the paint)",HENDRIXW 15-17 (-2),,"GOOD LAYUP by JENKINS,KESSIE(in the paint)",2,layup,good,hendrix,kessie jenkins,2,436
134,19,hendrix,Centre,Hendrix,73-59,73,59,"15, 25, 16, 17, 73","10, 16, 12, 21, 59",15,25,16,17,73,10,16,12,21,59,"11-8, 5-3 SAA","2-17, 0-8 SAA",01/24/20,Win,451,No Location Recorded,6:00 PM,A,134,--,,,,,"ASSIST  by GUTIERREZ,ANISSA",,,"ASSIST  by GUTIERREZ,ANISSA",2,assist,,hendrix,anissa gutierrez,,
135,19,hendrix,Centre,Hendrix,73-59,73,59,"15, 25, 16, 17, 73","10, 16, 12, 21, 59",15,25,16,17,73,10,16,12,21,59,"11-8, 5-3 SAA","2-17, 0-8 SAA",01/24/20,Win,451,No Location Recorded,6:00 PM,A,135,06:59,"GOOD 3PTR by JENNINGS,RACHEL",18 (+1),,17,,CENTRE 18-17 (+1),,"GOOD 3PTR by JENNINGS,RACHEL",2,three pointer,good,Centre,rachel jennings,3,419
136,19,hendrix,Centre,Hendrix,73-59,73,59,"15, 25, 16, 17, 73","10, 16, 12, 21, 59",15,25,16,17,73,10,16,12,21,59,"11-8, 5-3 SAA","2-17, 0-8 SAA",01/24/20,Win,451,No Location Recorded,6:00 PM,A,136,06:49,,,,,"TURNOVER  by GUTIERREZ,ANISSA",,,"TURNOVER  by GUTIERREZ,ANISSA",2,turnover,,hendrix,anissa gutierrez,,409
137,19,hendrix,Centre,Hendrix,73-59,73,59,"15, 25, 16, 17, 73","10, 16, 12, 21, 59",15,25,16,17,73,10,16,12,21,59,"11-8, 5-3 SAA","2-17, 0-8 SAA",01/24/20,Win,451,No Location Recorded,6:00 PM,A,137,06:41,"GOOD JUMPER by HEROLD,PAYTON",20 (+3),,17,,CENTRE 20-17 (+3),,"GOOD JUMPER by HEROLD,PAYTON",2,jumper,good,Centre,payton herold,2,401
138,19,hendrix,Centre,Hendrix,73-59,73,59,"15, 25, 16, 17, 73","10, 16, 12, 21, 59",15,25,16,17,73,10,16,12,21,59,"11-8, 5-3 SAA","2-17, 0-8 SAA",01/24/20,Win,451,No Location Recorded,6:00 PM,A,138,--,"ASSIST  by JENNINGS,RACHEL",,,,,,,"ASSIST  by JENNINGS,RACHEL",2,assist,,Centre,rachel jennings,,
139,19,hendrix,Centre,Hendrix,73-59,73,59,"15, 25, 16, 17, 73","10, 16, 12, 21, 59",15,25,16,17,73,10,16,12,21,59,"11-8, 5-3 SAA","2-17, 0-8 SAA",01/24/20,Win,451,No Location Recorded,6:00 PM,A,139,06:30,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2,timeout,,Centre,,,390
140,19,hendrix,Centre,Hendrix,73-59,73,59,"15, 25, 16, 17, 73","10, 16, 12, 21, 59",15,25,16,17,73,10,16,12,21,59,"11-8, 5-3 SAA","2-17, 0-8 SAA",01/24/20,Win,451,No Location Recorded,6:00 PM,A,140,06:19,,20 (+1),,19,"GOOD JUMPER by JENKINS,KESSIE",HENDRIXW 20-19 (+1),,"GOOD JUMPER by JENKINS,KESSIE",2,jumper,good,hendrix,kessie jenkins,2,379
141,19,hendrix,Centre,Hendrix,73-59,73,59,"15, 25, 16, 17, 73","10, 16, 12, 21, 59",15,25,16,17,73,10,16,12,21,59,"11-8, 5-3 SAA","2-17, 0-8 SAA",01/24/20,Win,451,No Location Recorded,6:00 PM,A,141,--,,,,,"ASSIST  by ISBELL,ALI",,,"ASSIST  by ISBELL,ALI",2,assist,,hendrix,ali isbell,,
142,19,hendrix,Centre,Hendrix,73-59,73,59,"15, 25, 16, 17, 73","10, 16, 12, 21, 59",15,25,16,17,73,10,16,12,21,59,"11-8, 5-3 SAA","2-17, 0-8 SAA",01/24/20,Win,451,No Location Recorded,6:00 PM,A,142,06:07,"GOOD 3PTR by HEROLD,PAYTON",23 (+4),,19,,CENTRE 23-19 (+4),,"GOOD 3PTR by HEROLD,PAYTON",2,three pointer,good,Centre,payton herold,3,367
143,19,hendrix,Centre,Hendrix,73-59,73,59,"15, 25, 16, 17, 73","10, 16, 12, 21, 59",15,25,16,17,73,10,16,12,21,59,"11-8, 5-3 SAA","2-17, 0-8 SAA",01/24/20,Win,451,No Location Recorded,6:00 PM,A,143,--,"ASSIST  by JENNINGS,RACHEL",,,,,,,"ASSIST  by JENNINGS,RACHEL",2,assist,,Centre,rachel jennings,,
144,19,hendrix,Centre,Hendrix,73-59,73,59,"15, 25, 16, 17, 73","10, 16, 12, 21, 59",15,25,16,17,73,10,16,12,21,59,"11-8, 5-3 SAA","2-17, 0-8 SAA",01/24/20,Win,451,No Location Recorded,6:00 PM,A,144,05:49,,,,,"MISS LAYUP by GUTIERREZ,ANISSA",,,"MISS LAYUP by GUTIERREZ,ANISSA",2,layup,missed,hendrix,anissa gutierrez,,349
145,19,hendrix,Centre,Hendrix,73-59,73,59,"15, 25, 16, 17, 73","10, 16, 12, 21, 59",15,25,16,17,73,10,16,12,21,59,"11-8, 5-3 SAA","2-17, 0-8 SAA",01/24/20,Win,451,No Location Recorded,6:00 PM,A,145,--,"REBOUND DEF by MURRAY,KYLEE",,,,,,,"REBOUND DEF by MURRAY,KYLEE",2,defensive rebound,,Centre,kylee murray,,
146,19,hendrix,Centre,Hendrix,73-59,73,59,"15, 25, 16, 17, 73","10, 16, 12, 21, 59",15,25,16,17,73,10,16,12,21,59,"11-8, 5-3 SAA","2-17, 0-8 SAA",01/24/20,Win,451,No Location Recorded,6:00 PM,A,146,05:33,"GOOD 3PTR by HEROLD,PAYTON",26 (+7),,19,,CENTRE 26-19 (+7),,"GOOD 3PTR by HEROLD,PAYTON",2,three pointer,good,Centre,payton herold,3,333
147,19,hendrix,Centre,Hendrix,73-59,73,59,"15, 25, 16, 17, 73","10, 16, 12, 21, 59",15,25,16,17,73,10,16,12,21,59,"11-8, 5-3 SAA","2-17, 0-8 SAA",01/24/20,Win,451,No Location Recorded,6:00 PM,A,147,05:16,,26 (+5),,21,"GOOD LAYUP by JENKINS,KESSIE(in the paint)",HENDRIXW 26-21 (+5),,"GOOD LAYUP by JENKINS,KESSIE(in the paint)",2,layup,good,hendrix,kessie jenkins,2,316
148,19,hendrix,Centre,Hendrix,73-59,73,59,"15, 25, 16, 17, 73","10, 16, 12, 21, 59",15,25,16,17,73,10,16,12,21,59,"11-8, 5-3 SAA","2-17, 0-8 SAA",01/24/20,Win,451,No Location Recorded,6:00 PM,A,148,05:01,,,,,"FOUL  by JENKINS,KESSIE",,,"FOUL  by JENKINS,KESSIE",2,foul,,hendrix,kessie jenkins,,301
149,19,hendrix,Centre,Hendrix,73-59,73,59,"15, 25, 16, 17, 73","10, 16, 12, 21, 59",15,25,16,17,73,10,16,12,21,59,"11-8, 5-3 SAA","2-17, 0-8 SAA",01/24/20,Win,451,No Location Recorded,6:00 PM,A,149,05:01,"GOOD FT by ROBERTS,BRIANNA",27 (+6),,21,,CENTRE 27-21 (+6),,"GOOD FT by ROBERTS,BRIANNA",2,free throw,good,Centre,brianna roberts,1,301
150,19,hendrix,Centre,Hendrix,73-59,73,59,"15, 25, 16, 17, 73","10, 16, 12, 21, 59",15,25,16,17,73,10,16,12,21,59,"11-8, 5-3 SAA","2-17, 0-8 SAA",01/24/20,Win,451,No Location Recorded,6:00 PM,A,150,05:01,"GOOD FT by ROBERTS,BRIANNA",28 (+7),,21,,CENTRE 28-21 (+7),,"GOOD FT by ROBERTS,BRIANNA",2,free throw,good,Centre,brianna roberts,1,301
151,19,hendrix,Centre,Hendrix,73-59,73,59,"15, 25, 16, 17, 73","10, 16, 12, 21, 59",15,25,16,17,73,10,16,12,21,59,"11-8, 5-3 SAA","2-17, 0-8 SAA",01/24/20,Win,451,No Location Recorded,6:00 PM,A,151,05:01,"SUB IN by THACKER,JOSIE",,,,,,,"SUB IN by THACKER,JOSIE",2,subbing in,,Centre,josie thacker,,301
152,19,hendrix,Centre,Hendrix,73-59,73,59,"15, 25, 16, 17, 73","10, 16, 12, 21, 59",15,25,16,17,73,10,16,12,21,59,"11-8, 5-3 SAA","2-17, 0-8 SAA",01/24/20,Win,451,No Location Recorded,6:00 PM,A,152,05:01,"SUB OUT by JENNINGS,RACHEL",,,,,,,"SUB OUT by JENNINGS,RACHEL",2,subbing out,,Centre,rachel jennings,,301
153,19,hendrix,Centre,Hendrix,73-59,73,59,"15, 25, 16, 17, 73","10, 16, 12, 21, 59",15,25,16,17,73,10,16,12,21,59,"11-8, 5-3 SAA","2-17, 0-8 SAA",01/24/20,Win,451,No Location Recorded,6:00 PM,A,153,04:45,,28 (+5),,23,"GOOD LAYUP by JENKINS,KESSIE(in the paint)",HENDRIXW 28-23 (+5),,"GOOD LAYUP by JENKINS,KESSIE(in the paint)",2,layup,good,hendrix,kessie jenkins,2,285
154,19,hendrix,Centre,Hendrix,73-59,73,59,"15, 25, 16, 17, 73","10, 16, 12, 21, 59",15,25,16,17,73,10,16,12,21,59,"11-8, 5-3 SAA","2-17, 0-8 SAA",01/24/20,Win,451,No Location Recorded,6:00 PM,A,154,04:17,"MISS LAYUP by MARCUM,MADISON",,,,,,,"MISS LAYUP by MARCUM,MADISON",2,layup,missed,Centre,madison marcum,,257
155,19,hendrix,Centre,Hendrix,73-59,73,59,"15, 25, 16, 17, 73","10, 16, 12, 21, 59",15,25,16,17,73,10,16,12,21,59,"11-8, 5-3 SAA","2-17, 0-8 SAA",01/24/20,Win,451,No Location Recorded,6:00 PM,A,155,--,,,,,"REBOUND DEF by ISBELL,ALI",,,"REBOUND DEF by ISBELL,ALI",2,defensive rebound,,hendrix,ali isbell,,
156,19,hendrix,Centre,Hendrix,73-59,73,59,"15, 25, 16, 17, 73","10, 16, 12, 21, 59",15,25,16,17,73,10,16,12,21,59,"11-8, 5-3 SAA","2-17, 0-8 SAA",01/24/20,Win,451,No Location Recorded,6:00 PM,A,156,03:53,,,,,"MISS LAYUP by JENKINS,KESSIE",,,"MISS LAYUP by JENKINS,KESSIE",2,layup,missed,hendrix,kessie jenkins,,233
157,19,hendrix,Centre,Hendrix,73-59,73,59,"15, 25, 16, 17, 73","10, 16, 12, 21, 59",15,25,16,17,73,10,16,12,21,59,"11-8, 5-3 SAA","2-17, 0-8 SAA",01/24/20,Win,451,No Location Recorded,6:00 PM,A,157,--,"REBOUND DEF by HEROLD,PAYTON",,,,,,,"REBOUND DEF by HEROLD,PAYTON",2,defensive rebound,,Centre,payton herold,,
158,19,hendrix,Centre,Hendrix,73-59,73,59,"15, 25, 16, 17, 73","10, 16, 12, 21, 59",15,25,16,17,73,10,16,12,21,59,"11-8, 5-3 SAA","2-17, 0-8 SAA",01/24/20,Win,451,No Location Recorded,6:00 PM,A,158,03:45,"GOOD LAYUP by MURRAY,KYLEE(fastbreak)(in the paint)",30 (+7),,23,,CENTRE 30-23 (+7),,"GOOD LAYUP by MURRAY,KYLEE(fastbreak)(in the paint)",2,layup,good,Centre,kylee(fastbreak) murray,2,225
159,19,hendrix,Centre,Hendrix,73-59,73,59,"15, 25, 16, 17, 73","10, 16, 12, 21, 59",15,25,16,17,73,10,16,12,21,59,"11-8, 5-3 SAA","2-17, 0-8 SAA",01/24/20,Win,451,No Location Recorded,6:00 PM,A,159,--,"ASSIST  by HEROLD,PAYTON",,,,,,,"ASSIST  by HEROLD,PAYTON",2,assist,,Centre,payton herold,,
160,19,hendrix,Centre,Hendrix,73-59,73,59,"15, 25, 16, 17, 73","10, 16, 12, 21, 59",15,25,16,17,73,10,16,12,21,59,"11-8, 5-3 SAA","2-17, 0-8 SAA",01/24/20,Win,451,No Location Recorded,6:00 PM,A,160,03:25,,,,,"MISS 3PTR by ISBELL,ALI",,,"MISS 3PTR by ISBELL,ALI",2,three pointer,missed,hendrix,ali isbell,,205
161,19,hendrix,Centre,Hendrix,73-59,73,59,"15, 25, 16, 17, 73","10, 16, 12, 21, 59",15,25,16,17,73,10,16,12,21,59,"11-8, 5-3 SAA","2-17, 0-8 SAA",01/24/20,Win,451,No Location Recorded,6:00 PM,A,161,--,"REBOUND DEF by THACKER,JOSIE",,,,,,,"REBOUND DEF by THACKER,JOSIE",2,defensive rebound,,Centre,josie thacker,,
162,19,hendrix,Centre,Hendrix,73-59,73,59,"15, 25, 16, 17, 73","10, 16, 12, 21, 59",15,25,16,17,73,10,16,12,21,59,"11-8, 5-3 SAA","2-17, 0-8 SAA",01/24/20,Win,451,No Location Recorded,6:00 PM,A,162,03:13,,,,,"FOUL  by MOJAVER,ZOE",,,"FOUL  by MOJAVER,ZOE",2,foul,,hendrix,zoe mojaver,,193
163,19,hendrix,Centre,Hendrix,73-59,73,59,"15, 25, 16, 17, 73","10, 16, 12, 21, 59",15,25,16,17,73,10,16,12,21,59,"11-8, 5-3 SAA","2-17, 0-8 SAA",01/24/20,Win,451,No Location Recorded,6:00 PM,A,163,03:13,"SUB IN by WILSON,KAT",,,,,,,"SUB IN by WILSON,KAT",2,subbing in,,Centre,kat wilson,,193
164,19,hendrix,Centre,Hendrix,73-59,73,59,"15, 25, 16, 17, 73","10, 16, 12, 21, 59",15,25,16,17,73,10,16,12,21,59,"11-8, 5-3 SAA","2-17, 0-8 SAA",01/24/20,Win,451,No Location Recorded,6:00 PM,A,164,03:13,"SUB OUT by MARCUM,MADISON",,,,,,,"SUB OUT by MARCUM,MADISON",2,subbing out,,Centre,madison marcum,,193
165,19,hendrix,Centre,Hendrix,73-59,73,59,"15, 25, 16, 17, 73","10, 16, 12, 21, 59",15,25,16,17,73,10,16,12,21,59,"11-8, 5-3 SAA","2-17, 0-8 SAA",01/24/20,Win,451,No Location Recorded,6:00 PM,A,165,03:13,,,,,"SUB IN by NEILSON,BELLE",,,"SUB IN by NEILSON,BELLE",2,subbing in,,hendrix,belle neilson,,193
166,19,hendrix,Centre,Hendrix,73-59,73,59,"15, 25, 16, 17, 73","10, 16, 12, 21, 59",15,25,16,17,73,10,16,12,21,59,"11-8, 5-3 SAA","2-17, 0-8 SAA",01/24/20,Win,451,No Location Recorded,6:00 PM,A,166,03:13,,,,,"SUB IN by WENDT,CAROLINE",,,"SUB IN by WENDT,CAROLINE",2,subbing in,,hendrix,caroline wendt,,193
167,19,hendrix,Centre,Hendrix,73-59,73,59,"15, 25, 16, 17, 73","10, 16, 12, 21, 59",15,25,16,17,73,10,16,12,21,59,"11-8, 5-3 SAA","2-17, 0-8 SAA",01/24/20,Win,451,No Location Recorded,6:00 PM,A,167,03:13,,,,,"SUB IN by MOJAVER,ZOE",,,"SUB IN by MOJAVER,ZOE",2,subbing in,,hendrix,zoe mojaver,,193
168,19,hendrix,Centre,Hendrix,73-59,73,59,"15, 25, 16, 17, 73","10, 16, 12, 21, 59",15,25,16,17,73,10,16,12,21,59,"11-8, 5-3 SAA","2-17, 0-8 SAA",01/24/20,Win,451,No Location Recorded,6:00 PM,A,168,03:13,,,,,"SUB OUT by SALYER,CASSIDY",,,"SUB OUT by SALYER,CASSIDY",2,subbing out,,hendrix,cassidy salyer,,193
169,19,hendrix,Centre,Hendrix,73-59,73,59,"15, 25, 16, 17, 73","10, 16, 12, 21, 59",15,25,16,17,73,10,16,12,21,59,"11-8, 5-3 SAA","2-17, 0-8 SAA",01/24/20,Win,451,No Location Recorded,6:00 PM,A,169,03:13,,,,,"SUB OUT by JENKINS,KESSIE",,,"SUB OUT by JENKINS,KESSIE",2,subbing out,,hendrix,kessie jenkins,,193
170,19,hendrix,Centre,Hendrix,73-59,73,59,"15, 25, 16, 17, 73","10, 16, 12, 21, 59",15,25,16,17,73,10,16,12,21,59,"11-8, 5-3 SAA","2-17, 0-8 SAA",01/24/20,Win,451,No Location Recorded,6:00 PM,A,170,03:13,,,,,"SUB OUT by ISBELL,ALI",,,"SUB OUT by ISBELL,ALI",2,subbing out,,hendrix,ali isbell,,193
171,19,hendrix,Centre,Hendrix,73-59,73,59,"15, 25, 16, 17, 73","10, 16, 12, 21, 59",15,25,16,17,73,10,16,12,21,59,"11-8, 5-3 SAA","2-17, 0-8 SAA",01/24/20,Win,451,No Location Recorded,6:00 PM,A,171,03:12,"MISS FT by HEROLD,PAYTON",,,,,,,"MISS FT by HEROLD,PAYTON",2,free throw,missed,Centre,payton herold,,192
172,19,hendrix,Centre,Hendrix,73-59,73,59,"15, 25, 16, 17, 73","10, 16, 12, 21, 59",15,25,16,17,73,10,16,12,21,59,"11-8, 5-3 SAA","2-17, 0-8 SAA",01/24/20,Win,451,No Location Recorded,6:00 PM,A,172,--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2,deadball rebound,,Centre,,,
173,19,hendrix,Centre,Hendrix,73-59,73,59,"15, 25, 16, 17, 73","10, 16, 12, 21, 59",15,25,16,17,73,10,16,12,21,59,"11-8, 5-3 SAA","2-17, 0-8 SAA",01/24/20,Win,451,No Location Recorded,6:00 PM,A,173,03:12,"GOOD FT by HEROLD,PAYTON",31 (+8),,23,,CENTRE 31-23 (+8),,"GOOD FT by HEROLD,PAYTON",2,free throw,good,Centre,payton herold,1,192
174,19,hendrix,Centre,Hendrix,73-59,73,59,"15, 25, 16, 17, 73","10, 16, 12, 21, 59",15,25,16,17,73,10,16,12,21,59,"11-8, 5-3 SAA","2-17, 0-8 SAA",01/24/20,Win,451,No Location Recorded,6:00 PM,A,174,03:12,"SUB IN by JENNINGS,RACHEL",,,,,,,"SUB IN by JENNINGS,RACHEL",2,subbing in,,Centre,rachel jennings,,192
175,19,hendrix,Centre,Hendrix,73-59,73,59,"15, 25, 16, 17, 73","10, 16, 12, 21, 59",15,25,16,17,73,10,16,12,21,59,"11-8, 5-3 SAA","2-17, 0-8 SAA",01/24/20,Win,451,No Location Recorded,6:00 PM,A,175,03:12,"SUB OUT by HEROLD,PAYTON",,,,,,,"SUB OUT by HEROLD,PAYTON",2,subbing out,,Centre,payton herold,,192
176,19,hendrix,Centre,Hendrix,73-59,73,59,"15, 25, 16, 17, 73","10, 16, 12, 21, 59",15,25,16,17,73,10,16,12,21,59,"11-8, 5-3 SAA","2-17, 0-8 SAA",01/24/20,Win,451,No Location Recorded,6:00 PM,A,176,03:08,,,,,"MISS LAYUP by WOPPMAN,RACHEL",,,"MISS LAYUP by WOPPMAN,RACHEL",2,layup,missed,hendrix,rachel woppman,,188
177,19,hendrix,Centre,Hendrix,73-59,73,59,"15, 25, 16, 17, 73","10, 16, 12, 21, 59",15,25,16,17,73,10,16,12,21,59,"11-8, 5-3 SAA","2-17, 0-8 SAA",01/24/20,Win,451,No Location Recorded,6:00 PM,A,177,--,"REBOUND DEF by HICKS,ELLEN",,,,,,,"REBOUND DEF by HICKS,ELLEN",2,defensive rebound,,Centre,ellen hicks,,
178,19,hendrix,Centre,Hendrix,73-59,73,59,"15, 25, 16, 17, 73","10, 16, 12, 21, 59",15,25,16,17,73,10,16,12,21,59,"11-8, 5-3 SAA","2-17, 0-8 SAA",01/24/20,Win,451,No Location Recorded,6:00 PM,A,178,02:56,"GOOD LAYUP by JENNINGS,RACHEL(in the paint)",33 (+10),,23,,CENTRE 33-23 (+10),,"GOOD LAYUP by JENNINGS,RACHEL(in the paint)",2,layup,good,Centre,rachel jennings,2,176
179,19,hendrix,Centre,Hendrix,73-59,73,59,"15, 25, 16, 17, 73","10, 16, 12, 21, 59",15,25,16,17,73,10,16,12,21,59,"11-8, 5-3 SAA","2-17, 0-8 SAA",01/24/20,Win,451,No Location Recorded,6:00 PM,A,179,02:49,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2,timeout,,Centre,,,169
180,19,hendrix,Centre,Hendrix,73-59,73,59,"15, 25, 16, 17, 73","10, 16, 12, 21, 59",15,25,16,17,73,10,16,12,21,59,"11-8, 5-3 SAA","2-17, 0-8 SAA",01/24/20,Win,451,No Location Recorded,6:00 PM,A,180,02:49,"SUB IN by HEROLD,PAYTON",,,,,,,"SUB IN by HEROLD,PAYTON",2,subbing in,,Centre,payton herold,,169
