,game,opponent name,boxscore_visitor_name,boxscore_home_name,final score,centreFinalScore,opponentFinalScore,centreScoreByPeriod,opponentScoreByPeriod,centreScorePeriod1,centreScorePeriod2,centreScorePeriod3,centreScorePeriod4,centreScorePeriod5,opponentScorePeriod1,opponentScorePeriod2,opponentScorePeriod3,opponentScorePeriod4,opponentScorePeriod5,centreRecord,opponentRecord,gameDate,outcome,attendance,gameLocation,gameTime,homeGame,,Time Remaining,Centre,Away Team Score,Play Team Indicator,Home Team Score,Berry,Game Score,Team Indicator,Play,period number,Play Type,Shot Outcome,Team,Player,Points Earned,Time(seconds)
256,23,berry,Centre,Berry,49-44,49,44,"11, 9, 12, 17, 49","16, 7, 13, 8, 44",11,9,12,17,49,16,7,13,8,44,"14-9,8-4 SAA","11-12,5-7 SAA",02/07/20,Win,682,No Location Recorded,6:00 PM,A,256,03:46,"SUB OUT by FEE,MIKAYLA",,,,,,,"SUB OUT by FEE,MIKAYLA",3,subbing out,,Centre,mikayla fee,,226
257,23,berry,Centre,Berry,49-44,49,44,"11, 9, 12, 17, 49","16, 7, 13, 8, 44",11,9,12,17,49,16,7,13,8,44,"14-9,8-4 SAA","11-12,5-7 SAA",02/07/20,Win,682,No Location Recorded,6:00 PM,A,257,03:46,"SUB IN by HICKS,ELLEN",,,,,,,"SUB IN by HICKS,ELLEN",3,subbing in,,Centre,ellen hicks,,226
258,23,berry,Centre,Berry,49-44,49,44,"11, 9, 12, 17, 49","16, 7, 13, 8, 44",11,9,12,17,49,16,7,13,8,44,"14-9,8-4 SAA","11-12,5-7 SAA",02/07/20,Win,682,No Location Recorded,6:00 PM,A,258,03:46,"SUB IN by THACKER,JOSIE",,,,,,,"SUB IN by THACKER,JOSIE",3,subbing in,,Centre,josie thacker,,226
259,23,berry,Centre,Berry,49-44,49,44,"11, 9, 12, 17, 49","16, 7, 13, 8, 44",11,9,12,17,49,16,7,13,8,44,"14-9,8-4 SAA","11-12,5-7 SAA",02/07/20,Win,682,No Location Recorded,6:00 PM,A,259,03:37,,,,,"MISS 3PTR by FRAZIER,CAPRI",,,"MISS 3PTR by FRAZIER,CAPRI",3,three pointer,missed,berry,capri frazier,,217
260,23,berry,Centre,Berry,49-44,49,44,"11, 9, 12, 17, 49","16, 7, 13, 8, 44",11,9,12,17,49,16,7,13,8,44,"14-9,8-4 SAA","11-12,5-7 SAA",02/07/20,Win,682,No Location Recorded,6:00 PM,A,260,--,,,,,"REBOUND OFF by SANDMAN,MADELINE",,,"REBOUND OFF by SANDMAN,MADELINE",3,offensive rebound,,berry,madeline sandman,,
261,23,berry,Centre,Berry,49-44,49,44,"11, 9, 12, 17, 49","16, 7, 13, 8, 44",11,9,12,17,49,16,7,13,8,44,"14-9,8-4 SAA","11-12,5-7 SAA",02/07/20,Win,682,No Location Recorded,6:00 PM,A,261,03:30,,,,,"MISS LAYUP by SANDMAN,MADELINE(in the paint)",,,"MISS LAYUP by SANDMAN,MADELINE(in the paint)",3,layup,missed,berry,madeline sandman,,210
262,23,berry,Centre,Berry,49-44,49,44,"11, 9, 12, 17, 49","16, 7, 13, 8, 44",11,9,12,17,49,16,7,13,8,44,"14-9,8-4 SAA","11-12,5-7 SAA",02/07/20,Win,682,No Location Recorded,6:00 PM,A,262,--,"REBOUND DEF by THACKER,JOSIE",,,,,,,"REBOUND DEF by THACKER,JOSIE",3,defensive rebound,,Centre,josie thacker,,
263,23,berry,Centre,Berry,49-44,49,44,"11, 9, 12, 17, 49","16, 7, 13, 8, 44",11,9,12,17,49,16,7,13,8,44,"14-9,8-4 SAA","11-12,5-7 SAA",02/07/20,Win,682,No Location Recorded,6:00 PM,A,263,03:21,"MISS LAYUP by THACKER,JOSIE(in the paint)",,,,,,,"MISS LAYUP by THACKER,JOSIE(in the paint)",3,layup,missed,Centre,josie thacker,,201
264,23,berry,Centre,Berry,49-44,49,44,"11, 9, 12, 17, 49","16, 7, 13, 8, 44",11,9,12,17,49,16,7,13,8,44,"14-9,8-4 SAA","11-12,5-7 SAA",02/07/20,Win,682,No Location Recorded,6:00 PM,A,264,--,"REBOUND OFF by HICKS,ELLEN",,,,,,,"REBOUND OFF by HICKS,ELLEN",3,offensive rebound,,Centre,ellen hicks,,
265,23,berry,Centre,Berry,49-44,49,44,"11, 9, 12, 17, 49","16, 7, 13, 8, 44",11,9,12,17,49,16,7,13,8,44,"14-9,8-4 SAA","11-12,5-7 SAA",02/07/20,Win,682,No Location Recorded,6:00 PM,A,265,03:17,,,,,"FOUL  by FRAZIER,CAPRI",,,"FOUL  by FRAZIER,CAPRI",3,foul,,berry,capri frazier,,197
266,23,berry,Centre,Berry,49-44,49,44,"11, 9, 12, 17, 49","16, 7, 13, 8, 44",11,9,12,17,49,16,7,13,8,44,"14-9,8-4 SAA","11-12,5-7 SAA",02/07/20,Win,682,No Location Recorded,6:00 PM,A,266,03:17,"GOOD FT by HICKS,ELLEN",31 (+2),,29,,Centre 31-29 (+2),,"GOOD FT by HICKS,ELLEN",3,free throw,good,Centre,ellen hicks,1,197
267,23,berry,Centre,Berry,49-44,49,44,"11, 9, 12, 17, 49","16, 7, 13, 8, 44",11,9,12,17,49,16,7,13,8,44,"14-9,8-4 SAA","11-12,5-7 SAA",02/07/20,Win,682,No Location Recorded,6:00 PM,A,267,03:17,"GOOD FT by HICKS,ELLEN",32 (+3),,29,,Centre 32-29 (+3),,"GOOD FT by HICKS,ELLEN",3,free throw,good,Centre,ellen hicks,1,197
268,23,berry,Centre,Berry,49-44,49,44,"11, 9, 12, 17, 49","16, 7, 13, 8, 44",11,9,12,17,49,16,7,13,8,44,"14-9,8-4 SAA","11-12,5-7 SAA",02/07/20,Win,682,No Location Recorded,6:00 PM,A,268,03:00,"FOUL  by JENNINGS,RACHEL",,,,,,,"FOUL  by JENNINGS,RACHEL",3,foul,,Centre,rachel jennings,,180
269,23,berry,Centre,Berry,49-44,49,44,"11, 9, 12, 17, 49","16, 7, 13, 8, 44",11,9,12,17,49,16,7,13,8,44,"14-9,8-4 SAA","11-12,5-7 SAA",02/07/20,Win,682,No Location Recorded,6:00 PM,A,269,03:00,,,,,"MISS FT by MORNING,JANA",,,"MISS FT by MORNING,JANA",3,free throw,missed,berry,jana morning,,180
270,23,berry,Centre,Berry,49-44,49,44,"11, 9, 12, 17, 49","16, 7, 13, 8, 44",11,9,12,17,49,16,7,13,8,44,"14-9,8-4 SAA","11-12,5-7 SAA",02/07/20,Win,682,No Location Recorded,6:00 PM,A,270,--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,3,deadball rebound,,Centre,,,
271,23,berry,Centre,Berry,49-44,49,44,"11, 9, 12, 17, 49","16, 7, 13, 8, 44",11,9,12,17,49,16,7,13,8,44,"14-9,8-4 SAA","11-12,5-7 SAA",02/07/20,Win,682,No Location Recorded,6:00 PM,A,271,03:00,,32 (+2),,30,"GOOD FT by MORNING,JANA",Berry 32-30 (+2),,"GOOD FT by MORNING,JANA",3,free throw,good,berry,jana morning,1,180
272,23,berry,Centre,Berry,49-44,49,44,"11, 9, 12, 17, 49","16, 7, 13, 8, 44",11,9,12,17,49,16,7,13,8,44,"14-9,8-4 SAA","11-12,5-7 SAA",02/07/20,Win,682,No Location Recorded,6:00 PM,A,272,02:36,"FOUL  by HICKS,ELLEN",,,,,,,"FOUL  by HICKS,ELLEN",3,foul,,Centre,ellen hicks,,156
273,23,berry,Centre,Berry,49-44,49,44,"11, 9, 12, 17, 49","16, 7, 13, 8, 44",11,9,12,17,49,16,7,13,8,44,"14-9,8-4 SAA","11-12,5-7 SAA",02/07/20,Win,682,No Location Recorded,6:00 PM,A,273,02:36,"TURNOVER  by HICKS,ELLEN",,,,,,,"TURNOVER  by HICKS,ELLEN",3,turnover,,Centre,ellen hicks,,156
274,23,berry,Centre,Berry,49-44,49,44,"11, 9, 12, 17, 49","16, 7, 13, 8, 44",11,9,12,17,49,16,7,13,8,44,"14-9,8-4 SAA","11-12,5-7 SAA",02/07/20,Win,682,No Location Recorded,6:00 PM,A,274,02:19,,,,,"TURNOVER  by BLANKENSHIP,SYDNEY",,,"TURNOVER  by BLANKENSHIP,SYDNEY",3,turnover,,berry,sydney blankenship,,139
275,23,berry,Centre,Berry,49-44,49,44,"11, 9, 12, 17, 49","16, 7, 13, 8, 44",11,9,12,17,49,16,7,13,8,44,"14-9,8-4 SAA","11-12,5-7 SAA",02/07/20,Win,682,No Location Recorded,6:00 PM,A,275,02:19,,,,,"SUB OUT by SANDMAN,MADELINE",,,"SUB OUT by SANDMAN,MADELINE",3,subbing out,,berry,madeline sandman,,139
276,23,berry,Centre,Berry,49-44,49,44,"11, 9, 12, 17, 49","16, 7, 13, 8, 44",11,9,12,17,49,16,7,13,8,44,"14-9,8-4 SAA","11-12,5-7 SAA",02/07/20,Win,682,No Location Recorded,6:00 PM,A,276,02:19,,,,,"SUB IN by MOORE,KENNEDY",,,"SUB IN by MOORE,KENNEDY",3,subbing in,,berry,kennedy moore,,139
277,23,berry,Centre,Berry,49-44,49,44,"11, 9, 12, 17, 49","16, 7, 13, 8, 44",11,9,12,17,49,16,7,13,8,44,"14-9,8-4 SAA","11-12,5-7 SAA",02/07/20,Win,682,No Location Recorded,6:00 PM,A,277,02:19,"SUB OUT by HICKS,ELLEN",,,,,,,"SUB OUT by HICKS,ELLEN",3,subbing out,,Centre,ellen hicks,,139
278,23,berry,Centre,Berry,49-44,49,44,"11, 9, 12, 17, 49","16, 7, 13, 8, 44",11,9,12,17,49,16,7,13,8,44,"14-9,8-4 SAA","11-12,5-7 SAA",02/07/20,Win,682,No Location Recorded,6:00 PM,A,278,02:19,"SUB IN by FEE,MIKAYLA",,,,,,,"SUB IN by FEE,MIKAYLA",3,subbing in,,Centre,mikayla fee,,139
279,23,berry,Centre,Berry,49-44,49,44,"11, 9, 12, 17, 49","16, 7, 13, 8, 44",11,9,12,17,49,16,7,13,8,44,"14-9,8-4 SAA","11-12,5-7 SAA",02/07/20,Win,682,No Location Recorded,6:00 PM,A,279,02:17,"TURNOVER  by WEHBY,ABIGAIL",,,,,,,"TURNOVER  by WEHBY,ABIGAIL",3,turnover,,Centre,abigail wehby,,137
280,23,berry,Centre,Berry,49-44,49,44,"11, 9, 12, 17, 49","16, 7, 13, 8, 44",11,9,12,17,49,16,7,13,8,44,"14-9,8-4 SAA","11-12,5-7 SAA",02/07/20,Win,682,No Location Recorded,6:00 PM,A,280,02:17,,,,,"STEAL  by WASHINGTON,RAVEN",,,"STEAL  by WASHINGTON,RAVEN",3,steal,,berry,,,137
281,23,berry,Centre,Berry,49-44,49,44,"11, 9, 12, 17, 49","16, 7, 13, 8, 44",11,9,12,17,49,16,7,13,8,44,"14-9,8-4 SAA","11-12,5-7 SAA",02/07/20,Win,682,No Location Recorded,6:00 PM,A,281,01:47,,,,,"MISS 3PTR by FRAZIER,CAPRI",,,"MISS 3PTR by FRAZIER,CAPRI",3,three pointer,missed,berry,capri frazier,,107
282,23,berry,Centre,Berry,49-44,49,44,"11, 9, 12, 17, 49","16, 7, 13, 8, 44",11,9,12,17,49,16,7,13,8,44,"14-9,8-4 SAA","11-12,5-7 SAA",02/07/20,Win,682,No Location Recorded,6:00 PM,A,282,--,,,,,"REBOUND OFF by MOORE,KENNEDY",,,"REBOUND OFF by MOORE,KENNEDY",3,offensive rebound,,berry,kennedy moore,,
283,23,berry,Centre,Berry,49-44,49,44,"11, 9, 12, 17, 49","16, 7, 13, 8, 44",11,9,12,17,49,16,7,13,8,44,"14-9,8-4 SAA","11-12,5-7 SAA",02/07/20,Win,682,No Location Recorded,6:00 PM,A,283,01:25,,32,,33 (+1),"GOOD 3PTR by BLANKENSHIP,SYDNEY",Berry 32-33 (-1),,"GOOD 3PTR by BLANKENSHIP,SYDNEY",3,three pointer,good,berry,sydney blankenship,3,85
284,23,berry,Centre,Berry,49-44,49,44,"11, 9, 12, 17, 49","16, 7, 13, 8, 44",11,9,12,17,49,16,7,13,8,44,"14-9,8-4 SAA","11-12,5-7 SAA",02/07/20,Win,682,No Location Recorded,6:00 PM,A,284,01:14,,,,,"FOUL  by MORNING,JANA",,,"FOUL  by MORNING,JANA",3,foul,,berry,jana morning,,74
285,23,berry,Centre,Berry,49-44,49,44,"11, 9, 12, 17, 49","16, 7, 13, 8, 44",11,9,12,17,49,16,7,13,8,44,"14-9,8-4 SAA","11-12,5-7 SAA",02/07/20,Win,682,No Location Recorded,6:00 PM,A,285,01:14,,,,,"SUB OUT by WASHINGTON,RAVEN",,,"SUB OUT by WASHINGTON,RAVEN",3,subbing out,,berry,raven washington,,74
286,23,berry,Centre,Berry,49-44,49,44,"11, 9, 12, 17, 49","16, 7, 13, 8, 44",11,9,12,17,49,16,7,13,8,44,"14-9,8-4 SAA","11-12,5-7 SAA",02/07/20,Win,682,No Location Recorded,6:00 PM,A,286,01:14,,,,,"SUB IN by PARSONS,EVELINE",,,"SUB IN by PARSONS,EVELINE",3,subbing in,,berry,eveline parsons,,74
287,23,berry,Centre,Berry,49-44,49,44,"11, 9, 12, 17, 49","16, 7, 13, 8, 44",11,9,12,17,49,16,7,13,8,44,"14-9,8-4 SAA","11-12,5-7 SAA",02/07/20,Win,682,No Location Recorded,6:00 PM,A,287,01:01,"MISS LAYUP by WILSON,KAT(in the paint)",,,,,,,"MISS LAYUP by WILSON,KAT(in the paint)",3,layup,missed,Centre,kat wilson,,61
288,23,berry,Centre,Berry,49-44,49,44,"11, 9, 12, 17, 49","16, 7, 13, 8, 44",11,9,12,17,49,16,7,13,8,44,"14-9,8-4 SAA","11-12,5-7 SAA",02/07/20,Win,682,No Location Recorded,6:00 PM,A,288,--,,,,,"REBOUND DEF by MORNING,JANA",,,"REBOUND DEF by MORNING,JANA",3,defensive rebound,,berry,jana morning,,
289,23,berry,Centre,Berry,49-44,49,44,"11, 9, 12, 17, 49","16, 7, 13, 8, 44",11,9,12,17,49,16,7,13,8,44,"14-9,8-4 SAA","11-12,5-7 SAA",02/07/20,Win,682,No Location Recorded,6:00 PM,A,289,00:44,"SUB OUT by JENNINGS,RACHEL",,,,,,,"SUB OUT by JENNINGS,RACHEL",3,subbing out,,Centre,rachel jennings,,44
290,23,berry,Centre,Berry,49-44,49,44,"11, 9, 12, 17, 49","16, 7, 13, 8, 44",11,9,12,17,49,16,7,13,8,44,"14-9,8-4 SAA","11-12,5-7 SAA",02/07/20,Win,682,No Location Recorded,6:00 PM,A,290,00:44,"SUB IN by WILSON,KAT",,,,,,,"SUB IN by WILSON,KAT",3,subbing in,,Centre,kat wilson,,44
291,23,berry,Centre,Berry,49-44,49,44,"11, 9, 12, 17, 49","16, 7, 13, 8, 44",11,9,12,17,49,16,7,13,8,44,"14-9,8-4 SAA","11-12,5-7 SAA",02/07/20,Win,682,No Location Recorded,6:00 PM,A,291,00:38,,32,,36 (+4),"GOOD 3PTR by PARSONS,EVELINE",Berry 32-36 (-4),,"GOOD 3PTR by PARSONS,EVELINE",3,three pointer,good,berry,eveline parsons,3,38
292,23,berry,Centre,Berry,49-44,49,44,"11, 9, 12, 17, 49","16, 7, 13, 8, 44",11,9,12,17,49,16,7,13,8,44,"14-9,8-4 SAA","11-12,5-7 SAA",02/07/20,Win,682,No Location Recorded,6:00 PM,A,292,--,,,,,"ASSIST  by MORNING,JANA",,,"ASSIST  by MORNING,JANA",3,assist,,berry,jana morning,,
293,23,berry,Centre,Berry,49-44,49,44,"11, 9, 12, 17, 49","16, 7, 13, 8, 44",11,9,12,17,49,16,7,13,8,44,"14-9,8-4 SAA","11-12,5-7 SAA",02/07/20,Win,682,No Location Recorded,6:00 PM,A,293,00:20,"MISS 3PTR by MURRAY,KYLEE",,,,,,,"MISS 3PTR by MURRAY,KYLEE",3,three pointer,missed,Centre,kylee murray,,20
294,23,berry,Centre,Berry,49-44,49,44,"11, 9, 12, 17, 49","16, 7, 13, 8, 44",11,9,12,17,49,16,7,13,8,44,"14-9,8-4 SAA","11-12,5-7 SAA",02/07/20,Win,682,No Location Recorded,6:00 PM,A,294,--,,,,,"REBOUND DEF by BLANKENSHIP,SYDNEY",,,"REBOUND DEF by BLANKENSHIP,SYDNEY",3,defensive rebound,,berry,sydney blankenship,,
295,23,berry,Centre,Berry,49-44,49,44,"11, 9, 12, 17, 49","16, 7, 13, 8, 44",11,9,12,17,49,16,7,13,8,44,"14-9,8-4 SAA","11-12,5-7 SAA",02/07/20,Win,682,No Location Recorded,6:00 PM,A,295,Start Period 4,,,,,,,,,4,,,,,,
296,23,berry,Centre,Berry,49-44,49,44,"11, 9, 12, 17, 49","16, 7, 13, 8, 44",11,9,12,17,49,16,7,13,8,44,"14-9,8-4 SAA","11-12,5-7 SAA",02/07/20,Win,682,No Location Recorded,6:00 PM,A,296,10:00,,,,,"SUB OUT by FRAZIER,CAPRI",,,"SUB OUT by FRAZIER,CAPRI",4,subbing out,,berry,capri frazier,,600
297,23,berry,Centre,Berry,49-44,49,44,"11, 9, 12, 17, 49","16, 7, 13, 8, 44",11,9,12,17,49,16,7,13,8,44,"14-9,8-4 SAA","11-12,5-7 SAA",02/07/20,Win,682,No Location Recorded,6:00 PM,A,297,10:00,,,,,"SUB IN by SMITH,MCKENZIE",,,"SUB IN by SMITH,MCKENZIE",4,subbing in,,berry,mckenzie smith,,600
298,23,berry,Centre,Berry,49-44,49,44,"11, 9, 12, 17, 49","16, 7, 13, 8, 44",11,9,12,17,49,16,7,13,8,44,"14-9,8-4 SAA","11-12,5-7 SAA",02/07/20,Win,682,No Location Recorded,6:00 PM,A,298,10:00,"SUB OUT by MURRAY,KYLEE",,,,,,,"SUB OUT by MURRAY,KYLEE",4,subbing out,,Centre,kylee murray,,600
299,23,berry,Centre,Berry,49-44,49,44,"11, 9, 12, 17, 49","16, 7, 13, 8, 44",11,9,12,17,49,16,7,13,8,44,"14-9,8-4 SAA","11-12,5-7 SAA",02/07/20,Win,682,No Location Recorded,6:00 PM,A,299,10:00,"SUB OUT by THACKER,JOSIE",,,,,,,"SUB OUT by THACKER,JOSIE",4,subbing out,,Centre,josie thacker,,600
300,23,berry,Centre,Berry,49-44,49,44,"11, 9, 12, 17, 49","16, 7, 13, 8, 44",11,9,12,17,49,16,7,13,8,44,"14-9,8-4 SAA","11-12,5-7 SAA",02/07/20,Win,682,No Location Recorded,6:00 PM,A,300,10:00,"SUB IN by HICKS,ELLEN",,,,,,,"SUB IN by HICKS,ELLEN",4,subbing in,,Centre,ellen hicks,,600
301,23,berry,Centre,Berry,49-44,49,44,"11, 9, 12, 17, 49","16, 7, 13, 8, 44",11,9,12,17,49,16,7,13,8,44,"14-9,8-4 SAA","11-12,5-7 SAA",02/07/20,Win,682,No Location Recorded,6:00 PM,A,301,10:00,"SUB IN by MARCUM,MADISON",,,,,,,"SUB IN by MARCUM,MADISON",4,subbing in,,Centre,madison marcum,,600
302,23,berry,Centre,Berry,49-44,49,44,"11, 9, 12, 17, 49","16, 7, 13, 8, 44",11,9,12,17,49,16,7,13,8,44,"14-9,8-4 SAA","11-12,5-7 SAA",02/07/20,Win,682,No Location Recorded,6:00 PM,A,302,09:43,"GOOD 3PTR by WILSON,KAT",35,,36 (+1),,Centre 35-36 (-1),,"GOOD 3PTR by WILSON,KAT",4,three pointer,good,Centre,kat wilson,3,583
303,23,berry,Centre,Berry,49-44,49,44,"11, 9, 12, 17, 49","16, 7, 13, 8, 44",11,9,12,17,49,16,7,13,8,44,"14-9,8-4 SAA","11-12,5-7 SAA",02/07/20,Win,682,No Location Recorded,6:00 PM,A,303,--,"ASSIST  by WEHBY,ABIGAIL",,,,,,,"ASSIST  by WEHBY,ABIGAIL",4,assist,,Centre,abigail wehby,,
304,23,berry,Centre,Berry,49-44,49,44,"11, 9, 12, 17, 49","16, 7, 13, 8, 44",11,9,12,17,49,16,7,13,8,44,"14-9,8-4 SAA","11-12,5-7 SAA",02/07/20,Win,682,No Location Recorded,6:00 PM,A,304,09:11,,35,,38 (+3),"GOOD LAYUP by SMITH,MCKENZIE(in the paint)",Berry 35-38 (-3),,"GOOD LAYUP by SMITH,MCKENZIE(in the paint)",4,layup,good,berry,mckenzie smith,2,551
305,23,berry,Centre,Berry,49-44,49,44,"11, 9, 12, 17, 49","16, 7, 13, 8, 44",11,9,12,17,49,16,7,13,8,44,"14-9,8-4 SAA","11-12,5-7 SAA",02/07/20,Win,682,No Location Recorded,6:00 PM,A,305,--,,,,,"ASSIST  by MOORE,KENNEDY",,,"ASSIST  by MOORE,KENNEDY",4,assist,,berry,kennedy moore,,
306,23,berry,Centre,Berry,49-44,49,44,"11, 9, 12, 17, 49","16, 7, 13, 8, 44",11,9,12,17,49,16,7,13,8,44,"14-9,8-4 SAA","11-12,5-7 SAA",02/07/20,Win,682,No Location Recorded,6:00 PM,A,306,08:53,,,,,"FOUL  by PARSONS,EVELINE",,,"FOUL  by PARSONS,EVELINE",4,foul,,berry,eveline parsons,,533
307,23,berry,Centre,Berry,49-44,49,44,"11, 9, 12, 17, 49","16, 7, 13, 8, 44",11,9,12,17,49,16,7,13,8,44,"14-9,8-4 SAA","11-12,5-7 SAA",02/07/20,Win,682,No Location Recorded,6:00 PM,A,307,08:30,"MISS 3PTR by FEE,MIKAYLA",,,,,,,"MISS 3PTR by FEE,MIKAYLA",4,three pointer,missed,Centre,mikayla fee,,510
308,23,berry,Centre,Berry,49-44,49,44,"11, 9, 12, 17, 49","16, 7, 13, 8, 44",11,9,12,17,49,16,7,13,8,44,"14-9,8-4 SAA","11-12,5-7 SAA",02/07/20,Win,682,No Location Recorded,6:00 PM,A,308,--,,,,,"REBOUND DEF by PARSONS,EVELINE",,,"REBOUND DEF by PARSONS,EVELINE",4,defensive rebound,,berry,eveline parsons,,
309,23,berry,Centre,Berry,49-44,49,44,"11, 9, 12, 17, 49","16, 7, 13, 8, 44",11,9,12,17,49,16,7,13,8,44,"14-9,8-4 SAA","11-12,5-7 SAA",02/07/20,Win,682,No Location Recorded,6:00 PM,A,309,08:08,,,,,"TURNOVER  by PARSONS,EVELINE",,,"TURNOVER  by PARSONS,EVELINE",4,turnover,,berry,eveline parsons,,488
310,23,berry,Centre,Berry,49-44,49,44,"11, 9, 12, 17, 49","16, 7, 13, 8, 44",11,9,12,17,49,16,7,13,8,44,"14-9,8-4 SAA","11-12,5-7 SAA",02/07/20,Win,682,No Location Recorded,6:00 PM,A,310,08:08,"STEAL  by MARCUM,MADISON",,,,,,,"STEAL  by MARCUM,MADISON",4,steal,,Centre,,,488
311,23,berry,Centre,Berry,49-44,49,44,"11, 9, 12, 17, 49","16, 7, 13, 8, 44",11,9,12,17,49,16,7,13,8,44,"14-9,8-4 SAA","11-12,5-7 SAA",02/07/20,Win,682,No Location Recorded,6:00 PM,A,311,08:03,"TURNOVER  by MARCUM,MADISON",,,,,,,"TURNOVER  by MARCUM,MADISON",4,turnover,,Centre,madison marcum,,483
312,23,berry,Centre,Berry,49-44,49,44,"11, 9, 12, 17, 49","16, 7, 13, 8, 44",11,9,12,17,49,16,7,13,8,44,"14-9,8-4 SAA","11-12,5-7 SAA",02/07/20,Win,682,No Location Recorded,6:00 PM,A,312,08:03,,,,,"SUB OUT by PARSONS,EVELINE",,,"SUB OUT by PARSONS,EVELINE",4,subbing out,,berry,eveline parsons,,483
313,23,berry,Centre,Berry,49-44,49,44,"11, 9, 12, 17, 49","16, 7, 13, 8, 44",11,9,12,17,49,16,7,13,8,44,"14-9,8-4 SAA","11-12,5-7 SAA",02/07/20,Win,682,No Location Recorded,6:00 PM,A,313,08:03,,,,,"SUB OUT by MOORE,KENNEDY",,,"SUB OUT by MOORE,KENNEDY",4,subbing out,,berry,kennedy moore,,483
314,23,berry,Centre,Berry,49-44,49,44,"11, 9, 12, 17, 49","16, 7, 13, 8, 44",11,9,12,17,49,16,7,13,8,44,"14-9,8-4 SAA","11-12,5-7 SAA",02/07/20,Win,682,No Location Recorded,6:00 PM,A,314,08:03,,,,,"SUB IN by SANDMAN,MADELINE",,,"SUB IN by SANDMAN,MADELINE",4,subbing in,,berry,madeline sandman,,483
315,23,berry,Centre,Berry,49-44,49,44,"11, 9, 12, 17, 49","16, 7, 13, 8, 44",11,9,12,17,49,16,7,13,8,44,"14-9,8-4 SAA","11-12,5-7 SAA",02/07/20,Win,682,No Location Recorded,6:00 PM,A,315,08:03,,,,,"SUB IN by WASHINGTON,RAVEN",,,"SUB IN by WASHINGTON,RAVEN",4,subbing in,,berry,raven washington,,483
316,23,berry,Centre,Berry,49-44,49,44,"11, 9, 12, 17, 49","16, 7, 13, 8, 44",11,9,12,17,49,16,7,13,8,44,"14-9,8-4 SAA","11-12,5-7 SAA",02/07/20,Win,682,No Location Recorded,6:00 PM,A,316,07:39,,,,,"MISS LAYUP by BLANKENSHIP,SYDNEY(in the paint)",,,"MISS LAYUP by BLANKENSHIP,SYDNEY(in the paint)",4,layup,missed,berry,sydney blankenship,,459
317,23,berry,Centre,Berry,49-44,49,44,"11, 9, 12, 17, 49","16, 7, 13, 8, 44",11,9,12,17,49,16,7,13,8,44,"14-9,8-4 SAA","11-12,5-7 SAA",02/07/20,Win,682,No Location Recorded,6:00 PM,A,317,--,"REBOUND DEF by HICKS,ELLEN",,,,,,,"REBOUND DEF by HICKS,ELLEN",4,defensive rebound,,Centre,ellen hicks,,
318,23,berry,Centre,Berry,49-44,49,44,"11, 9, 12, 17, 49","16, 7, 13, 8, 44",11,9,12,17,49,16,7,13,8,44,"14-9,8-4 SAA","11-12,5-7 SAA",02/07/20,Win,682,No Location Recorded,6:00 PM,A,318,07:13,"GOOD JUMPER by WEHBY,ABIGAIL(in the paint)",37,,38 (+1),,Centre 37-38 (-1),,"GOOD JUMPER by WEHBY,ABIGAIL(in the paint)",4,jumper,good,Centre,abigail wehby,2,433
319,23,berry,Centre,Berry,49-44,49,44,"11, 9, 12, 17, 49","16, 7, 13, 8, 44",11,9,12,17,49,16,7,13,8,44,"14-9,8-4 SAA","11-12,5-7 SAA",02/07/20,Win,682,No Location Recorded,6:00 PM,A,319,06:57,,,,,"MISS JUMPER by MORNING,JANA(in the paint)",,,"MISS JUMPER by MORNING,JANA(in the paint)",4,jumper,missed,berry,jana morning,,417
320,23,berry,Centre,Berry,49-44,49,44,"11, 9, 12, 17, 49","16, 7, 13, 8, 44",11,9,12,17,49,16,7,13,8,44,"14-9,8-4 SAA","11-12,5-7 SAA",02/07/20,Win,682,No Location Recorded,6:00 PM,A,320,--,"REBOUND DEF by WEHBY,ABIGAIL",,,,,,,"REBOUND DEF by WEHBY,ABIGAIL",4,defensive rebound,,Centre,abigail wehby,,
321,23,berry,Centre,Berry,49-44,49,44,"11, 9, 12, 17, 49","16, 7, 13, 8, 44",11,9,12,17,49,16,7,13,8,44,"14-9,8-4 SAA","11-12,5-7 SAA",02/07/20,Win,682,No Location Recorded,6:00 PM,A,321,06:48,"GOOD LAYUP by HICKS,ELLEN(in the paint)",39 (+1),,38,,Centre 39-38 (+1),,"GOOD LAYUP by HICKS,ELLEN(in the paint)",4,layup,good,Centre,ellen hicks,2,408
322,23,berry,Centre,Berry,49-44,49,44,"11, 9, 12, 17, 49","16, 7, 13, 8, 44",11,9,12,17,49,16,7,13,8,44,"14-9,8-4 SAA","11-12,5-7 SAA",02/07/20,Win,682,No Location Recorded,6:00 PM,A,322,--,"ASSIST  by WEHBY,ABIGAIL",,,,,,,"ASSIST  by WEHBY,ABIGAIL",4,assist,,Centre,abigail wehby,,
