,game,opponent name,boxscore_visitor_name,boxscore_home_name,final score,centreFinalScore,opponentFinalScore,centreScoreByPeriod,opponentScoreByPeriod,centreScorePeriod1,centreScorePeriod2,centreScorePeriod3,centreScorePeriod4,centreScorePeriod5,opponentScorePeriod1,opponentScorePeriod2,opponentScorePeriod3,opponentScorePeriod4,opponentScorePeriod5,centreRecord,opponentRecord,gameDate,outcome,attendance,gameLocation,gameTime,homeGame,,Time Remaining,MVILLE,Away Team Score,Play Team Indicator,Home Team Score,Centre,Game Score,Team Indicator,Play,period number,Play Type,Shot Outcome,Team,Player,Points Earned,Time(seconds)
60,4,maryville,Maryville (TN),Centre,50-66,50,66,"11, 18, 9, 12, 50","15, 15, 17, 19, 66",11,18,9,12,50,15,15,17,19,66,"1-3,0-0 SAA","4-1,0-0 USA South",11/23/19,Lose,258,No Location Recorded,3:00 PM,H,60,04:17,,,,,"SUB IN by HICKS,ELLEN",,,"SUB IN by HICKS,ELLEN",1,subbing in,,Centre,ellen hicks,,257
61,4,maryville,Maryville (TN),Centre,50-66,50,66,"11, 18, 9, 12, 50","15, 15, 17, 19, 66",11,18,9,12,50,15,15,17,19,66,"1-3,0-0 SAA","4-1,0-0 USA South",11/23/19,Lose,258,No Location Recorded,3:00 PM,H,61,04:17,,,,,"SUB IN by WEHBY,ABIGAIL",,,"SUB IN by WEHBY,ABIGAIL",1,subbing in,,Centre,abigail wehby,,257
62,4,maryville,Maryville (TN),Centre,50-66,50,66,"11, 18, 9, 12, 50","15, 15, 17, 19, 66",11,18,9,12,50,15,15,17,19,66,"1-3,0-0 SAA","4-1,0-0 USA South",11/23/19,Lose,258,No Location Recorded,3:00 PM,H,62,04:17,,,,,"SUB IN by FEE,MIKAYLA",,,"SUB IN by FEE,MIKAYLA",1,subbing in,,Centre,mikayla fee,,257
63,4,maryville,Maryville (TN),Centre,50-66,50,66,"11, 18, 9, 12, 50","15, 15, 17, 19, 66",11,18,9,12,50,15,15,17,19,66,"1-3,0-0 SAA","4-1,0-0 USA South",11/23/19,Lose,258,No Location Recorded,3:00 PM,H,63,04:17,"SUB OUT by JERROLDS,HOLLAND",,,,,,,"SUB OUT by JERROLDS,HOLLAND",1,subbing out,,maryville (tn),holland jerrolds,,257
64,4,maryville,Maryville (TN),Centre,50-66,50,66,"11, 18, 9, 12, 50","15, 15, 17, 19, 66",11,18,9,12,50,15,15,17,19,66,"1-3,0-0 SAA","4-1,0-0 USA South",11/23/19,Lose,258,No Location Recorded,3:00 PM,H,64,04:17,"SUB IN by WANDELL,KELLEY",,,,,,,"SUB IN by WANDELL,KELLEY",1,subbing in,,maryville (tn),kelley wandell,,257
65,4,maryville,Maryville (TN),Centre,50-66,50,66,"11, 18, 9, 12, 50","15, 15, 17, 19, 66",11,18,9,12,50,15,15,17,19,66,"1-3,0-0 SAA","4-1,0-0 USA South",11/23/19,Lose,258,No Location Recorded,3:00 PM,H,65,04:17,"MISS FT by VARNEY,KLAIRE",,,,,,,"MISS FT by VARNEY,KLAIRE",1,free throw,missed,maryville (tn),klaire varney,,257
66,4,maryville,Maryville (TN),Centre,50-66,50,66,"11, 18, 9, 12, 50","15, 15, 17, 19, 66",11,18,9,12,50,15,15,17,19,66,"1-3,0-0 SAA","4-1,0-0 USA South",11/23/19,Lose,258,No Location Recorded,3:00 PM,H,66,--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,1,deadball rebound,,Centre,,,
67,4,maryville,Maryville (TN),Centre,50-66,50,66,"11, 18, 9, 12, 50","15, 15, 17, 19, 66",11,18,9,12,50,15,15,17,19,66,"1-3,0-0 SAA","4-1,0-0 USA South",11/23/19,Lose,258,No Location Recorded,3:00 PM,H,67,04:17,"MISS FT by VARNEY,KLAIRE",,,,,,,"MISS FT by VARNEY,KLAIRE",1,free throw,missed,maryville (tn),klaire varney,,257
68,4,maryville,Maryville (TN),Centre,50-66,50,66,"11, 18, 9, 12, 50","15, 15, 17, 19, 66",11,18,9,12,50,15,15,17,19,66,"1-3,0-0 SAA","4-1,0-0 USA South",11/23/19,Lose,258,No Location Recorded,3:00 PM,H,68,--,,,,,"REBOUND DEF by HICKS,ELLEN",,,"REBOUND DEF by HICKS,ELLEN",1,defensive rebound,,Centre,ellen hicks,,
69,4,maryville,Maryville (TN),Centre,50-66,50,66,"11, 18, 9, 12, 50","15, 15, 17, 19, 66",11,18,9,12,50,15,15,17,19,66,"1-3,0-0 SAA","4-1,0-0 USA South",11/23/19,Lose,258,No Location Recorded,3:00 PM,H,69,03:51,"FOUL  by WANDELL,KELLEY",,,,,,,"FOUL  by WANDELL,KELLEY",1,foul,,maryville (tn),kelley wandell,,231
70,4,maryville,Maryville (TN),Centre,50-66,50,66,"11, 18, 9, 12, 50","15, 15, 17, 19, 66",11,18,9,12,50,15,15,17,19,66,"1-3,0-0 SAA","4-1,0-0 USA South",11/23/19,Lose,258,No Location Recorded,3:00 PM,H,70,03:51,"SUB OUT by VARNEY,KLAIRE",,,,,,,"SUB OUT by VARNEY,KLAIRE",1,subbing out,,maryville (tn),klaire varney,,231
71,4,maryville,Maryville (TN),Centre,50-66,50,66,"11, 18, 9, 12, 50","15, 15, 17, 19, 66",11,18,9,12,50,15,15,17,19,66,"1-3,0-0 SAA","4-1,0-0 USA South",11/23/19,Lose,258,No Location Recorded,3:00 PM,H,71,03:51,"SUB IN by GARDNER,LIBBY",,,,,,,"SUB IN by GARDNER,LIBBY",1,subbing in,,maryville (tn),libby gardner,,231
72,4,maryville,Maryville (TN),Centre,50-66,50,66,"11, 18, 9, 12, 50","15, 15, 17, 19, 66",11,18,9,12,50,15,15,17,19,66,"1-3,0-0 SAA","4-1,0-0 USA South",11/23/19,Lose,258,No Location Recorded,3:00 PM,H,72,03:51,,,,,"MISS FT by WEHBY,ABIGAIL",,,"MISS FT by WEHBY,ABIGAIL",1,free throw,missed,Centre,abigail wehby,,231
73,4,maryville,Maryville (TN),Centre,50-66,50,66,"11, 18, 9, 12, 50","15, 15, 17, 19, 66",11,18,9,12,50,15,15,17,19,66,"1-3,0-0 SAA","4-1,0-0 USA South",11/23/19,Lose,258,No Location Recorded,3:00 PM,H,73,--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,1,deadball rebound,,Centre,,,
74,4,maryville,Maryville (TN),Centre,50-66,50,66,"11, 18, 9, 12, 50","15, 15, 17, 19, 66",11,18,9,12,50,15,15,17,19,66,"1-3,0-0 SAA","4-1,0-0 USA South",11/23/19,Lose,258,No Location Recorded,3:00 PM,H,74,03:51,,4,,5 (+1),"GOOD FT by WEHBY,ABIGAIL",Centre 4-5 (+1),,"GOOD FT by WEHBY,ABIGAIL",1,free throw,good,Centre,abigail wehby,1,231
75,4,maryville,Maryville (TN),Centre,50-66,50,66,"11, 18, 9, 12, 50","15, 15, 17, 19, 66",11,18,9,12,50,15,15,17,19,66,"1-3,0-0 SAA","4-1,0-0 USA South",11/23/19,Lose,258,No Location Recorded,3:00 PM,H,75,03:20,"GOOD 3PTR by CARRUTHERS,COURTNEY",7 (+2),,5,,MVILLE 7-5 (-2),,"GOOD 3PTR by CARRUTHERS,COURTNEY",1,three pointer,good,maryville (tn),courtney carruthers,3,200
76,4,maryville,Maryville (TN),Centre,50-66,50,66,"11, 18, 9, 12, 50","15, 15, 17, 19, 66",11,18,9,12,50,15,15,17,19,66,"1-3,0-0 SAA","4-1,0-0 USA South",11/23/19,Lose,258,No Location Recorded,3:00 PM,H,76,03:02,,7,,7,"GOOD JUMPER by WILSON,KAT",Centre 7-7 (0),,"GOOD JUMPER by WILSON,KAT",1,jumper,good,Centre,kat wilson,2,182
77,4,maryville,Maryville (TN),Centre,50-66,50,66,"11, 18, 9, 12, 50","15, 15, 17, 19, 66",11,18,9,12,50,15,15,17,19,66,"1-3,0-0 SAA","4-1,0-0 USA South",11/23/19,Lose,258,No Location Recorded,3:00 PM,H,77,02:42,"MISS LAYUP by WANDELL,KELLEY(in the paint)",,,,,,,"MISS LAYUP by WANDELL,KELLEY(in the paint)",1,layup,missed,maryville (tn),kelley wandell,,162
78,4,maryville,Maryville (TN),Centre,50-66,50,66,"11, 18, 9, 12, 50","15, 15, 17, 19, 66",11,18,9,12,50,15,15,17,19,66,"1-3,0-0 SAA","4-1,0-0 USA South",11/23/19,Lose,258,No Location Recorded,3:00 PM,H,78,--,,,,,"REBOUND DEF by WEHBY,ABIGAIL",,,"REBOUND DEF by WEHBY,ABIGAIL",1,defensive rebound,,Centre,abigail wehby,,
79,4,maryville,Maryville (TN),Centre,50-66,50,66,"11, 18, 9, 12, 50","15, 15, 17, 19, 66",11,18,9,12,50,15,15,17,19,66,"1-3,0-0 SAA","4-1,0-0 USA South",11/23/19,Lose,258,No Location Recorded,3:00 PM,H,79,02:25,,,,,"MISS JUMPER by HICKS,ELLEN(in the paint)",,,"MISS JUMPER by HICKS,ELLEN(in the paint)",1,jumper,missed,Centre,ellen hicks,,145
80,4,maryville,Maryville (TN),Centre,50-66,50,66,"11, 18, 9, 12, 50","15, 15, 17, 19, 66",11,18,9,12,50,15,15,17,19,66,"1-3,0-0 SAA","4-1,0-0 USA South",11/23/19,Lose,258,No Location Recorded,3:00 PM,H,80,--,"REBOUND DEF by WANDELL,KELLEY",,,,,,,"REBOUND DEF by WANDELL,KELLEY",1,defensive rebound,,maryville (tn),kelley wandell,,
81,4,maryville,Maryville (TN),Centre,50-66,50,66,"11, 18, 9, 12, 50","15, 15, 17, 19, 66",11,18,9,12,50,15,15,17,19,66,"1-3,0-0 SAA","4-1,0-0 USA South",11/23/19,Lose,258,No Location Recorded,3:00 PM,H,81,02:11,"GOOD LAYUP by WANDELL,KELLEY(in the paint)",9 (+2),,7,,MVILLE 9-7 (-2),,"GOOD LAYUP by WANDELL,KELLEY(in the paint)",1,layup,good,maryville (tn),kelley wandell,2,131
82,4,maryville,Maryville (TN),Centre,50-66,50,66,"11, 18, 9, 12, 50","15, 15, 17, 19, 66",11,18,9,12,50,15,15,17,19,66,"1-3,0-0 SAA","4-1,0-0 USA South",11/23/19,Lose,258,No Location Recorded,3:00 PM,H,82,--,"ASSIST  by JOSEPH,ABBI",,,,,,,"ASSIST  by JOSEPH,ABBI",1,assist,,maryville (tn),abbi joseph,,
83,4,maryville,Maryville (TN),Centre,50-66,50,66,"11, 18, 9, 12, 50","15, 15, 17, 19, 66",11,18,9,12,50,15,15,17,19,66,"1-3,0-0 SAA","4-1,0-0 USA South",11/23/19,Lose,258,No Location Recorded,3:00 PM,H,83,01:54,,9,,9,"GOOD LAYUP by FEE,MIKAYLA(in the paint)",Centre 9-9 (0),,"GOOD LAYUP by FEE,MIKAYLA(in the paint)",1,layup,good,Centre,mikayla fee,2,114
84,4,maryville,Maryville (TN),Centre,50-66,50,66,"11, 18, 9, 12, 50","15, 15, 17, 19, 66",11,18,9,12,50,15,15,17,19,66,"1-3,0-0 SAA","4-1,0-0 USA South",11/23/19,Lose,258,No Location Recorded,3:00 PM,H,84,--,,,,,"ASSIST  by WILSON,KAT",,,"ASSIST  by WILSON,KAT",1,assist,,Centre,kat wilson,,
85,4,maryville,Maryville (TN),Centre,50-66,50,66,"11, 18, 9, 12, 50","15, 15, 17, 19, 66",11,18,9,12,50,15,15,17,19,66,"1-3,0-0 SAA","4-1,0-0 USA South",11/23/19,Lose,258,No Location Recorded,3:00 PM,H,85,01:36,"GOOD 3PTR by CARRUTHERS,COURTNEY",12 (+3),,9,,MVILLE 12-9 (-3),,"GOOD 3PTR by CARRUTHERS,COURTNEY",1,three pointer,good,maryville (tn),courtney carruthers,3,96
86,4,maryville,Maryville (TN),Centre,50-66,50,66,"11, 18, 9, 12, 50","15, 15, 17, 19, 66",11,18,9,12,50,15,15,17,19,66,"1-3,0-0 SAA","4-1,0-0 USA South",11/23/19,Lose,258,No Location Recorded,3:00 PM,H,86,01:13,,,,,"MISS 3PTR by JACKSON,HANNAH",,,"MISS 3PTR by JACKSON,HANNAH",1,three pointer,missed,Centre,hannah jackson,,73
87,4,maryville,Maryville (TN),Centre,50-66,50,66,"11, 18, 9, 12, 50","15, 15, 17, 19, 66",11,18,9,12,50,15,15,17,19,66,"1-3,0-0 SAA","4-1,0-0 USA South",11/23/19,Lose,258,No Location Recorded,3:00 PM,H,87,--,,,,,"REBOUND OFF by WILSON,KAT",,,"REBOUND OFF by WILSON,KAT",1,offensive rebound,,Centre,kat wilson,,
88,4,maryville,Maryville (TN),Centre,50-66,50,66,"11, 18, 9, 12, 50","15, 15, 17, 19, 66",11,18,9,12,50,15,15,17,19,66,"1-3,0-0 SAA","4-1,0-0 USA South",11/23/19,Lose,258,No Location Recorded,3:00 PM,H,88,01:07,,12 (+1),,11,"GOOD LAYUP by WILSON,KAT(in the paint)",Centre 12-11 (-1),,"GOOD LAYUP by WILSON,KAT(in the paint)",1,layup,good,Centre,kat wilson,2,67
89,4,maryville,Maryville (TN),Centre,50-66,50,66,"11, 18, 9, 12, 50","15, 15, 17, 19, 66",11,18,9,12,50,15,15,17,19,66,"1-3,0-0 SAA","4-1,0-0 USA South",11/23/19,Lose,258,No Location Recorded,3:00 PM,H,89,00:53,"GOOD LAYUP by CARRUTHERS,COURTNEY(in the paint)",14 (+3),,11,,MVILLE 14-11 (-3),,"GOOD LAYUP by CARRUTHERS,COURTNEY(in the paint)",1,layup,good,maryville (tn),courtney carruthers,2,53
90,4,maryville,Maryville (TN),Centre,50-66,50,66,"11, 18, 9, 12, 50","15, 15, 17, 19, 66",11,18,9,12,50,15,15,17,19,66,"1-3,0-0 SAA","4-1,0-0 USA South",11/23/19,Lose,258,No Location Recorded,3:00 PM,H,90,00:53,,,,,"FOUL  by WEHBY,ABIGAIL",,,"FOUL  by WEHBY,ABIGAIL",1,foul,,Centre,abigail wehby,,53
91,4,maryville,Maryville (TN),Centre,50-66,50,66,"11, 18, 9, 12, 50","15, 15, 17, 19, 66",11,18,9,12,50,15,15,17,19,66,"1-3,0-0 SAA","4-1,0-0 USA South",11/23/19,Lose,258,No Location Recorded,3:00 PM,H,91,00:53,,,,,"SUB OUT by JACKSON,HANNAH",,,"SUB OUT by JACKSON,HANNAH",1,subbing out,,Centre,hannah jackson,,53
92,4,maryville,Maryville (TN),Centre,50-66,50,66,"11, 18, 9, 12, 50","15, 15, 17, 19, 66",11,18,9,12,50,15,15,17,19,66,"1-3,0-0 SAA","4-1,0-0 USA South",11/23/19,Lose,258,No Location Recorded,3:00 PM,H,92,00:53,,,,,"SUB OUT by WILSON,KAT",,,"SUB OUT by WILSON,KAT",1,subbing out,,Centre,kat wilson,,53
93,4,maryville,Maryville (TN),Centre,50-66,50,66,"11, 18, 9, 12, 50","15, 15, 17, 19, 66",11,18,9,12,50,15,15,17,19,66,"1-3,0-0 SAA","4-1,0-0 USA South",11/23/19,Lose,258,No Location Recorded,3:00 PM,H,93,00:53,,,,,"SUB OUT by HICKS,ELLEN",,,"SUB OUT by HICKS,ELLEN",1,subbing out,,Centre,ellen hicks,,53
94,4,maryville,Maryville (TN),Centre,50-66,50,66,"11, 18, 9, 12, 50","15, 15, 17, 19, 66",11,18,9,12,50,15,15,17,19,66,"1-3,0-0 SAA","4-1,0-0 USA South",11/23/19,Lose,258,No Location Recorded,3:00 PM,H,94,00:53,,,,,"SUB OUT by WEHBY,ABIGAIL",,,"SUB OUT by WEHBY,ABIGAIL",1,subbing out,,Centre,abigail wehby,,53
95,4,maryville,Maryville (TN),Centre,50-66,50,66,"11, 18, 9, 12, 50","15, 15, 17, 19, 66",11,18,9,12,50,15,15,17,19,66,"1-3,0-0 SAA","4-1,0-0 USA South",11/23/19,Lose,258,No Location Recorded,3:00 PM,H,95,00:53,,,,,"SUB IN by MURRAY,KYLEE",,,"SUB IN by MURRAY,KYLEE",1,subbing in,,Centre,kylee murray,,53
96,4,maryville,Maryville (TN),Centre,50-66,50,66,"11, 18, 9, 12, 50","15, 15, 17, 19, 66",11,18,9,12,50,15,15,17,19,66,"1-3,0-0 SAA","4-1,0-0 USA South",11/23/19,Lose,258,No Location Recorded,3:00 PM,H,96,00:53,,,,,"SUB IN by JENNINGS,RACHEL",,,"SUB IN by JENNINGS,RACHEL",1,subbing in,,Centre,rachel jennings,,53
97,4,maryville,Maryville (TN),Centre,50-66,50,66,"11, 18, 9, 12, 50","15, 15, 17, 19, 66",11,18,9,12,50,15,15,17,19,66,"1-3,0-0 SAA","4-1,0-0 USA South",11/23/19,Lose,258,No Location Recorded,3:00 PM,H,97,00:53,,,,,"SUB IN by HEROLD,PAYTON",,,"SUB IN by HEROLD,PAYTON",1,subbing in,,Centre,payton herold,,53
98,4,maryville,Maryville (TN),Centre,50-66,50,66,"11, 18, 9, 12, 50","15, 15, 17, 19, 66",11,18,9,12,50,15,15,17,19,66,"1-3,0-0 SAA","4-1,0-0 USA South",11/23/19,Lose,258,No Location Recorded,3:00 PM,H,98,00:53,,,,,"SUB IN by MARCUM,MADISON",,,"SUB IN by MARCUM,MADISON",1,subbing in,,Centre,madison marcum,,53
99,4,maryville,Maryville (TN),Centre,50-66,50,66,"11, 18, 9, 12, 50","15, 15, 17, 19, 66",11,18,9,12,50,15,15,17,19,66,"1-3,0-0 SAA","4-1,0-0 USA South",11/23/19,Lose,258,No Location Recorded,3:00 PM,H,99,00:53,"SUB OUT by JOSEPH,ABBI",,,,,,,"SUB OUT by JOSEPH,ABBI",1,subbing out,,maryville (tn),abbi joseph,,53
100,4,maryville,Maryville (TN),Centre,50-66,50,66,"11, 18, 9, 12, 50","15, 15, 17, 19, 66",11,18,9,12,50,15,15,17,19,66,"1-3,0-0 SAA","4-1,0-0 USA South",11/23/19,Lose,258,No Location Recorded,3:00 PM,H,100,00:53,"SUB OUT by HIX,SHELBY",,,,,,,"SUB OUT by HIX,SHELBY",1,subbing out,,maryville (tn),shelby hix,,53
101,4,maryville,Maryville (TN),Centre,50-66,50,66,"11, 18, 9, 12, 50","15, 15, 17, 19, 66",11,18,9,12,50,15,15,17,19,66,"1-3,0-0 SAA","4-1,0-0 USA South",11/23/19,Lose,258,No Location Recorded,3:00 PM,H,101,00:53,"SUB IN by VARNEY,KLAIRE",,,,,,,"SUB IN by VARNEY,KLAIRE",1,subbing in,,maryville (tn),klaire varney,,53
102,4,maryville,Maryville (TN),Centre,50-66,50,66,"11, 18, 9, 12, 50","15, 15, 17, 19, 66",11,18,9,12,50,15,15,17,19,66,"1-3,0-0 SAA","4-1,0-0 USA South",11/23/19,Lose,258,No Location Recorded,3:00 PM,H,102,00:53,"SUB IN by ECKENROD,ELSA",,,,,,,"SUB IN by ECKENROD,ELSA",1,subbing in,,maryville (tn),elsa eckenrod,,53
103,4,maryville,Maryville (TN),Centre,50-66,50,66,"11, 18, 9, 12, 50","15, 15, 17, 19, 66",11,18,9,12,50,15,15,17,19,66,"1-3,0-0 SAA","4-1,0-0 USA South",11/23/19,Lose,258,No Location Recorded,3:00 PM,H,103,00:53,"GOOD FT by CARRUTHERS,COURTNEY",15 (+4),,11,,MVILLE 15-11 (-4),,"GOOD FT by CARRUTHERS,COURTNEY",1,free throw,good,maryville (tn),courtney carruthers,1,53
104,4,maryville,Maryville (TN),Centre,50-66,50,66,"11, 18, 9, 12, 50","15, 15, 17, 19, 66",11,18,9,12,50,15,15,17,19,66,"1-3,0-0 SAA","4-1,0-0 USA South",11/23/19,Lose,258,No Location Recorded,3:00 PM,H,104,00:35,"FOUL  by GARDNER,LIBBY",,,,,,,"FOUL  by GARDNER,LIBBY",1,foul,,maryville (tn),libby gardner,,35
105,4,maryville,Maryville (TN),Centre,50-66,50,66,"11, 18, 9, 12, 50","15, 15, 17, 19, 66",11,18,9,12,50,15,15,17,19,66,"1-3,0-0 SAA","4-1,0-0 USA South",11/23/19,Lose,258,No Location Recorded,3:00 PM,H,105,00:17,,,,,"MISS 3PTR by MARCUM,MADISON",,,"MISS 3PTR by MARCUM,MADISON",1,three pointer,missed,Centre,madison marcum,,17
106,4,maryville,Maryville (TN),Centre,50-66,50,66,"11, 18, 9, 12, 50","15, 15, 17, 19, 66",11,18,9,12,50,15,15,17,19,66,"1-3,0-0 SAA","4-1,0-0 USA South",11/23/19,Lose,258,No Location Recorded,3:00 PM,H,106,--,"REBOUND DEF by WANDELL,KELLEY",,,,,,,"REBOUND DEF by WANDELL,KELLEY",1,defensive rebound,,maryville (tn),kelley wandell,,
107,4,maryville,Maryville (TN),Centre,50-66,50,66,"11, 18, 9, 12, 50","15, 15, 17, 19, 66",11,18,9,12,50,15,15,17,19,66,"1-3,0-0 SAA","4-1,0-0 USA South",11/23/19,Lose,258,No Location Recorded,3:00 PM,H,107,00:06,"TURNOVER  by CARRUTHERS,COURTNEY",,,,,,,"TURNOVER  by CARRUTHERS,COURTNEY",1,turnover,,maryville (tn),courtney carruthers,,6
108,4,maryville,Maryville (TN),Centre,50-66,50,66,"11, 18, 9, 12, 50","15, 15, 17, 19, 66",11,18,9,12,50,15,15,17,19,66,"1-3,0-0 SAA","4-1,0-0 USA South",11/23/19,Lose,258,No Location Recorded,3:00 PM,H,108,00:00,,,,,"MISS 3PTR by MARCUM,MADISON",,,"MISS 3PTR by MARCUM,MADISON",1,three pointer,missed,Centre,madison marcum,,0
109,4,maryville,Maryville (TN),Centre,50-66,50,66,"11, 18, 9, 12, 50","15, 15, 17, 19, 66",11,18,9,12,50,15,15,17,19,66,"1-3,0-0 SAA","4-1,0-0 USA South",11/23/19,Lose,258,No Location Recorded,3:00 PM,H,109,--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,1,defensive rebound,,Centre,,,
110,4,maryville,Maryville (TN),Centre,50-66,50,66,"11, 18, 9, 12, 50","15, 15, 17, 19, 66",11,18,9,12,50,15,15,17,19,66,"1-3,0-0 SAA","4-1,0-0 USA South",11/23/19,Lose,258,No Location Recorded,3:00 PM,H,110,Start Period 2,,,,,,,,,2,,,,,,
111,4,maryville,Maryville (TN),Centre,50-66,50,66,"11, 18, 9, 12, 50","15, 15, 17, 19, 66",11,18,9,12,50,15,15,17,19,66,"1-3,0-0 SAA","4-1,0-0 USA South",11/23/19,Lose,258,No Location Recorded,3:00 PM,H,111,09:38,"SUB OUT by WANDELL,KELLEY",,,,,,,"SUB OUT by WANDELL,KELLEY",2,subbing out,,maryville (tn),kelley wandell,,578
112,4,maryville,Maryville (TN),Centre,50-66,50,66,"11, 18, 9, 12, 50","15, 15, 17, 19, 66",11,18,9,12,50,15,15,17,19,66,"1-3,0-0 SAA","4-1,0-0 USA South",11/23/19,Lose,258,No Location Recorded,3:00 PM,H,112,09:38,"SUB IN by JERROLDS,HOLLAND",,,,,,,"SUB IN by JERROLDS,HOLLAND",2,subbing in,,maryville (tn),holland jerrolds,,578
113,4,maryville,Maryville (TN),Centre,50-66,50,66,"11, 18, 9, 12, 50","15, 15, 17, 19, 66",11,18,9,12,50,15,15,17,19,66,"1-3,0-0 SAA","4-1,0-0 USA South",11/23/19,Lose,258,No Location Recorded,3:00 PM,H,113,09:32,"MISS LAYUP by VARNEY,KLAIRE(in the paint)",,,,,,,"MISS LAYUP by VARNEY,KLAIRE(in the paint)",2,layup,missed,maryville (tn),klaire varney,,572
114,4,maryville,Maryville (TN),Centre,50-66,50,66,"11, 18, 9, 12, 50","15, 15, 17, 19, 66",11,18,9,12,50,15,15,17,19,66,"1-3,0-0 SAA","4-1,0-0 USA South",11/23/19,Lose,258,No Location Recorded,3:00 PM,H,114,--,,,,,"REBOUND DEF by MURRAY,KYLEE",,,"REBOUND DEF by MURRAY,KYLEE",2,defensive rebound,,Centre,kylee murray,,
115,4,maryville,Maryville (TN),Centre,50-66,50,66,"11, 18, 9, 12, 50","15, 15, 17, 19, 66",11,18,9,12,50,15,15,17,19,66,"1-3,0-0 SAA","4-1,0-0 USA South",11/23/19,Lose,258,No Location Recorded,3:00 PM,H,115,09:14,,,,,"SUB OUT by JENNINGS,RACHEL",,,"SUB OUT by JENNINGS,RACHEL",2,subbing out,,Centre,rachel jennings,,554
116,4,maryville,Maryville (TN),Centre,50-66,50,66,"11, 18, 9, 12, 50","15, 15, 17, 19, 66",11,18,9,12,50,15,15,17,19,66,"1-3,0-0 SAA","4-1,0-0 USA South",11/23/19,Lose,258,No Location Recorded,3:00 PM,H,116,09:14,,,,,"SUB OUT by HEROLD,PAYTON",,,"SUB OUT by HEROLD,PAYTON",2,subbing out,,Centre,payton herold,,554
117,4,maryville,Maryville (TN),Centre,50-66,50,66,"11, 18, 9, 12, 50","15, 15, 17, 19, 66",11,18,9,12,50,15,15,17,19,66,"1-3,0-0 SAA","4-1,0-0 USA South",11/23/19,Lose,258,No Location Recorded,3:00 PM,H,117,09:14,,,,,"SUB OUT by FEE,MIKAYLA",,,"SUB OUT by FEE,MIKAYLA",2,subbing out,,Centre,mikayla fee,,554
118,4,maryville,Maryville (TN),Centre,50-66,50,66,"11, 18, 9, 12, 50","15, 15, 17, 19, 66",11,18,9,12,50,15,15,17,19,66,"1-3,0-0 SAA","4-1,0-0 USA South",11/23/19,Lose,258,No Location Recorded,3:00 PM,H,118,09:14,,,,,"SUB IN by WILSON,KAT",,,"SUB IN by WILSON,KAT",2,subbing in,,Centre,kat wilson,,554
119,4,maryville,Maryville (TN),Centre,50-66,50,66,"11, 18, 9, 12, 50","15, 15, 17, 19, 66",11,18,9,12,50,15,15,17,19,66,"1-3,0-0 SAA","4-1,0-0 USA South",11/23/19,Lose,258,No Location Recorded,3:00 PM,H,119,09:14,,,,,"SUB IN by HICKS,ELLEN",,,"SUB IN by HICKS,ELLEN",2,subbing in,,Centre,ellen hicks,,554
120,4,maryville,Maryville (TN),Centre,50-66,50,66,"11, 18, 9, 12, 50","15, 15, 17, 19, 66",11,18,9,12,50,15,15,17,19,66,"1-3,0-0 SAA","4-1,0-0 USA South",11/23/19,Lose,258,No Location Recorded,3:00 PM,H,120,09:14,,,,,"SUB IN by WEHBY,ABIGAIL",,,"SUB IN by WEHBY,ABIGAIL",2,subbing in,,Centre,abigail wehby,,554
121,4,maryville,Maryville (TN),Centre,50-66,50,66,"11, 18, 9, 12, 50","15, 15, 17, 19, 66",11,18,9,12,50,15,15,17,19,66,"1-3,0-0 SAA","4-1,0-0 USA South",11/23/19,Lose,258,No Location Recorded,3:00 PM,H,121,09:08,,15 (+2),,13,"GOOD JUMPER by WILSON,KAT",Centre 15-13 (-2),,"GOOD JUMPER by WILSON,KAT",2,jumper,good,Centre,kat wilson,2,548
122,4,maryville,Maryville (TN),Centre,50-66,50,66,"11, 18, 9, 12, 50","15, 15, 17, 19, 66",11,18,9,12,50,15,15,17,19,66,"1-3,0-0 SAA","4-1,0-0 USA South",11/23/19,Lose,258,No Location Recorded,3:00 PM,H,122,08:48,"TURNOVER  by CARRUTHERS,COURTNEY",,,,,,,"TURNOVER  by CARRUTHERS,COURTNEY",2,turnover,,maryville (tn),courtney carruthers,,528
123,4,maryville,Maryville (TN),Centre,50-66,50,66,"11, 18, 9, 12, 50","15, 15, 17, 19, 66",11,18,9,12,50,15,15,17,19,66,"1-3,0-0 SAA","4-1,0-0 USA South",11/23/19,Lose,258,No Location Recorded,3:00 PM,H,123,08:48,,,,,"STEAL  by HICKS,ELLEN",,,"STEAL  by HICKS,ELLEN",2,steal,,Centre,,,528
124,4,maryville,Maryville (TN),Centre,50-66,50,66,"11, 18, 9, 12, 50","15, 15, 17, 19, 66",11,18,9,12,50,15,15,17,19,66,"1-3,0-0 SAA","4-1,0-0 USA South",11/23/19,Lose,258,No Location Recorded,3:00 PM,H,124,08:41,,15,,16 (+1),"GOOD 3PTR by WILSON,KAT(fastbreak)",Centre 15-16 (+1),,"GOOD 3PTR by WILSON,KAT(fastbreak)",2,three pointer,good,Centre,kat(fastbreak) wilson,3,521
