,game,opponent name,boxscore_visitor_name,boxscore_home_name,final score,centreFinalScore,opponentFinalScore,centreScoreByPeriod,opponentScoreByPeriod,centreScorePeriod1,centreScorePeriod2,centreScorePeriod3,centreScorePeriod4,centreScorePeriod5,opponentScorePeriod1,opponentScorePeriod2,opponentScorePeriod3,opponentScorePeriod4,opponentScorePeriod5,centreRecord,opponentRecord,gameDate,outcome,attendance,gameLocation,gameTime,homeGame,,Time Remaining,CCW,Away Team Score,Play Team Indicator,Home Team Score,OUW,Game Score,Team Indicator,Play,period number,Play Type,Shot Outcome,Team,Player,Points Earned,Time(seconds)
10,24,oglethorpe,Centre,Oglethorpe,54-64,54,64,"17, 10, 20, 7, 54","16, 15, 17, 16, 64",17,10,20,7,54,16,15,17,16,64,"14-10, 8-5","23-1, 13-0",02/09/20,Lose,No Attendence Recorded,No Location Recorded,1 p.m.,A,10,07:51,"TURNOVER  by HICKS,ELLEN",,,,,,,"TURNOVER  by HICKS,ELLEN",1,turnover,,Centre,ellen hicks,,471
11,24,oglethorpe,Centre,Oglethorpe,54-64,54,64,"17, 10, 20, 7, 54","16, 15, 17, 16, 64",17,10,20,7,54,16,15,17,16,64,"14-10, 8-5","23-1, 13-0",02/09/20,Lose,No Attendence Recorded,No Location Recorded,1 p.m.,A,11,07:51,"SUB IN by MURRAY,KYLEE",,,,,,,"SUB IN by MURRAY,KYLEE",1,subbing in,,Centre,kylee murray,,471
12,24,oglethorpe,Centre,Oglethorpe,54-64,54,64,"17, 10, 20, 7, 54","16, 15, 17, 16, 64",17,10,20,7,54,16,15,17,16,64,"14-10, 8-5","23-1, 13-0",02/09/20,Lose,No Attendence Recorded,No Location Recorded,1 p.m.,A,12,07:51,"SUB OUT by HICKS,ELLEN",,,,,,,"SUB OUT by HICKS,ELLEN",1,subbing out,,Centre,ellen hicks,,471
13,24,oglethorpe,Centre,Oglethorpe,54-64,54,64,"17, 10, 20, 7, 54","16, 15, 17, 16, 64",17,10,20,7,54,16,15,17,16,64,"14-10, 8-5","23-1, 13-0",02/09/20,Lose,No Attendence Recorded,No Location Recorded,1 p.m.,A,13,07:41,,0,,4 (+4),"GOOD LAYUP by VAZQUEZ,AMY(in the paint)",OUW 0-4 (-4),,"GOOD LAYUP by VAZQUEZ,AMY(in the paint)",1,layup,good,oglethorpe,amy vazquez,2,461
14,24,oglethorpe,Centre,Oglethorpe,54-64,54,64,"17, 10, 20, 7, 54","16, 15, 17, 16, 64",17,10,20,7,54,16,15,17,16,64,"14-10, 8-5","23-1, 13-0",02/09/20,Lose,No Attendence Recorded,No Location Recorded,1 p.m.,A,14,07:36,,,,,"SUB IN by DYER,KARLYMARIE",,,"SUB IN by DYER,KARLYMARIE",1,subbing in,,oglethorpe,karlymarie dyer,,456
15,24,oglethorpe,Centre,Oglethorpe,54-64,54,64,"17, 10, 20, 7, 54","16, 15, 17, 16, 64",17,10,20,7,54,16,15,17,16,64,"14-10, 8-5","23-1, 13-0",02/09/20,Lose,No Attendence Recorded,No Location Recorded,1 p.m.,A,15,07:36,,,,,"SUB OUT by BURDGE,AUDREY",,,"SUB OUT by BURDGE,AUDREY",1,subbing out,,oglethorpe,audrey burdge,,456
16,24,oglethorpe,Centre,Oglethorpe,54-64,54,64,"17, 10, 20, 7, 54","16, 15, 17, 16, 64",17,10,20,7,54,16,15,17,16,64,"14-10, 8-5","23-1, 13-0",02/09/20,Lose,No Attendence Recorded,No Location Recorded,1 p.m.,A,16,07:12,"MISS JUMPER by FEE,MIKAYLA",,,,,,,"MISS JUMPER by FEE,MIKAYLA",1,jumper,missed,Centre,mikayla fee,,432
17,24,oglethorpe,Centre,Oglethorpe,54-64,54,64,"17, 10, 20, 7, 54","16, 15, 17, 16, 64",17,10,20,7,54,16,15,17,16,64,"14-10, 8-5","23-1, 13-0",02/09/20,Lose,No Attendence Recorded,No Location Recorded,1 p.m.,A,17,--,"REBOUND OFF by FEE,MIKAYLA",,,,,,,"REBOUND OFF by FEE,MIKAYLA",1,offensive rebound,,Centre,mikayla fee,,
18,24,oglethorpe,Centre,Oglethorpe,54-64,54,64,"17, 10, 20, 7, 54","16, 15, 17, 16, 64",17,10,20,7,54,16,15,17,16,64,"14-10, 8-5","23-1, 13-0",02/09/20,Lose,No Attendence Recorded,No Location Recorded,1 p.m.,A,18,07:09,"TURNOVER  by FEE,MIKAYLA",,,,,,,"TURNOVER  by FEE,MIKAYLA",1,turnover,,Centre,mikayla fee,,429
19,24,oglethorpe,Centre,Oglethorpe,54-64,54,64,"17, 10, 20, 7, 54","16, 15, 17, 16, 64",17,10,20,7,54,16,15,17,16,64,"14-10, 8-5","23-1, 13-0",02/09/20,Lose,No Attendence Recorded,No Location Recorded,1 p.m.,A,19,07:08,,,,,"STEAL  by REED,NIKKI",,,"STEAL  by REED,NIKKI",1,steal,,oglethorpe,,,428
20,24,oglethorpe,Centre,Oglethorpe,54-64,54,64,"17, 10, 20, 7, 54","16, 15, 17, 16, 64",17,10,20,7,54,16,15,17,16,64,"14-10, 8-5","23-1, 13-0",02/09/20,Lose,No Attendence Recorded,No Location Recorded,1 p.m.,A,20,07:05,,,,,"MISS LAYUP by SMITH,TAYLOR",,,"MISS LAYUP by SMITH,TAYLOR",1,layup,missed,oglethorpe,taylor smith,,425
21,24,oglethorpe,Centre,Oglethorpe,54-64,54,64,"17, 10, 20, 7, 54","16, 15, 17, 16, 64",17,10,20,7,54,16,15,17,16,64,"14-10, 8-5","23-1, 13-0",02/09/20,Lose,No Attendence Recorded,No Location Recorded,1 p.m.,A,21,--,"REBOUND DEF by FEE,MIKAYLA",,,,,,,"REBOUND DEF by FEE,MIKAYLA",1,defensive rebound,,Centre,mikayla fee,,
22,24,oglethorpe,Centre,Oglethorpe,54-64,54,64,"17, 10, 20, 7, 54","16, 15, 17, 16, 64",17,10,20,7,54,16,15,17,16,64,"14-10, 8-5","23-1, 13-0",02/09/20,Lose,No Attendence Recorded,No Location Recorded,1 p.m.,A,22,06:52,,,,,"FOUL  by VAZQUEZ,AMY",,,"FOUL  by VAZQUEZ,AMY",1,foul,,oglethorpe,amy vazquez,,412
23,24,oglethorpe,Centre,Oglethorpe,54-64,54,64,"17, 10, 20, 7, 54","16, 15, 17, 16, 64",17,10,20,7,54,16,15,17,16,64,"14-10, 8-5","23-1, 13-0",02/09/20,Lose,No Attendence Recorded,No Location Recorded,1 p.m.,A,23,06:52,"GOOD FT by WEHBY,ABIGAIL",1,,4 (+3),,CCW 1-4 (-3),,"GOOD FT by WEHBY,ABIGAIL",1,free throw,good,Centre,abigail wehby,1,412
24,24,oglethorpe,Centre,Oglethorpe,54-64,54,64,"17, 10, 20, 7, 54","16, 15, 17, 16, 64",17,10,20,7,54,16,15,17,16,64,"14-10, 8-5","23-1, 13-0",02/09/20,Lose,No Attendence Recorded,No Location Recorded,1 p.m.,A,24,06:52,"GOOD FT by WEHBY,ABIGAIL",2,,4 (+2),,CCW 2-4 (-2),,"GOOD FT by WEHBY,ABIGAIL",1,free throw,good,Centre,abigail wehby,1,412
25,24,oglethorpe,Centre,Oglethorpe,54-64,54,64,"17, 10, 20, 7, 54","16, 15, 17, 16, 64",17,10,20,7,54,16,15,17,16,64,"14-10, 8-5","23-1, 13-0",02/09/20,Lose,No Attendence Recorded,No Location Recorded,1 p.m.,A,25,06:52,"SUB IN by JENNINGS,RACHEL",,,,,,,"SUB IN by JENNINGS,RACHEL",1,subbing in,,Centre,rachel jennings,,412
26,24,oglethorpe,Centre,Oglethorpe,54-64,54,64,"17, 10, 20, 7, 54","16, 15, 17, 16, 64",17,10,20,7,54,16,15,17,16,64,"14-10, 8-5","23-1, 13-0",02/09/20,Lose,No Attendence Recorded,No Location Recorded,1 p.m.,A,26,06:52,"SUB IN by THACKER,JOSIE",,,,,,,"SUB IN by THACKER,JOSIE",1,subbing in,,Centre,josie thacker,,412
27,24,oglethorpe,Centre,Oglethorpe,54-64,54,64,"17, 10, 20, 7, 54","16, 15, 17, 16, 64",17,10,20,7,54,16,15,17,16,64,"14-10, 8-5","23-1, 13-0",02/09/20,Lose,No Attendence Recorded,No Location Recorded,1 p.m.,A,27,06:52,"SUB IN by HEROLD,PAYTON",,,,,,,"SUB IN by HEROLD,PAYTON",1,subbing in,,Centre,payton herold,,412
28,24,oglethorpe,Centre,Oglethorpe,54-64,54,64,"17, 10, 20, 7, 54","16, 15, 17, 16, 64",17,10,20,7,54,16,15,17,16,64,"14-10, 8-5","23-1, 13-0",02/09/20,Lose,No Attendence Recorded,No Location Recorded,1 p.m.,A,28,06:52,"SUB IN by HICKS,ELLEN",,,,,,,"SUB IN by HICKS,ELLEN",1,subbing in,,Centre,ellen hicks,,412
29,24,oglethorpe,Centre,Oglethorpe,54-64,54,64,"17, 10, 20, 7, 54","16, 15, 17, 16, 64",17,10,20,7,54,16,15,17,16,64,"14-10, 8-5","23-1, 13-0",02/09/20,Lose,No Attendence Recorded,No Location Recorded,1 p.m.,A,29,06:52,"SUB OUT by WEHBY,ABIGAIL",,,,,,,"SUB OUT by WEHBY,ABIGAIL",1,subbing out,,Centre,abigail wehby,,412
30,24,oglethorpe,Centre,Oglethorpe,54-64,54,64,"17, 10, 20, 7, 54","16, 15, 17, 16, 64",17,10,20,7,54,16,15,17,16,64,"14-10, 8-5","23-1, 13-0",02/09/20,Lose,No Attendence Recorded,No Location Recorded,1 p.m.,A,30,06:52,"SUB OUT by MARCUM,MADISON",,,,,,,"SUB OUT by MARCUM,MADISON",1,subbing out,,Centre,madison marcum,,412
31,24,oglethorpe,Centre,Oglethorpe,54-64,54,64,"17, 10, 20, 7, 54","16, 15, 17, 16, 64",17,10,20,7,54,16,15,17,16,64,"14-10, 8-5","23-1, 13-0",02/09/20,Lose,No Attendence Recorded,No Location Recorded,1 p.m.,A,31,06:52,"SUB OUT by FEE,MIKAYLA",,,,,,,"SUB OUT by FEE,MIKAYLA",1,subbing out,,Centre,mikayla fee,,412
32,24,oglethorpe,Centre,Oglethorpe,54-64,54,64,"17, 10, 20, 7, 54","16, 15, 17, 16, 64",17,10,20,7,54,16,15,17,16,64,"14-10, 8-5","23-1, 13-0",02/09/20,Lose,No Attendence Recorded,No Location Recorded,1 p.m.,A,32,06:52,"SUB OUT by WILSON,KAT",,,,,,,"SUB OUT by WILSON,KAT",1,subbing out,,Centre,kat wilson,,412
33,24,oglethorpe,Centre,Oglethorpe,54-64,54,64,"17, 10, 20, 7, 54","16, 15, 17, 16, 64",17,10,20,7,54,16,15,17,16,64,"14-10, 8-5","23-1, 13-0",02/09/20,Lose,No Attendence Recorded,No Location Recorded,1 p.m.,A,33,06:52,,,,,"SUB IN by GRINDLE,MORGAN",,,"SUB IN by GRINDLE,MORGAN",1,subbing in,,oglethorpe,morgan grindle,,412
34,24,oglethorpe,Centre,Oglethorpe,54-64,54,64,"17, 10, 20, 7, 54","16, 15, 17, 16, 64",17,10,20,7,54,16,15,17,16,64,"14-10, 8-5","23-1, 13-0",02/09/20,Lose,No Attendence Recorded,No Location Recorded,1 p.m.,A,34,06:52,,,,,"SUB IN by DONOVAN,SYDNI",,,"SUB IN by DONOVAN,SYDNI",1,subbing in,,oglethorpe,sydni donovan,,412
35,24,oglethorpe,Centre,Oglethorpe,54-64,54,64,"17, 10, 20, 7, 54","16, 15, 17, 16, 64",17,10,20,7,54,16,15,17,16,64,"14-10, 8-5","23-1, 13-0",02/09/20,Lose,No Attendence Recorded,No Location Recorded,1 p.m.,A,35,06:52,,,,,"SUB OUT by LEGATE,SAVANNAH",,,"SUB OUT by LEGATE,SAVANNAH",1,subbing out,,oglethorpe,savannah legate,,412
36,24,oglethorpe,Centre,Oglethorpe,54-64,54,64,"17, 10, 20, 7, 54","16, 15, 17, 16, 64",17,10,20,7,54,16,15,17,16,64,"14-10, 8-5","23-1, 13-0",02/09/20,Lose,No Attendence Recorded,No Location Recorded,1 p.m.,A,36,06:52,,,,,"SUB OUT by VAZQUEZ,AMY",,,"SUB OUT by VAZQUEZ,AMY",1,subbing out,,oglethorpe,amy vazquez,,412
37,24,oglethorpe,Centre,Oglethorpe,54-64,54,64,"17, 10, 20, 7, 54","16, 15, 17, 16, 64",17,10,20,7,54,16,15,17,16,64,"14-10, 8-5","23-1, 13-0",02/09/20,Lose,No Attendence Recorded,No Location Recorded,1 p.m.,A,37,06:44,,,,,"MISS 3PTR by DYER,KARLYMARIE",,,"MISS 3PTR by DYER,KARLYMARIE",1,three pointer,missed,oglethorpe,karlymarie dyer,,404
38,24,oglethorpe,Centre,Oglethorpe,54-64,54,64,"17, 10, 20, 7, 54","16, 15, 17, 16, 64",17,10,20,7,54,16,15,17,16,64,"14-10, 8-5","23-1, 13-0",02/09/20,Lose,No Attendence Recorded,No Location Recorded,1 p.m.,A,38,--,"REBOUND DEF by THACKER,JOSIE",,,,,,,"REBOUND DEF by THACKER,JOSIE",1,defensive rebound,,Centre,josie thacker,,
39,24,oglethorpe,Centre,Oglethorpe,54-64,54,64,"17, 10, 20, 7, 54","16, 15, 17, 16, 64",17,10,20,7,54,16,15,17,16,64,"14-10, 8-5","23-1, 13-0",02/09/20,Lose,No Attendence Recorded,No Location Recorded,1 p.m.,A,39,06:12,"TURNOVER  by HICKS,ELLEN",,,,,,,"TURNOVER  by HICKS,ELLEN",1,turnover,,Centre,ellen hicks,,372
40,24,oglethorpe,Centre,Oglethorpe,54-64,54,64,"17, 10, 20, 7, 54","16, 15, 17, 16, 64",17,10,20,7,54,16,15,17,16,64,"14-10, 8-5","23-1, 13-0",02/09/20,Lose,No Attendence Recorded,No Location Recorded,1 p.m.,A,40,06:07,,2,,6 (+4),"GOOD JUMPER by REED,NIKKI(fastbreak)",OUW 2-6 (-4),,"GOOD JUMPER by REED,NIKKI(fastbreak)",1,jumper,good,oglethorpe,nikki(fastbreak) reed,2,367
41,24,oglethorpe,Centre,Oglethorpe,54-64,54,64,"17, 10, 20, 7, 54","16, 15, 17, 16, 64",17,10,20,7,54,16,15,17,16,64,"14-10, 8-5","23-1, 13-0",02/09/20,Lose,No Attendence Recorded,No Location Recorded,1 p.m.,A,41,--,,,,,"ASSIST  by GRINDLE,MORGAN",,,"ASSIST  by GRINDLE,MORGAN",1,assist,,oglethorpe,morgan grindle,,
42,24,oglethorpe,Centre,Oglethorpe,54-64,54,64,"17, 10, 20, 7, 54","16, 15, 17, 16, 64",17,10,20,7,54,16,15,17,16,64,"14-10, 8-5","23-1, 13-0",02/09/20,Lose,No Attendence Recorded,No Location Recorded,1 p.m.,A,42,05:34,"GOOD LAYUP by THACKER,JOSIE(in the paint)",4,,6 (+2),,CCW 4-6 (-2),,"GOOD LAYUP by THACKER,JOSIE(in the paint)",1,layup,good,Centre,josie thacker,2,334
43,24,oglethorpe,Centre,Oglethorpe,54-64,54,64,"17, 10, 20, 7, 54","16, 15, 17, 16, 64",17,10,20,7,54,16,15,17,16,64,"14-10, 8-5","23-1, 13-0",02/09/20,Lose,No Attendence Recorded,No Location Recorded,1 p.m.,A,43,--,"ASSIST  by HEROLD,PAYTON",,,,,,,"ASSIST  by HEROLD,PAYTON",1,assist,,Centre,payton herold,,
44,24,oglethorpe,Centre,Oglethorpe,54-64,54,64,"17, 10, 20, 7, 54","16, 15, 17, 16, 64",17,10,20,7,54,16,15,17,16,64,"14-10, 8-5","23-1, 13-0",02/09/20,Lose,No Attendence Recorded,No Location Recorded,1 p.m.,A,44,05:33,,,,,"FOUL  by DYER,KARLYMARIE",,,"FOUL  by DYER,KARLYMARIE",1,foul,,oglethorpe,karlymarie dyer,,333
45,24,oglethorpe,Centre,Oglethorpe,54-64,54,64,"17, 10, 20, 7, 54","16, 15, 17, 16, 64",17,10,20,7,54,16,15,17,16,64,"14-10, 8-5","23-1, 13-0",02/09/20,Lose,No Attendence Recorded,No Location Recorded,1 p.m.,A,45,05:33,"MISS FT by THACKER,JOSIE",,,,,,,"MISS FT by THACKER,JOSIE",1,free throw,missed,Centre,josie thacker,,333
46,24,oglethorpe,Centre,Oglethorpe,54-64,54,64,"17, 10, 20, 7, 54","16, 15, 17, 16, 64",17,10,20,7,54,16,15,17,16,64,"14-10, 8-5","23-1, 13-0",02/09/20,Lose,No Attendence Recorded,No Location Recorded,1 p.m.,A,46,--,,,,,"REBOUND DEF by DONOVAN,SYDNI",,,"REBOUND DEF by DONOVAN,SYDNI",1,defensive rebound,,oglethorpe,sydni donovan,,
47,24,oglethorpe,Centre,Oglethorpe,54-64,54,64,"17, 10, 20, 7, 54","16, 15, 17, 16, 64",17,10,20,7,54,16,15,17,16,64,"14-10, 8-5","23-1, 13-0",02/09/20,Lose,No Attendence Recorded,No Location Recorded,1 p.m.,A,47,05:33,"SUB IN by FEE,MIKAYLA",,,,,,,"SUB IN by FEE,MIKAYLA",1,subbing in,,Centre,mikayla fee,,333
48,24,oglethorpe,Centre,Oglethorpe,54-64,54,64,"17, 10, 20, 7, 54","16, 15, 17, 16, 64",17,10,20,7,54,16,15,17,16,64,"14-10, 8-5","23-1, 13-0",02/09/20,Lose,No Attendence Recorded,No Location Recorded,1 p.m.,A,48,05:33,"SUB OUT by HICKS,ELLEN",,,,,,,"SUB OUT by HICKS,ELLEN",1,subbing out,,Centre,ellen hicks,,333
49,24,oglethorpe,Centre,Oglethorpe,54-64,54,64,"17, 10, 20, 7, 54","16, 15, 17, 16, 64",17,10,20,7,54,16,15,17,16,64,"14-10, 8-5","23-1, 13-0",02/09/20,Lose,No Attendence Recorded,No Location Recorded,1 p.m.,A,49,05:33,,,,,"SUB IN by LEGATE,SAVANNAH",,,"SUB IN by LEGATE,SAVANNAH",1,subbing in,,oglethorpe,savannah legate,,333
50,24,oglethorpe,Centre,Oglethorpe,54-64,54,64,"17, 10, 20, 7, 54","16, 15, 17, 16, 64",17,10,20,7,54,16,15,17,16,64,"14-10, 8-5","23-1, 13-0",02/09/20,Lose,No Attendence Recorded,No Location Recorded,1 p.m.,A,50,05:33,,,,,"SUB IN by VAZQUEZ,AMY",,,"SUB IN by VAZQUEZ,AMY",1,subbing in,,oglethorpe,amy vazquez,,333
51,24,oglethorpe,Centre,Oglethorpe,54-64,54,64,"17, 10, 20, 7, 54","16, 15, 17, 16, 64",17,10,20,7,54,16,15,17,16,64,"14-10, 8-5","23-1, 13-0",02/09/20,Lose,No Attendence Recorded,No Location Recorded,1 p.m.,A,51,05:33,,,,,"SUB OUT by DYER,KARLYMARIE",,,"SUB OUT by DYER,KARLYMARIE",1,subbing out,,oglethorpe,karlymarie dyer,,333
52,24,oglethorpe,Centre,Oglethorpe,54-64,54,64,"17, 10, 20, 7, 54","16, 15, 17, 16, 64",17,10,20,7,54,16,15,17,16,64,"14-10, 8-5","23-1, 13-0",02/09/20,Lose,No Attendence Recorded,No Location Recorded,1 p.m.,A,52,05:33,,,,,"SUB OUT by SMITH,TAYLOR",,,"SUB OUT by SMITH,TAYLOR",1,subbing out,,oglethorpe,taylor smith,,333
53,24,oglethorpe,Centre,Oglethorpe,54-64,54,64,"17, 10, 20, 7, 54","16, 15, 17, 16, 64",17,10,20,7,54,16,15,17,16,64,"14-10, 8-5","23-1, 13-0",02/09/20,Lose,No Attendence Recorded,No Location Recorded,1 p.m.,A,53,05:23,,4,,8 (+4),"GOOD JUMPER by DONOVAN,SYDNI",OUW 4-8 (-4),,"GOOD JUMPER by DONOVAN,SYDNI",1,jumper,good,oglethorpe,sydni donovan,2,323
54,24,oglethorpe,Centre,Oglethorpe,54-64,54,64,"17, 10, 20, 7, 54","16, 15, 17, 16, 64",17,10,20,7,54,16,15,17,16,64,"14-10, 8-5","23-1, 13-0",02/09/20,Lose,No Attendence Recorded,No Location Recorded,1 p.m.,A,54,--,,,,,"ASSIST  by REED,NIKKI",,,"ASSIST  by REED,NIKKI",1,assist,,oglethorpe,nikki reed,,
55,24,oglethorpe,Centre,Oglethorpe,54-64,54,64,"17, 10, 20, 7, 54","16, 15, 17, 16, 64",17,10,20,7,54,16,15,17,16,64,"14-10, 8-5","23-1, 13-0",02/09/20,Lose,No Attendence Recorded,No Location Recorded,1 p.m.,A,55,05:03,"GOOD 3PTR by THACKER,JOSIE",7,,8 (+1),,CCW 7-8 (-1),,"GOOD 3PTR by THACKER,JOSIE",1,three pointer,good,Centre,josie thacker,3,303
56,24,oglethorpe,Centre,Oglethorpe,54-64,54,64,"17, 10, 20, 7, 54","16, 15, 17, 16, 64",17,10,20,7,54,16,15,17,16,64,"14-10, 8-5","23-1, 13-0",02/09/20,Lose,No Attendence Recorded,No Location Recorded,1 p.m.,A,56,--,"ASSIST  by MURRAY,KYLEE",,,,,,,"ASSIST  by MURRAY,KYLEE",1,assist,,Centre,kylee murray,,
57,24,oglethorpe,Centre,Oglethorpe,54-64,54,64,"17, 10, 20, 7, 54","16, 15, 17, 16, 64",17,10,20,7,54,16,15,17,16,64,"14-10, 8-5","23-1, 13-0",02/09/20,Lose,No Attendence Recorded,No Location Recorded,1 p.m.,A,57,04:42,,7,,10 (+3),"GOOD JUMPER by LEGATE,SAVANNAH",OUW 7-10 (-3),,"GOOD JUMPER by LEGATE,SAVANNAH",1,jumper,good,oglethorpe,savannah legate,2,282
58,24,oglethorpe,Centre,Oglethorpe,54-64,54,64,"17, 10, 20, 7, 54","16, 15, 17, 16, 64",17,10,20,7,54,16,15,17,16,64,"14-10, 8-5","23-1, 13-0",02/09/20,Lose,No Attendence Recorded,No Location Recorded,1 p.m.,A,58,--,,,,,"ASSIST  by VAZQUEZ,AMY",,,"ASSIST  by VAZQUEZ,AMY",1,assist,,oglethorpe,amy vazquez,,
59,24,oglethorpe,Centre,Oglethorpe,54-64,54,64,"17, 10, 20, 7, 54","16, 15, 17, 16, 64",17,10,20,7,54,16,15,17,16,64,"14-10, 8-5","23-1, 13-0",02/09/20,Lose,No Attendence Recorded,No Location Recorded,1 p.m.,A,59,04:21,TIMEOUT 20SEC by TEAM,,,,,,,TIMEOUT 20SEC by TEAM,1,timeout,,Centre,,,261
60,24,oglethorpe,Centre,Oglethorpe,54-64,54,64,"17, 10, 20, 7, 54","16, 15, 17, 16, 64",17,10,20,7,54,16,15,17,16,64,"14-10, 8-5","23-1, 13-0",02/09/20,Lose,No Attendence Recorded,No Location Recorded,1 p.m.,A,60,04:16,"SUB IN by MARCUM,MADISON",,,,,,,"SUB IN by MARCUM,MADISON",1,subbing in,,Centre,madison marcum,,256
61,24,oglethorpe,Centre,Oglethorpe,54-64,54,64,"17, 10, 20, 7, 54","16, 15, 17, 16, 64",17,10,20,7,54,16,15,17,16,64,"14-10, 8-5","23-1, 13-0",02/09/20,Lose,No Attendence Recorded,No Location Recorded,1 p.m.,A,61,04:16,"SUB IN by WEHBY,ABIGAIL",,,,,,,"SUB IN by WEHBY,ABIGAIL",1,subbing in,,Centre,abigail wehby,,256
