,game,opponent name,boxscore_visitor_name,boxscore_home_name,final score,centreFinalScore,opponentFinalScore,centreScoreByPeriod,opponentScoreByPeriod,centreScorePeriod1,centreScorePeriod2,centreScorePeriod3,centreScorePeriod4,centreScorePeriod5,opponentScorePeriod1,opponentScorePeriod2,opponentScorePeriod3,opponentScorePeriod4,opponentScorePeriod5,centreRecord,opponentRecord,gameDate,outcome,attendance,gameLocation,gameTime,homeGame,,Time Remaining,HOOD,Away Team Score,Play Team Indicator,Home Team Score,CENTRE-W,Game Score,Team Indicator,Play,period number,Play Type,Shot Outcome,Team,Player,Points Earned,Time(seconds)
64,11,hood,HOOD,Centre Women,78-50,78,50,"15, 28, 20, 15, 78","8, 15, 14, 13, 50",15,28,20,15,78,8,15,14,13,50,5-6,4-7,12/21/19,Win,67,No Location Recorded,2:00 PM,N,64,04:02,,,,,"SUB OUT by ROBERTS,BRIANNA",,,"SUB OUT by ROBERTS,BRIANNA",1,subbing out,,Centre,brianna roberts,,242
65,11,hood,HOOD,Centre Women,78-50,78,50,"15, 28, 20, 15, 78","8, 15, 14, 13, 50",15,28,20,15,78,8,15,14,13,50,5-6,4-7,12/21/19,Win,67,No Location Recorded,2:00 PM,N,65,04:02,,,,,"SUB OUT by WILSON,KAT",,,"SUB OUT by WILSON,KAT",1,subbing out,,Centre,kat wilson,,242
66,11,hood,HOOD,Centre Women,78-50,78,50,"15, 28, 20, 15, 78","8, 15, 14, 13, 50",15,28,20,15,78,8,15,14,13,50,5-6,4-7,12/21/19,Win,67,No Location Recorded,2:00 PM,N,66,04:02,,,,,"SUB OUT by JENNINGS,RACHEL",,,"SUB OUT by JENNINGS,RACHEL",1,subbing out,,Centre,rachel jennings,,242
67,11,hood,HOOD,Centre Women,78-50,78,50,"15, 28, 20, 15, 78","8, 15, 14, 13, 50",15,28,20,15,78,8,15,14,13,50,5-6,4-7,12/21/19,Win,67,No Location Recorded,2:00 PM,N,67,03:51,"FOUL  by NEWSON,MARLISE",,,,,,,"FOUL  by NEWSON,MARLISE",1,foul,,hood,marlise newson,,231
68,11,hood,HOOD,Centre Women,78-50,78,50,"15, 28, 20, 15, 78","8, 15, 14, 13, 50",15,28,20,15,78,8,15,14,13,50,5-6,4-7,12/21/19,Win,67,No Location Recorded,2:00 PM,N,68,03:51,,,,,"MISS FT by HICKS,ELLEN",,,"MISS FT by HICKS,ELLEN",1,free throw,missed,Centre,ellen hicks,,231
69,11,hood,HOOD,Centre Women,78-50,78,50,"15, 28, 20, 15, 78","8, 15, 14, 13, 50",15,28,20,15,78,8,15,14,13,50,5-6,4-7,12/21/19,Win,67,No Location Recorded,2:00 PM,N,69,--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,1,deadball rebound,,Centre,,,
70,11,hood,HOOD,Centre Women,78-50,78,50,"15, 28, 20, 15, 78","8, 15, 14, 13, 50",15,28,20,15,78,8,15,14,13,50,5-6,4-7,12/21/19,Win,67,No Location Recorded,2:00 PM,N,70,03:51,,6,,9 (+3),"GOOD FT by HICKS,ELLEN",CENTRE-W 6-9 (+3),,"GOOD FT by HICKS,ELLEN",1,free throw,good,Centre,ellen hicks,1,231
71,11,hood,HOOD,Centre Women,78-50,78,50,"15, 28, 20, 15, 78","8, 15, 14, 13, 50",15,28,20,15,78,8,15,14,13,50,5-6,4-7,12/21/19,Win,67,No Location Recorded,2:00 PM,N,71,03:51,"SUB IN by MEIKLEJOHN,SARAH",,,,,,,"SUB IN by MEIKLEJOHN,SARAH",1,subbing in,,hood,sarah meiklejohn,,231
72,11,hood,HOOD,Centre Women,78-50,78,50,"15, 28, 20, 15, 78","8, 15, 14, 13, 50",15,28,20,15,78,8,15,14,13,50,5-6,4-7,12/21/19,Win,67,No Location Recorded,2:00 PM,N,72,03:51,"SUB OUT by PITT,EBONY",,,,,,,"SUB OUT by PITT,EBONY",1,subbing out,,hood,ebony pitt,,231
73,11,hood,HOOD,Centre Women,78-50,78,50,"15, 28, 20, 15, 78","8, 15, 14, 13, 50",15,28,20,15,78,8,15,14,13,50,5-6,4-7,12/21/19,Win,67,No Location Recorded,2:00 PM,N,73,03:44,"TURNOVER  by KEENEY,LAUREN",,,,,,,"TURNOVER  by KEENEY,LAUREN",1,turnover,,hood,lauren keeney,,224
74,11,hood,HOOD,Centre Women,78-50,78,50,"15, 28, 20, 15, 78","8, 15, 14, 13, 50",15,28,20,15,78,8,15,14,13,50,5-6,4-7,12/21/19,Win,67,No Location Recorded,2:00 PM,N,74,03:28,,,,,"TURNOVER  by WEHBY,ABIGAIL",,,"TURNOVER  by WEHBY,ABIGAIL",1,turnover,,Centre,abigail wehby,,208
75,11,hood,HOOD,Centre Women,78-50,78,50,"15, 28, 20, 15, 78","8, 15, 14, 13, 50",15,28,20,15,78,8,15,14,13,50,5-6,4-7,12/21/19,Win,67,No Location Recorded,2:00 PM,N,75,03:18,"MISS LAYUP by ANDERSON,MORGAN",,,,,,,"MISS LAYUP by ANDERSON,MORGAN",1,layup,missed,hood,morgan anderson,,198
76,11,hood,HOOD,Centre Women,78-50,78,50,"15, 28, 20, 15, 78","8, 15, 14, 13, 50",15,28,20,15,78,8,15,14,13,50,5-6,4-7,12/21/19,Win,67,No Location Recorded,2:00 PM,N,76,--,,,,,"REBOUND DEF by HEROLD,PAYTON",,,"REBOUND DEF by HEROLD,PAYTON",1,defensive rebound,,Centre,payton herold,,
77,11,hood,HOOD,Centre Women,78-50,78,50,"15, 28, 20, 15, 78","8, 15, 14, 13, 50",15,28,20,15,78,8,15,14,13,50,5-6,4-7,12/21/19,Win,67,No Location Recorded,2:00 PM,N,77,03:08,,,,,"MISS LAYUP by HICKS,ELLEN",,,"MISS LAYUP by HICKS,ELLEN",1,layup,missed,Centre,ellen hicks,,188
78,11,hood,HOOD,Centre Women,78-50,78,50,"15, 28, 20, 15, 78","8, 15, 14, 13, 50",15,28,20,15,78,8,15,14,13,50,5-6,4-7,12/21/19,Win,67,No Location Recorded,2:00 PM,N,78,--,"REBOUND DEF by ANDERSON,MORGAN",,,,,,,"REBOUND DEF by ANDERSON,MORGAN",1,defensive rebound,,hood,morgan anderson,,
79,11,hood,HOOD,Centre Women,78-50,78,50,"15, 28, 20, 15, 78","8, 15, 14, 13, 50",15,28,20,15,78,8,15,14,13,50,5-6,4-7,12/21/19,Win,67,No Location Recorded,2:00 PM,N,79,02:54,"TURNOVER  by KELLEY,DESTINI",,,,,,,"TURNOVER  by KELLEY,DESTINI",1,turnover,,hood,destini kelley,,174
80,11,hood,HOOD,Centre Women,78-50,78,50,"15, 28, 20, 15, 78","8, 15, 14, 13, 50",15,28,20,15,78,8,15,14,13,50,5-6,4-7,12/21/19,Win,67,No Location Recorded,2:00 PM,N,80,02:52,,,,,"STEAL  by HEROLD,PAYTON",,,"STEAL  by HEROLD,PAYTON",1,steal,,Centre,,,172
81,11,hood,HOOD,Centre Women,78-50,78,50,"15, 28, 20, 15, 78","8, 15, 14, 13, 50",15,28,20,15,78,8,15,14,13,50,5-6,4-7,12/21/19,Win,67,No Location Recorded,2:00 PM,N,81,02:48,,6,,12 (+6),"GOOD 3PTR by MARCUM,MADISON",CENTRE-W 6-12 (+6),,"GOOD 3PTR by MARCUM,MADISON",1,three pointer,good,Centre,madison marcum,3,168
82,11,hood,HOOD,Centre Women,78-50,78,50,"15, 28, 20, 15, 78","8, 15, 14, 13, 50",15,28,20,15,78,8,15,14,13,50,5-6,4-7,12/21/19,Win,67,No Location Recorded,2:00 PM,N,82,--,,,,,"ASSIST  by HEROLD,PAYTON",,,"ASSIST  by HEROLD,PAYTON",1,assist,,Centre,payton herold,,
83,11,hood,HOOD,Centre Women,78-50,78,50,"15, 28, 20, 15, 78","8, 15, 14, 13, 50",15,28,20,15,78,8,15,14,13,50,5-6,4-7,12/21/19,Win,67,No Location Recorded,2:00 PM,N,83,02:30,"GOOD JUMPER by NEWSON,MARLISE(in the paint)",8,,12 (+4),,HOOD 8-12 (+4),,"GOOD JUMPER by NEWSON,MARLISE(in the paint)",1,jumper,good,hood,marlise newson,2,150
84,11,hood,HOOD,Centre Women,78-50,78,50,"15, 28, 20, 15, 78","8, 15, 14, 13, 50",15,28,20,15,78,8,15,14,13,50,5-6,4-7,12/21/19,Win,67,No Location Recorded,2:00 PM,N,84,02:10,,8,,14 (+6),"GOOD JUMPER by FEE,MIKAYLA",CENTRE-W 8-14 (+6),,"GOOD JUMPER by FEE,MIKAYLA",1,jumper,good,Centre,mikayla fee,2,130
85,11,hood,HOOD,Centre Women,78-50,78,50,"15, 28, 20, 15, 78","8, 15, 14, 13, 50",15,28,20,15,78,8,15,14,13,50,5-6,4-7,12/21/19,Win,67,No Location Recorded,2:00 PM,N,85,--,,,,,"ASSIST  by HICKS,ELLEN",,,"ASSIST  by HICKS,ELLEN",1,assist,,Centre,ellen hicks,,
86,11,hood,HOOD,Centre Women,78-50,78,50,"15, 28, 20, 15, 78","8, 15, 14, 13, 50",15,28,20,15,78,8,15,14,13,50,5-6,4-7,12/21/19,Win,67,No Location Recorded,2:00 PM,N,86,01:51,"MISS JUMPER by KELLEY,DESTINI",,,,,,,"MISS JUMPER by KELLEY,DESTINI",1,jumper,missed,hood,destini kelley,,111
87,11,hood,HOOD,Centre Women,78-50,78,50,"15, 28, 20, 15, 78","8, 15, 14, 13, 50",15,28,20,15,78,8,15,14,13,50,5-6,4-7,12/21/19,Win,67,No Location Recorded,2:00 PM,N,87,--,,,,,"REBOUND DEF by HEROLD,PAYTON",,,"REBOUND DEF by HEROLD,PAYTON",1,defensive rebound,,Centre,payton herold,,
88,11,hood,HOOD,Centre Women,78-50,78,50,"15, 28, 20, 15, 78","8, 15, 14, 13, 50",15,28,20,15,78,8,15,14,13,50,5-6,4-7,12/21/19,Win,67,No Location Recorded,2:00 PM,N,88,01:43,,,,,"MISS 3PTR by MARCUM,MADISON",,,"MISS 3PTR by MARCUM,MADISON",1,three pointer,missed,Centre,madison marcum,,103
89,11,hood,HOOD,Centre Women,78-50,78,50,"15, 28, 20, 15, 78","8, 15, 14, 13, 50",15,28,20,15,78,8,15,14,13,50,5-6,4-7,12/21/19,Win,67,No Location Recorded,2:00 PM,N,89,--,,,,,"REBOUND OFF by HEROLD,PAYTON",,,"REBOUND OFF by HEROLD,PAYTON",1,offensive rebound,,Centre,payton herold,,
90,11,hood,HOOD,Centre Women,78-50,78,50,"15, 28, 20, 15, 78","8, 15, 14, 13, 50",15,28,20,15,78,8,15,14,13,50,5-6,4-7,12/21/19,Win,67,No Location Recorded,2:00 PM,N,90,01:24,,,,,"MISS JUMPER by HEROLD,PAYTON",,,"MISS JUMPER by HEROLD,PAYTON",1,jumper,missed,Centre,payton herold,,84
91,11,hood,HOOD,Centre Women,78-50,78,50,"15, 28, 20, 15, 78","8, 15, 14, 13, 50",15,28,20,15,78,8,15,14,13,50,5-6,4-7,12/21/19,Win,67,No Location Recorded,2:00 PM,N,91,--,"REBOUND DEF by ANDERSON,MORGAN",,,,,,,"REBOUND DEF by ANDERSON,MORGAN",1,defensive rebound,,hood,morgan anderson,,
92,11,hood,HOOD,Centre Women,78-50,78,50,"15, 28, 20, 15, 78","8, 15, 14, 13, 50",15,28,20,15,78,8,15,14,13,50,5-6,4-7,12/21/19,Win,67,No Location Recorded,2:00 PM,N,92,01:15,,,,,"FOUL  by FEE,MIKAYLA",,,"FOUL  by FEE,MIKAYLA",1,foul,,Centre,mikayla fee,,75
93,11,hood,HOOD,Centre Women,78-50,78,50,"15, 28, 20, 15, 78","8, 15, 14, 13, 50",15,28,20,15,78,8,15,14,13,50,5-6,4-7,12/21/19,Win,67,No Location Recorded,2:00 PM,N,93,01:15,"MISS FT by ANDERSON,MORGAN",,,,,,,"MISS FT by ANDERSON,MORGAN",1,free throw,missed,hood,morgan anderson,,75
94,11,hood,HOOD,Centre Women,78-50,78,50,"15, 28, 20, 15, 78","8, 15, 14, 13, 50",15,28,20,15,78,8,15,14,13,50,5-6,4-7,12/21/19,Win,67,No Location Recorded,2:00 PM,N,94,--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,1,deadball rebound,,Centre,,,
95,11,hood,HOOD,Centre Women,78-50,78,50,"15, 28, 20, 15, 78","8, 15, 14, 13, 50",15,28,20,15,78,8,15,14,13,50,5-6,4-7,12/21/19,Win,67,No Location Recorded,2:00 PM,N,95,01:15,"MISS FT by ANDERSON,MORGAN",,,,,,,"MISS FT by ANDERSON,MORGAN",1,free throw,missed,hood,morgan anderson,,75
96,11,hood,HOOD,Centre Women,78-50,78,50,"15, 28, 20, 15, 78","8, 15, 14, 13, 50",15,28,20,15,78,8,15,14,13,50,5-6,4-7,12/21/19,Win,67,No Location Recorded,2:00 PM,N,96,--,,,,,"REBOUND DEF by MURRAY,KYLEE",,,"REBOUND DEF by MURRAY,KYLEE",1,defensive rebound,,Centre,kylee murray,,
97,11,hood,HOOD,Centre Women,78-50,78,50,"15, 28, 20, 15, 78","8, 15, 14, 13, 50",15,28,20,15,78,8,15,14,13,50,5-6,4-7,12/21/19,Win,67,No Location Recorded,2:00 PM,N,97,01:15,"SUB IN by SMITH,BRIDGET",,,,,,,"SUB IN by SMITH,BRIDGET",1,subbing in,,hood,bridget smith,,75
98,11,hood,HOOD,Centre Women,78-50,78,50,"15, 28, 20, 15, 78","8, 15, 14, 13, 50",15,28,20,15,78,8,15,14,13,50,5-6,4-7,12/21/19,Win,67,No Location Recorded,2:00 PM,N,98,01:15,"SUB IN by SAVOY,MIA",,,,,,,"SUB IN by SAVOY,MIA",1,subbing in,,hood,mia savoy,,75
99,11,hood,HOOD,Centre Women,78-50,78,50,"15, 28, 20, 15, 78","8, 15, 14, 13, 50",15,28,20,15,78,8,15,14,13,50,5-6,4-7,12/21/19,Win,67,No Location Recorded,2:00 PM,N,99,01:15,"SUB OUT by KELLEY,DESTINI",,,,,,,"SUB OUT by KELLEY,DESTINI",1,subbing out,,hood,destini kelley,,75
100,11,hood,HOOD,Centre Women,78-50,78,50,"15, 28, 20, 15, 78","8, 15, 14, 13, 50",15,28,20,15,78,8,15,14,13,50,5-6,4-7,12/21/19,Win,67,No Location Recorded,2:00 PM,N,100,01:15,"SUB OUT by NEWSON,MARLISE",,,,,,,"SUB OUT by NEWSON,MARLISE",1,subbing out,,hood,marlise newson,,75
101,11,hood,HOOD,Centre Women,78-50,78,50,"15, 28, 20, 15, 78","8, 15, 14, 13, 50",15,28,20,15,78,8,15,14,13,50,5-6,4-7,12/21/19,Win,67,No Location Recorded,2:00 PM,N,101,01:15,,,,,"SUB IN by THACKER,JOSIE",,,"SUB IN by THACKER,JOSIE",1,subbing in,,Centre,josie thacker,,75
102,11,hood,HOOD,Centre Women,78-50,78,50,"15, 28, 20, 15, 78","8, 15, 14, 13, 50",15,28,20,15,78,8,15,14,13,50,5-6,4-7,12/21/19,Win,67,No Location Recorded,2:00 PM,N,102,01:15,,,,,"SUB IN by ROBERTS,BRIANNA",,,"SUB IN by ROBERTS,BRIANNA",1,subbing in,,Centre,brianna roberts,,75
103,11,hood,HOOD,Centre Women,78-50,78,50,"15, 28, 20, 15, 78","8, 15, 14, 13, 50",15,28,20,15,78,8,15,14,13,50,5-6,4-7,12/21/19,Win,67,No Location Recorded,2:00 PM,N,103,01:15,,,,,"SUB IN by WILSON,KAT",,,"SUB IN by WILSON,KAT",1,subbing in,,Centre,kat wilson,,75
104,11,hood,HOOD,Centre Women,78-50,78,50,"15, 28, 20, 15, 78","8, 15, 14, 13, 50",15,28,20,15,78,8,15,14,13,50,5-6,4-7,12/21/19,Win,67,No Location Recorded,2:00 PM,N,104,01:15,,,,,"SUB IN by JENNINGS,RACHEL",,,"SUB IN by JENNINGS,RACHEL",1,subbing in,,Centre,rachel jennings,,75
105,11,hood,HOOD,Centre Women,78-50,78,50,"15, 28, 20, 15, 78","8, 15, 14, 13, 50",15,28,20,15,78,8,15,14,13,50,5-6,4-7,12/21/19,Win,67,No Location Recorded,2:00 PM,N,105,01:15,,,,,"SUB IN by MURRAY,KYLEE",,,"SUB IN by MURRAY,KYLEE",1,subbing in,,Centre,kylee murray,,75
106,11,hood,HOOD,Centre Women,78-50,78,50,"15, 28, 20, 15, 78","8, 15, 14, 13, 50",15,28,20,15,78,8,15,14,13,50,5-6,4-7,12/21/19,Win,67,No Location Recorded,2:00 PM,N,106,01:15,,,,,"SUB OUT by MARCUM,MADISON",,,"SUB OUT by MARCUM,MADISON",1,subbing out,,Centre,madison marcum,,75
107,11,hood,HOOD,Centre Women,78-50,78,50,"15, 28, 20, 15, 78","8, 15, 14, 13, 50",15,28,20,15,78,8,15,14,13,50,5-6,4-7,12/21/19,Win,67,No Location Recorded,2:00 PM,N,107,01:15,,,,,"SUB OUT by FEE,MIKAYLA",,,"SUB OUT by FEE,MIKAYLA",1,subbing out,,Centre,mikayla fee,,75
108,11,hood,HOOD,Centre Women,78-50,78,50,"15, 28, 20, 15, 78","8, 15, 14, 13, 50",15,28,20,15,78,8,15,14,13,50,5-6,4-7,12/21/19,Win,67,No Location Recorded,2:00 PM,N,108,01:15,,,,,"SUB OUT by WEHBY,ABIGAIL",,,"SUB OUT by WEHBY,ABIGAIL",1,subbing out,,Centre,abigail wehby,,75
109,11,hood,HOOD,Centre Women,78-50,78,50,"15, 28, 20, 15, 78","8, 15, 14, 13, 50",15,28,20,15,78,8,15,14,13,50,5-6,4-7,12/21/19,Win,67,No Location Recorded,2:00 PM,N,109,01:15,,,,,"SUB OUT by HEROLD,PAYTON",,,"SUB OUT by HEROLD,PAYTON",1,subbing out,,Centre,payton herold,,75
110,11,hood,HOOD,Centre Women,78-50,78,50,"15, 28, 20, 15, 78","8, 15, 14, 13, 50",15,28,20,15,78,8,15,14,13,50,5-6,4-7,12/21/19,Win,67,No Location Recorded,2:00 PM,N,110,01:15,,,,,"SUB OUT by HICKS,ELLEN",,,"SUB OUT by HICKS,ELLEN",1,subbing out,,Centre,ellen hicks,,75
111,11,hood,HOOD,Centre Women,78-50,78,50,"15, 28, 20, 15, 78","8, 15, 14, 13, 50",15,28,20,15,78,8,15,14,13,50,5-6,4-7,12/21/19,Win,67,No Location Recorded,2:00 PM,N,111,00:54,,,,,"MISS JUMPER by ROBERTS,BRIANNA",,,"MISS JUMPER by ROBERTS,BRIANNA",1,jumper,missed,Centre,brianna roberts,,54
112,11,hood,HOOD,Centre Women,78-50,78,50,"15, 28, 20, 15, 78","8, 15, 14, 13, 50",15,28,20,15,78,8,15,14,13,50,5-6,4-7,12/21/19,Win,67,No Location Recorded,2:00 PM,N,112,--,"REBOUND DEF by ANDERSON,MORGAN",,,,,,,"REBOUND DEF by ANDERSON,MORGAN",1,defensive rebound,,hood,morgan anderson,,
113,11,hood,HOOD,Centre Women,78-50,78,50,"15, 28, 20, 15, 78","8, 15, 14, 13, 50",15,28,20,15,78,8,15,14,13,50,5-6,4-7,12/21/19,Win,67,No Location Recorded,2:00 PM,N,113,00:41,"TURNOVER  by KEENEY,LAUREN",,,,,,,"TURNOVER  by KEENEY,LAUREN",1,turnover,,hood,lauren keeney,,41
114,11,hood,HOOD,Centre Women,78-50,78,50,"15, 28, 20, 15, 78","8, 15, 14, 13, 50",15,28,20,15,78,8,15,14,13,50,5-6,4-7,12/21/19,Win,67,No Location Recorded,2:00 PM,N,114,00:40,,,,,"STEAL  by WILSON,KAT",,,"STEAL  by WILSON,KAT",1,steal,,Centre,,,40
115,11,hood,HOOD,Centre Women,78-50,78,50,"15, 28, 20, 15, 78","8, 15, 14, 13, 50",15,28,20,15,78,8,15,14,13,50,5-6,4-7,12/21/19,Win,67,No Location Recorded,2:00 PM,N,115,00:34,"FOUL  by KEENEY,LAUREN",,,,,,,"FOUL  by KEENEY,LAUREN",1,foul,,hood,lauren keeney,,34
116,11,hood,HOOD,Centre Women,78-50,78,50,"15, 28, 20, 15, 78","8, 15, 14, 13, 50",15,28,20,15,78,8,15,14,13,50,5-6,4-7,12/21/19,Win,67,No Location Recorded,2:00 PM,N,116,00:31,,,,,"MISS JUMPER by WILSON,KAT",,,"MISS JUMPER by WILSON,KAT",1,jumper,missed,Centre,kat wilson,,31
117,11,hood,HOOD,Centre Women,78-50,78,50,"15, 28, 20, 15, 78","8, 15, 14, 13, 50",15,28,20,15,78,8,15,14,13,50,5-6,4-7,12/21/19,Win,67,No Location Recorded,2:00 PM,N,117,--,"REBOUND DEF by KEENEY,LAUREN",,,,,,,"REBOUND DEF by KEENEY,LAUREN",1,defensive rebound,,hood,lauren keeney,,
118,11,hood,HOOD,Centre Women,78-50,78,50,"15, 28, 20, 15, 78","8, 15, 14, 13, 50",15,28,20,15,78,8,15,14,13,50,5-6,4-7,12/21/19,Win,67,No Location Recorded,2:00 PM,N,118,00:23,"TURNOVER  by GALLOWAY,DESTINY",,,,,,,"TURNOVER  by GALLOWAY,DESTINY",1,turnover,,hood,destiny galloway,,23
119,11,hood,HOOD,Centre Women,78-50,78,50,"15, 28, 20, 15, 78","8, 15, 14, 13, 50",15,28,20,15,78,8,15,14,13,50,5-6,4-7,12/21/19,Win,67,No Location Recorded,2:00 PM,N,119,00:22,,,,,"STEAL  by MURRAY,KYLEE",,,"STEAL  by MURRAY,KYLEE",1,steal,,Centre,,,22
120,11,hood,HOOD,Centre Women,78-50,78,50,"15, 28, 20, 15, 78","8, 15, 14, 13, 50",15,28,20,15,78,8,15,14,13,50,5-6,4-7,12/21/19,Win,67,No Location Recorded,2:00 PM,N,120,00:04,"FOUL  by ANDERSON,MORGAN",,,,,,,"FOUL  by ANDERSON,MORGAN",1,foul,,hood,morgan anderson,,4
121,11,hood,HOOD,Centre Women,78-50,78,50,"15, 28, 20, 15, 78","8, 15, 14, 13, 50",15,28,20,15,78,8,15,14,13,50,5-6,4-7,12/21/19,Win,67,No Location Recorded,2:00 PM,N,121,00:04,,,,,"MISS FT by JENNINGS,RACHEL",,,"MISS FT by JENNINGS,RACHEL",1,free throw,missed,Centre,rachel jennings,,4
122,11,hood,HOOD,Centre Women,78-50,78,50,"15, 28, 20, 15, 78","8, 15, 14, 13, 50",15,28,20,15,78,8,15,14,13,50,5-6,4-7,12/21/19,Win,67,No Location Recorded,2:00 PM,N,122,--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,1,deadball rebound,,Centre,,,
123,11,hood,HOOD,Centre Women,78-50,78,50,"15, 28, 20, 15, 78","8, 15, 14, 13, 50",15,28,20,15,78,8,15,14,13,50,5-6,4-7,12/21/19,Win,67,No Location Recorded,2:00 PM,N,123,00:04,,8,,15 (+7),"GOOD FT by JENNINGS,RACHEL",CENTRE-W 8-15 (+7),,"GOOD FT by JENNINGS,RACHEL",1,free throw,good,Centre,rachel jennings,1,4
124,11,hood,HOOD,Centre Women,78-50,78,50,"15, 28, 20, 15, 78","8, 15, 14, 13, 50",15,28,20,15,78,8,15,14,13,50,5-6,4-7,12/21/19,Win,67,No Location Recorded,2:00 PM,N,124,Start Period 2,,,,,,,,,2,,,,,,
125,11,hood,HOOD,Centre Women,78-50,78,50,"15, 28, 20, 15, 78","8, 15, 14, 13, 50",15,28,20,15,78,8,15,14,13,50,5-6,4-7,12/21/19,Win,67,No Location Recorded,2:00 PM,N,125,10:00,"SUB IN by ANDERSON,MORGAN",,,,,,,"SUB IN by ANDERSON,MORGAN",2,subbing in,,hood,morgan anderson,,600
126,11,hood,HOOD,Centre Women,78-50,78,50,"15, 28, 20, 15, 78","8, 15, 14, 13, 50",15,28,20,15,78,8,15,14,13,50,5-6,4-7,12/21/19,Win,67,No Location Recorded,2:00 PM,N,126,10:00,"SUB IN by SMITH,BRIDGET",,,,,,,"SUB IN by SMITH,BRIDGET",2,subbing in,,hood,bridget smith,,600
127,11,hood,HOOD,Centre Women,78-50,78,50,"15, 28, 20, 15, 78","8, 15, 14, 13, 50",15,28,20,15,78,8,15,14,13,50,5-6,4-7,12/21/19,Win,67,No Location Recorded,2:00 PM,N,127,10:00,"SUB OUT by FORD,TAMIYA",,,,,,,"SUB OUT by FORD,TAMIYA",2,subbing out,,hood,tamiya ford,,600
128,11,hood,HOOD,Centre Women,78-50,78,50,"15, 28, 20, 15, 78","8, 15, 14, 13, 50",15,28,20,15,78,8,15,14,13,50,5-6,4-7,12/21/19,Win,67,No Location Recorded,2:00 PM,N,128,10:00,"SUB OUT by MEIKLEJOHN,SARAH",,,,,,,"SUB OUT by MEIKLEJOHN,SARAH",2,subbing out,,hood,sarah meiklejohn,,600
129,11,hood,HOOD,Centre Women,78-50,78,50,"15, 28, 20, 15, 78","8, 15, 14, 13, 50",15,28,20,15,78,8,15,14,13,50,5-6,4-7,12/21/19,Win,67,No Location Recorded,2:00 PM,N,129,09:42,,,,,"TURNOVER  by FEE,MIKAYLA",,,"TURNOVER  by FEE,MIKAYLA",2,turnover,,Centre,mikayla fee,,582
130,11,hood,HOOD,Centre Women,78-50,78,50,"15, 28, 20, 15, 78","8, 15, 14, 13, 50",15,28,20,15,78,8,15,14,13,50,5-6,4-7,12/21/19,Win,67,No Location Recorded,2:00 PM,N,130,09:34,"TURNOVER  by SMITH,BRIDGET",,,,,,,"TURNOVER  by SMITH,BRIDGET",2,turnover,,hood,bridget smith,,574
131,11,hood,HOOD,Centre Women,78-50,78,50,"15, 28, 20, 15, 78","8, 15, 14, 13, 50",15,28,20,15,78,8,15,14,13,50,5-6,4-7,12/21/19,Win,67,No Location Recorded,2:00 PM,N,131,09:33,,,,,"STEAL  by FEE,MIKAYLA",,,"STEAL  by FEE,MIKAYLA",2,steal,,Centre,,,573
132,11,hood,HOOD,Centre Women,78-50,78,50,"15, 28, 20, 15, 78","8, 15, 14, 13, 50",15,28,20,15,78,8,15,14,13,50,5-6,4-7,12/21/19,Win,67,No Location Recorded,2:00 PM,N,132,09:24,,,,,"MISS JUMPER by FEE,MIKAYLA",,,"MISS JUMPER by FEE,MIKAYLA",2,jumper,missed,Centre,mikayla fee,,564
133,11,hood,HOOD,Centre Women,78-50,78,50,"15, 28, 20, 15, 78","8, 15, 14, 13, 50",15,28,20,15,78,8,15,14,13,50,5-6,4-7,12/21/19,Win,67,No Location Recorded,2:00 PM,N,133,--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,2,defensive rebound,,Centre,,,
134,11,hood,HOOD,Centre Women,78-50,78,50,"15, 28, 20, 15, 78","8, 15, 14, 13, 50",15,28,20,15,78,8,15,14,13,50,5-6,4-7,12/21/19,Win,67,No Location Recorded,2:00 PM,N,134,09:09,"SUB IN by NEWSON,MARLISE",,,,,,,"SUB IN by NEWSON,MARLISE",2,subbing in,,hood,marlise newson,,549
135,11,hood,HOOD,Centre Women,78-50,78,50,"15, 28, 20, 15, 78","8, 15, 14, 13, 50",15,28,20,15,78,8,15,14,13,50,5-6,4-7,12/21/19,Win,67,No Location Recorded,2:00 PM,N,135,09:09,"SUB OUT by SMITH,BRIDGET",,,,,,,"SUB OUT by SMITH,BRIDGET",2,subbing out,,hood,bridget smith,,549
136,11,hood,HOOD,Centre Women,78-50,78,50,"15, 28, 20, 15, 78","8, 15, 14, 13, 50",15,28,20,15,78,8,15,14,13,50,5-6,4-7,12/21/19,Win,67,No Location Recorded,2:00 PM,N,136,09:01,"TURNOVER  by SAVOY,MIA",,,,,,,"TURNOVER  by SAVOY,MIA",2,turnover,,hood,mia savoy,,541
137,11,hood,HOOD,Centre Women,78-50,78,50,"15, 28, 20, 15, 78","8, 15, 14, 13, 50",15,28,20,15,78,8,15,14,13,50,5-6,4-7,12/21/19,Win,67,No Location Recorded,2:00 PM,N,137,09:00,,,,,"STEAL  by WEHBY,ABIGAIL",,,"STEAL  by WEHBY,ABIGAIL",2,steal,,Centre,,,540
