,game,opponent name,boxscore_visitor_name,boxscore_home_name,final score,centreFinalScore,opponentFinalScore,centreScoreByPeriod,opponentScoreByPeriod,centreScorePeriod1,centreScorePeriod2,centreScorePeriod3,centreScorePeriod4,centreScorePeriod5,opponentScorePeriod1,opponentScorePeriod2,opponentScorePeriod3,opponentScorePeriod4,opponentScorePeriod5,centreRecord,opponentRecord,gameDate,outcome,attendance,gameLocation,gameTime,homeGame,,Time Remaining,HOOD,Away Team Score,Play Team Indicator,Home Team Score,CENTRE-W,Game Score,Team Indicator,Play,period number,Play Type,Shot Outcome,Team,Player,Points Earned,Time(seconds)
138,11,hood,HOOD,Centre Women,78-50,78,50,"15, 28, 20, 15, 78","8, 15, 14, 13, 50",15,28,20,15,78,8,15,14,13,50,5-6,4-7,12/21/19,Win,67,No Location Recorded,2:00 PM,N,138,08:53,,8,,17 (+9),"GOOD LAYUP by FEE,MIKAYLA(in the paint)",CENTRE-W 8-17 (+9),,"GOOD LAYUP by FEE,MIKAYLA(in the paint)",2,layup,good,Centre,mikayla fee,2,533
139,11,hood,HOOD,Centre Women,78-50,78,50,"15, 28, 20, 15, 78","8, 15, 14, 13, 50",15,28,20,15,78,8,15,14,13,50,5-6,4-7,12/21/19,Win,67,No Location Recorded,2:00 PM,N,139,--,,,,,"ASSIST  by WEHBY,ABIGAIL",,,"ASSIST  by WEHBY,ABIGAIL",2,assist,,Centre,abigail wehby,,
140,11,hood,HOOD,Centre Women,78-50,78,50,"15, 28, 20, 15, 78","8, 15, 14, 13, 50",15,28,20,15,78,8,15,14,13,50,5-6,4-7,12/21/19,Win,67,No Location Recorded,2:00 PM,N,140,08:36,"MISS 3PTR by KEENEY,LAUREN",,,,,,,"MISS 3PTR by KEENEY,LAUREN",2,three pointer,missed,hood,lauren keeney,,516
141,11,hood,HOOD,Centre Women,78-50,78,50,"15, 28, 20, 15, 78","8, 15, 14, 13, 50",15,28,20,15,78,8,15,14,13,50,5-6,4-7,12/21/19,Win,67,No Location Recorded,2:00 PM,N,141,08:36,,,,,"BLOCK  by FEE,MIKAYLA",,,"BLOCK  by FEE,MIKAYLA",2,block,,Centre,mikayla fee,,516
142,11,hood,HOOD,Centre Women,78-50,78,50,"15, 28, 20, 15, 78","8, 15, 14, 13, 50",15,28,20,15,78,8,15,14,13,50,5-6,4-7,12/21/19,Win,67,No Location Recorded,2:00 PM,N,142,--,,,,,"REBOUND DEF by FEE,MIKAYLA",,,"REBOUND DEF by FEE,MIKAYLA",2,defensive rebound,,Centre,mikayla fee,,
143,11,hood,HOOD,Centre Women,78-50,78,50,"15, 28, 20, 15, 78","8, 15, 14, 13, 50",15,28,20,15,78,8,15,14,13,50,5-6,4-7,12/21/19,Win,67,No Location Recorded,2:00 PM,N,143,08:23,,,,,"MISS LAYUP by WILSON,KAT",,,"MISS LAYUP by WILSON,KAT",2,layup,missed,Centre,kat wilson,,503
144,11,hood,HOOD,Centre Women,78-50,78,50,"15, 28, 20, 15, 78","8, 15, 14, 13, 50",15,28,20,15,78,8,15,14,13,50,5-6,4-7,12/21/19,Win,67,No Location Recorded,2:00 PM,N,144,08:23,"BLOCK  by SAVOY,MIA",,,,,,,"BLOCK  by SAVOY,MIA",2,block,,hood,mia savoy,,503
145,11,hood,HOOD,Centre Women,78-50,78,50,"15, 28, 20, 15, 78","8, 15, 14, 13, 50",15,28,20,15,78,8,15,14,13,50,5-6,4-7,12/21/19,Win,67,No Location Recorded,2:00 PM,N,145,--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,2,defensive rebound,,Centre,,,
146,11,hood,HOOD,Centre Women,78-50,78,50,"15, 28, 20, 15, 78","8, 15, 14, 13, 50",15,28,20,15,78,8,15,14,13,50,5-6,4-7,12/21/19,Win,67,No Location Recorded,2:00 PM,N,146,08:21,,,,,"SUB IN by HEROLD,PAYTON",,,"SUB IN by HEROLD,PAYTON",2,subbing in,,Centre,payton herold,,501
147,11,hood,HOOD,Centre Women,78-50,78,50,"15, 28, 20, 15, 78","8, 15, 14, 13, 50",15,28,20,15,78,8,15,14,13,50,5-6,4-7,12/21/19,Win,67,No Location Recorded,2:00 PM,N,147,08:21,,,,,"SUB OUT by MARCUM,MADISON",,,"SUB OUT by MARCUM,MADISON",2,subbing out,,Centre,madison marcum,,501
148,11,hood,HOOD,Centre Women,78-50,78,50,"15, 28, 20, 15, 78","8, 15, 14, 13, 50",15,28,20,15,78,8,15,14,13,50,5-6,4-7,12/21/19,Win,67,No Location Recorded,2:00 PM,N,148,08:19,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2,timeout,,Centre,,,499
149,11,hood,HOOD,Centre Women,78-50,78,50,"15, 28, 20, 15, 78","8, 15, 14, 13, 50",15,28,20,15,78,8,15,14,13,50,5-6,4-7,12/21/19,Win,67,No Location Recorded,2:00 PM,N,149,08:09,"GOOD JUMPER by SAVOY,MIA",10,,17 (+7),,HOOD 10-17 (+7),,"GOOD JUMPER by SAVOY,MIA",2,jumper,good,hood,mia savoy,2,489
150,11,hood,HOOD,Centre Women,78-50,78,50,"15, 28, 20, 15, 78","8, 15, 14, 13, 50",15,28,20,15,78,8,15,14,13,50,5-6,4-7,12/21/19,Win,67,No Location Recorded,2:00 PM,N,150,--,"ASSIST  by NEWSON,MARLISE",,,,,,,"ASSIST  by NEWSON,MARLISE",2,assist,,hood,marlise newson,,
151,11,hood,HOOD,Centre Women,78-50,78,50,"15, 28, 20, 15, 78","8, 15, 14, 13, 50",15,28,20,15,78,8,15,14,13,50,5-6,4-7,12/21/19,Win,67,No Location Recorded,2:00 PM,N,151,07:43,,,,,"MISS LAYUP by FEE,MIKAYLA",,,"MISS LAYUP by FEE,MIKAYLA",2,layup,missed,Centre,mikayla fee,,463
152,11,hood,HOOD,Centre Women,78-50,78,50,"15, 28, 20, 15, 78","8, 15, 14, 13, 50",15,28,20,15,78,8,15,14,13,50,5-6,4-7,12/21/19,Win,67,No Location Recorded,2:00 PM,N,152,--,,,,,"REBOUND OFF by FEE,MIKAYLA",,,"REBOUND OFF by FEE,MIKAYLA",2,offensive rebound,,Centre,mikayla fee,,
153,11,hood,HOOD,Centre Women,78-50,78,50,"15, 28, 20, 15, 78","8, 15, 14, 13, 50",15,28,20,15,78,8,15,14,13,50,5-6,4-7,12/21/19,Win,67,No Location Recorded,2:00 PM,N,153,07:42,"FOUL  by NEWSON,MARLISE",,,,,,,"FOUL  by NEWSON,MARLISE",2,foul,,hood,marlise newson,,462
154,11,hood,HOOD,Centre Women,78-50,78,50,"15, 28, 20, 15, 78","8, 15, 14, 13, 50",15,28,20,15,78,8,15,14,13,50,5-6,4-7,12/21/19,Win,67,No Location Recorded,2:00 PM,N,154,07:42,,10,,18 (+8),"GOOD FT by FEE,MIKAYLA",CENTRE-W 10-18 (+8),,"GOOD FT by FEE,MIKAYLA",2,free throw,good,Centre,mikayla fee,1,462
155,11,hood,HOOD,Centre Women,78-50,78,50,"15, 28, 20, 15, 78","8, 15, 14, 13, 50",15,28,20,15,78,8,15,14,13,50,5-6,4-7,12/21/19,Win,67,No Location Recorded,2:00 PM,N,155,07:42,,10,,19 (+9),"GOOD FT by FEE,MIKAYLA",CENTRE-W 10-19 (+9),,"GOOD FT by FEE,MIKAYLA",2,free throw,good,Centre,mikayla fee,1,462
156,11,hood,HOOD,Centre Women,78-50,78,50,"15, 28, 20, 15, 78","8, 15, 14, 13, 50",15,28,20,15,78,8,15,14,13,50,5-6,4-7,12/21/19,Win,67,No Location Recorded,2:00 PM,N,156,07:42,"SUB IN by FORD,TAMIYA",,,,,,,"SUB IN by FORD,TAMIYA",2,subbing in,,hood,tamiya ford,,462
157,11,hood,HOOD,Centre Women,78-50,78,50,"15, 28, 20, 15, 78","8, 15, 14, 13, 50",15,28,20,15,78,8,15,14,13,50,5-6,4-7,12/21/19,Win,67,No Location Recorded,2:00 PM,N,157,07:42,"SUB OUT by NEWSON,MARLISE",,,,,,,"SUB OUT by NEWSON,MARLISE",2,subbing out,,hood,marlise newson,,462
158,11,hood,HOOD,Centre Women,78-50,78,50,"15, 28, 20, 15, 78","8, 15, 14, 13, 50",15,28,20,15,78,8,15,14,13,50,5-6,4-7,12/21/19,Win,67,No Location Recorded,2:00 PM,N,158,07:42,,,,,"SUB IN by THACKER,JOSIE",,,"SUB IN by THACKER,JOSIE",2,subbing in,,Centre,josie thacker,,462
159,11,hood,HOOD,Centre Women,78-50,78,50,"15, 28, 20, 15, 78","8, 15, 14, 13, 50",15,28,20,15,78,8,15,14,13,50,5-6,4-7,12/21/19,Win,67,No Location Recorded,2:00 PM,N,159,07:42,,,,,"SUB IN by MURRAY,KYLEE",,,"SUB IN by MURRAY,KYLEE",2,subbing in,,Centre,kylee murray,,462
160,11,hood,HOOD,Centre Women,78-50,78,50,"15, 28, 20, 15, 78","8, 15, 14, 13, 50",15,28,20,15,78,8,15,14,13,50,5-6,4-7,12/21/19,Win,67,No Location Recorded,2:00 PM,N,160,07:42,,,,,"SUB OUT by FEE,MIKAYLA",,,"SUB OUT by FEE,MIKAYLA",2,subbing out,,Centre,mikayla fee,,462
161,11,hood,HOOD,Centre Women,78-50,78,50,"15, 28, 20, 15, 78","8, 15, 14, 13, 50",15,28,20,15,78,8,15,14,13,50,5-6,4-7,12/21/19,Win,67,No Location Recorded,2:00 PM,N,161,07:42,,,,,"SUB OUT by WILSON,KAT",,,"SUB OUT by WILSON,KAT",2,subbing out,,Centre,kat wilson,,462
162,11,hood,HOOD,Centre Women,78-50,78,50,"15, 28, 20, 15, 78","8, 15, 14, 13, 50",15,28,20,15,78,8,15,14,13,50,5-6,4-7,12/21/19,Win,67,No Location Recorded,2:00 PM,N,162,07:17,"MISS JUMPER by SAVOY,MIA",,,,,,,"MISS JUMPER by SAVOY,MIA",2,jumper,missed,hood,mia savoy,,437
163,11,hood,HOOD,Centre Women,78-50,78,50,"15, 28, 20, 15, 78","8, 15, 14, 13, 50",15,28,20,15,78,8,15,14,13,50,5-6,4-7,12/21/19,Win,67,No Location Recorded,2:00 PM,N,163,--,"REBOUND OFF by FORD,TAMIYA",,,,,,,"REBOUND OFF by FORD,TAMIYA",2,offensive rebound,,hood,tamiya ford,,
164,11,hood,HOOD,Centre Women,78-50,78,50,"15, 28, 20, 15, 78","8, 15, 14, 13, 50",15,28,20,15,78,8,15,14,13,50,5-6,4-7,12/21/19,Win,67,No Location Recorded,2:00 PM,N,164,07:13,"MISS LAYUP by FORD,TAMIYA",,,,,,,"MISS LAYUP by FORD,TAMIYA",2,layup,missed,hood,tamiya ford,,433
165,11,hood,HOOD,Centre Women,78-50,78,50,"15, 28, 20, 15, 78","8, 15, 14, 13, 50",15,28,20,15,78,8,15,14,13,50,5-6,4-7,12/21/19,Win,67,No Location Recorded,2:00 PM,N,165,07:13,,,,,"BLOCK  by MURRAY,KYLEE",,,"BLOCK  by MURRAY,KYLEE",2,block,,Centre,kylee murray,,433
166,11,hood,HOOD,Centre Women,78-50,78,50,"15, 28, 20, 15, 78","8, 15, 14, 13, 50",15,28,20,15,78,8,15,14,13,50,5-6,4-7,12/21/19,Win,67,No Location Recorded,2:00 PM,N,166,--,,,,,"REBOUND DEF by HEROLD,PAYTON",,,"REBOUND DEF by HEROLD,PAYTON",2,defensive rebound,,Centre,payton herold,,
167,11,hood,HOOD,Centre Women,78-50,78,50,"15, 28, 20, 15, 78","8, 15, 14, 13, 50",15,28,20,15,78,8,15,14,13,50,5-6,4-7,12/21/19,Win,67,No Location Recorded,2:00 PM,N,167,07:07,,10,,21 (+11),"GOOD LAYUP by HEROLD,PAYTON(in the paint)",CENTRE-W 10-21 (+11),,"GOOD LAYUP by HEROLD,PAYTON(in the paint)",2,layup,good,Centre,payton herold,2,427
168,11,hood,HOOD,Centre Women,78-50,78,50,"15, 28, 20, 15, 78","8, 15, 14, 13, 50",15,28,20,15,78,8,15,14,13,50,5-6,4-7,12/21/19,Win,67,No Location Recorded,2:00 PM,N,168,06:48,"GOOD LAYUP by ANDERSON,MORGAN(in the paint)",12,,21 (+9),,HOOD 12-21 (+9),,"GOOD LAYUP by ANDERSON,MORGAN(in the paint)",2,layup,good,hood,morgan anderson,2,408
169,11,hood,HOOD,Centre Women,78-50,78,50,"15, 28, 20, 15, 78","8, 15, 14, 13, 50",15,28,20,15,78,8,15,14,13,50,5-6,4-7,12/21/19,Win,67,No Location Recorded,2:00 PM,N,169,--,"ASSIST  by PITT,EBONY",,,,,,,"ASSIST  by PITT,EBONY",2,assist,,hood,ebony pitt,,
170,11,hood,HOOD,Centre Women,78-50,78,50,"15, 28, 20, 15, 78","8, 15, 14, 13, 50",15,28,20,15,78,8,15,14,13,50,5-6,4-7,12/21/19,Win,67,No Location Recorded,2:00 PM,N,170,06:25,,,,,"MISS 3PTR by MURRAY,KYLEE",,,"MISS 3PTR by MURRAY,KYLEE",2,three pointer,missed,Centre,kylee murray,,385
171,11,hood,HOOD,Centre Women,78-50,78,50,"15, 28, 20, 15, 78","8, 15, 14, 13, 50",15,28,20,15,78,8,15,14,13,50,5-6,4-7,12/21/19,Win,67,No Location Recorded,2:00 PM,N,171,--,"REBOUND DEF by PITT,EBONY",,,,,,,"REBOUND DEF by PITT,EBONY",2,defensive rebound,,hood,ebony pitt,,
172,11,hood,HOOD,Centre Women,78-50,78,50,"15, 28, 20, 15, 78","8, 15, 14, 13, 50",15,28,20,15,78,8,15,14,13,50,5-6,4-7,12/21/19,Win,67,No Location Recorded,2:00 PM,N,172,06:09,,,,,"FOUL  by MURRAY,KYLEE",,,"FOUL  by MURRAY,KYLEE",2,foul,,Centre,kylee murray,,369
173,11,hood,HOOD,Centre Women,78-50,78,50,"15, 28, 20, 15, 78","8, 15, 14, 13, 50",15,28,20,15,78,8,15,14,13,50,5-6,4-7,12/21/19,Win,67,No Location Recorded,2:00 PM,N,173,06:09,"GOOD FT by FORD,TAMIYA",13,,21 (+8),,HOOD 13-21 (+8),,"GOOD FT by FORD,TAMIYA",2,free throw,good,hood,tamiya ford,1,369
174,11,hood,HOOD,Centre Women,78-50,78,50,"15, 28, 20, 15, 78","8, 15, 14, 13, 50",15,28,20,15,78,8,15,14,13,50,5-6,4-7,12/21/19,Win,67,No Location Recorded,2:00 PM,N,174,06:09,"GOOD FT by FORD,TAMIYA",14,,21 (+7),,HOOD 14-21 (+7),,"GOOD FT by FORD,TAMIYA",2,free throw,good,hood,tamiya ford,1,369
175,11,hood,HOOD,Centre Women,78-50,78,50,"15, 28, 20, 15, 78","8, 15, 14, 13, 50",15,28,20,15,78,8,15,14,13,50,5-6,4-7,12/21/19,Win,67,No Location Recorded,2:00 PM,N,175,06:09,"SUB IN by SMITH,BRE",,,,,,,"SUB IN by SMITH,BRE",2,subbing in,,hood,bre smith,,369
176,11,hood,HOOD,Centre Women,78-50,78,50,"15, 28, 20, 15, 78","8, 15, 14, 13, 50",15,28,20,15,78,8,15,14,13,50,5-6,4-7,12/21/19,Win,67,No Location Recorded,2:00 PM,N,176,06:09,"SUB IN by GALLOWAY,DESTINY",,,,,,,"SUB IN by GALLOWAY,DESTINY",2,subbing in,,hood,destiny galloway,,369
177,11,hood,HOOD,Centre Women,78-50,78,50,"15, 28, 20, 15, 78","8, 15, 14, 13, 50",15,28,20,15,78,8,15,14,13,50,5-6,4-7,12/21/19,Win,67,No Location Recorded,2:00 PM,N,177,06:09,"SUB OUT by PITT,EBONY",,,,,,,"SUB OUT by PITT,EBONY",2,subbing out,,hood,ebony pitt,,369
178,11,hood,HOOD,Centre Women,78-50,78,50,"15, 28, 20, 15, 78","8, 15, 14, 13, 50",15,28,20,15,78,8,15,14,13,50,5-6,4-7,12/21/19,Win,67,No Location Recorded,2:00 PM,N,178,06:09,"SUB OUT by KEENEY,LAUREN",,,,,,,"SUB OUT by KEENEY,LAUREN",2,subbing out,,hood,lauren keeney,,369
179,11,hood,HOOD,Centre Women,78-50,78,50,"15, 28, 20, 15, 78","8, 15, 14, 13, 50",15,28,20,15,78,8,15,14,13,50,5-6,4-7,12/21/19,Win,67,No Location Recorded,2:00 PM,N,179,06:09,,,,,"SUB IN by WILSON,KAT",,,"SUB IN by WILSON,KAT",2,subbing in,,Centre,kat wilson,,369
180,11,hood,HOOD,Centre Women,78-50,78,50,"15, 28, 20, 15, 78","8, 15, 14, 13, 50",15,28,20,15,78,8,15,14,13,50,5-6,4-7,12/21/19,Win,67,No Location Recorded,2:00 PM,N,180,06:09,,,,,"SUB OUT by WEHBY,ABIGAIL",,,"SUB OUT by WEHBY,ABIGAIL",2,subbing out,,Centre,abigail wehby,,369
181,11,hood,HOOD,Centre Women,78-50,78,50,"15, 28, 20, 15, 78","8, 15, 14, 13, 50",15,28,20,15,78,8,15,14,13,50,5-6,4-7,12/21/19,Win,67,No Location Recorded,2:00 PM,N,181,05:41,,,,,"MISS 3PTR by WILSON,KAT",,,"MISS 3PTR by WILSON,KAT",2,three pointer,missed,Centre,kat wilson,,341
182,11,hood,HOOD,Centre Women,78-50,78,50,"15, 28, 20, 15, 78","8, 15, 14, 13, 50",15,28,20,15,78,8,15,14,13,50,5-6,4-7,12/21/19,Win,67,No Location Recorded,2:00 PM,N,182,--,,,,,"REBOUND OFF by THACKER,JOSIE",,,"REBOUND OFF by THACKER,JOSIE",2,offensive rebound,,Centre,josie thacker,,
183,11,hood,HOOD,Centre Women,78-50,78,50,"15, 28, 20, 15, 78","8, 15, 14, 13, 50",15,28,20,15,78,8,15,14,13,50,5-6,4-7,12/21/19,Win,67,No Location Recorded,2:00 PM,N,183,05:29,,14,,23 (+9),"GOOD TIPIN by THACKER,JOSIE(in the paint)",CENTRE-W 14-23 (+9),,"GOOD TIPIN by THACKER,JOSIE(in the paint)",2,,,,,,329
184,11,hood,HOOD,Centre Women,78-50,78,50,"15, 28, 20, 15, 78","8, 15, 14, 13, 50",15,28,20,15,78,8,15,14,13,50,5-6,4-7,12/21/19,Win,67,No Location Recorded,2:00 PM,N,184,05:26,"GOOD 3PTR by GALLOWAY,DESTINY",17,,23 (+6),,HOOD 17-23 (+6),,"GOOD 3PTR by GALLOWAY,DESTINY",2,three pointer,good,hood,destiny galloway,3,326
185,11,hood,HOOD,Centre Women,78-50,78,50,"15, 28, 20, 15, 78","8, 15, 14, 13, 50",15,28,20,15,78,8,15,14,13,50,5-6,4-7,12/21/19,Win,67,No Location Recorded,2:00 PM,N,185,--,"ASSIST  by SMITH,BRE",,,,,,,"ASSIST  by SMITH,BRE",2,assist,,hood,bre smith,,
186,11,hood,HOOD,Centre Women,78-50,78,50,"15, 28, 20, 15, 78","8, 15, 14, 13, 50",15,28,20,15,78,8,15,14,13,50,5-6,4-7,12/21/19,Win,67,No Location Recorded,2:00 PM,N,186,05:11,"FOUL  by FORD,TAMIYA",,,,,,,"FOUL  by FORD,TAMIYA",2,foul,,hood,tamiya ford,,311
187,11,hood,HOOD,Centre Women,78-50,78,50,"15, 28, 20, 15, 78","8, 15, 14, 13, 50",15,28,20,15,78,8,15,14,13,50,5-6,4-7,12/21/19,Win,67,No Location Recorded,2:00 PM,N,187,05:11,"FOUL TECH by PITT,EBONY",,,,,,,"FOUL TECH by PITT,EBONY",2,foul,,hood,ebony pitt,,311
188,11,hood,HOOD,Centre Women,78-50,78,50,"15, 28, 20, 15, 78","8, 15, 14, 13, 50",15,28,20,15,78,8,15,14,13,50,5-6,4-7,12/21/19,Win,67,No Location Recorded,2:00 PM,N,188,05:11,"FOUL TECH by PITT,EBONY",,,,,,,"FOUL TECH by PITT,EBONY",2,foul,,hood,ebony pitt,,311
189,11,hood,HOOD,Centre Women,78-50,78,50,"15, 28, 20, 15, 78","8, 15, 14, 13, 50",15,28,20,15,78,8,15,14,13,50,5-6,4-7,12/21/19,Win,67,No Location Recorded,2:00 PM,N,189,05:11,,,,,"MISS FT by WILSON,KAT",,,"MISS FT by WILSON,KAT",2,free throw,missed,Centre,kat wilson,,311
190,11,hood,HOOD,Centre Women,78-50,78,50,"15, 28, 20, 15, 78","8, 15, 14, 13, 50",15,28,20,15,78,8,15,14,13,50,5-6,4-7,12/21/19,Win,67,No Location Recorded,2:00 PM,N,190,--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2,deadball rebound,,Centre,,,
191,11,hood,HOOD,Centre Women,78-50,78,50,"15, 28, 20, 15, 78","8, 15, 14, 13, 50",15,28,20,15,78,8,15,14,13,50,5-6,4-7,12/21/19,Win,67,No Location Recorded,2:00 PM,N,191,05:11,,17,,24 (+7),"GOOD FT by WILSON,KAT",CENTRE-W 17-24 (+7),,"GOOD FT by WILSON,KAT",2,free throw,good,Centre,kat wilson,1,311
192,11,hood,HOOD,Centre Women,78-50,78,50,"15, 28, 20, 15, 78","8, 15, 14, 13, 50",15,28,20,15,78,8,15,14,13,50,5-6,4-7,12/21/19,Win,67,No Location Recorded,2:00 PM,N,192,05:11,,17,,25 (+8),"GOOD FT by WILSON,KAT",CENTRE-W 17-25 (+8),,"GOOD FT by WILSON,KAT",2,free throw,good,Centre,kat wilson,1,311
193,11,hood,HOOD,Centre Women,78-50,78,50,"15, 28, 20, 15, 78","8, 15, 14, 13, 50",15,28,20,15,78,8,15,14,13,50,5-6,4-7,12/21/19,Win,67,No Location Recorded,2:00 PM,N,193,05:11,,17,,26 (+9),"GOOD FT by WILSON,KAT",CENTRE-W 17-26 (+9),,"GOOD FT by WILSON,KAT",2,free throw,good,Centre,kat wilson,1,311
194,11,hood,HOOD,Centre Women,78-50,78,50,"15, 28, 20, 15, 78","8, 15, 14, 13, 50",15,28,20,15,78,8,15,14,13,50,5-6,4-7,12/21/19,Win,67,No Location Recorded,2:00 PM,N,194,04:49,,17,,29 (+12),"GOOD 3PTR by MURRAY,KYLEE",CENTRE-W 17-29 (+12),,"GOOD 3PTR by MURRAY,KYLEE",2,three pointer,good,Centre,kylee murray,3,289
195,11,hood,HOOD,Centre Women,78-50,78,50,"15, 28, 20, 15, 78","8, 15, 14, 13, 50",15,28,20,15,78,8,15,14,13,50,5-6,4-7,12/21/19,Win,67,No Location Recorded,2:00 PM,N,195,--,,,,,"ASSIST  by THACKER,JOSIE",,,"ASSIST  by THACKER,JOSIE",2,assist,,Centre,josie thacker,,
196,11,hood,HOOD,Centre Women,78-50,78,50,"15, 28, 20, 15, 78","8, 15, 14, 13, 50",15,28,20,15,78,8,15,14,13,50,5-6,4-7,12/21/19,Win,67,No Location Recorded,2:00 PM,N,196,04:36,"TURNOVER  by SMITH,BRE",,,,,,,"TURNOVER  by SMITH,BRE",2,turnover,,hood,bre smith,,276
197,11,hood,HOOD,Centre Women,78-50,78,50,"15, 28, 20, 15, 78","8, 15, 14, 13, 50",15,28,20,15,78,8,15,14,13,50,5-6,4-7,12/21/19,Win,67,No Location Recorded,2:00 PM,N,197,04:35,,,,,"STEAL  by MURRAY,KYLEE",,,"STEAL  by MURRAY,KYLEE",2,steal,,Centre,,,275
198,11,hood,HOOD,Centre Women,78-50,78,50,"15, 28, 20, 15, 78","8, 15, 14, 13, 50",15,28,20,15,78,8,15,14,13,50,5-6,4-7,12/21/19,Win,67,No Location Recorded,2:00 PM,N,198,04:33,,17,,31 (+14),"GOOD LAYUP by MURRAY,KYLEE(fastbreak)(in the paint)",CENTRE-W 17-31 (+14),,"GOOD LAYUP by MURRAY,KYLEE(fastbreak)(in the paint)",2,layup,good,Centre,kylee(fastbreak) murray,2,273
199,11,hood,HOOD,Centre Women,78-50,78,50,"15, 28, 20, 15, 78","8, 15, 14, 13, 50",15,28,20,15,78,8,15,14,13,50,5-6,4-7,12/21/19,Win,67,No Location Recorded,2:00 PM,N,199,04:18,,,,,"FOUL  by HICKS,ELLEN",,,"FOUL  by HICKS,ELLEN",2,foul,,Centre,ellen hicks,,258
200,11,hood,HOOD,Centre Women,78-50,78,50,"15, 28, 20, 15, 78","8, 15, 14, 13, 50",15,28,20,15,78,8,15,14,13,50,5-6,4-7,12/21/19,Win,67,No Location Recorded,2:00 PM,N,200,04:18,"SUB IN by KEENEY,LAUREN",,,,,,,"SUB IN by KEENEY,LAUREN",2,subbing in,,hood,lauren keeney,,258
201,11,hood,HOOD,Centre Women,78-50,78,50,"15, 28, 20, 15, 78","8, 15, 14, 13, 50",15,28,20,15,78,8,15,14,13,50,5-6,4-7,12/21/19,Win,67,No Location Recorded,2:00 PM,N,201,04:18,"SUB OUT by SMITH,BRE",,,,,,,"SUB OUT by SMITH,BRE",2,subbing out,,hood,bre smith,,258
202,11,hood,HOOD,Centre Women,78-50,78,50,"15, 28, 20, 15, 78","8, 15, 14, 13, 50",15,28,20,15,78,8,15,14,13,50,5-6,4-7,12/21/19,Win,67,No Location Recorded,2:00 PM,N,202,04:18,,,,,"SUB IN by MARCUM,MADISON",,,"SUB IN by MARCUM,MADISON",2,subbing in,,Centre,madison marcum,,258
203,11,hood,HOOD,Centre Women,78-50,78,50,"15, 28, 20, 15, 78","8, 15, 14, 13, 50",15,28,20,15,78,8,15,14,13,50,5-6,4-7,12/21/19,Win,67,No Location Recorded,2:00 PM,N,203,04:18,,,,,"SUB IN by FEE,MIKAYLA",,,"SUB IN by FEE,MIKAYLA",2,subbing in,,Centre,mikayla fee,,258
204,11,hood,HOOD,Centre Women,78-50,78,50,"15, 28, 20, 15, 78","8, 15, 14, 13, 50",15,28,20,15,78,8,15,14,13,50,5-6,4-7,12/21/19,Win,67,No Location Recorded,2:00 PM,N,204,04:18,,,,,"SUB IN by WEHBY,ABIGAIL",,,"SUB IN by WEHBY,ABIGAIL",2,subbing in,,Centre,abigail wehby,,258
205,11,hood,HOOD,Centre Women,78-50,78,50,"15, 28, 20, 15, 78","8, 15, 14, 13, 50",15,28,20,15,78,8,15,14,13,50,5-6,4-7,12/21/19,Win,67,No Location Recorded,2:00 PM,N,205,04:18,,,,,"SUB IN by JENNINGS,RACHEL",,,"SUB IN by JENNINGS,RACHEL",2,subbing in,,Centre,rachel jennings,,258
206,11,hood,HOOD,Centre Women,78-50,78,50,"15, 28, 20, 15, 78","8, 15, 14, 13, 50",15,28,20,15,78,8,15,14,13,50,5-6,4-7,12/21/19,Win,67,No Location Recorded,2:00 PM,N,206,04:18,,,,,"SUB OUT by THACKER,JOSIE",,,"SUB OUT by THACKER,JOSIE",2,subbing out,,Centre,josie thacker,,258
207,11,hood,HOOD,Centre Women,78-50,78,50,"15, 28, 20, 15, 78","8, 15, 14, 13, 50",15,28,20,15,78,8,15,14,13,50,5-6,4-7,12/21/19,Win,67,No Location Recorded,2:00 PM,N,207,04:18,,,,,"SUB OUT by HEROLD,PAYTON",,,"SUB OUT by HEROLD,PAYTON",2,subbing out,,Centre,payton herold,,258
208,11,hood,HOOD,Centre Women,78-50,78,50,"15, 28, 20, 15, 78","8, 15, 14, 13, 50",15,28,20,15,78,8,15,14,13,50,5-6,4-7,12/21/19,Win,67,No Location Recorded,2:00 PM,N,208,04:18,,,,,"SUB OUT by HICKS,ELLEN",,,"SUB OUT by HICKS,ELLEN",2,subbing out,,Centre,ellen hicks,,258
209,11,hood,HOOD,Centre Women,78-50,78,50,"15, 28, 20, 15, 78","8, 15, 14, 13, 50",15,28,20,15,78,8,15,14,13,50,5-6,4-7,12/21/19,Win,67,No Location Recorded,2:00 PM,N,209,04:18,,,,,"SUB OUT by WILSON,KAT",,,"SUB OUT by WILSON,KAT",2,subbing out,,Centre,kat wilson,,258
210,11,hood,HOOD,Centre Women,78-50,78,50,"15, 28, 20, 15, 78","8, 15, 14, 13, 50",15,28,20,15,78,8,15,14,13,50,5-6,4-7,12/21/19,Win,67,No Location Recorded,2:00 PM,N,210,04:07,"MISS 3PTR by SAVOY,MIA",,,,,,,"MISS 3PTR by SAVOY,MIA",2,three pointer,missed,hood,mia savoy,,247
