,game,opponent name,boxscore_visitor_name,boxscore_home_name,final score,centreFinalScore,opponentFinalScore,centreScoreByPeriod,opponentScoreByPeriod,centreScorePeriod1,centreScorePeriod2,centreScorePeriod3,centreScorePeriod4,centreScorePeriod5,opponentScorePeriod1,opponentScorePeriod2,opponentScorePeriod3,opponentScorePeriod4,opponentScorePeriod5,centreRecord,opponentRecord,gameDate,outcome,attendance,gameLocation,gameTime,homeGame,,Time Remaining,OU,Away Team Score,Play Team Indicator,Home Team Score,Centre,Game Score,Team Indicator,Play,period number,Play Type,Shot Outcome,Team,Player,Points Earned,Time(seconds)
122,16,oglethorpe,Oglethorpe,Centre,54-60,54,60,"17, 11, 8, 18, 54","16, 12, 14, 18, 60",17,11,8,18,54,16,12,14,18,60,"8-7,2-3 SAA","15-1,5-0 SAA",01/12/20,Lose,315,No Location Recorded,1:00 PM,H,122,--,"ASSIST  by REED,NIKKI",,,,,,,"ASSIST  by REED,NIKKI",1,assist,,oglethorpe,nikki reed,,
123,16,oglethorpe,Oglethorpe,Centre,54-60,54,60,"17, 11, 8, 18, 54","16, 12, 14, 18, 60",17,11,8,18,54,16,12,14,18,60,"8-7,2-3 SAA","15-1,5-0 SAA",01/12/20,Lose,315,No Location Recorded,1:00 PM,H,123,00:01,,,,,"MISS LAYUP by JENNINGS,RACHEL(in the paint)",,,"MISS LAYUP by JENNINGS,RACHEL(in the paint)",1,layup,missed,Centre,rachel jennings,,1
124,16,oglethorpe,Oglethorpe,Centre,54-60,54,60,"17, 11, 8, 18, 54","16, 12, 14, 18, 60",17,11,8,18,54,16,12,14,18,60,"8-7,2-3 SAA","15-1,5-0 SAA",01/12/20,Lose,315,No Location Recorded,1:00 PM,H,124,--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,1,defensive rebound,,Centre,,,
125,16,oglethorpe,Oglethorpe,Centre,54-60,54,60,"17, 11, 8, 18, 54","16, 12, 14, 18, 60",17,11,8,18,54,16,12,14,18,60,"8-7,2-3 SAA","15-1,5-0 SAA",01/12/20,Lose,315,No Location Recorded,1:00 PM,H,125,Start Period 2,,,,,,,,,2,,,,,,
126,16,oglethorpe,Oglethorpe,Centre,54-60,54,60,"17, 11, 8, 18, 54","16, 12, 14, 18, 60",17,11,8,18,54,16,12,14,18,60,"8-7,2-3 SAA","15-1,5-0 SAA",01/12/20,Lose,315,No Location Recorded,1:00 PM,H,126,10:00,,,,,"SUB OUT by MURRAY,KYLEE",,,"SUB OUT by MURRAY,KYLEE",2,subbing out,,Centre,kylee murray,,600
127,16,oglethorpe,Oglethorpe,Centre,54-60,54,60,"17, 11, 8, 18, 54","16, 12, 14, 18, 60",17,11,8,18,54,16,12,14,18,60,"8-7,2-3 SAA","15-1,5-0 SAA",01/12/20,Lose,315,No Location Recorded,1:00 PM,H,127,10:00,,,,,"SUB OUT by JENNINGS,RACHEL",,,"SUB OUT by JENNINGS,RACHEL",2,subbing out,,Centre,rachel jennings,,600
128,16,oglethorpe,Oglethorpe,Centre,54-60,54,60,"17, 11, 8, 18, 54","16, 12, 14, 18, 60",17,11,8,18,54,16,12,14,18,60,"8-7,2-3 SAA","15-1,5-0 SAA",01/12/20,Lose,315,No Location Recorded,1:00 PM,H,128,10:00,,,,,"SUB OUT by HICKS,ELLEN",,,"SUB OUT by HICKS,ELLEN",2,subbing out,,Centre,ellen hicks,,600
129,16,oglethorpe,Oglethorpe,Centre,54-60,54,60,"17, 11, 8, 18, 54","16, 12, 14, 18, 60",17,11,8,18,54,16,12,14,18,60,"8-7,2-3 SAA","15-1,5-0 SAA",01/12/20,Lose,315,No Location Recorded,1:00 PM,H,129,10:00,,,,,"SUB OUT by MARCUM,MADISON",,,"SUB OUT by MARCUM,MADISON",2,subbing out,,Centre,madison marcum,,600
130,16,oglethorpe,Oglethorpe,Centre,54-60,54,60,"17, 11, 8, 18, 54","16, 12, 14, 18, 60",17,11,8,18,54,16,12,14,18,60,"8-7,2-3 SAA","15-1,5-0 SAA",01/12/20,Lose,315,No Location Recorded,1:00 PM,H,130,10:00,,,,,"SUB IN by HEROLD,PAYTON",,,"SUB IN by HEROLD,PAYTON",2,subbing in,,Centre,payton herold,,600
131,16,oglethorpe,Oglethorpe,Centre,54-60,54,60,"17, 11, 8, 18, 54","16, 12, 14, 18, 60",17,11,8,18,54,16,12,14,18,60,"8-7,2-3 SAA","15-1,5-0 SAA",01/12/20,Lose,315,No Location Recorded,1:00 PM,H,131,10:00,,,,,"SUB IN by WEHBY,ABIGAIL",,,"SUB IN by WEHBY,ABIGAIL",2,subbing in,,Centre,abigail wehby,,600
132,16,oglethorpe,Oglethorpe,Centre,54-60,54,60,"17, 11, 8, 18, 54","16, 12, 14, 18, 60",17,11,8,18,54,16,12,14,18,60,"8-7,2-3 SAA","15-1,5-0 SAA",01/12/20,Lose,315,No Location Recorded,1:00 PM,H,132,10:00,,,,,"SUB IN by FEE,MIKAYLA",,,"SUB IN by FEE,MIKAYLA",2,subbing in,,Centre,mikayla fee,,600
133,16,oglethorpe,Oglethorpe,Centre,54-60,54,60,"17, 11, 8, 18, 54","16, 12, 14, 18, 60",17,11,8,18,54,16,12,14,18,60,"8-7,2-3 SAA","15-1,5-0 SAA",01/12/20,Lose,315,No Location Recorded,1:00 PM,H,133,10:00,,,,,"SUB IN by THACKER,JOSIE",,,"SUB IN by THACKER,JOSIE",2,subbing in,,Centre,josie thacker,,600
134,16,oglethorpe,Oglethorpe,Centre,54-60,54,60,"17, 11, 8, 18, 54","16, 12, 14, 18, 60",17,11,8,18,54,16,12,14,18,60,"8-7,2-3 SAA","15-1,5-0 SAA",01/12/20,Lose,315,No Location Recorded,1:00 PM,H,134,09:36,,,,,"TURNOVER  by WILSON,KAT",,,"TURNOVER  by WILSON,KAT",2,turnover,,Centre,kat wilson,,576
135,16,oglethorpe,Oglethorpe,Centre,54-60,54,60,"17, 11, 8, 18, 54","16, 12, 14, 18, 60",17,11,8,18,54,16,12,14,18,60,"8-7,2-3 SAA","15-1,5-0 SAA",01/12/20,Lose,315,No Location Recorded,1:00 PM,H,135,09:36,"STEAL  by DONOVAN,SYDNI",,,,,,,"STEAL  by DONOVAN,SYDNI",2,steal,,oglethorpe,,,576
136,16,oglethorpe,Oglethorpe,Centre,54-60,54,60,"17, 11, 8, 18, 54","16, 12, 14, 18, 60",17,11,8,18,54,16,12,14,18,60,"8-7,2-3 SAA","15-1,5-0 SAA",01/12/20,Lose,315,No Location Recorded,1:00 PM,H,136,09:27,"MISS LAYUP by REED,NIKKI(in the paint)",,,,,,,"MISS LAYUP by REED,NIKKI(in the paint)",2,layup,missed,oglethorpe,nikki reed,,567
137,16,oglethorpe,Oglethorpe,Centre,54-60,54,60,"17, 11, 8, 18, 54","16, 12, 14, 18, 60",17,11,8,18,54,16,12,14,18,60,"8-7,2-3 SAA","15-1,5-0 SAA",01/12/20,Lose,315,No Location Recorded,1:00 PM,H,137,--,"REBOUND OFF by SMITH,TAYLOR",,,,,,,"REBOUND OFF by SMITH,TAYLOR",2,offensive rebound,,oglethorpe,taylor smith,,
138,16,oglethorpe,Oglethorpe,Centre,54-60,54,60,"17, 11, 8, 18, 54","16, 12, 14, 18, 60",17,11,8,18,54,16,12,14,18,60,"8-7,2-3 SAA","15-1,5-0 SAA",01/12/20,Lose,315,No Location Recorded,1:00 PM,H,138,09:22,"GOOD LAYUP by SMITH,TAYLOR(in the paint)",18 (+1),,17,,OU 18-17 (-1),,"GOOD LAYUP by SMITH,TAYLOR(in the paint)",2,layup,good,oglethorpe,taylor smith,2,562
139,16,oglethorpe,Oglethorpe,Centre,54-60,54,60,"17, 11, 8, 18, 54","16, 12, 14, 18, 60",17,11,8,18,54,16,12,14,18,60,"8-7,2-3 SAA","15-1,5-0 SAA",01/12/20,Lose,315,No Location Recorded,1:00 PM,H,139,08:58,,,,,"TURNOVER  by FEE,MIKAYLA",,,"TURNOVER  by FEE,MIKAYLA",2,turnover,,Centre,mikayla fee,,538
140,16,oglethorpe,Oglethorpe,Centre,54-60,54,60,"17, 11, 8, 18, 54","16, 12, 14, 18, 60",17,11,8,18,54,16,12,14,18,60,"8-7,2-3 SAA","15-1,5-0 SAA",01/12/20,Lose,315,No Location Recorded,1:00 PM,H,140,08:58,"STEAL  by DONOVAN,SYDNI",,,,,,,"STEAL  by DONOVAN,SYDNI",2,steal,,oglethorpe,,,538
141,16,oglethorpe,Oglethorpe,Centre,54-60,54,60,"17, 11, 8, 18, 54","16, 12, 14, 18, 60",17,11,8,18,54,16,12,14,18,60,"8-7,2-3 SAA","15-1,5-0 SAA",01/12/20,Lose,315,No Location Recorded,1:00 PM,H,141,08:58,,,,,"FOUL  by FEE,MIKAYLA",,,"FOUL  by FEE,MIKAYLA",2,foul,,Centre,mikayla fee,,538
142,16,oglethorpe,Oglethorpe,Centre,54-60,54,60,"17, 11, 8, 18, 54","16, 12, 14, 18, 60",17,11,8,18,54,16,12,14,18,60,"8-7,2-3 SAA","15-1,5-0 SAA",01/12/20,Lose,315,No Location Recorded,1:00 PM,H,142,08:58,,,,,"SUB OUT by FEE,MIKAYLA",,,"SUB OUT by FEE,MIKAYLA",2,subbing out,,Centre,mikayla fee,,538
143,16,oglethorpe,Oglethorpe,Centre,54-60,54,60,"17, 11, 8, 18, 54","16, 12, 14, 18, 60",17,11,8,18,54,16,12,14,18,60,"8-7,2-3 SAA","15-1,5-0 SAA",01/12/20,Lose,315,No Location Recorded,1:00 PM,H,143,08:58,,,,,"SUB IN by HICKS,ELLEN",,,"SUB IN by HICKS,ELLEN",2,subbing in,,Centre,ellen hicks,,538
144,16,oglethorpe,Oglethorpe,Centre,54-60,54,60,"17, 11, 8, 18, 54","16, 12, 14, 18, 60",17,11,8,18,54,16,12,14,18,60,"8-7,2-3 SAA","15-1,5-0 SAA",01/12/20,Lose,315,No Location Recorded,1:00 PM,H,144,08:44,"MISS LAYUP by REED,NIKKI(in the paint)",,,,,,,"MISS LAYUP by REED,NIKKI(in the paint)",2,layup,missed,oglethorpe,nikki reed,,524
145,16,oglethorpe,Oglethorpe,Centre,54-60,54,60,"17, 11, 8, 18, 54","16, 12, 14, 18, 60",17,11,8,18,54,16,12,14,18,60,"8-7,2-3 SAA","15-1,5-0 SAA",01/12/20,Lose,315,No Location Recorded,1:00 PM,H,145,--,"REBOUND OFF by DONOVAN,SYDNI",,,,,,,"REBOUND OFF by DONOVAN,SYDNI",2,offensive rebound,,oglethorpe,sydni donovan,,
146,16,oglethorpe,Oglethorpe,Centre,54-60,54,60,"17, 11, 8, 18, 54","16, 12, 14, 18, 60",17,11,8,18,54,16,12,14,18,60,"8-7,2-3 SAA","15-1,5-0 SAA",01/12/20,Lose,315,No Location Recorded,1:00 PM,H,146,08:38,"GOOD LAYUP by DONOVAN,SYDNI(in the paint)",20 (+3),,17,,OU 20-17 (-3),,"GOOD LAYUP by DONOVAN,SYDNI(in the paint)",2,layup,good,oglethorpe,sydni donovan,2,518
147,16,oglethorpe,Oglethorpe,Centre,54-60,54,60,"17, 11, 8, 18, 54","16, 12, 14, 18, 60",17,11,8,18,54,16,12,14,18,60,"8-7,2-3 SAA","15-1,5-0 SAA",01/12/20,Lose,315,No Location Recorded,1:00 PM,H,147,08:30,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2,timeout,,Centre,,,510
148,16,oglethorpe,Oglethorpe,Centre,54-60,54,60,"17, 11, 8, 18, 54","16, 12, 14, 18, 60",17,11,8,18,54,16,12,14,18,60,"8-7,2-3 SAA","15-1,5-0 SAA",01/12/20,Lose,315,No Location Recorded,1:00 PM,H,148,08:30,"SUB OUT by BURDGE,AUDREY",,,,,,,"SUB OUT by BURDGE,AUDREY",2,subbing out,,oglethorpe,audrey burdge,,510
149,16,oglethorpe,Oglethorpe,Centre,54-60,54,60,"17, 11, 8, 18, 54","16, 12, 14, 18, 60",17,11,8,18,54,16,12,14,18,60,"8-7,2-3 SAA","15-1,5-0 SAA",01/12/20,Lose,315,No Location Recorded,1:00 PM,H,149,08:30,"SUB IN by INMAN,MAYA",,,,,,,"SUB IN by INMAN,MAYA",2,subbing in,,oglethorpe,maya inman,,510
150,16,oglethorpe,Oglethorpe,Centre,54-60,54,60,"17, 11, 8, 18, 54","16, 12, 14, 18, 60",17,11,8,18,54,16,12,14,18,60,"8-7,2-3 SAA","15-1,5-0 SAA",01/12/20,Lose,315,No Location Recorded,1:00 PM,H,150,08:20,"FOUL  by INMAN,MAYA",,,,,,,"FOUL  by INMAN,MAYA",2,foul,,oglethorpe,maya inman,,500
151,16,oglethorpe,Oglethorpe,Centre,54-60,54,60,"17, 11, 8, 18, 54","16, 12, 14, 18, 60",17,11,8,18,54,16,12,14,18,60,"8-7,2-3 SAA","15-1,5-0 SAA",01/12/20,Lose,315,No Location Recorded,1:00 PM,H,151,08:20,,,,,"TURNOVER  by HEROLD,PAYTON",,,"TURNOVER  by HEROLD,PAYTON",2,turnover,,Centre,payton herold,,500
152,16,oglethorpe,Oglethorpe,Centre,54-60,54,60,"17, 11, 8, 18, 54","16, 12, 14, 18, 60",17,11,8,18,54,16,12,14,18,60,"8-7,2-3 SAA","15-1,5-0 SAA",01/12/20,Lose,315,No Location Recorded,1:00 PM,H,152,08:20,"STEAL  by INMAN,MAYA",,,,,,,"STEAL  by INMAN,MAYA",2,steal,,oglethorpe,,,500
153,16,oglethorpe,Oglethorpe,Centre,54-60,54,60,"17, 11, 8, 18, 54","16, 12, 14, 18, 60",17,11,8,18,54,16,12,14,18,60,"8-7,2-3 SAA","15-1,5-0 SAA",01/12/20,Lose,315,No Location Recorded,1:00 PM,H,153,08:08,"FOUL  by DONOVAN,SYDNI",,,,,,,"FOUL  by DONOVAN,SYDNI",2,foul,,oglethorpe,sydni donovan,,488
154,16,oglethorpe,Oglethorpe,Centre,54-60,54,60,"17, 11, 8, 18, 54","16, 12, 14, 18, 60",17,11,8,18,54,16,12,14,18,60,"8-7,2-3 SAA","15-1,5-0 SAA",01/12/20,Lose,315,No Location Recorded,1:00 PM,H,154,08:08,,,,,"SUB OUT by HEROLD,PAYTON",,,"SUB OUT by HEROLD,PAYTON",2,subbing out,,Centre,payton herold,,488
155,16,oglethorpe,Oglethorpe,Centre,54-60,54,60,"17, 11, 8, 18, 54","16, 12, 14, 18, 60",17,11,8,18,54,16,12,14,18,60,"8-7,2-3 SAA","15-1,5-0 SAA",01/12/20,Lose,315,No Location Recorded,1:00 PM,H,155,08:08,,,,,"SUB IN by MARCUM,MADISON",,,"SUB IN by MARCUM,MADISON",2,subbing in,,Centre,madison marcum,,488
156,16,oglethorpe,Oglethorpe,Centre,54-60,54,60,"17, 11, 8, 18, 54","16, 12, 14, 18, 60",17,11,8,18,54,16,12,14,18,60,"8-7,2-3 SAA","15-1,5-0 SAA",01/12/20,Lose,315,No Location Recorded,1:00 PM,H,156,07:45,,,,,"MISS JUMPER by WILSON,KAT",,,"MISS JUMPER by WILSON,KAT",2,jumper,missed,Centre,kat wilson,,465
157,16,oglethorpe,Oglethorpe,Centre,54-60,54,60,"17, 11, 8, 18, 54","16, 12, 14, 18, 60",17,11,8,18,54,16,12,14,18,60,"8-7,2-3 SAA","15-1,5-0 SAA",01/12/20,Lose,315,No Location Recorded,1:00 PM,H,157,--,"REBOUND DEF by GRINDLE,MORGAN",,,,,,,"REBOUND DEF by GRINDLE,MORGAN",2,defensive rebound,,oglethorpe,morgan grindle,,
158,16,oglethorpe,Oglethorpe,Centre,54-60,54,60,"17, 11, 8, 18, 54","16, 12, 14, 18, 60",17,11,8,18,54,16,12,14,18,60,"8-7,2-3 SAA","15-1,5-0 SAA",01/12/20,Lose,315,No Location Recorded,1:00 PM,H,158,07:24,"MISS JUMPER by SMITH,TAYLOR(in the paint)",,,,,,,"MISS JUMPER by SMITH,TAYLOR(in the paint)",2,jumper,missed,oglethorpe,taylor smith,,444
159,16,oglethorpe,Oglethorpe,Centre,54-60,54,60,"17, 11, 8, 18, 54","16, 12, 14, 18, 60",17,11,8,18,54,16,12,14,18,60,"8-7,2-3 SAA","15-1,5-0 SAA",01/12/20,Lose,315,No Location Recorded,1:00 PM,H,159,--,,,,,"REBOUND DEF by WEHBY,ABIGAIL",,,"REBOUND DEF by WEHBY,ABIGAIL",2,defensive rebound,,Centre,abigail wehby,,
160,16,oglethorpe,Oglethorpe,Centre,54-60,54,60,"17, 11, 8, 18, 54","16, 12, 14, 18, 60",17,11,8,18,54,16,12,14,18,60,"8-7,2-3 SAA","15-1,5-0 SAA",01/12/20,Lose,315,No Location Recorded,1:00 PM,H,160,07:17,,,,,"TURNOVER  by WILSON,KAT",,,"TURNOVER  by WILSON,KAT",2,turnover,,Centre,kat wilson,,437
161,16,oglethorpe,Oglethorpe,Centre,54-60,54,60,"17, 11, 8, 18, 54","16, 12, 14, 18, 60",17,11,8,18,54,16,12,14,18,60,"8-7,2-3 SAA","15-1,5-0 SAA",01/12/20,Lose,315,No Location Recorded,1:00 PM,H,161,07:17,,,,,"SUB OUT by THACKER,JOSIE",,,"SUB OUT by THACKER,JOSIE",2,subbing out,,Centre,josie thacker,,437
162,16,oglethorpe,Oglethorpe,Centre,54-60,54,60,"17, 11, 8, 18, 54","16, 12, 14, 18, 60",17,11,8,18,54,16,12,14,18,60,"8-7,2-3 SAA","15-1,5-0 SAA",01/12/20,Lose,315,No Location Recorded,1:00 PM,H,162,07:17,,,,,"SUB IN by MURRAY,KYLEE",,,"SUB IN by MURRAY,KYLEE",2,subbing in,,Centre,kylee murray,,437
163,16,oglethorpe,Oglethorpe,Centre,54-60,54,60,"17, 11, 8, 18, 54","16, 12, 14, 18, 60",17,11,8,18,54,16,12,14,18,60,"8-7,2-3 SAA","15-1,5-0 SAA",01/12/20,Lose,315,No Location Recorded,1:00 PM,H,163,07:17,"SUB OUT by DONOVAN,SYDNI",,,,,,,"SUB OUT by DONOVAN,SYDNI",2,subbing out,,oglethorpe,sydni donovan,,437
164,16,oglethorpe,Oglethorpe,Centre,54-60,54,60,"17, 11, 8, 18, 54","16, 12, 14, 18, 60",17,11,8,18,54,16,12,14,18,60,"8-7,2-3 SAA","15-1,5-0 SAA",01/12/20,Lose,315,No Location Recorded,1:00 PM,H,164,07:17,"SUB OUT by GRINDLE,MORGAN",,,,,,,"SUB OUT by GRINDLE,MORGAN",2,subbing out,,oglethorpe,morgan grindle,,437
165,16,oglethorpe,Oglethorpe,Centre,54-60,54,60,"17, 11, 8, 18, 54","16, 12, 14, 18, 60",17,11,8,18,54,16,12,14,18,60,"8-7,2-3 SAA","15-1,5-0 SAA",01/12/20,Lose,315,No Location Recorded,1:00 PM,H,165,07:17,"SUB IN by VAZQUEZ,AMY",,,,,,,"SUB IN by VAZQUEZ,AMY",2,subbing in,,oglethorpe,amy vazquez,,437
166,16,oglethorpe,Oglethorpe,Centre,54-60,54,60,"17, 11, 8, 18, 54","16, 12, 14, 18, 60",17,11,8,18,54,16,12,14,18,60,"8-7,2-3 SAA","15-1,5-0 SAA",01/12/20,Lose,315,No Location Recorded,1:00 PM,H,166,07:17,"SUB IN by BURDGE,AUDREY",,,,,,,"SUB IN by BURDGE,AUDREY",2,subbing in,,oglethorpe,audrey burdge,,437
167,16,oglethorpe,Oglethorpe,Centre,54-60,54,60,"17, 11, 8, 18, 54","16, 12, 14, 18, 60",17,11,8,18,54,16,12,14,18,60,"8-7,2-3 SAA","15-1,5-0 SAA",01/12/20,Lose,315,No Location Recorded,1:00 PM,H,167,07:07,"TURNOVER  by SMITH,TAYLOR",,,,,,,"TURNOVER  by SMITH,TAYLOR",2,turnover,,oglethorpe,taylor smith,,427
168,16,oglethorpe,Oglethorpe,Centre,54-60,54,60,"17, 11, 8, 18, 54","16, 12, 14, 18, 60",17,11,8,18,54,16,12,14,18,60,"8-7,2-3 SAA","15-1,5-0 SAA",01/12/20,Lose,315,No Location Recorded,1:00 PM,H,168,06:50,,20 (+1),,19,"GOOD JUMPER by WILSON,KAT(in the paint)",Centre 20-19 (-1),,"GOOD JUMPER by WILSON,KAT(in the paint)",2,jumper,good,Centre,kat wilson,2,410
169,16,oglethorpe,Oglethorpe,Centre,54-60,54,60,"17, 11, 8, 18, 54","16, 12, 14, 18, 60",17,11,8,18,54,16,12,14,18,60,"8-7,2-3 SAA","15-1,5-0 SAA",01/12/20,Lose,315,No Location Recorded,1:00 PM,H,169,06:42,"MISS 3PTR by VAZQUEZ,AMY",,,,,,,"MISS 3PTR by VAZQUEZ,AMY",2,three pointer,missed,oglethorpe,amy vazquez,,402
170,16,oglethorpe,Oglethorpe,Centre,54-60,54,60,"17, 11, 8, 18, 54","16, 12, 14, 18, 60",17,11,8,18,54,16,12,14,18,60,"8-7,2-3 SAA","15-1,5-0 SAA",01/12/20,Lose,315,No Location Recorded,1:00 PM,H,170,--,"REBOUND OFF by SMITH,TAYLOR",,,,,,,"REBOUND OFF by SMITH,TAYLOR",2,offensive rebound,,oglethorpe,taylor smith,,
171,16,oglethorpe,Oglethorpe,Centre,54-60,54,60,"17, 11, 8, 18, 54","16, 12, 14, 18, 60",17,11,8,18,54,16,12,14,18,60,"8-7,2-3 SAA","15-1,5-0 SAA",01/12/20,Lose,315,No Location Recorded,1:00 PM,H,171,06:32,"GOOD 3PTR by VAZQUEZ,AMY",23 (+4),,19,,OU 23-19 (-4),,"GOOD 3PTR by VAZQUEZ,AMY",2,three pointer,good,oglethorpe,amy vazquez,3,392
172,16,oglethorpe,Oglethorpe,Centre,54-60,54,60,"17, 11, 8, 18, 54","16, 12, 14, 18, 60",17,11,8,18,54,16,12,14,18,60,"8-7,2-3 SAA","15-1,5-0 SAA",01/12/20,Lose,315,No Location Recorded,1:00 PM,H,172,--,"ASSIST  by REED,NIKKI",,,,,,,"ASSIST  by REED,NIKKI",2,assist,,oglethorpe,nikki reed,,
173,16,oglethorpe,Oglethorpe,Centre,54-60,54,60,"17, 11, 8, 18, 54","16, 12, 14, 18, 60",17,11,8,18,54,16,12,14,18,60,"8-7,2-3 SAA","15-1,5-0 SAA",01/12/20,Lose,315,No Location Recorded,1:00 PM,H,173,05:55,,,,,TURNOVER  by TEAM,,,TURNOVER  by TEAM,2,turnover,,Centre,,,355
174,16,oglethorpe,Oglethorpe,Centre,54-60,54,60,"17, 11, 8, 18, 54","16, 12, 14, 18, 60",17,11,8,18,54,16,12,14,18,60,"8-7,2-3 SAA","15-1,5-0 SAA",01/12/20,Lose,315,No Location Recorded,1:00 PM,H,174,05:49,,,,,"SUB OUT by WILSON,KAT",,,"SUB OUT by WILSON,KAT",2,subbing out,,Centre,kat wilson,,349
175,16,oglethorpe,Oglethorpe,Centre,54-60,54,60,"17, 11, 8, 18, 54","16, 12, 14, 18, 60",17,11,8,18,54,16,12,14,18,60,"8-7,2-3 SAA","15-1,5-0 SAA",01/12/20,Lose,315,No Location Recorded,1:00 PM,H,175,05:49,,,,,"SUB OUT by MARCUM,MADISON",,,"SUB OUT by MARCUM,MADISON",2,subbing out,,Centre,madison marcum,,349
176,16,oglethorpe,Oglethorpe,Centre,54-60,54,60,"17, 11, 8, 18, 54","16, 12, 14, 18, 60",17,11,8,18,54,16,12,14,18,60,"8-7,2-3 SAA","15-1,5-0 SAA",01/12/20,Lose,315,No Location Recorded,1:00 PM,H,176,05:49,,,,,"SUB IN by JENNINGS,RACHEL",,,"SUB IN by JENNINGS,RACHEL",2,subbing in,,Centre,rachel jennings,,349
177,16,oglethorpe,Oglethorpe,Centre,54-60,54,60,"17, 11, 8, 18, 54","16, 12, 14, 18, 60",17,11,8,18,54,16,12,14,18,60,"8-7,2-3 SAA","15-1,5-0 SAA",01/12/20,Lose,315,No Location Recorded,1:00 PM,H,177,05:49,,,,,"SUB IN by HEROLD,PAYTON",,,"SUB IN by HEROLD,PAYTON",2,subbing in,,Centre,payton herold,,349
178,16,oglethorpe,Oglethorpe,Centre,54-60,54,60,"17, 11, 8, 18, 54","16, 12, 14, 18, 60",17,11,8,18,54,16,12,14,18,60,"8-7,2-3 SAA","15-1,5-0 SAA",01/12/20,Lose,315,No Location Recorded,1:00 PM,H,178,05:49,"MISS LAYUP by BURDGE,AUDREY(in the paint)",,,,,,,"MISS LAYUP by BURDGE,AUDREY(in the paint)",2,layup,missed,oglethorpe,audrey burdge,,349
179,16,oglethorpe,Oglethorpe,Centre,54-60,54,60,"17, 11, 8, 18, 54","16, 12, 14, 18, 60",17,11,8,18,54,16,12,14,18,60,"8-7,2-3 SAA","15-1,5-0 SAA",01/12/20,Lose,315,No Location Recorded,1:00 PM,H,179,--,,,,,"REBOUND DEF by HICKS,ELLEN",,,"REBOUND DEF by HICKS,ELLEN",2,defensive rebound,,Centre,ellen hicks,,
180,16,oglethorpe,Oglethorpe,Centre,54-60,54,60,"17, 11, 8, 18, 54","16, 12, 14, 18, 60",17,11,8,18,54,16,12,14,18,60,"8-7,2-3 SAA","15-1,5-0 SAA",01/12/20,Lose,315,No Location Recorded,1:00 PM,H,180,05:42,,,,,"MISS JUMPER by HICKS,ELLEN(in the paint)",,,"MISS JUMPER by HICKS,ELLEN(in the paint)",2,jumper,missed,Centre,ellen hicks,,342
181,16,oglethorpe,Oglethorpe,Centre,54-60,54,60,"17, 11, 8, 18, 54","16, 12, 14, 18, 60",17,11,8,18,54,16,12,14,18,60,"8-7,2-3 SAA","15-1,5-0 SAA",01/12/20,Lose,315,No Location Recorded,1:00 PM,H,181,--,,,,,"REBOUND OFF by MURRAY,KYLEE",,,"REBOUND OFF by MURRAY,KYLEE",2,offensive rebound,,Centre,kylee murray,,
182,16,oglethorpe,Oglethorpe,Centre,54-60,54,60,"17, 11, 8, 18, 54","16, 12, 14, 18, 60",17,11,8,18,54,16,12,14,18,60,"8-7,2-3 SAA","15-1,5-0 SAA",01/12/20,Lose,315,No Location Recorded,1:00 PM,H,182,05:37,,,,,"TURNOVER  by MURRAY,KYLEE",,,"TURNOVER  by MURRAY,KYLEE",2,turnover,,Centre,kylee murray,,337
183,16,oglethorpe,Oglethorpe,Centre,54-60,54,60,"17, 11, 8, 18, 54","16, 12, 14, 18, 60",17,11,8,18,54,16,12,14,18,60,"8-7,2-3 SAA","15-1,5-0 SAA",01/12/20,Lose,315,No Location Recorded,1:00 PM,H,183,05:37,"STEAL  by SMITH,TAYLOR",,,,,,,"STEAL  by SMITH,TAYLOR",2,steal,,oglethorpe,,,337
184,16,oglethorpe,Oglethorpe,Centre,54-60,54,60,"17, 11, 8, 18, 54","16, 12, 14, 18, 60",17,11,8,18,54,16,12,14,18,60,"8-7,2-3 SAA","15-1,5-0 SAA",01/12/20,Lose,315,No Location Recorded,1:00 PM,H,184,05:32,"MISS LAYUP by SMITH,TAYLOR(in the paint)",,,,,,,"MISS LAYUP by SMITH,TAYLOR(in the paint)",2,layup,missed,oglethorpe,taylor smith,,332
185,16,oglethorpe,Oglethorpe,Centre,54-60,54,60,"17, 11, 8, 18, 54","16, 12, 14, 18, 60",17,11,8,18,54,16,12,14,18,60,"8-7,2-3 SAA","15-1,5-0 SAA",01/12/20,Lose,315,No Location Recorded,1:00 PM,H,185,--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,2,defensive rebound,,Centre,,,
186,16,oglethorpe,Oglethorpe,Centre,54-60,54,60,"17, 11, 8, 18, 54","16, 12, 14, 18, 60",17,11,8,18,54,16,12,14,18,60,"8-7,2-3 SAA","15-1,5-0 SAA",01/12/20,Lose,315,No Location Recorded,1:00 PM,H,186,05:30,"FOUL  by VAZQUEZ,AMY",,,,,,,"FOUL  by VAZQUEZ,AMY",2,foul,,oglethorpe,amy vazquez,,330
