,game,opponent name,boxscore_visitor_name,boxscore_home_name,final score,centreFinalScore,opponentFinalScore,centreScoreByPeriod,opponentScoreByPeriod,centreScorePeriod1,centreScorePeriod2,centreScorePeriod3,centreScorePeriod4,centreScorePeriod5,opponentScorePeriod1,opponentScorePeriod2,opponentScorePeriod3,opponentScorePeriod4,opponentScorePeriod5,centreRecord,opponentRecord,gameDate,outcome,attendance,gameLocation,gameTime,homeGame,,Time Remaining,Mill,Away Team Score,Play Team Indicator,Home Team Score,Centre,Game Score,Team Indicator,Play,period number,Play Type,Shot Outcome,Team,Player,Points Earned,Time(seconds)
54,22,millsaps,Millsaps,Centre,58-48,58,48,"13, 16, 17, 12, 58","9, 12, 15, 12, 48",13,16,17,12,58,9,12,15,12,48,"13-9,7-4 SAA","9-13,3-8 SAA",02/02/20,Win,216,No Location Recorded,1:00 PM,H,54,04:21,,,,,"SUB IN by MARCUM,MADISON",,,"SUB IN by MARCUM,MADISON",1,subbing in,,Centre,madison marcum,,261
55,22,millsaps,Millsaps,Centre,58-48,58,48,"13, 16, 17, 12, 58","9, 12, 15, 12, 48",13,16,17,12,58,9,12,15,12,48,"13-9,7-4 SAA","9-13,3-8 SAA",02/02/20,Win,216,No Location Recorded,1:00 PM,H,55,04:06,"FOUL  by LARTIGUE,ELECIA",,,,,,,"FOUL  by LARTIGUE,ELECIA",1,foul,,millsaps,elecia lartigue,,246
56,22,millsaps,Millsaps,Centre,58-48,58,48,"13, 16, 17, 12, 58","9, 12, 15, 12, 48",13,16,17,12,58,9,12,15,12,48,"13-9,7-4 SAA","9-13,3-8 SAA",02/02/20,Win,216,No Location Recorded,1:00 PM,H,56,04:00,,,,,"MISS 3PTR by MARCUM,MADISON",,,"MISS 3PTR by MARCUM,MADISON",1,three pointer,missed,Centre,madison marcum,,240
57,22,millsaps,Millsaps,Centre,58-48,58,48,"13, 16, 17, 12, 58","9, 12, 15, 12, 48",13,16,17,12,58,9,12,15,12,48,"13-9,7-4 SAA","9-13,3-8 SAA",02/02/20,Win,216,No Location Recorded,1:00 PM,H,57,--,"REBOUND DEF by MANNING,TAELOR",,,,,,,"REBOUND DEF by MANNING,TAELOR",1,defensive rebound,,millsaps,taelor manning,,
58,22,millsaps,Millsaps,Centre,58-48,58,48,"13, 16, 17, 12, 58","9, 12, 15, 12, 48",13,16,17,12,58,9,12,15,12,48,"13-9,7-4 SAA","9-13,3-8 SAA",02/02/20,Win,216,No Location Recorded,1:00 PM,H,58,03:50,"TURNOVER  by LARTIGUE,ELECIA",,,,,,,"TURNOVER  by LARTIGUE,ELECIA",1,turnover,,millsaps,elecia lartigue,,230
59,22,millsaps,Millsaps,Centre,58-48,58,48,"13, 16, 17, 12, 58","9, 12, 15, 12, 48",13,16,17,12,58,9,12,15,12,48,"13-9,7-4 SAA","9-13,3-8 SAA",02/02/20,Win,216,No Location Recorded,1:00 PM,H,59,03:50,,,,,"STEAL  by HEROLD,PAYTON",,,"STEAL  by HEROLD,PAYTON",1,steal,,Centre,,,230
60,22,millsaps,Millsaps,Centre,58-48,58,48,"13, 16, 17, 12, 58","9, 12, 15, 12, 48",13,16,17,12,58,9,12,15,12,48,"13-9,7-4 SAA","9-13,3-8 SAA",02/02/20,Win,216,No Location Recorded,1:00 PM,H,60,03:44,,8,,8,"GOOD LAYUP by HEROLD,PAYTON(fastbreak)(in the paint)",Centre 8-8 (0),,"GOOD LAYUP by HEROLD,PAYTON(fastbreak)(in the paint)",1,layup,good,Centre,payton(fastbreak) herold,2,224
61,22,millsaps,Millsaps,Centre,58-48,58,48,"13, 16, 17, 12, 58","9, 12, 15, 12, 48",13,16,17,12,58,9,12,15,12,48,"13-9,7-4 SAA","9-13,3-8 SAA",02/02/20,Win,216,No Location Recorded,1:00 PM,H,61,--,,,,,"ASSIST  by WILSON,KAT",,,"ASSIST  by WILSON,KAT",1,assist,,Centre,kat wilson,,
62,22,millsaps,Millsaps,Centre,58-48,58,48,"13, 16, 17, 12, 58","9, 12, 15, 12, 48",13,16,17,12,58,9,12,15,12,48,"13-9,7-4 SAA","9-13,3-8 SAA",02/02/20,Win,216,No Location Recorded,1:00 PM,H,62,03:15,"MISS JUMPER by MANNING,TAELOR(in the paint)",,,,,,,"MISS JUMPER by MANNING,TAELOR(in the paint)",1,jumper,missed,millsaps,taelor manning,,195
63,22,millsaps,Millsaps,Centre,58-48,58,48,"13, 16, 17, 12, 58","9, 12, 15, 12, 48",13,16,17,12,58,9,12,15,12,48,"13-9,7-4 SAA","9-13,3-8 SAA",02/02/20,Win,216,No Location Recorded,1:00 PM,H,63,03:13,"FOUL  by MANNING,TAELOR",,,,,,,"FOUL  by MANNING,TAELOR",1,foul,,millsaps,taelor manning,,193
64,22,millsaps,Millsaps,Centre,58-48,58,48,"13, 16, 17, 12, 58","9, 12, 15, 12, 48",13,16,17,12,58,9,12,15,12,48,"13-9,7-4 SAA","9-13,3-8 SAA",02/02/20,Win,216,No Location Recorded,1:00 PM,H,64,--,,,,,"REBOUND DEF by THACKER,JOSIE",,,"REBOUND DEF by THACKER,JOSIE",1,defensive rebound,,Centre,josie thacker,,
65,22,millsaps,Millsaps,Centre,58-48,58,48,"13, 16, 17, 12, 58","9, 12, 15, 12, 48",13,16,17,12,58,9,12,15,12,48,"13-9,7-4 SAA","9-13,3-8 SAA",02/02/20,Win,216,No Location Recorded,1:00 PM,H,65,03:12,"SUB OUT by MANNING,TAELOR",,,,,,,"SUB OUT by MANNING,TAELOR",1,subbing out,,millsaps,taelor manning,,192
66,22,millsaps,Millsaps,Centre,58-48,58,48,"13, 16, 17, 12, 58","9, 12, 15, 12, 48",13,16,17,12,58,9,12,15,12,48,"13-9,7-4 SAA","9-13,3-8 SAA",02/02/20,Win,216,No Location Recorded,1:00 PM,H,66,03:12,"SUB IN by KING,BRIASHA",,,,,,,"SUB IN by KING,BRIASHA",1,subbing in,,millsaps,briasha king,,192
67,22,millsaps,Millsaps,Centre,58-48,58,48,"13, 16, 17, 12, 58","9, 12, 15, 12, 48",13,16,17,12,58,9,12,15,12,48,"13-9,7-4 SAA","9-13,3-8 SAA",02/02/20,Win,216,No Location Recorded,1:00 PM,H,67,03:08,,,,,"MISS LAYUP by FEE,MIKAYLA(in the paint)",,,"MISS LAYUP by FEE,MIKAYLA(in the paint)",1,layup,missed,Centre,mikayla fee,,188
68,22,millsaps,Millsaps,Centre,58-48,58,48,"13, 16, 17, 12, 58","9, 12, 15, 12, 48",13,16,17,12,58,9,12,15,12,48,"13-9,7-4 SAA","9-13,3-8 SAA",02/02/20,Win,216,No Location Recorded,1:00 PM,H,68,--,"REBOUND DEF by KING,BRIASHA",,,,,,,"REBOUND DEF by KING,BRIASHA",1,defensive rebound,,millsaps,briasha king,,
69,22,millsaps,Millsaps,Centre,58-48,58,48,"13, 16, 17, 12, 58","9, 12, 15, 12, 48",13,16,17,12,58,9,12,15,12,48,"13-9,7-4 SAA","9-13,3-8 SAA",02/02/20,Win,216,No Location Recorded,1:00 PM,H,69,03:03,,,,,"FOUL  by THACKER,JOSIE",,,"FOUL  by THACKER,JOSIE",1,foul,,Centre,josie thacker,,183
70,22,millsaps,Millsaps,Centre,58-48,58,48,"13, 16, 17, 12, 58","9, 12, 15, 12, 48",13,16,17,12,58,9,12,15,12,48,"13-9,7-4 SAA","9-13,3-8 SAA",02/02/20,Win,216,No Location Recorded,1:00 PM,H,70,03:03,,,,,"SUB OUT by THACKER,JOSIE",,,"SUB OUT by THACKER,JOSIE",1,subbing out,,Centre,josie thacker,,183
71,22,millsaps,Millsaps,Centre,58-48,58,48,"13, 16, 17, 12, 58","9, 12, 15, 12, 48",13,16,17,12,58,9,12,15,12,48,"13-9,7-4 SAA","9-13,3-8 SAA",02/02/20,Win,216,No Location Recorded,1:00 PM,H,71,03:03,,,,,"SUB IN by MURRAY,KYLEE",,,"SUB IN by MURRAY,KYLEE",1,subbing in,,Centre,kylee murray,,183
72,22,millsaps,Millsaps,Centre,58-48,58,48,"13, 16, 17, 12, 58","9, 12, 15, 12, 48",13,16,17,12,58,9,12,15,12,48,"13-9,7-4 SAA","9-13,3-8 SAA",02/02/20,Win,216,No Location Recorded,1:00 PM,H,72,02:48,"MISS 3PTR by DONALDSON,MEGAN",,,,,,,"MISS 3PTR by DONALDSON,MEGAN",1,three pointer,missed,millsaps,megan donaldson,,168
73,22,millsaps,Millsaps,Centre,58-48,58,48,"13, 16, 17, 12, 58","9, 12, 15, 12, 48",13,16,17,12,58,9,12,15,12,48,"13-9,7-4 SAA","9-13,3-8 SAA",02/02/20,Win,216,No Location Recorded,1:00 PM,H,73,02:48,,,,,"BLOCK  by HEROLD,PAYTON",,,"BLOCK  by HEROLD,PAYTON",1,block,,Centre,payton herold,,168
74,22,millsaps,Millsaps,Centre,58-48,58,48,"13, 16, 17, 12, 58","9, 12, 15, 12, 48",13,16,17,12,58,9,12,15,12,48,"13-9,7-4 SAA","9-13,3-8 SAA",02/02/20,Win,216,No Location Recorded,1:00 PM,H,74,--,"REBOUND OFF by DONALDSON,MEGAN",,,,,,,"REBOUND OFF by DONALDSON,MEGAN",1,offensive rebound,,millsaps,megan donaldson,,
75,22,millsaps,Millsaps,Centre,58-48,58,48,"13, 16, 17, 12, 58","9, 12, 15, 12, 48",13,16,17,12,58,9,12,15,12,48,"13-9,7-4 SAA","9-13,3-8 SAA",02/02/20,Win,216,No Location Recorded,1:00 PM,H,75,02:42,"MISS JUMPER by DONALDSON,MEGAN",,,,,,,"MISS JUMPER by DONALDSON,MEGAN",1,jumper,missed,millsaps,megan donaldson,,162
76,22,millsaps,Millsaps,Centre,58-48,58,48,"13, 16, 17, 12, 58","9, 12, 15, 12, 48",13,16,17,12,58,9,12,15,12,48,"13-9,7-4 SAA","9-13,3-8 SAA",02/02/20,Win,216,No Location Recorded,1:00 PM,H,76,--,,,,,"REBOUND DEF by HEROLD,PAYTON",,,"REBOUND DEF by HEROLD,PAYTON",1,defensive rebound,,Centre,payton herold,,
77,22,millsaps,Millsaps,Centre,58-48,58,48,"13, 16, 17, 12, 58","9, 12, 15, 12, 48",13,16,17,12,58,9,12,15,12,48,"13-9,7-4 SAA","9-13,3-8 SAA",02/02/20,Win,216,No Location Recorded,1:00 PM,H,77,02:37,,8,,10 (+2),"GOOD LAYUP by FEE,MIKAYLA(fastbreak)(in the paint)",Centre 8-10 (+2),,"GOOD LAYUP by FEE,MIKAYLA(fastbreak)(in the paint)",1,layup,good,Centre,mikayla(fastbreak) fee,2,157
78,22,millsaps,Millsaps,Centre,58-48,58,48,"13, 16, 17, 12, 58","9, 12, 15, 12, 48",13,16,17,12,58,9,12,15,12,48,"13-9,7-4 SAA","9-13,3-8 SAA",02/02/20,Win,216,No Location Recorded,1:00 PM,H,78,--,,,,,"ASSIST  by HEROLD,PAYTON",,,"ASSIST  by HEROLD,PAYTON",1,assist,,Centre,payton herold,,
79,22,millsaps,Millsaps,Centre,58-48,58,48,"13, 16, 17, 12, 58","9, 12, 15, 12, 48",13,16,17,12,58,9,12,15,12,48,"13-9,7-4 SAA","9-13,3-8 SAA",02/02/20,Win,216,No Location Recorded,1:00 PM,H,79,02:23,"TURNOVER  by HILL,LAUREN",,,,,,,"TURNOVER  by HILL,LAUREN",1,turnover,,millsaps,lauren hill,,143
80,22,millsaps,Millsaps,Centre,58-48,58,48,"13, 16, 17, 12, 58","9, 12, 15, 12, 48",13,16,17,12,58,9,12,15,12,48,"13-9,7-4 SAA","9-13,3-8 SAA",02/02/20,Win,216,No Location Recorded,1:00 PM,H,80,02:23,,,,,"SUB OUT by MURRAY,KYLEE",,,"SUB OUT by MURRAY,KYLEE",1,subbing out,,Centre,kylee murray,,143
81,22,millsaps,Millsaps,Centre,58-48,58,48,"13, 16, 17, 12, 58","9, 12, 15, 12, 48",13,16,17,12,58,9,12,15,12,48,"13-9,7-4 SAA","9-13,3-8 SAA",02/02/20,Win,216,No Location Recorded,1:00 PM,H,81,02:23,,,,,"SUB IN by WEHBY,ABIGAIL",,,"SUB IN by WEHBY,ABIGAIL",1,subbing in,,Centre,abigail wehby,,143
82,22,millsaps,Millsaps,Centre,58-48,58,48,"13, 16, 17, 12, 58","9, 12, 15, 12, 48",13,16,17,12,58,9,12,15,12,48,"13-9,7-4 SAA","9-13,3-8 SAA",02/02/20,Win,216,No Location Recorded,1:00 PM,H,82,02:23,"SUB OUT by DONALDSON,MEGAN",,,,,,,"SUB OUT by DONALDSON,MEGAN",1,subbing out,,millsaps,megan donaldson,,143
83,22,millsaps,Millsaps,Centre,58-48,58,48,"13, 16, 17, 12, 58","9, 12, 15, 12, 48",13,16,17,12,58,9,12,15,12,48,"13-9,7-4 SAA","9-13,3-8 SAA",02/02/20,Win,216,No Location Recorded,1:00 PM,H,83,02:23,"SUB OUT by HILL,LAUREN",,,,,,,"SUB OUT by HILL,LAUREN",1,subbing out,,millsaps,lauren hill,,143
84,22,millsaps,Millsaps,Centre,58-48,58,48,"13, 16, 17, 12, 58","9, 12, 15, 12, 48",13,16,17,12,58,9,12,15,12,48,"13-9,7-4 SAA","9-13,3-8 SAA",02/02/20,Win,216,No Location Recorded,1:00 PM,H,84,02:23,"SUB IN by CALDWELL,DEVAN",,,,,,,"SUB IN by CALDWELL,DEVAN",1,subbing in,,millsaps,devan caldwell,,143
85,22,millsaps,Millsaps,Centre,58-48,58,48,"13, 16, 17, 12, 58","9, 12, 15, 12, 48",13,16,17,12,58,9,12,15,12,48,"13-9,7-4 SAA","9-13,3-8 SAA",02/02/20,Win,216,No Location Recorded,1:00 PM,H,85,02:23,"SUB IN by WILSON,ANNA",,,,,,,"SUB IN by WILSON,ANNA",1,subbing in,,millsaps,anna wilson,,143
86,22,millsaps,Millsaps,Centre,58-48,58,48,"13, 16, 17, 12, 58","9, 12, 15, 12, 48",13,16,17,12,58,9,12,15,12,48,"13-9,7-4 SAA","9-13,3-8 SAA",02/02/20,Win,216,No Location Recorded,1:00 PM,H,86,02:00,,,,,"MISS JUMPER by WILSON,KAT(in the paint)",,,"MISS JUMPER by WILSON,KAT(in the paint)",1,jumper,missed,Centre,kat wilson,,120
87,22,millsaps,Millsaps,Centre,58-48,58,48,"13, 16, 17, 12, 58","9, 12, 15, 12, 48",13,16,17,12,58,9,12,15,12,48,"13-9,7-4 SAA","9-13,3-8 SAA",02/02/20,Win,216,No Location Recorded,1:00 PM,H,87,--,"REBOUND DEF by LARTIGUE,ELECIA",,,,,,,"REBOUND DEF by LARTIGUE,ELECIA",1,defensive rebound,,millsaps,elecia lartigue,,
88,22,millsaps,Millsaps,Centre,58-48,58,48,"13, 16, 17, 12, 58","9, 12, 15, 12, 48",13,16,17,12,58,9,12,15,12,48,"13-9,7-4 SAA","9-13,3-8 SAA",02/02/20,Win,216,No Location Recorded,1:00 PM,H,88,01:51,"MISS 3PTR by CALDWELL,DEVAN",,,,,,,"MISS 3PTR by CALDWELL,DEVAN",1,three pointer,missed,millsaps,devan caldwell,,111
89,22,millsaps,Millsaps,Centre,58-48,58,48,"13, 16, 17, 12, 58","9, 12, 15, 12, 48",13,16,17,12,58,9,12,15,12,48,"13-9,7-4 SAA","9-13,3-8 SAA",02/02/20,Win,216,No Location Recorded,1:00 PM,H,89,--,,,,,"REBOUND DEF by WILSON,KAT",,,"REBOUND DEF by WILSON,KAT",1,defensive rebound,,Centre,kat wilson,,
90,22,millsaps,Millsaps,Centre,58-48,58,48,"13, 16, 17, 12, 58","9, 12, 15, 12, 48",13,16,17,12,58,9,12,15,12,48,"13-9,7-4 SAA","9-13,3-8 SAA",02/02/20,Win,216,No Location Recorded,1:00 PM,H,90,01:35,,,,,"MISS JUMPER by WILSON,KAT(in the paint)",,,"MISS JUMPER by WILSON,KAT(in the paint)",1,jumper,missed,Centre,kat wilson,,95
91,22,millsaps,Millsaps,Centre,58-48,58,48,"13, 16, 17, 12, 58","9, 12, 15, 12, 48",13,16,17,12,58,9,12,15,12,48,"13-9,7-4 SAA","9-13,3-8 SAA",02/02/20,Win,216,No Location Recorded,1:00 PM,H,91,--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,1,defensive rebound,,millsaps,,,
92,22,millsaps,Millsaps,Centre,58-48,58,48,"13, 16, 17, 12, 58","9, 12, 15, 12, 48",13,16,17,12,58,9,12,15,12,48,"13-9,7-4 SAA","9-13,3-8 SAA",02/02/20,Win,216,No Location Recorded,1:00 PM,H,92,01:26,"TURNOVER  by RAYFORD,ANDREA",,,,,,,"TURNOVER  by RAYFORD,ANDREA",1,turnover,,millsaps,andrea rayford,,86
93,22,millsaps,Millsaps,Centre,58-48,58,48,"13, 16, 17, 12, 58","9, 12, 15, 12, 48",13,16,17,12,58,9,12,15,12,48,"13-9,7-4 SAA","9-13,3-8 SAA",02/02/20,Win,216,No Location Recorded,1:00 PM,H,93,01:26,,,,,"STEAL  by MARCUM,MADISON",,,"STEAL  by MARCUM,MADISON",1,steal,,Centre,,,86
94,22,millsaps,Millsaps,Centre,58-48,58,48,"13, 16, 17, 12, 58","9, 12, 15, 12, 48",13,16,17,12,58,9,12,15,12,48,"13-9,7-4 SAA","9-13,3-8 SAA",02/02/20,Win,216,No Location Recorded,1:00 PM,H,94,01:18,,,,,"MISS 3PTR by HEROLD,PAYTON",,,"MISS 3PTR by HEROLD,PAYTON",1,three pointer,missed,Centre,payton herold,,78
95,22,millsaps,Millsaps,Centre,58-48,58,48,"13, 16, 17, 12, 58","9, 12, 15, 12, 48",13,16,17,12,58,9,12,15,12,48,"13-9,7-4 SAA","9-13,3-8 SAA",02/02/20,Win,216,No Location Recorded,1:00 PM,H,95,--,"REBOUND DEF by CALDWELL,DEVAN",,,,,,,"REBOUND DEF by CALDWELL,DEVAN",1,defensive rebound,,millsaps,devan caldwell,,
96,22,millsaps,Millsaps,Centre,58-48,58,48,"13, 16, 17, 12, 58","9, 12, 15, 12, 48",13,16,17,12,58,9,12,15,12,48,"13-9,7-4 SAA","9-13,3-8 SAA",02/02/20,Win,216,No Location Recorded,1:00 PM,H,96,01:03,,,,,"FOUL  by FEE,MIKAYLA",,,"FOUL  by FEE,MIKAYLA",1,foul,,Centre,mikayla fee,,63
97,22,millsaps,Millsaps,Centre,58-48,58,48,"13, 16, 17, 12, 58","9, 12, 15, 12, 48",13,16,17,12,58,9,12,15,12,48,"13-9,7-4 SAA","9-13,3-8 SAA",02/02/20,Win,216,No Location Recorded,1:00 PM,H,97,01:03,"SUB OUT by KING,BRIASHA",,,,,,,"SUB OUT by KING,BRIASHA",1,subbing out,,millsaps,briasha king,,63
98,22,millsaps,Millsaps,Centre,58-48,58,48,"13, 16, 17, 12, 58","9, 12, 15, 12, 48",13,16,17,12,58,9,12,15,12,48,"13-9,7-4 SAA","9-13,3-8 SAA",02/02/20,Win,216,No Location Recorded,1:00 PM,H,98,01:03,"SUB OUT by RAYFORD,ANDREA",,,,,,,"SUB OUT by RAYFORD,ANDREA",1,subbing out,,millsaps,andrea rayford,,63
99,22,millsaps,Millsaps,Centre,58-48,58,48,"13, 16, 17, 12, 58","9, 12, 15, 12, 48",13,16,17,12,58,9,12,15,12,48,"13-9,7-4 SAA","9-13,3-8 SAA",02/02/20,Win,216,No Location Recorded,1:00 PM,H,99,01:03,"SUB IN by MANNING,TAELOR",,,,,,,"SUB IN by MANNING,TAELOR",1,subbing in,,millsaps,taelor manning,,63
100,22,millsaps,Millsaps,Centre,58-48,58,48,"13, 16, 17, 12, 58","9, 12, 15, 12, 48",13,16,17,12,58,9,12,15,12,48,"13-9,7-4 SAA","9-13,3-8 SAA",02/02/20,Win,216,No Location Recorded,1:00 PM,H,100,01:03,"SUB IN by FORTENBERRY,DIA",,,,,,,"SUB IN by FORTENBERRY,DIA",1,subbing in,,millsaps,dia fortenberry,,63
101,22,millsaps,Millsaps,Centre,58-48,58,48,"13, 16, 17, 12, 58","9, 12, 15, 12, 48",13,16,17,12,58,9,12,15,12,48,"13-9,7-4 SAA","9-13,3-8 SAA",02/02/20,Win,216,No Location Recorded,1:00 PM,H,101,01:00,"TURNOVER  by MANNING,TAELOR",,,,,,,"TURNOVER  by MANNING,TAELOR",1,turnover,,millsaps,taelor manning,,60
102,22,millsaps,Millsaps,Centre,58-48,58,48,"13, 16, 17, 12, 58","9, 12, 15, 12, 48",13,16,17,12,58,9,12,15,12,48,"13-9,7-4 SAA","9-13,3-8 SAA",02/02/20,Win,216,No Location Recorded,1:00 PM,H,102,01:00,,,,,"STEAL  by HEROLD,PAYTON",,,"STEAL  by HEROLD,PAYTON",1,steal,,Centre,,,60
103,22,millsaps,Millsaps,Centre,58-48,58,48,"13, 16, 17, 12, 58","9, 12, 15, 12, 48",13,16,17,12,58,9,12,15,12,48,"13-9,7-4 SAA","9-13,3-8 SAA",02/02/20,Win,216,No Location Recorded,1:00 PM,H,103,00:50,,8,,13 (+5),"GOOD 3PTR by WILSON,KAT",Centre 8-13 (+5),,"GOOD 3PTR by WILSON,KAT",1,three pointer,good,Centre,kat wilson,3,50
104,22,millsaps,Millsaps,Centre,58-48,58,48,"13, 16, 17, 12, 58","9, 12, 15, 12, 48",13,16,17,12,58,9,12,15,12,48,"13-9,7-4 SAA","9-13,3-8 SAA",02/02/20,Win,216,No Location Recorded,1:00 PM,H,104,--,,,,,"ASSIST  by HEROLD,PAYTON",,,"ASSIST  by HEROLD,PAYTON",1,assist,,Centre,payton herold,,
105,22,millsaps,Millsaps,Centre,58-48,58,48,"13, 16, 17, 12, 58","9, 12, 15, 12, 48",13,16,17,12,58,9,12,15,12,48,"13-9,7-4 SAA","9-13,3-8 SAA",02/02/20,Win,216,No Location Recorded,1:00 PM,H,105,00:32,,,,,"SUB OUT by FEE,MIKAYLA",,,"SUB OUT by FEE,MIKAYLA",1,subbing out,,Centre,mikayla fee,,32
106,22,millsaps,Millsaps,Centre,58-48,58,48,"13, 16, 17, 12, 58","9, 12, 15, 12, 48",13,16,17,12,58,9,12,15,12,48,"13-9,7-4 SAA","9-13,3-8 SAA",02/02/20,Win,216,No Location Recorded,1:00 PM,H,106,00:32,,,,,"SUB IN by ROBERTS,BRIANNA",,,"SUB IN by ROBERTS,BRIANNA",1,subbing in,,Centre,brianna roberts,,32
107,22,millsaps,Millsaps,Centre,58-48,58,48,"13, 16, 17, 12, 58","9, 12, 15, 12, 48",13,16,17,12,58,9,12,15,12,48,"13-9,7-4 SAA","9-13,3-8 SAA",02/02/20,Win,216,No Location Recorded,1:00 PM,H,107,00:32,,,,,"FOUL  by ROBERTS,BRIANNA",,,"FOUL  by ROBERTS,BRIANNA",1,foul,,Centre,brianna roberts,,32
108,22,millsaps,Millsaps,Centre,58-48,58,48,"13, 16, 17, 12, 58","9, 12, 15, 12, 48",13,16,17,12,58,9,12,15,12,48,"13-9,7-4 SAA","9-13,3-8 SAA",02/02/20,Win,216,No Location Recorded,1:00 PM,H,108,00:32,"MISS FT by LARTIGUE,ELECIA",,,,,,,"MISS FT by LARTIGUE,ELECIA",1,free throw,missed,millsaps,elecia lartigue,,32
109,22,millsaps,Millsaps,Centre,58-48,58,48,"13, 16, 17, 12, 58","9, 12, 15, 12, 48",13,16,17,12,58,9,12,15,12,48,"13-9,7-4 SAA","9-13,3-8 SAA",02/02/20,Win,216,No Location Recorded,1:00 PM,H,109,--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,1,deadball rebound,,Centre,,,
110,22,millsaps,Millsaps,Centre,58-48,58,48,"13, 16, 17, 12, 58","9, 12, 15, 12, 48",13,16,17,12,58,9,12,15,12,48,"13-9,7-4 SAA","9-13,3-8 SAA",02/02/20,Win,216,No Location Recorded,1:00 PM,H,110,00:32,"GOOD FT by LARTIGUE,ELECIA",9,,13 (+4),,Mill 9-13 (+4),,"GOOD FT by LARTIGUE,ELECIA",1,free throw,good,millsaps,elecia lartigue,1,32
111,22,millsaps,Millsaps,Centre,58-48,58,48,"13, 16, 17, 12, 58","9, 12, 15, 12, 48",13,16,17,12,58,9,12,15,12,48,"13-9,7-4 SAA","9-13,3-8 SAA",02/02/20,Win,216,No Location Recorded,1:00 PM,H,111,00:07,,,,,"MISS 3PTR by MARCUM,MADISON",,,"MISS 3PTR by MARCUM,MADISON",1,three pointer,missed,Centre,madison marcum,,7
112,22,millsaps,Millsaps,Centre,58-48,58,48,"13, 16, 17, 12, 58","9, 12, 15, 12, 48",13,16,17,12,58,9,12,15,12,48,"13-9,7-4 SAA","9-13,3-8 SAA",02/02/20,Win,216,No Location Recorded,1:00 PM,H,112,--,"REBOUND DEF by FORTENBERRY,DIA",,,,,,,"REBOUND DEF by FORTENBERRY,DIA",1,defensive rebound,,millsaps,dia fortenberry,,
113,22,millsaps,Millsaps,Centre,58-48,58,48,"13, 16, 17, 12, 58","9, 12, 15, 12, 48",13,16,17,12,58,9,12,15,12,48,"13-9,7-4 SAA","9-13,3-8 SAA",02/02/20,Win,216,No Location Recorded,1:00 PM,H,113,Start Period 2,,,,,,,,,2,,,,,,
114,22,millsaps,Millsaps,Centre,58-48,58,48,"13, 16, 17, 12, 58","9, 12, 15, 12, 48",13,16,17,12,58,9,12,15,12,48,"13-9,7-4 SAA","9-13,3-8 SAA",02/02/20,Win,216,No Location Recorded,1:00 PM,H,114,10:00,,,,,"SUB OUT by ROBERTS,BRIANNA",,,"SUB OUT by ROBERTS,BRIANNA",2,subbing out,,Centre,brianna roberts,,600
115,22,millsaps,Millsaps,Centre,58-48,58,48,"13, 16, 17, 12, 58","9, 12, 15, 12, 48",13,16,17,12,58,9,12,15,12,48,"13-9,7-4 SAA","9-13,3-8 SAA",02/02/20,Win,216,No Location Recorded,1:00 PM,H,115,10:00,,,,,"SUB OUT by HEROLD,PAYTON",,,"SUB OUT by HEROLD,PAYTON",2,subbing out,,Centre,payton herold,,600
116,22,millsaps,Millsaps,Centre,58-48,58,48,"13, 16, 17, 12, 58","9, 12, 15, 12, 48",13,16,17,12,58,9,12,15,12,48,"13-9,7-4 SAA","9-13,3-8 SAA",02/02/20,Win,216,No Location Recorded,1:00 PM,H,116,10:00,,,,,"SUB OUT by MARCUM,MADISON",,,"SUB OUT by MARCUM,MADISON",2,subbing out,,Centre,madison marcum,,600
117,22,millsaps,Millsaps,Centre,58-48,58,48,"13, 16, 17, 12, 58","9, 12, 15, 12, 48",13,16,17,12,58,9,12,15,12,48,"13-9,7-4 SAA","9-13,3-8 SAA",02/02/20,Win,216,No Location Recorded,1:00 PM,H,117,10:00,,,,,"SUB IN by MURRAY,KYLEE",,,"SUB IN by MURRAY,KYLEE",2,subbing in,,Centre,kylee murray,,600
118,22,millsaps,Millsaps,Centre,58-48,58,48,"13, 16, 17, 12, 58","9, 12, 15, 12, 48",13,16,17,12,58,9,12,15,12,48,"13-9,7-4 SAA","9-13,3-8 SAA",02/02/20,Win,216,No Location Recorded,1:00 PM,H,118,10:00,,,,,"SUB IN by HICKS,ELLEN",,,"SUB IN by HICKS,ELLEN",2,subbing in,,Centre,ellen hicks,,600
119,22,millsaps,Millsaps,Centre,58-48,58,48,"13, 16, 17, 12, 58","9, 12, 15, 12, 48",13,16,17,12,58,9,12,15,12,48,"13-9,7-4 SAA","9-13,3-8 SAA",02/02/20,Win,216,No Location Recorded,1:00 PM,H,119,10:00,,,,,"SUB IN by FEE,MIKAYLA",,,"SUB IN by FEE,MIKAYLA",2,subbing in,,Centre,mikayla fee,,600
120,22,millsaps,Millsaps,Centre,58-48,58,48,"13, 16, 17, 12, 58","9, 12, 15, 12, 48",13,16,17,12,58,9,12,15,12,48,"13-9,7-4 SAA","9-13,3-8 SAA",02/02/20,Win,216,No Location Recorded,1:00 PM,H,120,10:00,"SUB OUT by LARTIGUE,ELECIA",,,,,,,"SUB OUT by LARTIGUE,ELECIA",2,subbing out,,millsaps,elecia lartigue,,600
