,game,opponent name,boxscore_visitor_name,boxscore_home_name,final score,centreFinalScore,opponentFinalScore,centreScoreByPeriod,opponentScoreByPeriod,centreScorePeriod1,centreScorePeriod2,centreScorePeriod3,centreScorePeriod4,centreScorePeriod5,opponentScorePeriod1,opponentScorePeriod2,opponentScorePeriod3,opponentScorePeriod4,opponentScorePeriod5,centreRecord,opponentRecord,gameDate,outcome,attendance,gameLocation,gameTime,homeGame,,Time Remaining,OTT,Away Team Score,Play Team Indicator,Home Team Score,Centre,Game Score,Team Indicator,Play,period number,Play Type,Shot Outcome,Team,Player,Points Earned,Time(seconds)
50,3,otterbein,Otterbein,Centre,34-44,34,44,"9, 10, 7, 8, 34","14, 7, 13, 10, 44",9,10,7,8,34,14,7,13,10,44,"1-2,0-0 SAA","3-0,0-0 OAC",11/22/19,Lose,209,No Location Recorded,7:00 PM,H,50,04:27,"FOUL  by DECARLO,KATHLEEN",,,,,,,"FOUL  by DECARLO,KATHLEEN",1,foul,,otterbein,kathleen decarlo,,267
51,3,otterbein,Otterbein,Centre,34-44,34,44,"9, 10, 7, 8, 34","14, 7, 13, 10, 44",9,10,7,8,34,14,7,13,10,44,"1-2,0-0 SAA","3-0,0-0 OAC",11/22/19,Lose,209,No Location Recorded,7:00 PM,H,51,04:24,"SUB OUT by DECARLO,KATHLEEN",,,,,,,"SUB OUT by DECARLO,KATHLEEN",1,subbing out,,otterbein,kathleen decarlo,,264
52,3,otterbein,Otterbein,Centre,34-44,34,44,"9, 10, 7, 8, 34","14, 7, 13, 10, 44",9,10,7,8,34,14,7,13,10,44,"1-2,0-0 SAA","3-0,0-0 OAC",11/22/19,Lose,209,No Location Recorded,7:00 PM,H,52,04:24,"SUB IN by SCHOLZ,ABBIE",,,,,,,"SUB IN by SCHOLZ,ABBIE",1,subbing in,,otterbein,abbie scholz,,264
53,3,otterbein,Otterbein,Centre,34-44,34,44,"9, 10, 7, 8, 34","14, 7, 13, 10, 44",9,10,7,8,34,14,7,13,10,44,"1-2,0-0 SAA","3-0,0-0 OAC",11/22/19,Lose,209,No Location Recorded,7:00 PM,H,53,04:24,,4,,5 (+1),"GOOD FT by THACKER,JOSIE",Centre 4-5 (+1),,"GOOD FT by THACKER,JOSIE",1,free throw,good,Centre,josie thacker,1,264
54,3,otterbein,Otterbein,Centre,34-44,34,44,"9, 10, 7, 8, 34","14, 7, 13, 10, 44",9,10,7,8,34,14,7,13,10,44,"1-2,0-0 SAA","3-0,0-0 OAC",11/22/19,Lose,209,No Location Recorded,7:00 PM,H,54,04:24,,4,,6 (+2),"GOOD FT by THACKER,JOSIE",Centre 4-6 (+2),,"GOOD FT by THACKER,JOSIE",1,free throw,good,Centre,josie thacker,1,264
55,3,otterbein,Otterbein,Centre,34-44,34,44,"9, 10, 7, 8, 34","14, 7, 13, 10, 44",9,10,7,8,34,14,7,13,10,44,"1-2,0-0 SAA","3-0,0-0 OAC",11/22/19,Lose,209,No Location Recorded,7:00 PM,H,55,04:23,,,,,"SUB OUT by HEROLD,PAYTON",,,"SUB OUT by HEROLD,PAYTON",1,subbing out,,Centre,payton herold,,263
56,3,otterbein,Otterbein,Centre,34-44,34,44,"9, 10, 7, 8, 34","14, 7, 13, 10, 44",9,10,7,8,34,14,7,13,10,44,"1-2,0-0 SAA","3-0,0-0 OAC",11/22/19,Lose,209,No Location Recorded,7:00 PM,H,56,04:23,,,,,"SUB IN by MURRAY,KYLEE",,,"SUB IN by MURRAY,KYLEE",1,subbing in,,Centre,kylee murray,,263
57,3,otterbein,Otterbein,Centre,34-44,34,44,"9, 10, 7, 8, 34","14, 7, 13, 10, 44",9,10,7,8,34,14,7,13,10,44,"1-2,0-0 SAA","3-0,0-0 OAC",11/22/19,Lose,209,No Location Recorded,7:00 PM,H,57,04:23,"SUB OUT by HOSCHOUER,JENNA",,,,,,,"SUB OUT by HOSCHOUER,JENNA",1,subbing out,,otterbein,jenna hoschouer,,263
58,3,otterbein,Otterbein,Centre,34-44,34,44,"9, 10, 7, 8, 34","14, 7, 13, 10, 44",9,10,7,8,34,14,7,13,10,44,"1-2,0-0 SAA","3-0,0-0 OAC",11/22/19,Lose,209,No Location Recorded,7:00 PM,H,58,04:23,"SUB IN by JACKSON,ANGELIA",,,,,,,"SUB IN by JACKSON,ANGELIA",1,subbing in,,otterbein,angelia jackson,,263
59,3,otterbein,Otterbein,Centre,34-44,34,44,"9, 10, 7, 8, 34","14, 7, 13, 10, 44",9,10,7,8,34,14,7,13,10,44,"1-2,0-0 SAA","3-0,0-0 OAC",11/22/19,Lose,209,No Location Recorded,7:00 PM,H,59,04:12,"MISS LAYUP by MANGOLD,BRYN(in the paint)",,,,,,,"MISS LAYUP by MANGOLD,BRYN(in the paint)",1,layup,missed,otterbein,bryn mangold,,252
60,3,otterbein,Otterbein,Centre,34-44,34,44,"9, 10, 7, 8, 34","14, 7, 13, 10, 44",9,10,7,8,34,14,7,13,10,44,"1-2,0-0 SAA","3-0,0-0 OAC",11/22/19,Lose,209,No Location Recorded,7:00 PM,H,60,--,"REBOUND OFF by MANGOLD,BRYN",,,,,,,"REBOUND OFF by MANGOLD,BRYN",1,offensive rebound,,otterbein,bryn mangold,,
61,3,otterbein,Otterbein,Centre,34-44,34,44,"9, 10, 7, 8, 34","14, 7, 13, 10, 44",9,10,7,8,34,14,7,13,10,44,"1-2,0-0 SAA","3-0,0-0 OAC",11/22/19,Lose,209,No Location Recorded,7:00 PM,H,61,04:07,"MISS LAYUP by MANGOLD,BRYN(in the paint)",,,,,,,"MISS LAYUP by MANGOLD,BRYN(in the paint)",1,layup,missed,otterbein,bryn mangold,,247
62,3,otterbein,Otterbein,Centre,34-44,34,44,"9, 10, 7, 8, 34","14, 7, 13, 10, 44",9,10,7,8,34,14,7,13,10,44,"1-2,0-0 SAA","3-0,0-0 OAC",11/22/19,Lose,209,No Location Recorded,7:00 PM,H,62,--,,,,,"REBOUND DEF by MURRAY,KYLEE",,,"REBOUND DEF by MURRAY,KYLEE",1,defensive rebound,,Centre,kylee murray,,
63,3,otterbein,Otterbein,Centre,34-44,34,44,"9, 10, 7, 8, 34","14, 7, 13, 10, 44",9,10,7,8,34,14,7,13,10,44,"1-2,0-0 SAA","3-0,0-0 OAC",11/22/19,Lose,209,No Location Recorded,7:00 PM,H,63,04:04,"FOUL  by MANGOLD,BRYN",,,,,,,"FOUL  by MANGOLD,BRYN",1,foul,,otterbein,bryn mangold,,244
64,3,otterbein,Otterbein,Centre,34-44,34,44,"9, 10, 7, 8, 34","14, 7, 13, 10, 44",9,10,7,8,34,14,7,13,10,44,"1-2,0-0 SAA","3-0,0-0 OAC",11/22/19,Lose,209,No Location Recorded,7:00 PM,H,64,03:50,,,,,"MISS LAYUP by ROBERTS,BRIANNA(in the paint)",,,"MISS LAYUP by ROBERTS,BRIANNA(in the paint)",1,layup,missed,Centre,brianna roberts,,230
65,3,otterbein,Otterbein,Centre,34-44,34,44,"9, 10, 7, 8, 34","14, 7, 13, 10, 44",9,10,7,8,34,14,7,13,10,44,"1-2,0-0 SAA","3-0,0-0 OAC",11/22/19,Lose,209,No Location Recorded,7:00 PM,H,65,--,"REBOUND DEF by SCHOLZ,ABBIE",,,,,,,"REBOUND DEF by SCHOLZ,ABBIE",1,defensive rebound,,otterbein,abbie scholz,,
66,3,otterbein,Otterbein,Centre,34-44,34,44,"9, 10, 7, 8, 34","14, 7, 13, 10, 44",9,10,7,8,34,14,7,13,10,44,"1-2,0-0 SAA","3-0,0-0 OAC",11/22/19,Lose,209,No Location Recorded,7:00 PM,H,66,03:34,"MISS JUMPER by ZERKLE,ABBY",,,,,,,"MISS JUMPER by ZERKLE,ABBY",1,jumper,missed,otterbein,abby zerkle,,214
67,3,otterbein,Otterbein,Centre,34-44,34,44,"9, 10, 7, 8, 34","14, 7, 13, 10, 44",9,10,7,8,34,14,7,13,10,44,"1-2,0-0 SAA","3-0,0-0 OAC",11/22/19,Lose,209,No Location Recorded,7:00 PM,H,67,--,"REBOUND OFF by SCHOLZ,ABBIE",,,,,,,"REBOUND OFF by SCHOLZ,ABBIE",1,offensive rebound,,otterbein,abbie scholz,,
68,3,otterbein,Otterbein,Centre,34-44,34,44,"9, 10, 7, 8, 34","14, 7, 13, 10, 44",9,10,7,8,34,14,7,13,10,44,"1-2,0-0 SAA","3-0,0-0 OAC",11/22/19,Lose,209,No Location Recorded,7:00 PM,H,68,03:29,"GOOD LAYUP by SCHOLZ,ABBIE(in the paint)",6,,6,,OTT 6-6 (0),,"GOOD LAYUP by SCHOLZ,ABBIE(in the paint)",1,layup,good,otterbein,abbie scholz,2,209
69,3,otterbein,Otterbein,Centre,34-44,34,44,"9, 10, 7, 8, 34","14, 7, 13, 10, 44",9,10,7,8,34,14,7,13,10,44,"1-2,0-0 SAA","3-0,0-0 OAC",11/22/19,Lose,209,No Location Recorded,7:00 PM,H,69,03:29,,,,,"FOUL  by ROBERTS,BRIANNA",,,"FOUL  by ROBERTS,BRIANNA",1,foul,,Centre,brianna roberts,,209
70,3,otterbein,Otterbein,Centre,34-44,34,44,"9, 10, 7, 8, 34","14, 7, 13, 10, 44",9,10,7,8,34,14,7,13,10,44,"1-2,0-0 SAA","3-0,0-0 OAC",11/22/19,Lose,209,No Location Recorded,7:00 PM,H,70,03:29,,,,,"SUB OUT by ROBERTS,BRIANNA",,,"SUB OUT by ROBERTS,BRIANNA",1,subbing out,,Centre,brianna roberts,,209
71,3,otterbein,Otterbein,Centre,34-44,34,44,"9, 10, 7, 8, 34","14, 7, 13, 10, 44",9,10,7,8,34,14,7,13,10,44,"1-2,0-0 SAA","3-0,0-0 OAC",11/22/19,Lose,209,No Location Recorded,7:00 PM,H,71,03:29,,,,,"SUB IN by FEE,MIKAYLA",,,"SUB IN by FEE,MIKAYLA",1,subbing in,,Centre,mikayla fee,,209
72,3,otterbein,Otterbein,Centre,34-44,34,44,"9, 10, 7, 8, 34","14, 7, 13, 10, 44",9,10,7,8,34,14,7,13,10,44,"1-2,0-0 SAA","3-0,0-0 OAC",11/22/19,Lose,209,No Location Recorded,7:00 PM,H,72,03:29,"MISS FT by SCHOLZ,ABBIE",,,,,,,"MISS FT by SCHOLZ,ABBIE",1,free throw,missed,otterbein,abbie scholz,,209
73,3,otterbein,Otterbein,Centre,34-44,34,44,"9, 10, 7, 8, 34","14, 7, 13, 10, 44",9,10,7,8,34,14,7,13,10,44,"1-2,0-0 SAA","3-0,0-0 OAC",11/22/19,Lose,209,No Location Recorded,7:00 PM,H,73,--,"REBOUND OFF by JACKSON,ANGELIA",,,,,,,"REBOUND OFF by JACKSON,ANGELIA",1,offensive rebound,,otterbein,angelia jackson,,
74,3,otterbein,Otterbein,Centre,34-44,34,44,"9, 10, 7, 8, 34","14, 7, 13, 10, 44",9,10,7,8,34,14,7,13,10,44,"1-2,0-0 SAA","3-0,0-0 OAC",11/22/19,Lose,209,No Location Recorded,7:00 PM,H,74,03:29,"TURNOVER  by SCHOLZ,ABBIE",,,,,,,"TURNOVER  by SCHOLZ,ABBIE",1,turnover,,otterbein,abbie scholz,,209
75,3,otterbein,Otterbein,Centre,34-44,34,44,"9, 10, 7, 8, 34","14, 7, 13, 10, 44",9,10,7,8,34,14,7,13,10,44,"1-2,0-0 SAA","3-0,0-0 OAC",11/22/19,Lose,209,No Location Recorded,7:00 PM,H,75,03:10,,,,,"MISS 3PTR by JACKSON,HANNAH",,,"MISS 3PTR by JACKSON,HANNAH",1,three pointer,missed,Centre,hannah jackson,,190
76,3,otterbein,Otterbein,Centre,34-44,34,44,"9, 10, 7, 8, 34","14, 7, 13, 10, 44",9,10,7,8,34,14,7,13,10,44,"1-2,0-0 SAA","3-0,0-0 OAC",11/22/19,Lose,209,No Location Recorded,7:00 PM,H,76,--,"REBOUND DEF by MANGOLD,BRYN",,,,,,,"REBOUND DEF by MANGOLD,BRYN",1,defensive rebound,,otterbein,bryn mangold,,
77,3,otterbein,Otterbein,Centre,34-44,34,44,"9, 10, 7, 8, 34","14, 7, 13, 10, 44",9,10,7,8,34,14,7,13,10,44,"1-2,0-0 SAA","3-0,0-0 OAC",11/22/19,Lose,209,No Location Recorded,7:00 PM,H,77,02:54,"GOOD JUMPER by ZERKLE,ABBY",8 (+2),,6,,OTT 8-6 (-2),,"GOOD JUMPER by ZERKLE,ABBY",1,jumper,good,otterbein,abby zerkle,2,174
78,3,otterbein,Otterbein,Centre,34-44,34,44,"9, 10, 7, 8, 34","14, 7, 13, 10, 44",9,10,7,8,34,14,7,13,10,44,"1-2,0-0 SAA","3-0,0-0 OAC",11/22/19,Lose,209,No Location Recorded,7:00 PM,H,78,02:32,,,,,"MISS LAYUP by JENNINGS,RACHEL(in the paint)",,,"MISS LAYUP by JENNINGS,RACHEL(in the paint)",1,layup,missed,Centre,rachel jennings,,152
79,3,otterbein,Otterbein,Centre,34-44,34,44,"9, 10, 7, 8, 34","14, 7, 13, 10, 44",9,10,7,8,34,14,7,13,10,44,"1-2,0-0 SAA","3-0,0-0 OAC",11/22/19,Lose,209,No Location Recorded,7:00 PM,H,79,--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,1,defensive rebound,,Centre,,,
80,3,otterbein,Otterbein,Centre,34-44,34,44,"9, 10, 7, 8, 34","14, 7, 13, 10, 44",9,10,7,8,34,14,7,13,10,44,"1-2,0-0 SAA","3-0,0-0 OAC",11/22/19,Lose,209,No Location Recorded,7:00 PM,H,80,02:29,,,,,"SUB OUT by JACKSON,HANNAH",,,"SUB OUT by JACKSON,HANNAH",1,subbing out,,Centre,hannah jackson,,149
81,3,otterbein,Otterbein,Centre,34-44,34,44,"9, 10, 7, 8, 34","14, 7, 13, 10, 44",9,10,7,8,34,14,7,13,10,44,"1-2,0-0 SAA","3-0,0-0 OAC",11/22/19,Lose,209,No Location Recorded,7:00 PM,H,81,02:29,,,,,"SUB OUT by MURRAY,KYLEE",,,"SUB OUT by MURRAY,KYLEE",1,subbing out,,Centre,kylee murray,,149
82,3,otterbein,Otterbein,Centre,34-44,34,44,"9, 10, 7, 8, 34","14, 7, 13, 10, 44",9,10,7,8,34,14,7,13,10,44,"1-2,0-0 SAA","3-0,0-0 OAC",11/22/19,Lose,209,No Location Recorded,7:00 PM,H,82,02:29,,,,,"SUB OUT by JENNINGS,RACHEL",,,"SUB OUT by JENNINGS,RACHEL",1,subbing out,,Centre,rachel jennings,,149
83,3,otterbein,Otterbein,Centre,34-44,34,44,"9, 10, 7, 8, 34","14, 7, 13, 10, 44",9,10,7,8,34,14,7,13,10,44,"1-2,0-0 SAA","3-0,0-0 OAC",11/22/19,Lose,209,No Location Recorded,7:00 PM,H,83,02:29,,,,,"SUB IN by WILSON,KAT",,,"SUB IN by WILSON,KAT",1,subbing in,,Centre,kat wilson,,149
84,3,otterbein,Otterbein,Centre,34-44,34,44,"9, 10, 7, 8, 34","14, 7, 13, 10, 44",9,10,7,8,34,14,7,13,10,44,"1-2,0-0 SAA","3-0,0-0 OAC",11/22/19,Lose,209,No Location Recorded,7:00 PM,H,84,02:29,,,,,"SUB IN by WEHBY,ABIGAIL",,,"SUB IN by WEHBY,ABIGAIL",1,subbing in,,Centre,abigail wehby,,149
85,3,otterbein,Otterbein,Centre,34-44,34,44,"9, 10, 7, 8, 34","14, 7, 13, 10, 44",9,10,7,8,34,14,7,13,10,44,"1-2,0-0 SAA","3-0,0-0 OAC",11/22/19,Lose,209,No Location Recorded,7:00 PM,H,85,02:29,,,,,"SUB IN by MARCUM,MADISON",,,"SUB IN by MARCUM,MADISON",1,subbing in,,Centre,madison marcum,,149
86,3,otterbein,Otterbein,Centre,34-44,34,44,"9, 10, 7, 8, 34","14, 7, 13, 10, 44",9,10,7,8,34,14,7,13,10,44,"1-2,0-0 SAA","3-0,0-0 OAC",11/22/19,Lose,209,No Location Recorded,7:00 PM,H,86,02:29,"SUB OUT by SCHOLZ,ABBIE",,,,,,,"SUB OUT by SCHOLZ,ABBIE",1,subbing out,,otterbein,abbie scholz,,149
87,3,otterbein,Otterbein,Centre,34-44,34,44,"9, 10, 7, 8, 34","14, 7, 13, 10, 44",9,10,7,8,34,14,7,13,10,44,"1-2,0-0 SAA","3-0,0-0 OAC",11/22/19,Lose,209,No Location Recorded,7:00 PM,H,87,02:29,"SUB IN by DECARLO,KATHLEEN",,,,,,,"SUB IN by DECARLO,KATHLEEN",1,subbing in,,otterbein,kathleen decarlo,,149
88,3,otterbein,Otterbein,Centre,34-44,34,44,"9, 10, 7, 8, 34","14, 7, 13, 10, 44",9,10,7,8,34,14,7,13,10,44,"1-2,0-0 SAA","3-0,0-0 OAC",11/22/19,Lose,209,No Location Recorded,7:00 PM,H,88,02:27,"TURNOVER  by JACKSON,ANGELIA",,,,,,,"TURNOVER  by JACKSON,ANGELIA",1,turnover,,otterbein,angelia jackson,,147
89,3,otterbein,Otterbein,Centre,34-44,34,44,"9, 10, 7, 8, 34","14, 7, 13, 10, 44",9,10,7,8,34,14,7,13,10,44,"1-2,0-0 SAA","3-0,0-0 OAC",11/22/19,Lose,209,No Location Recorded,7:00 PM,H,89,02:27,,,,,"STEAL  by WEHBY,ABIGAIL",,,"STEAL  by WEHBY,ABIGAIL",1,steal,,Centre,,,147
90,3,otterbein,Otterbein,Centre,34-44,34,44,"9, 10, 7, 8, 34","14, 7, 13, 10, 44",9,10,7,8,34,14,7,13,10,44,"1-2,0-0 SAA","3-0,0-0 OAC",11/22/19,Lose,209,No Location Recorded,7:00 PM,H,90,02:13,,,,,"TURNOVER  by FEE,MIKAYLA",,,"TURNOVER  by FEE,MIKAYLA",1,turnover,,Centre,mikayla fee,,133
91,3,otterbein,Otterbein,Centre,34-44,34,44,"9, 10, 7, 8, 34","14, 7, 13, 10, 44",9,10,7,8,34,14,7,13,10,44,"1-2,0-0 SAA","3-0,0-0 OAC",11/22/19,Lose,209,No Location Recorded,7:00 PM,H,91,02:02,"SUB OUT by CUTTERIDGE,DELANEY",,,,,,,"SUB OUT by CUTTERIDGE,DELANEY",1,subbing out,,otterbein,delaney cutteridge,,122
92,3,otterbein,Otterbein,Centre,34-44,34,44,"9, 10, 7, 8, 34","14, 7, 13, 10, 44",9,10,7,8,34,14,7,13,10,44,"1-2,0-0 SAA","3-0,0-0 OAC",11/22/19,Lose,209,No Location Recorded,7:00 PM,H,92,02:02,"SUB IN by HOSCHOUER,JENNA",,,,,,,"SUB IN by HOSCHOUER,JENNA",1,subbing in,,otterbein,jenna hoschouer,,122
93,3,otterbein,Otterbein,Centre,34-44,34,44,"9, 10, 7, 8, 34","14, 7, 13, 10, 44",9,10,7,8,34,14,7,13,10,44,"1-2,0-0 SAA","3-0,0-0 OAC",11/22/19,Lose,209,No Location Recorded,7:00 PM,H,93,01:55,"GOOD JUMPER by DECARLO,KATHLEEN",10 (+4),,6,,OTT 10-6 (-4),,"GOOD JUMPER by DECARLO,KATHLEEN",1,jumper,good,otterbein,kathleen decarlo,2,115
94,3,otterbein,Otterbein,Centre,34-44,34,44,"9, 10, 7, 8, 34","14, 7, 13, 10, 44",9,10,7,8,34,14,7,13,10,44,"1-2,0-0 SAA","3-0,0-0 OAC",11/22/19,Lose,209,No Location Recorded,7:00 PM,H,94,--,"ASSIST  by HOSCHOUER,JENNA",,,,,,,"ASSIST  by HOSCHOUER,JENNA",1,assist,,otterbein,jenna hoschouer,,
95,3,otterbein,Otterbein,Centre,34-44,34,44,"9, 10, 7, 8, 34","14, 7, 13, 10, 44",9,10,7,8,34,14,7,13,10,44,"1-2,0-0 SAA","3-0,0-0 OAC",11/22/19,Lose,209,No Location Recorded,7:00 PM,H,95,01:36,,,,,"TURNOVER  by WEHBY,ABIGAIL",,,"TURNOVER  by WEHBY,ABIGAIL",1,turnover,,Centre,abigail wehby,,96
96,3,otterbein,Otterbein,Centre,34-44,34,44,"9, 10, 7, 8, 34","14, 7, 13, 10, 44",9,10,7,8,34,14,7,13,10,44,"1-2,0-0 SAA","3-0,0-0 OAC",11/22/19,Lose,209,No Location Recorded,7:00 PM,H,96,01:30,,,,,"SUB OUT by THACKER,JOSIE",,,"SUB OUT by THACKER,JOSIE",1,subbing out,,Centre,josie thacker,,90
97,3,otterbein,Otterbein,Centre,34-44,34,44,"9, 10, 7, 8, 34","14, 7, 13, 10, 44",9,10,7,8,34,14,7,13,10,44,"1-2,0-0 SAA","3-0,0-0 OAC",11/22/19,Lose,209,No Location Recorded,7:00 PM,H,97,01:30,,,,,"SUB IN by HICKS,ELLEN",,,"SUB IN by HICKS,ELLEN",1,subbing in,,Centre,ellen hicks,,90
98,3,otterbein,Otterbein,Centre,34-44,34,44,"9, 10, 7, 8, 34","14, 7, 13, 10, 44",9,10,7,8,34,14,7,13,10,44,"1-2,0-0 SAA","3-0,0-0 OAC",11/22/19,Lose,209,No Location Recorded,7:00 PM,H,98,01:15,"GOOD LAYUP by MANGOLD,BRYN(in the paint)",12 (+6),,6,,OTT 12-6 (-6),,"GOOD LAYUP by MANGOLD,BRYN(in the paint)",1,layup,good,otterbein,bryn mangold,2,75
99,3,otterbein,Otterbein,Centre,34-44,34,44,"9, 10, 7, 8, 34","14, 7, 13, 10, 44",9,10,7,8,34,14,7,13,10,44,"1-2,0-0 SAA","3-0,0-0 OAC",11/22/19,Lose,209,No Location Recorded,7:00 PM,H,99,--,"ASSIST  by ZERKLE,ABBY",,,,,,,"ASSIST  by ZERKLE,ABBY",1,assist,,otterbein,abby zerkle,,
100,3,otterbein,Otterbein,Centre,34-44,34,44,"9, 10, 7, 8, 34","14, 7, 13, 10, 44",9,10,7,8,34,14,7,13,10,44,"1-2,0-0 SAA","3-0,0-0 OAC",11/22/19,Lose,209,No Location Recorded,7:00 PM,H,100,00:54,,,,,"MISS 3PTR by MARCUM,MADISON",,,"MISS 3PTR by MARCUM,MADISON",1,three pointer,missed,Centre,madison marcum,,54
101,3,otterbein,Otterbein,Centre,34-44,34,44,"9, 10, 7, 8, 34","14, 7, 13, 10, 44",9,10,7,8,34,14,7,13,10,44,"1-2,0-0 SAA","3-0,0-0 OAC",11/22/19,Lose,209,No Location Recorded,7:00 PM,H,101,--,"REBOUND DEF by JACKSON,ANGELIA",,,,,,,"REBOUND DEF by JACKSON,ANGELIA",1,defensive rebound,,otterbein,angelia jackson,,
102,3,otterbein,Otterbein,Centre,34-44,34,44,"9, 10, 7, 8, 34","14, 7, 13, 10, 44",9,10,7,8,34,14,7,13,10,44,"1-2,0-0 SAA","3-0,0-0 OAC",11/22/19,Lose,209,No Location Recorded,7:00 PM,H,102,00:25,"GOOD JUMPER by HOSCHOUER,JENNA",14 (+8),,6,,OTT 14-6 (-8),,"GOOD JUMPER by HOSCHOUER,JENNA",1,jumper,good,otterbein,jenna hoschouer,2,25
103,3,otterbein,Otterbein,Centre,34-44,34,44,"9, 10, 7, 8, 34","14, 7, 13, 10, 44",9,10,7,8,34,14,7,13,10,44,"1-2,0-0 SAA","3-0,0-0 OAC",11/22/19,Lose,209,No Location Recorded,7:00 PM,H,103,00:10,,,,,"TURNOVER  by FEE,MIKAYLA",,,"TURNOVER  by FEE,MIKAYLA",1,turnover,,Centre,mikayla fee,,10
104,3,otterbein,Otterbein,Centre,34-44,34,44,"9, 10, 7, 8, 34","14, 7, 13, 10, 44",9,10,7,8,34,14,7,13,10,44,"1-2,0-0 SAA","3-0,0-0 OAC",11/22/19,Lose,209,No Location Recorded,7:00 PM,H,104,00:04,"TURNOVER  by HOSCHOUER,JENNA",,,,,,,"TURNOVER  by HOSCHOUER,JENNA",1,turnover,,otterbein,jenna hoschouer,,4
105,3,otterbein,Otterbein,Centre,34-44,34,44,"9, 10, 7, 8, 34","14, 7, 13, 10, 44",9,10,7,8,34,14,7,13,10,44,"1-2,0-0 SAA","3-0,0-0 OAC",11/22/19,Lose,209,No Location Recorded,7:00 PM,H,105,00:04,,,,,"STEAL  by MARCUM,MADISON",,,"STEAL  by MARCUM,MADISON",1,steal,,Centre,,,4
106,3,otterbein,Otterbein,Centre,34-44,34,44,"9, 10, 7, 8, 34","14, 7, 13, 10, 44",9,10,7,8,34,14,7,13,10,44,"1-2,0-0 SAA","3-0,0-0 OAC",11/22/19,Lose,209,No Location Recorded,7:00 PM,H,106,00:00,,14 (+5),,9,"GOOD 3PTR by HICKS,ELLEN(fastbreak)",Centre 14-9 (-5),,"GOOD 3PTR by HICKS,ELLEN(fastbreak)",1,three pointer,good,Centre,ellen(fastbreak) hicks,3,0
107,3,otterbein,Otterbein,Centre,34-44,34,44,"9, 10, 7, 8, 34","14, 7, 13, 10, 44",9,10,7,8,34,14,7,13,10,44,"1-2,0-0 SAA","3-0,0-0 OAC",11/22/19,Lose,209,No Location Recorded,7:00 PM,H,107,Start Period 2,,,,,,,,,2,,,,,,
108,3,otterbein,Otterbein,Centre,34-44,34,44,"9, 10, 7, 8, 34","14, 7, 13, 10, 44",9,10,7,8,34,14,7,13,10,44,"1-2,0-0 SAA","3-0,0-0 OAC",11/22/19,Lose,209,No Location Recorded,7:00 PM,H,108,09:55,"SUB OUT by MANGOLD,BRYN",,,,,,,"SUB OUT by MANGOLD,BRYN",2,subbing out,,otterbein,bryn mangold,,595
109,3,otterbein,Otterbein,Centre,34-44,34,44,"9, 10, 7, 8, 34","14, 7, 13, 10, 44",9,10,7,8,34,14,7,13,10,44,"1-2,0-0 SAA","3-0,0-0 OAC",11/22/19,Lose,209,No Location Recorded,7:00 PM,H,109,09:55,"SUB OUT by ZERKLE,ABBY",,,,,,,"SUB OUT by ZERKLE,ABBY",2,subbing out,,otterbein,abby zerkle,,595
110,3,otterbein,Otterbein,Centre,34-44,34,44,"9, 10, 7, 8, 34","14, 7, 13, 10, 44",9,10,7,8,34,14,7,13,10,44,"1-2,0-0 SAA","3-0,0-0 OAC",11/22/19,Lose,209,No Location Recorded,7:00 PM,H,110,09:55,"SUB IN by SCHOLZ,ABBIE",,,,,,,"SUB IN by SCHOLZ,ABBIE",2,subbing in,,otterbein,abbie scholz,,595
111,3,otterbein,Otterbein,Centre,34-44,34,44,"9, 10, 7, 8, 34","14, 7, 13, 10, 44",9,10,7,8,34,14,7,13,10,44,"1-2,0-0 SAA","3-0,0-0 OAC",11/22/19,Lose,209,No Location Recorded,7:00 PM,H,111,09:55,"SUB IN by CUTTERIDGE,DELANEY",,,,,,,"SUB IN by CUTTERIDGE,DELANEY",2,subbing in,,otterbein,delaney cutteridge,,595
112,3,otterbein,Otterbein,Centre,34-44,34,44,"9, 10, 7, 8, 34","14, 7, 13, 10, 44",9,10,7,8,34,14,7,13,10,44,"1-2,0-0 SAA","3-0,0-0 OAC",11/22/19,Lose,209,No Location Recorded,7:00 PM,H,112,09:51,,,,,"MISS 3PTR by MARCUM,MADISON",,,"MISS 3PTR by MARCUM,MADISON",2,three pointer,missed,Centre,madison marcum,,591
113,3,otterbein,Otterbein,Centre,34-44,34,44,"9, 10, 7, 8, 34","14, 7, 13, 10, 44",9,10,7,8,34,14,7,13,10,44,"1-2,0-0 SAA","3-0,0-0 OAC",11/22/19,Lose,209,No Location Recorded,7:00 PM,H,113,--,"REBOUND DEF by CUTTERIDGE,DELANEY",,,,,,,"REBOUND DEF by CUTTERIDGE,DELANEY",2,defensive rebound,,otterbein,delaney cutteridge,,
114,3,otterbein,Otterbein,Centre,34-44,34,44,"9, 10, 7, 8, 34","14, 7, 13, 10, 44",9,10,7,8,34,14,7,13,10,44,"1-2,0-0 SAA","3-0,0-0 OAC",11/22/19,Lose,209,No Location Recorded,7:00 PM,H,114,09:43,"MISS JUMPER by JACKSON,ANGELIA",,,,,,,"MISS JUMPER by JACKSON,ANGELIA",2,jumper,missed,otterbein,angelia jackson,,583
