,game,opponent name,boxscore_visitor_name,boxscore_home_name,final score,centreFinalScore,opponentFinalScore,centreScoreByPeriod,opponentScoreByPeriod,centreScorePeriod1,centreScorePeriod2,centreScorePeriod3,centreScorePeriod4,centreScorePeriod5,opponentScorePeriod1,opponentScorePeriod2,opponentScorePeriod3,opponentScorePeriod4,opponentScorePeriod5,centreRecord,opponentRecord,gameDate,outcome,attendance,gameLocation,gameTime,homeGame,,Time Remaining,Centre,Away Team Score,Play Team Indicator,Home Team Score,Rhodes,Game Score,Team Indicator,Play,period number,Play Type,Shot Outcome,Team,Player,Points Earned,Time(seconds)
257,20,rhodes,Centre,Rhodes,48-64,48,64,"17, 9, 12, 10, 48","10, 16, 22, 16, 64",17,9,12,10,48,10,16,22,16,64,"11-9,5-4 SAA","13-7,7-2 SAA",01/26/20,Lose,148,No Location Recorded,1:00 PM,A,257,--,,,,,"REBOUND DEF by MAYEUX,ALLI",,,"REBOUND DEF by MAYEUX,ALLI",3,defensive rebound,,rhodes,alli mayeux,,
258,20,rhodes,Centre,Rhodes,48-64,48,64,"17, 9, 12, 10, 48","10, 16, 22, 16, 64",17,9,12,10,48,10,16,22,16,64,"11-9,5-4 SAA","13-7,7-2 SAA",01/26/20,Lose,148,No Location Recorded,1:00 PM,A,258,08:02,"FOUL  by HICKS,ELLEN",,,,,,,"FOUL  by HICKS,ELLEN",3,foul,,Centre,ellen hicks,,482
259,20,rhodes,Centre,Rhodes,48-64,48,64,"17, 9, 12, 10, 48","10, 16, 22, 16, 64",17,9,12,10,48,10,16,22,16,64,"11-9,5-4 SAA","13-7,7-2 SAA",01/26/20,Lose,148,No Location Recorded,1:00 PM,A,259,08:02,"SUB OUT by JENNINGS,RACHEL",,,,,,,"SUB OUT by JENNINGS,RACHEL",3,subbing out,,Centre,rachel jennings,,482
260,20,rhodes,Centre,Rhodes,48-64,48,64,"17, 9, 12, 10, 48","10, 16, 22, 16, 64",17,9,12,10,48,10,16,22,16,64,"11-9,5-4 SAA","13-7,7-2 SAA",01/26/20,Lose,148,No Location Recorded,1:00 PM,A,260,08:02,"SUB IN by WEHBY,ABIGAIL",,,,,,,"SUB IN by WEHBY,ABIGAIL",3,subbing in,,Centre,abigail wehby,,482
261,20,rhodes,Centre,Rhodes,48-64,48,64,"17, 9, 12, 10, 48","10, 16, 22, 16, 64",17,9,12,10,48,10,16,22,16,64,"11-9,5-4 SAA","13-7,7-2 SAA",01/26/20,Lose,148,No Location Recorded,1:00 PM,A,261,08:02,,27,,29 (+2),"GOOD FT by TAYLOR,CAROLINE(fastbreak)",Rhodes 27-29 (-2),,"GOOD FT by TAYLOR,CAROLINE(fastbreak)",3,free throw,good,rhodes,caroline(fastbreak) taylor,1,482
262,20,rhodes,Centre,Rhodes,48-64,48,64,"17, 9, 12, 10, 48","10, 16, 22, 16, 64",17,9,12,10,48,10,16,22,16,64,"11-9,5-4 SAA","13-7,7-2 SAA",01/26/20,Lose,148,No Location Recorded,1:00 PM,A,262,08:02,,27,,30 (+3),"GOOD FT by TAYLOR,CAROLINE(fastbreak)",Rhodes 27-30 (-3),,"GOOD FT by TAYLOR,CAROLINE(fastbreak)",3,free throw,good,rhodes,caroline(fastbreak) taylor,1,482
263,20,rhodes,Centre,Rhodes,48-64,48,64,"17, 9, 12, 10, 48","10, 16, 22, 16, 64",17,9,12,10,48,10,16,22,16,64,"11-9,5-4 SAA","13-7,7-2 SAA",01/26/20,Lose,148,No Location Recorded,1:00 PM,A,263,07:53,"MISS 3PTR by WILSON,KAT",,,,,,,"MISS 3PTR by WILSON,KAT",3,three pointer,missed,Centre,kat wilson,,473
264,20,rhodes,Centre,Rhodes,48-64,48,64,"17, 9, 12, 10, 48","10, 16, 22, 16, 64",17,9,12,10,48,10,16,22,16,64,"11-9,5-4 SAA","13-7,7-2 SAA",01/26/20,Lose,148,No Location Recorded,1:00 PM,A,264,--,,,,,"REBOUND DEF by OWENS,ALYSSA",,,"REBOUND DEF by OWENS,ALYSSA",3,defensive rebound,,rhodes,alyssa owens,,
265,20,rhodes,Centre,Rhodes,48-64,48,64,"17, 9, 12, 10, 48","10, 16, 22, 16, 64",17,9,12,10,48,10,16,22,16,64,"11-9,5-4 SAA","13-7,7-2 SAA",01/26/20,Lose,148,No Location Recorded,1:00 PM,A,265,07:43,,27,,32 (+5),"GOOD LAYUP by LONGACRE,MAYA(in the paint)",Rhodes 27-32 (-5),,"GOOD LAYUP by LONGACRE,MAYA(in the paint)",3,layup,good,rhodes,maya longacre,2,463
266,20,rhodes,Centre,Rhodes,48-64,48,64,"17, 9, 12, 10, 48","10, 16, 22, 16, 64",17,9,12,10,48,10,16,22,16,64,"11-9,5-4 SAA","13-7,7-2 SAA",01/26/20,Lose,148,No Location Recorded,1:00 PM,A,266,--,,,,,"ASSIST  by OWENS,ALYSSA",,,"ASSIST  by OWENS,ALYSSA",3,assist,,rhodes,alyssa owens,,
267,20,rhodes,Centre,Rhodes,48-64,48,64,"17, 9, 12, 10, 48","10, 16, 22, 16, 64",17,9,12,10,48,10,16,22,16,64,"11-9,5-4 SAA","13-7,7-2 SAA",01/26/20,Lose,148,No Location Recorded,1:00 PM,A,267,07:42,"FOUL  by MARCUM,MADISON",,,,,,,"FOUL  by MARCUM,MADISON",3,foul,,Centre,madison marcum,,462
268,20,rhodes,Centre,Rhodes,48-64,48,64,"17, 9, 12, 10, 48","10, 16, 22, 16, 64",17,9,12,10,48,10,16,22,16,64,"11-9,5-4 SAA","13-7,7-2 SAA",01/26/20,Lose,148,No Location Recorded,1:00 PM,A,268,07:42,"SUB OUT by WILSON,KAT",,,,,,,"SUB OUT by WILSON,KAT",3,subbing out,,Centre,kat wilson,,462
269,20,rhodes,Centre,Rhodes,48-64,48,64,"17, 9, 12, 10, 48","10, 16, 22, 16, 64",17,9,12,10,48,10,16,22,16,64,"11-9,5-4 SAA","13-7,7-2 SAA",01/26/20,Lose,148,No Location Recorded,1:00 PM,A,269,07:42,"SUB IN by HEROLD,PAYTON",,,,,,,"SUB IN by HEROLD,PAYTON",3,subbing in,,Centre,payton herold,,462
270,20,rhodes,Centre,Rhodes,48-64,48,64,"17, 9, 12, 10, 48","10, 16, 22, 16, 64",17,9,12,10,48,10,16,22,16,64,"11-9,5-4 SAA","13-7,7-2 SAA",01/26/20,Lose,148,No Location Recorded,1:00 PM,A,270,07:42,,27,,33 (+6),"GOOD FT by LONGACRE,MAYA",Rhodes 27-33 (-6),,"GOOD FT by LONGACRE,MAYA",3,free throw,good,rhodes,maya longacre,1,462
271,20,rhodes,Centre,Rhodes,48-64,48,64,"17, 9, 12, 10, 48","10, 16, 22, 16, 64",17,9,12,10,48,10,16,22,16,64,"11-9,5-4 SAA","13-7,7-2 SAA",01/26/20,Lose,148,No Location Recorded,1:00 PM,A,271,07:23,"MISS LAYUP by FEE,MIKAYLA(in the paint)",,,,,,,"MISS LAYUP by FEE,MIKAYLA(in the paint)",3,layup,missed,Centre,mikayla fee,,443
272,20,rhodes,Centre,Rhodes,48-64,48,64,"17, 9, 12, 10, 48","10, 16, 22, 16, 64",17,9,12,10,48,10,16,22,16,64,"11-9,5-4 SAA","13-7,7-2 SAA",01/26/20,Lose,148,No Location Recorded,1:00 PM,A,272,07:23,,,,,"BLOCK  by LONGACRE,MAYA",,,"BLOCK  by LONGACRE,MAYA",3,block,,rhodes,maya longacre,,443
273,20,rhodes,Centre,Rhodes,48-64,48,64,"17, 9, 12, 10, 48","10, 16, 22, 16, 64",17,9,12,10,48,10,16,22,16,64,"11-9,5-4 SAA","13-7,7-2 SAA",01/26/20,Lose,148,No Location Recorded,1:00 PM,A,273,--,,,,,"REBOUND DEF by OWENS,ALYSSA",,,"REBOUND DEF by OWENS,ALYSSA",3,defensive rebound,,rhodes,alyssa owens,,
274,20,rhodes,Centre,Rhodes,48-64,48,64,"17, 9, 12, 10, 48","10, 16, 22, 16, 64",17,9,12,10,48,10,16,22,16,64,"11-9,5-4 SAA","13-7,7-2 SAA",01/26/20,Lose,148,No Location Recorded,1:00 PM,A,274,07:15,"FOUL  by FEE,MIKAYLA",,,,,,,"FOUL  by FEE,MIKAYLA",3,foul,,Centre,mikayla fee,,435
275,20,rhodes,Centre,Rhodes,48-64,48,64,"17, 9, 12, 10, 48","10, 16, 22, 16, 64",17,9,12,10,48,10,16,22,16,64,"11-9,5-4 SAA","13-7,7-2 SAA",01/26/20,Lose,148,No Location Recorded,1:00 PM,A,275,07:15,"SUB OUT by FEE,MIKAYLA",,,,,,,"SUB OUT by FEE,MIKAYLA",3,subbing out,,Centre,mikayla fee,,435
276,20,rhodes,Centre,Rhodes,48-64,48,64,"17, 9, 12, 10, 48","10, 16, 22, 16, 64",17,9,12,10,48,10,16,22,16,64,"11-9,5-4 SAA","13-7,7-2 SAA",01/26/20,Lose,148,No Location Recorded,1:00 PM,A,276,07:15,"SUB IN by JENNINGS,RACHEL",,,,,,,"SUB IN by JENNINGS,RACHEL",3,subbing in,,Centre,rachel jennings,,435
277,20,rhodes,Centre,Rhodes,48-64,48,64,"17, 9, 12, 10, 48","10, 16, 22, 16, 64",17,9,12,10,48,10,16,22,16,64,"11-9,5-4 SAA","13-7,7-2 SAA",01/26/20,Lose,148,No Location Recorded,1:00 PM,A,277,06:57,,27,,35 (+8),"GOOD JUMPER by LONGACRE,MAYA(in the paint)",Rhodes 27-35 (-8),,"GOOD JUMPER by LONGACRE,MAYA(in the paint)",3,jumper,good,rhodes,maya longacre,2,417
278,20,rhodes,Centre,Rhodes,48-64,48,64,"17, 9, 12, 10, 48","10, 16, 22, 16, 64",17,9,12,10,48,10,16,22,16,64,"11-9,5-4 SAA","13-7,7-2 SAA",01/26/20,Lose,148,No Location Recorded,1:00 PM,A,278,06:46,"GOOD JUMPER by JENNINGS,RACHEL(in the paint)",29,,35 (+6),,Centre 29-35 (-6),,"GOOD JUMPER by JENNINGS,RACHEL(in the paint)",3,jumper,good,Centre,rachel jennings,2,406
279,20,rhodes,Centre,Rhodes,48-64,48,64,"17, 9, 12, 10, 48","10, 16, 22, 16, 64",17,9,12,10,48,10,16,22,16,64,"11-9,5-4 SAA","13-7,7-2 SAA",01/26/20,Lose,148,No Location Recorded,1:00 PM,A,279,06:27,,,,,"TURNOVER  by DOWNEY,KIERA",,,"TURNOVER  by DOWNEY,KIERA",3,turnover,,rhodes,kiera downey,,387
280,20,rhodes,Centre,Rhodes,48-64,48,64,"17, 9, 12, 10, 48","10, 16, 22, 16, 64",17,9,12,10,48,10,16,22,16,64,"11-9,5-4 SAA","13-7,7-2 SAA",01/26/20,Lose,148,No Location Recorded,1:00 PM,A,280,06:27,"SUB OUT by HICKS,ELLEN",,,,,,,"SUB OUT by HICKS,ELLEN",3,subbing out,,Centre,ellen hicks,,387
281,20,rhodes,Centre,Rhodes,48-64,48,64,"17, 9, 12, 10, 48","10, 16, 22, 16, 64",17,9,12,10,48,10,16,22,16,64,"11-9,5-4 SAA","13-7,7-2 SAA",01/26/20,Lose,148,No Location Recorded,1:00 PM,A,281,06:27,"SUB IN by THACKER,JOSIE",,,,,,,"SUB IN by THACKER,JOSIE",3,subbing in,,Centre,josie thacker,,387
282,20,rhodes,Centre,Rhodes,48-64,48,64,"17, 9, 12, 10, 48","10, 16, 22, 16, 64",17,9,12,10,48,10,16,22,16,64,"11-9,5-4 SAA","13-7,7-2 SAA",01/26/20,Lose,148,No Location Recorded,1:00 PM,A,282,06:00,"TURNOVER  by WEHBY,ABIGAIL",,,,,,,"TURNOVER  by WEHBY,ABIGAIL",3,turnover,,Centre,abigail wehby,,360
283,20,rhodes,Centre,Rhodes,48-64,48,64,"17, 9, 12, 10, 48","10, 16, 22, 16, 64",17,9,12,10,48,10,16,22,16,64,"11-9,5-4 SAA","13-7,7-2 SAA",01/26/20,Lose,148,No Location Recorded,1:00 PM,A,283,06:00,,,,,"STEAL  by OWENS,ALYSSA",,,"STEAL  by OWENS,ALYSSA",3,steal,,rhodes,,,360
284,20,rhodes,Centre,Rhodes,48-64,48,64,"17, 9, 12, 10, 48","10, 16, 22, 16, 64",17,9,12,10,48,10,16,22,16,64,"11-9,5-4 SAA","13-7,7-2 SAA",01/26/20,Lose,148,No Location Recorded,1:00 PM,A,284,05:51,,29,,37 (+8),"GOOD JUMPER by OWENS,ALYSSA(fastbreak)(in the paint)",Rhodes 29-37 (-8),,"GOOD JUMPER by OWENS,ALYSSA(fastbreak)(in the paint)",3,jumper,good,rhodes,alyssa(fastbreak) owens,2,351
285,20,rhodes,Centre,Rhodes,48-64,48,64,"17, 9, 12, 10, 48","10, 16, 22, 16, 64",17,9,12,10,48,10,16,22,16,64,"11-9,5-4 SAA","13-7,7-2 SAA",01/26/20,Lose,148,No Location Recorded,1:00 PM,A,285,05:29,,,,,"SUB OUT by OWENS,ALYSSA",,,"SUB OUT by OWENS,ALYSSA",3,subbing out,,rhodes,alyssa owens,,329
286,20,rhodes,Centre,Rhodes,48-64,48,64,"17, 9, 12, 10, 48","10, 16, 22, 16, 64",17,9,12,10,48,10,16,22,16,64,"11-9,5-4 SAA","13-7,7-2 SAA",01/26/20,Lose,148,No Location Recorded,1:00 PM,A,286,05:29,,,,,"SUB OUT by LONGACRE,MAYA",,,"SUB OUT by LONGACRE,MAYA",3,subbing out,,rhodes,maya longacre,,329
287,20,rhodes,Centre,Rhodes,48-64,48,64,"17, 9, 12, 10, 48","10, 16, 22, 16, 64",17,9,12,10,48,10,16,22,16,64,"11-9,5-4 SAA","13-7,7-2 SAA",01/26/20,Lose,148,No Location Recorded,1:00 PM,A,287,05:29,,,,,"SUB IN by MATHANGANI,ALEXYS",,,"SUB IN by MATHANGANI,ALEXYS",3,subbing in,,rhodes,alexys mathangani,,329
288,20,rhodes,Centre,Rhodes,48-64,48,64,"17, 9, 12, 10, 48","10, 16, 22, 16, 64",17,9,12,10,48,10,16,22,16,64,"11-9,5-4 SAA","13-7,7-2 SAA",01/26/20,Lose,148,No Location Recorded,1:00 PM,A,288,05:29,,,,,"SUB IN by HAGEN,ELLEN",,,"SUB IN by HAGEN,ELLEN",3,subbing in,,rhodes,ellen hagen,,329
289,20,rhodes,Centre,Rhodes,48-64,48,64,"17, 9, 12, 10, 48","10, 16, 22, 16, 64",17,9,12,10,48,10,16,22,16,64,"11-9,5-4 SAA","13-7,7-2 SAA",01/26/20,Lose,148,No Location Recorded,1:00 PM,A,289,05:29,"SUB OUT by THACKER,JOSIE",,,,,,,"SUB OUT by THACKER,JOSIE",3,subbing out,,Centre,josie thacker,,329
290,20,rhodes,Centre,Rhodes,48-64,48,64,"17, 9, 12, 10, 48","10, 16, 22, 16, 64",17,9,12,10,48,10,16,22,16,64,"11-9,5-4 SAA","13-7,7-2 SAA",01/26/20,Lose,148,No Location Recorded,1:00 PM,A,290,05:29,"SUB IN by FEE,MIKAYLA",,,,,,,"SUB IN by FEE,MIKAYLA",3,subbing in,,Centre,mikayla fee,,329
291,20,rhodes,Centre,Rhodes,48-64,48,64,"17, 9, 12, 10, 48","10, 16, 22, 16, 64",17,9,12,10,48,10,16,22,16,64,"11-9,5-4 SAA","13-7,7-2 SAA",01/26/20,Lose,148,No Location Recorded,1:00 PM,A,291,05:19,TURNOVER  by TEAM,,,,,,,TURNOVER  by TEAM,3,turnover,,Centre,,,319
292,20,rhodes,Centre,Rhodes,48-64,48,64,"17, 9, 12, 10, 48","10, 16, 22, 16, 64",17,9,12,10,48,10,16,22,16,64,"11-9,5-4 SAA","13-7,7-2 SAA",01/26/20,Lose,148,No Location Recorded,1:00 PM,A,292,04:50,,,,,"MISS JUMPER by MAYEUX,ALLI(in the paint)",,,"MISS JUMPER by MAYEUX,ALLI(in the paint)",3,jumper,missed,rhodes,alli mayeux,,290
293,20,rhodes,Centre,Rhodes,48-64,48,64,"17, 9, 12, 10, 48","10, 16, 22, 16, 64",17,9,12,10,48,10,16,22,16,64,"11-9,5-4 SAA","13-7,7-2 SAA",01/26/20,Lose,148,No Location Recorded,1:00 PM,A,293,--,,,,,"REBOUND OFF by MATHANGANI,ALEXYS",,,"REBOUND OFF by MATHANGANI,ALEXYS",3,offensive rebound,,rhodes,alexys mathangani,,
294,20,rhodes,Centre,Rhodes,48-64,48,64,"17, 9, 12, 10, 48","10, 16, 22, 16, 64",17,9,12,10,48,10,16,22,16,64,"11-9,5-4 SAA","13-7,7-2 SAA",01/26/20,Lose,148,No Location Recorded,1:00 PM,A,294,04:46,,29,,39 (+10),"GOOD LAYUP by MATHANGANI,ALEXYS(in the paint)",Rhodes 29-39 (-10),,"GOOD LAYUP by MATHANGANI,ALEXYS(in the paint)",3,layup,good,rhodes,alexys mathangani,2,286
295,20,rhodes,Centre,Rhodes,48-64,48,64,"17, 9, 12, 10, 48","10, 16, 22, 16, 64",17,9,12,10,48,10,16,22,16,64,"11-9,5-4 SAA","13-7,7-2 SAA",01/26/20,Lose,148,No Location Recorded,1:00 PM,A,295,04:37,"GOOD JUMPER by JENNINGS,RACHEL(in the paint)",31,,39 (+8),,Centre 31-39 (-8),,"GOOD JUMPER by JENNINGS,RACHEL(in the paint)",3,jumper,good,Centre,rachel jennings,2,277
296,20,rhodes,Centre,Rhodes,48-64,48,64,"17, 9, 12, 10, 48","10, 16, 22, 16, 64",17,9,12,10,48,10,16,22,16,64,"11-9,5-4 SAA","13-7,7-2 SAA",01/26/20,Lose,148,No Location Recorded,1:00 PM,A,296,04:10,,,,,"MISS JUMPER by MAYEUX,ALLI(in the paint)",,,"MISS JUMPER by MAYEUX,ALLI(in the paint)",3,jumper,missed,rhodes,alli mayeux,,250
297,20,rhodes,Centre,Rhodes,48-64,48,64,"17, 9, 12, 10, 48","10, 16, 22, 16, 64",17,9,12,10,48,10,16,22,16,64,"11-9,5-4 SAA","13-7,7-2 SAA",01/26/20,Lose,148,No Location Recorded,1:00 PM,A,297,--,"REBOUND DEF by MARCUM,MADISON",,,,,,,"REBOUND DEF by MARCUM,MADISON",3,defensive rebound,,Centre,madison marcum,,
298,20,rhodes,Centre,Rhodes,48-64,48,64,"17, 9, 12, 10, 48","10, 16, 22, 16, 64",17,9,12,10,48,10,16,22,16,64,"11-9,5-4 SAA","13-7,7-2 SAA",01/26/20,Lose,148,No Location Recorded,1:00 PM,A,298,03:59,"GOOD JUMPER by HEROLD,PAYTON(in the paint)",33,,39 (+6),,Centre 33-39 (-6),,"GOOD JUMPER by HEROLD,PAYTON(in the paint)",3,jumper,good,Centre,payton herold,2,239
299,20,rhodes,Centre,Rhodes,48-64,48,64,"17, 9, 12, 10, 48","10, 16, 22, 16, 64",17,9,12,10,48,10,16,22,16,64,"11-9,5-4 SAA","13-7,7-2 SAA",01/26/20,Lose,148,No Location Recorded,1:00 PM,A,299,03:36,,33,,41 (+8),"GOOD JUMPER by TAYLOR,CAROLINE(in the paint)",Rhodes 33-41 (-8),,"GOOD JUMPER by TAYLOR,CAROLINE(in the paint)",3,jumper,good,rhodes,caroline taylor,2,216
300,20,rhodes,Centre,Rhodes,48-64,48,64,"17, 9, 12, 10, 48","10, 16, 22, 16, 64",17,9,12,10,48,10,16,22,16,64,"11-9,5-4 SAA","13-7,7-2 SAA",01/26/20,Lose,148,No Location Recorded,1:00 PM,A,300,03:13,"MISS JUMPER by JENNINGS,RACHEL(in the paint)",,,,,,,"MISS JUMPER by JENNINGS,RACHEL(in the paint)",3,jumper,missed,Centre,rachel jennings,,193
301,20,rhodes,Centre,Rhodes,48-64,48,64,"17, 9, 12, 10, 48","10, 16, 22, 16, 64",17,9,12,10,48,10,16,22,16,64,"11-9,5-4 SAA","13-7,7-2 SAA",01/26/20,Lose,148,No Location Recorded,1:00 PM,A,301,--,,,,,"REBOUND DEF by MATHANGANI,ALEXYS",,,"REBOUND DEF by MATHANGANI,ALEXYS",3,defensive rebound,,rhodes,alexys mathangani,,
302,20,rhodes,Centre,Rhodes,48-64,48,64,"17, 9, 12, 10, 48","10, 16, 22, 16, 64",17,9,12,10,48,10,16,22,16,64,"11-9,5-4 SAA","13-7,7-2 SAA",01/26/20,Lose,148,No Location Recorded,1:00 PM,A,302,03:02,,,,,"MISS JUMPER by DOWNEY,KIERA",,,"MISS JUMPER by DOWNEY,KIERA",3,jumper,missed,rhodes,kiera downey,,182
303,20,rhodes,Centre,Rhodes,48-64,48,64,"17, 9, 12, 10, 48","10, 16, 22, 16, 64",17,9,12,10,48,10,16,22,16,64,"11-9,5-4 SAA","13-7,7-2 SAA",01/26/20,Lose,148,No Location Recorded,1:00 PM,A,303,--,"REBOUND DEF by FEE,MIKAYLA",,,,,,,"REBOUND DEF by FEE,MIKAYLA",3,defensive rebound,,Centre,mikayla fee,,
304,20,rhodes,Centre,Rhodes,48-64,48,64,"17, 9, 12, 10, 48","10, 16, 22, 16, 64",17,9,12,10,48,10,16,22,16,64,"11-9,5-4 SAA","13-7,7-2 SAA",01/26/20,Lose,148,No Location Recorded,1:00 PM,A,304,02:52,"FOUL  by WEHBY,ABIGAIL",,,,,,,"FOUL  by WEHBY,ABIGAIL",3,foul,,Centre,abigail wehby,,172
305,20,rhodes,Centre,Rhodes,48-64,48,64,"17, 9, 12, 10, 48","10, 16, 22, 16, 64",17,9,12,10,48,10,16,22,16,64,"11-9,5-4 SAA","13-7,7-2 SAA",01/26/20,Lose,148,No Location Recorded,1:00 PM,A,305,02:52,"TURNOVER  by WEHBY,ABIGAIL",,,,,,,"TURNOVER  by WEHBY,ABIGAIL",3,turnover,,Centre,abigail wehby,,172
306,20,rhodes,Centre,Rhodes,48-64,48,64,"17, 9, 12, 10, 48","10, 16, 22, 16, 64",17,9,12,10,48,10,16,22,16,64,"11-9,5-4 SAA","13-7,7-2 SAA",01/26/20,Lose,148,No Location Recorded,1:00 PM,A,306,02:52,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,3,timeout,,Centre,,,172
307,20,rhodes,Centre,Rhodes,48-64,48,64,"17, 9, 12, 10, 48","10, 16, 22, 16, 64",17,9,12,10,48,10,16,22,16,64,"11-9,5-4 SAA","13-7,7-2 SAA",01/26/20,Lose,148,No Location Recorded,1:00 PM,A,307,02:52,,,,,"SUB OUT by TAYLOR,CAROLINE",,,"SUB OUT by TAYLOR,CAROLINE",3,subbing out,,rhodes,caroline taylor,,172
308,20,rhodes,Centre,Rhodes,48-64,48,64,"17, 9, 12, 10, 48","10, 16, 22, 16, 64",17,9,12,10,48,10,16,22,16,64,"11-9,5-4 SAA","13-7,7-2 SAA",01/26/20,Lose,148,No Location Recorded,1:00 PM,A,308,02:52,,,,,"SUB OUT by HAGEN,ELLEN",,,"SUB OUT by HAGEN,ELLEN",3,subbing out,,rhodes,ellen hagen,,172
309,20,rhodes,Centre,Rhodes,48-64,48,64,"17, 9, 12, 10, 48","10, 16, 22, 16, 64",17,9,12,10,48,10,16,22,16,64,"11-9,5-4 SAA","13-7,7-2 SAA",01/26/20,Lose,148,No Location Recorded,1:00 PM,A,309,02:52,,,,,"SUB IN by LONG,LIBBY",,,"SUB IN by LONG,LIBBY",3,subbing in,,rhodes,libby long,,172
310,20,rhodes,Centre,Rhodes,48-64,48,64,"17, 9, 12, 10, 48","10, 16, 22, 16, 64",17,9,12,10,48,10,16,22,16,64,"11-9,5-4 SAA","13-7,7-2 SAA",01/26/20,Lose,148,No Location Recorded,1:00 PM,A,310,02:52,,,,,"SUB IN by OWENS,ALYSSA",,,"SUB IN by OWENS,ALYSSA",3,subbing in,,rhodes,alyssa owens,,172
311,20,rhodes,Centre,Rhodes,48-64,48,64,"17, 9, 12, 10, 48","10, 16, 22, 16, 64",17,9,12,10,48,10,16,22,16,64,"11-9,5-4 SAA","13-7,7-2 SAA",01/26/20,Lose,148,No Location Recorded,1:00 PM,A,311,02:52,,,,,"SUB IN by LEE,TAYA",,,"SUB IN by LEE,TAYA",3,subbing in,,rhodes,taya lee,,172
312,20,rhodes,Centre,Rhodes,48-64,48,64,"17, 9, 12, 10, 48","10, 16, 22, 16, 64",17,9,12,10,48,10,16,22,16,64,"11-9,5-4 SAA","13-7,7-2 SAA",01/26/20,Lose,148,No Location Recorded,1:00 PM,A,312,02:52,"SUB OUT by WEHBY,ABIGAIL",,,,,,,"SUB OUT by WEHBY,ABIGAIL",3,subbing out,,Centre,abigail wehby,,172
313,20,rhodes,Centre,Rhodes,48-64,48,64,"17, 9, 12, 10, 48","10, 16, 22, 16, 64",17,9,12,10,48,10,16,22,16,64,"11-9,5-4 SAA","13-7,7-2 SAA",01/26/20,Lose,148,No Location Recorded,1:00 PM,A,313,02:52,"SUB OUT by FEE,MIKAYLA",,,,,,,"SUB OUT by FEE,MIKAYLA",3,subbing out,,Centre,mikayla fee,,172
314,20,rhodes,Centre,Rhodes,48-64,48,64,"17, 9, 12, 10, 48","10, 16, 22, 16, 64",17,9,12,10,48,10,16,22,16,64,"11-9,5-4 SAA","13-7,7-2 SAA",01/26/20,Lose,148,No Location Recorded,1:00 PM,A,314,02:52,"SUB OUT by MARCUM,MADISON",,,,,,,"SUB OUT by MARCUM,MADISON",3,subbing out,,Centre,madison marcum,,172
315,20,rhodes,Centre,Rhodes,48-64,48,64,"17, 9, 12, 10, 48","10, 16, 22, 16, 64",17,9,12,10,48,10,16,22,16,64,"11-9,5-4 SAA","13-7,7-2 SAA",01/26/20,Lose,148,No Location Recorded,1:00 PM,A,315,02:52,"SUB IN by MURRAY,KYLEE",,,,,,,"SUB IN by MURRAY,KYLEE",3,subbing in,,Centre,kylee murray,,172
316,20,rhodes,Centre,Rhodes,48-64,48,64,"17, 9, 12, 10, 48","10, 16, 22, 16, 64",17,9,12,10,48,10,16,22,16,64,"11-9,5-4 SAA","13-7,7-2 SAA",01/26/20,Lose,148,No Location Recorded,1:00 PM,A,316,02:52,"SUB IN by WILSON,KAT",,,,,,,"SUB IN by WILSON,KAT",3,subbing in,,Centre,kat wilson,,172
317,20,rhodes,Centre,Rhodes,48-64,48,64,"17, 9, 12, 10, 48","10, 16, 22, 16, 64",17,9,12,10,48,10,16,22,16,64,"11-9,5-4 SAA","13-7,7-2 SAA",01/26/20,Lose,148,No Location Recorded,1:00 PM,A,317,02:52,"SUB IN by HICKS,ELLEN",,,,,,,"SUB IN by HICKS,ELLEN",3,subbing in,,Centre,ellen hicks,,172
318,20,rhodes,Centre,Rhodes,48-64,48,64,"17, 9, 12, 10, 48","10, 16, 22, 16, 64",17,9,12,10,48,10,16,22,16,64,"11-9,5-4 SAA","13-7,7-2 SAA",01/26/20,Lose,148,No Location Recorded,1:00 PM,A,318,02:52,,,,,"SUB OUT by MATHANGANI,ALEXYS",,,"SUB OUT by MATHANGANI,ALEXYS",3,subbing out,,rhodes,alexys mathangani,,172
319,20,rhodes,Centre,Rhodes,48-64,48,64,"17, 9, 12, 10, 48","10, 16, 22, 16, 64",17,9,12,10,48,10,16,22,16,64,"11-9,5-4 SAA","13-7,7-2 SAA",01/26/20,Lose,148,No Location Recorded,1:00 PM,A,319,02:30,,33,,43 (+10),"GOOD LAYUP by LEE,TAYA(in the paint)",Rhodes 33-43 (-10),,"GOOD LAYUP by LEE,TAYA(in the paint)",3,layup,good,rhodes,taya lee,2,150
320,20,rhodes,Centre,Rhodes,48-64,48,64,"17, 9, 12, 10, 48","10, 16, 22, 16, 64",17,9,12,10,48,10,16,22,16,64,"11-9,5-4 SAA","13-7,7-2 SAA",01/26/20,Lose,148,No Location Recorded,1:00 PM,A,320,--,,,,,"ASSIST  by MAYEUX,ALLI",,,"ASSIST  by MAYEUX,ALLI",3,assist,,rhodes,alli mayeux,,
