,game,opponent name,boxscore_visitor_name,boxscore_home_name,final score,centreFinalScore,opponentFinalScore,centreScoreByPeriod,opponentScoreByPeriod,centreScorePeriod1,centreScorePeriod2,centreScorePeriod3,centreScorePeriod4,centreScorePeriod5,centreScorePeriod6,opponentScorePeriod1,opponentScorePeriod2,opponentScorePeriod3,opponentScorePeriod4,opponentScorePeriod5,opponentScorePeriod6,centreRecord,opponentRecord,gameDate,outcome,attendance,gameLocation,gameTime,homeGame,,Time Remaining,CC,Away Team Score,Play Team Indicator,Home Team Score,RC,Game Score,Team Indicator,Play,period number,Play Type,Shot Outcome,Team,Player,Points Earned,Time(seconds)
131,27,rhodes,Centre,Rhodes,76-81,76,81,"10, 25, 16, 15, 10, 76","13, 14, 19, 20, 15, 81",10,25,16,15,10,76,13,14,19,20,15,81,16-11,17-9,02/29/20,Lose,334,No Location Recorded,6:25 PM,H,131,--,,,,,"REBOUND DEF by MAYEUX,ALLI",,,"REBOUND DEF by MAYEUX,ALLI",2,defensive rebound,,rhodes,alli mayeux,,
132,27,rhodes,Centre,Rhodes,76-81,76,81,"10, 25, 16, 15, 10, 76","13, 14, 19, 20, 15, 81",10,25,16,15,10,76,13,14,19,20,15,81,16-11,17-9,02/29/20,Lose,334,No Location Recorded,6:25 PM,H,132,08:42,,,,,"MISS LAYUP by LONGACRE,MAYA",,,"MISS LAYUP by LONGACRE,MAYA",2,layup,missed,rhodes,maya longacre,,522
133,27,rhodes,Centre,Rhodes,76-81,76,81,"10, 25, 16, 15, 10, 76","13, 14, 19, 20, 15, 81",10,25,16,15,10,76,13,14,19,20,15,81,16-11,17-9,02/29/20,Lose,334,No Location Recorded,6:25 PM,H,133,--,,,,,"REBOUND OFF by MAYEUX,ALLI",,,"REBOUND OFF by MAYEUX,ALLI",2,offensive rebound,,rhodes,alli mayeux,,
134,27,rhodes,Centre,Rhodes,76-81,76,81,"10, 25, 16, 15, 10, 76","13, 14, 19, 20, 15, 81",10,25,16,15,10,76,13,14,19,20,15,81,16-11,17-9,02/29/20,Lose,334,No Location Recorded,6:25 PM,H,134,08:39,,15,,16 (+1),"GOOD LAYUP by MAYEUX,ALLI(in the paint)",RC 15-16 (-1),,"GOOD LAYUP by MAYEUX,ALLI(in the paint)",2,layup,good,rhodes,alli mayeux,2,519
135,27,rhodes,Centre,Rhodes,76-81,76,81,"10, 25, 16, 15, 10, 76","13, 14, 19, 20, 15, 81",10,25,16,15,10,76,13,14,19,20,15,81,16-11,17-9,02/29/20,Lose,334,No Location Recorded,6:25 PM,H,135,08:23,"GOOD 3PTR by MARCUM,MADISON",18 (+2),,16,,CC 18-16 (+2),,"GOOD 3PTR by MARCUM,MADISON",2,three pointer,good,Centre,madison marcum,3,503
136,27,rhodes,Centre,Rhodes,76-81,76,81,"10, 25, 16, 15, 10, 76","13, 14, 19, 20, 15, 81",10,25,16,15,10,76,13,14,19,20,15,81,16-11,17-9,02/29/20,Lose,334,No Location Recorded,6:25 PM,H,136,--,"ASSIST  by WILSON,KAT",,,,,,,"ASSIST  by WILSON,KAT",2,assist,,Centre,kat wilson,,
137,27,rhodes,Centre,Rhodes,76-81,76,81,"10, 25, 16, 15, 10, 76","13, 14, 19, 20, 15, 81",10,25,16,15,10,76,13,14,19,20,15,81,16-11,17-9,02/29/20,Lose,334,No Location Recorded,6:25 PM,H,137,08:07,,,,,"MISS 3PTR by TAYLOR,CAROLINE",,,"MISS 3PTR by TAYLOR,CAROLINE",2,three pointer,missed,rhodes,caroline taylor,,487
138,27,rhodes,Centre,Rhodes,76-81,76,81,"10, 25, 16, 15, 10, 76","13, 14, 19, 20, 15, 81",10,25,16,15,10,76,13,14,19,20,15,81,16-11,17-9,02/29/20,Lose,334,No Location Recorded,6:25 PM,H,138,--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,2,defensive rebound,,Centre,,,
139,27,rhodes,Centre,Rhodes,76-81,76,81,"10, 25, 16, 15, 10, 76","13, 14, 19, 20, 15, 81",10,25,16,15,10,76,13,14,19,20,15,81,16-11,17-9,02/29/20,Lose,334,No Location Recorded,6:25 PM,H,139,08:00,"SUB IN by JENNINGS,RACHEL",,,,,,,"SUB IN by JENNINGS,RACHEL",2,subbing in,,Centre,rachel jennings,,480
140,27,rhodes,Centre,Rhodes,76-81,76,81,"10, 25, 16, 15, 10, 76","13, 14, 19, 20, 15, 81",10,25,16,15,10,76,13,14,19,20,15,81,16-11,17-9,02/29/20,Lose,334,No Location Recorded,6:25 PM,H,140,08:00,"SUB OUT by MAROVICH,MACKENZIE",,,,,,,"SUB OUT by MAROVICH,MACKENZIE",2,subbing out,,Centre,mackenzie marovich,,480
141,27,rhodes,Centre,Rhodes,76-81,76,81,"10, 25, 16, 15, 10, 76","13, 14, 19, 20, 15, 81",10,25,16,15,10,76,13,14,19,20,15,81,16-11,17-9,02/29/20,Lose,334,No Location Recorded,6:25 PM,H,141,08:00,,,,,"SUB IN by HAGEN,ELLEN",,,"SUB IN by HAGEN,ELLEN",2,subbing in,,rhodes,ellen hagen,,480
142,27,rhodes,Centre,Rhodes,76-81,76,81,"10, 25, 16, 15, 10, 76","13, 14, 19, 20, 15, 81",10,25,16,15,10,76,13,14,19,20,15,81,16-11,17-9,02/29/20,Lose,334,No Location Recorded,6:25 PM,H,142,08:00,,,,,"SUB OUT by TAYLOR,CAROLINE",,,"SUB OUT by TAYLOR,CAROLINE",2,subbing out,,rhodes,caroline taylor,,480
143,27,rhodes,Centre,Rhodes,76-81,76,81,"10, 25, 16, 15, 10, 76","13, 14, 19, 20, 15, 81",10,25,16,15,10,76,13,14,19,20,15,81,16-11,17-9,02/29/20,Lose,334,No Location Recorded,6:25 PM,H,143,07:59,"MISS JUMPER by WEHBY,ABIGAIL",,,,,,,"MISS JUMPER by WEHBY,ABIGAIL",2,jumper,missed,Centre,abigail wehby,,479
144,27,rhodes,Centre,Rhodes,76-81,76,81,"10, 25, 16, 15, 10, 76","13, 14, 19, 20, 15, 81",10,25,16,15,10,76,13,14,19,20,15,81,16-11,17-9,02/29/20,Lose,334,No Location Recorded,6:25 PM,H,144,--,,,,,"REBOUND DEF by LONGACRE,MAYA",,,"REBOUND DEF by LONGACRE,MAYA",2,defensive rebound,,rhodes,maya longacre,,
145,27,rhodes,Centre,Rhodes,76-81,76,81,"10, 25, 16, 15, 10, 76","13, 14, 19, 20, 15, 81",10,25,16,15,10,76,13,14,19,20,15,81,16-11,17-9,02/29/20,Lose,334,No Location Recorded,6:25 PM,H,145,07:46,,,,,"TURNOVER  by HAGEN,ELLEN",,,"TURNOVER  by HAGEN,ELLEN",2,turnover,,rhodes,ellen hagen,,466
146,27,rhodes,Centre,Rhodes,76-81,76,81,"10, 25, 16, 15, 10, 76","13, 14, 19, 20, 15, 81",10,25,16,15,10,76,13,14,19,20,15,81,16-11,17-9,02/29/20,Lose,334,No Location Recorded,6:25 PM,H,146,07:45,"STEAL  by WEHBY,ABIGAIL",,,,,,,"STEAL  by WEHBY,ABIGAIL",2,steal,,Centre,,,465
147,27,rhodes,Centre,Rhodes,76-81,76,81,"10, 25, 16, 15, 10, 76","13, 14, 19, 20, 15, 81",10,25,16,15,10,76,13,14,19,20,15,81,16-11,17-9,02/29/20,Lose,334,No Location Recorded,6:25 PM,H,147,--,,,,,"REBOUND DEF by DOWNEY,KIERA",,,"REBOUND DEF by DOWNEY,KIERA",2,defensive rebound,,rhodes,kiera downey,,
148,27,rhodes,Centre,Rhodes,76-81,76,81,"10, 25, 16, 15, 10, 76","13, 14, 19, 20, 15, 81",10,25,16,15,10,76,13,14,19,20,15,81,16-11,17-9,02/29/20,Lose,334,No Location Recorded,6:25 PM,H,148,07:41,"MISS LAYUP by HICKS,ELLEN",,,,,,,"MISS LAYUP by HICKS,ELLEN",2,layup,missed,Centre,ellen hicks,,461
149,27,rhodes,Centre,Rhodes,76-81,76,81,"10, 25, 16, 15, 10, 76","13, 14, 19, 20, 15, 81",10,25,16,15,10,76,13,14,19,20,15,81,16-11,17-9,02/29/20,Lose,334,No Location Recorded,6:25 PM,H,149,07:41,,,,,"BLOCK  by MAYEUX,ALLI",,,"BLOCK  by MAYEUX,ALLI",2,block,,rhodes,alli mayeux,,461
150,27,rhodes,Centre,Rhodes,76-81,76,81,"10, 25, 16, 15, 10, 76","13, 14, 19, 20, 15, 81",10,25,16,15,10,76,13,14,19,20,15,81,16-11,17-9,02/29/20,Lose,334,No Location Recorded,6:25 PM,H,150,--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,2,offensive rebound,,Centre,,,
151,27,rhodes,Centre,Rhodes,76-81,76,81,"10, 25, 16, 15, 10, 76","13, 14, 19, 20, 15, 81",10,25,16,15,10,76,13,14,19,20,15,81,16-11,17-9,02/29/20,Lose,334,No Location Recorded,6:25 PM,H,151,07:41,"MISS 3PTR by WILSON,KAT",,,,,,,"MISS 3PTR by WILSON,KAT",2,three pointer,missed,Centre,kat wilson,,461
152,27,rhodes,Centre,Rhodes,76-81,76,81,"10, 25, 16, 15, 10, 76","13, 14, 19, 20, 15, 81",10,25,16,15,10,76,13,14,19,20,15,81,16-11,17-9,02/29/20,Lose,334,No Location Recorded,6:25 PM,H,152,07:29,"FOUL  by WEHBY,ABIGAIL",,,,,,,"FOUL  by WEHBY,ABIGAIL",2,foul,,Centre,abigail wehby,,449
153,27,rhodes,Centre,Rhodes,76-81,76,81,"10, 25, 16, 15, 10, 76","13, 14, 19, 20, 15, 81",10,25,16,15,10,76,13,14,19,20,15,81,16-11,17-9,02/29/20,Lose,334,No Location Recorded,6:25 PM,H,153,07:29,,18 (+1),,17,"GOOD FT by MAYEUX,ALLI",RC 18-17 (+1),,"GOOD FT by MAYEUX,ALLI",2,free throw,good,rhodes,alli mayeux,1,449
154,27,rhodes,Centre,Rhodes,76-81,76,81,"10, 25, 16, 15, 10, 76","13, 14, 19, 20, 15, 81",10,25,16,15,10,76,13,14,19,20,15,81,16-11,17-9,02/29/20,Lose,334,No Location Recorded,6:25 PM,H,154,07:29,,,,,"MISS FT by MAYEUX,ALLI",,,"MISS FT by MAYEUX,ALLI",2,free throw,missed,rhodes,alli mayeux,,449
155,27,rhodes,Centre,Rhodes,76-81,76,81,"10, 25, 16, 15, 10, 76","13, 14, 19, 20, 15, 81",10,25,16,15,10,76,13,14,19,20,15,81,16-11,17-9,02/29/20,Lose,334,No Location Recorded,6:25 PM,H,155,--,"REBOUND DEF by HICKS,ELLEN",,,,,,,"REBOUND DEF by HICKS,ELLEN",2,defensive rebound,,Centre,ellen hicks,,
156,27,rhodes,Centre,Rhodes,76-81,76,81,"10, 25, 16, 15, 10, 76","13, 14, 19, 20, 15, 81",10,25,16,15,10,76,13,14,19,20,15,81,16-11,17-9,02/29/20,Lose,334,No Location Recorded,6:25 PM,H,156,07:29,"GOOD LAYUP by HICKS,ELLEN(in the paint)",20 (+3),,17,,CC 20-17 (+3),,"GOOD LAYUP by HICKS,ELLEN(in the paint)",2,layup,good,Centre,ellen hicks,2,449
157,27,rhodes,Centre,Rhodes,76-81,76,81,"10, 25, 16, 15, 10, 76","13, 14, 19, 20, 15, 81",10,25,16,15,10,76,13,14,19,20,15,81,16-11,17-9,02/29/20,Lose,334,No Location Recorded,6:25 PM,H,157,--,"ASSIST  by MARCUM,MADISON",,,,,,,"ASSIST  by MARCUM,MADISON",2,assist,,Centre,madison marcum,,
158,27,rhodes,Centre,Rhodes,76-81,76,81,"10, 25, 16, 15, 10, 76","13, 14, 19, 20, 15, 81",10,25,16,15,10,76,13,14,19,20,15,81,16-11,17-9,02/29/20,Lose,334,No Location Recorded,6:25 PM,H,158,07:29,"SUB IN by HEROLD,PAYTON",,,,,,,"SUB IN by HEROLD,PAYTON",2,subbing in,,Centre,payton herold,,449
159,27,rhodes,Centre,Rhodes,76-81,76,81,"10, 25, 16, 15, 10, 76","13, 14, 19, 20, 15, 81",10,25,16,15,10,76,13,14,19,20,15,81,16-11,17-9,02/29/20,Lose,334,No Location Recorded,6:25 PM,H,159,07:29,"SUB IN by MARCUM,MADISON",,,,,,,"SUB IN by MARCUM,MADISON",2,subbing in,,Centre,madison marcum,,449
160,27,rhodes,Centre,Rhodes,76-81,76,81,"10, 25, 16, 15, 10, 76","13, 14, 19, 20, 15, 81",10,25,16,15,10,76,13,14,19,20,15,81,16-11,17-9,02/29/20,Lose,334,No Location Recorded,6:25 PM,H,160,07:29,"SUB OUT by WEHBY,ABIGAIL",,,,,,,"SUB OUT by WEHBY,ABIGAIL",2,subbing out,,Centre,abigail wehby,,449
161,27,rhodes,Centre,Rhodes,76-81,76,81,"10, 25, 16, 15, 10, 76","13, 14, 19, 20, 15, 81",10,25,16,15,10,76,13,14,19,20,15,81,16-11,17-9,02/29/20,Lose,334,No Location Recorded,6:25 PM,H,161,07:29,"SUB OUT by WILSON,KAT",,,,,,,"SUB OUT by WILSON,KAT",2,subbing out,,Centre,kat wilson,,449
162,27,rhodes,Centre,Rhodes,76-81,76,81,"10, 25, 16, 15, 10, 76","13, 14, 19, 20, 15, 81",10,25,16,15,10,76,13,14,19,20,15,81,16-11,17-9,02/29/20,Lose,334,No Location Recorded,6:25 PM,H,162,07:21,,20 (+1),,19,"GOOD JUMPER by OWENS,ALYSSA(in the paint)",RC 20-19 (+1),,"GOOD JUMPER by OWENS,ALYSSA(in the paint)",2,jumper,good,rhodes,alyssa owens,2,441
163,27,rhodes,Centre,Rhodes,76-81,76,81,"10, 25, 16, 15, 10, 76","13, 14, 19, 20, 15, 81",10,25,16,15,10,76,13,14,19,20,15,81,16-11,17-9,02/29/20,Lose,334,No Location Recorded,6:25 PM,H,163,05:44,"MISS JUMPER by MARCUM,MADISON",,,,,,,"MISS JUMPER by MARCUM,MADISON",2,jumper,missed,Centre,madison marcum,,344
164,27,rhodes,Centre,Rhodes,76-81,76,81,"10, 25, 16, 15, 10, 76","13, 14, 19, 20, 15, 81",10,25,16,15,10,76,13,14,19,20,15,81,16-11,17-9,02/29/20,Lose,334,No Location Recorded,6:25 PM,H,164,--,"REBOUND OFF by HEROLD,PAYTON",,,,,,,"REBOUND OFF by HEROLD,PAYTON",2,offensive rebound,,Centre,payton herold,,
165,27,rhodes,Centre,Rhodes,76-81,76,81,"10, 25, 16, 15, 10, 76","13, 14, 19, 20, 15, 81",10,25,16,15,10,76,13,14,19,20,15,81,16-11,17-9,02/29/20,Lose,334,No Location Recorded,6:25 PM,H,165,05:37,"GOOD LAYUP by MARCUM,MADISON(in the paint)",22 (+3),,19,,CC 22-19 (+3),,"GOOD LAYUP by MARCUM,MADISON(in the paint)",2,layup,good,Centre,madison marcum,2,337
166,27,rhodes,Centre,Rhodes,76-81,76,81,"10, 25, 16, 15, 10, 76","13, 14, 19, 20, 15, 81",10,25,16,15,10,76,13,14,19,20,15,81,16-11,17-9,02/29/20,Lose,334,No Location Recorded,6:25 PM,H,166,--,"ASSIST  by HEROLD,PAYTON",,,,,,,"ASSIST  by HEROLD,PAYTON",2,assist,,Centre,payton herold,,
167,27,rhodes,Centre,Rhodes,76-81,76,81,"10, 25, 16, 15, 10, 76","13, 14, 19, 20, 15, 81",10,25,16,15,10,76,13,14,19,20,15,81,16-11,17-9,02/29/20,Lose,334,No Location Recorded,6:25 PM,H,167,05:34,,,,,"FOUL  by OWENS,ALYSSA",,,"FOUL  by OWENS,ALYSSA",2,foul,,rhodes,alyssa owens,,334
168,27,rhodes,Centre,Rhodes,76-81,76,81,"10, 25, 16, 15, 10, 76","13, 14, 19, 20, 15, 81",10,25,16,15,10,76,13,14,19,20,15,81,16-11,17-9,02/29/20,Lose,334,No Location Recorded,6:25 PM,H,168,05:34,"GOOD FT by MARCUM,MADISON",23 (+4),,19,,CC 23-19 (+4),,"GOOD FT by MARCUM,MADISON",2,free throw,good,Centre,madison marcum,1,334
169,27,rhodes,Centre,Rhodes,76-81,76,81,"10, 25, 16, 15, 10, 76","13, 14, 19, 20, 15, 81",10,25,16,15,10,76,13,14,19,20,15,81,16-11,17-9,02/29/20,Lose,334,No Location Recorded,6:25 PM,H,169,05:34,"SUB IN by WILSON,KAT",,,,,,,"SUB IN by WILSON,KAT",2,subbing in,,Centre,kat wilson,,334
170,27,rhodes,Centre,Rhodes,76-81,76,81,"10, 25, 16, 15, 10, 76","13, 14, 19, 20, 15, 81",10,25,16,15,10,76,13,14,19,20,15,81,16-11,17-9,02/29/20,Lose,334,No Location Recorded,6:25 PM,H,170,05:34,"SUB OUT by MARCUM,MADISON",,,,,,,"SUB OUT by MARCUM,MADISON",2,subbing out,,Centre,madison marcum,,334
171,27,rhodes,Centre,Rhodes,76-81,76,81,"10, 25, 16, 15, 10, 76","13, 14, 19, 20, 15, 81",10,25,16,15,10,76,13,14,19,20,15,81,16-11,17-9,02/29/20,Lose,334,No Location Recorded,6:25 PM,H,171,05:34,,,,,"SUB IN by LEE,TAYA",,,"SUB IN by LEE,TAYA",2,subbing in,,rhodes,taya lee,,334
172,27,rhodes,Centre,Rhodes,76-81,76,81,"10, 25, 16, 15, 10, 76","13, 14, 19, 20, 15, 81",10,25,16,15,10,76,13,14,19,20,15,81,16-11,17-9,02/29/20,Lose,334,No Location Recorded,6:25 PM,H,172,05:34,,,,,"SUB IN by LONG,LIBBY",,,"SUB IN by LONG,LIBBY",2,subbing in,,rhodes,libby long,,334
173,27,rhodes,Centre,Rhodes,76-81,76,81,"10, 25, 16, 15, 10, 76","13, 14, 19, 20, 15, 81",10,25,16,15,10,76,13,14,19,20,15,81,16-11,17-9,02/29/20,Lose,334,No Location Recorded,6:25 PM,H,173,05:34,,,,,"SUB OUT by LONGACRE,MAYA",,,"SUB OUT by LONGACRE,MAYA",2,subbing out,,rhodes,maya longacre,,334
174,27,rhodes,Centre,Rhodes,76-81,76,81,"10, 25, 16, 15, 10, 76","13, 14, 19, 20, 15, 81",10,25,16,15,10,76,13,14,19,20,15,81,16-11,17-9,02/29/20,Lose,334,No Location Recorded,6:25 PM,H,174,05:34,,,,,"SUB OUT by OWENS,ALYSSA",,,"SUB OUT by OWENS,ALYSSA",2,subbing out,,rhodes,alyssa owens,,334
175,27,rhodes,Centre,Rhodes,76-81,76,81,"10, 25, 16, 15, 10, 76","13, 14, 19, 20, 15, 81",10,25,16,15,10,76,13,14,19,20,15,81,16-11,17-9,02/29/20,Lose,334,No Location Recorded,6:25 PM,H,175,05:25,,23 (+2),,21,"GOOD JUMPER by LONG,LIBBY(in the paint)",RC 23-21 (+2),,"GOOD JUMPER by LONG,LIBBY(in the paint)",2,jumper,good,rhodes,libby long,2,325
176,27,rhodes,Centre,Rhodes,76-81,76,81,"10, 25, 16, 15, 10, 76","13, 14, 19, 20, 15, 81",10,25,16,15,10,76,13,14,19,20,15,81,16-11,17-9,02/29/20,Lose,334,No Location Recorded,6:25 PM,H,176,05:18,"GOOD 3PTR by WILSON,KAT(fastbreak)",26 (+5),,21,,CC 26-21 (+5),,"GOOD 3PTR by WILSON,KAT(fastbreak)",2,three pointer,good,Centre,kat(fastbreak) wilson,3,318
177,27,rhodes,Centre,Rhodes,76-81,76,81,"10, 25, 16, 15, 10, 76","13, 14, 19, 20, 15, 81",10,25,16,15,10,76,13,14,19,20,15,81,16-11,17-9,02/29/20,Lose,334,No Location Recorded,6:25 PM,H,177,--,"ASSIST  by JENNINGS,RACHEL",,,,,,,"ASSIST  by JENNINGS,RACHEL",2,assist,,Centre,rachel jennings,,
178,27,rhodes,Centre,Rhodes,76-81,76,81,"10, 25, 16, 15, 10, 76","13, 14, 19, 20, 15, 81",10,25,16,15,10,76,13,14,19,20,15,81,16-11,17-9,02/29/20,Lose,334,No Location Recorded,6:25 PM,H,178,05:13,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2,timeout,,Centre,,,313
179,27,rhodes,Centre,Rhodes,76-81,76,81,"10, 25, 16, 15, 10, 76","13, 14, 19, 20, 15, 81",10,25,16,15,10,76,13,14,19,20,15,81,16-11,17-9,02/29/20,Lose,334,No Location Recorded,6:25 PM,H,179,05:11,,,,,"FOUL  by HAGEN,ELLEN",,,"FOUL  by HAGEN,ELLEN",2,foul,,rhodes,ellen hagen,,311
180,27,rhodes,Centre,Rhodes,76-81,76,81,"10, 25, 16, 15, 10, 76","13, 14, 19, 20, 15, 81",10,25,16,15,10,76,13,14,19,20,15,81,16-11,17-9,02/29/20,Lose,334,No Location Recorded,6:25 PM,H,180,05:11,,,,,"TURNOVER  by HAGEN,ELLEN",,,"TURNOVER  by HAGEN,ELLEN",2,turnover,,rhodes,ellen hagen,,311
181,27,rhodes,Centre,Rhodes,76-81,76,81,"10, 25, 16, 15, 10, 76","13, 14, 19, 20, 15, 81",10,25,16,15,10,76,13,14,19,20,15,81,16-11,17-9,02/29/20,Lose,334,No Location Recorded,6:25 PM,H,181,04:56,"GOOD JUMPER by HICKS,ELLEN",28 (+7),,21,,CC 28-21 (+7),,"GOOD JUMPER by HICKS,ELLEN",2,jumper,good,Centre,ellen hicks,2,296
182,27,rhodes,Centre,Rhodes,76-81,76,81,"10, 25, 16, 15, 10, 76","13, 14, 19, 20, 15, 81",10,25,16,15,10,76,13,14,19,20,15,81,16-11,17-9,02/29/20,Lose,334,No Location Recorded,6:25 PM,H,182,--,"ASSIST  by JENNINGS,RACHEL",,,,,,,"ASSIST  by JENNINGS,RACHEL",2,assist,,Centre,rachel jennings,,
183,27,rhodes,Centre,Rhodes,76-81,76,81,"10, 25, 16, 15, 10, 76","13, 14, 19, 20, 15, 81",10,25,16,15,10,76,13,14,19,20,15,81,16-11,17-9,02/29/20,Lose,334,No Location Recorded,6:25 PM,H,183,04:40,,,,,"MISS JUMPER by DOWNEY,KIERA",,,"MISS JUMPER by DOWNEY,KIERA",2,jumper,missed,rhodes,kiera downey,,280
184,27,rhodes,Centre,Rhodes,76-81,76,81,"10, 25, 16, 15, 10, 76","13, 14, 19, 20, 15, 81",10,25,16,15,10,76,13,14,19,20,15,81,16-11,17-9,02/29/20,Lose,334,No Location Recorded,6:25 PM,H,184,--,"REBOUND DEF by HEROLD,PAYTON",,,,,,,"REBOUND DEF by HEROLD,PAYTON",2,defensive rebound,,Centre,payton herold,,
185,27,rhodes,Centre,Rhodes,76-81,76,81,"10, 25, 16, 15, 10, 76","13, 14, 19, 20, 15, 81",10,25,16,15,10,76,13,14,19,20,15,81,16-11,17-9,02/29/20,Lose,334,No Location Recorded,6:25 PM,H,185,04:35,,,,,"FOUL  by MAYEUX,ALLI",,,"FOUL  by MAYEUX,ALLI",2,foul,,rhodes,alli mayeux,,275
186,27,rhodes,Centre,Rhodes,76-81,76,81,"10, 25, 16, 15, 10, 76","13, 14, 19, 20, 15, 81",10,25,16,15,10,76,13,14,19,20,15,81,16-11,17-9,02/29/20,Lose,334,No Location Recorded,6:25 PM,H,186,04:10,"MISS JUMPER by HICKS,ELLEN",,,,,,,"MISS JUMPER by HICKS,ELLEN",2,jumper,missed,Centre,ellen hicks,,250
187,27,rhodes,Centre,Rhodes,76-81,76,81,"10, 25, 16, 15, 10, 76","13, 14, 19, 20, 15, 81",10,25,16,15,10,76,13,14,19,20,15,81,16-11,17-9,02/29/20,Lose,334,No Location Recorded,6:25 PM,H,187,--,,,,,"REBOUND DEF by LONG,LIBBY",,,"REBOUND DEF by LONG,LIBBY",2,defensive rebound,,rhodes,libby long,,
188,27,rhodes,Centre,Rhodes,76-81,76,81,"10, 25, 16, 15, 10, 76","13, 14, 19, 20, 15, 81",10,25,16,15,10,76,13,14,19,20,15,81,16-11,17-9,02/29/20,Lose,334,No Location Recorded,6:25 PM,H,188,04:02,,,,,"MISS LAYUP by LEE,TAYA",,,"MISS LAYUP by LEE,TAYA",2,layup,missed,rhodes,taya lee,,242
189,27,rhodes,Centre,Rhodes,76-81,76,81,"10, 25, 16, 15, 10, 76","13, 14, 19, 20, 15, 81",10,25,16,15,10,76,13,14,19,20,15,81,16-11,17-9,02/29/20,Lose,334,No Location Recorded,6:25 PM,H,189,--,"REBOUND DEF by HICKS,ELLEN",,,,,,,"REBOUND DEF by HICKS,ELLEN",2,defensive rebound,,Centre,ellen hicks,,
190,27,rhodes,Centre,Rhodes,76-81,76,81,"10, 25, 16, 15, 10, 76","13, 14, 19, 20, 15, 81",10,25,16,15,10,76,13,14,19,20,15,81,16-11,17-9,02/29/20,Lose,334,No Location Recorded,6:25 PM,H,190,03:52,"GOOD LAYUP by HEROLD,PAYTON(in the paint)",30 (+9),,21,,CC 30-21 (+9),,"GOOD LAYUP by HEROLD,PAYTON(in the paint)",2,layup,good,Centre,payton herold,2,232
191,27,rhodes,Centre,Rhodes,76-81,76,81,"10, 25, 16, 15, 10, 76","13, 14, 19, 20, 15, 81",10,25,16,15,10,76,13,14,19,20,15,81,16-11,17-9,02/29/20,Lose,334,No Location Recorded,6:25 PM,H,191,03:45,,,,,"TURNOVER  by MAYEUX,ALLI",,,"TURNOVER  by MAYEUX,ALLI",2,turnover,,rhodes,alli mayeux,,225
192,27,rhodes,Centre,Rhodes,76-81,76,81,"10, 25, 16, 15, 10, 76","13, 14, 19, 20, 15, 81",10,25,16,15,10,76,13,14,19,20,15,81,16-11,17-9,02/29/20,Lose,334,No Location Recorded,6:25 PM,H,192,03:45,"STEAL  by JENNINGS,RACHEL",,,,,,,"STEAL  by JENNINGS,RACHEL",2,steal,,Centre,,,225
193,27,rhodes,Centre,Rhodes,76-81,76,81,"10, 25, 16, 15, 10, 76","13, 14, 19, 20, 15, 81",10,25,16,15,10,76,13,14,19,20,15,81,16-11,17-9,02/29/20,Lose,334,No Location Recorded,6:25 PM,H,193,03:45,,,,,"FOUL  by TAYLOR,CAROLINE",,,"FOUL  by TAYLOR,CAROLINE",2,foul,,rhodes,caroline taylor,,225
194,27,rhodes,Centre,Rhodes,76-81,76,81,"10, 25, 16, 15, 10, 76","13, 14, 19, 20, 15, 81",10,25,16,15,10,76,13,14,19,20,15,81,16-11,17-9,02/29/20,Lose,334,No Location Recorded,6:25 PM,H,194,03:45,"GOOD FT by JENNINGS,RACHEL",31 (+10),,21,,CC 31-21 (+10),,"GOOD FT by JENNINGS,RACHEL",2,free throw,good,Centre,rachel jennings,1,225
195,27,rhodes,Centre,Rhodes,76-81,76,81,"10, 25, 16, 15, 10, 76","13, 14, 19, 20, 15, 81",10,25,16,15,10,76,13,14,19,20,15,81,16-11,17-9,02/29/20,Lose,334,No Location Recorded,6:25 PM,H,195,03:45,"GOOD FT by JENNINGS,RACHEL",32 (+11),,21,,CC 32-21 (+11),,"GOOD FT by JENNINGS,RACHEL",2,free throw,good,Centre,rachel jennings,1,225
196,27,rhodes,Centre,Rhodes,76-81,76,81,"10, 25, 16, 15, 10, 76","13, 14, 19, 20, 15, 81",10,25,16,15,10,76,13,14,19,20,15,81,16-11,17-9,02/29/20,Lose,334,No Location Recorded,6:25 PM,H,196,03:45,,32 (+9),,23,"GOOD LAYUP by OWENS,ALYSSA(in the paint)",RC 32-23 (+9),,"GOOD LAYUP by OWENS,ALYSSA(in the paint)",2,layup,good,rhodes,alyssa owens,2,225
197,27,rhodes,Centre,Rhodes,76-81,76,81,"10, 25, 16, 15, 10, 76","13, 14, 19, 20, 15, 81",10,25,16,15,10,76,13,14,19,20,15,81,16-11,17-9,02/29/20,Lose,334,No Location Recorded,6:25 PM,H,197,03:45,,,,,"MISS JUMPER by DOWNEY,KIERA",,,"MISS JUMPER by DOWNEY,KIERA",2,jumper,missed,rhodes,kiera downey,,225
