,game,opponent name,boxscore_visitor_name,boxscore_home_name,final score,centreFinalScore,opponentFinalScore,centreScoreByPeriod,opponentScoreByPeriod,centreScorePeriod1,centreScorePeriod2,centreScorePeriod3,centreScorePeriod4,centreScorePeriod5,opponentScorePeriod1,opponentScorePeriod2,opponentScorePeriod3,opponentScorePeriod4,opponentScorePeriod5,centreRecord,opponentRecord,gameDate,outcome,attendance,gameLocation,gameTime,homeGame,,Time Remaining,Hend,Away Team Score,Play Team Indicator,Home Team Score,Centre,Game Score,Team Indicator,Play,period number,Play Type,Shot Outcome,Team,Player,Points Earned,Time(seconds)
54,17,hendrix,Hendrix,Centre,74-45,74,45,"20, 16, 19, 19, 74","16, 12, 5, 12, 45",20,16,19,19,74,16,12,5,12,45,"9-8,3-3 SAA","2-14,0-6 SAA",01/17/20,Win,476,No Location Recorded,6:00 PM,H,54,04:22,,,,,"SUB OUT by JENNINGS,RACHEL",,,"SUB OUT by JENNINGS,RACHEL",1,subbing out,,Centre,rachel jennings,,262
55,17,hendrix,Hendrix,Centre,74-45,74,45,"20, 16, 19, 19, 74","16, 12, 5, 12, 45",20,16,19,19,74,16,12,5,12,45,"9-8,3-3 SAA","2-14,0-6 SAA",01/17/20,Win,476,No Location Recorded,6:00 PM,H,55,04:22,,,,,"SUB OUT by ROBERTS,BRIANNA",,,"SUB OUT by ROBERTS,BRIANNA",1,subbing out,,Centre,brianna roberts,,262
56,17,hendrix,Hendrix,Centre,74-45,74,45,"20, 16, 19, 19, 74","16, 12, 5, 12, 45",20,16,19,19,74,16,12,5,12,45,"9-8,3-3 SAA","2-14,0-6 SAA",01/17/20,Win,476,No Location Recorded,6:00 PM,H,56,04:22,,,,,"SUB OUT by THACKER,JOSIE",,,"SUB OUT by THACKER,JOSIE",1,subbing out,,Centre,josie thacker,,262
57,17,hendrix,Hendrix,Centre,74-45,74,45,"20, 16, 19, 19, 74","16, 12, 5, 12, 45",20,16,19,19,74,16,12,5,12,45,"9-8,3-3 SAA","2-14,0-6 SAA",01/17/20,Win,476,No Location Recorded,6:00 PM,H,57,04:22,,,,,"SUB IN by HICKS,ELLEN",,,"SUB IN by HICKS,ELLEN",1,subbing in,,Centre,ellen hicks,,262
58,17,hendrix,Hendrix,Centre,74-45,74,45,"20, 16, 19, 19, 74","16, 12, 5, 12, 45",20,16,19,19,74,16,12,5,12,45,"9-8,3-3 SAA","2-14,0-6 SAA",01/17/20,Win,476,No Location Recorded,6:00 PM,H,58,04:22,,,,,"SUB IN by HEROLD,PAYTON",,,"SUB IN by HEROLD,PAYTON",1,subbing in,,Centre,payton herold,,262
59,17,hendrix,Hendrix,Centre,74-45,74,45,"20, 16, 19, 19, 74","16, 12, 5, 12, 45",20,16,19,19,74,16,12,5,12,45,"9-8,3-3 SAA","2-14,0-6 SAA",01/17/20,Win,476,No Location Recorded,6:00 PM,H,59,04:22,,,,,"SUB IN by FEE,MIKAYLA",,,"SUB IN by FEE,MIKAYLA",1,subbing in,,Centre,mikayla fee,,262
60,17,hendrix,Hendrix,Centre,74-45,74,45,"20, 16, 19, 19, 74","16, 12, 5, 12, 45",20,16,19,19,74,16,12,5,12,45,"9-8,3-3 SAA","2-14,0-6 SAA",01/17/20,Win,476,No Location Recorded,6:00 PM,H,60,04:19,,,,,"MISS LAYUP by WEHBY,ABIGAIL(in the paint)",,,"MISS LAYUP by WEHBY,ABIGAIL(in the paint)",1,layup,missed,Centre,abigail wehby,,259
61,17,hendrix,Hendrix,Centre,74-45,74,45,"20, 16, 19, 19, 74","16, 12, 5, 12, 45",20,16,19,19,74,16,12,5,12,45,"9-8,3-3 SAA","2-14,0-6 SAA",01/17/20,Win,476,No Location Recorded,6:00 PM,H,61,--,"REBOUND DEF by GUTIERREZ,ANISSA",,,,,,,"REBOUND DEF by GUTIERREZ,ANISSA",1,defensive rebound,,hendrix,anissa gutierrez,,
62,17,hendrix,Hendrix,Centre,74-45,74,45,"20, 16, 19, 19, 74","16, 12, 5, 12, 45",20,16,19,19,74,16,12,5,12,45,"9-8,3-3 SAA","2-14,0-6 SAA",01/17/20,Win,476,No Location Recorded,6:00 PM,H,62,03:45,TURNOVER  by TEAM,,,,,,,TURNOVER  by TEAM,1,turnover,,hendrix,,,225
63,17,hendrix,Hendrix,Centre,74-45,74,45,"20, 16, 19, 19, 74","16, 12, 5, 12, 45",20,16,19,19,74,16,12,5,12,45,"9-8,3-3 SAA","2-14,0-6 SAA",01/17/20,Win,476,No Location Recorded,6:00 PM,H,63,03:40,"SUB OUT by WOPPMAN,RACHEL",,,,,,,"SUB OUT by WOPPMAN,RACHEL",1,subbing out,,hendrix,rachel woppman,,220
64,17,hendrix,Hendrix,Centre,74-45,74,45,"20, 16, 19, 19, 74","16, 12, 5, 12, 45",20,16,19,19,74,16,12,5,12,45,"9-8,3-3 SAA","2-14,0-6 SAA",01/17/20,Win,476,No Location Recorded,6:00 PM,H,64,03:40,"SUB OUT by MOJAVER,ZOE",,,,,,,"SUB OUT by MOJAVER,ZOE",1,subbing out,,hendrix,zoe mojaver,,220
65,17,hendrix,Hendrix,Centre,74-45,74,45,"20, 16, 19, 19, 74","16, 12, 5, 12, 45",20,16,19,19,74,16,12,5,12,45,"9-8,3-3 SAA","2-14,0-6 SAA",01/17/20,Win,476,No Location Recorded,6:00 PM,H,65,03:40,"SUB OUT by SALYER,CASSIDY",,,,,,,"SUB OUT by SALYER,CASSIDY",1,subbing out,,hendrix,cassidy salyer,,220
66,17,hendrix,Hendrix,Centre,74-45,74,45,"20, 16, 19, 19, 74","16, 12, 5, 12, 45",20,16,19,19,74,16,12,5,12,45,"9-8,3-3 SAA","2-14,0-6 SAA",01/17/20,Win,476,No Location Recorded,6:00 PM,H,66,03:40,"SUB IN by ISBELL,ALI",,,,,,,"SUB IN by ISBELL,ALI",1,subbing in,,hendrix,ali isbell,,220
67,17,hendrix,Hendrix,Centre,74-45,74,45,"20, 16, 19, 19, 74","16, 12, 5, 12, 45",20,16,19,19,74,16,12,5,12,45,"9-8,3-3 SAA","2-14,0-6 SAA",01/17/20,Win,476,No Location Recorded,6:00 PM,H,67,03:40,"SUB IN by JENKINS,KESSIE",,,,,,,"SUB IN by JENKINS,KESSIE",1,subbing in,,hendrix,kessie jenkins,,220
68,17,hendrix,Hendrix,Centre,74-45,74,45,"20, 16, 19, 19, 74","16, 12, 5, 12, 45",20,16,19,19,74,16,12,5,12,45,"9-8,3-3 SAA","2-14,0-6 SAA",01/17/20,Win,476,No Location Recorded,6:00 PM,H,68,03:40,"SUB IN by WENDT,CAROLINE",,,,,,,"SUB IN by WENDT,CAROLINE",1,subbing in,,hendrix,caroline wendt,,220
69,17,hendrix,Hendrix,Centre,74-45,74,45,"20, 16, 19, 19, 74","16, 12, 5, 12, 45",20,16,19,19,74,16,12,5,12,45,"9-8,3-3 SAA","2-14,0-6 SAA",01/17/20,Win,476,No Location Recorded,6:00 PM,H,69,03:40,"FOUL  by JENKINS,KESSIE",,,,,,,"FOUL  by JENKINS,KESSIE",1,foul,,hendrix,kessie jenkins,,220
70,17,hendrix,Hendrix,Centre,74-45,74,45,"20, 16, 19, 19, 74","16, 12, 5, 12, 45",20,16,19,19,74,16,12,5,12,45,"9-8,3-3 SAA","2-14,0-6 SAA",01/17/20,Win,476,No Location Recorded,6:00 PM,H,70,03:40,,10 (+2),,8,"GOOD FT by FEE,MIKAYLA",Centre 10-8 (-2),,"GOOD FT by FEE,MIKAYLA",1,free throw,good,Centre,mikayla fee,1,220
71,17,hendrix,Hendrix,Centre,74-45,74,45,"20, 16, 19, 19, 74","16, 12, 5, 12, 45",20,16,19,19,74,16,12,5,12,45,"9-8,3-3 SAA","2-14,0-6 SAA",01/17/20,Win,476,No Location Recorded,6:00 PM,H,71,03:40,,,,,"MISS FT by FEE,MIKAYLA",,,"MISS FT by FEE,MIKAYLA",1,free throw,missed,Centre,mikayla fee,,220
72,17,hendrix,Hendrix,Centre,74-45,74,45,"20, 16, 19, 19, 74","16, 12, 5, 12, 45",20,16,19,19,74,16,12,5,12,45,"9-8,3-3 SAA","2-14,0-6 SAA",01/17/20,Win,476,No Location Recorded,6:00 PM,H,72,--,"REBOUND DEF by JENKINS,KESSIE",,,,,,,"REBOUND DEF by JENKINS,KESSIE",1,defensive rebound,,hendrix,kessie jenkins,,
73,17,hendrix,Hendrix,Centre,74-45,74,45,"20, 16, 19, 19, 74","16, 12, 5, 12, 45",20,16,19,19,74,16,12,5,12,45,"9-8,3-3 SAA","2-14,0-6 SAA",01/17/20,Win,476,No Location Recorded,6:00 PM,H,73,03:19,,,,,"FOUL  by WEHBY,ABIGAIL",,,"FOUL  by WEHBY,ABIGAIL",1,foul,,Centre,abigail wehby,,199
74,17,hendrix,Hendrix,Centre,74-45,74,45,"20, 16, 19, 19, 74","16, 12, 5, 12, 45",20,16,19,19,74,16,12,5,12,45,"9-8,3-3 SAA","2-14,0-6 SAA",01/17/20,Win,476,No Location Recorded,6:00 PM,H,74,03:19,,,,,"SUB OUT by FEE,MIKAYLA",,,"SUB OUT by FEE,MIKAYLA",1,subbing out,,Centre,mikayla fee,,199
75,17,hendrix,Hendrix,Centre,74-45,74,45,"20, 16, 19, 19, 74","16, 12, 5, 12, 45",20,16,19,19,74,16,12,5,12,45,"9-8,3-3 SAA","2-14,0-6 SAA",01/17/20,Win,476,No Location Recorded,6:00 PM,H,75,03:19,,,,,"SUB IN by MURRAY,KYLEE",,,"SUB IN by MURRAY,KYLEE",1,subbing in,,Centre,kylee murray,,199
76,17,hendrix,Hendrix,Centre,74-45,74,45,"20, 16, 19, 19, 74","16, 12, 5, 12, 45",20,16,19,19,74,16,12,5,12,45,"9-8,3-3 SAA","2-14,0-6 SAA",01/17/20,Win,476,No Location Recorded,6:00 PM,H,76,03:19,"GOOD FT by WENDT,CAROLINE",11 (+3),,8,,Hend 11-8 (-3),,"GOOD FT by WENDT,CAROLINE",1,free throw,good,hendrix,caroline wendt,1,199
77,17,hendrix,Hendrix,Centre,74-45,74,45,"20, 16, 19, 19, 74","16, 12, 5, 12, 45",20,16,19,19,74,16,12,5,12,45,"9-8,3-3 SAA","2-14,0-6 SAA",01/17/20,Win,476,No Location Recorded,6:00 PM,H,77,03:19,"MISS FT by WENDT,CAROLINE",,,,,,,"MISS FT by WENDT,CAROLINE",1,free throw,missed,hendrix,caroline wendt,,199
78,17,hendrix,Hendrix,Centre,74-45,74,45,"20, 16, 19, 19, 74","16, 12, 5, 12, 45",20,16,19,19,74,16,12,5,12,45,"9-8,3-3 SAA","2-14,0-6 SAA",01/17/20,Win,476,No Location Recorded,6:00 PM,H,78,--,,,,,"REBOUND DEF by MURRAY,KYLEE",,,"REBOUND DEF by MURRAY,KYLEE",1,defensive rebound,,Centre,kylee murray,,
79,17,hendrix,Hendrix,Centre,74-45,74,45,"20, 16, 19, 19, 74","16, 12, 5, 12, 45",20,16,19,19,74,16,12,5,12,45,"9-8,3-3 SAA","2-14,0-6 SAA",01/17/20,Win,476,No Location Recorded,6:00 PM,H,79,03:19,,,,,"SUB OUT by MARCUM,MADISON",,,"SUB OUT by MARCUM,MADISON",1,subbing out,,Centre,madison marcum,,199
80,17,hendrix,Hendrix,Centre,74-45,74,45,"20, 16, 19, 19, 74","16, 12, 5, 12, 45",20,16,19,19,74,16,12,5,12,45,"9-8,3-3 SAA","2-14,0-6 SAA",01/17/20,Win,476,No Location Recorded,6:00 PM,H,80,03:19,,,,,"SUB IN by WILSON,KAT",,,"SUB IN by WILSON,KAT",1,subbing in,,Centre,kat wilson,,199
81,17,hendrix,Hendrix,Centre,74-45,74,45,"20, 16, 19, 19, 74","16, 12, 5, 12, 45",20,16,19,19,74,16,12,5,12,45,"9-8,3-3 SAA","2-14,0-6 SAA",01/17/20,Win,476,No Location Recorded,6:00 PM,H,81,03:02,,11 (+1),,10,"GOOD JUMPER by WILSON,KAT(in the paint)",Centre 11-10 (-1),,"GOOD JUMPER by WILSON,KAT(in the paint)",1,jumper,good,Centre,kat wilson,2,182
82,17,hendrix,Hendrix,Centre,74-45,74,45,"20, 16, 19, 19, 74","16, 12, 5, 12, 45",20,16,19,19,74,16,12,5,12,45,"9-8,3-3 SAA","2-14,0-6 SAA",01/17/20,Win,476,No Location Recorded,6:00 PM,H,82,02:40,"MISS LAYUP by JENKINS,KESSIE(in the paint)",,,,,,,"MISS LAYUP by JENKINS,KESSIE(in the paint)",1,layup,missed,hendrix,kessie jenkins,,160
83,17,hendrix,Hendrix,Centre,74-45,74,45,"20, 16, 19, 19, 74","16, 12, 5, 12, 45",20,16,19,19,74,16,12,5,12,45,"9-8,3-3 SAA","2-14,0-6 SAA",01/17/20,Win,476,No Location Recorded,6:00 PM,H,83,--,,,,,"REBOUND DEF by HEROLD,PAYTON",,,"REBOUND DEF by HEROLD,PAYTON",1,defensive rebound,,Centre,payton herold,,
84,17,hendrix,Hendrix,Centre,74-45,74,45,"20, 16, 19, 19, 74","16, 12, 5, 12, 45",20,16,19,19,74,16,12,5,12,45,"9-8,3-3 SAA","2-14,0-6 SAA",01/17/20,Win,476,No Location Recorded,6:00 PM,H,84,02:30,,11,,12 (+1),"GOOD LAYUP by WEHBY,ABIGAIL(in the paint)",Centre 11-12 (+1),,"GOOD LAYUP by WEHBY,ABIGAIL(in the paint)",1,layup,good,Centre,abigail wehby,2,150
85,17,hendrix,Hendrix,Centre,74-45,74,45,"20, 16, 19, 19, 74","16, 12, 5, 12, 45",20,16,19,19,74,16,12,5,12,45,"9-8,3-3 SAA","2-14,0-6 SAA",01/17/20,Win,476,No Location Recorded,6:00 PM,H,85,02:03,"MISS LAYUP by JENKINS,KESSIE(in the paint)",,,,,,,"MISS LAYUP by JENKINS,KESSIE(in the paint)",1,layup,missed,hendrix,kessie jenkins,,123
86,17,hendrix,Hendrix,Centre,74-45,74,45,"20, 16, 19, 19, 74","16, 12, 5, 12, 45",20,16,19,19,74,16,12,5,12,45,"9-8,3-3 SAA","2-14,0-6 SAA",01/17/20,Win,476,No Location Recorded,6:00 PM,H,86,--,,,,,"REBOUND DEF by MURRAY,KYLEE",,,"REBOUND DEF by MURRAY,KYLEE",1,defensive rebound,,Centre,kylee murray,,
87,17,hendrix,Hendrix,Centre,74-45,74,45,"20, 16, 19, 19, 74","16, 12, 5, 12, 45",20,16,19,19,74,16,12,5,12,45,"9-8,3-3 SAA","2-14,0-6 SAA",01/17/20,Win,476,No Location Recorded,6:00 PM,H,87,01:50,,11,,15 (+4),"GOOD 3PTR by HEROLD,PAYTON",Centre 11-15 (+4),,"GOOD 3PTR by HEROLD,PAYTON",1,three pointer,good,Centre,payton herold,3,110
88,17,hendrix,Hendrix,Centre,74-45,74,45,"20, 16, 19, 19, 74","16, 12, 5, 12, 45",20,16,19,19,74,16,12,5,12,45,"9-8,3-3 SAA","2-14,0-6 SAA",01/17/20,Win,476,No Location Recorded,6:00 PM,H,88,--,,,,,"ASSIST  by HICKS,ELLEN",,,"ASSIST  by HICKS,ELLEN",1,assist,,Centre,ellen hicks,,
89,17,hendrix,Hendrix,Centre,74-45,74,45,"20, 16, 19, 19, 74","16, 12, 5, 12, 45",20,16,19,19,74,16,12,5,12,45,"9-8,3-3 SAA","2-14,0-6 SAA",01/17/20,Win,476,No Location Recorded,6:00 PM,H,89,01:42,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,1,timeout,,Centre,,,102
90,17,hendrix,Hendrix,Centre,74-45,74,45,"20, 16, 19, 19, 74","16, 12, 5, 12, 45",20,16,19,19,74,16,12,5,12,45,"9-8,3-3 SAA","2-14,0-6 SAA",01/17/20,Win,476,No Location Recorded,6:00 PM,H,90,01:42,"SUB OUT by JENKINS,KESSIE",,,,,,,"SUB OUT by JENKINS,KESSIE",1,subbing out,,hendrix,kessie jenkins,,102
91,17,hendrix,Hendrix,Centre,74-45,74,45,"20, 16, 19, 19, 74","16, 12, 5, 12, 45",20,16,19,19,74,16,12,5,12,45,"9-8,3-3 SAA","2-14,0-6 SAA",01/17/20,Win,476,No Location Recorded,6:00 PM,H,91,01:42,"SUB IN by SALYER,CASSIDY",,,,,,,"SUB IN by SALYER,CASSIDY",1,subbing in,,hendrix,cassidy salyer,,102
92,17,hendrix,Hendrix,Centre,74-45,74,45,"20, 16, 19, 19, 74","16, 12, 5, 12, 45",20,16,19,19,74,16,12,5,12,45,"9-8,3-3 SAA","2-14,0-6 SAA",01/17/20,Win,476,No Location Recorded,6:00 PM,H,92,01:35,,,,,"SUB OUT by HICKS,ELLEN",,,"SUB OUT by HICKS,ELLEN",1,subbing out,,Centre,ellen hicks,,95
93,17,hendrix,Hendrix,Centre,74-45,74,45,"20, 16, 19, 19, 74","16, 12, 5, 12, 45",20,16,19,19,74,16,12,5,12,45,"9-8,3-3 SAA","2-14,0-6 SAA",01/17/20,Win,476,No Location Recorded,6:00 PM,H,93,01:35,,,,,"SUB OUT by WEHBY,ABIGAIL",,,"SUB OUT by WEHBY,ABIGAIL",1,subbing out,,Centre,abigail wehby,,95
94,17,hendrix,Hendrix,Centre,74-45,74,45,"20, 16, 19, 19, 74","16, 12, 5, 12, 45",20,16,19,19,74,16,12,5,12,45,"9-8,3-3 SAA","2-14,0-6 SAA",01/17/20,Win,476,No Location Recorded,6:00 PM,H,94,01:35,,,,,"SUB IN by JENNINGS,RACHEL",,,"SUB IN by JENNINGS,RACHEL",1,subbing in,,Centre,rachel jennings,,95
95,17,hendrix,Hendrix,Centre,74-45,74,45,"20, 16, 19, 19, 74","16, 12, 5, 12, 45",20,16,19,19,74,16,12,5,12,45,"9-8,3-3 SAA","2-14,0-6 SAA",01/17/20,Win,476,No Location Recorded,6:00 PM,H,95,01:35,,,,,"SUB IN by FEE,MIKAYLA",,,"SUB IN by FEE,MIKAYLA",1,subbing in,,Centre,mikayla fee,,95
96,17,hendrix,Hendrix,Centre,74-45,74,45,"20, 16, 19, 19, 74","16, 12, 5, 12, 45",20,16,19,19,74,16,12,5,12,45,"9-8,3-3 SAA","2-14,0-6 SAA",01/17/20,Win,476,No Location Recorded,6:00 PM,H,96,01:17,"GOOD 3PTR by GUTIERREZ,ANISSA",14,,15 (+1),,Hend 14-15 (+1),,"GOOD 3PTR by GUTIERREZ,ANISSA",1,three pointer,good,hendrix,anissa gutierrez,3,77
97,17,hendrix,Hendrix,Centre,74-45,74,45,"20, 16, 19, 19, 74","16, 12, 5, 12, 45",20,16,19,19,74,16,12,5,12,45,"9-8,3-3 SAA","2-14,0-6 SAA",01/17/20,Win,476,No Location Recorded,6:00 PM,H,97,--,"ASSIST  by WENDT,CAROLINE",,,,,,,"ASSIST  by WENDT,CAROLINE",1,assist,,hendrix,caroline wendt,,
98,17,hendrix,Hendrix,Centre,74-45,74,45,"20, 16, 19, 19, 74","16, 12, 5, 12, 45",20,16,19,19,74,16,12,5,12,45,"9-8,3-3 SAA","2-14,0-6 SAA",01/17/20,Win,476,No Location Recorded,6:00 PM,H,98,00:49,,,,,"MISS LAYUP by HEROLD,PAYTON(in the paint)",,,"MISS LAYUP by HEROLD,PAYTON(in the paint)",1,layup,missed,Centre,payton herold,,49
99,17,hendrix,Hendrix,Centre,74-45,74,45,"20, 16, 19, 19, 74","16, 12, 5, 12, 45",20,16,19,19,74,16,12,5,12,45,"9-8,3-3 SAA","2-14,0-6 SAA",01/17/20,Win,476,No Location Recorded,6:00 PM,H,99,--,,,,,"REBOUND OFF by FEE,MIKAYLA",,,"REBOUND OFF by FEE,MIKAYLA",1,offensive rebound,,Centre,mikayla fee,,
100,17,hendrix,Hendrix,Centre,74-45,74,45,"20, 16, 19, 19, 74","16, 12, 5, 12, 45",20,16,19,19,74,16,12,5,12,45,"9-8,3-3 SAA","2-14,0-6 SAA",01/17/20,Win,476,No Location Recorded,6:00 PM,H,100,00:49,,14,,17 (+3),"GOOD LAYUP by FEE,MIKAYLA(in the paint)",Centre 14-17 (+3),,"GOOD LAYUP by FEE,MIKAYLA(in the paint)",1,layup,good,Centre,mikayla fee,2,49
101,17,hendrix,Hendrix,Centre,74-45,74,45,"20, 16, 19, 19, 74","16, 12, 5, 12, 45",20,16,19,19,74,16,12,5,12,45,"9-8,3-3 SAA","2-14,0-6 SAA",01/17/20,Win,476,No Location Recorded,6:00 PM,H,101,00:49,"FOUL  by NEILSON,BELLE",,,,,,,"FOUL  by NEILSON,BELLE",1,foul,,hendrix,belle neilson,,49
102,17,hendrix,Hendrix,Centre,74-45,74,45,"20, 16, 19, 19, 74","16, 12, 5, 12, 45",20,16,19,19,74,16,12,5,12,45,"9-8,3-3 SAA","2-14,0-6 SAA",01/17/20,Win,476,No Location Recorded,6:00 PM,H,102,00:44,,14,,18 (+4),"GOOD FT by FEE,MIKAYLA",Centre 14-18 (+4),,"GOOD FT by FEE,MIKAYLA",1,free throw,good,Centre,mikayla fee,1,44
103,17,hendrix,Hendrix,Centre,74-45,74,45,"20, 16, 19, 19, 74","16, 12, 5, 12, 45",20,16,19,19,74,16,12,5,12,45,"9-8,3-3 SAA","2-14,0-6 SAA",01/17/20,Win,476,No Location Recorded,6:00 PM,H,103,00:35,"GOOD JUMPER by NEILSON,BELLE",16,,18 (+2),,Hend 16-18 (+2),,"GOOD JUMPER by NEILSON,BELLE",1,jumper,good,hendrix,belle neilson,2,35
104,17,hendrix,Hendrix,Centre,74-45,74,45,"20, 16, 19, 19, 74","16, 12, 5, 12, 45",20,16,19,19,74,16,12,5,12,45,"9-8,3-3 SAA","2-14,0-6 SAA",01/17/20,Win,476,No Location Recorded,6:00 PM,H,104,--,"ASSIST  by GUTIERREZ,ANISSA",,,,,,,"ASSIST  by GUTIERREZ,ANISSA",1,assist,,hendrix,anissa gutierrez,,
105,17,hendrix,Hendrix,Centre,74-45,74,45,"20, 16, 19, 19, 74","16, 12, 5, 12, 45",20,16,19,19,74,16,12,5,12,45,"9-8,3-3 SAA","2-14,0-6 SAA",01/17/20,Win,476,No Location Recorded,6:00 PM,H,105,00:16,"FOUL  by ISBELL,ALI",,,,,,,"FOUL  by ISBELL,ALI",1,foul,,hendrix,ali isbell,,16
106,17,hendrix,Hendrix,Centre,74-45,74,45,"20, 16, 19, 19, 74","16, 12, 5, 12, 45",20,16,19,19,74,16,12,5,12,45,"9-8,3-3 SAA","2-14,0-6 SAA",01/17/20,Win,476,No Location Recorded,6:00 PM,H,106,00:16,,,,,"SUB OUT by JENNINGS,RACHEL",,,"SUB OUT by JENNINGS,RACHEL",1,subbing out,,Centre,rachel jennings,,16
107,17,hendrix,Hendrix,Centre,74-45,74,45,"20, 16, 19, 19, 74","16, 12, 5, 12, 45",20,16,19,19,74,16,12,5,12,45,"9-8,3-3 SAA","2-14,0-6 SAA",01/17/20,Win,476,No Location Recorded,6:00 PM,H,107,00:16,,,,,"SUB IN by MARCUM,MADISON",,,"SUB IN by MARCUM,MADISON",1,subbing in,,Centre,madison marcum,,16
108,17,hendrix,Hendrix,Centre,74-45,74,45,"20, 16, 19, 19, 74","16, 12, 5, 12, 45",20,16,19,19,74,16,12,5,12,45,"9-8,3-3 SAA","2-14,0-6 SAA",01/17/20,Win,476,No Location Recorded,6:00 PM,H,108,00:16,"SUB OUT by NEILSON,BELLE",,,,,,,"SUB OUT by NEILSON,BELLE",1,subbing out,,hendrix,belle neilson,,16
109,17,hendrix,Hendrix,Centre,74-45,74,45,"20, 16, 19, 19, 74","16, 12, 5, 12, 45",20,16,19,19,74,16,12,5,12,45,"9-8,3-3 SAA","2-14,0-6 SAA",01/17/20,Win,476,No Location Recorded,6:00 PM,H,109,00:16,"SUB IN by WOPPMAN,RACHEL",,,,,,,"SUB IN by WOPPMAN,RACHEL",1,subbing in,,hendrix,rachel woppman,,16
110,17,hendrix,Hendrix,Centre,74-45,74,45,"20, 16, 19, 19, 74","16, 12, 5, 12, 45",20,16,19,19,74,16,12,5,12,45,"9-8,3-3 SAA","2-14,0-6 SAA",01/17/20,Win,476,No Location Recorded,6:00 PM,H,110,00:10,,16,,20 (+4),"GOOD LAYUP by FEE,MIKAYLA(in the paint)",Centre 16-20 (+4),,"GOOD LAYUP by FEE,MIKAYLA(in the paint)",1,layup,good,Centre,mikayla fee,2,10
111,17,hendrix,Hendrix,Centre,74-45,74,45,"20, 16, 19, 19, 74","16, 12, 5, 12, 45",20,16,19,19,74,16,12,5,12,45,"9-8,3-3 SAA","2-14,0-6 SAA",01/17/20,Win,476,No Location Recorded,6:00 PM,H,111,--,,,,,"ASSIST  by WILSON,KAT",,,"ASSIST  by WILSON,KAT",1,assist,,Centre,kat wilson,,
112,17,hendrix,Hendrix,Centre,74-45,74,45,"20, 16, 19, 19, 74","16, 12, 5, 12, 45",20,16,19,19,74,16,12,5,12,45,"9-8,3-3 SAA","2-14,0-6 SAA",01/17/20,Win,476,No Location Recorded,6:00 PM,H,112,00:01,"MISS 3PTR by GUTIERREZ,ANISSA",,,,,,,"MISS 3PTR by GUTIERREZ,ANISSA",1,three pointer,missed,hendrix,anissa gutierrez,,1
113,17,hendrix,Hendrix,Centre,74-45,74,45,"20, 16, 19, 19, 74","16, 12, 5, 12, 45",20,16,19,19,74,16,12,5,12,45,"9-8,3-3 SAA","2-14,0-6 SAA",01/17/20,Win,476,No Location Recorded,6:00 PM,H,113,--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,1,defensive rebound,,Centre,,,
114,17,hendrix,Hendrix,Centre,74-45,74,45,"20, 16, 19, 19, 74","16, 12, 5, 12, 45",20,16,19,19,74,16,12,5,12,45,"9-8,3-3 SAA","2-14,0-6 SAA",01/17/20,Win,476,No Location Recorded,6:00 PM,H,114,Start Period 2,,,,,,,,,2,,,,,,
115,17,hendrix,Hendrix,Centre,74-45,74,45,"20, 16, 19, 19, 74","16, 12, 5, 12, 45",20,16,19,19,74,16,12,5,12,45,"9-8,3-3 SAA","2-14,0-6 SAA",01/17/20,Win,476,No Location Recorded,6:00 PM,H,115,10:00,,,,,"SUB OUT by HEROLD,PAYTON",,,"SUB OUT by HEROLD,PAYTON",2,subbing out,,Centre,payton herold,,600
116,17,hendrix,Hendrix,Centre,74-45,74,45,"20, 16, 19, 19, 74","16, 12, 5, 12, 45",20,16,19,19,74,16,12,5,12,45,"9-8,3-3 SAA","2-14,0-6 SAA",01/17/20,Win,476,No Location Recorded,6:00 PM,H,116,10:00,,,,,"SUB IN by WEHBY,ABIGAIL",,,"SUB IN by WEHBY,ABIGAIL",2,subbing in,,Centre,abigail wehby,,600
117,17,hendrix,Hendrix,Centre,74-45,74,45,"20, 16, 19, 19, 74","16, 12, 5, 12, 45",20,16,19,19,74,16,12,5,12,45,"9-8,3-3 SAA","2-14,0-6 SAA",01/17/20,Win,476,No Location Recorded,6:00 PM,H,117,09:51,"MISS JUMPER by SALYER,CASSIDY",,,,,,,"MISS JUMPER by SALYER,CASSIDY",2,jumper,missed,hendrix,cassidy salyer,,591
118,17,hendrix,Hendrix,Centre,74-45,74,45,"20, 16, 19, 19, 74","16, 12, 5, 12, 45",20,16,19,19,74,16,12,5,12,45,"9-8,3-3 SAA","2-14,0-6 SAA",01/17/20,Win,476,No Location Recorded,6:00 PM,H,118,--,,,,,"REBOUND DEF by FEE,MIKAYLA",,,"REBOUND DEF by FEE,MIKAYLA",2,defensive rebound,,Centre,mikayla fee,,
119,17,hendrix,Hendrix,Centre,74-45,74,45,"20, 16, 19, 19, 74","16, 12, 5, 12, 45",20,16,19,19,74,16,12,5,12,45,"9-8,3-3 SAA","2-14,0-6 SAA",01/17/20,Win,476,No Location Recorded,6:00 PM,H,119,09:39,,,,,"MISS LAYUP by FEE,MIKAYLA(in the paint)",,,"MISS LAYUP by FEE,MIKAYLA(in the paint)",2,layup,missed,Centre,mikayla fee,,579
