,game,opponent name,boxscore_visitor_name,boxscore_home_name,final score,centreFinalScore,opponentFinalScore,centreScoreByPeriod,opponentScoreByPeriod,centreScorePeriod1,centreScorePeriod2,centreScorePeriod3,centreScorePeriod4,centreScorePeriod5,opponentScorePeriod1,opponentScorePeriod2,opponentScorePeriod3,opponentScorePeriod4,opponentScorePeriod5,centreRecord,opponentRecord,gameDate,outcome,attendance,gameLocation,gameTime,homeGame,,Time Remaining,CENTRE-W,Away Team Score,Play Team Indicator,Home Team Score,MARYMO~2,Game Score,Team Indicator,Play,period number,Play Type,Shot Outcome,Team,Player,Points Earned,Time(seconds)
62,10,marymount,Centre,Marymount,58-53,58,53,"9, 14, 19, 16, 58","11, 16, 17, 9, 53",9,14,19,16,58,11,16,17,9,53,4-6,8-2,12/19/19,Win,101,No Location Recorded,6 p.m.,N,62,03:11,"SUB IN by THACKER,JOSIE",,,,,,,"SUB IN by THACKER,JOSIE",1,subbing in,,Centre,josie thacker,,191
63,10,marymount,Centre,Marymount,58-53,58,53,"9, 14, 19, 16, 58","11, 16, 17, 9, 53",9,14,19,16,58,11,16,17,9,53,4-6,8-2,12/19/19,Win,101,No Location Recorded,6 p.m.,N,63,03:11,"SUB IN by WEHBY,ABIGAIL",,,,,,,"SUB IN by WEHBY,ABIGAIL",1,subbing in,,Centre,abigail wehby,,191
64,10,marymount,Centre,Marymount,58-53,58,53,"9, 14, 19, 16, 58","11, 16, 17, 9, 53",9,14,19,16,58,11,16,17,9,53,4-6,8-2,12/19/19,Win,101,No Location Recorded,6 p.m.,N,64,03:11,"SUB IN by HEROLD,PAYTON",,,,,,,"SUB IN by HEROLD,PAYTON",1,subbing in,,Centre,payton herold,,191
65,10,marymount,Centre,Marymount,58-53,58,53,"9, 14, 19, 16, 58","11, 16, 17, 9, 53",9,14,19,16,58,11,16,17,9,53,4-6,8-2,12/19/19,Win,101,No Location Recorded,6 p.m.,N,65,03:11,"SUB IN by HICKS,ELLEN",,,,,,,"SUB IN by HICKS,ELLEN",1,subbing in,,Centre,ellen hicks,,191
66,10,marymount,Centre,Marymount,58-53,58,53,"9, 14, 19, 16, 58","11, 16, 17, 9, 53",9,14,19,16,58,11,16,17,9,53,4-6,8-2,12/19/19,Win,101,No Location Recorded,6 p.m.,N,66,03:11,"SUB OUT by MARCUM,MADISON",,,,,,,"SUB OUT by MARCUM,MADISON",1,subbing out,,Centre,madison marcum,,191
67,10,marymount,Centre,Marymount,58-53,58,53,"9, 14, 19, 16, 58","11, 16, 17, 9, 53",9,14,19,16,58,11,16,17,9,53,4-6,8-2,12/19/19,Win,101,No Location Recorded,6 p.m.,N,67,03:11,"SUB OUT by ROBERTS,BRIANNA",,,,,,,"SUB OUT by ROBERTS,BRIANNA",1,subbing out,,Centre,brianna roberts,,191
68,10,marymount,Centre,Marymount,58-53,58,53,"9, 14, 19, 16, 58","11, 16, 17, 9, 53",9,14,19,16,58,11,16,17,9,53,4-6,8-2,12/19/19,Win,101,No Location Recorded,6 p.m.,N,68,03:11,"SUB OUT by JENNINGS,RACHEL",,,,,,,"SUB OUT by JENNINGS,RACHEL",1,subbing out,,Centre,rachel jennings,,191
69,10,marymount,Centre,Marymount,58-53,58,53,"9, 14, 19, 16, 58","11, 16, 17, 9, 53",9,14,19,16,58,11,16,17,9,53,4-6,8-2,12/19/19,Win,101,No Location Recorded,6 p.m.,N,69,03:11,"SUB OUT by MURRAY,KYLEE",,,,,,,"SUB OUT by MURRAY,KYLEE",1,subbing out,,Centre,kylee murray,,191
70,10,marymount,Centre,Marymount,58-53,58,53,"9, 14, 19, 16, 58","11, 16, 17, 9, 53",9,14,19,16,58,11,16,17,9,53,4-6,8-2,12/19/19,Win,101,No Location Recorded,6 p.m.,N,70,03:11,,,,,"SUB IN by RYAN,JULIA",,,"SUB IN by RYAN,JULIA",1,subbing in,,marymount,julia ryan,,191
71,10,marymount,Centre,Marymount,58-53,58,53,"9, 14, 19, 16, 58","11, 16, 17, 9, 53",9,14,19,16,58,11,16,17,9,53,4-6,8-2,12/19/19,Win,101,No Location Recorded,6 p.m.,N,71,03:11,,,,,"SUB IN by SHACKELFORD,SYMANTHA",,,"SUB IN by SHACKELFORD,SYMANTHA",1,subbing in,,marymount,symantha shackelford,,191
72,10,marymount,Centre,Marymount,58-53,58,53,"9, 14, 19, 16, 58","11, 16, 17, 9, 53",9,14,19,16,58,11,16,17,9,53,4-6,8-2,12/19/19,Win,101,No Location Recorded,6 p.m.,N,72,03:11,,,,,"SUB IN by CAIAFA,LAURYN",,,"SUB IN by CAIAFA,LAURYN",1,subbing in,,marymount,lauryn caiafa,,191
73,10,marymount,Centre,Marymount,58-53,58,53,"9, 14, 19, 16, 58","11, 16, 17, 9, 53",9,14,19,16,58,11,16,17,9,53,4-6,8-2,12/19/19,Win,101,No Location Recorded,6 p.m.,N,73,03:11,,,,,"SUB OUT by HADDAD,GABRIELLA",,,"SUB OUT by HADDAD,GABRIELLA",1,subbing out,,marymount,gabriella haddad,,191
74,10,marymount,Centre,Marymount,58-53,58,53,"9, 14, 19, 16, 58","11, 16, 17, 9, 53",9,14,19,16,58,11,16,17,9,53,4-6,8-2,12/19/19,Win,101,No Location Recorded,6 p.m.,N,74,03:11,,,,,"SUB OUT by FISHER,ABBY",,,"SUB OUT by FISHER,ABBY",1,subbing out,,marymount,abby fisher,,191
75,10,marymount,Centre,Marymount,58-53,58,53,"9, 14, 19, 16, 58","11, 16, 17, 9, 53",9,14,19,16,58,11,16,17,9,53,4-6,8-2,12/19/19,Win,101,No Location Recorded,6 p.m.,N,75,03:11,,,,,"SUB OUT by CLAGGETT,ANANDA",,,"SUB OUT by CLAGGETT,ANANDA",1,subbing out,,marymount,ananda claggett,,191
76,10,marymount,Centre,Marymount,58-53,58,53,"9, 14, 19, 16, 58","11, 16, 17, 9, 53",9,14,19,16,58,11,16,17,9,53,4-6,8-2,12/19/19,Win,101,No Location Recorded,6 p.m.,N,76,03:03,"GOOD 3PTR by WILSON,KAT",9,,9,,CENTRE-W 9-9 (0),,"GOOD 3PTR by WILSON,KAT",1,three pointer,good,Centre,kat wilson,3,183
77,10,marymount,Centre,Marymount,58-53,58,53,"9, 14, 19, 16, 58","11, 16, 17, 9, 53",9,14,19,16,58,11,16,17,9,53,4-6,8-2,12/19/19,Win,101,No Location Recorded,6 p.m.,N,77,--,"ASSIST  by HICKS,ELLEN",,,,,,,"ASSIST  by HICKS,ELLEN",1,assist,,Centre,ellen hicks,,
78,10,marymount,Centre,Marymount,58-53,58,53,"9, 14, 19, 16, 58","11, 16, 17, 9, 53",9,14,19,16,58,11,16,17,9,53,4-6,8-2,12/19/19,Win,101,No Location Recorded,6 p.m.,N,78,02:54,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,1,timeout,,Centre,,,174
79,10,marymount,Centre,Marymount,58-53,58,53,"9, 14, 19, 16, 58","11, 16, 17, 9, 53",9,14,19,16,58,11,16,17,9,53,4-6,8-2,12/19/19,Win,101,No Location Recorded,6 p.m.,N,79,02:25,,,,,"MISS 3PTR by PHILLIPS,AIDAN",,,"MISS 3PTR by PHILLIPS,AIDAN",1,three pointer,missed,marymount,aidan phillips,,145
80,10,marymount,Centre,Marymount,58-53,58,53,"9, 14, 19, 16, 58","11, 16, 17, 9, 53",9,14,19,16,58,11,16,17,9,53,4-6,8-2,12/19/19,Win,101,No Location Recorded,6 p.m.,N,80,--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,1,defensive rebound,,Centre,,,
81,10,marymount,Centre,Marymount,58-53,58,53,"9, 14, 19, 16, 58","11, 16, 17, 9, 53",9,14,19,16,58,11,16,17,9,53,4-6,8-2,12/19/19,Win,101,No Location Recorded,6 p.m.,N,81,02:22,,,,,"SUB IN by CLAGGETT,ANANDA",,,"SUB IN by CLAGGETT,ANANDA",1,subbing in,,marymount,ananda claggett,,142
82,10,marymount,Centre,Marymount,58-53,58,53,"9, 14, 19, 16, 58","11, 16, 17, 9, 53",9,14,19,16,58,11,16,17,9,53,4-6,8-2,12/19/19,Win,101,No Location Recorded,6 p.m.,N,82,02:22,,,,,"SUB IN by FISHER,ABBY",,,"SUB IN by FISHER,ABBY",1,subbing in,,marymount,abby fisher,,142
83,10,marymount,Centre,Marymount,58-53,58,53,"9, 14, 19, 16, 58","11, 16, 17, 9, 53",9,14,19,16,58,11,16,17,9,53,4-6,8-2,12/19/19,Win,101,No Location Recorded,6 p.m.,N,83,02:22,,,,,"SUB OUT by CAIAFA,LAURYN",,,"SUB OUT by CAIAFA,LAURYN",1,subbing out,,marymount,lauryn caiafa,,142
84,10,marymount,Centre,Marymount,58-53,58,53,"9, 14, 19, 16, 58","11, 16, 17, 9, 53",9,14,19,16,58,11,16,17,9,53,4-6,8-2,12/19/19,Win,101,No Location Recorded,6 p.m.,N,84,02:22,,,,,"SUB OUT by PHILLIPS,AIDAN",,,"SUB OUT by PHILLIPS,AIDAN",1,subbing out,,marymount,aidan phillips,,142
85,10,marymount,Centre,Marymount,58-53,58,53,"9, 14, 19, 16, 58","11, 16, 17, 9, 53",9,14,19,16,58,11,16,17,9,53,4-6,8-2,12/19/19,Win,101,No Location Recorded,6 p.m.,N,85,02:19,"TURNOVER  by HEROLD,PAYTON",,,,,,,"TURNOVER  by HEROLD,PAYTON",1,turnover,,Centre,payton herold,,139
86,10,marymount,Centre,Marymount,58-53,58,53,"9, 14, 19, 16, 58","11, 16, 17, 9, 53",9,14,19,16,58,11,16,17,9,53,4-6,8-2,12/19/19,Win,101,No Location Recorded,6 p.m.,N,86,02:17,,,,,"STEAL  by FISHER,ABBY",,,"STEAL  by FISHER,ABBY",1,steal,,marymount,,,137
87,10,marymount,Centre,Marymount,58-53,58,53,"9, 14, 19, 16, 58","11, 16, 17, 9, 53",9,14,19,16,58,11,16,17,9,53,4-6,8-2,12/19/19,Win,101,No Location Recorded,6 p.m.,N,87,02:16,,,,,"MISS LAYUP by FISHER,ABBY",,,"MISS LAYUP by FISHER,ABBY",1,layup,missed,marymount,abby fisher,,136
88,10,marymount,Centre,Marymount,58-53,58,53,"9, 14, 19, 16, 58","11, 16, 17, 9, 53",9,14,19,16,58,11,16,17,9,53,4-6,8-2,12/19/19,Win,101,No Location Recorded,6 p.m.,N,88,--,,,,,"REBOUND OFF by MCSHEA,KATIE",,,"REBOUND OFF by MCSHEA,KATIE",1,offensive rebound,,marymount,katie mcshea,,
89,10,marymount,Centre,Marymount,58-53,58,53,"9, 14, 19, 16, 58","11, 16, 17, 9, 53",9,14,19,16,58,11,16,17,9,53,4-6,8-2,12/19/19,Win,101,No Location Recorded,6 p.m.,N,89,02:11,,9,,11 (+2),"GOOD LAYUP by MCSHEA,KATIE(in the paint)",MARYMO~2 9-11 (-2),,"GOOD LAYUP by MCSHEA,KATIE(in the paint)",1,layup,good,marymount,katie mcshea,2,131
90,10,marymount,Centre,Marymount,58-53,58,53,"9, 14, 19, 16, 58","11, 16, 17, 9, 53",9,14,19,16,58,11,16,17,9,53,4-6,8-2,12/19/19,Win,101,No Location Recorded,6 p.m.,N,90,01:37,"MISS 3PTR by THACKER,JOSIE",,,,,,,"MISS 3PTR by THACKER,JOSIE",1,three pointer,missed,Centre,josie thacker,,97
91,10,marymount,Centre,Marymount,58-53,58,53,"9, 14, 19, 16, 58","11, 16, 17, 9, 53",9,14,19,16,58,11,16,17,9,53,4-6,8-2,12/19/19,Win,101,No Location Recorded,6 p.m.,N,91,--,,,,,"REBOUND DEF by SHACKELFORD,SYMANTHA",,,"REBOUND DEF by SHACKELFORD,SYMANTHA",1,defensive rebound,,marymount,symantha shackelford,,
92,10,marymount,Centre,Marymount,58-53,58,53,"9, 14, 19, 16, 58","11, 16, 17, 9, 53",9,14,19,16,58,11,16,17,9,53,4-6,8-2,12/19/19,Win,101,No Location Recorded,6 p.m.,N,92,01:20,,,,,"MISS LAYUP by SHACKELFORD,SYMANTHA",,,"MISS LAYUP by SHACKELFORD,SYMANTHA",1,layup,missed,marymount,symantha shackelford,,80
93,10,marymount,Centre,Marymount,58-53,58,53,"9, 14, 19, 16, 58","11, 16, 17, 9, 53",9,14,19,16,58,11,16,17,9,53,4-6,8-2,12/19/19,Win,101,No Location Recorded,6 p.m.,N,93,--,"REBOUND DEF by HICKS,ELLEN",,,,,,,"REBOUND DEF by HICKS,ELLEN",1,defensive rebound,,Centre,ellen hicks,,
94,10,marymount,Centre,Marymount,58-53,58,53,"9, 14, 19, 16, 58","11, 16, 17, 9, 53",9,14,19,16,58,11,16,17,9,53,4-6,8-2,12/19/19,Win,101,No Location Recorded,6 p.m.,N,94,00:48,TURNOVER  by TEAM,,,,,,,TURNOVER  by TEAM,1,turnover,,Centre,,,48
95,10,marymount,Centre,Marymount,58-53,58,53,"9, 14, 19, 16, 58","11, 16, 17, 9, 53",9,14,19,16,58,11,16,17,9,53,4-6,8-2,12/19/19,Win,101,No Location Recorded,6 p.m.,N,95,00:48,"SUB IN by FEE,MIKAYLA",,,,,,,"SUB IN by FEE,MIKAYLA",1,subbing in,,Centre,mikayla fee,,48
96,10,marymount,Centre,Marymount,58-53,58,53,"9, 14, 19, 16, 58","11, 16, 17, 9, 53",9,14,19,16,58,11,16,17,9,53,4-6,8-2,12/19/19,Win,101,No Location Recorded,6 p.m.,N,96,00:48,"SUB IN by MURRAY,KYLEE",,,,,,,"SUB IN by MURRAY,KYLEE",1,subbing in,,Centre,kylee murray,,48
97,10,marymount,Centre,Marymount,58-53,58,53,"9, 14, 19, 16, 58","11, 16, 17, 9, 53",9,14,19,16,58,11,16,17,9,53,4-6,8-2,12/19/19,Win,101,No Location Recorded,6 p.m.,N,97,00:48,"SUB OUT by THACKER,JOSIE",,,,,,,"SUB OUT by THACKER,JOSIE",1,subbing out,,Centre,josie thacker,,48
98,10,marymount,Centre,Marymount,58-53,58,53,"9, 14, 19, 16, 58","11, 16, 17, 9, 53",9,14,19,16,58,11,16,17,9,53,4-6,8-2,12/19/19,Win,101,No Location Recorded,6 p.m.,N,98,00:48,"SUB OUT by WILSON,KAT",,,,,,,"SUB OUT by WILSON,KAT",1,subbing out,,Centre,kat wilson,,48
99,10,marymount,Centre,Marymount,58-53,58,53,"9, 14, 19, 16, 58","11, 16, 17, 9, 53",9,14,19,16,58,11,16,17,9,53,4-6,8-2,12/19/19,Win,101,No Location Recorded,6 p.m.,N,99,00:48,,,,,"SUB IN by LOVE,TAYLOR",,,"SUB IN by LOVE,TAYLOR",1,subbing in,,marymount,taylor love,,48
100,10,marymount,Centre,Marymount,58-53,58,53,"9, 14, 19, 16, 58","11, 16, 17, 9, 53",9,14,19,16,58,11,16,17,9,53,4-6,8-2,12/19/19,Win,101,No Location Recorded,6 p.m.,N,100,00:48,,,,,"SUB IN by HADDAD,GABRIELLA",,,"SUB IN by HADDAD,GABRIELLA",1,subbing in,,marymount,gabriella haddad,,48
101,10,marymount,Centre,Marymount,58-53,58,53,"9, 14, 19, 16, 58","11, 16, 17, 9, 53",9,14,19,16,58,11,16,17,9,53,4-6,8-2,12/19/19,Win,101,No Location Recorded,6 p.m.,N,101,00:48,,,,,"SUB OUT by RYAN,JULIA",,,"SUB OUT by RYAN,JULIA",1,subbing out,,marymount,julia ryan,,48
102,10,marymount,Centre,Marymount,58-53,58,53,"9, 14, 19, 16, 58","11, 16, 17, 9, 53",9,14,19,16,58,11,16,17,9,53,4-6,8-2,12/19/19,Win,101,No Location Recorded,6 p.m.,N,102,00:48,,,,,"SUB OUT by MCSHEA,KATIE",,,"SUB OUT by MCSHEA,KATIE",1,subbing out,,marymount,katie mcshea,,48
103,10,marymount,Centre,Marymount,58-53,58,53,"9, 14, 19, 16, 58","11, 16, 17, 9, 53",9,14,19,16,58,11,16,17,9,53,4-6,8-2,12/19/19,Win,101,No Location Recorded,6 p.m.,N,103,00:27,,,,,"MISS LAYUP by LOVE,TAYLOR",,,"MISS LAYUP by LOVE,TAYLOR",1,layup,missed,marymount,taylor love,,27
104,10,marymount,Centre,Marymount,58-53,58,53,"9, 14, 19, 16, 58","11, 16, 17, 9, 53",9,14,19,16,58,11,16,17,9,53,4-6,8-2,12/19/19,Win,101,No Location Recorded,6 p.m.,N,104,00:27,"BLOCK  by HEROLD,PAYTON",,,,,,,"BLOCK  by HEROLD,PAYTON",1,block,,Centre,payton herold,,27
105,10,marymount,Centre,Marymount,58-53,58,53,"9, 14, 19, 16, 58","11, 16, 17, 9, 53",9,14,19,16,58,11,16,17,9,53,4-6,8-2,12/19/19,Win,101,No Location Recorded,6 p.m.,N,105,--,,,,,"REBOUND OFF by LOVE,TAYLOR",,,"REBOUND OFF by LOVE,TAYLOR",1,offensive rebound,,marymount,taylor love,,
106,10,marymount,Centre,Marymount,58-53,58,53,"9, 14, 19, 16, 58","11, 16, 17, 9, 53",9,14,19,16,58,11,16,17,9,53,4-6,8-2,12/19/19,Win,101,No Location Recorded,6 p.m.,N,106,00:19,,,,,"MISS JUMPER by FISHER,ABBY",,,"MISS JUMPER by FISHER,ABBY",1,jumper,missed,marymount,abby fisher,,19
107,10,marymount,Centre,Marymount,58-53,58,53,"9, 14, 19, 16, 58","11, 16, 17, 9, 53",9,14,19,16,58,11,16,17,9,53,4-6,8-2,12/19/19,Win,101,No Location Recorded,6 p.m.,N,107,--,,,,,"REBOUND OFF by HADDAD,GABRIELLA",,,"REBOUND OFF by HADDAD,GABRIELLA",1,offensive rebound,,marymount,gabriella haddad,,
108,10,marymount,Centre,Marymount,58-53,58,53,"9, 14, 19, 16, 58","11, 16, 17, 9, 53",9,14,19,16,58,11,16,17,9,53,4-6,8-2,12/19/19,Win,101,No Location Recorded,6 p.m.,N,108,00:16,,,,,"MISS LAYUP by HADDAD,GABRIELLA",,,"MISS LAYUP by HADDAD,GABRIELLA",1,layup,missed,marymount,gabriella haddad,,16
109,10,marymount,Centre,Marymount,58-53,58,53,"9, 14, 19, 16, 58","11, 16, 17, 9, 53",9,14,19,16,58,11,16,17,9,53,4-6,8-2,12/19/19,Win,101,No Location Recorded,6 p.m.,N,109,--,"REBOUND DEF by FEE,MIKAYLA",,,,,,,"REBOUND DEF by FEE,MIKAYLA",1,defensive rebound,,Centre,mikayla fee,,
110,10,marymount,Centre,Marymount,58-53,58,53,"9, 14, 19, 16, 58","11, 16, 17, 9, 53",9,14,19,16,58,11,16,17,9,53,4-6,8-2,12/19/19,Win,101,No Location Recorded,6 p.m.,N,110,00:04,"MISS 3PTR by MURRAY,KYLEE",,,,,,,"MISS 3PTR by MURRAY,KYLEE",1,three pointer,missed,Centre,kylee murray,,4
111,10,marymount,Centre,Marymount,58-53,58,53,"9, 14, 19, 16, 58","11, 16, 17, 9, 53",9,14,19,16,58,11,16,17,9,53,4-6,8-2,12/19/19,Win,101,No Location Recorded,6 p.m.,N,111,--,,,,,"REBOUND DEF by CLAGGETT,ANANDA",,,"REBOUND DEF by CLAGGETT,ANANDA",1,defensive rebound,,marymount,ananda claggett,,
112,10,marymount,Centre,Marymount,58-53,58,53,"9, 14, 19, 16, 58","11, 16, 17, 9, 53",9,14,19,16,58,11,16,17,9,53,4-6,8-2,12/19/19,Win,101,No Location Recorded,6 p.m.,N,112,Start Period 2,,,,,,,,,2,,,,,,
113,10,marymount,Centre,Marymount,58-53,58,53,"9, 14, 19, 16, 58","11, 16, 17, 9, 53",9,14,19,16,58,11,16,17,9,53,4-6,8-2,12/19/19,Win,101,No Location Recorded,6 p.m.,N,113,10:00,"SUB IN by HEROLD,PAYTON",,,,,,,"SUB IN by HEROLD,PAYTON",2,subbing in,,Centre,payton herold,,600
114,10,marymount,Centre,Marymount,58-53,58,53,"9, 14, 19, 16, 58","11, 16, 17, 9, 53",9,14,19,16,58,11,16,17,9,53,4-6,8-2,12/19/19,Win,101,No Location Recorded,6 p.m.,N,114,10:00,"SUB IN by MURRAY,KYLEE",,,,,,,"SUB IN by MURRAY,KYLEE",2,subbing in,,Centre,kylee murray,,600
115,10,marymount,Centre,Marymount,58-53,58,53,"9, 14, 19, 16, 58","11, 16, 17, 9, 53",9,14,19,16,58,11,16,17,9,53,4-6,8-2,12/19/19,Win,101,No Location Recorded,6 p.m.,N,115,10:00,"SUB OUT by MARCUM,MADISON",,,,,,,"SUB OUT by MARCUM,MADISON",2,subbing out,,Centre,madison marcum,,600
116,10,marymount,Centre,Marymount,58-53,58,53,"9, 14, 19, 16, 58","11, 16, 17, 9, 53",9,14,19,16,58,11,16,17,9,53,4-6,8-2,12/19/19,Win,101,No Location Recorded,6 p.m.,N,116,10:00,"SUB OUT by FEE,MIKAYLA",,,,,,,"SUB OUT by FEE,MIKAYLA",2,subbing out,,Centre,mikayla fee,,600
117,10,marymount,Centre,Marymount,58-53,58,53,"9, 14, 19, 16, 58","11, 16, 17, 9, 53",9,14,19,16,58,11,16,17,9,53,4-6,8-2,12/19/19,Win,101,No Location Recorded,6 p.m.,N,117,09:34,"MISS JUMPER by HICKS,ELLEN",,,,,,,"MISS JUMPER by HICKS,ELLEN",2,jumper,missed,Centre,ellen hicks,,574
118,10,marymount,Centre,Marymount,58-53,58,53,"9, 14, 19, 16, 58","11, 16, 17, 9, 53",9,14,19,16,58,11,16,17,9,53,4-6,8-2,12/19/19,Win,101,No Location Recorded,6 p.m.,N,118,--,,,,,"REBOUND DEF by PHILLIPS,AIDAN",,,"REBOUND DEF by PHILLIPS,AIDAN",2,defensive rebound,,marymount,aidan phillips,,
119,10,marymount,Centre,Marymount,58-53,58,53,"9, 14, 19, 16, 58","11, 16, 17, 9, 53",9,14,19,16,58,11,16,17,9,53,4-6,8-2,12/19/19,Win,101,No Location Recorded,6 p.m.,N,119,09:17,,9,,13 (+4),"GOOD LAYUP by PHILLIPS,AIDAN(in the paint)",MARYMO~2 9-13 (-4),,"GOOD LAYUP by PHILLIPS,AIDAN(in the paint)",2,layup,good,marymount,aidan phillips,2,557
120,10,marymount,Centre,Marymount,58-53,58,53,"9, 14, 19, 16, 58","11, 16, 17, 9, 53",9,14,19,16,58,11,16,17,9,53,4-6,8-2,12/19/19,Win,101,No Location Recorded,6 p.m.,N,120,09:02,"GOOD JUMPER by HICKS,ELLEN(in the paint)",11,,13 (+2),,CENTRE-W 11-13 (-2),,"GOOD JUMPER by HICKS,ELLEN(in the paint)",2,jumper,good,Centre,ellen hicks,2,542
121,10,marymount,Centre,Marymount,58-53,58,53,"9, 14, 19, 16, 58","11, 16, 17, 9, 53",9,14,19,16,58,11,16,17,9,53,4-6,8-2,12/19/19,Win,101,No Location Recorded,6 p.m.,N,121,08:34,,,,,"MISS 3PTR by FISHER,ABBY",,,"MISS 3PTR by FISHER,ABBY",2,three pointer,missed,marymount,abby fisher,,514
122,10,marymount,Centre,Marymount,58-53,58,53,"9, 14, 19, 16, 58","11, 16, 17, 9, 53",9,14,19,16,58,11,16,17,9,53,4-6,8-2,12/19/19,Win,101,No Location Recorded,6 p.m.,N,122,--,"REBOUND DEF by HEROLD,PAYTON",,,,,,,"REBOUND DEF by HEROLD,PAYTON",2,defensive rebound,,Centre,payton herold,,
123,10,marymount,Centre,Marymount,58-53,58,53,"9, 14, 19, 16, 58","11, 16, 17, 9, 53",9,14,19,16,58,11,16,17,9,53,4-6,8-2,12/19/19,Win,101,No Location Recorded,6 p.m.,N,123,08:27,"MISS 3PTR by WILSON,KAT",,,,,,,"MISS 3PTR by WILSON,KAT",2,three pointer,missed,Centre,kat wilson,,507
124,10,marymount,Centre,Marymount,58-53,58,53,"9, 14, 19, 16, 58","11, 16, 17, 9, 53",9,14,19,16,58,11,16,17,9,53,4-6,8-2,12/19/19,Win,101,No Location Recorded,6 p.m.,N,124,--,,,,,"REBOUND DEF by MCSHEA,KATIE",,,"REBOUND DEF by MCSHEA,KATIE",2,defensive rebound,,marymount,katie mcshea,,
125,10,marymount,Centre,Marymount,58-53,58,53,"9, 14, 19, 16, 58","11, 16, 17, 9, 53",9,14,19,16,58,11,16,17,9,53,4-6,8-2,12/19/19,Win,101,No Location Recorded,6 p.m.,N,125,08:22,"FOUL  by MURRAY,KYLEE",,,,,,,"FOUL  by MURRAY,KYLEE",2,foul,,Centre,kylee murray,,502
126,10,marymount,Centre,Marymount,58-53,58,53,"9, 14, 19, 16, 58","11, 16, 17, 9, 53",9,14,19,16,58,11,16,17,9,53,4-6,8-2,12/19/19,Win,101,No Location Recorded,6 p.m.,N,126,08:22,"SUB IN by THACKER,JOSIE",,,,,,,"SUB IN by THACKER,JOSIE",2,subbing in,,Centre,josie thacker,,502
127,10,marymount,Centre,Marymount,58-53,58,53,"9, 14, 19, 16, 58","11, 16, 17, 9, 53",9,14,19,16,58,11,16,17,9,53,4-6,8-2,12/19/19,Win,101,No Location Recorded,6 p.m.,N,127,08:22,"SUB IN by MARCUM,MADISON",,,,,,,"SUB IN by MARCUM,MADISON",2,subbing in,,Centre,madison marcum,,502
128,10,marymount,Centre,Marymount,58-53,58,53,"9, 14, 19, 16, 58","11, 16, 17, 9, 53",9,14,19,16,58,11,16,17,9,53,4-6,8-2,12/19/19,Win,101,No Location Recorded,6 p.m.,N,128,08:22,"SUB IN by FEE,MIKAYLA",,,,,,,"SUB IN by FEE,MIKAYLA",2,subbing in,,Centre,mikayla fee,,502
129,10,marymount,Centre,Marymount,58-53,58,53,"9, 14, 19, 16, 58","11, 16, 17, 9, 53",9,14,19,16,58,11,16,17,9,53,4-6,8-2,12/19/19,Win,101,No Location Recorded,6 p.m.,N,129,08:22,"SUB IN by JENNINGS,RACHEL",,,,,,,"SUB IN by JENNINGS,RACHEL",2,subbing in,,Centre,rachel jennings,,502
130,10,marymount,Centre,Marymount,58-53,58,53,"9, 14, 19, 16, 58","11, 16, 17, 9, 53",9,14,19,16,58,11,16,17,9,53,4-6,8-2,12/19/19,Win,101,No Location Recorded,6 p.m.,N,130,08:22,"SUB OUT by WEHBY,ABIGAIL",,,,,,,"SUB OUT by WEHBY,ABIGAIL",2,subbing out,,Centre,abigail wehby,,502
131,10,marymount,Centre,Marymount,58-53,58,53,"9, 14, 19, 16, 58","11, 16, 17, 9, 53",9,14,19,16,58,11,16,17,9,53,4-6,8-2,12/19/19,Win,101,No Location Recorded,6 p.m.,N,131,08:22,"SUB OUT by HEROLD,PAYTON",,,,,,,"SUB OUT by HEROLD,PAYTON",2,subbing out,,Centre,payton herold,,502
132,10,marymount,Centre,Marymount,58-53,58,53,"9, 14, 19, 16, 58","11, 16, 17, 9, 53",9,14,19,16,58,11,16,17,9,53,4-6,8-2,12/19/19,Win,101,No Location Recorded,6 p.m.,N,132,08:22,"SUB OUT by HICKS,ELLEN",,,,,,,"SUB OUT by HICKS,ELLEN",2,subbing out,,Centre,ellen hicks,,502
133,10,marymount,Centre,Marymount,58-53,58,53,"9, 14, 19, 16, 58","11, 16, 17, 9, 53",9,14,19,16,58,11,16,17,9,53,4-6,8-2,12/19/19,Win,101,No Location Recorded,6 p.m.,N,133,08:22,"SUB OUT by MURRAY,KYLEE",,,,,,,"SUB OUT by MURRAY,KYLEE",2,subbing out,,Centre,kylee murray,,502
134,10,marymount,Centre,Marymount,58-53,58,53,"9, 14, 19, 16, 58","11, 16, 17, 9, 53",9,14,19,16,58,11,16,17,9,53,4-6,8-2,12/19/19,Win,101,No Location Recorded,6 p.m.,N,134,08:22,,,,,"SUB IN by RYAN,JULIA",,,"SUB IN by RYAN,JULIA",2,subbing in,,marymount,julia ryan,,502
135,10,marymount,Centre,Marymount,58-53,58,53,"9, 14, 19, 16, 58","11, 16, 17, 9, 53",9,14,19,16,58,11,16,17,9,53,4-6,8-2,12/19/19,Win,101,No Location Recorded,6 p.m.,N,135,08:22,,,,,"SUB IN by CLAGGETT,ANANDA",,,"SUB IN by CLAGGETT,ANANDA",2,subbing in,,marymount,ananda claggett,,502
