,game,opponent name,boxscore_visitor_name,boxscore_home_name,final score,centreFinalScore,opponentFinalScore,centreScoreByPeriod,opponentScoreByPeriod,centreScorePeriod1,centreScorePeriod2,centreScorePeriod3,centreScorePeriod4,centreScorePeriod5,opponentScorePeriod1,opponentScorePeriod2,opponentScorePeriod3,opponentScorePeriod4,opponentScorePeriod5,centreRecord,opponentRecord,gameDate,outcome,attendance,gameLocation,gameTime,homeGame,,Time Remaining,CENTRE,Away Team Score,Play Team Indicator,Home Team Score,HENDRIX,Game Score,Team Indicator,Play,period number,Play Type,Shot Outcome,Team,Player,Points Earned,Time(seconds)
10,9,hendrix,Centre,Hendrix,60-70,60,70,"25, 7, 18, 10, 60","16, 23, 16, 15, 70",25,7,18,10,60,16,23,16,15,70,"3-6, 3-6 SAA","1-10, 1-10 SAA",03/05/21,Lose,10,No Location Recorded,6:00 PM CT,A,10,08:20,"MISS FT by HICKS,ELLEN",,,,,,,"MISS FT by HICKS,ELLEN",1,free throw,missed,Centre,ellen hicks,,500
11,9,hendrix,Centre,Hendrix,60-70,60,70,"25, 7, 18, 10, 60","16, 23, 16, 15, 70",25,7,18,10,60,16,23,16,15,70,"3-6, 3-6 SAA","1-10, 1-10 SAA",03/05/21,Lose,10,No Location Recorded,6:00 PM CT,A,11,--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,1,deadball rebound,,Centre,,,
12,9,hendrix,Centre,Hendrix,60-70,60,70,"25, 7, 18, 10, 60","16, 23, 16, 15, 70",25,7,18,10,60,16,23,16,15,70,"3-6, 3-6 SAA","1-10, 1-10 SAA",03/05/21,Lose,10,No Location Recorded,6:00 PM CT,A,12,08:20,"MISS FT by HICKS,ELLEN",,,,,,,"MISS FT by HICKS,ELLEN",1,free throw,missed,Centre,ellen hicks,,500
13,9,hendrix,Centre,Hendrix,60-70,60,70,"25, 7, 18, 10, 60","16, 23, 16, 15, 70",25,7,18,10,60,16,23,16,15,70,"3-6, 3-6 SAA","1-10, 1-10 SAA",03/05/21,Lose,10,No Location Recorded,6:00 PM CT,A,13,--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,1,defensive rebound,,Centre,,,
14,9,hendrix,Centre,Hendrix,60-70,60,70,"25, 7, 18, 10, 60","16, 23, 16, 15, 70",25,7,18,10,60,16,23,16,15,70,"3-6, 3-6 SAA","1-10, 1-10 SAA",03/05/21,Lose,10,No Location Recorded,6:00 PM CT,A,14,08:12,,,,,"MISS JUMPER by BURNS,KENNEDI",,,"MISS JUMPER by BURNS,KENNEDI",1,jumper,missed,hendrix,kennedi burns,,492
15,9,hendrix,Centre,Hendrix,60-70,60,70,"25, 7, 18, 10, 60","16, 23, 16, 15, 70",25,7,18,10,60,16,23,16,15,70,"3-6, 3-6 SAA","1-10, 1-10 SAA",03/05/21,Lose,10,No Location Recorded,6:00 PM CT,A,15,--,,,,,"REBOUND OFF by JENKINS,KESSIE",,,"REBOUND OFF by JENKINS,KESSIE",1,offensive rebound,,hendrix,kessie jenkins,,
16,9,hendrix,Centre,Hendrix,60-70,60,70,"25, 7, 18, 10, 60","16, 23, 16, 15, 70",25,7,18,10,60,16,23,16,15,70,"3-6, 3-6 SAA","1-10, 1-10 SAA",03/05/21,Lose,10,No Location Recorded,6:00 PM CT,A,16,07:58,"FOUL  by HICKS,ELLEN",,,,,,,"FOUL  by HICKS,ELLEN",1,foul,,Centre,ellen hicks,,478
17,9,hendrix,Centre,Hendrix,60-70,60,70,"25, 7, 18, 10, 60","16, 23, 16, 15, 70",25,7,18,10,60,16,23,16,15,70,"3-6, 3-6 SAA","1-10, 1-10 SAA",03/05/21,Lose,10,No Location Recorded,6:00 PM CT,A,17,07:58,,0,,3 (+3),"GOOD FT by JENKINS,KESSIE",HENDRIX 0-3 (-3),,"GOOD FT by JENKINS,KESSIE",1,free throw,good,hendrix,kessie jenkins,1,478
18,9,hendrix,Centre,Hendrix,60-70,60,70,"25, 7, 18, 10, 60","16, 23, 16, 15, 70",25,7,18,10,60,16,23,16,15,70,"3-6, 3-6 SAA","1-10, 1-10 SAA",03/05/21,Lose,10,No Location Recorded,6:00 PM CT,A,18,07:58,,0,,4 (+4),"GOOD FT by JENKINS,KESSIE",HENDRIX 0-4 (-4),,"GOOD FT by JENKINS,KESSIE",1,free throw,good,hendrix,kessie jenkins,1,478
19,9,hendrix,Centre,Hendrix,60-70,60,70,"25, 7, 18, 10, 60","16, 23, 16, 15, 70",25,7,18,10,60,16,23,16,15,70,"3-6, 3-6 SAA","1-10, 1-10 SAA",03/05/21,Lose,10,No Location Recorded,6:00 PM CT,A,19,07:58,"SUB IN by DUGGINS,NATALIE",,,,,,,"SUB IN by DUGGINS,NATALIE",1,subbing in,,Centre,natalie duggins,,478
20,9,hendrix,Centre,Hendrix,60-70,60,70,"25, 7, 18, 10, 60","16, 23, 16, 15, 70",25,7,18,10,60,16,23,16,15,70,"3-6, 3-6 SAA","1-10, 1-10 SAA",03/05/21,Lose,10,No Location Recorded,6:00 PM CT,A,20,07:58,"SUB OUT by HICKS,ELLEN",,,,,,,"SUB OUT by HICKS,ELLEN",1,subbing out,,Centre,ellen hicks,,478
21,9,hendrix,Centre,Hendrix,60-70,60,70,"25, 7, 18, 10, 60","16, 23, 16, 15, 70",25,7,18,10,60,16,23,16,15,70,"3-6, 3-6 SAA","1-10, 1-10 SAA",03/05/21,Lose,10,No Location Recorded,6:00 PM CT,A,21,07:48,,,,,"FOUL  by PIERCE,MADI",,,"FOUL  by PIERCE,MADI",1,foul,,hendrix,madi pierce,,468
22,9,hendrix,Centre,Hendrix,60-70,60,70,"25, 7, 18, 10, 60","16, 23, 16, 15, 70",25,7,18,10,60,16,23,16,15,70,"3-6, 3-6 SAA","1-10, 1-10 SAA",03/05/21,Lose,10,No Location Recorded,6:00 PM CT,A,22,07:48,"GOOD FT by WEHBY,ABIGAIL",1,,4 (+3),,CENTRE 1-4 (-3),,"GOOD FT by WEHBY,ABIGAIL",1,free throw,good,Centre,abigail wehby,1,468
23,9,hendrix,Centre,Hendrix,60-70,60,70,"25, 7, 18, 10, 60","16, 23, 16, 15, 70",25,7,18,10,60,16,23,16,15,70,"3-6, 3-6 SAA","1-10, 1-10 SAA",03/05/21,Lose,10,No Location Recorded,6:00 PM CT,A,23,07:48,"GOOD FT by WEHBY,ABIGAIL",2,,4 (+2),,CENTRE 2-4 (-2),,"GOOD FT by WEHBY,ABIGAIL",1,free throw,good,Centre,abigail wehby,1,468
24,9,hendrix,Centre,Hendrix,60-70,60,70,"25, 7, 18, 10, 60","16, 23, 16, 15, 70",25,7,18,10,60,16,23,16,15,70,"3-6, 3-6 SAA","1-10, 1-10 SAA",03/05/21,Lose,10,No Location Recorded,6:00 PM CT,A,24,07:48,SUB IN by 3,,,,,,,SUB IN by 3,1,subbing in,,Centre,3,,468
25,9,hendrix,Centre,Hendrix,60-70,60,70,"25, 7, 18, 10, 60","16, 23, 16, 15, 70",25,7,18,10,60,16,23,16,15,70,"3-6, 3-6 SAA","1-10, 1-10 SAA",03/05/21,Lose,10,No Location Recorded,6:00 PM CT,A,25,07:35,,2,,6 (+4),"GOOD JUMPER by BURNS,KENNEDI(in the paint)",HENDRIX 2-6 (-4),,"GOOD JUMPER by BURNS,KENNEDI(in the paint)",1,jumper,good,hendrix,kennedi burns,2,455
26,9,hendrix,Centre,Hendrix,60-70,60,70,"25, 7, 18, 10, 60","16, 23, 16, 15, 70",25,7,18,10,60,16,23,16,15,70,"3-6, 3-6 SAA","1-10, 1-10 SAA",03/05/21,Lose,10,No Location Recorded,6:00 PM CT,A,26,--,,,,,"ASSIST  by GUTIERREZ,ANISSA",,,"ASSIST  by GUTIERREZ,ANISSA",1,assist,,hendrix,anissa gutierrez,,
27,9,hendrix,Centre,Hendrix,60-70,60,70,"25, 7, 18, 10, 60","16, 23, 16, 15, 70",25,7,18,10,60,16,23,16,15,70,"3-6, 3-6 SAA","1-10, 1-10 SAA",03/05/21,Lose,10,No Location Recorded,6:00 PM CT,A,27,07:21,"MISS 3PTR by HEROLD,PAYTON",,,,,,,"MISS 3PTR by HEROLD,PAYTON",1,three pointer,missed,Centre,payton herold,,441
28,9,hendrix,Centre,Hendrix,60-70,60,70,"25, 7, 18, 10, 60","16, 23, 16, 15, 70",25,7,18,10,60,16,23,16,15,70,"3-6, 3-6 SAA","1-10, 1-10 SAA",03/05/21,Lose,10,No Location Recorded,6:00 PM CT,A,28,--,,,,,"REBOUND DEF by PIERCE,MADI",,,"REBOUND DEF by PIERCE,MADI",1,defensive rebound,,hendrix,madi pierce,,
29,9,hendrix,Centre,Hendrix,60-70,60,70,"25, 7, 18, 10, 60","16, 23, 16, 15, 70",25,7,18,10,60,16,23,16,15,70,"3-6, 3-6 SAA","1-10, 1-10 SAA",03/05/21,Lose,10,No Location Recorded,6:00 PM CT,A,29,07:08,,2,,8 (+6),"GOOD JUMPER by PIERCE,MADI(in the paint)",HENDRIX 2-8 (-6),,"GOOD JUMPER by PIERCE,MADI(in the paint)",1,jumper,good,hendrix,madi pierce,2,428
30,9,hendrix,Centre,Hendrix,60-70,60,70,"25, 7, 18, 10, 60","16, 23, 16, 15, 70",25,7,18,10,60,16,23,16,15,70,"3-6, 3-6 SAA","1-10, 1-10 SAA",03/05/21,Lose,10,No Location Recorded,6:00 PM CT,A,30,06:50,"GOOD LAYUP by HEROLD,PAYTON(in the paint)",4,,8 (+4),,CENTRE 4-8 (-4),,"GOOD LAYUP by HEROLD,PAYTON(in the paint)",1,layup,good,Centre,payton herold,2,410
31,9,hendrix,Centre,Hendrix,60-70,60,70,"25, 7, 18, 10, 60","16, 23, 16, 15, 70",25,7,18,10,60,16,23,16,15,70,"3-6, 3-6 SAA","1-10, 1-10 SAA",03/05/21,Lose,10,No Location Recorded,6:00 PM CT,A,31,06:38,,,,,"MISS JUMPER by GUTIERREZ,ANISSA",,,"MISS JUMPER by GUTIERREZ,ANISSA",1,jumper,missed,hendrix,anissa gutierrez,,398
32,9,hendrix,Centre,Hendrix,60-70,60,70,"25, 7, 18, 10, 60","16, 23, 16, 15, 70",25,7,18,10,60,16,23,16,15,70,"3-6, 3-6 SAA","1-10, 1-10 SAA",03/05/21,Lose,10,No Location Recorded,6:00 PM CT,A,32,--,"REBOUND DEF by WEHBY,ABIGAIL",,,,,,,"REBOUND DEF by WEHBY,ABIGAIL",1,defensive rebound,,Centre,abigail wehby,,
33,9,hendrix,Centre,Hendrix,60-70,60,70,"25, 7, 18, 10, 60","16, 23, 16, 15, 70",25,7,18,10,60,16,23,16,15,70,"3-6, 3-6 SAA","1-10, 1-10 SAA",03/05/21,Lose,10,No Location Recorded,6:00 PM CT,A,33,06:33,"TURNOVER  by WEHBY,ABIGAIL",,,,,,,"TURNOVER  by WEHBY,ABIGAIL",1,turnover,,Centre,abigail wehby,,393
34,9,hendrix,Centre,Hendrix,60-70,60,70,"25, 7, 18, 10, 60","16, 23, 16, 15, 70",25,7,18,10,60,16,23,16,15,70,"3-6, 3-6 SAA","1-10, 1-10 SAA",03/05/21,Lose,10,No Location Recorded,6:00 PM CT,A,34,06:30,,,,,"STEAL  by WOPPMAN,RACHEL",,,"STEAL  by WOPPMAN,RACHEL",1,steal,,hendrix,,,390
35,9,hendrix,Centre,Hendrix,60-70,60,70,"25, 7, 18, 10, 60","16, 23, 16, 15, 70",25,7,18,10,60,16,23,16,15,70,"3-6, 3-6 SAA","1-10, 1-10 SAA",03/05/21,Lose,10,No Location Recorded,6:00 PM CT,A,35,06:17,,,,,"TURNOVER  by GUTIERREZ,ANISSA",,,"TURNOVER  by GUTIERREZ,ANISSA",1,turnover,,hendrix,anissa gutierrez,,377
36,9,hendrix,Centre,Hendrix,60-70,60,70,"25, 7, 18, 10, 60","16, 23, 16, 15, 70",25,7,18,10,60,16,23,16,15,70,"3-6, 3-6 SAA","1-10, 1-10 SAA",03/05/21,Lose,10,No Location Recorded,6:00 PM CT,A,36,06:14,"STEAL  by HEROLD,PAYTON",,,,,,,"STEAL  by HEROLD,PAYTON",1,steal,,Centre,,,374
37,9,hendrix,Centre,Hendrix,60-70,60,70,"25, 7, 18, 10, 60","16, 23, 16, 15, 70",25,7,18,10,60,16,23,16,15,70,"3-6, 3-6 SAA","1-10, 1-10 SAA",03/05/21,Lose,10,No Location Recorded,6:00 PM CT,A,37,06:09,"GOOD JUMPER by WEHBY,ABIGAIL(in the paint)",6,,8 (+2),,CENTRE 6-8 (-2),,"GOOD JUMPER by WEHBY,ABIGAIL(in the paint)",1,jumper,good,Centre,abigail wehby,2,369
38,9,hendrix,Centre,Hendrix,60-70,60,70,"25, 7, 18, 10, 60","16, 23, 16, 15, 70",25,7,18,10,60,16,23,16,15,70,"3-6, 3-6 SAA","1-10, 1-10 SAA",03/05/21,Lose,10,No Location Recorded,6:00 PM CT,A,38,06:09,,,,,"FOUL  by GUTIERREZ,ANISSA",,,"FOUL  by GUTIERREZ,ANISSA",1,foul,,hendrix,anissa gutierrez,,369
39,9,hendrix,Centre,Hendrix,60-70,60,70,"25, 7, 18, 10, 60","16, 23, 16, 15, 70",25,7,18,10,60,16,23,16,15,70,"3-6, 3-6 SAA","1-10, 1-10 SAA",03/05/21,Lose,10,No Location Recorded,6:00 PM CT,A,39,06:09,SUB IN by 5,,,,,,,SUB IN by 5,1,subbing in,,Centre,5,,369
40,9,hendrix,Centre,Hendrix,60-70,60,70,"25, 7, 18, 10, 60","16, 23, 16, 15, 70",25,7,18,10,60,16,23,16,15,70,"3-6, 3-6 SAA","1-10, 1-10 SAA",03/05/21,Lose,10,No Location Recorded,6:00 PM CT,A,40,06:09,"SUB IN by JENNINGS,RACHEL",,,,,,,"SUB IN by JENNINGS,RACHEL",1,subbing in,,Centre,rachel jennings,,369
41,9,hendrix,Centre,Hendrix,60-70,60,70,"25, 7, 18, 10, 60","16, 23, 16, 15, 70",25,7,18,10,60,16,23,16,15,70,"3-6, 3-6 SAA","1-10, 1-10 SAA",03/05/21,Lose,10,No Location Recorded,6:00 PM CT,A,41,06:09,"SUB OUT by HEROLD,PAYTON",,,,,,,"SUB OUT by HEROLD,PAYTON",1,subbing out,,Centre,payton herold,,369
42,9,hendrix,Centre,Hendrix,60-70,60,70,"25, 7, 18, 10, 60","16, 23, 16, 15, 70",25,7,18,10,60,16,23,16,15,70,"3-6, 3-6 SAA","1-10, 1-10 SAA",03/05/21,Lose,10,No Location Recorded,6:00 PM CT,A,42,06:09,"SUB OUT by WEHBY,ABIGAIL",,,,,,,"SUB OUT by WEHBY,ABIGAIL",1,subbing out,,Centre,abigail wehby,,369
43,9,hendrix,Centre,Hendrix,60-70,60,70,"25, 7, 18, 10, 60","16, 23, 16, 15, 70",25,7,18,10,60,16,23,16,15,70,"3-6, 3-6 SAA","1-10, 1-10 SAA",03/05/21,Lose,10,No Location Recorded,6:00 PM CT,A,43,06:09,,,,,"SUB IN by SALYER,CASSIDY",,,"SUB IN by SALYER,CASSIDY",1,subbing in,,hendrix,cassidy salyer,,369
44,9,hendrix,Centre,Hendrix,60-70,60,70,"25, 7, 18, 10, 60","16, 23, 16, 15, 70",25,7,18,10,60,16,23,16,15,70,"3-6, 3-6 SAA","1-10, 1-10 SAA",03/05/21,Lose,10,No Location Recorded,6:00 PM CT,A,44,06:09,,,,,"SUB IN by WENDT,CAROLINE",,,"SUB IN by WENDT,CAROLINE",1,subbing in,,hendrix,caroline wendt,,369
45,9,hendrix,Centre,Hendrix,60-70,60,70,"25, 7, 18, 10, 60","16, 23, 16, 15, 70",25,7,18,10,60,16,23,16,15,70,"3-6, 3-6 SAA","1-10, 1-10 SAA",03/05/21,Lose,10,No Location Recorded,6:00 PM CT,A,45,06:09,,,,,"SUB OUT by WOPPMAN,RACHEL",,,"SUB OUT by WOPPMAN,RACHEL",1,subbing out,,hendrix,rachel woppman,,369
46,9,hendrix,Centre,Hendrix,60-70,60,70,"25, 7, 18, 10, 60","16, 23, 16, 15, 70",25,7,18,10,60,16,23,16,15,70,"3-6, 3-6 SAA","1-10, 1-10 SAA",03/05/21,Lose,10,No Location Recorded,6:00 PM CT,A,46,06:09,,,,,"SUB OUT by PIERCE,MADI",,,"SUB OUT by PIERCE,MADI",1,subbing out,,hendrix,madi pierce,,369
47,9,hendrix,Centre,Hendrix,60-70,60,70,"25, 7, 18, 10, 60","16, 23, 16, 15, 70",25,7,18,10,60,16,23,16,15,70,"3-6, 3-6 SAA","1-10, 1-10 SAA",03/05/21,Lose,10,No Location Recorded,6:00 PM CT,A,47,06:07,"GOOD FT by WEHBY,ABIGAIL",7,,8 (+1),,CENTRE 7-8 (-1),,"GOOD FT by WEHBY,ABIGAIL",1,free throw,good,Centre,abigail wehby,1,367
48,9,hendrix,Centre,Hendrix,60-70,60,70,"25, 7, 18, 10, 60","16, 23, 16, 15, 70",25,7,18,10,60,16,23,16,15,70,"3-6, 3-6 SAA","1-10, 1-10 SAA",03/05/21,Lose,10,No Location Recorded,6:00 PM CT,A,48,05:26,"GOOD JUMPER by DUGGINS,NATALIE",9 (+1),,8,,CENTRE 9-8 (+1),,"GOOD JUMPER by DUGGINS,NATALIE",1,jumper,good,Centre,natalie duggins,2,326
49,9,hendrix,Centre,Hendrix,60-70,60,70,"25, 7, 18, 10, 60","16, 23, 16, 15, 70",25,7,18,10,60,16,23,16,15,70,"3-6, 3-6 SAA","1-10, 1-10 SAA",03/05/21,Lose,10,No Location Recorded,6:00 PM CT,A,49,05:07,,9,,10 (+1),"GOOD JUMPER by BURNS,KENNEDI",HENDRIX 9-10 (-1),,"GOOD JUMPER by BURNS,KENNEDI",1,jumper,good,hendrix,kennedi burns,2,307
50,9,hendrix,Centre,Hendrix,60-70,60,70,"25, 7, 18, 10, 60","16, 23, 16, 15, 70",25,7,18,10,60,16,23,16,15,70,"3-6, 3-6 SAA","1-10, 1-10 SAA",03/05/21,Lose,10,No Location Recorded,6:00 PM CT,A,50,04:30,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,1,timeout,,Centre,,,270
51,9,hendrix,Centre,Hendrix,60-70,60,70,"25, 7, 18, 10, 60","16, 23, 16, 15, 70",25,7,18,10,60,16,23,16,15,70,"3-6, 3-6 SAA","1-10, 1-10 SAA",03/05/21,Lose,10,No Location Recorded,6:00 PM CT,A,51,04:30,"SUB IN by WEHBY,ABIGAIL",,,,,,,"SUB IN by WEHBY,ABIGAIL",1,subbing in,,Centre,abigail wehby,,270
52,9,hendrix,Centre,Hendrix,60-70,60,70,"25, 7, 18, 10, 60","16, 23, 16, 15, 70",25,7,18,10,60,16,23,16,15,70,"3-6, 3-6 SAA","1-10, 1-10 SAA",03/05/21,Lose,10,No Location Recorded,6:00 PM CT,A,52,04:30,"SUB IN by HEROLD,PAYTON",,,,,,,"SUB IN by HEROLD,PAYTON",1,subbing in,,Centre,payton herold,,270
53,9,hendrix,Centre,Hendrix,60-70,60,70,"25, 7, 18, 10, 60","16, 23, 16, 15, 70",25,7,18,10,60,16,23,16,15,70,"3-6, 3-6 SAA","1-10, 1-10 SAA",03/05/21,Lose,10,No Location Recorded,6:00 PM CT,A,53,04:30,"SUB IN by HICKS,ELLEN",,,,,,,"SUB IN by HICKS,ELLEN",1,subbing in,,Centre,ellen hicks,,270
54,9,hendrix,Centre,Hendrix,60-70,60,70,"25, 7, 18, 10, 60","16, 23, 16, 15, 70",25,7,18,10,60,16,23,16,15,70,"3-6, 3-6 SAA","1-10, 1-10 SAA",03/05/21,Lose,10,No Location Recorded,6:00 PM CT,A,54,04:30,"SUB OUT by DUGGINS,NATALIE",,,,,,,"SUB OUT by DUGGINS,NATALIE",1,subbing out,,Centre,natalie duggins,,270
55,9,hendrix,Centre,Hendrix,60-70,60,70,"25, 7, 18, 10, 60","16, 23, 16, 15, 70",25,7,18,10,60,16,23,16,15,70,"3-6, 3-6 SAA","1-10, 1-10 SAA",03/05/21,Lose,10,No Location Recorded,6:00 PM CT,A,55,04:30,SUB OUT by 5,,,,,,,SUB OUT by 5,1,subbing out,,Centre,5,,270
56,9,hendrix,Centre,Hendrix,60-70,60,70,"25, 7, 18, 10, 60","16, 23, 16, 15, 70",25,7,18,10,60,16,23,16,15,70,"3-6, 3-6 SAA","1-10, 1-10 SAA",03/05/21,Lose,10,No Location Recorded,6:00 PM CT,A,56,04:30,"SUB OUT by MARCUM,MADISON",,,,,,,"SUB OUT by MARCUM,MADISON",1,subbing out,,Centre,madison marcum,,270
57,9,hendrix,Centre,Hendrix,60-70,60,70,"25, 7, 18, 10, 60","16, 23, 16, 15, 70",25,7,18,10,60,16,23,16,15,70,"3-6, 3-6 SAA","1-10, 1-10 SAA",03/05/21,Lose,10,No Location Recorded,6:00 PM CT,A,57,04:30,,,,,"SUB IN by NEILSON,BELLE",,,"SUB IN by NEILSON,BELLE",1,subbing in,,hendrix,belle neilson,,270
58,9,hendrix,Centre,Hendrix,60-70,60,70,"25, 7, 18, 10, 60","16, 23, 16, 15, 70",25,7,18,10,60,16,23,16,15,70,"3-6, 3-6 SAA","1-10, 1-10 SAA",03/05/21,Lose,10,No Location Recorded,6:00 PM CT,A,58,04:30,,,,,"SUB IN by KORB,KELSEY",,,"SUB IN by KORB,KELSEY",1,subbing in,,hendrix,kelsey korb,,270
59,9,hendrix,Centre,Hendrix,60-70,60,70,"25, 7, 18, 10, 60","16, 23, 16, 15, 70",25,7,18,10,60,16,23,16,15,70,"3-6, 3-6 SAA","1-10, 1-10 SAA",03/05/21,Lose,10,No Location Recorded,6:00 PM CT,A,59,04:30,,,,,"SUB IN by WOPPMAN,RACHEL",,,"SUB IN by WOPPMAN,RACHEL",1,subbing in,,hendrix,rachel woppman,,270
60,9,hendrix,Centre,Hendrix,60-70,60,70,"25, 7, 18, 10, 60","16, 23, 16, 15, 70",25,7,18,10,60,16,23,16,15,70,"3-6, 3-6 SAA","1-10, 1-10 SAA",03/05/21,Lose,10,No Location Recorded,6:00 PM CT,A,60,04:30,,,,,"SUB OUT by BURNS,KENNEDI",,,"SUB OUT by BURNS,KENNEDI",1,subbing out,,hendrix,kennedi burns,,270
61,9,hendrix,Centre,Hendrix,60-70,60,70,"25, 7, 18, 10, 60","16, 23, 16, 15, 70",25,7,18,10,60,16,23,16,15,70,"3-6, 3-6 SAA","1-10, 1-10 SAA",03/05/21,Lose,10,No Location Recorded,6:00 PM CT,A,61,04:30,,,,,"SUB OUT by JENKINS,KESSIE",,,"SUB OUT by JENKINS,KESSIE",1,subbing out,,hendrix,kessie jenkins,,270
62,9,hendrix,Centre,Hendrix,60-70,60,70,"25, 7, 18, 10, 60","16, 23, 16, 15, 70",25,7,18,10,60,16,23,16,15,70,"3-6, 3-6 SAA","1-10, 1-10 SAA",03/05/21,Lose,10,No Location Recorded,6:00 PM CT,A,62,04:30,,,,,"SUB OUT by GUTIERREZ,ANISSA",,,"SUB OUT by GUTIERREZ,ANISSA",1,subbing out,,hendrix,anissa gutierrez,,270
