,game,opponent name,boxscore_visitor_name,boxscore_home_name,final score,centreFinalScore,opponentFinalScore,centreScoreByPeriod,opponentScoreByPeriod,centreScorePeriod1,centreScorePeriod2,centreScorePeriod3,centreScorePeriod4,centreScorePeriod5,opponentScorePeriod1,opponentScorePeriod2,opponentScorePeriod3,opponentScorePeriod4,opponentScorePeriod5,centreRecord,opponentRecord,gameDate,outcome,attendance,gameLocation,gameTime,homeGame,,Time Remaining,BSC,Away Team Score,Play Team Indicator,Home Team Score,Centre,Game Score,Team Indicator,Play,period number,Play Type,Shot Outcome,Team,Player,Points Earned,Time(seconds)
13,5,birmingham-southern,Birmingham-So.,Centre,85-83,85,83,"20, 26, 17, 22, 85","16, 26, 19, 22, 83",20,26,17,22,85,16,26,19,22,83,"1-4,1-4 SAA","2-8,0-5 SAA",02/05/21,Win,1,No Location Recorded,4:00 PM,H,13,08:23,,,,,"MISS JUMPER by HICKS,ELLEN(in the paint)",,,"MISS JUMPER by HICKS,ELLEN(in the paint)",1,jumper,missed,Centre,ellen hicks,,503
14,5,birmingham-southern,Birmingham-So.,Centre,85-83,85,83,"20, 26, 17, 22, 85","16, 26, 19, 22, 83",20,26,17,22,85,16,26,19,22,83,"1-4,1-4 SAA","2-8,0-5 SAA",02/05/21,Win,1,No Location Recorded,4:00 PM,H,14,--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,1,defensive rebound,,Centre,,,
15,5,birmingham-southern,Birmingham-So.,Centre,85-83,85,83,"20, 26, 17, 22, 85","16, 26, 19, 22, 83",20,26,17,22,85,16,26,19,22,83,"1-4,1-4 SAA","2-8,0-5 SAA",02/05/21,Win,1,No Location Recorded,4:00 PM,H,15,08:21,,,,,"FOUL  by HICKS,ELLEN",,,"FOUL  by HICKS,ELLEN",1,foul,,Centre,ellen hicks,,501
16,5,birmingham-southern,Birmingham-So.,Centre,85-83,85,83,"20, 26, 17, 22, 85","16, 26, 19, 22, 83",20,26,17,22,85,16,26,19,22,83,"1-4,1-4 SAA","2-8,0-5 SAA",02/05/21,Win,1,No Location Recorded,4:00 PM,H,16,08:20,,,,,"SUB OUT by HICKS,ELLEN",,,"SUB OUT by HICKS,ELLEN",1,subbing out,,Centre,ellen hicks,,500
17,5,birmingham-southern,Birmingham-So.,Centre,85-83,85,83,"20, 26, 17, 22, 85","16, 26, 19, 22, 83",20,26,17,22,85,16,26,19,22,83,"1-4,1-4 SAA","2-8,0-5 SAA",02/05/21,Win,1,No Location Recorded,4:00 PM,H,17,08:20,,,,,"SUB IN by DUGGINS,NATALIE",,,"SUB IN by DUGGINS,NATALIE",1,subbing in,,Centre,natalie duggins,,500
18,5,birmingham-southern,Birmingham-So.,Centre,85-83,85,83,"20, 26, 17, 22, 85","16, 26, 19, 22, 83",20,26,17,22,85,16,26,19,22,83,"1-4,1-4 SAA","2-8,0-5 SAA",02/05/21,Win,1,No Location Recorded,4:00 PM,H,18,08:20,"SUB OUT by PUTMAN,AUDRA",,,,,,,"SUB OUT by PUTMAN,AUDRA",1,subbing out,,birmingham-so.,audra putman,,500
19,5,birmingham-southern,Birmingham-So.,Centre,85-83,85,83,"20, 26, 17, 22, 85","16, 26, 19, 22, 83",20,26,17,22,85,16,26,19,22,83,"1-4,1-4 SAA","2-8,0-5 SAA",02/05/21,Win,1,No Location Recorded,4:00 PM,H,19,08:20,"SUB OUT by GILES,ANNA BETH",,,,,,,"SUB OUT by GILES,ANNA BETH",1,subbing out,,birmingham-so.,anna beth giles,,500
20,5,birmingham-southern,Birmingham-So.,Centre,85-83,85,83,"20, 26, 17, 22, 85","16, 26, 19, 22, 83",20,26,17,22,85,16,26,19,22,83,"1-4,1-4 SAA","2-8,0-5 SAA",02/05/21,Win,1,No Location Recorded,4:00 PM,H,20,08:20,"SUB OUT by MIDDLETON,LEAH",,,,,,,"SUB OUT by MIDDLETON,LEAH",1,subbing out,,birmingham-so.,leah middleton,,500
21,5,birmingham-southern,Birmingham-So.,Centre,85-83,85,83,"20, 26, 17, 22, 85","16, 26, 19, 22, 83",20,26,17,22,85,16,26,19,22,83,"1-4,1-4 SAA","2-8,0-5 SAA",02/05/21,Win,1,No Location Recorded,4:00 PM,H,21,08:20,"SUB OUT by QUINTANA,CASSADY",,,,,,,"SUB OUT by QUINTANA,CASSADY",1,subbing out,,birmingham-so.,cassady quintana,,500
22,5,birmingham-southern,Birmingham-So.,Centre,85-83,85,83,"20, 26, 17, 22, 85","16, 26, 19, 22, 83",20,26,17,22,85,16,26,19,22,83,"1-4,1-4 SAA","2-8,0-5 SAA",02/05/21,Win,1,No Location Recorded,4:00 PM,H,22,08:20,"SUB OUT by WILLIAMS,RYANE",,,,,,,"SUB OUT by WILLIAMS,RYANE",1,subbing out,,birmingham-so.,ryane williams,,500
23,5,birmingham-southern,Birmingham-So.,Centre,85-83,85,83,"20, 26, 17, 22, 85","16, 26, 19, 22, 83",20,26,17,22,85,16,26,19,22,83,"1-4,1-4 SAA","2-8,0-5 SAA",02/05/21,Win,1,No Location Recorded,4:00 PM,H,23,08:20,"SUB IN by LEWIS,ALEX",,,,,,,"SUB IN by LEWIS,ALEX",1,subbing in,,birmingham-so.,alex lewis,,500
24,5,birmingham-southern,Birmingham-So.,Centre,85-83,85,83,"20, 26, 17, 22, 85","16, 26, 19, 22, 83",20,26,17,22,85,16,26,19,22,83,"1-4,1-4 SAA","2-8,0-5 SAA",02/05/21,Win,1,No Location Recorded,4:00 PM,H,24,08:20,"SUB IN by WANNEMUEHLER,JOSIE",,,,,,,"SUB IN by WANNEMUEHLER,JOSIE",1,subbing in,,birmingham-so.,josie wannemuehler,,500
25,5,birmingham-southern,Birmingham-So.,Centre,85-83,85,83,"20, 26, 17, 22, 85","16, 26, 19, 22, 83",20,26,17,22,85,16,26,19,22,83,"1-4,1-4 SAA","2-8,0-5 SAA",02/05/21,Win,1,No Location Recorded,4:00 PM,H,25,08:20,"SUB IN by HOOD,ALEXIA",,,,,,,"SUB IN by HOOD,ALEXIA",1,subbing in,,birmingham-so.,alexia hood,,500
26,5,birmingham-southern,Birmingham-So.,Centre,85-83,85,83,"20, 26, 17, 22, 85","16, 26, 19, 22, 83",20,26,17,22,85,16,26,19,22,83,"1-4,1-4 SAA","2-8,0-5 SAA",02/05/21,Win,1,No Location Recorded,4:00 PM,H,26,08:20,"SUB IN by WESTHOELTER,BROOKE",,,,,,,"SUB IN by WESTHOELTER,BROOKE",1,subbing in,,birmingham-so.,brooke westhoelter,,500
27,5,birmingham-southern,Birmingham-So.,Centre,85-83,85,83,"20, 26, 17, 22, 85","16, 26, 19, 22, 83",20,26,17,22,85,16,26,19,22,83,"1-4,1-4 SAA","2-8,0-5 SAA",02/05/21,Win,1,No Location Recorded,4:00 PM,H,27,08:20,"SUB IN by KELLEY,CHARLTON",,,,,,,"SUB IN by KELLEY,CHARLTON",1,subbing in,,birmingham-so.,charlton kelley,,500
28,5,birmingham-southern,Birmingham-So.,Centre,85-83,85,83,"20, 26, 17, 22, 85","16, 26, 19, 22, 83",20,26,17,22,85,16,26,19,22,83,"1-4,1-4 SAA","2-8,0-5 SAA",02/05/21,Win,1,No Location Recorded,4:00 PM,H,28,08:12,"MISS 3PTR by WESTHOELTER,BROOKE",,,,,,,"MISS 3PTR by WESTHOELTER,BROOKE",1,three pointer,missed,birmingham-so.,brooke westhoelter,,492
29,5,birmingham-southern,Birmingham-So.,Centre,85-83,85,83,"20, 26, 17, 22, 85","16, 26, 19, 22, 83",20,26,17,22,85,16,26,19,22,83,"1-4,1-4 SAA","2-8,0-5 SAA",02/05/21,Win,1,No Location Recorded,4:00 PM,H,29,--,,,,,"REBOUND DEF by MARCUM,MADISON",,,"REBOUND DEF by MARCUM,MADISON",1,defensive rebound,,Centre,madison marcum,,
30,5,birmingham-southern,Birmingham-So.,Centre,85-83,85,83,"20, 26, 17, 22, 85","16, 26, 19, 22, 83",20,26,17,22,85,16,26,19,22,83,"1-4,1-4 SAA","2-8,0-5 SAA",02/05/21,Win,1,No Location Recorded,4:00 PM,H,30,08:10,"FOUL  by LEWIS,ALEX",,,,,,,"FOUL  by LEWIS,ALEX",1,foul,,birmingham-so.,alex lewis,,490
31,5,birmingham-southern,Birmingham-So.,Centre,85-83,85,83,"20, 26, 17, 22, 85","16, 26, 19, 22, 83",20,26,17,22,85,16,26,19,22,83,"1-4,1-4 SAA","2-8,0-5 SAA",02/05/21,Win,1,No Location Recorded,4:00 PM,H,31,07:58,,,,,"TURNOVER  by CHIRICO,PRESLEY",,,"TURNOVER  by CHIRICO,PRESLEY",1,turnover,,Centre,presley chirico,,478
32,5,birmingham-southern,Birmingham-So.,Centre,85-83,85,83,"20, 26, 17, 22, 85","16, 26, 19, 22, 83",20,26,17,22,85,16,26,19,22,83,"1-4,1-4 SAA","2-8,0-5 SAA",02/05/21,Win,1,No Location Recorded,4:00 PM,H,32,07:52,"GOOD JUMPER by HOOD,ALEXIA(in the paint)",2,,4 (+2),,BSC 2-4 (+2),,"GOOD JUMPER by HOOD,ALEXIA(in the paint)",1,jumper,good,birmingham-so.,alexia hood,2,472
33,5,birmingham-southern,Birmingham-So.,Centre,85-83,85,83,"20, 26, 17, 22, 85","16, 26, 19, 22, 83",20,26,17,22,85,16,26,19,22,83,"1-4,1-4 SAA","2-8,0-5 SAA",02/05/21,Win,1,No Location Recorded,4:00 PM,H,33,07:38,,2,,7 (+5),"GOOD 3PTR by MARCUM,MADISON",Centre 2-7 (+5),,"GOOD 3PTR by MARCUM,MADISON",1,three pointer,good,Centre,madison marcum,3,458
34,5,birmingham-southern,Birmingham-So.,Centre,85-83,85,83,"20, 26, 17, 22, 85","16, 26, 19, 22, 83",20,26,17,22,85,16,26,19,22,83,"1-4,1-4 SAA","2-8,0-5 SAA",02/05/21,Win,1,No Location Recorded,4:00 PM,H,34,--,,,,,"ASSIST  by CHIRICO,PRESLEY",,,"ASSIST  by CHIRICO,PRESLEY",1,assist,,Centre,presley chirico,,
35,5,birmingham-southern,Birmingham-So.,Centre,85-83,85,83,"20, 26, 17, 22, 85","16, 26, 19, 22, 83",20,26,17,22,85,16,26,19,22,83,"1-4,1-4 SAA","2-8,0-5 SAA",02/05/21,Win,1,No Location Recorded,4:00 PM,H,35,07:23,"GOOD JUMPER by HOOD,ALEXIA(in the paint)",4,,7 (+3),,BSC 4-7 (+3),,"GOOD JUMPER by HOOD,ALEXIA(in the paint)",1,jumper,good,birmingham-so.,alexia hood,2,443
36,5,birmingham-southern,Birmingham-So.,Centre,85-83,85,83,"20, 26, 17, 22, 85","16, 26, 19, 22, 83",20,26,17,22,85,16,26,19,22,83,"1-4,1-4 SAA","2-8,0-5 SAA",02/05/21,Win,1,No Location Recorded,4:00 PM,H,36,07:14,,,,,"SUB OUT by CHIRICO,PRESLEY",,,"SUB OUT by CHIRICO,PRESLEY",1,subbing out,,Centre,presley chirico,,434
37,5,birmingham-southern,Birmingham-So.,Centre,85-83,85,83,"20, 26, 17, 22, 85","16, 26, 19, 22, 83",20,26,17,22,85,16,26,19,22,83,"1-4,1-4 SAA","2-8,0-5 SAA",02/05/21,Win,1,No Location Recorded,4:00 PM,H,37,07:14,,,,,"SUB OUT by VINCENT,EMMA ROSE",,,"SUB OUT by VINCENT,EMMA ROSE",1,subbing out,,Centre,emma rose vincent,,434
38,5,birmingham-southern,Birmingham-So.,Centre,85-83,85,83,"20, 26, 17, 22, 85","16, 26, 19, 22, 83",20,26,17,22,85,16,26,19,22,83,"1-4,1-4 SAA","2-8,0-5 SAA",02/05/21,Win,1,No Location Recorded,4:00 PM,H,38,07:14,,,,,"SUB OUT by WEHBY,ABIGAIL",,,"SUB OUT by WEHBY,ABIGAIL",1,subbing out,,Centre,abigail wehby,,434
39,5,birmingham-southern,Birmingham-So.,Centre,85-83,85,83,"20, 26, 17, 22, 85","16, 26, 19, 22, 83",20,26,17,22,85,16,26,19,22,83,"1-4,1-4 SAA","2-8,0-5 SAA",02/05/21,Win,1,No Location Recorded,4:00 PM,H,39,07:14,,,,,"SUB OUT by MARCUM,MADISON",,,"SUB OUT by MARCUM,MADISON",1,subbing out,,Centre,madison marcum,,434
40,5,birmingham-southern,Birmingham-So.,Centre,85-83,85,83,"20, 26, 17, 22, 85","16, 26, 19, 22, 83",20,26,17,22,85,16,26,19,22,83,"1-4,1-4 SAA","2-8,0-5 SAA",02/05/21,Win,1,No Location Recorded,4:00 PM,H,40,07:14,,,,,"SUB IN by MURRAY,KYLEE",,,"SUB IN by MURRAY,KYLEE",1,subbing in,,Centre,kylee murray,,434
41,5,birmingham-southern,Birmingham-So.,Centre,85-83,85,83,"20, 26, 17, 22, 85","16, 26, 19, 22, 83",20,26,17,22,85,16,26,19,22,83,"1-4,1-4 SAA","2-8,0-5 SAA",02/05/21,Win,1,No Location Recorded,4:00 PM,H,41,07:14,,,,,"SUB IN by JENNINGS,RACHEL",,,"SUB IN by JENNINGS,RACHEL",1,subbing in,,Centre,rachel jennings,,434
42,5,birmingham-southern,Birmingham-So.,Centre,85-83,85,83,"20, 26, 17, 22, 85","16, 26, 19, 22, 83",20,26,17,22,85,16,26,19,22,83,"1-4,1-4 SAA","2-8,0-5 SAA",02/05/21,Win,1,No Location Recorded,4:00 PM,H,42,07:14,,,,,"SUB IN by HEROLD,PAYTON",,,"SUB IN by HEROLD,PAYTON",1,subbing in,,Centre,payton herold,,434
43,5,birmingham-southern,Birmingham-So.,Centre,85-83,85,83,"20, 26, 17, 22, 85","16, 26, 19, 22, 83",20,26,17,22,85,16,26,19,22,83,"1-4,1-4 SAA","2-8,0-5 SAA",02/05/21,Win,1,No Location Recorded,4:00 PM,H,43,07:14,,,,,"SUB IN by GARRETT,TAYLOR",,,"SUB IN by GARRETT,TAYLOR",1,subbing in,,Centre,taylor garrett,,434
44,5,birmingham-southern,Birmingham-So.,Centre,85-83,85,83,"20, 26, 17, 22, 85","16, 26, 19, 22, 83",20,26,17,22,85,16,26,19,22,83,"1-4,1-4 SAA","2-8,0-5 SAA",02/05/21,Win,1,No Location Recorded,4:00 PM,H,44,07:14,"SUB OUT by LEWIS,ALEX",,,,,,,"SUB OUT by LEWIS,ALEX",1,subbing out,,birmingham-so.,alex lewis,,434
45,5,birmingham-southern,Birmingham-So.,Centre,85-83,85,83,"20, 26, 17, 22, 85","16, 26, 19, 22, 83",20,26,17,22,85,16,26,19,22,83,"1-4,1-4 SAA","2-8,0-5 SAA",02/05/21,Win,1,No Location Recorded,4:00 PM,H,45,07:14,"SUB OUT by WANNEMUEHLER,JOSIE",,,,,,,"SUB OUT by WANNEMUEHLER,JOSIE",1,subbing out,,birmingham-so.,josie wannemuehler,,434
46,5,birmingham-southern,Birmingham-So.,Centre,85-83,85,83,"20, 26, 17, 22, 85","16, 26, 19, 22, 83",20,26,17,22,85,16,26,19,22,83,"1-4,1-4 SAA","2-8,0-5 SAA",02/05/21,Win,1,No Location Recorded,4:00 PM,H,46,07:14,"SUB OUT by HOOD,ALEXIA",,,,,,,"SUB OUT by HOOD,ALEXIA",1,subbing out,,birmingham-so.,alexia hood,,434
47,5,birmingham-southern,Birmingham-So.,Centre,85-83,85,83,"20, 26, 17, 22, 85","16, 26, 19, 22, 83",20,26,17,22,85,16,26,19,22,83,"1-4,1-4 SAA","2-8,0-5 SAA",02/05/21,Win,1,No Location Recorded,4:00 PM,H,47,07:14,"SUB OUT by WESTHOELTER,BROOKE",,,,,,,"SUB OUT by WESTHOELTER,BROOKE",1,subbing out,,birmingham-so.,brooke westhoelter,,434
48,5,birmingham-southern,Birmingham-So.,Centre,85-83,85,83,"20, 26, 17, 22, 85","16, 26, 19, 22, 83",20,26,17,22,85,16,26,19,22,83,"1-4,1-4 SAA","2-8,0-5 SAA",02/05/21,Win,1,No Location Recorded,4:00 PM,H,48,07:14,"SUB OUT by KELLEY,CHARLTON",,,,,,,"SUB OUT by KELLEY,CHARLTON",1,subbing out,,birmingham-so.,charlton kelley,,434
49,5,birmingham-southern,Birmingham-So.,Centre,85-83,85,83,"20, 26, 17, 22, 85","16, 26, 19, 22, 83",20,26,17,22,85,16,26,19,22,83,"1-4,1-4 SAA","2-8,0-5 SAA",02/05/21,Win,1,No Location Recorded,4:00 PM,H,49,07:14,"SUB IN by PUTMAN,AUDRA",,,,,,,"SUB IN by PUTMAN,AUDRA",1,subbing in,,birmingham-so.,audra putman,,434
50,5,birmingham-southern,Birmingham-So.,Centre,85-83,85,83,"20, 26, 17, 22, 85","16, 26, 19, 22, 83",20,26,17,22,85,16,26,19,22,83,"1-4,1-4 SAA","2-8,0-5 SAA",02/05/21,Win,1,No Location Recorded,4:00 PM,H,50,07:14,"SUB IN by GILES,ANNA BETH",,,,,,,"SUB IN by GILES,ANNA BETH",1,subbing in,,birmingham-so.,anna beth giles,,434
51,5,birmingham-southern,Birmingham-So.,Centre,85-83,85,83,"20, 26, 17, 22, 85","16, 26, 19, 22, 83",20,26,17,22,85,16,26,19,22,83,"1-4,1-4 SAA","2-8,0-5 SAA",02/05/21,Win,1,No Location Recorded,4:00 PM,H,51,07:14,"SUB IN by MIDDLETON,LEAH",,,,,,,"SUB IN by MIDDLETON,LEAH",1,subbing in,,birmingham-so.,leah middleton,,434
52,5,birmingham-southern,Birmingham-So.,Centre,85-83,85,83,"20, 26, 17, 22, 85","16, 26, 19, 22, 83",20,26,17,22,85,16,26,19,22,83,"1-4,1-4 SAA","2-8,0-5 SAA",02/05/21,Win,1,No Location Recorded,4:00 PM,H,52,07:14,"SUB IN by QUINTANA,CASSADY",,,,,,,"SUB IN by QUINTANA,CASSADY",1,subbing in,,birmingham-so.,cassady quintana,,434
53,5,birmingham-southern,Birmingham-So.,Centre,85-83,85,83,"20, 26, 17, 22, 85","16, 26, 19, 22, 83",20,26,17,22,85,16,26,19,22,83,"1-4,1-4 SAA","2-8,0-5 SAA",02/05/21,Win,1,No Location Recorded,4:00 PM,H,53,07:14,"SUB IN by WILLIAMS,RYANE",,,,,,,"SUB IN by WILLIAMS,RYANE",1,subbing in,,birmingham-so.,ryane williams,,434
54,5,birmingham-southern,Birmingham-So.,Centre,85-83,85,83,"20, 26, 17, 22, 85","16, 26, 19, 22, 83",20,26,17,22,85,16,26,19,22,83,"1-4,1-4 SAA","2-8,0-5 SAA",02/05/21,Win,1,No Location Recorded,4:00 PM,H,54,07:14,"FOUL  by PUTMAN,AUDRA",,,,,,,"FOUL  by PUTMAN,AUDRA",1,foul,,birmingham-so.,audra putman,,434
55,5,birmingham-southern,Birmingham-So.,Centre,85-83,85,83,"20, 26, 17, 22, 85","16, 26, 19, 22, 83",20,26,17,22,85,16,26,19,22,83,"1-4,1-4 SAA","2-8,0-5 SAA",02/05/21,Win,1,No Location Recorded,4:00 PM,H,55,07:14,,4,,8 (+4),"GOOD FT by GARRETT,TAYLOR",Centre 4-8 (+4),,"GOOD FT by GARRETT,TAYLOR",1,free throw,good,Centre,taylor garrett,1,434
56,5,birmingham-southern,Birmingham-So.,Centre,85-83,85,83,"20, 26, 17, 22, 85","16, 26, 19, 22, 83",20,26,17,22,85,16,26,19,22,83,"1-4,1-4 SAA","2-8,0-5 SAA",02/05/21,Win,1,No Location Recorded,4:00 PM,H,56,07:14,,4,,9 (+5),"GOOD FT by GARRETT,TAYLOR",Centre 4-9 (+5),,"GOOD FT by GARRETT,TAYLOR",1,free throw,good,Centre,taylor garrett,1,434
57,5,birmingham-southern,Birmingham-So.,Centre,85-83,85,83,"20, 26, 17, 22, 85","16, 26, 19, 22, 83",20,26,17,22,85,16,26,19,22,83,"1-4,1-4 SAA","2-8,0-5 SAA",02/05/21,Win,1,No Location Recorded,4:00 PM,H,57,07:14,,,,,"SUB OUT by GARRETT,TAYLOR",,,"SUB OUT by GARRETT,TAYLOR",1,subbing out,,Centre,taylor garrett,,434
58,5,birmingham-southern,Birmingham-So.,Centre,85-83,85,83,"20, 26, 17, 22, 85","16, 26, 19, 22, 83",20,26,17,22,85,16,26,19,22,83,"1-4,1-4 SAA","2-8,0-5 SAA",02/05/21,Win,1,No Location Recorded,4:00 PM,H,58,07:14,,,,,"SUB IN by HICKS,ELLEN",,,"SUB IN by HICKS,ELLEN",1,subbing in,,Centre,ellen hicks,,434
59,5,birmingham-southern,Birmingham-So.,Centre,85-83,85,83,"20, 26, 17, 22, 85","16, 26, 19, 22, 83",20,26,17,22,85,16,26,19,22,83,"1-4,1-4 SAA","2-8,0-5 SAA",02/05/21,Win,1,No Location Recorded,4:00 PM,H,59,07:05,"MISS LAYUP by PUTMAN,AUDRA(in the paint)",,,,,,,"MISS LAYUP by PUTMAN,AUDRA(in the paint)",1,layup,missed,birmingham-so.,audra putman,,425
60,5,birmingham-southern,Birmingham-So.,Centre,85-83,85,83,"20, 26, 17, 22, 85","16, 26, 19, 22, 83",20,26,17,22,85,16,26,19,22,83,"1-4,1-4 SAA","2-8,0-5 SAA",02/05/21,Win,1,No Location Recorded,4:00 PM,H,60,--,,,,,"REBOUND DEF by HICKS,ELLEN",,,"REBOUND DEF by HICKS,ELLEN",1,defensive rebound,,Centre,ellen hicks,,
61,5,birmingham-southern,Birmingham-So.,Centre,85-83,85,83,"20, 26, 17, 22, 85","16, 26, 19, 22, 83",20,26,17,22,85,16,26,19,22,83,"1-4,1-4 SAA","2-8,0-5 SAA",02/05/21,Win,1,No Location Recorded,4:00 PM,H,61,06:43,,4,,11 (+7),"GOOD LAYUP by HICKS,ELLEN(in the paint)",Centre 4-11 (+7),,"GOOD LAYUP by HICKS,ELLEN(in the paint)",1,layup,good,Centre,ellen hicks,2,403
