,game,opponent name,boxscore_visitor_name,boxscore_home_name,final score,centreFinalScore,opponentFinalScore,centreScoreByPeriod,opponentScoreByPeriod,centreScorePeriod1,centreScorePeriod2,centreScorePeriod3,centreScorePeriod4,centreScorePeriod5,centreScorePeriod6,opponentScorePeriod1,opponentScorePeriod2,opponentScorePeriod3,opponentScorePeriod4,opponentScorePeriod5,opponentScorePeriod6,centreRecord,opponentRecord,gameDate,outcome,attendance,gameLocation,gameTime,homeGame,,Time Remaining,Rhodes,Away Team Score,Play Team Indicator,Home Team Score,Centre,Game Score,Team Indicator,Play,period number,Play Type,Shot Outcome,Team,Player,Points Earned,Time(seconds)
144,2,rhodes,Rhodes,Centre,74-81,74,81,"17, 14, 17, 21, 5, 74","18, 12, 15, 24, 12, 81",17,14,17,21,5,74,18,12,15,24,12,81,"0-2,0-2 SAA","4-0,4-0 SAA",01/23/21,Lose,1,No Location Recorded,1:00 PM,H,144,09:25,,,,,"TURNOVER  by MARCUM,MADISON",,,"TURNOVER  by MARCUM,MADISON",2,turnover,,Centre,madison marcum,,565
145,2,rhodes,Rhodes,Centre,74-81,74,81,"17, 14, 17, 21, 5, 74","18, 12, 15, 24, 12, 81",17,14,17,21,5,74,18,12,15,24,12,81,"0-2,0-2 SAA","4-0,4-0 SAA",01/23/21,Lose,1,No Location Recorded,1:00 PM,H,145,09:25,"STEAL  by LAGARDE,A'NIYA",,,,,,,"STEAL  by LAGARDE,A'NIYA",2,steal,,rhodes,,,565
146,2,rhodes,Rhodes,Centre,74-81,74,81,"17, 14, 17, 21, 5, 74","18, 12, 15, 24, 12, 81",17,14,17,21,5,74,18,12,15,24,12,81,"0-2,0-2 SAA","4-0,4-0 SAA",01/23/21,Lose,1,No Location Recorded,1:00 PM,H,146,09:20,"GOOD JUMPER by LAGARDE,A'NIYA(in the paint)",21 (+4),,17,,Rhodes 21-17 (-4),,"GOOD JUMPER by LAGARDE,A'NIYA(in the paint)",2,jumper,good,rhodes,a'niya lagarde,2,560
147,2,rhodes,Rhodes,Centre,74-81,74,81,"17, 14, 17, 21, 5, 74","18, 12, 15, 24, 12, 81",17,14,17,21,5,74,18,12,15,24,12,81,"0-2,0-2 SAA","4-0,4-0 SAA",01/23/21,Lose,1,No Location Recorded,1:00 PM,H,147,09:00,"FOUL  by LONGACRE,MAYA",,,,,,,"FOUL  by LONGACRE,MAYA",2,foul,,rhodes,maya longacre,,540
148,2,rhodes,Rhodes,Centre,74-81,74,81,"17, 14, 17, 21, 5, 74","18, 12, 15, 24, 12, 81",17,14,17,21,5,74,18,12,15,24,12,81,"0-2,0-2 SAA","4-0,4-0 SAA",01/23/21,Lose,1,No Location Recorded,1:00 PM,H,148,09:00,,,,,"SUB OUT by WEHBY,ABIGAIL",,,"SUB OUT by WEHBY,ABIGAIL",2,subbing out,,Centre,abigail wehby,,540
149,2,rhodes,Rhodes,Centre,74-81,74,81,"17, 14, 17, 21, 5, 74","18, 12, 15, 24, 12, 81",17,14,17,21,5,74,18,12,15,24,12,81,"0-2,0-2 SAA","4-0,4-0 SAA",01/23/21,Lose,1,No Location Recorded,1:00 PM,H,149,09:00,,,,,"SUB IN by JENNINGS,RACHEL",,,"SUB IN by JENNINGS,RACHEL",2,subbing in,,Centre,rachel jennings,,540
150,2,rhodes,Rhodes,Centre,74-81,74,81,"17, 14, 17, 21, 5, 74","18, 12, 15, 24, 12, 81",17,14,17,21,5,74,18,12,15,24,12,81,"0-2,0-2 SAA","4-0,4-0 SAA",01/23/21,Lose,1,No Location Recorded,1:00 PM,H,150,08:48,,,,,"MISS JUMPER by HICKS,ELLEN",,,"MISS JUMPER by HICKS,ELLEN",2,jumper,missed,Centre,ellen hicks,,528
151,2,rhodes,Rhodes,Centre,74-81,74,81,"17, 14, 17, 21, 5, 74","18, 12, 15, 24, 12, 81",17,14,17,21,5,74,18,12,15,24,12,81,"0-2,0-2 SAA","4-0,4-0 SAA",01/23/21,Lose,1,No Location Recorded,1:00 PM,H,151,--,,,,,"REBOUND OFF by HICKS,ELLEN",,,"REBOUND OFF by HICKS,ELLEN",2,offensive rebound,,Centre,ellen hicks,,
152,2,rhodes,Rhodes,Centre,74-81,74,81,"17, 14, 17, 21, 5, 74","18, 12, 15, 24, 12, 81",17,14,17,21,5,74,18,12,15,24,12,81,"0-2,0-2 SAA","4-0,4-0 SAA",01/23/21,Lose,1,No Location Recorded,1:00 PM,H,152,08:41,"FOUL  by LONGACRE,MAYA",,,,,,,"FOUL  by LONGACRE,MAYA",2,foul,,rhodes,maya longacre,,521
153,2,rhodes,Rhodes,Centre,74-81,74,81,"17, 14, 17, 21, 5, 74","18, 12, 15, 24, 12, 81",17,14,17,21,5,74,18,12,15,24,12,81,"0-2,0-2 SAA","4-0,4-0 SAA",01/23/21,Lose,1,No Location Recorded,1:00 PM,H,153,08:41,"SUB OUT by LONGACRE,MAYA",,,,,,,"SUB OUT by LONGACRE,MAYA",2,subbing out,,rhodes,maya longacre,,521
154,2,rhodes,Rhodes,Centre,74-81,74,81,"17, 14, 17, 21, 5, 74","18, 12, 15, 24, 12, 81",17,14,17,21,5,74,18,12,15,24,12,81,"0-2,0-2 SAA","4-0,4-0 SAA",01/23/21,Lose,1,No Location Recorded,1:00 PM,H,154,08:41,"SUB IN by ALTHOFF,CATHERINE",,,,,,,"SUB IN by ALTHOFF,CATHERINE",2,subbing in,,rhodes,catherine althoff,,521
155,2,rhodes,Rhodes,Centre,74-81,74,81,"17, 14, 17, 21, 5, 74","18, 12, 15, 24, 12, 81",17,14,17,21,5,74,18,12,15,24,12,81,"0-2,0-2 SAA","4-0,4-0 SAA",01/23/21,Lose,1,No Location Recorded,1:00 PM,H,155,08:41,,,,,"MISS FT by HICKS,ELLEN",,,"MISS FT by HICKS,ELLEN",2,free throw,missed,Centre,ellen hicks,,521
156,2,rhodes,Rhodes,Centre,74-81,74,81,"17, 14, 17, 21, 5, 74","18, 12, 15, 24, 12, 81",17,14,17,21,5,74,18,12,15,24,12,81,"0-2,0-2 SAA","4-0,4-0 SAA",01/23/21,Lose,1,No Location Recorded,1:00 PM,H,156,--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2,deadball rebound,,Centre,,,
157,2,rhodes,Rhodes,Centre,74-81,74,81,"17, 14, 17, 21, 5, 74","18, 12, 15, 24, 12, 81",17,14,17,21,5,74,18,12,15,24,12,81,"0-2,0-2 SAA","4-0,4-0 SAA",01/23/21,Lose,1,No Location Recorded,1:00 PM,H,157,08:41,,21 (+3),,18,"GOOD FT by HICKS,ELLEN",Centre 21-18 (-3),,"GOOD FT by HICKS,ELLEN",2,free throw,good,Centre,ellen hicks,1,521
158,2,rhodes,Rhodes,Centre,74-81,74,81,"17, 14, 17, 21, 5, 74","18, 12, 15, 24, 12, 81",17,14,17,21,5,74,18,12,15,24,12,81,"0-2,0-2 SAA","4-0,4-0 SAA",01/23/21,Lose,1,No Location Recorded,1:00 PM,H,158,08:41,,,,,"SUB OUT by HICKS,ELLEN",,,"SUB OUT by HICKS,ELLEN",2,subbing out,,Centre,ellen hicks,,521
159,2,rhodes,Rhodes,Centre,74-81,74,81,"17, 14, 17, 21, 5, 74","18, 12, 15, 24, 12, 81",17,14,17,21,5,74,18,12,15,24,12,81,"0-2,0-2 SAA","4-0,4-0 SAA",01/23/21,Lose,1,No Location Recorded,1:00 PM,H,159,08:41,,,,,"SUB IN by VINCENT,EMMA ROSE",,,"SUB IN by VINCENT,EMMA ROSE",2,subbing in,,Centre,emma rose vincent,,521
160,2,rhodes,Rhodes,Centre,74-81,74,81,"17, 14, 17, 21, 5, 74","18, 12, 15, 24, 12, 81",17,14,17,21,5,74,18,12,15,24,12,81,"0-2,0-2 SAA","4-0,4-0 SAA",01/23/21,Lose,1,No Location Recorded,1:00 PM,H,160,08:34,"GOOD JUMPER by ALTHOFF,CATHERINE(in the paint)",23 (+5),,18,,Rhodes 23-18 (-5),,"GOOD JUMPER by ALTHOFF,CATHERINE(in the paint)",2,jumper,good,rhodes,catherine althoff,2,514
161,2,rhodes,Rhodes,Centre,74-81,74,81,"17, 14, 17, 21, 5, 74","18, 12, 15, 24, 12, 81",17,14,17,21,5,74,18,12,15,24,12,81,"0-2,0-2 SAA","4-0,4-0 SAA",01/23/21,Lose,1,No Location Recorded,1:00 PM,H,161,08:13,,,,,"MISS LAYUP by VINCENT,EMMA ROSE(in the paint)",,,"MISS LAYUP by VINCENT,EMMA ROSE(in the paint)",2,layup,missed,Centre,emma rose vincent,,493
162,2,rhodes,Rhodes,Centre,74-81,74,81,"17, 14, 17, 21, 5, 74","18, 12, 15, 24, 12, 81",17,14,17,21,5,74,18,12,15,24,12,81,"0-2,0-2 SAA","4-0,4-0 SAA",01/23/21,Lose,1,No Location Recorded,1:00 PM,H,162,--,,,,,"REBOUND OFF by VINCENT,EMMA ROSE",,,"REBOUND OFF by VINCENT,EMMA ROSE",2,offensive rebound,,Centre,emma rose vincent,,
163,2,rhodes,Rhodes,Centre,74-81,74,81,"17, 14, 17, 21, 5, 74","18, 12, 15, 24, 12, 81",17,14,17,21,5,74,18,12,15,24,12,81,"0-2,0-2 SAA","4-0,4-0 SAA",01/23/21,Lose,1,No Location Recorded,1:00 PM,H,163,08:08,,,,,"MISS JUMPER by JENNINGS,RACHEL",,,"MISS JUMPER by JENNINGS,RACHEL",2,jumper,missed,Centre,rachel jennings,,488
164,2,rhodes,Rhodes,Centre,74-81,74,81,"17, 14, 17, 21, 5, 74","18, 12, 15, 24, 12, 81",17,14,17,21,5,74,18,12,15,24,12,81,"0-2,0-2 SAA","4-0,4-0 SAA",01/23/21,Lose,1,No Location Recorded,1:00 PM,H,164,--,"REBOUND DEF by HAGEN,ELLEN",,,,,,,"REBOUND DEF by HAGEN,ELLEN",2,defensive rebound,,rhodes,ellen hagen,,
165,2,rhodes,Rhodes,Centre,74-81,74,81,"17, 14, 17, 21, 5, 74","18, 12, 15, 24, 12, 81",17,14,17,21,5,74,18,12,15,24,12,81,"0-2,0-2 SAA","4-0,4-0 SAA",01/23/21,Lose,1,No Location Recorded,1:00 PM,H,165,07:54,"MISS JUMPER by HAGEN,ELLEN(in the paint)",,,,,,,"MISS JUMPER by HAGEN,ELLEN(in the paint)",2,jumper,missed,rhodes,ellen hagen,,474
166,2,rhodes,Rhodes,Centre,74-81,74,81,"17, 14, 17, 21, 5, 74","18, 12, 15, 24, 12, 81",17,14,17,21,5,74,18,12,15,24,12,81,"0-2,0-2 SAA","4-0,4-0 SAA",01/23/21,Lose,1,No Location Recorded,1:00 PM,H,166,--,,,,,"REBOUND DEF by THACKER,JOSIE",,,"REBOUND DEF by THACKER,JOSIE",2,defensive rebound,,Centre,josie thacker,,
167,2,rhodes,Rhodes,Centre,74-81,74,81,"17, 14, 17, 21, 5, 74","18, 12, 15, 24, 12, 81",17,14,17,21,5,74,18,12,15,24,12,81,"0-2,0-2 SAA","4-0,4-0 SAA",01/23/21,Lose,1,No Location Recorded,1:00 PM,H,167,07:24,,23 (+3),,20,"GOOD JUMPER by JENNINGS,RACHEL(in the paint)",Centre 23-20 (-3),,"GOOD JUMPER by JENNINGS,RACHEL(in the paint)",2,jumper,good,Centre,rachel jennings,2,444
168,2,rhodes,Rhodes,Centre,74-81,74,81,"17, 14, 17, 21, 5, 74","18, 12, 15, 24, 12, 81",17,14,17,21,5,74,18,12,15,24,12,81,"0-2,0-2 SAA","4-0,4-0 SAA",01/23/21,Lose,1,No Location Recorded,1:00 PM,H,168,07:09,"GOOD 3PTR by LAGARDE,A'NIYA",26 (+6),,20,,Rhodes 26-20 (-6),,"GOOD 3PTR by LAGARDE,A'NIYA",2,three pointer,good,rhodes,a'niya lagarde,3,429
169,2,rhodes,Rhodes,Centre,74-81,74,81,"17, 14, 17, 21, 5, 74","18, 12, 15, 24, 12, 81",17,14,17,21,5,74,18,12,15,24,12,81,"0-2,0-2 SAA","4-0,4-0 SAA",01/23/21,Lose,1,No Location Recorded,1:00 PM,H,169,--,"ASSIST  by HAGEN,ELLEN",,,,,,,"ASSIST  by HAGEN,ELLEN",2,assist,,rhodes,ellen hagen,,
170,2,rhodes,Rhodes,Centre,74-81,74,81,"17, 14, 17, 21, 5, 74","18, 12, 15, 24, 12, 81",17,14,17,21,5,74,18,12,15,24,12,81,"0-2,0-2 SAA","4-0,4-0 SAA",01/23/21,Lose,1,No Location Recorded,1:00 PM,H,170,06:46,,,,,"MISS LAYUP by JENNINGS,RACHEL(in the paint)",,,"MISS LAYUP by JENNINGS,RACHEL(in the paint)",2,layup,missed,Centre,rachel jennings,,406
171,2,rhodes,Rhodes,Centre,74-81,74,81,"17, 14, 17, 21, 5, 74","18, 12, 15, 24, 12, 81",17,14,17,21,5,74,18,12,15,24,12,81,"0-2,0-2 SAA","4-0,4-0 SAA",01/23/21,Lose,1,No Location Recorded,1:00 PM,H,171,--,"REBOUND DEF by LAGARDE,A'NIYA",,,,,,,"REBOUND DEF by LAGARDE,A'NIYA",2,defensive rebound,,rhodes,a'niya lagarde,,
172,2,rhodes,Rhodes,Centre,74-81,74,81,"17, 14, 17, 21, 5, 74","18, 12, 15, 24, 12, 81",17,14,17,21,5,74,18,12,15,24,12,81,"0-2,0-2 SAA","4-0,4-0 SAA",01/23/21,Lose,1,No Location Recorded,1:00 PM,H,172,06:36,,,,,"FOUL  by JENNINGS,RACHEL",,,"FOUL  by JENNINGS,RACHEL",2,foul,,Centre,rachel jennings,,396
173,2,rhodes,Rhodes,Centre,74-81,74,81,"17, 14, 17, 21, 5, 74","18, 12, 15, 24, 12, 81",17,14,17,21,5,74,18,12,15,24,12,81,"0-2,0-2 SAA","4-0,4-0 SAA",01/23/21,Lose,1,No Location Recorded,1:00 PM,H,173,06:32,,,,,"SUB OUT by MURRAY,KYLEE",,,"SUB OUT by MURRAY,KYLEE",2,subbing out,,Centre,kylee murray,,392
174,2,rhodes,Rhodes,Centre,74-81,74,81,"17, 14, 17, 21, 5, 74","18, 12, 15, 24, 12, 81",17,14,17,21,5,74,18,12,15,24,12,81,"0-2,0-2 SAA","4-0,4-0 SAA",01/23/21,Lose,1,No Location Recorded,1:00 PM,H,174,06:32,,,,,"SUB OUT by JENNINGS,RACHEL",,,"SUB OUT by JENNINGS,RACHEL",2,subbing out,,Centre,rachel jennings,,392
175,2,rhodes,Rhodes,Centre,74-81,74,81,"17, 14, 17, 21, 5, 74","18, 12, 15, 24, 12, 81",17,14,17,21,5,74,18,12,15,24,12,81,"0-2,0-2 SAA","4-0,4-0 SAA",01/23/21,Lose,1,No Location Recorded,1:00 PM,H,175,06:32,,,,,"SUB OUT by MARCUM,MADISON",,,"SUB OUT by MARCUM,MADISON",2,subbing out,,Centre,madison marcum,,392
176,2,rhodes,Rhodes,Centre,74-81,74,81,"17, 14, 17, 21, 5, 74","18, 12, 15, 24, 12, 81",17,14,17,21,5,74,18,12,15,24,12,81,"0-2,0-2 SAA","4-0,4-0 SAA",01/23/21,Lose,1,No Location Recorded,1:00 PM,H,176,06:32,,,,,"SUB OUT by THACKER,JOSIE",,,"SUB OUT by THACKER,JOSIE",2,subbing out,,Centre,josie thacker,,392
177,2,rhodes,Rhodes,Centre,74-81,74,81,"17, 14, 17, 21, 5, 74","18, 12, 15, 24, 12, 81",17,14,17,21,5,74,18,12,15,24,12,81,"0-2,0-2 SAA","4-0,4-0 SAA",01/23/21,Lose,1,No Location Recorded,1:00 PM,H,177,06:32,,,,,"SUB IN by CHIRICO,PRESLEY",,,"SUB IN by CHIRICO,PRESLEY",2,subbing in,,Centre,presley chirico,,392
178,2,rhodes,Rhodes,Centre,74-81,74,81,"17, 14, 17, 21, 5, 74","18, 12, 15, 24, 12, 81",17,14,17,21,5,74,18,12,15,24,12,81,"0-2,0-2 SAA","4-0,4-0 SAA",01/23/21,Lose,1,No Location Recorded,1:00 PM,H,178,06:32,,,,,"SUB IN by DUGGINS,NATALIE",,,"SUB IN by DUGGINS,NATALIE",2,subbing in,,Centre,natalie duggins,,392
179,2,rhodes,Rhodes,Centre,74-81,74,81,"17, 14, 17, 21, 5, 74","18, 12, 15, 24, 12, 81",17,14,17,21,5,74,18,12,15,24,12,81,"0-2,0-2 SAA","4-0,4-0 SAA",01/23/21,Lose,1,No Location Recorded,1:00 PM,H,179,06:32,,,,,"SUB IN by HEROLD,PAYTON",,,"SUB IN by HEROLD,PAYTON",2,subbing in,,Centre,payton herold,,392
180,2,rhodes,Rhodes,Centre,74-81,74,81,"17, 14, 17, 21, 5, 74","18, 12, 15, 24, 12, 81",17,14,17,21,5,74,18,12,15,24,12,81,"0-2,0-2 SAA","4-0,4-0 SAA",01/23/21,Lose,1,No Location Recorded,1:00 PM,H,180,06:32,,,,,"SUB IN by WEHBY,ABIGAIL",,,"SUB IN by WEHBY,ABIGAIL",2,subbing in,,Centre,abigail wehby,,392
181,2,rhodes,Rhodes,Centre,74-81,74,81,"17, 14, 17, 21, 5, 74","18, 12, 15, 24, 12, 81",17,14,17,21,5,74,18,12,15,24,12,81,"0-2,0-2 SAA","4-0,4-0 SAA",01/23/21,Lose,1,No Location Recorded,1:00 PM,H,181,06:32,"SUB OUT by TAYLOR,CAROLINE",,,,,,,"SUB OUT by TAYLOR,CAROLINE",2,subbing out,,rhodes,caroline taylor,,392
182,2,rhodes,Rhodes,Centre,74-81,74,81,"17, 14, 17, 21, 5, 74","18, 12, 15, 24, 12, 81",17,14,17,21,5,74,18,12,15,24,12,81,"0-2,0-2 SAA","4-0,4-0 SAA",01/23/21,Lose,1,No Location Recorded,1:00 PM,H,182,06:32,"SUB IN by MAYEUX,ALLI",,,,,,,"SUB IN by MAYEUX,ALLI",2,subbing in,,rhodes,alli mayeux,,392
183,2,rhodes,Rhodes,Centre,74-81,74,81,"17, 14, 17, 21, 5, 74","18, 12, 15, 24, 12, 81",17,14,17,21,5,74,18,12,15,24,12,81,"0-2,0-2 SAA","4-0,4-0 SAA",01/23/21,Lose,1,No Location Recorded,1:00 PM,H,183,06:14,TURNOVER  by TEAM,,,,,,,TURNOVER  by TEAM,2,turnover,,rhodes,,,374
184,2,rhodes,Rhodes,Centre,74-81,74,81,"17, 14, 17, 21, 5, 74","18, 12, 15, 24, 12, 81",17,14,17,21,5,74,18,12,15,24,12,81,"0-2,0-2 SAA","4-0,4-0 SAA",01/23/21,Lose,1,No Location Recorded,1:00 PM,H,184,05:58,"FOUL  by LAGARDE,A'NIYA",,,,,,,"FOUL  by LAGARDE,A'NIYA",2,foul,,rhodes,a'niya lagarde,,358
185,2,rhodes,Rhodes,Centre,74-81,74,81,"17, 14, 17, 21, 5, 74","18, 12, 15, 24, 12, 81",17,14,17,21,5,74,18,12,15,24,12,81,"0-2,0-2 SAA","4-0,4-0 SAA",01/23/21,Lose,1,No Location Recorded,1:00 PM,H,185,05:45,,,,,"MISS LAYUP by VINCENT,EMMA ROSE(in the paint)",,,"MISS LAYUP by VINCENT,EMMA ROSE(in the paint)",2,layup,missed,Centre,emma rose vincent,,345
186,2,rhodes,Rhodes,Centre,74-81,74,81,"17, 14, 17, 21, 5, 74","18, 12, 15, 24, 12, 81",17,14,17,21,5,74,18,12,15,24,12,81,"0-2,0-2 SAA","4-0,4-0 SAA",01/23/21,Lose,1,No Location Recorded,1:00 PM,H,186,--,,,,,"REBOUND OFF by CHIRICO,PRESLEY",,,"REBOUND OFF by CHIRICO,PRESLEY",2,offensive rebound,,Centre,presley chirico,,
187,2,rhodes,Rhodes,Centre,74-81,74,81,"17, 14, 17, 21, 5, 74","18, 12, 15, 24, 12, 81",17,14,17,21,5,74,18,12,15,24,12,81,"0-2,0-2 SAA","4-0,4-0 SAA",01/23/21,Lose,1,No Location Recorded,1:00 PM,H,187,05:42,,,,,"MISS JUMPER by CHIRICO,PRESLEY(in the paint)",,,"MISS JUMPER by CHIRICO,PRESLEY(in the paint)",2,jumper,missed,Centre,presley chirico,,342
188,2,rhodes,Rhodes,Centre,74-81,74,81,"17, 14, 17, 21, 5, 74","18, 12, 15, 24, 12, 81",17,14,17,21,5,74,18,12,15,24,12,81,"0-2,0-2 SAA","4-0,4-0 SAA",01/23/21,Lose,1,No Location Recorded,1:00 PM,H,188,--,,,,,"REBOUND OFF by VINCENT,EMMA ROSE",,,"REBOUND OFF by VINCENT,EMMA ROSE",2,offensive rebound,,Centre,emma rose vincent,,
189,2,rhodes,Rhodes,Centre,74-81,74,81,"17, 14, 17, 21, 5, 74","18, 12, 15, 24, 12, 81",17,14,17,21,5,74,18,12,15,24,12,81,"0-2,0-2 SAA","4-0,4-0 SAA",01/23/21,Lose,1,No Location Recorded,1:00 PM,H,189,05:37,,26 (+4),,22,"GOOD LAYUP by VINCENT,EMMA ROSE(in the paint)",Centre 26-22 (-4),,"GOOD LAYUP by VINCENT,EMMA ROSE(in the paint)",2,layup,good,Centre,emma rose vincent,2,337
190,2,rhodes,Rhodes,Centre,74-81,74,81,"17, 14, 17, 21, 5, 74","18, 12, 15, 24, 12, 81",17,14,17,21,5,74,18,12,15,24,12,81,"0-2,0-2 SAA","4-0,4-0 SAA",01/23/21,Lose,1,No Location Recorded,1:00 PM,H,190,05:28,"MISS 3PTR by MAYEUX,ALLI",,,,,,,"MISS 3PTR by MAYEUX,ALLI",2,three pointer,missed,rhodes,alli mayeux,,328
191,2,rhodes,Rhodes,Centre,74-81,74,81,"17, 14, 17, 21, 5, 74","18, 12, 15, 24, 12, 81",17,14,17,21,5,74,18,12,15,24,12,81,"0-2,0-2 SAA","4-0,4-0 SAA",01/23/21,Lose,1,No Location Recorded,1:00 PM,H,191,--,"REBOUND OFF by ALTHOFF,CATHERINE",,,,,,,"REBOUND OFF by ALTHOFF,CATHERINE",2,offensive rebound,,rhodes,catherine althoff,,
192,2,rhodes,Rhodes,Centre,74-81,74,81,"17, 14, 17, 21, 5, 74","18, 12, 15, 24, 12, 81",17,14,17,21,5,74,18,12,15,24,12,81,"0-2,0-2 SAA","4-0,4-0 SAA",01/23/21,Lose,1,No Location Recorded,1:00 PM,H,192,05:24,"GOOD LAYUP by ALTHOFF,CATHERINE(in the paint)",28 (+6),,22,,Rhodes 28-22 (-6),,"GOOD LAYUP by ALTHOFF,CATHERINE(in the paint)",2,layup,good,rhodes,catherine althoff,2,324
193,2,rhodes,Rhodes,Centre,74-81,74,81,"17, 14, 17, 21, 5, 74","18, 12, 15, 24, 12, 81",17,14,17,21,5,74,18,12,15,24,12,81,"0-2,0-2 SAA","4-0,4-0 SAA",01/23/21,Lose,1,No Location Recorded,1:00 PM,H,193,05:10,,,,,"MISS LAYUP by VINCENT,EMMA ROSE(in the paint)",,,"MISS LAYUP by VINCENT,EMMA ROSE(in the paint)",2,layup,missed,Centre,emma rose vincent,,310
194,2,rhodes,Rhodes,Centre,74-81,74,81,"17, 14, 17, 21, 5, 74","18, 12, 15, 24, 12, 81",17,14,17,21,5,74,18,12,15,24,12,81,"0-2,0-2 SAA","4-0,4-0 SAA",01/23/21,Lose,1,No Location Recorded,1:00 PM,H,194,--,,,,,"REBOUND OFF by VINCENT,EMMA ROSE",,,"REBOUND OFF by VINCENT,EMMA ROSE",2,offensive rebound,,Centre,emma rose vincent,,
195,2,rhodes,Rhodes,Centre,74-81,74,81,"17, 14, 17, 21, 5, 74","18, 12, 15, 24, 12, 81",17,14,17,21,5,74,18,12,15,24,12,81,"0-2,0-2 SAA","4-0,4-0 SAA",01/23/21,Lose,1,No Location Recorded,1:00 PM,H,195,05:03,,,,,"MISS LAYUP by VINCENT,EMMA ROSE(in the paint)",,,"MISS LAYUP by VINCENT,EMMA ROSE(in the paint)",2,layup,missed,Centre,emma rose vincent,,303
196,2,rhodes,Rhodes,Centre,74-81,74,81,"17, 14, 17, 21, 5, 74","18, 12, 15, 24, 12, 81",17,14,17,21,5,74,18,12,15,24,12,81,"0-2,0-2 SAA","4-0,4-0 SAA",01/23/21,Lose,1,No Location Recorded,1:00 PM,H,196,05:03,"BLOCK  by ALTHOFF,CATHERINE",,,,,,,"BLOCK  by ALTHOFF,CATHERINE",2,block,,rhodes,catherine althoff,,303
197,2,rhodes,Rhodes,Centre,74-81,74,81,"17, 14, 17, 21, 5, 74","18, 12, 15, 24, 12, 81",17,14,17,21,5,74,18,12,15,24,12,81,"0-2,0-2 SAA","4-0,4-0 SAA",01/23/21,Lose,1,No Location Recorded,1:00 PM,H,197,--,"REBOUND DEF by HAGEN,ELLEN",,,,,,,"REBOUND DEF by HAGEN,ELLEN",2,defensive rebound,,rhodes,ellen hagen,,
198,2,rhodes,Rhodes,Centre,74-81,74,81,"17, 14, 17, 21, 5, 74","18, 12, 15, 24, 12, 81",17,14,17,21,5,74,18,12,15,24,12,81,"0-2,0-2 SAA","4-0,4-0 SAA",01/23/21,Lose,1,No Location Recorded,1:00 PM,H,198,04:46,"TURNOVER  by ALTHOFF,CATHERINE",,,,,,,"TURNOVER  by ALTHOFF,CATHERINE",2,turnover,,rhodes,catherine althoff,,286
199,2,rhodes,Rhodes,Centre,74-81,74,81,"17, 14, 17, 21, 5, 74","18, 12, 15, 24, 12, 81",17,14,17,21,5,74,18,12,15,24,12,81,"0-2,0-2 SAA","4-0,4-0 SAA",01/23/21,Lose,1,No Location Recorded,1:00 PM,H,199,04:46,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2,timeout,,rhodes,,,286
200,2,rhodes,Rhodes,Centre,74-81,74,81,"17, 14, 17, 21, 5, 74","18, 12, 15, 24, 12, 81",17,14,17,21,5,74,18,12,15,24,12,81,"0-2,0-2 SAA","4-0,4-0 SAA",01/23/21,Lose,1,No Location Recorded,1:00 PM,H,200,04:46,,,,,"SUB OUT by CHIRICO,PRESLEY",,,"SUB OUT by CHIRICO,PRESLEY",2,subbing out,,Centre,presley chirico,,286
201,2,rhodes,Rhodes,Centre,74-81,74,81,"17, 14, 17, 21, 5, 74","18, 12, 15, 24, 12, 81",17,14,17,21,5,74,18,12,15,24,12,81,"0-2,0-2 SAA","4-0,4-0 SAA",01/23/21,Lose,1,No Location Recorded,1:00 PM,H,201,04:46,,,,,"SUB OUT by VINCENT,EMMA ROSE",,,"SUB OUT by VINCENT,EMMA ROSE",2,subbing out,,Centre,emma rose vincent,,286
202,2,rhodes,Rhodes,Centre,74-81,74,81,"17, 14, 17, 21, 5, 74","18, 12, 15, 24, 12, 81",17,14,17,21,5,74,18,12,15,24,12,81,"0-2,0-2 SAA","4-0,4-0 SAA",01/23/21,Lose,1,No Location Recorded,1:00 PM,H,202,04:46,,,,,"SUB OUT by DUGGINS,NATALIE",,,"SUB OUT by DUGGINS,NATALIE",2,subbing out,,Centre,natalie duggins,,286
203,2,rhodes,Rhodes,Centre,74-81,74,81,"17, 14, 17, 21, 5, 74","18, 12, 15, 24, 12, 81",17,14,17,21,5,74,18,12,15,24,12,81,"0-2,0-2 SAA","4-0,4-0 SAA",01/23/21,Lose,1,No Location Recorded,1:00 PM,H,203,04:46,,,,,"SUB OUT by WEHBY,ABIGAIL",,,"SUB OUT by WEHBY,ABIGAIL",2,subbing out,,Centre,abigail wehby,,286
204,2,rhodes,Rhodes,Centre,74-81,74,81,"17, 14, 17, 21, 5, 74","18, 12, 15, 24, 12, 81",17,14,17,21,5,74,18,12,15,24,12,81,"0-2,0-2 SAA","4-0,4-0 SAA",01/23/21,Lose,1,No Location Recorded,1:00 PM,H,204,04:46,,,,,"SUB IN by MURRAY,KYLEE",,,"SUB IN by MURRAY,KYLEE",2,subbing in,,Centre,kylee murray,,286
