,game,opponent name,boxscore_visitor_name,boxscore_home_name,final score,centreFinalScore,opponentFinalScore,centreScoreByPeriod,opponentScoreByPeriod,centreScorePeriod1,centreScorePeriod2,centreScorePeriod3,centreScorePeriod4,centreScorePeriod5,opponentScorePeriod1,opponentScorePeriod2,opponentScorePeriod3,opponentScorePeriod4,opponentScorePeriod5,centreRecord,opponentRecord,gameDate,outcome,attendance,gameLocation,gameTime,homeGame,,Time Remaining,Centre,Away Team Score,Play Team Indicator,Home Team Score,Mill,Game Score,Team Indicator,Play,period number,Play Type,Shot Outcome,Team,Player,Points Earned,Time(seconds)
10,3,millsaps,Centre,Millsaps,40-68,40,68,"11, 11, 14, 4, 40","18, 15, 16, 19, 68",11,11,14,4,40,18,15,16,19,68,"0-3,0-3 SAA","6-0,5-0 SAA",01/30/21,Lose,72,No Location Recorded,1:00 PM,A,10,08:52,"SUB OUT by MARCUM,MADISON",,,,,,,"SUB OUT by MARCUM,MADISON",1,subbing out,,Centre,madison marcum,,532
11,3,millsaps,Centre,Millsaps,40-68,40,68,"11, 11, 14, 4, 40","18, 15, 16, 19, 68",11,11,14,4,40,18,15,16,19,68,"0-3,0-3 SAA","6-0,5-0 SAA",01/30/21,Lose,72,No Location Recorded,1:00 PM,A,11,08:52,"SUB OUT by THACKER,JOSIE",,,,,,,"SUB OUT by THACKER,JOSIE",1,subbing out,,Centre,josie thacker,,532
12,3,millsaps,Centre,Millsaps,40-68,40,68,"11, 11, 14, 4, 40","18, 15, 16, 19, 68",11,11,14,4,40,18,15,16,19,68,"0-3,0-3 SAA","6-0,5-0 SAA",01/30/21,Lose,72,No Location Recorded,1:00 PM,A,12,08:52,"SUB IN by HEROLD,PAYTON",,,,,,,"SUB IN by HEROLD,PAYTON",1,subbing in,,Centre,payton herold,,532
13,3,millsaps,Centre,Millsaps,40-68,40,68,"11, 11, 14, 4, 40","18, 15, 16, 19, 68",11,11,14,4,40,18,15,16,19,68,"0-3,0-3 SAA","6-0,5-0 SAA",01/30/21,Lose,72,No Location Recorded,1:00 PM,A,13,08:52,"SUB IN by GARRETT,TAYLOR",,,,,,,"SUB IN by GARRETT,TAYLOR",1,subbing in,,Centre,taylor garrett,,532
14,3,millsaps,Centre,Millsaps,40-68,40,68,"11, 11, 14, 4, 40","18, 15, 16, 19, 68",11,11,14,4,40,18,15,16,19,68,"0-3,0-3 SAA","6-0,5-0 SAA",01/30/21,Lose,72,No Location Recorded,1:00 PM,A,14,08:49,,,,,"TURNOVER  by MANNING,TAELOR",,,"TURNOVER  by MANNING,TAELOR",1,turnover,,millsaps,taelor manning,,529
15,3,millsaps,Centre,Millsaps,40-68,40,68,"11, 11, 14, 4, 40","18, 15, 16, 19, 68",11,11,14,4,40,18,15,16,19,68,"0-3,0-3 SAA","6-0,5-0 SAA",01/30/21,Lose,72,No Location Recorded,1:00 PM,A,15,08:44,"MISS JUMPER by HICKS,ELLEN",,,,,,,"MISS JUMPER by HICKS,ELLEN",1,jumper,missed,Centre,ellen hicks,,524
16,3,millsaps,Centre,Millsaps,40-68,40,68,"11, 11, 14, 4, 40","18, 15, 16, 19, 68",11,11,14,4,40,18,15,16,19,68,"0-3,0-3 SAA","6-0,5-0 SAA",01/30/21,Lose,72,No Location Recorded,1:00 PM,A,16,--,,,,,"REBOUND DEF by LASTER,MIKENZI",,,"REBOUND DEF by LASTER,MIKENZI",1,defensive rebound,,millsaps,mikenzi laster,,
17,3,millsaps,Centre,Millsaps,40-68,40,68,"11, 11, 14, 4, 40","18, 15, 16, 19, 68",11,11,14,4,40,18,15,16,19,68,"0-3,0-3 SAA","6-0,5-0 SAA",01/30/21,Lose,72,No Location Recorded,1:00 PM,A,17,08:27,"FOUL  by GARRETT,TAYLOR",,,,,,,"FOUL  by GARRETT,TAYLOR",1,foul,,Centre,taylor garrett,,507
18,3,millsaps,Centre,Millsaps,40-68,40,68,"11, 11, 14, 4, 40","18, 15, 16, 19, 68",11,11,14,4,40,18,15,16,19,68,"0-3,0-3 SAA","6-0,5-0 SAA",01/30/21,Lose,72,No Location Recorded,1:00 PM,A,18,08:27,,,,,"MISS FT by MANNING,TAELOR",,,"MISS FT by MANNING,TAELOR",1,free throw,missed,millsaps,taelor manning,,507
19,3,millsaps,Centre,Millsaps,40-68,40,68,"11, 11, 14, 4, 40","18, 15, 16, 19, 68",11,11,14,4,40,18,15,16,19,68,"0-3,0-3 SAA","6-0,5-0 SAA",01/30/21,Lose,72,No Location Recorded,1:00 PM,A,19,--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,1,deadball rebound,,Centre,,,
20,3,millsaps,Centre,Millsaps,40-68,40,68,"11, 11, 14, 4, 40","18, 15, 16, 19, 68",11,11,14,4,40,18,15,16,19,68,"0-3,0-3 SAA","6-0,5-0 SAA",01/30/21,Lose,72,No Location Recorded,1:00 PM,A,20,08:27,,,,,"MISS FT by MANNING,TAELOR",,,"MISS FT by MANNING,TAELOR",1,free throw,missed,millsaps,taelor manning,,507
21,3,millsaps,Centre,Millsaps,40-68,40,68,"11, 11, 14, 4, 40","18, 15, 16, 19, 68",11,11,14,4,40,18,15,16,19,68,"0-3,0-3 SAA","6-0,5-0 SAA",01/30/21,Lose,72,No Location Recorded,1:00 PM,A,21,--,,,,,"REBOUND OFF by FORTENBERRY,DIA",,,"REBOUND OFF by FORTENBERRY,DIA",1,offensive rebound,,millsaps,dia fortenberry,,
22,3,millsaps,Centre,Millsaps,40-68,40,68,"11, 11, 14, 4, 40","18, 15, 16, 19, 68",11,11,14,4,40,18,15,16,19,68,"0-3,0-3 SAA","6-0,5-0 SAA",01/30/21,Lose,72,No Location Recorded,1:00 PM,A,22,08:27,,,,,"MISS JUMPER by FORTENBERRY,DIA",,,"MISS JUMPER by FORTENBERRY,DIA",1,jumper,missed,millsaps,dia fortenberry,,507
23,3,millsaps,Centre,Millsaps,40-68,40,68,"11, 11, 14, 4, 40","18, 15, 16, 19, 68",11,11,14,4,40,18,15,16,19,68,"0-3,0-3 SAA","6-0,5-0 SAA",01/30/21,Lose,72,No Location Recorded,1:00 PM,A,23,--,"REBOUND DEF by GARRETT,TAYLOR",,,,,,,"REBOUND DEF by GARRETT,TAYLOR",1,defensive rebound,,Centre,taylor garrett,,
24,3,millsaps,Centre,Millsaps,40-68,40,68,"11, 11, 14, 4, 40","18, 15, 16, 19, 68",11,11,14,4,40,18,15,16,19,68,"0-3,0-3 SAA","6-0,5-0 SAA",01/30/21,Lose,72,No Location Recorded,1:00 PM,A,24,08:04,"GOOD JUMPER by CHIRICO,PRESLEY",2 (+1),,1,,Centre 2-1 (+1),,"GOOD JUMPER by CHIRICO,PRESLEY",1,jumper,good,Centre,presley chirico,2,484
25,3,millsaps,Centre,Millsaps,40-68,40,68,"11, 11, 14, 4, 40","18, 15, 16, 19, 68",11,11,14,4,40,18,15,16,19,68,"0-3,0-3 SAA","6-0,5-0 SAA",01/30/21,Lose,72,No Location Recorded,1:00 PM,A,25,07:46,,,,,"TURNOVER  by SIMS,EMILY",,,"TURNOVER  by SIMS,EMILY",1,turnover,,millsaps,emily sims,,466
26,3,millsaps,Centre,Millsaps,40-68,40,68,"11, 11, 14, 4, 40","18, 15, 16, 19, 68",11,11,14,4,40,18,15,16,19,68,"0-3,0-3 SAA","6-0,5-0 SAA",01/30/21,Lose,72,No Location Recorded,1:00 PM,A,26,07:25,"MISS JUMPER by CHIRICO,PRESLEY",,,,,,,"MISS JUMPER by CHIRICO,PRESLEY",1,jumper,missed,Centre,presley chirico,,445
27,3,millsaps,Centre,Millsaps,40-68,40,68,"11, 11, 14, 4, 40","18, 15, 16, 19, 68",11,11,14,4,40,18,15,16,19,68,"0-3,0-3 SAA","6-0,5-0 SAA",01/30/21,Lose,72,No Location Recorded,1:00 PM,A,27,--,"REBOUND OFF by CHIRICO,PRESLEY",,,,,,,"REBOUND OFF by CHIRICO,PRESLEY",1,offensive rebound,,Centre,presley chirico,,
28,3,millsaps,Centre,Millsaps,40-68,40,68,"11, 11, 14, 4, 40","18, 15, 16, 19, 68",11,11,14,4,40,18,15,16,19,68,"0-3,0-3 SAA","6-0,5-0 SAA",01/30/21,Lose,72,No Location Recorded,1:00 PM,A,28,07:14,"MISS JUMPER by WEHBY,ABIGAIL",,,,,,,"MISS JUMPER by WEHBY,ABIGAIL",1,jumper,missed,Centre,abigail wehby,,434
29,3,millsaps,Centre,Millsaps,40-68,40,68,"11, 11, 14, 4, 40","18, 15, 16, 19, 68",11,11,14,4,40,18,15,16,19,68,"0-3,0-3 SAA","6-0,5-0 SAA",01/30/21,Lose,72,No Location Recorded,1:00 PM,A,29,--,,,,,"REBOUND DEF by FORTENBERRY,DIA",,,"REBOUND DEF by FORTENBERRY,DIA",1,defensive rebound,,millsaps,dia fortenberry,,
30,3,millsaps,Centre,Millsaps,40-68,40,68,"11, 11, 14, 4, 40","18, 15, 16, 19, 68",11,11,14,4,40,18,15,16,19,68,"0-3,0-3 SAA","6-0,5-0 SAA",01/30/21,Lose,72,No Location Recorded,1:00 PM,A,30,07:05,,,,,"MISS JUMPER by MANNING,TAELOR",,,"MISS JUMPER by MANNING,TAELOR",1,jumper,missed,millsaps,taelor manning,,425
31,3,millsaps,Centre,Millsaps,40-68,40,68,"11, 11, 14, 4, 40","18, 15, 16, 19, 68",11,11,14,4,40,18,15,16,19,68,"0-3,0-3 SAA","6-0,5-0 SAA",01/30/21,Lose,72,No Location Recorded,1:00 PM,A,31,--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,1,deadball rebound,,Centre,,,
32,3,millsaps,Centre,Millsaps,40-68,40,68,"11, 11, 14, 4, 40","18, 15, 16, 19, 68",11,11,14,4,40,18,15,16,19,68,"0-3,0-3 SAA","6-0,5-0 SAA",01/30/21,Lose,72,No Location Recorded,1:00 PM,A,32,07:02,,,,,"SUB OUT by SIMS,EMILY",,,"SUB OUT by SIMS,EMILY",1,subbing out,,millsaps,emily sims,,422
33,3,millsaps,Centre,Millsaps,40-68,40,68,"11, 11, 14, 4, 40","18, 15, 16, 19, 68",11,11,14,4,40,18,15,16,19,68,"0-3,0-3 SAA","6-0,5-0 SAA",01/30/21,Lose,72,No Location Recorded,1:00 PM,A,33,07:02,,,,,"SUB IN by ROE,HELENA",,,"SUB IN by ROE,HELENA",1,subbing in,,millsaps,helena roe,,422
34,3,millsaps,Centre,Millsaps,40-68,40,68,"11, 11, 14, 4, 40","18, 15, 16, 19, 68",11,11,14,4,40,18,15,16,19,68,"0-3,0-3 SAA","6-0,5-0 SAA",01/30/21,Lose,72,No Location Recorded,1:00 PM,A,34,07:02,"SUB OUT by CHIRICO,PRESLEY",,,,,,,"SUB OUT by CHIRICO,PRESLEY",1,subbing out,,Centre,presley chirico,,422
35,3,millsaps,Centre,Millsaps,40-68,40,68,"11, 11, 14, 4, 40","18, 15, 16, 19, 68",11,11,14,4,40,18,15,16,19,68,"0-3,0-3 SAA","6-0,5-0 SAA",01/30/21,Lose,72,No Location Recorded,1:00 PM,A,35,07:02,"SUB OUT by HICKS,ELLEN",,,,,,,"SUB OUT by HICKS,ELLEN",1,subbing out,,Centre,ellen hicks,,422
36,3,millsaps,Centre,Millsaps,40-68,40,68,"11, 11, 14, 4, 40","18, 15, 16, 19, 68",11,11,14,4,40,18,15,16,19,68,"0-3,0-3 SAA","6-0,5-0 SAA",01/30/21,Lose,72,No Location Recorded,1:00 PM,A,36,07:02,"SUB OUT by GARRETT,TAYLOR",,,,,,,"SUB OUT by GARRETT,TAYLOR",1,subbing out,,Centre,taylor garrett,,422
37,3,millsaps,Centre,Millsaps,40-68,40,68,"11, 11, 14, 4, 40","18, 15, 16, 19, 68",11,11,14,4,40,18,15,16,19,68,"0-3,0-3 SAA","6-0,5-0 SAA",01/30/21,Lose,72,No Location Recorded,1:00 PM,A,37,07:02,"SUB IN by JENNINGS,RACHEL",,,,,,,"SUB IN by JENNINGS,RACHEL",1,subbing in,,Centre,rachel jennings,,422
38,3,millsaps,Centre,Millsaps,40-68,40,68,"11, 11, 14, 4, 40","18, 15, 16, 19, 68",11,11,14,4,40,18,15,16,19,68,"0-3,0-3 SAA","6-0,5-0 SAA",01/30/21,Lose,72,No Location Recorded,1:00 PM,A,38,07:02,"SUB IN by VINCENT,EMMA ROSE",,,,,,,"SUB IN by VINCENT,EMMA ROSE",1,subbing in,,Centre,emma rose vincent,,422
39,3,millsaps,Centre,Millsaps,40-68,40,68,"11, 11, 14, 4, 40","18, 15, 16, 19, 68",11,11,14,4,40,18,15,16,19,68,"0-3,0-3 SAA","6-0,5-0 SAA",01/30/21,Lose,72,No Location Recorded,1:00 PM,A,39,07:02,"SUB IN by DUGGINS,NATALIE",,,,,,,"SUB IN by DUGGINS,NATALIE",1,subbing in,,Centre,natalie duggins,,422
40,3,millsaps,Centre,Millsaps,40-68,40,68,"11, 11, 14, 4, 40","18, 15, 16, 19, 68",11,11,14,4,40,18,15,16,19,68,"0-3,0-3 SAA","6-0,5-0 SAA",01/30/21,Lose,72,No Location Recorded,1:00 PM,A,40,06:38,"MISS JUMPER by JENNINGS,RACHEL",,,,,,,"MISS JUMPER by JENNINGS,RACHEL",1,jumper,missed,Centre,rachel jennings,,398
41,3,millsaps,Centre,Millsaps,40-68,40,68,"11, 11, 14, 4, 40","18, 15, 16, 19, 68",11,11,14,4,40,18,15,16,19,68,"0-3,0-3 SAA","6-0,5-0 SAA",01/30/21,Lose,72,No Location Recorded,1:00 PM,A,41,--,,,,,"REBOUND DEF by LASTER,MIKENZI",,,"REBOUND DEF by LASTER,MIKENZI",1,defensive rebound,,millsaps,mikenzi laster,,
42,3,millsaps,Centre,Millsaps,40-68,40,68,"11, 11, 14, 4, 40","18, 15, 16, 19, 68",11,11,14,4,40,18,15,16,19,68,"0-3,0-3 SAA","6-0,5-0 SAA",01/30/21,Lose,72,No Location Recorded,1:00 PM,A,42,06:29,,,,,"MISS JUMPER by FORTENBERRY,DIA",,,"MISS JUMPER by FORTENBERRY,DIA",1,jumper,missed,millsaps,dia fortenberry,,389
43,3,millsaps,Centre,Millsaps,40-68,40,68,"11, 11, 14, 4, 40","18, 15, 16, 19, 68",11,11,14,4,40,18,15,16,19,68,"0-3,0-3 SAA","6-0,5-0 SAA",01/30/21,Lose,72,No Location Recorded,1:00 PM,A,43,--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,1,deadball rebound,,Centre,,,
44,3,millsaps,Centre,Millsaps,40-68,40,68,"11, 11, 14, 4, 40","18, 15, 16, 19, 68",11,11,14,4,40,18,15,16,19,68,"0-3,0-3 SAA","6-0,5-0 SAA",01/30/21,Lose,72,No Location Recorded,1:00 PM,A,44,06:24,,,,,"MISS LAYUP by FORTENBERRY,DIA(in the paint)",,,"MISS LAYUP by FORTENBERRY,DIA(in the paint)",1,layup,missed,millsaps,dia fortenberry,,384
45,3,millsaps,Centre,Millsaps,40-68,40,68,"11, 11, 14, 4, 40","18, 15, 16, 19, 68",11,11,14,4,40,18,15,16,19,68,"0-3,0-3 SAA","6-0,5-0 SAA",01/30/21,Lose,72,No Location Recorded,1:00 PM,A,45,--,,,,,"REBOUND OFF by MANNING,TAELOR",,,"REBOUND OFF by MANNING,TAELOR",1,offensive rebound,,millsaps,taelor manning,,
46,3,millsaps,Centre,Millsaps,40-68,40,68,"11, 11, 14, 4, 40","18, 15, 16, 19, 68",11,11,14,4,40,18,15,16,19,68,"0-3,0-3 SAA","6-0,5-0 SAA",01/30/21,Lose,72,No Location Recorded,1:00 PM,A,46,06:16,,,,,"MISS JUMPER by MANNING,TAELOR",,,"MISS JUMPER by MANNING,TAELOR",1,jumper,missed,millsaps,taelor manning,,376
47,3,millsaps,Centre,Millsaps,40-68,40,68,"11, 11, 14, 4, 40","18, 15, 16, 19, 68",11,11,14,4,40,18,15,16,19,68,"0-3,0-3 SAA","6-0,5-0 SAA",01/30/21,Lose,72,No Location Recorded,1:00 PM,A,47,--,"REBOUND DEF by DUGGINS,NATALIE",,,,,,,"REBOUND DEF by DUGGINS,NATALIE",1,defensive rebound,,Centre,natalie duggins,,
48,3,millsaps,Centre,Millsaps,40-68,40,68,"11, 11, 14, 4, 40","18, 15, 16, 19, 68",11,11,14,4,40,18,15,16,19,68,"0-3,0-3 SAA","6-0,5-0 SAA",01/30/21,Lose,72,No Location Recorded,1:00 PM,A,48,05:51,"GOOD LAYUP by DUGGINS,NATALIE(in the paint)",4 (+3),,1,,Centre 4-1 (+3),,"GOOD LAYUP by DUGGINS,NATALIE(in the paint)",1,layup,good,Centre,natalie duggins,2,351
49,3,millsaps,Centre,Millsaps,40-68,40,68,"11, 11, 14, 4, 40","18, 15, 16, 19, 68",11,11,14,4,40,18,15,16,19,68,"0-3,0-3 SAA","6-0,5-0 SAA",01/30/21,Lose,72,No Location Recorded,1:00 PM,A,49,--,"ASSIST  by VINCENT,EMMA ROSE",,,,,,,"ASSIST  by VINCENT,EMMA ROSE",1,assist,,Centre,emma rose vincent,,
50,3,millsaps,Centre,Millsaps,40-68,40,68,"11, 11, 14, 4, 40","18, 15, 16, 19, 68",11,11,14,4,40,18,15,16,19,68,"0-3,0-3 SAA","6-0,5-0 SAA",01/30/21,Lose,72,No Location Recorded,1:00 PM,A,50,05:32,,4,,4,"GOOD 3PTR by MANNING,TAELOR",Mill 4-4 (0),,"GOOD 3PTR by MANNING,TAELOR",1,three pointer,good,millsaps,taelor manning,3,332
51,3,millsaps,Centre,Millsaps,40-68,40,68,"11, 11, 14, 4, 40","18, 15, 16, 19, 68",11,11,14,4,40,18,15,16,19,68,"0-3,0-3 SAA","6-0,5-0 SAA",01/30/21,Lose,72,No Location Recorded,1:00 PM,A,51,--,,,,,"ASSIST  by ROE,HELENA",,,"ASSIST  by ROE,HELENA",1,assist,,millsaps,helena roe,,
52,3,millsaps,Centre,Millsaps,40-68,40,68,"11, 11, 14, 4, 40","18, 15, 16, 19, 68",11,11,14,4,40,18,15,16,19,68,"0-3,0-3 SAA","6-0,5-0 SAA",01/30/21,Lose,72,No Location Recorded,1:00 PM,A,52,05:08,"MISS JUMPER by DUGGINS,NATALIE",,,,,,,"MISS JUMPER by DUGGINS,NATALIE",1,jumper,missed,Centre,natalie duggins,,308
53,3,millsaps,Centre,Millsaps,40-68,40,68,"11, 11, 14, 4, 40","18, 15, 16, 19, 68",11,11,14,4,40,18,15,16,19,68,"0-3,0-3 SAA","6-0,5-0 SAA",01/30/21,Lose,72,No Location Recorded,1:00 PM,A,53,--,,,,,"REBOUND DEF by LASTER,MIKENZI",,,"REBOUND DEF by LASTER,MIKENZI",1,defensive rebound,,millsaps,mikenzi laster,,
54,3,millsaps,Centre,Millsaps,40-68,40,68,"11, 11, 14, 4, 40","18, 15, 16, 19, 68",11,11,14,4,40,18,15,16,19,68,"0-3,0-3 SAA","6-0,5-0 SAA",01/30/21,Lose,72,No Location Recorded,1:00 PM,A,54,04:43,,,,,"MISS JUMPER by MANNING,TAELOR",,,"MISS JUMPER by MANNING,TAELOR",1,jumper,missed,millsaps,taelor manning,,283
55,3,millsaps,Centre,Millsaps,40-68,40,68,"11, 11, 14, 4, 40","18, 15, 16, 19, 68",11,11,14,4,40,18,15,16,19,68,"0-3,0-3 SAA","6-0,5-0 SAA",01/30/21,Lose,72,No Location Recorded,1:00 PM,A,55,--,,,,,"REBOUND OFF by FORTENBERRY,DIA",,,"REBOUND OFF by FORTENBERRY,DIA",1,offensive rebound,,millsaps,dia fortenberry,,
56,3,millsaps,Centre,Millsaps,40-68,40,68,"11, 11, 14, 4, 40","18, 15, 16, 19, 68",11,11,14,4,40,18,15,16,19,68,"0-3,0-3 SAA","6-0,5-0 SAA",01/30/21,Lose,72,No Location Recorded,1:00 PM,A,56,04:40,"FOUL  by HEROLD,PAYTON",,,,,,,"FOUL  by HEROLD,PAYTON",1,foul,,Centre,payton herold,,280
57,3,millsaps,Centre,Millsaps,40-68,40,68,"11, 11, 14, 4, 40","18, 15, 16, 19, 68",11,11,14,4,40,18,15,16,19,68,"0-3,0-3 SAA","6-0,5-0 SAA",01/30/21,Lose,72,No Location Recorded,1:00 PM,A,57,04:40,,,,,"SUB OUT by MANNING,TAELOR",,,"SUB OUT by MANNING,TAELOR",1,subbing out,,millsaps,taelor manning,,280
58,3,millsaps,Centre,Millsaps,40-68,40,68,"11, 11, 14, 4, 40","18, 15, 16, 19, 68",11,11,14,4,40,18,15,16,19,68,"0-3,0-3 SAA","6-0,5-0 SAA",01/30/21,Lose,72,No Location Recorded,1:00 PM,A,58,04:40,,,,,"SUB OUT by LASTER,MIKENZI",,,"SUB OUT by LASTER,MIKENZI",1,subbing out,,millsaps,mikenzi laster,,280
59,3,millsaps,Centre,Millsaps,40-68,40,68,"11, 11, 14, 4, 40","18, 15, 16, 19, 68",11,11,14,4,40,18,15,16,19,68,"0-3,0-3 SAA","6-0,5-0 SAA",01/30/21,Lose,72,No Location Recorded,1:00 PM,A,59,04:40,,,,,"SUB IN by LARTIGUE,ELECIA",,,"SUB IN by LARTIGUE,ELECIA",1,subbing in,,millsaps,elecia lartigue,,280
60,3,millsaps,Centre,Millsaps,40-68,40,68,"11, 11, 14, 4, 40","18, 15, 16, 19, 68",11,11,14,4,40,18,15,16,19,68,"0-3,0-3 SAA","6-0,5-0 SAA",01/30/21,Lose,72,No Location Recorded,1:00 PM,A,60,04:40,,,,,"SUB IN by CALDWELL,DEVAN",,,"SUB IN by CALDWELL,DEVAN",1,subbing in,,millsaps,devan caldwell,,280
61,3,millsaps,Centre,Millsaps,40-68,40,68,"11, 11, 14, 4, 40","18, 15, 16, 19, 68",11,11,14,4,40,18,15,16,19,68,"0-3,0-3 SAA","6-0,5-0 SAA",01/30/21,Lose,72,No Location Recorded,1:00 PM,A,61,04:40,"SUB OUT by WEHBY,ABIGAIL",,,,,,,"SUB OUT by WEHBY,ABIGAIL",1,subbing out,,Centre,abigail wehby,,280
62,3,millsaps,Centre,Millsaps,40-68,40,68,"11, 11, 14, 4, 40","18, 15, 16, 19, 68",11,11,14,4,40,18,15,16,19,68,"0-3,0-3 SAA","6-0,5-0 SAA",01/30/21,Lose,72,No Location Recorded,1:00 PM,A,62,04:40,"SUB IN by CHIRICO,PRESLEY",,,,,,,"SUB IN by CHIRICO,PRESLEY",1,subbing in,,Centre,presley chirico,,280
63,3,millsaps,Centre,Millsaps,40-68,40,68,"11, 11, 14, 4, 40","18, 15, 16, 19, 68",11,11,14,4,40,18,15,16,19,68,"0-3,0-3 SAA","6-0,5-0 SAA",01/30/21,Lose,72,No Location Recorded,1:00 PM,A,63,04:40,,4,,5 (+1),"GOOD FT by FORTENBERRY,DIA",Mill 4-5 (-1),,"GOOD FT by FORTENBERRY,DIA",1,free throw,good,millsaps,dia fortenberry,1,280
64,3,millsaps,Centre,Millsaps,40-68,40,68,"11, 11, 14, 4, 40","18, 15, 16, 19, 68",11,11,14,4,40,18,15,16,19,68,"0-3,0-3 SAA","6-0,5-0 SAA",01/30/21,Lose,72,No Location Recorded,1:00 PM,A,64,04:40,,4,,6 (+2),"GOOD FT by FORTENBERRY,DIA",Mill 4-6 (-2),,"GOOD FT by FORTENBERRY,DIA",1,free throw,good,millsaps,dia fortenberry,1,280
