,game,opponent name,boxscore_visitor_name,boxscore_home_name,final score,centreFinalScore,opponentFinalScore,centreScoreByPeriod,opponentScoreByPeriod,centreScorePeriod1,centreScorePeriod2,centreScorePeriod3,centreScorePeriod4,centreScorePeriod5,opponentScorePeriod1,opponentScorePeriod2,opponentScorePeriod3,opponentScorePeriod4,opponentScorePeriod5,centreRecord,opponentRecord,gameDate,outcome,attendance,gameLocation,gameTime,homeGame,,Time Remaining,Rhodes,Away Team Score,Play Team Indicator,Home Team Score,Centre,Game Score,Team Indicator,Play,period number,Play Type,Shot Outcome,Team,Player,Points Earned,Time(seconds)
62,1,rhodes,Rhodes,Centre,49-63,49,63,"6, 13, 15, 15, 49","12, 9, 21, 21, 63",6,13,15,15,49,12,9,21,21,63,"0-1,0-1 SAA","3-0,3-0 SAA",01/22/21,Lose,No Attendence Recorded,No Location Recorded,6:00 PM,H,62,04:29,"SUB IN by LONG,LIBBY",,,,,,,"SUB IN by LONG,LIBBY",1,subbing in,,rhodes,libby long,,269
63,1,rhodes,Rhodes,Centre,49-63,49,63,"6, 13, 15, 15, 49","12, 9, 21, 21, 63",6,13,15,15,49,12,9,21,21,63,"0-1,0-1 SAA","3-0,3-0 SAA",01/22/21,Lose,No Attendence Recorded,No Location Recorded,6:00 PM,H,63,04:29,"SUB IN by MATHANGANI,ALEXYS",,,,,,,"SUB IN by MATHANGANI,ALEXYS",1,subbing in,,rhodes,alexys mathangani,,269
64,1,rhodes,Rhodes,Centre,49-63,49,63,"6, 13, 15, 15, 49","12, 9, 21, 21, 63",6,13,15,15,49,12,9,21,21,63,"0-1,0-1 SAA","3-0,3-0 SAA",01/22/21,Lose,No Attendence Recorded,No Location Recorded,6:00 PM,H,64,04:29,"SUB IN by ALTHOFF,CATHERINE",,,,,,,"SUB IN by ALTHOFF,CATHERINE",1,subbing in,,rhodes,catherine althoff,,269
65,1,rhodes,Rhodes,Centre,49-63,49,63,"6, 13, 15, 15, 49","12, 9, 21, 21, 63",6,13,15,15,49,12,9,21,21,63,"0-1,0-1 SAA","3-0,3-0 SAA",01/22/21,Lose,No Attendence Recorded,No Location Recorded,6:00 PM,H,65,04:29,"GOOD FT by ALTHOFF,CATHERINE",8 (+6),,2,,Rhodes 8-2 (-6),,"GOOD FT by ALTHOFF,CATHERINE",1,free throw,good,rhodes,catherine althoff,1,269
66,1,rhodes,Rhodes,Centre,49-63,49,63,"6, 13, 15, 15, 49","12, 9, 21, 21, 63",6,13,15,15,49,12,9,21,21,63,"0-1,0-1 SAA","3-0,3-0 SAA",01/22/21,Lose,No Attendence Recorded,No Location Recorded,6:00 PM,H,66,04:29,"MISS FT by ALTHOFF,CATHERINE",,,,,,,"MISS FT by ALTHOFF,CATHERINE",1,free throw,missed,rhodes,catherine althoff,,269
67,1,rhodes,Rhodes,Centre,49-63,49,63,"6, 13, 15, 15, 49","12, 9, 21, 21, 63",6,13,15,15,49,12,9,21,21,63,"0-1,0-1 SAA","3-0,3-0 SAA",01/22/21,Lose,No Attendence Recorded,No Location Recorded,6:00 PM,H,67,--,,,,,"REBOUND DEF by MURRAY,KYLEE",,,"REBOUND DEF by MURRAY,KYLEE",1,defensive rebound,,Centre,kylee murray,,
68,1,rhodes,Rhodes,Centre,49-63,49,63,"6, 13, 15, 15, 49","12, 9, 21, 21, 63",6,13,15,15,49,12,9,21,21,63,"0-1,0-1 SAA","3-0,3-0 SAA",01/22/21,Lose,No Attendence Recorded,No Location Recorded,6:00 PM,H,68,04:17,,,,,"MISS JUMPER by CHIRICO,PRESLEY(in the paint)",,,"MISS JUMPER by CHIRICO,PRESLEY(in the paint)",1,jumper,missed,Centre,presley chirico,,257
69,1,rhodes,Rhodes,Centre,49-63,49,63,"6, 13, 15, 15, 49","12, 9, 21, 21, 63",6,13,15,15,49,12,9,21,21,63,"0-1,0-1 SAA","3-0,3-0 SAA",01/22/21,Lose,No Attendence Recorded,No Location Recorded,6:00 PM,H,69,--,"REBOUND DEF by MAYEUX,ALLI",,,,,,,"REBOUND DEF by MAYEUX,ALLI",1,defensive rebound,,rhodes,alli mayeux,,
70,1,rhodes,Rhodes,Centre,49-63,49,63,"6, 13, 15, 15, 49","12, 9, 21, 21, 63",6,13,15,15,49,12,9,21,21,63,"0-1,0-1 SAA","3-0,3-0 SAA",01/22/21,Lose,No Attendence Recorded,No Location Recorded,6:00 PM,H,70,04:09,"MISS LAYUP by MAYEUX,ALLI(in the paint)",,,,,,,"MISS LAYUP by MAYEUX,ALLI(in the paint)",1,layup,missed,rhodes,alli mayeux,,249
71,1,rhodes,Rhodes,Centre,49-63,49,63,"6, 13, 15, 15, 49","12, 9, 21, 21, 63",6,13,15,15,49,12,9,21,21,63,"0-1,0-1 SAA","3-0,3-0 SAA",01/22/21,Lose,No Attendence Recorded,No Location Recorded,6:00 PM,H,71,--,,,,,"REBOUND DEF by HICKS,ELLEN",,,"REBOUND DEF by HICKS,ELLEN",1,defensive rebound,,Centre,ellen hicks,,
72,1,rhodes,Rhodes,Centre,49-63,49,63,"6, 13, 15, 15, 49","12, 9, 21, 21, 63",6,13,15,15,49,12,9,21,21,63,"0-1,0-1 SAA","3-0,3-0 SAA",01/22/21,Lose,No Attendence Recorded,No Location Recorded,6:00 PM,H,72,03:57,,,,,"MISS JUMPER by HICKS,ELLEN(in the paint)",,,"MISS JUMPER by HICKS,ELLEN(in the paint)",1,jumper,missed,Centre,ellen hicks,,237
73,1,rhodes,Rhodes,Centre,49-63,49,63,"6, 13, 15, 15, 49","12, 9, 21, 21, 63",6,13,15,15,49,12,9,21,21,63,"0-1,0-1 SAA","3-0,3-0 SAA",01/22/21,Lose,No Attendence Recorded,No Location Recorded,6:00 PM,H,73,--,"REBOUND DEF by DOWNEY,KIERA",,,,,,,"REBOUND DEF by DOWNEY,KIERA",1,defensive rebound,,rhodes,kiera downey,,
74,1,rhodes,Rhodes,Centre,49-63,49,63,"6, 13, 15, 15, 49","12, 9, 21, 21, 63",6,13,15,15,49,12,9,21,21,63,"0-1,0-1 SAA","3-0,3-0 SAA",01/22/21,Lose,No Attendence Recorded,No Location Recorded,6:00 PM,H,74,03:46,"TURNOVER  by ALTHOFF,CATHERINE",,,,,,,"TURNOVER  by ALTHOFF,CATHERINE",1,turnover,,rhodes,catherine althoff,,226
75,1,rhodes,Rhodes,Centre,49-63,49,63,"6, 13, 15, 15, 49","12, 9, 21, 21, 63",6,13,15,15,49,12,9,21,21,63,"0-1,0-1 SAA","3-0,3-0 SAA",01/22/21,Lose,No Attendence Recorded,No Location Recorded,6:00 PM,H,75,03:25,,,,,"MISS 3PTR by MARCUM,MADISON",,,"MISS 3PTR by MARCUM,MADISON",1,three pointer,missed,Centre,madison marcum,,205
76,1,rhodes,Rhodes,Centre,49-63,49,63,"6, 13, 15, 15, 49","12, 9, 21, 21, 63",6,13,15,15,49,12,9,21,21,63,"0-1,0-1 SAA","3-0,3-0 SAA",01/22/21,Lose,No Attendence Recorded,No Location Recorded,6:00 PM,H,76,--,"REBOUND DEF by ALTHOFF,CATHERINE",,,,,,,"REBOUND DEF by ALTHOFF,CATHERINE",1,defensive rebound,,rhodes,catherine althoff,,
77,1,rhodes,Rhodes,Centre,49-63,49,63,"6, 13, 15, 15, 49","12, 9, 21, 21, 63",6,13,15,15,49,12,9,21,21,63,"0-1,0-1 SAA","3-0,3-0 SAA",01/22/21,Lose,No Attendence Recorded,No Location Recorded,6:00 PM,H,77,03:08,"GOOD LAYUP by ALTHOFF,CATHERINE(in the paint)",10 (+8),,2,,Rhodes 10-2 (-8),,"GOOD LAYUP by ALTHOFF,CATHERINE(in the paint)",1,layup,good,rhodes,catherine althoff,2,188
78,1,rhodes,Rhodes,Centre,49-63,49,63,"6, 13, 15, 15, 49","12, 9, 21, 21, 63",6,13,15,15,49,12,9,21,21,63,"0-1,0-1 SAA","3-0,3-0 SAA",01/22/21,Lose,No Attendence Recorded,No Location Recorded,6:00 PM,H,78,02:54,,,,,"MISS JUMPER by MURRAY,KYLEE(in the paint)",,,"MISS JUMPER by MURRAY,KYLEE(in the paint)",1,jumper,missed,Centre,kylee murray,,174
79,1,rhodes,Rhodes,Centre,49-63,49,63,"6, 13, 15, 15, 49","12, 9, 21, 21, 63",6,13,15,15,49,12,9,21,21,63,"0-1,0-1 SAA","3-0,3-0 SAA",01/22/21,Lose,No Attendence Recorded,No Location Recorded,6:00 PM,H,79,--,"REBOUND DEF by LONG,LIBBY",,,,,,,"REBOUND DEF by LONG,LIBBY",1,defensive rebound,,rhodes,libby long,,
80,1,rhodes,Rhodes,Centre,49-63,49,63,"6, 13, 15, 15, 49","12, 9, 21, 21, 63",6,13,15,15,49,12,9,21,21,63,"0-1,0-1 SAA","3-0,3-0 SAA",01/22/21,Lose,No Attendence Recorded,No Location Recorded,6:00 PM,H,80,02:35,"MISS 3PTR by LONG,LIBBY",,,,,,,"MISS 3PTR by LONG,LIBBY",1,three pointer,missed,rhodes,libby long,,155
81,1,rhodes,Rhodes,Centre,49-63,49,63,"6, 13, 15, 15, 49","12, 9, 21, 21, 63",6,13,15,15,49,12,9,21,21,63,"0-1,0-1 SAA","3-0,3-0 SAA",01/22/21,Lose,No Attendence Recorded,No Location Recorded,6:00 PM,H,81,--,,,,,"REBOUND DEF by MARCUM,MADISON",,,"REBOUND DEF by MARCUM,MADISON",1,defensive rebound,,Centre,madison marcum,,
82,1,rhodes,Rhodes,Centre,49-63,49,63,"6, 13, 15, 15, 49","12, 9, 21, 21, 63",6,13,15,15,49,12,9,21,21,63,"0-1,0-1 SAA","3-0,3-0 SAA",01/22/21,Lose,No Attendence Recorded,No Location Recorded,6:00 PM,H,82,02:33,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,1,timeout,,Centre,,,153
83,1,rhodes,Rhodes,Centre,49-63,49,63,"6, 13, 15, 15, 49","12, 9, 21, 21, 63",6,13,15,15,49,12,9,21,21,63,"0-1,0-1 SAA","3-0,3-0 SAA",01/22/21,Lose,No Attendence Recorded,No Location Recorded,6:00 PM,H,83,02:33,,,,,"SUB OUT by MARCUM,MADISON",,,"SUB OUT by MARCUM,MADISON",1,subbing out,,Centre,madison marcum,,153
84,1,rhodes,Rhodes,Centre,49-63,49,63,"6, 13, 15, 15, 49","12, 9, 21, 21, 63",6,13,15,15,49,12,9,21,21,63,"0-1,0-1 SAA","3-0,3-0 SAA",01/22/21,Lose,No Attendence Recorded,No Location Recorded,6:00 PM,H,84,02:33,,,,,"SUB IN by MAROVICH,MACKENZIE",,,"SUB IN by MAROVICH,MACKENZIE",1,subbing in,,Centre,mackenzie marovich,,153
85,1,rhodes,Rhodes,Centre,49-63,49,63,"6, 13, 15, 15, 49","12, 9, 21, 21, 63",6,13,15,15,49,12,9,21,21,63,"0-1,0-1 SAA","3-0,3-0 SAA",01/22/21,Lose,No Attendence Recorded,No Location Recorded,6:00 PM,H,85,02:15,,,,,"MISS LAYUP by HICKS,ELLEN(in the paint)",,,"MISS LAYUP by HICKS,ELLEN(in the paint)",1,layup,missed,Centre,ellen hicks,,135
86,1,rhodes,Rhodes,Centre,49-63,49,63,"6, 13, 15, 15, 49","12, 9, 21, 21, 63",6,13,15,15,49,12,9,21,21,63,"0-1,0-1 SAA","3-0,3-0 SAA",01/22/21,Lose,No Attendence Recorded,No Location Recorded,6:00 PM,H,86,--,"REBOUND DEF by MAYEUX,ALLI",,,,,,,"REBOUND DEF by MAYEUX,ALLI",1,defensive rebound,,rhodes,alli mayeux,,
87,1,rhodes,Rhodes,Centre,49-63,49,63,"6, 13, 15, 15, 49","12, 9, 21, 21, 63",6,13,15,15,49,12,9,21,21,63,"0-1,0-1 SAA","3-0,3-0 SAA",01/22/21,Lose,No Attendence Recorded,No Location Recorded,6:00 PM,H,87,02:06,"MISS JUMPER by DOWNEY,KIERA",,,,,,,"MISS JUMPER by DOWNEY,KIERA",1,jumper,missed,rhodes,kiera downey,,126
88,1,rhodes,Rhodes,Centre,49-63,49,63,"6, 13, 15, 15, 49","12, 9, 21, 21, 63",6,13,15,15,49,12,9,21,21,63,"0-1,0-1 SAA","3-0,3-0 SAA",01/22/21,Lose,No Attendence Recorded,No Location Recorded,6:00 PM,H,88,--,,,,,"REBOUND DEF by HICKS,ELLEN",,,"REBOUND DEF by HICKS,ELLEN",1,defensive rebound,,Centre,ellen hicks,,
89,1,rhodes,Rhodes,Centre,49-63,49,63,"6, 13, 15, 15, 49","12, 9, 21, 21, 63",6,13,15,15,49,12,9,21,21,63,"0-1,0-1 SAA","3-0,3-0 SAA",01/22/21,Lose,No Attendence Recorded,No Location Recorded,6:00 PM,H,89,01:51,,,,,"MISS JUMPER by CHIRICO,PRESLEY(in the paint)",,,"MISS JUMPER by CHIRICO,PRESLEY(in the paint)",1,jumper,missed,Centre,presley chirico,,111
90,1,rhodes,Rhodes,Centre,49-63,49,63,"6, 13, 15, 15, 49","12, 9, 21, 21, 63",6,13,15,15,49,12,9,21,21,63,"0-1,0-1 SAA","3-0,3-0 SAA",01/22/21,Lose,No Attendence Recorded,No Location Recorded,6:00 PM,H,90,01:51,"SUB OUT by ALTHOFF,CATHERINE",,,,,,,"SUB OUT by ALTHOFF,CATHERINE",1,subbing out,,rhodes,catherine althoff,,111
91,1,rhodes,Rhodes,Centre,49-63,49,63,"6, 13, 15, 15, 49","12, 9, 21, 21, 63",6,13,15,15,49,12,9,21,21,63,"0-1,0-1 SAA","3-0,3-0 SAA",01/22/21,Lose,No Attendence Recorded,No Location Recorded,6:00 PM,H,91,01:51,"SUB IN by LONGACRE,MAYA",,,,,,,"SUB IN by LONGACRE,MAYA",1,subbing in,,rhodes,maya longacre,,111
92,1,rhodes,Rhodes,Centre,49-63,49,63,"6, 13, 15, 15, 49","12, 9, 21, 21, 63",6,13,15,15,49,12,9,21,21,63,"0-1,0-1 SAA","3-0,3-0 SAA",01/22/21,Lose,No Attendence Recorded,No Location Recorded,6:00 PM,H,92,--,"REBOUND DEF by LONGACRE,MAYA",,,,,,,"REBOUND DEF by LONGACRE,MAYA",1,defensive rebound,,rhodes,maya longacre,,
93,1,rhodes,Rhodes,Centre,49-63,49,63,"6, 13, 15, 15, 49","12, 9, 21, 21, 63",6,13,15,15,49,12,9,21,21,63,"0-1,0-1 SAA","3-0,3-0 SAA",01/22/21,Lose,No Attendence Recorded,No Location Recorded,6:00 PM,H,93,01:37,"MISS LAYUP by LONG,LIBBY(in the paint)",,,,,,,"MISS LAYUP by LONG,LIBBY(in the paint)",1,layup,missed,rhodes,libby long,,97
94,1,rhodes,Rhodes,Centre,49-63,49,63,"6, 13, 15, 15, 49","12, 9, 21, 21, 63",6,13,15,15,49,12,9,21,21,63,"0-1,0-1 SAA","3-0,3-0 SAA",01/22/21,Lose,No Attendence Recorded,No Location Recorded,6:00 PM,H,94,--,"REBOUND OFF by LONGACRE,MAYA",,,,,,,"REBOUND OFF by LONGACRE,MAYA",1,offensive rebound,,rhodes,maya longacre,,
95,1,rhodes,Rhodes,Centre,49-63,49,63,"6, 13, 15, 15, 49","12, 9, 21, 21, 63",6,13,15,15,49,12,9,21,21,63,"0-1,0-1 SAA","3-0,3-0 SAA",01/22/21,Lose,No Attendence Recorded,No Location Recorded,6:00 PM,H,95,01:23,"GOOD LAYUP by LONGACRE,MAYA(in the paint)",12 (+10),,2,,Rhodes 12-2 (-10),,"GOOD LAYUP by LONGACRE,MAYA(in the paint)",1,layup,good,rhodes,maya longacre,2,83
96,1,rhodes,Rhodes,Centre,49-63,49,63,"6, 13, 15, 15, 49","12, 9, 21, 21, 63",6,13,15,15,49,12,9,21,21,63,"0-1,0-1 SAA","3-0,3-0 SAA",01/22/21,Lose,No Attendence Recorded,No Location Recorded,6:00 PM,H,96,01:14,,,,,"MISS JUMPER by MAROVICH,MACKENZIE(in the paint)",,,"MISS JUMPER by MAROVICH,MACKENZIE(in the paint)",1,jumper,missed,Centre,mackenzie marovich,,74
97,1,rhodes,Rhodes,Centre,49-63,49,63,"6, 13, 15, 15, 49","12, 9, 21, 21, 63",6,13,15,15,49,12,9,21,21,63,"0-1,0-1 SAA","3-0,3-0 SAA",01/22/21,Lose,No Attendence Recorded,No Location Recorded,6:00 PM,H,97,--,,,,,"REBOUND OFF by HICKS,ELLEN",,,"REBOUND OFF by HICKS,ELLEN",1,offensive rebound,,Centre,ellen hicks,,
98,1,rhodes,Rhodes,Centre,49-63,49,63,"6, 13, 15, 15, 49","12, 9, 21, 21, 63",6,13,15,15,49,12,9,21,21,63,"0-1,0-1 SAA","3-0,3-0 SAA",01/22/21,Lose,No Attendence Recorded,No Location Recorded,6:00 PM,H,98,01:14,"SUB OUT by MAYEUX,ALLI",,,,,,,"SUB OUT by MAYEUX,ALLI",1,subbing out,,rhodes,alli mayeux,,74
99,1,rhodes,Rhodes,Centre,49-63,49,63,"6, 13, 15, 15, 49","12, 9, 21, 21, 63",6,13,15,15,49,12,9,21,21,63,"0-1,0-1 SAA","3-0,3-0 SAA",01/22/21,Lose,No Attendence Recorded,No Location Recorded,6:00 PM,H,99,01:14,"SUB IN by TAYLOR,CAROLINE",,,,,,,"SUB IN by TAYLOR,CAROLINE",1,subbing in,,rhodes,caroline taylor,,74
100,1,rhodes,Rhodes,Centre,49-63,49,63,"6, 13, 15, 15, 49","12, 9, 21, 21, 63",6,13,15,15,49,12,9,21,21,63,"0-1,0-1 SAA","3-0,3-0 SAA",01/22/21,Lose,No Attendence Recorded,No Location Recorded,6:00 PM,H,100,01:06,,12 (+8),,4,"GOOD LAYUP by VINCENT,EMMA ROSE(in the paint)",Centre 12-4 (-8),,"GOOD LAYUP by VINCENT,EMMA ROSE(in the paint)",1,layup,good,Centre,emma rose vincent,2,66
101,1,rhodes,Rhodes,Centre,49-63,49,63,"6, 13, 15, 15, 49","12, 9, 21, 21, 63",6,13,15,15,49,12,9,21,21,63,"0-1,0-1 SAA","3-0,3-0 SAA",01/22/21,Lose,No Attendence Recorded,No Location Recorded,6:00 PM,H,101,01:06,,,,,"SUB OUT by HICKS,ELLEN",,,"SUB OUT by HICKS,ELLEN",1,subbing out,,Centre,ellen hicks,,66
102,1,rhodes,Rhodes,Centre,49-63,49,63,"6, 13, 15, 15, 49","12, 9, 21, 21, 63",6,13,15,15,49,12,9,21,21,63,"0-1,0-1 SAA","3-0,3-0 SAA",01/22/21,Lose,No Attendence Recorded,No Location Recorded,6:00 PM,H,102,01:06,,,,,"SUB IN by VINCENT,EMMA ROSE",,,"SUB IN by VINCENT,EMMA ROSE",1,subbing in,,Centre,emma rose vincent,,66
103,1,rhodes,Rhodes,Centre,49-63,49,63,"6, 13, 15, 15, 49","12, 9, 21, 21, 63",6,13,15,15,49,12,9,21,21,63,"0-1,0-1 SAA","3-0,3-0 SAA",01/22/21,Lose,No Attendence Recorded,No Location Recorded,6:00 PM,H,103,00:51,"MISS 3PTR by LONG,LIBBY",,,,,,,"MISS 3PTR by LONG,LIBBY",1,three pointer,missed,rhodes,libby long,,51
104,1,rhodes,Rhodes,Centre,49-63,49,63,"6, 13, 15, 15, 49","12, 9, 21, 21, 63",6,13,15,15,49,12,9,21,21,63,"0-1,0-1 SAA","3-0,3-0 SAA",01/22/21,Lose,No Attendence Recorded,No Location Recorded,6:00 PM,H,104,--,,,,,"REBOUND DEF by VINCENT,EMMA ROSE",,,"REBOUND DEF by VINCENT,EMMA ROSE",1,defensive rebound,,Centre,emma rose vincent,,
105,1,rhodes,Rhodes,Centre,49-63,49,63,"6, 13, 15, 15, 49","12, 9, 21, 21, 63",6,13,15,15,49,12,9,21,21,63,"0-1,0-1 SAA","3-0,3-0 SAA",01/22/21,Lose,No Attendence Recorded,No Location Recorded,6:00 PM,H,105,00:40,,,,,"MISS LAYUP by VINCENT,EMMA ROSE(in the paint)",,,"MISS LAYUP by VINCENT,EMMA ROSE(in the paint)",1,layup,missed,Centre,emma rose vincent,,40
106,1,rhodes,Rhodes,Centre,49-63,49,63,"6, 13, 15, 15, 49","12, 9, 21, 21, 63",6,13,15,15,49,12,9,21,21,63,"0-1,0-1 SAA","3-0,3-0 SAA",01/22/21,Lose,No Attendence Recorded,No Location Recorded,6:00 PM,H,106,--,"REBOUND DEF by MATHANGANI,ALEXYS",,,,,,,"REBOUND DEF by MATHANGANI,ALEXYS",1,defensive rebound,,rhodes,alexys mathangani,,
107,1,rhodes,Rhodes,Centre,49-63,49,63,"6, 13, 15, 15, 49","12, 9, 21, 21, 63",6,13,15,15,49,12,9,21,21,63,"0-1,0-1 SAA","3-0,3-0 SAA",01/22/21,Lose,No Attendence Recorded,No Location Recorded,6:00 PM,H,107,00:31,"MISS LAYUP by MATHANGANI,ALEXYS(in the paint)",,,,,,,"MISS LAYUP by MATHANGANI,ALEXYS(in the paint)",1,layup,missed,rhodes,alexys mathangani,,31
108,1,rhodes,Rhodes,Centre,49-63,49,63,"6, 13, 15, 15, 49","12, 9, 21, 21, 63",6,13,15,15,49,12,9,21,21,63,"0-1,0-1 SAA","3-0,3-0 SAA",01/22/21,Lose,No Attendence Recorded,No Location Recorded,6:00 PM,H,108,--,,,,,"REBOUND DEF by VINCENT,EMMA ROSE",,,"REBOUND DEF by VINCENT,EMMA ROSE",1,defensive rebound,,Centre,emma rose vincent,,
109,1,rhodes,Rhodes,Centre,49-63,49,63,"6, 13, 15, 15, 49","12, 9, 21, 21, 63",6,13,15,15,49,12,9,21,21,63,"0-1,0-1 SAA","3-0,3-0 SAA",01/22/21,Lose,No Attendence Recorded,No Location Recorded,6:00 PM,H,109,00:06,,12 (+6),,6,"GOOD LAYUP by WEHBY,ABIGAIL(in the paint)",Centre 12-6 (-6),,"GOOD LAYUP by WEHBY,ABIGAIL(in the paint)",1,layup,good,Centre,abigail wehby,2,6
110,1,rhodes,Rhodes,Centre,49-63,49,63,"6, 13, 15, 15, 49","12, 9, 21, 21, 63",6,13,15,15,49,12,9,21,21,63,"0-1,0-1 SAA","3-0,3-0 SAA",01/22/21,Lose,No Attendence Recorded,No Location Recorded,6:00 PM,H,110,Start Period 2,,,,,,,,,2,,,,,,
111,1,rhodes,Rhodes,Centre,49-63,49,63,"6, 13, 15, 15, 49","12, 9, 21, 21, 63",6,13,15,15,49,12,9,21,21,63,"0-1,0-1 SAA","3-0,3-0 SAA",01/22/21,Lose,No Attendence Recorded,No Location Recorded,6:00 PM,H,111,09:37,,,,,"SUB OUT by CHIRICO,PRESLEY",,,"SUB OUT by CHIRICO,PRESLEY",2,subbing out,,Centre,presley chirico,,577
112,1,rhodes,Rhodes,Centre,49-63,49,63,"6, 13, 15, 15, 49","12, 9, 21, 21, 63",6,13,15,15,49,12,9,21,21,63,"0-1,0-1 SAA","3-0,3-0 SAA",01/22/21,Lose,No Attendence Recorded,No Location Recorded,6:00 PM,H,112,09:37,,,,,"SUB OUT by MAROVICH,MACKENZIE",,,"SUB OUT by MAROVICH,MACKENZIE",2,subbing out,,Centre,mackenzie marovich,,577
113,1,rhodes,Rhodes,Centre,49-63,49,63,"6, 13, 15, 15, 49","12, 9, 21, 21, 63",6,13,15,15,49,12,9,21,21,63,"0-1,0-1 SAA","3-0,3-0 SAA",01/22/21,Lose,No Attendence Recorded,No Location Recorded,6:00 PM,H,113,09:37,,,,,"SUB OUT by WEHBY,ABIGAIL",,,"SUB OUT by WEHBY,ABIGAIL",2,subbing out,,Centre,abigail wehby,,577
114,1,rhodes,Rhodes,Centre,49-63,49,63,"6, 13, 15, 15, 49","12, 9, 21, 21, 63",6,13,15,15,49,12,9,21,21,63,"0-1,0-1 SAA","3-0,3-0 SAA",01/22/21,Lose,No Attendence Recorded,No Location Recorded,6:00 PM,H,114,09:37,,,,,"SUB IN by STEVENSON,BROOKE",,,"SUB IN by STEVENSON,BROOKE",2,subbing in,,Centre,brooke stevenson,,577
115,1,rhodes,Rhodes,Centre,49-63,49,63,"6, 13, 15, 15, 49","12, 9, 21, 21, 63",6,13,15,15,49,12,9,21,21,63,"0-1,0-1 SAA","3-0,3-0 SAA",01/22/21,Lose,No Attendence Recorded,No Location Recorded,6:00 PM,H,115,09:37,,,,,"SUB IN by HEROLD,PAYTON",,,"SUB IN by HEROLD,PAYTON",2,subbing in,,Centre,payton herold,,577
116,1,rhodes,Rhodes,Centre,49-63,49,63,"6, 13, 15, 15, 49","12, 9, 21, 21, 63",6,13,15,15,49,12,9,21,21,63,"0-1,0-1 SAA","3-0,3-0 SAA",01/22/21,Lose,No Attendence Recorded,No Location Recorded,6:00 PM,H,116,09:37,,,,,"SUB IN by JENNINGS,RACHEL",,,"SUB IN by JENNINGS,RACHEL",2,subbing in,,Centre,rachel jennings,,577
117,1,rhodes,Rhodes,Centre,49-63,49,63,"6, 13, 15, 15, 49","12, 9, 21, 21, 63",6,13,15,15,49,12,9,21,21,63,"0-1,0-1 SAA","3-0,3-0 SAA",01/22/21,Lose,No Attendence Recorded,No Location Recorded,6:00 PM,H,117,09:37,"SUB OUT by LONG,LIBBY",,,,,,,"SUB OUT by LONG,LIBBY",2,subbing out,,rhodes,libby long,,577
118,1,rhodes,Rhodes,Centre,49-63,49,63,"6, 13, 15, 15, 49","12, 9, 21, 21, 63",6,13,15,15,49,12,9,21,21,63,"0-1,0-1 SAA","3-0,3-0 SAA",01/22/21,Lose,No Attendence Recorded,No Location Recorded,6:00 PM,H,118,09:37,"SUB OUT by LONGACRE,MAYA",,,,,,,"SUB OUT by LONGACRE,MAYA",2,subbing out,,rhodes,maya longacre,,577
119,1,rhodes,Rhodes,Centre,49-63,49,63,"6, 13, 15, 15, 49","12, 9, 21, 21, 63",6,13,15,15,49,12,9,21,21,63,"0-1,0-1 SAA","3-0,3-0 SAA",01/22/21,Lose,No Attendence Recorded,No Location Recorded,6:00 PM,H,119,09:37,"SUB IN by HAGEN,ELLEN",,,,,,,"SUB IN by HAGEN,ELLEN",2,subbing in,,rhodes,ellen hagen,,577
120,1,rhodes,Rhodes,Centre,49-63,49,63,"6, 13, 15, 15, 49","12, 9, 21, 21, 63",6,13,15,15,49,12,9,21,21,63,"0-1,0-1 SAA","3-0,3-0 SAA",01/22/21,Lose,No Attendence Recorded,No Location Recorded,6:00 PM,H,120,09:37,"SUB IN by ALTHOFF,CATHERINE",,,,,,,"SUB IN by ALTHOFF,CATHERINE",2,subbing in,,rhodes,catherine althoff,,577
121,1,rhodes,Rhodes,Centre,49-63,49,63,"6, 13, 15, 15, 49","12, 9, 21, 21, 63",6,13,15,15,49,12,9,21,21,63,"0-1,0-1 SAA","3-0,3-0 SAA",01/22/21,Lose,No Attendence Recorded,No Location Recorded,6:00 PM,H,121,09:32,"MISS 3PTR by HAGEN,ELLEN",,,,,,,"MISS 3PTR by HAGEN,ELLEN",2,three pointer,missed,rhodes,ellen hagen,,572
122,1,rhodes,Rhodes,Centre,49-63,49,63,"6, 13, 15, 15, 49","12, 9, 21, 21, 63",6,13,15,15,49,12,9,21,21,63,"0-1,0-1 SAA","3-0,3-0 SAA",01/22/21,Lose,No Attendence Recorded,No Location Recorded,6:00 PM,H,122,--,"REBOUND OFF by TAYLOR,CAROLINE",,,,,,,"REBOUND OFF by TAYLOR,CAROLINE",2,offensive rebound,,rhodes,caroline taylor,,
123,1,rhodes,Rhodes,Centre,49-63,49,63,"6, 13, 15, 15, 49","12, 9, 21, 21, 63",6,13,15,15,49,12,9,21,21,63,"0-1,0-1 SAA","3-0,3-0 SAA",01/22/21,Lose,No Attendence Recorded,No Location Recorded,6:00 PM,H,123,09:20,"GOOD LAYUP by TAYLOR,CAROLINE(in the paint)",14 (+8),,6,,Rhodes 14-6 (-8),,"GOOD LAYUP by TAYLOR,CAROLINE(in the paint)",2,layup,good,rhodes,caroline taylor,2,560
