,game,opponent name,boxscore_visitor_name,boxscore_home_name,final score,centreFinalScore,opponentFinalScore,centreScoreByPeriod,opponentScoreByPeriod,centreScorePeriod1,centreScorePeriod2,centreScorePeriod3,centreScorePeriod4,centreScorePeriod5,opponentScorePeriod1,opponentScorePeriod2,opponentScorePeriod3,opponentScorePeriod4,opponentScorePeriod5,centreRecord,opponentRecord,gameDate,outcome,attendance,gameLocation,gameTime,homeGame,,Time Remaining,OUW,Away Team Score,Play Team Indicator,Home Team Score,CENTRE-W,Game Score,Team Indicator,Play,period number,Play Type,Shot Outcome,Team,Player,Points Earned,Time(seconds)
10,21,oglethorpe,Oglethorpe,Centre,45-57,45,57,"11, 7, 16, 11, 45","10, 21, 12, 14, 57",11,7,16,11,45,10,21,12,14,57,"6-15, 4-6 SAA","13-6, 7-3 SAA",02/03/17,Lose,162,No Location Recorded,6:00 PM,H,10,--,,,,,"REBOUND DEF by MILLER,LAKKEN",,,"REBOUND DEF by MILLER,LAKKEN",1,defensive rebound,,Centre,lakken miller,,
11,21,oglethorpe,Oglethorpe,Centre,45-57,45,57,"11, 7, 16, 11, 45","10, 21, 12, 14, 57",11,7,16,11,45,10,21,12,14,57,"6-15, 4-6 SAA","13-6, 7-3 SAA",02/03/17,Lose,162,No Location Recorded,6:00 PM,H,11,08:54,,,,,"MISS JUMPER by VANCE,DAY",,,"MISS JUMPER by VANCE,DAY",1,jumper,missed,Centre,day vance,,534
12,21,oglethorpe,Oglethorpe,Centre,45-57,45,57,"11, 7, 16, 11, 45","10, 21, 12, 14, 57",11,7,16,11,45,10,21,12,14,57,"6-15, 4-6 SAA","13-6, 7-3 SAA",02/03/17,Lose,162,No Location Recorded,6:00 PM,H,12,--,"REBOUND DEF by RANSOM,LAUREN",,,,,,,"REBOUND DEF by RANSOM,LAUREN",1,defensive rebound,,oglethorpe,lauren ransom,,
13,21,oglethorpe,Oglethorpe,Centre,45-57,45,57,"11, 7, 16, 11, 45","10, 21, 12, 14, 57",11,7,16,11,45,10,21,12,14,57,"6-15, 4-6 SAA","13-6, 7-3 SAA",02/03/17,Lose,162,No Location Recorded,6:00 PM,H,13,08:44,"GOOD JUMPER by CHARLES,BAILEY",2 (+2),,0,,OUW 2-0 (-2),,"GOOD JUMPER by CHARLES,BAILEY",1,jumper,good,oglethorpe,bailey charles,2,524
14,21,oglethorpe,Oglethorpe,Centre,45-57,45,57,"11, 7, 16, 11, 45","10, 21, 12, 14, 57",11,7,16,11,45,10,21,12,14,57,"6-15, 4-6 SAA","13-6, 7-3 SAA",02/03/17,Lose,162,No Location Recorded,6:00 PM,H,14,08:13,,,,,"MISS 3PTR by SCHAD,OLIVIA",,,"MISS 3PTR by SCHAD,OLIVIA",1,three pointer,missed,Centre,olivia schad,,493
15,21,oglethorpe,Oglethorpe,Centre,45-57,45,57,"11, 7, 16, 11, 45","10, 21, 12, 14, 57",11,7,16,11,45,10,21,12,14,57,"6-15, 4-6 SAA","13-6, 7-3 SAA",02/03/17,Lose,162,No Location Recorded,6:00 PM,H,15,--,"REBOUND DEF by CHARLES,BAILEY",,,,,,,"REBOUND DEF by CHARLES,BAILEY",1,defensive rebound,,oglethorpe,bailey charles,,
16,21,oglethorpe,Oglethorpe,Centre,45-57,45,57,"11, 7, 16, 11, 45","10, 21, 12, 14, 57",11,7,16,11,45,10,21,12,14,57,"6-15, 4-6 SAA","13-6, 7-3 SAA",02/03/17,Lose,162,No Location Recorded,6:00 PM,H,16,08:04,"TURNOVER  by CHARLES,BAILEY",,,,,,,"TURNOVER  by CHARLES,BAILEY",1,turnover,,oglethorpe,bailey charles,,484
17,21,oglethorpe,Oglethorpe,Centre,45-57,45,57,"11, 7, 16, 11, 45","10, 21, 12, 14, 57",11,7,16,11,45,10,21,12,14,57,"6-15, 4-6 SAA","13-6, 7-3 SAA",02/03/17,Lose,162,No Location Recorded,6:00 PM,H,17,07:49,,2,,2,"GOOD JUMPER by VANCE,DAY(in the paint)",CENTRE-W 2-2 (0),,"GOOD JUMPER by VANCE,DAY(in the paint)",1,jumper,good,Centre,day vance,2,469
18,21,oglethorpe,Oglethorpe,Centre,45-57,45,57,"11, 7, 16, 11, 45","10, 21, 12, 14, 57",11,7,16,11,45,10,21,12,14,57,"6-15, 4-6 SAA","13-6, 7-3 SAA",02/03/17,Lose,162,No Location Recorded,6:00 PM,H,18,07:37,"MISS JUMPER by RANSOM,LAUREN",,,,,,,"MISS JUMPER by RANSOM,LAUREN",1,jumper,missed,oglethorpe,lauren ransom,,457
19,21,oglethorpe,Oglethorpe,Centre,45-57,45,57,"11, 7, 16, 11, 45","10, 21, 12, 14, 57",11,7,16,11,45,10,21,12,14,57,"6-15, 4-6 SAA","13-6, 7-3 SAA",02/03/17,Lose,162,No Location Recorded,6:00 PM,H,19,07:37,,,,,"BLOCK  by SCHAD,OLIVIA",,,"BLOCK  by SCHAD,OLIVIA",1,block,,Centre,olivia schad,,457
20,21,oglethorpe,Oglethorpe,Centre,45-57,45,57,"11, 7, 16, 11, 45","10, 21, 12, 14, 57",11,7,16,11,45,10,21,12,14,57,"6-15, 4-6 SAA","13-6, 7-3 SAA",02/03/17,Lose,162,No Location Recorded,6:00 PM,H,20,--,"REBOUND OFF by RANSOM,LAUREN",,,,,,,"REBOUND OFF by RANSOM,LAUREN",1,offensive rebound,,oglethorpe,lauren ransom,,
21,21,oglethorpe,Oglethorpe,Centre,45-57,45,57,"11, 7, 16, 11, 45","10, 21, 12, 14, 57",11,7,16,11,45,10,21,12,14,57,"6-15, 4-6 SAA","13-6, 7-3 SAA",02/03/17,Lose,162,No Location Recorded,6:00 PM,H,21,07:27,"GOOD LAYUP by RANSOM,LAUREN(in the paint)",4 (+2),,2,,OUW 4-2 (-2),,"GOOD LAYUP by RANSOM,LAUREN(in the paint)",1,layup,good,oglethorpe,lauren ransom,2,447
22,21,oglethorpe,Oglethorpe,Centre,45-57,45,57,"11, 7, 16, 11, 45","10, 21, 12, 14, 57",11,7,16,11,45,10,21,12,14,57,"6-15, 4-6 SAA","13-6, 7-3 SAA",02/03/17,Lose,162,No Location Recorded,6:00 PM,H,22,07:09,"TURNOVER  by CHARLES,BAILEY",,,,,,,"TURNOVER  by CHARLES,BAILEY",1,turnover,,oglethorpe,bailey charles,,429
23,21,oglethorpe,Oglethorpe,Centre,45-57,45,57,"11, 7, 16, 11, 45","10, 21, 12, 14, 57",11,7,16,11,45,10,21,12,14,57,"6-15, 4-6 SAA","13-6, 7-3 SAA",02/03/17,Lose,162,No Location Recorded,6:00 PM,H,23,07:09,"FOUL  by FOLTZ,MADI",,,,,,,"FOUL  by FOLTZ,MADI",1,foul,,oglethorpe,madi foltz,,429
24,21,oglethorpe,Oglethorpe,Centre,45-57,45,57,"11, 7, 16, 11, 45","10, 21, 12, 14, 57",11,7,16,11,45,10,21,12,14,57,"6-15, 4-6 SAA","13-6, 7-3 SAA",02/03/17,Lose,162,No Location Recorded,6:00 PM,H,24,07:09,,,,,"STEAL  by VANCE,DAY",,,"STEAL  by VANCE,DAY",1,steal,,Centre,,,429
25,21,oglethorpe,Oglethorpe,Centre,45-57,45,57,"11, 7, 16, 11, 45","10, 21, 12, 14, 57",11,7,16,11,45,10,21,12,14,57,"6-15, 4-6 SAA","13-6, 7-3 SAA",02/03/17,Lose,162,No Location Recorded,6:00 PM,H,25,07:09,,4 (+1),,3,"GOOD FT by VANCE,DAY",CENTRE-W 4-3 (-1),,"GOOD FT by VANCE,DAY",1,free throw,good,Centre,day vance,1,429
26,21,oglethorpe,Oglethorpe,Centre,45-57,45,57,"11, 7, 16, 11, 45","10, 21, 12, 14, 57",11,7,16,11,45,10,21,12,14,57,"6-15, 4-6 SAA","13-6, 7-3 SAA",02/03/17,Lose,162,No Location Recorded,6:00 PM,H,26,07:09,,,,,"MISS JUMPER by VANCE,DAY",,,"MISS JUMPER by VANCE,DAY",1,jumper,missed,Centre,day vance,,429
27,21,oglethorpe,Oglethorpe,Centre,45-57,45,57,"11, 7, 16, 11, 45","10, 21, 12, 14, 57",11,7,16,11,45,10,21,12,14,57,"6-15, 4-6 SAA","13-6, 7-3 SAA",02/03/17,Lose,162,No Location Recorded,6:00 PM,H,27,07:09,,,,,"MISS FT by VANCE,DAY",,,"MISS FT by VANCE,DAY",1,free throw,missed,Centre,day vance,,429
28,21,oglethorpe,Oglethorpe,Centre,45-57,45,57,"11, 7, 16, 11, 45","10, 21, 12, 14, 57",11,7,16,11,45,10,21,12,14,57,"6-15, 4-6 SAA","13-6, 7-3 SAA",02/03/17,Lose,162,No Location Recorded,6:00 PM,H,28,--,,,,,"REBOUND DEF by KELLAM,PAIGE",,,"REBOUND DEF by KELLAM,PAIGE",1,defensive rebound,,Centre,paige kellam,,
29,21,oglethorpe,Oglethorpe,Centre,45-57,45,57,"11, 7, 16, 11, 45","10, 21, 12, 14, 57",11,7,16,11,45,10,21,12,14,57,"6-15, 4-6 SAA","13-6, 7-3 SAA",02/03/17,Lose,162,No Location Recorded,6:00 PM,H,29,--,,,,,"REBOUND OFF by MOORE,LAUREN",,,"REBOUND OFF by MOORE,LAUREN",1,offensive rebound,,Centre,lauren moore,,
30,21,oglethorpe,Oglethorpe,Centre,45-57,45,57,"11, 7, 16, 11, 45","10, 21, 12, 14, 57",11,7,16,11,45,10,21,12,14,57,"6-15, 4-6 SAA","13-6, 7-3 SAA",02/03/17,Lose,162,No Location Recorded,6:00 PM,H,30,07:09,"SUB IN by BROWN,ALEXANDRIA",,,,,,,"SUB IN by BROWN,ALEXANDRIA",1,subbing in,,oglethorpe,alexandria brown,,429
31,21,oglethorpe,Oglethorpe,Centre,45-57,45,57,"11, 7, 16, 11, 45","10, 21, 12, 14, 57",11,7,16,11,45,10,21,12,14,57,"6-15, 4-6 SAA","13-6, 7-3 SAA",02/03/17,Lose,162,No Location Recorded,6:00 PM,H,31,07:09,"SUB IN by GRINDLE,MORGAN",,,,,,,"SUB IN by GRINDLE,MORGAN",1,subbing in,,oglethorpe,morgan grindle,,429
32,21,oglethorpe,Oglethorpe,Centre,45-57,45,57,"11, 7, 16, 11, 45","10, 21, 12, 14, 57",11,7,16,11,45,10,21,12,14,57,"6-15, 4-6 SAA","13-6, 7-3 SAA",02/03/17,Lose,162,No Location Recorded,6:00 PM,H,32,07:09,"SUB IN by ANDREY,NICOLETTE",,,,,,,"SUB IN by ANDREY,NICOLETTE",1,subbing in,,oglethorpe,nicolette andrey,,429
33,21,oglethorpe,Oglethorpe,Centre,45-57,45,57,"11, 7, 16, 11, 45","10, 21, 12, 14, 57",11,7,16,11,45,10,21,12,14,57,"6-15, 4-6 SAA","13-6, 7-3 SAA",02/03/17,Lose,162,No Location Recorded,6:00 PM,H,33,07:09,"SUB OUT by FOLTZ,MADI",,,,,,,"SUB OUT by FOLTZ,MADI",1,subbing out,,oglethorpe,madi foltz,,429
34,21,oglethorpe,Oglethorpe,Centre,45-57,45,57,"11, 7, 16, 11, 45","10, 21, 12, 14, 57",11,7,16,11,45,10,21,12,14,57,"6-15, 4-6 SAA","13-6, 7-3 SAA",02/03/17,Lose,162,No Location Recorded,6:00 PM,H,34,07:09,"SUB OUT by DYER,KARLYMARIE",,,,,,,"SUB OUT by DYER,KARLYMARIE",1,subbing out,,oglethorpe,karlymarie dyer,,429
35,21,oglethorpe,Oglethorpe,Centre,45-57,45,57,"11, 7, 16, 11, 45","10, 21, 12, 14, 57",11,7,16,11,45,10,21,12,14,57,"6-15, 4-6 SAA","13-6, 7-3 SAA",02/03/17,Lose,162,No Location Recorded,6:00 PM,H,35,07:09,"SUB OUT by RANSOM,LAUREN",,,,,,,"SUB OUT by RANSOM,LAUREN",1,subbing out,,oglethorpe,lauren ransom,,429
36,21,oglethorpe,Oglethorpe,Centre,45-57,45,57,"11, 7, 16, 11, 45","10, 21, 12, 14, 57",11,7,16,11,45,10,21,12,14,57,"6-15, 4-6 SAA","13-6, 7-3 SAA",02/03/17,Lose,162,No Location Recorded,6:00 PM,H,36,07:09,,,,,"SUB IN by MOORE,LAUREN",,,"SUB IN by MOORE,LAUREN",1,subbing in,,Centre,lauren moore,,429
37,21,oglethorpe,Oglethorpe,Centre,45-57,45,57,"11, 7, 16, 11, 45","10, 21, 12, 14, 57",11,7,16,11,45,10,21,12,14,57,"6-15, 4-6 SAA","13-6, 7-3 SAA",02/03/17,Lose,162,No Location Recorded,6:00 PM,H,37,07:09,,,,,"SUB IN by KELLAM,PAIGE",,,"SUB IN by KELLAM,PAIGE",1,subbing in,,Centre,paige kellam,,429
38,21,oglethorpe,Oglethorpe,Centre,45-57,45,57,"11, 7, 16, 11, 45","10, 21, 12, 14, 57",11,7,16,11,45,10,21,12,14,57,"6-15, 4-6 SAA","13-6, 7-3 SAA",02/03/17,Lose,162,No Location Recorded,6:00 PM,H,38,07:09,,,,,"SUB OUT by MILLER,LAKKEN",,,"SUB OUT by MILLER,LAKKEN",1,subbing out,,Centre,lakken miller,,429
39,21,oglethorpe,Oglethorpe,Centre,45-57,45,57,"11, 7, 16, 11, 45","10, 21, 12, 14, 57",11,7,16,11,45,10,21,12,14,57,"6-15, 4-6 SAA","13-6, 7-3 SAA",02/03/17,Lose,162,No Location Recorded,6:00 PM,H,39,07:09,,,,,"SUB OUT by STEWART,ABIGAIL",,,"SUB OUT by STEWART,ABIGAIL",1,subbing out,,Centre,abigail stewart,,429
40,21,oglethorpe,Oglethorpe,Centre,45-57,45,57,"11, 7, 16, 11, 45","10, 21, 12, 14, 57",11,7,16,11,45,10,21,12,14,57,"6-15, 4-6 SAA","13-6, 7-3 SAA",02/03/17,Lose,162,No Location Recorded,6:00 PM,H,40,07:06,,,,,"TURNOVER  by ANDREASSEN,CAROLINE",,,"TURNOVER  by ANDREASSEN,CAROLINE",1,turnover,,Centre,caroline andreassen,,426
41,21,oglethorpe,Oglethorpe,Centre,45-57,45,57,"11, 7, 16, 11, 45","10, 21, 12, 14, 57",11,7,16,11,45,10,21,12,14,57,"6-15, 4-6 SAA","13-6, 7-3 SAA",02/03/17,Lose,162,No Location Recorded,6:00 PM,H,41,07:05,,,,,"MISS LAYUP by MOORE,LAUREN",,,"MISS LAYUP by MOORE,LAUREN",1,layup,missed,Centre,lauren moore,,425
42,21,oglethorpe,Oglethorpe,Centre,45-57,45,57,"11, 7, 16, 11, 45","10, 21, 12, 14, 57",11,7,16,11,45,10,21,12,14,57,"6-15, 4-6 SAA","13-6, 7-3 SAA",02/03/17,Lose,162,No Location Recorded,6:00 PM,H,42,07:05,"STEAL  by CHARLES,BAILEY",,,,,,,"STEAL  by CHARLES,BAILEY",1,steal,,oglethorpe,,,425
43,21,oglethorpe,Oglethorpe,Centre,45-57,45,57,"11, 7, 16, 11, 45","10, 21, 12, 14, 57",11,7,16,11,45,10,21,12,14,57,"6-15, 4-6 SAA","13-6, 7-3 SAA",02/03/17,Lose,162,No Location Recorded,6:00 PM,H,43,--,,,,,"REBOUND OFF by KELLAM,PAIGE",,,"REBOUND OFF by KELLAM,PAIGE",1,offensive rebound,,Centre,paige kellam,,
44,21,oglethorpe,Oglethorpe,Centre,45-57,45,57,"11, 7, 16, 11, 45","10, 21, 12, 14, 57",11,7,16,11,45,10,21,12,14,57,"6-15, 4-6 SAA","13-6, 7-3 SAA",02/03/17,Lose,162,No Location Recorded,6:00 PM,H,44,07:01,,4,,6 (+2),"GOOD 3PTR by KELLAM,PAIGE",CENTRE-W 4-6 (+2),,"GOOD 3PTR by KELLAM,PAIGE",1,three pointer,good,Centre,paige kellam,3,421
45,21,oglethorpe,Oglethorpe,Centre,45-57,45,57,"11, 7, 16, 11, 45","10, 21, 12, 14, 57",11,7,16,11,45,10,21,12,14,57,"6-15, 4-6 SAA","13-6, 7-3 SAA",02/03/17,Lose,162,No Location Recorded,6:00 PM,H,45,06:13,,,,,"FOUL  by ANDREASSEN,CAROLINE",,,"FOUL  by ANDREASSEN,CAROLINE",1,foul,,Centre,caroline andreassen,,373
46,21,oglethorpe,Oglethorpe,Centre,45-57,45,57,"11, 7, 16, 11, 45","10, 21, 12, 14, 57",11,7,16,11,45,10,21,12,14,57,"6-15, 4-6 SAA","13-6, 7-3 SAA",02/03/17,Lose,162,No Location Recorded,6:00 PM,H,46,06:13,"GOOD FT by CHARLES,BAILEY",5,,6 (+1),,OUW 5-6 (+1),,"GOOD FT by CHARLES,BAILEY",1,free throw,good,oglethorpe,bailey charles,1,373
47,21,oglethorpe,Oglethorpe,Centre,45-57,45,57,"11, 7, 16, 11, 45","10, 21, 12, 14, 57",11,7,16,11,45,10,21,12,14,57,"6-15, 4-6 SAA","13-6, 7-3 SAA",02/03/17,Lose,162,No Location Recorded,6:00 PM,H,47,06:13,"SUB IN by RANSOM,LAUREN",,,,,,,"SUB IN by RANSOM,LAUREN",1,subbing in,,oglethorpe,lauren ransom,,373
48,21,oglethorpe,Oglethorpe,Centre,45-57,45,57,"11, 7, 16, 11, 45","10, 21, 12, 14, 57",11,7,16,11,45,10,21,12,14,57,"6-15, 4-6 SAA","13-6, 7-3 SAA",02/03/17,Lose,162,No Location Recorded,6:00 PM,H,48,06:13,"SUB IN by DODSON,TAYLOR",,,,,,,"SUB IN by DODSON,TAYLOR",1,subbing in,,oglethorpe,taylor dodson,,373
49,21,oglethorpe,Oglethorpe,Centre,45-57,45,57,"11, 7, 16, 11, 45","10, 21, 12, 14, 57",11,7,16,11,45,10,21,12,14,57,"6-15, 4-6 SAA","13-6, 7-3 SAA",02/03/17,Lose,162,No Location Recorded,6:00 PM,H,49,06:13,"SUB OUT by GRINDLE,MORGAN",,,,,,,"SUB OUT by GRINDLE,MORGAN",1,subbing out,,oglethorpe,morgan grindle,,373
50,21,oglethorpe,Oglethorpe,Centre,45-57,45,57,"11, 7, 16, 11, 45","10, 21, 12, 14, 57",11,7,16,11,45,10,21,12,14,57,"6-15, 4-6 SAA","13-6, 7-3 SAA",02/03/17,Lose,162,No Location Recorded,6:00 PM,H,50,06:13,"SUB OUT by CHARLES,BAILEY",,,,,,,"SUB OUT by CHARLES,BAILEY",1,subbing out,,oglethorpe,bailey charles,,373
51,21,oglethorpe,Oglethorpe,Centre,45-57,45,57,"11, 7, 16, 11, 45","10, 21, 12, 14, 57",11,7,16,11,45,10,21,12,14,57,"6-15, 4-6 SAA","13-6, 7-3 SAA",02/03/17,Lose,162,No Location Recorded,6:00 PM,H,51,06:13,,,,,"SUB IN by BUNNER,CHEYENNE",,,"SUB IN by BUNNER,CHEYENNE",1,subbing in,,Centre,cheyenne bunner,,373
52,21,oglethorpe,Oglethorpe,Centre,45-57,45,57,"11, 7, 16, 11, 45","10, 21, 12, 14, 57",11,7,16,11,45,10,21,12,14,57,"6-15, 4-6 SAA","13-6, 7-3 SAA",02/03/17,Lose,162,No Location Recorded,6:00 PM,H,52,06:13,,,,,"SUB IN by BALLARD,AMI",,,"SUB IN by BALLARD,AMI",1,subbing in,,Centre,ami ballard,,373
53,21,oglethorpe,Oglethorpe,Centre,45-57,45,57,"11, 7, 16, 11, 45","10, 21, 12, 14, 57",11,7,16,11,45,10,21,12,14,57,"6-15, 4-6 SAA","13-6, 7-3 SAA",02/03/17,Lose,162,No Location Recorded,6:00 PM,H,53,06:13,,,,,"SUB OUT by VANCE,DAY",,,"SUB OUT by VANCE,DAY",1,subbing out,,Centre,day vance,,373
54,21,oglethorpe,Oglethorpe,Centre,45-57,45,57,"11, 7, 16, 11, 45","10, 21, 12, 14, 57",11,7,16,11,45,10,21,12,14,57,"6-15, 4-6 SAA","13-6, 7-3 SAA",02/03/17,Lose,162,No Location Recorded,6:00 PM,H,54,06:13,,,,,"SUB OUT by ANDREASSEN,CAROLINE",,,"SUB OUT by ANDREASSEN,CAROLINE",1,subbing out,,Centre,caroline andreassen,,373
55,21,oglethorpe,Oglethorpe,Centre,45-57,45,57,"11, 7, 16, 11, 45","10, 21, 12, 14, 57",11,7,16,11,45,10,21,12,14,57,"6-15, 4-6 SAA","13-6, 7-3 SAA",02/03/17,Lose,162,No Location Recorded,6:00 PM,H,55,06:11,"GOOD FT by CHARLES,BAILEY",6,,6,,OUW 6-6 (0),,"GOOD FT by CHARLES,BAILEY",1,free throw,good,oglethorpe,bailey charles,1,371
56,21,oglethorpe,Oglethorpe,Centre,45-57,45,57,"11, 7, 16, 11, 45","10, 21, 12, 14, 57",11,7,16,11,45,10,21,12,14,57,"6-15, 4-6 SAA","13-6, 7-3 SAA",02/03/17,Lose,162,No Location Recorded,6:00 PM,H,56,05:50,,,,,"MISS JUMPER by BUNNER,CHEYENNE",,,"MISS JUMPER by BUNNER,CHEYENNE",1,jumper,missed,Centre,cheyenne bunner,,350
57,21,oglethorpe,Oglethorpe,Centre,45-57,45,57,"11, 7, 16, 11, 45","10, 21, 12, 14, 57",11,7,16,11,45,10,21,12,14,57,"6-15, 4-6 SAA","13-6, 7-3 SAA",02/03/17,Lose,162,No Location Recorded,6:00 PM,H,57,--,"REBOUND DEF by BROWN,ALEXANDRIA",,,,,,,"REBOUND DEF by BROWN,ALEXANDRIA",1,defensive rebound,,oglethorpe,alexandria brown,,
58,21,oglethorpe,Oglethorpe,Centre,45-57,45,57,"11, 7, 16, 11, 45","10, 21, 12, 14, 57",11,7,16,11,45,10,21,12,14,57,"6-15, 4-6 SAA","13-6, 7-3 SAA",02/03/17,Lose,162,No Location Recorded,6:00 PM,H,58,05:43,"MISS JUMPER by ANDREY,NICOLETTE",,,,,,,"MISS JUMPER by ANDREY,NICOLETTE",1,jumper,missed,oglethorpe,nicolette andrey,,343
59,21,oglethorpe,Oglethorpe,Centre,45-57,45,57,"11, 7, 16, 11, 45","10, 21, 12, 14, 57",11,7,16,11,45,10,21,12,14,57,"6-15, 4-6 SAA","13-6, 7-3 SAA",02/03/17,Lose,162,No Location Recorded,6:00 PM,H,59,--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,1,offensive rebound,,oglethorpe,,,
60,21,oglethorpe,Oglethorpe,Centre,45-57,45,57,"11, 7, 16, 11, 45","10, 21, 12, 14, 57",11,7,16,11,45,10,21,12,14,57,"6-15, 4-6 SAA","13-6, 7-3 SAA",02/03/17,Lose,162,No Location Recorded,6:00 PM,H,60,05:41,,,,,"FOUL  by KELLAM,PAIGE",,,"FOUL  by KELLAM,PAIGE",1,foul,,Centre,paige kellam,,341
61,21,oglethorpe,Oglethorpe,Centre,45-57,45,57,"11, 7, 16, 11, 45","10, 21, 12, 14, 57",11,7,16,11,45,10,21,12,14,57,"6-15, 4-6 SAA","13-6, 7-3 SAA",02/03/17,Lose,162,No Location Recorded,6:00 PM,H,61,05:35,"GOOD LAYUP by RANSOM,LAUREN(in the paint)",8 (+2),,6,,OUW 8-6 (-2),,"GOOD LAYUP by RANSOM,LAUREN(in the paint)",1,layup,good,oglethorpe,lauren ransom,2,335
