,game,opponent name,boxscore_visitor_name,boxscore_home_name,final score,centreFinalScore,opponentFinalScore,centreScoreByPeriod,opponentScoreByPeriod,centreScorePeriod1,centreScorePeriod2,centreScorePeriod3,centreScorePeriod4,centreScorePeriod5,opponentScorePeriod1,opponentScorePeriod2,opponentScorePeriod3,opponentScorePeriod4,opponentScorePeriod5,centreRecord,opponentRecord,gameDate,outcome,attendance,gameLocation,gameTime,homeGame,,Time Remaining,CENTRE,Away Team Score,Play Team Indicator,Home Team Score,SEWANEE,Game Score,Team Indicator,Play,period number,Play Type,Shot Outcome,Team,Player,Points Earned,Time(seconds)
55,25,sewanee,Centre,Sewanee,73-66,73,66,"23, 16, 17, 17, 73","21, 11, 16, 18, 66",23,16,17,17,73,21,11,16,18,66,"7-18, 5-9 SAA","9-15, 6-8 SAA",02/18/17,Win,230,No Location Recorded,1:00 PM,A,55,03:38,,20 (+6),,14,"GOOD LAYUP by TAYLOR,BELLA(in the paint)",SEWANEE 20-14 (+6),,"GOOD LAYUP by TAYLOR,BELLA(in the paint)",1,layup,good,sewanee,bella taylor,2,218
56,25,sewanee,Centre,Sewanee,73-66,73,66,"23, 16, 17, 17, 73","21, 11, 16, 18, 66",23,16,17,17,73,21,11,16,18,66,"7-18, 5-9 SAA","9-15, 6-8 SAA",02/18/17,Win,230,No Location Recorded,1:00 PM,A,56,03:08,"GOOD 3PTR by ANDREASSEN,CAROLINE",23 (+9),,14,,CENTRE 23-14 (+9),,"GOOD 3PTR by ANDREASSEN,CAROLINE",1,three pointer,good,Centre,caroline andreassen,3,188
57,25,sewanee,Centre,Sewanee,73-66,73,66,"23, 16, 17, 17, 73","21, 11, 16, 18, 66",23,16,17,17,73,21,11,16,18,66,"7-18, 5-9 SAA","9-15, 6-8 SAA",02/18/17,Win,230,No Location Recorded,1:00 PM,A,57,--,"ASSIST  by KELLAM,PAIGE",,,,,,,"ASSIST  by KELLAM,PAIGE",1,assist,,Centre,paige kellam,,
58,25,sewanee,Centre,Sewanee,73-66,73,66,"23, 16, 17, 17, 73","21, 11, 16, 18, 66",23,16,17,17,73,21,11,16,18,66,"7-18, 5-9 SAA","9-15, 6-8 SAA",02/18/17,Win,230,No Location Recorded,1:00 PM,A,58,02:44,,,,,"TURNOVER  by KIM,SUE",,,"TURNOVER  by KIM,SUE",1,turnover,,sewanee,sue kim,,164
59,25,sewanee,Centre,Sewanee,73-66,73,66,"23, 16, 17, 17, 73","21, 11, 16, 18, 66",23,16,17,17,73,21,11,16,18,66,"7-18, 5-9 SAA","9-15, 6-8 SAA",02/18/17,Win,230,No Location Recorded,1:00 PM,A,59,02:42,"SUB IN by MILLER,LAKKEN",,,,,,,"SUB IN by MILLER,LAKKEN",1,subbing in,,Centre,lakken miller,,162
60,25,sewanee,Centre,Sewanee,73-66,73,66,"23, 16, 17, 17, 73","21, 11, 16, 18, 66",23,16,17,17,73,21,11,16,18,66,"7-18, 5-9 SAA","9-15, 6-8 SAA",02/18/17,Win,230,No Location Recorded,1:00 PM,A,60,02:42,"SUB IN by SCHAD,OLIVIA",,,,,,,"SUB IN by SCHAD,OLIVIA",1,subbing in,,Centre,olivia schad,,162
61,25,sewanee,Centre,Sewanee,73-66,73,66,"23, 16, 17, 17, 73","21, 11, 16, 18, 66",23,16,17,17,73,21,11,16,18,66,"7-18, 5-9 SAA","9-15, 6-8 SAA",02/18/17,Win,230,No Location Recorded,1:00 PM,A,61,02:42,"SUB IN by BUNNER,CHEYENNE",,,,,,,"SUB IN by BUNNER,CHEYENNE",1,subbing in,,Centre,cheyenne bunner,,162
62,25,sewanee,Centre,Sewanee,73-66,73,66,"23, 16, 17, 17, 73","21, 11, 16, 18, 66",23,16,17,17,73,21,11,16,18,66,"7-18, 5-9 SAA","9-15, 6-8 SAA",02/18/17,Win,230,No Location Recorded,1:00 PM,A,62,02:42,"SUB OUT by FEE,MIKAYLA",,,,,,,"SUB OUT by FEE,MIKAYLA",1,subbing out,,Centre,mikayla fee,,162
63,25,sewanee,Centre,Sewanee,73-66,73,66,"23, 16, 17, 17, 73","21, 11, 16, 18, 66",23,16,17,17,73,21,11,16,18,66,"7-18, 5-9 SAA","9-15, 6-8 SAA",02/18/17,Win,230,No Location Recorded,1:00 PM,A,63,02:42,"SUB OUT by ANDREASSEN,CAROLINE",,,,,,,"SUB OUT by ANDREASSEN,CAROLINE",1,subbing out,,Centre,caroline andreassen,,162
64,25,sewanee,Centre,Sewanee,73-66,73,66,"23, 16, 17, 17, 73","21, 11, 16, 18, 66",23,16,17,17,73,21,11,16,18,66,"7-18, 5-9 SAA","9-15, 6-8 SAA",02/18/17,Win,230,No Location Recorded,1:00 PM,A,64,02:42,"SUB OUT by BALLARD,AMI",,,,,,,"SUB OUT by BALLARD,AMI",1,subbing out,,Centre,ami ballard,,162
65,25,sewanee,Centre,Sewanee,73-66,73,66,"23, 16, 17, 17, 73","21, 11, 16, 18, 66",23,16,17,17,73,21,11,16,18,66,"7-18, 5-9 SAA","9-15, 6-8 SAA",02/18/17,Win,230,No Location Recorded,1:00 PM,A,65,02:26,"TURNOVER  by BUNNER,CHEYENNE",,,,,,,"TURNOVER  by BUNNER,CHEYENNE",1,turnover,,Centre,cheyenne bunner,,146
66,25,sewanee,Centre,Sewanee,73-66,73,66,"23, 16, 17, 17, 73","21, 11, 16, 18, 66",23,16,17,17,73,21,11,16,18,66,"7-18, 5-9 SAA","9-15, 6-8 SAA",02/18/17,Win,230,No Location Recorded,1:00 PM,A,66,02:24,,,,,"STEAL  by HITCHCOCK,ALLISON",,,"STEAL  by HITCHCOCK,ALLISON",1,steal,,sewanee,,,144
67,25,sewanee,Centre,Sewanee,73-66,73,66,"23, 16, 17, 17, 73","21, 11, 16, 18, 66",23,16,17,17,73,21,11,16,18,66,"7-18, 5-9 SAA","9-15, 6-8 SAA",02/18/17,Win,230,No Location Recorded,1:00 PM,A,67,02:15,,23 (+7),,16,"GOOD JUMPER by HITCHCOCK,ALLISON",SEWANEE 23-16 (+7),,"GOOD JUMPER by HITCHCOCK,ALLISON",1,jumper,good,sewanee,allison hitchcock,2,135
68,25,sewanee,Centre,Sewanee,73-66,73,66,"23, 16, 17, 17, 73","21, 11, 16, 18, 66",23,16,17,17,73,21,11,16,18,66,"7-18, 5-9 SAA","9-15, 6-8 SAA",02/18/17,Win,230,No Location Recorded,1:00 PM,A,68,--,,,,,"ASSIST  by MCCORMACK,HANNAH",,,"ASSIST  by MCCORMACK,HANNAH",1,assist,,sewanee,hannah mccormack,,
69,25,sewanee,Centre,Sewanee,73-66,73,66,"23, 16, 17, 17, 73","21, 11, 16, 18, 66",23,16,17,17,73,21,11,16,18,66,"7-18, 5-9 SAA","9-15, 6-8 SAA",02/18/17,Win,230,No Location Recorded,1:00 PM,A,69,01:54,"TURNOVER  by STEWART,ABIGAIL",,,,,,,"TURNOVER  by STEWART,ABIGAIL",1,turnover,,Centre,abigail stewart,,114
70,25,sewanee,Centre,Sewanee,73-66,73,66,"23, 16, 17, 17, 73","21, 11, 16, 18, 66",23,16,17,17,73,21,11,16,18,66,"7-18, 5-9 SAA","9-15, 6-8 SAA",02/18/17,Win,230,No Location Recorded,1:00 PM,A,70,01:54,,,,,"SUB IN by SMITH,MARLEE",,,"SUB IN by SMITH,MARLEE",1,subbing in,,sewanee,marlee smith,,114
71,25,sewanee,Centre,Sewanee,73-66,73,66,"23, 16, 17, 17, 73","21, 11, 16, 18, 66",23,16,17,17,73,21,11,16,18,66,"7-18, 5-9 SAA","9-15, 6-8 SAA",02/18/17,Win,230,No Location Recorded,1:00 PM,A,71,01:54,,,,,"SUB OUT by CAULDER,COREY",,,"SUB OUT by CAULDER,COREY",1,subbing out,,sewanee,corey caulder,,114
72,25,sewanee,Centre,Sewanee,73-66,73,66,"23, 16, 17, 17, 73","21, 11, 16, 18, 66",23,16,17,17,73,21,11,16,18,66,"7-18, 5-9 SAA","9-15, 6-8 SAA",02/18/17,Win,230,No Location Recorded,1:00 PM,A,72,01:40,"FOUL  by STEWART,ABIGAIL",,,,,,,"FOUL  by STEWART,ABIGAIL",1,foul,,Centre,abigail stewart,,100
73,25,sewanee,Centre,Sewanee,73-66,73,66,"23, 16, 17, 17, 73","21, 11, 16, 18, 66",23,16,17,17,73,21,11,16,18,66,"7-18, 5-9 SAA","9-15, 6-8 SAA",02/18/17,Win,230,No Location Recorded,1:00 PM,A,73,01:40,"SUB IN by ANDREASSEN,CAROLINE",,,,,,,"SUB IN by ANDREASSEN,CAROLINE",1,subbing in,,Centre,caroline andreassen,,100
74,25,sewanee,Centre,Sewanee,73-66,73,66,"23, 16, 17, 17, 73","21, 11, 16, 18, 66",23,16,17,17,73,21,11,16,18,66,"7-18, 5-9 SAA","9-15, 6-8 SAA",02/18/17,Win,230,No Location Recorded,1:00 PM,A,74,01:40,"SUB IN by FEE,MIKAYLA",,,,,,,"SUB IN by FEE,MIKAYLA",1,subbing in,,Centre,mikayla fee,,100
75,25,sewanee,Centre,Sewanee,73-66,73,66,"23, 16, 17, 17, 73","21, 11, 16, 18, 66",23,16,17,17,73,21,11,16,18,66,"7-18, 5-9 SAA","9-15, 6-8 SAA",02/18/17,Win,230,No Location Recorded,1:00 PM,A,75,01:40,"SUB OUT by STEWART,ABIGAIL",,,,,,,"SUB OUT by STEWART,ABIGAIL",1,subbing out,,Centre,abigail stewart,,100
76,25,sewanee,Centre,Sewanee,73-66,73,66,"23, 16, 17, 17, 73","21, 11, 16, 18, 66",23,16,17,17,73,21,11,16,18,66,"7-18, 5-9 SAA","9-15, 6-8 SAA",02/18/17,Win,230,No Location Recorded,1:00 PM,A,76,01:40,"SUB OUT by KELLAM,PAIGE",,,,,,,"SUB OUT by KELLAM,PAIGE",1,subbing out,,Centre,paige kellam,,100
77,25,sewanee,Centre,Sewanee,73-66,73,66,"23, 16, 17, 17, 73","21, 11, 16, 18, 66",23,16,17,17,73,21,11,16,18,66,"7-18, 5-9 SAA","9-15, 6-8 SAA",02/18/17,Win,230,No Location Recorded,1:00 PM,A,77,01:38,,23 (+5),,18,"GOOD LAYUP by TAYLOR,BELLA(in the paint)",SEWANEE 23-18 (+5),,"GOOD LAYUP by TAYLOR,BELLA(in the paint)",1,layup,good,sewanee,bella taylor,2,98
78,25,sewanee,Centre,Sewanee,73-66,73,66,"23, 16, 17, 17, 73","21, 11, 16, 18, 66",23,16,17,17,73,21,11,16,18,66,"7-18, 5-9 SAA","9-15, 6-8 SAA",02/18/17,Win,230,No Location Recorded,1:00 PM,A,78,01:38,"FOUL  by ANDREASSEN,CAROLINE",,,,,,,"FOUL  by ANDREASSEN,CAROLINE",1,foul,,Centre,caroline andreassen,,98
79,25,sewanee,Centre,Sewanee,73-66,73,66,"23, 16, 17, 17, 73","21, 11, 16, 18, 66",23,16,17,17,73,21,11,16,18,66,"7-18, 5-9 SAA","9-15, 6-8 SAA",02/18/17,Win,230,No Location Recorded,1:00 PM,A,79,01:38,,23 (+4),,19,"GOOD FT by TAYLOR,BELLA",SEWANEE 23-19 (+4),,"GOOD FT by TAYLOR,BELLA",1,free throw,good,sewanee,bella taylor,1,98
80,25,sewanee,Centre,Sewanee,73-66,73,66,"23, 16, 17, 17, 73","21, 11, 16, 18, 66",23,16,17,17,73,21,11,16,18,66,"7-18, 5-9 SAA","9-15, 6-8 SAA",02/18/17,Win,230,No Location Recorded,1:00 PM,A,80,01:31,"MISS JUMPER by ANDREASSEN,CAROLINE",,,,,,,"MISS JUMPER by ANDREASSEN,CAROLINE",1,jumper,missed,Centre,caroline andreassen,,91
81,25,sewanee,Centre,Sewanee,73-66,73,66,"23, 16, 17, 17, 73","21, 11, 16, 18, 66",23,16,17,17,73,21,11,16,18,66,"7-18, 5-9 SAA","9-15, 6-8 SAA",02/18/17,Win,230,No Location Recorded,1:00 PM,A,81,--,,,,,"REBOUND DEF by KIM,SUE",,,"REBOUND DEF by KIM,SUE",1,defensive rebound,,sewanee,sue kim,,
82,25,sewanee,Centre,Sewanee,73-66,73,66,"23, 16, 17, 17, 73","21, 11, 16, 18, 66",23,16,17,17,73,21,11,16,18,66,"7-18, 5-9 SAA","9-15, 6-8 SAA",02/18/17,Win,230,No Location Recorded,1:00 PM,A,82,01:16,,23 (+2),,21,"GOOD LAYUP by TAYLOR,BELLA(in the paint)",SEWANEE 23-21 (+2),,"GOOD LAYUP by TAYLOR,BELLA(in the paint)",1,layup,good,sewanee,bella taylor,2,76
83,25,sewanee,Centre,Sewanee,73-66,73,66,"23, 16, 17, 17, 73","21, 11, 16, 18, 66",23,16,17,17,73,21,11,16,18,66,"7-18, 5-9 SAA","9-15, 6-8 SAA",02/18/17,Win,230,No Location Recorded,1:00 PM,A,83,00:50,"MISS JUMPER by SCHAD,OLIVIA",,,,,,,"MISS JUMPER by SCHAD,OLIVIA",1,jumper,missed,Centre,olivia schad,,50
84,25,sewanee,Centre,Sewanee,73-66,73,66,"23, 16, 17, 17, 73","21, 11, 16, 18, 66",23,16,17,17,73,21,11,16,18,66,"7-18, 5-9 SAA","9-15, 6-8 SAA",02/18/17,Win,230,No Location Recorded,1:00 PM,A,84,--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,1,defensive rebound,,Centre,,,
85,25,sewanee,Centre,Sewanee,73-66,73,66,"23, 16, 17, 17, 73","21, 11, 16, 18, 66",23,16,17,17,73,21,11,16,18,66,"7-18, 5-9 SAA","9-15, 6-8 SAA",02/18/17,Win,230,No Location Recorded,1:00 PM,A,85,00:48,"SUB IN by BALLARD,AMI",,,,,,,"SUB IN by BALLARD,AMI",1,subbing in,,Centre,ami ballard,,48
86,25,sewanee,Centre,Sewanee,73-66,73,66,"23, 16, 17, 17, 73","21, 11, 16, 18, 66",23,16,17,17,73,21,11,16,18,66,"7-18, 5-9 SAA","9-15, 6-8 SAA",02/18/17,Win,230,No Location Recorded,1:00 PM,A,86,00:48,"SUB OUT by SCHAD,OLIVIA",,,,,,,"SUB OUT by SCHAD,OLIVIA",1,subbing out,,Centre,olivia schad,,48
87,25,sewanee,Centre,Sewanee,73-66,73,66,"23, 16, 17, 17, 73","21, 11, 16, 18, 66",23,16,17,17,73,21,11,16,18,66,"7-18, 5-9 SAA","9-15, 6-8 SAA",02/18/17,Win,230,No Location Recorded,1:00 PM,A,87,00:48,,,,,"SUB IN by ROTH,KATIE",,,"SUB IN by ROTH,KATIE",1,subbing in,,sewanee,katie roth,,48
88,25,sewanee,Centre,Sewanee,73-66,73,66,"23, 16, 17, 17, 73","21, 11, 16, 18, 66",23,16,17,17,73,21,11,16,18,66,"7-18, 5-9 SAA","9-15, 6-8 SAA",02/18/17,Win,230,No Location Recorded,1:00 PM,A,88,00:48,,,,,"SUB OUT by TAYLOR,BELLA",,,"SUB OUT by TAYLOR,BELLA",1,subbing out,,sewanee,bella taylor,,48
89,25,sewanee,Centre,Sewanee,73-66,73,66,"23, 16, 17, 17, 73","21, 11, 16, 18, 66",23,16,17,17,73,21,11,16,18,66,"7-18, 5-9 SAA","9-15, 6-8 SAA",02/18/17,Win,230,No Location Recorded,1:00 PM,A,89,00:20,,,,,"MISS JUMPER by SMITH,MARLEE",,,"MISS JUMPER by SMITH,MARLEE",1,jumper,missed,sewanee,marlee smith,,20
90,25,sewanee,Centre,Sewanee,73-66,73,66,"23, 16, 17, 17, 73","21, 11, 16, 18, 66",23,16,17,17,73,21,11,16,18,66,"7-18, 5-9 SAA","9-15, 6-8 SAA",02/18/17,Win,230,No Location Recorded,1:00 PM,A,90,--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,1,defensive rebound,,Centre,,,
91,25,sewanee,Centre,Sewanee,73-66,73,66,"23, 16, 17, 17, 73","21, 11, 16, 18, 66",23,16,17,17,73,21,11,16,18,66,"7-18, 5-9 SAA","9-15, 6-8 SAA",02/18/17,Win,230,No Location Recorded,1:00 PM,A,91,00:12,"FOUL  by FEE,MIKAYLA",,,,,,,"FOUL  by FEE,MIKAYLA",1,foul,,Centre,mikayla fee,,12
92,25,sewanee,Centre,Sewanee,73-66,73,66,"23, 16, 17, 17, 73","21, 11, 16, 18, 66",23,16,17,17,73,21,11,16,18,66,"7-18, 5-9 SAA","9-15, 6-8 SAA",02/18/17,Win,230,No Location Recorded,1:00 PM,A,92,00:12,"TURNOVER  by FEE,MIKAYLA",,,,,,,"TURNOVER  by FEE,MIKAYLA",1,turnover,,Centre,mikayla fee,,12
93,25,sewanee,Centre,Sewanee,73-66,73,66,"23, 16, 17, 17, 73","21, 11, 16, 18, 66",23,16,17,17,73,21,11,16,18,66,"7-18, 5-9 SAA","9-15, 6-8 SAA",02/18/17,Win,230,No Location Recorded,1:00 PM,A,93,00:04,,,,,"MISS LAYUP by SMITH,MARLEE",,,"MISS LAYUP by SMITH,MARLEE",1,layup,missed,sewanee,marlee smith,,4
94,25,sewanee,Centre,Sewanee,73-66,73,66,"23, 16, 17, 17, 73","21, 11, 16, 18, 66",23,16,17,17,73,21,11,16,18,66,"7-18, 5-9 SAA","9-15, 6-8 SAA",02/18/17,Win,230,No Location Recorded,1:00 PM,A,94,--,"REBOUND DEF by BUNNER,CHEYENNE",,,,,,,"REBOUND DEF by BUNNER,CHEYENNE",1,defensive rebound,,Centre,cheyenne bunner,,
95,25,sewanee,Centre,Sewanee,73-66,73,66,"23, 16, 17, 17, 73","21, 11, 16, 18, 66",23,16,17,17,73,21,11,16,18,66,"7-18, 5-9 SAA","9-15, 6-8 SAA",02/18/17,Win,230,No Location Recorded,1:00 PM,A,95,Start Period 2,,,,,,,,,2,,,,,,
96,25,sewanee,Centre,Sewanee,73-66,73,66,"23, 16, 17, 17, 73","21, 11, 16, 18, 66",23,16,17,17,73,21,11,16,18,66,"7-18, 5-9 SAA","9-15, 6-8 SAA",02/18/17,Win,230,No Location Recorded,1:00 PM,A,96,09:51,"MISS JUMPER by STEWART,ABIGAIL",,,,,,,"MISS JUMPER by STEWART,ABIGAIL",2,jumper,missed,Centre,abigail stewart,,591
97,25,sewanee,Centre,Sewanee,73-66,73,66,"23, 16, 17, 17, 73","21, 11, 16, 18, 66",23,16,17,17,73,21,11,16,18,66,"7-18, 5-9 SAA","9-15, 6-8 SAA",02/18/17,Win,230,No Location Recorded,1:00 PM,A,97,--,"REBOUND OFF by VANCE,DAY",,,,,,,"REBOUND OFF by VANCE,DAY",2,offensive rebound,,Centre,day vance,,
98,25,sewanee,Centre,Sewanee,73-66,73,66,"23, 16, 17, 17, 73","21, 11, 16, 18, 66",23,16,17,17,73,21,11,16,18,66,"7-18, 5-9 SAA","9-15, 6-8 SAA",02/18/17,Win,230,No Location Recorded,1:00 PM,A,98,09:51,"TURNOVER  by VANCE,DAY",,,,,,,"TURNOVER  by VANCE,DAY",2,turnover,,Centre,day vance,,591
99,25,sewanee,Centre,Sewanee,73-66,73,66,"23, 16, 17, 17, 73","21, 11, 16, 18, 66",23,16,17,17,73,21,11,16,18,66,"7-18, 5-9 SAA","9-15, 6-8 SAA",02/18/17,Win,230,No Location Recorded,1:00 PM,A,99,09:51,,,,,"SUB IN by ROTH,KATIE",,,"SUB IN by ROTH,KATIE",2,subbing in,,sewanee,katie roth,,591
100,25,sewanee,Centre,Sewanee,73-66,73,66,"23, 16, 17, 17, 73","21, 11, 16, 18, 66",23,16,17,17,73,21,11,16,18,66,"7-18, 5-9 SAA","9-15, 6-8 SAA",02/18/17,Win,230,No Location Recorded,1:00 PM,A,100,09:51,,,,,"SUB IN by TAYLOR,BELLA",,,"SUB IN by TAYLOR,BELLA",2,subbing in,,sewanee,bella taylor,,591
101,25,sewanee,Centre,Sewanee,73-66,73,66,"23, 16, 17, 17, 73","21, 11, 16, 18, 66",23,16,17,17,73,21,11,16,18,66,"7-18, 5-9 SAA","9-15, 6-8 SAA",02/18/17,Win,230,No Location Recorded,1:00 PM,A,101,09:51,,,,,"SUB IN by HITCHCOCK,ALLISON",,,"SUB IN by HITCHCOCK,ALLISON",2,subbing in,,sewanee,allison hitchcock,,591
102,25,sewanee,Centre,Sewanee,73-66,73,66,"23, 16, 17, 17, 73","21, 11, 16, 18, 66",23,16,17,17,73,21,11,16,18,66,"7-18, 5-9 SAA","9-15, 6-8 SAA",02/18/17,Win,230,No Location Recorded,1:00 PM,A,102,09:51,,,,,"SUB OUT by LYERLY,HALEY",,,"SUB OUT by LYERLY,HALEY",2,subbing out,,sewanee,haley lyerly,,591
103,25,sewanee,Centre,Sewanee,73-66,73,66,"23, 16, 17, 17, 73","21, 11, 16, 18, 66",23,16,17,17,73,21,11,16,18,66,"7-18, 5-9 SAA","9-15, 6-8 SAA",02/18/17,Win,230,No Location Recorded,1:00 PM,A,103,09:51,,,,,"SUB OUT by CAULDER,COREY",,,"SUB OUT by CAULDER,COREY",2,subbing out,,sewanee,corey caulder,,591
104,25,sewanee,Centre,Sewanee,73-66,73,66,"23, 16, 17, 17, 73","21, 11, 16, 18, 66",23,16,17,17,73,21,11,16,18,66,"7-18, 5-9 SAA","9-15, 6-8 SAA",02/18/17,Win,230,No Location Recorded,1:00 PM,A,104,09:51,,,,,"SUB OUT by MCCORMACK,HANNAH",,,"SUB OUT by MCCORMACK,HANNAH",2,subbing out,,sewanee,hannah mccormack,,591
105,25,sewanee,Centre,Sewanee,73-66,73,66,"23, 16, 17, 17, 73","21, 11, 16, 18, 66",23,16,17,17,73,21,11,16,18,66,"7-18, 5-9 SAA","9-15, 6-8 SAA",02/18/17,Win,230,No Location Recorded,1:00 PM,A,105,09:42,,,,,"MISS 3PTR by ROTH,KATIE",,,"MISS 3PTR by ROTH,KATIE",2,three pointer,missed,sewanee,katie roth,,582
106,25,sewanee,Centre,Sewanee,73-66,73,66,"23, 16, 17, 17, 73","21, 11, 16, 18, 66",23,16,17,17,73,21,11,16,18,66,"7-18, 5-9 SAA","9-15, 6-8 SAA",02/18/17,Win,230,No Location Recorded,1:00 PM,A,106,--,"REBOUND DEF by SCHAD,OLIVIA",,,,,,,"REBOUND DEF by SCHAD,OLIVIA",2,defensive rebound,,Centre,olivia schad,,
107,25,sewanee,Centre,Sewanee,73-66,73,66,"23, 16, 17, 17, 73","21, 11, 16, 18, 66",23,16,17,17,73,21,11,16,18,66,"7-18, 5-9 SAA","9-15, 6-8 SAA",02/18/17,Win,230,No Location Recorded,1:00 PM,A,107,09:37,"TURNOVER  by SCHAD,OLIVIA",,,,,,,"TURNOVER  by SCHAD,OLIVIA",2,turnover,,Centre,olivia schad,,577
108,25,sewanee,Centre,Sewanee,73-66,73,66,"23, 16, 17, 17, 73","21, 11, 16, 18, 66",23,16,17,17,73,21,11,16,18,66,"7-18, 5-9 SAA","9-15, 6-8 SAA",02/18/17,Win,230,No Location Recorded,1:00 PM,A,108,09:36,,,,,"STEAL  by KIM,SUE",,,"STEAL  by KIM,SUE",2,steal,,sewanee,,,576
109,25,sewanee,Centre,Sewanee,73-66,73,66,"23, 16, 17, 17, 73","21, 11, 16, 18, 66",23,16,17,17,73,21,11,16,18,66,"7-18, 5-9 SAA","9-15, 6-8 SAA",02/18/17,Win,230,No Location Recorded,1:00 PM,A,109,09:33,"FOUL  by MILLER,LAKKEN",,,,,,,"FOUL  by MILLER,LAKKEN",2,foul,,Centre,lakken miller,,573
110,25,sewanee,Centre,Sewanee,73-66,73,66,"23, 16, 17, 17, 73","21, 11, 16, 18, 66",23,16,17,17,73,21,11,16,18,66,"7-18, 5-9 SAA","9-15, 6-8 SAA",02/18/17,Win,230,No Location Recorded,1:00 PM,A,110,09:32,"SUB IN by KELLAM,PAIGE",,,,,,,"SUB IN by KELLAM,PAIGE",2,subbing in,,Centre,paige kellam,,572
111,25,sewanee,Centre,Sewanee,73-66,73,66,"23, 16, 17, 17, 73","21, 11, 16, 18, 66",23,16,17,17,73,21,11,16,18,66,"7-18, 5-9 SAA","9-15, 6-8 SAA",02/18/17,Win,230,No Location Recorded,1:00 PM,A,111,09:32,"SUB OUT by MILLER,LAKKEN",,,,,,,"SUB OUT by MILLER,LAKKEN",2,subbing out,,Centre,lakken miller,,572
112,25,sewanee,Centre,Sewanee,73-66,73,66,"23, 16, 17, 17, 73","21, 11, 16, 18, 66",23,16,17,17,73,21,11,16,18,66,"7-18, 5-9 SAA","9-15, 6-8 SAA",02/18/17,Win,230,No Location Recorded,1:00 PM,A,112,09:06,,23,,23,"GOOD JUMPER by ROSE,SAVANNAH",SEWANEE 23-23 (0),,"GOOD JUMPER by ROSE,SAVANNAH",2,jumper,good,sewanee,savannah rose,2,546
113,25,sewanee,Centre,Sewanee,73-66,73,66,"23, 16, 17, 17, 73","21, 11, 16, 18, 66",23,16,17,17,73,21,11,16,18,66,"7-18, 5-9 SAA","9-15, 6-8 SAA",02/18/17,Win,230,No Location Recorded,1:00 PM,A,113,--,,,,,"ASSIST  by TAYLOR,BELLA",,,"ASSIST  by TAYLOR,BELLA",2,assist,,sewanee,bella taylor,,
114,25,sewanee,Centre,Sewanee,73-66,73,66,"23, 16, 17, 17, 73","21, 11, 16, 18, 66",23,16,17,17,73,21,11,16,18,66,"7-18, 5-9 SAA","9-15, 6-8 SAA",02/18/17,Win,230,No Location Recorded,1:00 PM,A,114,08:51,"TURNOVER  by KELLAM,PAIGE",,,,,,,"TURNOVER  by KELLAM,PAIGE",2,turnover,,Centre,paige kellam,,531
115,25,sewanee,Centre,Sewanee,73-66,73,66,"23, 16, 17, 17, 73","21, 11, 16, 18, 66",23,16,17,17,73,21,11,16,18,66,"7-18, 5-9 SAA","9-15, 6-8 SAA",02/18/17,Win,230,No Location Recorded,1:00 PM,A,115,08:49,,,,,"STEAL  by ROSE,SAVANNAH",,,"STEAL  by ROSE,SAVANNAH",2,steal,,sewanee,,,529
116,25,sewanee,Centre,Sewanee,73-66,73,66,"23, 16, 17, 17, 73","21, 11, 16, 18, 66",23,16,17,17,73,21,11,16,18,66,"7-18, 5-9 SAA","9-15, 6-8 SAA",02/18/17,Win,230,No Location Recorded,1:00 PM,A,116,08:39,,,,,"MISS 3PTR by TAYLOR,BELLA",,,"MISS 3PTR by TAYLOR,BELLA",2,three pointer,missed,sewanee,bella taylor,,519
117,25,sewanee,Centre,Sewanee,73-66,73,66,"23, 16, 17, 17, 73","21, 11, 16, 18, 66",23,16,17,17,73,21,11,16,18,66,"7-18, 5-9 SAA","9-15, 6-8 SAA",02/18/17,Win,230,No Location Recorded,1:00 PM,A,117,--,"REBOUND DEF by SCHAD,OLIVIA",,,,,,,"REBOUND DEF by SCHAD,OLIVIA",2,defensive rebound,,Centre,olivia schad,,
118,25,sewanee,Centre,Sewanee,73-66,73,66,"23, 16, 17, 17, 73","21, 11, 16, 18, 66",23,16,17,17,73,21,11,16,18,66,"7-18, 5-9 SAA","9-15, 6-8 SAA",02/18/17,Win,230,No Location Recorded,1:00 PM,A,118,08:21,"TURNOVER  by ANDREASSEN,CAROLINE",,,,,,,"TURNOVER  by ANDREASSEN,CAROLINE",2,turnover,,Centre,caroline andreassen,,501
119,25,sewanee,Centre,Sewanee,73-66,73,66,"23, 16, 17, 17, 73","21, 11, 16, 18, 66",23,16,17,17,73,21,11,16,18,66,"7-18, 5-9 SAA","9-15, 6-8 SAA",02/18/17,Win,230,No Location Recorded,1:00 PM,A,119,08:19,,,,,"STEAL  by KIM,SUE",,,"STEAL  by KIM,SUE",2,steal,,sewanee,,,499
120,25,sewanee,Centre,Sewanee,73-66,73,66,"23, 16, 17, 17, 73","21, 11, 16, 18, 66",23,16,17,17,73,21,11,16,18,66,"7-18, 5-9 SAA","9-15, 6-8 SAA",02/18/17,Win,230,No Location Recorded,1:00 PM,A,120,08:17,,,,,"MISS LAYUP by ROTH,KATIE",,,"MISS LAYUP by ROTH,KATIE",2,layup,missed,sewanee,katie roth,,497
