,game,opponent name,boxscore_visitor_name,boxscore_home_name,final score,centreFinalScore,opponentFinalScore,centreScoreByPeriod,opponentScoreByPeriod,centreScorePeriod1,centreScorePeriod2,centreScorePeriod3,centreScorePeriod4,centreScorePeriod5,opponentScorePeriod1,opponentScorePeriod2,opponentScorePeriod3,opponentScorePeriod4,opponentScorePeriod5,centreRecord,opponentRecord,gameDate,outcome,attendance,gameLocation,gameTime,homeGame,,Time Remaining,CENW,Away Team Score,Play Team Indicator,Home Team Score,METW,Game Score,Team Indicator,Play,period number,Play Type,Shot Outcome,Team,Player,Points Earned,Time(seconds)
135,10,methodist,Centre,Methodist,59-47,59,47,"14, 22, 11, 12, 59","8, 14, 11, 14, 47",14,22,11,12,59,8,14,11,14,47,3-7,2-8,12/18/16,Win,150,No Location Recorded,2 p.m.,A,135,Start Period 2,,,,,,,,,2,,,,,,
136,10,methodist,Centre,Methodist,59-47,59,47,"14, 22, 11, 12, 59","8, 14, 11, 14, 47",14,22,11,12,59,8,14,11,14,47,3-7,2-8,12/18/16,Win,150,No Location Recorded,2 p.m.,A,136,10:00,"SUB IN by BALLARD,AMI",,,,,,,"SUB IN by BALLARD,AMI",2,subbing in,,Centre,ami ballard,,600
137,10,methodist,Centre,Methodist,59-47,59,47,"14, 22, 11, 12, 59","8, 14, 11, 14, 47",14,22,11,12,59,8,14,11,14,47,3-7,2-8,12/18/16,Win,150,No Location Recorded,2 p.m.,A,137,10:00,"SUB IN by KELLAM,PAIGE",,,,,,,"SUB IN by KELLAM,PAIGE",2,subbing in,,Centre,paige kellam,,600
138,10,methodist,Centre,Methodist,59-47,59,47,"14, 22, 11, 12, 59","8, 14, 11, 14, 47",14,22,11,12,59,8,14,11,14,47,3-7,2-8,12/18/16,Win,150,No Location Recorded,2 p.m.,A,138,10:00,"SUB OUT by MILLER,LAKKEN",,,,,,,"SUB OUT by MILLER,LAKKEN",2,subbing out,,Centre,lakken miller,,600
139,10,methodist,Centre,Methodist,59-47,59,47,"14, 22, 11, 12, 59","8, 14, 11, 14, 47",14,22,11,12,59,8,14,11,14,47,3-7,2-8,12/18/16,Win,150,No Location Recorded,2 p.m.,A,139,10:00,"SUB OUT by SCHAD,OLIVIA",,,,,,,"SUB OUT by SCHAD,OLIVIA",2,subbing out,,Centre,olivia schad,,600
140,10,methodist,Centre,Methodist,59-47,59,47,"14, 22, 11, 12, 59","8, 14, 11, 14, 47",14,22,11,12,59,8,14,11,14,47,3-7,2-8,12/18/16,Win,150,No Location Recorded,2 p.m.,A,140,10:00,,,,,"SUB IN by DONES,ALLISON",,,"SUB IN by DONES,ALLISON",2,subbing in,,methodist,allison dones,,600
141,10,methodist,Centre,Methodist,59-47,59,47,"14, 22, 11, 12, 59","8, 14, 11, 14, 47",14,22,11,12,59,8,14,11,14,47,3-7,2-8,12/18/16,Win,150,No Location Recorded,2 p.m.,A,141,10:00,,,,,"SUB OUT by SANDERS,CHRISTIAN",,,"SUB OUT by SANDERS,CHRISTIAN",2,subbing out,,methodist,christian sanders,,600
142,10,methodist,Centre,Methodist,59-47,59,47,"14, 22, 11, 12, 59","8, 14, 11, 14, 47",14,22,11,12,59,8,14,11,14,47,3-7,2-8,12/18/16,Win,150,No Location Recorded,2 p.m.,A,142,09:51,"GOOD LAYUP by STEWART,ABIGAIL(in the paint)",16 (+8),,8,,CENW 16-8 (+8),,"GOOD LAYUP by STEWART,ABIGAIL(in the paint)",2,layup,good,Centre,abigail stewart,2,591
143,10,methodist,Centre,Methodist,59-47,59,47,"14, 22, 11, 12, 59","8, 14, 11, 14, 47",14,22,11,12,59,8,14,11,14,47,3-7,2-8,12/18/16,Win,150,No Location Recorded,2 p.m.,A,143,--,"ASSIST  by KELLAM,PAIGE",,,,,,,"ASSIST  by KELLAM,PAIGE",2,assist,,Centre,paige kellam,,
144,10,methodist,Centre,Methodist,59-47,59,47,"14, 22, 11, 12, 59","8, 14, 11, 14, 47",14,22,11,12,59,8,14,11,14,47,3-7,2-8,12/18/16,Win,150,No Location Recorded,2 p.m.,A,144,09:32,,16 (+6),,10,"GOOD LAYUP by DONES,ALLISON(in the paint)",METW 16-10 (+6),,"GOOD LAYUP by DONES,ALLISON(in the paint)",2,layup,good,methodist,allison dones,2,572
145,10,methodist,Centre,Methodist,59-47,59,47,"14, 22, 11, 12, 59","8, 14, 11, 14, 47",14,22,11,12,59,8,14,11,14,47,3-7,2-8,12/18/16,Win,150,No Location Recorded,2 p.m.,A,145,09:15,"TURNOVER  by BALLARD,AMI",,,,,,,"TURNOVER  by BALLARD,AMI",2,turnover,,Centre,ami ballard,,555
146,10,methodist,Centre,Methodist,59-47,59,47,"14, 22, 11, 12, 59","8, 14, 11, 14, 47",14,22,11,12,59,8,14,11,14,47,3-7,2-8,12/18/16,Win,150,No Location Recorded,2 p.m.,A,146,09:13,,,,,"STEAL  by DONES,ALLISON",,,"STEAL  by DONES,ALLISON",2,steal,,methodist,,,553
147,10,methodist,Centre,Methodist,59-47,59,47,"14, 22, 11, 12, 59","8, 14, 11, 14, 47",14,22,11,12,59,8,14,11,14,47,3-7,2-8,12/18/16,Win,150,No Location Recorded,2 p.m.,A,147,08:59,,,,,"MISS JUMPER by CHAMBERS,KANEYA",,,"MISS JUMPER by CHAMBERS,KANEYA",2,jumper,missed,methodist,kaneya chambers,,539
148,10,methodist,Centre,Methodist,59-47,59,47,"14, 22, 11, 12, 59","8, 14, 11, 14, 47",14,22,11,12,59,8,14,11,14,47,3-7,2-8,12/18/16,Win,150,No Location Recorded,2 p.m.,A,148,--,,,,,"REBOUND OFF by BRYAN,SYDNEY",,,"REBOUND OFF by BRYAN,SYDNEY",2,offensive rebound,,methodist,sydney bryan,,
149,10,methodist,Centre,Methodist,59-47,59,47,"14, 22, 11, 12, 59","8, 14, 11, 14, 47",14,22,11,12,59,8,14,11,14,47,3-7,2-8,12/18/16,Win,150,No Location Recorded,2 p.m.,A,149,08:54,,,,,"MISS LAYUP by MCDONALD,SHELLY",,,"MISS LAYUP by MCDONALD,SHELLY",2,layup,missed,methodist,shelly mcdonald,,534
150,10,methodist,Centre,Methodist,59-47,59,47,"14, 22, 11, 12, 59","8, 14, 11, 14, 47",14,22,11,12,59,8,14,11,14,47,3-7,2-8,12/18/16,Win,150,No Location Recorded,2 p.m.,A,150,--,"REBOUND DEF by VANCE,DAY",,,,,,,"REBOUND DEF by VANCE,DAY",2,defensive rebound,,Centre,day vance,,
151,10,methodist,Centre,Methodist,59-47,59,47,"14, 22, 11, 12, 59","8, 14, 11, 14, 47",14,22,11,12,59,8,14,11,14,47,3-7,2-8,12/18/16,Win,150,No Location Recorded,2 p.m.,A,151,08:49,"TURNOVER  by KELLAM,PAIGE",,,,,,,"TURNOVER  by KELLAM,PAIGE",2,turnover,,Centre,paige kellam,,529
152,10,methodist,Centre,Methodist,59-47,59,47,"14, 22, 11, 12, 59","8, 14, 11, 14, 47",14,22,11,12,59,8,14,11,14,47,3-7,2-8,12/18/16,Win,150,No Location Recorded,2 p.m.,A,152,08:37,,,,,"MISS LAYUP by BRYAN,SYDNEY",,,"MISS LAYUP by BRYAN,SYDNEY",2,layup,missed,methodist,sydney bryan,,517
153,10,methodist,Centre,Methodist,59-47,59,47,"14, 22, 11, 12, 59","8, 14, 11, 14, 47",14,22,11,12,59,8,14,11,14,47,3-7,2-8,12/18/16,Win,150,No Location Recorded,2 p.m.,A,153,--,,,,,"REBOUND OFF by CAMPBELL,JALISIA",,,"REBOUND OFF by CAMPBELL,JALISIA",2,offensive rebound,,methodist,jalisia campbell,,
154,10,methodist,Centre,Methodist,59-47,59,47,"14, 22, 11, 12, 59","8, 14, 11, 14, 47",14,22,11,12,59,8,14,11,14,47,3-7,2-8,12/18/16,Win,150,No Location Recorded,2 p.m.,A,154,08:31,,,,,"MISS 3PTR by GEEHRING,LILLIAN",,,"MISS 3PTR by GEEHRING,LILLIAN",2,three pointer,missed,methodist,lillian geehring,,511
155,10,methodist,Centre,Methodist,59-47,59,47,"14, 22, 11, 12, 59","8, 14, 11, 14, 47",14,22,11,12,59,8,14,11,14,47,3-7,2-8,12/18/16,Win,150,No Location Recorded,2 p.m.,A,155,--,,,,,"REBOUND OFF by CHAMBERS,KANEYA",,,"REBOUND OFF by CHAMBERS,KANEYA",2,offensive rebound,,methodist,kaneya chambers,,
156,10,methodist,Centre,Methodist,59-47,59,47,"14, 22, 11, 12, 59","8, 14, 11, 14, 47",14,22,11,12,59,8,14,11,14,47,3-7,2-8,12/18/16,Win,150,No Location Recorded,2 p.m.,A,156,08:22,,,,,"MISS JUMPER by CAMPBELL,JALISIA",,,"MISS JUMPER by CAMPBELL,JALISIA",2,jumper,missed,methodist,jalisia campbell,,502
157,10,methodist,Centre,Methodist,59-47,59,47,"14, 22, 11, 12, 59","8, 14, 11, 14, 47",14,22,11,12,59,8,14,11,14,47,3-7,2-8,12/18/16,Win,150,No Location Recorded,2 p.m.,A,157,--,,,,,"REBOUND OFF by BRYAN,SYDNEY",,,"REBOUND OFF by BRYAN,SYDNEY",2,offensive rebound,,methodist,sydney bryan,,
158,10,methodist,Centre,Methodist,59-47,59,47,"14, 22, 11, 12, 59","8, 14, 11, 14, 47",14,22,11,12,59,8,14,11,14,47,3-7,2-8,12/18/16,Win,150,No Location Recorded,2 p.m.,A,158,08:19,,16 (+4),,12,"GOOD LAYUP by BRYAN,SYDNEY(in the paint)",METW 16-12 (+4),,"GOOD LAYUP by BRYAN,SYDNEY(in the paint)",2,layup,good,methodist,sydney bryan,2,499
159,10,methodist,Centre,Methodist,59-47,59,47,"14, 22, 11, 12, 59","8, 14, 11, 14, 47",14,22,11,12,59,8,14,11,14,47,3-7,2-8,12/18/16,Win,150,No Location Recorded,2 p.m.,A,159,08:03,"GOOD JUMPER by BALLARD,AMI",18 (+6),,12,,CENW 18-12 (+6),,"GOOD JUMPER by BALLARD,AMI",2,jumper,good,Centre,ami ballard,2,483
160,10,methodist,Centre,Methodist,59-47,59,47,"14, 22, 11, 12, 59","8, 14, 11, 14, 47",14,22,11,12,59,8,14,11,14,47,3-7,2-8,12/18/16,Win,150,No Location Recorded,2 p.m.,A,160,07:45,,,,,"MISS JUMPER by CHAMBERS,KANEYA",,,"MISS JUMPER by CHAMBERS,KANEYA",2,jumper,missed,methodist,kaneya chambers,,465
161,10,methodist,Centre,Methodist,59-47,59,47,"14, 22, 11, 12, 59","8, 14, 11, 14, 47",14,22,11,12,59,8,14,11,14,47,3-7,2-8,12/18/16,Win,150,No Location Recorded,2 p.m.,A,161,--,"REBOUND DEF by KELLAM,PAIGE",,,,,,,"REBOUND DEF by KELLAM,PAIGE",2,defensive rebound,,Centre,paige kellam,,
162,10,methodist,Centre,Methodist,59-47,59,47,"14, 22, 11, 12, 59","8, 14, 11, 14, 47",14,22,11,12,59,8,14,11,14,47,3-7,2-8,12/18/16,Win,150,No Location Recorded,2 p.m.,A,162,07:25,,18 (+4),,14,"GOOD LAYUP by CAMPBELL,JALISIA(fastbreak)(in the paint)",METW 18-14 (+4),,"GOOD LAYUP by CAMPBELL,JALISIA(fastbreak)(in the paint)",2,layup,good,methodist,jalisia(fastbreak) campbell,2,445
163,10,methodist,Centre,Methodist,59-47,59,47,"14, 22, 11, 12, 59","8, 14, 11, 14, 47",14,22,11,12,59,8,14,11,14,47,3-7,2-8,12/18/16,Win,150,No Location Recorded,2 p.m.,A,163,07:17,,,,,"FOUL  by DONES,ALLISON",,,"FOUL  by DONES,ALLISON",2,foul,,methodist,allison dones,,437
164,10,methodist,Centre,Methodist,59-47,59,47,"14, 22, 11, 12, 59","8, 14, 11, 14, 47",14,22,11,12,59,8,14,11,14,47,3-7,2-8,12/18/16,Win,150,No Location Recorded,2 p.m.,A,164,07:17,"MISS FT by BALLARD,AMI",,,,,,,"MISS FT by BALLARD,AMI",2,free throw,missed,Centre,ami ballard,,437
165,10,methodist,Centre,Methodist,59-47,59,47,"14, 22, 11, 12, 59","8, 14, 11, 14, 47",14,22,11,12,59,8,14,11,14,47,3-7,2-8,12/18/16,Win,150,No Location Recorded,2 p.m.,A,165,--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2,deadball rebound,,Centre,,,
166,10,methodist,Centre,Methodist,59-47,59,47,"14, 22, 11, 12, 59","8, 14, 11, 14, 47",14,22,11,12,59,8,14,11,14,47,3-7,2-8,12/18/16,Win,150,No Location Recorded,2 p.m.,A,166,07:17,"MISS FT by BALLARD,AMI",,,,,,,"MISS FT by BALLARD,AMI",2,free throw,missed,Centre,ami ballard,,437
167,10,methodist,Centre,Methodist,59-47,59,47,"14, 22, 11, 12, 59","8, 14, 11, 14, 47",14,22,11,12,59,8,14,11,14,47,3-7,2-8,12/18/16,Win,150,No Location Recorded,2 p.m.,A,167,--,,,,,"REBOUND DEF by CAMPBELL,JALISIA",,,"REBOUND DEF by CAMPBELL,JALISIA",2,defensive rebound,,methodist,jalisia campbell,,
168,10,methodist,Centre,Methodist,59-47,59,47,"14, 22, 11, 12, 59","8, 14, 11, 14, 47",14,22,11,12,59,8,14,11,14,47,3-7,2-8,12/18/16,Win,150,No Location Recorded,2 p.m.,A,168,07:17,"SUB IN by MILLER,LAKKEN",,,,,,,"SUB IN by MILLER,LAKKEN",2,subbing in,,Centre,lakken miller,,437
169,10,methodist,Centre,Methodist,59-47,59,47,"14, 22, 11, 12, 59","8, 14, 11, 14, 47",14,22,11,12,59,8,14,11,14,47,3-7,2-8,12/18/16,Win,150,No Location Recorded,2 p.m.,A,169,07:17,"SUB IN by BUNNER,CHEYENNE",,,,,,,"SUB IN by BUNNER,CHEYENNE",2,subbing in,,Centre,cheyenne bunner,,437
170,10,methodist,Centre,Methodist,59-47,59,47,"14, 22, 11, 12, 59","8, 14, 11, 14, 47",14,22,11,12,59,8,14,11,14,47,3-7,2-8,12/18/16,Win,150,No Location Recorded,2 p.m.,A,170,07:17,"SUB IN by MOORE,LAUREN",,,,,,,"SUB IN by MOORE,LAUREN",2,subbing in,,Centre,lauren moore,,437
171,10,methodist,Centre,Methodist,59-47,59,47,"14, 22, 11, 12, 59","8, 14, 11, 14, 47",14,22,11,12,59,8,14,11,14,47,3-7,2-8,12/18/16,Win,150,No Location Recorded,2 p.m.,A,171,07:17,"SUB IN by SCHAD,OLIVIA",,,,,,,"SUB IN by SCHAD,OLIVIA",2,subbing in,,Centre,olivia schad,,437
172,10,methodist,Centre,Methodist,59-47,59,47,"14, 22, 11, 12, 59","8, 14, 11, 14, 47",14,22,11,12,59,8,14,11,14,47,3-7,2-8,12/18/16,Win,150,No Location Recorded,2 p.m.,A,172,07:17,"SUB OUT by VANCE,DAY",,,,,,,"SUB OUT by VANCE,DAY",2,subbing out,,Centre,day vance,,437
173,10,methodist,Centre,Methodist,59-47,59,47,"14, 22, 11, 12, 59","8, 14, 11, 14, 47",14,22,11,12,59,8,14,11,14,47,3-7,2-8,12/18/16,Win,150,No Location Recorded,2 p.m.,A,173,07:17,"SUB OUT by STEWART,ABIGAIL",,,,,,,"SUB OUT by STEWART,ABIGAIL",2,subbing out,,Centre,abigail stewart,,437
174,10,methodist,Centre,Methodist,59-47,59,47,"14, 22, 11, 12, 59","8, 14, 11, 14, 47",14,22,11,12,59,8,14,11,14,47,3-7,2-8,12/18/16,Win,150,No Location Recorded,2 p.m.,A,174,07:17,"SUB OUT by BALLARD,AMI",,,,,,,"SUB OUT by BALLARD,AMI",2,subbing out,,Centre,ami ballard,,437
175,10,methodist,Centre,Methodist,59-47,59,47,"14, 22, 11, 12, 59","8, 14, 11, 14, 47",14,22,11,12,59,8,14,11,14,47,3-7,2-8,12/18/16,Win,150,No Location Recorded,2 p.m.,A,175,07:17,"SUB OUT by KELLAM,PAIGE",,,,,,,"SUB OUT by KELLAM,PAIGE",2,subbing out,,Centre,paige kellam,,437
176,10,methodist,Centre,Methodist,59-47,59,47,"14, 22, 11, 12, 59","8, 14, 11, 14, 47",14,22,11,12,59,8,14,11,14,47,3-7,2-8,12/18/16,Win,150,No Location Recorded,2 p.m.,A,176,07:05,,,,,"MISS 3PTR by GEEHRING,LILLIAN",,,"MISS 3PTR by GEEHRING,LILLIAN",2,three pointer,missed,methodist,lillian geehring,,425
177,10,methodist,Centre,Methodist,59-47,59,47,"14, 22, 11, 12, 59","8, 14, 11, 14, 47",14,22,11,12,59,8,14,11,14,47,3-7,2-8,12/18/16,Win,150,No Location Recorded,2 p.m.,A,177,--,,,,,REBOUND OFF by TEAM,,,REBOUND OFF by TEAM,2,offensive rebound,,Centre,,,
178,10,methodist,Centre,Methodist,59-47,59,47,"14, 22, 11, 12, 59","8, 14, 11, 14, 47",14,22,11,12,59,8,14,11,14,47,3-7,2-8,12/18/16,Win,150,No Location Recorded,2 p.m.,A,178,07:02,"FOUL  by BUNNER,CHEYENNE",,,,,,,"FOUL  by BUNNER,CHEYENNE",2,foul,,Centre,cheyenne bunner,,422
179,10,methodist,Centre,Methodist,59-47,59,47,"14, 22, 11, 12, 59","8, 14, 11, 14, 47",14,22,11,12,59,8,14,11,14,47,3-7,2-8,12/18/16,Win,150,No Location Recorded,2 p.m.,A,179,07:02,"FOUL  by MILLER,LAKKEN",,,,,,,"FOUL  by MILLER,LAKKEN",2,foul,,Centre,lakken miller,,422
180,10,methodist,Centre,Methodist,59-47,59,47,"14, 22, 11, 12, 59","8, 14, 11, 14, 47",14,22,11,12,59,8,14,11,14,47,3-7,2-8,12/18/16,Win,150,No Location Recorded,2 p.m.,A,180,07:02,,,,,"MISS FT by GEEHRING,LILLIAN",,,"MISS FT by GEEHRING,LILLIAN",2,free throw,missed,methodist,lillian geehring,,422
181,10,methodist,Centre,Methodist,59-47,59,47,"14, 22, 11, 12, 59","8, 14, 11, 14, 47",14,22,11,12,59,8,14,11,14,47,3-7,2-8,12/18/16,Win,150,No Location Recorded,2 p.m.,A,181,--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2,deadball rebound,,Centre,,,
182,10,methodist,Centre,Methodist,59-47,59,47,"14, 22, 11, 12, 59","8, 14, 11, 14, 47",14,22,11,12,59,8,14,11,14,47,3-7,2-8,12/18/16,Win,150,No Location Recorded,2 p.m.,A,182,07:02,,,,,"MISS FT by GEEHRING,LILLIAN",,,"MISS FT by GEEHRING,LILLIAN",2,free throw,missed,methodist,lillian geehring,,422
183,10,methodist,Centre,Methodist,59-47,59,47,"14, 22, 11, 12, 59","8, 14, 11, 14, 47",14,22,11,12,59,8,14,11,14,47,3-7,2-8,12/18/16,Win,150,No Location Recorded,2 p.m.,A,183,--,"REBOUND DEF by BUNNER,CHEYENNE",,,,,,,"REBOUND DEF by BUNNER,CHEYENNE",2,defensive rebound,,Centre,cheyenne bunner,,
184,10,methodist,Centre,Methodist,59-47,59,47,"14, 22, 11, 12, 59","8, 14, 11, 14, 47",14,22,11,12,59,8,14,11,14,47,3-7,2-8,12/18/16,Win,150,No Location Recorded,2 p.m.,A,184,06:48,,,,,"FOUL  by BRYAN,SYDNEY",,,"FOUL  by BRYAN,SYDNEY",2,foul,,methodist,sydney bryan,,408
185,10,methodist,Centre,Methodist,59-47,59,47,"14, 22, 11, 12, 59","8, 14, 11, 14, 47",14,22,11,12,59,8,14,11,14,47,3-7,2-8,12/18/16,Win,150,No Location Recorded,2 p.m.,A,185,06:48,"GOOD FT by BUNNER,CHEYENNE",19 (+5),,14,,CENW 19-14 (+5),,"GOOD FT by BUNNER,CHEYENNE",2,free throw,good,Centre,cheyenne bunner,1,408
186,10,methodist,Centre,Methodist,59-47,59,47,"14, 22, 11, 12, 59","8, 14, 11, 14, 47",14,22,11,12,59,8,14,11,14,47,3-7,2-8,12/18/16,Win,150,No Location Recorded,2 p.m.,A,186,06:48,"MISS FT by BUNNER,CHEYENNE",,,,,,,"MISS FT by BUNNER,CHEYENNE",2,free throw,missed,Centre,cheyenne bunner,,408
187,10,methodist,Centre,Methodist,59-47,59,47,"14, 22, 11, 12, 59","8, 14, 11, 14, 47",14,22,11,12,59,8,14,11,14,47,3-7,2-8,12/18/16,Win,150,No Location Recorded,2 p.m.,A,187,--,,,,,"REBOUND DEF by CHAMBERS,KANEYA",,,"REBOUND DEF by CHAMBERS,KANEYA",2,defensive rebound,,methodist,kaneya chambers,,
188,10,methodist,Centre,Methodist,59-47,59,47,"14, 22, 11, 12, 59","8, 14, 11, 14, 47",14,22,11,12,59,8,14,11,14,47,3-7,2-8,12/18/16,Win,150,No Location Recorded,2 p.m.,A,188,06:48,,,,,"SUB IN by EVANS,BREANNA",,,"SUB IN by EVANS,BREANNA",2,subbing in,,methodist,breanna evans,,408
189,10,methodist,Centre,Methodist,59-47,59,47,"14, 22, 11, 12, 59","8, 14, 11, 14, 47",14,22,11,12,59,8,14,11,14,47,3-7,2-8,12/18/16,Win,150,No Location Recorded,2 p.m.,A,189,06:48,,,,,"SUB OUT by BRYAN,SYDNEY",,,"SUB OUT by BRYAN,SYDNEY",2,subbing out,,methodist,sydney bryan,,408
190,10,methodist,Centre,Methodist,59-47,59,47,"14, 22, 11, 12, 59","8, 14, 11, 14, 47",14,22,11,12,59,8,14,11,14,47,3-7,2-8,12/18/16,Win,150,No Location Recorded,2 p.m.,A,190,06:47,"FOUL  by BUNNER,CHEYENNE",,,,,,,"FOUL  by BUNNER,CHEYENNE",2,foul,,Centre,cheyenne bunner,,407
191,10,methodist,Centre,Methodist,59-47,59,47,"14, 22, 11, 12, 59","8, 14, 11, 14, 47",14,22,11,12,59,8,14,11,14,47,3-7,2-8,12/18/16,Win,150,No Location Recorded,2 p.m.,A,191,06:47,"SUB IN by FEE,MIKAYLA",,,,,,,"SUB IN by FEE,MIKAYLA",2,subbing in,,Centre,mikayla fee,,407
192,10,methodist,Centre,Methodist,59-47,59,47,"14, 22, 11, 12, 59","8, 14, 11, 14, 47",14,22,11,12,59,8,14,11,14,47,3-7,2-8,12/18/16,Win,150,No Location Recorded,2 p.m.,A,192,06:47,"SUB OUT by BUNNER,CHEYENNE",,,,,,,"SUB OUT by BUNNER,CHEYENNE",2,subbing out,,Centre,cheyenne bunner,,407
193,10,methodist,Centre,Methodist,59-47,59,47,"14, 22, 11, 12, 59","8, 14, 11, 14, 47",14,22,11,12,59,8,14,11,14,47,3-7,2-8,12/18/16,Win,150,No Location Recorded,2 p.m.,A,193,06:38,,19 (+3),,16,"GOOD JUMPER by CAMPBELL,JALISIA",METW 19-16 (+3),,"GOOD JUMPER by CAMPBELL,JALISIA",2,jumper,good,methodist,jalisia campbell,2,398
194,10,methodist,Centre,Methodist,59-47,59,47,"14, 22, 11, 12, 59","8, 14, 11, 14, 47",14,22,11,12,59,8,14,11,14,47,3-7,2-8,12/18/16,Win,150,No Location Recorded,2 p.m.,A,194,--,,,,,"ASSIST  by GEEHRING,LILLIAN",,,"ASSIST  by GEEHRING,LILLIAN",2,assist,,methodist,lillian geehring,,
195,10,methodist,Centre,Methodist,59-47,59,47,"14, 22, 11, 12, 59","8, 14, 11, 14, 47",14,22,11,12,59,8,14,11,14,47,3-7,2-8,12/18/16,Win,150,No Location Recorded,2 p.m.,A,195,06:19,"TURNOVER  by FEE,MIKAYLA",,,,,,,"TURNOVER  by FEE,MIKAYLA",2,turnover,,Centre,mikayla fee,,379
196,10,methodist,Centre,Methodist,59-47,59,47,"14, 22, 11, 12, 59","8, 14, 11, 14, 47",14,22,11,12,59,8,14,11,14,47,3-7,2-8,12/18/16,Win,150,No Location Recorded,2 p.m.,A,196,06:16,,,,,"STEAL  by CHAMBERS,KANEYA",,,"STEAL  by CHAMBERS,KANEYA",2,steal,,methodist,,,376
197,10,methodist,Centre,Methodist,59-47,59,47,"14, 22, 11, 12, 59","8, 14, 11, 14, 47",14,22,11,12,59,8,14,11,14,47,3-7,2-8,12/18/16,Win,150,No Location Recorded,2 p.m.,A,197,06:10,,,,,"MISS JUMPER by CAMPBELL,JALISIA",,,"MISS JUMPER by CAMPBELL,JALISIA",2,jumper,missed,methodist,jalisia campbell,,370
198,10,methodist,Centre,Methodist,59-47,59,47,"14, 22, 11, 12, 59","8, 14, 11, 14, 47",14,22,11,12,59,8,14,11,14,47,3-7,2-8,12/18/16,Win,150,No Location Recorded,2 p.m.,A,198,--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2,deadball rebound,,Centre,,,
199,10,methodist,Centre,Methodist,59-47,59,47,"14, 22, 11, 12, 59","8, 14, 11, 14, 47",14,22,11,12,59,8,14,11,14,47,3-7,2-8,12/18/16,Win,150,No Location Recorded,2 p.m.,A,199,06:09,,,,,"FOUL  by EVANS,BREANNA",,,"FOUL  by EVANS,BREANNA",2,foul,,methodist,breanna evans,,369
200,10,methodist,Centre,Methodist,59-47,59,47,"14, 22, 11, 12, 59","8, 14, 11, 14, 47",14,22,11,12,59,8,14,11,14,47,3-7,2-8,12/18/16,Win,150,No Location Recorded,2 p.m.,A,200,06:09,"SUB IN by VANCE,DAY",,,,,,,"SUB IN by VANCE,DAY",2,subbing in,,Centre,day vance,,369
201,10,methodist,Centre,Methodist,59-47,59,47,"14, 22, 11, 12, 59","8, 14, 11, 14, 47",14,22,11,12,59,8,14,11,14,47,3-7,2-8,12/18/16,Win,150,No Location Recorded,2 p.m.,A,201,06:09,"SUB OUT by MOORE,LAUREN",,,,,,,"SUB OUT by MOORE,LAUREN",2,subbing out,,Centre,lauren moore,,369
202,10,methodist,Centre,Methodist,59-47,59,47,"14, 22, 11, 12, 59","8, 14, 11, 14, 47",14,22,11,12,59,8,14,11,14,47,3-7,2-8,12/18/16,Win,150,No Location Recorded,2 p.m.,A,202,05:52,"MISS LAYUP by VANCE,DAY",,,,,,,"MISS LAYUP by VANCE,DAY",2,layup,missed,Centre,day vance,,352
203,10,methodist,Centre,Methodist,59-47,59,47,"14, 22, 11, 12, 59","8, 14, 11, 14, 47",14,22,11,12,59,8,14,11,14,47,3-7,2-8,12/18/16,Win,150,No Location Recorded,2 p.m.,A,203,--,,,,,"REBOUND DEF by CAMPBELL,JALISIA",,,"REBOUND DEF by CAMPBELL,JALISIA",2,defensive rebound,,methodist,jalisia campbell,,
204,10,methodist,Centre,Methodist,59-47,59,47,"14, 22, 11, 12, 59","8, 14, 11, 14, 47",14,22,11,12,59,8,14,11,14,47,3-7,2-8,12/18/16,Win,150,No Location Recorded,2 p.m.,A,204,05:27,,,,,"MISS 3PTR by CHAMBERS,KANEYA",,,"MISS 3PTR by CHAMBERS,KANEYA",2,three pointer,missed,methodist,kaneya chambers,,327
205,10,methodist,Centre,Methodist,59-47,59,47,"14, 22, 11, 12, 59","8, 14, 11, 14, 47",14,22,11,12,59,8,14,11,14,47,3-7,2-8,12/18/16,Win,150,No Location Recorded,2 p.m.,A,205,--,"REBOUND DEF by VANCE,DAY",,,,,,,"REBOUND DEF by VANCE,DAY",2,defensive rebound,,Centre,day vance,,
206,10,methodist,Centre,Methodist,59-47,59,47,"14, 22, 11, 12, 59","8, 14, 11, 14, 47",14,22,11,12,59,8,14,11,14,47,3-7,2-8,12/18/16,Win,150,No Location Recorded,2 p.m.,A,206,05:10,"TURNOVER  by VANCE,DAY",,,,,,,"TURNOVER  by VANCE,DAY",2,turnover,,Centre,day vance,,310
207,10,methodist,Centre,Methodist,59-47,59,47,"14, 22, 11, 12, 59","8, 14, 11, 14, 47",14,22,11,12,59,8,14,11,14,47,3-7,2-8,12/18/16,Win,150,No Location Recorded,2 p.m.,A,207,05:09,,,,,"STEAL  by GEEHRING,LILLIAN",,,"STEAL  by GEEHRING,LILLIAN",2,steal,,methodist,,,309
