,game,opponent name,boxscore_visitor_name,boxscore_home_name,final score,centreFinalScore,opponentFinalScore,centreScoreByPeriod,opponentScoreByPeriod,centreScorePeriod1,centreScorePeriod2,centreScorePeriod3,centreScorePeriod4,centreScorePeriod5,opponentScorePeriod1,opponentScorePeriod2,opponentScorePeriod3,opponentScorePeriod4,opponentScorePeriod5,centreRecord,opponentRecord,gameDate,outcome,attendance,gameLocation,gameTime,homeGame,,Time Remaining,SEWANEE,Away Team Score,Play Team Indicator,Home Team Score,CENTRE-W,Game Score,Team Indicator,Play,period number,Play Type,Shot Outcome,Team,Player,Points Earned,Time(seconds)
14,7,sewanee,Sewanee,Centre,65-62,65,62,"10, 16, 18, 21, 65","15, 12, 17, 18, 62",10,16,18,21,65,15,12,17,18,62,"2-5, 1-0 SAA","2-5, 0-1 SAA",12/03/16,Win,235,No Location Recorded,1:00 PM,H,14,--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,1,deadball rebound,,Centre,,,
15,7,sewanee,Sewanee,Centre,65-62,65,62,"10, 16, 18, 21, 65","15, 12, 17, 18, 62",10,16,18,21,65,15,12,17,18,62,"2-5, 1-0 SAA","2-5, 0-1 SAA",12/03/16,Win,235,No Location Recorded,1:00 PM,H,15,08:28,,,,,"MISS FT by VANCE,DAY",,,"MISS FT by VANCE,DAY",1,free throw,missed,Centre,day vance,,508
16,7,sewanee,Sewanee,Centre,65-62,65,62,"10, 16, 18, 21, 65","15, 12, 17, 18, 62",10,16,18,21,65,15,12,17,18,62,"2-5, 1-0 SAA","2-5, 0-1 SAA",12/03/16,Win,235,No Location Recorded,1:00 PM,H,16,--,"REBOUND DEF by CAULDER,COREY",,,,,,,"REBOUND DEF by CAULDER,COREY",1,defensive rebound,,sewanee,corey caulder,,
17,7,sewanee,Sewanee,Centre,65-62,65,62,"10, 16, 18, 21, 65","15, 12, 17, 18, 62",10,16,18,21,65,15,12,17,18,62,"2-5, 1-0 SAA","2-5, 0-1 SAA",12/03/16,Win,235,No Location Recorded,1:00 PM,H,17,08:13,"GOOD 3PTR by ROSE,SAVANNAH",5 (+3),,2,,SEWANEE 5-2 (-3),,"GOOD 3PTR by ROSE,SAVANNAH",1,three pointer,good,sewanee,savannah rose,3,493
18,7,sewanee,Sewanee,Centre,65-62,65,62,"10, 16, 18, 21, 65","15, 12, 17, 18, 62",10,16,18,21,65,15,12,17,18,62,"2-5, 1-0 SAA","2-5, 0-1 SAA",12/03/16,Win,235,No Location Recorded,1:00 PM,H,18,--,"ASSIST  by TAYLOR,BELLA",,,,,,,"ASSIST  by TAYLOR,BELLA",1,assist,,sewanee,bella taylor,,
19,7,sewanee,Sewanee,Centre,65-62,65,62,"10, 16, 18, 21, 65","15, 12, 17, 18, 62",10,16,18,21,65,15,12,17,18,62,"2-5, 1-0 SAA","2-5, 0-1 SAA",12/03/16,Win,235,No Location Recorded,1:00 PM,H,19,07:56,,5 (+1),,4,"GOOD JUMPER by SCHAD,OLIVIA(in the paint)",CENTRE-W 5-4 (-1),,"GOOD JUMPER by SCHAD,OLIVIA(in the paint)",1,jumper,good,Centre,olivia schad,2,476
20,7,sewanee,Sewanee,Centre,65-62,65,62,"10, 16, 18, 21, 65","15, 12, 17, 18, 62",10,16,18,21,65,15,12,17,18,62,"2-5, 1-0 SAA","2-5, 0-1 SAA",12/03/16,Win,235,No Location Recorded,1:00 PM,H,20,07:38,"MISS 3PTR by ROSE,SAVANNAH",,,,,,,"MISS 3PTR by ROSE,SAVANNAH",1,three pointer,missed,sewanee,savannah rose,,458
21,7,sewanee,Sewanee,Centre,65-62,65,62,"10, 16, 18, 21, 65","15, 12, 17, 18, 62",10,16,18,21,65,15,12,17,18,62,"2-5, 1-0 SAA","2-5, 0-1 SAA",12/03/16,Win,235,No Location Recorded,1:00 PM,H,21,--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,1,defensive rebound,,Centre,,,
22,7,sewanee,Sewanee,Centre,65-62,65,62,"10, 16, 18, 21, 65","15, 12, 17, 18, 62",10,16,18,21,65,15,12,17,18,62,"2-5, 1-0 SAA","2-5, 0-1 SAA",12/03/16,Win,235,No Location Recorded,1:00 PM,H,22,07:35,,,,,"SUB IN by KELLAM,PAIGE",,,"SUB IN by KELLAM,PAIGE",1,subbing in,,Centre,paige kellam,,455
23,7,sewanee,Sewanee,Centre,65-62,65,62,"10, 16, 18, 21, 65","15, 12, 17, 18, 62",10,16,18,21,65,15,12,17,18,62,"2-5, 1-0 SAA","2-5, 0-1 SAA",12/03/16,Win,235,No Location Recorded,1:00 PM,H,23,07:35,,,,,"SUB OUT by MILLER,LAKKEN",,,"SUB OUT by MILLER,LAKKEN",1,subbing out,,Centre,lakken miller,,455
24,7,sewanee,Sewanee,Centre,65-62,65,62,"10, 16, 18, 21, 65","15, 12, 17, 18, 62",10,16,18,21,65,15,12,17,18,62,"2-5, 1-0 SAA","2-5, 0-1 SAA",12/03/16,Win,235,No Location Recorded,1:00 PM,H,24,07:16,,5,,7 (+2),"GOOD 3PTR by ANDREASSEN,CAROLINE",CENTRE-W 5-7 (+2),,"GOOD 3PTR by ANDREASSEN,CAROLINE",1,three pointer,good,Centre,caroline andreassen,3,436
25,7,sewanee,Sewanee,Centre,65-62,65,62,"10, 16, 18, 21, 65","15, 12, 17, 18, 62",10,16,18,21,65,15,12,17,18,62,"2-5, 1-0 SAA","2-5, 0-1 SAA",12/03/16,Win,235,No Location Recorded,1:00 PM,H,25,--,,,,,"ASSIST  by KELLAM,PAIGE",,,"ASSIST  by KELLAM,PAIGE",1,assist,,Centre,paige kellam,,
26,7,sewanee,Sewanee,Centre,65-62,65,62,"10, 16, 18, 21, 65","15, 12, 17, 18, 62",10,16,18,21,65,15,12,17,18,62,"2-5, 1-0 SAA","2-5, 0-1 SAA",12/03/16,Win,235,No Location Recorded,1:00 PM,H,26,06:52,"MISS 3PTR by ROSE,SAVANNAH",,,,,,,"MISS 3PTR by ROSE,SAVANNAH",1,three pointer,missed,sewanee,savannah rose,,412
27,7,sewanee,Sewanee,Centre,65-62,65,62,"10, 16, 18, 21, 65","15, 12, 17, 18, 62",10,16,18,21,65,15,12,17,18,62,"2-5, 1-0 SAA","2-5, 0-1 SAA",12/03/16,Win,235,No Location Recorded,1:00 PM,H,27,--,,,,,"REBOUND DEF by VANCE,DAY",,,"REBOUND DEF by VANCE,DAY",1,defensive rebound,,Centre,day vance,,
28,7,sewanee,Sewanee,Centre,65-62,65,62,"10, 16, 18, 21, 65","15, 12, 17, 18, 62",10,16,18,21,65,15,12,17,18,62,"2-5, 1-0 SAA","2-5, 0-1 SAA",12/03/16,Win,235,No Location Recorded,1:00 PM,H,28,06:39,,,,,"MISS LAYUP by STEWART,ABIGAIL",,,"MISS LAYUP by STEWART,ABIGAIL",1,layup,missed,Centre,abigail stewart,,399
29,7,sewanee,Sewanee,Centre,65-62,65,62,"10, 16, 18, 21, 65","15, 12, 17, 18, 62",10,16,18,21,65,15,12,17,18,62,"2-5, 1-0 SAA","2-5, 0-1 SAA",12/03/16,Win,235,No Location Recorded,1:00 PM,H,29,--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,1,defensive rebound,,Centre,,,
30,7,sewanee,Sewanee,Centre,65-62,65,62,"10, 16, 18, 21, 65","15, 12, 17, 18, 62",10,16,18,21,65,15,12,17,18,62,"2-5, 1-0 SAA","2-5, 0-1 SAA",12/03/16,Win,235,No Location Recorded,1:00 PM,H,30,06:24,,,,,"FOUL  by SCHAD,OLIVIA",,,"FOUL  by SCHAD,OLIVIA",1,foul,,Centre,olivia schad,,384
31,7,sewanee,Sewanee,Centre,65-62,65,62,"10, 16, 18, 21, 65","15, 12, 17, 18, 62",10,16,18,21,65,15,12,17,18,62,"2-5, 1-0 SAA","2-5, 0-1 SAA",12/03/16,Win,235,No Location Recorded,1:00 PM,H,31,06:24,,,,,"SUB IN by MOORE,LAUREN",,,"SUB IN by MOORE,LAUREN",1,subbing in,,Centre,lauren moore,,384
32,7,sewanee,Sewanee,Centre,65-62,65,62,"10, 16, 18, 21, 65","15, 12, 17, 18, 62",10,16,18,21,65,15,12,17,18,62,"2-5, 1-0 SAA","2-5, 0-1 SAA",12/03/16,Win,235,No Location Recorded,1:00 PM,H,32,06:24,,,,,"SUB OUT by STEWART,ABIGAIL",,,"SUB OUT by STEWART,ABIGAIL",1,subbing out,,Centre,abigail stewart,,384
33,7,sewanee,Sewanee,Centre,65-62,65,62,"10, 16, 18, 21, 65","15, 12, 17, 18, 62",10,16,18,21,65,15,12,17,18,62,"2-5, 1-0 SAA","2-5, 0-1 SAA",12/03/16,Win,235,No Location Recorded,1:00 PM,H,33,06:19,"MISS LAYUP by MCCORMACK,HANNAH",,,,,,,"MISS LAYUP by MCCORMACK,HANNAH",1,layup,missed,sewanee,hannah mccormack,,379
34,7,sewanee,Sewanee,Centre,65-62,65,62,"10, 16, 18, 21, 65","15, 12, 17, 18, 62",10,16,18,21,65,15,12,17,18,62,"2-5, 1-0 SAA","2-5, 0-1 SAA",12/03/16,Win,235,No Location Recorded,1:00 PM,H,34,--,,,,,"REBOUND DEF by ANDREASSEN,CAROLINE",,,"REBOUND DEF by ANDREASSEN,CAROLINE",1,defensive rebound,,Centre,caroline andreassen,,
35,7,sewanee,Sewanee,Centre,65-62,65,62,"10, 16, 18, 21, 65","15, 12, 17, 18, 62",10,16,18,21,65,15,12,17,18,62,"2-5, 1-0 SAA","2-5, 0-1 SAA",12/03/16,Win,235,No Location Recorded,1:00 PM,H,35,06:11,,,,,"MISS JUMPER by MOORE,LAUREN",,,"MISS JUMPER by MOORE,LAUREN",1,jumper,missed,Centre,lauren moore,,371
36,7,sewanee,Sewanee,Centre,65-62,65,62,"10, 16, 18, 21, 65","15, 12, 17, 18, 62",10,16,18,21,65,15,12,17,18,62,"2-5, 1-0 SAA","2-5, 0-1 SAA",12/03/16,Win,235,No Location Recorded,1:00 PM,H,36,--,"REBOUND DEF by ROSE,SAVANNAH",,,,,,,"REBOUND DEF by ROSE,SAVANNAH",1,defensive rebound,,sewanee,savannah rose,,
37,7,sewanee,Sewanee,Centre,65-62,65,62,"10, 16, 18, 21, 65","15, 12, 17, 18, 62",10,16,18,21,65,15,12,17,18,62,"2-5, 1-0 SAA","2-5, 0-1 SAA",12/03/16,Win,235,No Location Recorded,1:00 PM,H,37,05:51,"GOOD JUMPER by MCCORMACK,HANNAH",7,,7,,SEWANEE 7-7 (0),,"GOOD JUMPER by MCCORMACK,HANNAH",1,jumper,good,sewanee,hannah mccormack,2,351
38,7,sewanee,Sewanee,Centre,65-62,65,62,"10, 16, 18, 21, 65","15, 12, 17, 18, 62",10,16,18,21,65,15,12,17,18,62,"2-5, 1-0 SAA","2-5, 0-1 SAA",12/03/16,Win,235,No Location Recorded,1:00 PM,H,38,--,"ASSIST  by ROSE,SAVANNAH",,,,,,,"ASSIST  by ROSE,SAVANNAH",1,assist,,sewanee,savannah rose,,
39,7,sewanee,Sewanee,Centre,65-62,65,62,"10, 16, 18, 21, 65","15, 12, 17, 18, 62",10,16,18,21,65,15,12,17,18,62,"2-5, 1-0 SAA","2-5, 0-1 SAA",12/03/16,Win,235,No Location Recorded,1:00 PM,H,39,05:44,,,,,"TURNOVER  by VANCE,DAY",,,"TURNOVER  by VANCE,DAY",1,turnover,,Centre,day vance,,344
40,7,sewanee,Sewanee,Centre,65-62,65,62,"10, 16, 18, 21, 65","15, 12, 17, 18, 62",10,16,18,21,65,15,12,17,18,62,"2-5, 1-0 SAA","2-5, 0-1 SAA",12/03/16,Win,235,No Location Recorded,1:00 PM,H,40,05:44,,,,,"SUB IN by BALLARD,AMI",,,"SUB IN by BALLARD,AMI",1,subbing in,,Centre,ami ballard,,344
41,7,sewanee,Sewanee,Centre,65-62,65,62,"10, 16, 18, 21, 65","15, 12, 17, 18, 62",10,16,18,21,65,15,12,17,18,62,"2-5, 1-0 SAA","2-5, 0-1 SAA",12/03/16,Win,235,No Location Recorded,1:00 PM,H,41,05:44,,,,,"SUB OUT by SCHAD,OLIVIA",,,"SUB OUT by SCHAD,OLIVIA",1,subbing out,,Centre,olivia schad,,344
42,7,sewanee,Sewanee,Centre,65-62,65,62,"10, 16, 18, 21, 65","15, 12, 17, 18, 62",10,16,18,21,65,15,12,17,18,62,"2-5, 1-0 SAA","2-5, 0-1 SAA",12/03/16,Win,235,No Location Recorded,1:00 PM,H,42,05:39,"TURNOVER  by KIM,SUE",,,,,,,"TURNOVER  by KIM,SUE",1,turnover,,sewanee,sue kim,,339
43,7,sewanee,Sewanee,Centre,65-62,65,62,"10, 16, 18, 21, 65","15, 12, 17, 18, 62",10,16,18,21,65,15,12,17,18,62,"2-5, 1-0 SAA","2-5, 0-1 SAA",12/03/16,Win,235,No Location Recorded,1:00 PM,H,43,05:38,,,,,"STEAL  by VANCE,DAY",,,"STEAL  by VANCE,DAY",1,steal,,Centre,,,338
44,7,sewanee,Sewanee,Centre,65-62,65,62,"10, 16, 18, 21, 65","15, 12, 17, 18, 62",10,16,18,21,65,15,12,17,18,62,"2-5, 1-0 SAA","2-5, 0-1 SAA",12/03/16,Win,235,No Location Recorded,1:00 PM,H,44,05:31,,,,,"TURNOVER  by BALLARD,AMI",,,"TURNOVER  by BALLARD,AMI",1,turnover,,Centre,ami ballard,,331
45,7,sewanee,Sewanee,Centre,65-62,65,62,"10, 16, 18, 21, 65","15, 12, 17, 18, 62",10,16,18,21,65,15,12,17,18,62,"2-5, 1-0 SAA","2-5, 0-1 SAA",12/03/16,Win,235,No Location Recorded,1:00 PM,H,45,05:29,"STEAL  by MCCORMACK,HANNAH",,,,,,,"STEAL  by MCCORMACK,HANNAH",1,steal,,sewanee,,,329
46,7,sewanee,Sewanee,Centre,65-62,65,62,"10, 16, 18, 21, 65","15, 12, 17, 18, 62",10,16,18,21,65,15,12,17,18,62,"2-5, 1-0 SAA","2-5, 0-1 SAA",12/03/16,Win,235,No Location Recorded,1:00 PM,H,46,05:09,"TURNOVER  by CAULDER,COREY",,,,,,,"TURNOVER  by CAULDER,COREY",1,turnover,,sewanee,corey caulder,,309
47,7,sewanee,Sewanee,Centre,65-62,65,62,"10, 16, 18, 21, 65","15, 12, 17, 18, 62",10,16,18,21,65,15,12,17,18,62,"2-5, 1-0 SAA","2-5, 0-1 SAA",12/03/16,Win,235,No Location Recorded,1:00 PM,H,47,05:03,,,,,"STEAL  by KELLAM,PAIGE",,,"STEAL  by KELLAM,PAIGE",1,steal,,Centre,,,303
48,7,sewanee,Sewanee,Centre,65-62,65,62,"10, 16, 18, 21, 65","15, 12, 17, 18, 62",10,16,18,21,65,15,12,17,18,62,"2-5, 1-0 SAA","2-5, 0-1 SAA",12/03/16,Win,235,No Location Recorded,1:00 PM,H,48,05:02,,,,,"TURNOVER  by KELLAM,PAIGE",,,"TURNOVER  by KELLAM,PAIGE",1,turnover,,Centre,paige kellam,,302
49,7,sewanee,Sewanee,Centre,65-62,65,62,"10, 16, 18, 21, 65","15, 12, 17, 18, 62",10,16,18,21,65,15,12,17,18,62,"2-5, 1-0 SAA","2-5, 0-1 SAA",12/03/16,Win,235,No Location Recorded,1:00 PM,H,49,05:01,"STEAL  by TAYLOR,BELLA",,,,,,,"STEAL  by TAYLOR,BELLA",1,steal,,sewanee,,,301
50,7,sewanee,Sewanee,Centre,65-62,65,62,"10, 16, 18, 21, 65","15, 12, 17, 18, 62",10,16,18,21,65,15,12,17,18,62,"2-5, 1-0 SAA","2-5, 0-1 SAA",12/03/16,Win,235,No Location Recorded,1:00 PM,H,50,04:59,"GOOD LAYUP by TAYLOR,BELLA(in the paint)",9 (+2),,7,,SEWANEE 9-7 (-2),,"GOOD LAYUP by TAYLOR,BELLA(in the paint)",1,layup,good,sewanee,bella taylor,2,299
51,7,sewanee,Sewanee,Centre,65-62,65,62,"10, 16, 18, 21, 65","15, 12, 17, 18, 62",10,16,18,21,65,15,12,17,18,62,"2-5, 1-0 SAA","2-5, 0-1 SAA",12/03/16,Win,235,No Location Recorded,1:00 PM,H,51,04:54,"FOUL  by ROSE,SAVANNAH",,,,,,,"FOUL  by ROSE,SAVANNAH",1,foul,,sewanee,savannah rose,,294
52,7,sewanee,Sewanee,Centre,65-62,65,62,"10, 16, 18, 21, 65","15, 12, 17, 18, 62",10,16,18,21,65,15,12,17,18,62,"2-5, 1-0 SAA","2-5, 0-1 SAA",12/03/16,Win,235,No Location Recorded,1:00 PM,H,52,04:54,,,,,TIMEOUT 20SEC by TEAM,,,TIMEOUT 20SEC by TEAM,1,timeout,,Centre,,,294
53,7,sewanee,Sewanee,Centre,65-62,65,62,"10, 16, 18, 21, 65","15, 12, 17, 18, 62",10,16,18,21,65,15,12,17,18,62,"2-5, 1-0 SAA","2-5, 0-1 SAA",12/03/16,Win,235,No Location Recorded,1:00 PM,H,53,04:40,,,,,"TURNOVER  by VANCE,DAY",,,"TURNOVER  by VANCE,DAY",1,turnover,,Centre,day vance,,280
54,7,sewanee,Sewanee,Centre,65-62,65,62,"10, 16, 18, 21, 65","15, 12, 17, 18, 62",10,16,18,21,65,15,12,17,18,62,"2-5, 1-0 SAA","2-5, 0-1 SAA",12/03/16,Win,235,No Location Recorded,1:00 PM,H,54,04:39,"STEAL  by LYERLY,HALEY",,,,,,,"STEAL  by LYERLY,HALEY",1,steal,,sewanee,,,279
55,7,sewanee,Sewanee,Centre,65-62,65,62,"10, 16, 18, 21, 65","15, 12, 17, 18, 62",10,16,18,21,65,15,12,17,18,62,"2-5, 1-0 SAA","2-5, 0-1 SAA",12/03/16,Win,235,No Location Recorded,1:00 PM,H,55,04:32,,,,,"FOUL  by VANCE,DAY",,,"FOUL  by VANCE,DAY",1,foul,,Centre,day vance,,272
56,7,sewanee,Sewanee,Centre,65-62,65,62,"10, 16, 18, 21, 65","15, 12, 17, 18, 62",10,16,18,21,65,15,12,17,18,62,"2-5, 1-0 SAA","2-5, 0-1 SAA",12/03/16,Win,235,No Location Recorded,1:00 PM,H,56,04:32,"GOOD FT by CAULDER,COREY",10 (+3),,7,,SEWANEE 10-7 (-3),,"GOOD FT by CAULDER,COREY",1,free throw,good,sewanee,corey caulder,1,272
57,7,sewanee,Sewanee,Centre,65-62,65,62,"10, 16, 18, 21, 65","15, 12, 17, 18, 62",10,16,18,21,65,15,12,17,18,62,"2-5, 1-0 SAA","2-5, 0-1 SAA",12/03/16,Win,235,No Location Recorded,1:00 PM,H,57,04:32,"GOOD FT by CAULDER,COREY",11 (+4),,7,,SEWANEE 11-7 (-4),,"GOOD FT by CAULDER,COREY",1,free throw,good,sewanee,corey caulder,1,272
58,7,sewanee,Sewanee,Centre,65-62,65,62,"10, 16, 18, 21, 65","15, 12, 17, 18, 62",10,16,18,21,65,15,12,17,18,62,"2-5, 1-0 SAA","2-5, 0-1 SAA",12/03/16,Win,235,No Location Recorded,1:00 PM,H,58,04:32,"GOOD FT by CAULDER,COREY",12 (+5),,7,,SEWANEE 12-7 (-5),,"GOOD FT by CAULDER,COREY",1,free throw,good,sewanee,corey caulder,1,272
59,7,sewanee,Sewanee,Centre,65-62,65,62,"10, 16, 18, 21, 65","15, 12, 17, 18, 62",10,16,18,21,65,15,12,17,18,62,"2-5, 1-0 SAA","2-5, 0-1 SAA",12/03/16,Win,235,No Location Recorded,1:00 PM,H,59,04:32,,,,,"SUB IN by MILLER,LAKKEN",,,"SUB IN by MILLER,LAKKEN",1,subbing in,,Centre,lakken miller,,272
60,7,sewanee,Sewanee,Centre,65-62,65,62,"10, 16, 18, 21, 65","15, 12, 17, 18, 62",10,16,18,21,65,15,12,17,18,62,"2-5, 1-0 SAA","2-5, 0-1 SAA",12/03/16,Win,235,No Location Recorded,1:00 PM,H,60,04:32,,,,,"SUB IN by FEE,MIKAYLA",,,"SUB IN by FEE,MIKAYLA",1,subbing in,,Centre,mikayla fee,,272
61,7,sewanee,Sewanee,Centre,65-62,65,62,"10, 16, 18, 21, 65","15, 12, 17, 18, 62",10,16,18,21,65,15,12,17,18,62,"2-5, 1-0 SAA","2-5, 0-1 SAA",12/03/16,Win,235,No Location Recorded,1:00 PM,H,61,04:32,,,,,"SUB IN by BUNNER,CHEYENNE",,,"SUB IN by BUNNER,CHEYENNE",1,subbing in,,Centre,cheyenne bunner,,272
62,7,sewanee,Sewanee,Centre,65-62,65,62,"10, 16, 18, 21, 65","15, 12, 17, 18, 62",10,16,18,21,65,15,12,17,18,62,"2-5, 1-0 SAA","2-5, 0-1 SAA",12/03/16,Win,235,No Location Recorded,1:00 PM,H,62,04:32,,,,,"SUB IN by SCHAD,OLIVIA",,,"SUB IN by SCHAD,OLIVIA",1,subbing in,,Centre,olivia schad,,272
63,7,sewanee,Sewanee,Centre,65-62,65,62,"10, 16, 18, 21, 65","15, 12, 17, 18, 62",10,16,18,21,65,15,12,17,18,62,"2-5, 1-0 SAA","2-5, 0-1 SAA",12/03/16,Win,235,No Location Recorded,1:00 PM,H,63,04:32,,,,,"SUB OUT by VANCE,DAY",,,"SUB OUT by VANCE,DAY",1,subbing out,,Centre,day vance,,272
