,game,opponent name,boxscore_visitor_name,boxscore_home_name,final score,centreFinalScore,opponentFinalScore,centreScoreByPeriod,opponentScoreByPeriod,centreScorePeriod1,centreScorePeriod2,centreScorePeriod3,centreScorePeriod4,centreScorePeriod5,opponentScorePeriod1,opponentScorePeriod2,opponentScorePeriod3,opponentScorePeriod4,opponentScorePeriod5,centreRecord,opponentRecord,gameDate,outcome,attendance,gameLocation,gameTime,homeGame,,Time Remaining,SEWANEE,Away Team Score,Play Team Indicator,Home Team Score,CENTRE-W,Game Score,Team Indicator,Play,period number,Play Type,Shot Outcome,Team,Player,Points Earned,Time(seconds)
0,7,sewanee,Sewanee,Centre,65-62,65,62,"10, 16, 18, 21, 65","15, 12, 17, 18, 62",10,16,18,21,65,15,12,17,18,62,"2-5, 1-0 SAA","2-5, 0-1 SAA",12/03/16,Win,235,No Location Recorded,1:00 PM,H,0,Start Period 1,,,,,,,,,1,,,,,,
1,7,sewanee,Sewanee,Centre,65-62,65,62,"10, 16, 18, 21, 65","15, 12, 17, 18, 62",10,16,18,21,65,15,12,17,18,62,"2-5, 1-0 SAA","2-5, 0-1 SAA",12/03/16,Win,235,No Location Recorded,1:00 PM,H,1,09:45,,,,,"TURNOVER  by VANCE,DAY",,,"TURNOVER  by VANCE,DAY",1,turnover,,Centre,day vance,,585
2,7,sewanee,Sewanee,Centre,65-62,65,62,"10, 16, 18, 21, 65","15, 12, 17, 18, 62",10,16,18,21,65,15,12,17,18,62,"2-5, 1-0 SAA","2-5, 0-1 SAA",12/03/16,Win,235,No Location Recorded,1:00 PM,H,2,09:32,"MISS JUMPER by CAULDER,COREY",,,,,,,"MISS JUMPER by CAULDER,COREY",1,jumper,missed,sewanee,corey caulder,,572
3,7,sewanee,Sewanee,Centre,65-62,65,62,"10, 16, 18, 21, 65","15, 12, 17, 18, 62",10,16,18,21,65,15,12,17,18,62,"2-5, 1-0 SAA","2-5, 0-1 SAA",12/03/16,Win,235,No Location Recorded,1:00 PM,H,3,--,,,,,"REBOUND DEF by ANDREASSEN,CAROLINE",,,"REBOUND DEF by ANDREASSEN,CAROLINE",1,defensive rebound,,Centre,caroline andreassen,,
4,7,sewanee,Sewanee,Centre,65-62,65,62,"10, 16, 18, 21, 65","15, 12, 17, 18, 62",10,16,18,21,65,15,12,17,18,62,"2-5, 1-0 SAA","2-5, 0-1 SAA",12/03/16,Win,235,No Location Recorded,1:00 PM,H,4,09:17,,0,,2 (+2),"GOOD LAYUP by STEWART,ABIGAIL(in the paint)",CENTRE-W 0-2 (+2),,"GOOD LAYUP by STEWART,ABIGAIL(in the paint)",1,layup,good,Centre,abigail stewart,2,557
5,7,sewanee,Sewanee,Centre,65-62,65,62,"10, 16, 18, 21, 65","15, 12, 17, 18, 62",10,16,18,21,65,15,12,17,18,62,"2-5, 1-0 SAA","2-5, 0-1 SAA",12/03/16,Win,235,No Location Recorded,1:00 PM,H,5,--,,,,,"ASSIST  by VANCE,DAY",,,"ASSIST  by VANCE,DAY",1,assist,,Centre,day vance,,
6,7,sewanee,Sewanee,Centre,65-62,65,62,"10, 16, 18, 21, 65","15, 12, 17, 18, 62",10,16,18,21,65,15,12,17,18,62,"2-5, 1-0 SAA","2-5, 0-1 SAA",12/03/16,Win,235,No Location Recorded,1:00 PM,H,6,08:58,"TURNOVER  by MCCORMACK,HANNAH",,,,,,,"TURNOVER  by MCCORMACK,HANNAH",1,turnover,,sewanee,hannah mccormack,,538
7,7,sewanee,Sewanee,Centre,65-62,65,62,"10, 16, 18, 21, 65","15, 12, 17, 18, 62",10,16,18,21,65,15,12,17,18,62,"2-5, 1-0 SAA","2-5, 0-1 SAA",12/03/16,Win,235,No Location Recorded,1:00 PM,H,7,08:52,,,,,"TURNOVER  by SCHAD,OLIVIA",,,"TURNOVER  by SCHAD,OLIVIA",1,turnover,,Centre,olivia schad,,532
8,7,sewanee,Sewanee,Centre,65-62,65,62,"10, 16, 18, 21, 65","15, 12, 17, 18, 62",10,16,18,21,65,15,12,17,18,62,"2-5, 1-0 SAA","2-5, 0-1 SAA",12/03/16,Win,235,No Location Recorded,1:00 PM,H,8,08:50,"STEAL  by MCCORMACK,HANNAH",,,,,,,"STEAL  by MCCORMACK,HANNAH",1,steal,,sewanee,,,530
9,7,sewanee,Sewanee,Centre,65-62,65,62,"10, 16, 18, 21, 65","15, 12, 17, 18, 62",10,16,18,21,65,15,12,17,18,62,"2-5, 1-0 SAA","2-5, 0-1 SAA",12/03/16,Win,235,No Location Recorded,1:00 PM,H,9,08:48,"GOOD LAYUP by MCCORMACK,HANNAH(in the paint)",2,,2,,SEWANEE 2-2 (0),,"GOOD LAYUP by MCCORMACK,HANNAH(in the paint)",1,layup,good,sewanee,hannah mccormack,2,528
10,7,sewanee,Sewanee,Centre,65-62,65,62,"10, 16, 18, 21, 65","15, 12, 17, 18, 62",10,16,18,21,65,15,12,17,18,62,"2-5, 1-0 SAA","2-5, 0-1 SAA",12/03/16,Win,235,No Location Recorded,1:00 PM,H,10,08:31,,,,,"MISS JUMPER by STEWART,ABIGAIL",,,"MISS JUMPER by STEWART,ABIGAIL",1,jumper,missed,Centre,abigail stewart,,511
11,7,sewanee,Sewanee,Centre,65-62,65,62,"10, 16, 18, 21, 65","15, 12, 17, 18, 62",10,16,18,21,65,15,12,17,18,62,"2-5, 1-0 SAA","2-5, 0-1 SAA",12/03/16,Win,235,No Location Recorded,1:00 PM,H,11,--,,,,,"REBOUND OFF by VANCE,DAY",,,"REBOUND OFF by VANCE,DAY",1,offensive rebound,,Centre,day vance,,
12,7,sewanee,Sewanee,Centre,65-62,65,62,"10, 16, 18, 21, 65","15, 12, 17, 18, 62",10,16,18,21,65,15,12,17,18,62,"2-5, 1-0 SAA","2-5, 0-1 SAA",12/03/16,Win,235,No Location Recorded,1:00 PM,H,12,08:28,"FOUL  by CAULDER,COREY",,,,,,,"FOUL  by CAULDER,COREY",1,foul,,sewanee,corey caulder,,508
13,7,sewanee,Sewanee,Centre,65-62,65,62,"10, 16, 18, 21, 65","15, 12, 17, 18, 62",10,16,18,21,65,15,12,17,18,62,"2-5, 1-0 SAA","2-5, 0-1 SAA",12/03/16,Win,235,No Location Recorded,1:00 PM,H,13,08:28,,,,,"MISS FT by VANCE,DAY",,,"MISS FT by VANCE,DAY",1,free throw,missed,Centre,day vance,,508
