,game,opponent name,boxscore_visitor_name,boxscore_home_name,final score,centreFinalScore,opponentFinalScore,centreScoreByPeriod,opponentScoreByPeriod,centreScorePeriod1,centreScorePeriod2,centreScorePeriod3,centreScorePeriod4,centreScorePeriod5,opponentScorePeriod1,opponentScorePeriod2,opponentScorePeriod3,opponentScorePeriod4,opponentScorePeriod5,centreRecord,opponentRecord,gameDate,outcome,attendance,gameLocation,gameTime,homeGame,,Time Remaining,BCW,Away Team Score,Play Team Indicator,Home Team Score,CENTRE-W,Game Score,Team Indicator,Play,period number,Play Type,Shot Outcome,Team,Player,Points Earned,Time(seconds)
10,22,berry,Berry College,Centre,42-67,42,67,"11, 7, 16, 8, 42","7, 21, 17, 22, 67",11,7,16,8,42,7,21,17,22,67,"6-16, 4-7 SAA","9-13, 3-8 SAA",02/05/17,Lose,475,No Location Recorded,1:00 PM,H,10,--,,,,,"ASSIST  by ALFORD,OLIVIA",,,"ASSIST  by ALFORD,OLIVIA",1,assist,,Centre,olivia alford,,
11,22,berry,Berry College,Centre,42-67,42,67,"11, 7, 16, 8, 42","7, 21, 17, 22, 67",11,7,16,8,42,7,21,17,22,67,"6-16, 4-7 SAA","9-13, 3-8 SAA",02/05/17,Lose,475,No Location Recorded,1:00 PM,H,11,08:12,,,,,"FOUL  by SCHAD,OLIVIA",,,"FOUL  by SCHAD,OLIVIA",1,foul,,Centre,olivia schad,,492
12,22,berry,Berry College,Centre,42-67,42,67,"11, 7, 16, 8, 42","7, 21, 17, 22, 67",11,7,16,8,42,7,21,17,22,67,"6-16, 4-7 SAA","9-13, 3-8 SAA",02/05/17,Lose,475,No Location Recorded,1:00 PM,H,12,08:12,,,,,"SUB IN by VANCE,DAY",,,"SUB IN by VANCE,DAY",1,subbing in,,Centre,day vance,,492
13,22,berry,Berry College,Centre,42-67,42,67,"11, 7, 16, 8, 42","7, 21, 17, 22, 67",11,7,16,8,42,7,21,17,22,67,"6-16, 4-7 SAA","9-13, 3-8 SAA",02/05/17,Lose,475,No Location Recorded,1:00 PM,H,13,08:12,,,,,"SUB OUT by ALFORD,OLIVIA",,,"SUB OUT by ALFORD,OLIVIA",1,subbing out,,Centre,olivia alford,,492
14,22,berry,Berry College,Centre,42-67,42,67,"11, 7, 16, 8, 42","7, 21, 17, 22, 67",11,7,16,8,42,7,21,17,22,67,"6-16, 4-7 SAA","9-13, 3-8 SAA",02/05/17,Lose,475,No Location Recorded,1:00 PM,H,14,08:04,"MISS JUMPER by RAMPERSAD,KRISTIN",,,,,,,"MISS JUMPER by RAMPERSAD,KRISTIN",1,jumper,missed,berry college,kristin rampersad,,484
15,22,berry,Berry College,Centre,42-67,42,67,"11, 7, 16, 8, 42","7, 21, 17, 22, 67",11,7,16,8,42,7,21,17,22,67,"6-16, 4-7 SAA","9-13, 3-8 SAA",02/05/17,Lose,475,No Location Recorded,1:00 PM,H,15,08:04,,,,,"BLOCK  by STEWART,ABIGAIL",,,"BLOCK  by STEWART,ABIGAIL",1,block,,Centre,abigail stewart,,484
16,22,berry,Berry College,Centre,42-67,42,67,"11, 7, 16, 8, 42","7, 21, 17, 22, 67",11,7,16,8,42,7,21,17,22,67,"6-16, 4-7 SAA","9-13, 3-8 SAA",02/05/17,Lose,475,No Location Recorded,1:00 PM,H,16,--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,1,defensive rebound,,Centre,,,
17,22,berry,Berry College,Centre,42-67,42,67,"11, 7, 16, 8, 42","7, 21, 17, 22, 67",11,7,16,8,42,7,21,17,22,67,"6-16, 4-7 SAA","9-13, 3-8 SAA",02/05/17,Lose,475,No Location Recorded,1:00 PM,H,17,07:52,,,,,"TURNOVER  by ANDREASSEN,CAROLINE",,,"TURNOVER  by ANDREASSEN,CAROLINE",1,turnover,,Centre,caroline andreassen,,472
18,22,berry,Berry College,Centre,42-67,42,67,"11, 7, 16, 8, 42","7, 21, 17, 22, 67",11,7,16,8,42,7,21,17,22,67,"6-16, 4-7 SAA","9-13, 3-8 SAA",02/05/17,Lose,475,No Location Recorded,1:00 PM,H,18,07:51,"MISS JUMPER by WEEMS,ALEX",,,,,,,"MISS JUMPER by WEEMS,ALEX",1,jumper,missed,berry college,alex weems,,471
19,22,berry,Berry College,Centre,42-67,42,67,"11, 7, 16, 8, 42","7, 21, 17, 22, 67",11,7,16,8,42,7,21,17,22,67,"6-16, 4-7 SAA","9-13, 3-8 SAA",02/05/17,Lose,475,No Location Recorded,1:00 PM,H,19,--,,,,,"REBOUND DEF by ANDREASSEN,CAROLINE",,,"REBOUND DEF by ANDREASSEN,CAROLINE",1,defensive rebound,,Centre,caroline andreassen,,
20,22,berry,Berry College,Centre,42-67,42,67,"11, 7, 16, 8, 42","7, 21, 17, 22, 67",11,7,16,8,42,7,21,17,22,67,"6-16, 4-7 SAA","9-13, 3-8 SAA",02/05/17,Lose,475,No Location Recorded,1:00 PM,H,20,07:28,,,,,"MISS JUMPER by ANDREASSEN,CAROLINE",,,"MISS JUMPER by ANDREASSEN,CAROLINE",1,jumper,missed,Centre,caroline andreassen,,448
21,22,berry,Berry College,Centre,42-67,42,67,"11, 7, 16, 8, 42","7, 21, 17, 22, 67",11,7,16,8,42,7,21,17,22,67,"6-16, 4-7 SAA","9-13, 3-8 SAA",02/05/17,Lose,475,No Location Recorded,1:00 PM,H,21,--,"REBOUND DEF by MCKEE,ASHLEY",,,,,,,"REBOUND DEF by MCKEE,ASHLEY",1,defensive rebound,,berry college,ashley mckee,,
22,22,berry,Berry College,Centre,42-67,42,67,"11, 7, 16, 8, 42","7, 21, 17, 22, 67",11,7,16,8,42,7,21,17,22,67,"6-16, 4-7 SAA","9-13, 3-8 SAA",02/05/17,Lose,475,No Location Recorded,1:00 PM,H,22,07:18,"MISS 3PTR by RAMPERSAD,KRISTIN",,,,,,,"MISS 3PTR by RAMPERSAD,KRISTIN",1,three pointer,missed,berry college,kristin rampersad,,438
23,22,berry,Berry College,Centre,42-67,42,67,"11, 7, 16, 8, 42","7, 21, 17, 22, 67",11,7,16,8,42,7,21,17,22,67,"6-16, 4-7 SAA","9-13, 3-8 SAA",02/05/17,Lose,475,No Location Recorded,1:00 PM,H,23,--,"REBOUND OFF by MCLURE,VALERIE",,,,,,,"REBOUND OFF by MCLURE,VALERIE",1,offensive rebound,,berry college,valerie mclure,,
24,22,berry,Berry College,Centre,42-67,42,67,"11, 7, 16, 8, 42","7, 21, 17, 22, 67",11,7,16,8,42,7,21,17,22,67,"6-16, 4-7 SAA","9-13, 3-8 SAA",02/05/17,Lose,475,No Location Recorded,1:00 PM,H,24,07:07,"MISS 3PTR by MCKEE,ASHLEY",,,,,,,"MISS 3PTR by MCKEE,ASHLEY",1,three pointer,missed,berry college,ashley mckee,,427
25,22,berry,Berry College,Centre,42-67,42,67,"11, 7, 16, 8, 42","7, 21, 17, 22, 67",11,7,16,8,42,7,21,17,22,67,"6-16, 4-7 SAA","9-13, 3-8 SAA",02/05/17,Lose,475,No Location Recorded,1:00 PM,H,25,--,"REBOUND OFF by MCLURE,VALERIE",,,,,,,"REBOUND OFF by MCLURE,VALERIE",1,offensive rebound,,berry college,valerie mclure,,
26,22,berry,Berry College,Centre,42-67,42,67,"11, 7, 16, 8, 42","7, 21, 17, 22, 67",11,7,16,8,42,7,21,17,22,67,"6-16, 4-7 SAA","9-13, 3-8 SAA",02/05/17,Lose,475,No Location Recorded,1:00 PM,H,26,07:03,"TURNOVER  by MCLURE,VALERIE",,,,,,,"TURNOVER  by MCLURE,VALERIE",1,turnover,,berry college,valerie mclure,,423
27,22,berry,Berry College,Centre,42-67,42,67,"11, 7, 16, 8, 42","7, 21, 17, 22, 67",11,7,16,8,42,7,21,17,22,67,"6-16, 4-7 SAA","9-13, 3-8 SAA",02/05/17,Lose,475,No Location Recorded,1:00 PM,H,27,07:00,,,,,"STEAL  by MILLER,LAKKEN",,,"STEAL  by MILLER,LAKKEN",1,steal,,Centre,,,420
28,22,berry,Berry College,Centre,42-67,42,67,"11, 7, 16, 8, 42","7, 21, 17, 22, 67",11,7,16,8,42,7,21,17,22,67,"6-16, 4-7 SAA","9-13, 3-8 SAA",02/05/17,Lose,475,No Location Recorded,1:00 PM,H,28,06:46,,,,,"MISS LAYUP by VANCE,DAY",,,"MISS LAYUP by VANCE,DAY",1,layup,missed,Centre,day vance,,406
29,22,berry,Berry College,Centre,42-67,42,67,"11, 7, 16, 8, 42","7, 21, 17, 22, 67",11,7,16,8,42,7,21,17,22,67,"6-16, 4-7 SAA","9-13, 3-8 SAA",02/05/17,Lose,475,No Location Recorded,1:00 PM,H,29,--,"REBOUND DEF by MCLURE,VALERIE",,,,,,,"REBOUND DEF by MCLURE,VALERIE",1,defensive rebound,,berry college,valerie mclure,,
30,22,berry,Berry College,Centre,42-67,42,67,"11, 7, 16, 8, 42","7, 21, 17, 22, 67",11,7,16,8,42,7,21,17,22,67,"6-16, 4-7 SAA","9-13, 3-8 SAA",02/05/17,Lose,475,No Location Recorded,1:00 PM,H,30,06:27,"MISS JUMPER by LYNCH,ROSIE",,,,,,,"MISS JUMPER by LYNCH,ROSIE",1,jumper,missed,berry college,rosie lynch,,387
31,22,berry,Berry College,Centre,42-67,42,67,"11, 7, 16, 8, 42","7, 21, 17, 22, 67",11,7,16,8,42,7,21,17,22,67,"6-16, 4-7 SAA","9-13, 3-8 SAA",02/05/17,Lose,475,No Location Recorded,1:00 PM,H,31,--,"REBOUND OFF by MCLURE,VALERIE",,,,,,,"REBOUND OFF by MCLURE,VALERIE",1,offensive rebound,,berry college,valerie mclure,,
32,22,berry,Berry College,Centre,42-67,42,67,"11, 7, 16, 8, 42","7, 21, 17, 22, 67",11,7,16,8,42,7,21,17,22,67,"6-16, 4-7 SAA","9-13, 3-8 SAA",02/05/17,Lose,475,No Location Recorded,1:00 PM,H,32,06:23,"MISS JUMPER by MCLURE,VALERIE",,,,,,,"MISS JUMPER by MCLURE,VALERIE",1,jumper,missed,berry college,valerie mclure,,383
33,22,berry,Berry College,Centre,42-67,42,67,"11, 7, 16, 8, 42","7, 21, 17, 22, 67",11,7,16,8,42,7,21,17,22,67,"6-16, 4-7 SAA","9-13, 3-8 SAA",02/05/17,Lose,475,No Location Recorded,1:00 PM,H,33,--,,,,,"REBOUND DEF by VANCE,DAY",,,"REBOUND DEF by VANCE,DAY",1,defensive rebound,,Centre,day vance,,
34,22,berry,Berry College,Centre,42-67,42,67,"11, 7, 16, 8, 42","7, 21, 17, 22, 67",11,7,16,8,42,7,21,17,22,67,"6-16, 4-7 SAA","9-13, 3-8 SAA",02/05/17,Lose,475,No Location Recorded,1:00 PM,H,34,06:05,,,,,"MISS 3PTR by MILLER,LAKKEN",,,"MISS 3PTR by MILLER,LAKKEN",1,three pointer,missed,Centre,lakken miller,,365
35,22,berry,Berry College,Centre,42-67,42,67,"11, 7, 16, 8, 42","7, 21, 17, 22, 67",11,7,16,8,42,7,21,17,22,67,"6-16, 4-7 SAA","9-13, 3-8 SAA",02/05/17,Lose,475,No Location Recorded,1:00 PM,H,35,--,,,,,"REBOUND OFF by VANCE,DAY",,,"REBOUND OFF by VANCE,DAY",1,offensive rebound,,Centre,day vance,,
36,22,berry,Berry College,Centre,42-67,42,67,"11, 7, 16, 8, 42","7, 21, 17, 22, 67",11,7,16,8,42,7,21,17,22,67,"6-16, 4-7 SAA","9-13, 3-8 SAA",02/05/17,Lose,475,No Location Recorded,1:00 PM,H,36,06:02,"FOUL  by WEEMS,ALEX",,,,,,,"FOUL  by WEEMS,ALEX",1,foul,,berry college,alex weems,,362
37,22,berry,Berry College,Centre,42-67,42,67,"11, 7, 16, 8, 42","7, 21, 17, 22, 67",11,7,16,8,42,7,21,17,22,67,"6-16, 4-7 SAA","9-13, 3-8 SAA",02/05/17,Lose,475,No Location Recorded,1:00 PM,H,37,06:02,,,,,"MISS FT by VANCE,DAY",,,"MISS FT by VANCE,DAY",1,free throw,missed,Centre,day vance,,362
38,22,berry,Berry College,Centre,42-67,42,67,"11, 7, 16, 8, 42","7, 21, 17, 22, 67",11,7,16,8,42,7,21,17,22,67,"6-16, 4-7 SAA","9-13, 3-8 SAA",02/05/17,Lose,475,No Location Recorded,1:00 PM,H,38,--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,1,deadball rebound,,Centre,,,
39,22,berry,Berry College,Centre,42-67,42,67,"11, 7, 16, 8, 42","7, 21, 17, 22, 67",11,7,16,8,42,7,21,17,22,67,"6-16, 4-7 SAA","9-13, 3-8 SAA",02/05/17,Lose,475,No Location Recorded,1:00 PM,H,39,06:02,,0,,3 (+3),"GOOD FT by VANCE,DAY",CENTRE-W 0-3 (+3),,"GOOD FT by VANCE,DAY",1,free throw,good,Centre,day vance,1,362
40,22,berry,Berry College,Centre,42-67,42,67,"11, 7, 16, 8, 42","7, 21, 17, 22, 67",11,7,16,8,42,7,21,17,22,67,"6-16, 4-7 SAA","9-13, 3-8 SAA",02/05/17,Lose,475,No Location Recorded,1:00 PM,H,40,06:02,"SUB IN by SMITH,NIA",,,,,,,"SUB IN by SMITH,NIA",1,subbing in,,berry college,nia smith,,362
41,22,berry,Berry College,Centre,42-67,42,67,"11, 7, 16, 8, 42","7, 21, 17, 22, 67",11,7,16,8,42,7,21,17,22,67,"6-16, 4-7 SAA","9-13, 3-8 SAA",02/05/17,Lose,475,No Location Recorded,1:00 PM,H,41,06:02,"SUB OUT by MCLURE,VALERIE",,,,,,,"SUB OUT by MCLURE,VALERIE",1,subbing out,,berry college,valerie mclure,,362
42,22,berry,Berry College,Centre,42-67,42,67,"11, 7, 16, 8, 42","7, 21, 17, 22, 67",11,7,16,8,42,7,21,17,22,67,"6-16, 4-7 SAA","9-13, 3-8 SAA",02/05/17,Lose,475,No Location Recorded,1:00 PM,H,42,06:02,,,,,"SUB IN by BUNNER,CHEYENNE",,,"SUB IN by BUNNER,CHEYENNE",1,subbing in,,Centre,cheyenne bunner,,362
43,22,berry,Berry College,Centre,42-67,42,67,"11, 7, 16, 8, 42","7, 21, 17, 22, 67",11,7,16,8,42,7,21,17,22,67,"6-16, 4-7 SAA","9-13, 3-8 SAA",02/05/17,Lose,475,No Location Recorded,1:00 PM,H,43,06:02,,,,,"SUB IN by MOORE,LAUREN",,,"SUB IN by MOORE,LAUREN",1,subbing in,,Centre,lauren moore,,362
44,22,berry,Berry College,Centre,42-67,42,67,"11, 7, 16, 8, 42","7, 21, 17, 22, 67",11,7,16,8,42,7,21,17,22,67,"6-16, 4-7 SAA","9-13, 3-8 SAA",02/05/17,Lose,475,No Location Recorded,1:00 PM,H,44,06:02,,,,,"SUB IN by BALLARD,AMI",,,"SUB IN by BALLARD,AMI",1,subbing in,,Centre,ami ballard,,362
45,22,berry,Berry College,Centre,42-67,42,67,"11, 7, 16, 8, 42","7, 21, 17, 22, 67",11,7,16,8,42,7,21,17,22,67,"6-16, 4-7 SAA","9-13, 3-8 SAA",02/05/17,Lose,475,No Location Recorded,1:00 PM,H,45,06:02,,,,,"SUB IN by KELLAM,PAIGE",,,"SUB IN by KELLAM,PAIGE",1,subbing in,,Centre,paige kellam,,362
46,22,berry,Berry College,Centre,42-67,42,67,"11, 7, 16, 8, 42","7, 21, 17, 22, 67",11,7,16,8,42,7,21,17,22,67,"6-16, 4-7 SAA","9-13, 3-8 SAA",02/05/17,Lose,475,No Location Recorded,1:00 PM,H,46,06:02,,,,,"SUB OUT by VANCE,DAY",,,"SUB OUT by VANCE,DAY",1,subbing out,,Centre,day vance,,362
47,22,berry,Berry College,Centre,42-67,42,67,"11, 7, 16, 8, 42","7, 21, 17, 22, 67",11,7,16,8,42,7,21,17,22,67,"6-16, 4-7 SAA","9-13, 3-8 SAA",02/05/17,Lose,475,No Location Recorded,1:00 PM,H,47,06:02,,,,,"SUB OUT by MILLER,LAKKEN",,,"SUB OUT by MILLER,LAKKEN",1,subbing out,,Centre,lakken miller,,362
48,22,berry,Berry College,Centre,42-67,42,67,"11, 7, 16, 8, 42","7, 21, 17, 22, 67",11,7,16,8,42,7,21,17,22,67,"6-16, 4-7 SAA","9-13, 3-8 SAA",02/05/17,Lose,475,No Location Recorded,1:00 PM,H,48,06:02,,,,,"SUB OUT by STEWART,ABIGAIL",,,"SUB OUT by STEWART,ABIGAIL",1,subbing out,,Centre,abigail stewart,,362
49,22,berry,Berry College,Centre,42-67,42,67,"11, 7, 16, 8, 42","7, 21, 17, 22, 67",11,7,16,8,42,7,21,17,22,67,"6-16, 4-7 SAA","9-13, 3-8 SAA",02/05/17,Lose,475,No Location Recorded,1:00 PM,H,49,06:02,,,,,"SUB OUT by SCHAD,OLIVIA",,,"SUB OUT by SCHAD,OLIVIA",1,subbing out,,Centre,olivia schad,,362
50,22,berry,Berry College,Centre,42-67,42,67,"11, 7, 16, 8, 42","7, 21, 17, 22, 67",11,7,16,8,42,7,21,17,22,67,"6-16, 4-7 SAA","9-13, 3-8 SAA",02/05/17,Lose,475,No Location Recorded,1:00 PM,H,50,05:42,"MISS LAYUP by WEEMS,ALEX",,,,,,,"MISS LAYUP by WEEMS,ALEX",1,layup,missed,berry college,alex weems,,342
51,22,berry,Berry College,Centre,42-67,42,67,"11, 7, 16, 8, 42","7, 21, 17, 22, 67",11,7,16,8,42,7,21,17,22,67,"6-16, 4-7 SAA","9-13, 3-8 SAA",02/05/17,Lose,475,No Location Recorded,1:00 PM,H,51,05:42,,,,,"BLOCK  by MOORE,LAUREN",,,"BLOCK  by MOORE,LAUREN",1,block,,Centre,lauren moore,,342
52,22,berry,Berry College,Centre,42-67,42,67,"11, 7, 16, 8, 42","7, 21, 17, 22, 67",11,7,16,8,42,7,21,17,22,67,"6-16, 4-7 SAA","9-13, 3-8 SAA",02/05/17,Lose,475,No Location Recorded,1:00 PM,H,52,--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,1,offensive rebound,,berry college,,,
53,22,berry,Berry College,Centre,42-67,42,67,"11, 7, 16, 8, 42","7, 21, 17, 22, 67",11,7,16,8,42,7,21,17,22,67,"6-16, 4-7 SAA","9-13, 3-8 SAA",02/05/17,Lose,475,No Location Recorded,1:00 PM,H,53,05:40,"GOOD LAYUP by SMITH,NIA(in the paint)",2,,3 (+1),,BCW 2-3 (+1),,"GOOD LAYUP by SMITH,NIA(in the paint)",1,layup,good,berry college,nia smith,2,340
54,22,berry,Berry College,Centre,42-67,42,67,"11, 7, 16, 8, 42","7, 21, 17, 22, 67",11,7,16,8,42,7,21,17,22,67,"6-16, 4-7 SAA","9-13, 3-8 SAA",02/05/17,Lose,475,No Location Recorded,1:00 PM,H,54,--,"ASSIST  by LYNCH,ROSIE",,,,,,,"ASSIST  by LYNCH,ROSIE",1,assist,,berry college,rosie lynch,,
55,22,berry,Berry College,Centre,42-67,42,67,"11, 7, 16, 8, 42","7, 21, 17, 22, 67",11,7,16,8,42,7,21,17,22,67,"6-16, 4-7 SAA","9-13, 3-8 SAA",02/05/17,Lose,475,No Location Recorded,1:00 PM,H,55,05:27,,,,,"TURNOVER  by ANDREASSEN,CAROLINE",,,"TURNOVER  by ANDREASSEN,CAROLINE",1,turnover,,Centre,caroline andreassen,,327
56,22,berry,Berry College,Centre,42-67,42,67,"11, 7, 16, 8, 42","7, 21, 17, 22, 67",11,7,16,8,42,7,21,17,22,67,"6-16, 4-7 SAA","9-13, 3-8 SAA",02/05/17,Lose,475,No Location Recorded,1:00 PM,H,56,05:12,"MISS LAYUP by WEEMS,ALEX",,,,,,,"MISS LAYUP by WEEMS,ALEX",1,layup,missed,berry college,alex weems,,312
57,22,berry,Berry College,Centre,42-67,42,67,"11, 7, 16, 8, 42","7, 21, 17, 22, 67",11,7,16,8,42,7,21,17,22,67,"6-16, 4-7 SAA","9-13, 3-8 SAA",02/05/17,Lose,475,No Location Recorded,1:00 PM,H,57,--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,1,offensive rebound,,berry college,,,
58,22,berry,Berry College,Centre,42-67,42,67,"11, 7, 16, 8, 42","7, 21, 17, 22, 67",11,7,16,8,42,7,21,17,22,67,"6-16, 4-7 SAA","9-13, 3-8 SAA",02/05/17,Lose,475,No Location Recorded,1:00 PM,H,58,05:11,,,,,"SUB IN by SCHAD,OLIVIA",,,"SUB IN by SCHAD,OLIVIA",1,subbing in,,Centre,olivia schad,,311
59,22,berry,Berry College,Centre,42-67,42,67,"11, 7, 16, 8, 42","7, 21, 17, 22, 67",11,7,16,8,42,7,21,17,22,67,"6-16, 4-7 SAA","9-13, 3-8 SAA",02/05/17,Lose,475,No Location Recorded,1:00 PM,H,59,05:11,,,,,"SUB OUT by ANDREASSEN,CAROLINE",,,"SUB OUT by ANDREASSEN,CAROLINE",1,subbing out,,Centre,caroline andreassen,,311
60,22,berry,Berry College,Centre,42-67,42,67,"11, 7, 16, 8, 42","7, 21, 17, 22, 67",11,7,16,8,42,7,21,17,22,67,"6-16, 4-7 SAA","9-13, 3-8 SAA",02/05/17,Lose,475,No Location Recorded,1:00 PM,H,60,04:57,TIMEOUT 20SEC by TEAM,,,,,,,TIMEOUT 20SEC by TEAM,1,timeout,,Centre,,,297
61,22,berry,Berry College,Centre,42-67,42,67,"11, 7, 16, 8, 42","7, 21, 17, 22, 67",11,7,16,8,42,7,21,17,22,67,"6-16, 4-7 SAA","9-13, 3-8 SAA",02/05/17,Lose,475,No Location Recorded,1:00 PM,H,61,04:57,"TURNOVER  by SMITH,NIA",,,,,,,"TURNOVER  by SMITH,NIA",1,turnover,,berry college,nia smith,,297
62,22,berry,Berry College,Centre,42-67,42,67,"11, 7, 16, 8, 42","7, 21, 17, 22, 67",11,7,16,8,42,7,21,17,22,67,"6-16, 4-7 SAA","9-13, 3-8 SAA",02/05/17,Lose,475,No Location Recorded,1:00 PM,H,62,04:57,,,,,"SUB IN by VANCE,DAY",,,"SUB IN by VANCE,DAY",1,subbing in,,Centre,day vance,,297
63,22,berry,Berry College,Centre,42-67,42,67,"11, 7, 16, 8, 42","7, 21, 17, 22, 67",11,7,16,8,42,7,21,17,22,67,"6-16, 4-7 SAA","9-13, 3-8 SAA",02/05/17,Lose,475,No Location Recorded,1:00 PM,H,63,04:57,,,,,"SUB IN by STEWART,ABIGAIL",,,"SUB IN by STEWART,ABIGAIL",1,subbing in,,Centre,abigail stewart,,297
64,22,berry,Berry College,Centre,42-67,42,67,"11, 7, 16, 8, 42","7, 21, 17, 22, 67",11,7,16,8,42,7,21,17,22,67,"6-16, 4-7 SAA","9-13, 3-8 SAA",02/05/17,Lose,475,No Location Recorded,1:00 PM,H,64,04:57,,,,,"SUB OUT by BUNNER,CHEYENNE",,,"SUB OUT by BUNNER,CHEYENNE",1,subbing out,,Centre,cheyenne bunner,,297
