,game,opponent name,boxscore_visitor_name,boxscore_home_name,final score,centreFinalScore,opponentFinalScore,centreScoreByPeriod,opponentScoreByPeriod,centreScorePeriod1,centreScorePeriod2,centreScorePeriod3,centreScorePeriod4,centreScorePeriod5,opponentScorePeriod1,opponentScorePeriod2,opponentScorePeriod3,opponentScorePeriod4,opponentScorePeriod5,centreRecord,opponentRecord,gameDate,outcome,attendance,gameLocation,gameTime,homeGame,,Time Remaining,HC-W,Away Team Score,Play Team Indicator,Home Team Score,CENTRE-W,Game Score,Team Indicator,Play,period number,Play Type,Shot Outcome,Team,Player,Points Earned,Time(seconds)
320,6,hanover,Hanover,Centre,50-78,50,78,"17, 8, 19, 6, 50","21, 19, 21, 17, 78",17,8,19,6,50,21,19,21,17,78,1-5,1-2,11/27/16,Lose,189,No Location Recorded,5:00 PM,H,320,09:50,,40 (+14),,26,"GOOD FT by SCHAD,OLIVIA",CENTRE-W 40-26 (-14),,"GOOD FT by SCHAD,OLIVIA",3,free throw,good,Centre,olivia schad,1,590
321,6,hanover,Hanover,Centre,50-78,50,78,"17, 8, 19, 6, 50","21, 19, 21, 17, 78",17,8,19,6,50,21,19,21,17,78,1-5,1-2,11/27/16,Lose,189,No Location Recorded,5:00 PM,H,321,09:50,,40 (+13),,27,"GOOD FT by SCHAD,OLIVIA",CENTRE-W 40-27 (-13),,"GOOD FT by SCHAD,OLIVIA",3,free throw,good,Centre,olivia schad,1,590
322,6,hanover,Hanover,Centre,50-78,50,78,"17, 8, 19, 6, 50","21, 19, 21, 17, 78",17,8,19,6,50,21,19,21,17,78,1-5,1-2,11/27/16,Lose,189,No Location Recorded,5:00 PM,H,322,09:31,"GOOD LAYUP by TODD,BROOKE(in the paint)",42 (+15),,27,,HC-W 42-27 (-15),,"GOOD LAYUP by TODD,BROOKE(in the paint)",3,layup,good,hanover,brooke todd,2,571
323,6,hanover,Hanover,Centre,50-78,50,78,"17, 8, 19, 6, 50","21, 19, 21, 17, 78",17,8,19,6,50,21,19,21,17,78,1-5,1-2,11/27/16,Lose,189,No Location Recorded,5:00 PM,H,323,09:00,,,,,"MISS JUMPER by ANDREASSEN,CAROLINE",,,"MISS JUMPER by ANDREASSEN,CAROLINE",3,jumper,missed,Centre,caroline andreassen,,540
324,6,hanover,Hanover,Centre,50-78,50,78,"17, 8, 19, 6, 50","21, 19, 21, 17, 78",17,8,19,6,50,21,19,21,17,78,1-5,1-2,11/27/16,Lose,189,No Location Recorded,5:00 PM,H,324,--,"REBOUND DEF by NASH,ALLISON",,,,,,,"REBOUND DEF by NASH,ALLISON",3,defensive rebound,,hanover,allison nash,,
325,6,hanover,Hanover,Centre,50-78,50,78,"17, 8, 19, 6, 50","21, 19, 21, 17, 78",17,8,19,6,50,21,19,21,17,78,1-5,1-2,11/27/16,Lose,189,No Location Recorded,5:00 PM,H,325,08:44,"MISS JUMPER by CROMER,CLAIRE",,,,,,,"MISS JUMPER by CROMER,CLAIRE",3,jumper,missed,hanover,claire cromer,,524
326,6,hanover,Hanover,Centre,50-78,50,78,"17, 8, 19, 6, 50","21, 19, 21, 17, 78",17,8,19,6,50,21,19,21,17,78,1-5,1-2,11/27/16,Lose,189,No Location Recorded,5:00 PM,H,326,--,"REBOUND OFF by NALL,ALEXIS",,,,,,,"REBOUND OFF by NALL,ALEXIS",3,offensive rebound,,hanover,alexis nall,,
327,6,hanover,Hanover,Centre,50-78,50,78,"17, 8, 19, 6, 50","21, 19, 21, 17, 78",17,8,19,6,50,21,19,21,17,78,1-5,1-2,11/27/16,Lose,189,No Location Recorded,5:00 PM,H,327,08:39,"MISS LAYUP by NALL,ALEXIS",,,,,,,"MISS LAYUP by NALL,ALEXIS",3,layup,missed,hanover,alexis nall,,519
328,6,hanover,Hanover,Centre,50-78,50,78,"17, 8, 19, 6, 50","21, 19, 21, 17, 78",17,8,19,6,50,21,19,21,17,78,1-5,1-2,11/27/16,Lose,189,No Location Recorded,5:00 PM,H,328,--,,,,,"REBOUND DEF by VANCE,DAY",,,"REBOUND DEF by VANCE,DAY",3,defensive rebound,,Centre,day vance,,
329,6,hanover,Hanover,Centre,50-78,50,78,"17, 8, 19, 6, 50","21, 19, 21, 17, 78",17,8,19,6,50,21,19,21,17,78,1-5,1-2,11/27/16,Lose,189,No Location Recorded,5:00 PM,H,329,08:36,,,,,"MISS JUMPER by STEWART,ABIGAIL",,,"MISS JUMPER by STEWART,ABIGAIL",3,jumper,missed,Centre,abigail stewart,,516
330,6,hanover,Hanover,Centre,50-78,50,78,"17, 8, 19, 6, 50","21, 19, 21, 17, 78",17,8,19,6,50,21,19,21,17,78,1-5,1-2,11/27/16,Lose,189,No Location Recorded,5:00 PM,H,330,--,,,,,"REBOUND OFF by SCHAD,OLIVIA",,,"REBOUND OFF by SCHAD,OLIVIA",3,offensive rebound,,Centre,olivia schad,,
331,6,hanover,Hanover,Centre,50-78,50,78,"17, 8, 19, 6, 50","21, 19, 21, 17, 78",17,8,19,6,50,21,19,21,17,78,1-5,1-2,11/27/16,Lose,189,No Location Recorded,5:00 PM,H,331,08:26,,,,,"TURNOVER  by SCHAD,OLIVIA",,,"TURNOVER  by SCHAD,OLIVIA",3,turnover,,Centre,olivia schad,,506
332,6,hanover,Hanover,Centre,50-78,50,78,"17, 8, 19, 6, 50","21, 19, 21, 17, 78",17,8,19,6,50,21,19,21,17,78,1-5,1-2,11/27/16,Lose,189,No Location Recorded,5:00 PM,H,332,08:14,"GOOD 3PTR by NASH,ALLISON",45 (+18),,27,,HC-W 45-27 (-18),,"GOOD 3PTR by NASH,ALLISON",3,three pointer,good,hanover,allison nash,3,494
333,6,hanover,Hanover,Centre,50-78,50,78,"17, 8, 19, 6, 50","21, 19, 21, 17, 78",17,8,19,6,50,21,19,21,17,78,1-5,1-2,11/27/16,Lose,189,No Location Recorded,5:00 PM,H,333,--,"ASSIST  by CROMER,CLAIRE",,,,,,,"ASSIST  by CROMER,CLAIRE",3,assist,,hanover,claire cromer,,
334,6,hanover,Hanover,Centre,50-78,50,78,"17, 8, 19, 6, 50","21, 19, 21, 17, 78",17,8,19,6,50,21,19,21,17,78,1-5,1-2,11/27/16,Lose,189,No Location Recorded,5:00 PM,H,334,07:58,,,,,"TURNOVER  by VANCE,DAY",,,"TURNOVER  by VANCE,DAY",3,turnover,,Centre,day vance,,478
335,6,hanover,Hanover,Centre,50-78,50,78,"17, 8, 19, 6, 50","21, 19, 21, 17, 78",17,8,19,6,50,21,19,21,17,78,1-5,1-2,11/27/16,Lose,189,No Location Recorded,5:00 PM,H,335,07:56,"STEAL  by CROMER,CLAIRE",,,,,,,"STEAL  by CROMER,CLAIRE",3,steal,,hanover,,,476
336,6,hanover,Hanover,Centre,50-78,50,78,"17, 8, 19, 6, 50","21, 19, 21, 17, 78",17,8,19,6,50,21,19,21,17,78,1-5,1-2,11/27/16,Lose,189,No Location Recorded,5:00 PM,H,336,07:53,"GOOD LAYUP by CROMER,CLAIRE(fastbreak)(in the paint)",47 (+20),,27,,HC-W 47-27 (-20),,"GOOD LAYUP by CROMER,CLAIRE(fastbreak)(in the paint)",3,layup,good,hanover,claire(fastbreak) cromer,2,473
337,6,hanover,Hanover,Centre,50-78,50,78,"17, 8, 19, 6, 50","21, 19, 21, 17, 78",17,8,19,6,50,21,19,21,17,78,1-5,1-2,11/27/16,Lose,189,No Location Recorded,5:00 PM,H,337,07:37,,,,,"TURNOVER  by VANCE,DAY",,,"TURNOVER  by VANCE,DAY",3,turnover,,Centre,day vance,,457
338,6,hanover,Hanover,Centre,50-78,50,78,"17, 8, 19, 6, 50","21, 19, 21, 17, 78",17,8,19,6,50,21,19,21,17,78,1-5,1-2,11/27/16,Lose,189,No Location Recorded,5:00 PM,H,338,07:36,"STEAL  by CROMER,CLAIRE",,,,,,,"STEAL  by CROMER,CLAIRE",3,steal,,hanover,,,456
339,6,hanover,Hanover,Centre,50-78,50,78,"17, 8, 19, 6, 50","21, 19, 21, 17, 78",17,8,19,6,50,21,19,21,17,78,1-5,1-2,11/27/16,Lose,189,No Location Recorded,5:00 PM,H,339,07:33,,,,,"FOUL  by ANDREASSEN,CAROLINE",,,"FOUL  by ANDREASSEN,CAROLINE",3,foul,,Centre,caroline andreassen,,453
340,6,hanover,Hanover,Centre,50-78,50,78,"17, 8, 19, 6, 50","21, 19, 21, 17, 78",17,8,19,6,50,21,19,21,17,78,1-5,1-2,11/27/16,Lose,189,No Location Recorded,5:00 PM,H,340,07:33,"GOOD FT by CROMER,CLAIRE",48 (+21),,27,,HC-W 48-27 (-21),,"GOOD FT by CROMER,CLAIRE",3,free throw,good,hanover,claire cromer,1,453
341,6,hanover,Hanover,Centre,50-78,50,78,"17, 8, 19, 6, 50","21, 19, 21, 17, 78",17,8,19,6,50,21,19,21,17,78,1-5,1-2,11/27/16,Lose,189,No Location Recorded,5:00 PM,H,341,07:33,"GOOD FT by CROMER,CLAIRE",49 (+22),,27,,HC-W 49-27 (-22),,"GOOD FT by CROMER,CLAIRE",3,free throw,good,hanover,claire cromer,1,453
342,6,hanover,Hanover,Centre,50-78,50,78,"17, 8, 19, 6, 50","21, 19, 21, 17, 78",17,8,19,6,50,21,19,21,17,78,1-5,1-2,11/27/16,Lose,189,No Location Recorded,5:00 PM,H,342,07:33,,,,,"SUB IN by RICE,MADISON",,,"SUB IN by RICE,MADISON",3,subbing in,,Centre,madison rice,,453
343,6,hanover,Hanover,Centre,50-78,50,78,"17, 8, 19, 6, 50","21, 19, 21, 17, 78",17,8,19,6,50,21,19,21,17,78,1-5,1-2,11/27/16,Lose,189,No Location Recorded,5:00 PM,H,343,07:33,,,,,"SUB OUT by VANCE,DAY",,,"SUB OUT by VANCE,DAY",3,subbing out,,Centre,day vance,,453
344,6,hanover,Hanover,Centre,50-78,50,78,"17, 8, 19, 6, 50","21, 19, 21, 17, 78",17,8,19,6,50,21,19,21,17,78,1-5,1-2,11/27/16,Lose,189,No Location Recorded,5:00 PM,H,344,07:21,,,,,"MISS JUMPER by RICE,MADISON",,,"MISS JUMPER by RICE,MADISON",3,jumper,missed,Centre,madison rice,,441
345,6,hanover,Hanover,Centre,50-78,50,78,"17, 8, 19, 6, 50","21, 19, 21, 17, 78",17,8,19,6,50,21,19,21,17,78,1-5,1-2,11/27/16,Lose,189,No Location Recorded,5:00 PM,H,345,07:21,"BLOCK  by NASH,ALLISON",,,,,,,"BLOCK  by NASH,ALLISON",3,block,,hanover,allison nash,,441
346,6,hanover,Hanover,Centre,50-78,50,78,"17, 8, 19, 6, 50","21, 19, 21, 17, 78",17,8,19,6,50,21,19,21,17,78,1-5,1-2,11/27/16,Lose,189,No Location Recorded,5:00 PM,H,346,--,"REBOUND DEF by NASH,ALLISON",,,,,,,"REBOUND DEF by NASH,ALLISON",3,defensive rebound,,hanover,allison nash,,
347,6,hanover,Hanover,Centre,50-78,50,78,"17, 8, 19, 6, 50","21, 19, 21, 17, 78",17,8,19,6,50,21,19,21,17,78,1-5,1-2,11/27/16,Lose,189,No Location Recorded,5:00 PM,H,347,07:03,"GOOD JUMPER by NALL,ALEXIS(in the paint)",51 (+24),,27,,HC-W 51-27 (-24),,"GOOD JUMPER by NALL,ALEXIS(in the paint)",3,jumper,good,hanover,alexis nall,2,423
348,6,hanover,Hanover,Centre,50-78,50,78,"17, 8, 19, 6, 50","21, 19, 21, 17, 78",17,8,19,6,50,21,19,21,17,78,1-5,1-2,11/27/16,Lose,189,No Location Recorded,5:00 PM,H,348,06:55,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,3,timeout,,Centre,,,415
349,6,hanover,Hanover,Centre,50-78,50,78,"17, 8, 19, 6, 50","21, 19, 21, 17, 78",17,8,19,6,50,21,19,21,17,78,1-5,1-2,11/27/16,Lose,189,No Location Recorded,5:00 PM,H,349,06:43,,,,,"TURNOVER  by SCHAD,OLIVIA",,,"TURNOVER  by SCHAD,OLIVIA",3,turnover,,Centre,olivia schad,,403
350,6,hanover,Hanover,Centre,50-78,50,78,"17, 8, 19, 6, 50","21, 19, 21, 17, 78",17,8,19,6,50,21,19,21,17,78,1-5,1-2,11/27/16,Lose,189,No Location Recorded,5:00 PM,H,350,06:42,"STEAL  by TODD,BROOKE",,,,,,,"STEAL  by TODD,BROOKE",3,steal,,hanover,,,402
351,6,hanover,Hanover,Centre,50-78,50,78,"17, 8, 19, 6, 50","21, 19, 21, 17, 78",17,8,19,6,50,21,19,21,17,78,1-5,1-2,11/27/16,Lose,189,No Location Recorded,5:00 PM,H,351,06:29,"GOOD LAYUP by NASH,ALLISON(in the paint)",53 (+26),,27,,HC-W 53-27 (-26),,"GOOD LAYUP by NASH,ALLISON(in the paint)",3,layup,good,hanover,allison nash,2,389
352,6,hanover,Hanover,Centre,50-78,50,78,"17, 8, 19, 6, 50","21, 19, 21, 17, 78",17,8,19,6,50,21,19,21,17,78,1-5,1-2,11/27/16,Lose,189,No Location Recorded,5:00 PM,H,352,--,"ASSIST  by NALL,ALEXIS",,,,,,,"ASSIST  by NALL,ALEXIS",3,assist,,hanover,alexis nall,,
353,6,hanover,Hanover,Centre,50-78,50,78,"17, 8, 19, 6, 50","21, 19, 21, 17, 78",17,8,19,6,50,21,19,21,17,78,1-5,1-2,11/27/16,Lose,189,No Location Recorded,5:00 PM,H,353,06:29,,,,,"FOUL  by RICE,MADISON",,,"FOUL  by RICE,MADISON",3,foul,,Centre,madison rice,,389
354,6,hanover,Hanover,Centre,50-78,50,78,"17, 8, 19, 6, 50","21, 19, 21, 17, 78",17,8,19,6,50,21,19,21,17,78,1-5,1-2,11/27/16,Lose,189,No Location Recorded,5:00 PM,H,354,06:29,"GOOD FT by NASH,ALLISON",54 (+27),,27,,HC-W 54-27 (-27),,"GOOD FT by NASH,ALLISON",3,free throw,good,hanover,allison nash,1,389
355,6,hanover,Hanover,Centre,50-78,50,78,"17, 8, 19, 6, 50","21, 19, 21, 17, 78",17,8,19,6,50,21,19,21,17,78,1-5,1-2,11/27/16,Lose,189,No Location Recorded,5:00 PM,H,355,06:29,,,,,"SUB IN by BUNNER,CHEYENNE",,,"SUB IN by BUNNER,CHEYENNE",3,subbing in,,Centre,cheyenne bunner,,389
356,6,hanover,Hanover,Centre,50-78,50,78,"17, 8, 19, 6, 50","21, 19, 21, 17, 78",17,8,19,6,50,21,19,21,17,78,1-5,1-2,11/27/16,Lose,189,No Location Recorded,5:00 PM,H,356,06:29,,,,,"SUB IN by MOORE,LAUREN",,,"SUB IN by MOORE,LAUREN",3,subbing in,,Centre,lauren moore,,389
357,6,hanover,Hanover,Centre,50-78,50,78,"17, 8, 19, 6, 50","21, 19, 21, 17, 78",17,8,19,6,50,21,19,21,17,78,1-5,1-2,11/27/16,Lose,189,No Location Recorded,5:00 PM,H,357,06:29,,,,,"SUB OUT by RICE,MADISON",,,"SUB OUT by RICE,MADISON",3,subbing out,,Centre,madison rice,,389
358,6,hanover,Hanover,Centre,50-78,50,78,"17, 8, 19, 6, 50","21, 19, 21, 17, 78",17,8,19,6,50,21,19,21,17,78,1-5,1-2,11/27/16,Lose,189,No Location Recorded,5:00 PM,H,358,06:29,,,,,"SUB OUT by STEWART,ABIGAIL",,,"SUB OUT by STEWART,ABIGAIL",3,subbing out,,Centre,abigail stewart,,389
359,6,hanover,Hanover,Centre,50-78,50,78,"17, 8, 19, 6, 50","21, 19, 21, 17, 78",17,8,19,6,50,21,19,21,17,78,1-5,1-2,11/27/16,Lose,189,No Location Recorded,5:00 PM,H,359,06:16,,,,,"MISS LAYUP by BUNNER,CHEYENNE",,,"MISS LAYUP by BUNNER,CHEYENNE",3,layup,missed,Centre,cheyenne bunner,,376
360,6,hanover,Hanover,Centre,50-78,50,78,"17, 8, 19, 6, 50","21, 19, 21, 17, 78",17,8,19,6,50,21,19,21,17,78,1-5,1-2,11/27/16,Lose,189,No Location Recorded,5:00 PM,H,360,--,"REBOUND DEF by NALL,ALEXIS",,,,,,,"REBOUND DEF by NALL,ALEXIS",3,defensive rebound,,hanover,alexis nall,,
361,6,hanover,Hanover,Centre,50-78,50,78,"17, 8, 19, 6, 50","21, 19, 21, 17, 78",17,8,19,6,50,21,19,21,17,78,1-5,1-2,11/27/16,Lose,189,No Location Recorded,5:00 PM,H,361,06:09,"TURNOVER  by KALLMEYER,HOLLY",,,,,,,"TURNOVER  by KALLMEYER,HOLLY",3,turnover,,hanover,holly kallmeyer,,369
362,6,hanover,Hanover,Centre,50-78,50,78,"17, 8, 19, 6, 50","21, 19, 21, 17, 78",17,8,19,6,50,21,19,21,17,78,1-5,1-2,11/27/16,Lose,189,No Location Recorded,5:00 PM,H,362,06:09,,,,,"SUB IN by BALLARD,AMI",,,"SUB IN by BALLARD,AMI",3,subbing in,,Centre,ami ballard,,369
363,6,hanover,Hanover,Centre,50-78,50,78,"17, 8, 19, 6, 50","21, 19, 21, 17, 78",17,8,19,6,50,21,19,21,17,78,1-5,1-2,11/27/16,Lose,189,No Location Recorded,5:00 PM,H,363,06:09,,,,,"SUB IN by KELLAM,PAIGE",,,"SUB IN by KELLAM,PAIGE",3,subbing in,,Centre,paige kellam,,369
364,6,hanover,Hanover,Centre,50-78,50,78,"17, 8, 19, 6, 50","21, 19, 21, 17, 78",17,8,19,6,50,21,19,21,17,78,1-5,1-2,11/27/16,Lose,189,No Location Recorded,5:00 PM,H,364,06:09,,,,,"SUB OUT by MILLER,LAKKEN",,,"SUB OUT by MILLER,LAKKEN",3,subbing out,,Centre,lakken miller,,369
365,6,hanover,Hanover,Centre,50-78,50,78,"17, 8, 19, 6, 50","21, 19, 21, 17, 78",17,8,19,6,50,21,19,21,17,78,1-5,1-2,11/27/16,Lose,189,No Location Recorded,5:00 PM,H,365,06:09,,,,,"SUB OUT by ANDREASSEN,CAROLINE",,,"SUB OUT by ANDREASSEN,CAROLINE",3,subbing out,,Centre,caroline andreassen,,369
366,6,hanover,Hanover,Centre,50-78,50,78,"17, 8, 19, 6, 50","21, 19, 21, 17, 78",17,8,19,6,50,21,19,21,17,78,1-5,1-2,11/27/16,Lose,189,No Location Recorded,5:00 PM,H,366,06:02,"FOUL  by NASH,ALLISON",,,,,,,"FOUL  by NASH,ALLISON",3,foul,,hanover,allison nash,,362
367,6,hanover,Hanover,Centre,50-78,50,78,"17, 8, 19, 6, 50","21, 19, 21, 17, 78",17,8,19,6,50,21,19,21,17,78,1-5,1-2,11/27/16,Lose,189,No Location Recorded,5:00 PM,H,367,05:52,,,,,"MISS JUMPER by MOORE,LAUREN",,,"MISS JUMPER by MOORE,LAUREN",3,jumper,missed,Centre,lauren moore,,352
368,6,hanover,Hanover,Centre,50-78,50,78,"17, 8, 19, 6, 50","21, 19, 21, 17, 78",17,8,19,6,50,21,19,21,17,78,1-5,1-2,11/27/16,Lose,189,No Location Recorded,5:00 PM,H,368,--,"REBOUND DEF by CROMER,CLAIRE",,,,,,,"REBOUND DEF by CROMER,CLAIRE",3,defensive rebound,,hanover,claire cromer,,
369,6,hanover,Hanover,Centre,50-78,50,78,"17, 8, 19, 6, 50","21, 19, 21, 17, 78",17,8,19,6,50,21,19,21,17,78,1-5,1-2,11/27/16,Lose,189,No Location Recorded,5:00 PM,H,369,05:41,,,,,"FOUL  by MOORE,LAUREN",,,"FOUL  by MOORE,LAUREN",3,foul,,Centre,lauren moore,,341
370,6,hanover,Hanover,Centre,50-78,50,78,"17, 8, 19, 6, 50","21, 19, 21, 17, 78",17,8,19,6,50,21,19,21,17,78,1-5,1-2,11/27/16,Lose,189,No Location Recorded,5:00 PM,H,370,05:41,"GOOD FT by NASH,ALLISON",55 (+28),,27,,HC-W 55-27 (-28),,"GOOD FT by NASH,ALLISON",3,free throw,good,hanover,allison nash,1,341
371,6,hanover,Hanover,Centre,50-78,50,78,"17, 8, 19, 6, 50","21, 19, 21, 17, 78",17,8,19,6,50,21,19,21,17,78,1-5,1-2,11/27/16,Lose,189,No Location Recorded,5:00 PM,H,371,05:41,"GOOD FT by NASH,ALLISON",56 (+29),,27,,HC-W 56-27 (-29),,"GOOD FT by NASH,ALLISON",3,free throw,good,hanover,allison nash,1,341
372,6,hanover,Hanover,Centre,50-78,50,78,"17, 8, 19, 6, 50","21, 19, 21, 17, 78",17,8,19,6,50,21,19,21,17,78,1-5,1-2,11/27/16,Lose,189,No Location Recorded,5:00 PM,H,372,05:15,,56 (+27),,29,"GOOD LAYUP by BALLARD,AMI(in the paint)",CENTRE-W 56-29 (-27),,"GOOD LAYUP by BALLARD,AMI(in the paint)",3,layup,good,Centre,ami ballard,2,315
373,6,hanover,Hanover,Centre,50-78,50,78,"17, 8, 19, 6, 50","21, 19, 21, 17, 78",17,8,19,6,50,21,19,21,17,78,1-5,1-2,11/27/16,Lose,189,No Location Recorded,5:00 PM,H,373,04:54,"MISS 3PTR by NALL,ALEXIS",,,,,,,"MISS 3PTR by NALL,ALEXIS",3,three pointer,missed,hanover,alexis nall,,294
374,6,hanover,Hanover,Centre,50-78,50,78,"17, 8, 19, 6, 50","21, 19, 21, 17, 78",17,8,19,6,50,21,19,21,17,78,1-5,1-2,11/27/16,Lose,189,No Location Recorded,5:00 PM,H,374,--,,,,,"REBOUND DEF by BUNNER,CHEYENNE",,,"REBOUND DEF by BUNNER,CHEYENNE",3,defensive rebound,,Centre,cheyenne bunner,,
375,6,hanover,Hanover,Centre,50-78,50,78,"17, 8, 19, 6, 50","21, 19, 21, 17, 78",17,8,19,6,50,21,19,21,17,78,1-5,1-2,11/27/16,Lose,189,No Location Recorded,5:00 PM,H,375,04:53,"FOUL  by NASH,ALLISON",,,,,,,"FOUL  by NASH,ALLISON",3,foul,,hanover,allison nash,,293
376,6,hanover,Hanover,Centre,50-78,50,78,"17, 8, 19, 6, 50","21, 19, 21, 17, 78",17,8,19,6,50,21,19,21,17,78,1-5,1-2,11/27/16,Lose,189,No Location Recorded,5:00 PM,H,376,04:53,"SUB IN by MOTTER,MALEHA",,,,,,,"SUB IN by MOTTER,MALEHA",3,subbing in,,hanover,maleha motter,,293
377,6,hanover,Hanover,Centre,50-78,50,78,"17, 8, 19, 6, 50","21, 19, 21, 17, 78",17,8,19,6,50,21,19,21,17,78,1-5,1-2,11/27/16,Lose,189,No Location Recorded,5:00 PM,H,377,04:53,"SUB IN by WETZEL,AUDREY",,,,,,,"SUB IN by WETZEL,AUDREY",3,subbing in,,hanover,audrey wetzel,,293
378,6,hanover,Hanover,Centre,50-78,50,78,"17, 8, 19, 6, 50","21, 19, 21, 17, 78",17,8,19,6,50,21,19,21,17,78,1-5,1-2,11/27/16,Lose,189,No Location Recorded,5:00 PM,H,378,04:53,"SUB OUT by NASH,ALLISON",,,,,,,"SUB OUT by NASH,ALLISON",3,subbing out,,hanover,allison nash,,293
379,6,hanover,Hanover,Centre,50-78,50,78,"17, 8, 19, 6, 50","21, 19, 21, 17, 78",17,8,19,6,50,21,19,21,17,78,1-5,1-2,11/27/16,Lose,189,No Location Recorded,5:00 PM,H,379,04:53,"SUB OUT by NALL,ALEXIS",,,,,,,"SUB OUT by NALL,ALEXIS",3,subbing out,,hanover,alexis nall,,293
380,6,hanover,Hanover,Centre,50-78,50,78,"17, 8, 19, 6, 50","21, 19, 21, 17, 78",17,8,19,6,50,21,19,21,17,78,1-5,1-2,11/27/16,Lose,189,No Location Recorded,5:00 PM,H,380,04:33,,56 (+25),,31,"GOOD LAYUP by MOORE,LAUREN(in the paint)",CENTRE-W 56-31 (-25),,"GOOD LAYUP by MOORE,LAUREN(in the paint)",3,layup,good,Centre,lauren moore,2,273
381,6,hanover,Hanover,Centre,50-78,50,78,"17, 8, 19, 6, 50","21, 19, 21, 17, 78",17,8,19,6,50,21,19,21,17,78,1-5,1-2,11/27/16,Lose,189,No Location Recorded,5:00 PM,H,381,--,,,,,"ASSIST  by BALLARD,AMI",,,"ASSIST  by BALLARD,AMI",3,assist,,Centre,ami ballard,,
382,6,hanover,Hanover,Centre,50-78,50,78,"17, 8, 19, 6, 50","21, 19, 21, 17, 78",17,8,19,6,50,21,19,21,17,78,1-5,1-2,11/27/16,Lose,189,No Location Recorded,5:00 PM,H,382,04:33,"FOUL  by MOTTER,MALEHA",,,,,,,"FOUL  by MOTTER,MALEHA",3,foul,,hanover,maleha motter,,273
383,6,hanover,Hanover,Centre,50-78,50,78,"17, 8, 19, 6, 50","21, 19, 21, 17, 78",17,8,19,6,50,21,19,21,17,78,1-5,1-2,11/27/16,Lose,189,No Location Recorded,5:00 PM,H,383,04:33,,,,,"MISS FT by MOORE,LAUREN",,,"MISS FT by MOORE,LAUREN",3,free throw,missed,Centre,lauren moore,,273
384,6,hanover,Hanover,Centre,50-78,50,78,"17, 8, 19, 6, 50","21, 19, 21, 17, 78",17,8,19,6,50,21,19,21,17,78,1-5,1-2,11/27/16,Lose,189,No Location Recorded,5:00 PM,H,384,--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,3,defensive rebound,,hanover,,,
385,6,hanover,Hanover,Centre,50-78,50,78,"17, 8, 19, 6, 50","21, 19, 21, 17, 78",17,8,19,6,50,21,19,21,17,78,1-5,1-2,11/27/16,Lose,189,No Location Recorded,5:00 PM,H,385,04:29,,,,,"SUB IN by MILLER,LAKKEN",,,"SUB IN by MILLER,LAKKEN",3,subbing in,,Centre,lakken miller,,269
386,6,hanover,Hanover,Centre,50-78,50,78,"17, 8, 19, 6, 50","21, 19, 21, 17, 78",17,8,19,6,50,21,19,21,17,78,1-5,1-2,11/27/16,Lose,189,No Location Recorded,5:00 PM,H,386,04:29,,,,,"SUB OUT by SCHAD,OLIVIA",,,"SUB OUT by SCHAD,OLIVIA",3,subbing out,,Centre,olivia schad,,269
387,6,hanover,Hanover,Centre,50-78,50,78,"17, 8, 19, 6, 50","21, 19, 21, 17, 78",17,8,19,6,50,21,19,21,17,78,1-5,1-2,11/27/16,Lose,189,No Location Recorded,5:00 PM,H,387,04:15,"TURNOVER  by TODD,BROOKE",,,,,,,"TURNOVER  by TODD,BROOKE",3,turnover,,hanover,brooke todd,,255
388,6,hanover,Hanover,Centre,50-78,50,78,"17, 8, 19, 6, 50","21, 19, 21, 17, 78",17,8,19,6,50,21,19,21,17,78,1-5,1-2,11/27/16,Lose,189,No Location Recorded,5:00 PM,H,388,04:13,,,,,"STEAL  by BUNNER,CHEYENNE",,,"STEAL  by BUNNER,CHEYENNE",3,steal,,Centre,,,253
389,6,hanover,Hanover,Centre,50-78,50,78,"17, 8, 19, 6, 50","21, 19, 21, 17, 78",17,8,19,6,50,21,19,21,17,78,1-5,1-2,11/27/16,Lose,189,No Location Recorded,5:00 PM,H,389,04:08,,56 (+22),,34,"GOOD 3PTR by KELLAM,PAIGE",CENTRE-W 56-34 (-22),,"GOOD 3PTR by KELLAM,PAIGE",3,three pointer,good,Centre,paige kellam,3,248
390,6,hanover,Hanover,Centre,50-78,50,78,"17, 8, 19, 6, 50","21, 19, 21, 17, 78",17,8,19,6,50,21,19,21,17,78,1-5,1-2,11/27/16,Lose,189,No Location Recorded,5:00 PM,H,390,--,,,,,"ASSIST  by BALLARD,AMI",,,"ASSIST  by BALLARD,AMI",3,assist,,Centre,ami ballard,,
391,6,hanover,Hanover,Centre,50-78,50,78,"17, 8, 19, 6, 50","21, 19, 21, 17, 78",17,8,19,6,50,21,19,21,17,78,1-5,1-2,11/27/16,Lose,189,No Location Recorded,5:00 PM,H,391,03:56,"MISS LAYUP by TODD,BROOKE",,,,,,,"MISS LAYUP by TODD,BROOKE",3,layup,missed,hanover,brooke todd,,236
