,game,opponent name,boxscore_visitor_name,boxscore_home_name,final score,centreFinalScore,opponentFinalScore,centreScoreByPeriod,opponentScoreByPeriod,centreScorePeriod1,centreScorePeriod2,centreScorePeriod3,centreScorePeriod4,centreScorePeriod5,opponentScorePeriod1,opponentScorePeriod2,opponentScorePeriod3,opponentScorePeriod4,opponentScorePeriod5,centreRecord,opponentRecord,gameDate,outcome,attendance,gameLocation,gameTime,homeGame,,Time Remaining,CENTRE-W,Away Team Score,Play Team Indicator,Home Team Score,MVCW,Game Score,Team Indicator,Play,period number,Play Type,Shot Outcome,Team,Player,Points Earned,Time(seconds)
134,8,maryville-tenn-,CENTRE-W,Maryville College,47-72,47,72,"6, 14, 12, 15, 47","13, 20, 25, 14, 72",6,14,12,15,47,13,20,25,14,72,2-6,6-2,12/15/16,Lose,531,No Location Recorded,7:00 p.m.,A,134,09:19,,,,,"SUB OUT by FREIERMUTH,ALLYSON",,,"SUB OUT by FREIERMUTH,ALLYSON",2,subbing out,,maryville college,allyson freiermuth,,559
135,8,maryville-tenn-,CENTRE-W,Maryville College,47-72,47,72,"6, 14, 12, 15, 47","13, 20, 25, 14, 72",6,14,12,15,47,13,20,25,14,72,2-6,6-2,12/15/16,Lose,531,No Location Recorded,7:00 p.m.,A,135,09:19,,,,,"SUB OUT by BILITER,LAUREN",,,"SUB OUT by BILITER,LAUREN",2,subbing out,,maryville college,lauren biliter,,559
136,8,maryville-tenn-,CENTRE-W,Maryville College,47-72,47,72,"6, 14, 12, 15, 47","13, 20, 25, 14, 72",6,14,12,15,47,13,20,25,14,72,2-6,6-2,12/15/16,Lose,531,No Location Recorded,7:00 p.m.,A,136,09:19,,,,,"SUB OUT by JOHNSON,BRITTANY",,,"SUB OUT by JOHNSON,BRITTANY",2,subbing out,,maryville college,brittany johnson,,559
137,8,maryville-tenn-,CENTRE-W,Maryville College,47-72,47,72,"6, 14, 12, 15, 47","13, 20, 25, 14, 72",6,14,12,15,47,13,20,25,14,72,2-6,6-2,12/15/16,Lose,531,No Location Recorded,7:00 p.m.,A,137,09:03,,8,,16 (+8),"GOOD 3PTR by MAPLES,MADISON",MVCW 8-16 (-8),,"GOOD 3PTR by MAPLES,MADISON",2,three pointer,good,maryville college,madison maples,3,543
138,8,maryville-tenn-,CENTRE-W,Maryville College,47-72,47,72,"6, 14, 12, 15, 47","13, 20, 25, 14, 72",6,14,12,15,47,13,20,25,14,72,2-6,6-2,12/15/16,Lose,531,No Location Recorded,7:00 p.m.,A,138,--,,,,,"ASSIST  by GARDNER,LIBBY",,,"ASSIST  by GARDNER,LIBBY",2,assist,,maryville college,libby gardner,,
139,8,maryville-tenn-,CENTRE-W,Maryville College,47-72,47,72,"6, 14, 12, 15, 47","13, 20, 25, 14, 72",6,14,12,15,47,13,20,25,14,72,2-6,6-2,12/15/16,Lose,531,No Location Recorded,7:00 p.m.,A,139,08:34,"GOOD 3PTR by MILLER,LAKKEN",11,,16 (+5),,CENTRE-W 11-16 (-5),,"GOOD 3PTR by MILLER,LAKKEN",2,three pointer,good,Centre,lakken miller,3,514
140,8,maryville-tenn-,CENTRE-W,Maryville College,47-72,47,72,"6, 14, 12, 15, 47","13, 20, 25, 14, 72",6,14,12,15,47,13,20,25,14,72,2-6,6-2,12/15/16,Lose,531,No Location Recorded,7:00 p.m.,A,140,--,"ASSIST  by SCHAD,OLIVIA",,,,,,,"ASSIST  by SCHAD,OLIVIA",2,assist,,Centre,olivia schad,,
141,8,maryville-tenn-,CENTRE-W,Maryville College,47-72,47,72,"6, 14, 12, 15, 47","13, 20, 25, 14, 72",6,14,12,15,47,13,20,25,14,72,2-6,6-2,12/15/16,Lose,531,No Location Recorded,7:00 p.m.,A,141,08:14,,11,,19 (+8),"GOOD 3PTR by MAPLES,MADISON",MVCW 11-19 (-8),,"GOOD 3PTR by MAPLES,MADISON",2,three pointer,good,maryville college,madison maples,3,494
142,8,maryville-tenn-,CENTRE-W,Maryville College,47-72,47,72,"6, 14, 12, 15, 47","13, 20, 25, 14, 72",6,14,12,15,47,13,20,25,14,72,2-6,6-2,12/15/16,Lose,531,No Location Recorded,7:00 p.m.,A,142,--,,,,,"ASSIST  by GARDNER,LIBBY",,,"ASSIST  by GARDNER,LIBBY",2,assist,,maryville college,libby gardner,,
143,8,maryville-tenn-,CENTRE-W,Maryville College,47-72,47,72,"6, 14, 12, 15, 47","13, 20, 25, 14, 72",6,14,12,15,47,13,20,25,14,72,2-6,6-2,12/15/16,Lose,531,No Location Recorded,7:00 p.m.,A,143,07:48,,,,,"FOUL  by TALBOTT,HALEY",,,"FOUL  by TALBOTT,HALEY",2,foul,,maryville college,haley talbott,,468
144,8,maryville-tenn-,CENTRE-W,Maryville College,47-72,47,72,"6, 14, 12, 15, 47","13, 20, 25, 14, 72",6,14,12,15,47,13,20,25,14,72,2-6,6-2,12/15/16,Lose,531,No Location Recorded,7:00 p.m.,A,144,07:48,"GOOD FT by ANDREASSEN,CAROLINE",12,,19 (+7),,CENTRE-W 12-19 (-7),,"GOOD FT by ANDREASSEN,CAROLINE",2,free throw,good,Centre,caroline andreassen,1,468
145,8,maryville-tenn-,CENTRE-W,Maryville College,47-72,47,72,"6, 14, 12, 15, 47","13, 20, 25, 14, 72",6,14,12,15,47,13,20,25,14,72,2-6,6-2,12/15/16,Lose,531,No Location Recorded,7:00 p.m.,A,145,07:35,"GOOD FT by ANDREASSEN,CAROLINE",13,,19 (+6),,CENTRE-W 13-19 (-6),,"GOOD FT by ANDREASSEN,CAROLINE",2,free throw,good,Centre,caroline andreassen,1,455
146,8,maryville-tenn-,CENTRE-W,Maryville College,47-72,47,72,"6, 14, 12, 15, 47","13, 20, 25, 14, 72",6,14,12,15,47,13,20,25,14,72,2-6,6-2,12/15/16,Lose,531,No Location Recorded,7:00 p.m.,A,146,07:35,,,,,"SUB IN by FREIERMUTH,ALLYSON",,,"SUB IN by FREIERMUTH,ALLYSON",2,subbing in,,maryville college,allyson freiermuth,,455
147,8,maryville-tenn-,CENTRE-W,Maryville College,47-72,47,72,"6, 14, 12, 15, 47","13, 20, 25, 14, 72",6,14,12,15,47,13,20,25,14,72,2-6,6-2,12/15/16,Lose,531,No Location Recorded,7:00 p.m.,A,147,07:35,,,,,"SUB OUT by HUDGENS,AMBER",,,"SUB OUT by HUDGENS,AMBER",2,subbing out,,maryville college,amber hudgens,,455
148,8,maryville-tenn-,CENTRE-W,Maryville College,47-72,47,72,"6, 14, 12, 15, 47","13, 20, 25, 14, 72",6,14,12,15,47,13,20,25,14,72,2-6,6-2,12/15/16,Lose,531,No Location Recorded,7:00 p.m.,A,148,07:29,"SUB IN by ADEROBA,OYIN",,,,,,,"SUB IN by ADEROBA,OYIN",2,subbing in,,Centre,oyin aderoba,,449
149,8,maryville-tenn-,CENTRE-W,Maryville College,47-72,47,72,"6, 14, 12, 15, 47","13, 20, 25, 14, 72",6,14,12,15,47,13,20,25,14,72,2-6,6-2,12/15/16,Lose,531,No Location Recorded,7:00 p.m.,A,149,07:29,"SUB IN by BALLARD,AMI",,,,,,,"SUB IN by BALLARD,AMI",2,subbing in,,Centre,ami ballard,,449
150,8,maryville-tenn-,CENTRE-W,Maryville College,47-72,47,72,"6, 14, 12, 15, 47","13, 20, 25, 14, 72",6,14,12,15,47,13,20,25,14,72,2-6,6-2,12/15/16,Lose,531,No Location Recorded,7:00 p.m.,A,150,07:29,"SUB OUT by ANDREASSEN,CAROLINE",,,,,,,"SUB OUT by ANDREASSEN,CAROLINE",2,subbing out,,Centre,caroline andreassen,,449
151,8,maryville-tenn-,CENTRE-W,Maryville College,47-72,47,72,"6, 14, 12, 15, 47","13, 20, 25, 14, 72",6,14,12,15,47,13,20,25,14,72,2-6,6-2,12/15/16,Lose,531,No Location Recorded,7:00 p.m.,A,151,07:29,"SUB OUT by SCHAD,OLIVIA",,,,,,,"SUB OUT by SCHAD,OLIVIA",2,subbing out,,Centre,olivia schad,,449
152,8,maryville-tenn-,CENTRE-W,Maryville College,47-72,47,72,"6, 14, 12, 15, 47","13, 20, 25, 14, 72",6,14,12,15,47,13,20,25,14,72,2-6,6-2,12/15/16,Lose,531,No Location Recorded,7:00 p.m.,A,152,07:15,,,,,"MISS 3PTR by TALBOTT,HALEY",,,"MISS 3PTR by TALBOTT,HALEY",2,three pointer,missed,maryville college,haley talbott,,435
153,8,maryville-tenn-,CENTRE-W,Maryville College,47-72,47,72,"6, 14, 12, 15, 47","13, 20, 25, 14, 72",6,14,12,15,47,13,20,25,14,72,2-6,6-2,12/15/16,Lose,531,No Location Recorded,7:00 p.m.,A,153,--,,,,,"REBOUND OFF by FREIERMUTH,ALLYSON",,,"REBOUND OFF by FREIERMUTH,ALLYSON",2,offensive rebound,,maryville college,allyson freiermuth,,
154,8,maryville-tenn-,CENTRE-W,Maryville College,47-72,47,72,"6, 14, 12, 15, 47","13, 20, 25, 14, 72",6,14,12,15,47,13,20,25,14,72,2-6,6-2,12/15/16,Lose,531,No Location Recorded,7:00 p.m.,A,154,06:57,,13,,21 (+8),"GOOD LAYUP by HAWN,RACHEL(in the paint)",MVCW 13-21 (-8),,"GOOD LAYUP by HAWN,RACHEL(in the paint)",2,layup,good,maryville college,rachel hawn,2,417
155,8,maryville-tenn-,CENTRE-W,Maryville College,47-72,47,72,"6, 14, 12, 15, 47","13, 20, 25, 14, 72",6,14,12,15,47,13,20,25,14,72,2-6,6-2,12/15/16,Lose,531,No Location Recorded,7:00 p.m.,A,155,--,,,,,"ASSIST  by FREIERMUTH,ALLYSON",,,"ASSIST  by FREIERMUTH,ALLYSON",2,assist,,maryville college,allyson freiermuth,,
156,8,maryville-tenn-,CENTRE-W,Maryville College,47-72,47,72,"6, 14, 12, 15, 47","13, 20, 25, 14, 72",6,14,12,15,47,13,20,25,14,72,2-6,6-2,12/15/16,Lose,531,No Location Recorded,7:00 p.m.,A,156,06:42,"TURNOVER  by BALLARD,AMI",,,,,,,"TURNOVER  by BALLARD,AMI",2,turnover,,Centre,ami ballard,,402
157,8,maryville-tenn-,CENTRE-W,Maryville College,47-72,47,72,"6, 14, 12, 15, 47","13, 20, 25, 14, 72",6,14,12,15,47,13,20,25,14,72,2-6,6-2,12/15/16,Lose,531,No Location Recorded,7:00 p.m.,A,157,06:41,,,,,"STEAL  by TALBOTT,HALEY",,,"STEAL  by TALBOTT,HALEY",2,steal,,maryville college,,,401
158,8,maryville-tenn-,CENTRE-W,Maryville College,47-72,47,72,"6, 14, 12, 15, 47","13, 20, 25, 14, 72",6,14,12,15,47,13,20,25,14,72,2-6,6-2,12/15/16,Lose,531,No Location Recorded,7:00 p.m.,A,158,06:35,,,,,"MISS 3PTR by TALBOTT,HALEY",,,"MISS 3PTR by TALBOTT,HALEY",2,three pointer,missed,maryville college,haley talbott,,395
159,8,maryville-tenn-,CENTRE-W,Maryville College,47-72,47,72,"6, 14, 12, 15, 47","13, 20, 25, 14, 72",6,14,12,15,47,13,20,25,14,72,2-6,6-2,12/15/16,Lose,531,No Location Recorded,7:00 p.m.,A,159,--,,,,,"REBOUND OFF by FREIERMUTH,ALLYSON",,,"REBOUND OFF by FREIERMUTH,ALLYSON",2,offensive rebound,,maryville college,allyson freiermuth,,
160,8,maryville-tenn-,CENTRE-W,Maryville College,47-72,47,72,"6, 14, 12, 15, 47","13, 20, 25, 14, 72",6,14,12,15,47,13,20,25,14,72,2-6,6-2,12/15/16,Lose,531,No Location Recorded,7:00 p.m.,A,160,06:29,,,,,"TURNOVER  by FREIERMUTH,ALLYSON",,,"TURNOVER  by FREIERMUTH,ALLYSON",2,turnover,,maryville college,allyson freiermuth,,389
161,8,maryville-tenn-,CENTRE-W,Maryville College,47-72,47,72,"6, 14, 12, 15, 47","13, 20, 25, 14, 72",6,14,12,15,47,13,20,25,14,72,2-6,6-2,12/15/16,Lose,531,No Location Recorded,7:00 p.m.,A,161,06:29,"STEAL  by VANCE,DAY",,,,,,,"STEAL  by VANCE,DAY",2,steal,,Centre,,,389
162,8,maryville-tenn-,CENTRE-W,Maryville College,47-72,47,72,"6, 14, 12, 15, 47","13, 20, 25, 14, 72",6,14,12,15,47,13,20,25,14,72,2-6,6-2,12/15/16,Lose,531,No Location Recorded,7:00 p.m.,A,162,06:25,"TURNOVER  by BALLARD,AMI",,,,,,,"TURNOVER  by BALLARD,AMI",2,turnover,,Centre,ami ballard,,385
163,8,maryville-tenn-,CENTRE-W,Maryville College,47-72,47,72,"6, 14, 12, 15, 47","13, 20, 25, 14, 72",6,14,12,15,47,13,20,25,14,72,2-6,6-2,12/15/16,Lose,531,No Location Recorded,7:00 p.m.,A,163,06:25,,,,,"SUB IN by BILITER,LAUREN",,,"SUB IN by BILITER,LAUREN",2,subbing in,,maryville college,lauren biliter,,385
164,8,maryville-tenn-,CENTRE-W,Maryville College,47-72,47,72,"6, 14, 12, 15, 47","13, 20, 25, 14, 72",6,14,12,15,47,13,20,25,14,72,2-6,6-2,12/15/16,Lose,531,No Location Recorded,7:00 p.m.,A,164,06:25,,,,,"SUB IN by JOHNSON,BRITTANY",,,"SUB IN by JOHNSON,BRITTANY",2,subbing in,,maryville college,brittany johnson,,385
165,8,maryville-tenn-,CENTRE-W,Maryville College,47-72,47,72,"6, 14, 12, 15, 47","13, 20, 25, 14, 72",6,14,12,15,47,13,20,25,14,72,2-6,6-2,12/15/16,Lose,531,No Location Recorded,7:00 p.m.,A,165,06:25,,,,,"SUB OUT by HAWN,RACHEL",,,"SUB OUT by HAWN,RACHEL",2,subbing out,,maryville college,rachel hawn,,385
166,8,maryville-tenn-,CENTRE-W,Maryville College,47-72,47,72,"6, 14, 12, 15, 47","13, 20, 25, 14, 72",6,14,12,15,47,13,20,25,14,72,2-6,6-2,12/15/16,Lose,531,No Location Recorded,7:00 p.m.,A,166,06:25,,,,,"SUB OUT by GARDNER,LIBBY",,,"SUB OUT by GARDNER,LIBBY",2,subbing out,,maryville college,libby gardner,,385
167,8,maryville-tenn-,CENTRE-W,Maryville College,47-72,47,72,"6, 14, 12, 15, 47","13, 20, 25, 14, 72",6,14,12,15,47,13,20,25,14,72,2-6,6-2,12/15/16,Lose,531,No Location Recorded,7:00 p.m.,A,167,06:05,,,,,"MISS JUMPER by FREIERMUTH,ALLYSON",,,"MISS JUMPER by FREIERMUTH,ALLYSON",2,jumper,missed,maryville college,allyson freiermuth,,365
168,8,maryville-tenn-,CENTRE-W,Maryville College,47-72,47,72,"6, 14, 12, 15, 47","13, 20, 25, 14, 72",6,14,12,15,47,13,20,25,14,72,2-6,6-2,12/15/16,Lose,531,No Location Recorded,7:00 p.m.,A,168,--,,,,,"REBOUND OFF by TALBOTT,HALEY",,,"REBOUND OFF by TALBOTT,HALEY",2,offensive rebound,,maryville college,haley talbott,,
169,8,maryville-tenn-,CENTRE-W,Maryville College,47-72,47,72,"6, 14, 12, 15, 47","13, 20, 25, 14, 72",6,14,12,15,47,13,20,25,14,72,2-6,6-2,12/15/16,Lose,531,No Location Recorded,7:00 p.m.,A,169,06:03,,,,,"MISS 3PTR by MAPLES,MADISON",,,"MISS 3PTR by MAPLES,MADISON",2,three pointer,missed,maryville college,madison maples,,363
170,8,maryville-tenn-,CENTRE-W,Maryville College,47-72,47,72,"6, 14, 12, 15, 47","13, 20, 25, 14, 72",6,14,12,15,47,13,20,25,14,72,2-6,6-2,12/15/16,Lose,531,No Location Recorded,7:00 p.m.,A,170,--,,,,,"REBOUND OFF by MAPLES,MADISON",,,"REBOUND OFF by MAPLES,MADISON",2,offensive rebound,,maryville college,madison maples,,
171,8,maryville-tenn-,CENTRE-W,Maryville College,47-72,47,72,"6, 14, 12, 15, 47","13, 20, 25, 14, 72",6,14,12,15,47,13,20,25,14,72,2-6,6-2,12/15/16,Lose,531,No Location Recorded,7:00 p.m.,A,171,05:55,,13,,24 (+11),"GOOD 3PTR by JOHNSON,BRITTANY",MVCW 13-24 (-11),,"GOOD 3PTR by JOHNSON,BRITTANY",2,three pointer,good,maryville college,brittany johnson,3,355
172,8,maryville-tenn-,CENTRE-W,Maryville College,47-72,47,72,"6, 14, 12, 15, 47","13, 20, 25, 14, 72",6,14,12,15,47,13,20,25,14,72,2-6,6-2,12/15/16,Lose,531,No Location Recorded,7:00 p.m.,A,172,--,,,,,"ASSIST  by TALBOTT,HALEY",,,"ASSIST  by TALBOTT,HALEY",2,assist,,maryville college,haley talbott,,
173,8,maryville-tenn-,CENTRE-W,Maryville College,47-72,47,72,"6, 14, 12, 15, 47","13, 20, 25, 14, 72",6,14,12,15,47,13,20,25,14,72,2-6,6-2,12/15/16,Lose,531,No Location Recorded,7:00 p.m.,A,173,05:39,"MISS 3PTR by MILLER,LAKKEN",,,,,,,"MISS 3PTR by MILLER,LAKKEN",2,three pointer,missed,Centre,lakken miller,,339
174,8,maryville-tenn-,CENTRE-W,Maryville College,47-72,47,72,"6, 14, 12, 15, 47","13, 20, 25, 14, 72",6,14,12,15,47,13,20,25,14,72,2-6,6-2,12/15/16,Lose,531,No Location Recorded,7:00 p.m.,A,174,--,,,,,"REBOUND DEF by FREIERMUTH,ALLYSON",,,"REBOUND DEF by FREIERMUTH,ALLYSON",2,defensive rebound,,maryville college,allyson freiermuth,,
175,8,maryville-tenn-,CENTRE-W,Maryville College,47-72,47,72,"6, 14, 12, 15, 47","13, 20, 25, 14, 72",6,14,12,15,47,13,20,25,14,72,2-6,6-2,12/15/16,Lose,531,No Location Recorded,7:00 p.m.,A,175,05:28,,13,,26 (+13),"GOOD JUMPER by FREIERMUTH,ALLYSON",MVCW 13-26 (-13),,"GOOD JUMPER by FREIERMUTH,ALLYSON",2,jumper,good,maryville college,allyson freiermuth,2,328
176,8,maryville-tenn-,CENTRE-W,Maryville College,47-72,47,72,"6, 14, 12, 15, 47","13, 20, 25, 14, 72",6,14,12,15,47,13,20,25,14,72,2-6,6-2,12/15/16,Lose,531,No Location Recorded,7:00 p.m.,A,176,--,,,,,"ASSIST  by BILITER,LAUREN",,,"ASSIST  by BILITER,LAUREN",2,assist,,maryville college,lauren biliter,,
177,8,maryville-tenn-,CENTRE-W,Maryville College,47-72,47,72,"6, 14, 12, 15, 47","13, 20, 25, 14, 72",6,14,12,15,47,13,20,25,14,72,2-6,6-2,12/15/16,Lose,531,No Location Recorded,7:00 p.m.,A,177,05:27,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2,timeout,,Centre,,,327
178,8,maryville-tenn-,CENTRE-W,Maryville College,47-72,47,72,"6, 14, 12, 15, 47","13, 20, 25, 14, 72",6,14,12,15,47,13,20,25,14,72,2-6,6-2,12/15/16,Lose,531,No Location Recorded,7:00 p.m.,A,178,05:27,"SUB IN by BUNNER,CHEYENNE",,,,,,,"SUB IN by BUNNER,CHEYENNE",2,subbing in,,Centre,cheyenne bunner,,327
179,8,maryville-tenn-,CENTRE-W,Maryville College,47-72,47,72,"6, 14, 12, 15, 47","13, 20, 25, 14, 72",6,14,12,15,47,13,20,25,14,72,2-6,6-2,12/15/16,Lose,531,No Location Recorded,7:00 p.m.,A,179,05:27,"SUB IN by ANDREASSEN,CAROLINE",,,,,,,"SUB IN by ANDREASSEN,CAROLINE",2,subbing in,,Centre,caroline andreassen,,327
180,8,maryville-tenn-,CENTRE-W,Maryville College,47-72,47,72,"6, 14, 12, 15, 47","13, 20, 25, 14, 72",6,14,12,15,47,13,20,25,14,72,2-6,6-2,12/15/16,Lose,531,No Location Recorded,7:00 p.m.,A,180,05:27,"SUB IN by MOORE,LAUREN",,,,,,,"SUB IN by MOORE,LAUREN",2,subbing in,,Centre,lauren moore,,327
181,8,maryville-tenn-,CENTRE-W,Maryville College,47-72,47,72,"6, 14, 12, 15, 47","13, 20, 25, 14, 72",6,14,12,15,47,13,20,25,14,72,2-6,6-2,12/15/16,Lose,531,No Location Recorded,7:00 p.m.,A,181,05:27,"SUB IN by SCHAD,OLIVIA",,,,,,,"SUB IN by SCHAD,OLIVIA",2,subbing in,,Centre,olivia schad,,327
182,8,maryville-tenn-,CENTRE-W,Maryville College,47-72,47,72,"6, 14, 12, 15, 47","13, 20, 25, 14, 72",6,14,12,15,47,13,20,25,14,72,2-6,6-2,12/15/16,Lose,531,No Location Recorded,7:00 p.m.,A,182,05:27,"SUB OUT by VANCE,DAY",,,,,,,"SUB OUT by VANCE,DAY",2,subbing out,,Centre,day vance,,327
183,8,maryville-tenn-,CENTRE-W,Maryville College,47-72,47,72,"6, 14, 12, 15, 47","13, 20, 25, 14, 72",6,14,12,15,47,13,20,25,14,72,2-6,6-2,12/15/16,Lose,531,No Location Recorded,7:00 p.m.,A,183,05:27,"SUB OUT by ADEROBA,OYIN",,,,,,,"SUB OUT by ADEROBA,OYIN",2,subbing out,,Centre,oyin aderoba,,327
184,8,maryville-tenn-,CENTRE-W,Maryville College,47-72,47,72,"6, 14, 12, 15, 47","13, 20, 25, 14, 72",6,14,12,15,47,13,20,25,14,72,2-6,6-2,12/15/16,Lose,531,No Location Recorded,7:00 p.m.,A,184,05:27,"SUB OUT by MILLER,LAKKEN",,,,,,,"SUB OUT by MILLER,LAKKEN",2,subbing out,,Centre,lakken miller,,327
185,8,maryville-tenn-,CENTRE-W,Maryville College,47-72,47,72,"6, 14, 12, 15, 47","13, 20, 25, 14, 72",6,14,12,15,47,13,20,25,14,72,2-6,6-2,12/15/16,Lose,531,No Location Recorded,7:00 p.m.,A,185,05:27,"SUB OUT by STEWART,ABIGAIL",,,,,,,"SUB OUT by STEWART,ABIGAIL",2,subbing out,,Centre,abigail stewart,,327
186,8,maryville-tenn-,CENTRE-W,Maryville College,47-72,47,72,"6, 14, 12, 15, 47","13, 20, 25, 14, 72",6,14,12,15,47,13,20,25,14,72,2-6,6-2,12/15/16,Lose,531,No Location Recorded,7:00 p.m.,A,186,05:27,,,,,"SUB IN by WANDELL,KELLEY",,,"SUB IN by WANDELL,KELLEY",2,subbing in,,maryville college,kelley wandell,,327
187,8,maryville-tenn-,CENTRE-W,Maryville College,47-72,47,72,"6, 14, 12, 15, 47","13, 20, 25, 14, 72",6,14,12,15,47,13,20,25,14,72,2-6,6-2,12/15/16,Lose,531,No Location Recorded,7:00 p.m.,A,187,05:27,,,,,"SUB IN by ROBBINS,LECRETIA",,,"SUB IN by ROBBINS,LECRETIA",2,subbing in,,maryville college,lecretia robbins,,327
188,8,maryville-tenn-,CENTRE-W,Maryville College,47-72,47,72,"6, 14, 12, 15, 47","13, 20, 25, 14, 72",6,14,12,15,47,13,20,25,14,72,2-6,6-2,12/15/16,Lose,531,No Location Recorded,7:00 p.m.,A,188,05:27,,,,,"SUB IN by HUDGENS,AMBER",,,"SUB IN by HUDGENS,AMBER",2,subbing in,,maryville college,amber hudgens,,327
189,8,maryville-tenn-,CENTRE-W,Maryville College,47-72,47,72,"6, 14, 12, 15, 47","13, 20, 25, 14, 72",6,14,12,15,47,13,20,25,14,72,2-6,6-2,12/15/16,Lose,531,No Location Recorded,7:00 p.m.,A,189,05:27,,,,,"SUB OUT by FREIERMUTH,ALLYSON",,,"SUB OUT by FREIERMUTH,ALLYSON",2,subbing out,,maryville college,allyson freiermuth,,327
190,8,maryville-tenn-,CENTRE-W,Maryville College,47-72,47,72,"6, 14, 12, 15, 47","13, 20, 25, 14, 72",6,14,12,15,47,13,20,25,14,72,2-6,6-2,12/15/16,Lose,531,No Location Recorded,7:00 p.m.,A,190,05:27,,,,,"SUB OUT by TALBOTT,HALEY",,,"SUB OUT by TALBOTT,HALEY",2,subbing out,,maryville college,haley talbott,,327
191,8,maryville-tenn-,CENTRE-W,Maryville College,47-72,47,72,"6, 14, 12, 15, 47","13, 20, 25, 14, 72",6,14,12,15,47,13,20,25,14,72,2-6,6-2,12/15/16,Lose,531,No Location Recorded,7:00 p.m.,A,191,05:27,,,,,"SUB OUT by MAPLES,MADISON",,,"SUB OUT by MAPLES,MADISON",2,subbing out,,maryville college,madison maples,,327
192,8,maryville-tenn-,CENTRE-W,Maryville College,47-72,47,72,"6, 14, 12, 15, 47","13, 20, 25, 14, 72",6,14,12,15,47,13,20,25,14,72,2-6,6-2,12/15/16,Lose,531,No Location Recorded,7:00 p.m.,A,192,05:02,"GOOD 3PTR by ANDREASSEN,CAROLINE",16,,26 (+10),,CENTRE-W 16-26 (-10),,"GOOD 3PTR by ANDREASSEN,CAROLINE",2,three pointer,good,Centre,caroline andreassen,3,302
193,8,maryville-tenn-,CENTRE-W,Maryville College,47-72,47,72,"6, 14, 12, 15, 47","13, 20, 25, 14, 72",6,14,12,15,47,13,20,25,14,72,2-6,6-2,12/15/16,Lose,531,No Location Recorded,7:00 p.m.,A,193,--,"ASSIST  by BALLARD,AMI",,,,,,,"ASSIST  by BALLARD,AMI",2,assist,,Centre,ami ballard,,
194,8,maryville-tenn-,CENTRE-W,Maryville College,47-72,47,72,"6, 14, 12, 15, 47","13, 20, 25, 14, 72",6,14,12,15,47,13,20,25,14,72,2-6,6-2,12/15/16,Lose,531,No Location Recorded,7:00 p.m.,A,194,04:43,,,,,"FOUL  by WANDELL,KELLEY",,,"FOUL  by WANDELL,KELLEY",2,foul,,maryville college,kelley wandell,,283
195,8,maryville-tenn-,CENTRE-W,Maryville College,47-72,47,72,"6, 14, 12, 15, 47","13, 20, 25, 14, 72",6,14,12,15,47,13,20,25,14,72,2-6,6-2,12/15/16,Lose,531,No Location Recorded,7:00 p.m.,A,195,04:43,,,,,"TURNOVER  by WANDELL,KELLEY",,,"TURNOVER  by WANDELL,KELLEY",2,turnover,,maryville college,kelley wandell,,283
196,8,maryville-tenn-,CENTRE-W,Maryville College,47-72,47,72,"6, 14, 12, 15, 47","13, 20, 25, 14, 72",6,14,12,15,47,13,20,25,14,72,2-6,6-2,12/15/16,Lose,531,No Location Recorded,7:00 p.m.,A,196,04:26,"TURNOVER  by ANDREASSEN,CAROLINE",,,,,,,"TURNOVER  by ANDREASSEN,CAROLINE",2,turnover,,Centre,caroline andreassen,,266
197,8,maryville-tenn-,CENTRE-W,Maryville College,47-72,47,72,"6, 14, 12, 15, 47","13, 20, 25, 14, 72",6,14,12,15,47,13,20,25,14,72,2-6,6-2,12/15/16,Lose,531,No Location Recorded,7:00 p.m.,A,197,04:11,,,,,"TURNOVER  by ROBBINS,LECRETIA",,,"TURNOVER  by ROBBINS,LECRETIA",2,turnover,,maryville college,lecretia robbins,,251
198,8,maryville-tenn-,CENTRE-W,Maryville College,47-72,47,72,"6, 14, 12, 15, 47","13, 20, 25, 14, 72",6,14,12,15,47,13,20,25,14,72,2-6,6-2,12/15/16,Lose,531,No Location Recorded,7:00 p.m.,A,198,03:53,"MISS 3PTR by BALLARD,AMI",,,,,,,"MISS 3PTR by BALLARD,AMI",2,three pointer,missed,Centre,ami ballard,,233
199,8,maryville-tenn-,CENTRE-W,Maryville College,47-72,47,72,"6, 14, 12, 15, 47","13, 20, 25, 14, 72",6,14,12,15,47,13,20,25,14,72,2-6,6-2,12/15/16,Lose,531,No Location Recorded,7:00 p.m.,A,199,--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,2,defensive rebound,,Centre,,,
200,8,maryville-tenn-,CENTRE-W,Maryville College,47-72,47,72,"6, 14, 12, 15, 47","13, 20, 25, 14, 72",6,14,12,15,47,13,20,25,14,72,2-6,6-2,12/15/16,Lose,531,No Location Recorded,7:00 p.m.,A,200,03:36,,,,,"MISS 3PTR by HUDGENS,AMBER",,,"MISS 3PTR by HUDGENS,AMBER",2,three pointer,missed,maryville college,amber hudgens,,216
