,game,opponent name,boxscore_visitor_name,boxscore_home_name,final score,centreFinalScore,opponentFinalScore,centreScoreByPeriod,opponentScoreByPeriod,centreScorePeriod1,centreScorePeriod2,centreScorePeriod3,centreScorePeriod4,centreScorePeriod5,opponentScorePeriod1,opponentScorePeriod2,opponentScorePeriod3,opponentScorePeriod4,opponentScorePeriod5,centreRecord,opponentRecord,gameDate,outcome,attendance,gameLocation,gameTime,homeGame,,Time Remaining,CENTRE-W,Away Team Score,Play Team Indicator,Home Team Score,MVCW,Game Score,Team Indicator,Play,period number,Play Type,Shot Outcome,Team,Player,Points Earned,Time(seconds)
65,8,maryville-tenn-,CENTRE-W,Maryville College,47-72,47,72,"6, 14, 12, 15, 47","13, 20, 25, 14, 72",6,14,12,15,47,13,20,25,14,72,2-6,6-2,12/15/16,Lose,531,No Location Recorded,7:00 p.m.,A,65,04:50,,6,,10 (+4),"GOOD FT by GARDNER,LIBBY",MVCW 6-10 (-4),,"GOOD FT by GARDNER,LIBBY",1,free throw,good,maryville college,libby gardner,1,290
66,8,maryville-tenn-,CENTRE-W,Maryville College,47-72,47,72,"6, 14, 12, 15, 47","13, 20, 25, 14, 72",6,14,12,15,47,13,20,25,14,72,2-6,6-2,12/15/16,Lose,531,No Location Recorded,7:00 p.m.,A,66,04:50,,6,,11 (+5),"GOOD FT by GARDNER,LIBBY",MVCW 6-11 (-5),,"GOOD FT by GARDNER,LIBBY",1,free throw,good,maryville college,libby gardner,1,290
67,8,maryville-tenn-,CENTRE-W,Maryville College,47-72,47,72,"6, 14, 12, 15, 47","13, 20, 25, 14, 72",6,14,12,15,47,13,20,25,14,72,2-6,6-2,12/15/16,Lose,531,No Location Recorded,7:00 p.m.,A,67,04:50,"SUB IN by MILLER,LAKKEN",,,,,,,"SUB IN by MILLER,LAKKEN",1,subbing in,,Centre,lakken miller,,290
68,8,maryville-tenn-,CENTRE-W,Maryville College,47-72,47,72,"6, 14, 12, 15, 47","13, 20, 25, 14, 72",6,14,12,15,47,13,20,25,14,72,2-6,6-2,12/15/16,Lose,531,No Location Recorded,7:00 p.m.,A,68,04:50,"SUB OUT by KELLAM,PAIGE",,,,,,,"SUB OUT by KELLAM,PAIGE",1,subbing out,,Centre,paige kellam,,290
69,8,maryville-tenn-,CENTRE-W,Maryville College,47-72,47,72,"6, 14, 12, 15, 47","13, 20, 25, 14, 72",6,14,12,15,47,13,20,25,14,72,2-6,6-2,12/15/16,Lose,531,No Location Recorded,7:00 p.m.,A,69,04:26,"TURNOVER  by ADEROBA,OYIN",,,,,,,"TURNOVER  by ADEROBA,OYIN",1,turnover,,Centre,oyin aderoba,,266
70,8,maryville-tenn-,CENTRE-W,Maryville College,47-72,47,72,"6, 14, 12, 15, 47","13, 20, 25, 14, 72",6,14,12,15,47,13,20,25,14,72,2-6,6-2,12/15/16,Lose,531,No Location Recorded,7:00 p.m.,A,70,04:08,,,,,"MISS JUMPER by ROBBINS,LECRETIA",,,"MISS JUMPER by ROBBINS,LECRETIA",1,jumper,missed,maryville college,lecretia robbins,,248
71,8,maryville-tenn-,CENTRE-W,Maryville College,47-72,47,72,"6, 14, 12, 15, 47","13, 20, 25, 14, 72",6,14,12,15,47,13,20,25,14,72,2-6,6-2,12/15/16,Lose,531,No Location Recorded,7:00 p.m.,A,71,--,,,,,"REBOUND OFF by WANDELL,KELLEY",,,"REBOUND OFF by WANDELL,KELLEY",1,offensive rebound,,maryville college,kelley wandell,,
72,8,maryville-tenn-,CENTRE-W,Maryville College,47-72,47,72,"6, 14, 12, 15, 47","13, 20, 25, 14, 72",6,14,12,15,47,13,20,25,14,72,2-6,6-2,12/15/16,Lose,531,No Location Recorded,7:00 p.m.,A,72,04:04,,,,,"SUB IN by JOHNSON,BRITTANY",,,"SUB IN by JOHNSON,BRITTANY",1,subbing in,,maryville college,brittany johnson,,244
73,8,maryville-tenn-,CENTRE-W,Maryville College,47-72,47,72,"6, 14, 12, 15, 47","13, 20, 25, 14, 72",6,14,12,15,47,13,20,25,14,72,2-6,6-2,12/15/16,Lose,531,No Location Recorded,7:00 p.m.,A,73,04:04,,,,,"SUB OUT by GARDNER,LIBBY",,,"SUB OUT by GARDNER,LIBBY",1,subbing out,,maryville college,libby gardner,,244
74,8,maryville-tenn-,CENTRE-W,Maryville College,47-72,47,72,"6, 14, 12, 15, 47","13, 20, 25, 14, 72",6,14,12,15,47,13,20,25,14,72,2-6,6-2,12/15/16,Lose,531,No Location Recorded,7:00 p.m.,A,74,04:01,,6,,13 (+7),"GOOD LAYUP by ROBBINS,LECRETIA(in the paint)",MVCW 6-13 (-7),,"GOOD LAYUP by ROBBINS,LECRETIA(in the paint)",1,layup,good,maryville college,lecretia robbins,2,241
75,8,maryville-tenn-,CENTRE-W,Maryville College,47-72,47,72,"6, 14, 12, 15, 47","13, 20, 25, 14, 72",6,14,12,15,47,13,20,25,14,72,2-6,6-2,12/15/16,Lose,531,No Location Recorded,7:00 p.m.,A,75,--,,,,,"ASSIST  by JOHNSON,BRITTANY",,,"ASSIST  by JOHNSON,BRITTANY",1,assist,,maryville college,brittany johnson,,
76,8,maryville-tenn-,CENTRE-W,Maryville College,47-72,47,72,"6, 14, 12, 15, 47","13, 20, 25, 14, 72",6,14,12,15,47,13,20,25,14,72,2-6,6-2,12/15/16,Lose,531,No Location Recorded,7:00 p.m.,A,76,03:44,,,,,"SUB IN by FREIERMUTH,ALLYSON",,,"SUB IN by FREIERMUTH,ALLYSON",1,subbing in,,maryville college,allyson freiermuth,,224
77,8,maryville-tenn-,CENTRE-W,Maryville College,47-72,47,72,"6, 14, 12, 15, 47","13, 20, 25, 14, 72",6,14,12,15,47,13,20,25,14,72,2-6,6-2,12/15/16,Lose,531,No Location Recorded,7:00 p.m.,A,77,03:44,,,,,"SUB IN by BILITER,LAUREN",,,"SUB IN by BILITER,LAUREN",1,subbing in,,maryville college,lauren biliter,,224
78,8,maryville-tenn-,CENTRE-W,Maryville College,47-72,47,72,"6, 14, 12, 15, 47","13, 20, 25, 14, 72",6,14,12,15,47,13,20,25,14,72,2-6,6-2,12/15/16,Lose,531,No Location Recorded,7:00 p.m.,A,78,03:44,,,,,"SUB IN by MAPLES,MADISON",,,"SUB IN by MAPLES,MADISON",1,subbing in,,maryville college,madison maples,,224
79,8,maryville-tenn-,CENTRE-W,Maryville College,47-72,47,72,"6, 14, 12, 15, 47","13, 20, 25, 14, 72",6,14,12,15,47,13,20,25,14,72,2-6,6-2,12/15/16,Lose,531,No Location Recorded,7:00 p.m.,A,79,03:44,,,,,"SUB OUT by WANDELL,KELLEY",,,"SUB OUT by WANDELL,KELLEY",1,subbing out,,maryville college,kelley wandell,,224
80,8,maryville-tenn-,CENTRE-W,Maryville College,47-72,47,72,"6, 14, 12, 15, 47","13, 20, 25, 14, 72",6,14,12,15,47,13,20,25,14,72,2-6,6-2,12/15/16,Lose,531,No Location Recorded,7:00 p.m.,A,80,03:44,,,,,"SUB OUT by ROBBINS,LECRETIA",,,"SUB OUT by ROBBINS,LECRETIA",1,subbing out,,maryville college,lecretia robbins,,224
81,8,maryville-tenn-,CENTRE-W,Maryville College,47-72,47,72,"6, 14, 12, 15, 47","13, 20, 25, 14, 72",6,14,12,15,47,13,20,25,14,72,2-6,6-2,12/15/16,Lose,531,No Location Recorded,7:00 p.m.,A,81,03:44,,,,,"SUB OUT by TALBOTT,HALEY",,,"SUB OUT by TALBOTT,HALEY",1,subbing out,,maryville college,haley talbott,,224
82,8,maryville-tenn-,CENTRE-W,Maryville College,47-72,47,72,"6, 14, 12, 15, 47","13, 20, 25, 14, 72",6,14,12,15,47,13,20,25,14,72,2-6,6-2,12/15/16,Lose,531,No Location Recorded,7:00 p.m.,A,82,03:34,"TURNOVER  by ADEROBA,OYIN",,,,,,,"TURNOVER  by ADEROBA,OYIN",1,turnover,,Centre,oyin aderoba,,214
83,8,maryville-tenn-,CENTRE-W,Maryville College,47-72,47,72,"6, 14, 12, 15, 47","13, 20, 25, 14, 72",6,14,12,15,47,13,20,25,14,72,2-6,6-2,12/15/16,Lose,531,No Location Recorded,7:00 p.m.,A,83,03:09,,,,,"MISS JUMPER by HUDGENS,AMBER",,,"MISS JUMPER by HUDGENS,AMBER",1,jumper,missed,maryville college,amber hudgens,,189
84,8,maryville-tenn-,CENTRE-W,Maryville College,47-72,47,72,"6, 14, 12, 15, 47","13, 20, 25, 14, 72",6,14,12,15,47,13,20,25,14,72,2-6,6-2,12/15/16,Lose,531,No Location Recorded,7:00 p.m.,A,84,--,"REBOUND DEF by BUNNER,CHEYENNE",,,,,,,"REBOUND DEF by BUNNER,CHEYENNE",1,defensive rebound,,Centre,cheyenne bunner,,
85,8,maryville-tenn-,CENTRE-W,Maryville College,47-72,47,72,"6, 14, 12, 15, 47","13, 20, 25, 14, 72",6,14,12,15,47,13,20,25,14,72,2-6,6-2,12/15/16,Lose,531,No Location Recorded,7:00 p.m.,A,85,03:00,"MISS 3PTR by BALLARD,AMI",,,,,,,"MISS 3PTR by BALLARD,AMI",1,three pointer,missed,Centre,ami ballard,,180
86,8,maryville-tenn-,CENTRE-W,Maryville College,47-72,47,72,"6, 14, 12, 15, 47","13, 20, 25, 14, 72",6,14,12,15,47,13,20,25,14,72,2-6,6-2,12/15/16,Lose,531,No Location Recorded,7:00 p.m.,A,86,--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,1,defensive rebound,,Centre,,,
87,8,maryville-tenn-,CENTRE-W,Maryville College,47-72,47,72,"6, 14, 12, 15, 47","13, 20, 25, 14, 72",6,14,12,15,47,13,20,25,14,72,2-6,6-2,12/15/16,Lose,531,No Location Recorded,7:00 p.m.,A,87,02:58,"SUB IN by ANDREASSEN,CAROLINE",,,,,,,"SUB IN by ANDREASSEN,CAROLINE",1,subbing in,,Centre,caroline andreassen,,178
88,8,maryville-tenn-,CENTRE-W,Maryville College,47-72,47,72,"6, 14, 12, 15, 47","13, 20, 25, 14, 72",6,14,12,15,47,13,20,25,14,72,2-6,6-2,12/15/16,Lose,531,No Location Recorded,7:00 p.m.,A,88,02:58,"SUB IN by SCHAD,OLIVIA",,,,,,,"SUB IN by SCHAD,OLIVIA",1,subbing in,,Centre,olivia schad,,178
89,8,maryville-tenn-,CENTRE-W,Maryville College,47-72,47,72,"6, 14, 12, 15, 47","13, 20, 25, 14, 72",6,14,12,15,47,13,20,25,14,72,2-6,6-2,12/15/16,Lose,531,No Location Recorded,7:00 p.m.,A,89,02:58,"SUB OUT by ADEROBA,OYIN",,,,,,,"SUB OUT by ADEROBA,OYIN",1,subbing out,,Centre,oyin aderoba,,178
90,8,maryville-tenn-,CENTRE-W,Maryville College,47-72,47,72,"6, 14, 12, 15, 47","13, 20, 25, 14, 72",6,14,12,15,47,13,20,25,14,72,2-6,6-2,12/15/16,Lose,531,No Location Recorded,7:00 p.m.,A,90,02:58,"SUB OUT by BALLARD,AMI",,,,,,,"SUB OUT by BALLARD,AMI",1,subbing out,,Centre,ami ballard,,178
91,8,maryville-tenn-,CENTRE-W,Maryville College,47-72,47,72,"6, 14, 12, 15, 47","13, 20, 25, 14, 72",6,14,12,15,47,13,20,25,14,72,2-6,6-2,12/15/16,Lose,531,No Location Recorded,7:00 p.m.,A,91,02:42,,,,,"TURNOVER  by JOHNSON,BRITTANY",,,"TURNOVER  by JOHNSON,BRITTANY",1,turnover,,maryville college,brittany johnson,,162
92,8,maryville-tenn-,CENTRE-W,Maryville College,47-72,47,72,"6, 14, 12, 15, 47","13, 20, 25, 14, 72",6,14,12,15,47,13,20,25,14,72,2-6,6-2,12/15/16,Lose,531,No Location Recorded,7:00 p.m.,A,92,02:24,,,,,"FOUL  by HUDGENS,AMBER",,,"FOUL  by HUDGENS,AMBER",1,foul,,maryville college,amber hudgens,,144
93,8,maryville-tenn-,CENTRE-W,Maryville College,47-72,47,72,"6, 14, 12, 15, 47","13, 20, 25, 14, 72",6,14,12,15,47,13,20,25,14,72,2-6,6-2,12/15/16,Lose,531,No Location Recorded,7:00 p.m.,A,93,02:24,"MISS FT by BUNNER,CHEYENNE",,,,,,,"MISS FT by BUNNER,CHEYENNE",1,free throw,missed,Centre,cheyenne bunner,,144
94,8,maryville-tenn-,CENTRE-W,Maryville College,47-72,47,72,"6, 14, 12, 15, 47","13, 20, 25, 14, 72",6,14,12,15,47,13,20,25,14,72,2-6,6-2,12/15/16,Lose,531,No Location Recorded,7:00 p.m.,A,94,--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,1,deadball rebound,,Centre,,,
95,8,maryville-tenn-,CENTRE-W,Maryville College,47-72,47,72,"6, 14, 12, 15, 47","13, 20, 25, 14, 72",6,14,12,15,47,13,20,25,14,72,2-6,6-2,12/15/16,Lose,531,No Location Recorded,7:00 p.m.,A,95,02:24,"MISS FT by BUNNER,CHEYENNE",,,,,,,"MISS FT by BUNNER,CHEYENNE",1,free throw,missed,Centre,cheyenne bunner,,144
96,8,maryville-tenn-,CENTRE-W,Maryville College,47-72,47,72,"6, 14, 12, 15, 47","13, 20, 25, 14, 72",6,14,12,15,47,13,20,25,14,72,2-6,6-2,12/15/16,Lose,531,No Location Recorded,7:00 p.m.,A,96,--,,,,,"REBOUND DEF by HUDGENS,AMBER",,,"REBOUND DEF by HUDGENS,AMBER",1,defensive rebound,,maryville college,amber hudgens,,
97,8,maryville-tenn-,CENTRE-W,Maryville College,47-72,47,72,"6, 14, 12, 15, 47","13, 20, 25, 14, 72",6,14,12,15,47,13,20,25,14,72,2-6,6-2,12/15/16,Lose,531,No Location Recorded,7:00 p.m.,A,97,01:53,,,,,TURNOVER  by TEAM,,,TURNOVER  by TEAM,1,turnover,,Centre,,,113
98,8,maryville-tenn-,CENTRE-W,Maryville College,47-72,47,72,"6, 14, 12, 15, 47","13, 20, 25, 14, 72",6,14,12,15,47,13,20,25,14,72,2-6,6-2,12/15/16,Lose,531,No Location Recorded,7:00 p.m.,A,98,01:53,,,,,"SUB IN by HAWN,RACHEL",,,"SUB IN by HAWN,RACHEL",1,subbing in,,maryville college,rachel hawn,,113
99,8,maryville-tenn-,CENTRE-W,Maryville College,47-72,47,72,"6, 14, 12, 15, 47","13, 20, 25, 14, 72",6,14,12,15,47,13,20,25,14,72,2-6,6-2,12/15/16,Lose,531,No Location Recorded,7:00 p.m.,A,99,01:53,,,,,"SUB IN by LOWERY,DELANEY",,,"SUB IN by LOWERY,DELANEY",1,subbing in,,maryville college,delaney lowery,,113
100,8,maryville-tenn-,CENTRE-W,Maryville College,47-72,47,72,"6, 14, 12, 15, 47","13, 20, 25, 14, 72",6,14,12,15,47,13,20,25,14,72,2-6,6-2,12/15/16,Lose,531,No Location Recorded,7:00 p.m.,A,100,01:53,,,,,"SUB OUT by MAPLES,MADISON",,,"SUB OUT by MAPLES,MADISON",1,subbing out,,maryville college,madison maples,,113
101,8,maryville-tenn-,CENTRE-W,Maryville College,47-72,47,72,"6, 14, 12, 15, 47","13, 20, 25, 14, 72",6,14,12,15,47,13,20,25,14,72,2-6,6-2,12/15/16,Lose,531,No Location Recorded,7:00 p.m.,A,101,01:53,,,,,"SUB OUT by HUDGENS,AMBER",,,"SUB OUT by HUDGENS,AMBER",1,subbing out,,maryville college,amber hudgens,,113
102,8,maryville-tenn-,CENTRE-W,Maryville College,47-72,47,72,"6, 14, 12, 15, 47","13, 20, 25, 14, 72",6,14,12,15,47,13,20,25,14,72,2-6,6-2,12/15/16,Lose,531,No Location Recorded,7:00 p.m.,A,102,01:31,"TURNOVER  by MOORE,LAUREN",,,,,,,"TURNOVER  by MOORE,LAUREN",1,turnover,,Centre,lauren moore,,91
103,8,maryville-tenn-,CENTRE-W,Maryville College,47-72,47,72,"6, 14, 12, 15, 47","13, 20, 25, 14, 72",6,14,12,15,47,13,20,25,14,72,2-6,6-2,12/15/16,Lose,531,No Location Recorded,7:00 p.m.,A,103,01:08,,,,,"TURNOVER  by JOHNSON,BRITTANY",,,"TURNOVER  by JOHNSON,BRITTANY",1,turnover,,maryville college,brittany johnson,,68
104,8,maryville-tenn-,CENTRE-W,Maryville College,47-72,47,72,"6, 14, 12, 15, 47","13, 20, 25, 14, 72",6,14,12,15,47,13,20,25,14,72,2-6,6-2,12/15/16,Lose,531,No Location Recorded,7:00 p.m.,A,104,01:07,"STEAL  by MILLER,LAKKEN",,,,,,,"STEAL  by MILLER,LAKKEN",1,steal,,Centre,,,67
105,8,maryville-tenn-,CENTRE-W,Maryville College,47-72,47,72,"6, 14, 12, 15, 47","13, 20, 25, 14, 72",6,14,12,15,47,13,20,25,14,72,2-6,6-2,12/15/16,Lose,531,No Location Recorded,7:00 p.m.,A,105,00:37,"MISS JUMPER by SCHAD,OLIVIA",,,,,,,"MISS JUMPER by SCHAD,OLIVIA",1,jumper,missed,Centre,olivia schad,,37
106,8,maryville-tenn-,CENTRE-W,Maryville College,47-72,47,72,"6, 14, 12, 15, 47","13, 20, 25, 14, 72",6,14,12,15,47,13,20,25,14,72,2-6,6-2,12/15/16,Lose,531,No Location Recorded,7:00 p.m.,A,106,--,,,,,"REBOUND DEF by BILITER,LAUREN",,,"REBOUND DEF by BILITER,LAUREN",1,defensive rebound,,maryville college,lauren biliter,,
107,8,maryville-tenn-,CENTRE-W,Maryville College,47-72,47,72,"6, 14, 12, 15, 47","13, 20, 25, 14, 72",6,14,12,15,47,13,20,25,14,72,2-6,6-2,12/15/16,Lose,531,No Location Recorded,7:00 p.m.,A,107,00:29,,,,,"TURNOVER  by FREIERMUTH,ALLYSON",,,"TURNOVER  by FREIERMUTH,ALLYSON",1,turnover,,maryville college,allyson freiermuth,,29
108,8,maryville-tenn-,CENTRE-W,Maryville College,47-72,47,72,"6, 14, 12, 15, 47","13, 20, 25, 14, 72",6,14,12,15,47,13,20,25,14,72,2-6,6-2,12/15/16,Lose,531,No Location Recorded,7:00 p.m.,A,108,00:13,"MISS JUMPER by MILLER,LAKKEN",,,,,,,"MISS JUMPER by MILLER,LAKKEN",1,jumper,missed,Centre,lakken miller,,13
109,8,maryville-tenn-,CENTRE-W,Maryville College,47-72,47,72,"6, 14, 12, 15, 47","13, 20, 25, 14, 72",6,14,12,15,47,13,20,25,14,72,2-6,6-2,12/15/16,Lose,531,No Location Recorded,7:00 p.m.,A,109,--,,,,,"REBOUND DEF by FREIERMUTH,ALLYSON",,,"REBOUND DEF by FREIERMUTH,ALLYSON",1,defensive rebound,,maryville college,allyson freiermuth,,
110,8,maryville-tenn-,CENTRE-W,Maryville College,47-72,47,72,"6, 14, 12, 15, 47","13, 20, 25, 14, 72",6,14,12,15,47,13,20,25,14,72,2-6,6-2,12/15/16,Lose,531,No Location Recorded,7:00 p.m.,A,110,00:00,,,,,"MISS 3PTR by LOWERY,DELANEY",,,"MISS 3PTR by LOWERY,DELANEY",1,three pointer,missed,maryville college,delaney lowery,,0
111,8,maryville-tenn-,CENTRE-W,Maryville College,47-72,47,72,"6, 14, 12, 15, 47","13, 20, 25, 14, 72",6,14,12,15,47,13,20,25,14,72,2-6,6-2,12/15/16,Lose,531,No Location Recorded,7:00 p.m.,A,111,--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,1,defensive rebound,,Centre,,,
112,8,maryville-tenn-,CENTRE-W,Maryville College,47-72,47,72,"6, 14, 12, 15, 47","13, 20, 25, 14, 72",6,14,12,15,47,13,20,25,14,72,2-6,6-2,12/15/16,Lose,531,No Location Recorded,7:00 p.m.,A,112,00:00,"SUB IN by VANCE,DAY",,,,,,,"SUB IN by VANCE,DAY",1,subbing in,,Centre,day vance,,0
113,8,maryville-tenn-,CENTRE-W,Maryville College,47-72,47,72,"6, 14, 12, 15, 47","13, 20, 25, 14, 72",6,14,12,15,47,13,20,25,14,72,2-6,6-2,12/15/16,Lose,531,No Location Recorded,7:00 p.m.,A,113,00:00,"SUB IN by STEWART,ABIGAIL",,,,,,,"SUB IN by STEWART,ABIGAIL",1,subbing in,,Centre,abigail stewart,,0
114,8,maryville-tenn-,CENTRE-W,Maryville College,47-72,47,72,"6, 14, 12, 15, 47","13, 20, 25, 14, 72",6,14,12,15,47,13,20,25,14,72,2-6,6-2,12/15/16,Lose,531,No Location Recorded,7:00 p.m.,A,114,00:00,"SUB OUT by BUNNER,CHEYENNE",,,,,,,"SUB OUT by BUNNER,CHEYENNE",1,subbing out,,Centre,cheyenne bunner,,0
115,8,maryville-tenn-,CENTRE-W,Maryville College,47-72,47,72,"6, 14, 12, 15, 47","13, 20, 25, 14, 72",6,14,12,15,47,13,20,25,14,72,2-6,6-2,12/15/16,Lose,531,No Location Recorded,7:00 p.m.,A,115,00:00,"SUB OUT by MOORE,LAUREN",,,,,,,"SUB OUT by MOORE,LAUREN",1,subbing out,,Centre,lauren moore,,0
116,8,maryville-tenn-,CENTRE-W,Maryville College,47-72,47,72,"6, 14, 12, 15, 47","13, 20, 25, 14, 72",6,14,12,15,47,13,20,25,14,72,2-6,6-2,12/15/16,Lose,531,No Location Recorded,7:00 p.m.,A,116,00:00,,,,,"SUB IN by TALBOTT,HALEY",,,"SUB IN by TALBOTT,HALEY",1,subbing in,,maryville college,haley talbott,,0
117,8,maryville-tenn-,CENTRE-W,Maryville College,47-72,47,72,"6, 14, 12, 15, 47","13, 20, 25, 14, 72",6,14,12,15,47,13,20,25,14,72,2-6,6-2,12/15/16,Lose,531,No Location Recorded,7:00 p.m.,A,117,00:00,,,,,"SUB IN by MAPLES,MADISON",,,"SUB IN by MAPLES,MADISON",1,subbing in,,maryville college,madison maples,,0
118,8,maryville-tenn-,CENTRE-W,Maryville College,47-72,47,72,"6, 14, 12, 15, 47","13, 20, 25, 14, 72",6,14,12,15,47,13,20,25,14,72,2-6,6-2,12/15/16,Lose,531,No Location Recorded,7:00 p.m.,A,118,00:00,,,,,"SUB IN by HUDGENS,AMBER",,,"SUB IN by HUDGENS,AMBER",1,subbing in,,maryville college,amber hudgens,,0
119,8,maryville-tenn-,CENTRE-W,Maryville College,47-72,47,72,"6, 14, 12, 15, 47","13, 20, 25, 14, 72",6,14,12,15,47,13,20,25,14,72,2-6,6-2,12/15/16,Lose,531,No Location Recorded,7:00 p.m.,A,119,00:00,,,,,"SUB IN by GARDNER,LIBBY",,,"SUB IN by GARDNER,LIBBY",1,subbing in,,maryville college,libby gardner,,0
120,8,maryville-tenn-,CENTRE-W,Maryville College,47-72,47,72,"6, 14, 12, 15, 47","13, 20, 25, 14, 72",6,14,12,15,47,13,20,25,14,72,2-6,6-2,12/15/16,Lose,531,No Location Recorded,7:00 p.m.,A,120,00:00,,,,,"SUB OUT by LOWERY,DELANEY",,,"SUB OUT by LOWERY,DELANEY",1,subbing out,,maryville college,delaney lowery,,0
121,8,maryville-tenn-,CENTRE-W,Maryville College,47-72,47,72,"6, 14, 12, 15, 47","13, 20, 25, 14, 72",6,14,12,15,47,13,20,25,14,72,2-6,6-2,12/15/16,Lose,531,No Location Recorded,7:00 p.m.,A,121,00:00,,,,,"SUB OUT by FREIERMUTH,ALLYSON",,,"SUB OUT by FREIERMUTH,ALLYSON",1,subbing out,,maryville college,allyson freiermuth,,0
122,8,maryville-tenn-,CENTRE-W,Maryville College,47-72,47,72,"6, 14, 12, 15, 47","13, 20, 25, 14, 72",6,14,12,15,47,13,20,25,14,72,2-6,6-2,12/15/16,Lose,531,No Location Recorded,7:00 p.m.,A,122,00:00,,,,,"SUB OUT by BILITER,LAUREN",,,"SUB OUT by BILITER,LAUREN",1,subbing out,,maryville college,lauren biliter,,0
123,8,maryville-tenn-,CENTRE-W,Maryville College,47-72,47,72,"6, 14, 12, 15, 47","13, 20, 25, 14, 72",6,14,12,15,47,13,20,25,14,72,2-6,6-2,12/15/16,Lose,531,No Location Recorded,7:00 p.m.,A,123,00:00,,,,,"SUB OUT by JOHNSON,BRITTANY",,,"SUB OUT by JOHNSON,BRITTANY",1,subbing out,,maryville college,brittany johnson,,0
124,8,maryville-tenn-,CENTRE-W,Maryville College,47-72,47,72,"6, 14, 12, 15, 47","13, 20, 25, 14, 72",6,14,12,15,47,13,20,25,14,72,2-6,6-2,12/15/16,Lose,531,No Location Recorded,7:00 p.m.,A,124,Start Period 2,,,,,,,,,2,,,,,,
125,8,maryville-tenn-,CENTRE-W,Maryville College,47-72,47,72,"6, 14, 12, 15, 47","13, 20, 25, 14, 72",6,14,12,15,47,13,20,25,14,72,2-6,6-2,12/15/16,Lose,531,No Location Recorded,7:00 p.m.,A,125,09:50,,,,,"FOUL  by MAPLES,MADISON",,,"FOUL  by MAPLES,MADISON",2,foul,,maryville college,madison maples,,590
126,8,maryville-tenn-,CENTRE-W,Maryville College,47-72,47,72,"6, 14, 12, 15, 47","13, 20, 25, 14, 72",6,14,12,15,47,13,20,25,14,72,2-6,6-2,12/15/16,Lose,531,No Location Recorded,7:00 p.m.,A,126,09:20,"MISS LAYUP by MILLER,LAKKEN",,,,,,,"MISS LAYUP by MILLER,LAKKEN",2,layup,missed,Centre,lakken miller,,560
127,8,maryville-tenn-,CENTRE-W,Maryville College,47-72,47,72,"6, 14, 12, 15, 47","13, 20, 25, 14, 72",6,14,12,15,47,13,20,25,14,72,2-6,6-2,12/15/16,Lose,531,No Location Recorded,7:00 p.m.,A,127,09:20,,,,,"BLOCK  by HUDGENS,AMBER",,,"BLOCK  by HUDGENS,AMBER",2,block,,maryville college,amber hudgens,,560
128,8,maryville-tenn-,CENTRE-W,Maryville College,47-72,47,72,"6, 14, 12, 15, 47","13, 20, 25, 14, 72",6,14,12,15,47,13,20,25,14,72,2-6,6-2,12/15/16,Lose,531,No Location Recorded,7:00 p.m.,A,128,--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,2,offensive rebound,,Centre,,,
129,8,maryville-tenn-,CENTRE-W,Maryville College,47-72,47,72,"6, 14, 12, 15, 47","13, 20, 25, 14, 72",6,14,12,15,47,13,20,25,14,72,2-6,6-2,12/15/16,Lose,531,No Location Recorded,7:00 p.m.,A,129,09:19,"GOOD JUMPER by SCHAD,OLIVIA(in the paint)",8,,13 (+5),,CENTRE-W 8-13 (-5),,"GOOD JUMPER by SCHAD,OLIVIA(in the paint)",2,jumper,good,Centre,olivia schad,2,559
130,8,maryville-tenn-,CENTRE-W,Maryville College,47-72,47,72,"6, 14, 12, 15, 47","13, 20, 25, 14, 72",6,14,12,15,47,13,20,25,14,72,2-6,6-2,12/15/16,Lose,531,No Location Recorded,7:00 p.m.,A,130,--,"ASSIST  by VANCE,DAY",,,,,,,"ASSIST  by VANCE,DAY",2,assist,,Centre,day vance,,
131,8,maryville-tenn-,CENTRE-W,Maryville College,47-72,47,72,"6, 14, 12, 15, 47","13, 20, 25, 14, 72",6,14,12,15,47,13,20,25,14,72,2-6,6-2,12/15/16,Lose,531,No Location Recorded,7:00 p.m.,A,131,09:19,,,,,"SUB IN by TALBOTT,HALEY",,,"SUB IN by TALBOTT,HALEY",2,subbing in,,maryville college,haley talbott,,559
132,8,maryville-tenn-,CENTRE-W,Maryville College,47-72,47,72,"6, 14, 12, 15, 47","13, 20, 25, 14, 72",6,14,12,15,47,13,20,25,14,72,2-6,6-2,12/15/16,Lose,531,No Location Recorded,7:00 p.m.,A,132,09:19,,,,,"SUB IN by HUDGENS,AMBER",,,"SUB IN by HUDGENS,AMBER",2,subbing in,,maryville college,amber hudgens,,559
133,8,maryville-tenn-,CENTRE-W,Maryville College,47-72,47,72,"6, 14, 12, 15, 47","13, 20, 25, 14, 72",6,14,12,15,47,13,20,25,14,72,2-6,6-2,12/15/16,Lose,531,No Location Recorded,7:00 p.m.,A,133,09:19,,,,,"SUB IN by GARDNER,LIBBY",,,"SUB IN by GARDNER,LIBBY",2,subbing in,,maryville college,libby gardner,,559
