,game,opponent name,boxscore_visitor_name,boxscore_home_name,final score,centreFinalScore,opponentFinalScore,centreScoreByPeriod,opponentScoreByPeriod,centreScorePeriod1,centreScorePeriod2,centreScorePeriod3,centreScorePeriod4,centreScorePeriod5,opponentScorePeriod1,opponentScorePeriod2,opponentScorePeriod3,opponentScorePeriod4,opponentScorePeriod5,centreRecord,opponentRecord,gameDate,outcome,attendance,gameLocation,gameTime,homeGame,,Time Remaining,16BSC-W,Away Team Score,Play Team Indicator,Home Team Score,CENTRE-W,Game Score,Team Indicator,Play,period number,Play Type,Shot Outcome,Team,Player,Points Earned,Time(seconds)
58,19,birmingham-southern,Birmingham-Southern,Centre,50-60,50,60,"13, 15, 7, 15, 50","12, 18, 8, 22, 60",13,15,7,15,50,12,18,8,22,60,"5-14, 3-5 SAA","13-6, 8-0 SAA",01/27/17,Lose,475,No Location Recorded,6:00 PM,H,58,05:30,,,,,"SUB OUT by SCHAD,OLIVIA",,,"SUB OUT by SCHAD,OLIVIA",1,subbing out,,Centre,olivia schad,,330
59,19,birmingham-southern,Birmingham-Southern,Centre,50-60,50,60,"13, 15, 7, 15, 50","12, 18, 8, 22, 60",13,15,7,15,50,12,18,8,22,60,"5-14, 3-5 SAA","13-6, 8-0 SAA",01/27/17,Lose,475,No Location Recorded,6:00 PM,H,59,05:11,"MISS 3PTR by MCGOWAN,CHRISTIAN",,,,,,,"MISS 3PTR by MCGOWAN,CHRISTIAN",1,three pointer,missed,birmingham-southern,christian mcgowan,,311
60,19,birmingham-southern,Birmingham-Southern,Centre,50-60,50,60,"13, 15, 7, 15, 50","12, 18, 8, 22, 60",13,15,7,15,50,12,18,8,22,60,"5-14, 3-5 SAA","13-6, 8-0 SAA",01/27/17,Lose,475,No Location Recorded,6:00 PM,H,60,--,,,,,"REBOUND DEF by ANDREASSEN,CAROLINE",,,"REBOUND DEF by ANDREASSEN,CAROLINE",1,defensive rebound,,Centre,caroline andreassen,,
61,19,birmingham-southern,Birmingham-Southern,Centre,50-60,50,60,"13, 15, 7, 15, 50","12, 18, 8, 22, 60",13,15,7,15,50,12,18,8,22,60,"5-14, 3-5 SAA","13-6, 8-0 SAA",01/27/17,Lose,475,No Location Recorded,6:00 PM,H,61,05:04,,,,,"MISS 3PTR by MILLER,LAKKEN",,,"MISS 3PTR by MILLER,LAKKEN",1,three pointer,missed,Centre,lakken miller,,304
62,19,birmingham-southern,Birmingham-Southern,Centre,50-60,50,60,"13, 15, 7, 15, 50","12, 18, 8, 22, 60",13,15,7,15,50,12,18,8,22,60,"5-14, 3-5 SAA","13-6, 8-0 SAA",01/27/17,Lose,475,No Location Recorded,6:00 PM,H,62,--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,1,defensive rebound,,Centre,,,
63,19,birmingham-southern,Birmingham-Southern,Centre,50-60,50,60,"13, 15, 7, 15, 50","12, 18, 8, 22, 60",13,15,7,15,50,12,18,8,22,60,"5-14, 3-5 SAA","13-6, 8-0 SAA",01/27/17,Lose,475,No Location Recorded,6:00 PM,H,63,05:01,TIMEOUT 20SEC by TEAM,,,,,,,TIMEOUT 20SEC by TEAM,1,timeout,,Centre,,,301
64,19,birmingham-southern,Birmingham-Southern,Centre,50-60,50,60,"13, 15, 7, 15, 50","12, 18, 8, 22, 60",13,15,7,15,50,12,18,8,22,60,"5-14, 3-5 SAA","13-6, 8-0 SAA",01/27/17,Lose,475,No Location Recorded,6:00 PM,H,64,04:39,"GOOD 3PTR by DIXON,JOTHANI",5,,5,,16BSC-W 5-5 (0),,"GOOD 3PTR by DIXON,JOTHANI",1,three pointer,good,birmingham-southern,jothani dixon,3,279
65,19,birmingham-southern,Birmingham-Southern,Centre,50-60,50,60,"13, 15, 7, 15, 50","12, 18, 8, 22, 60",13,15,7,15,50,12,18,8,22,60,"5-14, 3-5 SAA","13-6, 8-0 SAA",01/27/17,Lose,475,No Location Recorded,6:00 PM,H,65,04:16,"SUB IN by HOLT,TAYDRA",,,,,,,"SUB IN by HOLT,TAYDRA",1,subbing in,,birmingham-southern,taydra holt,,256
66,19,birmingham-southern,Birmingham-Southern,Centre,50-60,50,60,"13, 15, 7, 15, 50","12, 18, 8, 22, 60",13,15,7,15,50,12,18,8,22,60,"5-14, 3-5 SAA","13-6, 8-0 SAA",01/27/17,Lose,475,No Location Recorded,6:00 PM,H,66,04:16,"SUB OUT by PEURSEM,LAURA VAN",,,,,,,"SUB OUT by PEURSEM,LAURA VAN",1,subbing out,,birmingham-southern,laura van peursem,,256
67,19,birmingham-southern,Birmingham-Southern,Centre,50-60,50,60,"13, 15, 7, 15, 50","12, 18, 8, 22, 60",13,15,7,15,50,12,18,8,22,60,"5-14, 3-5 SAA","13-6, 8-0 SAA",01/27/17,Lose,475,No Location Recorded,6:00 PM,H,67,04:00,,5,,7 (+2),"GOOD JUMPER by ANDREASSEN,CAROLINE",CENTRE-W 5-7 (+2),,"GOOD JUMPER by ANDREASSEN,CAROLINE",1,jumper,good,Centre,caroline andreassen,2,240
68,19,birmingham-southern,Birmingham-Southern,Centre,50-60,50,60,"13, 15, 7, 15, 50","12, 18, 8, 22, 60",13,15,7,15,50,12,18,8,22,60,"5-14, 3-5 SAA","13-6, 8-0 SAA",01/27/17,Lose,475,No Location Recorded,6:00 PM,H,68,03:47,,,,,"FOUL  by MOORE,LAUREN",,,"FOUL  by MOORE,LAUREN",1,foul,,Centre,lauren moore,,227
69,19,birmingham-southern,Birmingham-Southern,Centre,50-60,50,60,"13, 15, 7, 15, 50","12, 18, 8, 22, 60",13,15,7,15,50,12,18,8,22,60,"5-14, 3-5 SAA","13-6, 8-0 SAA",01/27/17,Lose,475,No Location Recorded,6:00 PM,H,69,03:47,"SUB IN by HOGAN,KAITLIN",,,,,,,"SUB IN by HOGAN,KAITLIN",1,subbing in,,birmingham-southern,kaitlin hogan,,227
70,19,birmingham-southern,Birmingham-Southern,Centre,50-60,50,60,"13, 15, 7, 15, 50","12, 18, 8, 22, 60",13,15,7,15,50,12,18,8,22,60,"5-14, 3-5 SAA","13-6, 8-0 SAA",01/27/17,Lose,475,No Location Recorded,6:00 PM,H,70,03:47,"SUB OUT by DIXON,JOTHANI",,,,,,,"SUB OUT by DIXON,JOTHANI",1,subbing out,,birmingham-southern,jothani dixon,,227
71,19,birmingham-southern,Birmingham-Southern,Centre,50-60,50,60,"13, 15, 7, 15, 50","12, 18, 8, 22, 60",13,15,7,15,50,12,18,8,22,60,"5-14, 3-5 SAA","13-6, 8-0 SAA",01/27/17,Lose,475,No Location Recorded,6:00 PM,H,71,03:47,,,,,"SUB IN by BUNNER,CHEYENNE",,,"SUB IN by BUNNER,CHEYENNE",1,subbing in,,Centre,cheyenne bunner,,227
72,19,birmingham-southern,Birmingham-Southern,Centre,50-60,50,60,"13, 15, 7, 15, 50","12, 18, 8, 22, 60",13,15,7,15,50,12,18,8,22,60,"5-14, 3-5 SAA","13-6, 8-0 SAA",01/27/17,Lose,475,No Location Recorded,6:00 PM,H,72,03:47,,,,,"SUB IN by STEWART,ABIGAIL",,,"SUB IN by STEWART,ABIGAIL",1,subbing in,,Centre,abigail stewart,,227
73,19,birmingham-southern,Birmingham-Southern,Centre,50-60,50,60,"13, 15, 7, 15, 50","12, 18, 8, 22, 60",13,15,7,15,50,12,18,8,22,60,"5-14, 3-5 SAA","13-6, 8-0 SAA",01/27/17,Lose,475,No Location Recorded,6:00 PM,H,73,03:47,,,,,"SUB IN by SCHAD,OLIVIA",,,"SUB IN by SCHAD,OLIVIA",1,subbing in,,Centre,olivia schad,,227
74,19,birmingham-southern,Birmingham-Southern,Centre,50-60,50,60,"13, 15, 7, 15, 50","12, 18, 8, 22, 60",13,15,7,15,50,12,18,8,22,60,"5-14, 3-5 SAA","13-6, 8-0 SAA",01/27/17,Lose,475,No Location Recorded,6:00 PM,H,74,03:47,,,,,"SUB OUT by FEE,MIKAYLA",,,"SUB OUT by FEE,MIKAYLA",1,subbing out,,Centre,mikayla fee,,227
75,19,birmingham-southern,Birmingham-Southern,Centre,50-60,50,60,"13, 15, 7, 15, 50","12, 18, 8, 22, 60",13,15,7,15,50,12,18,8,22,60,"5-14, 3-5 SAA","13-6, 8-0 SAA",01/27/17,Lose,475,No Location Recorded,6:00 PM,H,75,03:47,,,,,"SUB OUT by MOORE,LAUREN",,,"SUB OUT by MOORE,LAUREN",1,subbing out,,Centre,lauren moore,,227
76,19,birmingham-southern,Birmingham-Southern,Centre,50-60,50,60,"13, 15, 7, 15, 50","12, 18, 8, 22, 60",13,15,7,15,50,12,18,8,22,60,"5-14, 3-5 SAA","13-6, 8-0 SAA",01/27/17,Lose,475,No Location Recorded,6:00 PM,H,76,03:47,,,,,"SUB OUT by ANDREASSEN,CAROLINE",,,"SUB OUT by ANDREASSEN,CAROLINE",1,subbing out,,Centre,caroline andreassen,,227
77,19,birmingham-southern,Birmingham-Southern,Centre,50-60,50,60,"13, 15, 7, 15, 50","12, 18, 8, 22, 60",13,15,7,15,50,12,18,8,22,60,"5-14, 3-5 SAA","13-6, 8-0 SAA",01/27/17,Lose,475,No Location Recorded,6:00 PM,H,77,03:23,"GOOD JUMPER by OLSEN,EMILEE",7,,7,,16BSC-W 7-7 (0),,"GOOD JUMPER by OLSEN,EMILEE",1,jumper,good,birmingham-southern,emilee olsen,2,203
78,19,birmingham-southern,Birmingham-Southern,Centre,50-60,50,60,"13, 15, 7, 15, 50","12, 18, 8, 22, 60",13,15,7,15,50,12,18,8,22,60,"5-14, 3-5 SAA","13-6, 8-0 SAA",01/27/17,Lose,475,No Location Recorded,6:00 PM,H,78,03:12,,,,,"MISS LAYUP by STEWART,ABIGAIL",,,"MISS LAYUP by STEWART,ABIGAIL",1,layup,missed,Centre,abigail stewart,,192
79,19,birmingham-southern,Birmingham-Southern,Centre,50-60,50,60,"13, 15, 7, 15, 50","12, 18, 8, 22, 60",13,15,7,15,50,12,18,8,22,60,"5-14, 3-5 SAA","13-6, 8-0 SAA",01/27/17,Lose,475,No Location Recorded,6:00 PM,H,79,--,,,,,"REBOUND OFF by STEWART,ABIGAIL",,,"REBOUND OFF by STEWART,ABIGAIL",1,offensive rebound,,Centre,abigail stewart,,
80,19,birmingham-southern,Birmingham-Southern,Centre,50-60,50,60,"13, 15, 7, 15, 50","12, 18, 8, 22, 60",13,15,7,15,50,12,18,8,22,60,"5-14, 3-5 SAA","13-6, 8-0 SAA",01/27/17,Lose,475,No Location Recorded,6:00 PM,H,80,03:10,,7,,9 (+2),"GOOD LAYUP by STEWART,ABIGAIL(in the paint)",CENTRE-W 7-9 (+2),,"GOOD LAYUP by STEWART,ABIGAIL(in the paint)",1,layup,good,Centre,abigail stewart,2,190
81,19,birmingham-southern,Birmingham-Southern,Centre,50-60,50,60,"13, 15, 7, 15, 50","12, 18, 8, 22, 60",13,15,7,15,50,12,18,8,22,60,"5-14, 3-5 SAA","13-6, 8-0 SAA",01/27/17,Lose,475,No Location Recorded,6:00 PM,H,81,02:52,"MISS 3PTR by MCGOWAN,CHRISTIAN",,,,,,,"MISS 3PTR by MCGOWAN,CHRISTIAN",1,three pointer,missed,birmingham-southern,christian mcgowan,,172
82,19,birmingham-southern,Birmingham-Southern,Centre,50-60,50,60,"13, 15, 7, 15, 50","12, 18, 8, 22, 60",13,15,7,15,50,12,18,8,22,60,"5-14, 3-5 SAA","13-6, 8-0 SAA",01/27/17,Lose,475,No Location Recorded,6:00 PM,H,82,--,"REBOUND OFF by HOLT,TAYDRA",,,,,,,"REBOUND OFF by HOLT,TAYDRA",1,offensive rebound,,birmingham-southern,taydra holt,,
83,19,birmingham-southern,Birmingham-Southern,Centre,50-60,50,60,"13, 15, 7, 15, 50","12, 18, 8, 22, 60",13,15,7,15,50,12,18,8,22,60,"5-14, 3-5 SAA","13-6, 8-0 SAA",01/27/17,Lose,475,No Location Recorded,6:00 PM,H,83,02:48,"GOOD LAYUP by HOLT,TAYDRA(in the paint)",9,,9,,16BSC-W 9-9 (0),,"GOOD LAYUP by HOLT,TAYDRA(in the paint)",1,layup,good,birmingham-southern,taydra holt,2,168
84,19,birmingham-southern,Birmingham-Southern,Centre,50-60,50,60,"13, 15, 7, 15, 50","12, 18, 8, 22, 60",13,15,7,15,50,12,18,8,22,60,"5-14, 3-5 SAA","13-6, 8-0 SAA",01/27/17,Lose,475,No Location Recorded,6:00 PM,H,84,02:27,,,,,"MISS 3PTR by BALLARD,AMI",,,"MISS 3PTR by BALLARD,AMI",1,three pointer,missed,Centre,ami ballard,,147
85,19,birmingham-southern,Birmingham-Southern,Centre,50-60,50,60,"13, 15, 7, 15, 50","12, 18, 8, 22, 60",13,15,7,15,50,12,18,8,22,60,"5-14, 3-5 SAA","13-6, 8-0 SAA",01/27/17,Lose,475,No Location Recorded,6:00 PM,H,85,--,,,,,"REBOUND OFF by STEWART,ABIGAIL",,,"REBOUND OFF by STEWART,ABIGAIL",1,offensive rebound,,Centre,abigail stewart,,
86,19,birmingham-southern,Birmingham-Southern,Centre,50-60,50,60,"13, 15, 7, 15, 50","12, 18, 8, 22, 60",13,15,7,15,50,12,18,8,22,60,"5-14, 3-5 SAA","13-6, 8-0 SAA",01/27/17,Lose,475,No Location Recorded,6:00 PM,H,86,02:16,,,,,"MISS JUMPER by SCHAD,OLIVIA",,,"MISS JUMPER by SCHAD,OLIVIA",1,jumper,missed,Centre,olivia schad,,136
87,19,birmingham-southern,Birmingham-Southern,Centre,50-60,50,60,"13, 15, 7, 15, 50","12, 18, 8, 22, 60",13,15,7,15,50,12,18,8,22,60,"5-14, 3-5 SAA","13-6, 8-0 SAA",01/27/17,Lose,475,No Location Recorded,6:00 PM,H,87,--,"REBOUND DEF by HOGAN,KAITLIN",,,,,,,"REBOUND DEF by HOGAN,KAITLIN",1,defensive rebound,,birmingham-southern,kaitlin hogan,,
88,19,birmingham-southern,Birmingham-Southern,Centre,50-60,50,60,"13, 15, 7, 15, 50","12, 18, 8, 22, 60",13,15,7,15,50,12,18,8,22,60,"5-14, 3-5 SAA","13-6, 8-0 SAA",01/27/17,Lose,475,No Location Recorded,6:00 PM,H,88,02:04,,,,,"FOUL  by SCHAD,OLIVIA",,,"FOUL  by SCHAD,OLIVIA",1,foul,,Centre,olivia schad,,124
89,19,birmingham-southern,Birmingham-Southern,Centre,50-60,50,60,"13, 15, 7, 15, 50","12, 18, 8, 22, 60",13,15,7,15,50,12,18,8,22,60,"5-14, 3-5 SAA","13-6, 8-0 SAA",01/27/17,Lose,475,No Location Recorded,6:00 PM,H,89,02:04,"SUB IN by NIEDERMAIR,ELIZABETH",,,,,,,"SUB IN by NIEDERMAIR,ELIZABETH",1,subbing in,,birmingham-southern,elizabeth niedermair,,124
90,19,birmingham-southern,Birmingham-Southern,Centre,50-60,50,60,"13, 15, 7, 15, 50","12, 18, 8, 22, 60",13,15,7,15,50,12,18,8,22,60,"5-14, 3-5 SAA","13-6, 8-0 SAA",01/27/17,Lose,475,No Location Recorded,6:00 PM,H,90,02:04,"SUB OUT by BATTS,JASMYNN",,,,,,,"SUB OUT by BATTS,JASMYNN",1,subbing out,,birmingham-southern,jasmynn batts,,124
91,19,birmingham-southern,Birmingham-Southern,Centre,50-60,50,60,"13, 15, 7, 15, 50","12, 18, 8, 22, 60",13,15,7,15,50,12,18,8,22,60,"5-14, 3-5 SAA","13-6, 8-0 SAA",01/27/17,Lose,475,No Location Recorded,6:00 PM,H,91,02:04,,,,,"SUB IN by ANDREASSEN,CAROLINE",,,"SUB IN by ANDREASSEN,CAROLINE",1,subbing in,,Centre,caroline andreassen,,124
92,19,birmingham-southern,Birmingham-Southern,Centre,50-60,50,60,"13, 15, 7, 15, 50","12, 18, 8, 22, 60",13,15,7,15,50,12,18,8,22,60,"5-14, 3-5 SAA","13-6, 8-0 SAA",01/27/17,Lose,475,No Location Recorded,6:00 PM,H,92,02:04,,,,,"SUB OUT by BALLARD,AMI",,,"SUB OUT by BALLARD,AMI",1,subbing out,,Centre,ami ballard,,124
93,19,birmingham-southern,Birmingham-Southern,Centre,50-60,50,60,"13, 15, 7, 15, 50","12, 18, 8, 22, 60",13,15,7,15,50,12,18,8,22,60,"5-14, 3-5 SAA","13-6, 8-0 SAA",01/27/17,Lose,475,No Location Recorded,6:00 PM,H,93,01:42,"MISS JUMPER by HOLT,TAYDRA",,,,,,,"MISS JUMPER by HOLT,TAYDRA",1,jumper,missed,birmingham-southern,taydra holt,,102
94,19,birmingham-southern,Birmingham-Southern,Centre,50-60,50,60,"13, 15, 7, 15, 50","12, 18, 8, 22, 60",13,15,7,15,50,12,18,8,22,60,"5-14, 3-5 SAA","13-6, 8-0 SAA",01/27/17,Lose,475,No Location Recorded,6:00 PM,H,94,--,,,,,"REBOUND DEF by ANDREASSEN,CAROLINE",,,"REBOUND DEF by ANDREASSEN,CAROLINE",1,defensive rebound,,Centre,caroline andreassen,,
95,19,birmingham-southern,Birmingham-Southern,Centre,50-60,50,60,"13, 15, 7, 15, 50","12, 18, 8, 22, 60",13,15,7,15,50,12,18,8,22,60,"5-14, 3-5 SAA","13-6, 8-0 SAA",01/27/17,Lose,475,No Location Recorded,6:00 PM,H,95,01:34,,,,,"SUB IN by KELLAM,PAIGE",,,"SUB IN by KELLAM,PAIGE",1,subbing in,,Centre,paige kellam,,94
96,19,birmingham-southern,Birmingham-Southern,Centre,50-60,50,60,"13, 15, 7, 15, 50","12, 18, 8, 22, 60",13,15,7,15,50,12,18,8,22,60,"5-14, 3-5 SAA","13-6, 8-0 SAA",01/27/17,Lose,475,No Location Recorded,6:00 PM,H,96,01:34,,,,,"SUB OUT by MILLER,LAKKEN",,,"SUB OUT by MILLER,LAKKEN",1,subbing out,,Centre,lakken miller,,94
97,19,birmingham-southern,Birmingham-Southern,Centre,50-60,50,60,"13, 15, 7, 15, 50","12, 18, 8, 22, 60",13,15,7,15,50,12,18,8,22,60,"5-14, 3-5 SAA","13-6, 8-0 SAA",01/27/17,Lose,475,No Location Recorded,6:00 PM,H,97,01:18,,,,,"MISS JUMPER by SCHAD,OLIVIA",,,"MISS JUMPER by SCHAD,OLIVIA",1,jumper,missed,Centre,olivia schad,,78
98,19,birmingham-southern,Birmingham-Southern,Centre,50-60,50,60,"13, 15, 7, 15, 50","12, 18, 8, 22, 60",13,15,7,15,50,12,18,8,22,60,"5-14, 3-5 SAA","13-6, 8-0 SAA",01/27/17,Lose,475,No Location Recorded,6:00 PM,H,98,--,,,,,"REBOUND OFF by BUNNER,CHEYENNE",,,"REBOUND OFF by BUNNER,CHEYENNE",1,offensive rebound,,Centre,cheyenne bunner,,
99,19,birmingham-southern,Birmingham-Southern,Centre,50-60,50,60,"13, 15, 7, 15, 50","12, 18, 8, 22, 60",13,15,7,15,50,12,18,8,22,60,"5-14, 3-5 SAA","13-6, 8-0 SAA",01/27/17,Lose,475,No Location Recorded,6:00 PM,H,99,01:15,"FOUL  by HOGAN,KAITLIN",,,,,,,"FOUL  by HOGAN,KAITLIN",1,foul,,birmingham-southern,kaitlin hogan,,75
100,19,birmingham-southern,Birmingham-Southern,Centre,50-60,50,60,"13, 15, 7, 15, 50","12, 18, 8, 22, 60",13,15,7,15,50,12,18,8,22,60,"5-14, 3-5 SAA","13-6, 8-0 SAA",01/27/17,Lose,475,No Location Recorded,6:00 PM,H,100,01:15,,9,,10 (+1),"GOOD FT by BUNNER,CHEYENNE",CENTRE-W 9-10 (+1),,"GOOD FT by BUNNER,CHEYENNE",1,free throw,good,Centre,cheyenne bunner,1,75
101,19,birmingham-southern,Birmingham-Southern,Centre,50-60,50,60,"13, 15, 7, 15, 50","12, 18, 8, 22, 60",13,15,7,15,50,12,18,8,22,60,"5-14, 3-5 SAA","13-6, 8-0 SAA",01/27/17,Lose,475,No Location Recorded,6:00 PM,H,101,01:15,,9,,11 (+2),"GOOD FT by BUNNER,CHEYENNE",CENTRE-W 9-11 (+2),,"GOOD FT by BUNNER,CHEYENNE",1,free throw,good,Centre,cheyenne bunner,1,75
102,19,birmingham-southern,Birmingham-Southern,Centre,50-60,50,60,"13, 15, 7, 15, 50","12, 18, 8, 22, 60",13,15,7,15,50,12,18,8,22,60,"5-14, 3-5 SAA","13-6, 8-0 SAA",01/27/17,Lose,475,No Location Recorded,6:00 PM,H,102,01:15,,,,,"SUB IN by FEE,MIKAYLA",,,"SUB IN by FEE,MIKAYLA",1,subbing in,,Centre,mikayla fee,,75
103,19,birmingham-southern,Birmingham-Southern,Centre,50-60,50,60,"13, 15, 7, 15, 50","12, 18, 8, 22, 60",13,15,7,15,50,12,18,8,22,60,"5-14, 3-5 SAA","13-6, 8-0 SAA",01/27/17,Lose,475,No Location Recorded,6:00 PM,H,103,01:15,,,,,"SUB IN by MILLER,LAKKEN",,,"SUB IN by MILLER,LAKKEN",1,subbing in,,Centre,lakken miller,,75
104,19,birmingham-southern,Birmingham-Southern,Centre,50-60,50,60,"13, 15, 7, 15, 50","12, 18, 8, 22, 60",13,15,7,15,50,12,18,8,22,60,"5-14, 3-5 SAA","13-6, 8-0 SAA",01/27/17,Lose,475,No Location Recorded,6:00 PM,H,104,01:15,,,,,"SUB OUT by BUNNER,CHEYENNE",,,"SUB OUT by BUNNER,CHEYENNE",1,subbing out,,Centre,cheyenne bunner,,75
105,19,birmingham-southern,Birmingham-Southern,Centre,50-60,50,60,"13, 15, 7, 15, 50","12, 18, 8, 22, 60",13,15,7,15,50,12,18,8,22,60,"5-14, 3-5 SAA","13-6, 8-0 SAA",01/27/17,Lose,475,No Location Recorded,6:00 PM,H,105,01:15,,,,,"SUB OUT by KELLAM,PAIGE",,,"SUB OUT by KELLAM,PAIGE",1,subbing out,,Centre,paige kellam,,75
106,19,birmingham-southern,Birmingham-Southern,Centre,50-60,50,60,"13, 15, 7, 15, 50","12, 18, 8, 22, 60",13,15,7,15,50,12,18,8,22,60,"5-14, 3-5 SAA","13-6, 8-0 SAA",01/27/17,Lose,475,No Location Recorded,6:00 PM,H,106,00:54,"MISS 3PTR by NIEDERMAIR,ELIZABETH",,,,,,,"MISS 3PTR by NIEDERMAIR,ELIZABETH",1,three pointer,missed,birmingham-southern,elizabeth niedermair,,54
107,19,birmingham-southern,Birmingham-Southern,Centre,50-60,50,60,"13, 15, 7, 15, 50","12, 18, 8, 22, 60",13,15,7,15,50,12,18,8,22,60,"5-14, 3-5 SAA","13-6, 8-0 SAA",01/27/17,Lose,475,No Location Recorded,6:00 PM,H,107,--,"REBOUND OFF by HOLT,TAYDRA",,,,,,,"REBOUND OFF by HOLT,TAYDRA",1,offensive rebound,,birmingham-southern,taydra holt,,
108,19,birmingham-southern,Birmingham-Southern,Centre,50-60,50,60,"13, 15, 7, 15, 50","12, 18, 8, 22, 60",13,15,7,15,50,12,18,8,22,60,"5-14, 3-5 SAA","13-6, 8-0 SAA",01/27/17,Lose,475,No Location Recorded,6:00 PM,H,108,00:35,"GOOD 3PTR by HOGAN,KAITLIN",12 (+1),,11,,16BSC-W 12-11 (-1),,"GOOD 3PTR by HOGAN,KAITLIN",1,three pointer,good,birmingham-southern,kaitlin hogan,3,35
109,19,birmingham-southern,Birmingham-Southern,Centre,50-60,50,60,"13, 15, 7, 15, 50","12, 18, 8, 22, 60",13,15,7,15,50,12,18,8,22,60,"5-14, 3-5 SAA","13-6, 8-0 SAA",01/27/17,Lose,475,No Location Recorded,6:00 PM,H,109,00:18,,12,,13 (+1),"GOOD LAYUP by FEE,MIKAYLA(in the paint)",CENTRE-W 12-13 (+1),,"GOOD LAYUP by FEE,MIKAYLA(in the paint)",1,layup,good,Centre,mikayla fee,2,18
110,19,birmingham-southern,Birmingham-Southern,Centre,50-60,50,60,"13, 15, 7, 15, 50","12, 18, 8, 22, 60",13,15,7,15,50,12,18,8,22,60,"5-14, 3-5 SAA","13-6, 8-0 SAA",01/27/17,Lose,475,No Location Recorded,6:00 PM,H,110,--,,,,,"ASSIST  by STEWART,ABIGAIL",,,"ASSIST  by STEWART,ABIGAIL",1,assist,,Centre,abigail stewart,,
111,19,birmingham-southern,Birmingham-Southern,Centre,50-60,50,60,"13, 15, 7, 15, 50","12, 18, 8, 22, 60",13,15,7,15,50,12,18,8,22,60,"5-14, 3-5 SAA","13-6, 8-0 SAA",01/27/17,Lose,475,No Location Recorded,6:00 PM,H,111,00:05,,,,,"FOUL  by STEWART,ABIGAIL",,,"FOUL  by STEWART,ABIGAIL",1,foul,,Centre,abigail stewart,,5
112,19,birmingham-southern,Birmingham-Southern,Centre,50-60,50,60,"13, 15, 7, 15, 50","12, 18, 8, 22, 60",13,15,7,15,50,12,18,8,22,60,"5-14, 3-5 SAA","13-6, 8-0 SAA",01/27/17,Lose,475,No Location Recorded,6:00 PM,H,112,00:05,,,,,"SUB IN by BUNNER,CHEYENNE",,,"SUB IN by BUNNER,CHEYENNE",1,subbing in,,Centre,cheyenne bunner,,5
113,19,birmingham-southern,Birmingham-Southern,Centre,50-60,50,60,"13, 15, 7, 15, 50","12, 18, 8, 22, 60",13,15,7,15,50,12,18,8,22,60,"5-14, 3-5 SAA","13-6, 8-0 SAA",01/27/17,Lose,475,No Location Recorded,6:00 PM,H,113,00:05,,,,,"SUB OUT by STEWART,ABIGAIL",,,"SUB OUT by STEWART,ABIGAIL",1,subbing out,,Centre,abigail stewart,,5
114,19,birmingham-southern,Birmingham-Southern,Centre,50-60,50,60,"13, 15, 7, 15, 50","12, 18, 8, 22, 60",13,15,7,15,50,12,18,8,22,60,"5-14, 3-5 SAA","13-6, 8-0 SAA",01/27/17,Lose,475,No Location Recorded,6:00 PM,H,114,00:03,"TURNOVER  by OLSEN,EMILEE",,,,,,,"TURNOVER  by OLSEN,EMILEE",1,turnover,,birmingham-southern,emilee olsen,,3
115,19,birmingham-southern,Birmingham-Southern,Centre,50-60,50,60,"13, 15, 7, 15, 50","12, 18, 8, 22, 60",13,15,7,15,50,12,18,8,22,60,"5-14, 3-5 SAA","13-6, 8-0 SAA",01/27/17,Lose,475,No Location Recorded,6:00 PM,H,115,00:00,,,,,"MISS JUMPER by SCHAD,OLIVIA",,,"MISS JUMPER by SCHAD,OLIVIA",1,jumper,missed,Centre,olivia schad,,0
116,19,birmingham-southern,Birmingham-Southern,Centre,50-60,50,60,"13, 15, 7, 15, 50","12, 18, 8, 22, 60",13,15,7,15,50,12,18,8,22,60,"5-14, 3-5 SAA","13-6, 8-0 SAA",01/27/17,Lose,475,No Location Recorded,6:00 PM,H,116,--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,1,deadball rebound,,Centre,,,
117,19,birmingham-southern,Birmingham-Southern,Centre,50-60,50,60,"13, 15, 7, 15, 50","12, 18, 8, 22, 60",13,15,7,15,50,12,18,8,22,60,"5-14, 3-5 SAA","13-6, 8-0 SAA",01/27/17,Lose,475,No Location Recorded,6:00 PM,H,117,Start Period 2,,,,,,,,,2,,,,,,
118,19,birmingham-southern,Birmingham-Southern,Centre,50-60,50,60,"13, 15, 7, 15, 50","12, 18, 8, 22, 60",13,15,7,15,50,12,18,8,22,60,"5-14, 3-5 SAA","13-6, 8-0 SAA",01/27/17,Lose,475,No Location Recorded,6:00 PM,H,118,09:50,,,,,"MISS 3PTR by MILLER,LAKKEN",,,"MISS 3PTR by MILLER,LAKKEN",2,three pointer,missed,Centre,lakken miller,,590
119,19,birmingham-southern,Birmingham-Southern,Centre,50-60,50,60,"13, 15, 7, 15, 50","12, 18, 8, 22, 60",13,15,7,15,50,12,18,8,22,60,"5-14, 3-5 SAA","13-6, 8-0 SAA",01/27/17,Lose,475,No Location Recorded,6:00 PM,H,119,--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,2,defensive rebound,,Centre,,,
