,game,opponent name,boxscore_visitor_name,boxscore_home_name,final score,centreFinalScore,opponentFinalScore,centreScoreByPeriod,opponentScoreByPeriod,centreScorePeriod1,centreScorePeriod2,centreScorePeriod3,centreScorePeriod4,centreScorePeriod5,opponentScorePeriod1,opponentScorePeriod2,opponentScorePeriod3,opponentScorePeriod4,opponentScorePeriod5,centreRecord,opponentRecord,gameDate,outcome,attendance,gameLocation,gameTime,homeGame,,Time Remaining,HC,Away Team Score,Play Team Indicator,Home Team Score,CENTRE-W,Game Score,Team Indicator,Play,period number,Play Type,Shot Outcome,Team,Player,Points Earned,Time(seconds)
124,16,hendrix,Hendrix,Centre,43-41,43,41,"5, 15, 9, 14, 43","13, 3, 13, 12, 41",5,15,9,14,43,13,3,13,12,41,"5-11, 3-2 SAA","8-8, 2-3 SAA",01/15/17,Win,625,No Location Recorded,12:00 PM,H,124,--,,,,,"ASSIST  by KELLAM,PAIGE",,,"ASSIST  by KELLAM,PAIGE",2,assist,,Centre,paige kellam,,
125,16,hendrix,Hendrix,Centre,43-41,43,41,"5, 15, 9, 14, 43","13, 3, 13, 12, 41",5,15,9,14,43,13,3,13,12,41,"5-11, 3-2 SAA","8-8, 2-3 SAA",01/15/17,Win,625,No Location Recorded,12:00 PM,H,125,08:04,"MISS JUMPER by DYSLIN,SARA",,,,,,,"MISS JUMPER by DYSLIN,SARA",2,jumper,missed,hendrix,sara dyslin,,484
126,16,hendrix,Hendrix,Centre,43-41,43,41,"5, 15, 9, 14, 43","13, 3, 13, 12, 41",5,15,9,14,43,13,3,13,12,41,"5-11, 3-2 SAA","8-8, 2-3 SAA",01/15/17,Win,625,No Location Recorded,12:00 PM,H,126,--,,,,,"REBOUND DEF by VANCE,DAY",,,"REBOUND DEF by VANCE,DAY",2,defensive rebound,,Centre,day vance,,
127,16,hendrix,Hendrix,Centre,43-41,43,41,"5, 15, 9, 14, 43","13, 3, 13, 12, 41",5,15,9,14,43,13,3,13,12,41,"5-11, 3-2 SAA","8-8, 2-3 SAA",01/15/17,Win,625,No Location Recorded,12:00 PM,H,127,07:32,"FOUL  by DYSLIN,SARA",,,,,,,"FOUL  by DYSLIN,SARA",2,foul,,hendrix,sara dyslin,,452
128,16,hendrix,Hendrix,Centre,43-41,43,41,"5, 15, 9, 14, 43","13, 3, 13, 12, 41",5,15,9,14,43,13,3,13,12,41,"5-11, 3-2 SAA","8-8, 2-3 SAA",01/15/17,Win,625,No Location Recorded,12:00 PM,H,128,07:32,,13 (+3),,10,"GOOD FT by VANCE,DAY",CENTRE-W 13-10 (-3),,"GOOD FT by VANCE,DAY",2,free throw,good,Centre,day vance,1,452
129,16,hendrix,Hendrix,Centre,43-41,43,41,"5, 15, 9, 14, 43","13, 3, 13, 12, 41",5,15,9,14,43,13,3,13,12,41,"5-11, 3-2 SAA","8-8, 2-3 SAA",01/15/17,Win,625,No Location Recorded,12:00 PM,H,129,07:32,,,,,"MISS FT by VANCE,DAY",,,"MISS FT by VANCE,DAY",2,free throw,missed,Centre,day vance,,452
130,16,hendrix,Hendrix,Centre,43-41,43,41,"5, 15, 9, 14, 43","13, 3, 13, 12, 41",5,15,9,14,43,13,3,13,12,41,"5-11, 3-2 SAA","8-8, 2-3 SAA",01/15/17,Win,625,No Location Recorded,12:00 PM,H,130,--,,,,,"REBOUND OFF by VANCE,DAY",,,"REBOUND OFF by VANCE,DAY",2,offensive rebound,,Centre,day vance,,
131,16,hendrix,Hendrix,Centre,43-41,43,41,"5, 15, 9, 14, 43","13, 3, 13, 12, 41",5,15,9,14,43,13,3,13,12,41,"5-11, 3-2 SAA","8-8, 2-3 SAA",01/15/17,Win,625,No Location Recorded,12:00 PM,H,131,07:32,,,,,"MISS LAYUP by VANCE,DAY",,,"MISS LAYUP by VANCE,DAY",2,layup,missed,Centre,day vance,,452
132,16,hendrix,Hendrix,Centre,43-41,43,41,"5, 15, 9, 14, 43","13, 3, 13, 12, 41",5,15,9,14,43,13,3,13,12,41,"5-11, 3-2 SAA","8-8, 2-3 SAA",01/15/17,Win,625,No Location Recorded,12:00 PM,H,132,--,,,,,"REBOUND OFF by VANCE,DAY",,,"REBOUND OFF by VANCE,DAY",2,offensive rebound,,Centre,day vance,,
133,16,hendrix,Hendrix,Centre,43-41,43,41,"5, 15, 9, 14, 43","13, 3, 13, 12, 41",5,15,9,14,43,13,3,13,12,41,"5-11, 3-2 SAA","8-8, 2-3 SAA",01/15/17,Win,625,No Location Recorded,12:00 PM,H,133,07:32,,13 (+1),,12,"GOOD LAYUP by VANCE,DAY(in the paint)",CENTRE-W 13-12 (-1),,"GOOD LAYUP by VANCE,DAY(in the paint)",2,layup,good,Centre,day vance,2,452
134,16,hendrix,Hendrix,Centre,43-41,43,41,"5, 15, 9, 14, 43","13, 3, 13, 12, 41",5,15,9,14,43,13,3,13,12,41,"5-11, 3-2 SAA","8-8, 2-3 SAA",01/15/17,Win,625,No Location Recorded,12:00 PM,H,134,07:32,"SUB IN by PROWSE,HEATHER",,,,,,,"SUB IN by PROWSE,HEATHER",2,subbing in,,hendrix,heather prowse,,452
135,16,hendrix,Hendrix,Centre,43-41,43,41,"5, 15, 9, 14, 43","13, 3, 13, 12, 41",5,15,9,14,43,13,3,13,12,41,"5-11, 3-2 SAA","8-8, 2-3 SAA",01/15/17,Win,625,No Location Recorded,12:00 PM,H,135,07:32,"SUB OUT by DYSLIN,SARA",,,,,,,"SUB OUT by DYSLIN,SARA",2,subbing out,,hendrix,sara dyslin,,452
136,16,hendrix,Hendrix,Centre,43-41,43,41,"5, 15, 9, 14, 43","13, 3, 13, 12, 41",5,15,9,14,43,13,3,13,12,41,"5-11, 3-2 SAA","8-8, 2-3 SAA",01/15/17,Win,625,No Location Recorded,12:00 PM,H,136,07:32,,,,,"SUB IN by MILLER,LAKKEN",,,"SUB IN by MILLER,LAKKEN",2,subbing in,,Centre,lakken miller,,452
137,16,hendrix,Hendrix,Centre,43-41,43,41,"5, 15, 9, 14, 43","13, 3, 13, 12, 41",5,15,9,14,43,13,3,13,12,41,"5-11, 3-2 SAA","8-8, 2-3 SAA",01/15/17,Win,625,No Location Recorded,12:00 PM,H,137,07:32,,,,,"SUB IN by MOORE,LAUREN",,,"SUB IN by MOORE,LAUREN",2,subbing in,,Centre,lauren moore,,452
138,16,hendrix,Hendrix,Centre,43-41,43,41,"5, 15, 9, 14, 43","13, 3, 13, 12, 41",5,15,9,14,43,13,3,13,12,41,"5-11, 3-2 SAA","8-8, 2-3 SAA",01/15/17,Win,625,No Location Recorded,12:00 PM,H,138,07:32,,,,,"SUB OUT by STEWART,ABIGAIL",,,"SUB OUT by STEWART,ABIGAIL",2,subbing out,,Centre,abigail stewart,,452
139,16,hendrix,Hendrix,Centre,43-41,43,41,"5, 15, 9, 14, 43","13, 3, 13, 12, 41",5,15,9,14,43,13,3,13,12,41,"5-11, 3-2 SAA","8-8, 2-3 SAA",01/15/17,Win,625,No Location Recorded,12:00 PM,H,139,07:32,,,,,"SUB OUT by KELLAM,PAIGE",,,"SUB OUT by KELLAM,PAIGE",2,subbing out,,Centre,paige kellam,,452
140,16,hendrix,Hendrix,Centre,43-41,43,41,"5, 15, 9, 14, 43","13, 3, 13, 12, 41",5,15,9,14,43,13,3,13,12,41,"5-11, 3-2 SAA","8-8, 2-3 SAA",01/15/17,Win,625,No Location Recorded,12:00 PM,H,140,07:26,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2,timeout,,Centre,,,446
141,16,hendrix,Hendrix,Centre,43-41,43,41,"5, 15, 9, 14, 43","13, 3, 13, 12, 41",5,15,9,14,43,13,3,13,12,41,"5-11, 3-2 SAA","8-8, 2-3 SAA",01/15/17,Win,625,No Location Recorded,12:00 PM,H,141,07:26,,,,,"SUB IN by BUNNER,CHEYENNE",,,"SUB IN by BUNNER,CHEYENNE",2,subbing in,,Centre,cheyenne bunner,,446
142,16,hendrix,Hendrix,Centre,43-41,43,41,"5, 15, 9, 14, 43","13, 3, 13, 12, 41",5,15,9,14,43,13,3,13,12,41,"5-11, 3-2 SAA","8-8, 2-3 SAA",01/15/17,Win,625,No Location Recorded,12:00 PM,H,142,07:26,,,,,"SUB OUT by VANCE,DAY",,,"SUB OUT by VANCE,DAY",2,subbing out,,Centre,day vance,,446
143,16,hendrix,Hendrix,Centre,43-41,43,41,"5, 15, 9, 14, 43","13, 3, 13, 12, 41",5,15,9,14,43,13,3,13,12,41,"5-11, 3-2 SAA","8-8, 2-3 SAA",01/15/17,Win,625,No Location Recorded,12:00 PM,H,143,07:11,"TURNOVER  by TURNER,AMBER",,,,,,,"TURNOVER  by TURNER,AMBER",2,turnover,,hendrix,amber turner,,431
144,16,hendrix,Hendrix,Centre,43-41,43,41,"5, 15, 9, 14, 43","13, 3, 13, 12, 41",5,15,9,14,43,13,3,13,12,41,"5-11, 3-2 SAA","8-8, 2-3 SAA",01/15/17,Win,625,No Location Recorded,12:00 PM,H,144,07:11,"FOUL  by TURNER,AMBER",,,,,,,"FOUL  by TURNER,AMBER",2,foul,,hendrix,amber turner,,431
145,16,hendrix,Hendrix,Centre,43-41,43,41,"5, 15, 9, 14, 43","13, 3, 13, 12, 41",5,15,9,14,43,13,3,13,12,41,"5-11, 3-2 SAA","8-8, 2-3 SAA",01/15/17,Win,625,No Location Recorded,12:00 PM,H,145,06:54,,,,,"TURNOVER  by MOORE,LAUREN",,,"TURNOVER  by MOORE,LAUREN",2,turnover,,Centre,lauren moore,,414
146,16,hendrix,Hendrix,Centre,43-41,43,41,"5, 15, 9, 14, 43","13, 3, 13, 12, 41",5,15,9,14,43,13,3,13,12,41,"5-11, 3-2 SAA","8-8, 2-3 SAA",01/15/17,Win,625,No Location Recorded,12:00 PM,H,146,06:44,"TURNOVER  by SMITH,LEAH",,,,,,,"TURNOVER  by SMITH,LEAH",2,turnover,,hendrix,leah smith,,404
147,16,hendrix,Hendrix,Centre,43-41,43,41,"5, 15, 9, 14, 43","13, 3, 13, 12, 41",5,15,9,14,43,13,3,13,12,41,"5-11, 3-2 SAA","8-8, 2-3 SAA",01/15/17,Win,625,No Location Recorded,12:00 PM,H,147,06:44,"FOUL  by SMITH,LEAH",,,,,,,"FOUL  by SMITH,LEAH",2,foul,,hendrix,leah smith,,404
148,16,hendrix,Hendrix,Centre,43-41,43,41,"5, 15, 9, 14, 43","13, 3, 13, 12, 41",5,15,9,14,43,13,3,13,12,41,"5-11, 3-2 SAA","8-8, 2-3 SAA",01/15/17,Win,625,No Location Recorded,12:00 PM,H,148,06:17,"FOUL  by ANDERSON,MADDIE",,,,,,,"FOUL  by ANDERSON,MADDIE",2,foul,,hendrix,maddie anderson,,377
149,16,hendrix,Hendrix,Centre,43-41,43,41,"5, 15, 9, 14, 43","13, 3, 13, 12, 41",5,15,9,14,43,13,3,13,12,41,"5-11, 3-2 SAA","8-8, 2-3 SAA",01/15/17,Win,625,No Location Recorded,12:00 PM,H,149,06:17,,,,,"MISS JUMPER by FEE,MIKAYLA",,,"MISS JUMPER by FEE,MIKAYLA",2,jumper,missed,Centre,mikayla fee,,377
150,16,hendrix,Hendrix,Centre,43-41,43,41,"5, 15, 9, 14, 43","13, 3, 13, 12, 41",5,15,9,14,43,13,3,13,12,41,"5-11, 3-2 SAA","8-8, 2-3 SAA",01/15/17,Win,625,No Location Recorded,12:00 PM,H,150,--,"REBOUND DEF by PROWSE,HEATHER",,,,,,,"REBOUND DEF by PROWSE,HEATHER",2,defensive rebound,,hendrix,heather prowse,,
151,16,hendrix,Hendrix,Centre,43-41,43,41,"5, 15, 9, 14, 43","13, 3, 13, 12, 41",5,15,9,14,43,13,3,13,12,41,"5-11, 3-2 SAA","8-8, 2-3 SAA",01/15/17,Win,625,No Location Recorded,12:00 PM,H,151,06:17,,,,,"SUB IN by BALLARD,AMI",,,"SUB IN by BALLARD,AMI",2,subbing in,,Centre,ami ballard,,377
152,16,hendrix,Hendrix,Centre,43-41,43,41,"5, 15, 9, 14, 43","13, 3, 13, 12, 41",5,15,9,14,43,13,3,13,12,41,"5-11, 3-2 SAA","8-8, 2-3 SAA",01/15/17,Win,625,No Location Recorded,12:00 PM,H,152,06:17,,,,,"SUB IN by FEE,MIKAYLA",,,"SUB IN by FEE,MIKAYLA",2,subbing in,,Centre,mikayla fee,,377
153,16,hendrix,Hendrix,Centre,43-41,43,41,"5, 15, 9, 14, 43","13, 3, 13, 12, 41",5,15,9,14,43,13,3,13,12,41,"5-11, 3-2 SAA","8-8, 2-3 SAA",01/15/17,Win,625,No Location Recorded,12:00 PM,H,153,06:17,,,,,"SUB OUT by MILLER,LAKKEN",,,"SUB OUT by MILLER,LAKKEN",2,subbing out,,Centre,lakken miller,,377
154,16,hendrix,Hendrix,Centre,43-41,43,41,"5, 15, 9, 14, 43","13, 3, 13, 12, 41",5,15,9,14,43,13,3,13,12,41,"5-11, 3-2 SAA","8-8, 2-3 SAA",01/15/17,Win,625,No Location Recorded,12:00 PM,H,154,06:17,,,,,"SUB OUT by MOORE,LAUREN",,,"SUB OUT by MOORE,LAUREN",2,subbing out,,Centre,lauren moore,,377
155,16,hendrix,Hendrix,Centre,43-41,43,41,"5, 15, 9, 14, 43","13, 3, 13, 12, 41",5,15,9,14,43,13,3,13,12,41,"5-11, 3-2 SAA","8-8, 2-3 SAA",01/15/17,Win,625,No Location Recorded,12:00 PM,H,155,06:08,,,,,"FOUL  by BUNNER,CHEYENNE",,,"FOUL  by BUNNER,CHEYENNE",2,foul,,Centre,cheyenne bunner,,368
156,16,hendrix,Hendrix,Centre,43-41,43,41,"5, 15, 9, 14, 43","13, 3, 13, 12, 41",5,15,9,14,43,13,3,13,12,41,"5-11, 3-2 SAA","8-8, 2-3 SAA",01/15/17,Win,625,No Location Recorded,12:00 PM,H,156,06:01,"MISS JUMPER by ANDERSON,MADDIE",,,,,,,"MISS JUMPER by ANDERSON,MADDIE",2,jumper,missed,hendrix,maddie anderson,,361
157,16,hendrix,Hendrix,Centre,43-41,43,41,"5, 15, 9, 14, 43","13, 3, 13, 12, 41",5,15,9,14,43,13,3,13,12,41,"5-11, 3-2 SAA","8-8, 2-3 SAA",01/15/17,Win,625,No Location Recorded,12:00 PM,H,157,--,,,,,"REBOUND DEF by FEE,MIKAYLA",,,"REBOUND DEF by FEE,MIKAYLA",2,defensive rebound,,Centre,mikayla fee,,
158,16,hendrix,Hendrix,Centre,43-41,43,41,"5, 15, 9, 14, 43","13, 3, 13, 12, 41",5,15,9,14,43,13,3,13,12,41,"5-11, 3-2 SAA","8-8, 2-3 SAA",01/15/17,Win,625,No Location Recorded,12:00 PM,H,158,05:45,,13,,15 (+2),"GOOD 3PTR by FEE,MIKAYLA",CENTRE-W 13-15 (+2),,"GOOD 3PTR by FEE,MIKAYLA",2,three pointer,good,Centre,mikayla fee,3,345
159,16,hendrix,Hendrix,Centre,43-41,43,41,"5, 15, 9, 14, 43","13, 3, 13, 12, 41",5,15,9,14,43,13,3,13,12,41,"5-11, 3-2 SAA","8-8, 2-3 SAA",01/15/17,Win,625,No Location Recorded,12:00 PM,H,159,--,,,,,"ASSIST  by BALLARD,AMI",,,"ASSIST  by BALLARD,AMI",2,assist,,Centre,ami ballard,,
160,16,hendrix,Hendrix,Centre,43-41,43,41,"5, 15, 9, 14, 43","13, 3, 13, 12, 41",5,15,9,14,43,13,3,13,12,41,"5-11, 3-2 SAA","8-8, 2-3 SAA",01/15/17,Win,625,No Location Recorded,12:00 PM,H,160,05:30,"MISS JUMPER by SMITH,LEAH",,,,,,,"MISS JUMPER by SMITH,LEAH",2,jumper,missed,hendrix,leah smith,,330
161,16,hendrix,Hendrix,Centre,43-41,43,41,"5, 15, 9, 14, 43","13, 3, 13, 12, 41",5,15,9,14,43,13,3,13,12,41,"5-11, 3-2 SAA","8-8, 2-3 SAA",01/15/17,Win,625,No Location Recorded,12:00 PM,H,161,--,,,,,"REBOUND DEF by FEE,MIKAYLA",,,"REBOUND DEF by FEE,MIKAYLA",2,defensive rebound,,Centre,mikayla fee,,
162,16,hendrix,Hendrix,Centre,43-41,43,41,"5, 15, 9, 14, 43","13, 3, 13, 12, 41",5,15,9,14,43,13,3,13,12,41,"5-11, 3-2 SAA","8-8, 2-3 SAA",01/15/17,Win,625,No Location Recorded,12:00 PM,H,162,04:47,,,,,"TURNOVER  by FEE,MIKAYLA",,,"TURNOVER  by FEE,MIKAYLA",2,turnover,,Centre,mikayla fee,,287
163,16,hendrix,Hendrix,Centre,43-41,43,41,"5, 15, 9, 14, 43","13, 3, 13, 12, 41",5,15,9,14,43,13,3,13,12,41,"5-11, 3-2 SAA","8-8, 2-3 SAA",01/15/17,Win,625,No Location Recorded,12:00 PM,H,163,04:47,TIMEOUT media by TEAM,,,,,,,TIMEOUT media by TEAM,2,timeout,,Centre,,,287
164,16,hendrix,Hendrix,Centre,43-41,43,41,"5, 15, 9, 14, 43","13, 3, 13, 12, 41",5,15,9,14,43,13,3,13,12,41,"5-11, 3-2 SAA","8-8, 2-3 SAA",01/15/17,Win,625,No Location Recorded,12:00 PM,H,164,04:47,"SUB IN by MARTIN,MADISON",,,,,,,"SUB IN by MARTIN,MADISON",2,subbing in,,hendrix,madison martin,,287
165,16,hendrix,Hendrix,Centre,43-41,43,41,"5, 15, 9, 14, 43","13, 3, 13, 12, 41",5,15,9,14,43,13,3,13,12,41,"5-11, 3-2 SAA","8-8, 2-3 SAA",01/15/17,Win,625,No Location Recorded,12:00 PM,H,165,04:47,"SUB IN by TIBBITS,JORDAN",,,,,,,"SUB IN by TIBBITS,JORDAN",2,subbing in,,hendrix,jordan tibbits,,287
166,16,hendrix,Hendrix,Centre,43-41,43,41,"5, 15, 9, 14, 43","13, 3, 13, 12, 41",5,15,9,14,43,13,3,13,12,41,"5-11, 3-2 SAA","8-8, 2-3 SAA",01/15/17,Win,625,No Location Recorded,12:00 PM,H,166,04:47,"SUB OUT by ANDERSON,MADDIE",,,,,,,"SUB OUT by ANDERSON,MADDIE",2,subbing out,,hendrix,maddie anderson,,287
167,16,hendrix,Hendrix,Centre,43-41,43,41,"5, 15, 9, 14, 43","13, 3, 13, 12, 41",5,15,9,14,43,13,3,13,12,41,"5-11, 3-2 SAA","8-8, 2-3 SAA",01/15/17,Win,625,No Location Recorded,12:00 PM,H,167,04:47,"SUB OUT by TURNER,AMBER",,,,,,,"SUB OUT by TURNER,AMBER",2,subbing out,,hendrix,amber turner,,287
168,16,hendrix,Hendrix,Centre,43-41,43,41,"5, 15, 9, 14, 43","13, 3, 13, 12, 41",5,15,9,14,43,13,3,13,12,41,"5-11, 3-2 SAA","8-8, 2-3 SAA",01/15/17,Win,625,No Location Recorded,12:00 PM,H,168,04:25,"TURNOVER  by MARTIN,MADISON",,,,,,,"TURNOVER  by MARTIN,MADISON",2,turnover,,hendrix,madison martin,,265
169,16,hendrix,Hendrix,Centre,43-41,43,41,"5, 15, 9, 14, 43","13, 3, 13, 12, 41",5,15,9,14,43,13,3,13,12,41,"5-11, 3-2 SAA","8-8, 2-3 SAA",01/15/17,Win,625,No Location Recorded,12:00 PM,H,169,04:00,,,,,"MISS LAYUP by ANDREASSEN,CAROLINE",,,"MISS LAYUP by ANDREASSEN,CAROLINE",2,layup,missed,Centre,caroline andreassen,,240
170,16,hendrix,Hendrix,Centre,43-41,43,41,"5, 15, 9, 14, 43","13, 3, 13, 12, 41",5,15,9,14,43,13,3,13,12,41,"5-11, 3-2 SAA","8-8, 2-3 SAA",01/15/17,Win,625,No Location Recorded,12:00 PM,H,170,--,"REBOUND DEF by PROWSE,HEATHER",,,,,,,"REBOUND DEF by PROWSE,HEATHER",2,defensive rebound,,hendrix,heather prowse,,
171,16,hendrix,Hendrix,Centre,43-41,43,41,"5, 15, 9, 14, 43","13, 3, 13, 12, 41",5,15,9,14,43,13,3,13,12,41,"5-11, 3-2 SAA","8-8, 2-3 SAA",01/15/17,Win,625,No Location Recorded,12:00 PM,H,171,03:53,,,,,"FOUL  by FEE,MIKAYLA",,,"FOUL  by FEE,MIKAYLA",2,foul,,Centre,mikayla fee,,233
172,16,hendrix,Hendrix,Centre,43-41,43,41,"5, 15, 9, 14, 43","13, 3, 13, 12, 41",5,15,9,14,43,13,3,13,12,41,"5-11, 3-2 SAA","8-8, 2-3 SAA",01/15/17,Win,625,No Location Recorded,12:00 PM,H,172,03:53,"GOOD FT by PROWSE,HEATHER",14,,15 (+1),,HC 14-15 (+1),,"GOOD FT by PROWSE,HEATHER",2,free throw,good,hendrix,heather prowse,1,233
173,16,hendrix,Hendrix,Centre,43-41,43,41,"5, 15, 9, 14, 43","13, 3, 13, 12, 41",5,15,9,14,43,13,3,13,12,41,"5-11, 3-2 SAA","8-8, 2-3 SAA",01/15/17,Win,625,No Location Recorded,12:00 PM,H,173,03:53,"MISS FT by PROWSE,HEATHER",,,,,,,"MISS FT by PROWSE,HEATHER",2,free throw,missed,hendrix,heather prowse,,233
174,16,hendrix,Hendrix,Centre,43-41,43,41,"5, 15, 9, 14, 43","13, 3, 13, 12, 41",5,15,9,14,43,13,3,13,12,41,"5-11, 3-2 SAA","8-8, 2-3 SAA",01/15/17,Win,625,No Location Recorded,12:00 PM,H,174,--,,,,,"REBOUND DEF by BALLARD,AMI",,,"REBOUND DEF by BALLARD,AMI",2,defensive rebound,,Centre,ami ballard,,
175,16,hendrix,Hendrix,Centre,43-41,43,41,"5, 15, 9, 14, 43","13, 3, 13, 12, 41",5,15,9,14,43,13,3,13,12,41,"5-11, 3-2 SAA","8-8, 2-3 SAA",01/15/17,Win,625,No Location Recorded,12:00 PM,H,175,03:53,"SUB IN by TURNER,AMBER",,,,,,,"SUB IN by TURNER,AMBER",2,subbing in,,hendrix,amber turner,,233
176,16,hendrix,Hendrix,Centre,43-41,43,41,"5, 15, 9, 14, 43","13, 3, 13, 12, 41",5,15,9,14,43,13,3,13,12,41,"5-11, 3-2 SAA","8-8, 2-3 SAA",01/15/17,Win,625,No Location Recorded,12:00 PM,H,176,03:53,"SUB OUT by BODE,HAILEY",,,,,,,"SUB OUT by BODE,HAILEY",2,subbing out,,hendrix,hailey bode,,233
177,16,hendrix,Hendrix,Centre,43-41,43,41,"5, 15, 9, 14, 43","13, 3, 13, 12, 41",5,15,9,14,43,13,3,13,12,41,"5-11, 3-2 SAA","8-8, 2-3 SAA",01/15/17,Win,625,No Location Recorded,12:00 PM,H,177,03:53,,,,,"SUB IN by STEWART,ABIGAIL",,,"SUB IN by STEWART,ABIGAIL",2,subbing in,,Centre,abigail stewart,,233
178,16,hendrix,Hendrix,Centre,43-41,43,41,"5, 15, 9, 14, 43","13, 3, 13, 12, 41",5,15,9,14,43,13,3,13,12,41,"5-11, 3-2 SAA","8-8, 2-3 SAA",01/15/17,Win,625,No Location Recorded,12:00 PM,H,178,03:53,,,,,"SUB IN by VANCE,DAY",,,"SUB IN by VANCE,DAY",2,subbing in,,Centre,day vance,,233
179,16,hendrix,Hendrix,Centre,43-41,43,41,"5, 15, 9, 14, 43","13, 3, 13, 12, 41",5,15,9,14,43,13,3,13,12,41,"5-11, 3-2 SAA","8-8, 2-3 SAA",01/15/17,Win,625,No Location Recorded,12:00 PM,H,179,03:53,,,,,"SUB OUT by BUNNER,CHEYENNE",,,"SUB OUT by BUNNER,CHEYENNE",2,subbing out,,Centre,cheyenne bunner,,233
180,16,hendrix,Hendrix,Centre,43-41,43,41,"5, 15, 9, 14, 43","13, 3, 13, 12, 41",5,15,9,14,43,13,3,13,12,41,"5-11, 3-2 SAA","8-8, 2-3 SAA",01/15/17,Win,625,No Location Recorded,12:00 PM,H,180,03:53,,,,,"SUB OUT by FEE,MIKAYLA",,,"SUB OUT by FEE,MIKAYLA",2,subbing out,,Centre,mikayla fee,,233
181,16,hendrix,Hendrix,Centre,43-41,43,41,"5, 15, 9, 14, 43","13, 3, 13, 12, 41",5,15,9,14,43,13,3,13,12,41,"5-11, 3-2 SAA","8-8, 2-3 SAA",01/15/17,Win,625,No Location Recorded,12:00 PM,H,181,03:29,,,,,"MISS 3PTR by BALLARD,AMI",,,"MISS 3PTR by BALLARD,AMI",2,three pointer,missed,Centre,ami ballard,,209
182,16,hendrix,Hendrix,Centre,43-41,43,41,"5, 15, 9, 14, 43","13, 3, 13, 12, 41",5,15,9,14,43,13,3,13,12,41,"5-11, 3-2 SAA","8-8, 2-3 SAA",01/15/17,Win,625,No Location Recorded,12:00 PM,H,182,--,,,,,"REBOUND OFF by STEWART,ABIGAIL",,,"REBOUND OFF by STEWART,ABIGAIL",2,offensive rebound,,Centre,abigail stewart,,
183,16,hendrix,Hendrix,Centre,43-41,43,41,"5, 15, 9, 14, 43","13, 3, 13, 12, 41",5,15,9,14,43,13,3,13,12,41,"5-11, 3-2 SAA","8-8, 2-3 SAA",01/15/17,Win,625,No Location Recorded,12:00 PM,H,183,03:13,,,,,"MISS JUMPER by VANCE,DAY",,,"MISS JUMPER by VANCE,DAY",2,jumper,missed,Centre,day vance,,193
184,16,hendrix,Hendrix,Centre,43-41,43,41,"5, 15, 9, 14, 43","13, 3, 13, 12, 41",5,15,9,14,43,13,3,13,12,41,"5-11, 3-2 SAA","8-8, 2-3 SAA",01/15/17,Win,625,No Location Recorded,12:00 PM,H,184,--,,,,,"REBOUND OFF by STEWART,ABIGAIL",,,"REBOUND OFF by STEWART,ABIGAIL",2,offensive rebound,,Centre,abigail stewart,,
185,16,hendrix,Hendrix,Centre,43-41,43,41,"5, 15, 9, 14, 43","13, 3, 13, 12, 41",5,15,9,14,43,13,3,13,12,41,"5-11, 3-2 SAA","8-8, 2-3 SAA",01/15/17,Win,625,No Location Recorded,12:00 PM,H,185,03:10,,14,,17 (+3),"GOOD JUMPER by BALLARD,AMI",CENTRE-W 14-17 (+3),,"GOOD JUMPER by BALLARD,AMI",2,jumper,good,Centre,ami ballard,2,190
186,16,hendrix,Hendrix,Centre,43-41,43,41,"5, 15, 9, 14, 43","13, 3, 13, 12, 41",5,15,9,14,43,13,3,13,12,41,"5-11, 3-2 SAA","8-8, 2-3 SAA",01/15/17,Win,625,No Location Recorded,12:00 PM,H,186,--,,,,,"ASSIST  by STEWART,ABIGAIL",,,"ASSIST  by STEWART,ABIGAIL",2,assist,,Centre,abigail stewart,,
187,16,hendrix,Hendrix,Centre,43-41,43,41,"5, 15, 9, 14, 43","13, 3, 13, 12, 41",5,15,9,14,43,13,3,13,12,41,"5-11, 3-2 SAA","8-8, 2-3 SAA",01/15/17,Win,625,No Location Recorded,12:00 PM,H,187,02:37,"GOOD JUMPER by MARTIN,MADISON(in the paint)",16,,17 (+1),,HC 16-17 (+1),,"GOOD JUMPER by MARTIN,MADISON(in the paint)",2,jumper,good,hendrix,madison martin,2,157
188,16,hendrix,Hendrix,Centre,43-41,43,41,"5, 15, 9, 14, 43","13, 3, 13, 12, 41",5,15,9,14,43,13,3,13,12,41,"5-11, 3-2 SAA","8-8, 2-3 SAA",01/15/17,Win,625,No Location Recorded,12:00 PM,H,188,--,"ASSIST  by TIBBITS,JORDAN",,,,,,,"ASSIST  by TIBBITS,JORDAN",2,assist,,hendrix,jordan tibbits,,
189,16,hendrix,Hendrix,Centre,43-41,43,41,"5, 15, 9, 14, 43","13, 3, 13, 12, 41",5,15,9,14,43,13,3,13,12,41,"5-11, 3-2 SAA","8-8, 2-3 SAA",01/15/17,Win,625,No Location Recorded,12:00 PM,H,189,02:05,,16,,19 (+3),"GOOD JUMPER by ANDREASSEN,CAROLINE",CENTRE-W 16-19 (+3),,"GOOD JUMPER by ANDREASSEN,CAROLINE",2,jumper,good,Centre,caroline andreassen,2,125
