,game,opponent name,boxscore_visitor_name,boxscore_home_name,final score,centreFinalScore,opponentFinalScore,centreScoreByPeriod,opponentScoreByPeriod,centreScorePeriod1,centreScorePeriod2,centreScorePeriod3,centreScorePeriod4,centreScorePeriod5,opponentScorePeriod1,opponentScorePeriod2,opponentScorePeriod3,opponentScorePeriod4,opponentScorePeriod5,centreRecord,opponentRecord,gameDate,outcome,attendance,gameLocation,gameTime,homeGame,,Time Remaining,TMC,Away Team Score,Play Team Indicator,Home Team Score,CENTRE-W,Game Score,Team Indicator,Play,period number,Play Type,Shot Outcome,Team,Player,Points Earned,Time(seconds)
130,1,thomas-more,Thomas More,Centre,36-69,36,69,"9, 15, 4, 8, 36","13, 19, 23, 14, 69",9,15,4,8,36,13,19,23,14,69,0-1,1-0,11/15/16,Lose,251,No Location Recorded,7:00 p.m.,H,130,08:26,"FOUL  by CLAPPER,KELLY",,,,,,,"FOUL  by CLAPPER,KELLY",2,foul,,thomas more,kelly clapper,,506
131,1,thomas-more,Thomas More,Centre,36-69,36,69,"9, 15, 4, 8, 36","13, 19, 23, 14, 69",9,15,4,8,36,13,19,23,14,69,0-1,1-0,11/15/16,Lose,251,No Location Recorded,7:00 p.m.,H,131,08:26,"SUB IN by TEMPLE,MADISON",,,,,,,"SUB IN by TEMPLE,MADISON",2,subbing in,,thomas more,madison temple,,506
132,1,thomas-more,Thomas More,Centre,36-69,36,69,"9, 15, 4, 8, 36","13, 19, 23, 14, 69",9,15,4,8,36,13,19,23,14,69,0-1,1-0,11/15/16,Lose,251,No Location Recorded,7:00 p.m.,H,132,08:26,"SUB IN by BUSH,KAYLEE",,,,,,,"SUB IN by BUSH,KAYLEE",2,subbing in,,thomas more,kaylee bush,,506
133,1,thomas-more,Thomas More,Centre,36-69,36,69,"9, 15, 4, 8, 36","13, 19, 23, 14, 69",9,15,4,8,36,13,19,23,14,69,0-1,1-0,11/15/16,Lose,251,No Location Recorded,7:00 p.m.,H,133,08:26,"SUB IN by OWINGS,ABBY",,,,,,,"SUB IN by OWINGS,ABBY",2,subbing in,,thomas more,abby owings,,506
134,1,thomas-more,Thomas More,Centre,36-69,36,69,"9, 15, 4, 8, 36","13, 19, 23, 14, 69",9,15,4,8,36,13,19,23,14,69,0-1,1-0,11/15/16,Lose,251,No Location Recorded,7:00 p.m.,H,134,08:26,"SUB OUT by WARE,MICHAELA",,,,,,,"SUB OUT by WARE,MICHAELA",2,subbing out,,thomas more,michaela ware,,506
135,1,thomas-more,Thomas More,Centre,36-69,36,69,"9, 15, 4, 8, 36","13, 19, 23, 14, 69",9,15,4,8,36,13,19,23,14,69,0-1,1-0,11/15/16,Lose,251,No Location Recorded,7:00 p.m.,H,135,08:26,"SUB OUT by PAUL,KIRSTEN",,,,,,,"SUB OUT by PAUL,KIRSTEN",2,subbing out,,thomas more,kirsten paul,,506
136,1,thomas-more,Thomas More,Centre,36-69,36,69,"9, 15, 4, 8, 36","13, 19, 23, 14, 69",9,15,4,8,36,13,19,23,14,69,0-1,1-0,11/15/16,Lose,251,No Location Recorded,7:00 p.m.,H,136,08:26,"SUB OUT by KRAMER,KYLIE",,,,,,,"SUB OUT by KRAMER,KYLIE",2,subbing out,,thomas more,kylie kramer,,506
137,1,thomas-more,Thomas More,Centre,36-69,36,69,"9, 15, 4, 8, 36","13, 19, 23, 14, 69",9,15,4,8,36,13,19,23,14,69,0-1,1-0,11/15/16,Lose,251,No Location Recorded,7:00 p.m.,H,137,08:26,,,,,"SUB IN by ANDREASSEN,CAROLINE",,,"SUB IN by ANDREASSEN,CAROLINE",2,subbing in,,Centre,caroline andreassen,,506
138,1,thomas-more,Thomas More,Centre,36-69,36,69,"9, 15, 4, 8, 36","13, 19, 23, 14, 69",9,15,4,8,36,13,19,23,14,69,0-1,1-0,11/15/16,Lose,251,No Location Recorded,7:00 p.m.,H,138,08:26,,,,,"SUB IN by VANCE,DAY",,,"SUB IN by VANCE,DAY",2,subbing in,,Centre,day vance,,506
139,1,thomas-more,Thomas More,Centre,36-69,36,69,"9, 15, 4, 8, 36","13, 19, 23, 14, 69",9,15,4,8,36,13,19,23,14,69,0-1,1-0,11/15/16,Lose,251,No Location Recorded,7:00 p.m.,H,139,08:26,,,,,"SUB OUT by MILLER,LAKKEN",,,"SUB OUT by MILLER,LAKKEN",2,subbing out,,Centre,lakken miller,,506
140,1,thomas-more,Thomas More,Centre,36-69,36,69,"9, 15, 4, 8, 36","13, 19, 23, 14, 69",9,15,4,8,36,13,19,23,14,69,0-1,1-0,11/15/16,Lose,251,No Location Recorded,7:00 p.m.,H,140,08:26,,,,,"SUB OUT by FEE,MIKAYLA",,,"SUB OUT by FEE,MIKAYLA",2,subbing out,,Centre,mikayla fee,,506
141,1,thomas-more,Thomas More,Centre,36-69,36,69,"9, 15, 4, 8, 36","13, 19, 23, 14, 69",9,15,4,8,36,13,19,23,14,69,0-1,1-0,11/15/16,Lose,251,No Location Recorded,7:00 p.m.,H,141,08:21,,,,,"TURNOVER  by BALLARD,AMI",,,"TURNOVER  by BALLARD,AMI",2,turnover,,Centre,ami ballard,,501
142,1,thomas-more,Thomas More,Centre,36-69,36,69,"9, 15, 4, 8, 36","13, 19, 23, 14, 69",9,15,4,8,36,13,19,23,14,69,0-1,1-0,11/15/16,Lose,251,No Location Recorded,7:00 p.m.,H,142,07:56,,,,,"FOUL  by STEWART,ABIGAIL",,,"FOUL  by STEWART,ABIGAIL",2,foul,,Centre,abigail stewart,,476
143,1,thomas-more,Thomas More,Centre,36-69,36,69,"9, 15, 4, 8, 36","13, 19, 23, 14, 69",9,15,4,8,36,13,19,23,14,69,0-1,1-0,11/15/16,Lose,251,No Location Recorded,7:00 p.m.,H,143,07:56,"MISS FT by TEMPLE,MADISON",,,,,,,"MISS FT by TEMPLE,MADISON",2,free throw,missed,thomas more,madison temple,,476
144,1,thomas-more,Thomas More,Centre,36-69,36,69,"9, 15, 4, 8, 36","13, 19, 23, 14, 69",9,15,4,8,36,13,19,23,14,69,0-1,1-0,11/15/16,Lose,251,No Location Recorded,7:00 p.m.,H,144,--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2,deadball rebound,,Centre,,,
145,1,thomas-more,Thomas More,Centre,36-69,36,69,"9, 15, 4, 8, 36","13, 19, 23, 14, 69",9,15,4,8,36,13,19,23,14,69,0-1,1-0,11/15/16,Lose,251,No Location Recorded,7:00 p.m.,H,145,07:56,"GOOD FT by TEMPLE,MADISON",14 (+3),,11,,TMC 14-11 (-3),,"GOOD FT by TEMPLE,MADISON",2,free throw,good,thomas more,madison temple,1,476
146,1,thomas-more,Thomas More,Centre,36-69,36,69,"9, 15, 4, 8, 36","13, 19, 23, 14, 69",9,15,4,8,36,13,19,23,14,69,0-1,1-0,11/15/16,Lose,251,No Location Recorded,7:00 p.m.,H,146,07:56,,,,,"SUB IN by MOORE,LAUREN",,,"SUB IN by MOORE,LAUREN",2,subbing in,,Centre,lauren moore,,476
147,1,thomas-more,Thomas More,Centre,36-69,36,69,"9, 15, 4, 8, 36","13, 19, 23, 14, 69",9,15,4,8,36,13,19,23,14,69,0-1,1-0,11/15/16,Lose,251,No Location Recorded,7:00 p.m.,H,147,07:56,,,,,"SUB OUT by STEWART,ABIGAIL",,,"SUB OUT by STEWART,ABIGAIL",2,subbing out,,Centre,abigail stewart,,476
148,1,thomas-more,Thomas More,Centre,36-69,36,69,"9, 15, 4, 8, 36","13, 19, 23, 14, 69",9,15,4,8,36,13,19,23,14,69,0-1,1-0,11/15/16,Lose,251,No Location Recorded,7:00 p.m.,H,148,07:32,,14 (+1),,13,"GOOD LAYUP by VANCE,DAY(in the paint)",CENTRE-W 14-13 (-1),,"GOOD LAYUP by VANCE,DAY(in the paint)",2,layup,good,Centre,day vance,2,452
149,1,thomas-more,Thomas More,Centre,36-69,36,69,"9, 15, 4, 8, 36","13, 19, 23, 14, 69",9,15,4,8,36,13,19,23,14,69,0-1,1-0,11/15/16,Lose,251,No Location Recorded,7:00 p.m.,H,149,--,,,,,"ASSIST  by BALLARD,AMI",,,"ASSIST  by BALLARD,AMI",2,assist,,Centre,ami ballard,,
150,1,thomas-more,Thomas More,Centre,36-69,36,69,"9, 15, 4, 8, 36","13, 19, 23, 14, 69",9,15,4,8,36,13,19,23,14,69,0-1,1-0,11/15/16,Lose,251,No Location Recorded,7:00 p.m.,H,150,07:17,"GOOD JUMPER by KIERNAN,NIKKI(in the paint)",16 (+3),,13,,TMC 16-13 (-3),,"GOOD JUMPER by KIERNAN,NIKKI(in the paint)",2,jumper,good,thomas more,nikki kiernan,2,437
151,1,thomas-more,Thomas More,Centre,36-69,36,69,"9, 15, 4, 8, 36","13, 19, 23, 14, 69",9,15,4,8,36,13,19,23,14,69,0-1,1-0,11/15/16,Lose,251,No Location Recorded,7:00 p.m.,H,151,07:08,,,,,"MISS 3PTR by SCHAD,OLIVIA",,,"MISS 3PTR by SCHAD,OLIVIA",2,three pointer,missed,Centre,olivia schad,,428
152,1,thomas-more,Thomas More,Centre,36-69,36,69,"9, 15, 4, 8, 36","13, 19, 23, 14, 69",9,15,4,8,36,13,19,23,14,69,0-1,1-0,11/15/16,Lose,251,No Location Recorded,7:00 p.m.,H,152,--,,,,,"REBOUND OFF by SCHAD,OLIVIA",,,"REBOUND OFF by SCHAD,OLIVIA",2,offensive rebound,,Centre,olivia schad,,
153,1,thomas-more,Thomas More,Centre,36-69,36,69,"9, 15, 4, 8, 36","13, 19, 23, 14, 69",9,15,4,8,36,13,19,23,14,69,0-1,1-0,11/15/16,Lose,251,No Location Recorded,7:00 p.m.,H,153,06:45,,16 (+1),,15,"GOOD JUMPER by MOORE,LAUREN(in the paint)",CENTRE-W 16-15 (-1),,"GOOD JUMPER by MOORE,LAUREN(in the paint)",2,jumper,good,Centre,lauren moore,2,405
154,1,thomas-more,Thomas More,Centre,36-69,36,69,"9, 15, 4, 8, 36","13, 19, 23, 14, 69",9,15,4,8,36,13,19,23,14,69,0-1,1-0,11/15/16,Lose,251,No Location Recorded,7:00 p.m.,H,154,--,,,,,"ASSIST  by VANCE,DAY",,,"ASSIST  by VANCE,DAY",2,assist,,Centre,day vance,,
155,1,thomas-more,Thomas More,Centre,36-69,36,69,"9, 15, 4, 8, 36","13, 19, 23, 14, 69",9,15,4,8,36,13,19,23,14,69,0-1,1-0,11/15/16,Lose,251,No Location Recorded,7:00 p.m.,H,155,06:20,"GOOD JUMPER by KIERNAN,NIKKI(in the paint)",18 (+3),,15,,TMC 18-15 (-3),,"GOOD JUMPER by KIERNAN,NIKKI(in the paint)",2,jumper,good,thomas more,nikki kiernan,2,380
156,1,thomas-more,Thomas More,Centre,36-69,36,69,"9, 15, 4, 8, 36","13, 19, 23, 14, 69",9,15,4,8,36,13,19,23,14,69,0-1,1-0,11/15/16,Lose,251,No Location Recorded,7:00 p.m.,H,156,05:48,,,,,"MISS JUMPER by MOORE,LAUREN",,,"MISS JUMPER by MOORE,LAUREN",2,jumper,missed,Centre,lauren moore,,348
157,1,thomas-more,Thomas More,Centre,36-69,36,69,"9, 15, 4, 8, 36","13, 19, 23, 14, 69",9,15,4,8,36,13,19,23,14,69,0-1,1-0,11/15/16,Lose,251,No Location Recorded,7:00 p.m.,H,157,--,"REBOUND DEF by BUSH,KAYLEE",,,,,,,"REBOUND DEF by BUSH,KAYLEE",2,defensive rebound,,thomas more,kaylee bush,,
158,1,thomas-more,Thomas More,Centre,36-69,36,69,"9, 15, 4, 8, 36","13, 19, 23, 14, 69",9,15,4,8,36,13,19,23,14,69,0-1,1-0,11/15/16,Lose,251,No Location Recorded,7:00 p.m.,H,158,05:38,"MISS 3PTR by OWINGS,ABBY",,,,,,,"MISS 3PTR by OWINGS,ABBY",2,three pointer,missed,thomas more,abby owings,,338
159,1,thomas-more,Thomas More,Centre,36-69,36,69,"9, 15, 4, 8, 36","13, 19, 23, 14, 69",9,15,4,8,36,13,19,23,14,69,0-1,1-0,11/15/16,Lose,251,No Location Recorded,7:00 p.m.,H,159,--,,,,,"REBOUND DEF by SCHAD,OLIVIA",,,"REBOUND DEF by SCHAD,OLIVIA",2,defensive rebound,,Centre,olivia schad,,
160,1,thomas-more,Thomas More,Centre,36-69,36,69,"9, 15, 4, 8, 36","13, 19, 23, 14, 69",9,15,4,8,36,13,19,23,14,69,0-1,1-0,11/15/16,Lose,251,No Location Recorded,7:00 p.m.,H,160,05:27,"SUB IN by JOLLY,TAYLOR",,,,,,,"SUB IN by JOLLY,TAYLOR",2,subbing in,,thomas more,taylor jolly,,327
161,1,thomas-more,Thomas More,Centre,36-69,36,69,"9, 15, 4, 8, 36","13, 19, 23, 14, 69",9,15,4,8,36,13,19,23,14,69,0-1,1-0,11/15/16,Lose,251,No Location Recorded,7:00 p.m.,H,161,05:27,"SUB IN by RUPP,SHELBY",,,,,,,"SUB IN by RUPP,SHELBY",2,subbing in,,thomas more,shelby rupp,,327
162,1,thomas-more,Thomas More,Centre,36-69,36,69,"9, 15, 4, 8, 36","13, 19, 23, 14, 69",9,15,4,8,36,13,19,23,14,69,0-1,1-0,11/15/16,Lose,251,No Location Recorded,7:00 p.m.,H,162,05:27,"SUB OUT by BUSH,KAYLEE",,,,,,,"SUB OUT by BUSH,KAYLEE",2,subbing out,,thomas more,kaylee bush,,327
163,1,thomas-more,Thomas More,Centre,36-69,36,69,"9, 15, 4, 8, 36","13, 19, 23, 14, 69",9,15,4,8,36,13,19,23,14,69,0-1,1-0,11/15/16,Lose,251,No Location Recorded,7:00 p.m.,H,163,05:27,"SUB OUT by CLAPPER,KELLY",,,,,,,"SUB OUT by CLAPPER,KELLY",2,subbing out,,thomas more,kelly clapper,,327
164,1,thomas-more,Thomas More,Centre,36-69,36,69,"9, 15, 4, 8, 36","13, 19, 23, 14, 69",9,15,4,8,36,13,19,23,14,69,0-1,1-0,11/15/16,Lose,251,No Location Recorded,7:00 p.m.,H,164,05:27,,,,,"SUB IN by BUNNER,CHEYENNE",,,"SUB IN by BUNNER,CHEYENNE",2,subbing in,,Centre,cheyenne bunner,,327
165,1,thomas-more,Thomas More,Centre,36-69,36,69,"9, 15, 4, 8, 36","13, 19, 23, 14, 69",9,15,4,8,36,13,19,23,14,69,0-1,1-0,11/15/16,Lose,251,No Location Recorded,7:00 p.m.,H,165,05:27,,,,,"SUB IN by MILLER,LAKKEN",,,"SUB IN by MILLER,LAKKEN",2,subbing in,,Centre,lakken miller,,327
166,1,thomas-more,Thomas More,Centre,36-69,36,69,"9, 15, 4, 8, 36","13, 19, 23, 14, 69",9,15,4,8,36,13,19,23,14,69,0-1,1-0,11/15/16,Lose,251,No Location Recorded,7:00 p.m.,H,166,05:27,,,,,"SUB IN by STEWART,ABIGAIL",,,"SUB IN by STEWART,ABIGAIL",2,subbing in,,Centre,abigail stewart,,327
167,1,thomas-more,Thomas More,Centre,36-69,36,69,"9, 15, 4, 8, 36","13, 19, 23, 14, 69",9,15,4,8,36,13,19,23,14,69,0-1,1-0,11/15/16,Lose,251,No Location Recorded,7:00 p.m.,H,167,05:27,,,,,"SUB IN by GOETZ,ABBY",,,"SUB IN by GOETZ,ABBY",2,subbing in,,Centre,abby goetz,,327
168,1,thomas-more,Thomas More,Centre,36-69,36,69,"9, 15, 4, 8, 36","13, 19, 23, 14, 69",9,15,4,8,36,13,19,23,14,69,0-1,1-0,11/15/16,Lose,251,No Location Recorded,7:00 p.m.,H,168,05:27,,,,,"SUB OUT by SCHAD,OLIVIA",,,"SUB OUT by SCHAD,OLIVIA",2,subbing out,,Centre,olivia schad,,327
169,1,thomas-more,Thomas More,Centre,36-69,36,69,"9, 15, 4, 8, 36","13, 19, 23, 14, 69",9,15,4,8,36,13,19,23,14,69,0-1,1-0,11/15/16,Lose,251,No Location Recorded,7:00 p.m.,H,169,05:27,,,,,"SUB OUT by MOORE,LAUREN",,,"SUB OUT by MOORE,LAUREN",2,subbing out,,Centre,lauren moore,,327
170,1,thomas-more,Thomas More,Centre,36-69,36,69,"9, 15, 4, 8, 36","13, 19, 23, 14, 69",9,15,4,8,36,13,19,23,14,69,0-1,1-0,11/15/16,Lose,251,No Location Recorded,7:00 p.m.,H,170,05:27,,,,,"SUB OUT by BALLARD,AMI",,,"SUB OUT by BALLARD,AMI",2,subbing out,,Centre,ami ballard,,327
171,1,thomas-more,Thomas More,Centre,36-69,36,69,"9, 15, 4, 8, 36","13, 19, 23, 14, 69",9,15,4,8,36,13,19,23,14,69,0-1,1-0,11/15/16,Lose,251,No Location Recorded,7:00 p.m.,H,171,05:27,,,,,"SUB OUT by VANCE,DAY",,,"SUB OUT by VANCE,DAY",2,subbing out,,Centre,day vance,,327
172,1,thomas-more,Thomas More,Centre,36-69,36,69,"9, 15, 4, 8, 36","13, 19, 23, 14, 69",9,15,4,8,36,13,19,23,14,69,0-1,1-0,11/15/16,Lose,251,No Location Recorded,7:00 p.m.,H,172,05:13,,18 (+1),,17,"GOOD JUMPER by BUNNER,CHEYENNE",CENTRE-W 18-17 (-1),,"GOOD JUMPER by BUNNER,CHEYENNE",2,jumper,good,Centre,cheyenne bunner,2,313
173,1,thomas-more,Thomas More,Centre,36-69,36,69,"9, 15, 4, 8, 36","13, 19, 23, 14, 69",9,15,4,8,36,13,19,23,14,69,0-1,1-0,11/15/16,Lose,251,No Location Recorded,7:00 p.m.,H,173,--,,,,,"ASSIST  by MILLER,LAKKEN",,,"ASSIST  by MILLER,LAKKEN",2,assist,,Centre,lakken miller,,
174,1,thomas-more,Thomas More,Centre,36-69,36,69,"9, 15, 4, 8, 36","13, 19, 23, 14, 69",9,15,4,8,36,13,19,23,14,69,0-1,1-0,11/15/16,Lose,251,No Location Recorded,7:00 p.m.,H,174,04:50,"MISS 3PTR by TEMPLE,MADISON",,,,,,,"MISS 3PTR by TEMPLE,MADISON",2,three pointer,missed,thomas more,madison temple,,290
175,1,thomas-more,Thomas More,Centre,36-69,36,69,"9, 15, 4, 8, 36","13, 19, 23, 14, 69",9,15,4,8,36,13,19,23,14,69,0-1,1-0,11/15/16,Lose,251,No Location Recorded,7:00 p.m.,H,175,--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,2,defensive rebound,,Centre,,,
176,1,thomas-more,Thomas More,Centre,36-69,36,69,"9, 15, 4, 8, 36","13, 19, 23, 14, 69",9,15,4,8,36,13,19,23,14,69,0-1,1-0,11/15/16,Lose,251,No Location Recorded,7:00 p.m.,H,176,04:48,,,,,TIMEOUT media by TEAM,,,TIMEOUT media by TEAM,2,timeout,,Centre,,,288
177,1,thomas-more,Thomas More,Centre,36-69,36,69,"9, 15, 4, 8, 36","13, 19, 23, 14, 69",9,15,4,8,36,13,19,23,14,69,0-1,1-0,11/15/16,Lose,251,No Location Recorded,7:00 p.m.,H,177,04:35,,,,,"MISS JUMPER by MILLER,LAKKEN",,,"MISS JUMPER by MILLER,LAKKEN",2,jumper,missed,Centre,lakken miller,,275
178,1,thomas-more,Thomas More,Centre,36-69,36,69,"9, 15, 4, 8, 36","13, 19, 23, 14, 69",9,15,4,8,36,13,19,23,14,69,0-1,1-0,11/15/16,Lose,251,No Location Recorded,7:00 p.m.,H,178,04:35,"BLOCK  by KIERNAN,NIKKI",,,,,,,"BLOCK  by KIERNAN,NIKKI",2,block,,thomas more,nikki kiernan,,275
179,1,thomas-more,Thomas More,Centre,36-69,36,69,"9, 15, 4, 8, 36","13, 19, 23, 14, 69",9,15,4,8,36,13,19,23,14,69,0-1,1-0,11/15/16,Lose,251,No Location Recorded,7:00 p.m.,H,179,--,"REBOUND DEF by OWINGS,ABBY",,,,,,,"REBOUND DEF by OWINGS,ABBY",2,defensive rebound,,thomas more,abby owings,,
180,1,thomas-more,Thomas More,Centre,36-69,36,69,"9, 15, 4, 8, 36","13, 19, 23, 14, 69",9,15,4,8,36,13,19,23,14,69,0-1,1-0,11/15/16,Lose,251,No Location Recorded,7:00 p.m.,H,180,04:24,"GOOD LAYUP by KIERNAN,NIKKI(in the paint)",20 (+3),,17,,TMC 20-17 (-3),,"GOOD LAYUP by KIERNAN,NIKKI(in the paint)",2,layup,good,thomas more,nikki kiernan,2,264
181,1,thomas-more,Thomas More,Centre,36-69,36,69,"9, 15, 4, 8, 36","13, 19, 23, 14, 69",9,15,4,8,36,13,19,23,14,69,0-1,1-0,11/15/16,Lose,251,No Location Recorded,7:00 p.m.,H,181,--,"ASSIST  by OWINGS,ABBY",,,,,,,"ASSIST  by OWINGS,ABBY",2,assist,,thomas more,abby owings,,
182,1,thomas-more,Thomas More,Centre,36-69,36,69,"9, 15, 4, 8, 36","13, 19, 23, 14, 69",9,15,4,8,36,13,19,23,14,69,0-1,1-0,11/15/16,Lose,251,No Location Recorded,7:00 p.m.,H,182,04:08,,,,,"TURNOVER  by ANDREASSEN,CAROLINE",,,"TURNOVER  by ANDREASSEN,CAROLINE",2,turnover,,Centre,caroline andreassen,,248
183,1,thomas-more,Thomas More,Centre,36-69,36,69,"9, 15, 4, 8, 36","13, 19, 23, 14, 69",9,15,4,8,36,13,19,23,14,69,0-1,1-0,11/15/16,Lose,251,No Location Recorded,7:00 p.m.,H,183,04:07,"STEAL  by JOLLY,TAYLOR",,,,,,,"STEAL  by JOLLY,TAYLOR",2,steal,,thomas more,,,247
184,1,thomas-more,Thomas More,Centre,36-69,36,69,"9, 15, 4, 8, 36","13, 19, 23, 14, 69",9,15,4,8,36,13,19,23,14,69,0-1,1-0,11/15/16,Lose,251,No Location Recorded,7:00 p.m.,H,184,04:02,"TURNOVER  by RUPP,SHELBY",,,,,,,"TURNOVER  by RUPP,SHELBY",2,turnover,,thomas more,shelby rupp,,242
185,1,thomas-more,Thomas More,Centre,36-69,36,69,"9, 15, 4, 8, 36","13, 19, 23, 14, 69",9,15,4,8,36,13,19,23,14,69,0-1,1-0,11/15/16,Lose,251,No Location Recorded,7:00 p.m.,H,185,04:02,"FOUL  by RUPP,SHELBY",,,,,,,"FOUL  by RUPP,SHELBY",2,foul,,thomas more,shelby rupp,,242
186,1,thomas-more,Thomas More,Centre,36-69,36,69,"9, 15, 4, 8, 36","13, 19, 23, 14, 69",9,15,4,8,36,13,19,23,14,69,0-1,1-0,11/15/16,Lose,251,No Location Recorded,7:00 p.m.,H,186,04:02,,,,,"SUB IN by FEE,MIKAYLA",,,"SUB IN by FEE,MIKAYLA",2,subbing in,,Centre,mikayla fee,,242
187,1,thomas-more,Thomas More,Centre,36-69,36,69,"9, 15, 4, 8, 36","13, 19, 23, 14, 69",9,15,4,8,36,13,19,23,14,69,0-1,1-0,11/15/16,Lose,251,No Location Recorded,7:00 p.m.,H,187,04:02,,,,,"SUB IN by VANCE,DAY",,,"SUB IN by VANCE,DAY",2,subbing in,,Centre,day vance,,242
188,1,thomas-more,Thomas More,Centre,36-69,36,69,"9, 15, 4, 8, 36","13, 19, 23, 14, 69",9,15,4,8,36,13,19,23,14,69,0-1,1-0,11/15/16,Lose,251,No Location Recorded,7:00 p.m.,H,188,04:02,,,,,"SUB OUT by BUNNER,CHEYENNE",,,"SUB OUT by BUNNER,CHEYENNE",2,subbing out,,Centre,cheyenne bunner,,242
189,1,thomas-more,Thomas More,Centre,36-69,36,69,"9, 15, 4, 8, 36","13, 19, 23, 14, 69",9,15,4,8,36,13,19,23,14,69,0-1,1-0,11/15/16,Lose,251,No Location Recorded,7:00 p.m.,H,189,04:02,,,,,"SUB OUT by STEWART,ABIGAIL",,,"SUB OUT by STEWART,ABIGAIL",2,subbing out,,Centre,abigail stewart,,242
190,1,thomas-more,Thomas More,Centre,36-69,36,69,"9, 15, 4, 8, 36","13, 19, 23, 14, 69",9,15,4,8,36,13,19,23,14,69,0-1,1-0,11/15/16,Lose,251,No Location Recorded,7:00 p.m.,H,190,03:45,,,,,"TURNOVER  by FEE,MIKAYLA",,,"TURNOVER  by FEE,MIKAYLA",2,turnover,,Centre,mikayla fee,,225
191,1,thomas-more,Thomas More,Centre,36-69,36,69,"9, 15, 4, 8, 36","13, 19, 23, 14, 69",9,15,4,8,36,13,19,23,14,69,0-1,1-0,11/15/16,Lose,251,No Location Recorded,7:00 p.m.,H,191,03:44,"STEAL  by OWINGS,ABBY",,,,,,,"STEAL  by OWINGS,ABBY",2,steal,,thomas more,,,224
192,1,thomas-more,Thomas More,Centre,36-69,36,69,"9, 15, 4, 8, 36","13, 19, 23, 14, 69",9,15,4,8,36,13,19,23,14,69,0-1,1-0,11/15/16,Lose,251,No Location Recorded,7:00 p.m.,H,192,03:42,,,,,"FOUL  by GOETZ,ABBY",,,"FOUL  by GOETZ,ABBY",2,foul,,Centre,abby goetz,,222
193,1,thomas-more,Thomas More,Centre,36-69,36,69,"9, 15, 4, 8, 36","13, 19, 23, 14, 69",9,15,4,8,36,13,19,23,14,69,0-1,1-0,11/15/16,Lose,251,No Location Recorded,7:00 p.m.,H,193,03:42,"GOOD FT by OWINGS,ABBY",21 (+4),,17,,TMC 21-17 (-4),,"GOOD FT by OWINGS,ABBY",2,free throw,good,thomas more,abby owings,1,222
194,1,thomas-more,Thomas More,Centre,36-69,36,69,"9, 15, 4, 8, 36","13, 19, 23, 14, 69",9,15,4,8,36,13,19,23,14,69,0-1,1-0,11/15/16,Lose,251,No Location Recorded,7:00 p.m.,H,194,03:42,"GOOD FT by OWINGS,ABBY",22 (+5),,17,,TMC 22-17 (-5),,"GOOD FT by OWINGS,ABBY",2,free throw,good,thomas more,abby owings,1,222
195,1,thomas-more,Thomas More,Centre,36-69,36,69,"9, 15, 4, 8, 36","13, 19, 23, 14, 69",9,15,4,8,36,13,19,23,14,69,0-1,1-0,11/15/16,Lose,251,No Location Recorded,7:00 p.m.,H,195,03:42,"SUB IN by MCDONALD,KELLY",,,,,,,"SUB IN by MCDONALD,KELLY",2,subbing in,,thomas more,kelly mcdonald,,222
196,1,thomas-more,Thomas More,Centre,36-69,36,69,"9, 15, 4, 8, 36","13, 19, 23, 14, 69",9,15,4,8,36,13,19,23,14,69,0-1,1-0,11/15/16,Lose,251,No Location Recorded,7:00 p.m.,H,196,03:42,"SUB OUT by RUPP,SHELBY",,,,,,,"SUB OUT by RUPP,SHELBY",2,subbing out,,thomas more,shelby rupp,,222
197,1,thomas-more,Thomas More,Centre,36-69,36,69,"9, 15, 4, 8, 36","13, 19, 23, 14, 69",9,15,4,8,36,13,19,23,14,69,0-1,1-0,11/15/16,Lose,251,No Location Recorded,7:00 p.m.,H,197,03:42,,,,,"SUB IN by SCHAD,OLIVIA",,,"SUB IN by SCHAD,OLIVIA",2,subbing in,,Centre,olivia schad,,222
198,1,thomas-more,Thomas More,Centre,36-69,36,69,"9, 15, 4, 8, 36","13, 19, 23, 14, 69",9,15,4,8,36,13,19,23,14,69,0-1,1-0,11/15/16,Lose,251,No Location Recorded,7:00 p.m.,H,198,03:42,,,,,"SUB OUT by GOETZ,ABBY",,,"SUB OUT by GOETZ,ABBY",2,subbing out,,Centre,abby goetz,,222
199,1,thomas-more,Thomas More,Centre,36-69,36,69,"9, 15, 4, 8, 36","13, 19, 23, 14, 69",9,15,4,8,36,13,19,23,14,69,0-1,1-0,11/15/16,Lose,251,No Location Recorded,7:00 p.m.,H,199,03:19,,,,,"MISS LAYUP by FEE,MIKAYLA",,,"MISS LAYUP by FEE,MIKAYLA",2,layup,missed,Centre,mikayla fee,,199
200,1,thomas-more,Thomas More,Centre,36-69,36,69,"9, 15, 4, 8, 36","13, 19, 23, 14, 69",9,15,4,8,36,13,19,23,14,69,0-1,1-0,11/15/16,Lose,251,No Location Recorded,7:00 p.m.,H,200,03:19,"BLOCK  by KIERNAN,NIKKI",,,,,,,"BLOCK  by KIERNAN,NIKKI",2,block,,thomas more,nikki kiernan,,199
