,game,opponent name,boxscore_visitor_name,boxscore_home_name,final score,centreFinalScore,opponentFinalScore,centreScoreByPeriod,opponentScoreByPeriod,centreScorePeriod1,centreScorePeriod2,centreScorePeriod3,centreScorePeriod4,centreScorePeriod5,opponentScorePeriod1,opponentScorePeriod2,opponentScorePeriod3,opponentScorePeriod4,opponentScorePeriod5,centreRecord,opponentRecord,gameDate,outcome,attendance,gameLocation,gameTime,homeGame,,Time Remaining,CENTRE-W,Away Team Score,Play Team Indicator,Home Team Score,16BSC-W,Game Score,Team Indicator,Play,period number,Play Type,Shot Outcome,Team,Player,Points Earned,Time(seconds)
120,17,birmingham-southern,Centre College,Birmingham-Southern,40-52,40,52,"8, 6, 14, 12, 40","9, 15, 15, 13, 52",8,6,14,12,40,9,15,15,13,52,"5-12, 3-3 SAA","11-6, 6-0 SAA",01/20/17,Lose,205,No Location Recorded,6 p.m.,A,120,08:55,,,,,"STEAL  by PEURSEM,LAURA VAN",,,"STEAL  by PEURSEM,LAURA VAN",2,steal,,birmingham-southern,,,535
121,17,birmingham-southern,Centre College,Birmingham-Southern,40-52,40,52,"8, 6, 14, 12, 40","9, 15, 15, 13, 52",8,6,14,12,40,9,15,15,13,52,"5-12, 3-3 SAA","11-6, 6-0 SAA",01/20/17,Lose,205,No Location Recorded,6 p.m.,A,121,08:35,,,,,"MISS 3PTR by HOGAN,KAITLIN",,,"MISS 3PTR by HOGAN,KAITLIN",2,three pointer,missed,birmingham-southern,kaitlin hogan,,515
122,17,birmingham-southern,Centre College,Birmingham-Southern,40-52,40,52,"8, 6, 14, 12, 40","9, 15, 15, 13, 52",8,6,14,12,40,9,15,15,13,52,"5-12, 3-3 SAA","11-6, 6-0 SAA",01/20/17,Lose,205,No Location Recorded,6 p.m.,A,122,--,"REBOUND DEF by FEE,MIKAYLA",,,,,,,"REBOUND DEF by FEE,MIKAYLA",2,defensive rebound,,Centre,mikayla fee,,
123,17,birmingham-southern,Centre College,Birmingham-Southern,40-52,40,52,"8, 6, 14, 12, 40","9, 15, 15, 13, 52",8,6,14,12,40,9,15,15,13,52,"5-12, 3-3 SAA","11-6, 6-0 SAA",01/20/17,Lose,205,No Location Recorded,6 p.m.,A,123,08:24,"MISS JUMPER by BUNNER,CHEYENNE",,,,,,,"MISS JUMPER by BUNNER,CHEYENNE",2,jumper,missed,Centre,cheyenne bunner,,504
124,17,birmingham-southern,Centre College,Birmingham-Southern,40-52,40,52,"8, 6, 14, 12, 40","9, 15, 15, 13, 52",8,6,14,12,40,9,15,15,13,52,"5-12, 3-3 SAA","11-6, 6-0 SAA",01/20/17,Lose,205,No Location Recorded,6 p.m.,A,124,08:24,,,,,"BLOCK  by PEURSEM,LAURA VAN",,,"BLOCK  by PEURSEM,LAURA VAN",2,block,,birmingham-southern,laura van peursem,,504
125,17,birmingham-southern,Centre College,Birmingham-Southern,40-52,40,52,"8, 6, 14, 12, 40","9, 15, 15, 13, 52",8,6,14,12,40,9,15,15,13,52,"5-12, 3-3 SAA","11-6, 6-0 SAA",01/20/17,Lose,205,No Location Recorded,6 p.m.,A,125,--,"REBOUND OFF by ANDREASSEN,CAROLINE",,,,,,,"REBOUND OFF by ANDREASSEN,CAROLINE",2,offensive rebound,,Centre,caroline andreassen,,
126,17,birmingham-southern,Centre College,Birmingham-Southern,40-52,40,52,"8, 6, 14, 12, 40","9, 15, 15, 13, 52",8,6,14,12,40,9,15,15,13,52,"5-12, 3-3 SAA","11-6, 6-0 SAA",01/20/17,Lose,205,No Location Recorded,6 p.m.,A,126,08:18,"MISS JUMPER by ANDREASSEN,CAROLINE",,,,,,,"MISS JUMPER by ANDREASSEN,CAROLINE",2,jumper,missed,Centre,caroline andreassen,,498
127,17,birmingham-southern,Centre College,Birmingham-Southern,40-52,40,52,"8, 6, 14, 12, 40","9, 15, 15, 13, 52",8,6,14,12,40,9,15,15,13,52,"5-12, 3-3 SAA","11-6, 6-0 SAA",01/20/17,Lose,205,No Location Recorded,6 p.m.,A,127,--,"REBOUND OFF by ANDREASSEN,CAROLINE",,,,,,,"REBOUND OFF by ANDREASSEN,CAROLINE",2,offensive rebound,,Centre,caroline andreassen,,
128,17,birmingham-southern,Centre College,Birmingham-Southern,40-52,40,52,"8, 6, 14, 12, 40","9, 15, 15, 13, 52",8,6,14,12,40,9,15,15,13,52,"5-12, 3-3 SAA","11-6, 6-0 SAA",01/20/17,Lose,205,No Location Recorded,6 p.m.,A,128,08:18,,,,,"FOUL  by HOGAN,KAITLIN",,,"FOUL  by HOGAN,KAITLIN",2,foul,,birmingham-southern,kaitlin hogan,,498
129,17,birmingham-southern,Centre College,Birmingham-Southern,40-52,40,52,"8, 6, 14, 12, 40","9, 15, 15, 13, 52",8,6,14,12,40,9,15,15,13,52,"5-12, 3-3 SAA","11-6, 6-0 SAA",01/20/17,Lose,205,No Location Recorded,6 p.m.,A,129,08:16,"MISS JUMPER by FEE,MIKAYLA",,,,,,,"MISS JUMPER by FEE,MIKAYLA",2,jumper,missed,Centre,mikayla fee,,496
130,17,birmingham-southern,Centre College,Birmingham-Southern,40-52,40,52,"8, 6, 14, 12, 40","9, 15, 15, 13, 52",8,6,14,12,40,9,15,15,13,52,"5-12, 3-3 SAA","11-6, 6-0 SAA",01/20/17,Lose,205,No Location Recorded,6 p.m.,A,130,--,,,,,"REBOUND DEF by DIXON,JOTHANI",,,"REBOUND DEF by DIXON,JOTHANI",2,defensive rebound,,birmingham-southern,jothani dixon,,
131,17,birmingham-southern,Centre College,Birmingham-Southern,40-52,40,52,"8, 6, 14, 12, 40","9, 15, 15, 13, 52",8,6,14,12,40,9,15,15,13,52,"5-12, 3-3 SAA","11-6, 6-0 SAA",01/20/17,Lose,205,No Location Recorded,6 p.m.,A,131,08:00,,,,,"MISS 3PTR by HOGAN,KAITLIN",,,"MISS 3PTR by HOGAN,KAITLIN",2,three pointer,missed,birmingham-southern,kaitlin hogan,,480
132,17,birmingham-southern,Centre College,Birmingham-Southern,40-52,40,52,"8, 6, 14, 12, 40","9, 15, 15, 13, 52",8,6,14,12,40,9,15,15,13,52,"5-12, 3-3 SAA","11-6, 6-0 SAA",01/20/17,Lose,205,No Location Recorded,6 p.m.,A,132,--,,,,,"REBOUND OFF by NIEDERMAIR,ELIZABETH",,,"REBOUND OFF by NIEDERMAIR,ELIZABETH",2,offensive rebound,,birmingham-southern,elizabeth niedermair,,
133,17,birmingham-southern,Centre College,Birmingham-Southern,40-52,40,52,"8, 6, 14, 12, 40","9, 15, 15, 13, 52",8,6,14,12,40,9,15,15,13,52,"5-12, 3-3 SAA","11-6, 6-0 SAA",01/20/17,Lose,205,No Location Recorded,6 p.m.,A,133,07:57,"FOUL  by BUNNER,CHEYENNE",,,,,,,"FOUL  by BUNNER,CHEYENNE",2,foul,,Centre,cheyenne bunner,,477
134,17,birmingham-southern,Centre College,Birmingham-Southern,40-52,40,52,"8, 6, 14, 12, 40","9, 15, 15, 13, 52",8,6,14,12,40,9,15,15,13,52,"5-12, 3-3 SAA","11-6, 6-0 SAA",01/20/17,Lose,205,No Location Recorded,6 p.m.,A,134,07:57,,8,,12 (+4),"GOOD FT by NIEDERMAIR,ELIZABETH",16BSC-W 8-12 (-4),,"GOOD FT by NIEDERMAIR,ELIZABETH",2,free throw,good,birmingham-southern,elizabeth niedermair,1,477
135,17,birmingham-southern,Centre College,Birmingham-Southern,40-52,40,52,"8, 6, 14, 12, 40","9, 15, 15, 13, 52",8,6,14,12,40,9,15,15,13,52,"5-12, 3-3 SAA","11-6, 6-0 SAA",01/20/17,Lose,205,No Location Recorded,6 p.m.,A,135,07:57,,8,,13 (+5),"GOOD FT by NIEDERMAIR,ELIZABETH",16BSC-W 8-13 (-5),,"GOOD FT by NIEDERMAIR,ELIZABETH",2,free throw,good,birmingham-southern,elizabeth niedermair,1,477
136,17,birmingham-southern,Centre College,Birmingham-Southern,40-52,40,52,"8, 6, 14, 12, 40","9, 15, 15, 13, 52",8,6,14,12,40,9,15,15,13,52,"5-12, 3-3 SAA","11-6, 6-0 SAA",01/20/17,Lose,205,No Location Recorded,6 p.m.,A,136,07:57,"SUB IN by VANCE,DAY",,,,,,,"SUB IN by VANCE,DAY",2,subbing in,,Centre,day vance,,477
137,17,birmingham-southern,Centre College,Birmingham-Southern,40-52,40,52,"8, 6, 14, 12, 40","9, 15, 15, 13, 52",8,6,14,12,40,9,15,15,13,52,"5-12, 3-3 SAA","11-6, 6-0 SAA",01/20/17,Lose,205,No Location Recorded,6 p.m.,A,137,07:57,"SUB IN by STEWART,ABIGAIL",,,,,,,"SUB IN by STEWART,ABIGAIL",2,subbing in,,Centre,abigail stewart,,477
138,17,birmingham-southern,Centre College,Birmingham-Southern,40-52,40,52,"8, 6, 14, 12, 40","9, 15, 15, 13, 52",8,6,14,12,40,9,15,15,13,52,"5-12, 3-3 SAA","11-6, 6-0 SAA",01/20/17,Lose,205,No Location Recorded,6 p.m.,A,138,07:57,"SUB OUT by FEE,MIKAYLA",,,,,,,"SUB OUT by FEE,MIKAYLA",2,subbing out,,Centre,mikayla fee,,477
139,17,birmingham-southern,Centre College,Birmingham-Southern,40-52,40,52,"8, 6, 14, 12, 40","9, 15, 15, 13, 52",8,6,14,12,40,9,15,15,13,52,"5-12, 3-3 SAA","11-6, 6-0 SAA",01/20/17,Lose,205,No Location Recorded,6 p.m.,A,139,07:57,"SUB OUT by BUNNER,CHEYENNE",,,,,,,"SUB OUT by BUNNER,CHEYENNE",2,subbing out,,Centre,cheyenne bunner,,477
140,17,birmingham-southern,Centre College,Birmingham-Southern,40-52,40,52,"8, 6, 14, 12, 40","9, 15, 15, 13, 52",8,6,14,12,40,9,15,15,13,52,"5-12, 3-3 SAA","11-6, 6-0 SAA",01/20/17,Lose,205,No Location Recorded,6 p.m.,A,140,07:57,,,,,"SUB IN by OLSEN,EMILEE",,,"SUB IN by OLSEN,EMILEE",2,subbing in,,birmingham-southern,emilee olsen,,477
141,17,birmingham-southern,Centre College,Birmingham-Southern,40-52,40,52,"8, 6, 14, 12, 40","9, 15, 15, 13, 52",8,6,14,12,40,9,15,15,13,52,"5-12, 3-3 SAA","11-6, 6-0 SAA",01/20/17,Lose,205,No Location Recorded,6 p.m.,A,141,07:57,,,,,"SUB IN by NIEDERMAIR,ELIZABETH",,,"SUB IN by NIEDERMAIR,ELIZABETH",2,subbing in,,birmingham-southern,elizabeth niedermair,,477
142,17,birmingham-southern,Centre College,Birmingham-Southern,40-52,40,52,"8, 6, 14, 12, 40","9, 15, 15, 13, 52",8,6,14,12,40,9,15,15,13,52,"5-12, 3-3 SAA","11-6, 6-0 SAA",01/20/17,Lose,205,No Location Recorded,6 p.m.,A,142,07:57,,,,,"SUB OUT by HOLT,TAYDRA",,,"SUB OUT by HOLT,TAYDRA",2,subbing out,,birmingham-southern,taydra holt,,477
143,17,birmingham-southern,Centre College,Birmingham-Southern,40-52,40,52,"8, 6, 14, 12, 40","9, 15, 15, 13, 52",8,6,14,12,40,9,15,15,13,52,"5-12, 3-3 SAA","11-6, 6-0 SAA",01/20/17,Lose,205,No Location Recorded,6 p.m.,A,143,07:57,,,,,"SUB OUT by HOLMES,JAMEICE",,,"SUB OUT by HOLMES,JAMEICE",2,subbing out,,birmingham-southern,jameice holmes,,477
144,17,birmingham-southern,Centre College,Birmingham-Southern,40-52,40,52,"8, 6, 14, 12, 40","9, 15, 15, 13, 52",8,6,14,12,40,9,15,15,13,52,"5-12, 3-3 SAA","11-6, 6-0 SAA",01/20/17,Lose,205,No Location Recorded,6 p.m.,A,144,07:45,"GOOD 3PTR by MILLER,LAKKEN",11,,13 (+2),,CENTRE-W 11-13 (-2),,"GOOD 3PTR by MILLER,LAKKEN",2,three pointer,good,Centre,lakken miller,3,465
145,17,birmingham-southern,Centre College,Birmingham-Southern,40-52,40,52,"8, 6, 14, 12, 40","9, 15, 15, 13, 52",8,6,14,12,40,9,15,15,13,52,"5-12, 3-3 SAA","11-6, 6-0 SAA",01/20/17,Lose,205,No Location Recorded,6 p.m.,A,145,--,"ASSIST  by SCHAD,OLIVIA",,,,,,,"ASSIST  by SCHAD,OLIVIA",2,assist,,Centre,olivia schad,,
146,17,birmingham-southern,Centre College,Birmingham-Southern,40-52,40,52,"8, 6, 14, 12, 40","9, 15, 15, 13, 52",8,6,14,12,40,9,15,15,13,52,"5-12, 3-3 SAA","11-6, 6-0 SAA",01/20/17,Lose,205,No Location Recorded,6 p.m.,A,146,07:21,,,,,"MISS JUMPER by OLSEN,EMILEE",,,"MISS JUMPER by OLSEN,EMILEE",2,jumper,missed,birmingham-southern,emilee olsen,,441
147,17,birmingham-southern,Centre College,Birmingham-Southern,40-52,40,52,"8, 6, 14, 12, 40","9, 15, 15, 13, 52",8,6,14,12,40,9,15,15,13,52,"5-12, 3-3 SAA","11-6, 6-0 SAA",01/20/17,Lose,205,No Location Recorded,6 p.m.,A,147,--,"REBOUND DEF by SCHAD,OLIVIA",,,,,,,"REBOUND DEF by SCHAD,OLIVIA",2,defensive rebound,,Centre,olivia schad,,
148,17,birmingham-southern,Centre College,Birmingham-Southern,40-52,40,52,"8, 6, 14, 12, 40","9, 15, 15, 13, 52",8,6,14,12,40,9,15,15,13,52,"5-12, 3-3 SAA","11-6, 6-0 SAA",01/20/17,Lose,205,No Location Recorded,6 p.m.,A,148,07:08,"MISS JUMPER by VANCE,DAY",,,,,,,"MISS JUMPER by VANCE,DAY",2,jumper,missed,Centre,day vance,,428
149,17,birmingham-southern,Centre College,Birmingham-Southern,40-52,40,52,"8, 6, 14, 12, 40","9, 15, 15, 13, 52",8,6,14,12,40,9,15,15,13,52,"5-12, 3-3 SAA","11-6, 6-0 SAA",01/20/17,Lose,205,No Location Recorded,6 p.m.,A,149,--,,,,,"REBOUND DEF by PEURSEM,LAURA VAN",,,"REBOUND DEF by PEURSEM,LAURA VAN",2,defensive rebound,,birmingham-southern,laura van peursem,,
150,17,birmingham-southern,Centre College,Birmingham-Southern,40-52,40,52,"8, 6, 14, 12, 40","9, 15, 15, 13, 52",8,6,14,12,40,9,15,15,13,52,"5-12, 3-3 SAA","11-6, 6-0 SAA",01/20/17,Lose,205,No Location Recorded,6 p.m.,A,150,07:02,"FOUL  by SCHAD,OLIVIA",,,,,,,"FOUL  by SCHAD,OLIVIA",2,foul,,Centre,olivia schad,,422
151,17,birmingham-southern,Centre College,Birmingham-Southern,40-52,40,52,"8, 6, 14, 12, 40","9, 15, 15, 13, 52",8,6,14,12,40,9,15,15,13,52,"5-12, 3-3 SAA","11-6, 6-0 SAA",01/20/17,Lose,205,No Location Recorded,6 p.m.,A,151,07:02,"SUB IN by KELLAM,PAIGE",,,,,,,"SUB IN by KELLAM,PAIGE",2,subbing in,,Centre,paige kellam,,422
152,17,birmingham-southern,Centre College,Birmingham-Southern,40-52,40,52,"8, 6, 14, 12, 40","9, 15, 15, 13, 52",8,6,14,12,40,9,15,15,13,52,"5-12, 3-3 SAA","11-6, 6-0 SAA",01/20/17,Lose,205,No Location Recorded,6 p.m.,A,152,07:02,"SUB OUT by SCHAD,OLIVIA",,,,,,,"SUB OUT by SCHAD,OLIVIA",2,subbing out,,Centre,olivia schad,,422
153,17,birmingham-southern,Centre College,Birmingham-Southern,40-52,40,52,"8, 6, 14, 12, 40","9, 15, 15, 13, 52",8,6,14,12,40,9,15,15,13,52,"5-12, 3-3 SAA","11-6, 6-0 SAA",01/20/17,Lose,205,No Location Recorded,6 p.m.,A,153,06:57,,11,,16 (+5),"GOOD 3PTR by HOGAN,KAITLIN",16BSC-W 11-16 (-5),,"GOOD 3PTR by HOGAN,KAITLIN",2,three pointer,good,birmingham-southern,kaitlin hogan,3,417
154,17,birmingham-southern,Centre College,Birmingham-Southern,40-52,40,52,"8, 6, 14, 12, 40","9, 15, 15, 13, 52",8,6,14,12,40,9,15,15,13,52,"5-12, 3-3 SAA","11-6, 6-0 SAA",01/20/17,Lose,205,No Location Recorded,6 p.m.,A,154,--,,,,,"ASSIST  by DIXON,JOTHANI",,,"ASSIST  by DIXON,JOTHANI",2,assist,,birmingham-southern,jothani dixon,,
155,17,birmingham-southern,Centre College,Birmingham-Southern,40-52,40,52,"8, 6, 14, 12, 40","9, 15, 15, 13, 52",8,6,14,12,40,9,15,15,13,52,"5-12, 3-3 SAA","11-6, 6-0 SAA",01/20/17,Lose,205,No Location Recorded,6 p.m.,A,155,06:37,"TURNOVER  by KELLAM,PAIGE",,,,,,,"TURNOVER  by KELLAM,PAIGE",2,turnover,,Centre,paige kellam,,397
156,17,birmingham-southern,Centre College,Birmingham-Southern,40-52,40,52,"8, 6, 14, 12, 40","9, 15, 15, 13, 52",8,6,14,12,40,9,15,15,13,52,"5-12, 3-3 SAA","11-6, 6-0 SAA",01/20/17,Lose,205,No Location Recorded,6 p.m.,A,156,06:36,,,,,"STEAL  by OLSEN,EMILEE",,,"STEAL  by OLSEN,EMILEE",2,steal,,birmingham-southern,,,396
157,17,birmingham-southern,Centre College,Birmingham-Southern,40-52,40,52,"8, 6, 14, 12, 40","9, 15, 15, 13, 52",8,6,14,12,40,9,15,15,13,52,"5-12, 3-3 SAA","11-6, 6-0 SAA",01/20/17,Lose,205,No Location Recorded,6 p.m.,A,157,06:32,"FOUL  by STEWART,ABIGAIL",,,,,,,"FOUL  by STEWART,ABIGAIL",2,foul,,Centre,abigail stewart,,392
158,17,birmingham-southern,Centre College,Birmingham-Southern,40-52,40,52,"8, 6, 14, 12, 40","9, 15, 15, 13, 52",8,6,14,12,40,9,15,15,13,52,"5-12, 3-3 SAA","11-6, 6-0 SAA",01/20/17,Lose,205,No Location Recorded,6 p.m.,A,158,06:32,,11,,17 (+6),"GOOD FT by NIEDERMAIR,ELIZABETH",16BSC-W 11-17 (-6),,"GOOD FT by NIEDERMAIR,ELIZABETH",2,free throw,good,birmingham-southern,elizabeth niedermair,1,392
159,17,birmingham-southern,Centre College,Birmingham-Southern,40-52,40,52,"8, 6, 14, 12, 40","9, 15, 15, 13, 52",8,6,14,12,40,9,15,15,13,52,"5-12, 3-3 SAA","11-6, 6-0 SAA",01/20/17,Lose,205,No Location Recorded,6 p.m.,A,159,06:32,,11,,18 (+7),"GOOD FT by NIEDERMAIR,ELIZABETH",16BSC-W 11-18 (-7),,"GOOD FT by NIEDERMAIR,ELIZABETH",2,free throw,good,birmingham-southern,elizabeth niedermair,1,392
160,17,birmingham-southern,Centre College,Birmingham-Southern,40-52,40,52,"8, 6, 14, 12, 40","9, 15, 15, 13, 52",8,6,14,12,40,9,15,15,13,52,"5-12, 3-3 SAA","11-6, 6-0 SAA",01/20/17,Lose,205,No Location Recorded,6 p.m.,A,160,06:32,"SUB IN by BALLARD,AMI",,,,,,,"SUB IN by BALLARD,AMI",2,subbing in,,Centre,ami ballard,,392
161,17,birmingham-southern,Centre College,Birmingham-Southern,40-52,40,52,"8, 6, 14, 12, 40","9, 15, 15, 13, 52",8,6,14,12,40,9,15,15,13,52,"5-12, 3-3 SAA","11-6, 6-0 SAA",01/20/17,Lose,205,No Location Recorded,6 p.m.,A,161,06:32,"SUB OUT by MILLER,LAKKEN",,,,,,,"SUB OUT by MILLER,LAKKEN",2,subbing out,,Centre,lakken miller,,392
162,17,birmingham-southern,Centre College,Birmingham-Southern,40-52,40,52,"8, 6, 14, 12, 40","9, 15, 15, 13, 52",8,6,14,12,40,9,15,15,13,52,"5-12, 3-3 SAA","11-6, 6-0 SAA",01/20/17,Lose,205,No Location Recorded,6 p.m.,A,162,06:20,"TURNOVER  by VANCE,DAY",,,,,,,"TURNOVER  by VANCE,DAY",2,turnover,,Centre,day vance,,380
163,17,birmingham-southern,Centre College,Birmingham-Southern,40-52,40,52,"8, 6, 14, 12, 40","9, 15, 15, 13, 52",8,6,14,12,40,9,15,15,13,52,"5-12, 3-3 SAA","11-6, 6-0 SAA",01/20/17,Lose,205,No Location Recorded,6 p.m.,A,163,06:17,,,,,"STEAL  by NIEDERMAIR,ELIZABETH",,,"STEAL  by NIEDERMAIR,ELIZABETH",2,steal,,birmingham-southern,,,377
164,17,birmingham-southern,Centre College,Birmingham-Southern,40-52,40,52,"8, 6, 14, 12, 40","9, 15, 15, 13, 52",8,6,14,12,40,9,15,15,13,52,"5-12, 3-3 SAA","11-6, 6-0 SAA",01/20/17,Lose,205,No Location Recorded,6 p.m.,A,164,06:13,,,,,"MISS 3PTR by HOGAN,KAITLIN",,,"MISS 3PTR by HOGAN,KAITLIN",2,three pointer,missed,birmingham-southern,kaitlin hogan,,373
165,17,birmingham-southern,Centre College,Birmingham-Southern,40-52,40,52,"8, 6, 14, 12, 40","9, 15, 15, 13, 52",8,6,14,12,40,9,15,15,13,52,"5-12, 3-3 SAA","11-6, 6-0 SAA",01/20/17,Lose,205,No Location Recorded,6 p.m.,A,165,--,"REBOUND DEF by KELLAM,PAIGE",,,,,,,"REBOUND DEF by KELLAM,PAIGE",2,defensive rebound,,Centre,paige kellam,,
166,17,birmingham-southern,Centre College,Birmingham-Southern,40-52,40,52,"8, 6, 14, 12, 40","9, 15, 15, 13, 52",8,6,14,12,40,9,15,15,13,52,"5-12, 3-3 SAA","11-6, 6-0 SAA",01/20/17,Lose,205,No Location Recorded,6 p.m.,A,166,06:01,"SUB IN by FEE,MIKAYLA",,,,,,,"SUB IN by FEE,MIKAYLA",2,subbing in,,Centre,mikayla fee,,361
167,17,birmingham-southern,Centre College,Birmingham-Southern,40-52,40,52,"8, 6, 14, 12, 40","9, 15, 15, 13, 52",8,6,14,12,40,9,15,15,13,52,"5-12, 3-3 SAA","11-6, 6-0 SAA",01/20/17,Lose,205,No Location Recorded,6 p.m.,A,167,06:01,"SUB OUT by VANCE,DAY",,,,,,,"SUB OUT by VANCE,DAY",2,subbing out,,Centre,day vance,,361
168,17,birmingham-southern,Centre College,Birmingham-Southern,40-52,40,52,"8, 6, 14, 12, 40","9, 15, 15, 13, 52",8,6,14,12,40,9,15,15,13,52,"5-12, 3-3 SAA","11-6, 6-0 SAA",01/20/17,Lose,205,No Location Recorded,6 p.m.,A,168,05:59,"MISS LAYUP by STEWART,ABIGAIL",,,,,,,"MISS LAYUP by STEWART,ABIGAIL",2,layup,missed,Centre,abigail stewart,,359
169,17,birmingham-southern,Centre College,Birmingham-Southern,40-52,40,52,"8, 6, 14, 12, 40","9, 15, 15, 13, 52",8,6,14,12,40,9,15,15,13,52,"5-12, 3-3 SAA","11-6, 6-0 SAA",01/20/17,Lose,205,No Location Recorded,6 p.m.,A,169,--,,,,,"REBOUND DEF by DIXON,JOTHANI",,,"REBOUND DEF by DIXON,JOTHANI",2,defensive rebound,,birmingham-southern,jothani dixon,,
170,17,birmingham-southern,Centre College,Birmingham-Southern,40-52,40,52,"8, 6, 14, 12, 40","9, 15, 15, 13, 52",8,6,14,12,40,9,15,15,13,52,"5-12, 3-3 SAA","11-6, 6-0 SAA",01/20/17,Lose,205,No Location Recorded,6 p.m.,A,170,05:50,,,,,"MISS 3PTR by DIXON,JOTHANI",,,"MISS 3PTR by DIXON,JOTHANI",2,three pointer,missed,birmingham-southern,jothani dixon,,350
171,17,birmingham-southern,Centre College,Birmingham-Southern,40-52,40,52,"8, 6, 14, 12, 40","9, 15, 15, 13, 52",8,6,14,12,40,9,15,15,13,52,"5-12, 3-3 SAA","11-6, 6-0 SAA",01/20/17,Lose,205,No Location Recorded,6 p.m.,A,171,--,"REBOUND DEF by ANDREASSEN,CAROLINE",,,,,,,"REBOUND DEF by ANDREASSEN,CAROLINE",2,defensive rebound,,Centre,caroline andreassen,,
172,17,birmingham-southern,Centre College,Birmingham-Southern,40-52,40,52,"8, 6, 14, 12, 40","9, 15, 15, 13, 52",8,6,14,12,40,9,15,15,13,52,"5-12, 3-3 SAA","11-6, 6-0 SAA",01/20/17,Lose,205,No Location Recorded,6 p.m.,A,172,05:28,"MISS LAYUP by KELLAM,PAIGE",,,,,,,"MISS LAYUP by KELLAM,PAIGE",2,layup,missed,Centre,paige kellam,,328
173,17,birmingham-southern,Centre College,Birmingham-Southern,40-52,40,52,"8, 6, 14, 12, 40","9, 15, 15, 13, 52",8,6,14,12,40,9,15,15,13,52,"5-12, 3-3 SAA","11-6, 6-0 SAA",01/20/17,Lose,205,No Location Recorded,6 p.m.,A,173,--,,,,,"REBOUND DEF by DIXON,JOTHANI",,,"REBOUND DEF by DIXON,JOTHANI",2,defensive rebound,,birmingham-southern,jothani dixon,,
174,17,birmingham-southern,Centre College,Birmingham-Southern,40-52,40,52,"8, 6, 14, 12, 40","9, 15, 15, 13, 52",8,6,14,12,40,9,15,15,13,52,"5-12, 3-3 SAA","11-6, 6-0 SAA",01/20/17,Lose,205,No Location Recorded,6 p.m.,A,174,05:23,,,,,"MISS 3PTR by HOGAN,KAITLIN",,,"MISS 3PTR by HOGAN,KAITLIN",2,three pointer,missed,birmingham-southern,kaitlin hogan,,323
175,17,birmingham-southern,Centre College,Birmingham-Southern,40-52,40,52,"8, 6, 14, 12, 40","9, 15, 15, 13, 52",8,6,14,12,40,9,15,15,13,52,"5-12, 3-3 SAA","11-6, 6-0 SAA",01/20/17,Lose,205,No Location Recorded,6 p.m.,A,175,--,"REBOUND DEF by ANDREASSEN,CAROLINE",,,,,,,"REBOUND DEF by ANDREASSEN,CAROLINE",2,defensive rebound,,Centre,caroline andreassen,,
176,17,birmingham-southern,Centre College,Birmingham-Southern,40-52,40,52,"8, 6, 14, 12, 40","9, 15, 15, 13, 52",8,6,14,12,40,9,15,15,13,52,"5-12, 3-3 SAA","11-6, 6-0 SAA",01/20/17,Lose,205,No Location Recorded,6 p.m.,A,176,05:06,"MISS 3PTR by KELLAM,PAIGE",,,,,,,"MISS 3PTR by KELLAM,PAIGE",2,three pointer,missed,Centre,paige kellam,,306
177,17,birmingham-southern,Centre College,Birmingham-Southern,40-52,40,52,"8, 6, 14, 12, 40","9, 15, 15, 13, 52",8,6,14,12,40,9,15,15,13,52,"5-12, 3-3 SAA","11-6, 6-0 SAA",01/20/17,Lose,205,No Location Recorded,6 p.m.,A,177,--,,,,,"REBOUND DEF by HOGAN,KAITLIN",,,"REBOUND DEF by HOGAN,KAITLIN",2,defensive rebound,,birmingham-southern,kaitlin hogan,,
178,17,birmingham-southern,Centre College,Birmingham-Southern,40-52,40,52,"8, 6, 14, 12, 40","9, 15, 15, 13, 52",8,6,14,12,40,9,15,15,13,52,"5-12, 3-3 SAA","11-6, 6-0 SAA",01/20/17,Lose,205,No Location Recorded,6 p.m.,A,178,04:33,,,,,TURNOVER  by TEAM,,,TURNOVER  by TEAM,2,turnover,,Centre,,,273
179,17,birmingham-southern,Centre College,Birmingham-Southern,40-52,40,52,"8, 6, 14, 12, 40","9, 15, 15, 13, 52",8,6,14,12,40,9,15,15,13,52,"5-12, 3-3 SAA","11-6, 6-0 SAA",01/20/17,Lose,205,No Location Recorded,6 p.m.,A,179,04:32,TIMEOUT 20SEC by TEAM,,,,,,,TIMEOUT 20SEC by TEAM,2,timeout,,Centre,,,272
180,17,birmingham-southern,Centre College,Birmingham-Southern,40-52,40,52,"8, 6, 14, 12, 40","9, 15, 15, 13, 52",8,6,14,12,40,9,15,15,13,52,"5-12, 3-3 SAA","11-6, 6-0 SAA",01/20/17,Lose,205,No Location Recorded,6 p.m.,A,180,04:32,"SUB IN by SCHAD,OLIVIA",,,,,,,"SUB IN by SCHAD,OLIVIA",2,subbing in,,Centre,olivia schad,,272
