,game,opponent name,boxscore_visitor_name,boxscore_home_name,final score,centreFinalScore,opponentFinalScore,centreScoreByPeriod,opponentScoreByPeriod,centreScorePeriod1,centreScorePeriod2,centreScorePeriod3,centreScorePeriod4,opponentScorePeriod1,opponentScorePeriod2,opponentScorePeriod3,opponentScorePeriod4,centreRecord,opponentRecord,gameDate,outcome,attendance,gameLocation,gameTime,homeGame,,Time Remaining,CEN,Away Team Score,Play Team Indicator,Home Team Score,SU,Game Score,Team Indicator,Play,period number,Play Type,Shot Outcome,Team,Player,Points Earned,Time(seconds)
174,4,spalding,Centre College,Spalding,51-70,51,70,"7, 15, 10, 19","16, 20, 21, 13",7,15,10,19,16,20,21,13,No record reported,No record reported,11/22/16,Lose,No Attendence Recorded,No Location Recorded,7:00 PM,A,174,--,,,,,"REBOUND DEF by HARDIN,MAYA",,,"REBOUND DEF by HARDIN,MAYA",2,defensive rebound,,spalding,maya hardin,,
175,4,spalding,Centre College,Spalding,51-70,51,70,"7, 15, 10, 19","16, 20, 21, 13",7,15,10,19,16,20,21,13,No record reported,No record reported,11/22/16,Lose,No Attendence Recorded,No Location Recorded,7:00 PM,A,175,08:19,,,,,"MISS LAYUP by DEE SLITER,DEE",,,"MISS LAYUP by DEE SLITER,DEE",2,layup,missed,spalding,dee dee sliter,,499
176,4,spalding,Centre College,Spalding,51-70,51,70,"7, 15, 10, 19","16, 20, 21, 13",7,15,10,19,16,20,21,13,No record reported,No record reported,11/22/16,Lose,No Attendence Recorded,No Location Recorded,7:00 PM,A,176,--,,,,,"REBOUND OFF by MARTIN,MADDIE",,,"REBOUND OFF by MARTIN,MADDIE",2,offensive rebound,,spalding,maddie martin,,
177,4,spalding,Centre College,Spalding,51-70,51,70,"7, 15, 10, 19","16, 20, 21, 13",7,15,10,19,16,20,21,13,No record reported,No record reported,11/22/16,Lose,No Attendence Recorded,No Location Recorded,7:00 PM,A,177,08:16,,9,,20 (+11),"GOOD LAYUP by MARTIN,MADDIE(in the paint)",SU 9-20 (-11),,"GOOD LAYUP by MARTIN,MADDIE(in the paint)",2,layup,good,spalding,maddie martin,2,496
178,4,spalding,Centre College,Spalding,51-70,51,70,"7, 15, 10, 19","16, 20, 21, 13",7,15,10,19,16,20,21,13,No record reported,No record reported,11/22/16,Lose,No Attendence Recorded,No Location Recorded,7:00 PM,A,178,08:01,"GOOD JUMPER by ANDREASSEN,CAROLINE",11,,20 (+9),,CEN 11-20 (-9),,"GOOD JUMPER by ANDREASSEN,CAROLINE",2,jumper,good,Centre,caroline andreassen,2,481
179,4,spalding,Centre College,Spalding,51-70,51,70,"7, 15, 10, 19","16, 20, 21, 13",7,15,10,19,16,20,21,13,No record reported,No record reported,11/22/16,Lose,No Attendence Recorded,No Location Recorded,7:00 PM,A,179,07:58,,,,,"FOUL  by MARTIN,MADDIE",,,"FOUL  by MARTIN,MADDIE",2,foul,,spalding,maddie martin,,478
180,4,spalding,Centre College,Spalding,51-70,51,70,"7, 15, 10, 19","16, 20, 21, 13",7,15,10,19,16,20,21,13,No record reported,No record reported,11/22/16,Lose,No Attendence Recorded,No Location Recorded,7:00 PM,A,180,07:58,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2,timeout,,Centre,,,478
181,4,spalding,Centre College,Spalding,51-70,51,70,"7, 15, 10, 19","16, 20, 21, 13",7,15,10,19,16,20,21,13,No record reported,No record reported,11/22/16,Lose,No Attendence Recorded,No Location Recorded,7:00 PM,A,181,07:58,"GOOD FT by ANDREASSEN,CAROLINE",12,,20 (+8),,CEN 12-20 (-8),,"GOOD FT by ANDREASSEN,CAROLINE",2,free throw,good,Centre,caroline andreassen,1,478
182,4,spalding,Centre College,Spalding,51-70,51,70,"7, 15, 10, 19","16, 20, 21, 13",7,15,10,19,16,20,21,13,No record reported,No record reported,11/22/16,Lose,No Attendence Recorded,No Location Recorded,7:00 PM,A,182,07:58,"SUB IN by SCHAD,OLIVIA",,,,,,,"SUB IN by SCHAD,OLIVIA",2,subbing in,,Centre,olivia schad,,478
183,4,spalding,Centre College,Spalding,51-70,51,70,"7, 15, 10, 19","16, 20, 21, 13",7,15,10,19,16,20,21,13,No record reported,No record reported,11/22/16,Lose,No Attendence Recorded,No Location Recorded,7:00 PM,A,183,07:58,"SUB OUT by KELLAM,PAIGE",,,,,,,"SUB OUT by KELLAM,PAIGE",2,subbing out,,Centre,paige kellam,,478
184,4,spalding,Centre College,Spalding,51-70,51,70,"7, 15, 10, 19","16, 20, 21, 13",7,15,10,19,16,20,21,13,No record reported,No record reported,11/22/16,Lose,No Attendence Recorded,No Location Recorded,7:00 PM,A,184,07:38,,,,,"MISS JUMPER by DEE SLITER,DEE",,,"MISS JUMPER by DEE SLITER,DEE",2,jumper,missed,spalding,dee dee sliter,,458
185,4,spalding,Centre College,Spalding,51-70,51,70,"7, 15, 10, 19","16, 20, 21, 13",7,15,10,19,16,20,21,13,No record reported,No record reported,11/22/16,Lose,No Attendence Recorded,No Location Recorded,7:00 PM,A,185,--,"REBOUND DEF by VANCE,DAY",,,,,,,"REBOUND DEF by VANCE,DAY",2,defensive rebound,,Centre,day vance,,
186,4,spalding,Centre College,Spalding,51-70,51,70,"7, 15, 10, 19","16, 20, 21, 13",7,15,10,19,16,20,21,13,No record reported,No record reported,11/22/16,Lose,No Attendence Recorded,No Location Recorded,7:00 PM,A,186,07:30,"TURNOVER  by MILLER,LAKKEN",,,,,,,"TURNOVER  by MILLER,LAKKEN",2,turnover,,Centre,lakken miller,,450
187,4,spalding,Centre College,Spalding,51-70,51,70,"7, 15, 10, 19","16, 20, 21, 13",7,15,10,19,16,20,21,13,No record reported,No record reported,11/22/16,Lose,No Attendence Recorded,No Location Recorded,7:00 PM,A,187,07:16,,12,,22 (+10),"GOOD LAYUP by MARTIN,MADDIE(in the paint)",SU 12-22 (-10),,"GOOD LAYUP by MARTIN,MADDIE(in the paint)",2,layup,good,spalding,maddie martin,2,436
188,4,spalding,Centre College,Spalding,51-70,51,70,"7, 15, 10, 19","16, 20, 21, 13",7,15,10,19,16,20,21,13,No record reported,No record reported,11/22/16,Lose,No Attendence Recorded,No Location Recorded,7:00 PM,A,188,--,,,,,"ASSIST  by HARDIN,MAYA",,,"ASSIST  by HARDIN,MAYA",2,assist,,spalding,maya hardin,,
189,4,spalding,Centre College,Spalding,51-70,51,70,"7, 15, 10, 19","16, 20, 21, 13",7,15,10,19,16,20,21,13,No record reported,No record reported,11/22/16,Lose,No Attendence Recorded,No Location Recorded,7:00 PM,A,189,06:54,"GOOD LAYUP by VANCE,DAY(in the paint)",14,,22 (+8),,CEN 14-22 (-8),,"GOOD LAYUP by VANCE,DAY(in the paint)",2,layup,good,Centre,day vance,2,414
190,4,spalding,Centre College,Spalding,51-70,51,70,"7, 15, 10, 19","16, 20, 21, 13",7,15,10,19,16,20,21,13,No record reported,No record reported,11/22/16,Lose,No Attendence Recorded,No Location Recorded,7:00 PM,A,190,06:39,,,,,"MISS LAYUP by MARTIN,MADDIE",,,"MISS LAYUP by MARTIN,MADDIE",2,layup,missed,spalding,maddie martin,,399
191,4,spalding,Centre College,Spalding,51-70,51,70,"7, 15, 10, 19","16, 20, 21, 13",7,15,10,19,16,20,21,13,No record reported,No record reported,11/22/16,Lose,No Attendence Recorded,No Location Recorded,7:00 PM,A,191,--,"REBOUND DEF by VANCE,DAY",,,,,,,"REBOUND DEF by VANCE,DAY",2,defensive rebound,,Centre,day vance,,
192,4,spalding,Centre College,Spalding,51-70,51,70,"7, 15, 10, 19","16, 20, 21, 13",7,15,10,19,16,20,21,13,No record reported,No record reported,11/22/16,Lose,No Attendence Recorded,No Location Recorded,7:00 PM,A,192,06:32,"MISS LAYUP by SCHAD,OLIVIA",,,,,,,"MISS LAYUP by SCHAD,OLIVIA",2,layup,missed,Centre,olivia schad,,392
193,4,spalding,Centre College,Spalding,51-70,51,70,"7, 15, 10, 19","16, 20, 21, 13",7,15,10,19,16,20,21,13,No record reported,No record reported,11/22/16,Lose,No Attendence Recorded,No Location Recorded,7:00 PM,A,193,--,,,,,"REBOUND DEF by MARTIN,MADDIE",,,"REBOUND DEF by MARTIN,MADDIE",2,defensive rebound,,spalding,maddie martin,,
194,4,spalding,Centre College,Spalding,51-70,51,70,"7, 15, 10, 19","16, 20, 21, 13",7,15,10,19,16,20,21,13,No record reported,No record reported,11/22/16,Lose,No Attendence Recorded,No Location Recorded,7:00 PM,A,194,06:20,,,,,"MISS 3PTR by MARTIN,ALEX",,,"MISS 3PTR by MARTIN,ALEX",2,three pointer,missed,spalding,alex martin,,380
195,4,spalding,Centre College,Spalding,51-70,51,70,"7, 15, 10, 19","16, 20, 21, 13",7,15,10,19,16,20,21,13,No record reported,No record reported,11/22/16,Lose,No Attendence Recorded,No Location Recorded,7:00 PM,A,195,--,"REBOUND DEF by ANDREASSEN,CAROLINE",,,,,,,"REBOUND DEF by ANDREASSEN,CAROLINE",2,defensive rebound,,Centre,caroline andreassen,,
196,4,spalding,Centre College,Spalding,51-70,51,70,"7, 15, 10, 19","16, 20, 21, 13",7,15,10,19,16,20,21,13,No record reported,No record reported,11/22/16,Lose,No Attendence Recorded,No Location Recorded,7:00 PM,A,196,06:13,"GOOD 3PTR by MILLER,LAKKEN",17,,22 (+5),,CEN 17-22 (-5),,"GOOD 3PTR by MILLER,LAKKEN",2,three pointer,good,Centre,lakken miller,3,373
197,4,spalding,Centre College,Spalding,51-70,51,70,"7, 15, 10, 19","16, 20, 21, 13",7,15,10,19,16,20,21,13,No record reported,No record reported,11/22/16,Lose,No Attendence Recorded,No Location Recorded,7:00 PM,A,197,--,"ASSIST  by SCHAD,OLIVIA",,,,,,,"ASSIST  by SCHAD,OLIVIA",2,assist,,Centre,olivia schad,,
198,4,spalding,Centre College,Spalding,51-70,51,70,"7, 15, 10, 19","16, 20, 21, 13",7,15,10,19,16,20,21,13,No record reported,No record reported,11/22/16,Lose,No Attendence Recorded,No Location Recorded,7:00 PM,A,198,05:54,,,,,"MISS JUMPER by HARDIN,MAYA",,,"MISS JUMPER by HARDIN,MAYA",2,jumper,missed,spalding,maya hardin,,354
199,4,spalding,Centre College,Spalding,51-70,51,70,"7, 15, 10, 19","16, 20, 21, 13",7,15,10,19,16,20,21,13,No record reported,No record reported,11/22/16,Lose,No Attendence Recorded,No Location Recorded,7:00 PM,A,199,--,"REBOUND DEF by VANCE,DAY",,,,,,,"REBOUND DEF by VANCE,DAY",2,defensive rebound,,Centre,day vance,,
200,4,spalding,Centre College,Spalding,51-70,51,70,"7, 15, 10, 19","16, 20, 21, 13",7,15,10,19,16,20,21,13,No record reported,No record reported,11/22/16,Lose,No Attendence Recorded,No Location Recorded,7:00 PM,A,200,05:47,"TURNOVER  by STEWART,ABIGAIL",,,,,,,"TURNOVER  by STEWART,ABIGAIL",2,turnover,,Centre,abigail stewart,,347
201,4,spalding,Centre College,Spalding,51-70,51,70,"7, 15, 10, 19","16, 20, 21, 13",7,15,10,19,16,20,21,13,No record reported,No record reported,11/22/16,Lose,No Attendence Recorded,No Location Recorded,7:00 PM,A,201,05:45,,,,,"STEAL  by HARDIN,MAYA",,,"STEAL  by HARDIN,MAYA",2,steal,,spalding,,,345
202,4,spalding,Centre College,Spalding,51-70,51,70,"7, 15, 10, 19","16, 20, 21, 13",7,15,10,19,16,20,21,13,No record reported,No record reported,11/22/16,Lose,No Attendence Recorded,No Location Recorded,7:00 PM,A,202,05:27,,,,,"MISS JUMPER by HARDIN,MAYA",,,"MISS JUMPER by HARDIN,MAYA",2,jumper,missed,spalding,maya hardin,,327
203,4,spalding,Centre College,Spalding,51-70,51,70,"7, 15, 10, 19","16, 20, 21, 13",7,15,10,19,16,20,21,13,No record reported,No record reported,11/22/16,Lose,No Attendence Recorded,No Location Recorded,7:00 PM,A,203,--,,,,,REBOUND OFF by TEAM,,,REBOUND OFF by TEAM,2,offensive rebound,,Centre,,,
204,4,spalding,Centre College,Spalding,51-70,51,70,"7, 15, 10, 19","16, 20, 21, 13",7,15,10,19,16,20,21,13,No record reported,No record reported,11/22/16,Lose,No Attendence Recorded,No Location Recorded,7:00 PM,A,204,05:20,,,,,"SUB IN by JUST,ALLISON",,,"SUB IN by JUST,ALLISON",2,subbing in,,spalding,allison just,,320
205,4,spalding,Centre College,Spalding,51-70,51,70,"7, 15, 10, 19","16, 20, 21, 13",7,15,10,19,16,20,21,13,No record reported,No record reported,11/22/16,Lose,No Attendence Recorded,No Location Recorded,7:00 PM,A,205,05:20,,,,,"SUB IN by MARTIN,ALEX",,,"SUB IN by MARTIN,ALEX",2,subbing in,,spalding,alex martin,,320
206,4,spalding,Centre College,Spalding,51-70,51,70,"7, 15, 10, 19","16, 20, 21, 13",7,15,10,19,16,20,21,13,No record reported,No record reported,11/22/16,Lose,No Attendence Recorded,No Location Recorded,7:00 PM,A,206,05:20,,,,,"SUB IN by MATTHEWS,LELANDA",,,"SUB IN by MATTHEWS,LELANDA",2,subbing in,,spalding,lelanda matthews,,320
207,4,spalding,Centre College,Spalding,51-70,51,70,"7, 15, 10, 19","16, 20, 21, 13",7,15,10,19,16,20,21,13,No record reported,No record reported,11/22/16,Lose,No Attendence Recorded,No Location Recorded,7:00 PM,A,207,05:20,,,,,"SUB IN by BOWDEN,MICAIAH",,,"SUB IN by BOWDEN,MICAIAH",2,subbing in,,spalding,micaiah bowden,,320
208,4,spalding,Centre College,Spalding,51-70,51,70,"7, 15, 10, 19","16, 20, 21, 13",7,15,10,19,16,20,21,13,No record reported,No record reported,11/22/16,Lose,No Attendence Recorded,No Location Recorded,7:00 PM,A,208,05:20,,,,,"SUB IN by DEE SLITER,DEE",,,"SUB IN by DEE SLITER,DEE",2,subbing in,,spalding,dee dee sliter,,320
209,4,spalding,Centre College,Spalding,51-70,51,70,"7, 15, 10, 19","16, 20, 21, 13",7,15,10,19,16,20,21,13,No record reported,No record reported,11/22/16,Lose,No Attendence Recorded,No Location Recorded,7:00 PM,A,209,05:20,,,,,"SUB OUT by GOEING,MEGAN",,,"SUB OUT by GOEING,MEGAN",2,subbing out,,spalding,megan goeing,,320
210,4,spalding,Centre College,Spalding,51-70,51,70,"7, 15, 10, 19","16, 20, 21, 13",7,15,10,19,16,20,21,13,No record reported,No record reported,11/22/16,Lose,No Attendence Recorded,No Location Recorded,7:00 PM,A,210,05:20,,,,,"SUB OUT by MATTHEWS,LELANDA",,,"SUB OUT by MATTHEWS,LELANDA",2,subbing out,,spalding,lelanda matthews,,320
211,4,spalding,Centre College,Spalding,51-70,51,70,"7, 15, 10, 19","16, 20, 21, 13",7,15,10,19,16,20,21,13,No record reported,No record reported,11/22/16,Lose,No Attendence Recorded,No Location Recorded,7:00 PM,A,211,05:20,,,,,"SUB OUT by BOWDEN,MICAIAH",,,"SUB OUT by BOWDEN,MICAIAH",2,subbing out,,spalding,micaiah bowden,,320
212,4,spalding,Centre College,Spalding,51-70,51,70,"7, 15, 10, 19","16, 20, 21, 13",7,15,10,19,16,20,21,13,No record reported,No record reported,11/22/16,Lose,No Attendence Recorded,No Location Recorded,7:00 PM,A,212,05:20,,,,,"SUB OUT by GAHAGAN,TSELEM",,,"SUB OUT by GAHAGAN,TSELEM",2,subbing out,,spalding,tselem gahagan,,320
213,4,spalding,Centre College,Spalding,51-70,51,70,"7, 15, 10, 19","16, 20, 21, 13",7,15,10,19,16,20,21,13,No record reported,No record reported,11/22/16,Lose,No Attendence Recorded,No Location Recorded,7:00 PM,A,213,05:20,,,,,"SUB OUT by HUNTER,BRANDY",,,"SUB OUT by HUNTER,BRANDY",2,subbing out,,spalding,brandy hunter,,320
214,4,spalding,Centre College,Spalding,51-70,51,70,"7, 15, 10, 19","16, 20, 21, 13",7,15,10,19,16,20,21,13,No record reported,No record reported,11/22/16,Lose,No Attendence Recorded,No Location Recorded,7:00 PM,A,214,05:15,,,,,"MISS JUMPER by DEE SLITER,DEE",,,"MISS JUMPER by DEE SLITER,DEE",2,jumper,missed,spalding,dee dee sliter,,315
215,4,spalding,Centre College,Spalding,51-70,51,70,"7, 15, 10, 19","16, 20, 21, 13",7,15,10,19,16,20,21,13,No record reported,No record reported,11/22/16,Lose,No Attendence Recorded,No Location Recorded,7:00 PM,A,215,--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,2,defensive rebound,,Centre,,,
216,4,spalding,Centre College,Spalding,51-70,51,70,"7, 15, 10, 19","16, 20, 21, 13",7,15,10,19,16,20,21,13,No record reported,No record reported,11/22/16,Lose,No Attendence Recorded,No Location Recorded,7:00 PM,A,216,05:15,,,,,"FOUL  by MATTHEWS,LELANDA",,,"FOUL  by MATTHEWS,LELANDA",2,foul,,spalding,lelanda matthews,,315
217,4,spalding,Centre College,Spalding,51-70,51,70,"7, 15, 10, 19","16, 20, 21, 13",7,15,10,19,16,20,21,13,No record reported,No record reported,11/22/16,Lose,No Attendence Recorded,No Location Recorded,7:00 PM,A,217,05:15,"SUB IN by GOETZ,ABBY",,,,,,,"SUB IN by GOETZ,ABBY",2,subbing in,,Centre,abby goetz,,315
218,4,spalding,Centre College,Spalding,51-70,51,70,"7, 15, 10, 19","16, 20, 21, 13",7,15,10,19,16,20,21,13,No record reported,No record reported,11/22/16,Lose,No Attendence Recorded,No Location Recorded,7:00 PM,A,218,05:15,"SUB IN by MILLER,LAKKEN",,,,,,,"SUB IN by MILLER,LAKKEN",2,subbing in,,Centre,lakken miller,,315
219,4,spalding,Centre College,Spalding,51-70,51,70,"7, 15, 10, 19","16, 20, 21, 13",7,15,10,19,16,20,21,13,No record reported,No record reported,11/22/16,Lose,No Attendence Recorded,No Location Recorded,7:00 PM,A,219,05:15,"SUB IN by BUNNER,CHEYENNE",,,,,,,"SUB IN by BUNNER,CHEYENNE",2,subbing in,,Centre,cheyenne bunner,,315
220,4,spalding,Centre College,Spalding,51-70,51,70,"7, 15, 10, 19","16, 20, 21, 13",7,15,10,19,16,20,21,13,No record reported,No record reported,11/22/16,Lose,No Attendence Recorded,No Location Recorded,7:00 PM,A,220,05:15,"SUB IN by MOORE,LAUREN",,,,,,,"SUB IN by MOORE,LAUREN",2,subbing in,,Centre,lauren moore,,315
221,4,spalding,Centre College,Spalding,51-70,51,70,"7, 15, 10, 19","16, 20, 21, 13",7,15,10,19,16,20,21,13,No record reported,No record reported,11/22/16,Lose,No Attendence Recorded,No Location Recorded,7:00 PM,A,221,05:15,"SUB IN by BALLARD,AMI",,,,,,,"SUB IN by BALLARD,AMI",2,subbing in,,Centre,ami ballard,,315
222,4,spalding,Centre College,Spalding,51-70,51,70,"7, 15, 10, 19","16, 20, 21, 13",7,15,10,19,16,20,21,13,No record reported,No record reported,11/22/16,Lose,No Attendence Recorded,No Location Recorded,7:00 PM,A,222,05:15,"SUB OUT by GOETZ,ABBY",,,,,,,"SUB OUT by GOETZ,ABBY",2,subbing out,,Centre,abby goetz,,315
223,4,spalding,Centre College,Spalding,51-70,51,70,"7, 15, 10, 19","16, 20, 21, 13",7,15,10,19,16,20,21,13,No record reported,No record reported,11/22/16,Lose,No Attendence Recorded,No Location Recorded,7:00 PM,A,223,05:15,"SUB OUT by ADEROBA,OYIN",,,,,,,"SUB OUT by ADEROBA,OYIN",2,subbing out,,Centre,oyin aderoba,,315
224,4,spalding,Centre College,Spalding,51-70,51,70,"7, 15, 10, 19","16, 20, 21, 13",7,15,10,19,16,20,21,13,No record reported,No record reported,11/22/16,Lose,No Attendence Recorded,No Location Recorded,7:00 PM,A,224,05:15,"SUB OUT by BUNNER,CHEYENNE",,,,,,,"SUB OUT by BUNNER,CHEYENNE",2,subbing out,,Centre,cheyenne bunner,,315
225,4,spalding,Centre College,Spalding,51-70,51,70,"7, 15, 10, 19","16, 20, 21, 13",7,15,10,19,16,20,21,13,No record reported,No record reported,11/22/16,Lose,No Attendence Recorded,No Location Recorded,7:00 PM,A,225,05:15,"SUB OUT by MOORE,LAUREN",,,,,,,"SUB OUT by MOORE,LAUREN",2,subbing out,,Centre,lauren moore,,315
226,4,spalding,Centre College,Spalding,51-70,51,70,"7, 15, 10, 19","16, 20, 21, 13",7,15,10,19,16,20,21,13,No record reported,No record reported,11/22/16,Lose,No Attendence Recorded,No Location Recorded,7:00 PM,A,226,05:15,"SUB OUT by BALLARD,AMI",,,,,,,"SUB OUT by BALLARD,AMI",2,subbing out,,Centre,ami ballard,,315
227,4,spalding,Centre College,Spalding,51-70,51,70,"7, 15, 10, 19","16, 20, 21, 13",7,15,10,19,16,20,21,13,No record reported,No record reported,11/22/16,Lose,No Attendence Recorded,No Location Recorded,7:00 PM,A,227,04:59,"MISS JUMPER by BALLARD,AMI",,,,,,,"MISS JUMPER by BALLARD,AMI",2,jumper,missed,Centre,ami ballard,,299
228,4,spalding,Centre College,Spalding,51-70,51,70,"7, 15, 10, 19","16, 20, 21, 13",7,15,10,19,16,20,21,13,No record reported,No record reported,11/22/16,Lose,No Attendence Recorded,No Location Recorded,7:00 PM,A,228,--,,,,,"REBOUND DEF by MATTHEWS,LELANDA",,,"REBOUND DEF by MATTHEWS,LELANDA",2,defensive rebound,,spalding,lelanda matthews,,
229,4,spalding,Centre College,Spalding,51-70,51,70,"7, 15, 10, 19","16, 20, 21, 13",7,15,10,19,16,20,21,13,No record reported,No record reported,11/22/16,Lose,No Attendence Recorded,No Location Recorded,7:00 PM,A,229,04:40,,,,,"MISS 3PTR by JUST,ALLISON",,,"MISS 3PTR by JUST,ALLISON",2,three pointer,missed,spalding,allison just,,280
230,4,spalding,Centre College,Spalding,51-70,51,70,"7, 15, 10, 19","16, 20, 21, 13",7,15,10,19,16,20,21,13,No record reported,No record reported,11/22/16,Lose,No Attendence Recorded,No Location Recorded,7:00 PM,A,230,--,"REBOUND DEF by GOETZ,ABBY",,,,,,,"REBOUND DEF by GOETZ,ABBY",2,defensive rebound,,Centre,abby goetz,,
231,4,spalding,Centre College,Spalding,51-70,51,70,"7, 15, 10, 19","16, 20, 21, 13",7,15,10,19,16,20,21,13,No record reported,No record reported,11/22/16,Lose,No Attendence Recorded,No Location Recorded,7:00 PM,A,231,04:22,"TURNOVER  by BUNNER,CHEYENNE",,,,,,,"TURNOVER  by BUNNER,CHEYENNE",2,turnover,,Centre,cheyenne bunner,,262
232,4,spalding,Centre College,Spalding,51-70,51,70,"7, 15, 10, 19","16, 20, 21, 13",7,15,10,19,16,20,21,13,No record reported,No record reported,11/22/16,Lose,No Attendence Recorded,No Location Recorded,7:00 PM,A,232,04:22,,,,,"SUB IN by HUNTER,BRANDY",,,"SUB IN by HUNTER,BRANDY",2,subbing in,,spalding,brandy hunter,,262
233,4,spalding,Centre College,Spalding,51-70,51,70,"7, 15, 10, 19","16, 20, 21, 13",7,15,10,19,16,20,21,13,No record reported,No record reported,11/22/16,Lose,No Attendence Recorded,No Location Recorded,7:00 PM,A,233,04:22,,,,,"SUB OUT by MARTIN,ALEX",,,"SUB OUT by MARTIN,ALEX",2,subbing out,,spalding,alex martin,,262
234,4,spalding,Centre College,Spalding,51-70,51,70,"7, 15, 10, 19","16, 20, 21, 13",7,15,10,19,16,20,21,13,No record reported,No record reported,11/22/16,Lose,No Attendence Recorded,No Location Recorded,7:00 PM,A,234,04:05,,17,,24 (+7),"GOOD JUMPER by HUNTER,BRANDY",SU 17-24 (-7),,"GOOD JUMPER by HUNTER,BRANDY",2,jumper,good,spalding,brandy hunter,2,245
235,4,spalding,Centre College,Spalding,51-70,51,70,"7, 15, 10, 19","16, 20, 21, 13",7,15,10,19,16,20,21,13,No record reported,No record reported,11/22/16,Lose,No Attendence Recorded,No Location Recorded,7:00 PM,A,235,--,,,,,"ASSIST  by DEE SLITER,DEE",,,"ASSIST  by DEE SLITER,DEE",2,assist,,spalding,dee dee sliter,,
236,4,spalding,Centre College,Spalding,51-70,51,70,"7, 15, 10, 19","16, 20, 21, 13",7,15,10,19,16,20,21,13,No record reported,No record reported,11/22/16,Lose,No Attendence Recorded,No Location Recorded,7:00 PM,A,236,03:40,"MISS 3PTR by MILLER,LAKKEN",,,,,,,"MISS 3PTR by MILLER,LAKKEN",2,three pointer,missed,Centre,lakken miller,,220
237,4,spalding,Centre College,Spalding,51-70,51,70,"7, 15, 10, 19","16, 20, 21, 13",7,15,10,19,16,20,21,13,No record reported,No record reported,11/22/16,Lose,No Attendence Recorded,No Location Recorded,7:00 PM,A,237,--,,,,,"REBOUND DEF by MATTHEWS,LELANDA",,,"REBOUND DEF by MATTHEWS,LELANDA",2,defensive rebound,,spalding,lelanda matthews,,
238,4,spalding,Centre College,Spalding,51-70,51,70,"7, 15, 10, 19","16, 20, 21, 13",7,15,10,19,16,20,21,13,No record reported,No record reported,11/22/16,Lose,No Attendence Recorded,No Location Recorded,7:00 PM,A,238,03:20,,17,,26 (+9),"GOOD JUMPER by DEE SLITER,DEE",SU 17-26 (-9),,"GOOD JUMPER by DEE SLITER,DEE",2,jumper,good,spalding,dee dee sliter,2,200
239,4,spalding,Centre College,Spalding,51-70,51,70,"7, 15, 10, 19","16, 20, 21, 13",7,15,10,19,16,20,21,13,No record reported,No record reported,11/22/16,Lose,No Attendence Recorded,No Location Recorded,7:00 PM,A,239,--,,,,,"ASSIST  by JUST,ALLISON",,,"ASSIST  by JUST,ALLISON",2,assist,,spalding,allison just,,
240,4,spalding,Centre College,Spalding,51-70,51,70,"7, 15, 10, 19","16, 20, 21, 13",7,15,10,19,16,20,21,13,No record reported,No record reported,11/22/16,Lose,No Attendence Recorded,No Location Recorded,7:00 PM,A,240,02:56,"MISS JUMPER by BUNNER,CHEYENNE",,,,,,,"MISS JUMPER by BUNNER,CHEYENNE",2,jumper,missed,Centre,cheyenne bunner,,176
241,4,spalding,Centre College,Spalding,51-70,51,70,"7, 15, 10, 19","16, 20, 21, 13",7,15,10,19,16,20,21,13,No record reported,No record reported,11/22/16,Lose,No Attendence Recorded,No Location Recorded,7:00 PM,A,241,02:56,,,,,"BLOCK  by MATTHEWS,LELANDA",,,"BLOCK  by MATTHEWS,LELANDA",2,block,,spalding,lelanda matthews,,176
242,4,spalding,Centre College,Spalding,51-70,51,70,"7, 15, 10, 19","16, 20, 21, 13",7,15,10,19,16,20,21,13,No record reported,No record reported,11/22/16,Lose,No Attendence Recorded,No Location Recorded,7:00 PM,A,242,--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,2,offensive rebound,,Centre,,,
243,4,spalding,Centre College,Spalding,51-70,51,70,"7, 15, 10, 19","16, 20, 21, 13",7,15,10,19,16,20,21,13,No record reported,No record reported,11/22/16,Lose,No Attendence Recorded,No Location Recorded,7:00 PM,A,243,02:51,"SUB IN by RICE,MADISON",,,,,,,"SUB IN by RICE,MADISON",2,subbing in,,Centre,madison rice,,171
244,4,spalding,Centre College,Spalding,51-70,51,70,"7, 15, 10, 19","16, 20, 21, 13",7,15,10,19,16,20,21,13,No record reported,No record reported,11/22/16,Lose,No Attendence Recorded,No Location Recorded,7:00 PM,A,244,02:51,"SUB IN by FEE,MIKAYLA",,,,,,,"SUB IN by FEE,MIKAYLA",2,subbing in,,Centre,mikayla fee,,171
245,4,spalding,Centre College,Spalding,51-70,51,70,"7, 15, 10, 19","16, 20, 21, 13",7,15,10,19,16,20,21,13,No record reported,No record reported,11/22/16,Lose,No Attendence Recorded,No Location Recorded,7:00 PM,A,245,02:51,"SUB IN by ANDREASSEN,CAROLINE",,,,,,,"SUB IN by ANDREASSEN,CAROLINE",2,subbing in,,Centre,caroline andreassen,,171
