,game,opponent name,boxscore_visitor_name,boxscore_home_name,final score,centreFinalScore,opponentFinalScore,centreScoreByPeriod,opponentScoreByPeriod,centreScorePeriod1,centreScorePeriod2,centreScorePeriod3,centreScorePeriod4,opponentScorePeriod1,opponentScorePeriod2,opponentScorePeriod3,opponentScorePeriod4,centreRecord,opponentRecord,gameDate,outcome,attendance,gameLocation,gameTime,homeGame,,Time Remaining,CEN,Away Team Score,Play Team Indicator,Home Team Score,SU,Game Score,Team Indicator,Play,period number,Play Type,Shot Outcome,Team,Player,Points Earned,Time(seconds)
348,4,spalding,Centre College,Spalding,51-70,51,70,"7, 15, 10, 19","16, 20, 21, 13",7,15,10,19,16,20,21,13,No record reported,No record reported,11/22/16,Lose,No Attendence Recorded,No Location Recorded,7:00 PM,A,348,07:31,,,,,"SUB OUT by MATTHEWS,LELANDA",,,"SUB OUT by MATTHEWS,LELANDA",3,subbing out,,spalding,lelanda matthews,,451
349,4,spalding,Centre College,Spalding,51-70,51,70,"7, 15, 10, 19","16, 20, 21, 13",7,15,10,19,16,20,21,13,No record reported,No record reported,11/22/16,Lose,No Attendence Recorded,No Location Recorded,7:00 PM,A,349,07:31,,,,,"SUB OUT by BOWDEN,MICAIAH",,,"SUB OUT by BOWDEN,MICAIAH",3,subbing out,,spalding,micaiah bowden,,451
350,4,spalding,Centre College,Spalding,51-70,51,70,"7, 15, 10, 19","16, 20, 21, 13",7,15,10,19,16,20,21,13,No record reported,No record reported,11/22/16,Lose,No Attendence Recorded,No Location Recorded,7:00 PM,A,350,07:31,,,,,"SUB OUT by GAHAGAN,TSELEM",,,"SUB OUT by GAHAGAN,TSELEM",3,subbing out,,spalding,tselem gahagan,,451
351,4,spalding,Centre College,Spalding,51-70,51,70,"7, 15, 10, 19","16, 20, 21, 13",7,15,10,19,16,20,21,13,No record reported,No record reported,11/22/16,Lose,No Attendence Recorded,No Location Recorded,7:00 PM,A,351,07:31,,,,,"SUB OUT by HUNTER,BRANDY",,,"SUB OUT by HUNTER,BRANDY",3,subbing out,,spalding,brandy hunter,,451
352,4,spalding,Centre College,Spalding,51-70,51,70,"7, 15, 10, 19","16, 20, 21, 13",7,15,10,19,16,20,21,13,No record reported,No record reported,11/22/16,Lose,No Attendence Recorded,No Location Recorded,7:00 PM,A,352,07:24,,,,,"MISS JUMPER by MARTIN,ALEX",,,"MISS JUMPER by MARTIN,ALEX",3,jumper,missed,spalding,alex martin,,444
353,4,spalding,Centre College,Spalding,51-70,51,70,"7, 15, 10, 19","16, 20, 21, 13",7,15,10,19,16,20,21,13,No record reported,No record reported,11/22/16,Lose,No Attendence Recorded,No Location Recorded,7:00 PM,A,353,--,"REBOUND DEF by ANDREASSEN,CAROLINE",,,,,,,"REBOUND DEF by ANDREASSEN,CAROLINE",3,defensive rebound,,Centre,caroline andreassen,,
354,4,spalding,Centre College,Spalding,51-70,51,70,"7, 15, 10, 19","16, 20, 21, 13",7,15,10,19,16,20,21,13,No record reported,No record reported,11/22/16,Lose,No Attendence Recorded,No Location Recorded,7:00 PM,A,354,07:14,"MISS JUMPER by ANDREASSEN,CAROLINE",,,,,,,"MISS JUMPER by ANDREASSEN,CAROLINE",3,jumper,missed,Centre,caroline andreassen,,434
355,4,spalding,Centre College,Spalding,51-70,51,70,"7, 15, 10, 19","16, 20, 21, 13",7,15,10,19,16,20,21,13,No record reported,No record reported,11/22/16,Lose,No Attendence Recorded,No Location Recorded,7:00 PM,A,355,--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,3,defensive rebound,,Centre,,,
356,4,spalding,Centre College,Spalding,51-70,51,70,"7, 15, 10, 19","16, 20, 21, 13",7,15,10,19,16,20,21,13,No record reported,No record reported,11/22/16,Lose,No Attendence Recorded,No Location Recorded,7:00 PM,A,356,07:13,,,,,"FOUL  by BOWDEN,MICAIAH",,,"FOUL  by BOWDEN,MICAIAH",3,foul,,spalding,micaiah bowden,,433
357,4,spalding,Centre College,Spalding,51-70,51,70,"7, 15, 10, 19","16, 20, 21, 13",7,15,10,19,16,20,21,13,No record reported,No record reported,11/22/16,Lose,No Attendence Recorded,No Location Recorded,7:00 PM,A,357,07:11,"MISS 3PTR by ANDREASSEN,CAROLINE",,,,,,,"MISS 3PTR by ANDREASSEN,CAROLINE",3,three pointer,missed,Centre,caroline andreassen,,431
358,4,spalding,Centre College,Spalding,51-70,51,70,"7, 15, 10, 19","16, 20, 21, 13",7,15,10,19,16,20,21,13,No record reported,No record reported,11/22/16,Lose,No Attendence Recorded,No Location Recorded,7:00 PM,A,358,--,"REBOUND OFF by RICE,MADISON",,,,,,,"REBOUND OFF by RICE,MADISON",3,offensive rebound,,Centre,madison rice,,
359,4,spalding,Centre College,Spalding,51-70,51,70,"7, 15, 10, 19","16, 20, 21, 13",7,15,10,19,16,20,21,13,No record reported,No record reported,11/22/16,Lose,No Attendence Recorded,No Location Recorded,7:00 PM,A,359,06:54,"GOOD JUMPER by FEE,MIKAYLA",27,,40 (+13),,CEN 27-40 (-13),,"GOOD JUMPER by FEE,MIKAYLA",3,jumper,good,Centre,mikayla fee,2,414
360,4,spalding,Centre College,Spalding,51-70,51,70,"7, 15, 10, 19","16, 20, 21, 13",7,15,10,19,16,20,21,13,No record reported,No record reported,11/22/16,Lose,No Attendence Recorded,No Location Recorded,7:00 PM,A,360,--,"ASSIST  by ANDREASSEN,CAROLINE",,,,,,,"ASSIST  by ANDREASSEN,CAROLINE",3,assist,,Centre,caroline andreassen,,
361,4,spalding,Centre College,Spalding,51-70,51,70,"7, 15, 10, 19","16, 20, 21, 13",7,15,10,19,16,20,21,13,No record reported,No record reported,11/22/16,Lose,No Attendence Recorded,No Location Recorded,7:00 PM,A,361,06:43,,27,,43 (+16),"GOOD 3PTR by HARDIN,MAYA",SU 27-43 (-16),,"GOOD 3PTR by HARDIN,MAYA",3,three pointer,good,spalding,maya hardin,3,403
362,4,spalding,Centre College,Spalding,51-70,51,70,"7, 15, 10, 19","16, 20, 21, 13",7,15,10,19,16,20,21,13,No record reported,No record reported,11/22/16,Lose,No Attendence Recorded,No Location Recorded,7:00 PM,A,362,--,,,,,"ASSIST  by MARTIN,ALEX",,,"ASSIST  by MARTIN,ALEX",3,assist,,spalding,alex martin,,
363,4,spalding,Centre College,Spalding,51-70,51,70,"7, 15, 10, 19","16, 20, 21, 13",7,15,10,19,16,20,21,13,No record reported,No record reported,11/22/16,Lose,No Attendence Recorded,No Location Recorded,7:00 PM,A,363,06:30,,,,,"SUB IN by HARDIN,MAYA",,,"SUB IN by HARDIN,MAYA",3,subbing in,,spalding,maya hardin,,390
364,4,spalding,Centre College,Spalding,51-70,51,70,"7, 15, 10, 19","16, 20, 21, 13",7,15,10,19,16,20,21,13,No record reported,No record reported,11/22/16,Lose,No Attendence Recorded,No Location Recorded,7:00 PM,A,364,06:30,,,,,"SUB OUT by MARTIN,MADDIE",,,"SUB OUT by MARTIN,MADDIE",3,subbing out,,spalding,maddie martin,,390
365,4,spalding,Centre College,Spalding,51-70,51,70,"7, 15, 10, 19","16, 20, 21, 13",7,15,10,19,16,20,21,13,No record reported,No record reported,11/22/16,Lose,No Attendence Recorded,No Location Recorded,7:00 PM,A,365,06:24,"TURNOVER  by FEE,MIKAYLA",,,,,,,"TURNOVER  by FEE,MIKAYLA",3,turnover,,Centre,mikayla fee,,384
366,4,spalding,Centre College,Spalding,51-70,51,70,"7, 15, 10, 19","16, 20, 21, 13",7,15,10,19,16,20,21,13,No record reported,No record reported,11/22/16,Lose,No Attendence Recorded,No Location Recorded,7:00 PM,A,366,06:22,,,,,"STEAL  by DEE SLITER,DEE",,,"STEAL  by DEE SLITER,DEE",3,steal,,spalding,,,382
367,4,spalding,Centre College,Spalding,51-70,51,70,"7, 15, 10, 19","16, 20, 21, 13",7,15,10,19,16,20,21,13,No record reported,No record reported,11/22/16,Lose,No Attendence Recorded,No Location Recorded,7:00 PM,A,367,06:04,,27,,45 (+18),"GOOD LAYUP by THORNHILL,JENNA(in the paint)",SU 27-45 (-18),,"GOOD LAYUP by THORNHILL,JENNA(in the paint)",3,layup,good,spalding,jenna thornhill,2,364
368,4,spalding,Centre College,Spalding,51-70,51,70,"7, 15, 10, 19","16, 20, 21, 13",7,15,10,19,16,20,21,13,No record reported,No record reported,11/22/16,Lose,No Attendence Recorded,No Location Recorded,7:00 PM,A,368,--,,,,,"ASSIST  by HARDIN,MAYA",,,"ASSIST  by HARDIN,MAYA",3,assist,,spalding,maya hardin,,
369,4,spalding,Centre College,Spalding,51-70,51,70,"7, 15, 10, 19","16, 20, 21, 13",7,15,10,19,16,20,21,13,No record reported,No record reported,11/22/16,Lose,No Attendence Recorded,No Location Recorded,7:00 PM,A,369,05:55,"MISS JUMPER by SCHAD,OLIVIA",,,,,,,"MISS JUMPER by SCHAD,OLIVIA",3,jumper,missed,Centre,olivia schad,,355
370,4,spalding,Centre College,Spalding,51-70,51,70,"7, 15, 10, 19","16, 20, 21, 13",7,15,10,19,16,20,21,13,No record reported,No record reported,11/22/16,Lose,No Attendence Recorded,No Location Recorded,7:00 PM,A,370,--,,,,,"REBOUND DEF by MARTIN,ALEX",,,"REBOUND DEF by MARTIN,ALEX",3,defensive rebound,,spalding,alex martin,,
371,4,spalding,Centre College,Spalding,51-70,51,70,"7, 15, 10, 19","16, 20, 21, 13",7,15,10,19,16,20,21,13,No record reported,No record reported,11/22/16,Lose,No Attendence Recorded,No Location Recorded,7:00 PM,A,371,05:47,,,,,"MISS LAYUP by MARTIN,ALEX",,,"MISS LAYUP by MARTIN,ALEX",3,layup,missed,spalding,alex martin,,347
372,4,spalding,Centre College,Spalding,51-70,51,70,"7, 15, 10, 19","16, 20, 21, 13",7,15,10,19,16,20,21,13,No record reported,No record reported,11/22/16,Lose,No Attendence Recorded,No Location Recorded,7:00 PM,A,372,--,,,,,"REBOUND OFF by THORNHILL,JENNA",,,"REBOUND OFF by THORNHILL,JENNA",3,offensive rebound,,spalding,jenna thornhill,,
373,4,spalding,Centre College,Spalding,51-70,51,70,"7, 15, 10, 19","16, 20, 21, 13",7,15,10,19,16,20,21,13,No record reported,No record reported,11/22/16,Lose,No Attendence Recorded,No Location Recorded,7:00 PM,A,373,05:43,"FOUL  by RICE,MADISON",,,,,,,"FOUL  by RICE,MADISON",3,foul,,Centre,madison rice,,343
374,4,spalding,Centre College,Spalding,51-70,51,70,"7, 15, 10, 19","16, 20, 21, 13",7,15,10,19,16,20,21,13,No record reported,No record reported,11/22/16,Lose,No Attendence Recorded,No Location Recorded,7:00 PM,A,374,05:43,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,3,timeout,,Centre,,,343
375,4,spalding,Centre College,Spalding,51-70,51,70,"7, 15, 10, 19","16, 20, 21, 13",7,15,10,19,16,20,21,13,No record reported,No record reported,11/22/16,Lose,No Attendence Recorded,No Location Recorded,7:00 PM,A,375,05:43,"SUB IN by KELLAM,PAIGE",,,,,,,"SUB IN by KELLAM,PAIGE",3,subbing in,,Centre,paige kellam,,343
376,4,spalding,Centre College,Spalding,51-70,51,70,"7, 15, 10, 19","16, 20, 21, 13",7,15,10,19,16,20,21,13,No record reported,No record reported,11/22/16,Lose,No Attendence Recorded,No Location Recorded,7:00 PM,A,376,05:43,"SUB OUT by BALLARD,AMI",,,,,,,"SUB OUT by BALLARD,AMI",3,subbing out,,Centre,ami ballard,,343
377,4,spalding,Centre College,Spalding,51-70,51,70,"7, 15, 10, 19","16, 20, 21, 13",7,15,10,19,16,20,21,13,No record reported,No record reported,11/22/16,Lose,No Attendence Recorded,No Location Recorded,7:00 PM,A,377,05:43,,,,,"SUB IN by HUNTER,BRANDY",,,"SUB IN by HUNTER,BRANDY",3,subbing in,,spalding,brandy hunter,,343
378,4,spalding,Centre College,Spalding,51-70,51,70,"7, 15, 10, 19","16, 20, 21, 13",7,15,10,19,16,20,21,13,No record reported,No record reported,11/22/16,Lose,No Attendence Recorded,No Location Recorded,7:00 PM,A,378,05:43,,,,,"SUB OUT by MARTIN,ALEX",,,"SUB OUT by MARTIN,ALEX",3,subbing out,,spalding,alex martin,,343
379,4,spalding,Centre College,Spalding,51-70,51,70,"7, 15, 10, 19","16, 20, 21, 13",7,15,10,19,16,20,21,13,No record reported,No record reported,11/22/16,Lose,No Attendence Recorded,No Location Recorded,7:00 PM,A,379,05:39,,,,,"MISS 3PTR by DEE SLITER,DEE",,,"MISS 3PTR by DEE SLITER,DEE",3,three pointer,missed,spalding,dee dee sliter,,339
380,4,spalding,Centre College,Spalding,51-70,51,70,"7, 15, 10, 19","16, 20, 21, 13",7,15,10,19,16,20,21,13,No record reported,No record reported,11/22/16,Lose,No Attendence Recorded,No Location Recorded,7:00 PM,A,380,--,"REBOUND DEF by KELLAM,PAIGE",,,,,,,"REBOUND DEF by KELLAM,PAIGE",3,defensive rebound,,Centre,paige kellam,,
381,4,spalding,Centre College,Spalding,51-70,51,70,"7, 15, 10, 19","16, 20, 21, 13",7,15,10,19,16,20,21,13,No record reported,No record reported,11/22/16,Lose,No Attendence Recorded,No Location Recorded,7:00 PM,A,381,05:28,"TURNOVER  by RICE,MADISON",,,,,,,"TURNOVER  by RICE,MADISON",3,turnover,,Centre,madison rice,,328
382,4,spalding,Centre College,Spalding,51-70,51,70,"7, 15, 10, 19","16, 20, 21, 13",7,15,10,19,16,20,21,13,No record reported,No record reported,11/22/16,Lose,No Attendence Recorded,No Location Recorded,7:00 PM,A,382,05:16,,,,,"MISS JUMPER by HARDIN,MAYA",,,"MISS JUMPER by HARDIN,MAYA",3,jumper,missed,spalding,maya hardin,,316
383,4,spalding,Centre College,Spalding,51-70,51,70,"7, 15, 10, 19","16, 20, 21, 13",7,15,10,19,16,20,21,13,No record reported,No record reported,11/22/16,Lose,No Attendence Recorded,No Location Recorded,7:00 PM,A,383,--,,,,,"REBOUND OFF by BOWDEN,MICAIAH",,,"REBOUND OFF by BOWDEN,MICAIAH",3,offensive rebound,,spalding,micaiah bowden,,
384,4,spalding,Centre College,Spalding,51-70,51,70,"7, 15, 10, 19","16, 20, 21, 13",7,15,10,19,16,20,21,13,No record reported,No record reported,11/22/16,Lose,No Attendence Recorded,No Location Recorded,7:00 PM,A,384,05:11,,27,,47 (+20),"GOOD JUMPER by BOWDEN,MICAIAH",SU 27-47 (-20),,"GOOD JUMPER by BOWDEN,MICAIAH",3,jumper,good,spalding,micaiah bowden,2,311
385,4,spalding,Centre College,Spalding,51-70,51,70,"7, 15, 10, 19","16, 20, 21, 13",7,15,10,19,16,20,21,13,No record reported,No record reported,11/22/16,Lose,No Attendence Recorded,No Location Recorded,7:00 PM,A,385,04:58,"MISS JUMPER by RICE,MADISON",,,,,,,"MISS JUMPER by RICE,MADISON",3,jumper,missed,Centre,madison rice,,298
386,4,spalding,Centre College,Spalding,51-70,51,70,"7, 15, 10, 19","16, 20, 21, 13",7,15,10,19,16,20,21,13,No record reported,No record reported,11/22/16,Lose,No Attendence Recorded,No Location Recorded,7:00 PM,A,386,--,,,,,"REBOUND DEF by BOWDEN,MICAIAH",,,"REBOUND DEF by BOWDEN,MICAIAH",3,defensive rebound,,spalding,micaiah bowden,,
387,4,spalding,Centre College,Spalding,51-70,51,70,"7, 15, 10, 19","16, 20, 21, 13",7,15,10,19,16,20,21,13,No record reported,No record reported,11/22/16,Lose,No Attendence Recorded,No Location Recorded,7:00 PM,A,387,04:39,,,,,"TURNOVER  by THORNHILL,JENNA",,,"TURNOVER  by THORNHILL,JENNA",3,turnover,,spalding,jenna thornhill,,279
388,4,spalding,Centre College,Spalding,51-70,51,70,"7, 15, 10, 19","16, 20, 21, 13",7,15,10,19,16,20,21,13,No record reported,No record reported,11/22/16,Lose,No Attendence Recorded,No Location Recorded,7:00 PM,A,388,04:37,"STEAL  by ANDREASSEN,CAROLINE",,,,,,,"STEAL  by ANDREASSEN,CAROLINE",3,steal,,Centre,,,277
389,4,spalding,Centre College,Spalding,51-70,51,70,"7, 15, 10, 19","16, 20, 21, 13",7,15,10,19,16,20,21,13,No record reported,No record reported,11/22/16,Lose,No Attendence Recorded,No Location Recorded,7:00 PM,A,389,04:35,"TURNOVER  by ANDREASSEN,CAROLINE",,,,,,,"TURNOVER  by ANDREASSEN,CAROLINE",3,turnover,,Centre,caroline andreassen,,275
390,4,spalding,Centre College,Spalding,51-70,51,70,"7, 15, 10, 19","16, 20, 21, 13",7,15,10,19,16,20,21,13,No record reported,No record reported,11/22/16,Lose,No Attendence Recorded,No Location Recorded,7:00 PM,A,390,04:33,,,,,"STEAL  by HARDIN,MAYA",,,"STEAL  by HARDIN,MAYA",3,steal,,spalding,,,273
391,4,spalding,Centre College,Spalding,51-70,51,70,"7, 15, 10, 19","16, 20, 21, 13",7,15,10,19,16,20,21,13,No record reported,No record reported,11/22/16,Lose,No Attendence Recorded,No Location Recorded,7:00 PM,A,391,04:22,"FOUL  by FEE,MIKAYLA",,,,,,,"FOUL  by FEE,MIKAYLA",3,foul,,Centre,mikayla fee,,262
392,4,spalding,Centre College,Spalding,51-70,51,70,"7, 15, 10, 19","16, 20, 21, 13",7,15,10,19,16,20,21,13,No record reported,No record reported,11/22/16,Lose,No Attendence Recorded,No Location Recorded,7:00 PM,A,392,04:22,,27,,48 (+21),"GOOD FT by HARDIN,MAYA",SU 27-48 (-21),,"GOOD FT by HARDIN,MAYA",3,free throw,good,spalding,maya hardin,1,262
393,4,spalding,Centre College,Spalding,51-70,51,70,"7, 15, 10, 19","16, 20, 21, 13",7,15,10,19,16,20,21,13,No record reported,No record reported,11/22/16,Lose,No Attendence Recorded,No Location Recorded,7:00 PM,A,393,04:22,,27,,49 (+22),"GOOD FT by HARDIN,MAYA",SU 27-49 (-22),,"GOOD FT by HARDIN,MAYA",3,free throw,good,spalding,maya hardin,1,262
394,4,spalding,Centre College,Spalding,51-70,51,70,"7, 15, 10, 19","16, 20, 21, 13",7,15,10,19,16,20,21,13,No record reported,No record reported,11/22/16,Lose,No Attendence Recorded,No Location Recorded,7:00 PM,A,394,04:22,"SUB IN by GOETZ,ABBY",,,,,,,"SUB IN by GOETZ,ABBY",3,subbing in,,Centre,abby goetz,,262
395,4,spalding,Centre College,Spalding,51-70,51,70,"7, 15, 10, 19","16, 20, 21, 13",7,15,10,19,16,20,21,13,No record reported,No record reported,11/22/16,Lose,No Attendence Recorded,No Location Recorded,7:00 PM,A,395,04:22,"SUB IN by VANCE,DAY",,,,,,,"SUB IN by VANCE,DAY",3,subbing in,,Centre,day vance,,262
396,4,spalding,Centre College,Spalding,51-70,51,70,"7, 15, 10, 19","16, 20, 21, 13",7,15,10,19,16,20,21,13,No record reported,No record reported,11/22/16,Lose,No Attendence Recorded,No Location Recorded,7:00 PM,A,396,04:22,"SUB IN by MILLER,LAKKEN",,,,,,,"SUB IN by MILLER,LAKKEN",3,subbing in,,Centre,lakken miller,,262
397,4,spalding,Centre College,Spalding,51-70,51,70,"7, 15, 10, 19","16, 20, 21, 13",7,15,10,19,16,20,21,13,No record reported,No record reported,11/22/16,Lose,No Attendence Recorded,No Location Recorded,7:00 PM,A,397,04:22,"SUB IN by STEWART,ABIGAIL",,,,,,,"SUB IN by STEWART,ABIGAIL",3,subbing in,,Centre,abigail stewart,,262
398,4,spalding,Centre College,Spalding,51-70,51,70,"7, 15, 10, 19","16, 20, 21, 13",7,15,10,19,16,20,21,13,No record reported,No record reported,11/22/16,Lose,No Attendence Recorded,No Location Recorded,7:00 PM,A,398,04:22,"SUB IN by BALLARD,AMI",,,,,,,"SUB IN by BALLARD,AMI",3,subbing in,,Centre,ami ballard,,262
399,4,spalding,Centre College,Spalding,51-70,51,70,"7, 15, 10, 19","16, 20, 21, 13",7,15,10,19,16,20,21,13,No record reported,No record reported,11/22/16,Lose,No Attendence Recorded,No Location Recorded,7:00 PM,A,399,04:22,"SUB OUT by GOETZ,ABBY",,,,,,,"SUB OUT by GOETZ,ABBY",3,subbing out,,Centre,abby goetz,,262
400,4,spalding,Centre College,Spalding,51-70,51,70,"7, 15, 10, 19","16, 20, 21, 13",7,15,10,19,16,20,21,13,No record reported,No record reported,11/22/16,Lose,No Attendence Recorded,No Location Recorded,7:00 PM,A,400,04:22,"SUB OUT by ADEROBA,OYIN",,,,,,,"SUB OUT by ADEROBA,OYIN",3,subbing out,,Centre,oyin aderoba,,262
401,4,spalding,Centre College,Spalding,51-70,51,70,"7, 15, 10, 19","16, 20, 21, 13",7,15,10,19,16,20,21,13,No record reported,No record reported,11/22/16,Lose,No Attendence Recorded,No Location Recorded,7:00 PM,A,401,04:22,"SUB OUT by BUNNER,CHEYENNE",,,,,,,"SUB OUT by BUNNER,CHEYENNE",3,subbing out,,Centre,cheyenne bunner,,262
402,4,spalding,Centre College,Spalding,51-70,51,70,"7, 15, 10, 19","16, 20, 21, 13",7,15,10,19,16,20,21,13,No record reported,No record reported,11/22/16,Lose,No Attendence Recorded,No Location Recorded,7:00 PM,A,402,04:22,"SUB OUT by MOORE,LAUREN",,,,,,,"SUB OUT by MOORE,LAUREN",3,subbing out,,Centre,lauren moore,,262
403,4,spalding,Centre College,Spalding,51-70,51,70,"7, 15, 10, 19","16, 20, 21, 13",7,15,10,19,16,20,21,13,No record reported,No record reported,11/22/16,Lose,No Attendence Recorded,No Location Recorded,7:00 PM,A,403,04:22,"SUB OUT by BALLARD,AMI",,,,,,,"SUB OUT by BALLARD,AMI",3,subbing out,,Centre,ami ballard,,262
404,4,spalding,Centre College,Spalding,51-70,51,70,"7, 15, 10, 19","16, 20, 21, 13",7,15,10,19,16,20,21,13,No record reported,No record reported,11/22/16,Lose,No Attendence Recorded,No Location Recorded,7:00 PM,A,404,04:22,,,,,"SUB IN by JUST,ALLISON",,,"SUB IN by JUST,ALLISON",3,subbing in,,spalding,allison just,,262
405,4,spalding,Centre College,Spalding,51-70,51,70,"7, 15, 10, 19","16, 20, 21, 13",7,15,10,19,16,20,21,13,No record reported,No record reported,11/22/16,Lose,No Attendence Recorded,No Location Recorded,7:00 PM,A,405,04:22,,,,,"SUB IN by KAISER,KELSEY",,,"SUB IN by KAISER,KELSEY",3,subbing in,,spalding,kelsey kaiser,,262
406,4,spalding,Centre College,Spalding,51-70,51,70,"7, 15, 10, 19","16, 20, 21, 13",7,15,10,19,16,20,21,13,No record reported,No record reported,11/22/16,Lose,No Attendence Recorded,No Location Recorded,7:00 PM,A,406,04:22,,,,,"SUB IN by HARDIN,MAYA",,,"SUB IN by HARDIN,MAYA",3,subbing in,,spalding,maya hardin,,262
407,4,spalding,Centre College,Spalding,51-70,51,70,"7, 15, 10, 19","16, 20, 21, 13",7,15,10,19,16,20,21,13,No record reported,No record reported,11/22/16,Lose,No Attendence Recorded,No Location Recorded,7:00 PM,A,407,04:22,,,,,"SUB IN by MARTIN,ALEX",,,"SUB IN by MARTIN,ALEX",3,subbing in,,spalding,alex martin,,262
408,4,spalding,Centre College,Spalding,51-70,51,70,"7, 15, 10, 19","16, 20, 21, 13",7,15,10,19,16,20,21,13,No record reported,No record reported,11/22/16,Lose,No Attendence Recorded,No Location Recorded,7:00 PM,A,408,04:22,,,,,"SUB IN by MATTHEWS,LELANDA",,,"SUB IN by MATTHEWS,LELANDA",3,subbing in,,spalding,lelanda matthews,,262
409,4,spalding,Centre College,Spalding,51-70,51,70,"7, 15, 10, 19","16, 20, 21, 13",7,15,10,19,16,20,21,13,No record reported,No record reported,11/22/16,Lose,No Attendence Recorded,No Location Recorded,7:00 PM,A,409,04:22,,,,,"SUB IN by HUNTER,BRANDY",,,"SUB IN by HUNTER,BRANDY",3,subbing in,,spalding,brandy hunter,,262
410,4,spalding,Centre College,Spalding,51-70,51,70,"7, 15, 10, 19","16, 20, 21, 13",7,15,10,19,16,20,21,13,No record reported,No record reported,11/22/16,Lose,No Attendence Recorded,No Location Recorded,7:00 PM,A,410,04:22,,,,,"SUB OUT by HARDIN,MAYA",,,"SUB OUT by HARDIN,MAYA",3,subbing out,,spalding,maya hardin,,262
411,4,spalding,Centre College,Spalding,51-70,51,70,"7, 15, 10, 19","16, 20, 21, 13",7,15,10,19,16,20,21,13,No record reported,No record reported,11/22/16,Lose,No Attendence Recorded,No Location Recorded,7:00 PM,A,411,04:22,,,,,"SUB OUT by GOEING,MEGAN",,,"SUB OUT by GOEING,MEGAN",3,subbing out,,spalding,megan goeing,,262
412,4,spalding,Centre College,Spalding,51-70,51,70,"7, 15, 10, 19","16, 20, 21, 13",7,15,10,19,16,20,21,13,No record reported,No record reported,11/22/16,Lose,No Attendence Recorded,No Location Recorded,7:00 PM,A,412,04:22,,,,,"SUB OUT by MATTHEWS,LELANDA",,,"SUB OUT by MATTHEWS,LELANDA",3,subbing out,,spalding,lelanda matthews,,262
413,4,spalding,Centre College,Spalding,51-70,51,70,"7, 15, 10, 19","16, 20, 21, 13",7,15,10,19,16,20,21,13,No record reported,No record reported,11/22/16,Lose,No Attendence Recorded,No Location Recorded,7:00 PM,A,413,04:22,,,,,"SUB OUT by BOWDEN,MICAIAH",,,"SUB OUT by BOWDEN,MICAIAH",3,subbing out,,spalding,micaiah bowden,,262
414,4,spalding,Centre College,Spalding,51-70,51,70,"7, 15, 10, 19","16, 20, 21, 13",7,15,10,19,16,20,21,13,No record reported,No record reported,11/22/16,Lose,No Attendence Recorded,No Location Recorded,7:00 PM,A,414,04:22,,,,,"SUB OUT by GAHAGAN,TSELEM",,,"SUB OUT by GAHAGAN,TSELEM",3,subbing out,,spalding,tselem gahagan,,262
415,4,spalding,Centre College,Spalding,51-70,51,70,"7, 15, 10, 19","16, 20, 21, 13",7,15,10,19,16,20,21,13,No record reported,No record reported,11/22/16,Lose,No Attendence Recorded,No Location Recorded,7:00 PM,A,415,04:22,,,,,"SUB OUT by HUNTER,BRANDY",,,"SUB OUT by HUNTER,BRANDY",3,subbing out,,spalding,brandy hunter,,262
416,4,spalding,Centre College,Spalding,51-70,51,70,"7, 15, 10, 19","16, 20, 21, 13",7,15,10,19,16,20,21,13,No record reported,No record reported,11/22/16,Lose,No Attendence Recorded,No Location Recorded,7:00 PM,A,416,04:05,"TURNOVER  by BALLARD,AMI",,,,,,,"TURNOVER  by BALLARD,AMI",3,turnover,,Centre,ami ballard,,245
417,4,spalding,Centre College,Spalding,51-70,51,70,"7, 15, 10, 19","16, 20, 21, 13",7,15,10,19,16,20,21,13,No record reported,No record reported,11/22/16,Lose,No Attendence Recorded,No Location Recorded,7:00 PM,A,417,04:03,,,,,"STEAL  by HUNTER,BRANDY",,,"STEAL  by HUNTER,BRANDY",3,steal,,spalding,,,243
418,4,spalding,Centre College,Spalding,51-70,51,70,"7, 15, 10, 19","16, 20, 21, 13",7,15,10,19,16,20,21,13,No record reported,No record reported,11/22/16,Lose,No Attendence Recorded,No Location Recorded,7:00 PM,A,418,03:58,,,,,"MISS JUMPER by MATTHEWS,LELANDA",,,"MISS JUMPER by MATTHEWS,LELANDA",3,jumper,missed,spalding,lelanda matthews,,238
419,4,spalding,Centre College,Spalding,51-70,51,70,"7, 15, 10, 19","16, 20, 21, 13",7,15,10,19,16,20,21,13,No record reported,No record reported,11/22/16,Lose,No Attendence Recorded,No Location Recorded,7:00 PM,A,419,--,,,,,"REBOUND OFF by KAISER,KELSEY",,,"REBOUND OFF by KAISER,KELSEY",3,offensive rebound,,spalding,kelsey kaiser,,
420,4,spalding,Centre College,Spalding,51-70,51,70,"7, 15, 10, 19","16, 20, 21, 13",7,15,10,19,16,20,21,13,No record reported,No record reported,11/22/16,Lose,No Attendence Recorded,No Location Recorded,7:00 PM,A,420,03:55,,,,,"MISS LAYUP by KAISER,KELSEY",,,"MISS LAYUP by KAISER,KELSEY",3,layup,missed,spalding,kelsey kaiser,,235
