,game,opponent name,boxscore_visitor_name,boxscore_home_name,final score,centreFinalScore,opponentFinalScore,centreScoreByPeriod,opponentScoreByPeriod,centreScorePeriod1,centreScorePeriod2,centreScorePeriod3,centreScorePeriod4,centreScorePeriod5,opponentScorePeriod1,opponentScorePeriod2,opponentScorePeriod3,opponentScorePeriod4,opponentScorePeriod5,centreRecord,opponentRecord,gameDate,outcome,attendance,gameLocation,gameTime,homeGame,,Time Remaining,RHO,Away Team Score,Play Team Indicator,Home Team Score,CENTRE-W,Game Score,Team Indicator,Play,period number,Play Type,Shot Outcome,Team,Player,Points Earned,Time(seconds)
61,15,rhodes,Rhodes,Centre,43-37,43,37,"14, 6, 11, 12, 43","12, 11, 5, 9, 37",14,6,11,12,43,12,11,5,9,37,"4-11, 2-2 SAA","1-14, 0-4 SAA",01/13/17,Win,451,No Location Recorded,6:00 PM,H,61,03:27,"SUB OUT by YOUNG,ALLIE",,,,,,,"SUB OUT by YOUNG,ALLIE",1,subbing out,,rhodes,allie young,,207
62,15,rhodes,Rhodes,Centre,43-37,43,37,"14, 6, 11, 12, 43","12, 11, 5, 9, 37",14,6,11,12,43,12,11,5,9,37,"4-11, 2-2 SAA","1-14, 0-4 SAA",01/13/17,Win,451,No Location Recorded,6:00 PM,H,62,03:27,"SUB OUT by DEERY,ERIN",,,,,,,"SUB OUT by DEERY,ERIN",1,subbing out,,rhodes,erin deery,,207
63,15,rhodes,Rhodes,Centre,43-37,43,37,"14, 6, 11, 12, 43","12, 11, 5, 9, 37",14,6,11,12,43,12,11,5,9,37,"4-11, 2-2 SAA","1-14, 0-4 SAA",01/13/17,Win,451,No Location Recorded,6:00 PM,H,63,03:18,,8,,8,"GOOD JUMPER by BUNNER,CHEYENNE(in the paint)",CENTRE-W 8-8 (0),,"GOOD JUMPER by BUNNER,CHEYENNE(in the paint)",1,jumper,good,Centre,cheyenne bunner,2,198
64,15,rhodes,Rhodes,Centre,43-37,43,37,"14, 6, 11, 12, 43","12, 11, 5, 9, 37",14,6,11,12,43,12,11,5,9,37,"4-11, 2-2 SAA","1-14, 0-4 SAA",01/13/17,Win,451,No Location Recorded,6:00 PM,H,64,--,,,,,"ASSIST  by KELLAM,PAIGE",,,"ASSIST  by KELLAM,PAIGE",1,assist,,Centre,paige kellam,,
65,15,rhodes,Rhodes,Centre,43-37,43,37,"14, 6, 11, 12, 43","12, 11, 5, 9, 37",14,6,11,12,43,12,11,5,9,37,"4-11, 2-2 SAA","1-14, 0-4 SAA",01/13/17,Win,451,No Location Recorded,6:00 PM,H,65,03:02,"MISS JUMPER by USTICK,JESSIE",,,,,,,"MISS JUMPER by USTICK,JESSIE",1,jumper,missed,rhodes,jessie ustick,,182
66,15,rhodes,Rhodes,Centre,43-37,43,37,"14, 6, 11, 12, 43","12, 11, 5, 9, 37",14,6,11,12,43,12,11,5,9,37,"4-11, 2-2 SAA","1-14, 0-4 SAA",01/13/17,Win,451,No Location Recorded,6:00 PM,H,66,--,,,,,"REBOUND DEF by MOORE,LAUREN",,,"REBOUND DEF by MOORE,LAUREN",1,defensive rebound,,Centre,lauren moore,,
67,15,rhodes,Rhodes,Centre,43-37,43,37,"14, 6, 11, 12, 43","12, 11, 5, 9, 37",14,6,11,12,43,12,11,5,9,37,"4-11, 2-2 SAA","1-14, 0-4 SAA",01/13/17,Win,451,No Location Recorded,6:00 PM,H,67,02:46,,8,,10 (+2),"GOOD JUMPER by KELLAM,PAIGE(in the paint)",CENTRE-W 8-10 (+2),,"GOOD JUMPER by KELLAM,PAIGE(in the paint)",1,jumper,good,Centre,paige kellam,2,166
68,15,rhodes,Rhodes,Centre,43-37,43,37,"14, 6, 11, 12, 43","12, 11, 5, 9, 37",14,6,11,12,43,12,11,5,9,37,"4-11, 2-2 SAA","1-14, 0-4 SAA",01/13/17,Win,451,No Location Recorded,6:00 PM,H,68,02:26,,,,,"FOUL  by MOORE,LAUREN",,,"FOUL  by MOORE,LAUREN",1,foul,,Centre,lauren moore,,146
69,15,rhodes,Rhodes,Centre,43-37,43,37,"14, 6, 11, 12, 43","12, 11, 5, 9, 37",14,6,11,12,43,12,11,5,9,37,"4-11, 2-2 SAA","1-14, 0-4 SAA",01/13/17,Win,451,No Location Recorded,6:00 PM,H,69,02:26,"GOOD FT by KRAMER,BAILEY",9,,10 (+1),,RHO 9-10 (+1),,"GOOD FT by KRAMER,BAILEY",1,free throw,good,rhodes,bailey kramer,1,146
70,15,rhodes,Rhodes,Centre,43-37,43,37,"14, 6, 11, 12, 43","12, 11, 5, 9, 37",14,6,11,12,43,12,11,5,9,37,"4-11, 2-2 SAA","1-14, 0-4 SAA",01/13/17,Win,451,No Location Recorded,6:00 PM,H,70,02:26,"GOOD FT by KRAMER,BAILEY",10,,10,,RHO 10-10 (0),,"GOOD FT by KRAMER,BAILEY",1,free throw,good,rhodes,bailey kramer,1,146
71,15,rhodes,Rhodes,Centre,43-37,43,37,"14, 6, 11, 12, 43","12, 11, 5, 9, 37",14,6,11,12,43,12,11,5,9,37,"4-11, 2-2 SAA","1-14, 0-4 SAA",01/13/17,Win,451,No Location Recorded,6:00 PM,H,71,02:26,"SUB IN by YOUNG,ALLIE",,,,,,,"SUB IN by YOUNG,ALLIE",1,subbing in,,rhodes,allie young,,146
72,15,rhodes,Rhodes,Centre,43-37,43,37,"14, 6, 11, 12, 43","12, 11, 5, 9, 37",14,6,11,12,43,12,11,5,9,37,"4-11, 2-2 SAA","1-14, 0-4 SAA",01/13/17,Win,451,No Location Recorded,6:00 PM,H,72,02:26,"SUB OUT by KRAMER,BAILEY",,,,,,,"SUB OUT by KRAMER,BAILEY",1,subbing out,,rhodes,bailey kramer,,146
73,15,rhodes,Rhodes,Centre,43-37,43,37,"14, 6, 11, 12, 43","12, 11, 5, 9, 37",14,6,11,12,43,12,11,5,9,37,"4-11, 2-2 SAA","1-14, 0-4 SAA",01/13/17,Win,451,No Location Recorded,6:00 PM,H,73,02:26,,,,,"SUB IN by STEWART,ABIGAIL",,,"SUB IN by STEWART,ABIGAIL",1,subbing in,,Centre,abigail stewart,,146
74,15,rhodes,Rhodes,Centre,43-37,43,37,"14, 6, 11, 12, 43","12, 11, 5, 9, 37",14,6,11,12,43,12,11,5,9,37,"4-11, 2-2 SAA","1-14, 0-4 SAA",01/13/17,Win,451,No Location Recorded,6:00 PM,H,74,02:26,,,,,"SUB IN by SCHAD,OLIVIA",,,"SUB IN by SCHAD,OLIVIA",1,subbing in,,Centre,olivia schad,,146
75,15,rhodes,Rhodes,Centre,43-37,43,37,"14, 6, 11, 12, 43","12, 11, 5, 9, 37",14,6,11,12,43,12,11,5,9,37,"4-11, 2-2 SAA","1-14, 0-4 SAA",01/13/17,Win,451,No Location Recorded,6:00 PM,H,75,02:26,,,,,"SUB OUT by ANDREASSEN,CAROLINE",,,"SUB OUT by ANDREASSEN,CAROLINE",1,subbing out,,Centre,caroline andreassen,,146
76,15,rhodes,Rhodes,Centre,43-37,43,37,"14, 6, 11, 12, 43","12, 11, 5, 9, 37",14,6,11,12,43,12,11,5,9,37,"4-11, 2-2 SAA","1-14, 0-4 SAA",01/13/17,Win,451,No Location Recorded,6:00 PM,H,76,02:26,,,,,"SUB OUT by MOORE,LAUREN",,,"SUB OUT by MOORE,LAUREN",1,subbing out,,Centre,lauren moore,,146
77,15,rhodes,Rhodes,Centre,43-37,43,37,"14, 6, 11, 12, 43","12, 11, 5, 9, 37",14,6,11,12,43,12,11,5,9,37,"4-11, 2-2 SAA","1-14, 0-4 SAA",01/13/17,Win,451,No Location Recorded,6:00 PM,H,77,02:15,,10,,12 (+2),"GOOD LAYUP by STEWART,ABIGAIL(in the paint)",CENTRE-W 10-12 (+2),,"GOOD LAYUP by STEWART,ABIGAIL(in the paint)",1,layup,good,Centre,abigail stewart,2,135
78,15,rhodes,Rhodes,Centre,43-37,43,37,"14, 6, 11, 12, 43","12, 11, 5, 9, 37",14,6,11,12,43,12,11,5,9,37,"4-11, 2-2 SAA","1-14, 0-4 SAA",01/13/17,Win,451,No Location Recorded,6:00 PM,H,78,--,,,,,"ASSIST  by KELLAM,PAIGE",,,"ASSIST  by KELLAM,PAIGE",1,assist,,Centre,paige kellam,,
79,15,rhodes,Rhodes,Centre,43-37,43,37,"14, 6, 11, 12, 43","12, 11, 5, 9, 37",14,6,11,12,43,12,11,5,9,37,"4-11, 2-2 SAA","1-14, 0-4 SAA",01/13/17,Win,451,No Location Recorded,6:00 PM,H,79,02:04,"GOOD JUMPER by YOUNG,ALLIE(in the paint)",12,,12,,RHO 12-12 (0),,"GOOD JUMPER by YOUNG,ALLIE(in the paint)",1,jumper,good,rhodes,allie young,2,124
80,15,rhodes,Rhodes,Centre,43-37,43,37,"14, 6, 11, 12, 43","12, 11, 5, 9, 37",14,6,11,12,43,12,11,5,9,37,"4-11, 2-2 SAA","1-14, 0-4 SAA",01/13/17,Win,451,No Location Recorded,6:00 PM,H,80,01:45,,,,,"TURNOVER  by SCHAD,OLIVIA",,,"TURNOVER  by SCHAD,OLIVIA",1,turnover,,Centre,olivia schad,,105
81,15,rhodes,Rhodes,Centre,43-37,43,37,"14, 6, 11, 12, 43","12, 11, 5, 9, 37",14,6,11,12,43,12,11,5,9,37,"4-11, 2-2 SAA","1-14, 0-4 SAA",01/13/17,Win,451,No Location Recorded,6:00 PM,H,81,01:17,"TURNOVER  by GIESEN,SARA",,,,,,,"TURNOVER  by GIESEN,SARA",1,turnover,,rhodes,sara giesen,,77
82,15,rhodes,Rhodes,Centre,43-37,43,37,"14, 6, 11, 12, 43","12, 11, 5, 9, 37",14,6,11,12,43,12,11,5,9,37,"4-11, 2-2 SAA","1-14, 0-4 SAA",01/13/17,Win,451,No Location Recorded,6:00 PM,H,82,01:17,"SUB IN by DEERY,ERIN",,,,,,,"SUB IN by DEERY,ERIN",1,subbing in,,rhodes,erin deery,,77
83,15,rhodes,Rhodes,Centre,43-37,43,37,"14, 6, 11, 12, 43","12, 11, 5, 9, 37",14,6,11,12,43,12,11,5,9,37,"4-11, 2-2 SAA","1-14, 0-4 SAA",01/13/17,Win,451,No Location Recorded,6:00 PM,H,83,01:17,"SUB IN by SMITH,BLAIRE",,,,,,,"SUB IN by SMITH,BLAIRE",1,subbing in,,rhodes,blaire smith,,77
84,15,rhodes,Rhodes,Centre,43-37,43,37,"14, 6, 11, 12, 43","12, 11, 5, 9, 37",14,6,11,12,43,12,11,5,9,37,"4-11, 2-2 SAA","1-14, 0-4 SAA",01/13/17,Win,451,No Location Recorded,6:00 PM,H,84,01:17,"SUB OUT by OVERFIELD,KAELEE",,,,,,,"SUB OUT by OVERFIELD,KAELEE",1,subbing out,,rhodes,kaelee overfield,,77
85,15,rhodes,Rhodes,Centre,43-37,43,37,"14, 6, 11, 12, 43","12, 11, 5, 9, 37",14,6,11,12,43,12,11,5,9,37,"4-11, 2-2 SAA","1-14, 0-4 SAA",01/13/17,Win,451,No Location Recorded,6:00 PM,H,85,01:17,"SUB OUT by SUMMERS,DANIELLE",,,,,,,"SUB OUT by SUMMERS,DANIELLE",1,subbing out,,rhodes,danielle summers,,77
86,15,rhodes,Rhodes,Centre,43-37,43,37,"14, 6, 11, 12, 43","12, 11, 5, 9, 37",14,6,11,12,43,12,11,5,9,37,"4-11, 2-2 SAA","1-14, 0-4 SAA",01/13/17,Win,451,No Location Recorded,6:00 PM,H,86,01:17,,,,,"SUB IN by MILLER,LAKKEN",,,"SUB IN by MILLER,LAKKEN",1,subbing in,,Centre,lakken miller,,77
87,15,rhodes,Rhodes,Centre,43-37,43,37,"14, 6, 11, 12, 43","12, 11, 5, 9, 37",14,6,11,12,43,12,11,5,9,37,"4-11, 2-2 SAA","1-14, 0-4 SAA",01/13/17,Win,451,No Location Recorded,6:00 PM,H,87,01:17,,,,,"SUB OUT by KELLAM,PAIGE",,,"SUB OUT by KELLAM,PAIGE",1,subbing out,,Centre,paige kellam,,77
88,15,rhodes,Rhodes,Centre,43-37,43,37,"14, 6, 11, 12, 43","12, 11, 5, 9, 37",14,6,11,12,43,12,11,5,9,37,"4-11, 2-2 SAA","1-14, 0-4 SAA",01/13/17,Win,451,No Location Recorded,6:00 PM,H,88,01:15,,12,,14 (+2),"GOOD JUMPER by STEWART,ABIGAIL",CENTRE-W 12-14 (+2),,"GOOD JUMPER by STEWART,ABIGAIL",1,jumper,good,Centre,abigail stewart,2,75
89,15,rhodes,Rhodes,Centre,43-37,43,37,"14, 6, 11, 12, 43","12, 11, 5, 9, 37",14,6,11,12,43,12,11,5,9,37,"4-11, 2-2 SAA","1-14, 0-4 SAA",01/13/17,Win,451,No Location Recorded,6:00 PM,H,89,00:46,"MISS 3PTR by SMITH,BLAIRE",,,,,,,"MISS 3PTR by SMITH,BLAIRE",1,three pointer,missed,rhodes,blaire smith,,46
90,15,rhodes,Rhodes,Centre,43-37,43,37,"14, 6, 11, 12, 43","12, 11, 5, 9, 37",14,6,11,12,43,12,11,5,9,37,"4-11, 2-2 SAA","1-14, 0-4 SAA",01/13/17,Win,451,No Location Recorded,6:00 PM,H,90,--,,,,,"REBOUND DEF by BALLARD,AMI",,,"REBOUND DEF by BALLARD,AMI",1,defensive rebound,,Centre,ami ballard,,
91,15,rhodes,Rhodes,Centre,43-37,43,37,"14, 6, 11, 12, 43","12, 11, 5, 9, 37",14,6,11,12,43,12,11,5,9,37,"4-11, 2-2 SAA","1-14, 0-4 SAA",01/13/17,Win,451,No Location Recorded,6:00 PM,H,91,00:37,,,,,"MISS LAYUP by BALLARD,AMI",,,"MISS LAYUP by BALLARD,AMI",1,layup,missed,Centre,ami ballard,,37
92,15,rhodes,Rhodes,Centre,43-37,43,37,"14, 6, 11, 12, 43","12, 11, 5, 9, 37",14,6,11,12,43,12,11,5,9,37,"4-11, 2-2 SAA","1-14, 0-4 SAA",01/13/17,Win,451,No Location Recorded,6:00 PM,H,92,--,,,,,REBOUND OFF by TEAM,,,REBOUND OFF by TEAM,1,offensive rebound,,Centre,,,
93,15,rhodes,Rhodes,Centre,43-37,43,37,"14, 6, 11, 12, 43","12, 11, 5, 9, 37",14,6,11,12,43,12,11,5,9,37,"4-11, 2-2 SAA","1-14, 0-4 SAA",01/13/17,Win,451,No Location Recorded,6:00 PM,H,93,00:23,,,,,"TURNOVER  by BUNNER,CHEYENNE",,,"TURNOVER  by BUNNER,CHEYENNE",1,turnover,,Centre,cheyenne bunner,,23
94,15,rhodes,Rhodes,Centre,43-37,43,37,"14, 6, 11, 12, 43","12, 11, 5, 9, 37",14,6,11,12,43,12,11,5,9,37,"4-11, 2-2 SAA","1-14, 0-4 SAA",01/13/17,Win,451,No Location Recorded,6:00 PM,H,94,00:06,"MISS 3PTR by GIESEN,SARA",,,,,,,"MISS 3PTR by GIESEN,SARA",1,three pointer,missed,rhodes,sara giesen,,6
95,15,rhodes,Rhodes,Centre,43-37,43,37,"14, 6, 11, 12, 43","12, 11, 5, 9, 37",14,6,11,12,43,12,11,5,9,37,"4-11, 2-2 SAA","1-14, 0-4 SAA",01/13/17,Win,451,No Location Recorded,6:00 PM,H,95,--,,,,,"REBOUND DEF by STEWART,ABIGAIL",,,"REBOUND DEF by STEWART,ABIGAIL",1,defensive rebound,,Centre,abigail stewart,,
96,15,rhodes,Rhodes,Centre,43-37,43,37,"14, 6, 11, 12, 43","12, 11, 5, 9, 37",14,6,11,12,43,12,11,5,9,37,"4-11, 2-2 SAA","1-14, 0-4 SAA",01/13/17,Win,451,No Location Recorded,6:00 PM,H,96,00:03,"FOUL  by USTICK,JESSIE",,,,,,,"FOUL  by USTICK,JESSIE",1,foul,,rhodes,jessie ustick,,3
97,15,rhodes,Rhodes,Centre,43-37,43,37,"14, 6, 11, 12, 43","12, 11, 5, 9, 37",14,6,11,12,43,12,11,5,9,37,"4-11, 2-2 SAA","1-14, 0-4 SAA",01/13/17,Win,451,No Location Recorded,6:00 PM,H,97,Start Period 2,,,,,,,,,2,,,,,,
98,15,rhodes,Rhodes,Centre,43-37,43,37,"14, 6, 11, 12, 43","12, 11, 5, 9, 37",14,6,11,12,43,12,11,5,9,37,"4-11, 2-2 SAA","1-14, 0-4 SAA",01/13/17,Win,451,No Location Recorded,6:00 PM,H,98,10:00,,,,,"SUB IN by BALLARD,AMI",,,"SUB IN by BALLARD,AMI",2,subbing in,,Centre,ami ballard,,600
99,15,rhodes,Rhodes,Centre,43-37,43,37,"14, 6, 11, 12, 43","12, 11, 5, 9, 37",14,6,11,12,43,12,11,5,9,37,"4-11, 2-2 SAA","1-14, 0-4 SAA",01/13/17,Win,451,No Location Recorded,6:00 PM,H,99,10:00,,,,,"SUB OUT by ANDREASSEN,CAROLINE",,,"SUB OUT by ANDREASSEN,CAROLINE",2,subbing out,,Centre,caroline andreassen,,600
100,15,rhodes,Rhodes,Centre,43-37,43,37,"14, 6, 11, 12, 43","12, 11, 5, 9, 37",14,6,11,12,43,12,11,5,9,37,"4-11, 2-2 SAA","1-14, 0-4 SAA",01/13/17,Win,451,No Location Recorded,6:00 PM,H,100,09:43,"MISS LAYUP by DEERY,ERIN",,,,,,,"MISS LAYUP by DEERY,ERIN",2,layup,missed,rhodes,erin deery,,583
101,15,rhodes,Rhodes,Centre,43-37,43,37,"14, 6, 11, 12, 43","12, 11, 5, 9, 37",14,6,11,12,43,12,11,5,9,37,"4-11, 2-2 SAA","1-14, 0-4 SAA",01/13/17,Win,451,No Location Recorded,6:00 PM,H,101,--,"REBOUND OFF by USTICK,JESSIE",,,,,,,"REBOUND OFF by USTICK,JESSIE",2,offensive rebound,,rhodes,jessie ustick,,
102,15,rhodes,Rhodes,Centre,43-37,43,37,"14, 6, 11, 12, 43","12, 11, 5, 9, 37",14,6,11,12,43,12,11,5,9,37,"4-11, 2-2 SAA","1-14, 0-4 SAA",01/13/17,Win,451,No Location Recorded,6:00 PM,H,102,09:38,"GOOD JUMPER by DEERY,ERIN",14,,14,,RHO 14-14 (0),,"GOOD JUMPER by DEERY,ERIN",2,jumper,good,rhodes,erin deery,2,578
103,15,rhodes,Rhodes,Centre,43-37,43,37,"14, 6, 11, 12, 43","12, 11, 5, 9, 37",14,6,11,12,43,12,11,5,9,37,"4-11, 2-2 SAA","1-14, 0-4 SAA",01/13/17,Win,451,No Location Recorded,6:00 PM,H,103,09:22,,,,,"MISS 3PTR by MILLER,LAKKEN",,,"MISS 3PTR by MILLER,LAKKEN",2,three pointer,missed,Centre,lakken miller,,562
104,15,rhodes,Rhodes,Centre,43-37,43,37,"14, 6, 11, 12, 43","12, 11, 5, 9, 37",14,6,11,12,43,12,11,5,9,37,"4-11, 2-2 SAA","1-14, 0-4 SAA",01/13/17,Win,451,No Location Recorded,6:00 PM,H,104,--,"REBOUND DEF by DEERY,ERIN",,,,,,,"REBOUND DEF by DEERY,ERIN",2,defensive rebound,,rhodes,erin deery,,
105,15,rhodes,Rhodes,Centre,43-37,43,37,"14, 6, 11, 12, 43","12, 11, 5, 9, 37",14,6,11,12,43,12,11,5,9,37,"4-11, 2-2 SAA","1-14, 0-4 SAA",01/13/17,Win,451,No Location Recorded,6:00 PM,H,105,09:05,"TURNOVER  by KRAMER,BAILEY",,,,,,,"TURNOVER  by KRAMER,BAILEY",2,turnover,,rhodes,bailey kramer,,545
106,15,rhodes,Rhodes,Centre,43-37,43,37,"14, 6, 11, 12, 43","12, 11, 5, 9, 37",14,6,11,12,43,12,11,5,9,37,"4-11, 2-2 SAA","1-14, 0-4 SAA",01/13/17,Win,451,No Location Recorded,6:00 PM,H,106,08:38,,,,,"MISS JUMPER by BALLARD,AMI",,,"MISS JUMPER by BALLARD,AMI",2,jumper,missed,Centre,ami ballard,,518
107,15,rhodes,Rhodes,Centre,43-37,43,37,"14, 6, 11, 12, 43","12, 11, 5, 9, 37",14,6,11,12,43,12,11,5,9,37,"4-11, 2-2 SAA","1-14, 0-4 SAA",01/13/17,Win,451,No Location Recorded,6:00 PM,H,107,--,"REBOUND DEF by DEERY,ERIN",,,,,,,"REBOUND DEF by DEERY,ERIN",2,defensive rebound,,rhodes,erin deery,,
108,15,rhodes,Rhodes,Centre,43-37,43,37,"14, 6, 11, 12, 43","12, 11, 5, 9, 37",14,6,11,12,43,12,11,5,9,37,"4-11, 2-2 SAA","1-14, 0-4 SAA",01/13/17,Win,451,No Location Recorded,6:00 PM,H,108,08:11,"MISS 3PTR by DEERY,ERIN",,,,,,,"MISS 3PTR by DEERY,ERIN",2,three pointer,missed,rhodes,erin deery,,491
109,15,rhodes,Rhodes,Centre,43-37,43,37,"14, 6, 11, 12, 43","12, 11, 5, 9, 37",14,6,11,12,43,12,11,5,9,37,"4-11, 2-2 SAA","1-14, 0-4 SAA",01/13/17,Win,451,No Location Recorded,6:00 PM,H,109,--,,,,,"REBOUND DEF by VANCE,DAY",,,"REBOUND DEF by VANCE,DAY",2,defensive rebound,,Centre,day vance,,
110,15,rhodes,Rhodes,Centre,43-37,43,37,"14, 6, 11, 12, 43","12, 11, 5, 9, 37",14,6,11,12,43,12,11,5,9,37,"4-11, 2-2 SAA","1-14, 0-4 SAA",01/13/17,Win,451,No Location Recorded,6:00 PM,H,110,08:02,"FOUL  by KRAMER,BAILEY",,,,,,,"FOUL  by KRAMER,BAILEY",2,foul,,rhodes,bailey kramer,,482
111,15,rhodes,Rhodes,Centre,43-37,43,37,"14, 6, 11, 12, 43","12, 11, 5, 9, 37",14,6,11,12,43,12,11,5,9,37,"4-11, 2-2 SAA","1-14, 0-4 SAA",01/13/17,Win,451,No Location Recorded,6:00 PM,H,111,08:02,,,,,"SUB IN by ANDREASSEN,CAROLINE",,,"SUB IN by ANDREASSEN,CAROLINE",2,subbing in,,Centre,caroline andreassen,,482
112,15,rhodes,Rhodes,Centre,43-37,43,37,"14, 6, 11, 12, 43","12, 11, 5, 9, 37",14,6,11,12,43,12,11,5,9,37,"4-11, 2-2 SAA","1-14, 0-4 SAA",01/13/17,Win,451,No Location Recorded,6:00 PM,H,112,08:02,,,,,"SUB OUT by BALLARD,AMI",,,"SUB OUT by BALLARD,AMI",2,subbing out,,Centre,ami ballard,,482
113,15,rhodes,Rhodes,Centre,43-37,43,37,"14, 6, 11, 12, 43","12, 11, 5, 9, 37",14,6,11,12,43,12,11,5,9,37,"4-11, 2-2 SAA","1-14, 0-4 SAA",01/13/17,Win,451,No Location Recorded,6:00 PM,H,113,07:43,,,,,"MISS JUMPER by STEWART,ABIGAIL",,,"MISS JUMPER by STEWART,ABIGAIL",2,jumper,missed,Centre,abigail stewart,,463
114,15,rhodes,Rhodes,Centre,43-37,43,37,"14, 6, 11, 12, 43","12, 11, 5, 9, 37",14,6,11,12,43,12,11,5,9,37,"4-11, 2-2 SAA","1-14, 0-4 SAA",01/13/17,Win,451,No Location Recorded,6:00 PM,H,114,--,"REBOUND DEF by KRAMER,BAILEY",,,,,,,"REBOUND DEF by KRAMER,BAILEY",2,defensive rebound,,rhodes,bailey kramer,,
115,15,rhodes,Rhodes,Centre,43-37,43,37,"14, 6, 11, 12, 43","12, 11, 5, 9, 37",14,6,11,12,43,12,11,5,9,37,"4-11, 2-2 SAA","1-14, 0-4 SAA",01/13/17,Win,451,No Location Recorded,6:00 PM,H,115,07:24,,,,,"FOUL  by VANCE,DAY",,,"FOUL  by VANCE,DAY",2,foul,,Centre,day vance,,444
116,15,rhodes,Rhodes,Centre,43-37,43,37,"14, 6, 11, 12, 43","12, 11, 5, 9, 37",14,6,11,12,43,12,11,5,9,37,"4-11, 2-2 SAA","1-14, 0-4 SAA",01/13/17,Win,451,No Location Recorded,6:00 PM,H,116,07:24,"SUB IN by HILL,MORGAN",,,,,,,"SUB IN by HILL,MORGAN",2,subbing in,,rhodes,morgan hill,,444
117,15,rhodes,Rhodes,Centre,43-37,43,37,"14, 6, 11, 12, 43","12, 11, 5, 9, 37",14,6,11,12,43,12,11,5,9,37,"4-11, 2-2 SAA","1-14, 0-4 SAA",01/13/17,Win,451,No Location Recorded,6:00 PM,H,117,07:24,"SUB OUT by USTICK,JESSIE",,,,,,,"SUB OUT by USTICK,JESSIE",2,subbing out,,rhodes,jessie ustick,,444
118,15,rhodes,Rhodes,Centre,43-37,43,37,"14, 6, 11, 12, 43","12, 11, 5, 9, 37",14,6,11,12,43,12,11,5,9,37,"4-11, 2-2 SAA","1-14, 0-4 SAA",01/13/17,Win,451,No Location Recorded,6:00 PM,H,118,07:24,,,,,"SUB IN by BUNNER,CHEYENNE",,,"SUB IN by BUNNER,CHEYENNE",2,subbing in,,Centre,cheyenne bunner,,444
119,15,rhodes,Rhodes,Centre,43-37,43,37,"14, 6, 11, 12, 43","12, 11, 5, 9, 37",14,6,11,12,43,12,11,5,9,37,"4-11, 2-2 SAA","1-14, 0-4 SAA",01/13/17,Win,451,No Location Recorded,6:00 PM,H,119,07:24,,,,,"SUB OUT by VANCE,DAY",,,"SUB OUT by VANCE,DAY",2,subbing out,,Centre,day vance,,444
120,15,rhodes,Rhodes,Centre,43-37,43,37,"14, 6, 11, 12, 43","12, 11, 5, 9, 37",14,6,11,12,43,12,11,5,9,37,"4-11, 2-2 SAA","1-14, 0-4 SAA",01/13/17,Win,451,No Location Recorded,6:00 PM,H,120,07:00,"MISS JUMPER by SMITH,BLAIRE",,,,,,,"MISS JUMPER by SMITH,BLAIRE",2,jumper,missed,rhodes,blaire smith,,420
121,15,rhodes,Rhodes,Centre,43-37,43,37,"14, 6, 11, 12, 43","12, 11, 5, 9, 37",14,6,11,12,43,12,11,5,9,37,"4-11, 2-2 SAA","1-14, 0-4 SAA",01/13/17,Win,451,No Location Recorded,6:00 PM,H,121,--,,,,,"REBOUND DEF by STEWART,ABIGAIL",,,"REBOUND DEF by STEWART,ABIGAIL",2,defensive rebound,,Centre,abigail stewart,,
122,15,rhodes,Rhodes,Centre,43-37,43,37,"14, 6, 11, 12, 43","12, 11, 5, 9, 37",14,6,11,12,43,12,11,5,9,37,"4-11, 2-2 SAA","1-14, 0-4 SAA",01/13/17,Win,451,No Location Recorded,6:00 PM,H,122,06:44,,,,,"MISS LAYUP by STEWART,ABIGAIL",,,"MISS LAYUP by STEWART,ABIGAIL",2,layup,missed,Centre,abigail stewart,,404
123,15,rhodes,Rhodes,Centre,43-37,43,37,"14, 6, 11, 12, 43","12, 11, 5, 9, 37",14,6,11,12,43,12,11,5,9,37,"4-11, 2-2 SAA","1-14, 0-4 SAA",01/13/17,Win,451,No Location Recorded,6:00 PM,H,123,--,"REBOUND DEF by KRAMER,BAILEY",,,,,,,"REBOUND DEF by KRAMER,BAILEY",2,defensive rebound,,rhodes,bailey kramer,,
124,15,rhodes,Rhodes,Centre,43-37,43,37,"14, 6, 11, 12, 43","12, 11, 5, 9, 37",14,6,11,12,43,12,11,5,9,37,"4-11, 2-2 SAA","1-14, 0-4 SAA",01/13/17,Win,451,No Location Recorded,6:00 PM,H,124,06:29,"MISS JUMPER by KRAMER,BAILEY",,,,,,,"MISS JUMPER by KRAMER,BAILEY",2,jumper,missed,rhodes,bailey kramer,,389
125,15,rhodes,Rhodes,Centre,43-37,43,37,"14, 6, 11, 12, 43","12, 11, 5, 9, 37",14,6,11,12,43,12,11,5,9,37,"4-11, 2-2 SAA","1-14, 0-4 SAA",01/13/17,Win,451,No Location Recorded,6:00 PM,H,125,--,,,,,"REBOUND DEF by BUNNER,CHEYENNE",,,"REBOUND DEF by BUNNER,CHEYENNE",2,defensive rebound,,Centre,cheyenne bunner,,
