,game,opponent name,boxscore_visitor_name,boxscore_home_name,final score,centreFinalScore,opponentFinalScore,centreScoreByPeriod,opponentScoreByPeriod,centreScorePeriod1,centreScorePeriod2,centreScorePeriod3,centreScorePeriod4,centreScorePeriod5,opponentScorePeriod1,opponentScorePeriod2,opponentScorePeriod3,opponentScorePeriod4,opponentScorePeriod5,centreRecord,opponentRecord,gameDate,outcome,attendance,gameLocation,gameTime,homeGame,,Time Remaining,CENTRE-W,Away Team Score,Play Team Indicator,Home Team Score,BU-W,Game Score,Team Indicator,Play,period number,Play Type,Shot Outcome,Team,Player,Points Earned,Time(seconds)
66,11,bluffton,Centre College,Bluffton University,35-53,35,53,"13, 0, 11, 11, 35","16, 10, 15, 12, 53",13,0,11,11,35,16,10,15,12,53,3-8,8-1,12/29/16,Lose,250,No Location Recorded,7:15 PM,A,66,04:07,,,,,"SUB OUT by O'DONNELL,ABIGAIL",,,"SUB OUT by O'DONNELL,ABIGAIL",1,subbing out,,bluffton university,abigail o'donnell,,247
67,11,bluffton,Centre College,Bluffton University,35-53,35,53,"13, 0, 11, 11, 35","16, 10, 15, 12, 53",13,0,11,11,35,16,10,15,12,53,3-8,8-1,12/29/16,Lose,250,No Location Recorded,7:15 PM,A,67,04:00,"FOUL  by MOORE,LAUREN",,,,,,,"FOUL  by MOORE,LAUREN",1,foul,,Centre,lauren moore,,240
68,11,bluffton,Centre College,Bluffton University,35-53,35,53,"13, 0, 11, 11, 35","16, 10, 15, 12, 53",13,0,11,11,35,16,10,15,12,53,3-8,8-1,12/29/16,Lose,250,No Location Recorded,7:15 PM,A,68,03:48,,,,,"MISS 3PTR by ROWE,KAYCEE",,,"MISS 3PTR by ROWE,KAYCEE",1,three pointer,missed,bluffton university,kaycee rowe,,228
69,11,bluffton,Centre College,Bluffton University,35-53,35,53,"13, 0, 11, 11, 35","16, 10, 15, 12, 53",13,0,11,11,35,16,10,15,12,53,3-8,8-1,12/29/16,Lose,250,No Location Recorded,7:15 PM,A,69,--,,,,,"REBOUND OFF by BOGGAN,JESSICA",,,"REBOUND OFF by BOGGAN,JESSICA",1,offensive rebound,,bluffton university,jessica boggan,,
70,11,bluffton,Centre College,Bluffton University,35-53,35,53,"13, 0, 11, 11, 35","16, 10, 15, 12, 53",13,0,11,11,35,16,10,15,12,53,3-8,8-1,12/29/16,Lose,250,No Location Recorded,7:15 PM,A,70,03:45,,,,,"MISS LAYUP by BOGGAN,JESSICA",,,"MISS LAYUP by BOGGAN,JESSICA",1,layup,missed,bluffton university,jessica boggan,,225
71,11,bluffton,Centre College,Bluffton University,35-53,35,53,"13, 0, 11, 11, 35","16, 10, 15, 12, 53",13,0,11,11,35,16,10,15,12,53,3-8,8-1,12/29/16,Lose,250,No Location Recorded,7:15 PM,A,71,--,,,,,"REBOUND OFF by BOGGAN,JESSICA",,,"REBOUND OFF by BOGGAN,JESSICA",1,offensive rebound,,bluffton university,jessica boggan,,
72,11,bluffton,Centre College,Bluffton University,35-53,35,53,"13, 0, 11, 11, 35","16, 10, 15, 12, 53",13,0,11,11,35,16,10,15,12,53,3-8,8-1,12/29/16,Lose,250,No Location Recorded,7:15 PM,A,72,03:30,,,,,"MISS JUMPER by MILLS,TJ",,,"MISS JUMPER by MILLS,TJ",1,jumper,missed,bluffton university,tj mills,,210
73,11,bluffton,Centre College,Bluffton University,35-53,35,53,"13, 0, 11, 11, 35","16, 10, 15, 12, 53",13,0,11,11,35,16,10,15,12,53,3-8,8-1,12/29/16,Lose,250,No Location Recorded,7:15 PM,A,73,--,"REBOUND DEF by BUNNER,CHEYENNE",,,,,,,"REBOUND DEF by BUNNER,CHEYENNE",1,defensive rebound,,Centre,cheyenne bunner,,
74,11,bluffton,Centre College,Bluffton University,35-53,35,53,"13, 0, 11, 11, 35","16, 10, 15, 12, 53",13,0,11,11,35,16,10,15,12,53,3-8,8-1,12/29/16,Lose,250,No Location Recorded,7:15 PM,A,74,03:22,,,,,"FOUL  by BOGGAN,JESSICA",,,"FOUL  by BOGGAN,JESSICA",1,foul,,bluffton university,jessica boggan,,202
75,11,bluffton,Centre College,Bluffton University,35-53,35,53,"13, 0, 11, 11, 35","16, 10, 15, 12, 53",13,0,11,11,35,16,10,15,12,53,3-8,8-1,12/29/16,Lose,250,No Location Recorded,7:15 PM,A,75,03:22,"SUB IN by STEWART,ABIGAIL",,,,,,,"SUB IN by STEWART,ABIGAIL",1,subbing in,,Centre,abigail stewart,,202
76,11,bluffton,Centre College,Bluffton University,35-53,35,53,"13, 0, 11, 11, 35","16, 10, 15, 12, 53",13,0,11,11,35,16,10,15,12,53,3-8,8-1,12/29/16,Lose,250,No Location Recorded,7:15 PM,A,76,03:22,"SUB OUT by MOORE,LAUREN",,,,,,,"SUB OUT by MOORE,LAUREN",1,subbing out,,Centre,lauren moore,,202
77,11,bluffton,Centre College,Bluffton University,35-53,35,53,"13, 0, 11, 11, 35","16, 10, 15, 12, 53",13,0,11,11,35,16,10,15,12,53,3-8,8-1,12/29/16,Lose,250,No Location Recorded,7:15 PM,A,77,03:14,"GOOD JUMPER by SCHAD,OLIVIA",8,,8,,CENTRE-W 8-8 (0),,"GOOD JUMPER by SCHAD,OLIVIA",1,jumper,good,Centre,olivia schad,2,194
78,11,bluffton,Centre College,Bluffton University,35-53,35,53,"13, 0, 11, 11, 35","16, 10, 15, 12, 53",13,0,11,11,35,16,10,15,12,53,3-8,8-1,12/29/16,Lose,250,No Location Recorded,7:15 PM,A,78,--,"ASSIST  by BUNNER,CHEYENNE",,,,,,,"ASSIST  by BUNNER,CHEYENNE",1,assist,,Centre,cheyenne bunner,,
79,11,bluffton,Centre College,Bluffton University,35-53,35,53,"13, 0, 11, 11, 35","16, 10, 15, 12, 53",13,0,11,11,35,16,10,15,12,53,3-8,8-1,12/29/16,Lose,250,No Location Recorded,7:15 PM,A,79,03:00,,8,,10 (+2),"GOOD LAYUP by BOGGAN,JESSICA(in the paint)",BU-W 8-10 (-2),,"GOOD LAYUP by BOGGAN,JESSICA(in the paint)",1,layup,good,bluffton university,jessica boggan,2,180
80,11,bluffton,Centre College,Bluffton University,35-53,35,53,"13, 0, 11, 11, 35","16, 10, 15, 12, 53",13,0,11,11,35,16,10,15,12,53,3-8,8-1,12/29/16,Lose,250,No Location Recorded,7:15 PM,A,80,--,,,,,"ASSIST  by SALYER,ASHLEY",,,"ASSIST  by SALYER,ASHLEY",1,assist,,bluffton university,ashley salyer,,
81,11,bluffton,Centre College,Bluffton University,35-53,35,53,"13, 0, 11, 11, 35","16, 10, 15, 12, 53",13,0,11,11,35,16,10,15,12,53,3-8,8-1,12/29/16,Lose,250,No Location Recorded,7:15 PM,A,81,03:00,"FOUL  by STEWART,ABIGAIL",,,,,,,"FOUL  by STEWART,ABIGAIL",1,foul,,Centre,abigail stewart,,180
82,11,bluffton,Centre College,Bluffton University,35-53,35,53,"13, 0, 11, 11, 35","16, 10, 15, 12, 53",13,0,11,11,35,16,10,15,12,53,3-8,8-1,12/29/16,Lose,250,No Location Recorded,7:15 PM,A,82,03:00,,,,,"MISS FT by BOGGAN,JESSICA",,,"MISS FT by BOGGAN,JESSICA",1,free throw,missed,bluffton university,jessica boggan,,180
83,11,bluffton,Centre College,Bluffton University,35-53,35,53,"13, 0, 11, 11, 35","16, 10, 15, 12, 53",13,0,11,11,35,16,10,15,12,53,3-8,8-1,12/29/16,Lose,250,No Location Recorded,7:15 PM,A,83,--,"REBOUND DEF by BUNNER,CHEYENNE",,,,,,,"REBOUND DEF by BUNNER,CHEYENNE",1,defensive rebound,,Centre,cheyenne bunner,,
84,11,bluffton,Centre College,Bluffton University,35-53,35,53,"13, 0, 11, 11, 35","16, 10, 15, 12, 53",13,0,11,11,35,16,10,15,12,53,3-8,8-1,12/29/16,Lose,250,No Location Recorded,7:15 PM,A,84,03:00,"SUB IN by KELLAM,PAIGE",,,,,,,"SUB IN by KELLAM,PAIGE",1,subbing in,,Centre,paige kellam,,180
85,11,bluffton,Centre College,Bluffton University,35-53,35,53,"13, 0, 11, 11, 35","16, 10, 15, 12, 53",13,0,11,11,35,16,10,15,12,53,3-8,8-1,12/29/16,Lose,250,No Location Recorded,7:15 PM,A,85,03:00,"SUB OUT by SCHAD,OLIVIA",,,,,,,"SUB OUT by SCHAD,OLIVIA",1,subbing out,,Centre,olivia schad,,180
86,11,bluffton,Centre College,Bluffton University,35-53,35,53,"13, 0, 11, 11, 35","16, 10, 15, 12, 53",13,0,11,11,35,16,10,15,12,53,3-8,8-1,12/29/16,Lose,250,No Location Recorded,7:15 PM,A,86,03:00,,,,,"SUB IN by SHEERER,MACEY",,,"SUB IN by SHEERER,MACEY",1,subbing in,,bluffton university,macey sheerer,,180
87,11,bluffton,Centre College,Bluffton University,35-53,35,53,"13, 0, 11, 11, 35","16, 10, 15, 12, 53",13,0,11,11,35,16,10,15,12,53,3-8,8-1,12/29/16,Lose,250,No Location Recorded,7:15 PM,A,87,03:00,,,,,"SUB IN by GRAHAM,BREANNA",,,"SUB IN by GRAHAM,BREANNA",1,subbing in,,bluffton university,breanna graham,,180
88,11,bluffton,Centre College,Bluffton University,35-53,35,53,"13, 0, 11, 11, 35","16, 10, 15, 12, 53",13,0,11,11,35,16,10,15,12,53,3-8,8-1,12/29/16,Lose,250,No Location Recorded,7:15 PM,A,88,03:00,,,,,"SUB OUT by SALYER,ASHLEY",,,"SUB OUT by SALYER,ASHLEY",1,subbing out,,bluffton university,ashley salyer,,180
89,11,bluffton,Centre College,Bluffton University,35-53,35,53,"13, 0, 11, 11, 35","16, 10, 15, 12, 53",13,0,11,11,35,16,10,15,12,53,3-8,8-1,12/29/16,Lose,250,No Location Recorded,7:15 PM,A,89,03:00,,,,,"SUB OUT by MILLS,TJ",,,"SUB OUT by MILLS,TJ",1,subbing out,,bluffton university,tj mills,,180
90,11,bluffton,Centre College,Bluffton University,35-53,35,53,"13, 0, 11, 11, 35","16, 10, 15, 12, 53",13,0,11,11,35,16,10,15,12,53,3-8,8-1,12/29/16,Lose,250,No Location Recorded,7:15 PM,A,90,02:53,"TURNOVER  by MILLER,LAKKEN",,,,,,,"TURNOVER  by MILLER,LAKKEN",1,turnover,,Centre,lakken miller,,173
91,11,bluffton,Centre College,Bluffton University,35-53,35,53,"13, 0, 11, 11, 35","16, 10, 15, 12, 53",13,0,11,11,35,16,10,15,12,53,3-8,8-1,12/29/16,Lose,250,No Location Recorded,7:15 PM,A,91,02:52,,,,,"STEAL  by SHEERER,MACEY",,,"STEAL  by SHEERER,MACEY",1,steal,,bluffton university,,,172
92,11,bluffton,Centre College,Bluffton University,35-53,35,53,"13, 0, 11, 11, 35","16, 10, 15, 12, 53",13,0,11,11,35,16,10,15,12,53,3-8,8-1,12/29/16,Lose,250,No Location Recorded,7:15 PM,A,92,02:37,,8,,12 (+4),"GOOD LAYUP by MOORE,CHELSEA(in the paint)",BU-W 8-12 (-4),,"GOOD LAYUP by MOORE,CHELSEA(in the paint)",1,layup,good,bluffton university,chelsea moore,2,157
93,11,bluffton,Centre College,Bluffton University,35-53,35,53,"13, 0, 11, 11, 35","16, 10, 15, 12, 53",13,0,11,11,35,16,10,15,12,53,3-8,8-1,12/29/16,Lose,250,No Location Recorded,7:15 PM,A,93,--,,,,,"ASSIST  by SHEERER,MACEY",,,"ASSIST  by SHEERER,MACEY",1,assist,,bluffton university,macey sheerer,,
94,11,bluffton,Centre College,Bluffton University,35-53,35,53,"13, 0, 11, 11, 35","16, 10, 15, 12, 53",13,0,11,11,35,16,10,15,12,53,3-8,8-1,12/29/16,Lose,250,No Location Recorded,7:15 PM,A,94,02:18,"MISS LAYUP by MILLER,LAKKEN",,,,,,,"MISS LAYUP by MILLER,LAKKEN",1,layup,missed,Centre,lakken miller,,138
95,11,bluffton,Centre College,Bluffton University,35-53,35,53,"13, 0, 11, 11, 35","16, 10, 15, 12, 53",13,0,11,11,35,16,10,15,12,53,3-8,8-1,12/29/16,Lose,250,No Location Recorded,7:15 PM,A,95,--,,,,,"REBOUND DEF by MOORE,CHELSEA",,,"REBOUND DEF by MOORE,CHELSEA",1,defensive rebound,,bluffton university,chelsea moore,,
96,11,bluffton,Centre College,Bluffton University,35-53,35,53,"13, 0, 11, 11, 35","16, 10, 15, 12, 53",13,0,11,11,35,16,10,15,12,53,3-8,8-1,12/29/16,Lose,250,No Location Recorded,7:15 PM,A,96,01:59,"FOUL  by ANDREASSEN,CAROLINE",,,,,,,"FOUL  by ANDREASSEN,CAROLINE",1,foul,,Centre,caroline andreassen,,119
97,11,bluffton,Centre College,Bluffton University,35-53,35,53,"13, 0, 11, 11, 35","16, 10, 15, 12, 53",13,0,11,11,35,16,10,15,12,53,3-8,8-1,12/29/16,Lose,250,No Location Recorded,7:15 PM,A,97,01:59,,8,,13 (+5),"GOOD FT by SHEERER,MACEY",BU-W 8-13 (-5),,"GOOD FT by SHEERER,MACEY",1,free throw,good,bluffton university,macey sheerer,1,119
98,11,bluffton,Centre College,Bluffton University,35-53,35,53,"13, 0, 11, 11, 35","16, 10, 15, 12, 53",13,0,11,11,35,16,10,15,12,53,3-8,8-1,12/29/16,Lose,250,No Location Recorded,7:15 PM,A,98,01:59,,8,,14 (+6),"GOOD FT by SHEERER,MACEY",BU-W 8-14 (-6),,"GOOD FT by SHEERER,MACEY",1,free throw,good,bluffton university,macey sheerer,1,119
99,11,bluffton,Centre College,Bluffton University,35-53,35,53,"13, 0, 11, 11, 35","16, 10, 15, 12, 53",13,0,11,11,35,16,10,15,12,53,3-8,8-1,12/29/16,Lose,250,No Location Recorded,7:15 PM,A,99,01:59,"SUB IN by VANCE,DAY",,,,,,,"SUB IN by VANCE,DAY",1,subbing in,,Centre,day vance,,119
100,11,bluffton,Centre College,Bluffton University,35-53,35,53,"13, 0, 11, 11, 35","16, 10, 15, 12, 53",13,0,11,11,35,16,10,15,12,53,3-8,8-1,12/29/16,Lose,250,No Location Recorded,7:15 PM,A,100,01:59,"SUB IN by FEE,MIKAYLA",,,,,,,"SUB IN by FEE,MIKAYLA",1,subbing in,,Centre,mikayla fee,,119
101,11,bluffton,Centre College,Bluffton University,35-53,35,53,"13, 0, 11, 11, 35","16, 10, 15, 12, 53",13,0,11,11,35,16,10,15,12,53,3-8,8-1,12/29/16,Lose,250,No Location Recorded,7:15 PM,A,101,01:59,"SUB OUT by BUNNER,CHEYENNE",,,,,,,"SUB OUT by BUNNER,CHEYENNE",1,subbing out,,Centre,cheyenne bunner,,119
102,11,bluffton,Centre College,Bluffton University,35-53,35,53,"13, 0, 11, 11, 35","16, 10, 15, 12, 53",13,0,11,11,35,16,10,15,12,53,3-8,8-1,12/29/16,Lose,250,No Location Recorded,7:15 PM,A,102,01:59,"SUB OUT by STEWART,ABIGAIL",,,,,,,"SUB OUT by STEWART,ABIGAIL",1,subbing out,,Centre,abigail stewart,,119
103,11,bluffton,Centre College,Bluffton University,35-53,35,53,"13, 0, 11, 11, 35","16, 10, 15, 12, 53",13,0,11,11,35,16,10,15,12,53,3-8,8-1,12/29/16,Lose,250,No Location Recorded,7:15 PM,A,103,01:59,,,,,"SUB IN by OLVERSON,LJ",,,"SUB IN by OLVERSON,LJ",1,subbing in,,bluffton university,lj olverson,,119
104,11,bluffton,Centre College,Bluffton University,35-53,35,53,"13, 0, 11, 11, 35","16, 10, 15, 12, 53",13,0,11,11,35,16,10,15,12,53,3-8,8-1,12/29/16,Lose,250,No Location Recorded,7:15 PM,A,104,01:59,,,,,"SUB IN by BEINING,RACHEL",,,"SUB IN by BEINING,RACHEL",1,subbing in,,bluffton university,rachel beining,,119
105,11,bluffton,Centre College,Bluffton University,35-53,35,53,"13, 0, 11, 11, 35","16, 10, 15, 12, 53",13,0,11,11,35,16,10,15,12,53,3-8,8-1,12/29/16,Lose,250,No Location Recorded,7:15 PM,A,105,01:59,,,,,"SUB OUT by BOGGAN,JESSICA",,,"SUB OUT by BOGGAN,JESSICA",1,subbing out,,bluffton university,jessica boggan,,119
106,11,bluffton,Centre College,Bluffton University,35-53,35,53,"13, 0, 11, 11, 35","16, 10, 15, 12, 53",13,0,11,11,35,16,10,15,12,53,3-8,8-1,12/29/16,Lose,250,No Location Recorded,7:15 PM,A,106,01:59,,,,,"SUB OUT by ROWE,KAYCEE",,,"SUB OUT by ROWE,KAYCEE",1,subbing out,,bluffton university,kaycee rowe,,119
107,11,bluffton,Centre College,Bluffton University,35-53,35,53,"13, 0, 11, 11, 35","16, 10, 15, 12, 53",13,0,11,11,35,16,10,15,12,53,3-8,8-1,12/29/16,Lose,250,No Location Recorded,7:15 PM,A,107,01:35,"MISS JUMPER by ANDREASSEN,CAROLINE",,,,,,,"MISS JUMPER by ANDREASSEN,CAROLINE",1,jumper,missed,Centre,caroline andreassen,,95
108,11,bluffton,Centre College,Bluffton University,35-53,35,53,"13, 0, 11, 11, 35","16, 10, 15, 12, 53",13,0,11,11,35,16,10,15,12,53,3-8,8-1,12/29/16,Lose,250,No Location Recorded,7:15 PM,A,108,--,,,,,"REBOUND DEF by BEINING,RACHEL",,,"REBOUND DEF by BEINING,RACHEL",1,defensive rebound,,bluffton university,rachel beining,,
109,11,bluffton,Centre College,Bluffton University,35-53,35,53,"13, 0, 11, 11, 35","16, 10, 15, 12, 53",13,0,11,11,35,16,10,15,12,53,3-8,8-1,12/29/16,Lose,250,No Location Recorded,7:15 PM,A,109,01:26,,,,,"MISS LAYUP by GRAHAM,BREANNA",,,"MISS LAYUP by GRAHAM,BREANNA",1,layup,missed,bluffton university,breanna graham,,86
110,11,bluffton,Centre College,Bluffton University,35-53,35,53,"13, 0, 11, 11, 35","16, 10, 15, 12, 53",13,0,11,11,35,16,10,15,12,53,3-8,8-1,12/29/16,Lose,250,No Location Recorded,7:15 PM,A,110,--,"REBOUND DEF by FEE,MIKAYLA",,,,,,,"REBOUND DEF by FEE,MIKAYLA",1,defensive rebound,,Centre,mikayla fee,,
111,11,bluffton,Centre College,Bluffton University,35-53,35,53,"13, 0, 11, 11, 35","16, 10, 15, 12, 53",13,0,11,11,35,16,10,15,12,53,3-8,8-1,12/29/16,Lose,250,No Location Recorded,7:15 PM,A,111,01:10,"GOOD JUMPER by KELLAM,PAIGE(in the paint)",10,,14 (+4),,CENTRE-W 10-14 (-4),,"GOOD JUMPER by KELLAM,PAIGE(in the paint)",1,jumper,good,Centre,paige kellam,2,70
112,11,bluffton,Centre College,Bluffton University,35-53,35,53,"13, 0, 11, 11, 35","16, 10, 15, 12, 53",13,0,11,11,35,16,10,15,12,53,3-8,8-1,12/29/16,Lose,250,No Location Recorded,7:15 PM,A,112,00:55,,,,,"TURNOVER  by OLVERSON,LJ",,,"TURNOVER  by OLVERSON,LJ",1,turnover,,bluffton university,lj olverson,,55
113,11,bluffton,Centre College,Bluffton University,35-53,35,53,"13, 0, 11, 11, 35","16, 10, 15, 12, 53",13,0,11,11,35,16,10,15,12,53,3-8,8-1,12/29/16,Lose,250,No Location Recorded,7:15 PM,A,113,00:55,"SUB IN by SCHAD,OLIVIA",,,,,,,"SUB IN by SCHAD,OLIVIA",1,subbing in,,Centre,olivia schad,,55
114,11,bluffton,Centre College,Bluffton University,35-53,35,53,"13, 0, 11, 11, 35","16, 10, 15, 12, 53",13,0,11,11,35,16,10,15,12,53,3-8,8-1,12/29/16,Lose,250,No Location Recorded,7:15 PM,A,114,00:55,"SUB OUT by MILLER,LAKKEN",,,,,,,"SUB OUT by MILLER,LAKKEN",1,subbing out,,Centre,lakken miller,,55
115,11,bluffton,Centre College,Bluffton University,35-53,35,53,"13, 0, 11, 11, 35","16, 10, 15, 12, 53",13,0,11,11,35,16,10,15,12,53,3-8,8-1,12/29/16,Lose,250,No Location Recorded,7:15 PM,A,115,00:31,"GOOD JUMPER by SCHAD,OLIVIA",12,,14 (+2),,CENTRE-W 12-14 (-2),,"GOOD JUMPER by SCHAD,OLIVIA",1,jumper,good,Centre,olivia schad,2,31
116,11,bluffton,Centre College,Bluffton University,35-53,35,53,"13, 0, 11, 11, 35","16, 10, 15, 12, 53",13,0,11,11,35,16,10,15,12,53,3-8,8-1,12/29/16,Lose,250,No Location Recorded,7:15 PM,A,116,--,"ASSIST  by KELLAM,PAIGE",,,,,,,"ASSIST  by KELLAM,PAIGE",1,assist,,Centre,paige kellam,,
117,11,bluffton,Centre College,Bluffton University,35-53,35,53,"13, 0, 11, 11, 35","16, 10, 15, 12, 53",13,0,11,11,35,16,10,15,12,53,3-8,8-1,12/29/16,Lose,250,No Location Recorded,7:15 PM,A,117,00:21,,,,,"MISS JUMPER by OLVERSON,LJ",,,"MISS JUMPER by OLVERSON,LJ",1,jumper,missed,bluffton university,lj olverson,,21
118,11,bluffton,Centre College,Bluffton University,35-53,35,53,"13, 0, 11, 11, 35","16, 10, 15, 12, 53",13,0,11,11,35,16,10,15,12,53,3-8,8-1,12/29/16,Lose,250,No Location Recorded,7:15 PM,A,118,--,,,,,"REBOUND OFF by BEINING,RACHEL",,,"REBOUND OFF by BEINING,RACHEL",1,offensive rebound,,bluffton university,rachel beining,,
119,11,bluffton,Centre College,Bluffton University,35-53,35,53,"13, 0, 11, 11, 35","16, 10, 15, 12, 53",13,0,11,11,35,16,10,15,12,53,3-8,8-1,12/29/16,Lose,250,No Location Recorded,7:15 PM,A,119,00:18,"FOUL  by VANCE,DAY",,,,,,,"FOUL  by VANCE,DAY",1,foul,,Centre,day vance,,18
120,11,bluffton,Centre College,Bluffton University,35-53,35,53,"13, 0, 11, 11, 35","16, 10, 15, 12, 53",13,0,11,11,35,16,10,15,12,53,3-8,8-1,12/29/16,Lose,250,No Location Recorded,7:15 PM,A,120,00:18,,12,,15 (+3),"GOOD FT by SHEERER,MACEY",BU-W 12-15 (-3),,"GOOD FT by SHEERER,MACEY",1,free throw,good,bluffton university,macey sheerer,1,18
121,11,bluffton,Centre College,Bluffton University,35-53,35,53,"13, 0, 11, 11, 35","16, 10, 15, 12, 53",13,0,11,11,35,16,10,15,12,53,3-8,8-1,12/29/16,Lose,250,No Location Recorded,7:15 PM,A,121,00:18,,12,,16 (+4),"GOOD FT by SHEERER,MACEY",BU-W 12-16 (-4),,"GOOD FT by SHEERER,MACEY",1,free throw,good,bluffton university,macey sheerer,1,18
122,11,bluffton,Centre College,Bluffton University,35-53,35,53,"13, 0, 11, 11, 35","16, 10, 15, 12, 53",13,0,11,11,35,16,10,15,12,53,3-8,8-1,12/29/16,Lose,250,No Location Recorded,7:15 PM,A,122,00:18,"SUB IN by ADEROBA,OYIN",,,,,,,"SUB IN by ADEROBA,OYIN",1,subbing in,,Centre,oyin aderoba,,18
123,11,bluffton,Centre College,Bluffton University,35-53,35,53,"13, 0, 11, 11, 35","16, 10, 15, 12, 53",13,0,11,11,35,16,10,15,12,53,3-8,8-1,12/29/16,Lose,250,No Location Recorded,7:15 PM,A,123,00:18,"SUB IN by MILLER,LAKKEN",,,,,,,"SUB IN by MILLER,LAKKEN",1,subbing in,,Centre,lakken miller,,18
124,11,bluffton,Centre College,Bluffton University,35-53,35,53,"13, 0, 11, 11, 35","16, 10, 15, 12, 53",13,0,11,11,35,16,10,15,12,53,3-8,8-1,12/29/16,Lose,250,No Location Recorded,7:15 PM,A,124,00:18,"SUB IN by BUNNER,CHEYENNE",,,,,,,"SUB IN by BUNNER,CHEYENNE",1,subbing in,,Centre,cheyenne bunner,,18
125,11,bluffton,Centre College,Bluffton University,35-53,35,53,"13, 0, 11, 11, 35","16, 10, 15, 12, 53",13,0,11,11,35,16,10,15,12,53,3-8,8-1,12/29/16,Lose,250,No Location Recorded,7:15 PM,A,125,00:18,"SUB OUT by VANCE,DAY",,,,,,,"SUB OUT by VANCE,DAY",1,subbing out,,Centre,day vance,,18
126,11,bluffton,Centre College,Bluffton University,35-53,35,53,"13, 0, 11, 11, 35","16, 10, 15, 12, 53",13,0,11,11,35,16,10,15,12,53,3-8,8-1,12/29/16,Lose,250,No Location Recorded,7:15 PM,A,126,00:18,"SUB OUT by ANDREASSEN,CAROLINE",,,,,,,"SUB OUT by ANDREASSEN,CAROLINE",1,subbing out,,Centre,caroline andreassen,,18
127,11,bluffton,Centre College,Bluffton University,35-53,35,53,"13, 0, 11, 11, 35","16, 10, 15, 12, 53",13,0,11,11,35,16,10,15,12,53,3-8,8-1,12/29/16,Lose,250,No Location Recorded,7:15 PM,A,127,00:18,"SUB OUT by KELLAM,PAIGE",,,,,,,"SUB OUT by KELLAM,PAIGE",1,subbing out,,Centre,paige kellam,,18
128,11,bluffton,Centre College,Bluffton University,35-53,35,53,"13, 0, 11, 11, 35","16, 10, 15, 12, 53",13,0,11,11,35,16,10,15,12,53,3-8,8-1,12/29/16,Lose,250,No Location Recorded,7:15 PM,A,128,00:03,"MISS JUMPER by MILLER,LAKKEN",,,,,,,"MISS JUMPER by MILLER,LAKKEN",1,jumper,missed,Centre,lakken miller,,3
129,11,bluffton,Centre College,Bluffton University,35-53,35,53,"13, 0, 11, 11, 35","16, 10, 15, 12, 53",13,0,11,11,35,16,10,15,12,53,3-8,8-1,12/29/16,Lose,250,No Location Recorded,7:15 PM,A,129,--,"REBOUND OFF by FEE,MIKAYLA",,,,,,,"REBOUND OFF by FEE,MIKAYLA",1,offensive rebound,,Centre,mikayla fee,,
130,11,bluffton,Centre College,Bluffton University,35-53,35,53,"13, 0, 11, 11, 35","16, 10, 15, 12, 53",13,0,11,11,35,16,10,15,12,53,3-8,8-1,12/29/16,Lose,250,No Location Recorded,7:15 PM,A,130,00:01,,,,,"FOUL TECH by SHEERER,MACEY",,,"FOUL TECH by SHEERER,MACEY",1,foul,,bluffton university,macey sheerer,,1
131,11,bluffton,Centre College,Bluffton University,35-53,35,53,"13, 0, 11, 11, 35","16, 10, 15, 12, 53",13,0,11,11,35,16,10,15,12,53,3-8,8-1,12/29/16,Lose,250,No Location Recorded,7:15 PM,A,131,00:01,,,,,"FOUL  by SHEERER,MACEY",,,"FOUL  by SHEERER,MACEY",1,foul,,bluffton university,macey sheerer,,1
132,11,bluffton,Centre College,Bluffton University,35-53,35,53,"13, 0, 11, 11, 35","16, 10, 15, 12, 53",13,0,11,11,35,16,10,15,12,53,3-8,8-1,12/29/16,Lose,250,No Location Recorded,7:15 PM,A,132,00:01,"MISS FT by MILLER,LAKKEN",,,,,,,"MISS FT by MILLER,LAKKEN",1,free throw,missed,Centre,lakken miller,,1
133,11,bluffton,Centre College,Bluffton University,35-53,35,53,"13, 0, 11, 11, 35","16, 10, 15, 12, 53",13,0,11,11,35,16,10,15,12,53,3-8,8-1,12/29/16,Lose,250,No Location Recorded,7:15 PM,A,133,--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,1,deadball rebound,,Centre,,,
134,11,bluffton,Centre College,Bluffton University,35-53,35,53,"13, 0, 11, 11, 35","16, 10, 15, 12, 53",13,0,11,11,35,16,10,15,12,53,3-8,8-1,12/29/16,Lose,250,No Location Recorded,7:15 PM,A,134,00:01,"GOOD FT by MILLER,LAKKEN",13,,16 (+3),,CENTRE-W 13-16 (-3),,"GOOD FT by MILLER,LAKKEN",1,free throw,good,Centre,lakken miller,1,1
135,11,bluffton,Centre College,Bluffton University,35-53,35,53,"13, 0, 11, 11, 35","16, 10, 15, 12, 53",13,0,11,11,35,16,10,15,12,53,3-8,8-1,12/29/16,Lose,250,No Location Recorded,7:15 PM,A,135,Start Period 2,,,,,,,,,2,,,,,,
136,11,bluffton,Centre College,Bluffton University,35-53,35,53,"13, 0, 11, 11, 35","16, 10, 15, 12, 53",13,0,11,11,35,16,10,15,12,53,3-8,8-1,12/29/16,Lose,250,No Location Recorded,7:15 PM,A,136,10:00,,,,,"SUB IN by OLVERSON,LJ",,,"SUB IN by OLVERSON,LJ",2,subbing in,,bluffton university,lj olverson,,600
