,game,opponent name,boxscore_visitor_name,boxscore_home_name,final score,centreFinalScore,opponentFinalScore,centreScoreByPeriod,opponentScoreByPeriod,centreScorePeriod1,centreScorePeriod2,centreScorePeriod3,centreScorePeriod4,centreScorePeriod5,opponentScorePeriod1,opponentScorePeriod2,opponentScorePeriod3,opponentScorePeriod4,opponentScorePeriod5,centreRecord,opponentRecord,gameDate,outcome,attendance,gameLocation,gameTime,homeGame,,Time Remaining,CENTRE-W,Away Team Score,Play Team Indicator,Home Team Score,BU-W,Game Score,Team Indicator,Play,period number,Play Type,Shot Outcome,Team,Player,Points Earned,Time(seconds)
137,11,bluffton,Centre College,Bluffton University,35-53,35,53,"13, 0, 11, 11, 35","16, 10, 15, 12, 53",13,0,11,11,35,16,10,15,12,53,3-8,8-1,12/29/16,Lose,250,No Location Recorded,7:15 PM,A,137,10:00,,,,,"SUB IN by GRAHAM,BREANNA",,,"SUB IN by GRAHAM,BREANNA",2,subbing in,,bluffton university,breanna graham,,600
138,11,bluffton,Centre College,Bluffton University,35-53,35,53,"13, 0, 11, 11, 35","16, 10, 15, 12, 53",13,0,11,11,35,16,10,15,12,53,3-8,8-1,12/29/16,Lose,250,No Location Recorded,7:15 PM,A,138,10:00,,,,,"SUB OUT by ROWE,KAYCEE",,,"SUB OUT by ROWE,KAYCEE",2,subbing out,,bluffton university,kaycee rowe,,600
139,11,bluffton,Centre College,Bluffton University,35-53,35,53,"13, 0, 11, 11, 35","16, 10, 15, 12, 53",13,0,11,11,35,16,10,15,12,53,3-8,8-1,12/29/16,Lose,250,No Location Recorded,7:15 PM,A,139,10:00,,,,,"SUB OUT by MILLS,TJ",,,"SUB OUT by MILLS,TJ",2,subbing out,,bluffton university,tj mills,,600
140,11,bluffton,Centre College,Bluffton University,35-53,35,53,"13, 0, 11, 11, 35","16, 10, 15, 12, 53",13,0,11,11,35,16,10,15,12,53,3-8,8-1,12/29/16,Lose,250,No Location Recorded,7:15 PM,A,140,09:42,,,,,"MISS JUMPER by OLVERSON,LJ",,,"MISS JUMPER by OLVERSON,LJ",2,jumper,missed,bluffton university,lj olverson,,582
141,11,bluffton,Centre College,Bluffton University,35-53,35,53,"13, 0, 11, 11, 35","16, 10, 15, 12, 53",13,0,11,11,35,16,10,15,12,53,3-8,8-1,12/29/16,Lose,250,No Location Recorded,7:15 PM,A,141,09:42,"BLOCK  by SCHAD,OLIVIA",,,,,,,"BLOCK  by SCHAD,OLIVIA",2,block,,Centre,olivia schad,,582
142,11,bluffton,Centre College,Bluffton University,35-53,35,53,"13, 0, 11, 11, 35","16, 10, 15, 12, 53",13,0,11,11,35,16,10,15,12,53,3-8,8-1,12/29/16,Lose,250,No Location Recorded,7:15 PM,A,142,--,"REBOUND DEF by ANDREASSEN,CAROLINE",,,,,,,"REBOUND DEF by ANDREASSEN,CAROLINE",2,defensive rebound,,Centre,caroline andreassen,,
143,11,bluffton,Centre College,Bluffton University,35-53,35,53,"13, 0, 11, 11, 35","16, 10, 15, 12, 53",13,0,11,11,35,16,10,15,12,53,3-8,8-1,12/29/16,Lose,250,No Location Recorded,7:15 PM,A,143,09:17,"TURNOVER  by VANCE,DAY",,,,,,,"TURNOVER  by VANCE,DAY",2,turnover,,Centre,day vance,,557
144,11,bluffton,Centre College,Bluffton University,35-53,35,53,"13, 0, 11, 11, 35","16, 10, 15, 12, 53",13,0,11,11,35,16,10,15,12,53,3-8,8-1,12/29/16,Lose,250,No Location Recorded,7:15 PM,A,144,09:01,,,,,"MISS JUMPER by O'DONNELL,ABIGAIL",,,"MISS JUMPER by O'DONNELL,ABIGAIL",2,jumper,missed,bluffton university,abigail o'donnell,,541
145,11,bluffton,Centre College,Bluffton University,35-53,35,53,"13, 0, 11, 11, 35","16, 10, 15, 12, 53",13,0,11,11,35,16,10,15,12,53,3-8,8-1,12/29/16,Lose,250,No Location Recorded,7:15 PM,A,145,--,,,,,"REBOUND OFF by SHEERER,MACEY",,,"REBOUND OFF by SHEERER,MACEY",2,offensive rebound,,bluffton university,macey sheerer,,
146,11,bluffton,Centre College,Bluffton University,35-53,35,53,"13, 0, 11, 11, 35","16, 10, 15, 12, 53",13,0,11,11,35,16,10,15,12,53,3-8,8-1,12/29/16,Lose,250,No Location Recorded,7:15 PM,A,146,08:59,"FOUL  by VANCE,DAY",,,,,,,"FOUL  by VANCE,DAY",2,foul,,Centre,day vance,,539
147,11,bluffton,Centre College,Bluffton University,35-53,35,53,"13, 0, 11, 11, 35","16, 10, 15, 12, 53",13,0,11,11,35,16,10,15,12,53,3-8,8-1,12/29/16,Lose,250,No Location Recorded,7:15 PM,A,147,08:59,,13,,17 (+4),"GOOD FT by SHEERER,MACEY",BU-W 13-17 (-4),,"GOOD FT by SHEERER,MACEY",2,free throw,good,bluffton university,macey sheerer,1,539
148,11,bluffton,Centre College,Bluffton University,35-53,35,53,"13, 0, 11, 11, 35","16, 10, 15, 12, 53",13,0,11,11,35,16,10,15,12,53,3-8,8-1,12/29/16,Lose,250,No Location Recorded,7:15 PM,A,148,08:59,,13,,18 (+5),"GOOD FT by SHEERER,MACEY",BU-W 13-18 (-5),,"GOOD FT by SHEERER,MACEY",2,free throw,good,bluffton university,macey sheerer,1,539
149,11,bluffton,Centre College,Bluffton University,35-53,35,53,"13, 0, 11, 11, 35","16, 10, 15, 12, 53",13,0,11,11,35,16,10,15,12,53,3-8,8-1,12/29/16,Lose,250,No Location Recorded,7:15 PM,A,149,08:59,"SUB IN by BUNNER,CHEYENNE",,,,,,,"SUB IN by BUNNER,CHEYENNE",2,subbing in,,Centre,cheyenne bunner,,539
150,11,bluffton,Centre College,Bluffton University,35-53,35,53,"13, 0, 11, 11, 35","16, 10, 15, 12, 53",13,0,11,11,35,16,10,15,12,53,3-8,8-1,12/29/16,Lose,250,No Location Recorded,7:15 PM,A,150,08:59,"SUB OUT by VANCE,DAY",,,,,,,"SUB OUT by VANCE,DAY",2,subbing out,,Centre,day vance,,539
151,11,bluffton,Centre College,Bluffton University,35-53,35,53,"13, 0, 11, 11, 35","16, 10, 15, 12, 53",13,0,11,11,35,16,10,15,12,53,3-8,8-1,12/29/16,Lose,250,No Location Recorded,7:15 PM,A,151,08:31,"MISS JUMPER by ANDREASSEN,CAROLINE",,,,,,,"MISS JUMPER by ANDREASSEN,CAROLINE",2,jumper,missed,Centre,caroline andreassen,,511
152,11,bluffton,Centre College,Bluffton University,35-53,35,53,"13, 0, 11, 11, 35","16, 10, 15, 12, 53",13,0,11,11,35,16,10,15,12,53,3-8,8-1,12/29/16,Lose,250,No Location Recorded,7:15 PM,A,152,--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,2,offensive rebound,,Centre,,,
153,11,bluffton,Centre College,Bluffton University,35-53,35,53,"13, 0, 11, 11, 35","16, 10, 15, 12, 53",13,0,11,11,35,16,10,15,12,53,3-8,8-1,12/29/16,Lose,250,No Location Recorded,7:15 PM,A,153,08:31,,,,,"FOUL  by O'DONNELL,ABIGAIL",,,"FOUL  by O'DONNELL,ABIGAIL",2,foul,,bluffton university,abigail o'donnell,,511
154,11,bluffton,Centre College,Bluffton University,35-53,35,53,"13, 0, 11, 11, 35","16, 10, 15, 12, 53",13,0,11,11,35,16,10,15,12,53,3-8,8-1,12/29/16,Lose,250,No Location Recorded,7:15 PM,A,154,08:06,"MISS JUMPER by ANDREASSEN,CAROLINE",,,,,,,"MISS JUMPER by ANDREASSEN,CAROLINE",2,jumper,missed,Centre,caroline andreassen,,486
155,11,bluffton,Centre College,Bluffton University,35-53,35,53,"13, 0, 11, 11, 35","16, 10, 15, 12, 53",13,0,11,11,35,16,10,15,12,53,3-8,8-1,12/29/16,Lose,250,No Location Recorded,7:15 PM,A,155,--,,,,,"REBOUND DEF by BEINING,RACHEL",,,"REBOUND DEF by BEINING,RACHEL",2,defensive rebound,,bluffton university,rachel beining,,
156,11,bluffton,Centre College,Bluffton University,35-53,35,53,"13, 0, 11, 11, 35","16, 10, 15, 12, 53",13,0,11,11,35,16,10,15,12,53,3-8,8-1,12/29/16,Lose,250,No Location Recorded,7:15 PM,A,156,07:37,,,,,"MISS 3PTR by O'DONNELL,ABIGAIL",,,"MISS 3PTR by O'DONNELL,ABIGAIL",2,three pointer,missed,bluffton university,abigail o'donnell,,457
157,11,bluffton,Centre College,Bluffton University,35-53,35,53,"13, 0, 11, 11, 35","16, 10, 15, 12, 53",13,0,11,11,35,16,10,15,12,53,3-8,8-1,12/29/16,Lose,250,No Location Recorded,7:15 PM,A,157,--,"REBOUND DEF by ANDREASSEN,CAROLINE",,,,,,,"REBOUND DEF by ANDREASSEN,CAROLINE",2,defensive rebound,,Centre,caroline andreassen,,
158,11,bluffton,Centre College,Bluffton University,35-53,35,53,"13, 0, 11, 11, 35","16, 10, 15, 12, 53",13,0,11,11,35,16,10,15,12,53,3-8,8-1,12/29/16,Lose,250,No Location Recorded,7:15 PM,A,158,07:30,"MISS LAYUP by BUNNER,CHEYENNE",,,,,,,"MISS LAYUP by BUNNER,CHEYENNE",2,layup,missed,Centre,cheyenne bunner,,450
159,11,bluffton,Centre College,Bluffton University,35-53,35,53,"13, 0, 11, 11, 35","16, 10, 15, 12, 53",13,0,11,11,35,16,10,15,12,53,3-8,8-1,12/29/16,Lose,250,No Location Recorded,7:15 PM,A,159,07:30,,,,,"BLOCK  by BEINING,RACHEL",,,"BLOCK  by BEINING,RACHEL",2,block,,bluffton university,rachel beining,,450
160,11,bluffton,Centre College,Bluffton University,35-53,35,53,"13, 0, 11, 11, 35","16, 10, 15, 12, 53",13,0,11,11,35,16,10,15,12,53,3-8,8-1,12/29/16,Lose,250,No Location Recorded,7:15 PM,A,160,--,,,,,"REBOUND DEF by GRAHAM,BREANNA",,,"REBOUND DEF by GRAHAM,BREANNA",2,defensive rebound,,bluffton university,breanna graham,,
161,11,bluffton,Centre College,Bluffton University,35-53,35,53,"13, 0, 11, 11, 35","16, 10, 15, 12, 53",13,0,11,11,35,16,10,15,12,53,3-8,8-1,12/29/16,Lose,250,No Location Recorded,7:15 PM,A,161,07:22,,,,,"MISS JUMPER by O'DONNELL,ABIGAIL",,,"MISS JUMPER by O'DONNELL,ABIGAIL",2,jumper,missed,bluffton university,abigail o'donnell,,442
162,11,bluffton,Centre College,Bluffton University,35-53,35,53,"13, 0, 11, 11, 35","16, 10, 15, 12, 53",13,0,11,11,35,16,10,15,12,53,3-8,8-1,12/29/16,Lose,250,No Location Recorded,7:15 PM,A,162,--,"REBOUND DEF by BUNNER,CHEYENNE",,,,,,,"REBOUND DEF by BUNNER,CHEYENNE",2,defensive rebound,,Centre,cheyenne bunner,,
163,11,bluffton,Centre College,Bluffton University,35-53,35,53,"13, 0, 11, 11, 35","16, 10, 15, 12, 53",13,0,11,11,35,16,10,15,12,53,3-8,8-1,12/29/16,Lose,250,No Location Recorded,7:15 PM,A,163,07:20,TIMEOUT 20SEC by TEAM,,,,,,,TIMEOUT 20SEC by TEAM,2,timeout,,Centre,,,440
164,11,bluffton,Centre College,Bluffton University,35-53,35,53,"13, 0, 11, 11, 35","16, 10, 15, 12, 53",13,0,11,11,35,16,10,15,12,53,3-8,8-1,12/29/16,Lose,250,No Location Recorded,7:15 PM,A,164,07:20,"SUB IN by KELLAM,PAIGE",,,,,,,"SUB IN by KELLAM,PAIGE",2,subbing in,,Centre,paige kellam,,440
165,11,bluffton,Centre College,Bluffton University,35-53,35,53,"13, 0, 11, 11, 35","16, 10, 15, 12, 53",13,0,11,11,35,16,10,15,12,53,3-8,8-1,12/29/16,Lose,250,No Location Recorded,7:15 PM,A,165,07:20,"SUB OUT by ANDREASSEN,CAROLINE",,,,,,,"SUB OUT by ANDREASSEN,CAROLINE",2,subbing out,,Centre,caroline andreassen,,440
166,11,bluffton,Centre College,Bluffton University,35-53,35,53,"13, 0, 11, 11, 35","16, 10, 15, 12, 53",13,0,11,11,35,16,10,15,12,53,3-8,8-1,12/29/16,Lose,250,No Location Recorded,7:15 PM,A,166,07:20,,,,,"SUB IN by ROWE,KAYCEE",,,"SUB IN by ROWE,KAYCEE",2,subbing in,,bluffton university,kaycee rowe,,440
167,11,bluffton,Centre College,Bluffton University,35-53,35,53,"13, 0, 11, 11, 35","16, 10, 15, 12, 53",13,0,11,11,35,16,10,15,12,53,3-8,8-1,12/29/16,Lose,250,No Location Recorded,7:15 PM,A,167,07:20,,,,,"SUB IN by MILLS,TJ",,,"SUB IN by MILLS,TJ",2,subbing in,,bluffton university,tj mills,,440
168,11,bluffton,Centre College,Bluffton University,35-53,35,53,"13, 0, 11, 11, 35","16, 10, 15, 12, 53",13,0,11,11,35,16,10,15,12,53,3-8,8-1,12/29/16,Lose,250,No Location Recorded,7:15 PM,A,168,07:20,,,,,"SUB OUT by OLVERSON,LJ",,,"SUB OUT by OLVERSON,LJ",2,subbing out,,bluffton university,lj olverson,,440
169,11,bluffton,Centre College,Bluffton University,35-53,35,53,"13, 0, 11, 11, 35","16, 10, 15, 12, 53",13,0,11,11,35,16,10,15,12,53,3-8,8-1,12/29/16,Lose,250,No Location Recorded,7:15 PM,A,169,07:20,,,,,"SUB OUT by GRAHAM,BREANNA",,,"SUB OUT by GRAHAM,BREANNA",2,subbing out,,bluffton university,breanna graham,,440
170,11,bluffton,Centre College,Bluffton University,35-53,35,53,"13, 0, 11, 11, 35","16, 10, 15, 12, 53",13,0,11,11,35,16,10,15,12,53,3-8,8-1,12/29/16,Lose,250,No Location Recorded,7:15 PM,A,170,06:54,"MISS JUMPER by SCHAD,OLIVIA",,,,,,,"MISS JUMPER by SCHAD,OLIVIA",2,jumper,missed,Centre,olivia schad,,414
171,11,bluffton,Centre College,Bluffton University,35-53,35,53,"13, 0, 11, 11, 35","16, 10, 15, 12, 53",13,0,11,11,35,16,10,15,12,53,3-8,8-1,12/29/16,Lose,250,No Location Recorded,7:15 PM,A,171,--,,,,,"REBOUND DEF by SHEERER,MACEY",,,"REBOUND DEF by SHEERER,MACEY",2,defensive rebound,,bluffton university,macey sheerer,,
172,11,bluffton,Centre College,Bluffton University,35-53,35,53,"13, 0, 11, 11, 35","16, 10, 15, 12, 53",13,0,11,11,35,16,10,15,12,53,3-8,8-1,12/29/16,Lose,250,No Location Recorded,7:15 PM,A,172,06:54,"FOUL  by STEWART,ABIGAIL",,,,,,,"FOUL  by STEWART,ABIGAIL",2,foul,,Centre,abigail stewart,,414
173,11,bluffton,Centre College,Bluffton University,35-53,35,53,"13, 0, 11, 11, 35","16, 10, 15, 12, 53",13,0,11,11,35,16,10,15,12,53,3-8,8-1,12/29/16,Lose,250,No Location Recorded,7:15 PM,A,173,06:54,"SUB IN by ADEROBA,OYIN",,,,,,,"SUB IN by ADEROBA,OYIN",2,subbing in,,Centre,oyin aderoba,,414
174,11,bluffton,Centre College,Bluffton University,35-53,35,53,"13, 0, 11, 11, 35","16, 10, 15, 12, 53",13,0,11,11,35,16,10,15,12,53,3-8,8-1,12/29/16,Lose,250,No Location Recorded,7:15 PM,A,174,06:54,"SUB IN by MOORE,LAUREN",,,,,,,"SUB IN by MOORE,LAUREN",2,subbing in,,Centre,lauren moore,,414
175,11,bluffton,Centre College,Bluffton University,35-53,35,53,"13, 0, 11, 11, 35","16, 10, 15, 12, 53",13,0,11,11,35,16,10,15,12,53,3-8,8-1,12/29/16,Lose,250,No Location Recorded,7:15 PM,A,175,06:54,"SUB OUT by STEWART,ABIGAIL",,,,,,,"SUB OUT by STEWART,ABIGAIL",2,subbing out,,Centre,abigail stewart,,414
176,11,bluffton,Centre College,Bluffton University,35-53,35,53,"13, 0, 11, 11, 35","16, 10, 15, 12, 53",13,0,11,11,35,16,10,15,12,53,3-8,8-1,12/29/16,Lose,250,No Location Recorded,7:15 PM,A,176,06:54,"SUB OUT by SCHAD,OLIVIA",,,,,,,"SUB OUT by SCHAD,OLIVIA",2,subbing out,,Centre,olivia schad,,414
177,11,bluffton,Centre College,Bluffton University,35-53,35,53,"13, 0, 11, 11, 35","16, 10, 15, 12, 53",13,0,11,11,35,16,10,15,12,53,3-8,8-1,12/29/16,Lose,250,No Location Recorded,7:15 PM,A,177,06:40,,13,,20 (+7),"GOOD LAYUP by BEINING,RACHEL(in the paint)",BU-W 13-20 (-7),,"GOOD LAYUP by BEINING,RACHEL(in the paint)",2,layup,good,bluffton university,rachel beining,2,400
178,11,bluffton,Centre College,Bluffton University,35-53,35,53,"13, 0, 11, 11, 35","16, 10, 15, 12, 53",13,0,11,11,35,16,10,15,12,53,3-8,8-1,12/29/16,Lose,250,No Location Recorded,7:15 PM,A,178,--,,,,,"ASSIST  by ROWE,KAYCEE",,,"ASSIST  by ROWE,KAYCEE",2,assist,,bluffton university,kaycee rowe,,
179,11,bluffton,Centre College,Bluffton University,35-53,35,53,"13, 0, 11, 11, 35","16, 10, 15, 12, 53",13,0,11,11,35,16,10,15,12,53,3-8,8-1,12/29/16,Lose,250,No Location Recorded,7:15 PM,A,179,06:09,"MISS JUMPER by MOORE,LAUREN",,,,,,,"MISS JUMPER by MOORE,LAUREN",2,jumper,missed,Centre,lauren moore,,369
180,11,bluffton,Centre College,Bluffton University,35-53,35,53,"13, 0, 11, 11, 35","16, 10, 15, 12, 53",13,0,11,11,35,16,10,15,12,53,3-8,8-1,12/29/16,Lose,250,No Location Recorded,7:15 PM,A,180,--,"REBOUND OFF by ADEROBA,OYIN",,,,,,,"REBOUND OFF by ADEROBA,OYIN",2,offensive rebound,,Centre,oyin aderoba,,
181,11,bluffton,Centre College,Bluffton University,35-53,35,53,"13, 0, 11, 11, 35","16, 10, 15, 12, 53",13,0,11,11,35,16,10,15,12,53,3-8,8-1,12/29/16,Lose,250,No Location Recorded,7:15 PM,A,181,06:05,"MISS LAYUP by ADEROBA,OYIN",,,,,,,"MISS LAYUP by ADEROBA,OYIN",2,layup,missed,Centre,oyin aderoba,,365
182,11,bluffton,Centre College,Bluffton University,35-53,35,53,"13, 0, 11, 11, 35","16, 10, 15, 12, 53",13,0,11,11,35,16,10,15,12,53,3-8,8-1,12/29/16,Lose,250,No Location Recorded,7:15 PM,A,182,--,,,,,"REBOUND DEF by BEINING,RACHEL",,,"REBOUND DEF by BEINING,RACHEL",2,defensive rebound,,bluffton university,rachel beining,,
183,11,bluffton,Centre College,Bluffton University,35-53,35,53,"13, 0, 11, 11, 35","16, 10, 15, 12, 53",13,0,11,11,35,16,10,15,12,53,3-8,8-1,12/29/16,Lose,250,No Location Recorded,7:15 PM,A,183,05:51,,,,,"MISS LAYUP by SHEERER,MACEY",,,"MISS LAYUP by SHEERER,MACEY",2,layup,missed,bluffton university,macey sheerer,,351
184,11,bluffton,Centre College,Bluffton University,35-53,35,53,"13, 0, 11, 11, 35","16, 10, 15, 12, 53",13,0,11,11,35,16,10,15,12,53,3-8,8-1,12/29/16,Lose,250,No Location Recorded,7:15 PM,A,184,--,"REBOUND DEF by MOORE,LAUREN",,,,,,,"REBOUND DEF by MOORE,LAUREN",2,defensive rebound,,Centre,lauren moore,,
185,11,bluffton,Centre College,Bluffton University,35-53,35,53,"13, 0, 11, 11, 35","16, 10, 15, 12, 53",13,0,11,11,35,16,10,15,12,53,3-8,8-1,12/29/16,Lose,250,No Location Recorded,7:15 PM,A,185,05:31,"MISS JUMPER by BUNNER,CHEYENNE",,,,,,,"MISS JUMPER by BUNNER,CHEYENNE",2,jumper,missed,Centre,cheyenne bunner,,331
186,11,bluffton,Centre College,Bluffton University,35-53,35,53,"13, 0, 11, 11, 35","16, 10, 15, 12, 53",13,0,11,11,35,16,10,15,12,53,3-8,8-1,12/29/16,Lose,250,No Location Recorded,7:15 PM,A,186,--,,,,,"REBOUND DEF by ROWE,KAYCEE",,,"REBOUND DEF by ROWE,KAYCEE",2,defensive rebound,,bluffton university,kaycee rowe,,
187,11,bluffton,Centre College,Bluffton University,35-53,35,53,"13, 0, 11, 11, 35","16, 10, 15, 12, 53",13,0,11,11,35,16,10,15,12,53,3-8,8-1,12/29/16,Lose,250,No Location Recorded,7:15 PM,A,187,05:14,,13,,22 (+9),"GOOD LAYUP by BEINING,RACHEL(in the paint)",BU-W 13-22 (-9),,"GOOD LAYUP by BEINING,RACHEL(in the paint)",2,layup,good,bluffton university,rachel beining,2,314
188,11,bluffton,Centre College,Bluffton University,35-53,35,53,"13, 0, 11, 11, 35","16, 10, 15, 12, 53",13,0,11,11,35,16,10,15,12,53,3-8,8-1,12/29/16,Lose,250,No Location Recorded,7:15 PM,A,188,--,,,,,"ASSIST  by ROWE,KAYCEE",,,"ASSIST  by ROWE,KAYCEE",2,assist,,bluffton university,kaycee rowe,,
189,11,bluffton,Centre College,Bluffton University,35-53,35,53,"13, 0, 11, 11, 35","16, 10, 15, 12, 53",13,0,11,11,35,16,10,15,12,53,3-8,8-1,12/29/16,Lose,250,No Location Recorded,7:15 PM,A,189,04:54,"MISS JUMPER by ADEROBA,OYIN",,,,,,,"MISS JUMPER by ADEROBA,OYIN",2,jumper,missed,Centre,oyin aderoba,,294
190,11,bluffton,Centre College,Bluffton University,35-53,35,53,"13, 0, 11, 11, 35","16, 10, 15, 12, 53",13,0,11,11,35,16,10,15,12,53,3-8,8-1,12/29/16,Lose,250,No Location Recorded,7:15 PM,A,190,--,,,,,"REBOUND DEF by O'DONNELL,ABIGAIL",,,"REBOUND DEF by O'DONNELL,ABIGAIL",2,defensive rebound,,bluffton university,abigail o'donnell,,
191,11,bluffton,Centre College,Bluffton University,35-53,35,53,"13, 0, 11, 11, 35","16, 10, 15, 12, 53",13,0,11,11,35,16,10,15,12,53,3-8,8-1,12/29/16,Lose,250,No Location Recorded,7:15 PM,A,191,04:47,,13,,24 (+11),"GOOD LAYUP by MILLS,TJ(fastbreak)(in the paint)",BU-W 13-24 (-11),,"GOOD LAYUP by MILLS,TJ(fastbreak)(in the paint)",2,layup,good,bluffton university,tj(fastbreak) mills,2,287
192,11,bluffton,Centre College,Bluffton University,35-53,35,53,"13, 0, 11, 11, 35","16, 10, 15, 12, 53",13,0,11,11,35,16,10,15,12,53,3-8,8-1,12/29/16,Lose,250,No Location Recorded,7:15 PM,A,192,04:44,TIMEOUT 20SEC by TEAM,,,,,,,TIMEOUT 20SEC by TEAM,2,timeout,,Centre,,,284
193,11,bluffton,Centre College,Bluffton University,35-53,35,53,"13, 0, 11, 11, 35","16, 10, 15, 12, 53",13,0,11,11,35,16,10,15,12,53,3-8,8-1,12/29/16,Lose,250,No Location Recorded,7:15 PM,A,193,04:44,"SUB IN by FEE,MIKAYLA",,,,,,,"SUB IN by FEE,MIKAYLA",2,subbing in,,Centre,mikayla fee,,284
194,11,bluffton,Centre College,Bluffton University,35-53,35,53,"13, 0, 11, 11, 35","16, 10, 15, 12, 53",13,0,11,11,35,16,10,15,12,53,3-8,8-1,12/29/16,Lose,250,No Location Recorded,7:15 PM,A,194,04:44,"SUB IN by ANDREASSEN,CAROLINE",,,,,,,"SUB IN by ANDREASSEN,CAROLINE",2,subbing in,,Centre,caroline andreassen,,284
195,11,bluffton,Centre College,Bluffton University,35-53,35,53,"13, 0, 11, 11, 35","16, 10, 15, 12, 53",13,0,11,11,35,16,10,15,12,53,3-8,8-1,12/29/16,Lose,250,No Location Recorded,7:15 PM,A,195,04:44,"SUB IN by SCHAD,OLIVIA",,,,,,,"SUB IN by SCHAD,OLIVIA",2,subbing in,,Centre,olivia schad,,284
196,11,bluffton,Centre College,Bluffton University,35-53,35,53,"13, 0, 11, 11, 35","16, 10, 15, 12, 53",13,0,11,11,35,16,10,15,12,53,3-8,8-1,12/29/16,Lose,250,No Location Recorded,7:15 PM,A,196,04:44,"SUB OUT by ADEROBA,OYIN",,,,,,,"SUB OUT by ADEROBA,OYIN",2,subbing out,,Centre,oyin aderoba,,284
197,11,bluffton,Centre College,Bluffton University,35-53,35,53,"13, 0, 11, 11, 35","16, 10, 15, 12, 53",13,0,11,11,35,16,10,15,12,53,3-8,8-1,12/29/16,Lose,250,No Location Recorded,7:15 PM,A,197,04:44,"SUB OUT by MILLER,LAKKEN",,,,,,,"SUB OUT by MILLER,LAKKEN",2,subbing out,,Centre,lakken miller,,284
198,11,bluffton,Centre College,Bluffton University,35-53,35,53,"13, 0, 11, 11, 35","16, 10, 15, 12, 53",13,0,11,11,35,16,10,15,12,53,3-8,8-1,12/29/16,Lose,250,No Location Recorded,7:15 PM,A,198,04:44,"SUB OUT by MOORE,LAUREN",,,,,,,"SUB OUT by MOORE,LAUREN",2,subbing out,,Centre,lauren moore,,284
199,11,bluffton,Centre College,Bluffton University,35-53,35,53,"13, 0, 11, 11, 35","16, 10, 15, 12, 53",13,0,11,11,35,16,10,15,12,53,3-8,8-1,12/29/16,Lose,250,No Location Recorded,7:15 PM,A,199,04:44,,,,,"SUB IN by SALYER,ASHLEY",,,"SUB IN by SALYER,ASHLEY",2,subbing in,,bluffton university,ashley salyer,,284
200,11,bluffton,Centre College,Bluffton University,35-53,35,53,"13, 0, 11, 11, 35","16, 10, 15, 12, 53",13,0,11,11,35,16,10,15,12,53,3-8,8-1,12/29/16,Lose,250,No Location Recorded,7:15 PM,A,200,04:44,,,,,"SUB OUT by SHEERER,MACEY",,,"SUB OUT by SHEERER,MACEY",2,subbing out,,bluffton university,macey sheerer,,284
201,11,bluffton,Centre College,Bluffton University,35-53,35,53,"13, 0, 11, 11, 35","16, 10, 15, 12, 53",13,0,11,11,35,16,10,15,12,53,3-8,8-1,12/29/16,Lose,250,No Location Recorded,7:15 PM,A,201,04:13,"FOUL  by SCHAD,OLIVIA",,,,,,,"FOUL  by SCHAD,OLIVIA",2,foul,,Centre,olivia schad,,253
202,11,bluffton,Centre College,Bluffton University,35-53,35,53,"13, 0, 11, 11, 35","16, 10, 15, 12, 53",13,0,11,11,35,16,10,15,12,53,3-8,8-1,12/29/16,Lose,250,No Location Recorded,7:15 PM,A,202,04:13,"TURNOVER  by SCHAD,OLIVIA",,,,,,,"TURNOVER  by SCHAD,OLIVIA",2,turnover,,Centre,olivia schad,,253
203,11,bluffton,Centre College,Bluffton University,35-53,35,53,"13, 0, 11, 11, 35","16, 10, 15, 12, 53",13,0,11,11,35,16,10,15,12,53,3-8,8-1,12/29/16,Lose,250,No Location Recorded,7:15 PM,A,203,04:13,"SUB IN by MILLER,LAKKEN",,,,,,,"SUB IN by MILLER,LAKKEN",2,subbing in,,Centre,lakken miller,,253
204,11,bluffton,Centre College,Bluffton University,35-53,35,53,"13, 0, 11, 11, 35","16, 10, 15, 12, 53",13,0,11,11,35,16,10,15,12,53,3-8,8-1,12/29/16,Lose,250,No Location Recorded,7:15 PM,A,204,04:13,"SUB OUT by SCHAD,OLIVIA",,,,,,,"SUB OUT by SCHAD,OLIVIA",2,subbing out,,Centre,olivia schad,,253
205,11,bluffton,Centre College,Bluffton University,35-53,35,53,"13, 0, 11, 11, 35","16, 10, 15, 12, 53",13,0,11,11,35,16,10,15,12,53,3-8,8-1,12/29/16,Lose,250,No Location Recorded,7:15 PM,A,205,03:58,,,,,"TURNOVER  by BEINING,RACHEL",,,"TURNOVER  by BEINING,RACHEL",2,turnover,,bluffton university,rachel beining,,238
206,11,bluffton,Centre College,Bluffton University,35-53,35,53,"13, 0, 11, 11, 35","16, 10, 15, 12, 53",13,0,11,11,35,16,10,15,12,53,3-8,8-1,12/29/16,Lose,250,No Location Recorded,7:15 PM,A,206,03:37,"MISS LAYUP by ANDREASSEN,CAROLINE",,,,,,,"MISS LAYUP by ANDREASSEN,CAROLINE",2,layup,missed,Centre,caroline andreassen,,217
